Hybridization REF	TCGA-B6-A0I2-01A-11R-A034-07
CCDC52	0.609166666666667
FSIP1	-1.388
UPF3A	-0.9505
IGSF11	-2.01016666666667
LAGE3	0.68475
CHST6	-3.1285
UNC13B	-0.322125
TTLL4	-0.46825
ZNF687	0.449375
SDC2	-0.4051
COX7A2	-1.07375
LAMB4	1.446
FAM24A	-0.266
LRRTM3	-0.826333333333333
GPHB5	0.43275
OR4C13	-0.1705
EIF3EIP	0.833857142857143
HABP4	-1.2345
TMEM125	3.95325
CNTN2	1.39971428571429
ASNSD1	-0.52675
FUT4	-0.4865
ACF	-3.172
LOC158381	-0.5845
CDH8	-0.3345
AGPS	-0.752666666666667
C4orf18	2.121625
PECI	-1.60908333333333
UNG	0.044875
GSTP1	0.84175
DCUN1D5	-0.909166666666667
DKFZP564J0863	0.2155
SLC9A3R1	-0.229
BCDO2	-1.02375
CHMP7	-1.300125
REM2	0.7685
DNHD1	-0.30625
FKBP4	0.339875
ZNF350	1.703
MGC11102	0.590625
BST1	0.10425
KISS1R	0.6185
NCR2	0.234
DEFB125	-0.035
UBE2W	0.5205
KRT15	0.3075
C10orf99	0.747
SCN11A	0.492714285714286
GFI1	0.07275
RDHE2	-0.818833333333333
FHL1	-2.46933333333333
OSGEP	-0.219
GATA1	-4.24866666666667
SMC6	0.012
TTTY14	-0.204
LPIN3	0.5295
RPL4	-0.5691
RBPMS	-1.6809
PRPF3	-0.254833333333333
EMR1	-1.403
SPATA19	0.0345
XCR1	0.903
IRX3	2.2083
RBM6	-1.169
KLF4	-2.5358
UNC5CL	-0.6565
SEBOX	-1.1465
BTK	-0.27325
KRCC1	1.99075
C6orf27	-0.1365
SYTL5	-0.306
PRND	-0.534333333333333
LOC653319	-0.871
PIGL	-0.86525
HUS1	0.332166666666667
SFRS6	0.178916666666667
C17orf77	0.804
UIMC1	-0.29
FXYD2	-1.313
LOC283152	-0.644
ZNF667	-0.074
ZCCHC12	-1.01025
TFEC	2.5557
ATP7B	-1.46233333333333
POLD2	-0.7645
RG9MTD1	0.07575
ACOT2	-1.78366666666667
HIST1H4I	-0.7965
PPARGC1A	-0.2947
ETFA	-2.2084
POLRMT	-1.15
ZNF146	0.929625
MIA2	-1.5555
KLHL6	0.535
HOXB5	-1.356125
NENF	0.974166666666667
CUGBP1	0.665
PRSS22	1.386
CASC4	0.5628
CUL4B	-0.2796
CENPJ	-1.5548
PITX1	1.14416666666667
FLJ31033	0.527166666666667
CELSR3	-0.973
ZNF568	0.32025
ITSN1	-0.812
EHBP1L1	0.1235
C19orf2	0.53375
DCTN1	-0.339
LIN28B	-4.1674
TNKS2	-0.9195
C1QBP	-0.559625
CADPS2	3.09225
SRMS	0.0855
GJA9	0.342333333333333
MGC24975	-0.164666666666667
TRIM45	-0.151833333333333
TSP50	-0.2815
TCP1	-1.77725
TMED7	0.0401
CMA1	-0.375
CENPL	-0.211
PTCRA	0.695
FST	-2.78825
VWCE	-4.06025
PAWR	-0.26675
ABCC12	0.18925
LDLR	-1.7582
ASTN2	-0.0556
LOC441212	-0.032125
GPATCH8	-0.101
TANC2	-2.36733333333333
KIF4A	-1.4705
C18orf18	-2.504
PGM1	0.109
KIAA0258	2.33525
CPD	-0.177875
SNCAIP	-0.068
DCT	-3.836
HLA-DOA	3.03018181818182
OR11L1	1.179
UPK1B	0.900166666666667
DNAJB4	0.272
UGT1A8	1.07533333333333
HIST1H4L	-1.5
PECR	-1.31416666666667
HSPA2	2.3825
WFIKKN1	-2.513
SERP1	0.839
SYDE2	-0.08275
TACR2	0.758
NUP85	-0.18
CD177	-0.0118333333333333
LGR5	-2.09283333333333
PIGG	-0.499166666666667
PTHR1	-2.41783333333333
RAB5A	-0.5025
FLJ13224	0.2465
USP9Y	-0.805166666666667
C7orf53	-0.0315
LRP1B	-1.37325
XAF1	3.3603
ABCG8	-0.3275
ANKDD1A	-0.330666666666667
DAND5	-1.7385
SPAG6	-0.238666666666667
LINCR	2.97025
ZDHHC22	-1.218125
CCDC60	1.363
THOC7	-1.37366666666667
TCTA	0.725
OR8K3	0.9815
NY-REN-7	0.065
B2M	2.19433333333333
C6orf141	-1.688625
LPPR4	3.81025
SQLE	-2.193875
SEPHS1	-0.5365
BTBD14B	0.734857142857143
PLRG1	-0.44275
SPG7	-1.0238125
ZNF614	0.277666666666667
PARD6G	1.161
INPP5B	1.2886
GRPEL2	-0.460375
PPID	-0.5392
TRIM56	0.44575
UBE2J1	0.133875
IL20RA	3.5635
LOC387856	0.03375
C1orf107	1.38025
UTS2R	0.5895
C19orf22	-0.80775
SAFB2	-0.410375
KIAA0652	-0.28725
KLRG1	-0.333166666666667
MS4A8B	0.194
FRAG1	1.092
KIAA1546	-0.37375
E2F4	-0.8701
CLEC4M	0.737333333333333
BTBD14A	0.01875
KIAA0999	1.1057
GYPA	-3.17966666666667
TAC1	-0.0457142857142857
TRAIP	-0.934166666666667
KIAA0232	-0.157
ERCC8	-1.673875
GPX4	-0.3545
KIAA0368	-0.15075
GPR157	0.055
CTAGE4	0.536
C9orf30	-0.128166666666667
OR52A1	1.2755
HSP90B3P	-0.486
ALG9	-0.9601
BTBD10	-0.1785
SDK2	0.331
BAIAP3	-1.7785
RABGGTB	-0.361
ANKRD40	-1.34066666666667
KRT74	0.571
CALCOCO2	-0.277928571428571
SNCA	-3.6825
TMSL8	-4.664625
C2orf53	-0.6595
ESRRB	-0.8195
ARHGAP26	1.065375
TDRD9	-2.4775
HRAS	-0.732833333333333
KLRC4	-0.9285
JAGN1	-0.537166666666667
BSDC1	0.1915
RNF43	-1.3123
NDUFAF1	-0.38175
PHF12	0.30675
OR1L3	-0.23325
FOLR2	1.55125
LYZL6	0.14475
tcag7.1260	-1.5575
WSB1	-1.10216666666667
PROS1	-2.3803
OSTN	0.9465
PSMB8	2.19125
SOCS4	0.042375
DDIT4L	0.355
MAS1	-0.012
MGC34796	1.45975
CSHL1	0.409833333333333
TBCCD1	0.362666666666667
ZBTB7C	-0.0515
AP2S1	-1.148375
P15RS	0.1669
VAT1	-1.1853
SHANK3	1.34383333333333
TUFM	-0.44
THEG	0.6005
KRT34	-0.977666666666667
SGSM3	0.06
TOMM22	0.185125
SOCS3	1.39966666666667
CPO	-0.371
POP4	0.10875
BHLHB3	1.3765
MALL	3.096
OR1B1	-0.0635
PARK2	0.613833333333333
GPR124	-0.2205
LCE1E	0.3145
RUVBL2	-1.5765
CGRRF1	-1.0537
ACPL2	0.99175
WNT10B	-0.0405
BAIAP2L2	0.083375
ISCA1	0.5055
C1orf125	-0.988875
RPAP1	-0.2495
RAI16	-0.681666666666667
RPL27	-0.2065
NLRP9	-0.013
EPN1	0.444
LOC388610	-0.200375
SLC35A1	0.2772
GAL	-3.32125
SLC14A2	1.16825
RDH11	-0.777333333333333
FAM138F	0.5685
AUH	0.00924999999999999
FLJ40243	-0.249
C14orf129	-0.880666666666667
MBD2	0.106666666666667
ABHD14B	-0.516875
PIGT	-0.39275
ALS2CR4	-0.202
ALAS1	-0.3436
FOXO1	0.553833333333333
CRLF3	0.23325
C20orf107	-0.7955
FARS2	0.3575
CCDC28A	-0.13575
NPHP3	-1.0045
OR13F1	1.2575
TSEN54	0.18475
DEFB106B	0.572888888888889
OR8B4	0.7315
STH	-2.27225
ZC3H14	-0.819375
CBX2	-0.6005
TMEM49	-1.57325
C6orf21	0.507
FLJ20920	0.699
CRTAP	-2.00657142857143
DDX50	-0.08925
STYXL1	0.073
BLVRB	-0.617
LOC147650	-0.311666666666667
MMP24	0.48425
GRID1	0.370666666666667
BANF1	-0.248833333333333
CTAGEP	0.03475
HMBS	-1.73075
SLC25A24	0.57
C14orf50	0.318
MRO	0.658333333333333
SLC25A15	-0.8395
FAM84B	0.2878
TDP1	-0.335
C16orf78	-0.7206
C11orf57	0.42875
RFK	-0.587125
ZFYVE9	0.99475
STCH	-1.4226
WIBG	0.18575
LOC283871	-0.586333333333333
GBA2	-0.1652
NDUFB3	-0.55275
HSD17B13	-0.168
GRIN3A	2.89616666666667
FMNL1	-0.2575
SEPT7	-0.3942
GNLY	5.409
GRAMD1C	2.42316666666667
ZNF165	-0.0105
USP38	0.2505
FAM83A	-2.2025
C14orf24	-0.161083333333333
ARMCX3	0.138875
ARHGDIB	0.290333333333333
AK1	0.497875
KIAA1045	3.327
DNAJB13	0.169166666666667
NEU2	1.545
HIST1H4B	-1.10633333333333
FAM20B	-0.4941
HES2	0.4625
FAM73B	-0.6153
LOC388381	-1.19725
INTS7	0.361454545454545
AMPH	-1.03875
ZNF775	-0.26475
UCKL1	-0.942833333333334
C10orf97	-1.48625
C1orf161	0.8765
ALDH1L1	-1.425
FLJ39378	-0.2815
SLC23A1	-1.648
RBM4B	0.2265
THAP4	-0.400833333333333
OGFRL1	1.984
KIAA0831	0.145875
PPP1R15A	-1.03766666666667
C1orf96	0.348357142857143
C12orf11	0.26775
BMF	0.014875
MAN1A1	-0.909
KIAA1600	0.1335
NLGN4X	-1.69325
ALOX12	-2.1612
RB1CC1	-0.3157
NEIL2	-0.5757
EIF4E	-0.503181818181818
ABHD5	-0.16
EXOC4	-1.04466666666667
CIP29	-0.498166666666667
BATF2	3.44775
SLC29A4	-0.229
HTR4	0.63875
EMB	0.40425
TRAF6	1.3735
LMNB1	-0.7105
FAM19A5	-1.703125
SHE	0.260666666666667
PIK3C2B	2.9645
C15orf15	-1.1543
USP15	-0.1696
TCEAL2	-1.33525
C5orf39	1.0505
PTGER2	-1.448
SLC31A1	-0.5935
IFT172	1.131
ADAM29	0.787
GFOD1	2.56025
ST7L	0.762333333333333
C15orf26	-3.24475
PKN3	1.25025
CNTD1	-1.30816666666667
COMMD1	0.04525
NTRK2	0.9
FOXN3	0.745875
MFGE8	-1.0837
PFKFB2	1.24033333333333
TAS2R4	0.39825
ENTHD1	0.172666666666667
PRMT5	-1.782375
MGC16384	-1.476125
LOC442229	0.37025
TSKU	1.27475
KRTCAP3	3.273375
PDLIM1	0.5726
KCNS2	0.5775
RNF126	-0.999833333333334
CEP63	0.67325
CLIC4	-0.982875
hCG_1990170	-1.31475
ACR	1.5535
KLK7	-0.986666666666667
ALOX5AP	3.088625
RIPK3	2.5835
TAS2R9	1.468
C19orf18	-0.2505
BIRC6	0.377142857142857
ZNF16	1.199
RFT1	-0.70675
SLC8A2	-0.49625
TACC1	-0.90225
ITGAD	2.05775
SAMHD1	1.40125
SH3PXD2B	1.1083
EPC2	0.8985
C20orf85	0.191375
ATP13A2	0.276666666666667
KRT4	2.2395
CAPNS1	-0.99625
MDM2	0.177166666666667
PCDH20	0.82475
KCNK9	0.897
OR2C1	-0.345
KLHDC3	-0.733333333333333
IPPK	1.6725
EFHD2	0.431375
GALR3	0.7195
NBEA	-2.5145
ABCA6	0.881
CLDN3	1.87466666666667
AKT2	-0.226714285714286
EGFR	2.0476
RBM16	0.79975
ZDHHC3	-0.2112
SLC25A4	-2.1295
CYB5B	-1.105
CPXM1	-1.49975
NDRG1	1.14607692307692
FLJ43826	0.41275
OR5L2	-0.0342
FARP2	-0.779
MRPL46	-1.15325
LDHAL6B	0.725166666666667
MAPKAPK3	-0.220666666666667
NCAM2	-3.09566666666667
PRKD2	-0.139666666666667
ZFP36L1	1.4676
CYSLTR1	-1.04
OR4C3	-0.43775
HIST1H2AJ	2.069
CCNB2	-1.16755555555556
ZNF10	0.074
TMEM175	0.093
FAM134A	-0.345333333333333
TIGD4	-0.0765
PCNP	-0.2815
MGC39715	0.11775
LQK1	-0.528
CREB1	-0.2587
TMPRSS3	2.315
C4orf32	-1.45675
LAT	-0.136083333333333
KCNA3	0.185
SKIV2L2	-1.245
ROPN1B	1.4325
tcag7.23	-0.3575
CDT1	-1.934375
ZHX2	0.169625
CD28	-1.7585
ZNF624	0.14525
SEPT2	-0.501416666666667
SOHLH2	-1.78828571428571
MCOLN3	-1.59228571428571
UNQ1945	0.84
MASP2	-0.4995
ZNRF3	-0.7877
GPATCH3	-0.691
AGL	0.47775
QRICH2	-1.2985
PSD4	0.541666666666667
CCNB1IP1	-1.39525
ENPP7	-0.23475
OBFC1	-0.38625
KCNG3	-2.95233333333333
C14orf79	-1.14475
ENPEP	0.0861666666666667
SCT	0.764
SKI	0.05125
SEC61G	-0.27075
CAPN11	0.437333333333333
ATXN7L3	-0.714
DBNDD1	-0.298666666666667
FAIM	-0.15075
ANKRD36	0.1225
GABRP	5.243
TACSTD2	1.8356
EIF3J	-0.819
PPP2R2A	-2.0985
TEKT4	-0.753333333333333
PVALB	-2.81333333333333
F10	-2.97233333333333
FAM134C	0.2139
COMP	2.938375
EFCBP1	-3.91266666666667
SCLT1	0.642125
TAL1	-1.5431
ACSL1	-0.232
ABCC5	0.211333333333333
ABL1	-0.614111111111111
RBBP7	0.0155833333333333
PTPRG	-2.27175
NCOR1	-0.666
SPINK4	-1.09516666666667
TXNRD1	-1.5499
TNRC15	-0.068625
C9orf138	-0.103
UBE2H	0.737
BRDT	-0.705166666666667
C8orf31	-0.358
CCNE2	-1.28145454545455
SLC6A8	-1.147375
CALCR	-4
PPP1CB	1.04691666666667
ABHD8	-1.0975
ARF5	0.1287
SLC24A4	0.70275
CCT3	-0.2085
ZNF121	0.060375
SLC3A2	-0.8483
OR13A1	0.7095
SLC5A10	-0.85025
RAD50	-0.9595
IER5	0.496625
MTHFD1L	-0.458
MBTPS2	-0.546
MVK	-1.2975
NCL	0.251
PSMD10	0.0875
MOBP	0.121833333333333
FLJ32894	0.6555
HRH1	-2.80216666666667
C5orf30	-0.59125
NUDT16L1	0.2627
RASGRP3	3.4485
PRKRIP1	-0.105
CCDC75	-0.048
LOC253970	0.661666666666667
KIAA1239	-1.224
MED21	0.09025
SYT11	-0.07
NTSR2	2.156
EGFL11	1.667
CXorf59	0.2255
OR2A25	0.69075
SPTBN2	2.173
LRMP	-0.383666666666667
RNF111	-0.9185
PTH	1.006
LOC619208	0.208166666666667
KIAA0895	-1.06075
RANBP5	-0.9055
P2RY10	2.18966666666667
NME5	-1.14066666666667
DDX21	-0.48875
LRSAM1	-0.775
HDAC11	-0.403833333333333
VMO1	4.31575
NOLA2	-0.198166666666667
ADAR	0.546416666666667
MTO1	-1.26616666666667
SF4	-0.530166666666667
P2RX1	0.338166666666667
HBM	0.4305
EN2	0.7475
C14orf172	0.234
TM9SF2	-0.7827
INHBE	-1.03516666666667
TCTE3	0.0626666666666667
TOX2	-1.49575
CTAGE3	-0.1855
HBB	3.3381
MED15	-0.973333333333333
CASR	0.20925
C6orf66	-0.367
MTPN	0.033
UNC50	0.0865
C21orf33	0.056125
IRF2	2.09625
PGR	-2.62383333333333
GPR84	4.0325
CROCCL1	-2.10025
SRPX	-3.6135
BRE	0.162
FGF10	-0.7135
SDC3	0.861333333333333
ZRSR1	-0.5085
DKFZP434P211	-0.311875
SOX6	0.7655
RPUSD2	0.00199999999999999
C14orf173	-0.314583333333333
MAPK11	0.185333333333333
TBC1D22A	0.5125
FAM123A	-1.394
COL4A6	-3.59133333333333
TOMM70A	0.6605
NAB1	0.345125
MGC16385	-0.00662500000000002
TSPAN18	-1.59233333333333
MED31	-0.681
PLG	-0.36675
CAPSL	0.1525
ZNF532	2.2784
ASB14	0.372666666666667
CA8	0.338
NUDT16P	1.9235
SLFN11	-0.9635
LRRIQ2	-0.085
NOL7	-0.012
BRMS1L	-1.14
JARID1A	1.33066666666667
PANK2	-0.2645
ICAM3	0.26775
MDS1	0.596
TAF8	-0.9685
RNF139	-0.4715
ZNF594	0.0988333333333333
ADAM8	2.895125
SFTPC	-0.713
MAN2B2	0.2505
RGS12	-0.3780625
EIF1AY	-4.51127272727273
LRRIQ1	-1.90516666666667
GPR150	0.54375
CCDC21	-1.941
PRRG3	0.47125
SAA4	0.70025
RAPGEF5	1.643375
ZCCHC2	0.956333333333333
MGC39372	-0.1655
PPP4R2	0.00700000000000001
CDCA2	-1.8555
OR4D5	0.0776666666666666
PTGFRN	1.24
SIGLEC5	2.47683333333333
C19orf61	-0.196333333333333
NMUR2	0.474
KIAA1586	-1.27566666666667
DAGLA	1.511
CHCHD6	-0.093
GPR32	-0.105
NEUROD6	-0.564166666666667
SLC2A4RG	0.00524999999999998
CA5B	0.18625
FBXL3	-0.11625
MPHOSPH9	-1.86025
HMG2L1	-0.07075
HCN4	0.026
CEACAM19	1.9965
SH2D4B	-0.1172
HFE2	-0.875
TGM4	-0.824
LYPD2	-0.1855
TBC1D15	-1.0425
MRPS21	0.8995
NONO	-0.2134
CLEC5A	2.13325
ITCH	0.7254
MGAT3	2.66733333333333
MBP	-0.322875
RPP25	-2.30325
SOSTDC1	2.139
HRC	-1.6445
TRIM48	-0.065
TMEM133	0.164
ECEL1P2	-0.543
HOXC11	-1.532
DOK5	0.13825
HELZ	0.618166666666667
LOC348180	-0.789
MGC33894	0.1115
ADRB3	0.7095
DMD	0.478916666666667
PTRH2	-0.3265
MPEG1	3.07783333333333
NDUFA12	-0.7185
KRTAP2-4	0.0169090909090908
STAMBPL1	-0.706666666666667
ADCY2	-1.904
UNQ6125	-0.5275
KLHL20	0.320333333333333
SRM	-0.98975
OTC	0.432
TMIE	1.05733333333333
SNX8	1.20025
LIPK	1.922
CHURC1	-1.206
KLC2	0.6675
HDAC1	-1.10233333333333
FAM128A	0.0435
FNDC3B	1.0017
MTCP1	0.425166666666667
WFDC10B	0.7682
PCDHGB3	0.8615
ATRNL1	-2.02366666666667
CAV2	1.93325
MED26	0.494166666666667
DUS1L	0.99025
CHRM3	0.255375
NEK9	-1.04775
WARS2	0.495
TBX22	1.614
TOMM40	-0.26875
RP6-213H19.1	-0.0318333333333333
TUBGCP5	-1.39625
IGSF6	5.1295
TPPP	-1.1932
UNQ6190	0.3545
GSTM5	-1.073375
BTD	-0.938166666666667
PDCD1LG2	0.831833333333333
SNRPB2	-0.0305
ERICH1	-0.203625
APOA4	-1.31475
HOXA11	-2.69525
NARG1	-0.5495
MKX	-0.94725
RAB28	-0.517071428571429
PKP3	1.12475
SH3GL2	-2.239
CTSO	2.55475
RPN2	0.610875
IL28RA	-0.780333333333333
SFMBT1	0.92525
WDR57	-0.766
FER1L3	-0.00216666666666667
HSF5	0.768
TTC9B	0.98975
C4BPA	-3.63
ALB	-4.22469230769231
SORBS3	0.519625
UPF2	0.0975
JPH1	-0.545
AGBL2	-0.39375
DOPEY1	1.073
TERF1	-0.355
KIF22	-0.8755
NINJ1	0.949
SEC61A2	-1.17683333333333
HIST1H1D	-0.932166666666667
SFXN4	0.013625
UCP3	1.1425
ZNF703	0.578166666666667
MYL6B	-0.63475
TREM1	1.63325
OR52E6	0.4345
CKMT2	2.43375
HLA-C	2.87225
SLC13A3	-0.5035
TIMP4	-2.72275
SLIT2	0.9695
RSF1	1.23883333333333
LONRF1	-1.689
MON1A	-0.0985
CACNG6	-1.03566666666667
DPPA4	-4.404
ZSWIM3	0.62875
ZNF804A	-0.0816666666666667
CCIN	1.984
SLC25A31	1.218
KCNMB4	-2.56825
RABL5	-0.038
GALNS	-1.0164
STX6	0.952125
HIST1H1C	-1.57183333333333
CIDEB	1.020125
CASP4	1.15333333333333
PDK3	-0.7653
KCNJ11	-0.7515
TPR	0.136875
ZSCAN20	-0.3395
MTX2	-0.74525
HIST1H2BH	0.37325
LOC283767	2.21
LYRM7	-1.5965
BRD3	-0.1115
HIST1H2BO	-0.17125
MAGEB10	-4.427
SLC45A1	-0.0876666666666667
SERPINA3	-0.4239
KIAA0143	1.59875
KCNJ16	3.337
KRT79	0.884
FABP2	-0.902
NUT	0.011
ZNF57	-0.041
FBXL4	-0.296125
CLEC9A	1.4325
UGT8	2.7145
BMP2K	0.1815
MAPK4	1.98775
SLC25A23	-0.4786
HINT1	-0.9977
KRTAP13-1	0.2335
SFXN5	-0.8146
CHCHD2	-0.208083333333333
FAM3D	0.861
NDP	-2.394375
RHOBTB1	-1.4955
SLC4A4	-2.095125
RPL38	0.457
HTF9C	-0.724833333333333
AP2A2	-0.396375
ZBTB46	-1.5345
MAP7D1	-0.73875
AOX1	-0.4655
CYR61	-0.409916666666667
DTNA	-1.64423076923077
JRKL	1.021
TMOD3	-0.2935
EEA1	-0.3269
ADCK5	0.8675
IL1R1	0.649
KLK3	0.173
HRSP12	-0.17575
KTN1	-0.6885
LOH11CR2A	0.3916
RELL2	-1.138
MAB21L1	1.7185
C20orf59	-0.6895
PHKB	-0.2745
ADAM2	-1.329
TBC1D8B	1.6415
FAM13A1	0.579625
LAPTM4B	-1.15366666666667
LCN8	0.554
TMEM147	0.699
SYT4	-1.07625
XPO7	-1.426
C9orf62	1.09875
GPR75	0.8405
TRIM5	0.00475000000000003
APOC1	-0.1125
RNASE4	-1.57466666666667
PARD6B	-1.698625
ARID1A	-0.621
TPD52L3	0.99675
RRAGB	-0.253166666666667
RCN2	-0.7535
HIST2H2BE	-0.6661875
STARD7	0.4075
SHMT2	-1.19825
KIAA1751	0.466666666666667
MLYCD	-0.68875
LOC162632	-0.7318
UQCRH	-0.28175
RP11-217H1.1	0.94775
SDHA	-1.88433333333333
NCLN	-0.0833
ZNF17	0.798833333333333
RCBTB2	-1.30625
VEGFB	-0.1757
RP4-747L4.3	3.24475
COLQ	-0.1383
MPN2	-1.30883333333333
DRG2	-0.89775
KLRB1	6.20325
ALPK2	0.18525
DNASE2B	0.13475
FLJ23834	-0.7482
AXUD1	-0.842
SAFB	-0.0144
NSUN4	0.529
RFX2	-0.4564
MAPK8IP1	-0.531
FANCD2	-0.943357142857143
ANKZF1	-1.25016666666667
C19orf50	-0.5915
DUSP8	-0.53675
SENP5	1.23475
NFKBIL2	0.24325
LBR	-0.1955
IGFL1	3.1025
LZTS2	0.00499999999999999
IL2RG	0.920125
CCDC51	-0.18175
KLF3	0.0495
ANKRD37	-1.41775
KCTD14	2.37016666666667
FZR1	0.0195833333333333
SLC44A4	-2.36388888888889
ESPL1	-0.4735
GMPR2	-1.3466
TBC1D19	-1.43116666666667
ERGIC1	-0.51262962962963
ERBB4	1.1734
TSPAN32	0.947416666666667
MAP4	-0.665375
GPHN	-1.09525
SLC6A2	0.2505
HIVEP1	1.05325
DFFB	0.3951
EIF4EBP2	0.486375
DMRT1	-0.74325
HSPB6	-0.1685
IER2	-0.280666666666667
AIFM1	0.234
WWC2	0.589666666666667
MRPL4	-0.49075
FLJ21062	-0.465166666666667
EPB41L4A	0.309363636363636
SH2D6	0.42275
TAF4B	0.2445
GAL3ST3	0
MALT1	-0.09
RTDR1	-0.45275
ARVCF	-0.87075
MEX3B	-2.4025
FBXO16	-1.69975
KIF7	-2.1135
C1QC	4.3045
ZNF783	0.675833333333333
ZNF85	-1.37925
MMP13	-1.6475
KIAA0329	-0.122125
RTP3	-0.042
ZBED3	0.37675
CLGN	-4.326
SLC25A37	0.22625
hCG_18290	-0.07325
OR5AS1	0.2725
SMARCC2	0.103333333333333
FAM109A	-0.238333333333333
CCDC12	-0.1665
USF2	0.2543
DEPDC7	-0.86825
C20orf24	-0.027
JMJD3	-0.21
DSP	2.23792857142857
SLIC1	0.93625
