Hybridization REF	TCGA-AO-A126-01A-11R-A10J-07
C11orf73	-1.30225
PTP4A2	1.046875
OR4M2	0.6255
HPCA	-1.77883333333333
SEC14L1	-0.822
CHFR	-0.05825
EMILIN1	1.46225
NDUFS4	-1.024
COL18A1	0.898
PDZD3	-0.2248
C9orf16	0.636333333333333
ERBB2IP	0.914
EMX2	4.2925
FUS	-0.79625
TF	-3.9259
CLCN4	-0.425333333333333
CXorf56	-0.763
C11orf72	0.37075
ELAC2	-1.021
NPR1	-0.423
ASS1	-2.9665
USP42	0.228625
POLR2J	-1.377
SEC23IP	0.500166666666667
UQCRC1	-0.9805
LOC729603	-0.78425
C1orf71	-0.217625
POLG	-2.44
ADAM23	-3.242
TFR2	-1.7345
RICTOR	-0.4968
MGC39606	1.4885
C19orf55	-0.251875
SNAPC1	-1.39933333333333
GNA11	0.802625
CCDC52	0.0703333333333333
FSIP1	4.1645
UPF3A	-0.14575
IGSF11	-2.81416666666667
LAGE3	-0.469
CHST6	-0.2055
UNC13B	0.17275
TTLL4	-1.178
ZNF687	-0.0725
SDC2	-0.2932
COX7A2	-0.6365
LAMB4	-0.049
FAM24A	0.262
LRRTM3	-1.00066666666667
GPHB5	0.583
OR4C13	-0.171
EIF3EIP	0.631714285714286
HABP4	-0.2425
TMEM125	3.97975
CNTN2	0.1005
ASNSD1	-0.335
FUT4	-0.672125
ACF	-3.8955
LOC158381	-0.295
CDH8	0.285
AGPS	-2.308
C4orf18	2.685
PECI	0.25
UNG	-0.428875
GSTP1	-0.862375
DCUN1D5	-2.20466666666667
DKFZP564J0863	-1.5595
SLC9A3R1	0.15875
BCDO2	0.471875
CHMP7	-0.953875
REM2	0.2305
DNHD1	0.368
FKBP4	-1.25775
ZNF350	1.351
MGC11102	0.03875
BST1	1.21225
KISS1R	2.186
NCR2	0.0055
DEFB125	0.3325
UBE2W	0.198125
KRT15	-0.784125
C10orf99	0.217
SCN11A	0.261
GFI1	-2.5445
RDHE2	0.413666666666667
FHL1	-0.629
OSGEP	0.333333333333333
GATA1	-3.27783333333333
SMC6	-0.99
TTTY14	-0.76825
LPIN3	0.07875
RPL4	-0.4195
RBPMS	-0.2155
PRPF3	-1.01866666666667
EMR1	-2.2205
SPATA19	0.23825
XCR1	0.336
IRX3	2.8757
RBM6	-0.40675
KLF4	-1.4517
UNC5CL	0.60525
SEBOX	-0.1455
BTK	-1.13725
KRCC1	1.566
C6orf27	1.009
SYTL5	-1.034
PRND	4.242
LOC653319	-1.159
PIGL	-1.231
HUS1	-0.913333333333333
SFRS6	-1.40008333333333
C17orf77	0.4795
UIMC1	-0.501833333333333
FXYD2	-1.8632
LOC283152	1.36025
ZNF667	-1.13375
ZCCHC12	-0.81575
TFEC	1.4803
ATP7B	-0.853833333333333
POLD2	-1.13316666666667
RG9MTD1	-0.3085
ACOT2	-0.229333333333333
HIST1H4I	-0.8255
PPARGC1A	-2.1051
ETFA	-2.3395
POLRMT	-0.0775
ZNF146	0.060125
MIA2	0.363
KLHL6	-1.243
HOXB5	-0.416625
NENF	0.460333333333333
CUGBP1	0.45025
PRSS22	1.6545
CASC4	1.4577
CUL4B	0.299
CENPJ	-1.8953
PITX1	-0.912
FLJ31033	0.418666666666667
CELSR3	-2.39283333333333
ZNF568	1.199
ITSN1	-0.0756666666666667
EHBP1L1	-1.11316666666667
C19orf2	-0.5505
DCTN1	0.5605
LIN28B	-3.45966666666667
TNKS2	-0.85625
C1QBP	-1.704
CADPS2	1.68725
SRMS	0.56575
GJA9	0.203833333333333
MGC24975	0.130333333333333
TRIM45	1.502
TSP50	0.077
TCP1	-2.122
TMED7	-0.3752
CMA1	0.6855
CENPL	-1.49383333333333
PTCRA	0.053
FST	-1.61425
VWCE	-3.5475
PAWR	0.38125
ABCC12	1.6145
LDLR	-0.8597
ASTN2	1.3582
LOC441212	-0.084
GPATCH8	-0.26975
TANC2	-0.634916666666667
KIF4A	-2.10725
C18orf18	-1.1905
PGM1	-1.213
KIAA0258	0.7975
CPD	0.504375
SNCAIP	-0.64575
DCT	-4.3645
HLA-DOA	2.41177272727273
OR11L1	0.506
UPK1B	-0.471
DNAJB4	-0.974
UGT1A8	0.14075
HIST1H4L	-0.333
PECR	-0.8645
HSPA2	3.57025
WFIKKN1	-0.5105
SERP1	-0.3655
SYDE2	1.66325
TACR2	1.31
NUP85	-1.1645
CD177	3.51683333333333
LGR5	-1.35316666666667
PIGG	-0.995916666666667
PTHR1	-0.701
RAB5A	-0.3917
FLJ13224	0.1205
USP9Y	-1.53466666666667
C7orf53	0.427
LRP1B	0.058
XAF1	1.8849
ABCG8	-0.271
ANKDD1A	-0.275333333333333
DAND5	0.4615
SPAG6	0.2415
LINCR	0.67425
ZDHHC22	-1.570125
CCDC60	-0.577
THOC7	-1.88283333333333
TCTA	0.6949
OR8K3	0.433
NY-REN-7	-0.16125
B2M	0.779333333333333
C6orf141	-0.96925
LPPR4	2.46
SQLE	-1.548
SEPHS1	-0.595
BTBD14B	1.29407142857143
PLRG1	-0.0385
SPG7	-0.6455625
ZNF614	-0.562666666666667
PARD6G	1.76333333333333
INPP5B	-1.5326
GRPEL2	-0.575125
PPID	-0.8092
TRIM56	0.38975
UBE2J1	-0.937625
IL20RA	5.056
LOC387856	0.99625
C1orf107	-0.7255
UTS2R	2.2295
C19orf22	0.5835
SAFB2	0.62625
KIAA0652	0.25675
KLRG1	-0.9745
MS4A8B	0.767166666666667
FRAG1	1.75925
KIAA1546	0.254
E2F4	-1.388
CLEC4M	0.5685
BTBD14A	-1.1935
KIAA0999	1.4631
GYPA	-3.42133333333333
TAC1	0.0994
TRAIP	-2.19933333333333
KIAA0232	1.5377
ERCC8	-1.942625
GPX4	0.85325
KIAA0368	0.555625
GPR157	-0.343
CTAGE4	0.7655
C9orf30	-1.5725
OR52A1	0.434
HSP90B3P	-1.318
ALG9	-1.0912
BTBD10	0.11925
SDK2	0.1895
BAIAP3	-0.002
RABGGTB	-0.98375
ANKRD40	-1.37733333333333
KRT74	0.267
CALCOCO2	0.0875
SNCA	-3.74825
TMSL8	-4.34075
C2orf53	0.2625
ESRRB	-0.46525
ARHGAP26	-0.4945
TDRD9	1.0205
HRAS	0.301833333333333
KLRC4	-2.629
JAGN1	-0.2115
BSDC1	1.051
RNF43	0.3491
NDUFAF1	0.2
PHF12	0.30525
OR1L3	0.46325
FOLR2	2.50516666666667
LYZL6	0.197166666666667
tcag7.1260	-2.2185
WSB1	-1.20016666666667
PROS1	-1.0281
OSTN	0.6755
PSMB8	0.52775
SOCS4	-0.952125
DDIT4L	2.23425
MAS1	0.198
MGC34796	0.77325
CSHL1	0.434333333333333
TBCCD1	0.5915
ZBTB7C	0.289
AP2S1	-0.2495
P15RS	-1.2745
VAT1	0.3811
SHANK3	1.04016666666667
TUFM	-0.2195
THEG	-0.00375
KRT34	-1.11225
SGSM3	0.251375
TOMM22	-0.352125
SOCS3	1.13716666666667
CPO	1.09
POP4	-0.2445
BHLHB3	1.393
MALL	2.285
OR1B1	0.374
PARK2	0.3935
GPR124	1.7895
LCE1E	0.1185
RUVBL2	-0.30625
CGRRF1	-0.2819
ACPL2	0.897
WNT10B	-1.980125
BAIAP2L2	-1.619375
ISCA1	-0.33
C1orf125	0.59425
RPAP1	0.08725
RAI16	-0.681166666666667
RPL27	-0.013875
NLRP9	0.447
EPN1	0.4415
LOC388610	-0.700125
SLC35A1	-0.2076
GAL	-4.4535
SLC14A2	0.3985
RDH11	-0.1285
FAM138F	-0.2995
AUH	-0.3135
FLJ40243	-0.07325
C14orf129	-0.742666666666667
MBD2	-0.1635
ABHD14B	-0.11675
PIGT	0.15775
ALS2CR4	-0.39025
ALAS1	-0.8256
FOXO1	1.11216666666667
CRLF3	-0.781625
C20orf107	-0.482
FARS2	0.2685
CCDC28A	0.54575
NPHP3	-0.037
OR13F1	0.214
TSEN54	-0.5645
DEFB106B	0.27
OR8B4	1.0365
STH	2.17725
ZC3H14	-0.38975
CBX2	-0.039
TMEM49	-1.50675
C6orf21	0.4505
FLJ20920	0.88175
CRTAP	-0.703571428571429
DDX50	0.00125
STYXL1	0.06275
BLVRB	0.651
LOC147650	-0.0143333333333333
MMP24	0.69225
GRID1	2.09583333333333
BANF1	-0.663
CTAGEP	-0.23025
HMBS	-2.5
SLC25A24	-0.9305
C14orf50	1.28675
MRO	-0.219333333333333
SLC25A15	-0.48425
FAM84B	0.6999
TDP1	-1.407
C16orf78	0.129
C11orf57	0.36525
RFK	-1.05275
ZFYVE9	0.88475
STCH	-2.0981
WIBG	1.0655
LOC283871	-1.22983333333333
GBA2	-0.6911
NDUFB3	-0.7835
HSD17B13	-0.39175
GRIN3A	0.804
FMNL1	-1.07
SEPT7	-0.3781
GNLY	1.9585
GRAMD1C	0.741
ZNF165	0.7605
USP38	0.406
FAM83A	-3.66483333333333
C14orf24	0.51575
ARMCX3	0.553875
ARHGDIB	-0.141666666666667
AK1	0.26325
KIAA1045	0.33625
DNAJB13	-0.269
NEU2	0.0815
HIST1H4B	-0.888833333333333
FAM20B	-0.955
HES2	-0.0971428571428571
FAM73B	0.1795
LOC388381	0.43475
INTS7	-1.11254545454545
AMPH	1.38525
ZNF775	0.511125
UCKL1	-1.3735
C10orf97	-0.9495
C1orf161	0.115
ALDH1L1	-2.1555
FLJ39378	-0.29725
SLC23A1	0.5745
RBM4B	-0.1855
THAP4	0.56
OGFRL1	-0.152
KIAA0831	0.686
PPP1R15A	0.702166666666667
C1orf96	-0.453714285714286
C12orf11	-1.821
BMF	1.821875
MAN1A1	-1.353125
KIAA1600	0.913833333333333
NLGN4X	-0.37325
ALOX12	-1.0845
RB1CC1	0.2711
NEIL2	-0.2672
EIF4E	-0.477318181818182
ABHD5	-1.66075
EXOC4	-0.3065
CIP29	-0.525666666666667
BATF2	0.14775
SLC29A4	-0.9375
HTR4	-0.01725
EMB	-1.22975
TRAF6	0.387
LMNB1	-1.39675
FAM19A5	-0.380875
SHE	1.86575
PIK3C2B	1.6135
C15orf15	-0.9056
USP15	-0.1737
TCEAL2	2.20275
C5orf39	-0.692333333333333
PTGER2	1.03525
SLC31A1	-1.042375
IFT172	0.66875
ADAM29	0.34225
GFOD1	0.3935
ST7L	0.8925
C15orf26	-3.27625
PKN3	-1.257
CNTD1	2.30766666666667
COMMD1	0.570125
NTRK2	2.32908333333333
FOXN3	1.244125
MFGE8	-0.4784
PFKFB2	0.571333333333333
TAS2R4	-0.03375
ENTHD1	-0.0811666666666667
PRMT5	-1.893625
MGC16384	-0.967
LOC442229	-1.46575
TSKU	-0.270125
KRTCAP3	2.15675
PDLIM1	0.6066
KCNS2	0.478
RNF126	-0.251333333333333
CEP63	0.114
CLIC4	-0.17925
hCG_1990170	-1.246
ACR	1.2083
KLK7	-0.16125
ALOX5AP	1.585
RIPK3	4.252
TAS2R9	0.694
C19orf18	2.284
BIRC6	-0.0662142857142857
ZNF16	1.444
RFT1	-1.20375
SLC8A2	-0.2245
TACC1	0.631375
ITGAD	1.23325
SAMHD1	0.178
SH3PXD2B	1.5908
EPC2	1.248
C20orf85	0.236625
ATP13A2	0.457833333333333
KRT4	0.645125
CAPNS1	0.03425
MDM2	0.0985
PCDH20	2.0565
KCNK9	0.88
OR2C1	0.3175
KLHDC3	-0.557166666666667
IPPK	-0.15
EFHD2	-0.27975
GALR3	2.154
NBEA	1.1935
ABCA6	2.6455
CLDN3	0.879166666666667
AKT2	0.111
EGFR	-2.5048
RBM16	1.043
ZDHHC3	-0.3877
SLC25A4	-1.275
CYB5B	-1.89766666666667
CPXM1	0.81875
NDRG1	-1.79638461538462
FLJ43826	0.3745
OR5L2	-0.217666666666667
FARP2	0.5111
MRPL46	-0.99475
LDHAL6B	-0.0025
MAPKAPK3	-0.5685
NCAM2	-1.42875
PRKD2	0.352
ZFP36L1	1.8619
CYSLTR1	-1.0575
OR4C3	0.18575
HIST1H2AJ	1.1195
CCNB2	-2.696
ZNF10	0.796125
TMEM175	1.1345
FAM134A	1.0035
TIGD4	0.0135
PCNP	-0.968
MGC39715	-0.4655
LQK1	-2.67175
CREB1	-0.1181
TMPRSS3	-3.21025
C4orf32	0.921625
LAT	-1.22425
KCNA3	0.132
SKIV2L2	-1.1735
ROPN1B	-3.5335
tcag7.23	0.1615
CDT1	-3.141875
ZHX2	0.995
CD28	-2.86725
ZNF624	1.329
SEPT2	-0.377916666666667
SOHLH2	-1.7305
MCOLN3	-0.141625
UNQ1945	0.7765
MASP2	-1.249
ZNRF3	0.5409
GPATCH3	-0.44475
AGL	2.02825
QRICH2	-0.231
PSD4	1.72633333333333
CCNB1IP1	-1.38
ENPP7	0.0775
OBFC1	-0.10425
KCNG3	-2.44
C14orf79	0.9045
ENPEP	2.142
SCT	2.1895
SKI	1.526375
SEC61G	-1.34775
CAPN11	-0.3295
ATXN7L3	0.06925
DBNDD1	-0.579666666666667
FAIM	-0.18075
ANKRD36	0.4125
GABRP	-0.413166666666667
TACSTD2	2.026
EIF3J	-1.13175
PPP2R2A	-1.58725
TEKT4	0.1155
PVALB	1.6095
F10	-2.92383333333333
FAM134C	0.8134
COMP	5.2915
EFCBP1	-2.560875
SCLT1	1.287
TAL1	-0.8816
ACSL1	-0.00875
ABCC5	0.622166666666667
ABL1	-0.100333333333333
RBBP7	-0.243083333333333
PTPRG	-0.331125
NCOR1	-0.1367
SPINK4	-0.936166666666666
TXNRD1	-2.5413
TNRC15	2.088125
C9orf138	1.47225
UBE2H	1.24516666666667
BRDT	3.21733333333333
C8orf31	0.094
CCNE2	-1.82581818181818
SLC6A8	-1.92125
CALCR	-4.54125
PPP1CB	-0.0270833333333333
ABHD8	0.83175
ARF5	0.7481
SLC24A4	0.40725
CCT3	-0.489
ZNF121	0.188125
SLC3A2	-1.1832
OR13A1	0.4015
SLC5A10	0.73375
RAD50	-0.524
IER5	1.09375
MTHFD1L	-2.1685
MBTPS2	-0.55825
MVK	-0.43375
NCL	0.0611
PSMD10	-1.5835
MOBP	0.341875
FLJ32894	-0.4095
HRH1	-0.305833333333333
C5orf30	0.3525
NUDT16L1	0.8106
RASGRP3	3.278
PRKRIP1	-0.3231
CCDC75	0.984
LOC253970	-0.248333333333333
KIAA1239	0.4415
MED21	-1.437
SYT11	0.611583333333333
NTSR2	-0.3435
EGFL11	-0.1435
CXorf59	0.2105
OR2A25	-0.2465
SPTBN2	-0.96825
LRMP	-1.65183333333333
RNF111	-0.8645
PTH	0.736
LOC619208	0.941666666666667
KIAA0895	0.1185
RANBP5	-1.125375
P2RY10	0.0286666666666667
NME5	3.8985
DDX21	-0.98375
LRSAM1	0.874
HDAC11	1.05566666666667
VMO1	2.03875
NOLA2	-0.214666666666667
ADAR	-0.416416666666667
MTO1	-1.3035
SF4	0.628333333333333
P2RX1	0.533166666666667
HBM	-0.04525
EN2	2.1035
C14orf172	0.08575
TM9SF2	-1.2686
INHBE	-1.302
TCTE3	0.29225
TOX2	-2.6345
CTAGE3	0.095
HBB	3.7742
MED15	-0.706833333333333
CASR	0.14225
C6orf66	-1.80666666666667
MTPN	0.340375
UNC50	-1.08375
C21orf33	0.399625
IRF2	1.6635
PGR	-0.8865
GPR84	2.58425
CROCCL1	-2.406
SRPX	-1.9435
BRE	0.288
FGF10	1.761
SDC3	1.51183333333333
ZRSR1	0.4695
DKFZP434P211	-0.1155
SOX6	0.154
RPUSD2	0.147
C14orf173	-0.0514166666666667
MAPK11	-0.258666666666667
TBC1D22A	0.5655
FAM123A	-0.4655
COL4A6	-3.11516666666667
TOMM70A	-0.5215
NAB1	-0.547125
MGC16385	-0.27075
TSPAN18	0.8155
MED31	-1.0785
PLG	-0.39675
CAPSL	0.9435
ZNF532	1.4929
ASB14	0.4285
CA8	-0.417
NUDT16P	1.45466666666667
SLFN11	-1.284
LRRIQ2	-0.0675
NOL7	-0.193666666666667
BRMS1L	-1.947625
JARID1A	0.624833333333333
PANK2	-0.5165
ICAM3	-0.26375
MDS1	-0.4845
TAF8	-0.254
RNF139	0.5145
ZNF594	0.0195
ADAM8	0.521
SFTPC	-0.256375
MAN2B2	1.10925
RGS12	0.7775625
EIF1AY	-4.61066666666667
LRRIQ1	1.37416666666667
GPR150	2.41175
CCDC21	-2.1975
PRRG3	1.2165
SAA4	-4.186
RAPGEF5	1.85025
ZCCHC2	0.261333333333333
MGC39372	-0.5945
PPP4R2	-0.421833333333333
CDCA2	-2.4085
OR4D5	0.6925
PTGFRN	0.8567
SIGLEC5	1.33133333333333
C19orf61	-0.479166666666667
NMUR2	0.608
KIAA1586	-1.2055
DAGLA	-0.190333333333333
CHCHD6	0.00825
GPR32	0.8925
NEUROD6	0.121666666666667
SLC2A4RG	0.768875
CA5B	0.0219999999999999
FBXL3	0.6315
MPHOSPH9	-2.61525
HMG2L1	0.46275
HCN4	1.6125
CEACAM19	1.171
SH2D4B	0.352833333333333
HFE2	-0.748
TGM4	-0.441
LYPD2	0.11675
TBC1D15	-0.04075
MRPS21	0.0738
NONO	-0.9928
CLEC5A	2.01275
ITCH	0.5717
MGAT3	-1.04066666666667
MBP	-0.696375
RPP25	-1.434
SOSTDC1	-3.345
HRC	-0.98775
TRIM48	-0.152
TMEM133	0.8495
ECEL1P2	-0.8035
HOXC11	-0.5735
DOK5	-0.373
HELZ	1.128
LOC348180	-0.80225
MGC33894	0.385
ADRB3	-0.0015
DMD	0.253583333333333
PTRH2	-0.68225
MPEG1	3.14133333333333
NDUFA12	0.117666666666667
KRTAP2-4	0.203416666666667
STAMBPL1	-1.645
ADCY2	0.235333333333333
UNQ6125	0.3695
KLHL20	0.493
SRM	-0.97975
OTC	-0.29675
TMIE	0.0593333333333333
SNX8	0.8335
LIPK	0.023
CHURC1	-0.254
KLC2	0.2645
HDAC1	0.109333333333333
FAM128A	0.736666666666667
FNDC3B	-0.9336
MTCP1	-0.488333333333333
WFDC10B	0.2918
PCDHGB3	-0.22
ATRNL1	0.4164
CAV2	-0.664625
MED26	0.549
DUS1L	0.53825
CHRM3	-0.97
NEK9	0.07
WARS2	-0.3165
TBX22	0.2725
TOMM40	-0.90625
RP6-213H19.1	-2.98966666666667
TUBGCP5	-1.199
IGSF6	4.8245
TPPP	0.829833333333333
UNQ6190	0.1835
GSTM5	0.0995
BTD	-0.357166666666667
PDCD1LG2	0.0945
SNRPB2	-0.5435
ERICH1	-0.824625
APOA4	-1.63275
HOXA11	-1.141
NARG1	-0.6075
MKX	0.48675
RAB28	-0.883571428571429
PKP3	1.72575
SH3GL2	-2.61425
CTSO	2.27875
RPN2	-0.15725
IL28RA	-0.548
SFMBT1	0.0415
WDR57	-1.8835
FER1L3	1.87416666666667
HSF5	0.195833333333333
TTC9B	0.285
C4BPA	-4.16733333333333
ALB	-3.86078571428571
SORBS3	0.737375
UPF2	-0.1035
JPH1	-0.5545
AGBL2	2.13625
DOPEY1	1.333
TERF1	0.168666666666667
KIF22	-0.428166666666667
NINJ1	2.25725
SEC61A2	-0.391833333333333
HIST1H1D	-1.52766666666667
SFXN4	-0.20475
UCP3	0.9326
ZNF703	1.97083333333333
MYL6B	0.49625
TREM1	0.298
OR52E6	0.0455
CKMT2	1.3815
HLA-C	1.8835
SLC13A3	-1.2295
TIMP4	0.1895
SLIT2	3.9165
RSF1	1.49027777777778
LONRF1	-1.70271428571429
MON1A	-0.7485
CACNG6	-1.44533333333333
DPPA4	-5.03516666666667
ZSWIM3	-0.034
ZNF804A	0.0648333333333333
CCIN	1.9225
SLC25A31	0.05225
KCNMB4	0.695
RABL5	0.487625
GALNS	-0.00409999999999999
STX6	1.111
HIST1H1C	-1.81783333333333
CIDEB	0.58925
CASP4	-0.055
PDK3	-0.9308
KCNJ11	1.733
TPR	0.00512499999999999
ZSCAN20	-0.7975
MTX2	-0.35375
HIST1H2BH	0.0535
LOC283767	1.92
LYRM7	-1.34538888888889
BRD3	0.723833333333333
HIST1H2BO	0.15275
MAGEB10	-0.201
SLC45A1	0.7725
SERPINA3	1.27565
KIAA0143	0.533
KCNJ16	0.0576666666666667
KRT79	0.126
FABP2	-0.74175
NUT	-0.07525
ZNF57	-0.78475
FBXL4	-0.591125
CLEC9A	0.7465
UGT8	-1.63866666666667
BMP2K	1.45025
MAPK4	-3.75
SLC25A23	0.3773
HINT1	-0.8988
KRTAP13-1	0.111
SFXN5	0.6912
CHCHD2	-0.432166666666667
FAM3D	0.436
NDP	-3.353125
RHOBTB1	0.863333333333333
SLC4A4	-1.34225
RPL38	0.39575
HTF9C	0.1995
AP2A2	1.034375
ZBTB46	-0.3215
MAP7D1	0.509
AOX1	-0.848333333333333
CYR61	2.66833333333333
DTNA	-0.757285714285714
JRKL	0.07875
TMOD3	-0.72525
EEA1	-0.3185
ADCK5	-0.29675
IL1R1	1.81666666666667
KLK3	0.814142857142857
HRSP12	-0.53375
KTN1	0.4445
LOH11CR2A	0.5616
RELL2	-1.294
MAB21L1	1.58375
C20orf59	-1.54466666666667
PHKB	-1.02075
ADAM2	-1.7505
TBC1D8B	0.87
FAM13A1	-0.531875
LAPTM4B	-2.69866666666667
LCN8	0.3075
TMEM147	-0.4195
SYT4	-0.0736666666666667
XPO7	-1.3845
C9orf62	2.4035
GPR75	0.6125
TRIM5	-0.142
APOC1	-0.6515
RNASE4	0.291666666666667
PARD6B	-0.7345
ARID1A	-0.0119166666666667
TPD52L3	0.1369
RRAGB	0.339666666666667
RCN2	-1.8705
HIST2H2BE	-0.806625
STARD7	0.07925
SHMT2	-1.5855
KIAA1751	0.289
MLYCD	-1.33525
LOC162632	0.0433
UQCRH	-1.5155
RP11-217H1.1	-0.038625
SDHA	-1.96133333333333
NCLN	-0.1147
ZNF17	0.801666666666667
RCBTB2	-1.75475
VEGFB	0.1382
RP4-747L4.3	-0.6905
COLQ	1.1214
MPN2	-0.480666666666667
DRG2	-0.455
KLRB1	4.747
ALPK2	-0.2155
DNASE2B	1.87975
FLJ23834	0.560666666666667
AXUD1	1.087
SAFB	0.3558
NSUN4	-0.09125
RFX2	1.125
MAPK8IP1	-0.7045
FANCD2	-1.38071428571429
ANKZF1	-1.43083333333333
C19orf50	-0.45525
DUSP8	2.497375
SENP5	-0.49325
NFKBIL2	-0.385
LBR	-2.088375
IGFL1	0.277
LZTS2	0.879375
IL2RG	-0.907625
CCDC51	-0.98175
KLF3	-0.00799999999999998
ANKRD37	-0.72775
KCTD14	-2.28966666666667
FZR1	0.502916666666667
SLC44A4	4.0264
ESPL1	-1.158875
GMPR2	-0.8617
TBC1D19	-0.7665
ERGIC1	1.08725925925926
ERBB4	3.7373
TSPAN32	0.228666666666667
MAP4	-0.243125
GPHN	-0.822
SLC6A2	-0.064125
HIVEP1	0.53575
DFFB	0.0671
EIF4EBP2	0.352875
DMRT1	-0.221
HSPB6	0.33375
IER2	0.928
AIFM1	-0.10825
WWC2	-0.193916666666667
MRPL4	-1.08025
FLJ21062	1.729
EPB41L4A	1.826
SH2D6	0.3135
TAF4B	-1.16525
GAL3ST3	-0.246
MALT1	-1.20983333333333
RTDR1	0.833
ARVCF	0.689
MEX3B	-1.14016666666667
FBXO16	-0.04475
KIF7	-0.131
C1QC	4.2055
ZNF783	-0.4725
ZNF85	0.1255
MMP13	2.0555
KIAA0329	0.849625
RTP3	-0.214
ZBED3	1.2695
CLGN	-0.1805
SLC25A37	-1.67433333333333
hCG_18290	0.57975
OR5AS1	-0.0945
SMARCC2	1.42908333333333
FAM109A	0.00683333333333332
CCDC12	0.13075
USF2	0.4014
DEPDC7	-1.369
C20orf24	-1.6185
JMJD3	0.451
DSP	0.498785714285714
SLIC1	0.355
FAM20A	0.637875
IRF2BP2	0.664875
ZNF230	-0.7965
MSN	-0.442642857142857
SLC9A5	-1.4425
EPDR1	-1.2493
MUSK	-0.0803333333333333
ZNF434	0.472
SMARCD1	-0.1965
ZFP106	-0.14575
