Hybridization REF	TCGA-A8-A08S-01A-11R-A034-07
SNCA	-3.99225
TMSL8	-2.5935
C2orf53	-0.3495
ESRRB	-0.16225
ARHGAP26	0.0865
TDRD9	-3.00175
HRAS	0.483833333333333
KLRC4	-2.2585
JAGN1	0.614833333333333
BSDC1	-0.35275
RNF43	-0.1423
NDUFAF1	0.61675
PHF12	0.71475
OR1L3	-0.09975
FOLR2	0.631416666666667
LYZL6	1.295
tcag7.1260	-2.8995
WSB1	-1.50266666666667
PROS1	-2.0109
OSTN	0.689
PSMB8	1.59125
SOCS4	0.237125
DDIT4L	1.7225
MAS1	0.604
MGC34796	1.8945
CSHL1	0.0811666666666667
TBCCD1	-0.134333333333333
ZBTB7C	0.0895
AP2S1	-0.33675
P15RS	0.7481
VAT1	-1.1723
SHANK3	0.543166666666667
TUFM	0.356833333333333
THEG	-0.4945
KRT34	-1.4365
SGSM3	0.632125
TOMM22	-0.27375
SOCS3	0.442833333333333
CPO	2.2085
POP4	0.5145
BHLHB3	-0.15525
MALL	0.3245
OR1B1	0.1525
PARK2	0.704333333333333
GPR124	0.19275
LCE1E	-0.039
RUVBL2	-0.261
CGRRF1	1.8309
ACPL2	0.2365
WNT10B	-2.38625
BAIAP2L2	-2.255875
ISCA1	-0.055
C1orf125	0.39425
RPAP1	-0.28325
RAI16	-0.4275
RPL27	-0.887875
NLRP9	0.14
EPN1	0.0355
LOC388610	-1.61525
SLC35A1	1.3966
GAL	-4.7505
SLC14A2	0.3835
RDH11	0.6815
FAM138F	-0.7115
AUH	0.17275
FLJ40243	0.52925
C14orf129	0.971333333333333
MBD2	-0.118
ABHD14B	0.621875
PIGT	0.761875
ALS2CR4	-0.794375
ALAS1	0.3957
FOXO1	0.313
CRLF3	-0.779125
C20orf107	1.0375
FARS2	1.06075
CCDC28A	1.96625
NPHP3	-0.76575
OR13F1	0.6425
TSEN54	-0.626
DEFB106B	-0.206777777777778
OR8B4	0.5065
STH	-0.63425
ZC3H14	-0.1945
CBX2	-0.149
TMEM49	-0.50525
C6orf21	0.542
FLJ20920	0.694875
CRTAP	-0.323
DDX50	-0.03025
STYXL1	-0.289
BLVRB	0.671166666666667
LOC147650	-0.098
MMP24	0.4175
GRID1	0.398833333333333
BANF1	-0.382166666666667
CTAGEP	1.26025
HMBS	-2.298
SLC25A24	0.514666666666667
C14orf50	1.34025
MRO	0.0458333333333333
SLC25A15	-0.7735
FAM84B	2.658
TDP1	-0.6695
C16orf78	-0.0905
C11orf57	-0.97725
RFK	-0.381375
ZFYVE9	0.051125
STCH	-1.3787
WIBG	0.64125
LOC283871	0.459833333333333
GBA2	-0.4062
NDUFB3	-0.157
HSD17B13	-0.752333333333333
GRIN3A	0.746333333333333
FMNL1	-0.9505
SEPT7	-1.0757
GNLY	2.8455
GRAMD1C	-0.496333333333333
ZNF165	0.597
USP38	1.07075
FAM83A	-3.19416666666667
C14orf24	0.746083333333333
ARMCX3	0.9025
ARHGDIB	2.31233333333333
AK1	0.609
KIAA1045	0.64375
DNAJB13	-0.5355
NEU2	0.4075
HIST1H4B	-0.676833333333333
FAM20B	-0.4028
HES2	-0.5005
FAM73B	-0.2254
LOC388381	0.34675
INTS7	-0.709363636363636
AMPH	0.54925
ZNF775	-0.313125
UCKL1	-0.740166666666667
C10orf97	-0.10075
C1orf161	0.9195
ALDH1L1	-1.59425
FLJ39378	0.073625
SLC23A1	-0.4345
RBM4B	0.0775
THAP4	0.0285
OGFRL1	-0.0005
KIAA0831	0.75925
PPP1R15A	-0.967833333333333
C1orf96	-0.674285714285714
C12orf11	-1.968
BMF	2.211875
MAN1A1	0.36275
KIAA1600	0.717833333333333
NLGN4X	-1.74925
ALOX12	-1.642
RB1CC1	0.7953
NEIL2	0.5266
EIF4E	0.422045454545454
ABHD5	0.14825
EXOC4	-0.459333333333333
CIP29	-0.033
BATF2	2.85275
SLC29A4	-0.928375
HTR4	0.608
EMB	-1.237
TRAF6	0.64325
LMNB1	-1.35175
FAM19A5	-1.23225
SHE	0.93725
PIK3C2B	0.503
C15orf15	-0.9659
USP15	0.3255
TCEAL2	0.74775
C5orf39	-1.03016666666667
PTGER2	-1.8705
SLC31A1	-0.22025
IFT172	-0.09575
ADAM29	0.10975
GFOD1	1.59
ST7L	0.721333333333333
C15orf26	-2.473
PKN3	-1.77575
CNTD1	3.07166666666667
COMMD1	0.400875
NTRK2	1.69083333333333
FOXN3	0.109875
MFGE8	-0.4268
PFKFB2	0.419
TAS2R4	-0.4355
ENTHD1	-0.591666666666667
PRMT5	0.378
MGC16384	-0.643375
LOC442229	-0.7825
TSKU	1.270875
KRTCAP3	1.418875
PDLIM1	0.7102
KCNS2	0.3075
RNF126	-0.905666666666667
CEP63	0.375
CLIC4	-0.6105
hCG_1990170	-0.8755
ACR	0.5826
KLK7	0.1265
ALOX5AP	3.551375
RIPK3	1.95775
TAS2R9	0.243
C19orf18	3.548
BIRC6	-0.182
ZNF16	1.9355
RFT1	0.00725
SLC8A2	-0.47725
TACC1	-1.1075
ITGAD	0.644
SAMHD1	1.12725
SH3PXD2B	0.6764
EPC2	0.402
C20orf85	1.66525
ATP13A2	-0.0786666666666667
KRT4	0.767375
CAPNS1	0.05125
MDM2	0.219166666666667
PCDH20	5.584
KCNK9	1.1035
OR2C1	0.4285
KLHDC3	-0.544666666666667
IPPK	0.594
EFHD2	-0.45475
GALR3	0.3725
NBEA	1.7505
ABCA6	1.7806
CLDN3	1.81683333333333
AKT2	-0.648785714285714
EGFR	-3.2713
RBM16	0.246
ZDHHC3	0.1313
SLC25A4	1.08233333333333
CYB5B	-1.25716666666667
CPXM1	-0.9905
NDRG1	0.110076923076923
FLJ43826	3.40575
OR5L2	0.075
FARP2	1.2846
MRPL46	-0.1395
LDHAL6B	0.322666666666667
MAPKAPK3	0.455833333333333
NCAM2	-2.26925
PRKD2	0.657666666666667
ZFP36L1	0.8437
CYSLTR1	-0.4825
OR4C3	0.6425
HIST1H2AJ	2.3105
CCNB2	-1.86611111111111
ZNF10	-2.497
TMEM175	0.5155
FAM134A	1.09266666666667
TIGD4	0.0225
PCNP	-0.12175
MGC39715	0.24825
LQK1	-2.55075
CREB1	0.4741
TMPRSS3	-1.1475
C4orf32	2.083625
LAT	-1.93383333333333
KCNA3	-1.0435
SKIV2L2	-0.8235
ROPN1B	-2.24425
tcag7.23	-1.1765
CDT1	-2.780625
ZHX2	1.741125
CD28	-3.9365
ZNF624	-0.27225
SEPT2	0.252666666666667
SOHLH2	-1.140125
MCOLN3	-0.146625
UNQ1945	0.461
MASP2	-0.5885
ZNRF3	0.6823
GPATCH3	-0.5085
AGL	2.513
QRICH2	-0.3925
PSD4	1.02566666666667
CCNB1IP1	-2.072
ENPP7	0.37775
OBFC1	0.12725
KCNG3	-0.1905
C14orf79	1.77966666666667
ENPEP	1.26116666666667
SCT	1.957
SKI	0.249375
SEC61G	-1.72825
CAPN11	0.167
ATXN7L3	0.2445
DBNDD1	-0.865
FAIM	0.51375
ANKRD36	-1.198
GABRP	-0.137833333333333
TACSTD2	0.7575
EIF3J	-0.45725
PPP2R2A	-1.131
TEKT4	0.677
PVALB	-2.726
F10	-2.7445
FAM134C	1.0653
COMP	4.827625
EFCBP1	-3.5440625
SCLT1	0.19775
TAL1	-1.7
ACSL1	1.74325
ABCC5	2.447
ABL1	-0.381611111111111
RBBP7	1.20658333333333
PTPRG	-0.757125
NCOR1	-0.3125
SPINK4	0.895666666666667
TXNRD1	0.2217
TNRC15	1.05625
C9orf138	0.38725
UBE2H	1.0105
BRDT	0.556166666666667
C8orf31	0.46
CCNE2	-0.402909090909091
SLC6A8	-1.714125
CALCR	-4.57075
PPP1CB	-0.29575
ABHD8	0.0325
ARF5	-0.0268
SLC24A4	0.6045
CCT3	0.13475
ZNF121	-0.25325
SLC3A2	0.2217
OR13A1	0.874
SLC5A10	1.49075
RAD50	0.445125
IER5	0.45425
MTHFD1L	-1.85775
MBTPS2	0.590333333333333
MVK	-0.499125
NCL	0.0209
PSMD10	-0.10625
MOBP	0.274714285714286
FLJ32894	-0.362
HRH1	-0.665833333333333
C5orf30	0.79575
NUDT16L1	0.9433
RASGRP3	2.6955
PRKRIP1	-0.8404
CCDC75	-0.682
LOC253970	0.42125
KIAA1239	0.516
MED21	-0.044
SYT11	-0.07625
NTSR2	-0.2515
EGFL11	-0.351
CXorf59	0.0005
OR2A25	0.45
SPTBN2	1.3095
LRMP	-2.18383333333333
RNF111	-0.257
PTH	-0.4665
LOC619208	0.0205
KIAA0895	-0.22825
RANBP5	-1.328375
P2RY10	1.447
NME5	4.03116666666667
DDX21	-1.15575
LRSAM1	0.4485
HDAC11	2.44
VMO1	0.9085
NOLA2	-0.132
ADAR	1.84641666666667
MTO1	-0.875
SF4	0.252833333333333
P2RX1	-0.2705
HBM	0.07675
EN2	0.807
C14orf172	0.80225
TM9SF2	-0.2079
INHBE	-1.046
TCTE3	0.05725
TOX2	-3.90825
CTAGE3	1.47875
HBB	2.8706
MED15	-0.982166666666667
CASR	0.10575
C6orf66	-0.515166666666667
MTPN	-0.501125
UNC50	0.26025
C21orf33	-0.160125
IRF2	0.668125
PGR	0.729833333333333
GPR84	2.55
CROCCL1	-2.14625
SRPX	-1.7185
BRE	0.817166666666667
FGF10	0.378
SDC3	-0.6675
ZRSR1	0.541666666666667
DKFZP434P211	0.10125
SOX6	-0.284
RPUSD2	-0.096
C14orf173	-0.130916666666667
MAPK11	-0.884666666666667
TBC1D22A	0.489
FAM123A	-1.871
COL4A6	-1.9825
TOMM70A	-0.2005
NAB1	-0.802875
MGC16385	-0.17675
TSPAN18	-0.118833333333333
MED31	-0.9855
PLG	-0.32425
CAPSL	3.098
ZNF532	0.9459
ASB14	-0.27625
CA8	2.14775
NUDT16P	2.34616666666667
SLFN11	0.5535
LRRIQ2	0.5425
NOL7	0.0593333333333333
BRMS1L	-0.205625
JARID1A	0.804333333333333
PANK2	-0.47325
ICAM3	-0.98975
MDS1	-0.154
TAF8	-0.24175
RNF139	1.0475
ZNF594	0.348166666666667
ADAM8	1.471375
SFTPC	-0.178625
MAN2B2	1.636375
RGS12	0.3295625
EIF1AY	-4.51216666666667
LRRIQ1	-1.6165
GPR150	0.673
CCDC21	-1.20033333333333
PRRG3	0.411
SAA4	-3.39
RAPGEF5	0.48425
ZCCHC2	1.01741666666667
MGC39372	-0.1805
PPP4R2	0.288166666666667
CDCA2	-2.10333333333333
OR4D5	0.368333333333333
PTGFRN	1.4081
SIGLEC5	2.66566666666667
C19orf61	-0.673
NMUR2	0.1055
KIAA1586	-1.46616666666667
DAGLA	-0.117666666666667
CHCHD6	-0.2155
GPR32	0.927
NEUROD6	0.2015
SLC2A4RG	0.9028125
CA5B	-0.83275
FBXL3	0.5875
MPHOSPH9	-0.8725
HMG2L1	0.298
HCN4	0.397833333333333
CEACAM19	0.80975
SH2D4B	0.398666666666667
HFE2	-1.3255
TGM4	0.8442
LYPD2	0.05825
TBC1D15	0.2255
MRPS21	0.0584
NONO	-0.4602
CLEC5A	2.486875
ITCH	0.2471
MGAT3	-1.26683333333333
MBP	-0.27525
RPP25	-1.29625
SOSTDC1	-3.178
HRC	-1.598
TRIM48	0.41
TMEM133	-0.6855
ECEL1P2	-2.138
HOXC11	0.918
DOK5	-1.0585
HELZ	-0.0756666666666667
LOC348180	-1.02775
MGC33894	0.46725
ADRB3	-0.043
DMD	-0.605
PTRH2	-0.4015
MPEG1	2.334
NDUFA12	0.705666666666667
KRTAP2-4	0.141166666666667
STAMBPL1	-2.047
ADCY2	-0.900166666666667
UNQ6125	0.501
KLHL20	0.214166666666667
SRM	-1.90675
OTC	0.15375
TMIE	-0.1935
SNX8	-0.73875
LIPK	0.3935
CHURC1	0.73225
KLC2	0.1745
HDAC1	-0.589333333333333
FAM128A	0.516
FNDC3B	-1.038
MTCP1	-0.0121666666666667
WFDC10B	0.373
PCDHGB3	-0.195
ATRNL1	2.8065
CAV2	-1.3995
MED26	-0.373666666666667
DUS1L	0.33575
CHRM3	-1.59075
NEK9	1.68175
WARS2	0.27825
TBX22	0.144
TOMM40	-1.12875
RP6-213H19.1	-0.4475
TUBGCP5	-0.43025
IGSF6	4.11175
TPPP	1.03183333333333
UNQ6190	1.035
GSTM5	1.56175
BTD	0.628166666666667
PDCD1LG2	0.464333333333333
SNRPB2	-0.071
ERICH1	-1.185625
APOA4	-1.869
HOXA11	-2.089
NARG1	-0.177
MKX	0.20375
RAB28	0.238857142857143
PKP3	1.4055
SH3GL2	0.70225
CTSO	2.69725
RPN2	0.4594375
IL28RA	0.463833333333333
SFMBT1	0.8015
WDR57	-1.026875
FER1L3	0.295
HSF5	0.151333333333333
TTC9B	0.6885
C4BPA	-4.37583333333333
ALB	-4.38838461538462
SORBS3	-0.06025
UPF2	0.1125
JPH1	0.22
AGBL2	1.51425
DOPEY1	2.2255
TERF1	0.444666666666667
KIF22	-0.164833333333333
NINJ1	2.08675
SEC61A2	-0.387083333333333
HIST1H1D	0.0315
SFXN4	0.027
UCP3	0.2159
ZNF703	0.442333333333333
MYL6B	0.01125
TREM1	2.7595
OR52E6	0.34
CKMT2	1.13375
HLA-C	3.047875
SLC13A3	0.140833333333333
TIMP4	-3.11825
SLIT2	0.50775
RSF1	-0.548833333333333
LONRF1	-1.51871428571429
MON1A	0.0771666666666667
CACNG6	-1.1805
DPPA4	-5.17483333333333
ZSWIM3	0.903
ZNF804A	0.116
CCIN	1.24225
SLC25A31	0.19375
KCNMB4	-1.36575
RABL5	0.262
GALNS	-0.1489
STX6	0.80325
HIST1H1C	0.554166666666667
CIDEB	1.438375
CASP4	-0.5095
PDK3	0.9025
KCNJ11	2.063
TPR	-0.403625
ZSCAN20	-1.0255
MTX2	-0.20875
HIST1H2BH	0.956
LOC283767	1.2625
LYRM7	-1.5185
BRD3	0.394
HIST1H2BO	0.755
MAGEB10	-0.256
SLC45A1	0.5945
SERPINA3	3.7771
KIAA0143	1.60275
KCNJ16	0.0293333333333333
KRT79	1.211
FABP2	-0.754
NUT	-0.159
ZNF57	-0.4695
FBXL4	0.83025
CLEC9A	0.508
UGT8	-1.41433333333333
BMP2K	-0.4255
MAPK4	-3.7305
SLC25A23	-0.4477
HINT1	-0.5388
KRTAP13-1	-0.0025
SFXN5	0.4635
CHCHD2	-0.426583333333333
FAM3D	0.2655
NDP	2.109
RHOBTB1	-0.329666666666667
SLC4A4	-1.65675
RPL38	-0.64875
HTF9C	-0.212833333333333
AP2A2	0.627375
ZBTB46	-0.039
MAP7D1	-0.391
AOX1	0.2765
CYR61	-0.806583333333333
DTNA	-1.75323076923077
JRKL	-0.50375
TMOD3	-0.592
EEA1	0.1004
ADCK5	0.22375
IL1R1	4.38516666666667
KLK3	3.01421428571429
HRSP12	0.52425
KTN1	2.2815
LOH11CR2A	-0.0557999999999999
RELL2	-1.728
MAB21L1	0.841
C20orf59	-1.23333333333333
PHKB	-0.404
ADAM2	-1.80483333333333
TBC1D8B	0.999
FAM13A1	0.1430625
LAPTM4B	-0.7935
LCN8	-0.0415
TMEM147	0.0805
SYT4	0.177833333333333
XPO7	-1.041
C9orf62	0.737
GPR75	-0.033
TRIM5	0.53125
APOC1	-0.595666666666667
RNASE4	0.793666666666667
PARD6B	0.051875
ARID1A	-0.0503333333333333
TPD52L3	0.3042
RRAGB	1.24816666666667
RCN2	-0.872166666666667
HIST2H2BE	1.323375
STARD7	0.20775
SHMT2	-0.99975
KIAA1751	-0.0158333333333333
MLYCD	0.004875
LOC162632	-0.0349
UQCRH	-2.46425
RP11-217H1.1	0.716875
SDHA	-0.850666666666667
NCLN	-0.3099
ZNF17	0.562666666666667
RCBTB2	-1.8975
VEGFB	0.039
RP4-747L4.3	-0.3925
COLQ	1.148
MPN2	0.00749999999999999
DRG2	-0.88075
KLRB1	2.41675
ALPK2	-1.54825
DNASE2B	0.51975
FLJ23834	0.684333333333333
AXUD1	0.970833333333333
SAFB	-0.2128
NSUN4	-1.3075
RFX2	0.254666666666667
MAPK8IP1	-0.340666666666667
FANCD2	-1.45942857142857
ANKZF1	-1.56383333333333
C19orf50	-0.274375
DUSP8	-0.010625
SENP5	-0.130625
NFKBIL2	-0.55125
LBR	-1.719
IGFL1	1.66
LZTS2	0.4645
IL2RG	-0.839625
CCDC51	0.32925
KLF3	0.18775
ANKRD37	-0.553
KCTD14	-0.6075
FZR1	-0.0991666666666667
SLC44A4	4.4933
ESPL1	-0.6245
GMPR2	0.9474
TBC1D19	-0.0541666666666667
ERGIC1	0.641777777777778
ERBB4	0.0669
TSPAN32	0.245
MAP4	-0.145
GPHN	0.39
SLC6A2	-0.101875
HIVEP1	0.29925
DFFB	-1.0327
EIF4EBP2	0.27175
DMRT1	-0.84825
HSPB6	-0.03725
IER2	0.466166666666667
AIFM1	0.19325
WWC2	0.208916666666667
MRPL4	-0.66375
FLJ21062	0.260166666666667
EPB41L4A	0.935833333333334
SH2D6	0.65325
TAF4B	-1.3015
GAL3ST3	-0.0505
MALT1	-1.4585
RTDR1	0.815
ARVCF	0.08825
MEX3B	-2.01566666666667
FBXO16	0.52125
KIF7	-0.17725
C1QC	3.8865
ZNF783	-0.826333333333333
ZNF85	-0.248
MMP13	4.9415
KIAA0329	1.433125
RTP3	-0.309
ZBED3	0.18125
CLGN	0.54425
SLC25A37	-1.30766666666667
hCG_18290	-0.76875
OR5AS1	0.362
SMARCC2	0.592083333333333
FAM109A	0.1725
CCDC12	-0.1915
USF2	0.3614
DEPDC7	-2.34525
C20orf24	-0.3345
JMJD3	0.784
DSP	2.53771428571428
SLIC1	0.38975
FAM20A	0.84275
IRF2BP2	-0.171
ZNF230	-0.0585
MSN	-1.4295
SLC9A5	-1.9865
EPDR1	-0.8578
MUSK	0.0165
ZNF434	1.158
SMARCD1	-0.0743333333333333
ZFP106	-0.2135
