Hybridization REF	TCGA-D8-A141-01A-11R-A115-07
PHF20	-0.085875
CPNE4	-1.79525
GTPBP1	-0.122714285714286
RAB33B	0.939333333333333
ALDOC	-2.529125
ZNF212	-0.3585
NUDT1	-1.32166666666667
RFPL2	-0.3945
ZNF83	0.1545
GDPD5	-0.7525
PDCD4	1.5427
CEP350	0.4965
OR10A2	-0.05325
CST7	2.646
CIAO1	-0.814
SELL	2.4675
OR8J3	0.4275
LTBP4	-0.125166666666667
SIRT6	-0.122
CCL19	4.58575
PPIL1	-1.035
GBP7	1.1905
STK17A	-0.0508
ABR	0.313
OR9G1	-0.0495
FOXE1	-0.707
CNGA3	1.4695
GML	0.23
CD38	-0.3765
ZDHHC6	-0.088
NEFH	-0.871
CTDSP2	0.9685
PGBD5	-0.629666666666667
CCNY	0.307142857142857
RMND5B	-0.0238333333333333
ZNF257	0.034
FLJ22167	-0.417875
EXOSC7	-0.650666666666667
ROR2	1.75875
MAOA	-0.959125
TNNT3	1.1215
GYPC	-0.56
C7orf33	0.291
PLIN	2.909
LOC90826	-0.17975
RNF4	0.1847
F8A1	0.0136666666666667
PLEKHG4	-1.724
GRB2	0.0551
HIST1H2AD	0.60025
DUS3L	-0.524
EIF1	0.293833333333333
RP5-1077B9.4	-0.604833333333333
FPGT	0.96825
GDF10	0.810666666666667
COQ9	-0.914
GCC2	0.6785
RARRES3	3.042
PLXNA1	-0.1474
KIAA0100	0.1731
PMF1	-0.0525
FNDC1	5.38075
HS2ST1	-0.418166666666667
CRELD2	0.65825
C8G	-2.3985
CD82	1.67975
LIM2	-1.0765
UNQ6490	0.333
MMP16	0.398
DRD3	-0.49425
C5orf26	-0.757
C11orf73	-0.54575
PTP4A2	1.2075
OR4M2	-0.153
HPCA	-0.610333333333333
SEC14L1	-0.132166666666667
CHFR	0.156625
EMILIN1	1.109875
NDUFS4	-0.65875
COL18A1	0.897
PDZD3	-0.0541
C9orf16	-0.4265
ERBB2IP	0.108333333333333
EMX2	4.81575
FUS	-0.65725
TF	-3.9777
CLCN4	-0.222833333333333
CXorf56	0.057
C11orf72	0.22075
ELAC2	0.0336666666666667
NPR1	-0.489
ASS1	-1.5585
USP42	0.097
POLR2J	-0.8605
SEC23IP	0.829
UQCRC1	-0.662
LOC729603	-0.2875
C1orf71	-0.124
POLG	-2.0435
ADAM23	-3.12175
TFR2	-1.224
RICTOR	-0.9049
MGC39606	0.76575
C19orf55	-0.2575
SNAPC1	-0.768333333333333
GNA11	0.764875
CCDC52	-0.354666666666667
FSIP1	4.4065
UPF3A	0.3105
IGSF11	-1.71466666666667
LAGE3	0.41275
CHST6	-0.616
UNC13B	0.630625
TTLL4	-1.2275
ZNF687	0.620375
SDC2	1.5655
COX7A2	-0.5
LAMB4	-0.28675
FAM24A	-0.1185
LRRTM3	-1.50716666666667
GPHB5	-0.18225
OR4C13	0.772
EIF3EIP	-0.098
HABP4	0.1235
TMEM125	2.95725
CNTN2	0.169125
ASNSD1	-0.1265
FUT4	0.332875
ACF	-3.8075
LOC158381	0.1165
CDH8	0.2275
AGPS	-1.21616666666667
C4orf18	3.496125
PECI	-0.3055
UNG	-1.158875
GSTP1	-1.250375
DCUN1D5	-1.18983333333333
DKFZP564J0863	-0.8535
SLC9A3R1	0.972875
BCDO2	0.129875
CHMP7	0.320125
REM2	1.414
DNHD1	-0.414875
FKBP4	-0.195875
ZNF350	1.60675
MGC11102	-0.33175
BST1	2.01925
KISS1R	0.21
NCR2	0.199
DEFB125	-0.081
UBE2W	0.773
KRT15	-0.5045
C10orf99	-0.025
SCN11A	0.239375
GFI1	-0.4505
RDHE2	0.155666666666667
FHL1	-0.2945
OSGEP	0.481666666666667
GATA1	-3.52783333333333
SMC6	-0.594
TTTY14	-1.09125
LPIN3	-0.07925
RPL4	-0.3043
RBPMS	0.6828
PRPF3	-0.3465
EMR1	-1.0115
SPATA19	0.17225
XCR1	0.0495
IRX3	1.044
RBM6	-0.3295
KLF4	-0.3384
UNC5CL	-0.7435
SEBOX	0.3705
BTK	0.10975
KRCC1	0.75425
C6orf27	0.095
SYTL5	-0.416
PRND	4.154625
LOC653319	-1.4665
PIGL	-1.463
HUS1	-0.55
SFRS6	-1.02133333333333
C17orf77	0.7115
UIMC1	-0.553666666666667
FXYD2	-1.8281
LOC283152	0.235
ZNF667	0.424
ZCCHC12	-0.33825
TFEC	4.83
ATP7B	0.293333333333333
POLD2	-1.05983333333333
RG9MTD1	-0.095
ACOT2	0.398833333333333
HIST1H4I	-1.184875
PPARGC1A	-2.3054
ETFA	-1.5441
POLRMT	-0.54025
ZNF146	0.100375
MIA2	-1.602
KLHL6	0.958833333333333
HOXB5	1.635875
NENF	0.341
CUGBP1	-0.0745
PRSS22	0.445333333333333
CASC4	1.5153
CUL4B	0.0675
CENPJ	-0.9017
PITX1	-0.118166666666667
FLJ31033	0.999833333333333
CELSR3	-1.9735
ZNF568	1.0645
ITSN1	0.155166666666667
EHBP1L1	-0.380166666666667
C19orf2	-0.4865
DCTN1	0.153
LIN28B	-4.43133333333333
TNKS2	-0.0395
C1QBP	-1.19175
CADPS2	0.9575
SRMS	-0.111
GJA9	0.151666666666667
MGC24975	-0.6305
TRIM45	-0.3035
TSP50	0.0635
TCP1	-0.81825
TMED7	0.3794
CMA1	0.42
CENPL	-0.832833333333333
PTCRA	0.176
FST	-2.38325
VWCE	-3.622
PAWR	0.19625
ABCC12	2.85533333333333
LDLR	-0.8399
ASTN2	1.1395
LOC441212	-1.2365
GPATCH8	0.10825
TANC2	-0.6215
KIF4A	-2.80275
C18orf18	-1.3615
PGM1	-1.413
KIAA0258	0.415
CPD	-0.12
SNCAIP	-1
DCT	-4.428
HLA-DOA	3.318
OR11L1	0.14
UPK1B	-0.525833333333333
DNAJB4	0.146875
UGT1A8	-0.296
HIST1H4L	-1.2685
PECR	-1.6575
HSPA2	1.33675
WFIKKN1	-2.4775
SERP1	0.39225
SYDE2	1.2345
TACR2	0.466
NUP85	-0.8075
CD177	0.274166666666667
LGR5	-1.8306
PIGG	-0.256916666666667
PTHR1	-0.0738333333333333
RAB5A	0.2296
FLJ13224	-0.0395
USP9Y	-2.52766666666667
C7orf53	-0.379
LRP1B	-1.09525
XAF1	3.0759
ABCG8	-0.884
ANKDD1A	-0.204333333333333
DAND5	-1.7225
SPAG6	5.4485
LINCR	1.5375
ZDHHC22	-1.584875
CCDC60	0.696
THOC7	-1.00416666666667
TCTA	0.8058
OR8K3	-0.12175
NY-REN-7	-0.633
B2M	1.74816666666667
C6orf141	-3.050875
LPPR4	2.163
SQLE	-1.662375
SEPHS1	-0.7835
BTBD14B	0.298
PLRG1	-0.22325
SPG7	-0.550875
ZNF614	0.0351666666666667
PARD6G	0.594166666666667
INPP5B	-0.5172
GRPEL2	-0.595125
PPID	-0.3225
TRIM56	0.05
UBE2J1	-0.0945
IL20RA	4.30375
LOC387856	0.91725
C1orf107	0.6055
UTS2R	0.34325
C19orf22	0.43275
SAFB2	0.18875
KIAA0652	0.0515
KLRG1	0.867333333333333
MS4A8B	1.05566666666667
FRAG1	-0.01225
KIAA1546	0.429
E2F4	-0.8878
CLEC4M	-0.002
BTBD14A	-0.5615
KIAA0999	1.6318
GYPA	-4.185
TAC1	0.7442
TRAIP	-1.7755
KIAA0232	0.8169
ERCC8	-1.271125
GPX4	0.091
KIAA0368	0.3375
GPR157	-1.0625
CTAGE4	0.8475
C9orf30	-1.013
OR52A1	0.3435
HSP90B3P	-0.139
ALG9	-0.9389
BTBD10	0.45025
SDK2	0.04775
BAIAP3	-0.49225
RABGGTB	-0.941125
ANKRD40	-0.456
KRT74	0.3875
CALCOCO2	0.371785714285714
SNCA	-3.3125
TMSL8	-4.55925
C2orf53	-0.1735
ESRRB	-0.308
ARHGAP26	-0.68425
TDRD9	-1.86325
HRAS	-0.0841666666666667
KLRC4	-1.435
JAGN1	-0.544833333333333
BSDC1	-0.0295
RNF43	-1.0601
NDUFAF1	0.3205
PHF12	0.16025
OR1L3	0.0275
FOLR2	1.5985
LYZL6	0.11
tcag7.1260	-1.148
WSB1	-0.933
PROS1	-0.3435
OSTN	-0.196
PSMB8	1.6525
SOCS4	-0.147875
DDIT4L	0.993
MAS1	-0.4345
MGC34796	0.6235
CSHL1	0.372833333333333
TBCCD1	0.032
ZBTB7C	0.202
AP2S1	-0.2995
P15RS	-0.4139
VAT1	-0.7265
SHANK3	0.867166666666667
TUFM	-0.249166666666667
THEG	1.08225
KRT34	-1.927
SGSM3	0.370125
TOMM22	-0.196
SOCS3	1.15933333333333
CPO	1.747
POP4	-0.0235
BHLHB3	1.75925
MALL	1.15025
OR1B1	0.555
PARK2	1.31083333333333
GPR124	1.412625
LCE1E	0.127
RUVBL2	-0.61375
CGRRF1	0.6094
ACPL2	0.1535
WNT10B	-1.54675
BAIAP2L2	-2.5615
ISCA1	0.144
C1orf125	0.662625
RPAP1	-1.129
RAI16	0.292
RPL27	-0.209
NLRP9	-0.0945
EPN1	0.496
LOC388610	-0.81475
SLC35A1	0.7839
GAL	-3.9475
SLC14A2	0.15825
RDH11	-0.241666666666667
FAM138F	-0.3735
AUH	0.37375
FLJ40243	0.55125
C14orf129	0.745
MBD2	-0.643333333333333
ABHD14B	-0.060125
PIGT	0.309
ALS2CR4	-0.677125
ALAS1	0.0891
FOXO1	1.8145
CRLF3	0.055875
C20orf107	-0.0305
FARS2	0.501
CCDC28A	0.51325
NPHP3	-0.3155
OR13F1	0.135
TSEN54	-0.715
DEFB106B	0.2072
OR8B4	0.607
STH	2.219
ZC3H14	-0.551125
CBX2	-0.331
TMEM49	-0.893
C6orf21	0.4305
FLJ20920	0.08775
CRTAP	-0.0603571428571429
DDX50	0.028
STYXL1	-0.125
BLVRB	-1.18816666666667
LOC147650	-0.223
MMP24	0.20725
GRID1	2.48783333333333
BANF1	-0.672
CTAGEP	0.111
HMBS	-1.58375
SLC25A24	0.300833333333333
C14orf50	0.7065
MRO	-0.180166666666667
SLC25A15	-1.1635
FAM84B	0.7987
TDP1	-0.089
C16orf78	-0.331666666666667
C11orf57	-0.103875
RFK	-0.600125
ZFYVE9	-1.336125
STCH	-0.4142
WIBG	0.122
LOC283871	-0.566166666666667
GBA2	-0.1252
NDUFB3	-0.51625
HSD17B13	-0.65775
GRIN3A	1.69783333333333
FMNL1	0.565333333333333
SEPT7	-0.1044
GNLY	3.974
GRAMD1C	-0.1205
ZNF165	-0.3385
USP38	0.98475
FAM83A	-3.212
C14orf24	0.443416666666667
ARMCX3	1.650625
ARHGDIB	1.04866666666667
AK1	0.162375
KIAA1045	0.0685
DNAJB13	-0.1465
NEU2	0.6365
HIST1H4B	-1.34033333333333
FAM20B	-0.3239
HES2	0.161857142857143
FAM73B	-0.1204
LOC388381	-0.11925
INTS7	-0.0268181818181818
AMPH	2.534
ZNF775	-0.141375
UCKL1	-0.998333333333333
C10orf97	0.19
C1orf161	-0.0645
ALDH1L1	-0.74575
FLJ39378	-0.0485
SLC23A1	-1.4725
RBM4B	0.09475
THAP4	0.2685
OGFRL1	0.18775
KIAA0831	0.306625
PPP1R15A	-0.108833333333333
C1orf96	-0.32
C12orf11	-1.228
BMF	0.423875
MAN1A1	0.23425
KIAA1600	1.17983333333333
NLGN4X	0.20275
ALOX12	-1.22633333333333
RB1CC1	0.1091
NEIL2	0.8401
EIF4E	-0.341409090909091
ABHD5	-0.19375
EXOC4	-0.141166666666667
CIP29	0.0523333333333333
BATF2	1.7005
SLC29A4	-0.8115
HTR4	0.36175
EMB	0.482
TRAF6	0.68075
LMNB1	-4.0915
FAM19A5	0.13
SHE	2.30825
PIK3C2B	0.6645
C15orf15	-1.0118
USP15	-0.1816
TCEAL2	-0.04225
C5orf39	0.193166666666667
PTGER2	-0.065
SLC31A1	-0.149875
IFT172	0.693
ADAM29	0.00925
GFOD1	0.14525
ST7L	0.529666666666667
C15orf26	-3.49575
PKN3	-1.47325
CNTD1	1.01683333333333
COMMD1	0.39125
NTRK2	2.50766666666667
FOXN3	0.677625
MFGE8	1.0517
PFKFB2	0.999166666666667
TAS2R4	-0.70975
ENTHD1	2.1175
PRMT5	-0.10075
MGC16384	-1.049125
LOC442229	-0.331
TSKU	0.705625
KRTCAP3	1.88075
PDLIM1	0.39
KCNS2	0.10775
RNF126	-0.663166666666667
CEP63	0.15325
CLIC4	0.84325
hCG_1990170	-0.43825
ACR	0.1367
KLK7	-0.06075
ALOX5AP	4.043875
RIPK3	3.74625
TAS2R9	0.054
C19orf18	0.981
BIRC6	-0.0755714285714286
ZNF16	1.0115
RFT1	-0.22875
SLC8A2	-0.338
TACC1	0.991625
ITGAD	2.01175
SAMHD1	1.833
SH3PXD2B	1.4275
EPC2	0.947
C20orf85	4.336
ATP13A2	-0.132333333333333
KRT4	0.40275
CAPNS1	-0.00349999999999999
MDM2	-0.640333333333333
PCDH20	0.491
KCNK9	0.286
OR2C1	0.289
KLHDC3	-0.7595
IPPK	0.9055
EFHD2	-0.001125
GALR3	0.299
NBEA	1.65683333333333
ABCA6	4.4441
CLDN3	-0.840166666666667
AKT2	-0.438785714285714
EGFR	-1.6469
RBM16	0.330875
ZDHHC3	0.3199
SLC25A4	-0.533166666666667
CYB5B	-1.23683333333333
CPXM1	0.60025
NDRG1	0.0251538461538461
FLJ43826	0.2755
OR5L2	-0.1935
FARP2	0.4776
MRPL46	-0.6695
LDHAL6B	-0.231166666666667
MAPKAPK3	-0.0288333333333333
NCAM2	-1.988
PRKD2	0.4775
ZFP36L1	1.4888
CYSLTR1	1.176
OR4C3	0.2045
HIST1H2AJ	-0.063
CCNB2	-2.92377777777778
ZNF10	-0.021875
TMEM175	0.1905
FAM134A	0.447666666666667
TIGD4	0.354
PCNP	-0.33975
MGC39715	0.11825
LQK1	0.02625
CREB1	0.9957
TMPRSS3	0.73475
C4orf32	0.598625
LAT	0.32725
KCNA3	1.2175
SKIV2L2	-0.799
ROPN1B	-2.6285
tcag7.23	-0.4245
CDT1	-3.242125
ZHX2	1.22625
CD28	-1.27975
ZNF624	1.1745
SEPT2	0.405333333333333
SOHLH2	-0.8565
MCOLN3	-0.57725
UNQ1945	0.1735
MASP2	-0.785
ZNRF3	-0.8881
GPATCH3	0.07775
AGL	1.50425
QRICH2	-0.321
PSD4	1.1725
CCNB1IP1	-1.32175
ENPP7	0.0665
OBFC1	0.14725
KCNG3	-2.97675
C14orf79	1.50741666666667
ENPEP	2.13883333333333
SCT	2.677
SKI	0.689375
SEC61G	-1.13975
CAPN11	0.6855
ATXN7L3	0.037
DBNDD1	-0.279166666666667
FAIM	-0.3895
ANKRD36	-0.259
GABRP	1.73516666666667
TACSTD2	1.184
EIF3J	-0.3325
PPP2R2A	-0.1875
TEKT4	0.0955
PVALB	-3.833
F10	-2.76966666666667
FAM134C	0.6636
COMP	4.634375
EFCBP1	-2.85125
SCLT1	1.121
TAL1	-1.2854
ACSL1	2.165
ABCC5	0.40675
ABL1	-0.299
RBBP7	-0.88625
PTPRG	0.09325
NCOR1	-0.092
SPINK4	0.0996666666666667
TXNRD1	-1.438
TNRC15	1.048
C9orf138	1.267875
UBE2H	0.641333333333333
BRDT	0.877166666666667
C8orf31	-0.24275
CCNE2	-2.16227272727273
SLC6A8	-1.73475
CALCR	-3.99975
PPP1CB	0.282833333333333
ABHD8	-0.47875
ARF5	-0.2646
SLC24A4	1.42425
CCT3	0.497
ZNF121	0.929375
SLC3A2	-1.2613
OR13A1	0.127
SLC5A10	-0.32275
RAD50	-0.12475
IER5	0.127375
MTHFD1L	-2.075875
MBTPS2	-0.516
MVK	-0.77725
NCL	-0.2779
PSMD10	-0.31175
MOBP	-0.16925
FLJ32894	-0.00950000000000001
HRH1	0.191666666666667
C5orf30	0.9085
NUDT16L1	1.0658
RASGRP3	4.367
PRKRIP1	-0.325
CCDC75	0.35825
LOC253970	0.05725
KIAA1239	1.04125
MED21	-0.44175
SYT11	1.47491666666667
NTSR2	-0.2275
EGFL11	0.3455
CXorf59	-1.0375
OR2A25	0.17625
SPTBN2	-0.41925
LRMP	-0.283333333333333
RNF111	0.16925
PTH	0.349
LOC619208	0.7515
KIAA0895	0.0595
RANBP5	-0.718375
P2RY10	3.19766666666667
NME5	4.201
DDX21	-0.59375
LRSAM1	0.491
HDAC11	1.243
VMO1	1.65725
NOLA2	-0.393
ADAR	1.32625
MTO1	-0.52
SF4	0.230833333333333
P2RX1	0.401666666666667
HBM	-0.01175
EN2	0.1875
C14orf172	0.092
TM9SF2	0.5575
INHBE	-0.879666666666667
TCTE3	-0.0375833333333333
TOX2	-1.77725
CTAGE3	0.689875
HBB	3.7641
MED15	-0.5645
CASR	0.408
C6orf66	-1.11766666666667
MTPN	-0.1475
UNC50	-0.13475
C21orf33	-0.255625
IRF2	1.100875
PGR	3.12083333333333
GPR84	3.24275
CROCCL1	-1.6305
SRPX	-0.3125
BRE	0.0943333333333333
FGF10	2.215
SDC3	-0.194666666666667
ZRSR1	1.18183333333333
DKFZP434P211	-0.2075
SOX6	0.4005
RPUSD2	-0.021
C14orf173	-0.163166666666667
MAPK11	0.293
TBC1D22A	0.316
FAM123A	-0.934
COL4A6	-0.741833333333333
TOMM70A	-0.49725
NAB1	0.0975
MGC16385	-0.44275
TSPAN18	0.6765
MED31	-0.24175
PLG	0.06525
CAPSL	2.204
ZNF532	1.1219
ASB14	0.16225
CA8	-0.10175
NUDT16P	0.549
SLFN11	1.0065
LRRIQ2	-0.045375
NOL7	-0.770833333333333
BRMS1L	-0.455125
JARID1A	0.584833333333333
PANK2	-0.41575
ICAM3	-0.0965
MDS1	-0.6345
TAF8	-0.2625
RNF139	0.667
ZNF594	0.133333333333333
ADAM8	2.69175
SFTPC	-0.03325
MAN2B2	1.42625
RGS12	0.62025
EIF1AY	-4.97375
LRRIQ1	-1.1945
GPR150	0.46675
CCDC21	-1.304
PRRG3	0.481
SAA4	-3.95
RAPGEF5	1.185625
ZCCHC2	0.292166666666667
MGC39372	1.3145
PPP4R2	0.565333333333333
CDCA2	-1.94216666666667
OR4D5	0.256833333333333
PTGFRN	1.3264
SIGLEC5	2.04483333333333
C19orf61	0.155333333333333
NMUR2	0.4225
KIAA1586	-0.512833333333333
DAGLA	0.366
CHCHD6	-1.293
GPR32	1.21
NEUROD6	0.132333333333333
SLC2A4RG	-0.0165
CA5B	-0.04975
FBXL3	1.47125
MPHOSPH9	-1.19725
HMG2L1	0.12725
HCN4	0.189
CEACAM19	-0.09925
SH2D4B	0.797
HFE2	-0.6125
TGM4	-0.21
LYPD2	-0.03625
TBC1D15	-0.35375
MRPS21	0.0068
NONO	-0.7511
CLEC5A	3.12275
ITCH	-0.3923
MGAT3	-0.597333333333333
MBP	0.299875
RPP25	-1.3085
SOSTDC1	-2.06525
HRC	-1.894
TRIM48	0.2665
TMEM133	0.523
ECEL1P2	-1.02375
HOXC11	0.904
DOK5	0.7395
HELZ	-0.3435
LOC348180	-0.818
MGC33894	0.07025
ADRB3	-0.099
DMD	0.0516666666666667
PTRH2	-0.59125
MPEG1	3.44366666666667
NDUFA12	-0.258833333333333
KRTAP2-4	-0.10725
STAMBPL1	-0.4555
ADCY2	-0.198833333333333
UNQ6125	0.2075
KLHL20	0.689
SRM	-0.645
OTC	-0.22725
TMIE	0.460333333333333
SNX8	-0.779
LIPK	-0.648
CHURC1	1.58058333333333
KLC2	0.0451666666666667
HDAC1	-1.3395
FAM128A	-0.195666666666667
FNDC3B	0.6103
MTCP1	-0.7575
WFDC10B	-0.1647
PCDHGB3	0.548
ATRNL1	-2.9738
CAV2	0.17625
MED26	0.162166666666667
DUS1L	0.117
CHRM3	-1.251375
NEK9	0.8945
WARS2	0.19175
TBX22	-0.0335
TOMM40	-0.873
RP6-213H19.1	-1.67916666666667
TUBGCP5	-0.4955
IGSF6	5.27275
TPPP	0.212
UNQ6190	-0.067
GSTM5	1.591125
BTD	0.8315
PDCD1LG2	1.28666666666667
SNRPB2	-0.587166666666667
ERICH1	0.15175
APOA4	-1.65775
HOXA11	-0.2245
NARG1	-0.776375
MKX	0.1175
RAB28	-0.312785714285714
PKP3	0.886
SH3GL2	-1.513
CTSO	3.67925
RPN2	-0.262
IL28RA	0.545
SFMBT1	0.23775
WDR57	-1.435875
FER1L3	1.34225
HSF5	0.5415
TTC9B	-0.25875
C4BPA	-3.91516666666667
ALB	-5.50392857142857
SORBS3	0.557125
UPF2	0.028
JPH1	-0.6815
AGBL2	0.3335
DOPEY1	1.4945
TERF1	-0.0421666666666667
KIF22	-0.9515
NINJ1	1.7365
SEC61A2	-0.596916666666667
HIST1H1D	-0.894666666666667
SFXN4	-0.54275
UCP3	0.4234
ZNF703	0.7915
MYL6B	-0.91375
TREM1	2.5795
OR52E6	0.1225
CKMT2	2.01525
HLA-C	2.563125
SLC13A3	-1.065
TIMP4	-0.315
SLIT2	2.7915
RSF1	0.133388888888889
LONRF1	-0.759142857142857
MON1A	0.165166666666667
CACNG6	-1.84716666666667
DPPA4	-5.67983333333333
ZSWIM3	0.2635
ZNF804A	0.983333333333333
CCIN	2.52475
SLC25A31	0.61375
KCNMB4	1.0145
RABL5	0.31925
GALNS	-0.2324
STX6	1.02425
HIST1H1C	-1.12966666666667
CIDEB	0.324875
CASP4	1.02816666666667
PDK3	-0.5899
KCNJ11	1.7305
TPR	0.110625
ZSCAN20	-0.305
MTX2	-0.7365
HIST1H2BH	-0.08725
LOC283767	1.73475
LYRM7	-1.16755555555556
BRD3	0.924833333333333
HIST1H2BO	-0.41575
MAGEB10	0.27
SLC45A1	0.6185
SERPINA3	2.9939
KIAA0143	1.4245
KCNJ16	-0.0151666666666667
KRT79	0.02275
FABP2	-1.15475
NUT	-0.30725
ZNF57	-0.21625
FBXL4	0.475
CLEC9A	2.279
UGT8	-0.964333333333333
BMP2K	0.7835
MAPK4	-3.51175
SLC25A23	-0.8414
HINT1	-1.2507
KRTAP13-1	0.1715
SFXN5	0.3184
CHCHD2	-0.681916666666667
FAM3D	0.7215
NDP	1.22175
RHOBTB1	0.867666666666667
SLC4A4	-1.25325
RPL38	0.11025
HTF9C	-0.3325
AP2A2	0.6165
ZBTB46	0.0635
MAP7D1	0.711
AOX1	-0.360166666666667
CYR61	1.95575
DTNA	-0.836928571428571
JRKL	-0.06825
TMOD3	0.02075
EEA1	0.2629
ADCK5	-0.04975
IL1R1	1.63766666666667
KLK3	0.237857142857143
HRSP12	-0.33275
KTN1	0.7775
LOH11CR2A	1.2879
RELL2	-1.682
MAB21L1	2.63275
C20orf59	-0.5795
PHKB	-0.2815
ADAM2	-2.35533333333333
TBC1D8B	1.60666666666667
FAM13A1	-0.8076875
LAPTM4B	-1.16591666666667
LCN8	-0.2415
TMEM147	-0.119
SYT4	0.115833333333333
XPO7	-0.271
C9orf62	0.689
GPR75	0.2935
TRIM5	0.5985
APOC1	0.5205
RNASE4	-0.408666666666667
PARD6B	-1.45225
ARID1A	0.126666666666667
TPD52L3	-0.221
RRAGB	0.504166666666667
RCN2	-0.7785
HIST2H2BE	0.392
STARD7	-0.3585
SHMT2	-1.29825
KIAA1751	0.743166666666667
MLYCD	0.462375
LOC162632	-0.5965
UQCRH	-1.33625
RP11-217H1.1	0.6104375
SDHA	-0.587666666666667
NCLN	-0.2279
ZNF17	0.531
RCBTB2	-0.538
VEGFB	0.2374
RP4-747L4.3	0.79175
COLQ	0.6867
MPN2	-0.781333333333333
DRG2	-0.286
KLRB1	6.34325
ALPK2	-0.5505
DNASE2B	2.082
FLJ23834	0.262833333333333
AXUD1	1.34033333333333
SAFB	-0.1295
NSUN4	-0.0945
RFX2	0.192
MAPK8IP1	-0.433
FANCD2	-1.25078571428571
ANKZF1	-1.25483333333333
C19orf50	-0.144
DUSP8	0.135875
SENP5	-0.6415
NFKBIL2	-0.71425
LBR	-1.487
IGFL1	1.5335
LZTS2	0.5005
IL2RG	1.031
CCDC51	-0.13875
KLF3	0.435875
ANKRD37	-0.912
KCTD14	-1.74966666666667
FZR1	-0.09
SLC44A4	3.0907
ESPL1	-1.322375
GMPR2	0.4034
TBC1D19	-0.224333333333333
ERGIC1	0.365037037037037
ERBB4	2.2528
TSPAN32	1.10358333333333
MAP4	0.28625
GPHN	-0.18925
SLC6A2	-0.43275
HIVEP1	0.7265
DFFB	-0.2058
EIF4EBP2	0.47125
DMRT1	-0.85825
HSPB6	-0.1255
IER2	0.485666666666667
AIFM1	-0.226
WWC2	0.68625
MRPL4	-0.6825
FLJ21062	1.93416666666667
EPB41L4A	0.97375
SH2D6	0.2215
TAF4B	-0.05425
GAL3ST3	-0.194
MALT1	-0.441833333333333
RTDR1	-0.34025
ARVCF	0.840125
MEX3B	0.141833333333333
FBXO16	2.00325
KIF7	-0.098
C1QC	4.119
ZNF783	0.239166666666667
ZNF85	0.6355
MMP13	6.205
KIAA0329	0.558125
RTP3	-0.589
ZBED3	0.008
CLGN	-0.052
SLC25A37	-1.10595833333333
hCG_18290	-0.1875
OR5AS1	0.1695
SMARCC2	0.256083333333333
FAM109A	0.394
CCDC12	-0.2015
USF2	0.272
DEPDC7	-0.06775
C20orf24	-0.925166666666667
JMJD3	0.3755
DSP	0.718357142857143
SLIC1	0.935625
FAM20A	2.58025
IRF2BP2	0.536625
ZNF230	0.25
MSN	0.041
SLC9A5	-2.0695
EPDR1	-0.8658
MUSK	-0.0485
ZNF434	0.585
SMARCD1	-0.587166666666667
ZFP106	0.00875
ZNF347	0.5223
GTF2E1	-0.01025
RY1	-0.595666666666667
ATAD2B	0.226625
