Hybridization REF	TCGA-E2-A109-01A-11R-A10J-07
CRELD2	0.481
C8G	-1.404
CD82	-0.0355
LIM2	-1.0935
UNQ6490	0.167
MMP16	0.08875
DRD3	0.0975
C5orf26	-0.47225
C11orf73	-0.305125
PTP4A2	-0.0365
OR4M2	0.1045
HPCA	-0.645666666666667
SEC14L1	0.254833333333333
CHFR	-0.275
EMILIN1	1.51725
NDUFS4	-0.29725
COL18A1	0.22625
PDZD3	-0.095
C9orf16	-0.314833333333333
ERBB2IP	0.164833333333333
EMX2	1.96925
FUS	-0.23775
TF	-3.8012
CLCN4	-0.3345
CXorf56	0.53525
C11orf72	0.26425
ELAC2	0.427166666666667
NPR1	-0.62425
ASS1	-2.7965
USP42	-0.20525
POLR2J	-0.7025
SEC23IP	0.549833333333333
UQCRC1	0.31075
LOC729603	-0.57975
C1orf71	0.321
POLG	-1.187
ADAM23	-3.1615
TFR2	-1.95925
RICTOR	-1.0628
MGC39606	-0.366
C19orf55	-0.166125
SNAPC1	-0.993
GNA11	0.722375
CCDC52	0.2465
FSIP1	5.7025
UPF3A	0.063875
IGSF11	-1.986
LAGE3	0.56275
CHST6	-1.422
UNC13B	0.077125
TTLL4	-1.281875
ZNF687	0.2875
SDC2	-0.9092
COX7A2	-0.3445
LAMB4	-0.011
FAM24A	0.3495
LRRTM3	-0.716666666666667
GPHB5	0.2115
OR4C13	0.0165
EIF3EIP	-0.200785714285714
HABP4	-0.688
TMEM125	2.39075
CNTN2	0.034125
ASNSD1	-0.59975
FUT4	-0.52125
ACF	-4.02175
LOC158381	0.1535
CDH8	0.08975
AGPS	-0.698333333333333
C4orf18	2.495625
PECI	0.518916666666667
UNG	0.2895
GSTP1	-2.48625
DCUN1D5	-1.5765
DKFZP564J0863	-0.9545
SLC9A3R1	1.69575
BCDO2	-1.0055
CHMP7	-0.938375
REM2	0.1475
DNHD1	-0.644625
FKBP4	0.334125
ZNF350	0.8095
MGC11102	1.151625
BST1	0.40975
KISS1R	0.742
NCR2	0.1715
DEFB125	0.1675
UBE2W	0.824625
KRT15	-1.614
C10orf99	0.249
SCN11A	-0.032875
GFI1	-2.29325
RDHE2	2.846
FHL1	-1.65316666666667
OSGEP	-0.3465
GATA1	-3.56166666666667
SMC6	-0.9855
TTTY14	-1.08125
LPIN3	0.3925
RPL4	-0.5831
RBPMS	-1.1094
PRPF3	0.4555
EMR1	-2.449
SPATA19	0.02175
XCR1	0.5345
IRX3	1.2573
RBM6	-0.4655
KLF4	-0.8668
UNC5CL	-0.43475
SEBOX	0.251
BTK	-0.84425
KRCC1	0.774
C6orf27	0.3555
SYTL5	-0.3165
PRND	2.096625
LOC653319	-0.884
PIGL	0.90675
HUS1	-0.255166666666667
SFRS6	-0.38175
C17orf77	0.535
UIMC1	-0.622333333333333
FXYD2	-1.8427
LOC283152	0.4805
ZNF667	-1.5875
ZCCHC12	-0.0955
TFEC	2.4862
ATP7B	1.57266666666667
POLD2	-0.378166666666667
RG9MTD1	0.01475
ACOT2	0.403166666666667
HIST1H4I	-0.63225
PPARGC1A	-2.5263
ETFA	-0.6496
POLRMT	-0.292
ZNF146	-0.032
MIA2	-0.8895
KLHL6	-0.5805
HOXB5	-0.464375
NENF	-0.416666666666667
CUGBP1	0.40075
PRSS22	0.897666666666667
CASC4	1.1575
CUL4B	-0.3252
CENPJ	-1.6919
PITX1	-0.814666666666667
FLJ31033	1.63466666666667
CELSR3	0.8715
ZNF568	0.3575
ITSN1	0.0828333333333334
EHBP1L1	-0.902833333333333
C19orf2	-0.93
DCTN1	0.63975
LIN28B	-3.17433333333333
TNKS2	-0.17775
C1QBP	-0.929875
CADPS2	0.10225
SRMS	0.2195
GJA9	0.185166666666667
MGC24975	-0.5155
TRIM45	-0.588166666666667
TSP50	-0.151
TCP1	-1.48275
TMED7	0.036
CMA1	0.346
CENPL	-0.0618333333333333
PTCRA	-0.0185
FST	-4.4665
VWCE	-4.12725
PAWR	0.0535
ABCC12	0.852833333333333
LDLR	-0.4563
ASTN2	1.4885
LOC441212	-1.146
GPATCH8	-0.3805
TANC2	0.0229166666666667
KIF4A	-0.5625
C18orf18	-2.08275
PGM1	-2.09225
KIAA0258	-0.07475
CPD	0.299875
SNCAIP	-1.257
DCT	-4.318
HLA-DOA	2.37059090909091
OR11L1	0.499
UPK1B	-0.37
DNAJB4	-0.962625
UGT1A8	-0.0365
HIST1H4L	-0.8435
PECR	-1.86333333333333
HSPA2	1.77075
WFIKKN1	-2.7925
SERP1	0.749125
SYDE2	1.791
TACR2	0.629
NUP85	-0.079
CD177	1.95583333333333
LGR5	-1.3935
PIGG	0.202
PTHR1	-1.776
RAB5A	0.587
FLJ13224	-0.054
USP9Y	-1.16916666666667
C7orf53	-0.7465
LRP1B	1.61275
XAF1	2.9421
ABCG8	-0.6535
ANKDD1A	-0.335166666666667
DAND5	-1.143
SPAG6	0.0781666666666667
LINCR	0.7855
ZDHHC22	-1.643625
CCDC60	-0.1005
THOC7	-0.892166666666667
TCTA	1.5359
OR8K3	0.0345
NY-REN-7	-0.373
B2M	1.39333333333333
C6orf141	1.0555
LPPR4	2.0485
SQLE	2.23775
SEPHS1	-0.327
BTBD14B	0.287142857142857
PLRG1	-0.50325
SPG7	-0.188625
ZNF614	-0.419166666666667
PARD6G	0.968166666666667
INPP5B	-0.2599
GRPEL2	0.386375
PPID	-0.2818
TRIM56	-1.096
UBE2J1	-0.524
IL20RA	4.281
LOC387856	0.5155
C1orf107	0.148666666666667
UTS2R	0.6285
C19orf22	0.02475
SAFB2	0.178375
KIAA0652	-0.337375
KLRG1	-0.663833333333333
MS4A8B	4.295
FRAG1	-0.08975
KIAA1546	0.14475
E2F4	-1.4662
CLEC4M	0.160833333333333
BTBD14A	-0.84725
KIAA0999	0.4651
GYPA	-2.69616666666667
TAC1	0.9567
TRAIP	-0.4895
KIAA0232	0.5783
ERCC8	-0.764125
GPX4	0.685375
KIAA0368	0.37325
GPR157	-0.385833333333333
CTAGE4	0.2755
C9orf30	-1.221
OR52A1	-0.468
HSP90B3P	-0.606
ALG9	-0.2543
BTBD10	0.279
SDK2	0.281
BAIAP3	0.35575
RABGGTB	-0.6
ANKRD40	2.30733333333333
KRT74	0.248
CALCOCO2	2.12778571428571
SNCA	-3.9745
TMSL8	-1.227625
C2orf53	0.0525
ESRRB	-0.435
ARHGAP26	-1.743625
TDRD9	1.40475
HRAS	1.3655
KLRC4	-2.052
JAGN1	-0.132
BSDC1	0.509
RNF43	0.8898
NDUFAF1	0.6015
PHF12	0.43675
OR1L3	-0.0165
FOLR2	1.701
LYZL6	0.231166666666667
tcag7.1260	-2.188
WSB1	0.249833333333333
PROS1	-1.4659
OSTN	0.5575
PSMB8	1.36875
SOCS4	-0.203375
DDIT4L	-0.6925
MAS1	-0.3855
MGC34796	0.84125
CSHL1	0.266333333333333
TBCCD1	0.222833333333333
ZBTB7C	0.2725
AP2S1	-0.625875
P15RS	-0.0336
VAT1	0.534
SHANK3	0.969666666666667
TUFM	0.736
THEG	-0.18175
KRT34	-1.318
SGSM3	1.016875
TOMM22	-0.073
SOCS3	0.037
CPO	0.469
POP4	0.20425
BHLHB3	2.0985
MALL	0.9995
OR1B1	0.385
PARK2	-0.2915
GPR124	0.9275
LCE1E	-0.091
RUVBL2	-0.52125
CGRRF1	-0.0653
ACPL2	1.63475
WNT10B	-1.62475
BAIAP2L2	-2.39975
ISCA1	-0.215
C1orf125	-0.35325
RPAP1	-0.32725
RAI16	-0.3265
RPL27	-0.2125
NLRP9	-0.3805
EPN1	0.1285
LOC388610	-0.901375
SLC35A1	-0.0608
GAL	-2.88325
SLC14A2	0.3205
RDH11	0.458
FAM138F	-0.4565
AUH	-0.05775
FLJ40243	0.155
C14orf129	0.5315
MBD2	-0.701833333333333
ABHD14B	0.44125
PIGT	0.534125
ALS2CR4	-0.5865
ALAS1	0.1746
FOXO1	0.579166666666667
CRLF3	-0.424
C20orf107	0.2405
FARS2	0.5
CCDC28A	-0.797
NPHP3	-1.11
OR13F1	0.539
TSEN54	0.622
DEFB106B	0.1657
OR8B4	0.815
STH	0.4705
ZC3H14	-0.4695
CBX2	-0.2225
TMEM49	-1.341
C6orf21	0.135
FLJ20920	-0.469875
CRTAP	-0.578214285714286
DDX50	-0.268
STYXL1	-0.13825
BLVRB	0.4295
LOC147650	-0.270833333333333
MMP24	0.051
GRID1	1.62666666666667
BANF1	0.6
CTAGEP	0.23225
HMBS	-1.8915
SLC25A24	0.457333333333333
C14orf50	0.6305
MRO	0.516666666666667
SLC25A15	-0.95425
FAM84B	2.1571
TDP1	-0.271
C16orf78	0.0306666666666667
C11orf57	-0.5075
RFK	-0.3675
ZFYVE9	0.03725
STCH	-0.6634
WIBG	0.49225
LOC283871	-0.172
GBA2	-0.9467
NDUFB3	-0.17175
HSD17B13	-0.46425
GRIN3A	0.683166666666667
FMNL1	-1.01583333333333
SEPT7	-0.3768
GNLY	1.894
GRAMD1C	1.4625
ZNF165	0.40725
USP38	0.86425
FAM83A	0.556333333333333
C14orf24	1.252
ARMCX3	1.108375
ARHGDIB	-0.601833333333333
AK1	0.195625
KIAA1045	-0.044
DNAJB13	-0.108
NEU2	0.26
HIST1H4B	-0.0476666666666667
FAM20B	0.0654
HES2	0.537642857142857
FAM73B	-0.5648
LOC388381	0.40175
INTS7	-0.410545454545455
AMPH	2.10925
ZNF775	0.10725
UCKL1	0.536
C10orf97	-0.91475
C1orf161	-0.0215
ALDH1L1	-1.34225
FLJ39378	0.058625
SLC23A1	-0.4535
RBM4B	0.73
THAP4	0.147666666666667
OGFRL1	0.30925
KIAA0831	-0.362
PPP1R15A	-0.549833333333333
C1orf96	-0.143785714285714
C12orf11	-1.331
BMF	0.762875
MAN1A1	-0.401
KIAA1600	0.665666666666667
NLGN4X	-1.5175
ALOX12	-1.03616666666667
RB1CC1	-0.1087
NEIL2	-0.331
EIF4E	0.445636363636364
ABHD5	0.21425
EXOC4	-0.599666666666667
CIP29	0.407833333333333
BATF2	1.679
SLC29A4	-0.705875
HTR4	0.285
EMB	-0.836
TRAF6	-0.27075
LMNB1	-1.03875
FAM19A5	1.38125
SHE	1.2115
PIK3C2B	1.257
C15orf15	-0.5514
USP15	-0.1029
TCEAL2	-0.5365
C5orf39	-1.5535
PTGER2	0.7955
SLC31A1	-0.558125
IFT172	0.2765
ADAM29	0.34225
GFOD1	0.04425
ST7L	0.357166666666667
C15orf26	-3.045
PKN3	-1.76
CNTD1	3.561
COMMD1	0.2495
NTRK2	0.9975
FOXN3	0.1195
MFGE8	-0.3527
PFKFB2	-0.181833333333333
TAS2R4	-0.1045
ENTHD1	-0.065
PRMT5	-0.350625
MGC16384	-1.4075
LOC442229	-1.04675
TSKU	0.04475
KRTCAP3	3.373
PDLIM1	0.2592
KCNS2	0.32175
RNF126	-0.106833333333333
CEP63	-0.05475
CLIC4	-0.177875
hCG_1990170	-0.712
ACR	0.6607
KLK7	0.134
ALOX5AP	1.781625
RIPK3	2.1355
TAS2R9	0.258
C19orf18	-0.3075
BIRC6	0.323
ZNF16	1.304
RFT1	-0.09975
SLC8A2	-0.07475
TACC1	0.660625
ITGAD	0.8505
SAMHD1	1.00875
SH3PXD2B	0.9393
EPC2	0.712
C20orf85	0.39025
ATP13A2	-0.216166666666667
KRT4	0.267375
CAPNS1	0.59775
MDM2	-0.7175
PCDH20	2.0015
KCNK9	0.5715
OR2C1	0.014
KLHDC3	-0.864166666666667
IPPK	0.486
EFHD2	-0.32775
GALR3	0.591
NBEA	1.21333333333333
ABCA6	1.8254
CLDN3	2.161
AKT2	0.633785714285714
EGFR	-2.7117
RBM16	0.007875
ZDHHC3	0.2838
SLC25A4	0.7965
CYB5B	0.290666666666667
CPXM1	0.0765
NDRG1	0.147153846153846
FLJ43826	0.71925
OR5L2	-0.0131666666666667
FARP2	0.1741
MRPL46	-0.14275
LDHAL6B	0.0331666666666667
MAPKAPK3	-0.720333333333333
NCAM2	-1.8595
PRKD2	-0.0178333333333333
ZFP36L1	0.3067
CYSLTR1	-1.0345
OR4C3	0.4755
HIST1H2AJ	3.906
CCNB2	-0.977333333333333
ZNF10	-0.01575
TMEM175	0.4525
FAM134A	1.074
TIGD4	-0.5825
PCNP	-0.2745
MGC39715	0.27025
LQK1	-2.70125
CREB1	0.9783
TMPRSS3	-1.044
C4orf32	2.322
LAT	-1.59041666666667
KCNA3	0.5695
SKIV2L2	-0.843
ROPN1B	-3.512
tcag7.23	-0.612
CDT1	-1.735125
ZHX2	1.834875
CD28	-2.80525
ZNF624	2.84775
SEPT2	-0.117583333333333
SOHLH2	-2.009125
MCOLN3	0.617
UNQ1945	0.386
MASP2	-0.584
ZNRF3	0.7298
GPATCH3	-0.14925
AGL	0.5855
QRICH2	0.395
PSD4	1.2805
CCNB1IP1	-1.5
ENPP7	0.14375
OBFC1	0.69925
KCNG3	-0.135
C14orf79	1.00075
ENPEP	2.519
SCT	1.236
SKI	0.425625
SEC61G	-1.36675
CAPN11	0.0595
ATXN7L3	-0.2735
DBNDD1	0.825166666666667
FAIM	0.8825
ANKRD36	-0.076
GABRP	0.308333333333333
TACSTD2	1.82783333333333
EIF3J	-0.366
PPP2R2A	-0.45975
TEKT4	-1.17
PVALB	0.805
F10	-2.75683333333333
FAM134C	1.0346
COMP	4.450375
EFCBP1	-2.86175
SCLT1	0.684
TAL1	-1.3288
ACSL1	1.19425
ABCC5	1.17641666666667
ABL1	-0.520166666666667
RBBP7	0.0515
PTPRG	-1.185625
NCOR1	0.3128
SPINK4	-0.799833333333333
TXNRD1	-0.923
TNRC15	0.63075
C9orf138	0.361
UBE2H	0.6855
BRDT	0.885666666666667
C8orf31	0.0835
CCNE2	0.556636363636364
SLC6A8	-1.918625
CALCR	-2.83175
PPP1CB	1.03625
ABHD8	-0.3015
ARF5	0.1215
SLC24A4	0.2735
CCT3	0.829
ZNF121	0.438125
SLC3A2	-0.4984
OR13A1	0.2965
SLC5A10	-0.14175
RAD50	-0.113625
IER5	0.33625
MTHFD1L	-2.27
MBTPS2	0.51475
MVK	0.41975
NCL	0.1244
PSMD10	0.30425
MOBP	0.124
FLJ32894	0.0415
HRH1	-0.951666666666667
C5orf30	1.3305
NUDT16L1	0.8496
RASGRP3	3.09333333333333
PRKRIP1	-0.2068
CCDC75	-0.01025
LOC253970	0.37275
KIAA1239	-0.196
MED21	-0.6635
SYT11	0.192083333333333
NTSR2	-0.0305
EGFL11	0.0735
CXorf59	0.609
OR2A25	0.1965
SPTBN2	1.49775
LRMP	-1.50483333333333
RNF111	-0.249
PTH	-0.9055
LOC619208	0.0631666666666667
KIAA0895	0.33675
RANBP5	-1.157125
P2RY10	0.3335
NME5	1.9195
DDX21	-0.3445
LRSAM1	0.5
HDAC11	1.78883333333333
VMO1	1.67075
NOLA2	0.0205
ADAR	1.6115
MTO1	-1.54416666666667
SF4	0.261833333333333
P2RX1	0.135166666666667
HBM	0.1025
EN2	0.6155
C14orf172	0.31775
TM9SF2	0.3369
INHBE	-1.147
TCTE3	-0.131333333333333
TOX2	-2.30675
CTAGE3	0.597
HBB	2.9629
MED15	-0.968666666666667
CASR	-0.16375
C6orf66	-1.612
MTPN	-0.612625
UNC50	0.44775
C21orf33	0.080625
IRF2	1.134
PGR	-2.32133333333333
GPR84	1.5645
CROCCL1	-2.5325
SRPX	-1.64775
BRE	0.296
FGF10	0.233
SDC3	-0.267
ZRSR1	0.3985
DKFZP434P211	-0.156125
SOX6	-0.9855
RPUSD2	-0.28675
C14orf173	0.132916666666667
MAPK11	-0.861666666666666
TBC1D22A	0.308
FAM123A	-0.5625
COL4A6	-3.06516666666667
TOMM70A	0.56475
NAB1	-1.224
MGC16385	0.056125
TSPAN18	0.2195
MED31	-0.53825
PLG	-0.3865
CAPSL	3.0615
ZNF532	0.5893
ASB14	-0.215
CA8	0.48475
NUDT16P	-0.333666666666667
SLFN11	-1.5365
LRRIQ2	0.33275
NOL7	-0.235333333333333
BRMS1L	-0.430625
JARID1A	0.263333333333333
PANK2	-0.21075
ICAM3	-0.284
MDS1	0.028
TAF8	-0.724
RNF139	2.02975
ZNF594	0.184666666666667
ADAM8	0.7965
SFTPC	-0.22875
MAN2B2	1.299625
RGS12	0.8165625
EIF1AY	-4.73858333333333
LRRIQ1	-1.1045
GPR150	0.78875
CCDC21	-0.711
PRRG3	0.29775
SAA4	-4.365
RAPGEF5	0.834875
ZCCHC2	-0.0218333333333333
MGC39372	-0.016
PPP4R2	0.842333333333333
CDCA2	-2.2245
OR4D5	0.422166666666667
PTGFRN	0.931
SIGLEC5	1.38716666666667
C19orf61	-0.0793333333333333
NMUR2	0.1035
KIAA1586	-0.627333333333333
DAGLA	0.174333333333333
CHCHD6	0.64825
GPR32	0.6075
NEUROD6	0.148833333333333
SLC2A4RG	1.6501875
CA5B	0.64975
FBXL3	0.38225
MPHOSPH9	-0.8505
HMG2L1	0.326
HCN4	0.525666666666667
CEACAM19	0.34725
SH2D4B	0.223166666666667
HFE2	-0.5505
TGM4	-0.069
LYPD2	0.027
TBC1D15	-0.42325
MRPS21	0.5028
NONO	-0.1739
CLEC5A	0.107875
ITCH	-0.2282
MGAT3	-1.51533333333333
MBP	-0.73925
RPP25	-0.1615
SOSTDC1	-0.0295
HRC	0.98675
TRIM48	0.6615
TMEM133	-0.6605
ECEL1P2	-1.196
HOXC11	-0.2335
DOK5	-1.15125
HELZ	1.271
LOC348180	-0.61075
MGC33894	0.24375
ADRB3	0.213
DMD	-0.3535
PTRH2	-0.72525
MPEG1	2.13883333333333
NDUFA12	0.374333333333333
KRTAP2-4	-0.0101666666666666
STAMBPL1	-1.74883333333333
ADCY2	0.787166666666667
UNQ6125	0.447
KLHL20	0.3635
SRM	-0.65375
OTC	-0.03775
TMIE	-0.00416666666666667
SNX8	0.602
LIPK	-0.1305
CHURC1	-0.19425
KLC2	0.565666666666667
HDAC1	-0.486333333333333
FAM128A	0.938333333333333
FNDC3B	-0.8652
MTCP1	-0.095
WFDC10B	0.1195
PCDHGB3	0.361
ATRNL1	-0.079
CAV2	-1.144125
MED26	-0.2555
DUS1L	1.42075
CHRM3	-1.37075
NEK9	0.64925
WARS2	-0.65075
TBX22	-0.773
TOMM40	-0.7725
RP6-213H19.1	-1.45266666666667
TUBGCP5	-0.28925
IGSF6	3.83575
TPPP	1.50933333333333
UNQ6190	0.0765
GSTM5	-0.721375
BTD	-0.226666666666667
PDCD1LG2	0.244333333333333
SNRPB2	1.037
ERICH1	0.145125
APOA4	-1.358125
HOXA11	-1.4795
NARG1	0.240375
MKX	-0.45825
RAB28	-0.0347857142857143
PKP3	2.1565
SH3GL2	-1.4705
CTSO	4.005
RPN2	0.71375
IL28RA	0.0976666666666667
SFMBT1	0.57025
WDR57	-0.253375
FER1L3	-0.00249999999999999
HSF5	0.2435
TTC9B	1.2755
C4BPA	-4.33566666666667
ALB	-3.2805
SORBS3	0.184625
UPF2	0.4245
JPH1	-0.1805
AGBL2	-0.17525
DOPEY1	1.122
TERF1	0.284583333333333
KIF22	1.13766666666667
NINJ1	-0.04275
SEC61A2	0.36075
HIST1H1D	0.7615
SFXN4	0.82275
UCP3	-0.1019
ZNF703	2.77466666666667
MYL6B	-0.828
TREM1	0.39725
OR52E6	0.9375
CKMT2	1.17775
HLA-C	2.06125
SLC13A3	1.084
TIMP4	-3.1145
SLIT2	2.9225
RSF1	-0.127666666666667
LONRF1	-1.27385714285714
MON1A	-0.0563333333333333
CACNG6	2.32433333333333
DPPA4	-5.35216666666667
ZSWIM3	1.082
ZNF804A	0.189
CCIN	0.8065
SLC25A31	0.21425
KCNMB4	0.21725
RABL5	0.45925
GALNS	-0.0184
STX6	0.1185
HIST1H1C	1.0345
CIDEB	-1.297875
CASP4	-0.0411666666666667
PDK3	-0.4889
KCNJ11	1.7045
TPR	-0.2405
ZSCAN20	-0.8755
MTX2	-0.1015
HIST1H2BH	0.5635
LOC283767	1.74225
LYRM7	-1.06188888888889
BRD3	0.175166666666667
HIST1H2BO	0.4455
MAGEB10	0.3175
SLC45A1	0.86075
SERPINA3	2.31965
KIAA0143	2.2895
KCNJ16	0.0581666666666667
KRT79	-0.36375
FABP2	-0.14775
NUT	-0.01875
ZNF57	0.15625
FBXL4	-0.249375
CLEC9A	0.106
UGT8	-1.33583333333333
BMP2K	-0.13775
MAPK4	-2.0975
SLC25A23	-0.5679
HINT1	-0.1072
KRTAP13-1	0.2575
SFXN5	0.2369
CHCHD2	-0.0889166666666667
FAM3D	0.522
NDP	-3.37775
RHOBTB1	-0.253166666666667
SLC4A4	-0.723625
RPL38	-0.41125
HTF9C	-0.216166666666667
AP2A2	0.710375
ZBTB46	0.637
MAP7D1	0.093
AOX1	-0.584333333333333
CYR61	0.205666666666667
DTNA	0.628928571428571
JRKL	-1.58725
TMOD3	-0.212
EEA1	0.1949
ADCK5	0.06775
IL1R1	0.45
KLK3	0.374642857142857
HRSP12	0.179
KTN1	0.00525
LOH11CR2A	-0.7874
RELL2	-0.8195
MAB21L1	0.83975
C20orf59	-0.475333333333333
PHKB	-0.38725
ADAM2	4.5585
TBC1D8B	0.599
FAM13A1	-1.62975
LAPTM4B	1.35983333333333
LCN8	0.024
TMEM147	0.2075
SYT4	0.541166666666667
XPO7	-1.7835
C9orf62	1.02225
GPR75	0.3205
TRIM5	0.03775
APOC1	-0.249
RNASE4	0.741
PARD6B	-1.68075
ARID1A	0.31675
TPD52L3	-0.0997
RRAGB	0.488166666666667
RCN2	-0.0883333333333333
HIST2H2BE	1.259
STARD7	-0.237
SHMT2	-1.2615
KIAA1751	0.1565
MLYCD	0.781875
LOC162632	-0.8643
UQCRH	-1.41975
RP11-217H1.1	0.5200625
SDHA	-0.702
NCLN	-0.053
ZNF17	0.00166666666666667
RCBTB2	-1.505
VEGFB	-0.0406
RP4-747L4.3	0.368
COLQ	0.0149
MPN2	-0.677166666666667
DRG2	1.2465
KLRB1	3.5815
ALPK2	-3.1165
DNASE2B	1.52775
FLJ23834	0.317333333333333
AXUD1	0.803666666666667
SAFB	-0.1198
NSUN4	-0.45225
RFX2	0.795
MAPK8IP1	0.0686666666666667
FANCD2	-0.4055
ANKZF1	-1.665
C19orf50	-0.962375
DUSP8	2.37575
SENP5	-0.259125
NFKBIL2	-0.135
LBR	-0.986
IGFL1	-0.0525
LZTS2	0.31425
IL2RG	-0.61575
CCDC51	0.4935
KLF3	0.438125
ANKRD37	-1.51375
KCTD14	-2.43266666666667
FZR1	0.42275
SLC44A4	3.3423
ESPL1	-0.2815
GMPR2	-0.5224
TBC1D19	-1.00233333333333
ERGIC1	0.767222222222222
ERBB4	3.451
TSPAN32	0.117666666666667
MAP4	-0.00149999999999999
GPHN	0.47075
SLC6A2	4.19675
HIVEP1	0.127
DFFB	-0.4516
EIF4EBP2	0.36175
DMRT1	0.033
HSPB6	-0.29075
IER2	-0.272666666666667
AIFM1	0.09325
WWC2	0.624583333333333
MRPL4	-0.7435
FLJ21062	-0.223
EPB41L4A	-0.276083333333333
SH2D6	0.42875
TAF4B	-1.1595
GAL3ST3	-0.091
MALT1	-1.15216666666667
RTDR1	-0.04175
ARVCF	0.4955
MEX3B	-1.14366666666667
FBXO16	-0.33775
KIF7	-1.62025
C1QC	3.59366666666667
ZNF783	-1.503
ZNF85	-0.60625
MMP13	5.7355
KIAA0329	0.595375
RTP3	-0.575
ZBED3	-0.32675
CLGN	-1.742
SLC25A37	-2.27870833333333
hCG_18290	-0.24425
OR5AS1	0.227
SMARCC2	0.561416666666667
FAM109A	0.435666666666667
CCDC12	0.19
USF2	0.6006
DEPDC7	-2.72875
C20orf24	-0.107833333333333
JMJD3	0.5965
DSP	1.27042857142857
SLIC1	0.207125
FAM20A	1.380625
IRF2BP2	-0.15875
ZNF230	0.112
MSN	-0.8975
SLC9A5	-1.1915
EPDR1	-1.9708
MUSK	0.290333333333333
ZNF434	0.0556666666666667
SMARCD1	-0.517333333333333
ZFP106	-0.7375
ZNF347	0.1697
GTF2E1	-0.04525
