Hybridization REF	TCGA-AO-A124-01A-11R-A10J-07
WIBG	-0.5415
LOC283871	-0.0393333333333333
GBA2	-0.556
NDUFB3	-0.108
HSD17B13	-0.36525
GRIN3A	2.1215
FMNL1	-1.11616666666667
SEPT7	-0.153
GNLY	2.229
GRAMD1C	0.800333333333333
ZNF165	1.4655
USP38	0.75075
FAM83A	-3.1495
C14orf24	-0.07725
ARMCX3	-0.101875
ARHGDIB	1.05466666666667
AK1	0.796625
KIAA1045	0.879
DNAJB13	-0.242
NEU2	0.346
HIST1H4B	0.252
FAM20B	0.4829
HES2	0.343857142857143
FAM73B	-0.847
LOC388381	0.3795
INTS7	0.433181818181818
AMPH	0.64425
ZNF775	-0.457875
UCKL1	-0.096
C10orf97	0.00499999999999999
C1orf161	0.2305
ALDH1L1	1.03775
FLJ39378	-0.844375
SLC23A1	-1.4235
RBM4B	0.45375
THAP4	0.239333333333333
OGFRL1	3.33525
KIAA0831	-0.209
PPP1R15A	0.0211666666666667
C1orf96	-0.153142857142857
C12orf11	-0.078
BMF	-0.162375
MAN1A1	-2.1895
KIAA1600	0.0675
NLGN4X	-1.62625
ALOX12	-0.637666666666667
RB1CC1	0.2157
NEIL2	-1.1523
EIF4E	-0.335045454545455
ABHD5	1.025
EXOC4	-0.508833333333333
CIP29	-0.36
BATF2	1.51
SLC29A4	0.354125
HTR4	0.44875
EMB	-2.4605
TRAF6	1.6455
LMNB1	-0.91475
FAM19A5	-2.1925
SHE	0.59375
PIK3C2B	0.656
C15orf15	-0.9561
USP15	-0.4722
TCEAL2	2.24125
C5orf39	0.535166666666667
PTGER2	0.12875
SLC31A1	0.1983125
IFT172	1.058
ADAM29	0.41225
GFOD1	0.8795
ST7L	0.592166666666667
C15orf26	-2.832
PKN3	-1.9045
CNTD1	1.225
COMMD1	1.467625
NTRK2	1.86541666666667
FOXN3	0.592875
MFGE8	2.6336
PFKFB2	0.132833333333333
TAS2R4	0.01375
ENTHD1	-0.261166666666667
PRMT5	-0.7465
MGC16384	-1.631875
LOC442229	0.38325
TSKU	-0.455
KRTCAP3	3.49875
PDLIM1	0.4136
KCNS2	-0.13275
RNF126	-0.877166666666667
CEP63	-0.5555
CLIC4	-0.072
hCG_1990170	-0.23725
ACR	0.6236
KLK7	5.04225
ALOX5AP	1.95975
RIPK3	2.6465
TAS2R9	0.509
C19orf18	-0.3325
BIRC6	0.0458571428571428
ZNF16	0.9565
RFT1	-0.56875
SLC8A2	-0.48
TACC1	-0.845625
ITGAD	0.1105
SAMHD1	0.78425
SH3PXD2B	2.3026
EPC2	0.774
C20orf85	0.4425
ATP13A2	-0.589333333333333
KRT4	0.144625
CAPNS1	-0.177
MDM2	-0.722416666666667
PCDH20	0.343
KCNK9	0.527
OR2C1	0.3605
KLHDC3	0.277
IPPK	0.308
EFHD2	-1.723625
GALR3	0.536
NBEA	-3.11216666666667
ABCA6	1.1713
CLDN3	1.88283333333333
AKT2	-0.814571428571429
EGFR	0.8136
RBM16	0.735625
ZDHHC3	0.293
SLC25A4	0.935166666666667
CYB5B	-1.052
CPXM1	-0.796
NDRG1	0.381
FLJ43826	0.16
OR5L2	-0.123666666666667
FARP2	-0.3532
MRPL46	0.199083333333333
LDHAL6B	0.2475
MAPKAPK3	-0.239166666666667
NCAM2	-2.75425
PRKD2	-0.097
ZFP36L1	0.8553
CYSLTR1	-1.5695
OR4C3	0.33425
HIST1H2AJ	1.1165
CCNB2	-0.991888888888889
ZNF10	-0.261125
TMEM175	0.12
FAM134A	-0.157833333333333
TIGD4	0.191
PCNP	-0.48175
MGC39715	-0.10525
LQK1	-0.67925
CREB1	0.8129
TMPRSS3	0.7
C4orf32	-1.26275
LAT	-2.6155
KCNA3	-0.113
SKIV2L2	-0.3065
ROPN1B	4.99975
tcag7.23	-0.648
CDT1	-1.119125
ZHX2	1.788
CD28	-4.03075
ZNF624	-0.0755
SEPT2	-0.109833333333333
SOHLH2	-0.261375
MCOLN3	1.288375
UNQ1945	0.3215
MASP2	-0.9485
ZNRF3	-0.8985
GPATCH3	-0.47
AGL	-0.081375
QRICH2	0.166
PSD4	1.454
CCNB1IP1	-0.95325
ENPP7	0.1695
OBFC1	-0.373
KCNG3	-1.1545
C14orf79	-0.33825
ENPEP	1.32066666666667
SCT	-0.0235
SKI	0.623875
SEC61G	-0.434
CAPN11	0.0715
ATXN7L3	0.58175
DBNDD1	-0.989
FAIM	1.46375
ANKRD36	-0.361
GABRP	5.28033333333333
TACSTD2	2.58616666666667
EIF3J	-1.01725
PPP2R2A	-1.84375
TEKT4	-1.37216666666667
PVALB	-4.60016666666667
F10	-4.29316666666667
FAM134C	0.6603
COMP	2.683125
EFCBP1	-2.69425
SCLT1	0.756875
TAL1	-1.2457
ACSL1	-0.326
ABCC5	0.604
ABL1	-0.221111111111111
RBBP7	0.802583333333333
PTPRG	-1.47125
NCOR1	-0.1482
SPINK4	-1.68216666666667
TXNRD1	-1.3741
TNRC15	-0.069375
C9orf138	0.5895
UBE2H	0.269
BRDT	0.0665
C8orf31	-0.1465
CCNE2	-0.0189090909090909
SLC6A8	-0.834125
CALCR	-4.56875
PPP1CB	1.45275
ABHD8	-0.00925
ARF5	-0.0475
SLC24A4	0.70625
CCT3	0.24725
ZNF121	0.74175
SLC3A2	-1.0239
OR13A1	0.1435
SLC5A10	0.02125
RAD50	-0.680125
IER5	-0.266
MTHFD1L	0.506375
MBTPS2	0.31625
MVK	-1.466625
NCL	-0.0169
PSMD10	-0.4015
MOBP	0.134125
FLJ32894	-0.0765
HRH1	-0.5965
C5orf30	-0.79725
NUDT16L1	1.2438
RASGRP3	3.99183333333333
PRKRIP1	-0.8791
CCDC75	-0.81575
LOC253970	-0.046
KIAA1239	-0.119
MED21	0.442
SYT11	-0.0801666666666667
NTSR2	-0.119
EGFL11	0.4
CXorf59	0.5295
OR2A25	0.353
SPTBN2	0.3565
LRMP	-1.79616666666667
RNF111	-0.54125
PTH	-0.00600000000000001
LOC619208	1.66466666666667
KIAA0895	2.05225
RANBP5	-0.288875
P2RY10	0.209666666666667
NME5	-0.745666666666667
DDX21	0.27075
LRSAM1	-0.8795
HDAC11	-0.098
VMO1	1.92875
NOLA2	-0.203166666666667
ADAR	0.880333333333333
MTO1	0.457333333333333
SF4	0.309666666666667
P2RX1	-0.2335
HBM	0.30375
EN2	0.348
C14orf172	0.805
TM9SF2	0.2244
INHBE	-0.744833333333333
TCTE3	0.119833333333333
TOX2	-4.05475
CTAGE3	0.02775
HBB	2.7289
MED15	-0.795833333333333
CASR	0.286
C6orf66	1.14283333333333
MTPN	-0.726875
UNC50	0.23375
C21orf33	-1.40175
IRF2	1.155625
PGR	-2.28116666666667
GPR84	2.2595
CROCCL1	-2.79775
SRPX	-2.98275
BRE	0.585
FGF10	0.14375
SDC3	-0.2875
ZRSR1	-0.152333333333333
DKFZP434P211	-0.47025
SOX6	0.8845
RPUSD2	-0.673
C14orf173	-0.328666666666667
MAPK11	-1.53466666666667
TBC1D22A	-0.5895
FAM123A	-0.8345
COL4A6	-4.67316666666667
TOMM70A	0.084
NAB1	0.58325
MGC16385	-0.108375
TSPAN18	0.179166666666667
MED31	-0.67125
PLG	-0.6395
CAPSL	-0.1365
ZNF532	1.7125
ASB14	0.03925
CA8	0.6595
NUDT16P	1.089
SLFN11	-0.129
LRRIQ2	0.34275
NOL7	0.509
BRMS1L	0.683625
JARID1A	0.531333333333333
PANK2	-0.364
ICAM3	-1.705
MDS1	-0.58125
TAF8	-0.17225
RNF139	0.69475
ZNF594	0.427166666666667
ADAM8	1.198625
SFTPC	-0.01425
MAN2B2	-0.08975
RGS12	-0.129625
EIF1AY	-4.55991666666667
LRRIQ1	-0.152333333333333
GPR150	0.59325
CCDC21	-0.755833333333333
PRRG3	2.136
SAA4	0.7605
RAPGEF5	0.9895
ZCCHC2	-0.441666666666667
MGC39372	-0.193
PPP4R2	0.184833333333333
CDCA2	-1.219
OR4D5	1.09516666666667
PTGFRN	1.5311
SIGLEC5	1.053
C19orf61	-1.31383333333333
NMUR2	0.227
KIAA1586	0.159333333333333
DAGLA	0.8595
CHCHD6	-0.3815
GPR32	0.268
NEUROD6	0.295333333333333
SLC2A4RG	0.0783125
CA5B	0.37875
FBXL3	0.12875
MPHOSPH9	-1.54
HMG2L1	0.03475
HCN4	0.461833333333333
CEACAM19	1.8225
SH2D4B	0.189833333333333
HFE2	-0.2055
TGM4	-0.361666666666667
LYPD2	-0.118
TBC1D15	-0.21275
MRPS21	-0.4076
NONO	0.5266
CLEC5A	1.308875
ITCH	0.8166
MGAT3	0.3335
MBP	-0.4825
RPP25	0.29725
SOSTDC1	2.8995
HRC	-1.8285
TRIM48	0.023
TMEM133	0.22275
ECEL1P2	-1.0865
HOXC11	1.258
DOK5	2.3555
HELZ	0.0188333333333333
LOC348180	-0.133
MGC33894	0.16475
ADRB3	0.3905
DMD	1.59908333333333
PTRH2	-0.26475
MPEG1	1.84266666666667
NDUFA12	0.123
KRTAP2-4	-0.05375
STAMBPL1	-2.05466666666667
ADCY2	0.0693333333333333
UNQ6125	0.2195
KLHL20	0.280333333333333
SRM	-1.85525
OTC	0.111
TMIE	0.825666666666667
SNX8	1.06175
LIPK	-0.0995
CHURC1	-0.705083333333333
KLC2	0.078
HDAC1	-0.244666666666667
FAM128A	-0.2685
FNDC3B	1.5829
MTCP1	0.432
WFDC10B	0.1285
PCDHGB3	0.1565
ATRNL1	-1.3209
CAV2	-0.927375
MED26	0.367666666666667
DUS1L	0.251
CHRM3	0.840125
NEK9	0.01825
WARS2	0.94975
TBX22	-0.069
TOMM40	-0.9995
RP6-213H19.1	0.175333333333333
TUBGCP5	-0.9085
IGSF6	2.23
TPPP	-0.00966666666666667
UNQ6190	0.123
GSTM5	-0.318
BTD	0.493666666666667
PDCD1LG2	1.05466666666667
SNRPB2	-0.605833333333333
ERICH1	-1.680875
APOA4	-1.585
HOXA11	-1.13575
NARG1	0.297625
MKX	-0.62625
RAB28	-0.8735
PKP3	1.94775
SH3GL2	-1.12125
CTSO	2.2535
RPN2	0.2413125
IL28RA	0.633833333333333
SFMBT1	-0.18775
WDR57	-0.78875
FER1L3	-0.269
HSF5	0.0421666666666667
TTC9B	0.07275
C4BPA	-2.1535
ALB	-4.30757142857143
SORBS3	-0.593875
UPF2	0.5795
JPH1	0.4315
AGBL2	-0.4575
DOPEY1	2.8055
TERF1	-1.02883333333333
KIF22	-0.837833333333333
NINJ1	-0.519
SEC61A2	-0.3955
HIST1H1D	-0.176166666666667
SFXN4	-0.8975
UCP3	0.1053
ZNF703	-0.00683333333333333
MYL6B	-0.68325
TREM1	2.04975
OR52E6	0.3295
CKMT2	2.91275
HLA-C	2.096625
SLC13A3	-1.3385
TIMP4	-2.21725
SLIT2	0.4665
RSF1	-0.320333333333333
LONRF1	-1.23392857142857
MON1A	0.252666666666667
CACNG6	-2.112
DPPA4	-5.903
ZSWIM3	-0.91775
ZNF804A	-0.0371666666666667
CCIN	1.163
SLC25A31	0.303
KCNMB4	-2.42525
RABL5	0.082875
GALNS	-0.0967
STX6	0.916625
HIST1H1C	-0.784
CIDEB	0.29275
CASP4	-0.739
PDK3	1.7646
KCNJ11	0.143
TPR	0.422375
ZSCAN20	0.5225
MTX2	-0.24425
HIST1H2BH	1.00325
LOC283767	0.19725
LYRM7	-1.26944444444444
BRD3	-0.149833333333333
HIST1H2BO	1.45425
MAGEB10	0.185
SLC45A1	0.0055
SERPINA3	2.38665
KIAA0143	0.84225
KCNJ16	0.175333333333333
KRT79	0.3525
FABP2	0.17225
NUT	0.66925
ZNF57	-0.54825
FBXL4	0.995625
CLEC9A	-0.0395
UGT8	3.11366666666667
BMP2K	-0.51275
MAPK4	2.64575
SLC25A23	-1.213
HINT1	-0.1855
KRTAP13-1	0.27
SFXN5	-0.2032
CHCHD2	0.673583333333333
FAM3D	3.594
NDP	-2.659375
RHOBTB1	0.0606666666666667
SLC4A4	-1.153875
RPL38	0.2695
HTF9C	-0.397666666666667
AP2A2	0.875625
ZBTB46	-0.0025
MAP7D1	-0.315125
AOX1	-2.06433333333333
CYR61	0.50875
DTNA	1.49071428571429
JRKL	0.34875
TMOD3	-0.97675
EEA1	0.2756
ADCK5	0.0875
IL1R1	0.5095
KLK3	0.240214285714286
HRSP12	-0.71625
KTN1	-0.31
LOH11CR2A	0.7609
RELL2	-0.78125
MAB21L1	0.5645
C20orf59	-1.3645
PHKB	-0.32875
ADAM2	-0.639166666666667
TBC1D8B	0.109166666666667
FAM13A1	-0.063875
LAPTM4B	-0.819083333333333
LCN8	-0.0485
TMEM147	0.4925
SYT4	-0.282
XPO7	-0.803
C9orf62	1.10625
GPR75	1.1665
TRIM5	0.928
APOC1	-2.37033333333333
RNASE4	-2.43616666666667
PARD6B	-3.596625
ARID1A	0.14775
TPD52L3	0.2524
RRAGB	1.39483333333333
RCN2	0.583333333333333
HIST2H2BE	0.266125
STARD7	0.46975
SHMT2	-0.35175
KIAA1751	0.0306666666666667
MLYCD	-0.066875
LOC162632	0.0208
UQCRH	-0.1225
RP11-217H1.1	0.971625
SDHA	-1.09816666666667
NCLN	-0.5981
ZNF17	0.666
RCBTB2	-1.96975
VEGFB	-1.1168
RP4-747L4.3	1.3045
COLQ	0.2445
MPN2	-0.460833333333333
DRG2	-0.32975
KLRB1	2.617
ALPK2	-2.58925
DNASE2B	0.35175
FLJ23834	-0.1905
AXUD1	0.252
SAFB	-0.2893
NSUN4	0.7285
RFX2	-1.1225
MAPK8IP1	-0.291333333333333
FANCD2	-0.639642857142857
ANKZF1	-1.40583333333333
C19orf50	-0.12425
DUSP8	0.678
SENP5	1.734625
NFKBIL2	-0.4495
LBR	0.152125
IGFL1	-0.188
LZTS2	0.246125
IL2RG	-0.89625
CCDC51	-0.19725
KLF3	-0.04675
ANKRD37	-0.7075
KCTD14	2.20716666666667
FZR1	0.105083333333333
SLC44A4	2.428
ESPL1	-0.51175
GMPR2	-0.8437
TBC1D19	-1.35966666666667
ERGIC1	-0.377888888888889
ERBB4	-1.6787
TSPAN32	-0.09275
MAP4	0.1765
GPHN	-2.9795
SLC6A2	1.189375
HIVEP1	1.062
DFFB	-0.392
EIF4EBP2	1.3035
DMRT1	1.32125
HSPB6	0.154
IER2	0.331166666666667
AIFM1	0.3875
WWC2	0.186416666666667
MRPL4	0.48
FLJ21062	-0.7165
EPB41L4A	-1.00808333333333
SH2D6	0.4985
TAF4B	1.4215
GAL3ST3	-0.4145
MALT1	0.648333333333333
RTDR1	0.60575
ARVCF	0.1505
MEX3B	0.3385
FBXO16	-0.32225
KIF7	-0.39775
C1QC	3.061
ZNF783	-0.528
ZNF85	-0.37675
MMP13	-0.0465
KIAA0329	0.306625
RTP3	1.5495
ZBED3	0.782
CLGN	-2.691
SLC25A37	-0.532166666666667
hCG_18290	-0.38725
OR5AS1	0.128
SMARCC2	-0.00299999999999997
FAM109A	-0.0158333333333333
CCDC12	-0.521
USF2	0.0992
DEPDC7	-1.436
C20orf24	-0.653
JMJD3	0.523
DSP	2.27085714285714
SLIC1	0.483875
FAM20A	3.013625
IRF2BP2	1.1515
ZNF230	-0.4715
MSN	0.897785714285714
SLC9A5	-2.1375
EPDR1	-3.3841
MUSK	0.097
ZNF434	-0.367333333333333
