Hybridization REF	TCGA-AO-A0J7-01A-11R-A034-07
SIRT6	0.8255
CCL19	2.412
PPIL1	-1.47766666666667
GBP7	0.5846
STK17A	-1.7405
ABR	1.0625
OR9G1	0.4185
FOXE1	-0.530375
CNGA3	0.004
GML	0.4785
CD38	-3.922
ZDHHC6	-0.0235
NEFH	-2.879
CTDSP2	0.188833333333333
PGBD5	2.14916666666667
CCNY	-0.163571428571429
RMND5B	0.93525
ZNF257	0.1365
FLJ22167	0.178875
EXOSC7	0.0961666666666667
ROR2	2.55425
MAOA	-2.721125
TNNT3	-1.17283333333333
GYPC	-1.72725
C7orf33	1.3585
PLIN	0.9225
LOC90826	-1.236
RNF4	-0.2189
F8A1	0.172666666666667
PLEKHG4	0.12075
GRB2	0.1205
HIST1H2AD	0.6365
DUS3L	-0.2375
EIF1	-0.238166666666667
RP5-1077B9.4	-0.949166666666667
FPGT	1.14875
GDF10	-1.7194
COQ9	-0.2355
GCC2	-0.536071428571429
RARRES3	1.036625
PLXNA1	-0.6068
KIAA0100	-0.9764
PMF1	0.24475
FNDC1	5.64675
HS2ST1	-0.440166666666667
CRELD2	0.1375
C8G	-1.5435
CD82	-0.745
LIM2	-1.303
UNQ6490	-3.501
MMP16	-0.72025
DRD3	-0.39925
C5orf26	0.56525
C11orf73	-0.451
PTP4A2	-0.234
OR4M2	0.193
HPCA	-1.35233333333333
SEC14L1	-0.9065
CHFR	-0.0775
EMILIN1	0.632875
NDUFS4	0.2055
COL18A1	-0.090875
PDZD3	-0.0624
C9orf16	-0.0606666666666667
ERBB2IP	0.631333333333333
EMX2	2.1105
FUS	-0.42225
TF	-4.131
CLCN4	-0.8485
CXorf56	-0.13125
C11orf72	0.16375
ELAC2	-0.16
NPR1	-1.52725
ASS1	-3.53666666666667
USP42	-0.8335
POLR2J	-0.575
SEC23IP	0.811833333333333
UQCRC1	0.43175
LOC729603	-1.80825
C1orf71	0.093
POLG	-1.826
ADAM23	-3.52075
TFR2	-1.3985
RICTOR	-1.144
MGC39606	-0.388
C19orf55	0.33875
SNAPC1	-1.73383333333333
GNA11	1.158
CCDC52	1.19333333333333
FSIP1	6.055
UPF3A	-0.327875
IGSF11	-2.4255
LAGE3	0.36725
CHST6	-2.118
UNC13B	-0.068875
TTLL4	0.204375
ZNF687	0.375125
SDC2	1.2945
COX7A2	-0.2165
LAMB4	-0.592
FAM24A	0.44
LRRTM3	-0.6566
GPHB5	0.86775
OR4C13	1.0355
EIF3EIP	0.424857142857143
HABP4	-1.416
TMEM125	3.32675
CNTN2	0.447
ASNSD1	0.0365
FUT4	-2.064
ACF	-4.03725
LOC158381	0.0945
CDH8	-0.364666666666667
AGPS	-0.5885
C4orf18	6.165875
PECI	-0.206666666666667
UNG	-0.043
GSTP1	-3.337
DCUN1D5	-1.52666666666667
DKFZP564J0863	-2.3305
SLC9A3R1	2.102625
BCDO2	0.05425
CHMP7	0.14875
REM2	0.685
DNHD1	-0.273125
FKBP4	0.366625
ZNF350	2.3475
MGC11102	-0.044375
BST1	0.393
KISS1R	1.254
NCR2	0.375
DEFB125	-0.3955
UBE2W	0.60425
KRT15	0.52625
C10orf99	0.369
SCN11A	-0.323625
GFI1	-3.6475
RDHE2	0.349166666666667
FHL1	-2.2415
OSGEP	0.325666666666667
GATA1	-3.14733333333333
SMC6	-0.8315
TTTY14	-0.9905
LPIN3	-0.1235
RPL4	-0.5225
RBPMS	-0.3829
PRPF3	-0.0518333333333333
EMR1	-2.5935
SPATA19	0.2735
XCR1	0.301
IRX3	2.4067
RBM6	-0.53675
KLF4	-0.9059
UNC5CL	-0.3385
SEBOX	-0.4755
BTK	-1.5485
KRCC1	0.11525
C6orf27	0.7105
SYTL5	-0.412
PRND	3.093875
LOC653319	-1.049
PIGL	0.271
HUS1	-1.36066666666667
SFRS6	-0.338166666666667
C17orf77	0.782
UIMC1	0.0045
FXYD2	-1.9185
LOC283152	2.011
ZNF667	-2.35175
ZCCHC12	-0.169
TFEC	1.0887
ATP7B	1.473
POLD2	-0.852166666666667
RG9MTD1	0.997
ACOT2	0.418166666666667
HIST1H4I	-1.302125
PPARGC1A	-3.09411111111111
ETFA	-1.8309
POLRMT	0.12075
ZNF146	0.56175
MIA2	-4.157
KLHL6	-1.72733333333333
HOXB5	-1.009125
NENF	0.6195
CUGBP1	-0.01675
PRSS22	2.21983333333333
CASC4	0.5685
CUL4B	-0.0589
CENPJ	-1.1349
PITX1	1.65233333333333
FLJ31033	-0.186166666666667
CELSR3	1.35233333333333
ZNF568	0.369
ITSN1	-0.74875
EHBP1L1	-1.32533333333333
C19orf2	-0.56875
DCTN1	0.247
LIN28B	-3.72233333333333
TNKS2	0.54775
C1QBP	0.1725
CADPS2	0.576
SRMS	0.43975
GJA9	0.036
MGC24975	0.942166666666667
TRIM45	-0.956
TSP50	0.07725
TCP1	-1.756
TMED7	0.3884
CMA1	0.9865
CENPL	-0.508833333333333
PTCRA	0.093
FST	-4.319
VWCE	-4.38775
PAWR	-0.136
ABCC12	0.9545
LDLR	-1.6632
ASTN2	0.0574
LOC441212	-1.212125
GPATCH8	0.128
TANC2	0.0486666666666666
KIF4A	-0.78825
C18orf18	-0.89775
PGM1	-2.46725
KIAA0258	-0.217
CPD	1.73575
SNCAIP	-1.885
DCT	-4.39216666666667
HLA-DOA	2.256
OR11L1	0.672
UPK1B	-0.603
DNAJB4	-1.43975
UGT1A8	-0.26925
HIST1H4L	-1.1555
PECR	-0.699333333333333
HSPA2	1.99725
WFIKKN1	-2.1555
SERP1	2.03725
SYDE2	0.371
TACR2	1.042
NUP85	0.06975
CD177	-0.7085
LGR5	-1.99483333333333
PIGG	-0.642666666666667
PTHR1	-2.04933333333333
RAB5A	0.0841
FLJ13224	0.238
USP9Y	-2.17616666666667
C7orf53	-1.7945
LRP1B	-1.69325
XAF1	-0.2138
ABCG8	0.8295
ANKDD1A	-0.513833333333333
DAND5	-0.3125
SPAG6	6.317
LINCR	1.16875
ZDHHC22	3.090375
CCDC60	1.051
THOC7	-1.08116666666667
TCTA	1.9133
OR8K3	0.26575
NY-REN-7	-1.3875
B2M	0.167666666666667
C6orf141	0.086625
LPPR4	1.62875
SQLE	-0.5405
SEPHS1	-0.62175
BTBD14B	0.869714285714286
PLRG1	-1.36675
SPG7	-0.4954375
ZNF614	0.413
PARD6G	0.563833333333333
INPP5B	-0.928
GRPEL2	0.367625
PPID	-1.0266
TRIM56	-0.70875
UBE2J1	-1.166125
IL20RA	1.12225
LOC387856	0.2785
C1orf107	1.33933333333333
UTS2R	1.05675
C19orf22	0.2005
SAFB2	-0.374875
KIAA0652	0.036375
KLRG1	-1.516
MS4A8B	2.53716666666667
FRAG1	0.17925
KIAA1546	-0.496
E2F4	-0.9678
CLEC4M	0.8542
BTBD14A	-0.87325
KIAA0999	1.5324
GYPA	-3.608
TAC1	0.1183
TRAIP	0.266166666666667
KIAA0232	0.5714
ERCC8	-0.885625
GPX4	0.109125
KIAA0368	0.36475
GPR157	-0.522
CTAGE4	-0.45
C9orf30	-1.31216666666667
OR52A1	0.1745
HSP90B3P	-0.3745
ALG9	-0.6063
BTBD10	0.37375
SDK2	-0.807
BAIAP3	-1.493
RABGGTB	-0.12525
ANKRD40	-0.157166666666667
KRT74	0.383
CALCOCO2	0.577357142857143
SNCA	-3.83175
TMSL8	-5.564125
C2orf53	-1.0945
ESRRB	-0.66625
ARHGAP26	-2.09575
TDRD9	-2.9725
HRAS	-0.2825
KLRC4	-2.57
JAGN1	0.714
BSDC1	0.367
RNF43	0.7776
NDUFAF1	0.06325
PHF12	0.61825
OR1L3	0.12075
FOLR2	0.921666666666667
LYZL6	-0.089
tcag7.1260	-2.6655
WSB1	-1.4535
PROS1	-2.17922222222222
OSTN	0.7445
PSMB8	-0.92375
SOCS4	-0.027875
DDIT4L	-0.9975
MAS1	0.1235
MGC34796	2.16725
CSHL1	-0.1155
TBCCD1	0.458666666666667
ZBTB7C	-0.0275
AP2S1	-0.0845
P15RS	-0.2839
VAT1	-0.5548
SHANK3	0.927333333333333
TUFM	0.118833333333333
THEG	-0.3745
KRT34	-1.754
SGSM3	0.110875
TOMM22	-0.41275
SOCS3	0.931666666666667
CPO	1.378
POP4	0.75825
BHLHB3	0.08275
MALL	-0.22525
OR1B1	0.3715
PARK2	-0.200166666666667
GPR124	-0.199625
LCE1E	0.1195
RUVBL2	0.31875
CGRRF1	0.8386
ACPL2	1.097
WNT10B	-1.88575
BAIAP2L2	-1.957625
ISCA1	0.723
C1orf125	0.130125
RPAP1	-0.97875
RAI16	0.894333333333333
RPL27	0.092875
NLRP9	0.558
EPN1	0.2105
LOC388610	-0.861375
SLC35A1	0.2851
GAL	-3.94125
SLC14A2	-0.07425
RDH11	-0.9665
FAM138F	0.273
AUH	0.56875
FLJ40243	0.42025
C14orf129	-0.310833333333333
MBD2	-0.701333333333333
ABHD14B	1.121875
PIGT	0.176125
ALS2CR4	-0.682375
ALAS1	0.613
FOXO1	0.896666666666667
CRLF3	-0.721
C20orf107	-0.4275
FARS2	0.27725
CCDC28A	0.5845
NPHP3	-0.44525
OR13F1	0.195
TSEN54	0.31125
DEFB106B	0.3361
OR8B4	-0.415
STH	2.084
ZC3H14	-0.804875
CBX2	-2.194
TMEM49	-1.22025
C6orf21	0.502
FLJ20920	0.690875
CRTAP	0.413214285714286
DDX50	-0.19525
STYXL1	-0.69975
BLVRB	0.142166666666667
LOC147650	0.444833333333333
MMP24	0.91525
GRID1	2.51833333333333
BANF1	-1.27566666666667
CTAGEP	-0.06375
HMBS	-2.274
SLC25A24	0.0101666666666667
C14orf50	-1.13975
MRO	1.2805
SLC25A15	0.00125
FAM84B	1.1578
TDP1	-0.019
C16orf78	0.446833333333333
C11orf57	-0.0605
RFK	-0.761
ZFYVE9	-0.13075
STCH	-1.4544
WIBG	0.7335
LOC283871	-0.110833333333333
GBA2	-0.2527
NDUFB3	-0.05725
HSD17B13	-1.23725
GRIN3A	0.792833333333333
FMNL1	-1.66833333333333
SEPT7	-1.7231
GNLY	0.838
GRAMD1C	0.273333333333333
ZNF165	0.7685
USP38	0.391
FAM83A	-3.5285
C14orf24	0.720916666666667
ARMCX3	1.71475
ARHGDIB	0.6095
AK1	0.50425
KIAA1045	0.00875000000000001
DNAJB13	-0.107
NEU2	0.1745
HIST1H4B	-1.1795
FAM20B	-0.0215
HES2	-0.0770714285714286
FAM73B	0.185
LOC388381	0.899
INTS7	-0.289636363636364
AMPH	0.4245
ZNF775	-0.251
UCKL1	0.0986666666666667
C10orf97	-0.48375
C1orf161	-0.16175
ALDH1L1	-1.36025
FLJ39378	0.045375
SLC23A1	-1.7705
RBM4B	0.05475
THAP4	0.4075
OGFRL1	1.126
KIAA0831	0.757375
PPP1R15A	-0.3265
C1orf96	0.430714285714286
C12orf11	-1.232
BMF	1.146875
MAN1A1	-2.31457142857143
KIAA1600	0.407
NLGN4X	-1.89775
ALOX12	-1.48166666666667
RB1CC1	-0.4141
NEIL2	0.5281
EIF4E	-0.401363636363636
ABHD5	-0.236
EXOC4	-0.98
CIP29	0.9765
BATF2	-1.06525
SLC29A4	-1.114875
HTR4	1.06875
EMB	-2.8785
TRAF6	0.4985
LMNB1	-0.76275
FAM19A5	-1.05825
SHE	0.459
PIK3C2B	0.5885
C15orf15	-1.0874
USP15	0.1612
TCEAL2	0.96575
C5orf39	-2.016
PTGER2	-2.4275
SLC31A1	-1.223125
IFT172	0.2015
ADAM29	0.567
GFOD1	1.019
ST7L	-0.13
C15orf26	-2.56075
PKN3	-0.89875
CNTD1	3.25466666666667
COMMD1	-0.10075
NTRK2	2.54091666666667
FOXN3	-0.638125
MFGE8	-1.1353
PFKFB2	2.23733333333333
TAS2R4	0.1095
ENTHD1	0.0425
PRMT5	-0.05225
MGC16384	-1.4815
LOC442229	0.0535
TSKU	0.60075
KRTCAP3	2.459
PDLIM1	1.5888
KCNS2	0.919
RNF126	0.187
CEP63	-0.04325
CLIC4	-1.54175
hCG_1990170	-0.24
ACR	0.2553
KLK7	0.33025
ALOX5AP	2.416375
RIPK3	4.57925
TAS2R9	0.275
C19orf18	3.798
BIRC6	-0.206714285714286
ZNF16	1.913
RFT1	-0.24275
SLC8A2	1.86225
TACC1	-0.331375
ITGAD	0.57
SAMHD1	-0.0355
SH3PXD2B	0.9946
EPC2	0.52875
C20orf85	0.586
ATP13A2	0.562666666666667
KRT4	0.586625
CAPNS1	0.10275
MDM2	-0.59825
PCDH20	1.4685
KCNK9	0.6425
OR2C1	0.553
KLHDC3	-0.612166666666667
IPPK	1.037
EFHD2	0.22575
GALR3	1.2115
NBEA	1.3785
ABCA6	1.2513
CLDN3	0.7665
AKT2	-0.176357142857143
EGFR	-2.3661
RBM16	-0.116
ZDHHC3	-0.3301
SLC25A4	0.1305
CYB5B	-1.13333333333333
CPXM1	0.18825
NDRG1	-1.12976923076923
FLJ43826	0.12475
OR5L2	-0.373166666666667
FARP2	1.4192
MRPL46	-0.7655
LDHAL6B	-0.354
MAPKAPK3	0.788833333333333
NCAM2	-2.20575
PRKD2	0.386833333333333
ZFP36L1	0.9331
CYSLTR1	0.45925
OR4C3	0.284333333333333
HIST1H2AJ	2.524
CCNB2	-1.97144444444444
ZNF10	0.646375
TMEM175	0.4035
FAM134A	1.12233333333333
TIGD4	-0.8145
PCNP	-0.157
MGC39715	-0.639
LQK1	0.1085
CREB1	-0.2497
TMPRSS3	-1.445
C4orf32	1.071125
LAT	-2.47
KCNA3	-0.5595
SKIV2L2	-0.40175
ROPN1B	-1.894
tcag7.23	0.451
CDT1	-1.904875
ZHX2	0.766375
CD28	-3.6975
ZNF624	0.9665
SEPT2	-0.152916666666667
SOHLH2	-1.3685
MCOLN3	0.6895
UNQ1945	0.7975
MASP2	-0.9725
ZNRF3	0.4363
GPATCH3	-0.4965
AGL	2.636
QRICH2	-0.0855
PSD4	0.656333333333333
CCNB1IP1	-1.11525
ENPP7	0.16275
OBFC1	-0.4185
KCNG3	-1.27175
C14orf79	1.49766666666667
ENPEP	0.904333333333333
SCT	1.2905
SKI	0.195625
SEC61G	-1.00475
CAPN11	-0.297
ATXN7L3	0.38925
DBNDD1	-0.000999999999999998
FAIM	-0.3915
ANKRD36	-0.9095
GABRP	2.61616666666667
TACSTD2	1.5035
EIF3J	-0.84625
PPP2R2A	-0.39775
TEKT4	0.194833333333333
PVALB	-3.70366666666667
F10	-3.04916666666667
FAM134C	1.1933
COMP	3.9525
EFCBP1	-2.9794
SCLT1	-1.001125
TAL1	-1.4026
ACSL1	-0.10075
ABCC5	0.90425
ABL1	-0.192555555555556
RBBP7	1.44308333333333
PTPRG	-1.19325
NCOR1	0.2243
SPINK4	3.24916666666667
TXNRD1	-0.9736
TNRC15	0.60275
C9orf138	0.919625
UBE2H	0.4315
BRDT	0.777166666666667
C8orf31	-0.42225
CCNE2	-0.611181818181818
SLC6A8	-1.711375
CALCR	-3.85725
PPP1CB	0.368416666666667
ABHD8	0.4685
ARF5	-0.3967
SLC24A4	0.798
CCT3	0.08025
ZNF121	0.468625
SLC3A2	-1.2341
OR13A1	0.667
SLC5A10	0.5545
RAD50	0.863625
IER5	0.27225
MTHFD1L	-2.3005
MBTPS2	0.7815
MVK	-0.308125
NCL	0.2676
PSMD10	-0.295
MOBP	0.298625
FLJ32894	-1.707
HRH1	-1.737
C5orf30	2.136
NUDT16L1	0.9878
RASGRP3	2.77533333333333
PRKRIP1	-0.9173
CCDC75	-0.17075
LOC253970	0.87325
KIAA1239	0.608
MED21	-0.3485
SYT11	-0.556916666666667
NTSR2	3.4505
EGFL11	1.956
CXorf59	0.8015
OR2A25	0.859333333333333
SPTBN2	-0.79875
LRMP	-2.50016666666667
RNF111	-0.04725
PTH	-1.095
LOC619208	0.00166666666666669
KIAA0895	-0.13175
RANBP5	-0.14825
P2RY10	1.98433333333333
NME5	5.25733333333333
DDX21	-1.00125
LRSAM1	0.595
HDAC11	2.30733333333333
VMO1	1.22225
NOLA2	0.5245
ADAR	0.636
MTO1	-1.439
SF4	0.6385
P2RX1	-0.475333333333333
HBM	1.6845
EN2	1.744
C14orf172	0.83175
TM9SF2	0.4985
INHBE	-0.8695
TCTE3	-1.21791666666667
TOX2	-2.4875
CTAGE3	-0.1345
HBB	3.8983
MED15	-1.10333333333333
CASR	0.3985
C6orf66	-1.54933333333333
MTPN	-1.52
UNC50	0.08425
C21orf33	0.238875
IRF2	0.521375
PGR	0.5685
GPR84	1.69425
CROCCL1	-0.32
SRPX	-2.85425
BRE	0.186166666666667
FGF10	-0.24725
SDC3	-0.107
ZRSR1	0.602833333333333
DKFZP434P211	-0.900125
SOX6	0.561
RPUSD2	-0.255
C14orf173	0.452833333333333
MAPK11	0.3415
TBC1D22A	0.7785
FAM123A	-0.236
COL4A6	-1.865
TOMM70A	0.51475
NAB1	-0.650375
MGC16385	-0.40025
TSPAN18	-0.587666666666667
MED31	0.69575
PLG	0.001
CAPSL	4.2765
ZNF532	0.0532
ASB14	0.138
CA8	-4.03425
NUDT16P	2.25416666666667
SLFN11	-2.3035
LRRIQ2	0.805375
NOL7	-0.3665
BRMS1L	-0.338625
JARID1A	0.115
PANK2	-0.42425
ICAM3	-0.43975
MDS1	-0.35675
TAF8	-1.142
RNF139	0.605
ZNF594	1.61883333333333
ADAM8	0.955625
SFTPC	0.244428571428571
MAN2B2	0.650375
RGS12	0.1735
EIF1AY	-4.24363636363636
LRRIQ1	-0.7
GPR150	1.0965
CCDC21	-0.824833333333333
PRRG3	-0.13075
SAA4	-3.3055
RAPGEF5	1.937375
ZCCHC2	0.350333333333333
MGC39372	-0.8605
PPP4R2	0.00883333333333334
CDCA2	-1.07033333333333
OR4D5	0.245833333333333
PTGFRN	0.4209
SIGLEC5	1.178
C19orf61	0.259833333333333
NMUR2	0.636
KIAA1586	-2.9935
DAGLA	0.818333333333333
CHCHD6	0.6775
GPR32	0.493
NEUROD6	-1.11583333333333
SLC2A4RG	-0.218375
CA5B	-0.69725
FBXL3	1.468
MPHOSPH9	-0.846
HMG2L1	0.6085
HCN4	0.772333333333333
CEACAM19	0.653
SH2D4B	0.475166666666667
HFE2	-1.4405
TGM4	0.455166666666667
LYPD2	-0.08725
TBC1D15	-0.18125
MRPS21	0.6618
NONO	-0.4118
CLEC5A	1.962
ITCH	-0.0596
MGAT3	-2.01566666666667
MBP	0.0693749999999999
RPP25	0.562
SOSTDC1	-1.538
HRC	-1.87025
TRIM48	0.7475
TMEM133	0.00950000000000001
ECEL1P2	-1.80275
HOXC11	-1.823
DOK5	-1.66575
HELZ	0.400833333333333
LOC348180	-1.0315
MGC33894	0.65875
ADRB3	0.508
DMD	-0.783416666666667
PTRH2	-0.1335
MPEG1	2.74433333333333
NDUFA12	0.3705
KRTAP2-4	0.00383333333333341
STAMBPL1	-2.063
ADCY2	1.7262
UNQ6125	0.7145
KLHL20	-0.0905
SRM	-1.3955
OTC	-0.00149999999999998
TMIE	-0.0295
SNX8	-0.55525
LIPK	0.196
CHURC1	0.190166666666667
KLC2	0.415333333333333
HDAC1	-0.831333333333333
FAM128A	1.39
FNDC3B	-0.0151
MTCP1	-0.344
WFDC10B	0.3988
PCDHGB3	-1.213
ATRNL1	-1.81877777777778
CAV2	-1.876625
MED26	0.558833333333333
DUS1L	0.28125
CHRM3	-2.570125
NEK9	0.90875
WARS2	-0.19375
TBX22	0.133
TOMM40	-0.4625
RP6-213H19.1	0.0763333333333334
TUBGCP5	-0.4645
IGSF6	4.4145
TPPP	1.188
UNQ6190	0.383
GSTM5	-1.26225
BTD	1.16016666666667
PDCD1LG2	-0.418166666666667
SNRPB2	-0.108666666666667
ERICH1	0.29875
APOA4	-1.731125
HOXA11	-1.48
NARG1	-0.24675
MKX	6.399
RAB28	-0.808571428571429
PKP3	0.37025
SH3GL2	-2.32175
CTSO	1.41075
RPN2	0.624625
IL28RA	-0.162166666666667
SFMBT1	1.00175
WDR57	-0.7175
FER1L3	0.805416666666667
HSF5	0.499
TTC9B	1.30025
C4BPA	-3.93516666666667
ALB	-3.20614285714286
SORBS3	0.555875
UPF2	0.141
JPH1	0.4285
AGBL2	0.249
DOPEY1	1.0585
TERF1	0.409416666666667
KIF22	0.151
NINJ1	1.53375
SEC61A2	-0.314833333333333
HIST1H1D	-0.0385
SFXN4	0.188
UCP3	0.122
ZNF703	1.827
MYL6B	-1.129
TREM1	2.442
OR52E6	0.4885
CKMT2	0.706
HLA-C	0.40225
SLC13A3	-1.56483333333333
TIMP4	-2.483
SLIT2	0.741
RSF1	-0.632944444444445
LONRF1	-0.499142857142857
MON1A	-0.217833333333333
CACNG6	-1.552
DPPA4	-5.0155
ZSWIM3	0.56675
ZNF804A	-0.00283333333333334
CCIN	0.62575
SLC25A31	0.27225
KCNMB4	0.0235
RABL5	0.440375
GALNS	0.463
STX6	0.04725
HIST1H1C	-0.939
CIDEB	-1.231125
CASP4	-1.5105
PDK3	0.3115
KCNJ11	1.9095
TPR	-0.606625
ZSCAN20	-0.9605
MTX2	0.01325
HIST1H2BH	0.0405
LOC283767	2.45725
LYRM7	-0.938888888888889
BRD3	0.860333333333334
HIST1H2BO	-0.299
MAGEB10	-0.534
SLC45A1	0.511
SERPINA3	4.31395
KIAA0143	0.92275
KCNJ16	0.183833333333333
KRT79	0.06825
FABP2	-0.40575
NUT	-0.425
ZNF57	0.8655
FBXL4	0.1325
CLEC9A	0.821
UGT8	-1.261
BMP2K	0.01775
MAPK4	-3.989
SLC25A23	0.4611
HINT1	0.441
KRTAP13-1	-0.771
SFXN5	1.095
CHCHD2	0.273833333333333
FAM3D	2.452
NDP	-3.515625
RHOBTB1	-0.688
SLC4A4	-2.144
RPL38	0.1985
HTF9C	-0.200833333333333
AP2A2	-0.0205
ZBTB46	-0.946
MAP7D1	-0.253125
AOX1	-1.15633333333333
CYR61	0.226583333333333
DTNA	-1.54435714285714
JRKL	-1.003
TMOD3	-1.66525
EEA1	0.2967
ADCK5	-0.05275
IL1R1	-0.177833333333333
KLK3	0.679071428571429
HRSP12	0.1645
KTN1	1.09775
LOH11CR2A	-1.2058
RELL2	0.642
MAB21L1	0.91125
C20orf59	-1.13016666666667
PHKB	-0.8845
ADAM2	-2.13616666666667
TBC1D8B	1.49083333333333
FAM13A1	-1.672125
LAPTM4B	0.539833333333333
LCN8	-0.1615
TMEM147	0.7095
SYT4	0.3138
XPO7	-0.074
C9orf62	1.7875
GPR75	0.038
TRIM5	-1.92625
APOC1	-0.556
RNASE4	0.0843333333333333
PARD6B	1.79425
ARID1A	0.290583333333333
TPD52L3	0.4369
RRAGB	1.76833333333333
RCN2	-1.15366666666667
HIST2H2BE	1.7318125
STARD7	0.1425
SHMT2	-0.83925
KIAA1751	0.142833333333333
MLYCD	0.7865
LOC162632	-0.4452
UQCRH	-1.96525
RP11-217H1.1	0.545875
SDHA	-0.312166666666667
NCLN	0.2345
ZNF17	1.4805
RCBTB2	-2.56225
VEGFB	-0.8465
RP4-747L4.3	-0.3485
COLQ	0.6774
MPN2	-1.727
DRG2	0.561
KLRB1	3.14525
ALPK2	-2.16975
DNASE2B	1.56025
FLJ23834	1.17616666666667
AXUD1	1.20216666666667
SAFB	-0.0388
NSUN4	-0.5315
RFX2	0.0595
MAPK8IP1	0.297166666666667
FANCD2	-1.01721428571429
ANKZF1	-1.19116666666667
C19orf50	-0.5945
DUSP8	1.354625
SENP5	0.280125
NFKBIL2	-0.19225
LBR	-0.911
IGFL1	4.959
LZTS2	0.446625
IL2RG	-1.4415
CCDC51	0.98475
KLF3	-0.384125
ANKRD37	-1.85325
KCTD14	-1.808
FZR1	0.871083333333333
SLC44A4	3.88
ESPL1	-0.3075
GMPR2	-0.0049
TBC1D19	-1.12566666666667
ERGIC1	-0.0384074074074074
ERBB4	1.8219
TSPAN32	-0.541083333333333
MAP4	0.4705
GPHN	0.62
SLC6A2	-0.08875
HIVEP1	-0.125
DFFB	-0.3253
EIF4EBP2	0.13075
DMRT1	-1.0815
HSPB6	-0.6395
IER2	1.315
AIFM1	0.7195
WWC2	-0.612818181818182
MRPL4	0.27775
FLJ21062	0.482
EPB41L4A	1.11575
SH2D6	0.5265
TAF4B	-0.684
GAL3ST3	-0.541
MALT1	-0.854
RTDR1	0.1915
ARVCF	-0.279375
MEX3B	-1.211
FBXO16	2.50125
KIF7	-0.61275
C1QC	3.9805
ZNF783	-0.416833333333333
ZNF85	0.25025
MMP13	1.7665
KIAA0329	0.701375
RTP3	-0.8005
ZBED3	0.3335
CLGN	-3.16925
SLC25A37	-1.08183333333333
hCG_18290	0.3395
OR5AS1	1.3505
SMARCC2	0.559333333333333
FAM109A	-0.0856666666666667
CCDC12	0.289
USF2	1.3118
DEPDC7	-2.5075
C20orf24	-0.657666666666667
JMJD3	0.9405
DSP	0.659642857142857
SLIC1	-0.087875
FAM20A	-0.60575
IRF2BP2	0.15325
ZNF230	0.378
MSN	-1.52857142857143
SLC9A5	-1.379
EPDR1	-2.3403
MUSK	-0.219833333333333
ZNF434	0.847666666666667
SMARCD1	-0.3545
ZFP106	-0.868
