Hybridization REF	TCGA-C8-A134-01A-11R-A115-07
POLR2J	0.363
SEC23IP	0.234166666666667
UQCRC1	-0.77975
LOC729603	-0.712
C1orf71	-0.12425
POLG	-0.3765
ADAM23	-4.08175
TFR2	-0.79125
RICTOR	-1.5362
MGC39606	1.26275
C19orf55	-0.34425
SNAPC1	-1.28333333333333
GNA11	1.49975
CCDC52	-0.420166666666667
FSIP1	-1.059
UPF3A	0.292375
IGSF11	-2.45833333333333
LAGE3	-0.0615
CHST6	0.5385
UNC13B	0.228
TTLL4	0.912
ZNF687	-0.135125
SDC2	0.3626
COX7A2	-0.26525
LAMB4	-0.3845
FAM24A	0.0285
LRRTM3	-0.964
GPHB5	-0.29775
OR4C13	0.25
EIF3EIP	-0.0716428571428571
HABP4	0.3515
TMEM125	2.8665
CNTN2	1.157625
ASNSD1	0.52225
FUT4	0.6415
ACF	-3.68925
LOC158381	2.19
CDH8	0.0375
AGPS	-0.367166666666667
C4orf18	0.286
PECI	-0.0899166666666666
UNG	0.58325
GSTP1	0.7145
DCUN1D5	-0.513833333333333
DKFZP564J0863	0.26575
SLC9A3R1	-0.136625
BCDO2	-0.441
CHMP7	-0.37025
REM2	0.5145
DNHD1	-0.847875
FKBP4	-1.70475
ZNF350	0.905
MGC11102	0.276875
BST1	0.94275
KISS1R	0.5405
NCR2	0.422
DEFB125	0.263
UBE2W	1.1745
KRT15	3.837
C10orf99	0.214
SCN11A	0.121625
GFI1	-1.73625
RDHE2	-1.10583333333333
FHL1	1.171
OSGEP	-0.288333333333333
GATA1	-3.55166666666667
SMC6	0.39725
TTTY14	-1.018
LPIN3	-0.05025
RPL4	-0.5986
RBPMS	0.6202
PRPF3	-0.417833333333333
EMR1	-1.9435
SPATA19	-0.0945
XCR1	0.19
IRX3	1.2659
RBM6	-0.87475
KLF4	-1.1563
UNC5CL	1.2955
SEBOX	0.113
BTK	-0.56325
KRCC1	1.796
C6orf27	0.32
SYTL5	-0.985
PRND	1.9045
LOC653319	-1.9825
PIGL	-0.83275
HUS1	0.235333333333333
SFRS6	-0.52075
C17orf77	0.39
UIMC1	-1.15966666666667
FXYD2	-1.7418
LOC283152	1.15225
ZNF667	1.763
ZCCHC12	-0.64425
TFEC	4.6235
ATP7B	-0.895666666666667
POLD2	-0.626833333333333
RG9MTD1	-0.01225
ACOT2	-0.359666666666667
HIST1H4I	-0.748375
PPARGC1A	-3.134
ETFA	-0.5907
POLRMT	-0.392
ZNF146	0.67425
MIA2	-0.7315
KLHL6	-0.2465
HOXB5	-0.845375
NENF	0.193
CUGBP1	-0.45325
PRSS22	1.63033333333333
CASC4	0.7283
CUL4B	0.00840000000000001
CENPJ	-0.8492
PITX1	1.5435
FLJ31033	1.23683333333333
CELSR3	-0.571833333333333
ZNF568	0.9885
ITSN1	-0.354083333333333
EHBP1L1	0.2535
C19orf2	0.1685
DCTN1	0.2215
LIN28B	-2.73316666666667
TNKS2	-0.41225
C1QBP	-0.7915
CADPS2	-1.14575
SRMS	0.2485
GJA9	0.312166666666667
MGC24975	0.307666666666667
TRIM45	-0.9625
TSP50	-0.1375
TCP1	-1.22675
TMED7	-0.4225
CMA1	0.4205
CENPL	0.595
PTCRA	0.1555
FST	-4.08525
VWCE	-2.788
PAWR	0.9485
ABCC12	0.316333333333333
LDLR	-0.6015
ASTN2	-0.8013
LOC441212	-0.76075
GPATCH8	-0.09925
TANC2	-0.554666666666667
KIF4A	-0.2545
C18orf18	-1.47625
PGM1	0.79375
KIAA0258	1.02775
CPD	-0.464
SNCAIP	-2.01975
DCT	-4.274
HLA-DOA	2.867
OR11L1	0.2315
UPK1B	-0.151
DNAJB4	0.130875
UGT1A8	-0.23825
HIST1H4L	-0.4935
PECR	-0.550666666666667
HSPA2	0.52025
WFIKKN1	-0.085
SERP1	0.445375
SYDE2	-0.17225
TACR2	0.4725
NUP85	-0.2585
CD177	0.0846666666666667
LGR5	-2.32983333333333
PIGG	-0.302333333333333
PTHR1	-2.51166666666667
RAB5A	0.5719
FLJ13224	-0.0155
USP9Y	-1.643
C7orf53	0.4365
LRP1B	-1.4315
XAF1	3.4612
ABCG8	-0.8445
ANKDD1A	0.955666666666667
DAND5	-0.5395
SPAG6	0.438833333333333
LINCR	2.331
ZDHHC22	-1.5245
CCDC60	-0.5735
THOC7	-1.24566666666667
TCTA	0.5299
OR8K3	-0.063
NY-REN-7	-0.6735
B2M	1.75266666666667
C6orf141	0.150125
LPPR4	2.26225
SQLE	2.13675
SEPHS1	-0.041
BTBD14B	0.618285714285714
PLRG1	-0.8095
SPG7	0.2315625
ZNF614	-0.2635
PARD6G	0.4925
INPP5B	-0.243
GRPEL2	-0.000874999999999973
PPID	-0.9782
TRIM56	0.29325
UBE2J1	0.464
IL20RA	4.17475
LOC387856	0.0495
C1orf107	0.646833333333333
UTS2R	0.40775
C19orf22	0.56125
SAFB2	0.016625
KIAA0652	-0.116875
KLRG1	-0.748
MS4A8B	-0.1835
FRAG1	0.722
KIAA1546	0.6365
E2F4	-1.149
CLEC4M	0.0803333333333333
BTBD14A	-0.7525
KIAA0999	0.8248
GYPA	-3.10333333333333
TAC1	-0.0432
TRAIP	-0.821833333333333
KIAA0232	0.4415
ERCC8	-1.607125
GPX4	0.435875
KIAA0368	0.677375
GPR157	-0.577666666666667
CTAGE4	2.4205
C9orf30	0.367333333333333
OR52A1	-0.0485
HSP90B3P	-0.469
ALG9	-0.1558
BTBD10	0.1755
SDK2	2.23025
BAIAP3	-0.99975
RABGGTB	-0.867625
ANKRD40	0.187166666666667
KRT74	0.376
CALCOCO2	0.618357142857143
SNCA	-3.48175
TMSL8	-3.70375
C2orf53	0.72
ESRRB	-0.61225
ARHGAP26	-0.738375
TDRD9	-3.47
HRAS	0.490166666666667
KLRC4	-1.679
JAGN1	0.0373333333333333
BSDC1	0.0225
RNF43	0.2748
NDUFAF1	-0.54575
PHF12	0.2995
OR1L3	0.031
FOLR2	1.3485
LYZL6	0.0793333333333333
tcag7.1260	0.621
WSB1	-1.6625
PROS1	-1.3691
OSTN	0.683
PSMB8	1.97475
SOCS4	-0.04075
DDIT4L	-0.366
MAS1	-0.0485
MGC34796	0.6215
CSHL1	0.0406666666666667
TBCCD1	0.349166666666667
ZBTB7C	0.46
AP2S1	-0.263875
P15RS	-0.0426
VAT1	-0.5067
SHANK3	0.845166666666667
TUFM	0.162333333333333
THEG	0.59575
KRT34	-1.52575
SGSM3	0.247625
TOMM22	0.4205
SOCS3	0.561666666666667
CPO	-0.142
POP4	0.551
BHLHB3	2.1875
MALL	1.8655
OR1B1	0.0295
PARK2	0.292333333333333
GPR124	1.0915
LCE1E	0.2565
RUVBL2	-0.45575
CGRRF1	-0.7011
ACPL2	-0.09325
WNT10B	-0.985375
BAIAP2L2	-2.105875
ISCA1	-0.467
C1orf125	-0.40875
RPAP1	-0.95425
RAI16	-1.16483333333333
RPL27	-0.817125
NLRP9	0.875
EPN1	0.5745
LOC388610	-0.69075
SLC35A1	0.7824
GAL	-2.581
SLC14A2	0.14375
RDH11	-1.05683333333333
FAM138F	-0.56
AUH	-0.28375
FLJ40243	0.198
C14orf129	-0.0531666666666667
MBD2	-0.606333333333333
ABHD14B	-0.629375
PIGT	-0.11975
ALS2CR4	0.766625
ALAS1	0.5923
FOXO1	1.45383333333333
CRLF3	-0.107875
C20orf107	0.9065
FARS2	0.56225
CCDC28A	0.8025
NPHP3	-0.70475
OR13F1	0.5925
TSEN54	0.17175
DEFB106B	-0.0667
OR8B4	0.323
STH	-0.5925
ZC3H14	-0.520375
CBX2	0.181
TMEM49	-1.06
C6orf21	0.3205
FLJ20920	-0.566125
CRTAP	-0.703571428571429
DDX50	0.29375
STYXL1	-0.35475
BLVRB	-0.3915
LOC147650	-2.39616666666667
MMP24	-0.47825
GRID1	1.58883333333333
BANF1	0.255666666666667
CTAGEP	0.3955
HMBS	-1.3315
SLC25A24	0.552833333333333
C14orf50	0.53925
MRO	0.8745
SLC25A15	-0.14825
FAM84B	0.3938
TDP1	-0.6715
C16orf78	0.151833333333333
C11orf57	0.349375
RFK	-0.982
ZFYVE9	0.822
STCH	-0.7417
WIBG	-0.56175
LOC283871	-0.565166666666667
GBA2	-0.6956
NDUFB3	-0.09325
HSD17B13	-1.33
GRIN3A	1.93916666666667
FMNL1	-0.0428333333333333
SEPT7	-0.453
GNLY	3.875
GRAMD1C	0.83
ZNF165	1.72425
USP38	1.0425
FAM83A	-3.23483333333333
C14orf24	0.5005
ARMCX3	0.68925
ARHGDIB	0.056
AK1	-0.177625
KIAA1045	1.98375
DNAJB13	-0.297
NEU2	0.615
HIST1H4B	-0.929333333333333
FAM20B	-0.2919
HES2	-0.412071428571429
FAM73B	-0.6889
LOC388381	-0.429
INTS7	-0.009
AMPH	-0.0905
ZNF775	-0.050875
UCKL1	-0.504166666666667
C10orf97	-0.8705
C1orf161	0.002
ALDH1L1	1.262
FLJ39378	0.299875
SLC23A1	-1.068
RBM4B	0.674
THAP4	-0.218
OGFRL1	1.9435
KIAA0831	-0.2785
PPP1R15A	0.306
C1orf96	0.711785714285714
C12orf11	-1.67525
BMF	0.5015
MAN1A1	-1.625125
KIAA1600	0.682
NLGN4X	-0.884
ALOX12	-1.75883333333333
RB1CC1	1.5246
NEIL2	-0.5159
EIF4E	0.601363636363636
ABHD5	-0.114
EXOC4	-0.3835
CIP29	0.122333333333333
BATF2	2.7705
SLC29A4	-0.123375
HTR4	0.5345
EMB	-1.56925
TRAF6	0.51275
LMNB1	-0.464
FAM19A5	-1.668375
SHE	2.91325
PIK3C2B	1.632
C15orf15	-0.2759
USP15	0.2717
TCEAL2	-0.043
C5orf39	0.696166666666667
PTGER2	-1.738
SLC31A1	0.5531875
IFT172	1.0695
ADAM29	0.4075
GFOD1	1.112
ST7L	-0.0358333333333333
C15orf26	-2.98675
PKN3	-1.22175
CNTD1	0.260666666666667
COMMD1	0.64425
NTRK2	2.41583333333333
FOXN3	-0.340625
MFGE8	1.0543
PFKFB2	1.058
TAS2R4	-0.44
ENTHD1	0.821833333333333
PRMT5	-1.585625
MGC16384	-1.2925
LOC442229	0.36
TSKU	0.544625
KRTCAP3	3.147
PDLIM1	-0.00690000000000001
KCNS2	0.50025
RNF126	0.265666666666667
CEP63	0.217
CLIC4	1.034125
hCG_1990170	-0.51875
ACR	0.4897
KLK7	1.644
ALOX5AP	3.444625
RIPK3	2.98925
TAS2R9	0.0115
C19orf18	0.56
BIRC6	0.947214285714286
ZNF16	1.0885
RFT1	-0.96375
SLC8A2	-0.6465
TACC1	1.64875
ITGAD	3.28675
SAMHD1	1.777
SH3PXD2B	1.006
EPC2	1.216
C20orf85	0.5115
ATP13A2	-0.647
KRT4	0.2925
CAPNS1	-0.36725
MDM2	0.80125
PCDH20	-0.1155
KCNK9	0.4155
OR2C1	0.19
KLHDC3	0.0671666666666667
IPPK	0.4595
EFHD2	-0.074
GALR3	0.49025
NBEA	-1.59683333333333
ABCA6	2.4049
CLDN3	0.557
AKT2	0.0937857142857143
EGFR	0.5531
RBM16	-0.059
ZDHHC3	-0.2042
SLC25A4	-0.385833333333333
CYB5B	-0.0431666666666667
CPXM1	-0.605
NDRG1	0.522615384615384
FLJ43826	0.214
OR5L2	0.00833333333333334
FARP2	-1.0856
MRPL46	-0.053
LDHAL6B	0.489666666666667
MAPKAPK3	-0.404
NCAM2	-3.738
PRKD2	-0.102666666666667
ZFP36L1	1.2568
CYSLTR1	-0.445
OR4C3	0.163
HIST1H2AJ	-0.729
CCNB2	0.110777777777778
ZNF10	-0.395125
TMEM175	0.3875
FAM134A	0.926833333333333
TIGD4	-0.7935
PCNP	0.17075
MGC39715	0.93725
LQK1	-0.62925
CREB1	0.978
TMPRSS3	1.97675
C4orf32	0.233
LAT	-1.19416666666667
KCNA3	0.072
SKIV2L2	-0.37575
ROPN1B	3.78675
tcag7.23	-1.0185
CDT1	-1.149
ZHX2	1.169625
CD28	-2.30675
ZNF624	0.29075
SEPT2	-0.0560833333333333
SOHLH2	-3.13357142857143
MCOLN3	2.19175
UNQ1945	0.2365
MASP2	-1.2015
ZNRF3	-0.4535
GPATCH3	-0.7625
AGL	0.414
QRICH2	0.5115
PSD4	0.561333333333333
CCNB1IP1	-1.98325
ENPP7	-0.18025
OBFC1	-0.186
KCNG3	-1.325
C14orf79	-1.14225
ENPEP	2.14466666666667
SCT	0.505
SKI	0.791375
SEC61G	-1.1825
CAPN11	0.804
ATXN7L3	0.111
DBNDD1	0.5225
FAIM	1.13675
ANKRD36	0.5265
GABRP	5.25166666666667
TACSTD2	1.17566666666667
EIF3J	-0.206
PPP2R2A	-1.19325
TEKT4	-0.383166666666667
PVALB	-3.88966666666667
F10	-3.106
FAM134C	0.6296
COMP	1.827375
EFCBP1	-1.4470625
SCLT1	0.598125
TAL1	-1.4751
ACSL1	1.275
ABCC5	-0.248166666666667
ABL1	-0.844277777777778
RBBP7	0.708
PTPRG	-2.0305
NCOR1	-0.3917
SPINK4	-2.52966666666667
TXNRD1	-0.9468
TNRC15	0.138125
C9orf138	0.489875
UBE2H	2.02583333333333
BRDT	-0.114
C8orf31	-0.12375
CCNE2	1.68263636363636
SLC6A8	-1.381625
CALCR	-4.77475
PPP1CB	1.68333333333333
ABHD8	0.36925
ARF5	0.8406
SLC24A4	1.481
CCT3	-0.432
ZNF121	1.20325
SLC3A2	-0.1056
OR13A1	0.1715
SLC5A10	-0.0455
RAD50	-0.45625
IER5	0.695375
MTHFD1L	-0.749625
MBTPS2	-0.0165
MVK	0.2615
NCL	-0.0803
PSMD10	-0.202
MOBP	0.153375
FLJ32894	-0.091
HRH1	-0.917
C5orf30	-1.34025
NUDT16L1	0.1858
RASGRP3	3.96966666666667
PRKRIP1	0.3578
CCDC75	1.6385
LOC253970	0.09225
KIAA1239	-0.1845
MED21	-1.35375
SYT11	0.329166666666667
NTSR2	-0.1565
EGFL11	0.9295
CXorf59	0.868
OR2A25	0.299
SPTBN2	-0.22925
LRMP	-1.00116666666667
RNF111	0.18375
PTH	0.3325
LOC619208	-0.655833333333333
KIAA0895	0.4835
RANBP5	0.66525
P2RY10	1.94516666666667
NME5	1.66483333333333
DDX21	0.1215
LRSAM1	-0.8655
HDAC11	-0.123
VMO1	0.1965
NOLA2	-0.809333333333333
ADAR	0.658666666666667
MTO1	-0.628833333333333
SF4	-0.00733333333333333
P2RX1	-0.233666666666667
HBM	0.05175
EN2	0.789
C14orf172	0.1985
TM9SF2	0.5525
INHBE	-1.32483333333333
TCTE3	-0.171333333333333
TOX2	-2.7205
CTAGE3	0.430125
HBB	2.9619
MED15	-1.06466666666667
CASR	0.409
C6orf66	-0.0466666666666667
MTPN	1.403625
UNC50	0.09075
C21orf33	-0.146125
IRF2	1.23875
PGR	-2.71366666666667
GPR84	3.414
CROCCL1	-1.35525
SRPX	-1.85225
BRE	-0.252333333333333
FGF10	-0.18225
SDC3	1.0795
ZRSR1	0.181166666666667
DKFZP434P211	-0.501625
SOX6	0.935
RPUSD2	-0.40425
C14orf173	-0.0583333333333333
MAPK11	-0.7805
TBC1D22A	0.429
FAM123A	-0.87
COL4A6	-3.66483333333333
TOMM70A	0.73375
NAB1	1.135125
MGC16385	0.677
TSPAN18	0.489666666666667
MED31	-0.93
PLG	-0.47625
CAPSL	0.1775
ZNF532	1.2133
ASB14	0.07
CA8	-3.657
NUDT16P	0.8265
SLFN11	-0.635
LRRIQ2	0.388125
NOL7	-0.0856666666666667
BRMS1L	-0.27575
JARID1A	-0.0328333333333333
PANK2	-0.8665
ICAM3	-0.76125
MDS1	-0.7035
TAF8	-0.14425
RNF139	1.0995
ZNF594	-0.253166666666667
ADAM8	1.991
SFTPC	-0.197875
MAN2B2	0.648125
RGS12	0.7653125
EIF1AY	-4.71908333333333
LRRIQ1	-2.03616666666667
GPR150	0.56775
CCDC21	-0.902166666666667
PRRG3	0.37725
SAA4	-2.7385
RAPGEF5	1.701
ZCCHC2	0.7765
MGC39372	1.318
PPP4R2	0.859333333333333
CDCA2	0.0891666666666667
OR4D5	0.613166666666667
PTGFRN	1.3172
SIGLEC5	2.8595
C19orf61	0.224333333333333
NMUR2	0.4155
KIAA1586	-0.025
DAGLA	0.886166666666667
CHCHD6	0.1095
GPR32	0.0245
NEUROD6	-0.530166666666667
SLC2A4RG	1.2210625
CA5B	0.1725
FBXL3	1.55625
MPHOSPH9	0.13675
HMG2L1	0.80925
HCN4	0.347166666666667
CEACAM19	1.067
SH2D4B	0.849333333333333
HFE2	-1.0805
TGM4	-0.063
LYPD2	0.116
TBC1D15	0.123
MRPS21	-0.6781
NONO	-0.1645
CLEC5A	2.293625
ITCH	1.0451
MGAT3	-0.0628333333333333
MBP	-0.296875
RPP25	0.07925
SOSTDC1	0.36475
HRC	-1.80625
TRIM48	0.1755
TMEM133	0.40325
ECEL1P2	-1.62975
HOXC11	0.08
DOK5	1.2595
HELZ	0.549666666666667
LOC348180	0.283
MGC33894	0.0865
ADRB3	-0.2205
DMD	0.473416666666667
PTRH2	-0.33075
MPEG1	3.40416666666667
NDUFA12	0.473666666666667
KRTAP2-4	0.378333333333333
STAMBPL1	-1.8155
ADCY2	-1.53666666666667
UNQ6125	0.335
KLHL20	0.0203333333333333
SRM	-0.87175
OTC	-0.30675
TMIE	1.0205
SNX8	0.6915
LIPK	-0.048
CHURC1	0.475333333333333
KLC2	0.119666666666667
HDAC1	-0.560833333333333
FAM128A	0.491833333333333
FNDC3B	0.9878
MTCP1	0.150833333333333
WFDC10B	-0.1341
PCDHGB3	0.3305
ATRNL1	0.2492
CAV2	1.631625
MED26	0.519333333333333
DUS1L	0.63975
CHRM3	-0.749875
NEK9	-0.277
WARS2	-0.431
TBX22	-0.2925
TOMM40	-0.18225
RP6-213H19.1	-0.0223333333333333
TUBGCP5	-0.72625
IGSF6	5.33625
TPPP	0.7025
UNQ6190	0.4295
GSTM5	-0.631875
BTD	-0.970833333333333
PDCD1LG2	1.10183333333333
SNRPB2	-0.793
ERICH1	0.05325
APOA4	-1.552125
HOXA11	-2.45025
NARG1	-0.03125
MKX	-0.3515
RAB28	-0.468285714285714
PKP3	2.209
SH3GL2	-3.046
CTSO	2.399
RPN2	-0.158875
IL28RA	0.843
SFMBT1	0.619
WDR57	-1.415125
FER1L3	0.0546666666666667
HSF5	0.123166666666667
TTC9B	0.4695
C4BPA	-4.1325
ALB	-4.9045
SORBS3	0.17475
UPF2	0.304
JPH1	-1.112
AGBL2	-0.33375
DOPEY1	1.228
TERF1	0.263833333333333
KIF22	-0.268333333333333
NINJ1	0.93375
SEC61A2	-0.734
HIST1H1D	0.475166666666667
SFXN4	-0.817375
UCP3	-0.2284
ZNF703	0.0158333333333333
MYL6B	-1.26825
TREM1	0.41225
OR52E6	0.268
CKMT2	2.2125
HLA-C	2.805375
SLC13A3	-1.5765
TIMP4	-3.073
SLIT2	1.4745
RSF1	0.730333333333333
LONRF1	-0.753642857142857
MON1A	-0.353333333333333
CACNG6	-1.3565
DPPA4	-5.59583333333333
ZSWIM3	0.281
ZNF804A	0.548
CCIN	1.8215
SLC25A31	0.485
KCNMB4	-2.172
RABL5	0.138375
GALNS	0.8788
STX6	1.868375
HIST1H1C	-0.335833333333333
CIDEB	0.911625
CASP4	-0.1135
PDK3	-1.1226
KCNJ11	-0.1745
TPR	0.614875
ZSCAN20	-0.812
MTX2	-0.03875
HIST1H2BH	0.26225
LOC283767	1.09275
LYRM7	-1.71438888888889
BRD3	-0.261833333333333
HIST1H2BO	0.15375
MAGEB10	0.268
SLC45A1	-0.52375
SERPINA3	1.141
KIAA0143	1.639
KCNJ16	0.729666666666667
KRT79	0.3205
FABP2	-0.74575
NUT	-0.10075
ZNF57	0.10275
FBXL4	-0.343875
CLEC9A	2.801
UGT8	3.8015
BMP2K	1.1285
MAPK4	-0.4205
SLC25A23	0.1346
HINT1	-0.8422
KRTAP13-1	0.057
SFXN5	-0.0924
CHCHD2	0.246666666666667
FAM3D	1.213
NDP	-2.927375
RHOBTB1	-0.845833333333333
SLC4A4	-1.86625
RPL38	-0.40975
HTF9C	-0.6725
AP2A2	0.566875
ZBTB46	0.594
MAP7D1	0.96425
AOX1	-2.00083333333333
CYR61	1.38533333333333
DTNA	1.99928571428571
JRKL	0.746
TMOD3	0.0875
EEA1	1.0054
ADCK5	0.3735
IL1R1	1.26483333333333
KLK3	0.178071428571429
HRSP12	0.489
KTN1	-0.19175
LOH11CR2A	-1.1303
RELL2	-0.69425
MAB21L1	0.7205
C20orf59	-1.28133333333333
PHKB	-0.74975
ADAM2	-2.62516666666667
TBC1D8B	-0.388333333333333
FAM13A1	0.2473125
LAPTM4B	0.375
LCN8	-0.098
TMEM147	0.451
SYT4	0.178666666666667
XPO7	-0.6865
C9orf62	0.78175
GPR75	2.214
TRIM5	0.970125
APOC1	0.577666666666667
RNASE4	-1.897
PARD6B	-1.885875
ARID1A	-0.247833333333333
TPD52L3	0.1336
RRAGB	0.575166666666667
RCN2	0.499166666666667
HIST2H2BE	0.0431875
STARD7	0.59425
SHMT2	-0.865
KIAA1751	0.395666666666667
MLYCD	0.54225
LOC162632	-0.6508
UQCRH	0.03775
RP11-217H1.1	1.023625
SDHA	-0.629333333333333
NCLN	0.2362
ZNF17	0.264833333333333
RCBTB2	-1.25
VEGFB	-0.1502
RP4-747L4.3	2.192
COLQ	-0.1553
MPN2	-0.859
DRG2	-0.75475
KLRB1	4.81575
ALPK2	-2.132
DNASE2B	0.51025
FLJ23834	0.0511666666666667
AXUD1	-0.2295
SAFB	0.2954
NSUN4	0.7535
RFX2	0.339833333333333
MAPK8IP1	-0.0588333333333333
FANCD2	-0.327285714285714
ANKZF1	-1.723
C19orf50	-0.035875
DUSP8	1.619625
SENP5	0.720375
NFKBIL2	0.0735
LBR	0.3505
IGFL1	-0.0535
LZTS2	0.165125
IL2RG	0.266875
CCDC51	-0.78775
KLF3	0.56975
ANKRD37	-3.34375
KCTD14	1.89433333333333
FZR1	0.452583333333333
SLC44A4	-1.2816
ESPL1	-0.304
GMPR2	-1.6701
TBC1D19	-1.69983333333333
ERGIC1	-0.484777777777778
ERBB4	-0.8171
TSPAN32	0.583583333333333
MAP4	-0.2545
GPHN	-1.1865
SLC6A2	-0.312125
HIVEP1	0.654
DFFB	-0.5891
EIF4EBP2	0.8795
DMRT1	1.697
HSPB6	-0.191
IER2	0.375333333333333
AIFM1	-0.15425
WWC2	-0.02025
MRPL4	-0.259
FLJ21062	-0.746333333333333
EPB41L4A	0.69525
SH2D6	0.17625
TAF4B	0.588
GAL3ST3	-0.159
MALT1	-0.119
RTDR1	0.49875
ARVCF	-0.7195
MEX3B	-0.3885
FBXO16	-1.2405
KIF7	0.21525
C1QC	4.008
ZNF783	0.558166666666667
ZNF85	-0.19375
MMP13	4.0555
KIAA0329	-0.290625
RTP3	-0.6645
ZBED3	-0.42225
CLGN	-2.87075
SLC25A37	-0.635375
hCG_18290	-0.64675
OR5AS1	-0.093
SMARCC2	0.0106666666666667
FAM109A	0.00566666666666667
CCDC12	-0.56225
USF2	0.5373
DEPDC7	0.05575
C20orf24	-0.309
JMJD3	0.1115
DSP	2.11335714285714
SLIC1	0.78625
FAM20A	1.548625
IRF2BP2	0.95925
ZNF230	0.145
MSN	1.06885714285714
SLC9A5	-2.0895
EPDR1	-3.0537
MUSK	0.0638333333333333
ZNF434	-0.5055
