Hybridization REF	TCGA-A2-A0T1-01A-21R-A084-07
ASS1	1.07
USP42	0.270375
POLR2J	-0.1985
SEC23IP	1.184
UQCRC1	0.2875
LOC729603	-0.54175
C1orf71	-0.563125
POLG	-1.657
ADAM23	-2.49975
TFR2	-1.379
RICTOR	-0.7914
MGC39606	-0.04475
C19orf55	-0.22075
SNAPC1	-1.3665
GNA11	0.449125
CCDC52	-0.613833333333333
FSIP1	0.66
UPF3A	-0.93175
IGSF11	-2.2025
LAGE3	-0.571
CHST6	-1.2505
UNC13B	-0.215
TTLL4	-0.669
ZNF687	-0.235
SDC2	-0.3364
COX7A2	-0.326
LAMB4	-0.04975
FAM24A	0.4505
LRRTM3	0.242833333333333
GPHB5	0.23225
OR4C13	0.315
EIF3EIP	0.497642857142857
HABP4	-0.5835
TMEM125	3.67675
CNTN2	0.128875
ASNSD1	-0.65925
FUT4	0.7125
ACF	-3.64875
LOC158381	0.0625
CDH8	0.34225
AGPS	-0.407166666666667
C4orf18	2.547
PECI	-0.186666666666667
UNG	-0.112
GSTP1	-0.917875
DCUN1D5	-1.48466666666667
DKFZP564J0863	-0.23525
SLC9A3R1	0.60475
BCDO2	-1.2245
CHMP7	-0.14775
REM2	0.92
DNHD1	-0.22525
FKBP4	-0.623375
ZNF350	1.43425
MGC11102	0.501375
BST1	1.64825
KISS1R	0.9815
NCR2	0.5155
DEFB125	0.3355
UBE2W	1.245875
KRT15	-1.5715
C10orf99	0.385
SCN11A	-0.163
GFI1	-0.4895
RDHE2	5.73066666666667
FHL1	0.0998333333333333
OSGEP	-0.141333333333333
GATA1	-3.06466666666667
SMC6	-0.80325
TTTY14	-0.7755
LPIN3	-0.18375
RPL4	-0.5128
RBPMS	-0.2495
PRPF3	-0.463166666666667
EMR1	-1.0785
SPATA19	0.23675
XCR1	0.747
IRX3	1.7463
RBM6	-0.59025
KLF4	-0.0495
UNC5CL	-1.1975
SEBOX	-0.1055
BTK	0.067
KRCC1	0.90025
C6orf27	0.2735
SYTL5	-0.609
PRND	2.18775
LOC653319	-1.342
PIGL	-1.399625
HUS1	0.1365
SFRS6	0.0394166666666667
C17orf77	0.4585
UIMC1	-0.819
FXYD2	-1.19
LOC283152	-0.888
ZNF667	-1.464
ZCCHC12	-0.40975
TFEC	3.8704
ATP7B	0.237
POLD2	-1.1505
RG9MTD1	-0.32775
ACOT2	0.1365
HIST1H4I	-0.6345
PPARGC1A	-0.9363
ETFA	-0.1792
POLRMT	-0.59275
ZNF146	0.207125
MIA2	-1.535
KLHL6	1.00433333333333
HOXB5	-0.754625
NENF	0.463666666666667
CUGBP1	0.392
PRSS22	1.279
CASC4	1.0795
CUL4B	-0.6534
CENPJ	-1.4217
PITX1	1.73833333333333
FLJ31033	0.859166666666667
CELSR3	-0.173333333333333
ZNF568	0.61525
ITSN1	-0.0106666666666667
EHBP1L1	-0.044
C19orf2	-0.61975
DCTN1	-0.14325
LIN28B	-3.3395
TNKS2	-0.827
C1QBP	-0.72075
CADPS2	1.57425
SRMS	0.031
GJA9	0.1555
MGC24975	-1.14616666666667
TRIM45	-2.42633333333333
TSP50	-0.12925
TCP1	-0.906
TMED7	0.1703
CMA1	0.637
CENPL	-0.387666666666667
PTCRA	0.339
FST	-3.802
VWCE	-3.30675
PAWR	-0.39725
ABCC12	2.8045
LDLR	-0.654
ASTN2	1.0325
LOC441212	-1.256875
GPATCH8	-0.27775
TANC2	0.31225
KIF4A	-2.10425
C18orf18	-0.8625
PGM1	-0.50525
KIAA0258	-0.63625
CPD	0.17975
SNCAIP	-0.706
DCT	-4.07316666666667
HLA-DOA	3.23559090909091
OR11L1	0.473
UPK1B	-0.239833333333333
DNAJB4	-0.805625
UGT1A8	-0.034
HIST1H4L	-0.561
PECR	-1.04316666666667
HSPA2	0.84375
WFIKKN1	-0.6425
SERP1	0.453375
SYDE2	2.722
TACR2	0.721
NUP85	-0.65025
CD177	0.613333333333333
LGR5	-1.35433333333333
PIGG	-0.796583333333333
PTHR1	-1.22183333333333
RAB5A	0.6484
FLJ13224	0.134
USP9Y	-0.684666666666667
C7orf53	-1.077
LRP1B	-0.789
XAF1	2.2146
ABCG8	0.128
ANKDD1A	-0.206333333333333
DAND5	-1.8425
SPAG6	-0.0538333333333333
LINCR	0.85375
ZDHHC22	-1.391875
CCDC60	-0.3815
THOC7	-1.05983333333333
TCTA	1.4491
OR8K3	0.34925
NY-REN-7	-0.641
B2M	1.9845
C6orf141	-0.91625
LPPR4	3
SQLE	-0.3985
SEPHS1	-0.3055
BTBD14B	0.531285714285714
PLRG1	-0.408
SPG7	-0.7304375
ZNF614	-0.160666666666667
PARD6G	1.09766666666667
INPP5B	-0.6604
GRPEL2	-0.094875
PPID	-0.8476
TRIM56	-0.0285
UBE2J1	0.838625
IL20RA	1.8975
LOC387856	0.12025
C1orf107	0.420916666666667
UTS2R	1.05725
C19orf22	-0.12275
SAFB2	-0.242
KIAA0652	0.298875
KLRG1	0.738333333333333
MS4A8B	0.728
FRAG1	0.49675
KIAA1546	-0.3575
E2F4	-1.1492
CLEC4M	0.577
BTBD14A	-0.75525
KIAA0999	-0.1338
GYPA	-2.84883333333333
TAC1	-0.4006
TRAIP	-1.072
KIAA0232	0.2723
ERCC8	-1.471625
GPX4	0.028125
KIAA0368	-0.785375
GPR157	-0.0728333333333333
CTAGE4	1.5305
C9orf30	-1.28266666666667
OR52A1	-0.058
HSP90B3P	0.128
ALG9	-0.7034
BTBD10	0.77125
SDK2	0.599
BAIAP3	-1.267
RABGGTB	-1.253
ANKRD40	-0.223666666666667
KRT74	0.498
CALCOCO2	-0.0297142857142857
SNCA	-2.635
TMSL8	-1.627625
C2orf53	-0.014
ESRRB	-0.165
ARHGAP26	-0.098625
TDRD9	-2.70825
HRAS	0.771333333333333
KLRC4	-1.723
JAGN1	-0.0568333333333333
BSDC1	0.60325
RNF43	-0.5203
NDUFAF1	0.106
PHF12	0.1845
OR1L3	0.12725
FOLR2	2.12358333333333
LYZL6	-0.033
tcag7.1260	-1.0905
WSB1	-2.00666666666667
PROS1	-0.093
OSTN	0.5315
PSMB8	1.58375
SOCS4	-0.21275
DDIT4L	1.819
MAS1	-0.167
MGC34796	1.37
CSHL1	0.361666666666667
TBCCD1	0.344333333333333
ZBTB7C	0.2355
AP2S1	0.4785
P15RS	-0.6265
VAT1	-0.2056
SHANK3	1.597
TUFM	0.042
THEG	-0.291
KRT34	-1.75275
SGSM3	0.65975
TOMM22	0.201625
SOCS3	0.969833333333333
CPO	-0.163
POP4	0.424
BHLHB3	1.73975
MALL	2.0675
OR1B1	0.5835
PARK2	0.640833333333333
GPR124	1.032
LCE1E	0.271
RUVBL2	-0.65075
CGRRF1	0.1541
ACPL2	0.505
WNT10B	-1.066625
BAIAP2L2	-1.96675
ISCA1	-0.2045
C1orf125	-0.3435
RPAP1	-0.66225
RAI16	-1.08316666666667
RPL27	-0.51575
NLRP9	-0.1565
EPN1	0.205
LOC388610	-2.300125
SLC35A1	0.9797
GAL	-2.5795
SLC14A2	0.3225
RDH11	-0.0045
FAM138F	-0.409
AUH	-0.76225
FLJ40243	-0.09475
C14orf129	0.465166666666667
MBD2	0.273666666666667
ABHD14B	-0.19425
PIGT	-0.01675
ALS2CR4	-0.187625
ALAS1	0.5448
FOXO1	1.36233333333333
CRLF3	-0.083125
C20orf107	0.1415
FARS2	0.71625
CCDC28A	0.043
NPHP3	-1.051
OR13F1	0.6305
TSEN54	-0.59925
DEFB106B	0.1734
OR8B4	0.393
STH	0.30875
ZC3H14	-0.758
CBX2	-0.1835
TMEM49	-1.08825
C6orf21	0.457
FLJ20920	0.104125
CRTAP	0.000714285714285723
DDX50	-0.41475
STYXL1	0.29075
BLVRB	0.0966666666666666
LOC147650	-0.6905
MMP24	0.44375
GRID1	1.09016666666667
BANF1	-0.296166666666667
CTAGEP	0.00524999999999998
HMBS	-2.129
SLC25A24	-0.3105
C14orf50	0.0655
MRO	1.54966666666667
SLC25A15	-0.8105
FAM84B	1.5164
TDP1	-0.6865
C16orf78	0.00683333333333333
C11orf57	-0.45475
RFK	-0.60075
ZFYVE9	-1.143625
STCH	-0.1989
WIBG	0.6585
LOC283871	-0.211833333333333
GBA2	-0.5661
NDUFB3	-0.29525
HSD17B13	0.048
GRIN3A	1.57833333333333
FMNL1	0.043
SEPT7	0.1944
GNLY	4.58
GRAMD1C	0.3065
ZNF165	-1.35075
USP38	0.54125
FAM83A	-0.601
C14orf24	0.373833333333333
ARMCX3	0.271
ARHGDIB	1.2085
AK1	1.001125
KIAA1045	0.2265
DNAJB13	-0.056
NEU2	0.7375
HIST1H4B	-0.469833333333333
FAM20B	0.0609
HES2	1.03221428571429
FAM73B	-0.1949
LOC388381	0.576
INTS7	-0.721636363636364
AMPH	1.11525
ZNF775	0.112375
UCKL1	-0.565833333333333
C10orf97	-0.22325
C1orf161	0.208
ALDH1L1	-0.55425
FLJ39378	-0.41675
SLC23A1	-1.2655
RBM4B	0.25825
THAP4	-0.132333333333333
OGFRL1	0.5715
KIAA0831	-0.420875
PPP1R15A	-0.414
C1orf96	-0.547142857142857
C12orf11	-2.38575
BMF	0.877375
MAN1A1	-0.180625
KIAA1600	0.835666666666667
NLGN4X	0.0945
ALOX12	-0.896
RB1CC1	0.2851
NEIL2	-0.4445
EIF4E	0.0135
ABHD5	-0.1775
EXOC4	-0.522166666666667
CIP29	-0.152166666666667
BATF2	1.941
SLC29A4	0.11725
HTR4	0.50025
EMB	0.3745
TRAF6	0.89125
LMNB1	-0.84825
FAM19A5	0.473375
SHE	1.764
PIK3C2B	1.43425
C15orf15	-0.4779
USP15	0.1419
TCEAL2	-1.08175
C5orf39	0.0985
PTGER2	-0.441
SLC31A1	-0.5045625
IFT172	0.5845
ADAM29	0.25725
GFOD1	-0.1685
ST7L	-0.283833333333333
C15orf26	-2.447
PKN3	-1.215
CNTD1	1.98583333333333
COMMD1	0.288625
NTRK2	2.42558333333333
FOXN3	0.385125
MFGE8	-0.1107
PFKFB2	0.612666666666667
TAS2R4	-0.14525
ENTHD1	1.92916666666667
PRMT5	-1.1795
MGC16384	-1.324125
LOC442229	-0.4255
TSKU	0.83625
KRTCAP3	-2.4345
PDLIM1	0.668
KCNS2	0.72025
RNF126	-0.751166666666667
CEP63	-0.03375
CLIC4	0.193875
hCG_1990170	-0.47425
ACR	0.57
KLK7	-0.2305
ALOX5AP	3.28725
RIPK3	3.40325
TAS2R9	0.04
C19orf18	-0.182
BIRC6	0.272642857142857
ZNF16	0.8635
RFT1	-0.3025
SLC8A2	-0.2295
TACC1	0.5785
ITGAD	0.7655
SAMHD1	1.78
SH3PXD2B	1.7799
EPC2	0.44925
C20orf85	3.3755
ATP13A2	-0.0188333333333333
KRT4	3.2625
CAPNS1	0.209
MDM2	-0.35925
PCDH20	2.87275
KCNK9	0.533
OR2C1	-0.297
KLHDC3	-0.723666666666667
IPPK	-0.2555
EFHD2	0.6205
GALR3	1.0325
NBEA	-0.585166666666667
ABCA6	2.7133
CLDN3	0.474
AKT2	-0.778785714285714
EGFR	-2.235
RBM16	0.04825
ZDHHC3	0.3653
SLC25A4	-1.59566666666667
CYB5B	-0.884666666666667
CPXM1	1.14475
NDRG1	-1.43892307692308
FLJ43826	0.2965
OR5L2	0.0338333333333333
FARP2	-0.2928
MRPL46	-0.724333333333333
LDHAL6B	0.226166666666667
MAPKAPK3	-0.332
NCAM2	-1.929
PRKD2	0.459333333333333
ZFP36L1	1.0111
CYSLTR1	0.7705
OR4C3	-0.0055
HIST1H2AJ	0.7055
CCNB2	-1.785
ZNF10	-0.464375
TMEM175	0.6925
FAM134A	0.579666666666667
TIGD4	-0.424
PCNP	-0.629
MGC39715	0.12775
LQK1	-0.97225
CREB1	0.7788
TMPRSS3	1.41875
C4orf32	0.1595
LAT	0.0398333333333333
KCNA3	1.0395
SKIV2L2	-1.457
ROPN1B	-4.3895
tcag7.23	-0.7045
CDT1	-2.807125
ZHX2	0.303
CD28	-1.0865
ZNF624	1.31
SEPT2	0.21375
SOHLH2	-1.445375
MCOLN3	-0.193
UNQ1945	0.7905
MASP2	-0.71
ZNRF3	-0.3723
GPATCH3	-0.3855
AGL	0.39475
QRICH2	-0.1255
PSD4	0.652
CCNB1IP1	-1.2435
ENPP7	0.343
OBFC1	0.697
KCNG3	-1.9545
C14orf79	0.0763333333333333
ENPEP	1.97883333333333
SCT	1.07
SKI	0.972375
SEC61G	-1.6535
CAPN11	0.60275
ATXN7L3	0.08075
DBNDD1	0.256
FAIM	0.61525
ANKRD36	-0.5635
GABRP	-0.275
TACSTD2	-0.807833333333333
EIF3J	-0.58325
PPP2R2A	-1.65825
TEKT4	-0.757666666666667
PVALB	-3.49516666666667
F10	-1.72283333333333
FAM134C	0.7023
COMP	4.999875
EFCBP1	-2.597125
SCLT1	0.241625
TAL1	-0.5515
ACSL1	1.6705
ABCC5	-0.234916666666667
ABL1	0.0182777777777778
RBBP7	0.293166666666667
PTPRG	-0.5435
NCOR1	-0.0601
SPINK4	-1.48233333333333
TXNRD1	-0.4798
TNRC15	0.77125
C9orf138	0.74275
UBE2H	0.0596666666666667
BRDT	-0.11
C8orf31	-0.20575
CCNE2	0.751272727272727
SLC6A8	-1.719125
CALCR	-3.59
PPP1CB	0.57575
ABHD8	0.06575
ARF5	0.5193
SLC24A4	0.86975
CCT3	-0.22125
ZNF121	0.112125
SLC3A2	-1.0996
OR13A1	0.4315
SLC5A10	-0.10425
RAD50	-0.269625
IER5	0.259
MTHFD1L	-1.75225
MBTPS2	0.31925
MVK	-0.113
NCL	-0.1152
PSMD10	-0.8955
MOBP	0.493625
FLJ32894	-0.3395
HRH1	0.345
C5orf30	0.07225
NUDT16L1	0.877
RASGRP3	4.1295
PRKRIP1	-0.1705
CCDC75	0.37825
LOC253970	-0.21275
KIAA1239	0.1675
MED21	-1.00975
SYT11	1.11866666666667
NTSR2	-0.164
EGFL11	0.0705
CXorf59	0.0995
OR2A25	-0.0965
SPTBN2	-0.52125
LRMP	-0.580166666666667
RNF111	-0.027
PTH	-0.225
LOC619208	0.198833333333333
KIAA0895	0.59125
RANBP5	-1.29475
P2RY10	2.51466666666667
NME5	-0.388666666666667
DDX21	-0.4445
LRSAM1	0.2565
HDAC11	0.227
VMO1	1.8765
NOLA2	-0.8625
ADAR	0.179166666666667
MTO1	-1.421
SF4	0.111333333333333
P2RX1	0.421333333333333
HBM	0.2605
EN2	1.072
C14orf172	0.11375
TM9SF2	0.4486
INHBE	-0.881166666666667
TCTE3	0.220916666666667
TOX2	-1.6105
CTAGE3	-0.129125
HBB	3.7238
MED15	-0.594666666666667
CASR	0.1915
C6orf66	-0.944
MTPN	-0.1885
UNC50	-0.19275
C21orf33	0.69875
IRF2	0.897375
PGR	-1.98883333333333
GPR84	2.61725
CROCCL1	-3.36725
SRPX	0.066
BRE	-0.0518333333333333
FGF10	0.432
SDC3	-0.4945
ZRSR1	0.446
DKFZP434P211	-0.18625
SOX6	0.2085
RPUSD2	0.03025
C14orf173	0.0259166666666667
MAPK11	0.763166666666667
TBC1D22A	0.6665
FAM123A	-0.816
COL4A6	-3.80633333333333
TOMM70A	-0.145
NAB1	-0.166
MGC16385	-0.341125
TSPAN18	0.115
MED31	-0.5285
PLG	-0.24475
CAPSL	3.2065
ZNF532	0.7966
ASB14	0.04375
CA8	-3.30825
NUDT16P	0.385333333333333
SLFN11	1.009
LRRIQ2	-0.207
NOL7	-0.638666666666667
BRMS1L	-0.85225
JARID1A	0.126166666666667
PANK2	-0.33475
ICAM3	0.42175
MDS1	-0.2015
TAF8	-0.569
RNF139	0.54125
ZNF594	-0.8365
ADAM8	2.65325
SFTPC	0.02425
MAN2B2	1.02725
RGS12	0.0285
EIF1AY	-4.41625
LRRIQ1	-0.0765
GPR150	1.2375
CCDC21	-1.47966666666667
PRRG3	0.79375
SAA4	-3.44525
RAPGEF5	2.799125
ZCCHC2	0.0443333333333333
MGC39372	-0.2475
PPP4R2	0.920166666666667
CDCA2	-2.07716666666667
OR4D5	0.1715
PTGFRN	0.8673
SIGLEC5	2.0655
C19orf61	-0.105833333333333
NMUR2	0.331
KIAA1586	-1.253
DAGLA	0.0171666666666667
CHCHD6	-0.26225
GPR32	0.7375
NEUROD6	0.408
SLC2A4RG	0.3765625
CA5B	1.91075
FBXL3	1.017
MPHOSPH9	-1.5455
HMG2L1	0.24325
HCN4	0.595333333333333
CEACAM19	0.316
SH2D4B	0.342666666666667
HFE2	-0.4055
TGM4	0.1065
LYPD2	0.175
TBC1D15	0.08075
MRPS21	-0.7323
NONO	-1.5871
CLEC5A	1.93975
ITCH	-0.1496
MGAT3	0.0753333333333333
MBP	-0.0538750000000001
RPP25	-0.4065
SOSTDC1	1.79075
HRC	-1.427
TRIM48	0.11
TMEM133	0.19225
ECEL1P2	-1.17775
HOXC11	0.646
DOK5	-0.00175000000000001
HELZ	0.378
LOC348180	-0.7595
MGC33894	0.16275
ADRB3	0.1055
DMD	0.103583333333333
PTRH2	-0.68875
MPEG1	3.46033333333333
NDUFA12	-0.346666666666667
KRTAP2-4	0.2415
STAMBPL1	-0.8215
ADCY2	1.79666666666667
UNQ6125	0.135
KLHL20	0.3195
SRM	-0.681
OTC	0.4625
TMIE	0.302
SNX8	0.24525
LIPK	0.4305
CHURC1	0.382083333333333
KLC2	0.325
HDAC1	-0.641333333333333
FAM128A	-0.4415
FNDC3B	0.5662
MTCP1	-0.840333333333333
WFDC10B	0.5031
PCDHGB3	-0.0875
ATRNL1	-2.1367
CAV2	-0.195625
MED26	-0.0605
DUS1L	2.1955
CHRM3	-1.567875
NEK9	0.2465
WARS2	-0.76
TBX22	-0.3375
TOMM40	-0.2945
RP6-213H19.1	-0.727
TUBGCP5	-0.62475
IGSF6	5.676
TPPP	1.5655
UNQ6190	0.409
GSTM5	1.65175
BTD	0.2255
PDCD1LG2	1.45633333333333
SNRPB2	-0.225833333333333
ERICH1	-0.74525
APOA4	-1.55775
HOXA11	-1.1275
NARG1	-0.768
MKX	-0.38525
RAB28	-0.613214285714286
PKP3	0.7025
SH3GL2	2.1175
CTSO	2.3065
RPN2	0.2485
IL28RA	-0.34
SFMBT1	-0.20425
WDR57	-0.297375
FER1L3	0.283583333333333
HSF5	0.3285
TTC9B	0.133
C4BPA	-0.566833333333333
ALB	-4.01071428571429
SORBS3	0.3025
UPF2	0.4745
JPH1	0.6355
AGBL2	-1.409
DOPEY1	1.4055
TERF1	-0.394666666666667
KIF22	-0.620166666666667
NINJ1	0.6205
SEC61A2	-0.268583333333333
HIST1H1D	-0.6745
SFXN4	0.219375
UCP3	0.6053
ZNF703	0.6505
MYL6B	-0.745
TREM1	2.29875
OR52E6	0.6125
CKMT2	0.735
HLA-C	2.698625
SLC13A3	-2.07016666666667
TIMP4	-1.178
SLIT2	3.05425
RSF1	0.109777777777778
LONRF1	-1.79657142857143
MON1A	0.121
CACNG6	-1.4115
DPPA4	-5.12083333333333
ZSWIM3	0.617
ZNF804A	0.972166666666667
CCIN	0.89925
SLC25A31	-0.616
KCNMB4	0.054
RABL5	0.594
GALNS	-0.5313
STX6	1.33125
HIST1H1C	-0.0748333333333333
CIDEB	-0.708875
CASP4	0.705666666666667
PDK3	-0.08
KCNJ11	0.0625
TPR	-0.264625
ZSCAN20	-1.0175
MTX2	-0.58325
HIST1H2BH	0.129
LOC283767	1.16175
LYRM7	-1.62622222222222
BRD3	0.611166666666667
HIST1H2BO	-0.14125
MAGEB10	0.231
SLC45A1	-0.02175
SERPINA3	-2.44525
KIAA0143	1.8245
KCNJ16	0.284333333333333
KRT79	0.50225
FABP2	-0.164
NUT	0.02225
ZNF57	-0.905
FBXL4	-0.208625
CLEC9A	1.7325
UGT8	-1.1625
BMP2K	0.4255
MAPK4	-3.48325
SLC25A23	-1.5233
HINT1	-0.6807
KRTAP13-1	0.219
SFXN5	-0.2554
CHCHD2	0.204166666666667
FAM3D	4.3335
NDP	-2.201125
RHOBTB1	0.171
SLC4A4	-0.438125
RPL38	-0.16075
HTF9C	-0.543666666666667
AP2A2	0.50325
ZBTB46	-0.223
MAP7D1	0.460625
AOX1	-0.195
CYR61	-0.06325
DTNA	0.543071428571429
JRKL	-0.66575
TMOD3	0.60275
EEA1	-0.3034
ADCK5	0.44275
IL1R1	2.20583333333333
KLK3	0.284285714285714
HRSP12	0.333
KTN1	-0.04375
LOH11CR2A	0.257
RELL2	-0.1115
MAB21L1	0.7635
C20orf59	-1.1315
PHKB	0.999
ADAM2	-1.50533333333333
TBC1D8B	0.745333333333333
FAM13A1	-0.450125
LAPTM4B	1.00391666666667
LCN8	0.1725
TMEM147	0.675
SYT4	-0.108833333333333
XPO7	-1.0275
C9orf62	1.14425
GPR75	0.072
TRIM5	0.759625
APOC1	1.66
RNASE4	-0.32
PARD6B	-3.26525
ARID1A	0.118416666666667
TPD52L3	0.2
RRAGB	1.42833333333333
RCN2	-0.452666666666667
HIST2H2BE	0.1523125
STARD7	0.0175
SHMT2	-0.39125
KIAA1751	-0.1905
MLYCD	-0.250375
LOC162632	-0.9363
UQCRH	-1.33
RP11-217H1.1	0.2380625
SDHA	-0.575166666666667
NCLN	-0.4453
ZNF17	0.202
RCBTB2	-1.3615
VEGFB	-0.1685
RP4-747L4.3	1.019
COLQ	0.0183
MPN2	-0.741166666666667
DRG2	-0.78875
KLRB1	6.12125
ALPK2	-1.0885
DNASE2B	1.30025
FLJ23834	0.470666666666667
AXUD1	0.156333333333333
SAFB	-0.1422
NSUN4	-0.262
RFX2	-0.023
MAPK8IP1	-0.744
FANCD2	0.236857142857143
ANKZF1	-1.71283333333333
C19orf50	-0.2035
DUSP8	1.906375
SENP5	-0.12875
NFKBIL2	-0.554
LBR	-1.347375
IGFL1	-0.029
LZTS2	0.256125
IL2RG	1.177875
CCDC51	0.05925
KLF3	0.52425
ANKRD37	-1.85925
KCTD14	-2.00583333333333
FZR1	-0.32525
SLC44A4	3.4728
ESPL1	-0.89025
GMPR2	-0.8336
TBC1D19	-1.44333333333333
ERGIC1	1.16033333333333
ERBB4	0.3904
TSPAN32	1.10033333333333
MAP4	-0.00875000000000001
GPHN	-1.20725
SLC6A2	-0.1495
HIVEP1	0.46475
DFFB	-0.1605
EIF4EBP2	0.801125
DMRT1	-0.2075
HSPB6	-0.04075
IER2	0.157833333333333
AIFM1	0.07425
WWC2	-0.0500833333333333
MRPL4	-0.70525
FLJ21062	0.8685
EPB41L4A	1.017
SH2D6	0.334
TAF4B	-1.15825
GAL3ST3	-0.1435
MALT1	-0.452333333333333
RTDR1	-0.37375
ARVCF	0.679
MEX3B	-0.153833333333333
FBXO16	-0.5015
KIF7	-0.75825
C1QC	4.21833333333333
ZNF783	-0.141666666666667
ZNF85	-0.4475
MMP13	6.358
KIAA0329	0.28325
RTP3	-0.1485
ZBED3	-0.4555
CLGN	-2.215
SLC25A37	-1.88679166666667
hCG_18290	-0.34225
OR5AS1	0.2905
SMARCC2	0.18125
FAM109A	0.0318333333333333
CCDC12	-0.055
USF2	0.3701
DEPDC7	-1.42575
C20orf24	-0.643
JMJD3	0.291
DSP	0.559357142857143
SLIC1	1.19325
FAM20A	2.469375
IRF2BP2	0.4875
ZNF230	0.037
MSN	0.261357142857143
SLC9A5	-1.376
EPDR1	-0.9276
MUSK	0.449
ZNF434	-0.372333333333333
SMARCD1	-0.6235
ZFP106	-0.652
ZNF347	-0.0545
