Hybridization REF	TCGA-AO-A129-01A-21R-A10J-07
ELAC2	-0.240833333333333
NPR1	0.37575
ASS1	-0.77
USP42	0.485875
POLR2J	-0.34
SEC23IP	-0.255
UQCRC1	-0.684
LOC729603	-0.67875
C1orf71	0.480375
POLG	-0.944
ADAM23	-3.20275
TFR2	-0.99225
RICTOR	-0.8421
MGC39606	1.15675
C19orf55	-0.172375
SNAPC1	-1.1545
GNA11	0.54825
CCDC52	-0.346333333333333
FSIP1	-0.4145
UPF3A	-0.196
IGSF11	-1.685
LAGE3	0.19975
CHST6	-0.9125
UNC13B	-0.364125
TTLL4	2.482875
ZNF687	2.77555756156289e-17
SDC2	-0.0831
COX7A2	-0.09625
LAMB4	0.33475
FAM24A	-0.0675
LRRTM3	-0.5185
GPHB5	0.1925
OR4C13	0.281
EIF3EIP	0.666285714285714
HABP4	-0.2575
TMEM125	3.87775
CNTN2	0.146375
ASNSD1	-0.35275
FUT4	0.531625
ACF	-3.5765
LOC158381	0.2965
CDH8	0.3195
AGPS	-0.355833333333333
C4orf18	0.664375
PECI	-1.19475
UNG	-0.634875
GSTP1	0.18475
DCUN1D5	-0.751833333333333
DKFZP564J0863	0.1
SLC9A3R1	-0.2305
BCDO2	-0.233125
CHMP7	-0.61425
REM2	0.1475
DNHD1	0.33625
FKBP4	-0.025125
ZNF350	0.817
MGC11102	0.213625
BST1	2.228
KISS1R	1.3555
NCR2	0.1455
DEFB125	-0.2925
UBE2W	1.004875
KRT15	2.478375
C10orf99	0.3235
SCN11A	0.061125
GFI1	-1.1475
RDHE2	0.788
FHL1	-2.50866666666667
OSGEP	0.0515
GATA1	-3.34716666666667
SMC6	-0.3285
TTTY14	-0.8195
LPIN3	0.05375
RPL4	0.2023
RBPMS	-0.5442
PRPF3	1.32766666666667
EMR1	-1.981
SPATA19	-0.0325
XCR1	0.4455
IRX3	2.5321
RBM6	-0.978
KLF4	-1.5574
UNC5CL	-0.4295
SEBOX	0.1355
BTK	0.15175
KRCC1	1.63825
C6orf27	0.1775
SYTL5	-0.5755
PRND	0.385125
LOC653319	-1.227
PIGL	-0.1405
HUS1	-0.141833333333333
SFRS6	0.353583333333333
C17orf77	0.249
UIMC1	-1.70433333333333
FXYD2	-1.2953
LOC283152	0.5905
ZNF667	0.884
ZCCHC12	-0.43475
TFEC	2.2212
ATP7B	-1.4715
POLD2	-0.650666666666667
RG9MTD1	0.07225
ACOT2	-1.084
HIST1H4I	-0.494875
PPARGC1A	-1.3766
ETFA	-1.2526
POLRMT	-0.4715
ZNF146	0.5
MIA2	-0.168
KLHL6	0.113
HOXB5	-1.411
NENF	1.00733333333333
CUGBP1	0.53275
PRSS22	1.0595
CASC4	0.5257
CUL4B	0.0888
CENPJ	-1.1786
PITX1	-0.032
FLJ31033	0.384333333333333
CELSR3	-1.90783333333333
ZNF568	0.556
ITSN1	-0.256916666666667
EHBP1L1	-0.131
C19orf2	0.7925
DCTN1	-0.17425
LIN28B	-1.48733333333333
TNKS2	-0.03975
C1QBP	-0.49475
CADPS2	0.04925
SRMS	0.02475
GJA9	0.0991666666666667
MGC24975	0.140666666666667
TRIM45	-0.9265
TSP50	0.30175
TCP1	-0.7195
TMED7	-0.5071
CMA1	0.2955
CENPL	-0.0366666666666667
PTCRA	0.1105
FST	-3.94375
VWCE	-4.10425
PAWR	-0.005
ABCC12	0.0648333333333333
LDLR	-1.0808
ASTN2	-0.7865
LOC441212	0.64275
GPATCH8	-0.155
TANC2	-1.24125
KIF4A	-0.83225
C18orf18	-1.11525
PGM1	-0.22825
KIAA0258	0.89825
CPD	-0.714375
SNCAIP	-0.94275
DCT	-4.14516666666667
HLA-DOA	2.23427272727273
OR11L1	0.42
UPK1B	0.443166666666667
DNAJB4	-0.495875
UGT1A8	-0.13925
HIST1H4L	-0.398
PECR	-0.535666666666667
HSPA2	0.74675
WFIKKN1	-1.103
SERP1	-0.329625
SYDE2	0.72475
TACR2	0.488
NUP85	-0.042
CD177	-0.453333333333333
LGR5	-0.590166666666667
PIGG	-0.13975
PTHR1	-2.00283333333333
RAB5A	0.1317
FLJ13224	0.183
USP9Y	-0.9225
C7orf53	-0.0095
LRP1B	-0.33175
XAF1	3.1113
ABCG8	-0.579
ANKDD1A	-0.535333333333333
DAND5	-1.1355
SPAG6	0.175666666666667
LINCR	3.415
ZDHHC22	-1.48475
CCDC60	0.195
THOC7	-1.17366666666667
TCTA	0.8537
OR8K3	0.046
NY-REN-7	-0.33425
B2M	0.634
C6orf141	-1.145125
LPPR4	1.435
SQLE	-0.29325
SEPHS1	1.64275
BTBD14B	0.506928571428571
PLRG1	-0.35925
SPG7	-0.37525
ZNF614	-0.575333333333333
PARD6G	0.860833333333333
INPP5B	-0.4348
GRPEL2	-0.37425
PPID	-0.7771
TRIM56	-0.5535
UBE2J1	0.682125
IL20RA	1.0895
LOC387856	-0.17225
C1orf107	1.48875
UTS2R	1.2645
C19orf22	-0.3325
SAFB2	0.511625
KIAA0652	-0.032875
KLRG1	0.184166666666667
MS4A8B	-0.154833333333333
FRAG1	1.07025
KIAA1546	0.11725
E2F4	-0.6537
CLEC4M	0.0171666666666667
BTBD14A	0.4185
KIAA0999	1.0973
GYPA	-2.72766666666667
TAC1	0.1834
TRAIP	-1.2465
KIAA0232	-0.0544
ERCC8	-1.793875
GPX4	0.312875
KIAA0368	-0.46625
GPR157	-0.7045
CTAGE4	0.041
C9orf30	-0.3795
OR52A1	0.71
HSP90B3P	-0.4815
ALG9	-0.541
BTBD10	0.57475
SDK2	0.93625
BAIAP3	-1.4985
RABGGTB	-0.066
ANKRD40	-0.957
KRT74	0.172
CALCOCO2	-0.584714285714286
SNCA	-3.50675
TMSL8	-2.361375
C2orf53	0.365
ESRRB	-0.4525
ARHGAP26	0.291
TDRD9	-2.507
HRAS	0.473
KLRC4	-1.813
JAGN1	0.3465
BSDC1	0.431
RNF43	-0.9357
NDUFAF1	-1.01775
PHF12	-0.01375
OR1L3	0.07575
FOLR2	1.41716666666667
LYZL6	0.1635
tcag7.1260	-1.354
WSB1	-1.35016666666667
PROS1	0.0779
OSTN	0.4445
PSMB8	0.767
SOCS4	-0.753875
DDIT4L	2.60025
MAS1	0.3195
MGC34796	0.28275
CSHL1	0.1585
TBCCD1	0.6695
ZBTB7C	0.293
AP2S1	-0.446375
P15RS	-0.4881
VAT1	-1.1368
SHANK3	1.06483333333333
TUFM	-0.221833333333333
THEG	0.23675
KRT34	-1.5265
SGSM3	0.508375
TOMM22	0.340375
SOCS3	1.6795
CPO	0.6605
POP4	0.52125
BHLHB3	2.06575
MALL	1.3605
OR1B1	-0.0145
PARK2	0.3085
GPR124	0.625375
LCE1E	0.0815
RUVBL2	-0.5255
CGRRF1	-1.0342
ACPL2	-0.144
WNT10B	-1.571875
BAIAP2L2	-0.195125
ISCA1	0.224
C1orf125	1.313875
RPAP1	-0.732
RAI16	-0.0945
RPL27	-0.355125
NLRP9	-0.0125
EPN1	0.2445
LOC388610	-0.2685
SLC35A1	0.5939
GAL	-1.74825
SLC14A2	0.2495
RDH11	-1.07133333333333
FAM138F	-0.231
AUH	0.2335
FLJ40243	0.1325
C14orf129	-0.920333333333333
MBD2	-0.416833333333333
ABHD14B	-0.68625
PIGT	-0.629625
ALS2CR4	0.070625
ALAS1	0.0848
FOXO1	0.509666666666667
CRLF3	-0.195625
C20orf107	-0.5365
FARS2	0.66675
CCDC28A	0.42225
NPHP3	-0.819
OR13F1	0.1615
TSEN54	0.38275
DEFB106B	0.1032
OR8B4	0.35
STH	-0.65025
ZC3H14	-0.351
CBX2	-0.2885
TMEM49	-1.79975
C6orf21	0.345
FLJ20920	-0.076125
CRTAP	-1.34685714285714
DDX50	0.4365
STYXL1	-1.047
BLVRB	-1.04883333333333
LOC147650	-0.459166666666667
MMP24	0.027
GRID1	0.960166666666667
BANF1	-0.144833333333333
CTAGEP	-0.32175
HMBS	-0.47975
SLC25A24	-0.434833333333333
C14orf50	0.61775
MRO	0.0861666666666667
SLC25A15	-0.22225
FAM84B	0.5757
TDP1	-0.7745
C16orf78	0.0478333333333333
C11orf57	0.44675
RFK	-0.436125
ZFYVE9	0.7085
STCH	-0.759
WIBG	-0.2345
LOC283871	-0.778666666666667
GBA2	-0.931
NDUFB3	-0.365
HSD17B13	-0.34025
GRIN3A	1.04966666666667
FMNL1	-0.0971666666666667
SEPT7	-0.1145
GNLY	4.656
GRAMD1C	0.0118333333333333
ZNF165	1.53675
USP38	0.76225
FAM83A	-2.45966666666667
C14orf24	0.3135
ARMCX3	0.469875
ARHGDIB	0.286166666666667
AK1	-0.923375
KIAA1045	0.81225
DNAJB13	-0.2205
NEU2	-0.094
HIST1H4B	-0.535
FAM20B	-0.5296
HES2	-0.415357142857143
FAM73B	-0.6619
LOC388381	-0.26
INTS7	0.450909090909091
AMPH	-0.11175
ZNF775	0.32975
UCKL1	-0.962833333333333
C10orf97	-0.3255
C1orf161	-0.052
ALDH1L1	-1.2555
FLJ39378	-0.1305
SLC23A1	-1.242
RBM4B	-0.11125
THAP4	0.729833333333333
OGFRL1	3.13075
KIAA0831	-0.251
PPP1R15A	-0.089
C1orf96	1.02528571428571
C12orf11	-0.4185
BMF	1.212
MAN1A1	-0.381375
KIAA1600	0.752
NLGN4X	-0.2055
ALOX12	-0.507166666666667
RB1CC1	0.5567
NEIL2	0.0543
EIF4E	-0.842545454545455
ABHD5	-0.62175
EXOC4	-0.287833333333333
CIP29	-0.846
BATF2	2.84775
SLC29A4	-0.84375
HTR4	0.21475
EMB	-0.35775
TRAF6	0.85225
LMNB1	-0.4445
FAM19A5	-1.67225
SHE	0.9275
PIK3C2B	1.192
C15orf15	-1.1433
USP15	-0.2348
TCEAL2	3.0845
C5orf39	-0.337666666666667
PTGER2	-0.39025
SLC31A1	-0.505375
IFT172	1.60275
ADAM29	0.238
GFOD1	1.75125
ST7L	0.356
C15orf26	-2.43825
PKN3	-1.7055
CNTD1	0.133333333333333
COMMD1	0.16775
NTRK2	1.36266666666667
FOXN3	-0.22725
MFGE8	2.4249
PFKFB2	1.2105
TAS2R4	-0.11425
ENTHD1	1.5775
PRMT5	-1.317
MGC16384	-1.175875
LOC442229	0.484
TSKU	0.137375
KRTCAP3	3.87775
PDLIM1	0.1754
KCNS2	0.067
RNF126	-0.0303333333333333
CEP63	0.00824999999999999
CLIC4	-0.105
hCG_1990170	-0.14925
ACR	1.0032
KLK7	-0.022
ALOX5AP	2.194125
RIPK3	2.713
TAS2R9	0.5025
C19orf18	1.369
BIRC6	0.397428571428571
ZNF16	1.3475
RFT1	-0.67225
SLC8A2	-0.094
TACC1	-0.000250000000000014
ITGAD	0.92
SAMHD1	1.18025
SH3PXD2B	1.4239
EPC2	1.21825
C20orf85	0.106375
ATP13A2	0.208833333333333
KRT4	0.205625
CAPNS1	-0.0545
MDM2	0.238416666666667
PCDH20	1.02125
KCNK9	0.3575
OR2C1	-0.188
KLHDC3	0.532
IPPK	0.627
EFHD2	-0.0125
GALR3	1.1995
NBEA	-0.353666666666667
ABCA6	1.8461
CLDN3	1.4145
AKT2	-0.5975
EGFR	0.0923
RBM16	0.724
ZDHHC3	-0.1342
SLC25A4	-2.40833333333333
CYB5B	-1.41166666666667
CPXM1	-0.47425
NDRG1	-0.254
FLJ43826	0.04225
OR5L2	0.206
FARP2	-0.0606
MRPL46	-0.0890833333333334
LDHAL6B	0.00716666666666665
MAPKAPK3	-0.28
NCAM2	-2.793
PRKD2	0.475166666666667
ZFP36L1	1.0599
CYSLTR1	-0.45725
OR4C3	0.0795
HIST1H2AJ	0.8065
CCNB2	-1.40955555555556
ZNF10	0.479375
TMEM175	0.6525
FAM134A	0.551
TIGD4	-0.15
PCNP	-0.52575
MGC39715	0.674
LQK1	-2.2015
CREB1	0.2477
TMPRSS3	0.65875
C4orf32	-0.219625
LAT	-0.612583333333333
KCNA3	0.1965
SKIV2L2	-1.0325
ROPN1B	3.77825
tcag7.23	-0.677
CDT1	-1.70125
ZHX2	1.356
CD28	-2.11775
ZNF624	0.73475
SEPT2	0.410916666666667
SOHLH2	-1.107625
MCOLN3	0.268
UNQ1945	0.6385
MASP2	-0.8725
ZNRF3	0.146
GPATCH3	-0.4535
AGL	0.30175
QRICH2	-0.538
PSD4	0.860166666666667
CCNB1IP1	-0.74875
ENPP7	-0.11225
OBFC1	-0.11325
KCNG3	-0.9
C14orf79	-0.737416666666666
ENPEP	0.9425
SCT	1.2385
SKI	1.130875
SEC61G	-0.1585
CAPN11	-0.3855
ATXN7L3	-0.027
DBNDD1	0.884666666666667
FAIM	1.2145
ANKRD36	0.165
GABRP	4.846
TACSTD2	2.3815
EIF3J	-0.78275
PPP2R2A	-1.335
TEKT4	-0.840333333333333
PVALB	-3.13433333333333
F10	-2.65116666666667
FAM134C	0.2531
COMP	4.53125
EFCBP1	-2.110625
SCLT1	0.758625
TAL1	-1.0718
ACSL1	-0.458
ABCC5	0.0665833333333333
ABL1	-0.544444444444444
RBBP7	-0.22725
PTPRG	-1.079
NCOR1	-0.2856
SPINK4	-1.42666666666667
TXNRD1	-1.5308
TNRC15	1.30025
C9orf138	0.370875
UBE2H	1.10316666666667
BRDT	-0.0323333333333333
C8orf31	1.15075
CCNE2	-0.510818181818182
SLC6A8	-1.294
CALCR	-3.78
PPP1CB	1.18
ABHD8	0.38175
ARF5	0.6965
SLC24A4	0.50775
CCT3	0.80075
ZNF121	0.494875
SLC3A2	-1.1569
OR13A1	0.063
SLC5A10	0.08525
RAD50	-0.877875
IER5	0.603625
MTHFD1L	-1.227
MBTPS2	-0.08575
MVK	-0.612875
NCL	0.5854
PSMD10	-0.644
MOBP	0.29175
FLJ32894	-0.3545
HRH1	-0.732
C5orf30	-0.61925
NUDT16L1	-0.2464
RASGRP3	3.46433333333333
PRKRIP1	-0.7904
CCDC75	0.58075
LOC253970	-0.074
KIAA1239	0.133
MED21	-0.80575
SYT11	0.230083333333333
NTSR2	0.486
EGFL11	0.2875
CXorf59	0.398
OR2A25	0.167
SPTBN2	0.8945
LRMP	-0.602166666666667
RNF111	-1.03675
PTH	0.2785
LOC619208	0.034
KIAA0895	1.04275
RANBP5	-0.380125
P2RY10	1.49233333333333
NME5	0.752666666666667
DDX21	0.1225
LRSAM1	-0.311
HDAC11	0.587
VMO1	0.946
NOLA2	-0.160666666666667
ADAR	0.593916666666667
MTO1	-0.7545
SF4	0.453666666666667
P2RX1	0.1255
HBM	0.02775
EN2	1.209
C14orf172	0.4195
TM9SF2	-0.6152
INHBE	-1.3735
TCTE3	1.08066666666667
TOX2	-2.158
CTAGE3	-0.00362499999999999
HBB	3.4543
MED15	-0.204833333333333
CASR	0.168
C6orf66	0.283166666666667
MTPN	0.45775
UNC50	-0.76675
C21orf33	0.1585
IRF2	1.018
PGR	-1.98
GPR84	3.52525
CROCCL1	-2.1765
SRPX	-1.61475
BRE	0.1605
FGF10	0.23425
SDC3	-0.650833333333333
ZRSR1	0.0933333333333333
DKFZP434P211	-0.09975
SOX6	-0.061
RPUSD2	-0.18675
C14orf173	-0.229416666666667
MAPK11	-0.672333333333333
TBC1D22A	1.165
FAM123A	-0.39
COL4A6	-2.78383333333333
TOMM70A	-0.05425
NAB1	1.038875
MGC16385	0.598375
TSPAN18	0.1855
MED31	-0.82375
PLG	-0.4505
CAPSL	-0.1235
ZNF532	1.3081
ASB14	0.3385
CA8	1.87975
NUDT16P	0.3655
SLFN11	-0.7005
LRRIQ2	0.14525
NOL7	0.132166666666667
BRMS1L	-0.5975
JARID1A	1.23266666666667
PANK2	-0.01925
ICAM3	-0.27925
MDS1	-0.67525
TAF8	0.07225
RNF139	0.33025
ZNF594	-0.0581666666666667
ADAM8	2.298875
SFTPC	-0.068125
MAN2B2	0.41875
RGS12	0.3098125
EIF1AY	-4.02541666666667
LRRIQ1	-0.376
GPR150	1.377
CCDC21	-1.68733333333333
PRRG3	0.64225
SAA4	1.37975
RAPGEF5	1.299375
ZCCHC2	0.798666666666667
MGC39372	-0.171
PPP4R2	0.67
CDCA2	-0.126333333333333
OR4D5	1.01316666666667
PTGFRN	0.5386
SIGLEC5	1.98366666666667
C19orf61	-0.141333333333333
NMUR2	-0.155
KIAA1586	-0.761166666666667
DAGLA	0.810166666666667
CHCHD6	-0.32675
GPR32	0.271
NEUROD6	0.308833333333333
SLC2A4RG	0.355375
CA5B	-0.25025
FBXL3	0.577
MPHOSPH9	-1.9265
HMG2L1	0.328
HCN4	0.9515
CEACAM19	1.75175
SH2D4B	0.401
HFE2	-0.4385
TGM4	0.0988333333333333
LYPD2	0.02225
TBC1D15	0.07825
MRPS21	0.5518
NONO	-0.4815
CLEC5A	1.957
ITCH	0.6675
MGAT3	-0.320333333333333
MBP	0.886
RPP25	-0.4895
SOSTDC1	2.25575
HRC	-1.766
TRIM48	0.356
TMEM133	0.444
ECEL1P2	-0.85375
HOXC11	-0.626
DOK5	2.2405
HELZ	0.546166666666667
LOC348180	-0.13175
MGC33894	0.28775
ADRB3	0.1705
DMD	0.1885
PTRH2	-0.60425
MPEG1	2.95716666666667
NDUFA12	-0.757166666666667
KRTAP2-4	0.398666666666667
STAMBPL1	-1.32283333333333
ADCY2	0.857666666666667
UNQ6125	0.349
KLHL20	0.108166666666667
SRM	-0.6925
OTC	-0.21025
TMIE	1.12166666666667
SNX8	1.21025
LIPK	0.362
CHURC1	-1.2
KLC2	0.313666666666667
HDAC1	-0.2035
FAM128A	0.389833333333333
FNDC3B	0.7409
MTCP1	0.0105
WFDC10B	0.2923
PCDHGB3	0.031
ATRNL1	-1.5974
CAV2	-0.321625
MED26	0.560666666666667
DUS1L	1.03525
CHRM3	-0.425625
NEK9	-0.597
WARS2	-0.14675
TBX22	-0.5605
TOMM40	-0.0745
RP6-213H19.1	0.0925
TUBGCP5	-0.91925
IGSF6	4.83775
TPPP	-0.0213333333333333
UNQ6190	0.0115
GSTM5	1.352
BTD	-0.343
PDCD1LG2	0.481
SNRPB2	0.113666666666667
ERICH1	-0.1675
APOA4	-1.310125
HOXA11	-1.582
NARG1	-0.918125
MKX	-0.3995
RAB28	-0.747785714285714
PKP3	2.2915
SH3GL2	0.96775
CTSO	1.255
RPN2	0.3719375
IL28RA	-0.375666666666667
SFMBT1	0.65625
WDR57	-1.1675
FER1L3	0.116166666666667
HSF5	0.0768333333333333
TTC9B	0.08
C4BPA	-3.04083333333333
ALB	-3.57914285714286
SORBS3	0.78925
UPF2	2.061
JPH1	1.3945
AGBL2	-1.125
DOPEY1	1.5315
TERF1	-0.483333333333333
KIF22	-0.651666666666667
NINJ1	1.55575
SEC61A2	0.586833333333333
HIST1H1D	0.0506666666666667
SFXN4	-0.37
UCP3	0.7428
ZNF703	0.522166666666667
MYL6B	-0.732
TREM1	2.473
OR52E6	-0.1405
CKMT2	1.6055
HLA-C	2.425
SLC13A3	0.1475
TIMP4	-2.57225
SLIT2	1.58025
RSF1	0.232722222222222
LONRF1	-1.13892857142857
MON1A	-0.44
CACNG6	-1.18666666666667
DPPA4	-4.8145
ZSWIM3	0.34875
ZNF804A	0.1755
CCIN	1.1375
SLC25A31	-0.07925
KCNMB4	-0.243
RABL5	-0.35225
GALNS	0.1671
STX6	0.794125
HIST1H1C	-1.3895
CIDEB	0.815125
CASP4	0.3885
PDK3	-0.1535
KCNJ11	-0.1715
TPR	0.530625
ZSCAN20	-0.208
MTX2	-0.6875
HIST1H2BH	0.096
LOC283767	2.3045
LYRM7	-1.77711111111111
BRD3	-0.333833333333333
HIST1H2BO	-0.037
MAGEB10	-0.04
SLC45A1	0.487
SERPINA3	2.16245
KIAA0143	1.3045
KCNJ16	5.06283333333333
KRT79	0.10425
FABP2	-0.4165
NUT	0.77325
ZNF57	-0.47725
FBXL4	0.05075
CLEC9A	0.4015
UGT8	1.87716666666667
BMP2K	-0.073
MAPK4	0.1315
SLC25A23	-0.6403
HINT1	-1.1605
KRTAP13-1	0.031
SFXN5	-0.4498
CHCHD2	-0.220833333333333
FAM3D	2.8385
NDP	-1.561
RHOBTB1	0.3605
SLC4A4	-0.718625
RPL38	0.47875
HTF9C	0.476
AP2A2	0.604625
ZBTB46	0.4705
MAP7D1	0.0105
AOX1	-1.372
CYR61	1.82316666666667
DTNA	0.00449999999999997
JRKL	1.1635
TMOD3	-0.60725
EEA1	-0.0124
ADCK5	0.18475
IL1R1	1.32883333333333
KLK3	0.4635
HRSP12	0.33875
KTN1	-0.3055
LOH11CR2A	-1.134
RELL2	-0.61825
MAB21L1	0.5865
C20orf59	-1.28383333333333
PHKB	-0.0645
ADAM2	-1.36566666666667
TBC1D8B	1.17483333333333
FAM13A1	-0.1635625
LAPTM4B	-1.4165
LCN8	-0.1045
TMEM147	0.4745
SYT4	-0.0308333333333333
XPO7	-0.6805
C9orf62	1.48575
GPR75	0.3745
TRIM5	-0.00537500000000005
APOC1	-0.0095
RNASE4	-1.464
PARD6B	-1.61325
ARID1A	-0.200583333333333
TPD52L3	0.2491
RRAGB	-0.0723333333333333
RCN2	-0.200333333333333
HIST2H2BE	0.13075
STARD7	-0.148
SHMT2	-1.39525
KIAA1751	-0.121166666666667
MLYCD	-0.689875
LOC162632	0.5223
UQCRH	0.07
RP11-217H1.1	0.6721875
SDHA	-1.665
NCLN	-0.00130000000000002
ZNF17	-0.027
RCBTB2	-1.8955
VEGFB	-0.2918
RP4-747L4.3	1.89175
COLQ	0.0287
MPN2	-0.5225
DRG2	-0.20275
KLRB1	4.77225
ALPK2	-0.79925
DNASE2B	0.38525
FLJ23834	-0.139833333333333
AXUD1	0.156666666666667
SAFB	0.2577
NSUN4	0.54275
RFX2	-0.610333333333333
MAPK8IP1	-0.595833333333333
FANCD2	0.498928571428571
ANKZF1	-0.951
C19orf50	-0.0585
DUSP8	1.802625
SENP5	0.98675
NFKBIL2	-0.16275
LBR	-0.423875
IGFL1	0.09
LZTS2	0.783
IL2RG	0.597875
CCDC51	-0.54775
KLF3	0.3945
ANKRD37	-0.94575
KCTD14	1.3375
FZR1	0.383833333333333
SLC44A4	-0.2327
ESPL1	-0.655125
GMPR2	-0.9105
TBC1D19	-0.805333333333333
ERGIC1	-0.724074074074074
ERBB4	0.1007
TSPAN32	0.6485
MAP4	-0.107125
GPHN	-1.159
SLC6A2	2.65575
HIVEP1	1.3635
DFFB	0.0177
EIF4EBP2	0.38925
DMRT1	-0.3265
HSPB6	-0.165
IER2	0.74
AIFM1	-0.341
WWC2	0.191416666666667
MRPL4	-0.226
FLJ21062	-0.278833333333333
EPB41L4A	-0.198666666666667
SH2D6	0.1825
TAF4B	0.0225
GAL3ST3	-0.3485
MALT1	0.0026666666666667
RTDR1	0.898
ARVCF	0.25475
MEX3B	-0.543833333333333
FBXO16	-0.81325
KIF7	-0.712
C1QC	4.20666666666667
ZNF783	0.307666666666667
ZNF85	-0.28875
MMP13	1.8915
KIAA0329	0.06675
RTP3	-0.5
ZBED3	-0.192
CLGN	-3.61575
SLC25A37	-0.142833333333333
hCG_18290	-0.03725
OR5AS1	0.255
SMARCC2	0.2785
FAM109A	-0.425333333333333
CCDC12	-0.312
USF2	0.5171
DEPDC7	-1.41925
C20orf24	0.0621666666666667
JMJD3	-0.129
DSP	1.74821428571429
SLIC1	0.72375
FAM20A	2.91275
IRF2BP2	1.876625
ZNF230	-0.9205
MSN	0.551357142857143
SLC9A5	-1.999
EPDR1	-1.2557
MUSK	0.0325
ZNF434	-0.467666666666667
