Hybridization REF	TCGA-BH-A0BW-11A-12R-A115-07
UIMC1	0.0283333333333333
FXYD2	-0.4521
LOC283152	0.01875
ZNF667	0.383
ZCCHC12	0.04475
TFEC	3.693
ATP7B	-1.1835
POLD2	-0.862666666666667
RG9MTD1	-0.08275
ACOT2	0.811833333333333
HIST1H4I	-1.891625
PPARGC1A	-1.562
ETFA	-1.431
POLRMT	-0.63275
ZNF146	0.098375
MIA2	-2.3815
KLHL6	1.978
HOXB5	-0.45875
NENF	0.346166666666667
CUGBP1	-1.4185
PRSS22	1.10966666666667
CASC4	0.0365
CUL4B	-0.4445
CENPJ	-1.3657
PITX1	-0.1185
FLJ31033	0.603333333333333
CELSR3	-1.79083333333333
ZNF568	0.74775
ITSN1	-0.987333333333333
EHBP1L1	-0.143666666666667
C19orf2	-0.359
DCTN1	0.8
LIN28B	-4.0525
TNKS2	-0.2005
C1QBP	-1
CADPS2	0.905
SRMS	0.42525
GJA9	0.226166666666667
MGC24975	-0.8205
TRIM45	-1.24283333333333
TSP50	0.79575
TCP1	-0.98675
TMED7	-0.786
CMA1	1.796
CENPL	-1.111
PTCRA	0.933
FST	-2.551
VWCE	-2.171
PAWR	-1.12225
ABCC12	0.615666666666667
LDLR	-2.1023
ASTN2	0.2247
LOC441212	-0.57
GPATCH8	0.2615
TANC2	-0.6815
KIF4A	-2.417
C18orf18	-0.771
PGM1	-0.762
KIAA0258	0.01075
CPD	0.610375
SNCAIP	0.802
DCT	-3.82566666666667
HLA-DOA	2.83131818181818
OR11L1	0.9365
UPK1B	-0.1145
DNAJB4	0.69325
UGT1A8	0.608
HIST1H4L	-2.523
PECR	-1.37416666666667
HSPA2	0.95125
WFIKKN1	-2.548
SERP1	0.218875
SYDE2	-0.609
TACR2	2.6885
NUP85	-0.34775
CD177	0.285
LGR5	-0.983666666666667
PIGG	-0.32175
PTHR1	-0.681166666666667
RAB5A	0.044
FLJ13224	0.584
USP9Y	-1.944
C7orf53	-1.0995
LRP1B	0.60975
XAF1	2.471
ABCG8	-0.2355
ANKDD1A	0.441333333333333
DAND5	-0.5825
SPAG6	0.432166666666667
LINCR	2.49675
ZDHHC22	-0.764375
CCDC60	0.0845
THOC7	-1.03116666666667
TCTA	0.1752
OR8K3	-0.17825
NY-REN-7	0.69575
B2M	1.25916666666667
C6orf141	-2.224625
LPPR4	3.06825
SQLE	-2.423875
SEPHS1	-0.78
BTBD14B	0.821214285714286
PLRG1	0.27225
SPG7	-0.2413125
ZNF614	-0.1685
PARD6G	1.146
INPP5B	-0.5469
GRPEL2	-0.95075
PPID	0.7217
TRIM56	0.20725
UBE2J1	1.061625
IL20RA	3.518
LOC387856	0.15225
C1orf107	0.637083333333333
UTS2R	0.9265
C19orf22	0.30875
SAFB2	-0.242375
KIAA0652	-0.018
KLRG1	0.443166666666667
MS4A8B	0.043
FRAG1	0.232
KIAA1546	0.51625
E2F4	-0.3795
CLEC4M	1.3615
BTBD14A	-1.5995
KIAA0999	1.1244
GYPA	-3.4745
TAC1	0.9084
TRAIP	-1.52433333333333
KIAA0232	0.1201
ERCC8	-1.2695
GPX4	0.439125
KIAA0368	0.106375
GPR157	0.097
CTAGE4	1.1795
C9orf30	-1.08833333333333
OR52A1	-0.1875
HSP90B3P	-0.0435
ALG9	-0.4285
BTBD10	0.576
SDK2	0.81625
BAIAP3	-1.12225
RABGGTB	-0.937875
ANKRD40	-0.497833333333333
KRT74	0.173
CALCOCO2	0.343071428571429
SNCA	-1.10175
TMSL8	-2.709875
C2orf53	1.0885
ESRRB	-0.195
ARHGAP26	-0.04275
TDRD9	-1.95475
HRAS	-0.550166666666667
KLRC4	-1.383
JAGN1	-0.1685
BSDC1	0.4365
RNF43	0.1556
NDUFAF1	-0.351
PHF12	-0.28725
OR1L3	-0.11475
FOLR2	1.91966666666667
LYZL6	0.0116666666666667
tcag7.1260	-0.7165
WSB1	-0.441833333333333
PROS1	0.6287
OSTN	-0.0545
PSMB8	1.51425
SOCS4	-0.397125
DDIT4L	1.439
MAS1	0.1845
MGC34796	-0.21125
CSHL1	0.977666666666667
TBCCD1	-0.0376666666666667
ZBTB7C	0.102
AP2S1	-0.8145
P15RS	-0.3739
VAT1	-0.4011
SHANK3	1.54083333333333
TUFM	-0.829166666666667
THEG	1.60375
KRT34	-0.98575
SGSM3	0.26825
TOMM22	-1.005625
SOCS3	2.11916666666667
CPO	1.164
POP4	-0.1265
BHLHB3	2.93625
MALL	2.3185
OR1B1	0.132
PARK2	1.15766666666667
GPR124	1.459
LCE1E	-0.3145
RUVBL2	-1.13525
CGRRF1	0.0681
ACPL2	0.2005
WNT10B	-0.253125
BAIAP2L2	-1.80175
ISCA1	0.29
C1orf125	-0.4115
RPAP1	-0.4735
RAI16	0.1095
RPL27	-0.421625
NLRP9	0.7855
EPN1	0.1825
LOC388610	-0.295
SLC35A1	0.5678
GAL	-3.01175
SLC14A2	0.44375
RDH11	-0.862
FAM138F	0.2105
AUH	0.21925
FLJ40243	0.16375
C14orf129	-0.262
MBD2	-0.330333333333333
ABHD14B	0.154875
PIGT	-0.102625
ALS2CR4	0.4055
ALAS1	0.0513
FOXO1	2.0475
CRLF3	0.330625
C20orf107	0.3465
FARS2	0.23925
CCDC28A	0.66325
NPHP3	0.0475
OR13F1	0.416
TSEN54	-0.54425
DEFB106B	0.0575
OR8B4	0.454
STH	-0.24925
ZC3H14	-0.629125
CBX2	0.309
TMEM49	-0.7195
C6orf21	0.412
FLJ20920	0.235
CRTAP	0.0211428571428571
DDX50	0.28325
STYXL1	-0.42225
BLVRB	-0.774333333333333
LOC147650	-0.441166666666667
MMP24	-0.086
GRID1	2.415
BANF1	-0.446833333333333
CTAGEP	0.208
HMBS	-1.684
SLC25A24	-0.653166666666667
C14orf50	0.70175
MRO	-0.324166666666667
SLC25A15	-1.18875
FAM84B	0.3798
TDP1	-0.733
C16orf78	0.815
C11orf57	-0.923125
RFK	-1.114875
ZFYVE9	-1.38225
STCH	-0.6431
WIBG	-0.02
LOC283871	-0.462666666666667
GBA2	-0.1417
NDUFB3	-0.59075
HSD17B13	-0.05225
GRIN3A	2.66066666666667
FMNL1	0.858666666666667
SEPT7	-0.4333
GNLY	3.895
GRAMD1C	0.975166666666667
ZNF165	0.174
USP38	0.4545
FAM83A	-3.2785
C14orf24	-0.433083333333333
ARMCX3	0.86025
ARHGDIB	1.8545
AK1	0.021125
KIAA1045	0.887
DNAJB13	-0.00216666666666666
NEU2	-0.0025
HIST1H4B	-2.025
FAM20B	-0.9475
HES2	0.458571428571429
FAM73B	-0.3112
LOC388381	0.16025
INTS7	-0.806545454545455
AMPH	0.54975
ZNF775	0.262625
UCKL1	-0.601666666666667
C10orf97	-0.224
C1orf161	0.31875
ALDH1L1	0.51825
FLJ39378	-0.251125
SLC23A1	-1.8835
RBM4B	-0.0515
THAP4	-0.228833333333333
OGFRL1	1.36225
KIAA0831	-0.062875
PPP1R15A	0.5765
C1orf96	-0.724071428571429
C12orf11	-0.64675
BMF	0.752125
MAN1A1	0.0095
KIAA1600	0.665666666666667
NLGN4X	2.03525
ALOX12	-0.786833333333333
RB1CC1	-0.5393
NEIL2	0.1146
EIF4E	-0.117727272727273
ABHD5	-0.531
EXOC4	-0.359166666666667
CIP29	-0.5585
BATF2	0.871
SLC29A4	-0.54825
HTR4	0.87975
EMB	0.42475
TRAF6	0.80425
LMNB1	-3.64825
FAM19A5	-0.732
SHE	2.10225
PIK3C2B	1.81825
C15orf15	-0.7081
USP15	0.3093
TCEAL2	2.54525
C5orf39	0.666
PTGER2	0.2225
SLC31A1	-1.1304375
IFT172	0.535
ADAM29	0.30575
GFOD1	0.94275
ST7L	0.627
C15orf26	-2.7235
PKN3	-1.47325
CNTD1	0.712333333333333
COMMD1	-0.053375
NTRK2	3.57083333333333
FOXN3	0.96775
MFGE8	0.8538
PFKFB2	0.53
TAS2R4	-0.62075
ENTHD1	1.77933333333333
PRMT5	-0.8075
MGC16384	0.2315
LOC442229	-1.116
TSKU	0.00787499999999998
KRTCAP3	1.75275
PDLIM1	1.1928
KCNS2	0.6315
RNF126	-0.349333333333333
CEP63	-0.616375
CLIC4	0.232125
hCG_1990170	3.5925
ACR	0.9493
KLK7	4.082
ALOX5AP	3.842625
RIPK3	2.92075
TAS2R9	0.022
C19orf18	1.001
BIRC6	0.954214285714286
ZNF16	0.0525
RFT1	-0.4275
SLC8A2	1.0195
TACC1	0.464125
ITGAD	1.772
SAMHD1	1.466
SH3PXD2B	1.0458
EPC2	0.9515
C20orf85	0.895875
ATP13A2	-0.0533333333333333
KRT4	0.644375
CAPNS1	0.13375
MDM2	-0.9475
PCDH20	0.88075
KCNK9	-0.3055
OR2C1	2.002
KLHDC3	-0.727166666666667
IPPK	0.1275
EFHD2	0.239625
GALR3	0.279
NBEA	0.235833333333333
ABCA6	4.0874
CLDN3	1.23516666666667
AKT2	-0.513571428571429
EGFR	-0.0899
RBM16	0.365
ZDHHC3	-0.1731
SLC25A4	-0.6555
CYB5B	-0.844833333333333
CPXM1	0.6175
NDRG1	-0.671230769230769
FLJ43826	0.29775
OR5L2	0.0776666666666667
FARP2	0.4795
MRPL46	-0.718166666666667
LDHAL6B	0.684
MAPKAPK3	-0.373166666666667
NCAM2	-1.792
PRKD2	0.540833333333333
ZFP36L1	1.3798
CYSLTR1	0.41675
OR4C3	0.394
HIST1H2AJ	-0.4465
CCNB2	-2.12555555555556
ZNF10	0.66675
TMEM175	1.8715
FAM134A	0.221833333333333
TIGD4	-0.143
PCNP	-0.27375
MGC39715	0.6475
LQK1	-2.19275
CREB1	0.3924
TMPRSS3	0.21225
C4orf32	0.444625
LAT	0.592
KCNA3	0.8795
SKIV2L2	-0.45425
ROPN1B	3.4255
tcag7.23	0.2635
CDT1	-2.4505
ZHX2	1.294875
CD28	-0.51375
ZNF624	1.05
SEPT2	0.354666666666667
SOHLH2	-1.17075
MCOLN3	0.258625
UNQ1945	0.7925
MASP2	1.7685
ZNRF3	-0.8733
GPATCH3	-0.1305
AGL	0.46225
QRICH2	0.7
PSD4	1.184
CCNB1IP1	-0.91975
ENPP7	0.70875
OBFC1	0.09225
KCNG3	-2.10425
C14orf79	0.295916666666667
ENPEP	1.3905
SCT	0.9175
SKI	0.2885
SEC61G	-1.1255
CAPN11	0.6835
ATXN7L3	0.06675
DBNDD1	-0.868
FAIM	0.1755
ANKRD36	-0.747
GABRP	4.82483333333333
TACSTD2	2.272
EIF3J	-0.66325
PPP2R2A	-0.28125
TEKT4	-0.191666666666667
PVALB	-2.63266666666667
F10	-0.924333333333334
FAM134C	0.514
COMP	2.4425
EFCBP1	-1.7881875
SCLT1	-0.521875
TAL1	-0.3957
ACSL1	1.2975
ABCC5	-0.0664166666666667
ABL1	-0.496444444444445
RBBP7	-0.581166666666667
PTPRG	-0.926625
NCOR1	-0.2426
SPINK4	-1.67216666666667
TXNRD1	-1.6502
TNRC15	-0.408375
C9orf138	0.6265
UBE2H	-0.446166666666667
BRDT	0.763666666666667
C8orf31	0.44125
CCNE2	-2.04627272727273
SLC6A8	-1.90475
CALCR	-4.08075
PPP1CB	1.05791666666667
ABHD8	-0.3795
ARF5	-0.1094
SLC24A4	1.0355
CCT3	-0.591
ZNF121	-0.479125
SLC3A2	-0.9835
OR13A1	0.5725
SLC5A10	0.89
RAD50	-0.464
IER5	0.289875
MTHFD1L	-1.50225
MBTPS2	-0.03875
MVK	-1.01925
NCL	-0.2973
PSMD10	-0.6255
MOBP	0.861875
FLJ32894	0.358
HRH1	-0.752
C5orf30	-0.26525
NUDT16L1	-0.2816
RASGRP3	4.38366666666667
PRKRIP1	-0.5842
CCDC75	-0.55575
LOC253970	-0.12025
KIAA1239	0.359
MED21	-1.11675
SYT11	0.522
NTSR2	0.5815
EGFL11	0.037
CXorf59	0.0165
OR2A25	0.71275
SPTBN2	-0.561
LRMP	1.84816666666667
RNF111	0.601
PTH	-0.1465
LOC619208	0.18
KIAA0895	-0.42525
RANBP5	-0.76475
P2RY10	2.71
NME5	2.24466666666667
DDX21	-0.6755
LRSAM1	0.25
HDAC11	0.442
VMO1	0.363
NOLA2	-0.5075
ADAR	-0.239083333333333
MTO1	-0.3525
SF4	-0.0773333333333333
P2RX1	1.93916666666667
HBM	0.4595
EN2	1.9495
C14orf172	-0.2065
TM9SF2	0.2702
INHBE	-1.131
TCTE3	0.8855
TOX2	-0.3715
CTAGE3	-0.596
HBB	3.4055
MED15	-0.270833333333333
CASR	0.44
C6orf66	-0.689166666666667
MTPN	-0.83675
UNC50	-0.21
C21orf33	0.136875
IRF2	1.361
PGR	-2.175
GPR84	1.2395
CROCCL1	-0.945
SRPX	0.93075
BRE	0.0653333333333333
FGF10	1.52325
SDC3	0.771666666666667
ZRSR1	0.518
DKFZP434P211	0.3395
SOX6	0.6025
RPUSD2	-0.15125
C14orf173	-0.694
MAPK11	0.4675
TBC1D22A	0.4845
FAM123A	-0.3285
COL4A6	0.0136666666666667
TOMM70A	-0.11125
NAB1	0.71725
MGC16385	-0.2455
TSPAN18	-0.849166666666667
MED31	-0.4635
PLG	0.48225
CAPSL	0.3145
ZNF532	1.0115
ASB14	0.034
CA8	0.2525
NUDT16P	0.4595
SLFN11	0.209
LRRIQ2	-1.172375
NOL7	-0.558333333333333
BRMS1L	-0.46575
JARID1A	0.171666666666667
PANK2	-0.442
ICAM3	0.8965
MDS1	-0.09675
TAF8	-0.66125
RNF139	0.26
ZNF594	0.2775
ADAM8	2.708375
SFTPC	0.1755
MAN2B2	0.8345
RGS12	0.22575
EIF1AY	-4.50175
LRRIQ1	0.3045
GPR150	0.85975
CCDC21	-1.27916666666667
PRRG3	0.82675
SAA4	-0.7685
RAPGEF5	0.209625
ZCCHC2	-0.157916666666667
MGC39372	1.2755
PPP4R2	-0.447166666666667
CDCA2	-2.18333333333333
OR4D5	0.476166666666667
PTGFRN	0.0413
SIGLEC5	0.1635
C19orf61	-0.348333333333333
NMUR2	-0.2215
KIAA1586	-1.43083333333333
DAGLA	0.337833333333333
CHCHD6	-0.39025
GPR32	0.0875
NEUROD6	0.309
SLC2A4RG	-0.218125
CA5B	0.508
FBXL3	1.451
MPHOSPH9	-1.4385
HMG2L1	-0.3715
HCN4	0.763666666666667
CEACAM19	0.978
SH2D4B	0.392333333333333
HFE2	-0.156
TGM4	0.0493333333333333
LYPD2	-0.22025
TBC1D15	0.0795
MRPS21	-0.5144
NONO	-1.0571
CLEC5A	1.4105
ITCH	-0.4784
MGAT3	1.19333333333333
MBP	1.140875
RPP25	-0.90825
SOSTDC1	3.67275
HRC	-0.5545
TRIM48	0.8635
TMEM133	0.54675
ECEL1P2	-1.2695
HOXC11	-0.6075
DOK5	0.609
HELZ	0.128333333333333
LOC348180	-0.63025
MGC33894	0.82375
ADRB3	-0.063
DMD	1.00566666666667
PTRH2	-0.7745
MPEG1	3.02783333333333
NDUFA12	-0.767
KRTAP2-4	0.357333333333333
STAMBPL1	-0.0316666666666666
ADCY2	0.306166666666667
UNQ6125	0.424
KLHL20	-0.0718333333333333
SRM	-1.223
OTC	0.26275
TMIE	2.18983333333333
SNX8	-0.12475
LIPK	0.351
CHURC1	0.0790833333333333
KLC2	0.563833333333333
HDAC1	0.00316666666666666
FAM128A	-0.641833333333333
FNDC3B	-0.2479
MTCP1	-0.244666666666667
WFDC10B	1.063
PCDHGB3	-0.266
ATRNL1	-1.0963
CAV2	1.191
MED26	0.268
DUS1L	-0.18725
CHRM3	0.7025
NEK9	0.215
WARS2	-0.836
TBX22	-0.221
TOMM40	-1.10125
RP6-213H19.1	-0.805
TUBGCP5	-0.39575
IGSF6	4.5165
TPPP	0.491666666666667
UNQ6190	-0.3055
GSTM5	2.012
BTD	-0.0825
PDCD1LG2	0.839666666666667
SNRPB2	-0.523333333333333
ERICH1	0.320125
APOA4	-0.1785
HOXA11	-2.0995
NARG1	-0.34175
MKX	-0.4145
RAB28	-0.321785714285714
PKP3	0.689
SH3GL2	-0.83675
CTSO	2.59975
RPN2	-0.6833125
IL28RA	0.892166666666667
SFMBT1	0.1935
WDR57	-0.104
FER1L3	0.487416666666667
HSF5	1.2725
TTC9B	1.149
C4BPA	0.819166666666667
ALB	-3.37814285714286
SORBS3	0.702375
UPF2	0.0495
JPH1	-0.6035
AGBL2	0.74675
DOPEY1	1.7505
TERF1	-0.533083333333333
KIF22	-1.17433333333333
NINJ1	0.174
SEC61A2	-0.762333333333333
HIST1H1D	-1.891
SFXN4	-0.729375
UCP3	0.7055
ZNF703	1.46933333333333
MYL6B	-0.2865
TREM1	0.9235
OR52E6	0.2535
CKMT2	2.32125
HLA-C	2.148
SLC13A3	-0.916
TIMP4	0.57275
SLIT2	3.2215
RSF1	-0.383666666666667
LONRF1	-0.408285714285714
MON1A	0.208166666666667
CACNG6	-1.23483333333333
DPPA4	-4.23283333333333
ZSWIM3	0.18125
ZNF804A	0.374333333333333
CCIN	1.12675
SLC25A31	0.4795
KCNMB4	-0.295
RABL5	-0.14375
GALNS	-0.59
STX6	-0.135125
HIST1H1C	-3.26216666666667
CIDEB	0.385875
CASP4	1.45166666666667
PDK3	-0.2131
KCNJ11	-0.4535
TPR	-0.358125
ZSCAN20	-0.631
MTX2	-0.91175
HIST1H2BH	-1.503
LOC283767	1.42625
LYRM7	-1.28266666666667
BRD3	-0.3955
HIST1H2BO	-1.556
MAGEB10	0.326
SLC45A1	0.07475
SERPINA3	1.23215
KIAA0143	0.7505
KCNJ16	4.21016666666667
KRT79	-0.254
FABP2	-0.68875
NUT	-0.22675
ZNF57	-0.389
FBXL4	-0.279375
CLEC9A	2.6805
UGT8	0.713666666666667
BMP2K	0.51975
MAPK4	-0.55175
SLC25A23	-0.9395
HINT1	-0.9143
KRTAP13-1	0.5735
SFXN5	-0.234
CHCHD2	-0.695333333333333
FAM3D	3.4585
NDP	-0.952
RHOBTB1	-0.916
SLC4A4	-0.412125
RPL38	-0.0345
HTF9C	-0.4085
AP2A2	0.41725
ZBTB46	0.4055
MAP7D1	0.367875
AOX1	0.0398333333333333
CYR61	1.69616666666667
DTNA	-0.629785714285714
JRKL	0.63675
TMOD3	-0.8465
EEA1	-0.1221
ADCK5	-0.18975
IL1R1	1.78583333333333
KLK3	0.694285714285714
HRSP12	-0.741
KTN1	-0.01075
LOH11CR2A	1.2193
RELL2	-0.9595
MAB21L1	2.2745
C20orf59	-0.239666666666667
PHKB	0.441
ADAM2	-1.588
TBC1D8B	0.359333333333333
FAM13A1	0.360375
LAPTM4B	-0.366083333333333
LCN8	0.1075
TMEM147	-0.466
SYT4	0.158166666666667
XPO7	-1.0635
C9orf62	0.5795
GPR75	0.6055
TRIM5	0.167125
APOC1	1.16233333333333
RNASE4	0.561333333333333
PARD6B	-2.228875
ARID1A	0.551416666666667
TPD52L3	0.4367
RRAGB	0.330333333333333
RCN2	-0.8655
HIST2H2BE	-1.0540625
STARD7	0.10275
SHMT2	-1.173
KIAA1751	1.58966666666667
MLYCD	0.300875
LOC162632	-0.7986
UQCRH	-1.549
RP11-217H1.1	-0.5954375
SDHA	-1.2955
NCLN	-0.5542
ZNF17	0.474
RCBTB2	-0.2225
VEGFB	-0.127
RP4-747L4.3	0.9875
COLQ	0.3034
MPN2	0.0663333333333333
DRG2	-0.03625
KLRB1	5.37625
ALPK2	-1.0865
DNASE2B	2.722
FLJ23834	-0.318666666666667
AXUD1	2.05216666666667
SAFB	-0.4476
NSUN4	-0.40975
RFX2	0.613833333333333
MAPK8IP1	-0.218
FANCD2	-1.0955
ANKZF1	-0.7305
C19orf50	-0.176375
DUSP8	0.636625
SENP5	-0.9045
NFKBIL2	-0.668
LBR	-0.801
IGFL1	0.6945
LZTS2	0.066875
IL2RG	1.64975
CCDC51	-0.5565
KLF3	0.11075
ANKRD37	-0.498
KCTD14	1.25283333333333
FZR1	-0.255916666666667
SLC44A4	0.0497
ESPL1	-0.793875
GMPR2	-0.2248
TBC1D19	-0.710166666666667
ERGIC1	-0.655185185185185
ERBB4	1.3436
TSPAN32	1.11241666666667
MAP4	-0.16925
GPHN	-0.84875
SLC6A2	1.2595
HIVEP1	1.00775
DFFB	-0.5386
EIF4EBP2	0.315375
DMRT1	-0.42225
HSPB6	1.0945
IER2	1.7105
AIFM1	-0.56825
WWC2	-0.465166666666667
MRPL4	-0.60775
FLJ21062	1.879
EPB41L4A	0.56425
SH2D6	0.14275
TAF4B	0.64
GAL3ST3	0.9155
MALT1	0.253166666666667
RTDR1	0.6665
ARVCF	-0.16975
MEX3B	-0.540833333333333
FBXO16	-0.10275
KIF7	-0.6625
C1QC	3.70783333333333
ZNF783	0.565333333333333
ZNF85	0.25825
MMP13	-0.113
KIAA0329	0.616
RTP3	0.095
ZBED3	0.35575
CLGN	-3.13375
SLC25A37	-0.168333333333333
hCG_18290	0.21875
OR5AS1	0.6705
SMARCC2	0.958
FAM109A	-0.0678333333333333
CCDC12	0.25825
USF2	0.2429
DEPDC7	-2.6125
C20orf24	-1.10133333333333
JMJD3	0.1385
DSP	0.798571428571429
SLIC1	1.134625
FAM20A	2.81175
IRF2BP2	1.02275
ZNF230	-0.069
MSN	0.52
SLC9A5	-1.06
EPDR1	-0.7634
MUSK	0.294
ZNF434	0.0221666666666667
SMARCD1	-0.682333333333333
ZFP106	0.2905
ZNF347	0.2177
GTF2E1	-0.48825
RY1	-0.3975
