Hybridization REF	TCGA-BH-A0W5-01A-11R-A109-07
GYPA	-3.19383333333333
TAC1	2.0484
TRAIP	-1.7895
KIAA0232	0.684
ERCC8	-0.991875
GPX4	0.5635
KIAA0368	-0.124
GPR157	-0.443833333333333
CTAGE4	0.5375
C9orf30	-1.605
OR52A1	-0.2215
HSP90B3P	0.1225
ALG9	-0.5022
BTBD10	0.49775
SDK2	-0.00475
BAIAP3	0.893
RABGGTB	-0.591125
ANKRD40	-0.353833333333333
KRT74	0.5485
CALCOCO2	0.656357142857143
SNCA	-2.623
TMSL8	-4.152125
C2orf53	0.214
ESRRB	-0.24175
ARHGAP26	-0.609375
TDRD9	-2.7115
HRAS	-0.576166666666667
KLRC4	-1.796
JAGN1	-0.222
BSDC1	0.3
RNF43	0.4942
NDUFAF1	0.3485
PHF12	0.0905
OR1L3	-0.2285
FOLR2	1.81833333333333
LYZL6	-0.00733333333333334
tcag7.1260	-1.533
WSB1	-0.636166666666667
PROS1	-0.3622
OSTN	0.1925
PSMB8	0.702
SOCS4	-0.011125
DDIT4L	1.992
MAS1	-0.729
MGC34796	0.27725
CSHL1	0.375833333333333
TBCCD1	-0.00566666666666666
ZBTB7C	-0.4325
AP2S1	-0.88
P15RS	-0.1705
VAT1	-0.8113
SHANK3	0.294166666666667
TUFM	0.00483333333333334
THEG	-0.20975
KRT34	-1.43925
SGSM3	-0.578375
TOMM22	-0.482625
SOCS3	0.933666666666667
CPO	0.933
POP4	0.22725
BHLHB3	1.92925
MALL	1.24075
OR1B1	-0.0325
PARK2	0.877833333333333
GPR124	1.3045
LCE1E	-0.9345
RUVBL2	-0.92625
CGRRF1	0.6993
ACPL2	-0.0885
WNT10B	-1.319375
BAIAP2L2	-2.440125
ISCA1	0.5625
C1orf125	0.829625
RPAP1	-0.8195
RAI16	-0.245333333333333
RPL27	-0.39825
NLRP9	0.243
EPN1	-0.568
LOC388610	0.275125
SLC35A1	1.2474
GAL	-4.52325
SLC14A2	0.025
RDH11	-0.621166666666667
FAM138F	-0.6485
AUH	0.928
FLJ40243	0.571
C14orf129	0.471666666666667
MBD2	-0.0850000000000001
ABHD14B	0.240125
PIGT	0.344
ALS2CR4	-0.39175
ALAS1	-0.0496
FOXO1	2.13266666666667
CRLF3	0.559875
C20orf107	1.0045
FARS2	0.9585
CCDC28A	0.936
NPHP3	-0.05275
OR13F1	0.393
TSEN54	-0.47975
DEFB106B	-0.0727
OR8B4	0.1395
STH	2.828
ZC3H14	-0.3085
CBX2	-0.722
TMEM49	-0.3675
C6orf21	0.204
FLJ20920	1.00675
CRTAP	0.184571428571429
DDX50	-0.08025
STYXL1	-0.20475
BLVRB	-0.137
LOC147650	-0.3925
MMP24	0.18325
GRID1	1.60766666666667
BANF1	-0.4485
CTAGEP	-0.066
HMBS	-2.08275
SLC25A24	0.638
C14orf50	0.65675
MRO	-0.0763333333333334
SLC25A15	-0.468
FAM84B	0.9831
TDP1	-0.8375
C16orf78	0.106833333333333
C11orf57	-0.08175
RFK	-0.54175
ZFYVE9	-0.543
STCH	-0.6119
WIBG	0.4255
LOC283871	-0.259833333333333
GBA2	-0.8837
NDUFB3	-0.563
HSD17B13	-0.183
GRIN3A	0.647666666666667
FMNL1	0.666166666666667
SEPT7	0.3298
GNLY	3.5185
GRAMD1C	1.09966666666667
ZNF165	-0.023
USP38	1.19175
FAM83A	-3.415
C14orf24	0.501416666666667
ARMCX3	0.779375
ARHGDIB	1.94216666666667
AK1	-0.217375
KIAA1045	0.7905
DNAJB13	-0.062
NEU2	0.4605
HIST1H4B	-1.9515
FAM20B	-0.728
HES2	0.977928571428571
FAM73B	-0.3816
LOC388381	0.2155
INTS7	-0.923181818181818
AMPH	1.94125
ZNF775	-0.971625
UCKL1	-0.538666666666667
C10orf97	0.16625
C1orf161	-0.25675
ALDH1L1	-0.841
FLJ39378	-0.204375
SLC23A1	-0.9025
RBM4B	0.33675
THAP4	0.143666666666667
OGFRL1	1.81425
KIAA0831	0.5305
PPP1R15A	-0.368833333333333
C1orf96	-0.680428571428571
C12orf11	-1.32625
BMF	0.895
MAN1A1	0.108
KIAA1600	1.2635
NLGN4X	-0.05375
ALOX12	-0.979
RB1CC1	0.3947
NEIL2	0.3216
EIF4E	-0.214681818181818
ABHD5	-0.99725
EXOC4	0.0321666666666667
CIP29	-0.455333333333333
BATF2	0.3405
SLC29A4	-1.142
HTR4	-0.2255
EMB	0.4405
TRAF6	0.7095
LMNB1	-2.22025
FAM19A5	-0.825875
SHE	2.09425
PIK3C2B	0.95475
C15orf15	-0.1996
USP15	0.2066
TCEAL2	1.444
C5orf39	0.6085
PTGER2	0.1375
SLC31A1	-0.2731875
IFT172	0.5115
ADAM29	0.3765
GFOD1	0.687
ST7L	0.422
C15orf26	-1.88475
PKN3	-1.5465
CNTD1	2.34366666666667
COMMD1	-0.131375
NTRK2	3.2655
FOXN3	0.87525
MFGE8	-0.3088
PFKFB2	0.656833333333333
TAS2R4	0.5475
ENTHD1	1.26516666666667
PRMT5	-0.548875
MGC16384	-0.268375
LOC442229	-1.0855
TSKU	-0.50725
KRTCAP3	1.595375
PDLIM1	-0.0266
KCNS2	0.086
RNF126	-0.693333333333333
CEP63	0.283
CLIC4	0.482875
hCG_1990170	1.76275
ACR	0.3828
KLK7	2.18525
ALOX5AP	3.840625
RIPK3	2.96025
TAS2R9	-0.125
C19orf18	2.031
BIRC6	0.377785714285714
ZNF16	1.421
RFT1	-0.59725
SLC8A2	-0.07575
TACC1	0.692375
ITGAD	1.30925
SAMHD1	1.49675
SH3PXD2B	1.3242
EPC2	0.88525
C20orf85	4.28825
ATP13A2	-0.426333333333333
KRT4	1.049125
CAPNS1	0.02625
MDM2	-0.165416666666667
PCDH20	0.21125
KCNK9	0.143
OR2C1	0.0315
KLHDC3	-1.30583333333333
IPPK	1.3985
EFHD2	-0.17225
GALR3	-0.996
NBEA	0.9095
ABCA6	2.9925
CLDN3	1.23433333333333
AKT2	-0.254928571428571
EGFR	-1.202
RBM16	0.71375
ZDHHC3	-0.0634
SLC25A4	-1.028
CYB5B	-0.158666666666667
CPXM1	0.133
NDRG1	-1.09684615384615
FLJ43826	0.221
OR5L2	-0.0191666666666667
FARP2	0.1137
MRPL46	-0.582166666666667
LDHAL6B	-0.0828333333333334
MAPKAPK3	0.0463333333333333
NCAM2	-0.36725
PRKD2	0.0851666666666667
ZFP36L1	1.0838
CYSLTR1	0.92075
OR4C3	0.26175
HIST1H2AJ	2.7195
CCNB2	-3.02244444444444
ZNF10	-0.041625
TMEM175	-0.081
FAM134A	0.740166666666667
TIGD4	0.035
PCNP	-0.2845
MGC39715	0.5735
LQK1	-0.97375
CREB1	1.0599
TMPRSS3	2.46775
C4orf32	1.2825
LAT	0.592
KCNA3	1.7145
SKIV2L2	-0.635
ROPN1B	-1.109
tcag7.23	0.0825
CDT1	-3.477375
ZHX2	1.29275
CD28	-0.35225
ZNF624	1.24675
SEPT2	0.444166666666667
SOHLH2	-0.87025
MCOLN3	0.63925
UNQ1945	-0.193
MASP2	-1.0535
ZNRF3	2.1126
GPATCH3	-0.18325
AGL	0.818625
QRICH2	-0.074
PSD4	0.9675
CCNB1IP1	-1.20125
ENPP7	0.1645
OBFC1	0.517
KCNG3	-1.941
C14orf79	0.680666666666667
ENPEP	1.704
SCT	1.3035
SKI	0.416875
SEC61G	-1.603
CAPN11	0.801
ATXN7L3	-0.3535
DBNDD1	-0.603166666666667
FAIM	0.181
ANKRD36	0.624
GABRP	3.16883333333333
TACSTD2	1.10466666666667
EIF3J	-0.56325
PPP2R2A	-0.73325
TEKT4	-0.363833333333333
PVALB	-3.6915
F10	-2.1745
FAM134C	0.5944
COMP	4.6585
EFCBP1	-1.999875
SCLT1	0.529375
TAL1	-1.1185
ACSL1	1.00575
ABCC5	0.721833333333333
ABL1	-0.672
RBBP7	-0.025
PTPRG	0.595375
NCOR1	0.4758
SPINK4	1.02383333333333
TXNRD1	-2.0683
TNRC15	0.68675
C9orf138	1.2585
UBE2H	0.765166666666667
BRDT	0.269333333333333
C8orf31	-0.27075
CCNE2	-1.51918181818182
SLC6A8	-1.903375
CALCR	-2.31525
PPP1CB	0.554666666666667
ABHD8	-0.643
ARF5	-0.00289999999999999
SLC24A4	0.9185
CCT3	-0.706
ZNF121	0.03725
SLC3A2	-1.0897
OR13A1	-0.2295
SLC5A10	-0.16525
RAD50	0.097875
IER5	-0.559875
MTHFD1L	-2.009875
MBTPS2	-0.182
MVK	-0.676625
NCL	-0.5495
PSMD10	0.019
MOBP	0.0525
FLJ32894	0.145
HRH1	-0.7685
C5orf30	1.628
NUDT16L1	1.2353
RASGRP3	3.49033333333333
PRKRIP1	-0.4303
CCDC75	0.2815
LOC253970	0.3155
KIAA1239	0
MED21	-0.5855
SYT11	0.527333333333333
NTSR2	-0.4355
EGFL11	-0.1535
CXorf59	0.2
OR2A25	-0.0435
SPTBN2	-0.8575
LRMP	0.9045
RNF111	0.329
PTH	-0.167
LOC619208	0.558333333333333
KIAA0895	0.2525
RANBP5	-0.866625
P2RY10	3.47133333333333
NME5	3.91233333333333
DDX21	-0.63375
LRSAM1	0.102
HDAC11	1.01666666666667
VMO1	1.172
NOLA2	-0.169666666666667
ADAR	-0.21175
MTO1	-0.5375
SF4	-0.319833333333333
P2RX1	0.389
HBM	-0.3845
EN2	-0.839
C14orf172	-0.51425
TM9SF2	0.7542
INHBE	-0.617666666666667
TCTE3	-0.158916666666667
TOX2	-1.1055
CTAGE3	0.256625
HBB	2.8583
MED15	-1.17366666666667
CASR	-0.1745
C6orf66	-0.9105
MTPN	-0.146125
UNC50	0.14325
C21orf33	-0.61825
IRF2	1.05225
PGR	2.38533333333333
GPR84	1.94825
CROCCL1	-1.0625
SRPX	-0.94525
BRE	0.363833333333333
FGF10	1.083
SDC3	-0.149833333333333
ZRSR1	0.845666666666667
DKFZP434P211	-0.4355
SOX6	-0.5485
RPUSD2	0.1015
C14orf173	-0.701333333333333
MAPK11	-0.205
TBC1D22A	0.1305
FAM123A	-0.2935
COL4A6	-1.95733333333333
TOMM70A	0.01725
NAB1	-0.396625
MGC16385	-0.06325
TSPAN18	-0.285
MED31	-0.3905
PLG	-0.31675
CAPSL	3.686
ZNF532	0.8189
ASB14	0.117
CA8	-1.33425
NUDT16P	0.555
SLFN11	-0.083
LRRIQ2	-0.0935
NOL7	-0.688666666666667
BRMS1L	-0.63275
JARID1A	0.6115
PANK2	-0.07875
ICAM3	0.21425
MDS1	0.1775
TAF8	-0.20375
RNF139	1.1375
ZNF594	0.454
ADAM8	2.129375
SFTPC	-0.43725
MAN2B2	1.23975
RGS12	0.1343125
EIF1AY	-4.80283333333333
LRRIQ1	-0.588666666666667
GPR150	-0.85675
CCDC21	-0.999333333333333
PRRG3	0.58575
SAA4	-3.202
RAPGEF5	0.041
ZCCHC2	0.148083333333333
MGC39372	1.362
PPP4R2	0.3855
CDCA2	-2.53333333333333
OR4D5	0.202833333333333
PTGFRN	0.3816
SIGLEC5	2.005
C19orf61	-0.449
NMUR2	0.353
KIAA1586	-1.04683333333333
DAGLA	0.582666666666667
CHCHD6	-0.6725
GPR32	0.6115
NEUROD6	0.032
SLC2A4RG	0.0550625
CA5B	0.85075
FBXL3	1.70325
MPHOSPH9	-1.1725
HMG2L1	-0.1165
HCN4	-0.798666666666667
CEACAM19	0.31275
SH2D4B	0.590666666666667
HFE2	-0.6605
TGM4	-0.118166666666667
LYPD2	0.2035
TBC1D15	0.0245
MRPS21	-0.7313
NONO	-0.8653
CLEC5A	2.05775
ITCH	-0.0536
MGAT3	0.2195
MBP	0.36825
RPP25	-1.34425
SOSTDC1	0.645
HRC	-1.901
TRIM48	-0.5895
TMEM133	0.37475
ECEL1P2	-1.63325
HOXC11	1.273
DOK5	-0.0125
HELZ	0.466666666666667
LOC348180	-1.431
MGC33894	0.0355
ADRB3	-0.1925
DMD	0.2655
PTRH2	-0.78725
MPEG1	3.74716666666667
NDUFA12	-0.392833333333333
KRTAP2-4	-0.405
STAMBPL1	-0.516166666666667
ADCY2	1.237
UNQ6125	0.42
KLHL20	0.518333333333333
SRM	-1.36575
OTC	-0.0375
TMIE	0.7935
SNX8	-0.60925
LIPK	-0.488
CHURC1	0.381416666666667
KLC2	-0.064
HDAC1	-0.172666666666667
FAM128A	-0.4865
FNDC3B	-1.1732
MTCP1	-0.344666666666667
WFDC10B	0.2032
PCDHGB3	-0.072
ATRNL1	0.553
CAV2	0.295125
MED26	0.220333333333333
DUS1L	-0.404
CHRM3	-0.919375
NEK9	0.71375
WARS2	-0.143
TBX22	0.243
TOMM40	-1.198
RP6-213H19.1	-0.520166666666667
TUBGCP5	0.14975
IGSF6	5.511
TPPP	0.615
UNQ6190	0.186
GSTM5	2.52075
BTD	0.4835
PDCD1LG2	0.673833333333333
SNRPB2	-0.283666666666667
ERICH1	-0.074125
APOA4	-1.7075
HOXA11	-0.9815
NARG1	-0.535375
MKX	0.255
RAB28	0.146071428571429
PKP3	0.97125
SH3GL2	-2.16375
CTSO	3.19075
RPN2	-0.6594375
IL28RA	0.846
SFMBT1	0.20975
WDR57	-0.206625
FER1L3	1.80258333333333
HSF5	0.258166666666667
TTC9B	-0.73175
C4BPA	-3.1535
ALB	-3.27714285714286
SORBS3	-0.215
UPF2	0.5965
JPH1	1.8005
AGBL2	1.178
DOPEY1	2.033
TERF1	0.284416666666667
KIF22	-0.277
NINJ1	1.2055
SEC61A2	-0.376666666666667
HIST1H1D	-0.884666666666667
SFXN4	-0.6465
UCP3	0.0565
ZNF703	0.5255
MYL6B	-0.6305
TREM1	1.9965
OR52E6	0.638
CKMT2	1.846
HLA-C	1.7835
SLC13A3	-1.34233333333333
TIMP4	-0.9075
SLIT2	2.902
RSF1	0.153944444444444
LONRF1	-1.00971428571429
MON1A	-0.5105
CACNG6	-2.2745
DPPA4	-5.33266666666667
ZSWIM3	0.03275
ZNF804A	0.34
CCIN	0.7545
SLC25A31	-0.162
KCNMB4	-0.07075
RABL5	0.35025
GALNS	-0.2831
STX6	0.45075
HIST1H1C	-2.3355
CIDEB	0.044625
CASP4	0.765166666666667
PDK3	-0.3973
KCNJ11	0.7035
TPR	-0.13125
ZSCAN20	-0.3955
MTX2	-0.20275
HIST1H2BH	-1.543
LOC283767	2.35625
LYRM7	-0.778611111111111
BRD3	1.19866666666667
HIST1H2BO	-1.601
MAGEB10	0.0865
SLC45A1	0.34575
SERPINA3	1.2389
KIAA0143	1.221
KCNJ16	2.48916666666667
KRT79	0.156
FABP2	-0.7285
NUT	0.002
ZNF57	-0.057
FBXL4	0.366375
CLEC9A	2.1235
UGT8	-0.378333333333333
BMP2K	0.5835
MAPK4	-3.45225
SLC25A23	-0.8108
HINT1	-0.9809
KRTAP13-1	0.1215
SFXN5	-0.109
CHCHD2	-0.4435
FAM3D	1.948
NDP	-1.717125
RHOBTB1	0.46
SLC4A4	-0.250125
RPL38	-0.12575
HTF9C	-1.44483333333333
AP2A2	0.087625
ZBTB46	-0.049
MAP7D1	0.328
AOX1	-0.301166666666667
CYR61	0.96175
DTNA	-0.976214285714286
JRKL	-0.3145
TMOD3	0.1365
EEA1	0.1687
ADCK5	-0.2165
IL1R1	1.45383333333333
KLK3	0.0429285714285714
HRSP12	-0.68725
KTN1	0.186
LOH11CR2A	0.8992
RELL2	-1.336
MAB21L1	1.85825
C20orf59	-0.968833333333333
PHKB	-0.021
ADAM2	-1.65016666666667
TBC1D8B	1.151
FAM13A1	-0.4095
LAPTM4B	-0.904166666666666
LCN8	0.0315
TMEM147	-0.141
SYT4	-0.1655
XPO7	-1.4025
C9orf62	-1.22625
GPR75	-0.1615
TRIM5	0.648125
APOC1	-0.287833333333333
RNASE4	1.408
PARD6B	0.036625
ARID1A	0.18175
TPD52L3	0.1374
RRAGB	0.915166666666667
RCN2	-0.739833333333333
HIST2H2BE	-0.648625
STARD7	-0.05975
SHMT2	-1.37
KIAA1751	0.340166666666667
MLYCD	0.293625
LOC162632	-0.9991
UQCRH	-1.7535
RP11-217H1.1	0.2851875
SDHA	-0.340166666666667
NCLN	-0.7338
ZNF17	0.6905
RCBTB2	-0.9955
VEGFB	-0.1743
RP4-747L4.3	0.50575
COLQ	0.6352
MPN2	-0.613833333333333
DRG2	-0.46175
KLRB1	6.0695
ALPK2	-0.814
DNASE2B	1.41325
FLJ23834	0.9465
AXUD1	0.607666666666667
SAFB	-0.2823
NSUN4	-0.25575
RFX2	0.481166666666667
MAPK8IP1	-0.9975
FANCD2	-0.823785714285714
ANKZF1	-1.21033333333333
C19orf50	-0.305625
DUSP8	0.115625
SENP5	-0.544375
NFKBIL2	-1.18775
LBR	-1.497125
IGFL1	1.1025
LZTS2	-0.218
IL2RG	1.266125
CCDC51	-0.0355
KLF3	0.47775
ANKRD37	-1.3225
KCTD14	-1.05183333333333
FZR1	-0.43475
SLC44A4	3.3293
ESPL1	-1.227375
GMPR2	0.0106
TBC1D19	-0.790666666666667
ERGIC1	0.130925925925926
ERBB4	3.6206
TSPAN32	0.435333333333333
MAP4	-0.02175
GPHN	0.42875
SLC6A2	-0.168125
HIVEP1	0.50025
DFFB	-0.1369
EIF4EBP2	0.256375
DMRT1	-0.3465
HSPB6	-0.09525
IER2	-0.154833333333333
AIFM1	-0.2615
WWC2	0.517416666666667
MRPL4	-0.88
FLJ21062	1.145
EPB41L4A	1.65533333333333
SH2D6	-0.07525
TAF4B	0.035
GAL3ST3	-0.1085
MALT1	-0.165666666666667
RTDR1	0.073
ARVCF	-0.302125
MEX3B	-1.29
FBXO16	0.1635
KIF7	-0.42375
C1QC	3.629
ZNF783	-0.1685
ZNF85	1.4875
MMP13	3.4295
KIAA0329	0.594625
RTP3	-0.5285
ZBED3	0.06675
CLGN	-1.23875
SLC25A37	-1.53516666666667
hCG_18290	0.04325
OR5AS1	0.1425
SMARCC2	-0.205666666666667
FAM109A	-0.0336666666666667
CCDC12	0.41625
USF2	0.1616
DEPDC7	-1.52775
C20orf24	-0.721166666666667
JMJD3	0.5455
DSP	1.54942857142857
SLIC1	0.848625
FAM20A	1.838375
IRF2BP2	0.49925
ZNF230	0.339
MSN	-0.244142857142857
SLC9A5	-1.6525
EPDR1	-1.2834
MUSK	0.201
ZNF434	0.895333333333333
