Hybridization REF	TCGA-C8-A137-01A-11R-A115-07
GDPD5	-0.066125
PDCD4	0.15235
CEP350	0.691
OR10A2	0.13725
CST7	-0.70725
CIAO1	-0.11275
SELL	0.0855
OR8J3	0.2395
LTBP4	-0.229333333333333
SIRT6	0.4535
CCL19	3.5065
PPIL1	-0.830666666666667
GBP7	-0.221666666666667
STK17A	-0.8895
ABR	-1.1665
OR9G1	0.374
FOXE1	-0.295125
CNGA3	0.043
GML	0.6135
CD38	-2.61225
ZDHHC6	0.251666666666667
NEFH	-1.16525
CTDSP2	-0.142166666666667
PGBD5	-1.10466666666667
CCNY	0.0541428571428571
RMND5B	0.700666666666667
ZNF257	-3.547
FLJ22167	-0.541
EXOSC7	-1.13016666666667
ROR2	1.46625
MAOA	-2.452125
TNNT3	1.80816666666667
GYPC	-1.902
C7orf33	1.0245
PLIN	0.823166666666666
LOC90826	0.298
RNF4	0.4118
F8A1	-0.315833333333333
PLEKHG4	-3.74125
GRB2	0.7724
HIST1H2AD	-0.62125
DUS3L	-0.433333333333333
EIF1	-0.493166666666667
RP5-1077B9.4	-0.917333333333333
FPGT	2.07275
GDF10	0.0881666666666667
COQ9	-0.58475
GCC2	0.840928571428572
RARRES3	1.56325
PLXNA1	-0.7786
KIAA0100	1.8286
PMF1	0.112
FNDC1	5.69875
HS2ST1	-0.350583333333333
CRELD2	-0.23075
C8G	-1.746
CD82	1.9815
LIM2	-1.0495
UNQ6490	0.8045
MMP16	-0.12275
DRD3	-0.03825
C5orf26	-0.61925
C11orf73	-0.778
PTP4A2	0.7525
OR4M2	1.26
HPCA	-0.244333333333333
SEC14L1	0.0648333333333333
CHFR	0.380125
EMILIN1	1.092625
NDUFS4	0.1055
COL18A1	0.122
PDZD3	-0.1644
C9orf16	0.701333333333333
ERBB2IP	-0.233666666666667
EMX2	3.8875
FUS	-0.73025
TF	-4.2553
CLCN4	0.556666666666667
CXorf56	0.16225
C11orf72	0.1275
ELAC2	-0.42025
NPR1	-0.83625
ASS1	-1.33
USP42	0.42275
POLR2J	-0.8225
SEC23IP	1.35283333333333
UQCRC1	-0.16075
LOC729603	0.13525
C1orf71	-0.199375
POLG	-0.7725
ADAM23	-3.12225
TFR2	-0.3475
RICTOR	-1.20477777777778
MGC39606	0.87
C19orf55	-0.213375
SNAPC1	-1.15366666666667
GNA11	1.029
CCDC52	-0.989
FSIP1	2.2945
UPF3A	-1.042625
IGSF11	-1.844
LAGE3	0.122
CHST6	-0.691
UNC13B	-0.640375
TTLL4	-0.50325
ZNF687	-0.436625
SDC2	-0.9958
COX7A2	0.3295
LAMB4	0.01425
FAM24A	-0.1725
LRRTM3	-1.265
GPHB5	0.821
OR4C13	0.5465
EIF3EIP	0.405214285714286
HABP4	-1.487
TMEM125	2.93075
CNTN2	0.720125
ASNSD1	-0.1545
FUT4	-0.59775
ACF	-3.43925
LOC158381	0.6215
CDH8	0.59525
AGPS	-0.592333333333333
C4orf18	2.141
PECI	0.12525
UNG	-0.780875
GSTP1	-2.965375
DCUN1D5	-1.24833333333333
DKFZP564J0863	0.04425
SLC9A3R1	2.6745
BCDO2	-0.498375
CHMP7	1.185125
REM2	0.5085
DNHD1	-0.678875
FKBP4	0.47075
ZNF350	1.668
MGC11102	0.777125
BST1	0.582
KISS1R	0.6605
NCR2	0.089
DEFB125	-0.4295
UBE2W	1.523875
KRT15	0.2835
C10orf99	0.213
SCN11A	-0.724625
GFI1	-3.39175
RDHE2	4.228
FHL1	-1.355
OSGEP	-0.666833333333333
GATA1	-3.79266666666667
SMC6	-0.5125
TTTY14	-1.4035
LPIN3	0.5635
RPL4	0.017
RBPMS	1.2975
PRPF3	-0.637
EMR1	-2.0785
SPATA19	0.1765
XCR1	0.0585
IRX3	0.8626
RBM6	-1.6425
KLF4	0.4482
UNC5CL	-0.0985
SEBOX	0.27
BTK	-2.385
KRCC1	-0.27875
C6orf27	0.201
SYTL5	-0.0355
PRND	1.9635
LOC653319	-2.014
PIGL	-1.356375
HUS1	0.854166666666667
SFRS6	-1.17075
C17orf77	0.128
UIMC1	-1.36883333333333
FXYD2	-2.0409
LOC283152	0.6845
ZNF667	-0.7105
ZCCHC12	-0.8315
TFEC	2.3312
ATP7B	-0.352333333333333
POLD2	0.0606666666666667
RG9MTD1	-0.2305
ACOT2	0.318833333333333
HIST1H4I	-0.77425
PPARGC1A	-1.241
ETFA	-0.6648
POLRMT	-0.224
ZNF146	-0.213875
MIA2	-1.2785
KLHL6	-1.49533333333333
HOXB5	-1.044
NENF	-0.092
CUGBP1	-0.3985
PRSS22	2.04883333333333
CASC4	1.5115
CUL4B	0.2554
CENPJ	-1.4111
PITX1	0.769833333333333
FLJ31033	0.366833333333333
CELSR3	-1.43366666666667
ZNF568	0.00774999999999999
ITSN1	-0.856333333333333
EHBP1L1	-1.2015
C19orf2	-0.05075
DCTN1	0.3715
LIN28B	-3.5755
TNKS2	0.648
C1QBP	-1.859875
CADPS2	1.4765
SRMS	0.378
GJA9	0.3445
MGC24975	-0.814833333333333
TRIM45	-1.00433333333333
TSP50	0.123
TCP1	-1.2845
TMED7	0.0576
CMA1	1.1665
CENPL	-0.613333333333333
PTCRA	-0.047
FST	-2.9905
VWCE	-4.9155
PAWR	0.494
ABCC12	2.64683333333333
LDLR	-1.5747
ASTN2	-0.00540000000000001
LOC441212	-1.75225
GPATCH8	-0.02975
TANC2	-0.666416666666667
KIF4A	-0.7055
C18orf18	-1.883
PGM1	-1.03825
KIAA0258	0.32875
CPD	2.506
SNCAIP	-1.18325
DCT	-4.713
HLA-DOA	1.84609090909091
OR11L1	0.456
UPK1B	-0.167666666666667
DNAJB4	-0.496625
UGT1A8	-0.26125
HIST1H4L	0.0915
PECR	-0.624333333333333
HSPA2	-0.09725
WFIKKN1	-2.525
SERP1	-0.310875
SYDE2	1.78925
TACR2	-0.177
NUP85	0.087
CD177	-0.296666666666667
LGR5	-2.91083333333333
PIGG	0.1805
PTHR1	-1.39266666666667
RAB5A	0.8537
FLJ13224	0.562
USP9Y	-2.6606
C7orf53	-1.2145
LRP1B	2.16975
XAF1	1.1421
ABCG8	-0.8595
ANKDD1A	-0.7865
DAND5	-2.3605
SPAG6	0.00650000000000006
LINCR	-0.59375
ZDHHC22	-1.516375
CCDC60	1.095
THOC7	-1.51933333333333
TCTA	1.0507
OR8K3	-0.01525
NY-REN-7	-0.39275
B2M	-0.379333333333333
C6orf141	-3.026125
LPPR4	2.627
SQLE	-1.782875
SEPHS1	0.0065
BTBD14B	0.913285714285714
PLRG1	0.097
SPG7	-1.1463125
ZNF614	-0.204333333333333
PARD6G	0.550666666666667
INPP5B	-0.4123
GRPEL2	0.013375
PPID	-0.6625
TRIM56	-0.66775
UBE2J1	-0.543
IL20RA	2.54025
LOC387856	0.33475
C1orf107	0.931333333333333
UTS2R	0.9865
C19orf22	0.187
SAFB2	0.2335
KIAA0652	0.64625
KLRG1	-2.11966666666667
MS4A8B	0.462666666666667
FRAG1	0.04575
KIAA1546	1.2425
E2F4	-1.5225
CLEC4M	-0.225833333333333
BTBD14A	-0.1725
KIAA0999	-0.4375
GYPA	-3.789
TAC1	-0.1383
TRAIP	-0.999166666666667
KIAA0232	1.2501
ERCC8	-1.360125
GPX4	1.457625
KIAA0368	-0.099875
GPR157	-0.418
CTAGE4	1.685
C9orf30	-1.15616666666667
OR52A1	-0.345
HSP90B3P	-1.299
ALG9	-0.781
BTBD10	0.28575
SDK2	0.1005
BAIAP3	-1.817
RABGGTB	-0.25275
ANKRD40	1.8215
KRT74	0.446
CALCOCO2	2.14692857142857
SNCA	-4.595
TMSL8	-3.676875
C2orf53	0.046
ESRRB	-0.1285
ARHGAP26	0.265
TDRD9	-2.712
HRAS	0.579333333333333
KLRC4	-1.1975
JAGN1	0.2505
BSDC1	0.163
RNF43	-1.2948
NDUFAF1	-0.16825
PHF12	1.15125
OR1L3	0.03025
FOLR2	0.650833333333333
LYZL6	0.357833333333333
tcag7.1260	-2.5615
WSB1	-0.486666666666667
PROS1	-1.051
OSTN	0.6905
PSMB8	0.0425
SOCS4	0.25225
DDIT4L	0.468
MAS1	-0.306
MGC34796	1.07925
CSHL1	0.098
TBCCD1	-1.08083333333333
ZBTB7C	0.3735
AP2S1	0.93775
P15RS	-0.259
VAT1	-0.9065
SHANK3	0.7085
TUFM	-0.286333333333333
THEG	-0.6825
KRT34	-1.091
SGSM3	0.71725
TOMM22	0.0765
SOCS3	-0.0701666666666667
CPO	0.99
POP4	0.31575
BHLHB3	1.0125
MALL	1.14975
OR1B1	0.878
PARK2	1.645
GPR124	0.082
LCE1E	-0.9765
RUVBL2	-0.0845
CGRRF1	0.4272
ACPL2	-0.95775
WNT10B	-2.40625
BAIAP2L2	-2.44975
ISCA1	-0.647
C1orf125	-0.263375
RPAP1	-1.78275
RAI16	-0.603666666666667
RPL27	-0.893375
NLRP9	0.5975
EPN1	0.746
LOC388610	-2.427625
SLC35A1	0.4384
GAL	-2.8445
SLC14A2	0.1605
RDH11	-0.3565
FAM138F	-0.058
AUH	-0.19725
FLJ40243	0.957
C14orf129	1.23316666666667
MBD2	0.00550000000000002
ABHD14B	0.793125
PIGT	-0.267125
ALS2CR4	-0.223875
ALAS1	0.2662
FOXO1	1.3465
CRLF3	0.112
C20orf107	-0.474
FARS2	0.214
CCDC28A	-1.3295
NPHP3	-0.935
OR13F1	0.2785
TSEN54	0.35825
DEFB106B	0.328
OR8B4	0.081
STH	-0.38225
ZC3H14	-0.28575
CBX2	0.2345
TMEM49	-2.10375
C6orf21	0.3775
FLJ20920	0.64275
CRTAP	0.0739285714285714
DDX50	-0.4175
STYXL1	0.15225
BLVRB	0.8855
LOC147650	1.337
MMP24	0.44775
GRID1	2.35716666666667
BANF1	1.08816666666667
CTAGEP	0.396
HMBS	-2.5375
SLC25A24	-0.440333333333333
C14orf50	0.46375
MRO	0.7385
SLC25A15	-1.082
FAM84B	2.8551
TDP1	-0.1845
C16orf78	0.414666666666667
C11orf57	-0.72875
RFK	-1.277125
ZFYVE9	-0.356625
STCH	-1.1916
WIBG	0.228
LOC283871	-0.768666666666667
GBA2	-1.1024
NDUFB3	-0.118
HSD17B13	-1.96525
GRIN3A	0.345
FMNL1	-1.40883333333333
SEPT7	-0.6032
GNLY	1.806
GRAMD1C	0.906166666666667
ZNF165	0.7105
USP38	1.535
FAM83A	-2.69416666666667
C14orf24	0.0330833333333333
ARMCX3	1.1255
ARHGDIB	0.996
AK1	0.864625
KIAA1045	-0.789
DNAJB13	0.134166666666667
NEU2	0.445
HIST1H4B	-0.061
FAM20B	-0.7279
HES2	1.22342857142857
FAM73B	-0.0281
LOC388381	0.19275
INTS7	-0.213818181818182
AMPH	0.842
ZNF775	-0.495
UCKL1	-0.965833333333333
C10orf97	0.68725
C1orf161	1.15825
ALDH1L1	-1.467
FLJ39378	-0.187625
SLC23A1	-0.3545
RBM4B	-0.62725
THAP4	-0.0356666666666667
OGFRL1	-0.26325
KIAA0831	0.53275
PPP1R15A	-0.874
C1orf96	-0.352928571428571
C12orf11	-1.6145
BMF	1.11675
MAN1A1	-0.276
KIAA1600	1.41533333333333
NLGN4X	-1.3615
ALOX12	-0.825833333333333
RB1CC1	1.5014
NEIL2	-0.4282
EIF4E	-0.0180909090909091
ABHD5	-0.34575
EXOC4	0.574833333333333
CIP29	-0.400333333333333
BATF2	-1.56125
SLC29A4	0.313125
HTR4	0.562
EMB	0.8045
TRAF6	0.41475
LMNB1	-2.52975
FAM19A5	-1.11775
SHE	1.56025
PIK3C2B	1.10875
C15orf15	-0.1949
USP15	-0.2091
TCEAL2	-0.67025
C5orf39	-1.48316666666667
PTGER2	-0.99
SLC31A1	0.48525
IFT172	-0.083
ADAM29	0.4165
GFOD1	-0.38725
ST7L	-0.1725
C15orf26	-3.307
PKN3	-0.366
CNTD1	0.604
COMMD1	0.55175
NTRK2	1.89875
FOXN3	-0.198125
MFGE8	0.7952
PFKFB2	-0.0415
TAS2R4	-1.29225
ENTHD1	2.42533333333333
PRMT5	-1.041
MGC16384	-1.723625
LOC442229	-0.874
TSKU	1.6285
KRTCAP3	3.316625
PDLIM1	-0.4912
KCNS2	0.355
RNF126	-0.3665
CEP63	0.314375
CLIC4	0.15175
hCG_1990170	-1.421
ACR	0.2179
KLK7	0.66775
ALOX5AP	2.136125
RIPK3	2.764
TAS2R9	0.311
C19orf18	1.3745
BIRC6	0.0895714285714286
ZNF16	-0.014
RFT1	-0.919
SLC8A2	-0.504
TACC1	-0.395625
ITGAD	1.61025
SAMHD1	-0.002
SH3PXD2B	1.4878
EPC2	0.4105
C20orf85	1.35675
ATP13A2	0.217666666666667
KRT4	2.04175
CAPNS1	1.41175
MDM2	-0.50425
PCDH20	4.5155
KCNK9	0.5865
OR2C1	0.1745
KLHDC3	0.151666666666667
IPPK	-0.3015
EFHD2	-1.147
GALR3	0.95475
NBEA	-1.41233333333333
ABCA6	2.1519
CLDN3	-0.0416666666666667
AKT2	-0.588857142857143
EGFR	-1.7941
RBM16	-0.413625
ZDHHC3	0.7192
SLC25A4	-0.482666666666667
CYB5B	-2.14616666666667
CPXM1	-1.12025
NDRG1	-0.415538461538462
FLJ43826	0.556
OR5L2	0.171333333333333
FARP2	0.5408
MRPL46	-0.248916666666667
LDHAL6B	-0.0085
MAPKAPK3	-0.353333333333333
NCAM2	0.30325
PRKD2	0.562
ZFP36L1	0.8964
CYSLTR1	1.27525
OR4C3	0.37275
HIST1H2AJ	0.2045
CCNB2	-1.22122222222222
ZNF10	0.048375
TMEM175	0.449
FAM134A	0.308833333333333
TIGD4	-0.081
PCNP	-0.549
MGC39715	0.22075
LQK1	-1.10575
CREB1	0.7673
TMPRSS3	-2.78025
C4orf32	0.470625
LAT	-2.94841666666667
KCNA3	-0.4405
SKIV2L2	-0.47275
ROPN1B	-3.31025
tcag7.23	0.23
CDT1	-2.730625
ZHX2	1.402875
CD28	-4.418
ZNF624	0.42525
SEPT2	-0.235666666666667
SOHLH2	-0.350285714285714
MCOLN3	-0.9085
UNQ1945	0.605
MASP2	-1.414
ZNRF3	-0.177
GPATCH3	-0.0305
AGL	3.058625
QRICH2	0.2
PSD4	1.10983333333333
CCNB1IP1	-1.60675
ENPP7	0.24275
OBFC1	1.078
KCNG3	-1.907
C14orf79	0.99325
ENPEP	2.15133333333333
SCT	0.9475
SKI	0.670375
SEC61G	-0.8765
CAPN11	0.1765
ATXN7L3	-0.3125
DBNDD1	0.0536666666666667
FAIM	0.81775
ANKRD36	-1.539
GABRP	2.4685
TACSTD2	1.4042
EIF3J	0.023
PPP2R2A	-0.2515
TEKT4	-1.448
PVALB	-3.94383333333333
F10	-3.23016666666667
FAM134C	0.3444
COMP	4.737875
EFCBP1	-3.569125
SCLT1	0.907
TAL1	-1.5162
ACSL1	2.8905
ABCC5	1.04266666666667
ABL1	0.0936111111111111
RBBP7	-0.6875
PTPRG	-1.623375
NCOR1	-0.6358
SPINK4	-2.381
TXNRD1	0.1623
TNRC15	0.27
C9orf138	0.434375
UBE2H	0.881833333333333
BRDT	2.08333333333333
C8orf31	0.061
CCNE2	-1.59627272727273
SLC6A8	-1.942875
CALCR	-4.7675
PPP1CB	0.06075
ABHD8	-0.0965
ARF5	-0.2603
SLC24A4	0.3215
CCT3	0
ZNF121	1.3215
SLC3A2	-0.3956
OR13A1	0.5125
SLC5A10	0.18225
RAD50	0.30125
IER5	-0.258875
MTHFD1L	-2.349
MBTPS2	0.64725
MVK	-0.281625
NCL	-0.8306
PSMD10	-0.47275
MOBP	0.57825
FLJ32894	0.216
HRH1	1.98366666666667
C5orf30	0.995
NUDT16L1	0.6446
RASGRP3	3.756
PRKRIP1	-0.2986
CCDC75	0.55125
LOC253970	-0.05725
KIAA1239	-0.00449999999999999
MED21	0.2315
SYT11	0.309416666666667
NTSR2	-0.234
EGFL11	0.1295
CXorf59	0.6755
OR2A25	0.32125
SPTBN2	0.6555
LRMP	-2.36166666666667
RNF111	0.818
PTH	0.55
LOC619208	0.887833333333333
KIAA0895	1.10075
RANBP5	0.180375
P2RY10	0.245166666666667
NME5	3.66516666666667
DDX21	-0.4315
LRSAM1	1.912
HDAC11	2.18616666666667
VMO1	0.98725
NOLA2	0.334
ADAR	0.865916666666667
MTO1	-0.148833333333333
SF4	0.114666666666667
P2RX1	-0.163
HBM	0.16475
EN2	0.909
C14orf172	0.27725
TM9SF2	0.4231
INHBE	-0.266
TCTE3	-0.1375
TOX2	-3.32575
CTAGE3	0.435125
HBB	2.8137
MED15	0.311833333333333
CASR	0.84925
C6orf66	-0.998833333333333
MTPN	0.62
UNC50	-0.5505
C21orf33	-1.305875
IRF2	1.07675
PGR	-2.249
GPR84	1.452
CROCCL1	-2.41825
SRPX	-1.21925
BRE	0.729833333333333
FGF10	1.588
SDC3	-0.753166666666667
ZRSR1	0.637833333333333
DKFZP434P211	-0.77325
SOX6	0.2
RPUSD2	-0.2665
C14orf173	0.899166666666667
MAPK11	-0.1345
TBC1D22A	0.3845
FAM123A	-0.7225
COL4A6	-3.39133333333333
TOMM70A	0.601
NAB1	-0.66925
MGC16385	-0.820375
TSPAN18	0.738833333333333
MED31	0.291
PLG	-0.22875
CAPSL	3.158
ZNF532	0.1431
ASB14	-0.60775
CA8	0.163
NUDT16P	-1.1256
SLFN11	-1.4685
LRRIQ2	1.22825
NOL7	-0.796166666666667
BRMS1L	-1.487375
JARID1A	0.2855
PANK2	-0.75925
ICAM3	-0.91475
MDS1	-0.09725
TAF8	0.35775
RNF139	1.02475
ZNF594	-1.224
ADAM8	0.6795
SFTPC	-0.190125
MAN2B2	1.178875
RGS12	0.2915625
EIF1AY	-4.927
LRRIQ1	-0.3195
GPR150	1.23725
CCDC21	-0.730166666666667
PRRG3	0.42975
SAA4	-4.42375
RAPGEF5	1.996
ZCCHC2	0.427583333333333
MGC39372	0.561
PPP4R2	-0.326166666666667
CDCA2	-0.6735
OR4D5	0.540166666666667
PTGFRN	1.7295
SIGLEC5	1.55883333333333
C19orf61	0.291
NMUR2	0.425
KIAA1586	-1.0155
DAGLA	-1.5245
CHCHD6	-0.49275
GPR32	0.4485
NEUROD6	0.410166666666667
SLC2A4RG	-0.0346875
CA5B	-0.17425
FBXL3	1.71625
MPHOSPH9	-0.80125
HMG2L1	0.7695
HCN4	0.506666666666667
CEACAM19	1.6175
SH2D4B	0.672833333333333
HFE2	-0.8655
TGM4	0.2712
LYPD2	0.26375
TBC1D15	0.353
MRPS21	-0.461
NONO	-0.3383
CLEC5A	1.007375
ITCH	-0.6953
MGAT3	-2.06783333333333
MBP	-0.26525
RPP25	-0.0205
SOSTDC1	-1.266
HRC	-2.1415
TRIM48	0.29
TMEM133	0.658
ECEL1P2	-1.369
HOXC11	0.7085
DOK5	-0.87175
HELZ	0.3995
LOC348180	-0.5835
MGC33894	0.59725
ADRB3	0.168
DMD	-0.281416666666667
PTRH2	-1.21825
MPEG1	2.85966666666667
NDUFA12	0.0998333333333333
KRTAP2-4	0.164083333333333
STAMBPL1	-1.86566666666667
ADCY2	-0.9645
UNQ6125	0.1
KLHL20	-0.039
SRM	-0.075
OTC	0.0115
TMIE	0.224833333333333
SNX8	-0.1645
LIPK	1.023
CHURC1	-0.198583333333333
KLC2	0.152666666666667
HDAC1	-0.631166666666667
FAM128A	-0.725166666666667
FNDC3B	-0.0689
MTCP1	-0.401
WFDC10B	0.0098
PCDHGB3	-0.114
ATRNL1	0.0106
CAV2	-0.94525
MED26	0.204333333333333
DUS1L	1.156
CHRM3	-1.965
NEK9	0.67275
WARS2	0.363
TBX22	0.954
TOMM40	0.08975
RP6-213H19.1	-1.40566666666667
TUBGCP5	-0.2115
IGSF6	4.045
TPPP	0.355
UNQ6190	0.581
GSTM5	2.447
BTD	0.562
PDCD1LG2	-0.222333333333333
SNRPB2	-0.313
ERICH1	-0.562875
APOA4	-1.68275
HOXA11	-0.35275
NARG1	0.0755
MKX	-1.34
RAB28	-0.893357142857143
PKP3	1.3545
SH3GL2	-2.817
CTSO	2.7845
RPN2	-0.2843125
IL28RA	-0.148
SFMBT1	-1.01325
WDR57	-2.016875
FER1L3	1.60116666666667
HSF5	0.0375
TTC9B	0.838
C4BPA	-3.6095
ALB	-5.451
SORBS3	0.123
UPF2	-0.2335
JPH1	0.5655
AGBL2	-1.6335
DOPEY1	1.2795
TERF1	0.451416666666667
KIF22	-0.464666666666667
NINJ1	0.79425
SEC61A2	0.325083333333333
HIST1H1D	-0.198666666666667
SFXN4	-0.430875
UCP3	-0.2569
ZNF703	0.423833333333333
MYL6B	-0.70325
TREM1	2.6735
OR52E6	0.3855
CKMT2	0.831
HLA-C	0.383375
SLC13A3	-1.895
TIMP4	-1.12425
SLIT2	1.421
RSF1	0.631166666666667
LONRF1	-1.3945
MON1A	0.0125
CACNG6	-1.65933333333333
DPPA4	-5.9745
ZSWIM3	0.35525
ZNF804A	0.236833333333333
CCIN	1.536
SLC25A31	-0.58675
KCNMB4	-0.8205
RABL5	0.807375
GALNS	-0.9997
STX6	0.761125
HIST1H1C	-1.3585
CIDEB	-0.641125
CASP4	-0.884
PDK3	0.3069
KCNJ11	1.2285
TPR	-0.815125
ZSCAN20	-0.6265
MTX2	-0.638
HIST1H2BH	0.22375
LOC283767	-0.56125
LYRM7	-1.09122222222222
BRD3	0.0595
HIST1H2BO	-0.094
MAGEB10	-0.1885
SLC45A1	0.154
SERPINA3	-0.0615
KIAA0143	0.2695
KCNJ16	-0.0981666666666667
KRT79	1.23175
FABP2	-0.8355
NUT	-0.438
ZNF57	-0.28475
FBXL4	-0.168
CLEC9A	1.1355
UGT8	-1.43283333333333
BMP2K	0.53575
MAPK4	-3.83525
SLC25A23	-0.2158
HINT1	0.3073
KRTAP13-1	0.383
SFXN5	0.1871
CHCHD2	-0.286833333333333
FAM3D	1.6685
NDP	-4.074625
RHOBTB1	0.326
SLC4A4	-1.7825
RPL38	1.03825
HTF9C	0.019
AP2A2	0.36875
ZBTB46	-0.0395
MAP7D1	0.626625
AOX1	-2.823
CYR61	-0.270583333333333
DTNA	-0.381384615384615
JRKL	-0.6405
TMOD3	0.336
EEA1	0.2203
ADCK5	-1.86
IL1R1	1.404
KLK3	0.416214285714286
HRSP12	1.6085
KTN1	1.157
LOH11CR2A	1.3497
RELL2	-0.02375
MAB21L1	0.28525
C20orf59	-0.478333333333333
PHKB	0.466
ADAM2	-2.6985
TBC1D8B	1.173
FAM13A1	-0.312125
LAPTM4B	-2.505
LCN8	0.187
TMEM147	0.3025
SYT4	-0.114166666666667
XPO7	0.0335
C9orf62	1.37475
GPR75	0.451
TRIM5	1.01325
APOC1	-1.4505
RNASE4	-1.9615
PARD6B	-3.346375
ARID1A	0.612916666666667
TPD52L3	0.1456
RRAGB	0.498833333333333
RCN2	-0.728
HIST2H2BE	-1.0853125
STARD7	-0.86975
SHMT2	-1.141
KIAA1751	-0.055
MLYCD	-0.59575
LOC162632	-1.8814
UQCRH	-0.7315
RP11-217H1.1	0.3656875
SDHA	-0.609
NCLN	0.3315
ZNF17	1.041
RCBTB2	-1.12525
VEGFB	0.5747
RP4-747L4.3	-0.91025
COLQ	0.1029
MPN2	-1.212
DRG2	-0.44675
KLRB1	2.47325
ALPK2	-2.0695
DNASE2B	3.7295
FLJ23834	-0.287833333333333
AXUD1	-0.16
SAFB	-0.3309
NSUN4	0.70825
RFX2	-0.724333333333333
MAPK8IP1	0.369333333333333
FANCD2	0.321071428571428
ANKZF1	-1.58866666666667
C19orf50	-0.1415
DUSP8	0.065125
SENP5	-0.355
NFKBIL2	-0.752
LBR	-2.044
IGFL1	1.2175
LZTS2	0.52125
IL2RG	-0.913375
CCDC51	-0.4265
KLF3	0.537875
ANKRD37	-0.47375
KCTD14	-1.49783333333333
FZR1	0.712833333333333
SLC44A4	4.2724
ESPL1	-0.343
GMPR2	-0.3295
TBC1D19	-0.402833333333333
ERGIC1	1.27837037037037
ERBB4	-0.4468
TSPAN32	-0.0389166666666667
MAP4	-0.006125
GPHN	-0.0985
SLC6A2	-0.1635
HIVEP1	0.92725
DFFB	-0.7752
EIF4EBP2	0.46225
DMRT1	-0.30675
HSPB6	-0.19025
IER2	-0.521166666666667
AIFM1	0.3545
WWC2	0.794666666666667
MRPL4	0.5605
FLJ21062	-0.289
EPB41L4A	2.19558333333333
SH2D6	0.3515
TAF4B	-0.6225
GAL3ST3	0.5405
MALT1	-0.4245
RTDR1	0.29725
ARVCF	0.538375
MEX3B	0.265666666666667
FBXO16	0.9665
KIF7	-1.453
C1QC	3.18816666666667
ZNF783	-0.196
ZNF85	0.39025
MMP13	5.5415
KIAA0329	-0.1885
RTP3	-1.0175
ZBED3	-0.52825
CLGN	-3.33
SLC25A37	-1.26695833333333
hCG_18290	0.60075
OR5AS1	0.4895
SMARCC2	0.48925
FAM109A	0.7115
CCDC12	-0.93025
USF2	0.3996
DEPDC7	-2.59475
C20orf24	-0.167666666666667
JMJD3	0.731
DSP	1.33842857142857
SLIC1	0.115375
FAM20A	-0.80575
IRF2BP2	0.451625
ZNF230	-0.419
MSN	-0.961142857142857
SLC9A5	-1.768
EPDR1	-1.475
MUSK	0.0881666666666667
ZNF434	-0.140833333333333
SMARCD1	-0.394
ZFP106	0.16725
ZNF347	0.2258
