Hybridization REF	TCGA-BH-A0H5-01A-21R-A115-07
MKX	-0.6095
RAB28	0.0325
PKP3	0.22675
SH3GL2	-2.58025
CTSO	4.75
RPN2	0.2591875
IL28RA	1.13466666666667
SFMBT1	0.49425
WDR57	-0.557875
FER1L3	0.7455
HSF5	1.01833333333333
TTC9B	0.1995
C4BPA	-3.34433333333333
ALB	-4.42457142857143
SORBS3	-0.00274999999999999
UPF2	0.862
JPH1	-0.548
AGBL2	1.7565
DOPEY1	1.7365
TERF1	0.0610833333333333
KIF22	-1.277
NINJ1	1.87325
SEC61A2	-0.623333333333333
HIST1H1D	-0.330166666666667
SFXN4	-0.45675
UCP3	0.1439
ZNF703	0.782
MYL6B	-0.44625
TREM1	0.1595
OR52E6	0.3865
CKMT2	2.20225
HLA-C	3.418375
SLC13A3	-1.80183333333333
TIMP4	-0.3285
SLIT2	2.99175
RSF1	0.885444444444445
LONRF1	-0.579071428571429
MON1A	-0.136
CACNG6	-2.009
DPPA4	-4.8775
ZSWIM3	-0.1445
ZNF804A	0.883833333333333
CCIN	1.29875
SLC25A31	-0.1205
KCNMB4	-0.043
RABL5	0.5965
GALNS	-1.1559
STX6	1.0765
HIST1H1C	-1.36066666666667
CIDEB	-0.006
CASP4	1.49216666666667
PDK3	0.069
KCNJ11	0.737
TPR	0.108875
ZSCAN20	-0.6845
MTX2	-0.191
HIST1H2BH	0.52475
LOC283767	2.186
LYRM7	-0.933722222222222
BRD3	-0.553166666666667
HIST1H2BO	0.04425
MAGEB10	-0.247
SLC45A1	0.581
SERPINA3	0.46525
KIAA0143	1.23925
KCNJ16	3.33783333333333
KRT79	-0.90225
FABP2	-1.0955
NUT	-0.60975
ZNF57	-0.1515
FBXL4	0.749625
CLEC9A	2.827
UGT8	0.100666666666667
BMP2K	1.12225
MAPK4	-2.37975
SLC25A23	-0.8649
HINT1	-0.2255
KRTAP13-1	0.4785
SFXN5	0.0362000000000001
CHCHD2	-0.19775
FAM3D	3.6105
NDP	-3.2085
RHOBTB1	0.366666666666667
SLC4A4	-0.7635
RPL38	0.47575
HTF9C	-0.624
AP2A2	0.254125
ZBTB46	-0.734
MAP7D1	0.041125
AOX1	-0.436666666666667
CYR61	1.06466666666667
DTNA	-0.507428571428571
JRKL	-0.112
TMOD3	0.34275
EEA1	0.2405
ADCK5	-0.84975
IL1R1	2.06133333333333
KLK3	0.32
HRSP12	-0.248
KTN1	0.12875
LOH11CR2A	0.4195
RELL2	-1.03525
MAB21L1	3.30025
C20orf59	-1.41116666666667
PHKB	-0.3235
ADAM2	-3.16083333333333
TBC1D8B	1.34533333333333
FAM13A1	-0.4848125
LAPTM4B	-2.30725
LCN8	0.0355
TMEM147	0.158
SYT4	0.228166666666667
XPO7	-1.0745
C9orf62	-0.517
GPR75	0.485
TRIM5	0.78825
APOC1	1.08616666666667
RNASE4	1.187
PARD6B	-1.533
ARID1A	0.1745
TPD52L3	0.4044
RRAGB	0.61
RCN2	-0.927333333333333
HIST2H2BE	0.1315625
STARD7	0.133
SHMT2	-1.567
KIAA1751	-0.331
MLYCD	0.01525
LOC162632	-0.5075
UQCRH	-1.0535
RP11-217H1.1	1.329375
SDHA	-1.39383333333333
NCLN	-0.6811
ZNF17	0.837833333333334
RCBTB2	-0.59675
VEGFB	-0.4179
RP4-747L4.3	1.50725
COLQ	-0.0536
MPN2	-0.884833333333333
DRG2	-0.541
KLRB1	7.42625
ALPK2	-2.67925
DNASE2B	2.2475
FLJ23834	0.137333333333333
AXUD1	0.7785
SAFB	-0.0675
NSUN4	-0.475
RFX2	-0.161666666666667
MAPK8IP1	-0.826166666666667
FANCD2	-1.10528571428571
ANKZF1	-1.41683333333333
C19orf50	-0.724875
DUSP8	-0.0935
SENP5	-0.293
NFKBIL2	-0.8885
LBR	-0.4535
IGFL1	0.4055
LZTS2	0.221625
IL2RG	1.8575
CCDC51	-0.19125
KLF3	0.257875
ANKRD37	-0.75175
KCTD14	-0.0383333333333333
FZR1	-0.135083333333333
SLC44A4	3.0242
ESPL1	-1.354625
GMPR2	-0.00609999999999999
TBC1D19	-0.363333333333333
ERGIC1	0.0658518518518519
ERBB4	4.2383
TSPAN32	1.91116666666667
MAP4	-0.75425
GPHN	0.734
SLC6A2	0.33125
HIVEP1	0.8345
DFFB	-0.1889
EIF4EBP2	0.615375
DMRT1	-1.21375
HSPB6	-0.1495
IER2	0.208
AIFM1	-0.14025
WWC2	-0.06475
MRPL4	-1.03775
FLJ21062	1.38
EPB41L4A	1.65608333333333
SH2D6	0.42625
TAF4B	-0.19425
GAL3ST3	-0.222
MALT1	-0.207
RTDR1	-0.291
ARVCF	-0.715125
MEX3B	-0.784
FBXO16	1.268
KIF7	-2.0655
C1QC	4.42716666666667
ZNF783	-0.5355
ZNF85	0.36075
MMP13	0.2225
KIAA0329	0.316
RTP3	-0.579
ZBED3	-0.22375
CLGN	0.83675
SLC25A37	-1.67616666666667
hCG_18290	0.291
OR5AS1	0.2965
SMARCC2	-0.09675
FAM109A	-0.969166666666667
CCDC12	0.2855
USF2	0.4311
DEPDC7	-1.9755
C20orf24	-0.568333333333333
JMJD3	0.446
DSP	0.663142857142857
SLIC1	1.42725
FAM20A	2.16525
IRF2BP2	0.1255
ZNF230	0.6995
MSN	0.0942857142857143
SLC9A5	-2.1935
EPDR1	-1.9331
MUSK	0.419666666666667
ZNF434	-0.043
SMARCD1	-0.239
ZFP106	0.36575
ZNF347	0.2667
GTF2E1	0.43825
RY1	-0.15
ATAD2B	0.81125
