Hybridization REF	TCGA-BH-A0W3-01A-11R-A109-07
GATA1	-3.45983333333333
SMC6	-0.6615
TTTY14	-1.2085
LPIN3	0.22875
RPL4	-0.5493
RBPMS	0.6922
PRPF3	-0.8455
EMR1	-0.9965
SPATA19	0.57075
XCR1	0.4825
IRX3	1.6365
RBM6	-0.66075
KLF4	-1.4892
UNC5CL	-1.2335
SEBOX	-0.076
BTK	-0.72175
KRCC1	0.13725
C6orf27	0.6745
SYTL5	-1.594
PRND	2.56325
LOC653319	-1.017
PIGL	-0.08625
HUS1	-0.0968333333333333
SFRS6	0.02075
C17orf77	0.492
UIMC1	-0.87
FXYD2	-1.7815
LOC283152	2.1295
ZNF667	-2.17125
ZCCHC12	-1.355
TFEC	3.0073
ATP7B	-0.102
POLD2	-0.6775
RG9MTD1	0.2215
ACOT2	0.656166666666667
HIST1H4I	-1.56
PPARGC1A	-2.6016
ETFA	-0.7879
POLRMT	-0.42275
ZNF146	-0.73025
MIA2	-0.4705
KLHL6	-1.38383333333333
HOXB5	-1.8375
NENF	1.15133333333333
CUGBP1	0.1865
PRSS22	2.22833333333333
CASC4	1.2634
CUL4B	0.1156
CENPJ	-1.5588
PITX1	-1.20016666666667
FLJ31033	1.1565
CELSR3	-2.88116666666667
ZNF568	1.655
ITSN1	-0.45775
EHBP1L1	-0.451166666666667
C19orf2	-0.7715
DCTN1	0.25075
LIN28B	-3.38483333333333
TNKS2	-0.49075
C1QBP	-0.1335
CADPS2	1.65875
SRMS	0.7165
GJA9	0.0255
MGC24975	-0.248166666666667
TRIM45	0.741166666666667
TSP50	1.41475
TCP1	-1.4155
TMED7	0.8314
CMA1	1.577
CENPL	-0.8835
PTCRA	0.556
FST	-4.45925
VWCE	-4.52225
PAWR	-1.52075
ABCC12	2.36366666666667
LDLR	-3.2462
ASTN2	1.9707
LOC441212	-0.640125
GPATCH8	-0.28625
TANC2	0.5605
KIF4A	-1.09575
C18orf18	-0.5175
PGM1	-1.09575
KIAA0258	0.30325
CPD	0.751375
SNCAIP	-2.03525
DCT	-4.49183333333333
HLA-DOA	3.16954545454545
OR11L1	0.296
UPK1B	-0.470333333333333
DNAJB4	-1.920875
UGT1A8	-0.182
HIST1H4L	0.263
PECR	0.1085
HSPA2	2.3015
WFIKKN1	-1.451
SERP1	1.299375
SYDE2	1.194
TACR2	0.9585
NUP85	-0.116
CD177	-0.352833333333333
LGR5	-2.72366666666667
PIGG	0.257083333333333
PTHR1	-2.622
RAB5A	0.249
FLJ13224	0.028
USP9Y	-2.35733333333333
C7orf53	-0.8925
LRP1B	-1.19
XAF1	2.3924
ABCG8	-0.195
ANKDD1A	-0.293166666666667
DAND5	-0.5905
SPAG6	-0.095
LINCR	0.6825
ZDHHC22	-1.9995
CCDC60	-0.4445
THOC7	-0.661333333333333
TCTA	1.562
OR8K3	-0.1245
NY-REN-7	-0.54275
B2M	1.335
C6orf141	-1.761125
LPPR4	0.244
SQLE	-3.80825
SEPHS1	-0.57375
BTBD14B	0.841142857142857
PLRG1	-0.44775
SPG7	-0.7866875
ZNF614	0.0591666666666667
PARD6G	0.811666666666667
INPP5B	0.0935
GRPEL2	-0.126125
PPID	-1.0276
TRIM56	-0.8975
UBE2J1	-0.8405
IL20RA	3.988
LOC387856	-0.50475
C1orf107	-0.211583333333333
UTS2R	1.814
C19orf22	-0.64825
SAFB2	-0.060375
KIAA0652	0.254625
KLRG1	-0.747666666666667
MS4A8B	3.262
FRAG1	0.07625
KIAA1546	0.29825
E2F4	-1.643
CLEC4M	0.246
BTBD14A	-1.308
KIAA0999	-0.9062
GYPA	-3.71633333333333
TAC1	0.417
TRAIP	-0.517666666666667
KIAA0232	1.0426
ERCC8	-0.750625
GPX4	1.107375
KIAA0368	-0.725625
GPR157	-0.473333333333333
CTAGE4	1.4955
C9orf30	-2.062
OR52A1	-0.163
HSP90B3P	-1.419
ALG9	-0.6002
BTBD10	0.42375
SDK2	-0.162
BAIAP3	0.32725
RABGGTB	-0.69
ANKRD40	0.354666666666667
KRT74	-0.601
CALCOCO2	0.230785714285714
SNCA	-3.41125
TMSL8	-1.035375
C2orf53	-0.136
ESRRB	-0.74525
ARHGAP26	-1.096625
TDRD9	-2.86475
HRAS	0.585166666666667
KLRC4	-2.7595
JAGN1	0.419
BSDC1	0.136
RNF43	-0.5122
NDUFAF1	0.85975
PHF12	0.647
OR1L3	0.26875
FOLR2	1.12583333333333
LYZL6	-0.0342
tcag7.1260	-1.8725
WSB1	-1.30016666666667
PROS1	-1.9003
OSTN	0.307
PSMB8	1.35225
SOCS4	-0.08275
DDIT4L	-0.43625
MAS1	0.3545
MGC34796	2.28725
CSHL1	-0.118666666666667
TBCCD1	-0.190666666666667
ZBTB7C	0.1505
AP2S1	0.485125
P15RS	0.171
VAT1	-1.4586
SHANK3	0.678833333333333
TUFM	0.469166666666667
THEG	0.237
KRT34	-2.13375
SGSM3	0.168625
TOMM22	-1.192125
SOCS3	0.136333333333333
CPO	0.5245
POP4	0.42325
BHLHB3	1.093
MALL	-0.0755
OR1B1	0.1695
PARK2	0.369166666666667
GPR124	-1.243625
LCE1E	-0.00700000000000001
RUVBL2	-0.32625
CGRRF1	0.9534
ACPL2	1.00425
WNT10B	-3.320875
BAIAP2L2	-2.256625
ISCA1	-0.2525
C1orf125	0.522125
RPAP1	-1.159
RAI16	0.304333333333333
RPL27	-0.06325
NLRP9	-0.375
EPN1	0.2555
LOC388610	-1.72975
SLC35A1	0.4116
GAL	-4.59625
SLC14A2	0.1475
RDH11	-0.591166666666667
FAM138F	-0.7005
AUH	0.71825
FLJ40243	0.03775
C14orf129	1.13216666666667
MBD2	-0.745333333333333
ABHD14B	-0.094125
PIGT	1.01275
ALS2CR4	-0.741875
ALAS1	0.5745
FOXO1	0.0253333333333333
CRLF3	-1.314125
C20orf107	0.9195
FARS2	1.1245
CCDC28A	0.48175
NPHP3	-0.63375
OR13F1	0.286
TSEN54	-0.43325
DEFB106B	0.1376
OR8B4	0.767
STH	1.76525
ZC3H14	-0.344125
CBX2	-0.341
TMEM49	-1.3535
C6orf21	0.1965
FLJ20920	1.275125
CRTAP	0.0525
DDX50	-0.43975
STYXL1	-0.2665
BLVRB	1.094
LOC147650	-0.3475
MMP24	0.382
GRID1	0.146333333333333
BANF1	-0.596166666666667
CTAGEP	0.6895
HMBS	-2.1395
SLC25A24	0.654
C14orf50	2.45025
MRO	0.478666666666667
SLC25A15	-0.276
FAM84B	1.6085
TDP1	-0.3825
C16orf78	-0.474666666666667
C11orf57	-0.796
RFK	-1.057375
ZFYVE9	0.4395
STCH	-1.9953
WIBG	0.38325
LOC283871	0.781333333333333
GBA2	-0.2233
NDUFB3	1.02825
HSD17B13	-1.33425
GRIN3A	0.621
FMNL1	-0.8805
SEPT7	-0.9096
GNLY	2.345
GRAMD1C	0.159166666666667
ZNF165	-0.25725
USP38	0.012
FAM83A	-3.54683333333333
C14orf24	0.386
ARMCX3	0.681875
ARHGDIB	1.99466666666667
AK1	0.8265
KIAA1045	-0.0825000000000001
DNAJB13	-0.606166666666667
NEU2	0.156
HIST1H4B	-0.264833333333333
FAM20B	-0.028
HES2	-0.875571428571429
FAM73B	-0.2196
LOC388381	0.50525
INTS7	-0.162363636363636
AMPH	0.01675
ZNF775	-0.086625
UCKL1	-0.2885
C10orf97	0.4455
C1orf161	0.0845
ALDH1L1	-1.68
FLJ39378	-0.532625
SLC23A1	-1.0765
RBM4B	0.20175
THAP4	0.5775
OGFRL1	0.2035
KIAA0831	0.52375
PPP1R15A	-1.38983333333333
C1orf96	0.209428571428571
C12orf11	-3.197
BMF	0.74775
MAN1A1	-1.191625
KIAA1600	0.661
NLGN4X	-1.86675
ALOX12	-1.26016666666667
RB1CC1	0.3753
NEIL2	-0.2239
EIF4E	-0.606909090909091
ABHD5	0.45475
EXOC4	-0.194166666666667
CIP29	-0.679333333333333
BATF2	0.027
SLC29A4	-1.03775
HTR4	0.37975
EMB	-1.57775
TRAF6	0.72375
LMNB1	-2.006
FAM19A5	-2.290625
SHE	1.05375
PIK3C2B	0.5025
C15orf15	-0.1659
USP15	-0.2111
TCEAL2	-0.00800000000000001
C5orf39	-1.54933333333333
PTGER2	-1.13625
SLC31A1	-0.322875
IFT172	0.44975
ADAM29	0.1955
GFOD1	0.60325
ST7L	1.37416666666667
C15orf26	-0.42975
PKN3	-0.97825
CNTD1	3.64316666666667
COMMD1	1.418125
NTRK2	3.55708333333333
FOXN3	-1.012875
MFGE8	-1.6943
PFKFB2	-0.0413333333333333
TAS2R4	-0.37725
ENTHD1	-0.534
PRMT5	-0.41525
MGC16384	-0.69775
LOC442229	-0.8815
TSKU	-0.1345
KRTCAP3	-2.281875
PDLIM1	1.6668
KCNS2	0.4065
RNF126	-0.0626666666666667
CEP63	0.44475
CLIC4	-0.883875
hCG_1990170	-1.17975
ACR	0.7617
KLK7	-0.35125
ALOX5AP	3.738875
RIPK3	4.58025
TAS2R9	-0.4555
C19orf18	2.313
BIRC6	-0.527285714285714
ZNF16	0.7255
RFT1	-0.35
SLC8A2	-0.63725
TACC1	-1.246125
ITGAD	0.63325
SAMHD1	0.93
SH3PXD2B	0.0062
EPC2	0.4065
C20orf85	0.465625
ATP13A2	0.5065
KRT4	0.19425
CAPNS1	0.3335
MDM2	-0.40125
PCDH20	4.10225
KCNK9	0.698
OR2C1	0.378
KLHDC3	-0.613833333333333
IPPK	0.307
EFHD2	0.3345
GALR3	1.82875
NBEA	0.781333333333333
ABCA6	1.6854
CLDN3	0.92
AKT2	0.366142857142857
EGFR	-3.4863
RBM16	0.052375
ZDHHC3	0.4066
SLC25A4	0.622
CYB5B	-2.1505
CPXM1	-1.04775
NDRG1	-2.18069230769231
FLJ43826	0.424
OR5L2	-0.0923333333333333
FARP2	1.1949
MRPL46	0.27875
LDHAL6B	0.131333333333333
MAPKAPK3	0.0623333333333333
NCAM2	0.24375
PRKD2	0.554
ZFP36L1	0.6771
CYSLTR1	-0.49825
OR4C3	1.23475
HIST1H2AJ	2.5955
CCNB2	-1.61933333333333
ZNF10	-0.434
TMEM175	0.596
FAM134A	0.686666666666667
TIGD4	-0.416
PCNP	-0.02725
MGC39715	0.976666666666667
LQK1	-0.54575
CREB1	0.7421
TMPRSS3	2.96925
C4orf32	2.671
LAT	-2.09375
KCNA3	0.00499999999999999
SKIV2L2	-0.83
ROPN1B	-3.821
tcag7.23	-0.387
CDT1	-1.9905
ZHX2	0.7015
CD28	-4.205
ZNF624	0.799
SEPT2	0.671
SOHLH2	-2.22025
MCOLN3	-1.608125
UNQ1945	0.7275
MASP2	-1.0125
ZNRF3	0.4206
GPATCH3	-0.256
AGL	0.291625
QRICH2	0.0055
PSD4	1.451
CCNB1IP1	-1.56925
ENPP7	0.011
OBFC1	0.6235
KCNG3	-0.48675
C14orf79	1.25175
ENPEP	-0.233166666666667
SCT	0.5425
SKI	0.712125
SEC61G	-0.609
CAPN11	0.27325
ATXN7L3	-0.30275
DBNDD1	-0.841333333333333
FAIM	1.045
ANKRD36	-0.743
GABRP	-1.1105
TACSTD2	2.314
EIF3J	-0.22925
PPP2R2A	-0.98675
TEKT4	0.468833333333333
PVALB	-4.11
F10	-3.271
FAM134C	0.8113
COMP	4.387125
EFCBP1	-3.3925
SCLT1	0.262875
TAL1	-1.6039
ACSL1	-1.16775
ABCC5	2.34533333333333
ABL1	-0.345888888888889
RBBP7	1.11366666666667
PTPRG	-2.199
NCOR1	0.4357
SPINK4	0.553
TXNRD1	-0.8717
TNRC15	1.130375
C9orf138	0.44425
UBE2H	1.1835
BRDT	0.392333333333333
C8orf31	-0.259
CCNE2	-1.11745454545455
SLC6A8	-1.672
CALCR	-4.46275
PPP1CB	-0.20425
ABHD8	0.34225
ARF5	0.7654
SLC24A4	0.3175
CCT3	-0.1285
ZNF121	0.989125
SLC3A2	-1.1454
OR13A1	0.3885
SLC5A10	-0.31675
RAD50	0.368875
IER5	0.17475
MTHFD1L	-2.725625
MBTPS2	0.5455
MVK	-0.9185
NCL	-0.2768
PSMD10	-0.12775
MOBP	0.416142857142857
FLJ32894	0.168
HRH1	-2.16733333333333
C5orf30	1.962
NUDT16L1	1.5458
RASGRP3	3.2225
PRKRIP1	-0.2259
CCDC75	0.061
LOC253970	-0.48525
KIAA1239	-0.52775
MED21	0.48
SYT11	-0.183416666666667
NTSR2	-1.0155
EGFL11	0.3245
CXorf59	0.8955
OR2A25	-0.0665
SPTBN2	1.073
LRMP	-0.959833333333333
RNF111	0.4715
PTH	0.4265
LOC619208	0.418166666666667
KIAA0895	0.807
RANBP5	-1.418875
P2RY10	2.1325
NME5	4.75616666666667
DDX21	-1.6495
LRSAM1	-0.1735
HDAC11	2.42216666666667
VMO1	2.19475
NOLA2	0.122833333333333
ADAR	1.38108333333333
MTO1	-0.855833333333333
SF4	0.632333333333333
P2RX1	-0.397166666666667
HBM	-0.0905
EN2	2.018
C14orf172	0.084
TM9SF2	0.4782
INHBE	-1.75216666666667
TCTE3	0.0884166666666666
TOX2	-3.92575
CTAGE3	0.74125
HBB	3.3352
MED15	-1.10033333333333
CASR	0.18
C6orf66	-1.23066666666667
MTPN	0.230875
UNC50	0.26625
C21orf33	-0.36475
IRF2	0.620875
PGR	2.36966666666667
GPR84	3.22525
CROCCL1	-1.80025
SRPX	-3.19325
BRE	0.831166666666667
FGF10	3.20925
SDC3	-1.43433333333333
ZRSR1	0.3745
DKFZP434P211	0.11375
SOX6	0.3445
RPUSD2	0.015
C14orf173	0.0226666666666667
MAPK11	-0.350166666666667
TBC1D22A	0.2985
FAM123A	-0.3335
COL4A6	-2.4285
TOMM70A	-0.52775
NAB1	0.196875
MGC16385	-0.642375
TSPAN18	-0.154166666666667
MED31	0.9055
PLG	-0.69375
CAPSL	3.7655
ZNF532	-0.1047
ASB14	0.00250000000000003
CA8	1.6665
NUDT16P	2.60366666666667
SLFN11	-2.28
LRRIQ2	1.355375
NOL7	-0.280666666666667
BRMS1L	-1.296625
JARID1A	0.522333333333333
PANK2	-0.44875
ICAM3	-0.24825
MDS1	-1.2865
TAF8	-0.71375
RNF139	0.62575
ZNF594	0.5545
ADAM8	0.321
SFTPC	-0.13
MAN2B2	1.2785
RGS12	0.79925
EIF1AY	-4.76983333333333
LRRIQ1	0.358
GPR150	2.144
CCDC21	-1.083
PRRG3	0.12075
SAA4	-3.67475
RAPGEF5	2.52675
ZCCHC2	0.637833333333333
MGC39372	-0.2265
PPP4R2	-0.397333333333333
CDCA2	-1.81716666666667
OR4D5	0.496833333333333
PTGFRN	2.2683
SIGLEC5	0.103
C19orf61	-0.504166666666667
NMUR2	-0.256
KIAA1586	-1.37366666666667
DAGLA	0.692166666666667
CHCHD6	0.29625
GPR32	0.1585
NEUROD6	0.423
SLC2A4RG	0.46975
CA5B	-0.14525
FBXL3	1.00025
MPHOSPH9	-0.85325
HMG2L1	-0.06125
HCN4	1.39783333333333
CEACAM19	-0.2255
SH2D4B	0.482833333333333
HFE2	-0.9085
TGM4	-0.333333333333333
LYPD2	0.013
TBC1D15	0.34875
MRPS21	0.7305
NONO	-0.5824
CLEC5A	2.482375
ITCH	-0.1847
MGAT3	-2.71866666666667
MBP	-1.05675
RPP25	-1.1995
SOSTDC1	-3.19025
HRC	-2.03525
TRIM48	0.165
TMEM133	0.0685
ECEL1P2	-1.68625
HOXC11	-1.456
DOK5	-1.3205
HELZ	0.162333333333333
LOC348180	-0.9445
MGC33894	0.3045
ADRB3	0.2835
DMD	-0.73125
PTRH2	-0.77625
MPEG1	3.24866666666667
NDUFA12	0.679166666666667
KRTAP2-4	0.0891666666666667
STAMBPL1	-2.58083333333333
ADCY2	-0.904
UNQ6125	0.9265
KLHL20	0.0373333333333333
SRM	-1.32275
OTC	-0.073
TMIE	0.508166666666667
SNX8	0.286
LIPK	-0.2965
CHURC1	0.209083333333333
KLC2	0.279166666666667
HDAC1	-0.608666666666667
FAM128A	1.41
FNDC3B	0.0891
MTCP1	0.173166666666667
WFDC10B	0.0068
PCDHGB3	-0.123
ATRNL1	1.8742
CAV2	-2.338375
MED26	-0.0703333333333333
DUS1L	0.27775
CHRM3	-1.911375
NEK9	0.32875
WARS2	1.72725
TBX22	0.158
TOMM40	-0.96825
RP6-213H19.1	-3.47833333333333
TUBGCP5	0.30425
IGSF6	5.688
TPPP	0.6865
UNQ6190	0.3175
GSTM5	0.129625
BTD	1.16433333333333
PDCD1LG2	-0.305833333333333
SNRPB2	0.0545
ERICH1	-0.827125
APOA4	-1.400375
HOXA11	-2.48725
NARG1	-0.8145
MKX	-0.23625
RAB28	-0.510571428571429
PKP3	1.28525
SH3GL2	-2.397
CTSO	2.82475
RPN2	0.6796875
IL28RA	0.802833333333333
SFMBT1	1.28075
WDR57	-1.737875
FER1L3	1.36416666666667
HSF5	0.680833333333333
TTC9B	1.50475
C4BPA	-3.55433333333333
ALB	2.23621428571429
SORBS3	0.756
UPF2	-1.122
JPH1	-1.0695
AGBL2	1.013
DOPEY1	1.6235
TERF1	-0.516583333333334
KIF22	0.0531666666666667
NINJ1	1.77125
SEC61A2	0.582333333333333
HIST1H1D	0.479
SFXN4	-0.041625
UCP3	-0.0564
ZNF703	1.10733333333333
MYL6B	-0.45125
TREM1	1.7005
OR52E6	0.7055
CKMT2	0.329
HLA-C	1.836
SLC13A3	-2.5955
TIMP4	-2.897
SLIT2	1.01775
RSF1	1.33066666666667
LONRF1	-1.20871428571429
MON1A	0.118166666666667
CACNG6	-1.3715
DPPA4	-5.54983333333333
ZSWIM3	0.29225
ZNF804A	0.638333333333333
CCIN	1.071
SLC25A31	0.2275
KCNMB4	-2.09775
RABL5	1.3835
GALNS	-0.5928
STX6	0.611
HIST1H1C	-2.05633333333333
CIDEB	-0.4875
CASP4	-0.444333333333333
PDK3	1.3167
KCNJ11	2.6895
TPR	-0.474375
ZSCAN20	-0.5345
MTX2	0.39
HIST1H2BH	-0.5775
LOC283767	2.3225
LYRM7	-1.10972222222222
BRD3	0.186666666666667
HIST1H2BO	-0.74925
MAGEB10	-0.6245
SLC45A1	1.261
SERPINA3	3.8331
KIAA0143	0.94525
KCNJ16	-1.17516666666667
KRT79	-0.3025
FABP2	-0.7185
NUT	-0.12625
ZNF57	-0.04725
FBXL4	-0.10875
CLEC9A	2.0745
UGT8	-1.7615
BMP2K	0.401
MAPK4	-4.143
SLC25A23	-0.5919
HINT1	0.5556
KRTAP13-1	-0.219
SFXN5	1.4508
CHCHD2	0.264083333333333
FAM3D	2.203
NDP	-0.427
RHOBTB1	-0.284166666666667
SLC4A4	2.941625
RPL38	-0.08375
HTF9C	-0.8195
AP2A2	0.4025
ZBTB46	-0.594
MAP7D1	-0.26025
AOX1	-1.456
CYR61	-1.00241666666667
DTNA	-1.25535714285714
JRKL	-1.18575
TMOD3	-0.7205
EEA1	0.1293
ADCK5	0.06675
IL1R1	0.654833333333333
KLK3	0.826642857142857
HRSP12	-0.94425
KTN1	0.9155
LOH11CR2A	0.4845
RELL2	-0.4635
MAB21L1	1.308
C20orf59	-1.71483333333333
PHKB	-0.4325
ADAM2	-2.05233333333333
TBC1D8B	-0.5135
FAM13A1	-0.6765
LAPTM4B	-2.58741666666667
LCN8	-0.274
TMEM147	0.5735
SYT4	-0.000666666666666667
XPO7	-0.7705
C9orf62	2.13925
GPR75	-0.098
TRIM5	0.367
APOC1	-0.2885
RNASE4	1.31066666666667
PARD6B	0.01975
ARID1A	0.36825
TPD52L3	0.047
RRAGB	1.3465
RCN2	0.0446666666666667
HIST2H2BE	0.5286875
STARD7	-0.01225
SHMT2	-1.41625
KIAA1751	0.2795
MLYCD	-0.168125
LOC162632	-0.9255
UQCRH	-1.44625
RP11-217H1.1	0.9546875
SDHA	-0.6515
NCLN	-0.4503
ZNF17	1.45866666666667
RCBTB2	-1.73725
VEGFB	-0.0105
RP4-747L4.3	0.196
COLQ	1.0636
MPN2	-0.880333333333333
DRG2	0.162
KLRB1	3.014
ALPK2	-3.76025
DNASE2B	0.32575
FLJ23834	2.40566666666667
AXUD1	0.501833333333333
SAFB	-0.6035
NSUN4	0.10375
RFX2	-0.0658333333333333
MAPK8IP1	0.1065
FANCD2	-0.550357142857143
ANKZF1	-1.536
C19orf50	-0.386125
DUSP8	1.550375
SENP5	0.10025
NFKBIL2	-0.405
LBR	-1.20375
IGFL1	0.32
LZTS2	0.421625
IL2RG	-1.2385
CCDC51	0.218
KLF3	0.076875
ANKRD37	-1.174
KCTD14	1.05466666666667
FZR1	0.674833333333333
SLC44A4	3.8496
ESPL1	-0.878875
GMPR2	0.5316
TBC1D19	-0.0778333333333333
ERGIC1	0.37762962962963
ERBB4	3.1672
TSPAN32	0.29025
MAP4	-0.229875
GPHN	-1.2065
SLC6A2	-0.28025
HIVEP1	0.5245
DFFB	-0.8341
EIF4EBP2	0.25925
DMRT1	-0.29925
HSPB6	-0.1775
IER2	0.794333333333333
AIFM1	0.1455
WWC2	-1.35841666666667
MRPL4	-0.1295
FLJ21062	2.27333333333333
EPB41L4A	1.381
SH2D6	0.59525
TAF4B	-2.02025
GAL3ST3	-0.56
MALT1	-1.00516666666667
RTDR1	-0.21225
ARVCF	-0.010375
MEX3B	-2.85416666666667
FBXO16	1.42125
KIF7	-0.76625
C1QC	3.95516666666667
ZNF783	-0.5545
ZNF85	0.7635
MMP13	2.2615
KIAA0329	0.462625
RTP3	-0.903
ZBED3	-0.368
CLGN	-2.35775
SLC25A37	-1.77758333333333
hCG_18290	-0.0785
OR5AS1	0.5035
SMARCC2	1.03808333333333
FAM109A	-0.332
CCDC12	-0.03
USF2	0.6494
DEPDC7	-3.65225
C20orf24	-0.4135
JMJD3	0.573
DSP	0.733785714285714
SLIC1	0.772875
FAM20A	-0.066625
IRF2BP2	0.50375
