Hybridization REF	TCGA-BH-A0H9-11A-22R-A089-07
UQCRC1	0.03225
LOC729603	0.83
C1orf71	0.18525
POLG	-3.897
ADAM23	-2.43
TFR2	-0.97525
RICTOR	0.1161
MGC39606	1.46275
C19orf55	-0.27575
SNAPC1	-0.2015
GNA11	1.383
CCDC52	-0.513666666666667
FSIP1	0.874
UPF3A	0.04125
IGSF11	0.0741666666666666
LAGE3	-1.167
CHST6	-2.532
UNC13B	0.86025
TTLL4	-1.77775
ZNF687	0.21825
SDC2	1.0428
COX7A2	0.2235
LAMB4	0.04
FAM24A	0.4535
LRRTM3	-0.709
GPHB5	0.33325
OR4C13	0.1545
EIF3EIP	-1.02
HABP4	1.014
TMEM125	-2.1175
CNTN2	-0.23075
ASNSD1	0.28725
FUT4	0.814375
ACF	-2.15675
LOC158381	0.7125
CDH8	-0.20625
AGPS	0.255666666666667
C4orf18	3.027125
PECI	1.50008333333333
UNG	-0.55575
GSTP1	-0.520125
DCUN1D5	-1.1535
DKFZP564J0863	-0.98
SLC9A3R1	-1.879125
BCDO2	0.5625
CHMP7	0.486625
REM2	-0.6525
DNHD1	-0.171125
FKBP4	-2.073125
ZNF350	1.345
MGC11102	-0.30825
BST1	2.087
KISS1R	-1.7995
NCR2	0.363
DEFB125	0.47
UBE2W	1.54325
KRT15	-3.1955
C10orf99	-1.392
SCN11A	0.576375
GFI1	-1.78525
RDHE2	0.1615
FHL1	4.04216666666667
OSGEP	-0.374666666666667
GATA1	-1.72433333333333
SMC6	-1.25725
TTTY14	-0.757
LPIN3	-0.4315
RPL4	-1.3877
RBPMS	1.6419
PRPF3	-0.6475
EMR1	-1.804
SPATA19	-0.44425
XCR1	-1.7545
IRX3	-1.0278
RBM6	-0.65525
KLF4	1.9589
UNC5CL	-0.59175
SEBOX	0.5575
BTK	-0.599
KRCC1	2.1785
C6orf27	-0.8245
SYTL5	-0.803
PRND	1.58375
LOC653319	-2.5025
PIGL	-0.41075
HUS1	0.247
SFRS6	-0.969583333333333
C17orf77	-0.2235
UIMC1	-0.0976666666666667
FXYD2	-1.1652
LOC283152	0.56725
ZNF667	0.8385
ZCCHC12	0.37125
TFEC	0.7568
ATP7B	0.0261666666666667
POLD2	-1.51666666666667
RG9MTD1	-0.103
ACOT2	2.75916666666667
HIST1H4I	-0.319875
PPARGC1A	0.3472
ETFA	-0.2446
POLRMT	-0.1585
ZNF146	-0.431875
MIA2	0.049
KLHL6	-0.887
HOXB5	0.799125
NENF	0.373333333333333
CUGBP1	0.4185
PRSS22	-0.610333333333333
CASC4	0.9066
CUL4B	0.5115
CENPJ	-1.2529
PITX1	-2.306
FLJ31033	0.5885
CELSR3	-2.096
ZNF568	0.66275
ITSN1	1.42791666666667
EHBP1L1	-0.450833333333333
C19orf2	-0.744
DCTN1	-0.494
LIN28B	-0.747166666666667
TNKS2	0.157
C1QBP	-1.98
CADPS2	0.89025
SRMS	-0.37175
GJA9	-0.0355
MGC24975	-1.048
TRIM45	-1.54616666666667
TSP50	-0.04625
TCP1	-0.998
TMED7	0.4393
CMA1	1.5435
CENPL	-1.26466666666667
PTCRA	-0.447
FST	-3.1965
VWCE	-2.33575
PAWR	-0.37525
ABCC12	-0.166
LDLR	-1.7547
ASTN2	0.1491
LOC441212	-0.3085
GPATCH8	-0.252
TANC2	-0.48325
KIF4A	-4.1885
C18orf18	1.30375
PGM1	1.649
KIAA0258	0.71625
CPD	1.028875
SNCAIP	1.076
DCT	-4.1865
HLA-DOA	0.961636363636364
OR11L1	-0.859
UPK1B	0.290833333333333
DNAJB4	1.939
UGT1A8	0.0106666666666667
HIST1H4L	0.5995
PECR	1.28466666666667
HSPA2	1.4495
WFIKKN1	-1.1455
SERP1	0.52575
SYDE2	0.889
TACR2	-0.9885
NUP85	-1.47075
CD177	-0.0313333333333333
LGR5	-1.1806
PIGG	-0.376916666666667
PTHR1	0.900333333333333
RAB5A	0.1779
FLJ13224	-0.0095
USP9Y	-0.0416666666666667
C7orf53	0.6565
LRP1B	2.46975
XAF1	1.0722
ABCG8	0.6465
ANKDD1A	-0.706833333333333
DAND5	-0.391
SPAG6	0.252666666666667
LINCR	0.5795
ZDHHC22	-0.60075
CCDC60	0.6425
THOC7	-0.891
TCTA	0.5791
OR8K3	-1.15025
NY-REN-7	-0.5885
B2M	0.944333333333333
C6orf141	-0.963625
LPPR4	2.71125
SQLE	-4.19975
SEPHS1	-0.3295
BTBD14B	-1.24171428571429
PLRG1	-0.44775
SPG7	-0.4035625
ZNF614	0.359333333333333
PARD6G	0.518666666666667
INPP5B	0.1193
GRPEL2	0.0125
PPID	-2.2393
TRIM56	-0.29275
UBE2J1	-0.6605
IL20RA	1.5145
LOC387856	-0.1185
C1orf107	0.149083333333333
UTS2R	0.561
C19orf22	-0.26975
SAFB2	0.16525
KIAA0652	0.42825
KLRG1	1.03316666666667
MS4A8B	-0.0831666666666667
FRAG1	-0.49775
KIAA1546	0.51125
E2F4	-0.4428
CLEC4M	-0.757333333333333
BTBD14A	-0.61
KIAA0999	0.7363
GYPA	-1.11116666666667
TAC1	0.8871
TRAIP	-2.241
KIAA0232	0.5994
ERCC8	-0.20225
GPX4	2.19675
KIAA0368	0.756875
GPR157	-0.6855
CTAGE4	-0.206
C9orf30	-1.4135
OR52A1	-0.406
HSP90B3P	-1.026
ALG9	0.2364
BTBD10	0.81425
SDK2	-0.61175
BAIAP3	0.33825
RABGGTB	-0.162875
ANKRD40	0.541166666666667
KRT74	0.072
CALCOCO2	1.27771428571429
SNCA	-2.921
TMSL8	-2.98575
C2orf53	1.954
ESRRB	-0.30525
ARHGAP26	0.21075
TDRD9	-1.65925
HRAS	0.137666666666667
KLRC4	-1.4265
JAGN1	0.0218333333333333
BSDC1	0.65825
RNF43	-1.8078
NDUFAF1	0.25325
PHF12	-0.19325
OR1L3	-0.14675
FOLR2	1.61908333333333
LYZL6	0.6655
tcag7.1260	-0.9975
WSB1	-0.3915
PROS1	1.4313
OSTN	-0.601
PSMB8	0.211
SOCS4	0.466375
DDIT4L	2.82825
MAS1	0.469
MGC34796	0.42825
CSHL1	0.099
TBCCD1	0.4295
ZBTB7C	0.659
AP2S1	-1.178125
P15RS	-0.0804
VAT1	0.323
SHANK3	1.50016666666667
TUFM	-0.199333333333333
THEG	-0.89175
KRT34	-0.714
SGSM3	-0.531
TOMM22	0.333125
SOCS3	3.273
CPO	0.5285
POP4	0.2555
BHLHB3	1.4295
MALL	2.80675
OR1B1	-0.7515
PARK2	0.434833333333333
GPR124	2.237375
LCE1E	0.479
RUVBL2	-1.499
CGRRF1	1.4731
ACPL2	-0.59575
WNT10B	-0.240875
BAIAP2L2	-1.77
ISCA1	1.164
C1orf125	0.36825
RPAP1	-0.621
RAI16	-0.465
RPL27	0.224375
NLRP9	0.6865
EPN1	-0.814
LOC388610	-0.88625
SLC35A1	0.257
GAL	-5.11775
SLC14A2	-0.0505
RDH11	-0.981166666666667
FAM138F	0.0715
AUH	0.921
FLJ40243	-0.56625
C14orf129	0.346
MBD2	0.256833333333333
ABHD14B	0.673625
PIGT	-0.442625
ALS2CR4	0.048625
ALAS1	0.0961
FOXO1	3.1715
CRLF3	0.12675
C20orf107	-0.5795
FARS2	0.4585
CCDC28A	1.345
NPHP3	0.66075
OR13F1	0.7735
TSEN54	-1.474
DEFB106B	-0.0769
OR8B4	0.078
STH	0.0305
ZC3H14	-0.134875
CBX2	-0.171
TMEM49	-1.74875
C6orf21	-0.466
FLJ20920	0.78875
CRTAP	1.35992857142857
DDX50	0.62025
STYXL1	-0.32175
BLVRB	0.611833333333333
LOC147650	0.532
MMP24	0.8335
GRID1	1.23266666666667
BANF1	-1.22233333333333
CTAGEP	-0.15175
HMBS	-2.68625
SLC25A24	0.151833333333333
C14orf50	2.1185
MRO	0.662666666666667
SLC25A15	-2.23275
FAM84B	0.2786
TDP1	-1.307
C16orf78	-0.131666666666667
C11orf57	0.822
RFK	-0.079125
ZFYVE9	0.650875
STCH	-0.7448
WIBG	0.11425
LOC283871	0.0271666666666667
GBA2	-0.5186
NDUFB3	0.3205
HSD17B13	2.258
GRIN3A	0.654666666666667
FMNL1	-0.128166666666667
SEPT7	0.4723
GNLY	0.963
GRAMD1C	1.31666666666667
ZNF165	-1.93475
USP38	0.79875
FAM83A	-1.15983333333333
C14orf24	0.549916666666667
ARMCX3	1.611375
ARHGDIB	-0.301833333333333
AK1	0.62425
KIAA1045	1.08625
DNAJB13	-0.289333333333333
NEU2	0.6835
HIST1H4B	0.442666666666667
FAM20B	0.3747
HES2	0.283
FAM73B	0.2972
LOC388381	0.475
INTS7	-1.33009090909091
AMPH	0.94225
ZNF775	-0.896
UCKL1	-0.863166666666667
C10orf97	0.69725
C1orf161	-0.442
ALDH1L1	3.729
FLJ39378	0.33775
SLC23A1	-0.521
RBM4B	0.30225
THAP4	-0.064
OGFRL1	1.2575
KIAA0831	0.976
PPP1R15A	1.22233333333333
C1orf96	-0.532928571428571
C12orf11	-1.514
BMF	-0.215875
MAN1A1	0.152625
KIAA1600	1.775
NLGN4X	0.649
ALOX12	0.2205
RB1CC1	0.5009
NEIL2	1.092
EIF4E	-0.0310909090909091
ABHD5	1.76725
EXOC4	0.651
CIP29	-0.7465
BATF2	0.9965
SLC29A4	1.248625
HTR4	1.93975
EMB	-0.427
TRAF6	0.81525
LMNB1	-3.71975
FAM19A5	-1.281875
SHE	2.054
PIK3C2B	2.6035
C15orf15	-0.1456
USP15	0.994
TCEAL2	2.487
C5orf39	0.832833333333333
PTGER2	0.6815
SLC31A1	-0.6191875
IFT172	0.012
ADAM29	-0.275
GFOD1	3.2135
ST7L	0.615666666666667
C15orf26	-0.64825
PKN3	0.282
CNTD1	0.381833333333333
COMMD1	0.52825
NTRK2	3.0515
FOXN3	2.40425
MFGE8	0.1809
PFKFB2	0.108333333333333
TAS2R4	0.00300000000000001
ENTHD1	0.118166666666667
PRMT5	-1.33675
MGC16384	-0.587125
LOC442229	1.04225
TSKU	1.293875
KRTCAP3	-1.5935
PDLIM1	0.2226
KCNS2	0.19225
RNF126	-0.1885
CEP63	0.844625
CLIC4	1.37125
hCG_1990170	1.207
ACR	0.1898
KLK7	-0.54175
ALOX5AP	1.890125
RIPK3	1.6845
TAS2R9	0.8235
C19orf18	0.943
BIRC6	-0.965785714285714
ZNF16	1.3285
RFT1	-1.0245
SLC8A2	-0.05475
TACC1	3.017125
ITGAD	0.16825
SAMHD1	0.9795
SH3PXD2B	0.3708
EPC2	1.7305
C20orf85	-0.61875
ATP13A2	-0.195666666666667
KRT4	-0.306375
CAPNS1	0.0555
MDM2	0.389833333333333
PCDH20	1.1325
KCNK9	-0.2975
OR2C1	-0.079
KLHDC3	0.087
IPPK	-0.924
EFHD2	-0.108875
GALR3	-0.01525
NBEA	1.0885
ABCA6	2.9234
CLDN3	-3.669
AKT2	0.8535
EGFR	1.1828
RBM16	0.3085
ZDHHC3	1.2814
SLC25A4	0.490333333333333
CYB5B	-0.412
CPXM1	-0.5615
NDRG1	0.258923076923077
FLJ43826	-0.14675
OR5L2	0.418166666666667
FARP2	0.5043
MRPL46	-0.163416666666667
LDHAL6B	-0.244166666666667
MAPKAPK3	-0.721833333333333
NCAM2	0.26675
PRKD2	0.2075
ZFP36L1	0.8257
CYSLTR1	1.4905
OR4C3	-0.27625
HIST1H2AJ	1.479
CCNB2	-6.80922222222222
ZNF10	0.332125
TMEM175	-0.8165
FAM134A	0.472333333333333
TIGD4	0.272
PCNP	0.48675
MGC39715	-0.42
LQK1	-1.07375
CREB1	1.4416
TMPRSS3	-0.38475
C4orf32	3.00375
LAT	-2.08725
KCNA3	-0.336
SKIV2L2	-0.9825
ROPN1B	-1.79075
tcag7.23	-0.9315
CDT1	-5.645125
ZHX2	1.01625
CD28	-1.87275
ZNF624	1.53875
SEPT2	0.42875
SOHLH2	0.294875
MCOLN3	0.329
UNQ1945	-0.1465
MASP2	-2.123
ZNRF3	0.6888
GPATCH3	-0.07875
AGL	1.454125
QRICH2	0.3455
PSD4	-1.5185
CCNB1IP1	-1.59525
ENPP7	-0.76925
OBFC1	0.10475
KCNG3	-0.6265
C14orf79	-0.231833333333333
ENPEP	2.2925
SCT	0.121
SKI	0.817875
SEC61G	-0.83925
CAPN11	0.295
ATXN7L3	-0.401
DBNDD1	-1.5275
FAIM	1.2705
ANKRD36	-0.219
GABRP	0.523166666666667
TACSTD2	-2.18733333333333
EIF3J	-0.43575
PPP2R2A	-0.60325
TEKT4	0.3365
PVALB	-3.2714
F10	0.586166666666667
FAM134C	0.462
COMP	3.1235
EFCBP1	0.894125
SCLT1	1.809375
TAL1	0.0347
ACSL1	4.77325
ABCC5	-0.806333333333333
ABL1	-0.187777777777778
RBBP7	-0.948833333333333
PTPRG	1.343875
NCOR1	-0.1254
SPINK4	-0.781
TXNRD1	-1.1059
TNRC15	1.06125
C9orf138	0.20525
UBE2H	0.873333333333333
BRDT	-0.063
C8orf31	-0.22575
CCNE2	-2.46636363636364
SLC6A8	-1.532
CALCR	-1.62225
PPP1CB	1.12283333333333
ABHD8	0.134
ARF5	-0.2593
SLC24A4	0.525
CCT3	-1.33075
ZNF121	0.842125
SLC3A2	-1.5636
OR13A1	-0.812
SLC5A10	-1.47725
RAD50	0.368125
IER5	0.03725
MTHFD1L	-2.031
MBTPS2	1.15875
MVK	-0.233375
NCL	-0.7664
PSMD10	-1.02275
MOBP	-0.473125
FLJ32894	0.1525
HRH1	0.990333333333333
C5orf30	0.6815
NUDT16L1	-0.0902
RASGRP3	2.003
PRKRIP1	-0.6241
CCDC75	2.068
LOC253970	-0.384666666666667
KIAA1239	1.81875
MED21	-0.045
SYT11	1.14641666666667
NTSR2	0.6275
EGFL11	0.696
CXorf59	0.3935
OR2A25	-0.40775
SPTBN2	-0.66725
LRMP	0.615833333333333
RNF111	0.64425
PTH	0.19
LOC619208	0.462
KIAA0895	0.5245
RANBP5	0.1165
P2RY10	0.031
NME5	1.62966666666667
DDX21	-1.481
LRSAM1	-0.0505
HDAC11	-0.164666666666667
VMO1	0.77775
NOLA2	-1.17616666666667
ADAR	-0.220833333333333
MTO1	-0.440833333333333
SF4	0.441833333333333
P2RX1	-1.02283333333333
HBM	-0.46775
EN2	-1.018
C14orf172	-0.2965
TM9SF2	0.2673
INHBE	-0.391
TCTE3	-0.689583333333333
TOX2	-0.52625
CTAGE3	0.186875
HBB	4.0504
MED15	-0.437
CASR	-0.29675
C6orf66	-0.256833333333333
MTPN	0.703
UNC50	0.09825
C21orf33	1.098375
IRF2	0.689375
PGR	0.190833333333333
GPR84	-0.17975
CROCCL1	-3.05475
SRPX	1.29975
BRE	0.301333333333333
FGF10	1.414
SDC3	1.292
ZRSR1	0.549166666666667
DKFZP434P211	-1.4595
SOX6	-0.155
RPUSD2	-0.559
C14orf173	0.16225
MAPK11	0.255333333333333
TBC1D22A	0.7405
FAM123A	0.4355
COL4A6	-1.34566666666667
TOMM70A	0.5355
NAB1	1.36025
MGC16385	-0.2495
TSPAN18	1.108
MED31	-0.301
PLG	-0.48675
CAPSL	-0.813
ZNF532	1.0022
ASB14	-0.02325
CA8	0.25625
NUDT16P	1.31466666666667
SLFN11	0.7575
LRRIQ2	0.342625
NOL7	-0.9155
BRMS1L	0.082125
JARID1A	0.671666666666667
PANK2	-0.42125
ICAM3	-0.13675
MDS1	0.5965
TAF8	0.098
RNF139	0.77525
ZNF594	0.5715
ADAM8	-0.931
SFTPC	-0.037625
MAN2B2	0.9245
RGS12	0.046125
EIF1AY	-2.74433333333333
LRRIQ1	0.316166666666667
GPR150	0.8505
CCDC21	-1.69283333333333
PRRG3	0.2465
SAA4	-1.23275
RAPGEF5	1.424375
ZCCHC2	0.292416666666667
MGC39372	-0.1275
PPP4R2	-0.0263333333333333
CDCA2	-2.336
OR4D5	0.214833333333333
PTGFRN	-0.4269
SIGLEC5	0.3715
C19orf61	-0.909666666666667
NMUR2	-0.335
KIAA1586	0.220833333333333
DAGLA	0.546
CHCHD6	-0.28825
GPR32	0.105
NEUROD6	-0.514833333333333
SLC2A4RG	0.71725
CA5B	0.5555
FBXL3	2.2515
MPHOSPH9	-1.03
HMG2L1	0.274
HCN4	-0.1095
CEACAM19	-0.52775
SH2D4B	0.0606666666666667
HFE2	0.007
TGM4	0.553166666666667
LYPD2	-0.24525
TBC1D15	0.70275
MRPS21	-0.4197
NONO	-1.5363
CLEC5A	0.05675
ITCH	0.4894
MGAT3	1.66333333333333
MBP	0.625625
RPP25	-0.9055
SOSTDC1	-0.9635
HRC	0.67
TRIM48	-0.0375
TMEM133	1.59425
ECEL1P2	-0.51875
HOXC11	-0.126
DOK5	1.3235
HELZ	1.5425
LOC348180	-0.3815
MGC33894	0.21475
ADRB3	-0.177
DMD	1.57283333333333
PTRH2	-1.35425
MPEG1	2.192
NDUFA12	0.528666666666667
KRTAP2-4	-0.377083333333333
STAMBPL1	0.2955
ADCY2	1.08266666666667
UNQ6125	-0.1165
KLHL20	1.16566666666667
SRM	-1.59325
OTC	0.2505
TMIE	0.105333333333333
SNX8	0.401
LIPK	-0.239
CHURC1	1.62008333333333
KLC2	-0.691166666666667
HDAC1	-1.25416666666667
FAM128A	-0.721833333333333
FNDC3B	1.1113
MTCP1	0.3325
WFDC10B	-0.7802
PCDHGB3	0.642
ATRNL1	-0.7122
CAV2	3.058625
MED26	-0.139166666666667
DUS1L	-0.3225
CHRM3	-2.441375
NEK9	0.5865
WARS2	0.12
TBX22	0.404
TOMM40	-1.796
RP6-213H19.1	-2.91033333333333
TUBGCP5	0.3115
IGSF6	1.3085
TPPP	1.38733333333333
UNQ6190	-0.27
GSTM5	1.092
BTD	1.72416666666667
PDCD1LG2	0.530333333333333
SNRPB2	-0.214166666666667
ERICH1	0.927125
APOA4	-1.215625
HOXA11	-0.429666666666667
NARG1	-0.0235
MKX	1.2775
RAB28	0.153642857142857
PKP3	-3.3165
SH3GL2	-0.298
CTSO	1.95875
RPN2	-1.916375
IL28RA	-0.4615
SFMBT1	-0.5695
WDR57	-0.5995
FER1L3	0.757416666666667
HSF5	0.0806666666666667
TTC9B	-0.43025
C4BPA	-1.07583333333333
ALB	-5.04728571428571
SORBS3	0.5335
UPF2	-0.083
JPH1	-0.464
AGBL2	-0.84725
DOPEY1	1.8355
TERF1	0.426166666666667
KIF22	-1.78083333333333
NINJ1	-0.2375
SEC61A2	-0.4825
HIST1H1D	-1.0005
SFXN4	-0.58025
UCP3	-0.1959
ZNF703	-0.915666666666667
MYL6B	-1.41225
TREM1	0.18275
OR52E6	0.46
CKMT2	3.084
HLA-C	0.806875
SLC13A3	-1.04883333333333
TIMP4	4.574
SLIT2	3.5805
RSF1	0.296833333333333
LONRF1	0.370357142857143
MON1A	-0.018
CACNG6	-1.12416666666667
DPPA4	-5.938
ZSWIM3	0.54525
ZNF804A	-0.0463333333333334
CCIN	-1.077
SLC25A31	-0.23275
KCNMB4	0.03875
RABL5	-0.5
GALNS	-0.2734
STX6	0.907
HIST1H1C	-2.66466666666667
CIDEB	-0.25875
CASP4	0.754833333333333
PDK3	-0.6917
KCNJ11	0.3225
TPR	-0.276375
ZSCAN20	0.28
MTX2	-0.29925
HIST1H2BH	-1.89075
LOC283767	1.2245
LYRM7	0.180722222222222
BRD3	-0.039
HIST1H2BO	-2.692
MAGEB10	-0.01
SLC45A1	1.0445
SERPINA3	-2.79315
KIAA0143	1.2805
KCNJ16	0.839833333333333
KRT79	-0.07175
FABP2	-0.520333333333333
NUT	-0.12025
ZNF57	-0.3065
FBXL4	1.238625
CLEC9A	0.2515
UGT8	-0.175666666666667
BMP2K	0.131
MAPK4	-2.169
SLC25A23	0.0657
HINT1	-1.4055
KRTAP13-1	0.494
SFXN5	-0.779
CHCHD2	-1.00858333333333
FAM3D	-0.7405
NDP	-0.72575
RHOBTB1	0.626333333333333
SLC4A4	1.909
RPL38	0.6125
HTF9C	0.8305
AP2A2	0.710375
ZBTB46	-0.206
MAP7D1	1.5485
AOX1	1.45333333333333
CYR61	1.623
DTNA	0.426
JRKL	1.13225
TMOD3	0.5365
EEA1	0.8864
ADCK5	-0.72275
IL1R1	2.746
KLK3	-0.582461538461539
HRSP12	1.27625
KTN1	0.54825
LOH11CR2A	0.969
RELL2	-1.08875
MAB21L1	0.993
C20orf59	-1.062
PHKB	0.513
ADAM2	-0.6356
TBC1D8B	1.71
FAM13A1	1.482625
LAPTM4B	-2.026
LCN8	0.198
TMEM147	-0.4515
SYT4	0.594166666666667
XPO7	-0.176
C9orf62	-0.783
GPR75	-0.6485
TRIM5	0.858
APOC1	-2.22833333333333
RNASE4	2.05633333333333
PARD6B	-2.35775
ARID1A	-0.212666666666667
TPD52L3	-0.436
RRAGB	1.3265
RCN2	-0.4425
HIST2H2BE	-0.71425
STARD7	-0.112
SHMT2	-2.64875
KIAA1751	-0.972666666666667
MLYCD	1.78825
LOC162632	-0.5357
UQCRH	-0.6885
RP11-217H1.1	0.02375
SDHA	-1.12283333333333
NCLN	-0.5903
ZNF17	0.8965
RCBTB2	0.51075
VEGFB	1.7467
RP4-747L4.3	-0.26775
COLQ	0.1285
MPN2	0.324
DRG2	0.083
KLRB1	2.18775
ALPK2	-1.37125
DNASE2B	1.06425
FLJ23834	0.2115
AXUD1	2.35933333333333
SAFB	0.2421
NSUN4	-0.9935
RFX2	0.256333333333333
MAPK8IP1	0.174
FANCD2	-2.0175
ANKZF1	-1.6995
C19orf50	-0.167875
DUSP8	1.006875
SENP5	0.32375
NFKBIL2	-1.504
LBR	0.0815
IGFL1	-0.306
LZTS2	0.963375
IL2RG	-0.702375
CCDC51	-0.133
KLF3	1.10025
ANKRD37	-0.97225
KCTD14	0.219666666666667
FZR1	-0.1005
SLC44A4	-0.0038
ESPL1	-2.39575
GMPR2	-0.5817
TBC1D19	-0.137833333333333
ERGIC1	0.722296296296296
ERBB4	0.4193
TSPAN32	-0.572416666666667
MAP4	0.929875
GPHN	0.1195
SLC6A2	1.89475
HIVEP1	0.5305
DFFB	-0.0187
EIF4EBP2	2.067875
DMRT1	-0.342333333333333
HSPB6	0.66725
IER2	0.988666666666667
AIFM1	0.2955
WWC2	0.7635
MRPL4	-0.6405
FLJ21062	0.809333333333333
EPB41L4A	0.775416666666667
SH2D6	-0.045
TAF4B	-0.6995
GAL3ST3	-0.7575
MALT1	-0.121
RTDR1	-0.23825
ARVCF	0.151375
MEX3B	-0.0801666666666667
FBXO16	-0.9605
KIF7	-0.05075
C1QC	2.80116666666667
ZNF783	-0.572
ZNF85	-0.56225
MMP13	-0.0145
KIAA0329	0.781125
RTP3	0.535
ZBED3	0.7
CLGN	-2.5665
SLC25A37	-0.593375
hCG_18290	0.41225
OR5AS1	-0.0735
SMARCC2	0.37575
FAM109A	-0.623333333333333
CCDC12	-0.25625
USF2	0.0517
DEPDC7	-1.4715
C20orf24	-1.12983333333333
JMJD3	1.0355
DSP	-2.55992857142857
SLIC1	-0.329
FAM20A	1.090125
IRF2BP2	0.904625
ZNF230	0.2275
MSN	0.325285714285714
SLC9A5	-1.6765
EPDR1	1.3156
MUSK	0.0965
ZNF434	0.652166666666667
SMARCD1	-0.096
ZFP106	1.602
ZNF347	0.9317
GTF2E1	0.1245
RY1	0.6445
ATAD2B	0.459375
