Hybridization REF	TCGA-AR-A0U2-01A-11R-A109-07
RAB33B	0.566166666666667
ALDOC	-2.428375
ZNF212	-0.36125
NUDT1	-0.008
RFPL2	0.655
ZNF83	-0.0113333333333333
GDPD5	-0.365125
PDCD4	0.0751
CEP350	0.45875
OR10A2	0.19775
CST7	1.279
CIAO1	-0.29125
SELL	0.969625
OR8J3	0.2145
LTBP4	-0.791166666666667
SIRT6	-0.32375
CCL19	2.5205
PPIL1	0.272333333333333
GBP7	-0.0845
STK17A	-0.9878
ABR	0.07575
OR9G1	-0.0575
FOXE1	-0.091375
CNGA3	-0.093
GML	0.4645
CD38	-0.3105
ZDHHC6	0.355666666666667
NEFH	2.112
CTDSP2	0.879583333333333
PGBD5	1.36133333333333
CCNY	-0.165428571428571
RMND5B	0.236166666666667
ZNF257	0.29275
FLJ22167	-1.024625
EXOSC7	-1.43966666666667
ROR2	0.1815
MAOA	0.250125
TNNT3	0.118833333333333
GYPC	-1.339
C7orf33	-0.0475
PLIN	0.591333333333333
LOC90826	-0.518
RNF4	0.2963
F8A1	0.375166666666667
PLEKHG4	-3.06425
GRB2	0.15935
HIST1H2AD	0.12475
DUS3L	-0.0318333333333333
EIF1	-0.0456666666666667
RP5-1077B9.4	-0.733833333333333
FPGT	1.63025
GDF10	-0.6065
COQ9	-0.251
GCC2	-0.221357142857143
RARRES3	1.45175
PLXNA1	-0.7241
KIAA0100	0.3692
PMF1	0.46675
FNDC1	3.70975
HS2ST1	-0.323916666666667
CRELD2	1.406
C8G	-0.85
CD82	-0.0225
LIM2	0.0555
UNQ6490	-0.1575
MMP16	-0.079
DRD3	-0.1145
C5orf26	-1.71275
C11orf73	-0.545125
PTP4A2	0.586625
OR4M2	0.455
HPCA	-1.032
SEC14L1	-0.255666666666667
CHFR	0.694625
EMILIN1	0.47075
NDUFS4	-1.61975
COL18A1	-0.020375
PDZD3	-0.0452
C9orf16	-0.6255
ERBB2IP	-0.1945
EMX2	0.321
FUS	0.2155
TF	-3.6731
CLCN4	0.733166666666667
CXorf56	-0.05575
C11orf72	0.247
ELAC2	-0.4005
NPR1	-0.58875
ASS1	-3.2195
USP42	0.162625
POLR2J	-0.6555
SEC23IP	0.499
UQCRC1	-0.86775
LOC729603	-0.17475
C1orf71	0.046625
POLG	0.204
ADAM23	-3.547
TFR2	-0.699
RICTOR	-0.7599
MGC39606	-0.1895
C19orf55	-0.178625
SNAPC1	-1.44316666666667
GNA11	0.444875
CCDC52	-0.4245
FSIP1	4.562
UPF3A	-0.552875
IGSF11	-0.341333333333333
LAGE3	0.743
CHST6	-2.5875
UNC13B	-0.022125
TTLL4	-0.339625
ZNF687	0.37625
SDC2	-1.0135
COX7A2	-0.0955
LAMB4	-0.1965
FAM24A	0.0875
LRRTM3	-0.202166666666667
GPHB5	-0.09775
OR4C13	-0.2115
EIF3EIP	-0.195357142857143
HABP4	-1.5955
TMEM125	2.6055
CNTN2	0.182125
ASNSD1	-0.39225
FUT4	-0.2485
ACF	-3.00875
LOC158381	0.621
CDH8	0.18225
AGPS	-0.865833333333333
C4orf18	2.589875
PECI	-0.2085
UNG	-0.097625
GSTP1	-2.678375
DCUN1D5	-1.4335
DKFZP564J0863	-1.28625
SLC9A3R1	2.51275
BCDO2	-0.694125
CHMP7	0.296875
REM2	0.933
DNHD1	-0.3305
FKBP4	-0.072375
ZNF350	0.9575
MGC11102	0.22425
BST1	0.24125
KISS1R	0.193
NCR2	0.125
DEFB125	-0.7605
UBE2W	0.679
KRT15	-2.82175
C10orf99	0.206
SCN11A	0.086375
GFI1	-1.166
RDHE2	3.15583333333333
FHL1	-1.80616666666667
OSGEP	-0.757833333333333
GATA1	-3.2935
SMC6	-1.17225
TTTY14	-0.964
LPIN3	0.161
RPL4	0.0193
RBPMS	-0.3085
PRPF3	-0.667833333333333
EMR1	-1.1335
SPATA19	-0.3225
XCR1	0.3675
IRX3	0.1888
RBM6	-1.464
KLF4	-0.7088
UNC5CL	-1.21825
SEBOX	-0.195
BTK	-0.78275
KRCC1	0.37625
C6orf27	0.084
SYTL5	0.0445
PRND	1.433875
LOC653319	-0.8775
PIGL	-1.453875
HUS1	0.792666666666667
SFRS6	0.5925
C17orf77	0.4565
UIMC1	-1.0685
FXYD2	-1.2375
LOC283152	-0.191
ZNF667	-1.701
ZCCHC12	-0.31675
TFEC	1.9873
ATP7B	2.26716666666667
POLD2	0.308
RG9MTD1	-0.9705
ACOT2	0.0556666666666667
HIST1H4I	0.73675
PPARGC1A	-1.9089
ETFA	-0.2626
POLRMT	-0.25075
ZNF146	-0.030125
MIA2	-0.875
KLHL6	-0.3805
HOXB5	-0.865
NENF	0.3845
CUGBP1	0.035
PRSS22	1.6915
CASC4	0.9169
CUL4B	-0.6347
CENPJ	-0.7181
PITX1	-0.221166666666667
FLJ31033	0.931833333333333
CELSR3	0.0841666666666667
ZNF568	0.22525
ITSN1	-0.589
EHBP1L1	-0.563166666666667
C19orf2	-0.1995
DCTN1	0.39225
LIN28B	-2.87833333333333
TNKS2	-0.0995
C1QBP	-0.543125
CADPS2	-0.09
SRMS	0.8705
GJA9	0.0901666666666667
MGC24975	-0.5725
TRIM45	-1.09366666666667
TSP50	-0.25
TCP1	-1.11
TMED7	0.2728
CMA1	0.0385
CENPL	0.6345
PTCRA	0.1165
FST	-5.1085
VWCE	-3.856
PAWR	-0.45125
ABCC12	0.0738333333333333
LDLR	-1.5142
ASTN2	1.0167
LOC441212	-1.56325
GPATCH8	-0.03175
TANC2	-0.32925
KIF4A	0.1095
C18orf18	0.012
PGM1	-1.72675
KIAA0258	-0.16075
CPD	1.4365
SNCAIP	-0.061
DCT	-4.39366666666667
HLA-DOA	1.96836363636364
OR11L1	0.243
UPK1B	0.0388333333333333
DNAJB4	-0.86825
UGT1A8	0.18625
HIST1H4L	0.091
PECR	-1.05833333333333
HSPA2	-0.61675
WFIKKN1	-0.909
SERP1	0.737875
SYDE2	1.35325
TACR2	0.0415
NUP85	0.41025
CD177	-0.228666666666667
LGR5	-0.9075
PIGG	0.3155
PTHR1	-1.96083333333333
RAB5A	1.0176
FLJ13224	0.4465
USP9Y	-0.7135
C7orf53	-1.45
LRP1B	0.05675
XAF1	1.1112
ABCG8	0.5855
ANKDD1A	-0.1955
DAND5	-1.7015
SPAG6	-0.341166666666667
LINCR	0.876
ZDHHC22	-0.93975
CCDC60	0.6235
THOC7	-2.27983333333333
TCTA	1.1635
OR8K3	-0.08525
NY-REN-7	-0.00625000000000001
B2M	1.13916666666667
C6orf141	1.048125
LPPR4	1.4645
SQLE	0.857375
SEPHS1	0.027
BTBD14B	0.127071428571429
PLRG1	-0.329
SPG7	-0.9401875
ZNF614	0.0108333333333333
PARD6G	0.623666666666667
INPP5B	-0.6198
GRPEL2	0.3945
PPID	-0.4367
TRIM56	-0.70525
UBE2J1	-0.49475
IL20RA	1.75325
LOC387856	-0.03175
C1orf107	1.04925
UTS2R	0.04325
C19orf22	-0.091
SAFB2	-0.5025
KIAA0652	1.16825
KLRG1	-0.0123333333333333
MS4A8B	1.11216666666667
FRAG1	0.786
KIAA1546	0.50175
E2F4	-1.4478
CLEC4M	0.0403333333333333
BTBD14A	-0.07225
KIAA0999	0.4475
GYPA	-2.3445
TAC1	0.0484
TRAIP	-0.753833333333333
KIAA0232	1.0081
ERCC8	-1.1995
GPX4	1.175875
KIAA0368	0.923875
GPR157	-0.564333333333333
CTAGE4	0.7165
C9orf30	-1.1625
OR52A1	-0.044
HSP90B3P	-0.1535
ALG9	-0.0025
BTBD10	1.315
SDK2	-0.28875
BAIAP3	-0.656
RABGGTB	-1.131625
ANKRD40	0.593833333333333
KRT74	0.602
CALCOCO2	0.6765
SNCA	-3.705
TMSL8	-2.695125
C2orf53	0.585
ESRRB	-0.01775
ARHGAP26	-1.307875
TDRD9	-2.92425
HRAS	1.62983333333333
KLRC4	-1.6695
JAGN1	1.08966666666667
BSDC1	0.46425
RNF43	1.0856
NDUFAF1	0.57075
PHF12	0.1115
OR1L3	0.19
FOLR2	1.58191666666667
LYZL6	0.280666666666667
tcag7.1260	-2.0245
WSB1	-2.08433333333333
PROS1	-0.9991
OSTN	0.0315
PSMB8	1.19375
SOCS4	0.233375
DDIT4L	2.9985
MAS1	0.059
MGC34796	0.75425
CSHL1	0.0216666666666667
TBCCD1	-0.2315
ZBTB7C	-0.075
AP2S1	-0.402375
P15RS	0.8905
VAT1	-0.1728
SHANK3	1.16716666666667
TUFM	0.277666666666667
THEG	0.08975
KRT34	-0.508
SGSM3	0.49375
TOMM22	-1.02475
SOCS3	-0.4355
CPO	-0.159
POP4	-0.293
BHLHB3	0.069
MALL	0.5465
OR1B1	0.262
PARK2	0.157333333333333
GPR124	-0.457875
LCE1E	0.4365
RUVBL2	-0.45775
CGRRF1	0.4741
ACPL2	0.52825
WNT10B	-1.743
BAIAP2L2	-1.4965
ISCA1	0.438
C1orf125	0.103375
RPAP1	0.55975
RAI16	-1.03
RPL27	-1.055
NLRP9	-0.063
EPN1	-0.099
LOC388610	-2.424125
SLC35A1	0.112
GAL	-2.647
SLC14A2	0.156
RDH11	0.125166666666667
FAM138F	-0.3075
AUH	0.085
FLJ40243	0.61875
C14orf129	0.688166666666667
MBD2	-0.481666666666667
ABHD14B	-0.70775
PIGT	1.4465
ALS2CR4	0.00512499999999998
ALAS1	-0.4298
FOXO1	0.333833333333333
CRLF3	0.081375
C20orf107	1.0185
FARS2	1.00325
CCDC28A	-0.58625
NPHP3	-1.48375
OR13F1	0.485
TSEN54	0.894
DEFB106B	0.1209
OR8B4	0.403
STH	-0.07625
ZC3H14	-0.162875
CBX2	-0.5375
TMEM49	-0.7585
C6orf21	0.014
FLJ20920	-2.0645
CRTAP	0.115785714285714
DDX50	-0.2555
STYXL1	-0.04925
BLVRB	0.593333333333333
LOC147650	-1.73566666666667
MMP24	0.5065
GRID1	0.391
BANF1	-0.228333333333333
CTAGEP	0.6205
HMBS	-1.13525
SLC25A24	0.146333333333333
C14orf50	0.64075
MRO	0.558166666666667
SLC25A15	-0.94775
FAM84B	2.0362
TDP1	0.031
C16orf78	0.1225
C11orf57	-0.322125
RFK	0.171625
ZFYVE9	-0.52775
STCH	-1.5856
WIBG	0.80625
LOC283871	0.823333333333333
GBA2	-0.3889
NDUFB3	-0.354
HSD17B13	-0.00175
GRIN3A	1.0375
FMNL1	-0.3605
SEPT7	0.46
GNLY	3.4345
GRAMD1C	1.21866666666667
ZNF165	0.91925
USP38	1.426
FAM83A	-0.361833333333333
C14orf24	0.567416666666667
ARMCX3	-0.21475
ARHGDIB	-0.134
AK1	0.951875
KIAA1045	0.086
DNAJB13	-0.1665
NEU2	0.39
HIST1H4B	-0.205
FAM20B	-0.1855
HES2	1.1715
FAM73B	-0.0559
LOC388381	-0.023
INTS7	0.381181818181818
AMPH	0.8175
ZNF775	-0.525125
UCKL1	1.303
C10orf97	0.9745
C1orf161	0.03875
ALDH1L1	-1.0615
FLJ39378	-0.65075
SLC23A1	-0.911
RBM4B	0.094
THAP4	0.3605
OGFRL1	-0.645
KIAA0831	-0.127625
PPP1R15A	-1.066
C1orf96	-0.0283571428571429
C12orf11	-1.9585
BMF	1.50775
MAN1A1	-0.745875
KIAA1600	0.448
NLGN4X	-1.3465
ALOX12	-0.485166666666667
RB1CC1	-0.0569
NEIL2	-0.3623
EIF4E	0.386818181818182
ABHD5	-1.59475
EXOC4	0.243
CIP29	0.088
BATF2	0.83325
SLC29A4	-0.5355
HTR4	0.115
EMB	0.369
TRAF6	0.72725
LMNB1	-0.684
FAM19A5	0.981125
SHE	1.156
PIK3C2B	1.3405
C15orf15	-0.3074
USP15	0.4921
TCEAL2	-0.87825
C5orf39	-1.2565
PTGER2	0.26875
SLC31A1	-0.40425
IFT172	-0.49675
ADAM29	0.43775
GFOD1	0.3295
ST7L	0.5225
C15orf26	-2.054
PKN3	-1.57575
CNTD1	0.936333333333333
COMMD1	0.108125
NTRK2	0.3215
FOXN3	-0.333875
MFGE8	-1.0968
PFKFB2	-0.135333333333333
TAS2R4	0.761
ENTHD1	0.632
PRMT5	0.236375
MGC16384	-0.472
LOC442229	0.222
TSKU	2.412375
KRTCAP3	2.864
PDLIM1	-0.3441
KCNS2	0.16475
RNF126	-0.0123333333333333
CEP63	-0.628375
CLIC4	-1.79475
hCG_1990170	-0.34425
ACR	0.3355
KLK7	0.124
ALOX5AP	1.928625
RIPK3	3.1985
TAS2R9	-0.02
C19orf18	0.509
BIRC6	-0.197714285714286
ZNF16	0.2895
RFT1	-1.1145
SLC8A2	0.246
TACC1	-0.392875
ITGAD	1.069
SAMHD1	1.458
SH3PXD2B	0.4058
EPC2	0.1385
C20orf85	0.25725
ATP13A2	-0.0163333333333333
KRT4	0.742875
CAPNS1	0.17225
MDM2	-0.194166666666667
PCDH20	0.918
KCNK9	0.14
OR2C1	-0.165
KLHDC3	-0.339666666666667
IPPK	1.2985
EFHD2	-0.315625
GALR3	0.0325
NBEA	1.51266666666667
ABCA6	1.3988
CLDN3	2.17766666666667
AKT2	-0.639642857142857
EGFR	-1.3657
RBM16	-0.142375
ZDHHC3	-0.6711
SLC25A4	0.707
CYB5B	-1.527
CPXM1	-0.0925
NDRG1	-0.434769230769231
FLJ43826	0.51675
OR5L2	0.0641666666666667
FARP2	0.9814
MRPL46	0.434333333333333
LDHAL6B	0.404833333333333
MAPKAPK3	-0.9175
NCAM2	-1.69225
PRKD2	-0.342666666666667
ZFP36L1	-0.5617
CYSLTR1	-0.70325
OR4C3	0.496
HIST1H2AJ	1
CCNB2	0.228888888888889
ZNF10	0.4475
TMEM175	0.4235
FAM134A	0.756666666666667
TIGD4	-0.0535
PCNP	-0.74775
MGC39715	0.22
LQK1	-2.513
CREB1	0.3286
TMPRSS3	0.17425
C4orf32	0.066125
LAT	-1.49941666666667
KCNA3	0.8275
SKIV2L2	-1.32725
ROPN1B	-2.6085
tcag7.23	-1.063
CDT1	-2.111375
ZHX2	0.58675
CD28	-2.499
ZNF624	0.79075
SEPT2	0.459416666666667
SOHLH2	-1.249875
MCOLN3	-0.062375
UNQ1945	0.2895
MASP2	-0.219
ZNRF3	-0.0676
GPATCH3	-0.09075
AGL	2.40375
QRICH2	0.11
PSD4	1.16733333333333
CCNB1IP1	-1.00175
ENPP7	0.2815
OBFC1	0.23675
KCNG3	-0.0645
C14orf79	0.59375
ENPEP	2.81083333333333
SCT	0.2405
SKI	0.141375
SEC61G	-0.49725
CAPN11	-0.13025
ATXN7L3	0.1945
DBNDD1	-0.4525
FAIM	0.0615
ANKRD36	-1.3675
GABRP	0.111666666666667
TACSTD2	0.911166666666667
EIF3J	0.18425
PPP2R2A	-0.20475
TEKT4	0.3205
PVALB	0.9475
F10	-3.10833333333333
FAM134C	0.8122
COMP	2.6175
EFCBP1	-2.230625
SCLT1	0.42875
TAL1	-1.1622
ACSL1	0.34725
ABCC5	0.597083333333333
ABL1	-0.451444444444444
RBBP7	0.614583333333333
PTPRG	-1.0975
NCOR1	-0.0613
SPINK4	-0.0243333333333333
TXNRD1	0.6911
TNRC15	0.59075
C9orf138	0.526375
UBE2H	0.071
BRDT	-0.0688333333333333
C8orf31	-0.05425
CCNE2	0.944272727272727
SLC6A8	-2.127125
CALCR	-3.0355
PPP1CB	0.140416666666667
ABHD8	-0.722
ARF5	-0.3654
SLC24A4	0.655
CCT3	0.57775
ZNF121	0.4165
SLC3A2	-0.292
OR13A1	0.06
SLC5A10	0.13225
RAD50	0.088625
IER5	-0.423
MTHFD1L	-2.39725
MBTPS2	0.77975
MVK	1.06825
NCL	0.2387
PSMD10	-0.36175
MOBP	0.260625
FLJ32894	-0.157
HRH1	-1.32766666666667
C5orf30	1.4165
NUDT16L1	1.4292
RASGRP3	1.97516666666667
PRKRIP1	-0.9377
CCDC75	-0.291
LOC253970	-0.12725
KIAA1239	0.1705
MED21	-0.24325
SYT11	0.0195833333333333
NTSR2	0.2105
EGFL11	0.313
CXorf59	0.2625
OR2A25	0.0205
SPTBN2	-0.009
LRMP	-0.478666666666667
RNF111	1.02
PTH	0.1055
LOC619208	0.543
KIAA0895	1.679
RANBP5	-0.787875
P2RY10	0.586333333333333
NME5	-0.540166666666667
DDX21	-1.14
LRSAM1	1.109
HDAC11	2.277
VMO1	0.38975
NOLA2	-0.398833333333333
ADAR	1.15383333333333
MTO1	-0.803
SF4	-0.2805
P2RX1	0.0738333333333333
HBM	-0.01675
EN2	0.362
C14orf172	0.55025
TM9SF2	0.5614
INHBE	-0.6605
TCTE3	-0.0165833333333333
TOX2	-2.32875
CTAGE3	0.4015
HBB	2.3138
MED15	-0.547
CASR	0.222
C6orf66	-0.838
MTPN	-0.825625
UNC50	0.2225
C21orf33	0.571
IRF2	0.473875
PGR	-0.202833333333333
GPR84	0.6665
CROCCL1	-2.17425
SRPX	-2.75375
BRE	0.309333333333333
FGF10	-0.249
SDC3	-0.264666666666667
ZRSR1	0.468
DKFZP434P211	-0.438125
SOX6	-0.451
RPUSD2	0.25275
C14orf173	0.166583333333333
MAPK11	1.04066666666667
TBC1D22A	1.321
FAM123A	-0.549
COL4A6	-3.03766666666667
TOMM70A	0.463
NAB1	-1.186625
MGC16385	-0.247
TSPAN18	-0.585
MED31	-0.261
PLG	-0.47
CAPSL	0.3175
ZNF532	-0.6836
ASB14	-0.04725
CA8	-0.98
NUDT16P	0.4495
SLFN11	-1.043
LRRIQ2	0.5825
NOL7	-0.385
BRMS1L	0.293875
JARID1A	-0.469333333333333
PANK2	0.03525
ICAM3	-0.52875
MDS1	-0.40075
TAF8	-0.4205
RNF139	2.55825
ZNF594	0.1645
ADAM8	3.01
SFTPC	0.089125
MAN2B2	1.2075
RGS12	0.633375
EIF1AY	-3.98425
LRRIQ1	0.386333333333333
GPR150	0.26275
CCDC21	-0.343666666666667
PRRG3	0.29575
SAA4	-3.3245
RAPGEF5	1.335875
ZCCHC2	0.245666666666667
MGC39372	0.1795
PPP4R2	-0.454
CDCA2	-0.716666666666667
OR4D5	0.462
PTGFRN	0.0582
SIGLEC5	0.807333333333333
C19orf61	0.0738333333333333
NMUR2	0.2045
KIAA1586	-0.0586666666666667
DAGLA	-0.797833333333333
CHCHD6	-0.133
GPR32	0.5765
NEUROD6	-0.0556666666666666
SLC2A4RG	1.52675
CA5B	0.20625
FBXL3	0.4725
MPHOSPH9	0.64375
HMG2L1	0.6745
HCN4	0.349
CEACAM19	-0.38075
SH2D4B	0.189333333333333
HFE2	0.2065
TGM4	0.0718
LYPD2	0.331
TBC1D15	1.1145
MRPS21	-0.4967
NONO	-1.2319
CLEC5A	0.617125
ITCH	0.3456
MGAT3	-1.49
MBP	0.44925
RPP25	1.45275
SOSTDC1	-1.7355
HRC	0.12425
TRIM48	0.0315
TMEM133	-0.14125
ECEL1P2	-1.88575
HOXC11	0.2095
DOK5	-0.98525
HELZ	-0.357833333333333
LOC348180	-1.69825
MGC33894	0.11975
ADRB3	-0.029
DMD	-0.1485
PTRH2	-0.71975
MPEG1	1.99966666666667
NDUFA12	0.220166666666667
KRTAP2-4	0.1735
STAMBPL1	-1.07916666666667
ADCY2	-0.981166666666667
UNQ6125	0.5485
KLHL20	0.458166666666667
SRM	-1.26025
OTC	-0.2995
TMIE	0.6515
SNX8	-0.27625
LIPK	-0.023
CHURC1	-0.575916666666667
KLC2	0.0178333333333333
HDAC1	0.186833333333333
FAM128A	1.30116666666667
FNDC3B	-0.9707
MTCP1	-0.583166666666667
WFDC10B	0.0842
PCDHGB3	0.16
ATRNL1	0.0993
CAV2	-0.768
MED26	-0.271833333333333
DUS1L	0.75325
CHRM3	0.947375
NEK9	1.12325
WARS2	0.86325
TBX22	0.159
TOMM40	-0.6085
RP6-213H19.1	-0.5695
TUBGCP5	0.79575
IGSF6	3.1685
TPPP	0.7345
UNQ6190	-0.281
GSTM5	-0.43225
BTD	0.701
PDCD1LG2	0.801666666666667
SNRPB2	0.397666666666667
ERICH1	-1.043375
APOA4	-1.006875
HOXA11	-0.79
NARG1	0.4865
MKX	-0.47475
RAB28	0.276071428571429
PKP3	2.113
SH3GL2	-1.20775
CTSO	2.80925
RPN2	0.7583125
IL28RA	0.370666666666667
SFMBT1	-0.80875
WDR57	0.108375
FER1L3	-1.0465
HSF5	0.114833333333333
TTC9B	0.337
C4BPA	-2.60933333333333
ALB	-3.115
SORBS3	0.614375
UPF2	0.5585
JPH1	0.1045
AGBL2	-0.60475
DOPEY1	1.067
TERF1	-0.37825
KIF22	1.776
NINJ1	-0.0295
SEC61A2	0.598416666666667
HIST1H1D	0.662833333333333
SFXN4	0.17925
UCP3	0.521
ZNF703	1.27516666666667
MYL6B	0.453
TREM1	0.718
OR52E6	0.738
CKMT2	-0.0275
HLA-C	1.627625
SLC13A3	0.485666666666667
TIMP4	-2.20975
SLIT2	1.457
RSF1	0.379666666666667
LONRF1	-0.544785714285714
MON1A	-0.2465
CACNG6	-0.874833333333333
DPPA4	-5.63316666666667
ZSWIM3	0.796
ZNF804A	0.153833333333333
CCIN	0.108
SLC25A31	0.05625
KCNMB4	-0.48675
RABL5	0.017625
GALNS	-0.2517
STX6	0.579625
HIST1H1C	-1.13083333333333
CIDEB	-0.758
CASP4	-0.323
PDK3	-0.0124
KCNJ11	1.8085
TPR	-0.44875
ZSCAN20	-0.899
MTX2	-0.367
HIST1H2BH	0.80625
LOC283767	0.5695
LYRM7	-1.15161111111111
BRD3	-0.331666666666667
HIST1H2BO	0.6475
MAGEB10	0.051
SLC45A1	-0.04825
SERPINA3	-2.7211
KIAA0143	1.57375
KCNJ16	0.130166666666667
KRT79	0.372
FABP2	-0.20875
NUT	0.01875
ZNF57	-0.30125
FBXL4	0.156125
CLEC9A	0.7245
UGT8	0.944333333333333
BMP2K	0.014
MAPK4	-2.8195
SLC25A23	-0.7238
HINT1	0.0622
KRTAP13-1	0.3455
SFXN5	0.1963
CHCHD2	0.999583333333333
FAM3D	0.028
NDP	-3.046125
RHOBTB1	-0.5895
SLC4A4	-0.49425
RPL38	-0.27225
HTF9C	-0.133333333333333
AP2A2	0.94725
ZBTB46	0.1845
MAP7D1	-0.420875
AOX1	-0.4235
CYR61	-0.17275
DTNA	1.1965
JRKL	-1.13025
TMOD3	-0.2305
EEA1	0.5758
ADCK5	-0.34025
IL1R1	-0.192166666666667
KLK3	0.317071428571429
HRSP12	0.24625
KTN1	-0.2425
LOH11CR2A	-0.6462
RELL2	1.5165
MAB21L1	0.81
C20orf59	0.284833333333333
PHKB	-0.5405
ADAM2	-0.683833333333333
TBC1D8B	0.0851666666666667
FAM13A1	-0.802375
LAPTM4B	2.12483333333333
LCN8	0.0775
TMEM147	-0.2775
SYT4	5.34366666666667
XPO7	-0.2205
C9orf62	0.15875
GPR75	0.4305
TRIM5	0.15075
APOC1	0.487
RNASE4	-0.1035
PARD6B	-1.68525
ARID1A	0.372416666666667
TPD52L3	0.0627
RRAGB	0.606166666666667
RCN2	-0.306166666666667
HIST2H2BE	0.744125
STARD7	0.30825
SHMT2	-0.20825
KIAA1751	-0.0986666666666667
MLYCD	-0.782625
LOC162632	-0.7768
UQCRH	-1.78825
RP11-217H1.1	-0.8315625
SDHA	-0.411333333333333
NCLN	-0.2025
ZNF17	0.298
RCBTB2	-2.198
VEGFB	0.1005
RP4-747L4.3	0.545
COLQ	0.472888888888889
MPN2	-0.399666666666667
DRG2	-0.1975
KLRB1	3.14925
ALPK2	-2.42375
DNASE2B	0.48725
FLJ23834	-0.229833333333333
AXUD1	0.773833333333333
SAFB	0.1174
NSUN4	0.002
RFX2	0.298166666666667
MAPK8IP1	1.2215
FANCD2	-0.0722857142857143
ANKZF1	-1.33033333333333
C19orf50	-0.681
DUSP8	1.918375
SENP5	0.8075
NFKBIL2	-0.5985
LBR	-0.10475
IGFL1	-0.005
LZTS2	-0.07125
IL2RG	0.306375
CCDC51	-0.5905
KLF3	0.067875
ANKRD37	-1.86325
KCTD14	-1.89133333333333
FZR1	-0.185416666666667
SLC44A4	2.8331
ESPL1	0.36175
GMPR2	0.3486
TBC1D19	0.576333333333333
ERGIC1	-0.0174444444444444
ERBB4	4.2833
TSPAN32	0.176916666666667
MAP4	-0.682875
GPHN	0.4405
SLC6A2	-0.046125
HIVEP1	1.01675
DFFB	-0.1254
EIF4EBP2	0.06525
DMRT1	-0.025
HSPB6	0.0855
IER2	-0.363166666666667
AIFM1	0.03075
WWC2	0.0781666666666666
MRPL4	-0.50825
FLJ21062	-0.546166666666667
EPB41L4A	-0.115166666666667
SH2D6	0.17375
TAF4B	-0.2005
GAL3ST3	-0.116
MALT1	-0.698833333333333
RTDR1	0.2445
ARVCF	0.270875
MEX3B	0.0955
FBXO16	0.86225
KIF7	-2.174
C1QC	2.972
ZNF783	-0.542333333333333
ZNF85	0.45675
MMP13	1.697
KIAA0329	-0.245375
RTP3	0.468
ZBED3	-1.086
CLGN	1.8585
SLC25A37	-2.02854166666667
hCG_18290	-0.336
OR5AS1	0.269
SMARCC2	0.444583333333333
FAM109A	0.0356666666666667
CCDC12	-0.74875
USF2	0.2328
DEPDC7	-3.5375
C20orf24	0.325833333333333
JMJD3	0.696
DSP	0.390071428571429
SLIC1	0.202125
FAM20A	1.1435
IRF2BP2	0.20275
ZNF230	-0.085
MSN	-1.17578571428571
SLC9A5	-1.61
EPDR1	-2.0901
MUSK	0.0725
ZNF434	0.199833333333333
SMARCD1	0.121
ZFP106	0.09075
