Hybridization REF	TCGA-E2-A15O-01A-11R-A115-07
SNAPC1	-1.30483333333333
GNA11	1.037375
CCDC52	0.8705
FSIP1	4.864
UPF3A	0.01675
IGSF11	-2.41033333333333
LAGE3	0.6185
CHST6	-2.739
UNC13B	0.383
TTLL4	-0.558875
ZNF687	-0.3475
SDC2	1.8029
COX7A2	-0.0055
LAMB4	-0.14675
FAM24A	0.36
LRRTM3	-1.46166666666667
GPHB5	-0.409
OR4C13	0.326
EIF3EIP	-0.893428571428571
HABP4	-0.706
TMEM125	3.2875
CNTN2	-0.14075
ASNSD1	-0.25825
FUT4	-0.624625
ACF	-3.2035
LOC158381	0.293
CDH8	-0.261666666666667
AGPS	-0.707666666666667
C4orf18	3.372
PECI	-0.385583333333333
UNG	0.94075
GSTP1	-2.042125
DCUN1D5	-2.32633333333333
DKFZP564J0863	-1.66525
SLC9A3R1	1.434625
BCDO2	-0.33275
CHMP7	0.5315
REM2	0.8895
DNHD1	0.106
FKBP4	0.80325
ZNF350	2.47575
MGC11102	0.457875
BST1	0.73575
KISS1R	-0.3525
NCR2	0.217
DEFB125	0.4555
UBE2W	1.712625
KRT15	0.854
C10orf99	0.1845
SCN11A	1.423375
GFI1	-0.387
RDHE2	0.276833333333333
FHL1	-1.61966666666667
OSGEP	0.254833333333333
GATA1	-2.94733333333333
SMC6	-0.63425
TTTY14	-1.292
LPIN3	0.18475
RPL4	-0.4537
RBPMS	-0.0912
PRPF3	0.7645
EMR1	-2.618
SPATA19	-0.1085
XCR1	0.1035
IRX3	1.0308
RBM6	0.3555
KLF4	-0.8119
UNC5CL	0.6775
SEBOX	0.2025
BTK	-0.964
KRCC1	1.37025
C6orf27	-0.0065
SYTL5	0.4835
PRND	3.220625
LOC653319	-1.3555
PIGL	-0.3855
HUS1	-1.48566666666667
SFRS6	0.237333333333333
C17orf77	0.368
UIMC1	-0.617
FXYD2	-1.8433
LOC283152	1.6465
ZNF667	1.90825
ZCCHC12	-0.94525
TFEC	3.0501
ATP7B	1.74283333333333
POLD2	-0.624166666666667
RG9MTD1	-0.564
ACOT2	0.751833333333333
HIST1H4I	-0.3775
PPARGC1A	-3.1992
ETFA	-0.696
POLRMT	-0.02025
ZNF146	0.481375
MIA2	-2.2205
KLHL6	-1.451
HOXB5	-1.635125
NENF	-0.597333333333333
CUGBP1	-0.65975
PRSS22	1.0615
CASC4	1.303
CUL4B	-0.5356
CENPJ	-0.00180000000000005
PITX1	0.3755
FLJ31033	1.32433333333333
CELSR3	-1.26216666666667
ZNF568	1.362
ITSN1	0.443833333333333
EHBP1L1	-0.952166666666666
C19orf2	-0.31375
DCTN1	0.7085
LIN28B	-4.15516666666667
TNKS2	0.294
C1QBP	-0.177
CADPS2	2.594
SRMS	0.46625
GJA9	0.2165
MGC24975	0.692833333333333
TRIM45	0.3765
TSP50	2.81225
TCP1	-0.0705
TMED7	-0.1292
CMA1	0.5485
CENPL	-0.2795
PTCRA	-0.4585
FST	-3.2395
VWCE	-3.49475
PAWR	0.6275
ABCC12	0.493333333333333
LDLR	-1.5467
ASTN2	-0.5725
LOC441212	-0.829125
GPATCH8	0.538
TANC2	-0.191333333333333
KIF4A	-1.127
C18orf18	-0.06575
PGM1	-0.705
KIAA0258	1.42875
CPD	1.26325
SNCAIP	-0.0645
DCT	-3.73833333333333
HLA-DOA	2.27881818181818
OR11L1	0.109
UPK1B	-0.4396
DNAJB4	-1.1405
UGT1A8	-0.40575
HIST1H4L	-0.42
PECR	-0.985166666666667
HSPA2	1.69575
WFIKKN1	-1.365
SERP1	-0.053375
SYDE2	2.848
TACR2	0.701
NUP85	-0.19025
CD177	-0.0838333333333333
LGR5	-2.1555
PIGG	-0.219916666666667
PTHR1	-2.21383333333333
RAB5A	0.8659
FLJ13224	0.363
USP9Y	-2.184
C7orf53	-0.732
LRP1B	-0.0855
XAF1	1.9712
ABCG8	-0.721
ANKDD1A	-0.280666666666667
DAND5	-0.841
SPAG6	0.876333333333333
LINCR	0.37625
ZDHHC22	-1.486125
CCDC60	0.2215
THOC7	-1.42883333333333
TCTA	0.9546
OR8K3	0.29175
NY-REN-7	0.031
B2M	0.479166666666667
C6orf141	-0.239375
LPPR4	1.3645
SQLE	0.195125
SEPHS1	-0.69225
BTBD14B	0.273285714285714
PLRG1	-0.0165
SPG7	-0.2635
ZNF614	0.329
PARD6G	-0.1405
INPP5B	-0.7355
GRPEL2	0.051375
PPID	0.0248
TRIM56	0.34725
UBE2J1	-0.714625
IL20RA	0.4405
LOC387856	2.1395
C1orf107	0.2075
UTS2R	-0.713
C19orf22	0.4395
SAFB2	0.538625
KIAA0652	0.325375
KLRG1	-0.3945
MS4A8B	3.1725
FRAG1	0.27675
KIAA1546	0.9655
E2F4	-0.8968
CLEC4M	0.200666666666667
BTBD14A	-1.309
KIAA0999	-0.4681
GYPA	-4.12833333333333
TAC1	0.4937
TRAIP	-0.650666666666667
KIAA0232	1.4218
ERCC8	-1.29575
GPX4	1.26375
KIAA0368	0.253375
GPR157	-1.294
CTAGE4	0.9795
C9orf30	-2.49783333333333
OR52A1	-0.0865
HSP90B3P	0.134
ALG9	-1.1193
BTBD10	0.65275
SDK2	1.14
BAIAP3	2.09625
RABGGTB	0.14375
ANKRD40	0.137333333333333
KRT74	0.504
CALCOCO2	0.203642857142857
SNCA	-3.14475
TMSL8	-5.1065
C2orf53	0.3645
ESRRB	-0.45275
ARHGAP26	-2.080375
TDRD9	1.15675
HRAS	0.135
KLRC4	-1.8225
JAGN1	-0.197333333333333
BSDC1	0.8215
RNF43	0.5097
NDUFAF1	0.443
PHF12	0.726
OR1L3	-0.12275
FOLR2	1.63875
LYZL6	0.1265
tcag7.1260	-0.532
WSB1	-0.980833333333333
PROS1	-1.5384
OSTN	0.193
PSMB8	0.1605
SOCS4	0.156875
DDIT4L	2.03625
MAS1	-0.197
MGC34796	1.0115
CSHL1	0.216666666666667
TBCCD1	-0.848666666666667
ZBTB7C	0.6175
AP2S1	-0.56725
P15RS	0.5116
VAT1	-0.049
SHANK3	0.449166666666667
TUFM	0.6785
THEG	1.10775
KRT34	-2.555
SGSM3	-0.48425
TOMM22	-0.718125
SOCS3	0.695
CPO	0.834
POP4	-0.0815
BHLHB3	0.1215
MALL	0.5475
OR1B1	0.019
PARK2	0.0341666666666667
GPR124	0.49575
LCE1E	0.647
RUVBL2	-0.16375
CGRRF1	0.641
ACPL2	-0.00325000000000001
WNT10B	-1.287875
BAIAP2L2	-1.844125
ISCA1	0.4665
C1orf125	-0.00512500000000001
RPAP1	-0.1075
RAI16	0.244166666666667
RPL27	-0.76425
NLRP9	0.3005
EPN1	0.434
LOC388610	-1.08225
SLC35A1	0.5252
GAL	-2.4345
SLC14A2	0.2
RDH11	0.0491666666666667
FAM138F	-0.336
AUH	0.434
FLJ40243	0.06
C14orf129	0.183833333333333
MBD2	0.425
ABHD14B	0.258125
PIGT	1.0145
ALS2CR4	0.1875
ALAS1	0.0982
FOXO1	0.0511666666666667
CRLF3	-0.3055
C20orf107	0.226
FARS2	1.005
CCDC28A	0.02975
NPHP3	-1.0695
OR13F1	0.4255
TSEN54	-0.33175
DEFB106B	0.269
OR8B4	0.7865
STH	1.33225
ZC3H14	-0.39225
CBX2	-0.0995
TMEM49	-0.77925
C6orf21	0.2705
FLJ20920	0.78575
CRTAP	0.183428571428571
DDX50	-0.20725
STYXL1	0.401
BLVRB	-0.355
LOC147650	-0.321166666666667
MMP24	0.44675
GRID1	1.70966666666667
BANF1	0.486833333333333
CTAGEP	0.20475
HMBS	-1.39975
SLC25A24	0.890166666666667
C14orf50	1.96425
MRO	0.941
SLC25A15	-1.13525
FAM84B	1.5376
TDP1	-0.2155
C16orf78	-0.1725
C11orf57	-0.971875
RFK	-0.625375
ZFYVE9	0.199375
STCH	-1.0096
WIBG	1.156
LOC283871	0.592666666666667
GBA2	-0.1708
NDUFB3	-0.7425
HSD17B13	-0.485
GRIN3A	0.972166666666667
FMNL1	-0.534666666666667
SEPT7	-0.3323
GNLY	1.5485
GRAMD1C	2.14
ZNF165	0.47075
USP38	2.069
FAM83A	-1.09216666666667
C14orf24	0.6875
ARMCX3	0.782875
ARHGDIB	0.0866666666666667
AK1	0.55175
KIAA1045	-0.248
DNAJB13	-0.423666666666667
NEU2	0.591
HIST1H4B	-1.2975
FAM20B	-0.6363
HES2	0.488714285714286
FAM73B	0.3454
LOC388381	0.455
INTS7	-0.447818181818182
AMPH	0.22225
ZNF775	-0.64775
UCKL1	-0.0806666666666667
C10orf97	0.06325
C1orf161	0.18375
ALDH1L1	-1.8445
FLJ39378	0.175875
SLC23A1	-1.036
RBM4B	0.4455
THAP4	0.235333333333333
OGFRL1	-0.23275
KIAA0831	0.36875
PPP1R15A	0.0525
C1orf96	-0.319571428571429
C12orf11	-0.29625
BMF	0.9885
MAN1A1	-1.269375
KIAA1600	0.5915
NLGN4X	-1.42925
ALOX12	-0.626166666666667
RB1CC1	0.5248
NEIL2	0.8491
EIF4E	0.644227272727273
ABHD5	-0.303
EXOC4	-0.421
CIP29	0.656166666666667
BATF2	-0.48975
SLC29A4	-1.284125
HTR4	0.24775
EMB	-2.1
TRAF6	0.09875
LMNB1	-1.28725
FAM19A5	-0.314625
SHE	1.69975
PIK3C2B	0.27675
C15orf15	-0.8401
USP15	0.1207
TCEAL2	0.51125
C5orf39	-1.7415
PTGER2	-1.8435
SLC31A1	0.546875
IFT172	0.28625
ADAM29	0.8465
GFOD1	0.05
ST7L	0.2365
C15orf26	-3.66675
PKN3	-0.928
CNTD1	2.14066666666667
COMMD1	-0.538125
NTRK2	2.63808333333333
FOXN3	0.358125
MFGE8	-0.7112
PFKFB2	0.7575
TAS2R4	0.39
ENTHD1	1.48916666666667
PRMT5	-0.433625
MGC16384	-0.54775
LOC442229	-0.70175
TSKU	0.298625
KRTCAP3	1.695375
PDLIM1	-0.6701
KCNS2	0.152
RNF126	-0.0568333333333333
CEP63	-0.60425
CLIC4	-0.6825
hCG_1990170	-1.2265
ACR	0.6832
KLK7	2.0995
ALOX5AP	1.892375
RIPK3	2.06
TAS2R9	0.251
C19orf18	2.559
BIRC6	1.10728571428571
ZNF16	1.257
RFT1	-0.45475
SLC8A2	-0.50425
TACC1	1.255625
ITGAD	1.1675
SAMHD1	1.32125
SH3PXD2B	0.5542
EPC2	0.7405
C20orf85	0.269875
ATP13A2	0.153666666666667
KRT4	0.02825
CAPNS1	0.1805
MDM2	-0.00749999999999999
PCDH20	1.95725
KCNK9	0.225
OR2C1	0.57
KLHDC3	-0.2375
IPPK	0.9105
EFHD2	-0.875625
GALR3	-0.8025
NBEA	-0.243333333333333
ABCA6	1.8258
CLDN3	1.6385
AKT2	-0.0897857142857143
EGFR	-2.6401
RBM16	0.796125
ZDHHC3	-0.4696
SLC25A4	-0.4755
CYB5B	-0.627833333333333
CPXM1	-0.638
NDRG1	-0.429769230769231
FLJ43826	0.56275
OR5L2	-0.114833333333333
FARP2	0.7086
MRPL46	-0.251916666666667
LDHAL6B	0.05
MAPKAPK3	-0.1395
NCAM2	2.70275
PRKD2	0.099
ZFP36L1	1.0684
CYSLTR1	0.08025
OR4C3	0.10325
HIST1H2AJ	2.5735
CCNB2	-1.40822222222222
ZNF10	0.985625
TMEM175	-0.029
FAM134A	1.0165
TIGD4	1.9045
PCNP	-0.81925
MGC39715	0.8445
LQK1	-2.11975
CREB1	0.9804
TMPRSS3	2.1635
C4orf32	2.4405
LAT	-0.517166666666667
KCNA3	0.037
SKIV2L2	-0.6105
ROPN1B	-1.9105
tcag7.23	-0.0775
CDT1	-2.384375
ZHX2	1.221875
CD28	-3.326
ZNF624	1.065
SEPT2	0.483916666666667
SOHLH2	-3.2785
MCOLN3	2.28975
UNQ1945	-0.33
MASP2	-1.522
ZNRF3	-0.3565
GPATCH3	-0.567
AGL	1.272875
QRICH2	0.2495
PSD4	0.901833333333333
CCNB1IP1	-1.562
ENPP7	-0.05975
OBFC1	-0.45125
KCNG3	-0.36225
C14orf79	1.11933333333333
ENPEP	2.42516666666667
SCT	0.277
SKI	0.25725
SEC61G	-1.02975
CAPN11	0.334
ATXN7L3	0.504
DBNDD1	0.0218333333333333
FAIM	0.32475
ANKRD36	0.971
GABRP	2.7495
TACSTD2	0.9415
EIF3J	-0.64
PPP2R2A	-0.339
TEKT4	-1.22033333333333
PVALB	-2.8715
F10	-2.35383333333333
FAM134C	1.0907
COMP	3.039125
EFCBP1	-3.869625
SCLT1	0.67875
TAL1	-1.3245
ACSL1	1.69425
ABCC5	-0.62925
ABL1	-0.312888888888889
RBBP7	0.5595
PTPRG	-1.19925
NCOR1	0.7196
SPINK4	1.95066666666667
TXNRD1	-1.2286
TNRC15	1.1105
C9orf138	1.598375
UBE2H	1.22016666666667
BRDT	2.6765
C8orf31	0.79
CCNE2	-0.181909090909091
SLC6A8	-1.552
CALCR	-5.30875
PPP1CB	0.455416666666667
ABHD8	0.1645
ARF5	0.0711
SLC24A4	0.616
CCT3	0.48475
ZNF121	0.90675
SLC3A2	-1.275
OR13A1	0.076
SLC5A10	1.39025
RAD50	0.571125
IER5	-0.29125
MTHFD1L	-2.798125
MBTPS2	-0.07675
MVK	0.201125
NCL	-0.1529
PSMD10	0.358
MOBP	-0.07125
FLJ32894	-0.5435
HRH1	-1.51416666666667
C5orf30	1.53575
NUDT16L1	0.9575
RASGRP3	3.14716666666667
PRKRIP1	-0.3191
CCDC75	0.31825
LOC253970	0.36675
KIAA1239	-0.09
MED21	-0.34775
SYT11	-0.301583333333333
NTSR2	0.0065
EGFL11	0.2135
CXorf59	0.1725
OR2A25	0.262
SPTBN2	-1.07375
LRMP	-2.1045
RNF111	0.3185
PTH	-0.166
LOC619208	0.5305
KIAA0895	0.79475
RANBP5	-1.441125
P2RY10	0.759
NME5	3.5045
DDX21	-0.71
LRSAM1	0.5415
HDAC11	1.56683333333333
VMO1	0.7705
NOLA2	-0.189833333333333
ADAR	0.702
MTO1	-0.9455
SF4	0.319666666666667
P2RX1	0.150333333333333
HBM	-0.624
EN2	-0.527
C14orf172	-0.02275
TM9SF2	-0.2206
INHBE	-1.37583333333333
TCTE3	-0.01325
TOX2	-2.24775
CTAGE3	0.793125
HBB	2.488
MED15	-0.959333333333333
CASR	-0.13525
C6orf66	-1.38366666666667
MTPN	-0.237375
UNC50	0.6315
C21orf33	0.662
IRF2	1.083125
PGR	2.05666666666667
GPR84	1.9275
CROCCL1	-0.628
SRPX	-2.07875
BRE	0.0423333333333333
FGF10	4.22475
SDC3	-0.134666666666667
ZRSR1	0.952333333333333
DKFZP434P211	-0.19775
SOX6	0.2925
RPUSD2	0.189
C14orf173	-0.297166666666667
MAPK11	-1.3565
TBC1D22A	-0.281
FAM123A	-1.3465
COL4A6	-2.336
TOMM70A	0.25825
NAB1	-0.437
MGC16385	0.361375
TSPAN18	-0.2115
MED31	0.0485
PLG	-0.825333333333333
CAPSL	4.363
ZNF532	0.9565
ASB14	0.255
CA8	0.39525
NUDT16P	-0.204666666666667
SLFN11	-1.8935
LRRIQ2	-0.082875
NOL7	-0.0835
BRMS1L	-0.5125
JARID1A	0.987
PANK2	0.788
ICAM3	-0.73925
MDS1	-0.44
TAF8	-0.03275
RNF139	1.165
ZNF594	1.081
ADAM8	1.6465
SFTPC	0.172375
MAN2B2	0.5925
RGS12	1.0479375
EIF1AY	-4.71125
LRRIQ1	-2.38316666666667
GPR150	-0.61175
CCDC21	-0.572666666666667
PRRG3	0.082
SAA4	-3.42875
RAPGEF5	0.277
ZCCHC2	0.569
MGC39372	2.035
PPP4R2	0.549666666666667
CDCA2	-0.958333333333333
OR4D5	0.389333333333333
PTGFRN	0.0487
SIGLEC5	-0.349166666666667
C19orf61	-0.025
NMUR2	0.3855
KIAA1586	-1.23116666666667
DAGLA	-0.879333333333333
CHCHD6	-0.911
GPR32	0.098
NEUROD6	-0.0751666666666667
SLC2A4RG	0.8025625
CA5B	0.57925
FBXL3	0.14325
MPHOSPH9	-0.6065
HMG2L1	0.05225
HCN4	-0.525
CEACAM19	0.18625
SH2D4B	0.270166666666667
HFE2	-1.028
TGM4	0.2278
LYPD2	0.0305
TBC1D15	0.1965
MRPS21	-0.2923
NONO	-0.3904
CLEC5A	2.219125
ITCH	0.3
MGAT3	-0.807666666666667
MBP	-0.16325
RPP25	0.574
SOSTDC1	1.55625
HRC	-1.099
TRIM48	-0.2525
TMEM133	-1.647
ECEL1P2	-1.73725
HOXC11	2.401
DOK5	-1.755
HELZ	0.183666666666667
LOC348180	-1.26675
MGC33894	0.0195
ADRB3	-0.36
DMD	-0.607
PTRH2	-0.3875
MPEG1	2.27966666666667
NDUFA12	-0.315333333333333
KRTAP2-4	-0.437416666666667
STAMBPL1	-2.618
ADCY2	-1.3784
UNQ6125	0.857
KLHL20	1.03916666666667
SRM	-1.597
OTC	-0.47825
TMIE	0.212833333333333
SNX8	0.4365
LIPK	0.2035
CHURC1	0.762833333333333
KLC2	0.456666666666667
HDAC1	0.398166666666667
FAM128A	0.400333333333333
FNDC3B	-2.1479
MTCP1	-0.223333333333333
WFDC10B	0.8535
PCDHGB3	0.448
ATRNL1	1.2836
CAV2	-1.3045
MED26	0.730333333333333
DUS1L	0.05575
CHRM3	-1.108375
NEK9	1.412
WARS2	-0.83325
TBX22	-0.6105
TOMM40	0.21375
RP6-213H19.1	-4.71433333333333
TUBGCP5	0.0685
IGSF6	3.88225
TPPP	0.8885
UNQ6190	0.637
GSTM5	2.065125
BTD	-0.1705
PDCD1LG2	0.0998333333333333
SNRPB2	-0.293
ERICH1	-0.1165
APOA4	-1.464
HOXA11	-2.16075
NARG1	0.311125
MKX	-2.4545
RAB28	0.27
PKP3	1.00575
SH3GL2	-2.8385
CTSO	3.19025
RPN2	0.059125
IL28RA	0.863
SFMBT1	0.33575
WDR57	-0.646875
FER1L3	1.47741666666667
HSF5	0.0376666666666667
TTC9B	0.4355
C4BPA	-2.29533333333333
ALB	2.54107142857143
SORBS3	0.419
UPF2	0.761
JPH1	1.523
AGBL2	1.6765
DOPEY1	1.23
TERF1	0.300166666666667
KIF22	0.877666666666666
NINJ1	0.8865
SEC61A2	0.25275
HIST1H1D	0.446833333333333
SFXN4	-0.821875
UCP3	-0.05
ZNF703	1.98366666666667
MYL6B	0.198
TREM1	1.73475
OR52E6	0.7435
CKMT2	1.07875
HLA-C	1.146875
SLC13A3	0.349
TIMP4	-2.54425
SLIT2	1.201
RSF1	0.137
LONRF1	-0.844785714285714
MON1A	-0.656833333333333
CACNG6	-0.594333333333333
DPPA4	-4.66233333333333
ZSWIM3	0.83175
ZNF804A	0.373
CCIN	0.9355
SLC25A31	0.361666666666667
KCNMB4	-1.949
RABL5	0.79975
GALNS	-0.2276
STX6	0.486875
HIST1H1C	-0.0111666666666667
CIDEB	-1.114625
CASP4	-1.20883333333333
PDK3	-0.6037
KCNJ11	1.7985
TPR	0.048625
ZSCAN20	-0.363
MTX2	0.18525
HIST1H2BH	0.13425
LOC283767	1.54425
LYRM7	-1.18194444444444
BRD3	1.04716666666667
HIST1H2BO	-0.00475000000000002
MAGEB10	0.1185
SLC45A1	0.99425
SERPINA3	-0.4075
KIAA0143	1.7945
KCNJ16	0.327833333333333
KRT79	0.296
FABP2	-1.3265
NUT	-0.446
ZNF57	0.2115
FBXL4	0.48475
CLEC9A	1.352
UGT8	-2.05116666666667
BMP2K	0.45225
MAPK4	-3.41025
SLC25A23	-0.1047
HINT1	-0.4587
KRTAP13-1	0.0435
SFXN5	0.9445
CHCHD2	0.0940833333333333
FAM3D	1.68
NDP	0.32425
RHOBTB1	0.0165
SLC4A4	-1.917125
RPL38	-0.29575
HTF9C	-0.179333333333333
AP2A2	0.266125
ZBTB46	-0.0715
MAP7D1	-0.14125
AOX1	0.0663333333333333
CYR61	0.795166666666667
DTNA	-1.89828571428571
JRKL	-1.14425
TMOD3	-0.324
EEA1	0.2425
ADCK5	0.63925
IL1R1	0.00450000000000002
KLK3	-0.0474285714285715
HRSP12	0.84775
KTN1	1.02275
LOH11CR2A	-0.4593
RELL2	-1.15225
MAB21L1	1.203
C20orf59	0.175
PHKB	0.73875
ADAM2	0.0963333333333333
TBC1D8B	-1.3565
FAM13A1	-1.58425
LAPTM4B	0.403166666666667
LCN8	-0.026
TMEM147	0.33
SYT4	-0.3358
XPO7	-0.203
C9orf62	-0.641
GPR75	0.694
TRIM5	0.573625
APOC1	-0.968833333333333
RNASE4	0.0566666666666667
PARD6B	1.049875
ARID1A	-0.0830833333333333
TPD52L3	0.0772222222222222
RRAGB	0.560333333333333
RCN2	-0.379166666666667
HIST2H2BE	0.3865
STARD7	-0.2145
SHMT2	-0.62025
KIAA1751	-0.0923333333333333
MLYCD	-0.177875
LOC162632	-0.3696
UQCRH	-1.383
RP11-217H1.1	0.0966875
SDHA	-0.954
NCLN	-0.5955
ZNF17	0.892333333333333
RCBTB2	-2.478
VEGFB	-0.3429
RP4-747L4.3	-0.67725
COLQ	0.6638
MPN2	-0.572333333333333
DRG2	0.018
KLRB1	4.841
ALPK2	-3.31775
DNASE2B	0.50875
FLJ23834	1.53133333333333
AXUD1	0.709166666666667
SAFB	0.3728
NSUN4	-0.39775
RFX2	1.24766666666667
MAPK8IP1	-0.439
FANCD2	-1.0355
ANKZF1	-0.833833333333333
C19orf50	-0.410625
DUSP8	-0.1225
SENP5	-0.60125
NFKBIL2	-0.195
LBR	-2.0915
IGFL1	-0.5575
LZTS2	0.545625
IL2RG	-0.57025
CCDC51	0.54425
KLF3	1.05175
ANKRD37	-2.62625
KCTD14	-0.1495
FZR1	0.14925
SLC44A4	2.6091
ESPL1	-0.2305
GMPR2	-0.1852
TBC1D19	-0.614
ERGIC1	0.224777777777778
ERBB4	4.1444
TSPAN32	0.118166666666667
MAP4	0.237125
GPHN	0.62675
SLC6A2	0.926
HIVEP1	0.4355
DFFB	-0.5466
EIF4EBP2	0.050125
DMRT1	-1.01325
HSPB6	-0.3315
IER2	0.4945
AIFM1	0.429
WWC2	-1.56858333333333
MRPL4	-0.3655
FLJ21062	0.2665
EPB41L4A	1.19541666666667
SH2D6	0.35825
TAF4B	-1.59475
GAL3ST3	-0.24
MALT1	-1.2055
RTDR1	0.81675
ARVCF	0.234875
MEX3B	-1.05216666666667
FBXO16	0.25275
KIF7	0.12175
C1QC	2.72483333333333
ZNF783	-0.436
ZNF85	0.683
MMP13	3.35
KIAA0329	0.88825
RTP3	-0.7345
ZBED3	0.464
CLGN	2.089
SLC25A37	-1.18829166666667
hCG_18290	-0.812
OR5AS1	0.2495
SMARCC2	0.60125
FAM109A	0.262666666666667
CCDC12	0.29675
USF2	0.6276
DEPDC7	-3.29425
C20orf24	0.349666666666667
JMJD3	1.0165
DSP	2.0245
SLIC1	0.45175
FAM20A	0.740125
IRF2BP2	-0.023875
ZNF230	-0.0935
MSN	-1.17642857142857
SLC9A5	-1.575
EPDR1	-2.3348
MUSK	-0.00599999999999999
ZNF434	1.04566666666667
SMARCD1	0.0553333333333333
ZFP106	-0.45075
ZNF347	0.5622
GTF2E1	0.1625
RY1	-0.395
