Hybridization REF	TCGA-AO-A0J2-01A-11R-A034-07
GRB2	0.4226
HIST1H2AD	1.8395
DUS3L	-0.572833333333333
EIF1	-0.768833333333333
RP5-1077B9.4	-0.194833333333333
FPGT	0.6745
GDF10	-0.627833333333333
COQ9	0.15625
GCC2	0.929285714285714
RARRES3	3.607375
PLXNA1	-0.5147
KIAA0100	-0.523
PMF1	0.15
FNDC1	5.3185
HS2ST1	0.464583333333333
CRELD2	2.03075
C8G	-1.3825
CD82	1.62025
LIM2	-1.069
UNQ6490	0.2165
MMP16	-0.025
DRD3	0.136
C5orf26	-0.7765
C11orf73	-0.63725
PTP4A2	0.36375
OR4M2	0.5525
HPCA	-0.962166666666667
SEC14L1	-0.489666666666667
CHFR	0.5065
EMILIN1	0.600875
NDUFS4	-0.10875
COL18A1	-0.276
PDZD3	0.2002
C9orf16	0.306833333333333
ERBB2IP	-0.281666666666667
EMX2	2.39425
FUS	-1.2745
TF	-2.0151
CLCN4	-0.533
CXorf56	0.95375
C11orf72	0.265
ELAC2	-0.624583333333333
NPR1	-1.372
ASS1	0.210666666666667
USP42	0.40425
POLR2J	-0.1405
SEC23IP	0.736333333333333
UQCRC1	0.417
LOC729603	-1.1085
C1orf71	-0.058125
POLG	-0.426
ADAM23	-3.55
TFR2	-1.218
RICTOR	-1.419
MGC39606	1.351
C19orf55	-0.265875
SNAPC1	-1.71566666666667
GNA11	0.89875
CCDC52	-0.0471666666666667
FSIP1	2.7295
UPF3A	-0.441625
IGSF11	-2.64666666666667
LAGE3	0.473
CHST6	-1.486
UNC13B	0.285875
TTLL4	-0.595375
ZNF687	-0.000375000000000007
SDC2	-0.5811
COX7A2	-0.3575
LAMB4	0.0675
FAM24A	-0.1695
LRRTM3	-0.786833333333333
GPHB5	0.3115
OR4C13	0.4455
EIF3EIP	0.209214285714286
HABP4	0.108
TMEM125	4.05175
CNTN2	-0.01825
ASNSD1	-0.37325
FUT4	-0.844625
ACF	-3.2035
LOC158381	-0.524
CDH8	-0.59
AGPS	-1.99483333333333
C4orf18	1.1645
PECI	-0.969
UNG	-0.66025
GSTP1	0.619125
DCUN1D5	-4.31533333333333
DKFZP564J0863	0.49775
SLC9A3R1	1.195875
BCDO2	-0.37
CHMP7	-0.395625
REM2	1.554
DNHD1	0.03575
FKBP4	-0.050125
ZNF350	1.504
MGC11102	0.4585
BST1	0.58025
KISS1R	0.899
NCR2	-0.022
DEFB125	0.5135
UBE2W	0.848125
KRT15	0.343375
C10orf99	0.234
SCN11A	-0.314
GFI1	-1.1575
RDHE2	-0.161
FHL1	-2.11166666666667
OSGEP	0.545833333333333
GATA1	-3.18083333333333
SMC6	-0.18275
TTTY14	-0.8055
LPIN3	-1.109
RPL4	-1.001
RBPMS	-0.7674
PRPF3	-0.204833333333333
EMR1	-1.927
SPATA19	-0.0515
XCR1	1.1195
IRX3	2.027
RBM6	-0.7445
KLF4	0.4462
UNC5CL	-1.65725
SEBOX	-0.005
BTK	-0.96275
KRCC1	0.99325
C6orf27	0.3945
SYTL5	-1.644
PRND	0.67275
LOC653319	-1.097
PIGL	-0.53425
HUS1	-0.635666666666667
SFRS6	0.212
C17orf77	0.2505
UIMC1	-0.834666666666667
FXYD2	-1.4989
LOC283152	1.101
ZNF667	-1.415
ZCCHC12	-0.6375
TFEC	2.0019
ATP7B	-0.247666666666667
POLD2	-1.62216666666667
RG9MTD1	0.55675
ACOT2	-0.301
HIST1H4I	0.386375
PPARGC1A	-1.6612
ETFA	-0.673
POLRMT	-0.9345
ZNF146	-0.395625
MIA2	-1.5875
KLHL6	-0.747166666666667
HOXB5	-1.435375
NENF	1.33683333333333
CUGBP1	0.00700000000000001
PRSS22	2.04583333333333
CASC4	0.3338
CUL4B	1.2437
CENPJ	-0.3926
PITX1	-0.255166666666667
FLJ31033	0.917833333333333
CELSR3	-1.38933333333333
ZNF568	-0.05525
ITSN1	0.1195
EHBP1L1	-0.524333333333333
C19orf2	-0.25225
DCTN1	0.0265
LIN28B	-3.16333333333333
TNKS2	-0.70025
C1QBP	-0.387
CADPS2	3.65275
SRMS	0.075
GJA9	0.264333333333333
MGC24975	-0.294333333333333
TRIM45	-0.4205
TSP50	-0.035
TCP1	-2.428
TMED7	0.4302
CMA1	-0.108
CENPL	-0.0293333333333333
PTCRA	0.1405
FST	-3.93275
VWCE	-3.3775
PAWR	0.39625
ABCC12	4.44616666666667
LDLR	0.6097
ASTN2	2.4635
LOC441212	-0.523625
GPATCH8	-0.4835
TANC2	0.139833333333333
KIF4A	-0.50325
C18orf18	-1.655
PGM1	-0.2345
KIAA0258	0.9905
CPD	0.212375
SNCAIP	-0.369
DCT	-4.10033333333333
HLA-DOA	2.49654545454545
OR11L1	0.8625
UPK1B	-0.263
DNAJB4	-1.104625
UGT1A8	0.84825
HIST1H4L	-1.7265
PECR	-0.385833333333333
HSPA2	2.39825
WFIKKN1	-1.53
SERP1	-0.16175
SYDE2	1.82925
TACR2	0.1695
NUP85	0.56875
CD177	-0.577
LGR5	-1.41366666666667
PIGG	0.652583333333333
PTHR1	-1.50916666666667
RAB5A	-0.152
FLJ13224	0.3295
USP9Y	-1.32816666666667
C7orf53	-0.335
LRP1B	-0.3895
XAF1	2.8423
ABCG8	-0.28
ANKDD1A	-0.317166666666667
DAND5	-1.581
SPAG6	0.423
LINCR	0.23975
ZDHHC22	-1.649125
CCDC60	-0.108
THOC7	-1.17616666666667
TCTA	0.9038
OR8K3	0.7305
NY-REN-7	1.2965
B2M	1.68
C6orf141	-1.064125
LPPR4	1.01475
SQLE	-0.935125
SEPHS1	0.70125
BTBD14B	0.783071428571429
PLRG1	-0.93225
SPG7	0.0880625
ZNF614	-0.313
PARD6G	0.939
INPP5B	-0.3795
GRPEL2	0.68975
PPID	-1.045
TRIM56	0.0905
UBE2J1	-0.747375
IL20RA	4.34225
LOC387856	-0.46125
C1orf107	0.8115
UTS2R	0.913
C19orf22	0.02975
SAFB2	-0.24775
KIAA0652	-0.3595
KLRG1	-0.387
MS4A8B	0.7705
FRAG1	-0.1985
KIAA1546	-0.0595
E2F4	-0.6954
CLEC4M	0.214666666666667
BTBD14A	-0.88275
KIAA0999	0.7438
GYPA	-4.004
TAC1	-0.146
TRAIP	-0.454
KIAA0232	-0.0239
ERCC8	0.04275
GPX4	-0.027375
KIAA0368	0.287875
GPR157	-0.108
CTAGE4	2.4485
C9orf30	-0.0575
OR52A1	0.8225
HSP90B3P	-0.7065
ALG9	-0.3866
BTBD10	0.93275
SDK2	0.151
BAIAP3	-1.59175
RABGGTB	-1.733875
ANKRD40	-0.514833333333333
KRT74	-0.319
CALCOCO2	-0.0930714285714286
SNCA	-3.19775
TMSL8	-0.363
C2orf53	0.1875
ESRRB	-0.42375
ARHGAP26	1.227375
TDRD9	-2.85125
HRAS	0.308833333333333
KLRC4	-1.837
JAGN1	-0.187666666666667
BSDC1	0.47075
RNF43	-0.6942
NDUFAF1	-1.29975
PHF12	0.28575
OR1L3	-0.09475
FOLR2	1.03141666666667
LYZL6	-0.0286666666666667
tcag7.1260	2.202
WSB1	-2.14166666666667
PROS1	-1.23077777777778
OSTN	0.7375
PSMB8	2.168
SOCS4	-1.218375
DDIT4L	-0.267
MAS1	0.2085
MGC34796	1.11175
CSHL1	0.000666666666666667
TBCCD1	0.191666666666667
ZBTB7C	-0.369
AP2S1	-0.5225
P15RS	-0.8593
VAT1	-1.3796
SHANK3	1.14516666666667
TUFM	0.1695
THEG	-0.548
KRT34	-1.32275
SGSM3	1.09175
TOMM22	0.168875
SOCS3	0.942166666666667
CPO	0.592
POP4	0.70525
BHLHB3	-0.256
MALL	1.6475
OR1B1	0.3885
PARK2	-0.0556666666666667
GPR124	-0.589
LCE1E	0.2105
RUVBL2	-0.9385
CGRRF1	-0.5924
ACPL2	0.635
WNT10B	-1.7745
BAIAP2L2	-1.800375
ISCA1	0.064
C1orf125	-0.42275
RPAP1	-1.0775
RAI16	-0.929333333333333
RPL27	-1.279875
NLRP9	0.289
EPN1	0.305
LOC388610	-2.45425
SLC35A1	-1.1581
GAL	-2.4405
SLC14A2	0.24875
RDH11	-0.181166666666667
FAM138F	-0.638
AUH	0.51725
FLJ40243	-0.0275
C14orf129	0.00149999999999999
MBD2	-0.139666666666667
ABHD14B	0.03875
PIGT	0.065375
ALS2CR4	0.256
ALAS1	-0.0816
FOXO1	-0.105
CRLF3	-1.17875
C20orf107	1.892
FARS2	0.54775
CCDC28A	-0.0395
NPHP3	-1.23975
OR13F1	0.2735
TSEN54	0.45675
DEFB106B	0.2246
OR8B4	0.5355
STH	-1.1515
ZC3H14	-0.349
CBX2	-0.604
TMEM49	-0.34475
C6orf21	0.7235
FLJ20920	0.253875
CRTAP	-0.764142857142857
DDX50	-0.66475
STYXL1	0.46025
BLVRB	0.0666666666666667
LOC147650	0.395166666666667
MMP24	0.5115
GRID1	1.43383333333333
BANF1	-0.3495
CTAGEP	1.3415
HMBS	-1.1005
SLC25A24	0.144666666666667
C14orf50	-0.41325
MRO	0.768166666666667
SLC25A15	-0.79575
FAM84B	1.4092
TDP1	-0.1435
C16orf78	-0.770833333333333
C11orf57	0.45825
RFK	-0.768625
ZFYVE9	-1.355875
STCH	-0.5514
WIBG	1.10425
LOC283871	0.238833333333333
GBA2	-0.1439
NDUFB3	0.349
HSD17B13	-0.49
GRIN3A	1.0655
FMNL1	-1.17683333333333
SEPT7	-0.7596
GNLY	5.4165
GRAMD1C	0.964666666666667
ZNF165	-3.70525
USP38	-0.15625
FAM83A	-1.2825
C14orf24	0.566833333333333
ARMCX3	1.08075
ARHGDIB	0.513166666666667
AK1	1.20475
KIAA1045	0.3675
DNAJB13	-0.933
NEU2	-0.557
HIST1H4B	0.744
FAM20B	0.015
HES2	1.0695
FAM73B	0.3676
LOC388381	-0.44975
INTS7	0.426818181818182
AMPH	1.50675
ZNF775	-0.653625
UCKL1	0.366166666666667
C10orf97	-0.16725
C1orf161	0.14975
ALDH1L1	-1.60775
FLJ39378	-0.501375
SLC23A1	0.1685
RBM4B	-0.4045
THAP4	0.132
OGFRL1	0.6005
KIAA0831	-0.4385
PPP1R15A	0.311
C1orf96	0.824285714285714
C12orf11	-0.94275
BMF	-0.2585
MAN1A1	-0.21
KIAA1600	-0.2955
NLGN4X	0.7415
ALOX12	-0.661833333333333
RB1CC1	-0.7878
NEIL2	1.3459
EIF4E	0.288
ABHD5	0.5625
EXOC4	-0.407166666666667
CIP29	1.35166666666667
BATF2	3.5175
SLC29A4	0.083
HTR4	0.46325
EMB	-1.4595
TRAF6	1.012
LMNB1	0.09
FAM19A5	0.057125
SHE	4.2545
PIK3C2B	1.65925
C15orf15	-0.9101
USP15	0.3794
TCEAL2	1.74775
C5orf39	1.29683333333333
PTGER2	-1.73925
SLC31A1	0.9060625
IFT172	0.6565
ADAM29	0.4575
GFOD1	0.722
ST7L	1.35033333333333
C15orf26	-1.42775
PKN3	-1.845
CNTD1	0.482666666666667
COMMD1	1.382
NTRK2	1.24225
FOXN3	-0.8995
MFGE8	-0.6341
PFKFB2	1.4135
TAS2R4	-0.38175
ENTHD1	0.905
PRMT5	-0.576625
MGC16384	-1.701125
LOC442229	-0.45925
TSKU	0.87025
KRTCAP3	3.680125
PDLIM1	1.284
KCNS2	-0.05475
RNF126	-0.299166666666667
CEP63	-0.376
CLIC4	-0.99275
hCG_1990170	-0.932
ACR	1.4049
KLK7	-0.304
ALOX5AP	2.82225
RIPK3	4.421
TAS2R9	0.125
C19orf18	0.098
BIRC6	0.273428571428571
ZNF16	-0.4105
RFT1	0.54375
SLC8A2	-0.1985
TACC1	0.863875
ITGAD	0.36675
SAMHD1	1.58
SH3PXD2B	1.2929
EPC2	-0.2505
C20orf85	0.80325
ATP13A2	0.0546666666666667
KRT4	1.978625
CAPNS1	-0.516
MDM2	-0.677
PCDH20	2.12775
KCNK9	0.4425
OR2C1	-0.1435
KLHDC3	-0.551833333333333
IPPK	1.1915
EFHD2	0.9445
GALR3	0.8305
NBEA	-0.742
ABCA6	0.9782
CLDN3	2.68016666666667
AKT2	-1.12757142857143
EGFR	1.2607
RBM16	0.15475
ZDHHC3	1.1673
SLC25A4	0.0885
CYB5B	-1.35616666666667
CPXM1	-0.6285
NDRG1	-1.03369230769231
FLJ43826	0.474
OR5L2	-0.198166666666667
FARP2	0.00499999999999999
MRPL46	-0.0883333333333333
LDHAL6B	0.446666666666667
MAPKAPK3	-0.0845
NCAM2	-2.914
PRKD2	-0.175
ZFP36L1	1.4355
CYSLTR1	-0.96275
OR4C3	-0.23775
HIST1H2AJ	1.652
CCNB2	-0.0156666666666667
ZNF10	-0.770125
TMEM175	0.2435
FAM134A	0.580333333333333
TIGD4	0.0335
PCNP	0.16025
MGC39715	-0.03275
LQK1	1.02875
CREB1	-0.1454
TMPRSS3	-1.63975
C4orf32	0.354125
LAT	-1.40591666666667
KCNA3	0.571
SKIV2L2	-0.47025
ROPN1B	-3.34225
tcag7.23	-1.2535
CDT1	-1.2135
ZHX2	0.712
CD28	-2.9045
ZNF624	-0.27475
SEPT2	-0.0370833333333333
SOHLH2	-1.35371428571429
MCOLN3	0.340125
UNQ1945	0.7
MASP2	-0.7405
ZNRF3	0.1717
GPATCH3	-0.743
AGL	0.7625
QRICH2	-1.0135
PSD4	1.69583333333333
CCNB1IP1	-1.01325
ENPP7	0.00875000000000001
OBFC1	-1.46025
KCNG3	-1.4245
C14orf79	-0.548583333333333
ENPEP	0.782
SCT	0.714
SKI	0.805125
SEC61G	0.3335
CAPN11	-0.235
ATXN7L3	-0.3995
DBNDD1	1.449
FAIM	0.37325
ANKRD36	-0.665
GABRP	-0.649666666666667
TACSTD2	2.10416666666667
EIF3J	-0.7265
PPP2R2A	-0.82825
TEKT4	-1.792
PVALB	-3.443
F10	-3.26866666666667
FAM134C	0.3347
COMP	4.40725
EFCBP1	-3.258125
SCLT1	-0.24775
TAL1	-1.3706
ACSL1	1.08375
ABCC5	-0.75225
ABL1	0.0491666666666667
RBBP7	0.208666666666667
PTPRG	-0.655625
NCOR1	-0.8093
SPINK4	-1.30866666666667
TXNRD1	-1.6456
TNRC15	0.2935
C9orf138	0.980625
UBE2H	0.884166666666667
BRDT	0.488166666666667
C8orf31	0.02175
CCNE2	0.755181818181818
SLC6A8	-1.24875
CALCR	-3.18125
PPP1CB	0.913666666666667
ABHD8	0.35975
ARF5	0.7835
SLC24A4	0.607
CCT3	0.01725
ZNF121	-0.50225
SLC3A2	-0.9618
OR13A1	0.6875
SLC5A10	-0.163
RAD50	-0.015375
IER5	0.7595
MTHFD1L	-1.849125
MBTPS2	0.35575
MVK	-0.4545
NCL	0.5035
PSMD10	-0.656
MOBP	0.80125
FLJ32894	-0.025
HRH1	-0.249333333333333
C5orf30	0.53325
NUDT16L1	0.2527
RASGRP3	3.23633333333333
PRKRIP1	-0.1185
CCDC75	0.527
LOC253970	0.33675
KIAA1239	0.2195
MED21	-0.0165
SYT11	-0.217416666666667
NTSR2	-0.282
EGFL11	0.5495
CXorf59	-0.2535
OR2A25	0.1925
SPTBN2	0.2455
LRMP	-1.54083333333333
RNF111	0.09325
PTH	-0.1115
LOC619208	-1.26916666666667
KIAA0895	0.5185
RANBP5	-1.031375
P2RY10	0.678833333333333
NME5	2.63
DDX21	-1.016
LRSAM1	-0.15
HDAC11	0.159833333333333
VMO1	0.53825
NOLA2	-0.709666666666667
ADAR	0.384833333333333
MTO1	-0.593833333333333
SF4	0.0778333333333333
P2RX1	-0.585666666666667
HBM	0.0605
EN2	1.5345
C14orf172	0.5915
TM9SF2	0.4524
INHBE	-1.31966666666667
TCTE3	0.16575
TOX2	-2.44325
CTAGE3	0.960875
HBB	2.5818
MED15	-0.6145
CASR	0.26425
C6orf66	-0.6945
MTPN	-0.429
UNC50	-1.05525
C21orf33	1.145875
IRF2	0.876
PGR	-2.6445
GPR84	2.12475
CROCCL1	-1.6235
SRPX	-1.9945
BRE	0.2645
FGF10	0.122
SDC3	-0.458166666666667
ZRSR1	0.171833333333333
DKFZP434P211	0.395
SOX6	0.512
RPUSD2	-0.26325
C14orf173	-0.392
MAPK11	-0.165
TBC1D22A	1.136
FAM123A	-0.2655
COL4A6	-2.73683333333333
TOMM70A	0.933
NAB1	-0.086125
MGC16385	0.64725
TSPAN18	-0.554666666666667
MED31	-0.6535
PLG	-0.14725
CAPSL	0.0165
ZNF532	1.0836
ASB14	0.188
CA8	0.7985
NUDT16P	-0.414833333333333
SLFN11	1.0415
LRRIQ2	0.669125
NOL7	-0.814833333333333
BRMS1L	-0.32475
JARID1A	0.113833333333333
PANK2	-0.72925
ICAM3	-0.82125
MDS1	-1.0295
TAF8	-0.90525
RNF139	0.09
ZNF594	-1.089
ADAM8	1.870125
SFTPC	0.014
MAN2B2	0.785375
RGS12	0.3220625
EIF1AY	-4.12525
LRRIQ1	0.515166666666667
GPR150	1.15925
CCDC21	-1.32216666666667
PRRG3	0.96375
SAA4	-3.1055
RAPGEF5	2.281125
ZCCHC2	1.0505
MGC39372	0.863
PPP4R2	-0.425333333333333
CDCA2	-0.958166666666667
OR4D5	0.433333333333333
PTGFRN	1.2285
SIGLEC5	0.0983333333333333
C19orf61	-0.690333333333333
NMUR2	0.011
KIAA1586	-0.7645
DAGLA	-2.123
CHCHD6	-0.34525
GPR32	0.5365
NEUROD6	0.151833333333333
SLC2A4RG	0.7574375
CA5B	1.66775
FBXL3	1.031
MPHOSPH9	-1.3625
HMG2L1	0.52375
HCN4	0.553666666666667
CEACAM19	-0.204
SH2D4B	0.534833333333333
HFE2	-0.6565
TGM4	-0.192666666666667
LYPD2	-0.49375
TBC1D15	0.16625
MRPS21	0.3243
NONO	-0.9724
CLEC5A	1.154625
ITCH	0.7217
MGAT3	-1.60033333333333
MBP	-0.38475
RPP25	-0.36075
SOSTDC1	-2.34175
HRC	-1.52775
TRIM48	0.334
TMEM133	-0.7325
ECEL1P2	-1.557
HOXC11	1.7775
DOK5	-0.665
HELZ	0.1995
LOC348180	0.2935
MGC33894	0.1105
ADRB3	0.4265
DMD	-0.388666666666667
PTRH2	0.592
MPEG1	2.6295
NDUFA12	-0.224
KRTAP2-4	0.281083333333333
STAMBPL1	-1.19366666666667
ADCY2	2.05616666666667
UNQ6125	-0.208
KLHL20	-0.0833333333333333
SRM	-0.7505
OTC	-0.26525
TMIE	-0.343666666666667
SNX8	0.0455
LIPK	-0.047
CHURC1	-0.99375
KLC2	0.311
HDAC1	-0.273666666666667
FAM128A	-0.735
FNDC3B	-0.4016
MTCP1	0.0753333333333333
WFDC10B	0.5267
PCDHGB3	-0.1165
ATRNL1	-0.5761
CAV2	-0.86125
MED26	-0.0958333333333333
DUS1L	1.57525
CHRM3	-2.33025
NEK9	-0.6345
WARS2	0.049
TBX22	-0.5275
TOMM40	-0.58475
RP6-213H19.1	0.4715
TUBGCP5	0.388
IGSF6	5.0835
TPPP	0.174
UNQ6190	0.3455
GSTM5	0.57525
BTD	-0.550166666666667
PDCD1LG2	0.1675
SNRPB2	0.0256666666666667
ERICH1	-0.531375
APOA4	-1.465625
HOXA11	-2.36325
NARG1	-0.319125
MKX	1.10225
RAB28	-0.928357142857143
PKP3	0.948
SH3GL2	-0.56925
CTSO	0.63875
RPN2	0.8870625
IL28RA	-0.381833333333333
SFMBT1	1.15175
WDR57	-0.154
FER1L3	-1.13183333333333
HSF5	0.2225
TTC9B	0.07475
C4BPA	1.298
ALB	-3.345
SORBS3	0.344375
UPF2	0.1995
JPH1	0.0695
AGBL2	-0.7475
DOPEY1	0.894
TERF1	0.0545
KIF22	-0.449833333333333
NINJ1	1.501
SEC61A2	0.4385
HIST1H1D	1.08516666666667
SFXN4	0.227125
UCP3	0.413
ZNF703	0.774
MYL6B	-0.89225
TREM1	1.992
OR52E6	0.0675
CKMT2	-0.1255
HLA-C	2.67025
SLC13A3	0.4175
TIMP4	-2.87675
SLIT2	0.93575
RSF1	-0.805055555555556
LONRF1	-0.780857142857143
MON1A	-0.0675
CACNG6	-1.61666666666667
DPPA4	-4.9475
ZSWIM3	-0.1475
ZNF804A	0.3035
CCIN	1.011
SLC25A31	1.0765
KCNMB4	0.67175
RABL5	0.42525
GALNS	0.5351
STX6	1.22675
HIST1H1C	1.52966666666667
CIDEB	0.66625
CASP4	0.0495
PDK3	1.0023
KCNJ11	0.3645
TPR	-0.49375
ZSCAN20	-0.5835
MTX2	0.377
HIST1H2BH	2.10425
LOC283767	-0.94475
LYRM7	-1.28833333333333
BRD3	-0.415
HIST1H2BO	1.57725
MAGEB10	-0.103
SLC45A1	0.44125
SERPINA3	-1.9383
KIAA0143	0.27575
KCNJ16	-0.4555
KRT79	0.403
FABP2	-0.048
NUT	-0.109
ZNF57	0.3485
FBXL4	-1.210625
CLEC9A	0.5685
UGT8	-0.482333333333333
BMP2K	0.31025
MAPK4	-2.75475
SLC25A23	0.0269
HINT1	0.8214
KRTAP13-1	-0.814
SFXN5	-0.0436
CHCHD2	0.629083333333333
FAM3D	1.4325
NDP	-2.98825
RHOBTB1	-0.280833333333333
SLC4A4	-0.240375
RPL38	-0.06
HTF9C	-0.56
AP2A2	-0.523875
ZBTB46	-0.2135
MAP7D1	0.013125
AOX1	-0.994833333333333
CYR61	0.698833333333333
DTNA	0.242428571428571
JRKL	-0.88525
TMOD3	-0.863
EEA1	-0.3422
ADCK5	-0.56875
IL1R1	1.17633333333333
KLK3	0.370142857142857
HRSP12	0.604
KTN1	-0.173
LOH11CR2A	1.8207
RELL2	-0.46375
MAB21L1	0.952
C20orf59	-1.24016666666667
PHKB	-0.72125
ADAM2	0.0463333333333333
TBC1D8B	1.50566666666667
FAM13A1	-0.9021875
LAPTM4B	0.79925
LCN8	-0.055
TMEM147	0.805
SYT4	-0.0177999999999999
XPO7	-0.968
C9orf62	1.6005
GPR75	0.2795
TRIM5	0.56525
APOC1	0.298
RNASE4	0.0335
PARD6B	-2.2875
ARID1A	-0.101
TPD52L3	0.0806666666666667
RRAGB	-0.906
RCN2	-1.47266666666667
HIST2H2BE	1.624375
STARD7	0.28575
SHMT2	0.21675
KIAA1751	-0.208
MLYCD	-0.03525
LOC162632	-0.2122
UQCRH	-0.43275
RP11-217H1.1	0.827375
SDHA	-1.01616666666667
NCLN	-0.3022
ZNF17	-0.112666666666667
RCBTB2	-2.05575
VEGFB	-0.0731
RP4-747L4.3	-0.0275
COLQ	-0.2901
MPN2	-0.672666666666667
DRG2	-0.52775
KLRB1	4.805
ALPK2	-2.36225
DNASE2B	1.7945
FLJ23834	0.162166666666667
AXUD1	1.00316666666667
SAFB	-0.1434
NSUN4	0.10775
RFX2	-0.3845
MAPK8IP1	-0.355333333333333
FANCD2	-0.793142857142857
ANKZF1	-1.312
C19orf50	-0.379125
DUSP8	1.393125
SENP5	0.19675
NFKBIL2	-0.64575
LBR	-0.053375
IGFL1	0.3655
LZTS2	-0.504625
IL2RG	-0.02125
CCDC51	-0.20225
KLF3	-0.20425
ANKRD37	0.06625
KCTD14	-0.979166666666667
FZR1	-0.127916666666667
SLC44A4	4.1676
ESPL1	-0.510625
GMPR2	-0.4822
TBC1D19	-1.57966666666667
ERGIC1	1.03903703703704
ERBB4	-0.5444
TSPAN32	0.24225
MAP4	-0.1035
GPHN	-0.81975
SLC6A2	1.11525
HIVEP1	0.71725
DFFB	-0.1318
EIF4EBP2	0.20725
DMRT1	-0.47825
HSPB6	1.25225
IER2	0.687666666666667
AIFM1	1.972
WWC2	0.12575
MRPL4	-0.481
FLJ21062	0.229333333333333
EPB41L4A	1.69391666666667
SH2D6	0.3255
TAF4B	-1.083
GAL3ST3	-0.3185
MALT1	-0.927
RTDR1	1.18925
ARVCF	0.834875
MEX3B	0.0906666666666667
FBXO16	1.227
KIF7	-0.52075
C1QC	3.93133333333333
ZNF783	-0.844666666666667
ZNF85	-0.91125
MMP13	1.9735
KIAA0329	0.137625
RTP3	-0.355
ZBED3	-1.29075
CLGN	-0.48625
SLC25A37	-0.606333333333333
hCG_18290	-0.49675
OR5AS1	0.289
SMARCC2	0.387333333333333
FAM109A	0.0481666666666667
CCDC12	0.2385
USF2	0.192
DEPDC7	-2.5555
C20orf24	0.7575
JMJD3	0.3645
DSP	0.533785714285714
SLIC1	0.504125
FAM20A	0.853875
IRF2BP2	1.307875
ZNF230	-1.055
MSN	-1.01014285714286
SLC9A5	-0.901
EPDR1	-2.7314
