Hybridization REF	TCGA-D8-A147-01A-11R-A115-07
RICTOR	-1.1487
MGC39606	1.755
C19orf55	-0.242125
SNAPC1	-1.4725
GNA11	0.356875
CCDC52	0.2615
FSIP1	-0.988
UPF3A	-0.232125
IGSF11	-2.2045
LAGE3	-0.23325
CHST6	0.9925
UNC13B	0.23675
TTLL4	1.2555
ZNF687	1.127375
SDC2	0.646
COX7A2	-0.89825
LAMB4	-0.45
FAM24A	0.398
LRRTM3	-1.51933333333333
GPHB5	0.03125
OR4C13	0.073
EIF3EIP	-0.117
HABP4	0.2035
TMEM125	3.82425
CNTN2	1.327375
ASNSD1	0.584
FUT4	1.133875
ACF	-3.33775
LOC158381	1.252
CDH8	-1.55975
AGPS	-0.1275
C4orf18	0.719625
PECI	-1.65916666666667
UNG	0.493375
GSTP1	-0.401125
DCUN1D5	0.360833333333333
DKFZP564J0863	-1.13875
SLC9A3R1	-0.02125
BCDO2	0.340625
CHMP7	-0.89375
REM2	0.7405
DNHD1	0.146625
FKBP4	-0.355125
ZNF350	-0.07125
MGC11102	-0.41825
BST1	1.105
KISS1R	0.408
NCR2	0.305
DEFB125	0.769
UBE2W	0.800375
KRT15	3.370625
C10orf99	0.9825
SCN11A	1.565625
GFI1	-1.88
RDHE2	3.05
FHL1	-0.746166666666667
OSGEP	0.508666666666667
GATA1	-2.167
SMC6	0.19275
TTTY14	-1.1335
LPIN3	-0.11675
RPL4	-0.3186
RBPMS	0.8807
PRPF3	0.818333333333333
EMR1	0.342
SPATA19	0.18275
XCR1	0.1905
IRX3	1.731
RBM6	-0.8405
KLF4	-0.7383
UNC5CL	1.2615
SEBOX	0.3735
BTK	-0.61175
KRCC1	1.02775
C6orf27	0.1325
SYTL5	-0.536
PRND	1.76925
LOC653319	-1.0895
PIGL	-0.99775
HUS1	-0.877833333333333
SFRS6	0.22975
C17orf77	0.382
UIMC1	-0.661333333333333
FXYD2	-1.5295
LOC283152	0.4855
ZNF667	0.176
ZCCHC12	-0.03425
TFEC	4.2409
ATP7B	-1.18483333333333
POLD2	-0.847666666666667
RG9MTD1	0.84275
ACOT2	-0.330166666666667
HIST1H4I	-0.810875
PPARGC1A	-0.2453
ETFA	-1.0725
POLRMT	-0.65975
ZNF146	1.096
MIA2	-3.938
KLHL6	-0.745833333333333
HOXB5	0.3255
NENF	0.217333333333333
CUGBP1	0.2035
PRSS22	0.795333333333333
CASC4	0.2358
CUL4B	0.2969
CENPJ	-1.1756
PITX1	-0.426666666666667
FLJ31033	1.05916666666667
CELSR3	-1.5025
ZNF568	1.57325
ITSN1	-0.49325
EHBP1L1	-0.947833333333333
C19orf2	1.2585
DCTN1	-0.9435
LIN28B	-4.2395
TNKS2	-0.20775
C1QBP	-0.5205
CADPS2	-0.34175
SRMS	0.4295
GJA9	0.2255
MGC24975	-1.37533333333333
TRIM45	-0.912166666666667
TSP50	0.92075
TCP1	-1.06325
TMED7	0.3153
CMA1	0.725
CENPL	-0.312833333333333
PTCRA	-0.2285
FST	-3.12175
VWCE	-3.49375
PAWR	-0.45525
ABCC12	0.2892
LDLR	-2.3736
ASTN2	0.4834
LOC441212	-0.486375
GPATCH8	-0.07025
TANC2	-0.795083333333333
KIF4A	-0.60675
C18orf18	0.219
PGM1	-0.3775
KIAA0258	1.182
CPD	-0.677
SNCAIP	-2.0455
DCT	-3.78516666666667
HLA-DOA	2.86831818181818
OR11L1	0.4545
UPK1B	1.73416666666667
DNAJB4	1.373375
UGT1A8	-0.235
HIST1H4L	-1.728
PECR	-0.751833333333333
HSPA2	1.4155
WFIKKN1	-3.259
SERP1	0.864125
SYDE2	-0.21625
TACR2	0.0295
NUP85	0.5785
CD177	-0.011
LGR5	1.96483333333333
PIGG	-0.3155
PTHR1	-1.9265
RAB5A	-0.0928
FLJ13224	0.4075
USP9Y	-2.01133333333333
C7orf53	-1.824
LRP1B	-1.03175
XAF1	3.1617
ABCG8	-0.974
ANKDD1A	-0.102833333333333
DAND5	-1.077
SPAG6	1.82816666666667
LINCR	2.90075
ZDHHC22	-1.407375
CCDC60	0.281
THOC7	-1.48
TCTA	0.5221
OR8K3	0.38675
NY-REN-7	-0.916
B2M	1.943
C6orf141	-1.29075
LPPR4	0.48
SQLE	-1.252875
SEPHS1	0.24575
BTBD14B	0.267071428571429
PLRG1	-0.0215
SPG7	-0.4278125
ZNF614	-0.329666666666667
PARD6G	0.99
INPP5B	-0.3542
GRPEL2	0.4915
PPID	-0.5984
TRIM56	-0.2495
UBE2J1	0.7915
IL20RA	2.464
LOC387856	0.33775
C1orf107	0.68125
UTS2R	0.7365
C19orf22	-0.81625
SAFB2	-0.692
KIAA0652	0.646875
KLRG1	0.732833333333333
MS4A8B	-0.535666666666667
FRAG1	0.525
KIAA1546	0.8135
E2F4	-0.5255
CLEC4M	0.122166666666667
BTBD14A	-0.822
KIAA0999	1.2412
GYPA	-3.78383333333333
TAC1	2.1842
TRAIP	-1.1555
KIAA0232	-0.5443
ERCC8	-0.82725
GPX4	-0.566125
KIAA0368	-0.36925
GPR157	-0.888
CTAGE4	0.4015
C9orf30	0.316
OR52A1	0.527
HSP90B3P	-0.1015
ALG9	0.2191
BTBD10	0.66
SDK2	-0.254
BAIAP3	-1.9235
RABGGTB	0.2025
ANKRD40	0.474666666666667
KRT74	0.6895
CALCOCO2	-0.0552857142857143
SNCA	-3.12825
TMSL8	-0.216125
C2orf53	-0.2885
ESRRB	-0.0315
ARHGAP26	-1.2665
TDRD9	-2.887
HRAS	0.346166666666667
KLRC4	-1.3475
JAGN1	-0.324833333333333
BSDC1	0.24675
RNF43	-0.7163
NDUFAF1	-0.4015
PHF12	0.23275
OR1L3	0.24625
FOLR2	1.49941666666667
LYZL6	0.0711666666666667
tcag7.1260	-0.823
WSB1	-1.705
PROS1	0.4333
OSTN	1.2505
PSMB8	1.21675
SOCS4	-0.076625
DDIT4L	0.3795
MAS1	-0.727
MGC34796	0.2985
CSHL1	0.276666666666667
TBCCD1	-0.373666666666667
ZBTB7C	0.084
AP2S1	-0.967
P15RS	0.359
VAT1	-0.331
SHANK3	0.986166666666667
TUFM	-0.443666666666667
THEG	0.09
KRT34	0.99125
SGSM3	0.349
TOMM22	-0.4225
SOCS3	0.866
CPO	0.5175
POP4	1.36875
BHLHB3	2.7035
MALL	2.09175
OR1B1	-0.3605
PARK2	-0.112666666666667
GPR124	-0.27175
LCE1E	0.401
RUVBL2	-0.469
CGRRF1	0.0515
ACPL2	1.008
WNT10B	0.65325
BAIAP2L2	-1.784375
ISCA1	0.1715
C1orf125	0.388375
RPAP1	-0.44275
RAI16	-1.00616666666667
RPL27	-0.242875
NLRP9	-0.0835
EPN1	-0.229
LOC388610	-1.018
SLC35A1	1.0002
GAL	-1.599
SLC14A2	0.3615
RDH11	-1.3565
FAM138F	-0.139
AUH	-0.751
FLJ40243	0.02175
C14orf129	-0.244166666666667
MBD2	-0.287166666666667
ABHD14B	-1.094375
PIGT	-0.64125
ALS2CR4	1.17025
ALAS1	-0.0848
FOXO1	-0.3505
CRLF3	-0.620375
C20orf107	-0.00549999999999999
FARS2	0.2315
CCDC28A	0.6615
NPHP3	-1.38375
OR13F1	0.674
TSEN54	0.26975
DEFB106B	0.511
OR8B4	0.751
STH	-1.1965
ZC3H14	-0.24325
CBX2	-0.29
TMEM49	-1.69975
C6orf21	0.915
FLJ20920	1.159875
CRTAP	-0.894357142857143
DDX50	0.99125
STYXL1	-0.044
BLVRB	0.386833333333333
LOC147650	0.308833333333333
MMP24	0.20925
GRID1	0.857166666666667
BANF1	-1.50033333333333
CTAGEP	-0.268
HMBS	-1.83425
SLC25A24	0.579333333333333
C14orf50	0.21075
MRO	0.8165
SLC25A15	-1.682
FAM84B	2.325
TDP1	-0.7235
C16orf78	-0.008
C11orf57	0.6545
RFK	-1.03675
ZFYVE9	-1.054625
STCH	-0.0938
WIBG	0.0045
LOC283871	-1.11716666666667
GBA2	-0.3688
NDUFB3	0.38325
HSD17B13	-0.84025
GRIN3A	1.25616666666667
FMNL1	-0.2055
SEPT7	-0.9156
GNLY	3.9695
GRAMD1C	0.9465
ZNF165	1.5925
USP38	0.05525
FAM83A	-3.632
C14orf24	0.23975
ARMCX3	0.090125
ARHGDIB	-0.487166666666667
AK1	-0.714125
KIAA1045	2.57525
DNAJB13	-0.567333333333333
NEU2	0.284
HIST1H4B	-1.40266666666667
FAM20B	-1.0162
HES2	0.436071428571429
FAM73B	-0.7491
LOC388381	1.15475
INTS7	0.125181818181818
AMPH	1.18875
ZNF775	-0.0335
UCKL1	0.142666666666667
C10orf97	-0.36225
C1orf161	-0.026
ALDH1L1	-0.6165
FLJ39378	0.10975
SLC23A1	-3.693
RBM4B	0.12975
THAP4	1.41216666666667
OGFRL1	0.88275
KIAA0831	0.0275
PPP1R15A	0.270333333333333
C1orf96	0.383642857142857
C12orf11	-0.96725
BMF	1.118
MAN1A1	-1.847
KIAA1600	0.813333333333333
NLGN4X	-1.28525
ALOX12	-1.18766666666667
RB1CC1	0.353
NEIL2	-0.2837
EIF4E	0.0919090909090909
ABHD5	0.386
EXOC4	0.301666666666667
CIP29	-0.374833333333333
BATF2	2.03375
SLC29A4	-0.593
HTR4	0.08
EMB	-0.751
TRAF6	0.8865
LMNB1	-2.7295
FAM19A5	0.760625
SHE	0.9605
PIK3C2B	0.5155
C15orf15	-0.5082
USP15	-0.0427
TCEAL2	3.0955
C5orf39	0.765166666666667
PTGER2	-0.602
SLC31A1	-0.411875
IFT172	0.948
ADAM29	-0.0205
GFOD1	0.519
ST7L	0.749166666666667
C15orf26	-3.32825
PKN3	-1.89875
CNTD1	0.207333333333333
COMMD1	0.3515
NTRK2	2.55391666666667
FOXN3	-0.0525
MFGE8	0.4908
PFKFB2	0.647666666666667
TAS2R4	-0.25025
ENTHD1	0.354666666666667
PRMT5	-0.4015
MGC16384	-1.844
LOC442229	0.014
TSKU	-0.459
KRTCAP3	2.781625
PDLIM1	0.2447
KCNS2	0.12775
RNF126	-0.6975
CEP63	-0.3875
CLIC4	0.211125
hCG_1990170	3.504
ACR	0.4393
KLK7	5.446
ALOX5AP	3.392625
RIPK3	3.3105
TAS2R9	0.135
C19orf18	0.578
BIRC6	0.0202857142857143
ZNF16	1.257
RFT1	-0.68425
SLC8A2	-0.94275
TACC1	-0.21025
ITGAD	1.0525
SAMHD1	1.62175
SH3PXD2B	1.3376
EPC2	2.0345
C20orf85	0.37725
ATP13A2	-0.135
KRT4	1.6775
CAPNS1	0.13675
MDM2	-0.751166666666667
PCDH20	0.46875
KCNK9	0.599
OR2C1	0.3535
KLHDC3	-0.0843333333333333
IPPK	1.006
EFHD2	-0.393875
GALR3	0.65125
NBEA	-1.51016666666667
ABCA6	1.5806
CLDN3	2.62866666666667
AKT2	0.137142857142857
EGFR	0.9232
RBM16	0.073125
ZDHHC3	-0.1332
SLC25A4	-0.279
CYB5B	-0.637333333333333
CPXM1	-0.88825
NDRG1	-0.474461538461538
FLJ43826	0.38825
OR5L2	0.259333333333333
FARP2	0.0407
MRPL46	0.0524166666666667
LDHAL6B	-0.183333333333333
MAPKAPK3	-0.406666666666667
NCAM2	-3.33975
PRKD2	0.0993333333333333
ZFP36L1	1.2041
CYSLTR1	-1.263
OR4C3	0.1985
HIST1H2AJ	0.8555
CCNB2	-1.10944444444444
ZNF10	0.22125
TMEM175	0.0965
FAM134A	0.725166666666667
TIGD4	-0.0005
PCNP	0.56875
MGC39715	-0.32625
LQK1	-2.1615
CREB1	0.8181
TMPRSS3	2.13075
C4orf32	-1.54025
LAT	-0.341833333333333
KCNA3	-0.8235
SKIV2L2	-1.8595
ROPN1B	3.655
tcag7.23	-0.636
CDT1	-1.202
ZHX2	1.258875
CD28	-2.22425
ZNF624	0.5385
SEPT2	1.45683333333333
SOHLH2	-2.3555
MCOLN3	2.034375
UNQ1945	0.2785
MASP2	-1.027
ZNRF3	0.0062
GPATCH3	0.00725
AGL	0.380375
QRICH2	0.3865
PSD4	1.18683333333333
CCNB1IP1	-0.81125
ENPP7	0.666
OBFC1	-0.228
KCNG3	-1.536
C14orf79	-0.232
ENPEP	0.0221666666666667
SCT	0.8385
SKI	1.060625
SEC61G	-0.648
CAPN11	-1.238
ATXN7L3	0.39875
DBNDD1	0.278666666666667
FAIM	1.47825
ANKRD36	-0.633
GABRP	4.789
TACSTD2	2.27066666666667
EIF3J	-0.553
PPP2R2A	-1.44075
TEKT4	-1.03833333333333
PVALB	-3.4485
F10	-2.85533333333333
FAM134C	0.9385
COMP	3.912625
EFCBP1	-0.828
SCLT1	-0.387
TAL1	-0.7502
ACSL1	1.73525
ABCC5	0.497
ABL1	-1.02594444444444
RBBP7	0.714583333333333
PTPRG	-2.702875
NCOR1	-0.4349
SPINK4	-2.31016666666667
TXNRD1	-1.1576
TNRC15	-0.623875
C9orf138	1.221375
UBE2H	0.401166666666667
BRDT	-0.071
C8orf31	0.20425
CCNE2	0.529272727272727
SLC6A8	-1.0635
CALCR	-4.34925
PPP1CB	1.95441666666667
ABHD8	0.63575
ARF5	0.2507
SLC24A4	0.63925
CCT3	0.3385
ZNF121	0.6365
SLC3A2	-0.9999
OR13A1	0.2345
SLC5A10	-0.256
RAD50	-0.402875
IER5	0.00724999999999999
MTHFD1L	-1.590125
MBTPS2	-0.40275
MVK	-0.103125
NCL	0.6416
PSMD10	-0.857
MOBP	0.192875
FLJ32894	0.4155
HRH1	-0.409166666666667
C5orf30	-0.6905
NUDT16L1	0.1209
RASGRP3	3.17583333333333
PRKRIP1	-0.7635
CCDC75	-0.438
LOC253970	0.36575
KIAA1239	-0.87525
MED21	0.1755
SYT11	0.94775
NTSR2	-0.163
EGFL11	-0.027
CXorf59	1.139
OR2A25	0.66675
SPTBN2	-0.41475
LRMP	-1.05483333333333
RNF111	-0.4335
PTH	-1.742
LOC619208	0.812666666666667
KIAA0895	1.428
RANBP5	-1.0345
P2RY10	1.44633333333333
NME5	3.28516666666667
DDX21	0.069
LRSAM1	0.278
HDAC11	0.0773333333333333
VMO1	1.8695
NOLA2	-0.5615
ADAR	2.03483333333333
MTO1	-0.726666666666667
SF4	0.671833333333333
P2RX1	-0.377666666666667
HBM	0.0465
EN2	1.086
C14orf172	0.17325
TM9SF2	0.479
INHBE	-0.985166666666667
TCTE3	-0.18375
TOX2	-2.242
CTAGE3	-0.6875
HBB	2.9559
MED15	0.0113333333333333
CASR	0.137
C6orf66	0.205666666666667
MTPN	-1.042625
UNC50	0.7635
C21orf33	0.6655
IRF2	0.589125
PGR	-2.983
GPR84	3.15925
CROCCL1	-0.83725
SRPX	-0.098
BRE	0.270333333333333
FGF10	0.05225
SDC3	-0.633166666666667
ZRSR1	0.210666666666667
DKFZP434P211	-0.173375
SOX6	2.1055
RPUSD2	0.046
C14orf173	-0.17775
MAPK11	-0.219333333333333
TBC1D22A	0.2845
FAM123A	-0.878
COL4A6	-3.24016666666667
TOMM70A	-0.1215
NAB1	1.034375
MGC16385	1.053875
TSPAN18	-0.722833333333333
MED31	-1.09775
PLG	0.078
CAPSL	0.807
ZNF532	1.7264
ASB14	0.10575
CA8	1.8845
NUDT16P	1.34016666666667
SLFN11	-0.175
LRRIQ2	0.075875
NOL7	-0.3625
BRMS1L	0.3455
JARID1A	0.392166666666667
PANK2	0.5915
ICAM3	-0.86
MDS1	-1.108
TAF8	-1.06825
RNF139	0.04775
ZNF594	0.885333333333333
ADAM8	3.40575
SFTPC	0.115375
MAN2B2	-0.512875
RGS12	0.1798125
EIF1AY	-4.46683333333333
LRRIQ1	-0.363333333333333
GPR150	0.825
CCDC21	-0.372666666666667
PRRG3	1.45425
SAA4	-0.05275
RAPGEF5	1.59975
ZCCHC2	0.0960833333333333
MGC39372	-0.4885
PPP4R2	0.0215
CDCA2	-0.575333333333333
OR4D5	0.613666666666667
PTGFRN	1.0027
SIGLEC5	0.746666666666667
C19orf61	1.10766666666667
NMUR2	0.1575
KIAA1586	-1.158
DAGLA	1.92783333333333
CHCHD6	-0.1535
GPR32	0.462
NEUROD6	0.365833333333333
SLC2A4RG	-0.4115
CA5B	0.1775
FBXL3	0.24675
MPHOSPH9	-1.506
HMG2L1	0.035
HCN4	0.697833333333333
CEACAM19	1.7465
SH2D4B	0.0196666666666667
HFE2	-0.074
TGM4	-0.2432
LYPD2	-0.206
TBC1D15	-0.01025
MRPS21	0.4003
NONO	-0.1002
CLEC5A	3.317375
ITCH	0.1912
MGAT3	0.886
MBP	0.168625
RPP25	0.754
SOSTDC1	5.4525
HRC	-2.21075
TRIM48	0.589
TMEM133	0.97125
ECEL1P2	-0.81375
HOXC11	0.7865
DOK5	1.80775
HELZ	1.021
LOC348180	0.02
MGC33894	0.14825
ADRB3	-0.0375
DMD	-0.0638333333333334
PTRH2	-0.6325
MPEG1	3.248
NDUFA12	-0.349833333333333
KRTAP2-4	0.440083333333333
STAMBPL1	-0.5215
ADCY2	1.029
UNQ6125	0.377
KLHL20	-0.638166666666667
SRM	-0.94475
OTC	-0.00175
TMIE	0.628833333333333
SNX8	0.18425
LIPK	0.1735
CHURC1	-0.208833333333333
KLC2	0.144
HDAC1	-1.02683333333333
FAM128A	0.548166666666667
FNDC3B	1.0525
MTCP1	-0.0825
WFDC10B	0.4531
PCDHGB3	0.6895
ATRNL1	-0.9817
CAV2	-0.47825
MED26	0.660833333333333
DUS1L	0.96775
CHRM3	-1.494625
NEK9	0.05525
WARS2	0.765
TBX22	0.539
TOMM40	0.4595
RP6-213H19.1	0.511833333333333
TUBGCP5	0.177
IGSF6	4.494
TPPP	-0.000333333333333334
UNQ6190	-0.2965
GSTM5	-0.30625
BTD	-0.539666666666667
PDCD1LG2	0.832833333333333
SNRPB2	0.366333333333333
ERICH1	-0.480375
APOA4	-1.579875
HOXA11	-2.725
NARG1	-0.265625
MKX	-0.4915
RAB28	0.193785714285714
PKP3	0.90025
SH3GL2	-0.275
CTSO	2.52425
RPN2	0.0300625
IL28RA	1.42183333333333
SFMBT1	0.366
WDR57	-0.224375
FER1L3	-0.61425
HSF5	0.460833333333333
TTC9B	0.03125
C4BPA	-3.92433333333333
ALB	-4.21121428571429
SORBS3	-0.3895
UPF2	-0.0055
JPH1	1.1675
AGBL2	1.50525
DOPEY1	1.724
TERF1	-0.55425
KIF22	-0.788833333333333
NINJ1	0.77725
SEC61A2	-0.23175
HIST1H1D	-1.76933333333333
SFXN4	0.29175
UCP3	0.6056
ZNF703	0.205333333333333
MYL6B	-0.146
TREM1	2.42625
OR52E6	0.108
CKMT2	0.55725
HLA-C	2.12325
SLC13A3	0.886833333333333
TIMP4	-3.3125
SLIT2	0.27825
RSF1	-0.368055555555556
LONRF1	-0.688285714285714
MON1A	-0.107
CACNG6	-1.1125
DPPA4	-4.85433333333333
ZSWIM3	1.28025
ZNF804A	-0.229666666666667
CCIN	1.2655
SLC25A31	-0.136
KCNMB4	-1.9605
RABL5	0.0645
GALNS	-0.313
STX6	-0.688625
HIST1H1C	-0.775
CIDEB	0.711125
CASP4	0.234
PDK3	-1.1034
KCNJ11	0.589
TPR	-0.773
ZSCAN20	0.517
MTX2	0.36375
HIST1H2BH	-0.6145
LOC283767	1.8055
LYRM7	-1.44083333333333
BRD3	-0.3745
HIST1H2BO	-0.28025
MAGEB10	0.0055
SLC45A1	0.8315
SERPINA3	1.208
KIAA0143	0.4185
KCNJ16	0.653333333333333
KRT79	0.48025
FABP2	-0.7605
NUT	-0.25975
ZNF57	-0.9685
FBXL4	0.913375
CLEC9A	0.6995
UGT8	2.04266666666667
BMP2K	-0.498
MAPK4	0.4215
SLC25A23	-1.4152
HINT1	-0.0342
KRTAP13-1	0.195
SFXN5	-0.8046
CHCHD2	-0.0508333333333334
FAM3D	2.353
NDP	-2.61575
RHOBTB1	-0.138833333333333
SLC4A4	-1.217625
RPL38	0.29975
HTF9C	0.464333333333333
AP2A2	0.40625
ZBTB46	-0.2345
MAP7D1	0.669625
AOX1	-1.5165
CYR61	1.33758333333333
DTNA	0.246642857142857
JRKL	0.86825
TMOD3	-1.23475
EEA1	0.3819
ADCK5	0.2425
IL1R1	1.01583333333333
KLK3	0.199142857142857
HRSP12	-0.04425
KTN1	-0.1175
LOH11CR2A	0.7852
RELL2	-0.02625
MAB21L1	-0.2265
C20orf59	-0.302833333333333
PHKB	-0.83675
ADAM2	-2.7085
TBC1D8B	0.93
FAM13A1	-0.1564375
LAPTM4B	0.141333333333333
LCN8	0.0625
TMEM147	0.1765
SYT4	0.474333333333333
XPO7	-1.3705
C9orf62	1.2905
GPR75	0.3455
TRIM5	0.79825
APOC1	-1.31083333333333
RNASE4	-0.2575
PARD6B	-1.8535
ARID1A	0.124166666666667
TPD52L3	-0.1653
RRAGB	0.764833333333333
RCN2	0.0155
HIST2H2BE	0.058375
STARD7	0.77275
SHMT2	-0.24825
KIAA1751	-0.231333333333333
MLYCD	0.480125
LOC162632	0.00700000000000002
UQCRH	-0.6625
RP11-217H1.1	0.3294375
SDHA	-1.5825
NCLN	-0.5808
ZNF17	0.272
RCBTB2	-1.48225
VEGFB	-0.9876
RP4-747L4.3	3.35425
COLQ	-0.0739
MPN2	-0.5705
DRG2	-0.448
KLRB1	4.644
ALPK2	-2.0315
DNASE2B	-0.166
FLJ23834	0.154333333333333
AXUD1	0.00666666666666667
SAFB	-0.4406
NSUN4	-0.457
RFX2	-0.466333333333333
MAPK8IP1	1.15533333333333
FANCD2	-0.7435
ANKZF1	-0.195833333333333
C19orf50	0.74975
DUSP8	0.809125
SENP5	0.605375
NFKBIL2	-0.0235
LBR	0.270625
IGFL1	0.829
LZTS2	0.958875
IL2RG	0.01075
CCDC51	-0.054
KLF3	0.304
ANKRD37	-1.08625
KCTD14	-1.58783333333333
FZR1	0.229833333333333
SLC44A4	2.6134
ESPL1	-0.356375
GMPR2	-0.3893
TBC1D19	-0.694666666666667
ERGIC1	-0.92362962962963
ERBB4	-1.7637
TSPAN32	0.16025
MAP4	-0.4315
GPHN	-1.11925
SLC6A2	1.069625
HIVEP1	0.52775
DFFB	0.3665
EIF4EBP2	0.939875
DMRT1	2.726
HSPB6	-0.31375
IER2	0.1685
AIFM1	-0.3595
WWC2	-0.317916666666667
MRPL4	-0.04275
FLJ21062	-0.872666666666667
EPB41L4A	0.584
SH2D6	0.284
TAF4B	-0.22275
GAL3ST3	-0.269
MALT1	-0.562166666666667
RTDR1	1.9425
ARVCF	1.42525
MEX3B	1.108
FBXO16	1.38325
KIF7	0.3035
C1QC	3.48983333333333
ZNF783	-0.314666666666667
ZNF85	-0.1835
MMP13	5.4155
KIAA0329	0.814375
RTP3	-1.624
ZBED3	-0.0905
CLGN	-2.0505
SLC25A37	-1.819875
hCG_18290	-0.61375
OR5AS1	0.11
SMARCC2	0.152833333333333
FAM109A	0.1565
CCDC12	-0.70325
USF2	0.5144
DEPDC7	-0.52
C20orf24	-0.0796666666666667
JMJD3	-0.111
DSP	0.5905
SLIC1	0.7385
FAM20A	2.051375
IRF2BP2	1.638125
ZNF230	1.517
MSN	-0.0888571428571428
SLC9A5	-1.948
EPDR1	-0.0365
MUSK	0.543
ZNF434	-1.20883333333333
SMARCD1	-0.384666666666667
ZFP106	-0.486
