Hybridization REF	TCGA-B6-A0I8-01A-11R-A034-07
ANKDD1A	-0.651166666666667
DAND5	-2.2615
SPAG6	7.77316666666667
LINCR	-0.1115
ZDHHC22	-1.799625
CCDC60	0.013
THOC7	-0.6055
TCTA	1.8201
OR8K3	0.13475
NY-REN-7	-1.642
B2M	0.3075
C6orf141	-3.071375
LPPR4	2.62475
SQLE	0.483125
SEPHS1	-0.4985
BTBD14B	0.252857142857143
PLRG1	-1.02425
SPG7	-1.5419375
ZNF614	-0.406166666666667
PARD6G	0.402833333333333
INPP5B	-1.7133
GRPEL2	0.094375
PPID	-0.7677
TRIM56	-0.22125
UBE2J1	-0.50225
IL20RA	5.32875
LOC387856	-0.18825
C1orf107	1.3585
UTS2R	-0.24825
C19orf22	-0.41925
SAFB2	-0.45875
KIAA0652	-0.02825
KLRG1	-0.9945
MS4A8B	3.536
FRAG1	1.18325
KIAA1546	0.2235
E2F4	-1.4178
CLEC4M	-0.427666666666667
BTBD14A	-0.90925
KIAA0999	1.6837
GYPA	-4.424
TAC1	3.245
TRAIP	-2.3865
KIAA0232	1.1799
ERCC8	-0.7165
GPX4	0.436
KIAA0368	0.096375
GPR157	-0.162166666666667
CTAGE4	1.3305
C9orf30	-1.18066666666667
OR52A1	0.2745
HSP90B3P	-0.3705
ALG9	-0.0888
BTBD10	0.5645
SDK2	0.3365
BAIAP3	1.77225
RABGGTB	-0.8655
ANKRD40	0.0213333333333333
KRT74	0.466
CALCOCO2	1.66878571428571
SNCA	-3.6525
TMSL8	-5.478875
C2orf53	0.091
ESRRB	-0.85775
ARHGAP26	-2.041125
TDRD9	-2.5485
HRAS	-0.218333333333333
KLRC4	-3.0735
JAGN1	0.649333333333333
BSDC1	0.35225
RNF43	0.0947
NDUFAF1	0.33525
PHF12	0.5255
OR1L3	0.30275
FOLR2	1.67641666666667
LYZL6	0.442833333333333
tcag7.1260	-2.274
WSB1	-1.59933333333333
PROS1	-0.9199
OSTN	0.723
PSMB8	-1.482
SOCS4	0.4115
DDIT4L	0.4945
MAS1	0.3355
MGC34796	2.39675
CSHL1	0.0278333333333333
TBCCD1	-0.366
ZBTB7C	0.3
AP2S1	-0.0025
P15RS	0.2407
VAT1	-0.4497
SHANK3	0.9585
TUFM	-0.148166666666667
THEG	-0.4455
KRT34	-2.44925
SGSM3	-0.1575
TOMM22	-0.268125
SOCS3	-0.492833333333333
CPO	0.658
POP4	0.7505
BHLHB3	0.76525
MALL	1.2995
OR1B1	0.036
PARK2	0.327166666666667
GPR124	0.711
LCE1E	-0.2745
RUVBL2	-0.90475
CGRRF1	1.293
ACPL2	0.72375
WNT10B	-3.37875
BAIAP2L2	-1.95875
ISCA1	0.564
C1orf125	0.308375
RPAP1	-0.16975
RAI16	-0.416166666666667
RPL27	0.093375
NLRP9	0.022
EPN1	0.1495
LOC388610	-1.681875
SLC35A1	1.5448
GAL	-5.106
SLC14A2	0.40575
RDH11	0.564333333333333
FAM138F	-0.686
AUH	0.59075
FLJ40243	0.47525
C14orf129	-0.641333333333333
MBD2	0.223
ABHD14B	-0.506125
PIGT	1.844125
ALS2CR4	-1.404625
ALAS1	-0.3948
FOXO1	0.383666666666667
CRLF3	-0.919125
C20orf107	0.0465
FARS2	0.70725
CCDC28A	0.276
NPHP3	-1.83125
OR13F1	0.6815
TSEN54	0.2245
DEFB106B	0.0458
OR8B4	0.68
STH	1.4545
ZC3H14	-1.486875
CBX2	-0.1315
TMEM49	-0.10575
C6orf21	0.403
FLJ20920	1.06475
CRTAP	-0.257357142857143
DDX50	-0.613
STYXL1	0.75925
BLVRB	1.36083333333333
LOC147650	-0.957166666666667
MMP24	0.573
GRID1	1.737
BANF1	-0.379166666666667
CTAGEP	0.915
HMBS	-2.00825
SLC25A24	0.697333333333333
C14orf50	0.535
MRO	2.15133333333333
SLC25A15	-1.442
FAM84B	2.9216
TDP1	-1.7205
C16orf78	-0.293333333333333
C11orf57	0.45575
RFK	0.3315
ZFYVE9	-0.14325
STCH	-0.7947
WIBG	0.44875
LOC283871	-0.198166666666667
GBA2	-0.799
NDUFB3	-0.005
HSD17B13	-0.58825
GRIN3A	0.514166666666667
FMNL1	-1.08233333333333
SEPT7	-0.2206
GNLY	2.8425
GRAMD1C	-1.69616666666667
ZNF165	-0.642
USP38	1.1885
FAM83A	-3.23833333333333
C14orf24	1.49941666666667
ARMCX3	0.982
ARHGDIB	2.606
AK1	0.33
KIAA1045	-0.43225
DNAJB13	-0.632666666666667
NEU2	0.775
HIST1H4B	-1.28683333333333
FAM20B	-0.1058
HES2	1.80164285714286
FAM73B	-0.3009
LOC388381	-0.6285
INTS7	-1.58209090909091
AMPH	0.9605
ZNF775	-0.118375
UCKL1	-0.164
C10orf97	0.6925
C1orf161	-0.60725
ALDH1L1	-1.721
FLJ39378	-0.336125
SLC23A1	-1.445
RBM4B	0.0305
THAP4	-0.241
OGFRL1	-0.15225
KIAA0831	0.8
PPP1R15A	-1.01383333333333
C1orf96	-0.943928571428571
C12orf11	-1.5415
BMF	1.683875
MAN1A1	0.10675
KIAA1600	0.707166666666667
NLGN4X	-0.551
ALOX12	-1.2925
RB1CC1	0.8219
NEIL2	0.4218
EIF4E	0.226909090909091
ABHD5	-0.29125
EXOC4	-0.6205
CIP29	-0.071
BATF2	1.683
SLC29A4	-0.82675
HTR4	0.58225
EMB	-1.95075
TRAF6	0.99625
LMNB1	-2.51275
FAM19A5	-1.1065
SHE	1.6855
PIK3C2B	1.7185
C15orf15	-0.4128
USP15	0.1587
TCEAL2	0.07425
C5orf39	-1.62283333333333
PTGER2	-1.45925
SLC31A1	-0.161625
IFT172	0.419
ADAM29	0.448
GFOD1	1.8665
ST7L	-0.4125
C15orf26	-1.17225
PKN3	-1.5765
CNTD1	4.06316666666667
COMMD1	-0.13375
NTRK2	1.83266666666667
FOXN3	-0.74125
MFGE8	-1.2523
PFKFB2	1.63016666666667
TAS2R4	-0.2145
ENTHD1	-0.0615
PRMT5	-0.541
MGC16384	-0.976375
LOC442229	-0.718
TSKU	2.362875
KRTCAP3	1.66425
PDLIM1	0.1672
KCNS2	0.611
RNF126	-0.823833333333333
CEP63	-0.76275
CLIC4	-1.0635
hCG_1990170	-0.5495
ACR	1.6523
KLK7	0.119
ALOX5AP	2.456125
RIPK3	4.58325
TAS2R9	0.095
C19orf18	0.163
BIRC6	0.451857142857143
ZNF16	1.477
RFT1	-0.7095
SLC8A2	-0.29675
TACC1	0.950125
ITGAD	1.5965
SAMHD1	0.53075
SH3PXD2B	1.3018
EPC2	0.10725
C20orf85	3.198875
ATP13A2	-0.434833333333333
KRT4	2.197125
CAPNS1	-0.13825
MDM2	-0.434416666666667
PCDH20	3.097
KCNK9	1.6215
OR2C1	-0.2795
KLHDC3	-1.10516666666667
IPPK	0.9955
EFHD2	-0.3635
GALR3	-0.2885
NBEA	1.16666666666667
ABCA6	2.7106
CLDN3	3.12183333333333
AKT2	-0.647571428571429
EGFR	-2.275
RBM16	0.788125
ZDHHC3	0.4068
SLC25A4	-0.409
CYB5B	-1.28916666666667
CPXM1	0.40825
NDRG1	-0.217923076923077
FLJ43826	0.512
OR5L2	0.161833333333333
FARP2	0.3075
MRPL46	-0.110916666666667
LDHAL6B	-0.032
MAPKAPK3	-0.684666666666667
NCAM2	-2.29875
PRKD2	-0.142666666666667
ZFP36L1	0.4951
CYSLTR1	-1.775
OR4C3	0.74875
HIST1H2AJ	2.3425
CCNB2	-3.52566666666667
ZNF10	-0.917
TMEM175	0.0365
FAM134A	1.19583333333333
TIGD4	0.405
PCNP	-0.764
MGC39715	-0.13375
LQK1	-1.32825
CREB1	0.891
TMPRSS3	0.537
C4orf32	0.73825
LAT	-2.84033333333333
KCNA3	-0.9105
SKIV2L2	-0.83125
ROPN1B	-3.873
tcag7.23	-0.456
CDT1	-4.149625
ZHX2	1.583
CD28	-2.524
ZNF624	0.59675
SEPT2	0.30825
SOHLH2	-1.39075
MCOLN3	-1.144125
UNQ1945	0.602
MASP2	1.123
ZNRF3	0.9822
GPATCH3	-0.36175
AGL	-0.487875
QRICH2	-0.18
PSD4	0.726333333333333
CCNB1IP1	-1.8515
ENPP7	0.2625
OBFC1	-0.111
KCNG3	-2.42275
C14orf79	0.7395
ENPEP	1.63883333333333
SCT	1.649
SKI	0.145375
SEC61G	-0.10175
CAPN11	0.2845
ATXN7L3	0.28075
DBNDD1	0.279666666666667
FAIM	-0.6175
ANKRD36	-0.7845
GABRP	1.52866666666667
TACSTD2	3.24833333333333
EIF3J	0.023
PPP2R2A	-0.86925
TEKT4	-0.438833333333333
PVALB	-3.81133333333333
F10	-2.901
FAM134C	1.4834
COMP	4.674125
EFCBP1	-2.267875
SCLT1	-1.075125
TAL1	-0.7401
ACSL1	0.365
ABCC5	2.63391666666667
ABL1	-0.828611111111111
RBBP7	-0.73925
PTPRG	0.646875
NCOR1	-1.4748
SPINK4	-0.643166666666667
TXNRD1	-0.9429
TNRC15	0.155
C9orf138	0.46675
UBE2H	1.328
BRDT	1.29466666666667
C8orf31	-0.32375
CCNE2	-0.878454545454545
SLC6A8	-1.213875
CALCR	-4.01425
PPP1CB	0.706333333333333
ABHD8	-0.03375
ARF5	0.2118
SLC24A4	0.322
CCT3	-0.58825
ZNF121	0.119875
SLC3A2	0.2137
OR13A1	0.663
SLC5A10	0.5705
RAD50	0.209625
IER5	-0.616125
MTHFD1L	-2.788125
MBTPS2	0.1805
MVK	-0.818625
NCL	-0.6639
PSMD10	0.33075
MOBP	0.29275
FLJ32894	-1.063
HRH1	-1.03016666666667
C5orf30	0.6295
NUDT16L1	1.4386
RASGRP3	3.48566666666667
PRKRIP1	-0.1613
CCDC75	-0.72125
LOC253970	0.47025
KIAA1239	-0.04975
MED21	-0.04375
SYT11	-0.11775
NTSR2	-0.0535
EGFL11	0.183
CXorf59	-0.198
OR2A25	0.41375
SPTBN2	0.573
LRMP	-1.665
RNF111	0.43725
PTH	-0.878
LOC619208	-0.0536666666666667
KIAA0895	0.876
RANBP5	-1.5315
P2RY10	-0.971666666666667
NME5	3.7005
DDX21	-0.614
LRSAM1	-0.208
HDAC11	1.60466666666667
VMO1	2.6295
NOLA2	0.191
ADAR	0.447
MTO1	-1.13666666666667
SF4	-0.113333333333333
P2RX1	-0.376166666666667
HBM	0.45225
EN2	-0.2395
C14orf172	0.76775
TM9SF2	0.88
INHBE	-1.6485
TCTE3	-0.161916666666667
TOX2	-2.693
CTAGE3	0.8405
HBB	3.8719
MED15	-1.3775
CASR	0.65775
C6orf66	-0.0995
MTPN	-0.432
UNC50	1.19475
C21orf33	0.3695
IRF2	0.584
PGR	-2.41583333333333
GPR84	0.9385
CROCCL1	-2.27475
SRPX	-1.407
BRE	-0.265833333333333
FGF10	0.6865
SDC3	-0.08
ZRSR1	-0.309833333333333
DKFZP434P211	-0.52725
SOX6	-0.3855
RPUSD2	0.26025
C14orf173	0.125416666666667
MAPK11	-0.24
TBC1D22A	0.5205
FAM123A	-0.895
COL4A6	-3.91233333333333
TOMM70A	0.31025
NAB1	-1.36925
MGC16385	-0.41175
TSPAN18	-0.4035
MED31	0.3825
PLG	-0.4665
CAPSL	2.628
ZNF532	0.7286
ASB14	0.05275
CA8	2.44475
NUDT16P	0.243
SLFN11	-1.3385
LRRIQ2	-0.8095
NOL7	-0.279166666666667
BRMS1L	0.14125
JARID1A	0.0145
PANK2	-0.26
ICAM3	-0.81125
MDS1	0.71825
TAF8	-0.3115
RNF139	1.47625
ZNF594	-0.162666666666667
ADAM8	2.131875
SFTPC	-0.48875
MAN2B2	1.040125
RGS12	-0.2628125
EIF1AY	-5.09441666666667
LRRIQ1	-1.00933333333333
GPR150	-0.22325
CCDC21	-1.66133333333333
PRRG3	0.59575
SAA4	-4.508
RAPGEF5	1.25925
ZCCHC2	0.461666666666667
MGC39372	-0.646
PPP4R2	0.738833333333333
CDCA2	-3.07783333333333
OR4D5	0.431333333333333
PTGFRN	0.9849
SIGLEC5	1.07683333333333
C19orf61	-0.460833333333333
NMUR2	-0.061
KIAA1586	-0.941166666666667
DAGLA	2.07183333333333
CHCHD6	-1.07425
GPR32	0.832
NEUROD6	0.122
SLC2A4RG	0.910125
CA5B	-0.151
FBXL3	0.299
MPHOSPH9	-1.51025
HMG2L1	0.26275
HCN4	-0.3225
CEACAM19	0.36875
SH2D4B	0.1535
HFE2	-1.011
TGM4	-0.198166666666667
LYPD2	-0.1055
TBC1D15	0.0025
MRPS21	0.00910000000000002
NONO	-0.6044
CLEC5A	1.43925
ITCH	0.81
MGAT3	-1.133
MBP	-0.50175
RPP25	-0.84225
SOSTDC1	-1.538
HRC	0.32125
TRIM48	-0.225
TMEM133	0.52225
ECEL1P2	-1.63825
HOXC11	-0.8395
DOK5	-0.8775
HELZ	0.714166666666667
LOC348180	-1.74225
MGC33894	0.574
ADRB3	0.3675
DMD	-0.544333333333333
PTRH2	0.4555
MPEG1	2.8625
NDUFA12	-0.0478333333333333
KRTAP2-4	-0.0710833333333333
STAMBPL1	-1.88266666666667
ADCY2	2.13
UNQ6125	-0.254
KLHL20	0.408666666666667
SRM	-2.3365
OTC	-0.17875
TMIE	2.13783333333333
SNX8	0.415
LIPK	0.124
CHURC1	0.729083333333333
KLC2	0.3425
HDAC1	-0.287666666666667
FAM128A	0.416166666666667
FNDC3B	0.2919
MTCP1	-0.422333333333333
WFDC10B	0.302
PCDHGB3	-0.4795
ATRNL1	-2.6445
CAV2	-0.831125
MED26	0.0808333333333334
DUS1L	0.3215
CHRM3	-1.974
NEK9	-0.767
WARS2	-0.39675
TBX22	-0.483
TOMM40	-1.05775
RP6-213H19.1	1.20433333333333
TUBGCP5	-0.698
IGSF6	5.13125
TPPP	0.625666666666667
UNQ6190	0.5475
GSTM5	0.620125
BTD	1.12116666666667
PDCD1LG2	-0.171
SNRPB2	-0.0621666666666667
ERICH1	-0.174
APOA4	-1.57475
HOXA11	-2.2935
NARG1	-0.387125
MKX	-1.04625
RAB28	-0.0574285714285714
PKP3	1.33125
SH3GL2	-3.5875
CTSO	3.31775
RPN2	1.2351875
IL28RA	0.423
SFMBT1	0.18425
WDR57	-0.673
FER1L3	-0.358083333333333
HSF5	0.315166666666667
TTC9B	0.429
C4BPA	-4.51516666666667
ALB	-4.55592857142857
SORBS3	0.301375
UPF2	0.4605
JPH1	2.2965
AGBL2	1.12425
DOPEY1	1.1435
TERF1	0.647666666666667
KIF22	-1.51583333333333
NINJ1	1.66825
SEC61A2	0.118666666666667
HIST1H1D	-0.454166666666667
SFXN4	-0.312625
UCP3	-0.154
ZNF703	1.45316666666667
MYL6B	-0.60475
TREM1	2.29925
OR52E6	0.698
CKMT2	1.9075
HLA-C	0.651625
SLC13A3	-1.98233333333333
TIMP4	-2.091
SLIT2	2.13
RSF1	0.113388888888889
LONRF1	-0.961785714285714
MON1A	-0.348666666666667
CACNG6	-2.35066666666667
DPPA4	-5.53383333333333
ZSWIM3	0.67475
ZNF804A	-0.1025
CCIN	1.4485
SLC25A31	0.17925
KCNMB4	-0.19525
RABL5	0.8945
GALNS	-0.7746
STX6	0.56825
HIST1H1C	1.87133333333333
CIDEB	0.747
CASP4	-0.228166666666667
PDK3	-1.1315
KCNJ11	2.45
TPR	-0.67725
ZSCAN20	-0.848
MTX2	-0.185
HIST1H2BH	1.26675
LOC283767	1.0195
LYRM7	-1.54361111111111
BRD3	0.813333333333333
HIST1H2BO	1.0455
MAGEB10	-0.3535
SLC45A1	0.268
SERPINA3	1.68105
KIAA0143	2.0575
KCNJ16	0.345166666666667
KRT79	1.18175
FABP2	-0.99725
NUT	-0.2445
ZNF57	0.00324999999999999
FBXL4	1.377375
CLEC9A	0.7805
UGT8	-1.96283333333333
BMP2K	-0.41275
MAPK4	-4.15425
SLC25A23	-0.5186
HINT1	-0.6057
KRTAP13-1	0.4435
SFXN5	0.8447
CHCHD2	0.526666666666667
FAM3D	1.8875
NDP	-3.44425
RHOBTB1	-0.635
SLC4A4	-1.977375
RPL38	0.78175
HTF9C	-1.05083333333333
AP2A2	0.0845
ZBTB46	0.0315
MAP7D1	-0.545125
AOX1	-1.21783333333333
CYR61	-0.97025
DTNA	0.291785714285714
JRKL	-0.1695
TMOD3	-0.42225
EEA1	0.1299
ADCK5	0.683
IL1R1	3.8435
KLK3	0.597285714285714
HRSP12	1.253
KTN1	0.84875
LOH11CR2A	0.8146
RELL2	-1.05875
MAB21L1	1.44325
C20orf59	-0.399333333333333
PHKB	0.57875
ADAM2	-2.53133333333333
TBC1D8B	1.68983333333333
FAM13A1	-0.800125
LAPTM4B	1.56716666666667
LCN8	-0.0245
TMEM147	0.9115
SYT4	-0.2265
XPO7	-1.379
C9orf62	-0.09675
GPR75	-0.4505
TRIM5	-0.431375
APOC1	-0.351
RNASE4	2.68016666666667
PARD6B	0.844
ARID1A	0.145333333333333
TPD52L3	-0.0991
RRAGB	0.115166666666667
RCN2	-0.440166666666667
HIST2H2BE	0.3855
STARD7	-0.11725
SHMT2	-1.346
KIAA1751	-0.43
MLYCD	0.617125
LOC162632	-0.4347
UQCRH	-1.53975
RP11-217H1.1	1.32075
SDHA	-1.01883333333333
NCLN	-0.5153
ZNF17	0.34
RCBTB2	-1.74575
VEGFB	0.8669
RP4-747L4.3	0.644
COLQ	-0.2777
MPN2	-0.8976
DRG2	-0.4155
KLRB1	3.91725
ALPK2	-3.60525
DNASE2B	2.35825
FLJ23834	0.0116666666666666
AXUD1	0.103
SAFB	-0.7877
NSUN4	-0.5685
RFX2	0.223666666666667
MAPK8IP1	0.588333333333333
FANCD2	-1.86092857142857
ANKZF1	-1.22116666666667
C19orf50	-0.42075
DUSP8	1.246125
SENP5	1.611875
NFKBIL2	-0.729
LBR	-2.15025
IGFL1	-0.1
LZTS2	-0.261375
IL2RG	-1.866875
CCDC51	-0.22975
KLF3	0.857875
ANKRD37	-2.605
KCTD14	-0.825
FZR1	-0.587583333333333
SLC44A4	4.563
ESPL1	-1.212125
GMPR2	0.7856
TBC1D19	-0.636666666666667
ERGIC1	0.906185185185185
ERBB4	-1.2829
TSPAN32	-0.32475
MAP4	-0.86425
GPHN	-0.41025
SLC6A2	-0.210875
HIVEP1	0.20375
DFFB	-0.7564
EIF4EBP2	0.983875
DMRT1	-0.79875
HSPB6	-0.2395
IER2	-0.504
AIFM1	0.2605
WWC2	0.0560833333333333
MRPL4	-1.00075
FLJ21062	1.79133333333333
EPB41L4A	1.0365
SH2D6	0.46575
TAF4B	-1.0715
GAL3ST3	-0.2205
MALT1	-0.4945
RTDR1	0.52925
ARVCF	-0.575875
MEX3B	-0.7825
FBXO16	1.08675
KIF7	-1.2695
C1QC	4.3405
ZNF783	-0.234833333333333
ZNF85	0.1095
MMP13	3.8155
KIAA0329	0.247875
RTP3	-1.431
ZBED3	-0.25325
CLGN	-1.53925
SLC25A37	-2.07166666666667
hCG_18290	-0.312
OR5AS1	0.6315
SMARCC2	-0.0345833333333333
FAM109A	-0.068
CCDC12	-0.4115
USF2	0.2198
DEPDC7	-2.0715
C20orf24	0.799333333333333
JMJD3	0.4355
DSP	1.06785714285714
SLIC1	-0.079625
FAM20A	1.2635
IRF2BP2	1.171625
ZNF230	-0.494
MSN	-1.45364285714286
SLC9A5	-1.845
EPDR1	-2.6635
