Hybridization REF	TCGA-A8-A06X-01A-21R-A00Z-07
FOXE1	-0.946125
CNGA3	1.019
GML	0.539
CD38	-0.1845
ZDHHC6	0.672833333333333
NEFH	-3.33875
CTDSP2	1.22666666666667
PGBD5	-1.76933333333333
CCNY	1.6655
RMND5B	1.69008333333333
ZNF257	-0.1595
FLJ22167	0.45775
EXOSC7	-0.8535
ROR2	1.370125
MAOA	-1.842625
TNNT3	0.430166666666667
GYPC	-1.60325
C7orf33	0.427
PLIN	3.187
LOC90826	-0.4705
RNF4	-0.3323
F8A1	1.09016666666667
PLEKHG4	-0.61925
GRB2	1.33815
HIST1H2AD	-0.5985
DUS3L	-0.401333333333333
EIF1	-0.625166666666667
RP5-1077B9.4	-0.866
FPGT	1.41625
GDF10	-0.538833333333333
COQ9	0.087
GCC2	-0.427071428571429
RARRES3	2.1125
PLXNA1	-0.0942
KIAA0100	0.0463
PMF1	0.5
FNDC1	5.0465
HS2ST1	-0.550666666666667
CRELD2	0.53725
C8G	-1.495
CD82	-0.32375
LIM2	-0.933
UNQ6490	-0.1595
MMP16	0.0625
DRD3	0.4445
C5orf26	-2.55325
C11orf73	-1.4355
PTP4A2	0.288875
OR4M2	-0.174
HPCA	0.771
SEC14L1	-0.498166666666667
CHFR	0.547
EMILIN1	1.010375
NDUFS4	-1.1345
COL18A1	-0.679375
PDZD3	0.0929
C9orf16	-0.864833333333333
ERBB2IP	-0.567666666666667
EMX2	1.9455
FUS	-0.5165
TF	-4.0079
CLCN4	-0.0115
CXorf56	1.3325
C11orf72	0.23325
ELAC2	-1.00483333333333
NPR1	-0.67825
ASS1	0.0388333333333333
USP42	0.622125
POLR2J	-1.226
SEC23IP	0.728
UQCRC1	-0.0155
LOC729603	0.0325
C1orf71	-0.49175
POLG	0.1845
ADAM23	-3.63925
TFR2	-1.60725
RICTOR	-1.1938
MGC39606	-0.44125
C19orf55	-0.138125
SNAPC1	-2.17633333333333
GNA11	1.944
CCDC52	0.751333333333333
FSIP1	4.493
UPF3A	2.78075
IGSF11	-3.382
LAGE3	0.73775
CHST6	-3.6355
UNC13B	1.650375
TTLL4	-0.912125
ZNF687	0.755125
SDC2	-0.0578
COX7A2	0.5595
LAMB4	-0.37875
FAM24A	0.2435
LRRTM3	-1.013
GPHB5	0.50675
OR4C13	-0.5515
EIF3EIP	-0.405285714285714
HABP4	0.4405
TMEM125	3.368
CNTN2	1.228625
ASNSD1	-0.227
FUT4	1.22025
ACF	-3.9595
LOC158381	0.6255
CDH8	0.3515
AGPS	-1.33116666666667
C4orf18	0.871625
PECI	-0.232333333333333
UNG	0.404
GSTP1	-2.8045
DCUN1D5	-0.876333333333333
DKFZP564J0863	-0.04125
SLC9A3R1	2.63675
BCDO2	-0.751
CHMP7	0.324875
REM2	0.574
DNHD1	-1.1065
FKBP4	0.609625
ZNF350	1.07425
MGC11102	0.665625
BST1	0.3145
KISS1R	0.6105
NCR2	0.509
DEFB125	-0.0905
UBE2W	1.36975
KRT15	-1.28475
C10orf99	0.247
SCN11A	0.00442857142857144
GFI1	-2.11375
RDHE2	3.26733333333333
FHL1	-1.25666666666667
OSGEP	-1.27616666666667
GATA1	-3.607
SMC6	0.44475
TTTY14	-1.37475
LPIN3	0.1905
RPL4	-0.1746
RBPMS	0.9819
PRPF3	-0.191833333333333
EMR1	-2.6555
SPATA19	0.22275
XCR1	0.5915
IRX3	-2.3561
RBM6	-0.3605
KLF4	-0.8821
UNC5CL	-1.331
SEBOX	0.397
BTK	-0.28475
KRCC1	-0.03975
C6orf27	0.295
SYTL5	1.8255
PRND	0.724
LOC653319	-1.705
PIGL	-1.796375
HUS1	1.13833333333333
SFRS6	1.12433333333333
C17orf77	0.1975
UIMC1	-0.960666666666667
FXYD2	-2.0007
LOC283152	1.587
ZNF667	-1.57525
ZCCHC12	-0.48675
TFEC	3.7092
ATP7B	0.947333333333333
POLD2	0.730666666666667
RG9MTD1	0.58175
ACOT2	0.430833333333333
HIST1H4I	-0.64425
PPARGC1A	-3.6808
ETFA	0.0056
POLRMT	-0.308
ZNF146	0.317125
MIA2	-1.552
KLHL6	-0.8185
HOXB5	-1.052875
NENF	0.451833333333333
CUGBP1	0.92
PRSS22	2.112
CASC4	0.7919
CUL4B	0.1996
CENPJ	-1.1872
PITX1	0.2385
FLJ31033	1.18733333333333
CELSR3	0.690833333333333
ZNF568	-0.88575
ITSN1	-0.220833333333333
EHBP1L1	-1.18416666666667
C19orf2	1.139
DCTN1	1.36825
LIN28B	-2.91033333333333
TNKS2	0.401
C1QBP	-0.884125
CADPS2	0.395
SRMS	0.939
GJA9	0.312166666666667
MGC24975	-0.337166666666667
TRIM45	0.905833333333333
TSP50	-0.40725
TCP1	-0.129
TMED7	-0.2449
CMA1	0.2505
CENPL	0.3525
PTCRA	-0.0975
FST	-3.588
VWCE	-3.46525
PAWR	0.465
ABCC12	0.103833333333333
LDLR	1.1379
ASTN2	0.5572
LOC441212	-0.746625
GPATCH8	-0.1615
TANC2	0.4915
KIF4A	0.11625
C18orf18	-2.88875
PGM1	-0.68175
KIAA0258	1.68725
CPD	0.6135
SNCAIP	-1.6985
DCT	-4.31416666666667
HLA-DOA	2.99581818181818
OR11L1	0.447
UPK1B	-0.586666666666667
DNAJB4	-0.135875
UGT1A8	-0.12425
HIST1H4L	-1.74
PECR	-0.701333333333333
HSPA2	0.319
WFIKKN1	-3.0035
SERP1	0.98025
SYDE2	1.687
TACR2	0.9865
NUP85	0.256
CD177	0.188333333333333
LGR5	-2.16533333333333
PIGG	-0.123333333333333
PTHR1	-2.23416666666667
RAB5A	0.9374
FLJ13224	0.074
USP9Y	-1.68683333333333
C7orf53	-1.2655
LRP1B	-1.374
XAF1	3.3049
ABCG8	-0.028
ANKDD1A	-0.787
DAND5	-0.6845
SPAG6	1.80966666666667
LINCR	0.91925
ZDHHC22	-1.5945
CCDC60	0.1185
THOC7	-1.29566666666667
TCTA	0.7421
OR8K3	0.23775
NY-REN-7	-0.6905
B2M	1.81516666666667
C6orf141	-3.393
LPPR4	1.4715
SQLE	-0.92625
SEPHS1	1.32625
BTBD14B	0.393
PLRG1	-0.78975
SPG7	-0.1414375
ZNF614	0.0188333333333334
PARD6G	-0.307166666666667
INPP5B	0.801
GRPEL2	0.277375
PPID	-0.919
TRIM56	-0.1835
UBE2J1	0.95325
IL20RA	2.88475
LOC387856	0.69275
C1orf107	0.622666666666667
UTS2R	-0.14625
C19orf22	0.5495
SAFB2	0.247375
KIAA0652	0.893625
KLRG1	-1.216
MS4A8B	-0.119166666666667
FRAG1	-0.53975
KIAA1546	0.00550000000000002
E2F4	-0.9784
CLEC4M	-0.344333333333333
BTBD14A	-0.371
KIAA0999	0.1957
GYPA	-3.65383333333333
TAC1	-0.7558
TRAIP	-1.027
KIAA0232	0.7015
ERCC8	-0.98675
GPX4	1.097875
KIAA0368	-0.960625
GPR157	-0.00166666666666667
CTAGE4	1.8935
C9orf30	-0.874
OR52A1	0.231
HSP90B3P	0.23
ALG9	-0.2933
BTBD10	0.632
SDK2	-0.2205
BAIAP3	-0.095
RABGGTB	-0.034875
ANKRD40	1.461
KRT74	0.647
CALCOCO2	0.192357142857143
SNCA	-3.75075
TMSL8	-6.97675
C2orf53	0.0865
ESRRB	-0.2375
ARHGAP26	-1.272875
TDRD9	-2.9355
HRAS	-0.306
KLRC4	-1.821
JAGN1	0.00733333333333333
BSDC1	0.491
RNF43	0.4766
NDUFAF1	0.59975
PHF12	0.32175
OR1L3	-0.092
FOLR2	2.0295
LYZL6	0.0405
tcag7.1260	-1.75
WSB1	-1.44533333333333
PROS1	-1.6249
OSTN	0.588
PSMB8	1.43975
SOCS4	0.01675
DDIT4L	0.8965
MAS1	0.189
MGC34796	2.70225
CSHL1	0.496833333333333
TBCCD1	0.741833333333333
ZBTB7C	0.559
AP2S1	-0.581875
P15RS	0.73
VAT1	-0.3492
SHANK3	0.798
TUFM	0.239833333333333
THEG	-0.472
KRT34	-2.4905
SGSM3	-0.752125
TOMM22	-0.82425
SOCS3	1.53933333333333
CPO	-0.066
POP4	0.88275
BHLHB3	0.85225
MALL	1.35375
OR1B1	0.142
PARK2	0.637333333333333
GPR124	-0.158125
LCE1E	0.542
RUVBL2	-0.06875
CGRRF1	0.2333
ACPL2	-0.141
WNT10B	0.941875
BAIAP2L2	-2.534875
ISCA1	0.434
C1orf125	-0.117
RPAP1	-1.44225
RAI16	-0.861
RPL27	-1.83375
NLRP9	-0.0275
EPN1	-0.0945
LOC388610	-0.01725
SLC35A1	1.1593
GAL	-4.298
SLC14A2	0.66025
RDH11	-0.605833333333333
FAM138F	-0.0535
AUH	0.36875
FLJ40243	0.118
C14orf129	1.03483333333333
MBD2	0.7945
ABHD14B	-0.068875
PIGT	1.01775
ALS2CR4	-0.3185
ALAS1	0.6887
FOXO1	1.20716666666667
CRLF3	-1.165125
C20orf107	0.3925
FARS2	1.1435
CCDC28A	-0.00174999999999999
NPHP3	-1.2155
OR13F1	0.3675
TSEN54	0.89925
DEFB106B	0.1496
OR8B4	0.1245
STH	0.96525
ZC3H14	-0.179125
CBX2	-0.2285
TMEM49	0.20525
C6orf21	0.664
FLJ20920	1.182125
CRTAP	-0.255857142857143
DDX50	-0.33875
STYXL1	-0.319
BLVRB	-0.135333333333333
LOC147650	-1.40066666666667
MMP24	-0.25975
GRID1	0.691333333333333
BANF1	0.572
CTAGEP	0.34725
HMBS	-2.8605
SLC25A24	-0.169
C14orf50	0.8485
MRO	1.51033333333333
SLC25A15	-0.55975
FAM84B	0.5687
TDP1	-0.637
C16orf78	0.166833333333333
C11orf57	-0.5315
RFK	-0.557875
ZFYVE9	-2.945875
STCH	-0.3007
WIBG	0.86975
LOC283871	0.425833333333333
GBA2	-0.3132
NDUFB3	-0.5365
HSD17B13	-0.445
GRIN3A	1.92983333333333
FMNL1	-0.251333333333333
SEPT7	0.2649
GNLY	4.477
GRAMD1C	-0.165833333333333
ZNF165	1.852
USP38	1.53575
FAM83A	-2.85866666666667
C14orf24	0.637583333333333
ARMCX3	0.515125
ARHGDIB	-0.224666666666667
AK1	0.113375
KIAA1045	0.0285
DNAJB13	-0.2355
NEU2	0.627
HIST1H4B	-1.76483333333333
FAM20B	0.6082
HES2	1.66942857142857
FAM73B	-0.5419
LOC388381	-0.059
INTS7	0.910909090909091
AMPH	1.8435
ZNF775	-0.368875
UCKL1	0.2585
C10orf97	1.3415
C1orf161	0.193
ALDH1L1	-1.9645
FLJ39378	0.18225
SLC23A1	-3.2155
RBM4B	0.54375
THAP4	-0.0708333333333333
OGFRL1	0.598
KIAA0831	-0.445625
PPP1R15A	0.487166666666667
C1orf96	0.601142857142857
C12orf11	-1.0635
BMF	1.115625
MAN1A1	-1.66725
KIAA1600	0.516
NLGN4X	-2.50225
ALOX12	-1.47333333333333
RB1CC1	0.8637
NEIL2	0.3448
EIF4E	-0.0485454545454545
ABHD5	0.927
EXOC4	0.594666666666667
CIP29	-0.649666666666667
BATF2	2.335
SLC29A4	0.051
HTR4	0.107
EMB	0.56875
TRAF6	0.84725
LMNB1	-4.45475
FAM19A5	0.783375
SHE	1.46925
PIK3C2B	1.308
C15orf15	-0.6645
USP15	-0.2783
TCEAL2	-0.793
C5orf39	-1.7185
PTGER2	-0.63225
SLC31A1	-0.351875
IFT172	0.164
ADAM29	0.499
GFOD1	0.80125
ST7L	0.308
C15orf26	-2.7375
PKN3	-1.95725
CNTD1	2.19533333333333
COMMD1	0.952375
NTRK2	1.67775
FOXN3	-0.057625
MFGE8	-0.3774
PFKFB2	1.56633333333333
TAS2R4	-0.3195
ENTHD1	0.121
PRMT5	-0.350875
MGC16384	-0.74625
LOC442229	-0.344
TSKU	0.703375
KRTCAP3	3.64425
PDLIM1	0.2257
KCNS2	-0.21725
RNF126	-0.573833333333333
CEP63	-0.276
CLIC4	0.323875
hCG_1990170	-0.8615
ACR	1.6935
KLK7	-0.4035
ALOX5AP	2.3235
RIPK3	4.232
TAS2R9	0.3315
C19orf18	-0.0565
BIRC6	0.765428571428571
ZNF16	1.708
RFT1	-1.105
SLC8A2	-0.4245
TACC1	-0.506375
ITGAD	2.184
SAMHD1	2.80075
SH3PXD2B	2.1313
EPC2	1.5925
C20orf85	0.239625
ATP13A2	0.921166666666667
KRT4	0.284375
CAPNS1	1.03025
MDM2	0.371583333333333
PCDH20	0.8895
KCNK9	0.7125
OR2C1	-0.109
KLHDC3	-0.763333333333333
IPPK	1.6845
EFHD2	0.150375
GALR3	-0.32875
NBEA	-0.0943333333333333
ABCA6	2.2114
CLDN3	2.941
AKT2	-0.425357142857143
EGFR	-3.8598
RBM16	0.580375
ZDHHC3	0.204
SLC25A4	0.0391666666666667
CYB5B	-0.752166666666667
CPXM1	0.081
NDRG1	-1.16269230769231
FLJ43826	0.30725
OR5L2	0.649833333333333
FARP2	0.5465
MRPL46	0.40075
LDHAL6B	-0.172
MAPKAPK3	0.208666666666667
NCAM2	-1.2835
PRKD2	0.628666666666667
ZFP36L1	0.3353
CYSLTR1	-0.89025
OR4C3	0.73475
HIST1H2AJ	2.7635
CCNB2	-1.184
ZNF10	-0.2685
TMEM175	0.2255
FAM134A	1.04783333333333
TIGD4	-0.4385
PCNP	-0.8905
MGC39715	0.4905
LQK1	-0.83025
CREB1	1.166
TMPRSS3	-1.1675
C4orf32	0.586375
LAT	-2.19983333333333
KCNA3	-0.0685
SKIV2L2	-0.78475
ROPN1B	-4.49875
tcag7.23	-0.6445
CDT1	-2.253375
ZHX2	1.21325
CD28	-3.808
ZNF624	0.474
SEPT2	0.414
SOHLH2	-0.071875
MCOLN3	1.517
UNQ1945	0.482
MASP2	-1.3275
ZNRF3	-0.3732
GPATCH3	-0.15975
AGL	0.285875
QRICH2	0.061
PSD4	0.413666666666667
CCNB1IP1	-2.0925
ENPP7	0.34775
OBFC1	-0.25625
KCNG3	-2.25575
C14orf79	0.226416666666667
ENPEP	1.97016666666667
SCT	1.7695
SKI	1.082375
SEC61G	-0.10475
CAPN11	0.117
ATXN7L3	0.47775
DBNDD1	1.18116666666667
FAIM	0.662
ANKRD36	-0.262
GABRP	1.66766666666667
TACSTD2	0.348666666666667
EIF3J	-0.18875
PPP2R2A	-0.35775
TEKT4	-0.439666666666667
PVALB	-4.081
F10	-3.442
FAM134C	1.2966
COMP	4.274375
EFCBP1	-2.71075
SCLT1	-0.32775
TAL1	-1.2172
ACSL1	0.3085
ABCC5	0.338166666666667
ABL1	-0.378555555555556
RBBP7	-0.0545833333333333
PTPRG	-0.740375
NCOR1	-0.0172999999999999
SPINK4	-1.48566666666667
TXNRD1	-0.6907
TNRC15	-0.0825
C9orf138	0.788875
UBE2H	2.75633333333333
BRDT	-0.375333333333333
C8orf31	0.10875
CCNE2	-1.09527272727273
SLC6A8	-1.329625
CALCR	-4.21875
PPP1CB	0.66
ABHD8	0.77725
ARF5	0.3373
SLC24A4	0.6925
CCT3	1.13825
ZNF121	1.543375
SLC3A2	-0.1369
OR13A1	0.29
SLC5A10	0.23075
RAD50	-0.508125
IER5	0.475375
MTHFD1L	-1.2025
MBTPS2	0.17025
MVK	-0.176125
NCL	-0.2846
PSMD10	-0.031
MOBP	0.147625
FLJ32894	0.307
HRH1	-0.886333333333333
C5orf30	-0.24475
NUDT16L1	1.0918
RASGRP3	3.7385
PRKRIP1	-0.8164
CCDC75	0.39775
LOC253970	0.34675
KIAA1239	-0.2075
MED21	-0.13575
SYT11	0.276416666666667
NTSR2	0.8515
EGFL11	-0.653
CXorf59	-0.3685
OR2A25	0.33675
SPTBN2	0.15825
LRMP	-1.67
RNF111	0.2155
PTH	0.6005
LOC619208	0.0168333333333333
KIAA0895	1.7075
RANBP5	-0.75375
P2RY10	1.211
NME5	-1.064
DDX21	-0.50725
LRSAM1	0.759
HDAC11	2.04116666666667
VMO1	1.25425
NOLA2	0.741666666666667
ADAR	1.5245
MTO1	-0.712166666666667
SF4	0.898166666666667
P2RX1	-0.235333333333333
HBM	0.1925
EN2	-0.118
C14orf172	0.83525
TM9SF2	1.905
INHBE	-0.924333333333333
TCTE3	0.268
TOX2	-3.46325
CTAGE3	-0.011625
HBB	2.824
MED15	-0.890666666666667
CASR	0.29925
C6orf66	-0.703333333333333
MTPN	-0.364
UNC50	-0.45
C21orf33	0.286375
IRF2	0.412875
PGR	-2.49633333333333
GPR84	2.41225
CROCCL1	-2.8435
SRPX	-2.10075
BRE	0.527833333333333
FGF10	0.60225
SDC3	0.960333333333333
ZRSR1	0.125666666666667
DKFZP434P211	0.25725
SOX6	-0.028
RPUSD2	-0.685
C14orf173	-0.228583333333333
MAPK11	-0.943166666666667
TBC1D22A	0.927
FAM123A	-0.886
COL4A6	-4.657
TOMM70A	0.14775
NAB1	0.61775
MGC16385	-0.918
TSPAN18	-0.4545
MED31	-1.9105
PLG	-0.4705
CAPSL	0.365
ZNF532	0.8142
ASB14	-0.05575
CA8	0.73775
NUDT16P	2.55183333333333
SLFN11	-1.187
LRRIQ2	0.297625
NOL7	-0.124166666666667
BRMS1L	-1.128375
JARID1A	0.128
PANK2	-0.28725
ICAM3	-0.231
MDS1	-0.80975
TAF8	0.153
RNF139	0.41075
ZNF594	-1.18466666666667
ADAM8	1.24675
SFTPC	-0.411125
MAN2B2	1.93225
RGS12	0.2408125
EIF1AY	-5.27558333333333
LRRIQ1	-0.803166666666667
GPR150	0.07575
CCDC21	0.589833333333333
PRRG3	0.37875
SAA4	-4.25425
RAPGEF5	0.665625
ZCCHC2	-0.254916666666667
MGC39372	0.8125
PPP4R2	-0.000666666666666686
CDCA2	-1.32016666666667
OR4D5	0.685666666666667
PTGFRN	1.1129
SIGLEC5	1.383
C19orf61	0.145333333333333
NMUR2	0.2585
KIAA1586	-0.810333333333333
DAGLA	1.154
CHCHD6	0.26675
GPR32	0.552
NEUROD6	0.323666666666667
SLC2A4RG	-0.0818125
CA5B	-0.575
FBXL3	1.2285
MPHOSPH9	-0.17
HMG2L1	0.52225
HCN4	0.01
CEACAM19	1.36375
SH2D4B	0.770166666666667
HFE2	-1.044
TGM4	0.264833333333333
LYPD2	0.3555
TBC1D15	0.2665
MRPS21	-0.2184
NONO	-0.3864
CLEC5A	0.447375
ITCH	-0.2467
MGAT3	-1.61316666666667
MBP	-0.039875
RPP25	-3.22875
SOSTDC1	-4.1955
HRC	-1.4885
TRIM48	-0.084
TMEM133	-0.95425
ECEL1P2	-1.51166666666667
HOXC11	1.311
DOK5	-1.2715
HELZ	1.15916666666667
LOC348180	-1.1845
MGC33894	0.322
ADRB3	0.4475
DMD	-0.684916666666667
PTRH2	-0.0205
MPEG1	3.73766666666667
NDUFA12	0.224333333333333
KRTAP2-4	-0.0163333333333333
STAMBPL1	-1.79516666666667
ADCY2	-1.22983333333333
UNQ6125	-0.042
KLHL20	0.431833333333333
SRM	-0.6335
OTC	-0.59025
TMIE	0.277833333333333
SNX8	0.6085
LIPK	-0.047
CHURC1	-0.74525
KLC2	0.741
HDAC1	0.238666666666667
FAM128A	0.911
FNDC3B	-0.0246
MTCP1	-0.108166666666667
WFDC10B	0.0468
PCDHGB3	-0.2345
ATRNL1	-2.9267
CAV2	-1.1115
MED26	0.981
DUS1L	0.815
CHRM3	-1.844
NEK9	1.15125
WARS2	0.45125
TBX22	0.0665
TOMM40	-0.61875
RP6-213H19.1	0.810666666666667
TUBGCP5	-0.2655
IGSF6	5.37875
TPPP	0.744333333333333
UNQ6190	-0.285
GSTM5	1.17375
BTD	1.74533333333333
PDCD1LG2	1.8055
SNRPB2	-0.939666666666667
ERICH1	-0.48425
APOA4	-1.66875
HOXA11	-1.20725
NARG1	-1.19475
MKX	-0.646
RAB28	-0.416214285714286
PKP3	0.73375
SH3GL2	-1.91825
CTSO	2.74825
RPN2	0.581875
IL28RA	-0.152833333333333
SFMBT1	0.081
WDR57	-0.104875
FER1L3	0.343583333333333
HSF5	0.6735
TTC9B	0.84475
C4BPA	-4.41233333333333
ALB	-4.19478571428571
SORBS3	-0.5135
UPF2	0.246
JPH1	2.4075
AGBL2	-2.208
DOPEY1	0.9755
TERF1	-0.988583333333333
KIF22	0.67
NINJ1	0.146
SEC61A2	1.12475
HIST1H1D	-0.269166666666667
SFXN4	0.302
UCP3	0.2881
ZNF703	1.4175
MYL6B	-1.12475
TREM1	0.89875
OR52E6	0.5745
CKMT2	0.289
HLA-C	2.6235
SLC13A3	-1.53133333333333
TIMP4	-1.40925
SLIT2	1.94875
RSF1	0.447388888888889
LONRF1	-1.50085714285714
MON1A	-0.235166666666667
CACNG6	-2.35133333333333
DPPA4	-5.45166666666667
ZSWIM3	-0.164
ZNF804A	0.9135
CCIN	0.78825
SLC25A31	0.3425
KCNMB4	-1.8155
RABL5	0.284375
GALNS	0.2926
STX6	1.0255
HIST1H1C	-1.779
CIDEB	-0.066625
CASP4	-0.5625
PDK3	0.7243
KCNJ11	1.8815
TPR	0.134375
ZSCAN20	-1.2575
MTX2	0.61525
HIST1H2BH	0.595
LOC283767	0.76
LYRM7	-2.12366666666667
BRD3	0.122166666666667
HIST1H2BO	-0.728
MAGEB10	0.295
SLC45A1	1.61425
SERPINA3	-0.7292
KIAA0143	1.326
KCNJ16	-0.265166666666667
KRT79	0.80775
FABP2	-0.87125
NUT	-0.479
ZNF57	0.31525
FBXL4	1.26625
CLEC9A	0.7765
UGT8	1.58533333333333
BMP2K	0.03275
MAPK4	-4.23725
SLC25A23	0.1605
HINT1	-1.3856
KRTAP13-1	0.948
SFXN5	0.8841
CHCHD2	1.06358333333333
FAM3D	0.7505
NDP	-4.107625
RHOBTB1	0.1205
SLC4A4	-1.871625
RPL38	0.262
HTF9C	-0.880166666666667
AP2A2	0.515625
ZBTB46	0.8905
MAP7D1	0.55175
AOX1	-1.55083333333333
CYR61	0.426583333333333
DTNA	1.4
JRKL	-0.902
TMOD3	0.26925
EEA1	0.5906
ADCK5	0.377
IL1R1	0.450333333333333
KLK3	0.207384615384615
HRSP12	-1.003
KTN1	-0.15325
LOH11CR2A	-0.4784
RELL2	-1.83575
MAB21L1	1.10225
C20orf59	-0.1845
PHKB	-0.148
ADAM2	-1.8505
TBC1D8B	0.804833333333333
FAM13A1	-1.818
LAPTM4B	-0.6545
LCN8	0.3155
TMEM147	0.8305
SYT4	0.220333333333333
XPO7	-2.223
C9orf62	-0.50075
GPR75	0.7995
TRIM5	0.887625
APOC1	1.1025
RNASE4	0.226666666666667
PARD6B	-0.509625
ARID1A	1.23608333333333
TPD52L3	0.2412
RRAGB	2.36666666666667
RCN2	0.00750000000000001
HIST2H2BE	-0.1711875
STARD7	0.94775
SHMT2	0.09925
KIAA1751	0.504666666666667
MLYCD	0.478375
LOC162632	1.3517
UQCRH	-1.4655
RP11-217H1.1	0.6046875
SDHA	0.561166666666667
NCLN	0.3965
ZNF17	0.724166666666667
RCBTB2	-1.9525
VEGFB	-0.3202
RP4-747L4.3	-1.02925
COLQ	1.7776
MPN2	-0.2795
DRG2	-0.25975
KLRB1	2.0535
ALPK2	-2.29625
DNASE2B	0.0855
FLJ23834	-0.713166666666667
AXUD1	1.37333333333333
SAFB	0.1961
NSUN4	0.8365
RFX2	0.671
MAPK8IP1	-0.470333333333333
FANCD2	-0.662071428571429
ANKZF1	-2.075
C19orf50	0.122875
DUSP8	1.120375
SENP5	0.513125
NFKBIL2	-0.287
LBR	-1.96975
IGFL1	4.1805
LZTS2	0.2135
IL2RG	-0.34575
CCDC51	-0.71025
KLF3	0.20475
ANKRD37	-2.16575
KCTD14	-1.65316666666667
FZR1	0.794166666666667
SLC44A4	3.7838
ESPL1	-0.477125
GMPR2	-0.6291
TBC1D19	-0.0693333333333333
ERGIC1	0.454074074074074
ERBB4	3.0619
TSPAN32	-0.0698333333333333
MAP4	0.745142857142857
GPHN	-0.27175
SLC6A2	-0.479625
HIVEP1	1.0295
DFFB	0.1041
EIF4EBP2	0.929625
DMRT1	-0.154
HSPB6	-0.056
IER2	0.799833333333333
AIFM1	0.419
WWC2	-0.818666666666667
MRPL4	0.66325
FLJ21062	0.333666666666667
EPB41L4A	-0.709166666666667
SH2D6	0.37075
TAF4B	0.828
GAL3ST3	0.374
MALT1	-0.8935
RTDR1	-0.1345
ARVCF	-0.204
MEX3B	-0.0661666666666667
FBXO16	-0.784
KIF7	-0.1965
C1QC	3.8585
ZNF783	-0.9975
ZNF85	0.4795
MMP13	5.6765
KIAA0329	0.127375
RTP3	-1.6715
ZBED3	-0.85075
CLGN	-4.797
SLC25A37	-2.10220833333333
hCG_18290	-0.13875
OR5AS1	1.331
SMARCC2	0.228833333333333
FAM109A	0.780666666666667
CCDC12	-0.82975
USF2	1.068
DEPDC7	-2.99125
C20orf24	-0.0978333333333333
JMJD3	0.634
DSP	2.08964285714286
SLIC1	0.5255
FAM20A	1.4765
IRF2BP2	0.23475
ZNF230	-1.405
MSN	0.302
SLC9A5	-2.623
EPDR1	-1.1529
MUSK	0.272
