Hybridization REF	TCGA-C8-A131-01A-11R-A115-07
LRRTM3	-1.45616666666667
GPHB5	0.3335
OR4C13	-0.171
EIF3EIP	0.2865
HABP4	-0.9185
TMEM125	3.532
CNTN2	-0.007125
ASNSD1	-0.53425
FUT4	-0.1085
ACF	-2.60975
LOC158381	0.1225
CDH8	-0.21175
AGPS	-2.34566666666667
C4orf18	1.9635
PECI	-1.41641666666667
UNG	-0.857875
GSTP1	-1.64425
DCUN1D5	-1.38133333333333
DKFZP564J0863	-0.46575
SLC9A3R1	-0.248375
BCDO2	-0.098125
CHMP7	-0.1975
REM2	0.1
DNHD1	-0.737
FKBP4	-0.772625
ZNF350	1.21375
MGC11102	0.334
BST1	0.522
KISS1R	0.846
NCR2	0.0325
DEFB125	-0.36
UBE2W	1.44975
KRT15	2.02525
C10orf99	0.4585
SCN11A	-0.119875
GFI1	-2.119
RDHE2	0.811166666666667
FHL1	-1.73383333333333
OSGEP	-0.00533333333333334
GATA1	-2.18566666666667
SMC6	-0.13675
TTTY14	-0.95525
LPIN3	-0.076
RPL4	-0.5844
RBPMS	0.1392
PRPF3	-0.198166666666667
EMR1	-2.169
SPATA19	-0.2245
XCR1	0.6935
IRX3	2.0396
RBM6	-0.82925
KLF4	-0.3392
UNC5CL	-1.896
SEBOX	0.339
BTK	-1.31325
KRCC1	2.48525
C6orf27	0.6925
SYTL5	-1.244
PRND	1.850875
LOC653319	-0.7565
PIGL	-1.254875
HUS1	0.2325
SFRS6	0.572166666666667
C17orf77	0.362
UIMC1	-1.0825
FXYD2	-1.2616
LOC283152	2.26775
ZNF667	0.13025
ZCCHC12	-0.4565
TFEC	2.6302
ATP7B	-0.111833333333333
POLD2	-0.583333333333333
RG9MTD1	-0.731
ACOT2	-0.3285
HIST1H4I	0.25375
PPARGC1A	1.0185
ETFA	-0.3878
POLRMT	0.11925
ZNF146	0.221375
MIA2	-2.274
KLHL6	-0.809666666666667
HOXB5	-0.42575
NENF	1.05783333333333
CUGBP1	0.03475
PRSS22	2.31066666666667
CASC4	1.9093
CUL4B	-0.1773
CENPJ	-0.6513
PITX1	1.3025
FLJ31033	0.434833333333333
CELSR3	0.434166666666667
ZNF568	0.3895
ITSN1	0.702333333333333
EHBP1L1	-0.516
C19orf2	-0.7525
DCTN1	0.47
LIN28B	-3.58883333333333
TNKS2	-0.09125
C1QBP	-0.749875
CADPS2	2.015
SRMS	0.6075
GJA9	0.259666666666667
MGC24975	-0.133333333333333
TRIM45	-1.26116666666667
TSP50	1.07425
TCP1	-0.8895
TMED7	-0.5916
CMA1	0.0225
CENPL	0.183666666666667
PTCRA	0.1055
FST	-2.48425
VWCE	-2.60225
PAWR	0.77825
ABCC12	0.670833333333333
LDLR	0.0245
ASTN2	-0.2061
LOC441212	-0.148625
GPATCH8	0.046
TANC2	-0.361166666666667
KIF4A	-1.16575
C18orf18	-1.47525
PGM1	-0.65825
KIAA0258	0.61575
CPD	1.035
SNCAIP	0.24175
DCT	-2.9895
HLA-DOA	2.29395454545455
OR11L1	0.6905
UPK1B	-0.218166666666667
DNAJB4	-0.619125
UGT1A8	-0.33475
HIST1H4L	1.426
PECR	-1.03366666666667
HSPA2	2.1565
WFIKKN1	-1.3735
SERP1	-0.242
SYDE2	4.4825
TACR2	0.3255
NUP85	-0.85525
CD177	-0.251666666666667
LGR5	-1.81383333333333
PIGG	-0.439
PTHR1	-0.951833333333333
RAB5A	0.2553
FLJ13224	0.1955
USP9Y	-1.71266666666667
C7orf53	-0.925
LRP1B	0.5535
XAF1	1.0205
ABCG8	-0.1755
ANKDD1A	-0.265666666666667
DAND5	-1.4865
SPAG6	0.150833333333333
LINCR	1.0645
ZDHHC22	-0.847875
CCDC60	-0.149
THOC7	-1.12516666666667
TCTA	0.869
OR8K3	0.50125
NY-REN-7	-1.244
B2M	0.561666666666667
C6orf141	-1.000125
LPPR4	2.8075
SQLE	-0.166
SEPHS1	0.35575
BTBD14B	0.862928571428571
PLRG1	-0.719
SPG7	-0.5091875
ZNF614	-0.367166666666667
PARD6G	1.262
INPP5B	-0.6754
GRPEL2	-0.291
PPID	-0.1638
TRIM56	-0.1235
UBE2J1	0.039375
IL20RA	4.55125
LOC387856	0.00724999999999999
C1orf107	0.513916666666667
UTS2R	0.9205
C19orf22	0.939
SAFB2	0.134625
KIAA0652	-0.556
KLRG1	-0.9465
MS4A8B	0.2705
FRAG1	0.5895
KIAA1546	1.20025
E2F4	-0.9231
CLEC4M	0.078
BTBD14A	0.9365
KIAA0999	-0.7213
GYPA	-3.54683333333333
TAC1	-0.7054
TRAIP	-0.269166666666667
KIAA0232	0.8033
ERCC8	-2.111125
GPX4	0.84825
KIAA0368	-0.606
GPR157	-0.755333333333333
CTAGE4	1.5605
C9orf30	-0.722166666666667
OR52A1	0.274
HSP90B3P	-0.2205
ALG9	-0.2554
BTBD10	0.325
SDK2	-0.1565
BAIAP3	0.115
RABGGTB	-1.019
ANKRD40	-0.545333333333333
KRT74	0.0685
CALCOCO2	-0.7485
SNCA	-2.65725
TMSL8	-0.13725
C2orf53	0.574
ESRRB	-0.25725
ARHGAP26	0.77825
TDRD9	-1.82525
HRAS	0.145166666666667
KLRC4	-2.185
JAGN1	-0.174666666666667
BSDC1	0.37775
RNF43	-0.6619
NDUFAF1	-0.70325
PHF12	0.60825
OR1L3	0.34025
FOLR2	2.10258333333333
LYZL6	-0.0701666666666667
tcag7.1260	0.0065
WSB1	-1.43833333333333
PROS1	-1.477
OSTN	0.665
PSMB8	0.08925
SOCS4	-0.547875
DDIT4L	-0.358
MAS1	0.0975
MGC34796	0.41125
CSHL1	0.290166666666667
TBCCD1	-0.0943333333333333
ZBTB7C	0.416
AP2S1	0.50975
P15RS	-0.452
VAT1	-0.3589
SHANK3	0.986333333333334
TUFM	-0.320333333333333
THEG	-0.084
KRT34	-1.41925
SGSM3	0.127
TOMM22	-0.12575
SOCS3	1.35566666666667
CPO	-0.026
POP4	-0.2805
BHLHB3	1.6375
MALL	3.139
OR1B1	0.3985
PARK2	0.0198333333333333
GPR124	0.561125
LCE1E	0.154
RUVBL2	-0.543
CGRRF1	-0.4282
ACPL2	-0.771
WNT10B	-2.2
BAIAP2L2	-1.171625
ISCA1	-0.3965
C1orf125	0.02775
RPAP1	-0.24575
RAI16	0.00216666666666667
RPL27	-0.738125
NLRP9	-0.2395
EPN1	0.4875
LOC388610	-1.61075
SLC35A1	0.4801
GAL	-2.86975
SLC14A2	0.432
RDH11	0.300666666666667
FAM138F	-0.0135
AUH	-0.18325
FLJ40243	0.50675
C14orf129	-0.488
MBD2	-0.0925
ABHD14B	-0.352625
PIGT	0.27375
ALS2CR4	0.25475
ALAS1	-0.4525
FOXO1	1.45083333333333
CRLF3	-0.57325
C20orf107	-0.523
FARS2	0.05325
CCDC28A	0.144
NPHP3	-1.08575
OR13F1	0.5335
TSEN54	-0.40875
DEFB106B	0.2938
OR8B4	0.247
STH	-0.98975
ZC3H14	-0.49725
CBX2	0.044
TMEM49	-1.489
C6orf21	0.553
FLJ20920	0.694
CRTAP	-0.737714285714286
DDX50	-0.3505
STYXL1	-0.85175
BLVRB	-0.418833333333333
LOC147650	-0.430666666666667
MMP24	-0.13425
GRID1	2.05266666666667
BANF1	0.0651666666666667
CTAGEP	0.59775
HMBS	-1.468
SLC25A24	-0.561333333333333
C14orf50	1.83675
MRO	0.4
SLC25A15	-0.24175
FAM84B	1.4317
TDP1	-0.769
C16orf78	-0.1845
C11orf57	0.0175
RFK	-1.214875
ZFYVE9	-1.097125
STCH	-1.0962
WIBG	0.5155
LOC283871	-0.496666666666667
GBA2	-0.7147
NDUFB3	0.12025
HSD17B13	-0.08675
GRIN3A	0.752
FMNL1	-0.898166666666667
SEPT7	0.3512
GNLY	3.495
GRAMD1C	0.6285
ZNF165	0.49675
USP38	1.2045
FAM83A	-1.28333333333333
C14orf24	0.634166666666667
ARMCX3	0.377
ARHGDIB	-0.124166666666667
AK1	0.074125
KIAA1045	0.089
DNAJB13	-0.445
NEU2	0.446
HIST1H4B	0.276333333333333
FAM20B	-0.315
HES2	1.68657142857143
FAM73B	-0.7847
LOC388381	0.04625
INTS7	-0.166272727272727
AMPH	1.121
ZNF775	-0.032625
UCKL1	-0.906333333333333
C10orf97	-0.25675
C1orf161	0.99325
ALDH1L1	0.5325
FLJ39378	-0.449
SLC23A1	-1.4365
RBM4B	0.4925
THAP4	0.247166666666667
OGFRL1	0.6915
KIAA0831	0.255875
PPP1R15A	0.652333333333333
C1orf96	0.517
C12orf11	-1.22175
BMF	1.20125
MAN1A1	-0.27375
KIAA1600	0.934166666666667
NLGN4X	0.19275
ALOX12	-1.34816666666667
RB1CC1	0.1247
NEIL2	-0.1915
EIF4E	-0.0800454545454545
ABHD5	-0.34225
EXOC4	-0.4215
CIP29	0.495
BATF2	-0.005
SLC29A4	0.66075
HTR4	0.17775
EMB	-1.48525
TRAF6	0.63225
LMNB1	-1.53125
FAM19A5	-0.755
SHE	1.57075
PIK3C2B	1.062
C15orf15	-1.2467
USP15	-0.4934
TCEAL2	-0.95975
C5orf39	0.402333333333333
PTGER2	-2.419
SLC31A1	0.07975
IFT172	0.307
ADAM29	1.28625
GFOD1	-0.00775
ST7L	-0.101
C15orf26	-2.94125
PKN3	-1.0245
CNTD1	0.968833333333333
COMMD1	0.557
NTRK2	1.28416666666667
FOXN3	-0.053875
MFGE8	-0.1484
PFKFB2	1.312
TAS2R4	-0.33725
ENTHD1	0.367666666666667
PRMT5	-1.604375
MGC16384	-1.474875
LOC442229	-0.6095
TSKU	0.935125
KRTCAP3	2.962875
PDLIM1	0.7785
KCNS2	0.4665
RNF126	-0.00900000000000002
CEP63	0.29625
CLIC4	-0.219875
hCG_1990170	-1.40075
ACR	0.5896
KLK7	-0.00874999999999999
ALOX5AP	2.931125
RIPK3	2.7375
TAS2R9	0.32
C19orf18	1.2705
BIRC6	0.346
ZNF16	1.281
RFT1	-0.343
SLC8A2	-0.478
TACC1	0.518
ITGAD	0.06525
SAMHD1	0.7205
SH3PXD2B	1.2657
EPC2	0.964
C20orf85	1.1815
ATP13A2	0.363333333333333
KRT4	3.0175
CAPNS1	0.08125
MDM2	-0.237
PCDH20	5.84625
KCNK9	0.41
OR2C1	-0.3675
KLHDC3	-0.252666666666667
IPPK	-0.747
EFHD2	0.1825
GALR3	1.03775
NBEA	-0.255333333333333
ABCA6	1.9406
CLDN3	1.99383333333333
AKT2	-0.283285714285714
EGFR	1.3046
RBM16	0.852875
ZDHHC3	0.5008
SLC25A4	-2.38216666666667
CYB5B	-0.852833333333333
CPXM1	0.499
NDRG1	1.17330769230769
FLJ43826	-0.04025
OR5L2	0.422666666666667
FARP2	-0.2563
MRPL46	-0.839833333333333
LDHAL6B	0.330166666666667
MAPKAPK3	0.162333333333333
NCAM2	-3.8435
PRKD2	-0.0741666666666667
ZFP36L1	1.9
CYSLTR1	-0.99175
OR4C3	0.15225
HIST1H2AJ	0.558
CCNB2	-0.781
ZNF10	-0.606625
TMEM175	0.575
FAM134A	0.3835
TIGD4	-0.6505
PCNP	-1.4265
MGC39715	1.3405
LQK1	-0.0625
CREB1	0.336
TMPRSS3	-0.919
C4orf32	-0.722625
LAT	-1.36925
KCNA3	-0.042
SKIV2L2	-1.596
ROPN1B	-1.09
tcag7.23	-0.3475
CDT1	-1.597375
ZHX2	1.31625
CD28	-3.36025
ZNF624	1.145
SEPT2	0.16425
SOHLH2	-1.0765
MCOLN3	-1.35557142857143
UNQ1945	0.2855
MASP2	-1.3435
ZNRF3	-0.0968
GPATCH3	-0.516
AGL	-0.546125
QRICH2	-0.579
PSD4	0.999
CCNB1IP1	-1.34325
ENPP7	0.0145
OBFC1	-0.253
KCNG3	-2.131
C14orf79	-0.1595
ENPEP	2.6815
SCT	1.0205
SKI	1.51425
SEC61G	0.40725
CAPN11	-0.07825
ATXN7L3	0.05925
DBNDD1	1.068
FAIM	0.49175
ANKRD36	-0.1745
GABRP	0.414
TACSTD2	2.67833333333333
EIF3J	-0.4425
PPP2R2A	-1.72
TEKT4	-0.386666666666667
PVALB	-2.425
F10	-2.09583333333333
FAM134C	0.1209
COMP	3.645
EFCBP1	-3.2674375
SCLT1	2.24
TAL1	-0.9369
ACSL1	1.84325
ABCC5	-0.94425
ABL1	-0.434111111111111
RBBP7	-0.892416666666667
PTPRG	-1.147875
NCOR1	-0.1506
SPINK4	-2.14766666666667
TXNRD1	-2.0786
TNRC15	1.91125
C9orf138	0.18825
UBE2H	1.18516666666667
BRDT	-0.372666666666667
C8orf31	0.08975
CCNE2	-0.302545454545455
SLC6A8	-1.208875
CALCR	-4.76425
PPP1CB	1.33116666666667
ABHD8	0.7035
ARF5	0.5593
SLC24A4	1.3255
CCT3	0.50125
ZNF121	1.1135
SLC3A2	-1.1595
OR13A1	0.467
SLC5A10	-0.58725
RAD50	-1.033625
IER5	0.51225
MTHFD1L	-1.014125
MBTPS2	-0.46425
MVK	-0.570875
NCL	0.3022
PSMD10	-1.02225
MOBP	0.218
FLJ32894	0.445
HRH1	1.0935
C5orf30	-1.19575
NUDT16L1	0.3853
RASGRP3	3.6485
PRKRIP1	-0.3817
CCDC75	1.7775
LOC253970	0.3865
KIAA1239	-0.39875
MED21	-0.70375
SYT11	0.34675
NTSR2	-0.1525
EGFL11	0.3825
CXorf59	-0.044
OR2A25	0.337
SPTBN2	-0.61775
LRMP	-1.432
RNF111	-0.66125
PTH	-0.346
LOC619208	0.642
KIAA0895	0.185
RANBP5	-0.316625
P2RY10	0.826
NME5	2.01016666666667
DDX21	-0.47225
LRSAM1	0.3035
HDAC11	-0.0655
VMO1	1.417
NOLA2	-0.934166666666667
ADAR	0.171833333333333
MTO1	-1.56883333333333
SF4	0.176666666666667
P2RX1	-0.267166666666667
HBM	0.62875
EN2	0.547
C14orf172	0.74225
TM9SF2	-0.0061
INHBE	-1.13066666666667
TCTE3	-0.0555833333333333
TOX2	-2.44875
CTAGE3	1.042875
HBB	3.5632
MED15	-0.444333333333333
CASR	0.26325
C6orf66	-1.59216666666667
MTPN	0.35475
UNC50	-0.5025
C21orf33	-0.2885
IRF2	1.395125
PGR	-2.48366666666667
GPR84	2.96275
CROCCL1	-3.72525
SRPX	-1.33275
BRE	0.0343333333333333
FGF10	0.37625
SDC3	0.434166666666667
ZRSR1	-0.304
DKFZP434P211	-0.431875
SOX6	-0.1505
RPUSD2	0.187
C14orf173	0.56875
MAPK11	0.192
TBC1D22A	0.5795
FAM123A	-0.9295
COL4A6	-3.2285
TOMM70A	-0.30725
NAB1	0.636875
MGC16385	-0.437
TSPAN18	0.915333333333333
MED31	-0.47775
PLG	-0.52375
CAPSL	2.568
ZNF532	2.2866
ASB14	-0.2455
CA8	1.8415
NUDT16P	-0.590666666666667
SLFN11	0.432
LRRIQ2	-0.10225
NOL7	-0.485166666666667
BRMS1L	-0.572625
JARID1A	0.451666666666667
PANK2	-0.00825000000000002
ICAM3	-0.7015
MDS1	-0.623
TAF8	-0.29725
RNF139	1.28875
ZNF594	-0.475833333333333
ADAM8	1.516125
SFTPC	-0.0165
MAN2B2	1.112625
RGS12	0.394875
EIF1AY	-4.18325
LRRIQ1	-0.7815
GPR150	0.92475
CCDC21	-1.47883333333333
PRRG3	0.41325
SAA4	0.2815
RAPGEF5	2.80075
ZCCHC2	0.645416666666667
MGC39372	-0.2975
PPP4R2	0.584166666666667
CDCA2	-1.09116666666667
OR4D5	0.3425
PTGFRN	1.1203
SIGLEC5	2.13116666666667
C19orf61	-0.299666666666667
NMUR2	0.384
KIAA1586	-1.06466666666667
DAGLA	-1.81216666666667
CHCHD6	-0.35275
GPR32	0.5905
NEUROD6	-0.0221666666666667
SLC2A4RG	0.45925
CA5B	0.6215
FBXL3	0.1445
MPHOSPH9	-1.87925
HMG2L1	0.57075
HCN4	0.444
CEACAM19	2.19075
SH2D4B	0.727833333333333
HFE2	-0.9365
TGM4	-0.20625
LYPD2	0.02125
TBC1D15	-0.4905
MRPS21	0.6105
NONO	-0.4817
CLEC5A	2.77075
ITCH	0.2895
MGAT3	-1.138
MBP	-1.200375
RPP25	-0.1375
SOSTDC1	-2.52575
HRC	-1.59475
TRIM48	-0.2285
TMEM133	0.70525
ECEL1P2	-1.52375
HOXC11	1.0895
DOK5	-0.74475
HELZ	0.171666666666667
LOC348180	-0.1975
MGC33894	0.19375
ADRB3	0.0975
DMD	-0.343583333333333
PTRH2	-0.701
MPEG1	2.4605
NDUFA12	-0.658166666666667
KRTAP2-4	0.314916666666667
STAMBPL1	-1.27583333333333
ADCY2	0.805833333333333
UNQ6125	0.331
KLHL20	0.6225
SRM	-0.43
OTC	-0.1935
TMIE	1.63316666666667
SNX8	0.659
LIPK	2.138
CHURC1	-0.547416666666667
KLC2	0.4045
HDAC1	-1.2095
FAM128A	0.618166666666667
FNDC3B	0.682
MTCP1	-0.764333333333333
WFDC10B	1.223
PCDHGB3	-0.321
ATRNL1	-3.3755
CAV2	-0.154
MED26	0.109
DUS1L	-0.03975
CHRM3	-1.14075
NEK9	-0.4485
WARS2	0.09025
TBX22	-1.1145
TOMM40	-0.14175
RP6-213H19.1	-0.423833333333333
TUBGCP5	-1.326
IGSF6	4.5655
TPPP	-0.240833333333333
UNQ6190	0.07
GSTM5	0.432375
BTD	-0.0455
PDCD1LG2	0.3435
SNRPB2	-0.543333333333333
ERICH1	-0.75875
APOA4	-1.004125
HOXA11	-1.6035
NARG1	-0.319
MKX	-1.376
RAB28	-0.744785714285714
PKP3	1.61175
SH3GL2	-2.592
CTSO	2.87175
RPN2	1.445625
IL28RA	-1.066
SFMBT1	0.52875
WDR57	-1.07975
FER1L3	1.11325
HSF5	0.507
TTC9B	0.192
C4BPA	-0.1855
ALB	-3.68784615384615
SORBS3	0.00774999999999998
UPF2	1.221
JPH1	0.894
AGBL2	-3.6885
DOPEY1	0.618
TERF1	0.52025
KIF22	-0.162666666666667
NINJ1	0.42875
SEC61A2	-0.487333333333333
HIST1H1D	0.7165
SFXN4	-0.140125
UCP3	0.1955
ZNF703	0.186333333333333
MYL6B	0.04475
TREM1	3.068
OR52E6	0.0505
CKMT2	1.71725
HLA-C	1.959375
SLC13A3	-1.66733333333333
TIMP4	-2.64625
SLIT2	2.68475
RSF1	0.976333333333333
LONRF1	-1.39885714285714
MON1A	0.2245
CACNG6	-1.2315
DPPA4	-4.0555
ZSWIM3	0.8955
ZNF804A	0.00483333333333333
CCIN	1.7635
SLC25A31	-0.3995
KCNMB4	1.64925
RABL5	-0.108625
GALNS	0.3296
STX6	1.870875
HIST1H1C	0.223333333333333
CIDEB	-0.211875
CASP4	0.497833333333333
PDK3	-0.5838
KCNJ11	0.15
TPR	0.37425
ZSCAN20	-0.218
MTX2	-0.12525
HIST1H2BH	1.03175
LOC283767	-0.29975
LYRM7	-1.88755555555556
BRD3	0.500666666666667
HIST1H2BO	0.472
MAGEB10	0.4115
SLC45A1	0.45175
SERPINA3	0.96135
KIAA0143	1.12075
KCNJ16	-0.434166666666667
KRT79	0.195
FABP2	-0.87775
NUT	1.4
ZNF57	-0.042
FBXL4	-0.4605
CLEC9A	1.202
UGT8	-1.75666666666667
BMP2K	0.52975
MAPK4	-2.75525
SLC25A23	0.0809
HINT1	-1.3713
KRTAP13-1	0.1195
SFXN5	-0.0815
CHCHD2	0.683166666666667
FAM3D	3.544
NDP	-2.242125
RHOBTB1	0.973666666666667
SLC4A4	-1.32125
RPL38	-0.42575
HTF9C	-0.504833333333333
AP2A2	0.479875
ZBTB46	-0.7385
MAP7D1	0.380375
AOX1	-1.396
CYR61	1.46016666666667
DTNA	0.309214285714286
JRKL	0.51
TMOD3	1.3295
EEA1	-0.4068
ADCK5	0.84475
IL1R1	4.15883333333333
KLK3	0.563928571428571
HRSP12	0.05175
KTN1	0.7695
LOH11CR2A	0.614
RELL2	-0.68875
MAB21L1	2.07825
C20orf59	-0.859
PHKB	0.03625
ADAM2	-3.59566666666667
TBC1D8B	0.227333333333333
FAM13A1	0.0761875000000001
LAPTM4B	1.08516666666667
LCN8	0.345
TMEM147	0.709
SYT4	-0.0238333333333333
XPO7	-0.8085
C9orf62	1.19275
GPR75	0.0775
TRIM5	0.65875
APOC1	0.197
RNASE4	-1.07666666666667
PARD6B	-3.472
ARID1A	0.167333333333333
TPD52L3	0.1049
RRAGB	-1.0075
RCN2	-0.29
HIST2H2BE	0.64475
STARD7	0.206
SHMT2	-0.41625
KIAA1751	-0.232833333333333
MLYCD	-0.413
LOC162632	-0.7009
UQCRH	-0.38325
RP11-217H1.1	0.5748125
SDHA	-0.706666666666667
NCLN	0.2428
ZNF17	-0.133333333333333
RCBTB2	-1.1835
VEGFB	-0.2344
RP4-747L4.3	0.64475
COLQ	0.2167
MPN2	-0.7315
DRG2	-0.5315
KLRB1	5.19225
ALPK2	-0.637
DNASE2B	2.9785
FLJ23834	-1.2585
AXUD1	0.655166666666667
SAFB	0.6806
NSUN4	0.16475
RFX2	0.0388333333333333
MAPK8IP1	-0.929
FANCD2	0.250142857142857
ANKZF1	-0.6885
C19orf50	-0.419625
DUSP8	1.75575
SENP5	0.124375
NFKBIL2	0.081
LBR	-2.1115
IGFL1	3.2975
LZTS2	0.9795
IL2RG	-0.349375
CCDC51	-0.47025
KLF3	0.7845
ANKRD37	0.68825
KCTD14	0.5885
FZR1	0.368833333333333
SLC44A4	2.922
ESPL1	-0.684875
GMPR2	-1.3101
TBC1D19	-0.790333333333333
ERGIC1	0.307296296296296
ERBB4	0.4204
TSPAN32	0.252416666666667
MAP4	-0.00800000000000003
GPHN	-0.4505
SLC6A2	2.0715
HIVEP1	1.31775
DFFB	-0.8229
EIF4EBP2	0.83775
DMRT1	-1.068
HSPB6	0.00975000000000001
IER2	1.58816666666667
AIFM1	0.11375
WWC2	0.534583333333333
MRPL4	-0.63475
FLJ21062	-0.7395
EPB41L4A	1.53975
SH2D6	0.2995
TAF4B	-1.3345
GAL3ST3	-0.0625
MALT1	-0.6
RTDR1	0.749
ARVCF	0.761
MEX3B	-0.496166666666667
FBXO16	0.281
KIF7	-0.856
C1QC	3.575
ZNF783	-0.251166666666667
ZNF85	-0.23275
MMP13	5.7695
KIAA0329	0.775875
RTP3	-1.1785
ZBED3	-1.16
CLGN	-0.973
SLC25A37	-0.762833333333333
hCG_18290	-0.64625
OR5AS1	0.4965
SMARCC2	0.158
FAM109A	0.0825
CCDC12	0.37775
USF2	0.5353
DEPDC7	-1.2455
C20orf24	-0.627
JMJD3	0.762
DSP	1.08564285714286
SLIC1	0.572125
FAM20A	1.52525
IRF2BP2	1.2905
ZNF230	-0.395
MSN	0.250142857142857
SLC9A5	-0.2355
EPDR1	-1.4593
MUSK	0.0803333333333333
ZNF434	-0.533833333333333
SMARCD1	-0.2725
