Hybridization REF	TCGA-C8-A138-01A-11R-A115-07
GDPD5	-0.065375
PDCD4	1.1873
CEP350	0.813
OR10A2	-0.02075
CST7	1.997
CIAO1	-0.63925
SELL	1.25625
OR8J3	0.02
LTBP4	0.308
SIRT6	0.20775
CCL19	4.67525
PPIL1	-0.914
GBP7	1.41983333333333
STK17A	-0.2023
ABR	0.9155
OR9G1	-0.379
FOXE1	-0.422625
CNGA3	0.357
GML	0.48
CD38	-0.01825
ZDHHC6	0.493
NEFH	-1.9675
CTDSP2	0.732416666666667
PGBD5	-1.46216666666667
CCNY	0.536857142857143
RMND5B	0.48875
ZNF257	0.13225
FLJ22167	1.165375
EXOSC7	-0.6925
ROR2	1.222875
MAOA	-1.707125
TNNT3	0.926166666666667
GYPC	-0.693
C7orf33	0.4935
PLIN	2.5205
LOC90826	-1.21
RNF4	-0.6675
F8A1	-0.199
PLEKHG4	-3.362
GRB2	-0.01415
HIST1H2AD	1.48625
DUS3L	-1.35616666666667
EIF1	-0.423
RP5-1077B9.4	-0.520166666666667
FPGT	0.322
GDF10	0.920833333333333
COQ9	0.429
GCC2	0.0960714285714286
RARRES3	2.92025
PLXNA1	-0.0668
KIAA0100	-0.5567
PMF1	0.2335
FNDC1	5.34
HS2ST1	0.0238333333333332
CRELD2	0.23775
C8G	-1.058
CD82	0.693
LIM2	-1.038
UNQ6490	0.592
MMP16	0.377
DRD3	-0.49975
C5orf26	-1.2455
C11orf73	-1.116375
PTP4A2	0.21925
OR4M2	0.7205
HPCA	-0.245333333333333
SEC14L1	-0.343833333333333
CHFR	0.60125
EMILIN1	1.463875
NDUFS4	-0.93775
COL18A1	0.76525
PDZD3	0.1806
C9orf16	-0.00549999999999999
ERBB2IP	0.0621666666666667
EMX2	3.28075
FUS	-0.19575
TF	-3.5798
CLCN4	-0.1645
CXorf56	-1.092
C11orf72	0.355
ELAC2	-0.642
NPR1	-0.36525
ASS1	-0.065
USP42	0.645875
POLR2J	-0.9115
SEC23IP	0.972
UQCRC1	0.63175
LOC729603	-0.289
C1orf71	-0.57025
POLG	-1.5505
ADAM23	-2.9765
TFR2	-1.06775
RICTOR	-1.4034
MGC39606	-0.16175
C19orf55	-0.0455
SNAPC1	-0.1055
GNA11	0.835625
CCDC52	0.308333333333333
FSIP1	2.745
UPF3A	0.230375
IGSF11	-2.29566666666667
LAGE3	0.1805
CHST6	-0.313
UNC13B	0.605
TTLL4	-0.409625
ZNF687	0.387
SDC2	-0.9177
COX7A2	0.3415
LAMB4	-0.174
FAM24A	0.0895
LRRTM3	-0.898166666666667
GPHB5	-0.1165
OR4C13	-0.3755
EIF3EIP	-0.7935
HABP4	-0.6095
TMEM125	3.23125
CNTN2	1.06775
ASNSD1	-0.112
FUT4	-0.07025
ACF	-3.06875
LOC158381	-1.0015
CDH8	0.9385
AGPS	-0.152333333333333
C4orf18	1.9175
PECI	-0.238333333333333
UNG	-0.808375
GSTP1	1.50625
DCUN1D5	-1.3135
DKFZP564J0863	-0.771
SLC9A3R1	1.40375
BCDO2	-0.276375
CHMP7	-0.5085
REM2	0.8815
DNHD1	0.063875
FKBP4	-0.722625
ZNF350	2.297
MGC11102	0.5615
BST1	1.55575
KISS1R	1.5995
NCR2	0.0995
DEFB125	0.0465
UBE2W	0.531625
KRT15	-0.517625
C10orf99	0.1295
SCN11A	1.487875
GFI1	-0.90725
RDHE2	0.513
FHL1	-0.410833333333333
OSGEP	0.722
GATA1	-3.149
SMC6	-0.50675
TTTY14	-0.796
LPIN3	0.2625
RPL4	-0.8949
RBPMS	-0.1196
PRPF3	0.166666666666667
EMR1	-2.1245
SPATA19	-0.44
XCR1	0.1575
IRX3	1.4903
RBM6	0.414
KLF4	-0.5226
UNC5CL	2.63625
SEBOX	0.3575
BTK	0.08175
KRCC1	0.16075
C6orf27	0.44
SYTL5	-0.6405
PRND	3.092625
LOC653319	-1.363
PIGL	-1.246375
HUS1	-0.737666666666667
SFRS6	0.583416666666667
C17orf77	0.4105
UIMC1	-0.308666666666667
FXYD2	-1.6112
LOC283152	2.5275
ZNF667	-0.616
ZCCHC12	-0.38425
TFEC	3.6889
ATP7B	2.66616666666667
POLD2	-1.20933333333333
RG9MTD1	0.045
ACOT2	0.486166666666667
HIST1H4I	0.174
PPARGC1A	-2.0027
ETFA	-2.0074
POLRMT	-0.595
ZNF146	-1.008875
MIA2	-1.562
KLHL6	0.257166666666667
HOXB5	0.78425
NENF	0.146333333333333
CUGBP1	-0.98425
PRSS22	2.12233333333333
CASC4	0.7474
CUL4B	-0.0575
CENPJ	-0.5764
PITX1	1.59116666666667
FLJ31033	0.412166666666667
CELSR3	-2.362
ZNF568	1.09225
ITSN1	-0.835083333333333
EHBP1L1	-0.758333333333333
C19orf2	-0.6335
DCTN1	0.37525
LIN28B	-3.33216666666667
TNKS2	0.46825
C1QBP	-1.026
CADPS2	0.84275
SRMS	0.2395
GJA9	0.323833333333333
MGC24975	-0.979166666666667
TRIM45	0.9225
TSP50	-0.09125
TCP1	-1.11325
TMED7	-0.5422
CMA1	0.166
CENPL	-0.590166666666667
PTCRA	0.0265
FST	-2.38875
VWCE	-3.84225
PAWR	0.37825
ABCC12	0.818666666666667
LDLR	-1.6247
ASTN2	0.0381
LOC441212	-0.993125
GPATCH8	-0.0835
TANC2	0.0971666666666667
KIF4A	-1.25675
C18orf18	-1.761
PGM1	-2.5395
KIAA0258	-0.05575
CPD	-0.140375
SNCAIP	-0.027
DCT	-3.98133333333333
HLA-DOA	3.06590909090909
OR11L1	0.645
UPK1B	0.901833333333333
DNAJB4	-1.705375
UGT1A8	0.08325
HIST1H4L	-1.129
PECR	-1.096
HSPA2	3.1085
WFIKKN1	-1.1105
SERP1	-0.793375
SYDE2	0.3215
TACR2	0.268
NUP85	-0.87575
CD177	-0.0736666666666667
LGR5	-1.51033333333333
PIGG	-0.73425
PTHR1	-0.870166666666667
RAB5A	0.0549
FLJ13224	0.0215
USP9Y	-2.11816666666667
C7orf53	-0.321
LRP1B	-0.70575
XAF1	3.2435
ABCG8	-0.186
ANKDD1A	-0.856833333333333
DAND5	-2.1385
SPAG6	0.649166666666667
LINCR	3.76125
ZDHHC22	-1.194625
CCDC60	0.364
THOC7	0.0511666666666667
TCTA	1.1028
OR8K3	-0.0387500000000001
NY-REN-7	-0.41975
B2M	1.64366666666667
C6orf141	-1.002125
LPPR4	1.58125
SQLE	0.1605
SEPHS1	-0.8175
BTBD14B	0.640571428571429
PLRG1	-0.6575
SPG7	-0.610875
ZNF614	0.450333333333333
PARD6G	1.20783333333333
INPP5B	-0.8697
GRPEL2	-0.617625
PPID	-0.6411
TRIM56	-0.0345
UBE2J1	-0.382875
IL20RA	2.9
LOC387856	0.303
C1orf107	-0.3365
UTS2R	1.96975
C19orf22	1.20475
SAFB2	-0.093
KIAA0652	-0.238125
KLRG1	-0.2225
MS4A8B	4.93116666666667
FRAG1	0.59475
KIAA1546	-0.28175
E2F4	-1.0057
CLEC4M	0.277833333333333
BTBD14A	-0.5705
KIAA0999	0.5863
GYPA	-3.245
TAC1	-0.2387
TRAIP	-0.829166666666667
KIAA0232	0.6312
ERCC8	-1.728
GPX4	0.389875
KIAA0368	-0.203375
GPR157	-0.474666666666667
CTAGE4	1.9615
C9orf30	-1.3495
OR52A1	-0.324
HSP90B3P	0.011
ALG9	-0.6882
BTBD10	0.176
SDK2	0.694
BAIAP3	2.2755
RABGGTB	-1.645
ANKRD40	-0.188
KRT74	0.5085
CALCOCO2	0.542285714285714
SNCA	-3.2615
TMSL8	-5.271375
C2orf53	1.1845
ESRRB	-0.18925
ARHGAP26	-0.973625
TDRD9	-1.87525
HRAS	0.460166666666667
KLRC4	-1.2915
JAGN1	0.0908333333333333
BSDC1	0.1195
RNF43	1.0114
NDUFAF1	0.4315
PHF12	0.119
OR1L3	0.2525
FOLR2	1.3205
LYZL6	0.0235
tcag7.1260	-0.2555
WSB1	-1.57
PROS1	-0.9549
OSTN	0.6725
PSMB8	1.25525
SOCS4	-1.0845
DDIT4L	1.3355
MAS1	0.233
MGC34796	0.90875
CSHL1	0.0436666666666667
TBCCD1	0.827666666666667
ZBTB7C	0.1695
AP2S1	0.17875
P15RS	-1.32
VAT1	-0.6171
SHANK3	1.3675
TUFM	0.325833333333333
THEG	-0.23975
KRT34	-1.33275
SGSM3	0.440125
TOMM22	-1.076625
SOCS3	1.1935
CPO	0.628
POP4	-0.19775
BHLHB3	3.623
MALL	1.86375
OR1B1	-0.271
PARK2	0.0363333333333333
GPR124	1.327375
LCE1E	0.141
RUVBL2	0.96175
CGRRF1	0.29
ACPL2	0.216
WNT10B	-1.567625
BAIAP2L2	-2.018
ISCA1	-0.7665
C1orf125	-0.65175
RPAP1	-0.924
RAI16	0.286333333333333
RPL27	-1.3545
NLRP9	0.0955
EPN1	0.4485
LOC388610	-1.181375
SLC35A1	0.3139
GAL	-4.07625
SLC14A2	0.34275
RDH11	-0.266666666666667
FAM138F	-0.5275
AUH	-0.90625
FLJ40243	0.249
C14orf129	-0.139166666666667
MBD2	-0.250166666666667
ABHD14B	0.52075
PIGT	1.31325
ALS2CR4	-0.670375
ALAS1	0.3991
FOXO1	1.17533333333333
CRLF3	-0.918375
C20orf107	-0.00750000000000001
FARS2	0.294
CCDC28A	0.64025
NPHP3	-0.9325
OR13F1	0.212
TSEN54	0.281
DEFB106B	0.1084
OR8B4	0.926
STH	-0.45125
ZC3H14	0.215
CBX2	0.2125
TMEM49	-1.1435
C6orf21	0.5245
FLJ20920	1.168125
CRTAP	-0.439357142857143
DDX50	-0.108
STYXL1	-0.43975
BLVRB	-0.170666666666667
LOC147650	0.168833333333333
MMP24	0.4515
GRID1	2.13866666666667
BANF1	1.25
CTAGEP	0.53875
HMBS	-1.95225
SLC25A24	-1.1095
C14orf50	2.6815
MRO	0.4845
SLC25A15	-0.535
FAM84B	0.8779
TDP1	-0.0945
C16orf78	0.459833333333333
C11orf57	0.89725
RFK	-0.51875
ZFYVE9	-0.6125
STCH	-1.8654
WIBG	1.3645
LOC283871	-0.025
GBA2	-0.4596
NDUFB3	-0.491
HSD17B13	-0.6015
GRIN3A	1.47716666666667
FMNL1	0.758166666666667
SEPT7	-0.7862
GNLY	4.7365
GRAMD1C	0.645666666666667
ZNF165	1.1705
USP38	0.4355
FAM83A	-1.49266666666667
C14orf24	0.267416666666667
ARMCX3	-0.046875
ARHGDIB	0.993833333333333
AK1	0.4465
KIAA1045	-0.374
DNAJB13	0.995333333333333
NEU2	0.428
HIST1H4B	-0.149333333333333
FAM20B	-0.929
HES2	2.07742857142857
FAM73B	0.1678
LOC388381	-0.51475
INTS7	-0.354272727272727
AMPH	0.7695
ZNF775	0.31475
UCKL1	-1.144
C10orf97	-0.46625
C1orf161	0.4595
ALDH1L1	-0.33375
FLJ39378	0.158625
SLC23A1	1.7215
RBM4B	0.24
THAP4	-0.156
OGFRL1	0.324
KIAA0831	0.266125
PPP1R15A	1.11533333333333
C1orf96	-0.546071428571429
C12orf11	-1.464
BMF	1.7205
MAN1A1	-1.4765
KIAA1600	0.600333333333333
NLGN4X	-1.15475
ALOX12	-0.805
RB1CC1	-0.3804
NEIL2	-0.9593
EIF4E	-1.11845454545455
ABHD5	-0.37675
EXOC4	0.125666666666667
CIP29	-0.467166666666667
BATF2	1.38975
SLC29A4	-0.225375
HTR4	0.1935
EMB	-0.47975
TRAF6	0.57625
LMNB1	-1.50025
FAM19A5	-0.403875
SHE	1.898
PIK3C2B	2.0705
C15orf15	-1.0816
USP15	-0.4339
TCEAL2	0.2125
C5orf39	-0.0891666666666667
PTGER2	0.5085
SLC31A1	-1.055625
IFT172	1.26125
ADAM29	0.371
GFOD1	0.4765
ST7L	0.582166666666667
C15orf26	-0.6985
PKN3	-0.81375
CNTD1	2.44233333333333
COMMD1	0.3765
NTRK2	2.13941666666667
FOXN3	0.30475
MFGE8	-0.0283
PFKFB2	0.8605
TAS2R4	0.257
ENTHD1	1.6685
PRMT5	-1.100375
MGC16384	-1.0385
LOC442229	-1.12025
TSKU	0.52925
KRTCAP3	2.028625
PDLIM1	1.9528
KCNS2	0.58575
RNF126	-0.6835
CEP63	0.531625
CLIC4	0.090375
hCG_1990170	-0.63925
ACR	0.5704
KLK7	1.19775
ALOX5AP	1.8705
RIPK3	4.6025
TAS2R9	0.279
C19orf18	2.752
BIRC6	-0.133571428571429
ZNF16	1.6895
RFT1	-0.28925
SLC8A2	-0.38725
TACC1	1.029125
ITGAD	1.64675
SAMHD1	2.05825
SH3PXD2B	1.4492
EPC2	0.651
C20orf85	5.79625
ATP13A2	-0.053
KRT4	1.548625
CAPNS1	0.704
MDM2	0.107583333333333
PCDH20	2.4155
KCNK9	0.3545
OR2C1	0.1045
KLHDC3	-0.384166666666667
IPPK	0.1155
EFHD2	0.596875
GALR3	1.80975
NBEA	2.425
ABCA6	2.8704
CLDN3	2.77416666666667
AKT2	0.205214285714286
EGFR	-2.2997
RBM16	0.62275
ZDHHC3	0.6835
SLC25A4	-0.644666666666667
CYB5B	-1.43916666666667
CPXM1	1.075
NDRG1	-0.669769230769231
FLJ43826	1.8615
OR5L2	0.32
FARP2	0.2276
MRPL46	-1.13533333333333
LDHAL6B	0.1715
MAPKAPK3	-0.697666666666667
NCAM2	-3.66775
PRKD2	0.7095
ZFP36L1	1.0479
CYSLTR1	-0.10075
OR4C3	0.17675
HIST1H2AJ	1.7055
CCNB2	-1.97855555555556
ZNF10	-0.116875
TMEM175	1.14
FAM134A	0.986333333333333
TIGD4	0.025
PCNP	-0.718
MGC39715	-0.5445
LQK1	-0.69
CREB1	-0.2097
TMPRSS3	0.516
C4orf32	-0.146375
LAT	-0.378666666666667
KCNA3	0.392
SKIV2L2	-0.92425
ROPN1B	-1.683
tcag7.23	-0.3835
CDT1	-2.184
ZHX2	1.098875
CD28	-2.34025
ZNF624	1.149
SEPT2	-0.632666666666667
SOHLH2	-1.887625
MCOLN3	-1.3745
UNQ1945	0.655
MASP2	-1.239
ZNRF3	-0.9251
GPATCH3	-0.448
AGL	2.333
QRICH2	-0.1015
PSD4	0.907
CCNB1IP1	-1.68425
ENPP7	0.09675
OBFC1	-0.08225
KCNG3	-2.437
C14orf79	2.02333333333333
ENPEP	2.28166666666667
SCT	1.3885
SKI	0.9465
SEC61G	-0.904
CAPN11	0.62825
ATXN7L3	0.3645
DBNDD1	1.686
FAIM	0.787
ANKRD36	-0.479
GABRP	2.69466666666667
TACSTD2	2.31683333333333
EIF3J	-0.87675
PPP2R2A	-1.3565
TEKT4	2.19566666666667
PVALB	-0.211
F10	-2.29183333333333
FAM134C	0.6228
COMP	4.725875
EFCBP1	-1.862375
SCLT1	0.374375
TAL1	-0.7408
ACSL1	0.77775
ABCC5	1.5105
ABL1	-0.128777777777778
RBBP7	-0.318583333333333
PTPRG	-0.937125
NCOR1	-0.5134
SPINK4	-0.3735
TXNRD1	-1.1501
TNRC15	0.34225
C9orf138	1.12025
UBE2H	0.783833333333333
BRDT	0.191
C8orf31	0.3565
CCNE2	-1.311
SLC6A8	-0.87025
CALCR	-3.28875
PPP1CB	-0.572666666666667
ABHD8	-0.0085
ARF5	0.6858
SLC24A4	0.82425
CCT3	0.326
ZNF121	-0.532375
SLC3A2	-1.1715
OR13A1	0.7025
SLC5A10	-0.41825
RAD50	-0.765125
IER5	1.18625
MTHFD1L	-2.61275
MBTPS2	0.19825
MVK	-0.12725
NCL	-0.8246
PSMD10	-0.82325
MOBP	0.508571428571429
FLJ32894	0.4785
HRH1	-0.199833333333333
C5orf30	0.63425
NUDT16L1	0.4175
RASGRP3	3.94433333333333
PRKRIP1	-0.2934
CCDC75	0.81175
LOC253970	0.12075
KIAA1239	-0.076
MED21	-0.77725
SYT11	0.530916666666667
NTSR2	-0.7985
EGFL11	-0.616
CXorf59	2.5475
OR2A25	0.54975
SPTBN2	1.88975
LRMP	-0.917333333333333
RNF111	-0.38275
PTH	-0.075
LOC619208	0.296
KIAA0895	0.661
RANBP5	-1.682375
P2RY10	1.73266666666667
NME5	3.01216666666667
DDX21	-1.033
LRSAM1	0.4635
HDAC11	0.776333333333333
VMO1	3.70325
NOLA2	-0.5075
ADAR	0.104333333333333
MTO1	-1.03533333333333
SF4	0.434333333333333
P2RX1	0.213666666666667
HBM	0.31675
EN2	2.3705
C14orf172	0.68825
TM9SF2	-0.2063
INHBE	-0.2765
TCTE3	-0.212166666666667
TOX2	-2.01925
CTAGE3	0.879
HBB	2.8737
MED15	-0.1865
CASR	0.931
C6orf66	-1.15516666666667
MTPN	0.091125
UNC50	-1.44
C21orf33	-0.733375
IRF2	0.90175
PGR	-2.78816666666667
GPR84	2.47675
CROCCL1	-2.37875
SRPX	-0.881
BRE	0.2605
FGF10	0.896
SDC3	0.4215
ZRSR1	0.920666666666667
DKFZP434P211	-0.262125
SOX6	-0.559
RPUSD2	-0.131
C14orf173	-0.0435833333333333
MAPK11	0.476
TBC1D22A	0.4545
FAM123A	-1.518
COL4A6	-1.48283333333333
TOMM70A	-0.90375
NAB1	-1.050125
MGC16385	-0.519125
TSPAN18	0.537666666666667
MED31	0.125
PLG	0.158
CAPSL	6.259
ZNF532	0.8214
ASB14	0.79575
CA8	-1.0265
NUDT16P	0.1755
SLFN11	-0.4015
LRRIQ2	0.551375
NOL7	-0.313666666666667
BRMS1L	-1.12475
JARID1A	-0.0361666666666667
PANK2	-0.32525
ICAM3	-0.38825
MDS1	0.64
TAF8	0.0655
RNF139	1.319
ZNF594	-0.0545
ADAM8	3.64425
SFTPC	0.03025
MAN2B2	1.3315
RGS12	0.424
EIF1AY	-4.09525
LRRIQ1	2.19183333333333
GPR150	2.24525
CCDC21	-1.04266666666667
PRRG3	0.40675
SAA4	-3.0235
RAPGEF5	0.1175
ZCCHC2	-0.266166666666667
MGC39372	-0.552
PPP4R2	0.021
CDCA2	-1.893
OR4D5	-0.0353333333333333
PTGFRN	1.5067
SIGLEC5	1.622
C19orf61	-0.1435
NMUR2	0.171
KIAA1586	-1.5245
DAGLA	0.0111666666666667
CHCHD6	-0.3945
GPR32	0.429
NEUROD6	0.1615
SLC2A4RG	1.744625
CA5B	0.42725
FBXL3	0.644
MPHOSPH9	-0.9655
HMG2L1	0.38175
HCN4	1.59716666666667
CEACAM19	0.8835
SH2D4B	-0.196833333333333
HFE2	-0.27
TGM4	0.317833333333333
LYPD2	-0.17025
TBC1D15	-0.31025
MRPS21	0.3436
NONO	-1.1063
CLEC5A	0.86325
ITCH	0.0361
MGAT3	-0.803166666666667
MBP	-0.48325
RPP25	-0.049
SOSTDC1	-0.39925
HRC	0.02775
TRIM48	-0.266
TMEM133	-0.19225
ECEL1P2	-1.255
HOXC11	1.0915
DOK5	-0.4015
HELZ	0.00349999999999999
LOC348180	-0.875
MGC33894	0.04775
ADRB3	0.2615
DMD	0.138833333333333
PTRH2	-0.41325
MPEG1	3.32416666666667
NDUFA12	0.442166666666667
KRTAP2-4	1.35025
STAMBPL1	-1.56033333333333
ADCY2	1.316
UNQ6125	0.0875
KLHL20	0.171166666666667
SRM	-1.335
OTC	-0.0795
TMIE	0.541666666666667
SNX8	-0.0245
LIPK	-0.3075
CHURC1	0.375166666666667
KLC2	0.362
HDAC1	-0.008
FAM128A	0.557
FNDC3B	-0.9322
MTCP1	-0.450166666666667
WFDC10B	-0.0737
PCDHGB3	0.1985
ATRNL1	-2.1032
CAV2	-0.59225
MED26	0.00449999999999999
DUS1L	0.151
CHRM3	-0.860625
NEK9	0.5705
WARS2	0.0255
TBX22	-1.626
TOMM40	-0.1305
RP6-213H19.1	-1.715
TUBGCP5	-0.61675
IGSF6	5.19475
TPPP	1.35683333333333
UNQ6190	0.1125
GSTM5	0.28
BTD	0.150333333333333
PDCD1LG2	0.1965
SNRPB2	0.173333333333333
ERICH1	-0.6655
APOA4	-1.48725
HOXA11	-0.87875
NARG1	-1.54625
MKX	1.4405
RAB28	-1.57614285714286
PKP3	0.876
SH3GL2	-2.27725
CTSO	1.77275
RPN2	0.3244375
IL28RA	0.521666666666667
SFMBT1	1.6665
WDR57	-2.283625
FER1L3	0.424416666666667
HSF5	0.0275
TTC9B	0.323
C4BPA	-3.2125
ALB	-5.03915384615385
SORBS3	0.7835
UPF2	-0.3845
JPH1	-1.303
AGBL2	1.77575
DOPEY1	1.4835
TERF1	0.00541666666666665
KIF22	0.340833333333333
NINJ1	1.0185
SEC61A2	-0.236916666666667
HIST1H1D	1.17516666666667
SFXN4	-0.297625
UCP3	0.983
ZNF703	1.1125
MYL6B	-0.982
TREM1	2.33925
OR52E6	0.7185
CKMT2	0.835
HLA-C	2.316375
SLC13A3	1.42416666666667
TIMP4	-2.67325
SLIT2	2.44125
RSF1	0.0763333333333334
LONRF1	-1.39264285714286
MON1A	0.0781666666666667
CACNG6	0.818666666666667
DPPA4	-5.24116666666667
ZSWIM3	0.83575
ZNF804A	0.355166666666667
CCIN	1.43575
SLC25A31	0.5985
KCNMB4	-0.19775
RABL5	0.54925
GALNS	-0.1452
STX6	1.478
HIST1H1C	1.56566666666667
CIDEB	1.028375
CASP4	0.685166666666667
PDK3	-0.2207
KCNJ11	0.7975
TPR	0.035
ZSCAN20	-1.489
MTX2	-0.61425
HIST1H2BH	0.773
LOC283767	1.35175
LYRM7	-1.17727777777778
BRD3	1.10483333333333
HIST1H2BO	0.36875
MAGEB10	0.6735
SLC45A1	0.06
SERPINA3	-0.13055
KIAA0143	1.33075
KCNJ16	-0.0198333333333333
KRT79	1.22625
FABP2	-1.07925
NUT	-0.4105
ZNF57	-0.77775
FBXL4	-0.592375
CLEC9A	1.2265
UGT8	-1.08616666666667
BMP2K	0.05875
MAPK4	-2.953
SLC25A23	-0.6819
HINT1	-1.2934
KRTAP13-1	-0.1595
SFXN5	0.2544
CHCHD2	-0.101666666666667
FAM3D	3.1575
NDP	-3.616
RHOBTB1	-0.692666666666667
SLC4A4	-0.865
RPL38	0.5735
HTF9C	-0.391333333333333
AP2A2	0.423125
ZBTB46	-0.039
MAP7D1	0.211125
AOX1	1.13033333333333
CYR61	0.992583333333333
DTNA	0.377642857142857
JRKL	-0.6825
TMOD3	-0.70925
EEA1	0.0382
ADCK5	0.5195
IL1R1	2.30166666666667
KLK3	0.755357142857143
HRSP12	-0.82225
KTN1	0.366
LOH11CR2A	0.1694
RELL2	-1.222
MAB21L1	1.5215
C20orf59	-0.333166666666667
PHKB	-1.05825
ADAM2	-1.92016666666667
TBC1D8B	-0.098
FAM13A1	-1.2284375
LAPTM4B	-2.45466666666667
LCN8	-0.077
TMEM147	-0.3775
SYT4	0.465
XPO7	-1.046
C9orf62	2.205
GPR75	0.022
TRIM5	0.107875
APOC1	1.85983333333333
RNASE4	-0.614333333333333
PARD6B	-1.898
ARID1A	0.363833333333333
TPD52L3	0.4085
RRAGB	-0.028
RCN2	-1.58283333333333
HIST2H2BE	0.9798125
STARD7	-0.367
SHMT2	-1.0815
KIAA1751	-0.782166666666667
MLYCD	-0.4825
LOC162632	-1.0101
UQCRH	-2.18375
RP11-217H1.1	-0.13975
SDHA	-1.13616666666667
NCLN	-0.491
ZNF17	0.504833333333333
RCBTB2	-1.51175
VEGFB	0.1958
RP4-747L4.3	-1.862
COLQ	1.1203
MPN2	-0.6325
DRG2	-0.0235
KLRB1	5.42075
ALPK2	-1.7705
DNASE2B	2.282
FLJ23834	1.74316666666667
AXUD1	1.0285
SAFB	0.1748
NSUN4	-0.43275
RFX2	1.48483333333333
MAPK8IP1	-0.400166666666667
FANCD2	-0.389642857142857
ANKZF1	-0.7715
C19orf50	-0.668375
DUSP8	1.21875
SENP5	0.189
NFKBIL2	-0.3675
LBR	-2.252375
IGFL1	1.9855
LZTS2	0.701125
IL2RG	1.04475
CCDC51	-0.1325
KLF3	-0.091625
ANKRD37	-0.44025
KCTD14	-1.453
FZR1	0.2975
SLC44A4	4.1391
ESPL1	-1.048875
GMPR2	-0.2209
TBC1D19	-1.30083333333333
ERGIC1	1.00866666666667
ERBB4	3.0659
TSPAN32	0.509833333333333
MAP4	0.552
GPHN	-0.81325
SLC6A2	0.093375
HIVEP1	0.44525
DFFB	-1.0523
EIF4EBP2	0.587875
DMRT1	-0.184
HSPB6	0.24425
IER2	0.4365
AIFM1	0.20725
WWC2	0.736166666666667
MRPL4	-1.315
FLJ21062	2.535
EPB41L4A	1.81016666666667
SH2D6	0.13425
TAF4B	-1.102
GAL3ST3	1.267
MALT1	-1.02566666666667
RTDR1	2.9055
ARVCF	0.282
MEX3B	-1.0655
FBXO16	0.7655
KIF7	-0.69525
C1QC	4.215
ZNF783	-0.762333333333333
ZNF85	-0.01325
MMP13	5.767
KIAA0329	0.864875
RTP3	-0.4105
ZBED3	-0.7175
CLGN	-0.12875
SLC25A37	-1.52325
hCG_18290	-0.4215
OR5AS1	0.9945
SMARCC2	1.4055
FAM109A	0.263833333333333
CCDC12	0.627
USF2	0.633
DEPDC7	-1.743
C20orf24	-0.894333333333333
JMJD3	1.3345
DSP	1.46642857142857
SLIC1	0.746375
FAM20A	1.200625
IRF2BP2	0.2645
ZNF230	0.6125
MSN	-0.0427142857142857
SLC9A5	-1.845
EPDR1	-1.5978
MUSK	0.368333333333333
ZNF434	0.361
SMARCD1	-0.482166666666667
ZFP106	-0.70175
ZNF347	1.0504
GTF2E1	0.12975
