Hybridization REF	TCGA-BH-A0E1-11A-13R-A089-07
SLC35A1	1.344
GAL	-4.3095
SLC14A2	-0.0745
RDH11	-0.988666666666667
FAM138F	-0.2035
AUH	0.94275
FLJ40243	0.15675
C14orf129	0.0416666666666667
MBD2	-0.814166666666666
ABHD14B	0.534
PIGT	-0.605
ALS2CR4	0.79225
ALAS1	-0.6163
FOXO1	3.408
CRLF3	0.047
C20orf107	0.023
FARS2	0.84625
CCDC28A	1.28125
NPHP3	0.19
OR13F1	0.163
TSEN54	-1.01925
DEFB106B	0.1666
OR8B4	0.221
STH	0.7295
ZC3H14	-0.191375
CBX2	-0.756
TMEM49	-1.23975
C6orf21	0.234
FLJ20920	0.1915
CRTAP	-0.0560714285714286
DDX50	0.5265
STYXL1	-0.47075
BLVRB	-0.854833333333333
LOC147650	-0.462166666666667
MMP24	0.13625
GRID1	1.6345
BANF1	-0.6345
CTAGEP	0.1825
HMBS	-2.35475
SLC25A24	0.267833333333333
C14orf50	1.0165
MRO	0.0393333333333333
SLC25A15	-0.844
FAM84B	1.4795
TDP1	-1.4155
C16orf78	0.0808333333333333
C11orf57	0.47025
RFK	-0.37275
ZFYVE9	-0.382625
STCH	-0.7646
WIBG	0.089
LOC283871	-1.24883333333333
GBA2	-0.6039
NDUFB3	-1.02075
HSD17B13	1.34725
GRIN3A	0.761166666666667
FMNL1	-1.87733333333333
SEPT7	-0.0748
GNLY	2.5615
GRAMD1C	2.17433333333333
ZNF165	0.186
USP38	0.6975
FAM83A	-3.2085
C14orf24	0.56725
ARMCX3	1.527
ARHGDIB	0.0145
AK1	-0.648
KIAA1045	0.09275
DNAJB13	-0.610333333333333
NEU2	0.5885
HIST1H4B	-1.08583333333333
FAM20B	-0.7055
HES2	-0.116
FAM73B	-0.6198
LOC388381	0.309
INTS7	-1.04554545454545
AMPH	0.9155
ZNF775	-0.68225
UCKL1	-0.925
C10orf97	0.5825
C1orf161	-0.161
ALDH1L1	1.04925
FLJ39378	-0.16675
SLC23A1	-1.395
RBM4B	0.43325
THAP4	-0.0378333333333333
OGFRL1	2.288
KIAA0831	0.402375
PPP1R15A	0.524833333333333
C1orf96	0.244142857142857
C12orf11	-1.55425
BMF	-0.5245
MAN1A1	-1.043125
KIAA1600	1.25483333333333
NLGN4X	2.432
ALOX12	-0.969166666666667
RB1CC1	0.3469
NEIL2	0.7396
EIF4E	-0.0252272727272727
ABHD5	0.58075
EXOC4	0.0496666666666667
CIP29	-0.323666666666667
BATF2	0.53025
SLC29A4	-1.35925
HTR4	0.2655
EMB	-1.282
TRAF6	0.898
LMNB1	-2.8805
FAM19A5	-0.410125
SHE	1.80575
PIK3C2B	0.5315
C15orf15	0.7097
USP15	0.4579
TCEAL2	1.923
C5orf39	-0.959833333333333
PTGER2	-0.11425
SLC31A1	-0.3619375
IFT172	0.44975
ADAM29	0.0315
GFOD1	0.9765
ST7L	0.713
C15orf26	-2.225
PKN3	-0.63125
CNTD1	2.30716666666667
COMMD1	0.24425
NTRK2	4.43466666666667
FOXN3	1.40225
MFGE8	1.2401
PFKFB2	0.0606666666666667
TAS2R4	-0.0175
ENTHD1	-0.658333333333333
PRMT5	-0.395125
MGC16384	-1.69075
LOC442229	-1.408
TSKU	0.491625
KRTCAP3	3.165875
PDLIM1	0.5584
KCNS2	0.17775
RNF126	-0.449833333333333
CEP63	0.002625
CLIC4	-0.04525
hCG_1990170	5.105
ACR	1.0467
KLK7	3.6185
ALOX5AP	1.938875
RIPK3	3.1725
TAS2R9	0.636
C19orf18	1.9125
BIRC6	-0.0472142857142857
ZNF16	1.2965
RFT1	-0.645
SLC8A2	-0.864
TACC1	1.002625
ITGAD	0.377
SAMHD1	0.46175
SH3PXD2B	0.8318
EPC2	1.68225
C20orf85	0.041625
ATP13A2	-0.552666666666667
KRT4	0.49325
CAPNS1	-0.6485
MDM2	-0.49325
PCDH20	3.65425
KCNK9	0.486
OR2C1	-0.29
KLHDC3	-0.5975
IPPK	-0.0735
EFHD2	-1.367125
GALR3	0.671
NBEA	1.025
ABCA6	4.6972
CLDN3	1.646
AKT2	-1.09407142857143
EGFR	1.132
RBM16	1.120375
ZDHHC3	-0.2887
SLC25A4	0.219333333333333
CYB5B	-0.4925
CPXM1	0.20125
NDRG1	-0.912846153846154
FLJ43826	0.56775
OR5L2	-0.189
FARP2	0.0275
MRPL46	-0.377583333333333
LDHAL6B	0.0978333333333333
MAPKAPK3	-0.808333333333333
NCAM2	-1.79075
PRKD2	0.183
ZFP36L1	0.8635
CYSLTR1	-0.33175
OR4C3	0.44525
HIST1H2AJ	0.012
CCNB2	-4.45877777777778
ZNF10	0.563375
TMEM175	-0.174
FAM134A	0.607833333333333
TIGD4	0.5355
PCNP	0.467
MGC39715	0.588
LQK1	-1.33575
CREB1	0.9512
TMPRSS3	0.88375
C4orf32	0.76525
LAT	-2.39466666666667
KCNA3	0.2645
SKIV2L2	-0.59575
ROPN1B	4.8235
tcag7.23	0.592
CDT1	-3.704375
ZHX2	1.283
CD28	-4.471
ZNF624	0.939
SEPT2	-0.290083333333333
SOHLH2	-1.4415
MCOLN3	0.2315
UNQ1945	-0.132
MASP2	-1.387
ZNRF3	0.7835
GPATCH3	0.07575
AGL	0.781125
QRICH2	-0.2815
PSD4	0.543166666666667
CCNB1IP1	0.15125
ENPP7	-0.0115
OBFC1	0.021
KCNG3	-1.92975
C14orf79	0.700166666666667
ENPEP	1.72216666666667
SCT	0.062
SKI	0.74325
SEC61G	-1.89575
CAPN11	2.66025
ATXN7L3	-0.7045
DBNDD1	-1.1515
FAIM	0.73925
ANKRD36	-0.496
GABRP	5.07066666666667
TACSTD2	2.47366666666667
EIF3J	-0.233
PPP2R2A	-0.41325
TEKT4	0.493833333333333
PVALB	-3.42716666666667
F10	-1.927
FAM134C	0.7594
COMP	0.28725
EFCBP1	-0.139375
SCLT1	0.9515
TAL1	-1.0446
ACSL1	1.4935
ABCC5	-0.406333333333333
ABL1	-0.401166666666667
RBBP7	-0.356666666666667
PTPRG	-0.038625
NCOR1	0.2102
SPINK4	-1.64816666666667
TXNRD1	-1.3869
TNRC15	0.933625
C9orf138	0.573875
UBE2H	0.175833333333333
BRDT	-0.434333333333333
C8orf31	-0.36075
CCNE2	-3.614
SLC6A8	-2.252375
CALCR	-2.63625
PPP1CB	1.89925
ABHD8	-0.4975
ARF5	-0.4093
SLC24A4	0.8305
CCT3	-0.71325
ZNF121	1.392
SLC3A2	-0.3932
OR13A1	-0.1825
SLC5A10	-0.4975
RAD50	-0.011875
IER5	0.266
MTHFD1L	-2.676625
MBTPS2	0.021
MVK	-0.419875
NCL	-0.331
PSMD10	-0.36175
MOBP	-0.41675
FLJ32894	-0.2055
HRH1	-1.471
C5orf30	-0.04125
NUDT16L1	0.1526
RASGRP3	3.52316666666667
PRKRIP1	-0.6813
CCDC75	-0.10175
LOC253970	0.227
KIAA1239	1.513
MED21	-0.188
SYT11	-0.506
NTSR2	-0.5735
EGFL11	0.2035
CXorf59	0.696
OR2A25	0.099
SPTBN2	-0.52525
LRMP	-1.06866666666667
RNF111	0.581
PTH	-0.789
LOC619208	0.3235
KIAA0895	1.17625
RANBP5	-0.28525
P2RY10	0.371333333333333
NME5	3.84483333333333
DDX21	-0.144
LRSAM1	-0.331
HDAC11	0.1225
VMO1	0.25
NOLA2	-0.548666666666667
ADAR	-0.09775
MTO1	-0.416166666666667
SF4	0.0763333333333333
P2RX1	-0.560333333333333
HBM	0.5535
EN2	0.2065
C14orf172	-0.0985
TM9SF2	0.7468
INHBE	-1.43333333333333
TCTE3	-0.248833333333333
TOX2	-3.02
CTAGE3	0.761625
HBB	4.5084
MED15	-1.03816666666667
CASR	0.44375
C6orf66	-0.699333333333333
MTPN	0.44625
UNC50	0.44975
C21orf33	0.221125
IRF2	1.14425
PGR	1.82216666666667
GPR84	0.0415
CROCCL1	-1.494
SRPX	-0.011
BRE	-0.2375
FGF10	1.91925
SDC3	-0.986333333333333
ZRSR1	0.242833333333333
DKFZP434P211	-0.265125
SOX6	0.139
RPUSD2	0.15875
C14orf173	-1.1745
MAPK11	-0.768333333333333
TBC1D22A	0.028
FAM123A	-0.701
COL4A6	-0.0321666666666667
TOMM70A	0.45525
NAB1	0.59175
MGC16385	0.206625
TSPAN18	-0.754
MED31	-0.24675
PLG	-0.557
CAPSL	1.268
ZNF532	0.6854
ASB14	-0.20025
CA8	1.12375
NUDT16P	1.08833333333333
SLFN11	-1.177
LRRIQ2	0.058
NOL7	-0.593
BRMS1L	-0.238375
JARID1A	0.880333333333334
PANK2	-0.6305
ICAM3	-0.805
MDS1	-0.25225
TAF8	0.02825
RNF139	0.6225
ZNF594	0.656833333333333
ADAM8	-0.94075
SFTPC	-0.19775
MAN2B2	0.565875
RGS12	0.5024375
EIF1AY	-4.201
LRRIQ1	0.5285
GPR150	0.6775
CCDC21	-1.9545
PRRG3	0.86425
SAA4	-0.6435
RAPGEF5	0.9635
ZCCHC2	0.167583333333333
MGC39372	0.2125
PPP4R2	0.638166666666667
CDCA2	-3.61733333333333
OR4D5	0.6975
PTGFRN	0.2142
SIGLEC5	0.312166666666667
C19orf61	-0.562
NMUR2	0.359
KIAA1586	-0.0216666666666667
DAGLA	1.3145
CHCHD6	0.071
GPR32	0.202
NEUROD6	0.1065
SLC2A4RG	-0.81525
CA5B	0.48425
FBXL3	2.14
MPHOSPH9	-2.251
HMG2L1	0.51075
HCN4	0.158166666666667
CEACAM19	0.246
SH2D4B	0.208333333333333
HFE2	-0.477
TGM4	-0.306166666666667
LYPD2	0.0425
TBC1D15	0.597
MRPS21	-0.5372
NONO	-0.3833
CLEC5A	0.33375
ITCH	0.1754
MGAT3	-0.324166666666667
MBP	0.038875
RPP25	-0.3925
SOSTDC1	3.57625
HRC	-1.40075
TRIM48	-0.099
TMEM133	0.5985
ECEL1P2	-1.454
HOXC11	-0.9545
DOK5	0.70875
HELZ	1.22366666666667
LOC348180	-0.636
MGC33894	0.0645
ADRB3	0.135
DMD	2.08591666666667
PTRH2	-0.489
MPEG1	1.941
NDUFA12	-0.416666666666667
KRTAP2-4	-0.182666666666667
STAMBPL1	-1.58583333333333
ADCY2	0.147166666666667
UNQ6125	-0.3845
KLHL20	0.6175
SRM	-1.09225
OTC	-0.10075
TMIE	0.761
SNX8	-0.53275
LIPK	0.372
CHURC1	0.0511666666666667
KLC2	-0.25
HDAC1	-0.494833333333333
FAM128A	-0.55
FNDC3B	-0.4126
MTCP1	-0.5235
WFDC10B	-0.2925
PCDHGB3	0.689
ATRNL1	-1.8702
CAV2	1.4715
MED26	0.359833333333333
DUS1L	-0.25425
CHRM3	-0.2335
NEK9	0.4455
WARS2	-0.2565
TBX22	-1.57
TOMM40	-1.4995
RP6-213H19.1	-1.02833333333333
TUBGCP5	-0.2865
IGSF6	3.3915
TPPP	2.07983333333333
UNQ6190	0.7505
GSTM5	0.99375
BTD	0.275
PDCD1LG2	0.589666666666667
SNRPB2	-0.6385
ERICH1	1.269
APOA4	-1.6295
HOXA11	-2.52225
NARG1	-0.25925
MKX	-0.3215
RAB28	0.210642857142857
PKP3	0.42625
SH3GL2	-2.86325
CTSO	3.60075
RPN2	-0.7986875
IL28RA	0.874
SFMBT1	-0.4215
WDR57	-0.817375
FER1L3	1.81841666666667
HSF5	0.286333333333333
TTC9B	-0.31225
C4BPA	-0.561833333333333
ALB	-3.85778571428571
SORBS3	-0.04125
UPF2	0.786
JPH1	0.013
AGBL2	-0.187
DOPEY1	2.567
TERF1	0.00625
KIF22	-1.56333333333333
NINJ1	0.56325
SEC61A2	-1.15833333333333
HIST1H1D	-0.664166666666667
SFXN4	-0.282125
UCP3	-0.5223
ZNF703	0.0801666666666667
MYL6B	-0.5435
TREM1	-0.25775
OR52E6	0.313
CKMT2	3.06075
HLA-C	1.057375
SLC13A3	-1.93383333333333
TIMP4	0.76275
SLIT2	3.26225
RSF1	0.475333333333333
LONRF1	0.279714285714286
MON1A	-0.818
CACNG6	-1.83066666666667
DPPA4	-5.93633333333333
ZSWIM3	0.06725
ZNF804A	-0.0436666666666667
CCIN	0.72525
SLC25A31	0.36775
KCNMB4	0.421
RABL5	0.116
GALNS	-0.8471
STX6	0.212625
HIST1H1C	-3.2685
CIDEB	-0.014
CASP4	-0.0655
PDK3	-0.6456
KCNJ11	1.0325
TPR	-0.089125
ZSCAN20	-0.6025
MTX2	-0.49925
HIST1H2BH	-0.967
LOC283767	2.15375
LYRM7	-0.607388888888889
BRD3	-0.0761666666666667
HIST1H2BO	-1.2465
MAGEB10	-0.063
SLC45A1	0.8285
SERPINA3	1.00085
KIAA0143	0.8445
KCNJ16	3.86416666666667
KRT79	0.14775
FABP2	-0.40925
NUT	0.512
ZNF57	0.21725
FBXL4	0.649625
CLEC9A	3.4705
UGT8	1.73533333333333
BMP2K	-0.03
MAPK4	-0.75475
SLC25A23	-0.6924
HINT1	-0.5619
KRTAP13-1	0.00799999999999998
SFXN5	-0.6193
CHCHD2	-0.466916666666667
FAM3D	4.2265
NDP	-2.624375
RHOBTB1	-0.796666666666667
SLC4A4	-0.94225
RPL38	0.4225
HTF9C	-0.210166666666667
AP2A2	-0.068375
ZBTB46	-0.2315
MAP7D1	-0.33925
AOX1	-1.13866666666667
CYR61	2.32175
DTNA	0.4465
JRKL	1.613
TMOD3	-0.455
EEA1	0.0415
ADCK5	-1.0175
IL1R1	2.49583333333333
KLK3	0.0744285714285714
HRSP12	-0.82775
KTN1	0.23075
LOH11CR2A	0.9539
RELL2	-1.57575
MAB21L1	3.46725
C20orf59	-1.6255
PHKB	0.16425
ADAM2	-1.65783333333333
TBC1D8B	1.39783333333333
FAM13A1	1.3178125
LAPTM4B	-0.918083333333333
LCN8	-0.1885
TMEM147	-0.1495
SYT4	0.527333333333333
XPO7	-1.0305
C9orf62	0.34375
GPR75	1.6345
TRIM5	1.008
APOC1	-2.07066666666667
RNASE4	1.173
PARD6B	-1.69075
ARID1A	-0.05425
TPD52L3	0.447333333333333
RRAGB	1.53516666666667
RCN2	-0.617666666666667
HIST2H2BE	-0.9295
STARD7	-0.23075
SHMT2	-1.43675
KIAA1751	0.0908333333333333
MLYCD	0.6535
LOC162632	-0.6941
UQCRH	-1.4485
RP11-217H1.1	0.263125
SDHA	-1.122
NCLN	-1.3319
ZNF17	0.925166666666667
RCBTB2	-0.58125
VEGFB	-0.885
RP4-747L4.3	0.907
COLQ	0.2115
MPN2	-0.687333333333333
DRG2	-0.43475
KLRB1	5.32925
ALPK2	-1.4645
DNASE2B	0.921
FLJ23834	0.193666666666667
AXUD1	2.75183333333333
SAFB	0.0576
NSUN4	-0.04225
RFX2	1.50933333333333
MAPK8IP1	-0.307
FANCD2	-1.16685714285714
ANKZF1	-1.4375
C19orf50	-0.737125
DUSP8	2.510875
SENP5	-0.628
NFKBIL2	-1.17775
LBR	-1.295375
IGFL1	-0.0405
LZTS2	0.088375
IL2RG	-1.20875
CCDC51	-0.50975
KLF3	0.376625
ANKRD37	-0.48525
KCTD14	2.534
FZR1	-0.213416666666667
SLC44A4	1.5279
ESPL1	-1.70675
GMPR2	0.0586
TBC1D19	-0.963333333333333
ERGIC1	-0.133407407407407
ERBB4	2.7714
TSPAN32	-0.0939166666666667
MAP4	-0.807
GPHN	0.47225
SLC6A2	2.276625
HIVEP1	0.9455
DFFB	-0.2164
EIF4EBP2	0.564
DMRT1	-0.4005
HSPB6	-0.29325
IER2	-0.0131666666666667
AIFM1	-0.72625
WWC2	0.93525
MRPL4	-1.07625
FLJ21062	1.16683333333333
EPB41L4A	1.53533333333333
SH2D6	-0.21375
TAF4B	0.8125
GAL3ST3	-0.1775
MALT1	-0.810166666666667
RTDR1	0.336
ARVCF	0.601375
MEX3B	-0.591333333333333
FBXO16	0.1645
KIF7	-0.32825
C1QC	3.3015
ZNF783	-0.1695
ZNF85	1.011
MMP13	-1.1235
KIAA0329	1.160125
RTP3	-0.992
ZBED3	0.213
CLGN	-2.44325
SLC25A37	-0.221791666666667
hCG_18290	0.7365
OR5AS1	-0.078
SMARCC2	0.620833333333333
FAM109A	-0.3995
CCDC12	0.02825
USF2	-0.2795
DEPDC7	-2.86725
C20orf24	-1.268
JMJD3	0.465
DSP	1.12871428571429
SLIC1	-0.058375
FAM20A	0.5875
IRF2BP2	1.57
ZNF230	0.493
MSN	-0.836928571428571
SLC9A5	-2.0845
EPDR1	-0.4479
MUSK	0.0561666666666667
ZNF434	0.4455
