Hybridization REF	TCGA-AV-A03E-20A-01R-A084-07
MAOA	0.43725
TNNT3	-0.309166666666667
GYPC	0.6575
C7orf33	0.3635
PLIN	0.325833333333333
LOC90826	0.59675
RNF4	-0.7371
F8A1	-0.532166666666667
PLEKHG4	0.09175
GRB2	-0.20985
HIST1H2AD	-1.328
DUS3L	-0.588833333333333
EIF1	-0.503666666666667
RP5-1077B9.4	0.1105
FPGT	1.279
GDF10	-1.65666666666667
COQ9	0.28275
GCC2	0.0542142857142857
RARRES3	1.026125
PLXNA1	0.8136
KIAA0100	0.4539
PMF1	-0.61875
FNDC1	0.15125
HS2ST1	-0.628416666666667
CRELD2	0.60475
C8G	-1.4465
CD82	1.38075
LIM2	-1.573
UNQ6490	-0.4525
MMP16	1.00675
DRD3	0.11225
C5orf26	-1.534
C11orf73	-1.873375
PTP4A2	0.318
OR4M2	0.3575
HPCA	0.6995
SEC14L1	-0.659333333333333
CHFR	-3.540125
EMILIN1	0.114625
NDUFS4	-0.61875
COL18A1	-2.837375
PDZD3	-0.0589
C9orf16	0.720333333333333
ERBB2IP	-0.374666666666667
EMX2	-0.502
FUS	-0.68325
TF	-4.064
CLCN4	1.73216666666667
CXorf56	-1.2675
C11orf72	0.936
ELAC2	-0.448
NPR1	-2.481
ASS1	-0.458
USP42	-0.613875
POLR2J	0.1405
SEC23IP	0.157
UQCRC1	0.61975
LOC729603	-0.34525
C1orf71	-1.5495
POLG	-1.556
ADAM23	-0.34725
TFR2	-0.663
RICTOR	-0.8138
MGC39606	-0.07775
C19orf55	0.134875
SNAPC1	0.438333333333333
GNA11	0.537875
CCDC52	-0.623833333333333
FSIP1	1.4315
UPF3A	0.836875
IGSF11	-2.83633333333333
LAGE3	-0.454
CHST6	-1.7395
UNC13B	-0.1005
TTLL4	-0.7835
ZNF687	-0.3415
SDC2	-1.9086
COX7A2	-0.65875
LAMB4	-0.2725
FAM24A	0.6115
LRRTM3	-0.69
GPHB5	0.58425
OR4C13	0.7405
EIF3EIP	0.160357142857143
HABP4	1.472
TMEM125	-3.7145
CNTN2	-0.219375
ASNSD1	-0.296
FUT4	-0.692625
ACF	-2.92225
LOC158381	-1.5845
CDH8	-0.63175
AGPS	-0.699666666666667
C4orf18	-3.237625
PECI	-0.962833333333333
UNG	-0.46525
GSTP1	-0.405375
DCUN1D5	-2.39766666666667
DKFZP564J0863	-0.1385
SLC9A3R1	-1.688625
BCDO2	0.648375
CHMP7	0.0065
REM2	-0.068
DNHD1	0.92525
FKBP4	-1.422
ZNF350	-1.3155
MGC11102	0.27
BST1	-0.1365
KISS1R	1.1945
NCR2	0.221
DEFB125	-0.5885
UBE2W	-0.2185
KRT15	-2.250625
C10orf99	0.8915
SCN11A	0.201125
GFI1	-3.7035
RDHE2	-0.6012
FHL1	-0.869166666666667
OSGEP	-0.379666666666667
GATA1	-3.175
SMC6	-0.319
TTTY14	-0.61475
LPIN3	-0.05
RPL4	0.1207
RBPMS	0.5121
PRPF3	-0.0976666666666667
EMR1	0.4765
SPATA19	0.06775
XCR1	0.891
IRX3	1.0979
RBM6	-0.16925
KLF4	-0.9988
UNC5CL	-2.986
SEBOX	0.3865
BTK	-3.22625
KRCC1	0.41825
C6orf27	0.799
SYTL5	-0.2105
PRND	0.156625
LOC653319	0.77
PIGL	0.381375
HUS1	0.141333333333333
SFRS6	0.57875
C17orf77	-0.1425
UIMC1	0.393666666666667
FXYD2	-1.6792
LOC283152	0.091
ZNF667	-3.37325
ZCCHC12	-0.826
TFEC	-0.3887
ATP7B	-1.88266666666667
POLD2	-0.986333333333333
RG9MTD1	-1.373
ACOT2	-0.0306666666666667
HIST1H4I	-1.34642857142857
PPARGC1A	1.3506
ETFA	-2.2903
POLRMT	0.46025
ZNF146	-0.639625
MIA2	-1.367
KLHL6	-4.12466666666667
HOXB5	-0.8155
NENF	0.786333333333333
CUGBP1	-0.38275
PRSS22	-0.477
CASC4	0.8653
CUL4B	0.3961
CENPJ	-0.7881
PITX1	-0.139666666666667
FLJ31033	0.576
CELSR3	1.31933333333333
ZNF568	-1.70025
ITSN1	-0.237833333333333
EHBP1L1	-0.124833333333333
C19orf2	-0.85925
DCTN1	0.1015
LIN28B	-3.11216666666667
TNKS2	-0.938
C1QBP	-0.341125
CADPS2	1.737
SRMS	0.2615
GJA9	0.027
MGC24975	-1.0905
TRIM45	0.383166666666667
TSP50	0.2135
TCP1	-1.01375
TMED7	-0.7932
CMA1	0.587
CENPL	-1.5085
PTCRA	-0.1425
FST	-2.8175
VWCE	-1.08475
PAWR	-2.1945
ABCC12	0.418
LDLR	-0.9159
ASTN2	1.0796
LOC441212	0.353625
GPATCH8	0.05525
TANC2	-0.74775
KIF4A	-1.274
C18orf18	-0.2075
PGM1	-1.61475
KIAA0258	-0.4455
CPD	-1.306125
SNCAIP	-1.50975
DCT	-3.99133333333333
HLA-DOA	1.51763636363636
OR11L1	0.706
UPK1B	-0.471
DNAJB4	-1.88375
UGT1A8	0.5855
HIST1H4L	-2.6435
PECR	-0.627166666666667
HSPA2	0.94375
WFIKKN1	-3.3665
SERP1	-1.718875
SYDE2	-1.853
TACR2	1.2665
NUP85	-0.6085
CD177	-0.150166666666667
LGR5	-2.05416666666667
PIGG	-0.389666666666667
PTHR1	-2.55766666666667
RAB5A	-0.0966999999999999
FLJ13224	0.2055
USP9Y	-1.0685
C7orf53	1.4975
LRP1B	1.697
XAF1	0.4989
ABCG8	-0.703
ANKDD1A	0.883666666666667
DAND5	-1.3565
SPAG6	-0.3826
LINCR	-0.30775
ZDHHC22	-1.390875
CCDC60	0.242
THOC7	-0.522833333333333
TCTA	1.225
OR8K3	0.0145
NY-REN-7	-0.28475
B2M	0.900666666666667
C6orf141	-0.06725
LPPR4	4.78225
SQLE	-1.560875
SEPHS1	-0.69725
BTBD14B	0.9235
PLRG1	0.7205
SPG7	0.134
ZNF614	-0.379333333333333
PARD6G	-0.5345
INPP5B	-0.1043
GRPEL2	-0.118375
PPID	-0.465
TRIM56	-0.07375
UBE2J1	0.084625
IL20RA	-1.756
LOC387856	0.557
C1orf107	0.876416666666667
UTS2R	0.853
C19orf22	0.2345
SAFB2	0.173125
KIAA0652	-0.408375
KLRG1	-0.641
MS4A8B	0.130166666666667
FRAG1	0.8385
KIAA1546	-0.32475
E2F4	-0.1316
CLEC4M	0.799333333333333
BTBD14A	-0.334
KIAA0999	-0.341
GYPA	-2.8945
TAC1	-0.4841
TRAIP	-0.657166666666667
KIAA0232	0.6634
ERCC8	-0.378625
GPX4	0.783625
KIAA0368	1.73
GPR157	-0.350333333333333
CTAGE4	-1.644
C9orf30	1.53966666666667
OR52A1	-0.255
HSP90B3P	-0.3195
ALG9	-0.5966
BTBD10	0.67125
SDK2	0.2075
BAIAP3	-2.445
RABGGTB	-0.00575
ANKRD40	-1.04616666666667
KRT74	0.6575
CALCOCO2	-0.0312142857142857
SNCA	-2.28625
TMSL8	-4.62475
C2orf53	0.369
ESRRB	-0.5195
ARHGAP26	0.37475
TDRD9	-2.8945
HRAS	1.40783333333333
KLRC4	-2.208
JAGN1	-0.0836666666666667
BSDC1	0.985
RNF43	-2.8399
NDUFAF1	0.25225
PHF12	0.344
OR1L3	-0.32875
FOLR2	0.540416666666667
LYZL6	-0.558166666666667
tcag7.1260	2.7855
WSB1	-0.563
PROS1	1.3244
OSTN	0.8415
PSMB8	0.2625
SOCS4	-0.7635
DDIT4L	4.027
MAS1	-0.0585
MGC34796	0.7615
CSHL1	0.2175
TBCCD1	-0.6255
ZBTB7C	0.386
AP2S1	0.176
P15RS	-1.3576
VAT1	1.2213
SHANK3	-0.983
TUFM	-0.0128333333333333
THEG	0.39325
KRT34	4.2455
SGSM3	0.19575
TOMM22	-0.289125
SOCS3	2.26033333333333
CPO	-0.237
POP4	0.6005
BHLHB3	3.119
MALL	-2.11175
OR1B1	-0.02
PARK2	0.468833333333333
GPR124	-0.882125
LCE1E	0.3875
RUVBL2	-0.6635
CGRRF1	-0.0245
ACPL2	-1.0375
WNT10B	0.6665
BAIAP2L2	-1.657875
ISCA1	-0.5205
C1orf125	-0.06275
RPAP1	0.53325
RAI16	0.783666666666667
RPL27	-1.08925
NLRP9	0.246
EPN1	0.773
LOC388610	0.255875
SLC35A1	0.1895
GAL	-4.66725
SLC14A2	0.73475
RDH11	1.20416666666667
FAM138F	-0.5005
AUH	-0.28475
FLJ40243	0.7495
C14orf129	-1.02766666666667
MBD2	0.0851666666666667
ABHD14B	-0.029625
PIGT	0.39125
ALS2CR4	0.33575
ALAS1	-0.1028
FOXO1	-0.892333333333333
CRLF3	-0.8885
C20orf107	0.1175
FARS2	-0.611
CCDC28A	-0.74025
NPHP3	0.9875
OR13F1	0.339
TSEN54	-0.7995
DEFB106B	0.2945
OR8B4	0.157
STH	-0.346
ZC3H14	0.267875
CBX2	-0.1305
TMEM49	0.58275
C6orf21	0.2675
FLJ20920	-0.095875
CRTAP	1.137
DDX50	-0.40875
STYXL1	-0.08525
BLVRB	1.21083333333333
LOC147650	2.60683333333333
MMP24	0.5645
GRID1	-0.681
BANF1	0.482833333333333
CTAGEP	-1.2265
HMBS	-1.50025
SLC25A24	-2.9895
C14orf50	0.4655
MRO	-0.4016
SLC25A15	-0.43875
FAM84B	-2.7334
TDP1	-0.942
C16orf78	0.9505
C11orf57	-0.597625
RFK	-0.2855
ZFYVE9	-0.184125
STCH	-1.1486
WIBG	0.35025
LOC283871	-0.461833333333333
GBA2	-0.0997
NDUFB3	-0.09025
HSD17B13	-0.79325
GRIN3A	-0.1555
FMNL1	-1.88916666666667
SEPT7	-1.0887
GNLY	-0.228
GRAMD1C	-0.290166666666667
ZNF165	-1.599
USP38	0.6685
FAM83A	-2.95433333333333
C14orf24	-0.629666666666667
ARMCX3	-0.0995
ARHGDIB	-4.38666666666667
AK1	1.032125
KIAA1045	-0.4035
DNAJB13	-0.184833333333333
NEU2	0.672
HIST1H4B	-0.306666666666667
FAM20B	-0.7191
HES2	-0.281214285714286
FAM73B	0.3451
LOC388381	0.5245
INTS7	-0.183454545454545
AMPH	3.34575
ZNF775	0.336375
UCKL1	-0.756833333333333
C10orf97	-0.027
C1orf161	0.446
ALDH1L1	-2.0185
FLJ39378	0.7625
SLC23A1	-2.608
RBM4B	0.36325
THAP4	0.422
OGFRL1	1.163
KIAA0831	0.906125
PPP1R15A	1.57616666666667
C1orf96	-0.400285714285714
C12orf11	-0.389
BMF	-0.45225
MAN1A1	-1.046375
KIAA1600	-0.208
NLGN4X	-2.55625
ALOX12	-1.1385
RB1CC1	0.5897
NEIL2	0.3346
EIF4E	-0.539590909090909
ABHD5	0.10575
EXOC4	0.4785
CIP29	0.1395
BATF2	0.464
SLC29A4	-0.432375
HTR4	0.75875
EMB	-5.046
TRAF6	-0.03575
LMNB1	-1.867
FAM19A5	-1.992875
SHE	-0.39025
PIK3C2B	-1.39475
C15orf15	-0.1078
USP15	0.1437
TCEAL2	-0.71775
C5orf39	0.624
PTGER2	0.000250000000000004
SLC31A1	-1.3595
IFT172	1.35875
ADAM29	0.54875
GFOD1	-0.5435
ST7L	0.734166666666667
C15orf26	-0.8685
PKN3	-1.30225
CNTD1	0.7155
COMMD1	0.091
NTRK2	0.587181818181818
FOXN3	-0.275
MFGE8	-1.8123
PFKFB2	1.49566666666667
TAS2R4	0.37375
ENTHD1	0.0215
PRMT5	-2.298875
MGC16384	-0.290875
LOC442229	0.024
TSKU	-1.07575
KRTCAP3	-1.339875
PDLIM1	0.1774
KCNS2	0.27425
RNF126	0.155333333333333
CEP63	0.64525
CLIC4	-0.10575
hCG_1990170	-0.73925
ACR	0.3852
KLK7	-0.57875
ALOX5AP	-2.93125
RIPK3	-1.17325
TAS2R9	0.63
C19orf18	-1.8025
BIRC6	0.305
ZNF16	0.285
RFT1	-0.3535
SLC8A2	-0.58
TACC1	0.931875
ITGAD	1.9675
SAMHD1	-0.17175
SH3PXD2B	2.1938
EPC2	0.5365
C20orf85	0.675875
ATP13A2	-0.245833333333333
KRT4	1.117125
CAPNS1	0.30925
MDM2	0.1755
PCDH20	0.001
KCNK9	0.8295
OR2C1	0.874
KLHDC3	-1.54833333333333
IPPK	0.456
EFHD2	0.33925
GALR3	0.7635
NBEA	1.25266666666667
ABCA6	0.4815
CLDN3	-2.88183333333333
AKT2	-0.0547857142857143
EGFR	0.3905
RBM16	1.028125
ZDHHC3	0.5634
SLC25A4	-1.23433333333333
CYB5B	-0.507833333333333
CPXM1	-2.784
NDRG1	0.243384615384615
FLJ43826	0.38525
OR5L2	0.767333333333333
FARP2	0.2787
MRPL46	-0.218166666666667
LDHAL6B	0.4096
MAPKAPK3	1.2985
NCAM2	-2.63075
PRKD2	-0.967666666666667
ZFP36L1	1.308
CYSLTR1	-2.34225
OR4C3	0.13375
HIST1H2AJ	-1.864
CCNB2	-1.94944444444444
ZNF10	-0.522375
TMEM175	0.7625
FAM134A	0.489
TIGD4	0.1555
PCNP	-1.84775
MGC39715	1.2935
LQK1	0.47075
CREB1	-0.6366
TMPRSS3	-3.23825
C4orf32	-0.0865
LAT	1.52283333333333
KCNA3	0.149
SKIV2L2	-0.115
ROPN1B	-4.3685
tcag7.23	-1.1525
CDT1	-2.01325
ZHX2	-0.8305
CD28	-6.167
ZNF624	0.92675
SEPT2	-0.823083333333333
SOHLH2	0.639375
MCOLN3	-1.187125
UNQ1945	0.836
MASP2	-0.0785
ZNRF3	-0.5168
GPATCH3	-0.306
AGL	0.107625
QRICH2	0.463
PSD4	-1.41766666666667
CCNB1IP1	-1.545
ENPP7	0.478
OBFC1	0.48125
KCNG3	-2.49975
C14orf79	1.0125
ENPEP	-1.6755
SCT	0.459
SKI	0.212875
SEC61G	-1.63675
CAPN11	-0.6795
ATXN7L3	0.3975
DBNDD1	-1.33266666666667
FAIM	0.58775
ANKRD36	0.0865
GABRP	-0.751833333333333
TACSTD2	-4.878
EIF3J	-1.00625
PPP2R2A	-1.61525
TEKT4	1.28033333333333
PVALB	-3.73466666666667
F10	-2.93233333333333
FAM134C	-0.052
COMP	-0.066125
EFCBP1	-1.136125
SCLT1	0.436125
TAL1	-1.3232
ACSL1	1.392
ABCC5	-0.0985833333333333
ABL1	0.0557222222222223
RBBP7	-1.03925
PTPRG	0.400625
NCOR1	-0.2664
SPINK4	-1.9025
TXNRD1	-1.3558
TNRC15	0.856
C9orf138	0.168625
UBE2H	0.578666666666667
BRDT	-0.0138333333333333
C8orf31	1.045
CCNE2	-1.24745454545455
SLC6A8	-0.515875
CALCR	-5.36525
PPP1CB	-0.0833333333333334
ABHD8	0.65625
ARF5	0.4776
SLC24A4	-0.0405
CCT3	-0.54775
ZNF121	-0.677625
SLC3A2	-0.2404
OR13A1	0.37
SLC5A10	0.43625
RAD50	-0.648375
IER5	0.04975
MTHFD1L	-0.13875
MBTPS2	-0.67275
MVK	0.283875
NCL	-0.2952
PSMD10	-1.0925
MOBP	0.19825
FLJ32894	-0.1495
HRH1	1.08866666666667
C5orf30	-1.09325
NUDT16L1	-1.003
RASGRP3	-0.742833333333333
PRKRIP1	0.5135
CCDC75	1.02275
LOC253970	-0.185
KIAA1239	-0.4915
MED21	-0.4975
SYT11	3.30766666666667
NTSR2	0.536
EGFL11	0.11
CXorf59	-0.2405
OR2A25	0.58075
SPTBN2	-2.151
LRMP	-2.428
RNF111	-0.9785
PTH	0.241
LOC619208	1.07016666666667
KIAA0895	-0.30075
RANBP5	0.329375
P2RY10	-1.1245
NME5	3.68483333333333
DDX21	-1.45175
LRSAM1	0.197
HDAC11	-0.963166666666667
VMO1	0.99
NOLA2	0.161833333333333
ADAR	-0.998333333333333
MTO1	-1.71633333333333
SF4	0.853333333333333
P2RX1	0.985166666666667
HBM	-0.10275
EN2	1.03
C14orf172	0.71775
TM9SF2	-0.8947
INHBE	-0.348333333333333
TCTE3	0.629416666666667
TOX2	0.20825
CTAGE3	-1.10675
HBB	-0.2738
MED15	0.371166666666667
CASR	0.44375
C6orf66	-0.298833333333333
MTPN	1.18
UNC50	-1.7495
C21orf33	-0.037625
IRF2	1.5645
PGR	-3.28183333333333
GPR84	3.23875
CROCCL1	-1.08925
SRPX	1.40475
BRE	0.837666666666667
FGF10	-0.40525
SDC3	-1.52316666666667
ZRSR1	0.207166666666667
DKFZP434P211	-0.00912499999999999
SOX6	0.27
RPUSD2	0.2675
C14orf173	0.943333333333333
MAPK11	0.826666666666667
TBC1D22A	0.1275
FAM123A	-0.5025
COL4A6	-1.87133333333333
TOMM70A	-1.785
NAB1	0.87325
MGC16385	-0.742875
TSPAN18	-1.86883333333333
MED31	0.15775
PLG	0.032
CAPSL	0.3885
ZNF532	1.1169
ASB14	0.55775
CA8	-4.76625
NUDT16P	-1.1535
SLFN11	-2.1655
LRRIQ2	-0.82625
NOL7	-0.4265
BRMS1L	-2.1045
JARID1A	0.285
PANK2	-1.7035
ICAM3	-0.935
MDS1	0.449
TAF8	-1.07775
RNF139	-0.40625
ZNF594	-2.08616666666667
ADAM8	2.3655
SFTPC	-0.301625
MAN2B2	1.121
RGS12	0.434
EIF1AY	-4.8905
LRRIQ1	1.59433333333333
GPR150	0.8015
CCDC21	-1.68083333333333
PRRG3	0.06075
SAA4	-4.114
RAPGEF5	-1.168875
ZCCHC2	-0.0776666666666667
MGC39372	-0.4835
PPP4R2	-0.413833333333333
CDCA2	-0.886166666666667
OR4D5	0.397
PTGFRN	0.6168
SIGLEC5	-0.441333333333333
C19orf61	0.0178333333333333
NMUR2	0.282
KIAA1586	-0.474833333333333
DAGLA	2.021
CHCHD6	0.013
GPR32	0.075
NEUROD6	0.369666666666667
SLC2A4RG	-0.0438125
CA5B	-0.2925
FBXL3	-0.81225
MPHOSPH9	-1.208
HMG2L1	0.233
HCN4	0.4905
CEACAM19	0.4215
SH2D4B	0.565166666666667
HFE2	-0.75
TGM4	0.4185
LYPD2	0.09875
TBC1D15	-0.45725
MRPS21	-0.3633
NONO	-2.0872
CLEC5A	-0.170875
ITCH	0.3174
MGAT3	-4.07
MBP	-2.185625
RPP25	-2.14125
SOSTDC1	-2.81725
HRC	-2.15475
TRIM48	0.0735
TMEM133	-0.23325
ECEL1P2	-1.12925
HOXC11	-1.1895
DOK5	-0.608
HELZ	-0.66
LOC348180	0.043
MGC33894	0.488
ADRB3	-0.023
DMD	-0.668083333333333
PTRH2	0.0655
MPEG1	0.710166666666667
NDUFA12	-0.922
KRTAP2-4	0.237166666666667
STAMBPL1	-0.256666666666667
ADCY2	-1.37866666666667
UNQ6125	0.2855
KLHL20	-0.18
SRM	-0.554
OTC	0.18375
TMIE	0.4575
SNX8	1.12525
LIPK	0.2885
CHURC1	-1.05533333333333
KLC2	0.592333333333333
HDAC1	-0.963166666666667
FAM128A	0.0398333333333333
FNDC3B	-0.8947
MTCP1	0.743333333333333
WFDC10B	2.15
PCDHGB3	0.4795
ATRNL1	-2.3241
CAV2	-2.314625
MED26	0.432333333333333
DUS1L	0.3935
CHRM3	-0.359625
NEK9	0.4415
WARS2	0.45875
TBX22	-0.598
TOMM40	0.35325
RP6-213H19.1	-2.20266666666667
TUBGCP5	-0.11875
IGSF6	0.88475
TPPP	-0.3815
UNQ6190	1.0675
GSTM5	0.45875
BTD	-1.21833333333333
PDCD1LG2	0.856833333333333
SNRPB2	-1.02566666666667
ERICH1	0.26625
APOA4	-1.142875
HOXA11	-1.839
NARG1	-0.57075
MKX	-0.2165
RAB28	-1.04464285714286
PKP3	-2.78825
SH3GL2	0.19975
CTSO	0.8845
RPN2	0.15475
IL28RA	-2.02416666666667
SFMBT1	0.4115
WDR57	-1.039375
FER1L3	1.77658333333333
HSF5	0.525666666666667
TTC9B	1.43275
C4BPA	-3.55816666666667
ALB	-3.94778571428571
SORBS3	1.083875
UPF2	0.726
JPH1	0.7965
AGBL2	0.48375
DOPEY1	0.8385
TERF1	-0.564416666666667
KIF22	-0.3695
NINJ1	0.4495
SEC61A2	0.783583333333333
HIST1H1D	-0.652
SFXN4	-0.071625
UCP3	0.9996
ZNF703	0.6355
MYL6B	1.47
TREM1	3.4055
OR52E6	0.519
CKMT2	1.80025
HLA-C	1.330125
SLC13A3	-1.87533333333333
TIMP4	1.64575
SLIT2	1.2025
RSF1	-0.940833333333333
LONRF1	-0.0397142857142857
MON1A	0.774166666666667
CACNG6	-1.41783333333333
DPPA4	-4.77266666666667
ZSWIM3	0.3465
ZNF804A	1.10916666666667
CCIN	1.014
SLC25A31	0.05575
KCNMB4	-0.66725
RABL5	0.349125
GALNS	0.9569
STX6	-0.562625
HIST1H1C	-3.03683333333333
CIDEB	-1.585125
CASP4	0.816166666666667
PDK3	-1.2135
KCNJ11	-0.314
TPR	-0.88675
ZSCAN20	0.8815
MTX2	-0.00225
HIST1H2BH	-1.12325
LOC283767	0.59975
LYRM7	-0.855944444444445
BRD3	-0.558666666666667
HIST1H2BO	-1.69275
MAGEB10	0.841
SLC45A1	1.85675
SERPINA3	-3.4342
KIAA0143	-0.03725
KCNJ16	-0.323166666666667
KRT79	1.16475
FABP2	-0.5275
NUT	-0.31075
ZNF57	-0.54925
FBXL4	-0.93725
CLEC9A	0.4585
UGT8	1.9085
BMP2K	0.34875
MAPK4	-3.1995
SLC25A23	-1.4608
HINT1	-0.5758
KRTAP13-1	0.8675
SFXN5	0.6932
CHCHD2	-0.25125
FAM3D	-0.298
NDP	0.76775
RHOBTB1	-1.06316666666667
SLC4A4	0.750875
RPL38	-0.3135
HTF9C	0.8575
AP2A2	0.2625
ZBTB46	-0.544
MAP7D1	0.7305
AOX1	0.977666666666667
CYR61	-0.759833333333333
DTNA	1.71942857142857
JRKL	1.24225
TMOD3	-0.44075
EEA1	-0.3018
ADCK5	0.6775
IL1R1	0.2295
KLK3	0.594571428571429
HRSP12	0.217
KTN1	0.1305
LOH11CR2A	0.3097
RELL2	0.64825
MAB21L1	3.547
C20orf59	-1.15933333333333
PHKB	-1.0105
ADAM2	-2.00133333333333
TBC1D8B	1.6015
FAM13A1	0.24425
LAPTM4B	-3.17125
LCN8	0.377
TMEM147	0.848
SYT4	0.016
XPO7	0.1435
C9orf62	1.07175
GPR75	0.6855
TRIM5	0.368125
APOC1	-4.75083333333333
RNASE4	-3.247
PARD6B	-3.528875
ARID1A	-0.679416666666667
TPD52L3	0.3806
RRAGB	0.3905
RCN2	-1.2075
HIST2H2BE	-1.3660625
STARD7	-1.4335
SHMT2	-0.17425
KIAA1751	2.2235
MLYCD	-1.048
LOC162632	-0.2328
UQCRH	-0.79675
RP11-217H1.1	-1.3086875
SDHA	-1.8255
NCLN	-0.0661
ZNF17	0.118333333333333
RCBTB2	-3.694
VEGFB	1.2516
RP4-747L4.3	-2.946
COLQ	-0.0973
MPN2	-0.0686666666666666
DRG2	-0.06825
KLRB1	0.013
ALPK2	1.09975
DNASE2B	0.50325
FLJ23834	-0.262666666666667
AXUD1	-1.1565
SAFB	0.5212
NSUN4	-0.54025
RFX2	0.881166666666667
MAPK8IP1	0.143166666666667
FANCD2	-1.21164285714286
ANKZF1	-0.8265
C19orf50	0.12275
DUSP8	0.261875
SENP5	-0.142
NFKBIL2	-0.015
LBR	-1.910875
IGFL1	-0.2435
LZTS2	1.67525
IL2RG	-1.884
CCDC51	-0.245
KLF3	-0.614125
ANKRD37	-0.52475
KCTD14	-2.96566666666667
FZR1	0.565083333333333
SLC44A4	-2.6733
ESPL1	-0.493
GMPR2	-1.3938
TBC1D19	0.236333333333333
ERGIC1	0.75762962962963
ERBB4	-1.8169
TSPAN32	2.13116666666667
MAP4	0.689625
GPHN	-1.04075
SLC6A2	0.213
HIVEP1	-0.8345
DFFB	-0.5591
EIF4EBP2	-0.768125
DMRT1	1.341
HSPB6	0.6835
IER2	0.055
AIFM1	0.06975
WWC2	0.232166666666667
MRPL4	-0.339
FLJ21062	1.99616666666667
EPB41L4A	-0.514666666666667
SH2D6	0.9065
TAF4B	1.03575
GAL3ST3	-0.11
MALT1	-0.722
RTDR1	0.1525
ARVCF	-0.845
MEX3B	-1.77116666666667
FBXO16	1.21375
KIF7	1.41375
C1QC	0.512666666666667
ZNF783	0.6275
ZNF85	-2.789
MMP13	-1.378
KIAA0329	0.97975
RTP3	-0.3745
ZBED3	0.6175
CLGN	1.62875
SLC25A37	0.897333333333333
hCG_18290	-0.14975
OR5AS1	0.093
SMARCC2	0.9705
FAM109A	-0.0166666666666667
CCDC12	-0.037
USF2	1.2538
DEPDC7	-0.98625
C20orf24	-0.400666666666667
JMJD3	0.385
DSP	-4.28657142857143
SLIC1	-0.287428571428571
FAM20A	-2.584125
IRF2BP2	-0.65475
ZNF230	0.7475
MSN	0.528
