Hybridization REF	TCGA-A8-A0A9-01A-11R-A00Z-07
PHF12	0.3625
OR1L3	-0.214
FOLR2	1.42391666666667
LYZL6	0.2794
tcag7.1260	-1.838
WSB1	-1.48716666666667
PROS1	-1.8466
OSTN	0.8465
PSMB8	1.21875
SOCS4	-0.13525
DDIT4L	0.8155
MAS1	-0.453
MGC34796	0.71
CSHL1	0.0296666666666667
TBCCD1	0.247666666666667
ZBTB7C	0.395
AP2S1	-0.4785
P15RS	0.1836
VAT1	-0.3344
SHANK3	0.543666666666667
TUFM	0.353
THEG	0.471
KRT34	-1.85475
SGSM3	0.573125
TOMM22	-0.3805
SOCS3	0.839666666666667
CPO	1.628
POP4	0.1265
BHLHB3	0.53825
MALL	0.69975
OR1B1	0.0985
PARK2	-0.593333333333333
GPR124	0.233
LCE1E	0.9945
RUVBL2	0.261
CGRRF1	0.8033
ACPL2	0.65125
WNT10B	-1.98675
BAIAP2L2	-2.19375
ISCA1	-0.065
C1orf125	0.0424285714285714
RPAP1	-0.413
RAI16	0.627
RPL27	-0.780375
NLRP9	-0.4815
EPN1	0.3465
LOC388610	-1.33875
SLC35A1	0.7459
GAL	-2.9925
SLC14A2	0.0965
RDH11	-0.341833333333333
FAM138F	-0.012
AUH	0.3365
FLJ40243	0.50225
C14orf129	0.3205
MBD2	-0.0523333333333333
ABHD14B	-0.082
PIGT	0.3415
ALS2CR4	-0.76825
ALAS1	-0.356
FOXO1	0.980833333333333
CRLF3	-0.666625
C20orf107	-0.078
FARS2	1.2775
CCDC28A	0.60425
NPHP3	-0.813
OR13F1	0.242
TSEN54	-0.04725
DEFB106B	0.3746
OR8B4	0.7415
STH	2.40525
ZC3H14	-0.368375
CBX2	-1.4025
TMEM49	-0.06975
C6orf21	0.2795
FLJ20920	1.064
CRTAP	-0.466714285714286
DDX50	-0.31025
STYXL1	-0.92925
BLVRB	0.387
LOC147650	0.977166666666667
MMP24	0.565
GRID1	1.13783333333333
BANF1	-1.088
CTAGEP	0.33
HMBS	-2.73325
SLC25A24	0.857666666666667
C14orf50	-0.96075
MRO	0.5955
SLC25A15	-0.83275
FAM84B	1.62
TDP1	-0.848
C16orf78	-0.352
C11orf57	-0.67275
RFK	-0.938625
ZFYVE9	-0.7745
STCH	-0.4058
WIBG	0.6205
LOC283871	0.0935
GBA2	-0.1996
NDUFB3	-0.85475
HSD17B13	-0.63325
GRIN3A	1.16816666666667
FMNL1	-0.779166666666667
SEPT7	-0.2264
GNLY	2.6975
GRAMD1C	-0.103666666666667
ZNF165	1.6075
USP38	0.785
FAM83A	-3.25933333333333
C14orf24	0.670333333333333
ARMCX3	0.9845
ARHGDIB	0.533333333333333
AK1	0.028
KIAA1045	0.2355
DNAJB13	0.432166666666667
NEU2	0.076
HIST1H4B	-0.531166666666667
FAM20B	0.0844
HES2	-0.182642857142857
FAM73B	-0.1053
LOC388381	-0.773
INTS7	-0.799272727272727
AMPH	2.5135
ZNF775	-0.057875
UCKL1	0.311833333333333
C10orf97	0.05475
C1orf161	0.15325
ALDH1L1	-2.14525
FLJ39378	-0.76075
SLC23A1	-2.5165
RBM4B	0.15225
THAP4	0.206833333333333
OGFRL1	0.478
KIAA0831	0.457
PPP1R15A	0.7475
C1orf96	-0.183571428571429
C12orf11	-1.95625
BMF	0.596875
MAN1A1	-1.362
KIAA1600	0.601333333333333
NLGN4X	-0.92725
ALOX12	-1.44366666666667
RB1CC1	0.4379
NEIL2	0.564
EIF4E	0.521909090909091
ABHD5	-0.39575
EXOC4	-0.708333333333333
CIP29	0.0986666666666667
BATF2	0.5945
SLC29A4	-0.737
HTR4	0.3895
EMB	-1.023
TRAF6	0.268
LMNB1	-2.724
FAM19A5	-0.423875
SHE	1.71025
PIK3C2B	1.172
C15orf15	-0.6147
USP15	0.1658
TCEAL2	0.94975
C5orf39	-1.06616666666667
PTGER2	-1.028
SLC31A1	-0.5588125
IFT172	0.306
ADAM29	0.307
GFOD1	-0.1145
ST7L	0.292333333333333
C15orf26	-3.17625
PKN3	-1.30525
CNTD1	3.11966666666667
COMMD1	-0.002
NTRK2	1.42833333333333
FOXN3	0.032375
MFGE8	-0.3285
PFKFB2	0.866166666666667
TAS2R4	-0.313
ENTHD1	0.578333333333333
PRMT5	-0.073
MGC16384	-1.033625
LOC442229	-0.564
TSKU	-0.524375
KRTCAP3	2.388625
PDLIM1	0.3269
KCNS2	-0.10675
RNF126	-0.247
CEP63	0.068875
CLIC4	-0.196
hCG_1990170	-1.324
ACR	0.1689
KLK7	0.093
ALOX5AP	3.738625
RIPK3	3.87975
TAS2R9	-0.0125
C19orf18	2.5825
BIRC6	0.0688571428571429
ZNF16	1.9115
RFT1	-0.20225
SLC8A2	-0.38
TACC1	-0.285
ITGAD	1.2345
SAMHD1	1.274
SH3PXD2B	1.316
EPC2	0.59075
C20orf85	0.980625
ATP13A2	0.118166666666667
KRT4	0.39775
CAPNS1	-0.11425
MDM2	0.850333333333333
PCDH20	1.2255
KCNK9	0.7365
OR2C1	0.307
KLHDC3	-0.792333333333333
IPPK	0.9005
EFHD2	-0.0575
GALR3	0.765
NBEA	-0.314666666666667
ABCA6	1.9469
CLDN3	1.32
AKT2	-0.208928571428571
EGFR	-2.9295
RBM16	0.1685
ZDHHC3	-0.0249
SLC25A4	0.0226666666666667
CYB5B	-0.874333333333333
CPXM1	0.026
NDRG1	-1.823
FLJ43826	-0.01075
OR5L2	-0.3638
FARP2	0.6093
MRPL46	-0.42575
LDHAL6B	0.0228333333333333
MAPKAPK3	-0.0421666666666667
NCAM2	-2.45275
PRKD2	1.12883333333333
ZFP36L1	1.2041
CYSLTR1	-1.956
OR4C3	0.59625
HIST1H2AJ	1.1045
CCNB2	-2.26811111111111
ZNF10	-0.98325
TMEM175	0.3555
FAM134A	1.05716666666667
TIGD4	-1.2075
PCNP	-0.31025
MGC39715	-0.044
LQK1	-0.3215
CREB1	0.3426
TMPRSS3	1.4095
C4orf32	1.640875
LAT	-1.57791666666667
KCNA3	0.2115
SKIV2L2	0.082
ROPN1B	-4.1105
tcag7.23	-0.643
CDT1	-2.35825
ZHX2	1.718375
CD28	-3.626
ZNF624	0.8865
SEPT2	0.0439166666666667
SOHLH2	-1.88125
MCOLN3	1.313125
UNQ1945	0.215
MASP2	-1.5425
ZNRF3	-0.5684
GPATCH3	0.099
AGL	0.6425
QRICH2	0.516
PSD4	1.088
CCNB1IP1	-1.69075
ENPP7	0.13025
OBFC1	0.00925000000000001
KCNG3	-2.67533333333333
C14orf79	1.68425
ENPEP	0.520333333333333
SCT	1.468
SKI	0.726125
SEC61G	-0.21125
CAPN11	-0.0513333333333334
ATXN7L3	0.2145
DBNDD1	0.2705
FAIM	-0.50975
ANKRD36	-0.2965
GABRP	-1.453
TACSTD2	2.32733333333333
EIF3J	-0.5535
PPP2R2A	0.09125
TEKT4	-0.906666666666667
PVALB	-4.05933333333333
F10	-2.9725
FAM134C	1.1348
COMP	4.665625
EFCBP1	-3.34721428571429
SCLT1	0.1905
TAL1	-1.5772
ACSL1	1.32575
ABCC5	1.08541666666667
ABL1	-0.520111111111111
RBBP7	-0.276333333333333
PTPRG	0.8315
NCOR1	0.2616
SPINK4	-1.90566666666667
TXNRD1	-0.7622
TNRC15	0.41
C9orf138	0.177125
UBE2H	0.279666666666667
BRDT	0.300833333333333
C8orf31	-0.15125
CCNE2	-1.604
SLC6A8	-2.007
CALCR	-4.29775
PPP1CB	0.543416666666667
ABHD8	0.74375
ARF5	-0.4364
SLC24A4	0.22275
CCT3	0.5655
ZNF121	0.378125
SLC3A2	-0.2447
OR13A1	0.2865
SLC5A10	0.53075
RAD50	-0.3495
IER5	0.35775
MTHFD1L	-2.382625
MBTPS2	-0.59675
MVK	-1.22675
NCL	0.0545
PSMD10	-0.4865
MOBP	0.135125
FLJ32894	-1.921
HRH1	-0.491333333333333
C5orf30	1.5205
NUDT16L1	1.2932
RASGRP3	2.77933333333333
PRKRIP1	-0.9561
CCDC75	-0.8705
LOC253970	0.44525
KIAA1239	0.418
MED21	-0.49375
SYT11	-0.15675
NTSR2	-0.3215
EGFL11	1.2525
CXorf59	1.074
OR2A25	0.24775
SPTBN2	-1.5075
LRMP	-1.979
RNF111	-0.41225
PTH	0.7065
LOC619208	0.494166666666667
KIAA0895	0.435
RANBP5	-1.334125
P2RY10	0.0523333333333333
NME5	2.42783333333333
DDX21	-1.2745
LRSAM1	-0.3355
HDAC11	1.63033333333333
VMO1	1.43
NOLA2	0.194333333333333
ADAR	1.288
MTO1	-0.991166666666667
SF4	1.05216666666667
P2RX1	-0.1045
HBM	0.124
EN2	1.2055
C14orf172	0.5695
TM9SF2	0.7415
INHBE	-1.65983333333333
TCTE3	-0.166916666666667
TOX2	-3.87125
CTAGE3	0.03075
HBB	3.6849
MED15	-0.731833333333333
CASR	0.7875
C6orf66	-1.39116666666667
MTPN	-1.201
UNC50	0.03025
C21orf33	-0.203125
IRF2	0.83675
PGR	2.17783333333333
GPR84	2.8695
CROCCL1	-1.09375
SRPX	-1.0225
BRE	-0.293166666666667
FGF10	0.4875
SDC3	-0.897333333333333
ZRSR1	0.8105
DKFZP434P211	1.149375
SOX6	0.1335
RPUSD2	0.04
C14orf173	0.349416666666667
MAPK11	-0.791333333333333
TBC1D22A	1.0755
FAM123A	-1.522
COL4A6	-3.40916666666667
TOMM70A	-0.14075
NAB1	-0.145
MGC16385	-0.528625
TSPAN18	-0.458333333333333
MED31	-0.52275
PLG	-0.35025
CAPSL	2.1745
ZNF532	0.8066
ASB14	-0.10225
CA8	0.2715
NUDT16P	1.60633333333333
SLFN11	-1.3815
LRRIQ2	-0.188125
NOL7	-0.255
BRMS1L	-0.576125
JARID1A	0.4805
PANK2	-0.105
ICAM3	-0.06275
MDS1	-0.43925
TAF8	-0.971
RNF139	0.6275
ZNF594	1.06033333333333
ADAM8	2.14725
SFTPC	-0.393375
MAN2B2	1.131375
RGS12	1.0859375
EIF1AY	-4.75958333333333
LRRIQ1	1.72616666666667
GPR150	1.02975
CCDC21	-1.04166666666667
PRRG3	0.37825
SAA4	-3.8855
RAPGEF5	1.005
ZCCHC2	0.58025
MGC39372	0.503
PPP4R2	0.3855
CDCA2	-1.59616666666667
OR4D5	0.3805
PTGFRN	1.0048
SIGLEC5	1.63116666666667
C19orf61	0.0201666666666667
NMUR2	0.381
KIAA1586	-1.086
DAGLA	-0.392666666666667
CHCHD6	-0.45175
GPR32	0.303
NEUROD6	-0.06
SLC2A4RG	0.242625
CA5B	-0.62275
FBXL3	1.01325
MPHOSPH9	-2.28525
HMG2L1	-0.30125
HCN4	0.578
CEACAM19	-0.089
SH2D4B	-0.187833333333333
HFE2	-0.5565
TGM4	0.9054
LYPD2	-0.4855
TBC1D15	-0.528
MRPS21	-0.7642
NONO	-0.8077
CLEC5A	2.441625
ITCH	-0.00650000000000003
MGAT3	-1.72666666666667
MBP	-0.1965
RPP25	-0.65375
SOSTDC1	-3.15775
HRC	-2.08975
TRIM48	0.324
TMEM133	-1.09375
ECEL1P2	-0.6285
HOXC11	-1.0925
DOK5	-0.6265
HELZ	0.398333333333333
LOC348180	-0.72125
MGC33894	0.1625
ADRB3	0.1565
DMD	-0.541363636363636
PTRH2	-0.7035
MPEG1	2.80783333333333
NDUFA12	-0.821666666666667
KRTAP2-4	0.0808333333333333
STAMBPL1	-1.20533333333333
ADCY2	1.64233333333333
UNQ6125	-0.3755
KLHL20	0.3635
SRM	-1.4
OTC	-0.41325
TMIE	-0.340333333333333
SNX8	0.28075
LIPK	0.3815
CHURC1	-0.604833333333333
KLC2	0.259833333333333
HDAC1	-0.214666666666667
FAM128A	-0.0321666666666667
FNDC3B	-0.4634
MTCP1	-1.30583333333333
WFDC10B	-0.0543999999999999
PCDHGB3	-0.471
ATRNL1	-1.71044444444444
CAV2	-1.108125
MED26	0.379666666666667
DUS1L	0.4
CHRM3	-1.552125
NEK9	1.0405
WARS2	-0.799
TBX22	-2.441
TOMM40	-0.655
RP6-213H19.1	-0.5955
TUBGCP5	-0.537
IGSF6	5.00775
TPPP	1.32033333333333
UNQ6190	0.2185
GSTM5	0.8525
BTD	0.866
PDCD1LG2	0.229833333333333
SNRPB2	-0.0841666666666667
ERICH1	-0.143875
APOA4	-1.962875
HOXA11	-2.4125
NARG1	0.148875
MKX	-1.47625
RAB28	0.278214285714286
PKP3	1.32675
SH3GL2	1.99825
CTSO	3.63225
RPN2	0.781125
IL28RA	-0.138333333333333
SFMBT1	0.5975
WDR57	0.3785
FER1L3	0.399
HSF5	-0.0782
TTC9B	0.63175
C4BPA	-3.92883333333333
ALB	-3.95728571428571
SORBS3	0.53675
UPF2	0.11
JPH1	-0.00800000000000001
AGBL2	-0.66025
DOPEY1	0.7235
TERF1	-0.154583333333333
KIF22	0.131666666666667
NINJ1	1.1375
SEC61A2	-0.3035
HIST1H1D	-0.151833333333333
SFXN4	-0.520625
UCP3	1.1294
ZNF703	1.35183333333333
MYL6B	-0.67325
TREM1	2.63625
OR52E6	-0.2125
CKMT2	1.28425
HLA-C	1.7755
SLC13A3	-2.73566666666667
TIMP4	-1.777
SLIT2	1.3905
RSF1	1.93722222222222
LONRF1	-0.638857142857143
MON1A	-0.341333333333333
CACNG6	-1.71966666666667
DPPA4	-5.11066666666667
ZSWIM3	0.196
ZNF804A	0.272
CCIN	1.33575
SLC25A31	1.3925
KCNMB4	-0.895
RABL5	-0.143375
GALNS	-0.0915
STX6	0.63675
HIST1H1C	-1.388
CIDEB	-0.38925
CASP4	-0.2665
PDK3	-0.6315
KCNJ11	1.9675
TPR	0.2495
ZSCAN20	0.432
MTX2	-0.375
HIST1H2BH	-0.571
LOC283767	0.25925
LYRM7	-1.06105555555556
BRD3	0.855
HIST1H2BO	-0.9755
MAGEB10	0.68
SLC45A1	1.44025
SERPINA3	3.56695
KIAA0143	0.9215
KCNJ16	-1.2288
KRT79	0.47125
FABP2	-0.60175
NUT	0.065
ZNF57	0.304
FBXL4	-0.048
CLEC9A	0.2745
UGT8	-1.51266666666667
BMP2K	-0.2865
MAPK4	-4.06225
SLC25A23	-0.1511
HINT1	-0.4666
KRTAP13-1	0.44
SFXN5	-0.2358
CHCHD2	0.752083333333333
FAM3D	0.2415
NDP	-3.946875
RHOBTB1	-0.128166666666667
SLC4A4	-1.48825
RPL38	-0.704
HTF9C	-0.135833333333333
AP2A2	0.652375
ZBTB46	-0.153
MAP7D1	0.715125
AOX1	-1.644
CYR61	0.752666666666667
DTNA	0.653071428571429
JRKL	-0.81025
TMOD3	-0.217
EEA1	-0.5112
ADCK5	0.5465
IL1R1	1.21233333333333
KLK3	0.523615384615385
HRSP12	-0.9085
KTN1	0.755
LOH11CR2A	1.057
RELL2	-0.55325
MAB21L1	0.9515
C20orf59	-0.577666666666667
PHKB	-0.50575
ADAM2	-1.84916666666667
TBC1D8B	1.25366666666667
FAM13A1	-1.5273125
LAPTM4B	-1.29875
LCN8	-0.0955
TMEM147	0.924
SYT4	0.290166666666667
XPO7	-0.087
C9orf62	1.34325
GPR75	-0.2665
TRIM5	0.446375
APOC1	0.424833333333333
RNASE4	2.20333333333333
PARD6B	0.931375
ARID1A	0.481583333333333
TPD52L3	-0.3643
RRAGB	0.733166666666667
RCN2	-0.809333333333333
HIST2H2BE	0.0476875
STARD7	-0.297
SHMT2	-0.38625
KIAA1751	0.05
MLYCD	0.341875
LOC162632	-0.1473
UQCRH	-1.63925
RP11-217H1.1	0.9096875
SDHA	-0.496166666666667
NCLN	0.5292
ZNF17	1.07866666666667
RCBTB2	-2.0655
VEGFB	-0.2238
RP4-747L4.3	0.7785
COLQ	0.9872
MPN2	-0.979333333333333
DRG2	-0.03125
KLRB1	3.221
ALPK2	-3.26125
DNASE2B	0.941
FLJ23834	0.196166666666667
AXUD1	1.34916666666667
SAFB	0.2589
NSUN4	-0.51975
RFX2	0.4885
MAPK8IP1	-0.554833333333333
FANCD2	-1.65221428571429
ANKZF1	-0.5735
C19orf50	-0.525875
DUSP8	1.529875
SENP5	-0.14175
NFKBIL2	-0.25375
LBR	-1.762
IGFL1	-1.761
LZTS2	0.605125
IL2RG	-1.115375
CCDC51	-0.19425
KLF3	0.35275
ANKRD37	-2.06425
KCTD14	0.028
FZR1	0.612666666666667
SLC44A4	3.7715
ESPL1	-0.851875
GMPR2	-0.3167
TBC1D19	-0.292333333333333
ERGIC1	0.776333333333334
ERBB4	2.8037
TSPAN32	0.0540833333333333
MAP4	0.430625
GPHN	-0.28375
SLC6A2	-0.20925
HIVEP1	0.584
DFFB	-0.3312
EIF4EBP2	0.2455
DMRT1	-0.974666666666667
HSPB6	-0.34225
IER2	0.977666666666667
AIFM1	-0.67275
WWC2	0.605583333333333
MRPL4	-0.45375
FLJ21062	0.137333333333333
EPB41L4A	0.130583333333333
SH2D6	0.22375
TAF4B	-1.1225
GAL3ST3	-0.332
MALT1	-1.21683333333333
RTDR1	-0.97275
ARVCF	0.84225
MEX3B	-1.26583333333333
FBXO16	1.588
KIF7	0.508
C1QC	4.00816666666667
ZNF783	0.119333333333333
ZNF85	0.142
MMP13	4.734
KIAA0329	0.55975
RTP3	0.077
ZBED3	0.48275
CLGN	0.0805
SLC25A37	-0.562958333333333
hCG_18290	-0.4845
OR5AS1	0.293
SMARCC2	0.482666666666667
FAM109A	-0.218333333333333
CCDC12	-0.038
USF2	0.8434
DEPDC7	-2.2555
C20orf24	-0.233666666666667
JMJD3	0.915
DSP	0.878571428571429
SLIC1	0.661875
FAM20A	1.72925
IRF2BP2	0.95425
