Hybridization REF	TCGA-E2-A15T-01A-11R-A115-07
TNNT3	0.622833333333333
GYPC	-1.868
C7orf33	-0.2955
PLIN	3.0955
LOC90826	0.0435
RNF4	0.8211
F8A1	0.3015
PLEKHG4	-0.4935
GRB2	1.52745
HIST1H2AD	0.2975
DUS3L	-0.960666666666667
EIF1	0.319
RP5-1077B9.4	-0.792166666666667
FPGT	1.75775
GDF10	0.869333333333333
COQ9	-0.80975
GCC2	0.393857142857143
RARRES3	0.755125
PLXNA1	-0.6133
KIAA0100	0.8794
PMF1	0.7635
FNDC1	4.56375
HS2ST1	-0.520416666666667
CRELD2	-0.58875
C8G	-0.6315
CD82	-0.94
LIM2	-0.866
UNQ6490	0.017
MMP16	0.20475
DRD3	-0.2135
C5orf26	-0.51625
C11orf73	-0.9875
PTP4A2	0.67675
OR4M2	0.3945
HPCA	0.233666666666667
SEC14L1	-0.183833333333333
CHFR	-0.7855
EMILIN1	0.275
NDUFS4	-0.269
COL18A1	-0.727125
PDZD3	0.0876
C9orf16	-0.0468333333333333
ERBB2IP	-0.102333333333333
EMX2	1.6105
FUS	-0.56775
TF	-4.1993
CLCN4	-0.597
CXorf56	0.56575
C11orf72	0.07825
ELAC2	-1.43475
NPR1	-0.574
ASS1	-3.85916666666667
USP42	0.513125
POLR2J	-0.361
SEC23IP	1.3205
UQCRC1	-0.095
LOC729603	-0.0365
C1orf71	-0.04125
POLG	-0.8505
ADAM23	-4.62425
TFR2	-1.2515
RICTOR	-0.5353
MGC39606	0.4035
C19orf55	-0.1775
SNAPC1	-1.12883333333333
GNA11	1.0095
CCDC52	0.21
FSIP1	6.443
UPF3A	0.503
IGSF11	-2.18516666666667
LAGE3	-0.949
CHST6	-3.354
UNC13B	1.2795
TTLL4	-0.643125
ZNF687	0.89425
SDC2	-0.922
COX7A2	0.45
LAMB4	-0.00125000000000001
FAM24A	0.418
LRRTM3	-1.25466666666667
GPHB5	-0.40925
OR4C13	0.1485
EIF3EIP	-0.879142857142857
HABP4	-0.9745
TMEM125	3.5655
CNTN2	-0.0425
ASNSD1	-0.00525
FUT4	-0.795625
ACF	-3.17225
LOC158381	0.901
CDH8	0.69375
AGPS	0.694
C4orf18	0.589
PECI	-0.2005
UNG	0.221375
GSTP1	-3.042125
DCUN1D5	-2.93766666666667
DKFZP564J0863	-2.515
SLC9A3R1	2.659125
BCDO2	-1.89325
CHMP7	0.28825
REM2	0.8805
DNHD1	-0.39225
FKBP4	1.257625
ZNF350	1.89275
MGC11102	-1.323125
BST1	0.788
KISS1R	-0.225
NCR2	0.38
DEFB125	-0.6855
UBE2W	1.629625
KRT15	4.475
C10orf99	-0.0065
SCN11A	0.20675
GFI1	-2.99525
RDHE2	-0.521666666666667
FHL1	-0.549333333333333
OSGEP	-0.912
GATA1	-3.89766666666667
SMC6	-1.29075
TTTY14	-1.29475
LPIN3	-0.171
RPL4	-0.3893
RBPMS	0.4868
PRPF3	0.522666666666667
EMR1	-1.8755
SPATA19	0.052
XCR1	0.00600000000000001
IRX3	1.0926
RBM6	-0.36575
KLF4	-0.1251
UNC5CL	-0.506
SEBOX	0.236
BTK	-1.508
KRCC1	1.39625
C6orf27	0.067
SYTL5	0.1495
PRND	3.57275
LOC653319	-0.749
PIGL	-2.12875
HUS1	-0.245333333333333
SFRS6	0.291333333333333
C17orf77	0.4845
UIMC1	-0.771333333333333
FXYD2	-1.9795
LOC283152	0.68675
ZNF667	1.8035
ZCCHC12	-0.4765
TFEC	2.6588
ATP7B	1.80483333333333
POLD2	-0.359166666666667
RG9MTD1	-0.45025
ACOT2	0.621166666666667
HIST1H4I	-0.82875
PPARGC1A	-1.8269
ETFA	-1.6476
POLRMT	-0.2275
ZNF146	0.868875
MIA2	-1.575
KLHL6	-1.3
HOXB5	-1.451375
NENF	0.333833333333333
CUGBP1	-0.7625
PRSS22	0.9055
CASC4	0.9763
CUL4B	-0.448
CENPJ	-1.2408
PITX1	-0.340666666666667
FLJ31033	1.50433333333333
CELSR3	-1.65366666666667
ZNF568	1.14625
ITSN1	-0.493666666666667
EHBP1L1	-1.91716666666667
C19orf2	0.08775
DCTN1	1.35425
LIN28B	-4.26016666666667
TNKS2	1.57625
C1QBP	-1.5075
CADPS2	1.93925
SRMS	0.143
GJA9	0.675166666666667
MGC24975	-0.912833333333333
TRIM45	-1.206
TSP50	0.87525
TCP1	-0.79625
TMED7	0.3174
CMA1	1.875
CENPL	-0.0658333333333333
PTCRA	-0.3635
FST	-4.7555
VWCE	-4.4715
PAWR	0.6035
ABCC12	1.32916666666667
LDLR	0.185
ASTN2	0.9851
LOC441212	-1.692125
GPATCH8	0.73775
TANC2	0.346
KIF4A	-1.36425
C18orf18	-1.63325
PGM1	-0.9705
KIAA0258	0.81125
CPD	1.908625
SNCAIP	-1.80925
DCT	-4.6295
HLA-DOA	1.73795454545455
OR11L1	0.134
UPK1B	-0.0651666666666667
DNAJB4	0.127625
UGT1A8	0.19175
HIST1H4L	-2.124
PECR	-0.899333333333333
HSPA2	2.36375
WFIKKN1	-2.274
SERP1	0.958875
SYDE2	1.8915
TACR2	0.3635
NUP85	-0.09575
CD177	-0.627166666666667
LGR5	-1.97316666666667
PIGG	0.09475
PTHR1	-1.91883333333333
RAB5A	0.8176
FLJ13224	-0.0525
USP9Y	-1.90133333333333
C7orf53	-2.374
LRP1B	6.11425
XAF1	-0.1674
ABCG8	-1.2055
ANKDD1A	-0.793166666666667
DAND5	-1.9405
SPAG6	0.856
LINCR	-0.792
ZDHHC22	-1.31975
CCDC60	-0.43
THOC7	-0.454
TCTA	1.6586
OR8K3	-0.09925
NY-REN-7	0.01975
B2M	-0.257666666666667
C6orf141	-0.654625
LPPR4	1.516
SQLE	0.05625
SEPHS1	-0.88775
BTBD14B	-0.0897142857142857
PLRG1	-0.497
SPG7	-0.6123125
ZNF614	0.203166666666667
PARD6G	-0.3565
INPP5B	-0.1853
GRPEL2	-0.351
PPID	-0.2247
TRIM56	-0.318
UBE2J1	-0.124125
IL20RA	4.97025
LOC387856	0.926
C1orf107	1.27291666666667
UTS2R	-0.84625
C19orf22	1.2875
SAFB2	-0.12075
KIAA0652	0.045
KLRG1	-0.768666666666667
MS4A8B	4.8075
FRAG1	0.54725
KIAA1546	0.7875
E2F4	-0.6538
CLEC4M	-0.152
BTBD14A	-1.5865
KIAA0999	0.0869
GYPA	-4.07033333333333
TAC1	-0.1005
TRAIP	-1.02683333333333
KIAA0232	1.2656
ERCC8	-0.796875
GPX4	0.600875
KIAA0368	1.004875
GPR157	-1.093
CTAGE4	2.191
C9orf30	-1.55966666666667
OR52A1	-0.097
HSP90B3P	0.126
ALG9	-0.8821
BTBD10	0.92625
SDK2	0.37925
BAIAP3	-1.46875
RABGGTB	-0.742375
ANKRD40	1.49116666666667
KRT74	0.4795
CALCOCO2	1.69257142857143
SNCA	-3.62725
TMSL8	-6.29425
C2orf53	0.039
ESRRB	-0.05825
ARHGAP26	-1.757125
TDRD9	-2.80025
HRAS	0.5825
KLRC4	-1.339
JAGN1	-0.923333333333333
BSDC1	0.40525
RNF43	0.6679
NDUFAF1	0.1495
PHF12	0.695
OR1L3	0.3635
FOLR2	1.3235
LYZL6	0.168
tcag7.1260	-2.394
WSB1	-1.649
PROS1	-1.6373
OSTN	0.2215
PSMB8	-1.05875
SOCS4	-0.06175
DDIT4L	2.8205
MAS1	2.0675
MGC34796	0.14475
CSHL1	0.242
TBCCD1	0.2275
ZBTB7C	0.5545
AP2S1	-0.30525
P15RS	1.1453
VAT1	0.6523
SHANK3	0.455166666666667
TUFM	-0.861
THEG	0.37825
KRT34	-1.153
SGSM3	-0.85925
TOMM22	-1.120625
SOCS3	0.784666666666667
CPO	0.1625
POP4	0.2235
BHLHB3	0.36925
MALL	0.64225
OR1B1	0.4455
PARK2	0.375166666666667
GPR124	0.060625
LCE1E	0.819
RUVBL2	-0.348
CGRRF1	1.0809
ACPL2	0.96525
WNT10B	-2.332125
BAIAP2L2	-2.7515
ISCA1	0.821
C1orf125	0.314625
RPAP1	-0.31875
RAI16	-0.996666666666667
RPL27	-0.3655
NLRP9	0.2835
EPN1	0.5875
LOC388610	-0.742125
SLC35A1	0.8287
GAL	-4.63875
SLC14A2	0.1065
RDH11	-0.0188333333333333
FAM138F	-0.4435
AUH	0.09425
FLJ40243	0.343
C14orf129	0.762166666666667
MBD2	-0.851
ABHD14B	1.1905
PIGT	0.72575
ALS2CR4	-0.7005
ALAS1	0.4614
FOXO1	0.716166666666667
CRLF3	0.425625
C20orf107	-0.031
FARS2	0.456
CCDC28A	0.9135
NPHP3	-1.49075
OR13F1	0.246
TSEN54	0.38875
DEFB106B	0.2229
OR8B4	0.25
STH	1.84225
ZC3H14	-0.34625
CBX2	0.2905
TMEM49	-0.1255
C6orf21	0.708
FLJ20920	1.555875
CRTAP	0.0161428571428571
DDX50	-0.027
STYXL1	0.6535
BLVRB	-0.394166666666667
LOC147650	-1.7155
MMP24	0.21425
GRID1	1.50083333333333
BANF1	-0.490333333333333
CTAGEP	0.5215
HMBS	-2.97575
SLC25A24	1.1665
C14orf50	2.60475
MRO	0.233166666666667
SLC25A15	-0.22825
FAM84B	1.6296
TDP1	-1.101
C16orf78	0.140166666666667
C11orf57	-0.992875
RFK	0.183
ZFYVE9	0.2585
STCH	-0.2061
WIBG	-0.059
LOC283871	0.232833333333333
GBA2	0.6398
NDUFB3	-0.77375
HSD17B13	-0.13025
GRIN3A	1.14766666666667
FMNL1	-0.256166666666667
SEPT7	-0.4897
GNLY	1.0825
GRAMD1C	1.31166666666667
ZNF165	0.67675
USP38	1.21575
FAM83A	-3.09133333333333
C14orf24	0.540666666666667
ARMCX3	1.941875
ARHGDIB	2.36683333333333
AK1	0.232125
KIAA1045	0.0565
DNAJB13	0.0345
NEU2	0.6225
HIST1H4B	-1.89366666666667
FAM20B	0.1243
HES2	1.634
FAM73B	-0.3763
LOC388381	0.60325
INTS7	0.477090909090909
AMPH	2.9785
ZNF775	-0.69175
UCKL1	0.106833333333333
C10orf97	0.46325
C1orf161	-0.1665
ALDH1L1	-0.92425
FLJ39378	0.224
SLC23A1	-0.6105
RBM4B	0.56625
THAP4	0.646666666666667
OGFRL1	0.74775
KIAA0831	0.800625
PPP1R15A	0.076
C1orf96	-1.20421428571429
C12orf11	-1.0865
BMF	0.6185
MAN1A1	2.047
KIAA1600	0.900833333333333
NLGN4X	-2.69925
ALOX12	-0.492666666666667
RB1CC1	0.9887
NEIL2	-0.0395
EIF4E	0.0854090909090909
ABHD5	-0.38675
EXOC4	0.423666666666667
CIP29	-0.297833333333333
BATF2	-1.75725
SLC29A4	-0.614125
HTR4	0.1395
EMB	-2.52725
TRAF6	0.31875
LMNB1	-3.4295
FAM19A5	-1.841125
SHE	1.6975
PIK3C2B	0.64275
C15orf15	-0.724
USP15	-0.0867
TCEAL2	1.11375
C5orf39	-1.66483333333333
PTGER2	-0.31375
SLC31A1	-1.070125
IFT172	0.642
ADAM29	0.25825
GFOD1	-2.01875
ST7L	0.6265
C15orf26	-2.7165
PKN3	-0.59075
CNTD1	3.082
COMMD1	0.121125
NTRK2	1.89666666666667
FOXN3	-1.466125
MFGE8	-0.3426
PFKFB2	0.981666666666667
TAS2R4	-0.867
ENTHD1	-0.62
PRMT5	0.284125
MGC16384	-1.358375
LOC442229	-0.6765
TSKU	0.75925
KRTCAP3	2.1305
PDLIM1	-1.2563
KCNS2	0.38325
RNF126	-0.515833333333333
CEP63	0.483375
CLIC4	-0.3285
hCG_1990170	-0.55925
ACR	0.1402
KLK7	0.6045
ALOX5AP	1.5685
RIPK3	1.90825
TAS2R9	-0.0715
C19orf18	1.5755
BIRC6	0.288214285714286
ZNF16	1.4735
RFT1	-0.529
SLC8A2	-0.17025
TACC1	-1.10575
ITGAD	1.21275
SAMHD1	0.1055
SH3PXD2B	0.9368
EPC2	1.43275
C20orf85	0.1935
ATP13A2	0.632166666666667
KRT4	0.098125
CAPNS1	1.55775
MDM2	-0.726583333333333
PCDH20	2.35
KCNK9	0.415
OR2C1	0.576
KLHDC3	-0.0991666666666667
IPPK	1.407
EFHD2	-1.200375
GALR3	-1.162
NBEA	1.57516666666667
ABCA6	2.0314
CLDN3	1.59333333333333
AKT2	0.0398571428571429
EGFR	-3.512
RBM16	0.118375
ZDHHC3	-0.0071
SLC25A4	1.6325
CYB5B	-1.12616666666667
CPXM1	-1.1755
NDRG1	2.08969230769231
FLJ43826	0.48675
OR5L2	0.298166666666667
FARP2	0.9147
MRPL46	-0.789916666666667
LDHAL6B	0.369333333333333
MAPKAPK3	0.917666666666667
NCAM2	-2.661
PRKD2	0.156166666666667
ZFP36L1	0.0702
CYSLTR1	-0.30025
OR4C3	0.4225
HIST1H2AJ	1.5685
CCNB2	-1.91355555555556
ZNF10	0.40825
TMEM175	-0.426
FAM134A	1.495
TIGD4	0.97
PCNP	0.20425
MGC39715	0.29625
LQK1	-1.12925
CREB1	1.2866
TMPRSS3	1.06575
C4orf32	-0.570625
LAT	-2.64883333333333
KCNA3	-1.134
SKIV2L2	-0.29225
ROPN1B	-3.87975
tcag7.23	-0.1775
CDT1	-2.957875
ZHX2	0.5365
CD28	-3.5435
ZNF624	0.808
SEPT2	0.552166666666667
SOHLH2	-1.97475
MCOLN3	2.447375
UNQ1945	0.0635
MASP2	-0.58
ZNRF3	1.5515
GPATCH3	-0.09575
AGL	1.039125
QRICH2	0.582
PSD4	1.76183333333333
CCNB1IP1	-1.91925
ENPP7	0.54625
OBFC1	0.28525
KCNG3	-0.31825
C14orf79	2.20775
ENPEP	2.29283333333333
SCT	0.1695
SKI	0.136125
SEC61G	-0.89075
CAPN11	1.02975
ATXN7L3	0.82775
DBNDD1	0.574333333333333
FAIM	0.36175
ANKRD36	-1.216
GABRP	0.919166666666667
TACSTD2	2.08316666666667
EIF3J	0.0145
PPP2R2A	0.07075
TEKT4	0.284
PVALB	-3.657
F10	-3.60166666666667
FAM134C	1.8448
COMP	3.83575
EFCBP1	-3.8883125
SCLT1	-0.112875
TAL1	-1.3238
ACSL1	1.38425
ABCC5	1.5125
ABL1	-0.392444444444444
RBBP7	-0.134583333333333
PTPRG	-0.877
NCOR1	-0.2713
SPINK4	3.16483333333333
TXNRD1	-1.2854
TNRC15	0.692125
C9orf138	2.011625
UBE2H	0.557333333333333
BRDT	0.0551666666666667
C8orf31	-0.17
CCNE2	-0.17
SLC6A8	-2.409625
CALCR	-4.13775
PPP1CB	0.493333333333333
ABHD8	0.70725
ARF5	-0.0418
SLC24A4	0.32075
CCT3	0.625
ZNF121	0.973625
SLC3A2	-0.5753
OR13A1	-0.1265
SLC5A10	0.96525
RAD50	0.646375
IER5	-0.98975
MTHFD1L	-3.50925
MBTPS2	0.7725
MVK	-0.09325
NCL	-0.2079
PSMD10	0.46975
MOBP	0.744375
FLJ32894	0.187
HRH1	-1.82416666666667
C5orf30	2.41825
NUDT16L1	0.7882
RASGRP3	3.40116666666667
PRKRIP1	-0.5196
CCDC75	-0.2475
LOC253970	0.32725
KIAA1239	0.063
MED21	-0.6635
SYT11	-0.184416666666667
NTSR2	0.74
EGFL11	-0.53
CXorf59	1.091
OR2A25	-0.48025
SPTBN2	0.93725
LRMP	-1.80616666666667
RNF111	1.32025
PTH	-0.611
LOC619208	0.4355
KIAA0895	1.68325
RANBP5	-0.259625
P2RY10	1.17716666666667
NME5	4.65516666666667
DDX21	-0.5765
LRSAM1	1.6
HDAC11	2.06
VMO1	1.00875
NOLA2	0.1185
ADAR	1.15825
MTO1	-0.267166666666667
SF4	0.363833333333333
P2RX1	0.0301666666666667
HBM	-0.195
EN2	-1.2015
C14orf172	-0.3305
TM9SF2	0.9563
INHBE	-0.449833333333333
TCTE3	-0.316666666666667
TOX2	-3.563
CTAGE3	0.690875
HBB	3.4883
MED15	0.102166666666667
CASR	0.32575
C6orf66	-1.68516666666667
MTPN	0.2405
UNC50	0.2825
C21orf33	-0.42975
IRF2	1.287
PGR	-1.8295
GPR84	1.00125
CROCCL1	-1.85925
SRPX	-3.01125
BRE	0.431666666666667
FGF10	6.54375
SDC3	-0.494833333333333
ZRSR1	0.922166666666667
DKFZP434P211	0.034875
SOX6	-1.185
RPUSD2	-0.69325
C14orf173	-0.425083333333333
MAPK11	-0.674
TBC1D22A	-0.3595
FAM123A	-0.757
COL4A6	-2.95816666666667
TOMM70A	0.599
NAB1	-0.93975
MGC16385	-1.602
TSPAN18	-0.604
MED31	-0.353
PLG	-0.19375
CAPSL	2.1505
ZNF532	0.1015
ASB14	1.9075
CA8	0.0545
NUDT16P	2.731
SLFN11	-1.5035
LRRIQ2	0.353
NOL7	-0.7525
BRMS1L	-0.5645
JARID1A	-0.0291666666666667
PANK2	-0.528
ICAM3	-1.40775
MDS1	-0.17
TAF8	0.03675
RNF139	1.48025
ZNF594	0.169333333333333
ADAM8	0.329125
SFTPC	-0.096125
MAN2B2	1.494375
RGS12	0.8749375
EIF1AY	-4.66066666666667
LRRIQ1	1.40266666666667
GPR150	-0.889
CCDC21	0.295833333333333
PRRG3	0.34075
SAA4	-3.6905
RAPGEF5	0.691
ZCCHC2	-0.0441666666666667
MGC39372	0.779
PPP4R2	0.849666666666667
CDCA2	-2.21266666666667
OR4D5	0.557666666666667
PTGFRN	0.496666666666667
SIGLEC5	0.3215
C19orf61	0.113166666666667
NMUR2	0.0825
KIAA1586	-1.39
DAGLA	-1.17666666666667
CHCHD6	-0.58775
GPR32	0.427
NEUROD6	0.0635
SLC2A4RG	0.1370625
CA5B	0.01325
FBXL3	1.80325
MPHOSPH9	-0.652
HMG2L1	0.77375
HCN4	-0.629666666666667
CEACAM19	0.1455
SH2D4B	0.573666666666667
HFE2	0.1275
TGM4	-0.0004
LYPD2	0.163
TBC1D15	-0.22125
MRPS21	-0.1594
NONO	-0.2192
CLEC5A	1.61275
ITCH	-0.1575
MGAT3	-1.44416666666667
MBP	0.189375
RPP25	-1.73
SOSTDC1	-2.16775
HRC	1.016
TRIM48	0.007
TMEM133	-0.6715
ECEL1P2	-1.22375
HOXC11	2.622
DOK5	-0.85
HELZ	0.283666666666667
LOC348180	-1.1455
MGC33894	0.04875
ADRB3	0.0855
DMD	-0.618333333333333
PTRH2	-0.551
MPEG1	2.24316666666667
NDUFA12	-0.1225
KRTAP2-4	-0.2465
STAMBPL1	-2.0915
ADCY2	-0.633
UNQ6125	0.391
KLHL20	0.0761666666666667
SRM	-1.3915
OTC	0.08325
TMIE	0.181166666666667
SNX8	-0.6755
LIPK	-0.101
CHURC1	0.836416666666667
KLC2	-0.0288333333333333
HDAC1	0.298666666666667
FAM128A	0.270666666666667
FNDC3B	-1.4238
MTCP1	-0.403833333333333
WFDC10B	0.0895
PCDHGB3	-0.0485
ATRNL1	2.3973
CAV2	-0.4465
MED26	0.313333333333333
DUS1L	0.64275
CHRM3	-1.362875
NEK9	1.7445
WARS2	-0.61325
TBX22	-0.767
TOMM40	-0.61975
RP6-213H19.1	-1.06033333333333
TUBGCP5	0.72625
IGSF6	3.31825
TPPP	0.195833333333333
UNQ6190	0.3335
GSTM5	0.59475
BTD	0.459166666666667
PDCD1LG2	-0.00199999999999999
SNRPB2	-0.869166666666667
ERICH1	-1.2575
APOA4	-1.59175
HOXA11	-1.58325
NARG1	-0.402375
MKX	-0.812
RAB28	0.0381428571428571
PKP3	1.25575
SH3GL2	1.36675
CTSO	2.868
RPN2	-0.1131875
IL28RA	1.26816666666667
SFMBT1	0.2805
WDR57	-0.661
FER1L3	0.848583333333333
HSF5	0.0613333333333333
TTC9B	-0.17
C4BPA	-3.31566666666667
ALB	-4.89864285714286
SORBS3	0.192
UPF2	0.4725
JPH1	1.165
AGBL2	0.3215
DOPEY1	0.9295
TERF1	0.558666666666667
KIF22	-0.878166666666667
NINJ1	0.32
SEC61A2	0.10875
HIST1H1D	-1.492
SFXN4	-0.425875
UCP3	-0.7896
ZNF703	2.02783333333333
MYL6B	-1.01925
TREM1	1.2545
OR52E6	0.487
CKMT2	1.729
HLA-C	0.392
SLC13A3	-0.0503333333333333
TIMP4	-2.67725
SLIT2	0.85825
RSF1	-0.2095
LONRF1	-1.50757142857143
MON1A	0.0541666666666667
CACNG6	-2.48033333333333
DPPA4	-6.40416666666667
ZSWIM3	-0.091
ZNF804A	0.363166666666667
CCIN	1.60275
SLC25A31	1.53625
KCNMB4	-2.35525
RABL5	0.611625
GALNS	-0.7568
STX6	0.6925
HIST1H1C	0.409666666666667
CIDEB	1.667125
CASP4	-1.606
PDK3	2.1557
KCNJ11	2.0775
TPR	0.139875
ZSCAN20	-1.04
MTX2	0.23825
HIST1H2BH	0.35475
LOC283767	0.78575
LYRM7	-1.16611111111111
BRD3	0.492
HIST1H2BO	0.2375
MAGEB10	0.7495
SLC45A1	2.63275
SERPINA3	0.000600000000000028
KIAA0143	2.342
KCNJ16	-0.133166666666667
KRT79	0.5015
FABP2	-0.349
NUT	0.924
ZNF57	0.07075
FBXL4	1.450125
CLEC9A	0.5795
UGT8	-1.451
BMP2K	0.631
MAPK4	-3.76775
SLC25A23	-0.3085
HINT1	-0.638
KRTAP13-1	0.5895
SFXN5	0.5021
CHCHD2	-0.468333333333333
FAM3D	-0.0685
NDP	-3.62525
RHOBTB1	-0.571333333333333
SLC4A4	-0.949375
RPL38	0.53575
HTF9C	0.2435
AP2A2	1.041625
ZBTB46	-0.3675
MAP7D1	0.415
AOX1	1.10683333333333
CYR61	0.406
DTNA	0.665785714285714
JRKL	-2.08725
TMOD3	-0.348
EEA1	0.1679
ADCK5	-0.721
IL1R1	-0.249166666666667
KLK3	-0.426928571428571
HRSP12	-0.2735
KTN1	0.4665
LOH11CR2A	-0.6391
RELL2	-1.32925
MAB21L1	1.80175
C20orf59	-0.537166666666667
PHKB	0.77775
ADAM2	-1.83333333333333
TBC1D8B	1.58983333333333
FAM13A1	-1.2865625
LAPTM4B	-0.460083333333333
LCN8	-0.246
TMEM147	0.476
SYT4	0.835333333333333
XPO7	-0.6995
C9orf62	-0.9905
GPR75	1.2115
TRIM5	0.2135
APOC1	0.1605
RNASE4	1.195
PARD6B	0.859375
ARID1A	1.40366666666667
TPD52L3	-0.0443333333333333
RRAGB	2.47516666666667
RCN2	-0.021
HIST2H2BE	0.7636875
STARD7	-0.2145
SHMT2	-1.32975
KIAA1751	0.129333333333333
MLYCD	0.052875
LOC162632	-0.1517
UQCRH	-1.1345
RP11-217H1.1	-0.0655625
SDHA	-0.805
NCLN	-0.5965
ZNF17	0.987333333333333
RCBTB2	-2.4725
VEGFB	-0.1303
RP4-747L4.3	-0.483
COLQ	0.3766
MPN2	-0.792166666666667
DRG2	-0.2675
KLRB1	3.342
ALPK2	-2.761
DNASE2B	1.5015
FLJ23834	1.322
AXUD1	0.998666666666667
SAFB	-0.1756
NSUN4	0.152
RFX2	1.1105
MAPK8IP1	0.817166666666667
FANCD2	-1.07542857142857
ANKZF1	-1.649
C19orf50	-0.297
DUSP8	1.018125
SENP5	-0.59425
NFKBIL2	-0.535
LBR	-2.28775
IGFL1	-0.132
LZTS2	0.182875
IL2RG	-0.621875
CCDC51	-0.05
KLF3	1.1725
ANKRD37	-0.736
KCTD14	0.0243333333333334
FZR1	0.247666666666667
SLC44A4	3.8812
ESPL1	-0.674375
GMPR2	0.3091
TBC1D19	0.359333333333333
ERGIC1	0.820444444444444
ERBB4	4.1821
TSPAN32	-0.188
MAP4	0.4385
GPHN	0.75575
SLC6A2	-0.0545
HIVEP1	-0.05275
DFFB	-0.4752
EIF4EBP2	0.09875
DMRT1	-0.68725
HSPB6	0.1675
IER2	1.10233333333333
AIFM1	-0.257
WWC2	0.596916666666667
MRPL4	-0.15075
FLJ21062	1.2845
EPB41L4A	0.154583333333333
SH2D6	0.04125
TAF4B	-0.59725
GAL3ST3	-0.099
MALT1	-0.667666666666667
RTDR1	0.85875
ARVCF	0.55
MEX3B	-0.640333333333333
FBXO16	1.029
KIF7	-0.96875
C1QC	2.98483333333333
ZNF783	0.0935
ZNF85	1.80825
MMP13	2.5365
KIAA0329	0.467
RTP3	-1.048
ZBED3	-0.12875
CLGN	1.19875
SLC25A37	-1.737625
hCG_18290	-0.6095
OR5AS1	0.22
SMARCC2	0.281
FAM109A	0.038
CCDC12	0.17075
USF2	1.0571
DEPDC7	-4.14225
C20orf24	-0.903833333333333
JMJD3	1.0525
DSP	2.61857142857143
SLIC1	-0.015
FAM20A	0.42575
IRF2BP2	0.745375
ZNF230	0.1915
MSN	-1.0335
SLC9A5	-1.144
EPDR1	-2.3337
