Hybridization REF	TCGA-BH-A0B8-11A-41R-A089-07
ASTN2	-0.03
LOC441212	-0.780125
GPATCH8	0.12175
TANC2	-1.06916666666667
KIF4A	-4.395
C18orf18	0.3785
PGM1	2.58325
KIAA0258	-0.118
CPD	0.622375
SNCAIP	0.44275
DCT	-4.03183333333333
HLA-DOA	1.99131818181818
OR11L1	0.1515
UPK1B	-0.535
DNAJB4	1.924875
UGT1A8	-0.348
HIST1H4L	-2.422
PECR	1.7565
HSPA2	0.8555
WFIKKN1	-2.687
SERP1	0.216625
SYDE2	0.65425
TACR2	0.312
NUP85	-0.8735
CD177	-0.863333333333333
LGR5	-1.86283333333333
PIGG	-0.266166666666667
PTHR1	2.37616666666667
RAB5A	0.4761
FLJ13224	-0.562
USP9Y	-0.9605
C7orf53	-0.3185
LRP1B	4.23525
XAF1	1.8519
ABCG8	-1.1565
ANKDD1A	1.1665
DAND5	-0.8405
SPAG6	0.158666666666667
LINCR	-0.74325
ZDHHC22	-1.7295
CCDC60	0.6445
THOC7	-1.172
TCTA	1.3863
OR8K3	0.1035
NY-REN-7	-0.62925
B2M	1.04733333333333
C6orf141	-1.7535
LPPR4	3.2325
SQLE	-5.2515
SEPHS1	-0.62075
BTBD14B	-0.0378571428571428
PLRG1	-0.30075
SPG7	0.02425
ZNF614	-0.294666666666667
PARD6G	0.8745
INPP5B	-0.2625
GRPEL2	-0.536875
PPID	-0.3327
TRIM56	0.269
UBE2J1	-0.28
IL20RA	1.99225
LOC387856	0.7995
C1orf107	-0.212416666666667
UTS2R	0.97675
C19orf22	0.08125
SAFB2	-0.84
KIAA0652	0.649375
KLRG1	1.5405
MS4A8B	0.211333333333333
FRAG1	-0.67925
KIAA1546	0.13375
E2F4	-0.2842
CLEC4M	0.734
BTBD14A	-1.27275
KIAA0999	0.8521
GYPA	-3.0395
TAC1	0.423
TRAIP	-3.17
KIAA0232	0.5687
ERCC8	-0.8175
GPX4	2.277375
KIAA0368	0.525625
GPR157	-0.686833333333333
CTAGE4	-0.322
C9orf30	-1.53616666666667
OR52A1	0.2665
HSP90B3P	-0.67
ALG9	0.421
BTBD10	0.43475
SDK2	-0.1125
BAIAP3	-1.0265
RABGGTB	-0.59575
ANKRD40	1.5085
KRT74	0.1545
CALCOCO2	1.49785714285714
SNCA	-2.33125
TMSL8	-5.153
C2orf53	0.0345
ESRRB	-0.30025
ARHGAP26	0.07975
TDRD9	-1.86425
HRAS	0.333166666666667
KLRC4	-2.23
JAGN1	0.0885
BSDC1	0.47225
RNF43	-2.6784
NDUFAF1	0.89875
PHF12	0.2365
OR1L3	0.2635
FOLR2	3.28608333333333
LYZL6	0.0841666666666667
tcag7.1260	-1.1425
WSB1	-0.6745
PROS1	0.6689
OSTN	0.2475
PSMB8	-0.12725
SOCS4	0.297375
DDIT4L	3.71875
MAS1	-0.115
MGC34796	0.96025
CSHL1	0.107166666666667
TBCCD1	0.485666666666667
ZBTB7C	-0.403
AP2S1	-1.066125
P15RS	0.0707
VAT1	0.4125
SHANK3	2.35033333333333
TUFM	-0.222333333333333
THEG	-0.7515
KRT34	-1.64375
SGSM3	-0.412875
TOMM22	-0.361375
SOCS3	3.40766666666667
CPO	0.9855
POP4	0.4685
BHLHB3	2.38225
MALL	2.979
OR1B1	0.131
PARK2	2.15466666666667
GPR124	1.70625
LCE1E	0.3485
RUVBL2	-1.11175
CGRRF1	1.0439
ACPL2	-1.10925
WNT10B	0.6095
BAIAP2L2	-1.82575
ISCA1	1.273
C1orf125	-0.140875
RPAP1	-0.12875
RAI16	0.512833333333333
RPL27	-0.3485
NLRP9	0.0935
EPN1	0.07
LOC388610	-1.593625
SLC35A1	0.186
GAL	-3.6275
SLC14A2	1.14125
RDH11	-1.46766666666667
FAM138F	-0.4315
AUH	0.96275
FLJ40243	-0.64725
C14orf129	-0.00766666666666667
MBD2	0.133
ABHD14B	1.476
PIGT	0.029125
ALS2CR4	-0.35175
ALAS1	0.7304
FOXO1	3.40466666666667
CRLF3	-0.357375
C20orf107	-0.048
FARS2	0.77575
CCDC28A	0.79775
NPHP3	0.43975
OR13F1	0.1715
TSEN54	-1.43375
DEFB106B	0.006
OR8B4	0.146
STH	0.21275
ZC3H14	0.04625
CBX2	-0.016
TMEM49	-1.5675
C6orf21	0.2345
FLJ20920	1.808
CRTAP	1.67778571428571
DDX50	0.086
STYXL1	-0.6285
BLVRB	0.786333333333333
LOC147650	0.5065
MMP24	0.6335
GRID1	1.92466666666667
BANF1	-1.02016666666667
CTAGEP	-0.37425
HMBS	-1.77
SLC25A24	-0.0753333333333333
C14orf50	2.25425
MRO	1.26383333333333
SLC25A15	-2.193
FAM84B	-0.4248
TDP1	-1.776
C16orf78	0.200666666666667
C11orf57	-0.74275
RFK	-0.787625
ZFYVE9	-0.052875
STCH	-1.5179
WIBG	-0.273
LOC283871	-0.6685
GBA2	0.067
NDUFB3	-0.2585
HSD17B13	3.559
GRIN3A	0.595
FMNL1	-0.490333333333333
SEPT7	-0.2028
GNLY	3.5305
GRAMD1C	-0.9685
ZNF165	-2.61925
USP38	0.2495
FAM83A	-3.4755
C14orf24	0.19975
ARMCX3	1.219
ARHGDIB	-0.154333333333333
AK1	0.70675
KIAA1045	1.96875
DNAJB13	-0.240666666666667
NEU2	0.8795
HIST1H4B	-2.34966666666667
FAM20B	-0.0335999999999999
HES2	-0.499857142857143
FAM73B	0.277
LOC388381	0.867
INTS7	-1.07754545454545
AMPH	1.20825
ZNF775	-0.30175
UCKL1	-0.402833333333333
C10orf97	0.62
C1orf161	0.2175
ALDH1L1	4.67
FLJ39378	0.55425
SLC23A1	-1.3775
RBM4B	0.0595
THAP4	-0.112333333333333
OGFRL1	0.98425
KIAA0831	0.547625
PPP1R15A	1.64366666666667
C1orf96	-1.68942857142857
C12orf11	-1.6455
BMF	-0.026625
MAN1A1	0.66075
KIAA1600	1.553
NLGN4X	0.906
ALOX12	-1.239
RB1CC1	0.2073
NEIL2	1.2202
EIF4E	-0.345590909090909
ABHD5	1.52325
EXOC4	0.346666666666667
CIP29	-1.03583333333333
BATF2	0.67675
SLC29A4	2.687125
HTR4	1.32225
EMB	-0.714
TRAF6	1.08825
LMNB1	-5.33025
FAM19A5	-1.763
SHE	3.656
PIK3C2B	2.19925
C15orf15	-0.7136
USP15	0.0847
TCEAL2	1.0665
C5orf39	-0.0733333333333333
PTGER2	1.09375
SLC31A1	-0.6201875
IFT172	-0.52125
ADAM29	0.08275
GFOD1	2.5085
ST7L	0.325166666666667
C15orf26	-2.53325
PKN3	-0.1755
CNTD1	1.04116666666667
COMMD1	0.71225
NTRK2	4.4195
FOXN3	2.59
MFGE8	0.8183
PFKFB2	-0.262333333333333
TAS2R4	-0.2025
ENTHD1	-0.548
PRMT5	-0.741875
MGC16384	-0.88
LOC442229	0.83975
TSKU	1.857875
KRTCAP3	-1.523375
PDLIM1	0.776
KCNS2	0.4905
RNF126	-0.250833333333333
CEP63	0.577875
CLIC4	0.906375
hCG_1990170	3.0825
ACR	1.1236
KLK7	1.45525
ALOX5AP	2.823125
RIPK3	3.3795
TAS2R9	-0.168
C19orf18	1.1535
BIRC6	-0.0674285714285714
ZNF16	0.5695
RFT1	-0.5515
SLC8A2	-0.2145
TACC1	2.178375
ITGAD	0.403
SAMHD1	1.244
SH3PXD2B	0.7898
EPC2	0.779
C20orf85	0.036875
ATP13A2	-0.1755
KRT4	0.177375
CAPNS1	0.686
MDM2	0.26425
PCDH20	1.5175
KCNK9	0.02
OR2C1	0.148
KLHDC3	-0.160833333333333
IPPK	-0.404
EFHD2	-0.649875
GALR3	0.7875
NBEA	0.191
ABCA6	5.3383
CLDN3	-2.16366666666667
AKT2	1.82471428571429
EGFR	1.5441
RBM16	-0.17625
ZDHHC3	1.3417
SLC25A4	0.838333333333333
CYB5B	0.210666666666667
CPXM1	1.57725
NDRG1	0.616
FLJ43826	0.04975
OR5L2	0.222333333333333
FARP2	0.6943
MRPL46	0.291
LDHAL6B	-0.231166666666667
MAPKAPK3	-0.698833333333333
NCAM2	-2.503
PRKD2	0.358
ZFP36L1	1.3664
CYSLTR1	0.23775
OR4C3	0.00850000000000004
HIST1H2AJ	1.192
CCNB2	-5.01933333333333
ZNF10	0.080625
TMEM175	0.627
FAM134A	0.196333333333333
TIGD4	-0.0565
PCNP	-0.1705
MGC39715	-0.13975
LQK1	-1.64125
CREB1	0.8924
TMPRSS3	-2.5165
C4orf32	1.783875
LAT	-2.11483333333333
KCNA3	0.039
SKIV2L2	-0.6255
ROPN1B	-1.1835
tcag7.23	-0.935
CDT1	-4.505125
ZHX2	0.777125
CD28	-1.25575
ZNF624	0.9895
SEPT2	0.644
SOHLH2	-0.586
MCOLN3	0.580375
UNQ1945	0.2725
MASP2	-1.1575
ZNRF3	-0.1677
GPATCH3	0.054
AGL	0.936375
QRICH2	-0.15
PSD4	-1.69383333333333
CCNB1IP1	-1.70875
ENPP7	0.1765
OBFC1	0.6035
KCNG3	-2.82375
C14orf79	-0.743166666666667
ENPEP	2.96233333333333
SCT	-0.056
SKI	1.335375
SEC61G	-1.70125
CAPN11	1.34275
ATXN7L3	-0.34375
DBNDD1	-1.41216666666667
FAIM	0.84025
ANKRD36	-1.722
GABRP	2.68783333333333
TACSTD2	-0.579
EIF3J	-0.61825
PPP2R2A	-0.2675
TEKT4	-0.295
PVALB	-4.10666666666667
F10	0.0291666666666667
FAM134C	0.9187
COMP	4.100125
EFCBP1	-0.00425
SCLT1	-0.338
TAL1	0.2631
ACSL1	5.615
ABCC5	-0.815416666666667
ABL1	-0.232666666666667
RBBP7	-0.722
PTPRG	0.840875
NCOR1	0.1499
SPINK4	-2.22366666666667
TXNRD1	-1.3674
TNRC15	0.224875
C9orf138	0.546625
UBE2H	0.423666666666667
BRDT	-0.0463333333333333
C8orf31	0.19375
CCNE2	-3.98509090909091
SLC6A8	-1.023
CALCR	-2.212
PPP1CB	0.97875
ABHD8	0.0635
ARF5	-0.2669
SLC24A4	1.063
CCT3	-1.29475
ZNF121	-0.943125
SLC3A2	-0.584
OR13A1	0.089
SLC5A10	-0.57225
RAD50	-0.08775
IER5	0.034375
MTHFD1L	-2.132
MBTPS2	0.29775
MVK	-0.2725
NCL	-0.3429
PSMD10	-0.45925
MOBP	0.163
FLJ32894	-0.2415
HRH1	0.338
C5orf30	0.909
NUDT16L1	0.018
RASGRP3	3.8945
PRKRIP1	-0.4695
CCDC75	1.6865
LOC253970	0.38725
KIAA1239	2.58975
MED21	-0.80625
SYT11	1.17975
NTSR2	0.3965
EGFL11	0.175
CXorf59	0.3945
OR2A25	0.26325
SPTBN2	-1.95975
LRMP	-0.051
RNF111	0.52225
PTH	0.1805
LOC619208	0.471333333333333
KIAA0895	-1.40425
RANBP5	0.374375
P2RY10	-0.267666666666667
NME5	2.28033333333333
DDX21	-1.71225
LRSAM1	0.03
HDAC11	0.262833333333333
VMO1	2.2095
NOLA2	-0.970833333333333
ADAR	-0.2285
MTO1	-0.732666666666666
SF4	-0.0585
P2RX1	1.42383333333333
HBM	0.356
EN2	0.8485
C14orf172	-0.35
TM9SF2	0.0059
INHBE	-0.843666666666667
TCTE3	0.066
TOX2	-1.26675
CTAGE3	-0.503125
HBB	4.6524
MED15	-0.159166666666667
CASR	-0.05075
C6orf66	-0.289166666666667
MTPN	-0.246125
UNC50	-0.09675
C21orf33	0.775
IRF2	0.53475
PGR	-0.8975
GPR84	0.259
CROCCL1	-1.60575
SRPX	2.1545
BRE	0.4335
FGF10	2.94675
SDC3	1.11316666666667
ZRSR1	0.841333333333333
DKFZP434P211	-0.76275
SOX6	-0.02
RPUSD2	-0.71525
C14orf173	0.542
MAPK11	1.0815
TBC1D22A	0.7405
FAM123A	-0.746
COL4A6	-1.8605
TOMM70A	0.54025
NAB1	1.09725
MGC16385	-0.286875
TSPAN18	1.09166666666667
MED31	-0.804
PLG	-0.5745
CAPSL	-0.238
ZNF532	0.6376
ASB14	0.15075
CA8	-0.75125
NUDT16P	1.3515
SLFN11	0.36
LRRIQ2	-1.25275
NOL7	-0.811166666666667
BRMS1L	-0.407625
JARID1A	0.174
PANK2	-0.43575
ICAM3	0.579
MDS1	1.29525
TAF8	0.36425
RNF139	0.38325
ZNF594	-0.179
ADAM8	-0.876875
SFTPC	0.557375
MAN2B2	1.58725
RGS12	0.2461875
EIF1AY	-4.83583333333333
LRRIQ1	-1.3685
GPR150	1.023
CCDC21	-1.649
PRRG3	1.23125
SAA4	2.2575
RAPGEF5	1.93525
ZCCHC2	-0.203083333333333
MGC39372	-0.8235
PPP4R2	-0.3115
CDCA2	-4.157
OR4D5	-0.013
PTGFRN	-0.9919
SIGLEC5	0.61
C19orf61	-0.416666666666667
NMUR2	0.271
KIAA1586	-0.980333333333333
DAGLA	-0.362
CHCHD6	-0.83225
GPR32	0.6155
NEUROD6	0.2425
SLC2A4RG	1.0485
CA5B	0.357
FBXL3	1.828
MPHOSPH9	-1.30675
HMG2L1	-0.29925
HCN4	0.5985
CEACAM19	0.461
SH2D4B	0.633833333333333
HFE2	-0.0445
TGM4	0.148666666666667
LYPD2	0.16
TBC1D15	0.50125
MRPS21	-0.5133
NONO	-1.4855
CLEC5A	-0.185375
ITCH	0.072
MGAT3	0.584166666666667
MBP	0.20975
RPP25	-0.971
SOSTDC1	0.2785
HRC	0.57025
TRIM48	0.175
TMEM133	1.97375
ECEL1P2	-1.1715
HOXC11	-0.737
DOK5	-0.46575
HELZ	0.760166666666667
LOC348180	-0.86175
MGC33894	1.09825
ADRB3	-0.0265
DMD	2.65991666666667
PTRH2	-1.34975
MPEG1	3.6395
NDUFA12	0.188333333333333
KRTAP2-4	0.0998333333333333
STAMBPL1	-0.610333333333333
ADCY2	0.661833333333333
UNQ6125	-0.132
KLHL20	0.8065
SRM	-1.135
OTC	2.49775
TMIE	0.903333333333333
SNX8	0.336
LIPK	0.152
CHURC1	0.4885
KLC2	0.0963333333333333
HDAC1	-1.28066666666667
FAM128A	-0.930166666666667
FNDC3B	0.0711
MTCP1	0.0433333333333334
WFDC10B	-0.0102
PCDHGB3	-0.0235
ATRNL1	-2.3958
CAV2	3.888
MED26	0.368666666666667
DUS1L	-0.10275
CHRM3	-1.340625
NEK9	1.6645
WARS2	0.23
TBX22	0.145
TOMM40	-1.1905
RP6-213H19.1	-3.8065
TUBGCP5	0.281
IGSF6	4.3075
TPPP	2.236
UNQ6190	0.266
GSTM5	1.82875
BTD	2.55933333333333
PDCD1LG2	0.916333333333333
SNRPB2	-0.703333333333333
ERICH1	0.2655
APOA4	-1.77025
HOXA11	-0.49075
NARG1	-0.8855
MKX	1.86175
RAB28	0.0604285714285714
PKP3	-3.11375
SH3GL2	-1.85175
CTSO	2.57325
RPN2	-1.0059375
IL28RA	-1.16433333333333
SFMBT1	-0.69925
WDR57	-0.570375
FER1L3	0.337666666666667
HSF5	0.315
TTC9B	0.46775
C4BPA	-1.88433333333333
ALB	-4.14242857142857
SORBS3	0.952
UPF2	-0.3535
JPH1	-0.6235
AGBL2	-2.2875
DOPEY1	1.595
TERF1	-0.104333333333333
KIF22	-1.83066666666667
NINJ1	0.086
SEC61A2	-1.27283333333333
HIST1H1D	-2.0065
SFXN4	-0.24875
UCP3	0.3596
ZNF703	0.500333333333333
MYL6B	-1.30025
TREM1	1.25875
OR52E6	0.5935
CKMT2	4.45875
HLA-C	1.534
SLC13A3	-1.92616666666667
TIMP4	4.5525
SLIT2	3.1555
RSF1	-0.136666666666667
LONRF1	-0.220071428571429
MON1A	0.250333333333333
CACNG6	-1.63816666666667
DPPA4	-5.2765
ZSWIM3	0.07225
ZNF804A	-0.1665
CCIN	0.8755
SLC25A31	-0.054
KCNMB4	-0.16575
RABL5	-0.357875
GALNS	-0.7014
STX6	0.077125
HIST1H1C	-1.69966666666667
CIDEB	0.139125
CASP4	0.591333333333333
PDK3	-1.6716
KCNJ11	0.3745
TPR	-0.772625
ZSCAN20	-0.6645
MTX2	-0.642
HIST1H2BH	-2.07525
LOC283767	1.97125
LYRM7	-0.1825
BRD3	-0.484833333333333
HIST1H2BO	-2.07675
MAGEB10	0.1605
SLC45A1	1.238
SERPINA3	-2.199
KIAA0143	0.808
KCNJ16	2.21466666666667
KRT79	0.06
FABP2	-0.43375
NUT	-0.15075
ZNF57	-0.96225
FBXL4	0.674875
CLEC9A	0.419
UGT8	-1.22066666666667
BMP2K	-0.246
MAPK4	-2.1585
SLC25A23	0.1559
HINT1	-1.0234
KRTAP13-1	0.875
SFXN5	-0.8645
CHCHD2	-0.4985
FAM3D	1.464
NDP	-2.96575
RHOBTB1	0.553166666666667
SLC4A4	2.81925
RPL38	-0.057
HTF9C	-0.393166666666667
AP2A2	0.96075
ZBTB46	0.6685
MAP7D1	2.278875
AOX1	0.816666666666667
CYR61	2.40825
DTNA	0.542642857142857
JRKL	0.76825
TMOD3	-0.81025
EEA1	0.5483
ADCK5	-0.82525
IL1R1	3.3255
KLK3	0.3395
HRSP12	1.33
KTN1	-0.16525
LOH11CR2A	0.9299
RELL2	-2.68475
MAB21L1	3.7155
C20orf59	-1.20533333333333
PHKB	0.576
ADAM2	-1.89183333333333
TBC1D8B	0.761666666666667
FAM13A1	1.0301875
LAPTM4B	-1.95916666666667
LCN8	-0.0215
TMEM147	-0.253
SYT4	0.739
XPO7	-0.417
C9orf62	0.6435
GPR75	0.1145
TRIM5	0.202125
APOC1	-1.79166666666667
RNASE4	2.763
PARD6B	-4.989875
ARID1A	-0.15125
TPD52L3	-0.137
RRAGB	1.05483333333333
RCN2	-1.18933333333333
HIST2H2BE	-1.2873125
STARD7	-0.0905
SHMT2	-2.0955
KIAA1751	0.7175
MLYCD	2.105625
LOC162632	-0.8198
UQCRH	-0.765
RP11-217H1.1	-0.8738125
SDHA	0.350333333333333
NCLN	-0.3698
ZNF17	0.503
RCBTB2	-0.24175
VEGFB	2.2996
RP4-747L4.3	-0.223
COLQ	0.7625
MPN2	0.181833333333333
DRG2	0.10975
KLRB1	4.38375
ALPK2	-3.65475
DNASE2B	0.70925
FLJ23834	0.3295
AXUD1	2.6495
SAFB	-0.3125
NSUN4	-0.7795
RFX2	1.443
MAPK8IP1	0.636833333333333
FANCD2	-2.98142857142857
ANKZF1	-1.329
C19orf50	0.23125
DUSP8	0.789125
SENP5	-0.416625
NFKBIL2	-1.405
LBR	-0.75025
IGFL1	0.2735
LZTS2	0.778375
IL2RG	-1.250375
CCDC51	-0.32075
KLF3	1.258125
ANKRD37	-1.89125
KCTD14	-0.154333333333333
FZR1	-0.14925
SLC44A4	-0.4124
ESPL1	-1.329875
GMPR2	-0.3464
TBC1D19	-0.3615
ERGIC1	0.221592592592593
ERBB4	0.361
TSPAN32	0.0336666666666667
MAP4	1.477
GPHN	0.18725
SLC6A2	0.993625
HIVEP1	0.23375
DFFB	-0.6424
EIF4EBP2	2.345125
DMRT1	-0.24475
HSPB6	1.92475
IER2	1.11733333333333
AIFM1	0.19325
WWC2	0.502416666666667
MRPL4	-0.288
FLJ21062	1.2215
EPB41L4A	1.36883333333333
SH2D6	0.15875
TAF4B	-0.72875
GAL3ST3	-0.1635
MALT1	-0.649166666666667
RTDR1	-0.28025
ARVCF	-0.391875
MEX3B	-1.52033333333333
FBXO16	-2.25525
KIF7	-0.568
C1QC	3.976
ZNF783	-0.4595
ZNF85	0.02125
MMP13	-0.6165
KIAA0329	0.737
RTP3	-0.108
ZBED3	1.19675
CLGN	-4.4665
SLC25A37	-0.999625
hCG_18290	0.10775
OR5AS1	-0.1505
SMARCC2	1.15508333333333
FAM109A	-0.0503333333333333
CCDC12	-0.069
USF2	0.7524
DEPDC7	-2.96325
C20orf24	-0.898333333333333
JMJD3	0.466
DSP	-1.92642857142857
SLIC1	0.421875
FAM20A	1.813125
IRF2BP2	-0.369875
ZNF230	-0.3635
MSN	0.377857142857143
SLC9A5	-2.0125
EPDR1	1.4315
MUSK	0.233166666666667
ZNF434	0.331166666666667
SMARCD1	-0.364
ZFP106	1.73725
ZNF347	0.807
GTF2E1	-0.549
RY1	0.3165
ATAD2B	-0.77725
ARHGAP17	0.4008
KCNIP3	-0.7345
