Hybridization REF	TCGA-A2-A0D2-01A-21R-A034-07
ZNF667	0.9665
ZCCHC12	-0.30425
TFEC	3.1035
ATP7B	-1.36316666666667
POLD2	-1.02466666666667
RG9MTD1	-0.30575
ACOT2	-1.37466666666667
HIST1H4I	-0.8785
PPARGC1A	0.5851
ETFA	-0.1872
POLRMT	-0.0325
ZNF146	0.53975
MIA2	-0.811
KLHL6	0.00749999999999999
HOXB5	-1.446625
NENF	1.24366666666667
CUGBP1	0.25525
PRSS22	1.74366666666667
CASC4	0.9698
CUL4B	0.3137
CENPJ	-1.0941
PITX1	0.367666666666667
FLJ31033	0.3275
CELSR3	-2.1965
ZNF568	0.2155
ITSN1	-0.345333333333333
EHBP1L1	0.364166666666667
C19orf2	0.76475
DCTN1	-0.45875
LIN28B	-3.30016666666667
TNKS2	-0.64575
C1QBP	0.04275
CADPS2	1.582
SRMS	0.0975
GJA9	0.245166666666667
MGC24975	-0.192666666666667
TRIM45	-0.9715
TSP50	0.0015
TCP1	-0.70575
TMED7	-0.11
CMA1	0.0585
CENPL	-0.442166666666667
PTCRA	0.8355
FST	-4.20225
VWCE	-4.10325
PAWR	-0.07875
ABCC12	0.189
LDLR	-0.0926
ASTN2	-1.116
LOC441212	-0.361125
GPATCH8	-0.3905
TANC2	-1.962
KIF4A	0.1415
C18orf18	-0.2895
PGM1	0.26625
KIAA0258	0.23975
CPD	0.197125
SNCAIP	-1.067
DCT	-4.148
HLA-DOA	2.83254545454545
OR11L1	0.515
UPK1B	-0.518833333333333
DNAJB4	-0.38425
UGT1A8	-0.5795
HIST1H4L	0.246
PECR	-2.42766666666667
HSPA2	0.31325
WFIKKN1	-1.2545
SERP1	0.000625000000000001
SYDE2	0.93075
TACR2	0.451
NUP85	0.21025
CD177	-0.335166666666667
LGR5	-1.929
PIGG	-1.07258333333333
PTHR1	-1.73783333333333
RAB5A	-0.2272
FLJ13224	0.0535
USP9Y	-1.858
C7orf53	1.605
LRP1B	-0.78575
XAF1	1.8901
ABCG8	-1.0665
ANKDD1A	-0.271166666666667
DAND5	-0.6755
SPAG6	0.3715
LINCR	3.90725
ZDHHC22	-1.927625
CCDC60	0.2835
THOC7	-1.098
TCTA	0.4374
OR8K3	0.482
NY-REN-7	-0.80575
B2M	1.14116666666667
C6orf141	-1.772625
LPPR4	3.12925
SQLE	-0.26475
SEPHS1	1.73025
BTBD14B	0.543571428571428
PLRG1	-0.236
SPG7	0.1758125
ZNF614	-0.161833333333333
PARD6G	0.939666666666667
INPP5B	-0.4844
GRPEL2	0.265375
PPID	-0.8045
TRIM56	-0.711
UBE2J1	1.0985
IL20RA	1.549
LOC387856	-0.071
C1orf107	1.06858333333333
UTS2R	0.30525
C19orf22	-0.69175
SAFB2	-0.1345
KIAA0652	0.194875
KLRG1	-0.197166666666667
MS4A8B	-0.173
FRAG1	-0.04
KIAA1546	0.23675
E2F4	-0.3261
CLEC4M	0.141
BTBD14A	0.06225
KIAA0999	1.2292
GYPA	-3.83616666666667
TAC1	0.4604
TRAIP	-0.955
KIAA0232	-0.3989
ERCC8	-0.433125
GPX4	-0.45875
KIAA0368	0.615875
GPR157	-1.297
CTAGE4	0.0575
C9orf30	0.339166666666667
OR52A1	0.7235
HSP90B3P	-0.7935
ALG9	-0.3715
BTBD10	-0.05525
SDK2	-0.1955
BAIAP3	-1.82375
RABGGTB	0.020375
ANKRD40	-0.244833333333333
KRT74	0.0875
CALCOCO2	-0.850642857142857
SNCA	-3.2025
TMSL8	1.665
C2orf53	0.3125
ESRRB	-0.327
ARHGAP26	-0.0795
TDRD9	-3.22325
HRAS	-0.192333333333333
KLRC4	-1.985
JAGN1	-0.689833333333333
BSDC1	0.009
RNF43	-1.4148
NDUFAF1	0.09675
PHF12	-0.10625
OR1L3	0.085
FOLR2	1.75158333333333
LYZL6	0.177833333333333
tcag7.1260	0.244
WSB1	-1.76766666666667
PROS1	-0.8202
OSTN	0.7605
PSMB8	-0.11125
SOCS4	-0.710375
DDIT4L	0.502
MAS1	-0.549
MGC34796	-0.23475
CSHL1	0.364
TBCCD1	0.949166666666667
ZBTB7C	0.2925
AP2S1	0.548
P15RS	1.1693
VAT1	-0.6738
SHANK3	1.09066666666667
TUFM	-0.135833333333333
THEG	-0.47
KRT34	-2.10725
SGSM3	0.77825
TOMM22	0.649625
SOCS3	1.07016666666667
CPO	0.7575
POP4	0.47875
BHLHB3	1.40325
MALL	1.611
OR1B1	0.362
PARK2	0.172666666666667
GPR124	0.774875
LCE1E	0.5865
RUVBL2	0.20025
CGRRF1	-0.3879
ACPL2	-0.06875
WNT10B	-2.133
BAIAP2L2	-1.77975
ISCA1	-0.3885
C1orf125	-0.407875
RPAP1	-0.3885
RAI16	-0.5925
RPL27	-0.672625
NLRP9	0.19
EPN1	0.835
LOC388610	-0.7745
SLC35A1	0.5521
GAL	-2.80725
SLC14A2	0.457
RDH11	-0.609
FAM138F	-0.1605
AUH	0.44825
FLJ40243	0.2725
C14orf129	-0.435
MBD2	0.306166666666667
ABHD14B	-0.512375
PIGT	-0.578125
ALS2CR4	-0.0485
ALAS1	0.3955
FOXO1	1.01833333333333
CRLF3	0.2005
C20orf107	0.8735
FARS2	0.7305
CCDC28A	0.35275
NPHP3	-1.17875
OR13F1	0.4495
TSEN54	0.181
DEFB106B	0.274
OR8B4	0.5365
STH	-1.1205
ZC3H14	-0.2075
CBX2	-0.035
TMEM49	-1.33025
C6orf21	0.356
FLJ20920	-0.320625
CRTAP	-0.842714285714286
DDX50	-0.34725
STYXL1	0.12725
BLVRB	-1.4295
LOC147650	0.911333333333333
MMP24	0.367
GRID1	1.55683333333333
BANF1	-0.232333333333333
CTAGEP	0.43975
HMBS	-0.903
SLC25A24	0.682833333333333
C14orf50	-0.4165
MRO	0.640833333333333
SLC25A15	-0.0785
FAM84B	1.0107
TDP1	0.062
C16orf78	0.0525
C11orf57	0.12625
RFK	-0.564875
ZFYVE9	0.4595
STCH	-0.1161
WIBG	-0.702
LOC283871	-0.707
GBA2	-0.9771
NDUFB3	-0.50925
HSD17B13	-0.82125
GRIN3A	1.3895
FMNL1	-0.610333333333333
SEPT7	-0.6073
GNLY	4.7455
GRAMD1C	-0.814833333333333
ZNF165	0.73775
USP38	0.97475
FAM83A	-3.0575
C14orf24	1.14041666666667
ARMCX3	0.208125
ARHGDIB	-0.0445
AK1	-0.306125
KIAA1045	0.50325
DNAJB13	-0.6175
NEU2	0.595
HIST1H4B	0.227666666666667
FAM20B	-0.7675
HES2	-0.167571428571429
FAM73B	-0.6982
LOC388381	0.87575
INTS7	0.518363636363636
AMPH	0.51175
ZNF775	-0.025125
UCKL1	-0.458833333333333
C10orf97	0.3995
C1orf161	0.119
ALDH1L1	-1.49625
FLJ39378	-0.260125
SLC23A1	-3.183
RBM4B	0.3995
THAP4	0.207666666666667
OGFRL1	2.6505
KIAA0831	-0.842875
PPP1R15A	0.789166666666667
C1orf96	0.611
C12orf11	-0.91575
BMF	0.84375
MAN1A1	-0.515625
KIAA1600	1.04566666666667
NLGN4X	-0.04575
ALOX12	-1.46933333333333
RB1CC1	0.2971
NEIL2	0.4514
EIF4E	0.123136363636364
ABHD5	0.137
EXOC4	-0.0101666666666667
CIP29	0.192333333333333
BATF2	1.02925
SLC29A4	-1.432
HTR4	0.23875
EMB	0.09525
TRAF6	1.789
LMNB1	-0.994
FAM19A5	-0.56475
SHE	1.368
PIK3C2B	0.679
C15orf15	0.3629
USP15	-0.1069
TCEAL2	0.4135
C5orf39	0.0431666666666667
PTGER2	-0.62725
SLC31A1	0.509375
IFT172	-0.64225
ADAM29	0.56525
GFOD1	-0.34875
ST7L	0.3145
C15orf26	-1.12325
PKN3	-0.11925
CNTD1	0.124333333333333
COMMD1	-0.0665
NTRK2	2.71858333333333
FOXN3	-0.226625
MFGE8	1.5905
PFKFB2	0.67
TAS2R4	-0.1105
ENTHD1	1.44516666666667
PRMT5	-0.187375
MGC16384	-0.81475
LOC442229	-0.45675
TSKU	0.048625
KRTCAP3	2.442375
PDLIM1	-0.1697
KCNS2	0.38675
RNF126	-0.356333333333333
CEP63	-0.790875
CLIC4	-0.2035
hCG_1990170	-0.25225
ACR	0.7076
KLK7	1.2025
ALOX5AP	3.774125
RIPK3	2.6965
TAS2R9	0.547
C19orf18	1.5895
BIRC6	-0.386642857142857
ZNF16	0.843
RFT1	-1.185
SLC8A2	-0.7765
TACC1	0.319
ITGAD	0.923
SAMHD1	1.2365
SH3PXD2B	2.0881
EPC2	0.105
C20orf85	0.549
ATP13A2	0.612833333333333
KRT4	0.274125
CAPNS1	-0.1805
MDM2	-0.259833333333333
PCDH20	0.63525
KCNK9	0.57
OR2C1	-0.1555
KLHDC3	-0.0836666666666667
IPPK	0.73
EFHD2	-0.46925
GALR3	0.36475
NBEA	0.3175
ABCA6	2.1863
CLDN3	1.901
AKT2	-0.032
EGFR	-1.1073
RBM16	0.208625
ZDHHC3	0.0578
SLC25A4	-0.699333333333333
CYB5B	-0.201333333333333
CPXM1	0.63325
NDRG1	-2.256
FLJ43826	0.2285
OR5L2	0.181
FARP2	-0.5691
MRPL46	0.04575
LDHAL6B	0.2965
MAPKAPK3	-0.028
NCAM2	-3.62125
PRKD2	0.355166666666667
ZFP36L1	1.2633
CYSLTR1	-0.5355
OR4C3	0.257
HIST1H2AJ	0.0855
CCNB2	0.601777777777778
ZNF10	-0.872375
TMEM175	0.1075
FAM134A	0.043
TIGD4	0.077
PCNP	-0.665
MGC39715	0.383
LQK1	0.4285
CREB1	0.6696
TMPRSS3	-0.946
C4orf32	-0.183625
LAT	-1.55858333333333
KCNA3	0.0325
SKIV2L2	-1.0725
ROPN1B	4.063
tcag7.23	0.37
CDT1	-0.50275
ZHX2	0.7395
CD28	-2.335
ZNF624	0.336
SEPT2	-0.0771666666666667
SOHLH2	-1.670375
MCOLN3	-1.37175
UNQ1945	0.4595
MASP2	-1.175
ZNRF3	0.413
GPATCH3	-0.40525
AGL	0.864125
QRICH2	-0.3335
PSD4	-0.795666666666667
CCNB1IP1	-0.19875
ENPP7	0.156
OBFC1	-0.2735
KCNG3	-2.847
C14orf79	-0.868416666666667
ENPEP	1.633
SCT	1.4955
SKI	0.59675
SEC61G	-0.2775
CAPN11	0.18025
ATXN7L3	-0.5095
DBNDD1	1.7415
FAIM	0.3295
ANKRD36	-0.258
GABRP	5.5025
TACSTD2	2.5575
EIF3J	-0.4285
PPP2R2A	-0.96475
TEKT4	-1.52316666666667
PVALB	-3.57516666666667
F10	-2.32533333333333
FAM134C	0.0186
COMP	4.32075
EFCBP1	-2.7968125
SCLT1	1.197625
TAL1	-1.0516
ACSL1	0.122
ABCC5	0.321916666666667
ABL1	-0.775722222222222
RBBP7	0.689166666666667
PTPRG	-0.530375
NCOR1	-0.3241
SPINK4	-2.6595
TXNRD1	-0.9839
TNRC15	0.046875
C9orf138	0.148
UBE2H	1.5265
BRDT	0.125166666666667
C8orf31	-0.1685
CCNE2	0.0139090909090909
SLC6A8	-1.014125
CALCR	-4.817
PPP1CB	0.97825
ABHD8	0.665
ARF5	1.2594
SLC24A4	0.76675
CCT3	-0.57975
ZNF121	0.582875
SLC3A2	-0.3211
OR13A1	0.049
SLC5A10	-0.49375
RAD50	-0.8585
IER5	-0.328125
MTHFD1L	-0.336375
MBTPS2	0.1405
MVK	0.50725
NCL	-0.278
PSMD10	-0.343
MOBP	0.452
FLJ32894	-0.291
HRH1	-0.880833333333333
C5orf30	-1.1685
NUDT16L1	0.0537
RASGRP3	3.47816666666667
PRKRIP1	0.762
CCDC75	-0.20275
LOC253970	0.359
KIAA1239	0.23925
MED21	-0.891
SYT11	0.267
NTSR2	-0.1805
EGFL11	0.0035
CXorf59	0.7245
OR2A25	-0.2605
SPTBN2	0.404
LRMP	-0.9605
RNF111	-0.06175
PTH	-0.0965
LOC619208	1.109
KIAA0895	-0.02575
RANBP5	0.60525
P2RY10	1.3325
NME5	0.585
DDX21	-0.38525
LRSAM1	-0.903
HDAC11	-1.1535
VMO1	1.52475
NOLA2	-0.233166666666667
ADAR	0.252166666666667
MTO1	-0.1455
SF4	0.371666666666667
P2RX1	0.102833333333333
HBM	0.5335
EN2	0.433
C14orf172	0.879
TM9SF2	0.8742
INHBE	-1.34383333333333
TCTE3	-0.0453333333333334
TOX2	-2.54875
CTAGE3	0.718
HBB	3.4838
MED15	-0.325166666666667
CASR	-0.04275
C6orf66	0.608
MTPN	0.86475
UNC50	-0.6975
C21orf33	-0.212375
IRF2	0.87325
PGR	-2.14083333333333
GPR84	3.135
CROCCL1	-1.458
SRPX	-1.38575
BRE	-0.229833333333333
FGF10	0.41875
SDC3	0.273833333333333
ZRSR1	-0.0488333333333333
DKFZP434P211	-0.416875
SOX6	1.1195
RPUSD2	-0.18475
C14orf173	0.41475
MAPK11	-0.573333333333333
TBC1D22A	0.576
FAM123A	-0.459
COL4A6	-2.75966666666667
TOMM70A	-0.379
NAB1	0.810875
MGC16385	1.552875
TSPAN18	-0.236833333333333
MED31	-0.917
PLG	-0.371
CAPSL	-0.292
ZNF532	2.6497
ASB14	-0.0875
CA8	-0.71175
NUDT16P	0.0345
SLFN11	-0.247
LRRIQ2	-0.47525
NOL7	-0.282166666666667
BRMS1L	0.94175
JARID1A	0.733333333333333
PANK2	-0.121
ICAM3	-0.117
MDS1	-0.412
TAF8	-0.51075
RNF139	-0.096
ZNF594	-0.175333333333333
ADAM8	2.728875
SFTPC	-0.36325
MAN2B2	-0.45925
RGS12	0.395
EIF1AY	-4.5715
LRRIQ1	0.499333333333333
GPR150	0.48775
CCDC21	-1.2615
PRRG3	0.4755
SAA4	-0.46325
RAPGEF5	1.6265
ZCCHC2	1.32916666666667
MGC39372	-0.135
PPP4R2	0.279166666666667
CDCA2	-0.331166666666667
OR4D5	0.503333333333333
PTGFRN	0.3564
SIGLEC5	2.50983333333333
C19orf61	0.554
NMUR2	0.383
KIAA1586	-0.8725
DAGLA	1.35683333333333
CHCHD6	-0.667
GPR32	0.9295
NEUROD6	0.244666666666667
SLC2A4RG	-0.160375
CA5B	0.252
FBXL3	1.24425
MPHOSPH9	-1.27925
HMG2L1	0.82725
HCN4	0.203
CEACAM19	1.1715
SH2D4B	0.191333333333333
HFE2	-0.905
TGM4	0.086
LYPD2	0.1565
TBC1D15	0.41625
MRPS21	-0.0693
NONO	-0.0419
CLEC5A	2.74675
ITCH	0.4693
MGAT3	-0.378666666666667
MBP	1.028125
RPP25	-0.6745
SOSTDC1	3.34675
HRC	-1.882
TRIM48	0.056
TMEM133	1.405
ECEL1P2	-1.38375
HOXC11	-1.6615
DOK5	-0.613
HELZ	0.242333333333333
LOC348180	0.71275
MGC33894	0.15575
ADRB3	0.076
DMD	0.513166666666667
PTRH2	-0.331
MPEG1	3.69016666666667
NDUFA12	-0.787833333333333
KRTAP2-4	-0.0225833333333333
STAMBPL1	-1.11
ADCY2	-0.1825
UNQ6125	0.2765
KLHL20	-0.179666666666667
SRM	-0.39475
OTC	-0.11125
TMIE	-0.0985
SNX8	0.53525
LIPK	-0.035
CHURC1	-1.34441666666667
KLC2	0.2845
HDAC1	-0.585333333333333
FAM128A	-0.0915
FNDC3B	0.766
MTCP1	0.393833333333333
WFDC10B	0.053
PCDHGB3	-0.226
ATRNL1	-0.5202
CAV2	0.192875
MED26	0.298166666666667
DUS1L	0.33825
CHRM3	-0.334
NEK9	-0.79175
WARS2	0.62325
TBX22	0.274
TOMM40	0.35
RP6-213H19.1	0.239166666666667
TUBGCP5	0.437
IGSF6	5.23825
TPPP	-0.138333333333333
UNQ6190	0.0225
GSTM5	-0.051125
BTD	-0.808666666666667
PDCD1LG2	0.806333333333333
SNRPB2	0.1365
ERICH1	-0.45825
APOA4	-1.65875
HOXA11	-1.7925
NARG1	0.505125
MKX	-1.1175
RAB28	-0.151428571428571
PKP3	1.31325
SH3GL2	-2.68025
CTSO	1.70975
RPN2	0.5601875
IL28RA	1.272
SFMBT1	0.5455
WDR57	0.258375
FER1L3	0.30225
HSF5	-0.0793333333333333
TTC9B	-0.291
C4BPA	-3.29483333333333
ALB	-4.17992857142857
SORBS3	0.395625
UPF2	0.789
JPH1	0.9275
AGBL2	-1.917
DOPEY1	1.245
TERF1	-0.236833333333333
KIF22	-0.406666666666667
NINJ1	1.62825
SEC61A2	0.38375
HIST1H1D	-1.18333333333333
SFXN4	0.316125
UCP3	0.7205
ZNF703	0.0406666666666667
MYL6B	-0.5245
TREM1	2.8045
OR52E6	0.4575
CKMT2	0.29775
HLA-C	2.0055
SLC13A3	-0.213333333333333
TIMP4	-2.04475
SLIT2	2.6205
RSF1	-0.425333333333333
LONRF1	-0.731571428571429
MON1A	0.199833333333333
CACNG6	-2.06866666666667
DPPA4	-5.2205
ZSWIM3	0.00125
ZNF804A	0.233166666666667
CCIN	1.52675
SLC25A31	0.47875
KCNMB4	-1.383
RABL5	0.573625
GALNS	-0.0197
STX6	0.219625
HIST1H1C	-3.705
CIDEB	0.85625
CASP4	0.1445
PDK3	1.4987
KCNJ11	-0.1625
TPR	-0.729375
ZSCAN20	-1.8235
MTX2	-0.73375
HIST1H2BH	-0.62625
LOC283767	0.89375
LYRM7	-1.62205555555556
BRD3	-0.685333333333333
HIST1H2BO	-0.61475
MAGEB10	0.154
SLC45A1	0.5605
SERPINA3	2.28025
KIAA0143	0.4005
KCNJ16	2.72116666666667
KRT79	0.07375
FABP2	-0.9795
NUT	-0.587
ZNF57	-0.9715
FBXL4	0.080375
CLEC9A	1.0355
UGT8	2.84716666666667
BMP2K	0.4315
MAPK4	-0.5835
SLC25A23	-1.9982
HINT1	-0.332
KRTAP13-1	0.303
SFXN5	-0.5298
CHCHD2	0.252083333333333
FAM3D	3.1175
NDP	-1.686875
RHOBTB1	0.4905
SLC4A4	-1.75375
RPL38	-0.18625
HTF9C	-0.0326666666666667
AP2A2	0.491125
ZBTB46	-0.466
MAP7D1	0.11175
AOX1	-1.3075
CYR61	1.1175
DTNA	1.24857142857143
JRKL	0.50075
TMOD3	0.16475
EEA1	-0.49
ADCK5	-0.24375
IL1R1	1.51366666666667
KLK3	0.150714285714286
HRSP12	0.0335
KTN1	-0.24325
LOH11CR2A	0.0208999999999999
RELL2	-1.34725
MAB21L1	0.58775
C20orf59	-1.16883333333333
PHKB	-0.7515
ADAM2	-1.987
TBC1D8B	1.11333333333333
FAM13A1	-0.4406875
LAPTM4B	0.0989166666666667
LCN8	0.048
TMEM147	0.5535
SYT4	0.209
XPO7	-0.1085
C9orf62	0.70775
GPR75	0.204
TRIM5	-0.41175
APOC1	-1.60866666666667
RNASE4	-0.7985
PARD6B	-2.3965
ARID1A	-0.392583333333333
TPD52L3	0.1322
RRAGB	0.491833333333333
RCN2	0.541833333333333
HIST2H2BE	-0.5868125
STARD7	-0.2955
SHMT2	-0.3005
KIAA1751	-0.2225
MLYCD	-0.831125
LOC162632	-0.3587
UQCRH	-0.34475
RP11-217H1.1	0.7998125
SDHA	-0.693333333333333
NCLN	-0.0441
ZNF17	0.409
RCBTB2	-2.47375
VEGFB	-0.4897
RP4-747L4.3	1.14875
COLQ	-0.0869
MPN2	-0.966333333333333
DRG2	-0.12275
KLRB1	5.57325
ALPK2	-2.2215
DNASE2B	0.1845
FLJ23834	0.627
AXUD1	0.091
SAFB	-0.1217
NSUN4	0.137
RFX2	-0.687
MAPK8IP1	-0.0216666666666667
FANCD2	-0.498714285714286
ANKZF1	-1.1945
C19orf50	0.495625
DUSP8	0.880875
SENP5	0.75325
NFKBIL2	-0.29325
LBR	0.689875
IGFL1	-0.2035
LZTS2	-0.180625
IL2RG	-0.134875
CCDC51	-0.72725
KLF3	-0.049875
ANKRD37	-1.90525
KCTD14	1.34483333333333
FZR1	0.469166666666667
SLC44A4	-1.6003
ESPL1	-0.16875
GMPR2	-0.518
TBC1D19	-1.046
ERGIC1	0.0482222222222222
ERBB4	-0.7479
TSPAN32	0.428083333333333
MAP4	-0.404
GPHN	-1.036
SLC6A2	1.27575
HIVEP1	0.57575
DFFB	-0.00630000000000001
EIF4EBP2	0.071875
DMRT1	-0.4805
HSPB6	-0.211
IER2	0.714666666666667
AIFM1	0.5035
WWC2	0.0839166666666667
MRPL4	0.44325
FLJ21062	-0.676333333333333
EPB41L4A	-0.14975
SH2D6	0.33175
TAF4B	1.32225
GAL3ST3	-0.1795
MALT1	1.01333333333333
RTDR1	0.000250000000000004
ARVCF	0.847125
MEX3B	-0.7425
FBXO16	0.6775
KIF7	-2.0185
C1QC	4.09483333333333
ZNF783	0.118166666666667
ZNF85	-0.58675
MMP13	3.5295
KIAA0329	0.020625
RTP3	-0.7415
ZBED3	0.13925
CLGN	0.17325
SLC25A37	0.035
hCG_18290	-0.41375
OR5AS1	0.5475
SMARCC2	-0.175333333333333
FAM109A	-0.393166666666667
CCDC12	-0.53025
USF2	0.6428
DEPDC7	1.41125
C20orf24	0.353
JMJD3	0.0005
DSP	1.322
SLIC1	0.799375
FAM20A	2.272875
IRF2BP2	1.030625
ZNF230	-0.1285
MSN	1.00057142857143
SLC9A5	-1.809
EPDR1	-1.0786
MUSK	0.425
ZNF434	-0.470166666666667
