Hybridization REF	TCGA-A2-A04N-01A-11R-A115-07
C20orf32	-1.1985
CCDC95	-0.7295
HIGD1B	4.356
USP6NL	0.896875
ABCD4	0.197833333333333
DIMT1L	-0.619666666666667
TEK	1.167375
SLC25A46	-0.41275
LARP7	-0.1992
CD160	0.293666666666667
MT1JP	-0.576666666666667
PHF20	0.2389375
CPNE4	-2.116
GTPBP1	-0.563928571428571
RAB33B	1.14683333333333
ALDOC	-2.377
ZNF212	-0.15875
NUDT1	-0.995333333333333
RFPL2	-0.0015
ZNF83	1.12716666666667
GDPD5	-2.02275
PDCD4	2.39365
CEP350	0.3795
OR10A2	0.00125
CST7	1.124
CIAO1	-1.3505
SELL	1.386625
OR8J3	1.09
LTBP4	-1.059
SIRT6	-1.43725
CCL19	4.12675
PPIL1	-1.043
GBP7	0.918833333333333
STK17A	-0.3822
ABR	-0.101
OR9G1	-0.0315
FOXE1	-0.636625
CNGA3	2.195
GML	0.777
CD38	-1.879
ZDHHC6	0.364166666666667
NEFH	-0.67625
CTDSP2	0.50425
PGBD5	-1.58216666666667
CCNY	-0.3185
RMND5B	-0.0115833333333333
ZNF257	0.32775
FLJ22167	-0.932625
EXOSC7	-0.181166666666667
ROR2	0.6895
MAOA	-1.37975
TNNT3	0.2295
GYPC	-1.75325
C7orf33	0.592
PLIN	1.42866666666667
LOC90826	1.17125
RNF4	0.0575
F8A1	0.0911666666666667
PLEKHG4	-2.7095
GRB2	-0.3315
HIST1H2AD	0.09475
DUS3L	-1.92283333333333
EIF1	-0.392166666666667
RP5-1077B9.4	-1.60016666666667
FPGT	2.2765
GDF10	0.174666666666667
COQ9	-0.909
GCC2	1.06778571428571
RARRES3	2.6845
PLXNA1	-0.9469
KIAA0100	-0.0958
PMF1	-0.93525
FNDC1	5.16575
HS2ST1	-1.58433333333333
CRELD2	-0.5765
C8G	-2.203
CD82	0.0305
LIM2	-1.0195
UNQ6490	0.3215
MMP16	-0.9065
DRD3	-0.13375
C5orf26	-0.235
C11orf73	-0.2365
PTP4A2	1.4115
OR4M2	-0.12
HPCA	-2.43566666666667
SEC14L1	-0.649
CHFR	-0.932
EMILIN1	0.342875
NDUFS4	0.62675
COL18A1	-1.205375
PDZD3	-0.0131
C9orf16	-0.737166666666667
ERBB2IP	0.115333333333333
EMX2	5.07025
FUS	-1.912
TF	-2.9562
CLCN4	0.0951666666666667
CXorf56	0.236
C11orf72	0.20675
ELAC2	-0.543583333333333
NPR1	-1.594
ASS1	-1.94583333333333
USP42	-0.026
POLR2J	-0.696
SEC23IP	1.03283333333333
UQCRC1	-0.9475
LOC729603	-1.19425
C1orf71	0.10125
POLG	-2.15
ADAM23	-2.30125
TFR2	-1.41675
RICTOR	-0.0151
MGC39606	-0.07775
C19orf55	-0.3695
SNAPC1	-0.485333333333333
GNA11	-0.744375
CCDC52	0.815
FSIP1	3.3535
UPF3A	-0.199375
IGSF11	-1.26733333333333
LAGE3	-0.5935
CHST6	-0.286
UNC13B	-0.102625
TTLL4	-1.689125
ZNF687	-0.67775
SDC2	1.1841
COX7A2	0.06975
LAMB4	0.169
FAM24A	0.2935
LRRTM3	-0.8112
GPHB5	0.85125
OR4C13	-0.6625
EIF3EIP	0.247928571428571
HABP4	-1.363
TMEM125	3.735
CNTN2	0.012
ASNSD1	0.4715
FUT4	-0.805375
ACF	-2.94525
LOC158381	1.293
CDH8	0.541
AGPS	-1.49683333333333
C4orf18	3.59675
PECI	0.445416666666667
UNG	-0.456625
GSTP1	-1.132
DCUN1D5	-1.5045
DKFZP564J0863	-0.83025
SLC9A3R1	0.350625
BCDO2	1.068625
CHMP7	-1.306625
REM2	-0.1255
DNHD1	-0.42175
FKBP4	-0.3385
ZNF350	2.36725
MGC11102	-0.303375
BST1	1.73625
KISS1R	-0.9205
NCR2	0.2395
DEFB125	0.5895
UBE2W	2.222375
KRT15	3.306125
C10orf99	0.183
SCN11A	0.207375
GFI1	-2.01625
RDHE2	4.93983333333333
FHL1	-1.43666666666667
OSGEP	0.6495
GATA1	-2.84366666666667
SMC6	-0.6045
TTTY14	-0.79275
LPIN3	-0.319
RPL4	-0.7785
RBPMS	-0.4591
PRPF3	-0.405666666666667
EMR1	-1.097
SPATA19	0.27625
XCR1	0.6105
IRX3	0.304
RBM6	-1.00225
KLF4	-0.9266
UNC5CL	1.82425
SEBOX	-0.049
BTK	-0.39675
KRCC1	1.71575
C6orf27	0.066
SYTL5	-0.496
PRND	2.765125
LOC653319	-1.3985
PIGL	-0.13175
HUS1	-0.158666666666667
SFRS6	-0.445166666666667
C17orf77	0.408
UIMC1	-0.287666666666667
FXYD2	-1.6581
LOC283152	1.5925
ZNF667	-1.15275
ZCCHC12	-0.68125
TFEC	2.8465
ATP7B	1.18566666666667
POLD2	-2.3325
RG9MTD1	0.158
ACOT2	0.483666666666667
HIST1H4I	-0.474
PPARGC1A	-1.5388
ETFA	-0.9896
POLRMT	-1.3585
ZNF146	0.38475
MIA2	-1.7495
KLHL6	-0.646833333333333
HOXB5	0.232
NENF	0.456
CUGBP1	-0.0865
PRSS22	1.40166666666667
CASC4	1.3032
CUL4B	-0.0048
CENPJ	-1.3103
PITX1	-0.644833333333333
FLJ31033	0.642666666666667
CELSR3	-2.27933333333333
ZNF568	1.585
ITSN1	0.118
EHBP1L1	-2.59633333333333
C19orf2	-0.22625
DCTN1	-1.369
LIN28B	-3.666
TNKS2	0.486
C1QBP	0.0185
CADPS2	2.4405
SRMS	0.09125
GJA9	0.155
MGC24975	-0.745166666666667
TRIM45	0.0846666666666667
TSP50	-0.3005
TCP1	-0.78775
TMED7	0.8183
CMA1	0.303
CENPL	-1.6435
PTCRA	-0.1125
FST	-1.31775
VWCE	-3.3075
PAWR	0.059
ABCC12	0.417833333333333
LDLR	-1.9344
ASTN2	1.1148
LOC441212	-0.47025
GPATCH8	-0.18025
TANC2	-0.9425
KIF4A	-2.5125
C18orf18	-0.26
PGM1	-1.4335
KIAA0258	0.6435
CPD	1.019875
SNCAIP	0.258
DCT	-3.89183333333333
HLA-DOA	2.58777272727273
OR11L1	0.2165
UPK1B	-0.462166666666667
DNAJB4	0.61175
UGT1A8	-0.89675
HIST1H4L	0.229
PECR	-0.953
HSPA2	1.994
WFIKKN1	-1.558
SERP1	0.798625
SYDE2	2.3465
TACR2	0.176
NUP85	-0.86225
CD177	-0.248833333333333
LGR5	-1.44333333333333
PIGG	-0.188166666666667
PTHR1	-0.8385
RAB5A	0.5095
FLJ13224	-0.4255
USP9Y	-1.38766666666667
C7orf53	-0.018
LRP1B	-0.744
XAF1	1.7861
ABCG8	-2.557
ANKDD1A	-0.184833333333333
DAND5	-1.542
SPAG6	0.473
LINCR	0.078
ZDHHC22	-1.304375
CCDC60	-0.3755
THOC7	-0.407833333333333
TCTA	0.4817
OR8K3	0.731
NY-REN-7	-0.38875
B2M	0.835833333333333
C6orf141	-1.199125
LPPR4	2.13775
SQLE	0.244
SEPHS1	-0.6645
BTBD14B	-0.184214285714286
PLRG1	0.205
SPG7	-1.781
ZNF614	-0.0761666666666667
PARD6G	0.177333333333333
INPP5B	-1.0197
GRPEL2	-0.07375
PPID	-0.164
TRIM56	-0.689
UBE2J1	-0.299875
IL20RA	6.03425
LOC387856	-0.0595
C1orf107	0.463416666666667
UTS2R	-2.6045
C19orf22	-1.47775
SAFB2	-0.155625
KIAA0652	-1.27675
KLRG1	0.279833333333333
MS4A8B	3.17466666666667
FRAG1	0.8955
KIAA1546	0.7635
E2F4	-1.9405
CLEC4M	-0.397166666666667
BTBD14A	-1.4795
KIAA0999	0.3185
GYPA	-3.1605
TAC1	3.3218
TRAIP	-1.45583333333333
KIAA0232	1.2911
ERCC8	-0.568
GPX4	0.01775
KIAA0368	0.356875
GPR157	-1.10566666666667
CTAGE4	0.0185
C9orf30	-1.31283333333333
OR52A1	0.5565
HSP90B3P	-0.5055
ALG9	-0.1992
BTBD10	0.782
SDK2	-0.589
BAIAP3	0.51725
RABGGTB	-0.18725
ANKRD40	-0.529666666666667
KRT74	0.6665
CALCOCO2	0.553785714285714
SNCA	-2.6155
TMSL8	-2.309625
C2orf53	-0.6045
ESRRB	-0.476
ARHGAP26	-0.8025
TDRD9	-1.83575
HRAS	-1.4905
KLRC4	-1.6535
JAGN1	-0.195666666666667
BSDC1	0.725
RNF43	-0.4129
NDUFAF1	0.7
PHF12	0.58025
OR1L3	0.322
FOLR2	1.86408333333333
LYZL6	0.1005
tcag7.1260	-1.4575
WSB1	-0.664166666666667
PROS1	-0.4779
OSTN	0.173
PSMB8	0.01675
SOCS4	-0.426375
DDIT4L	3.0435
MAS1	0.393
MGC34796	1.1005
CSHL1	-0.426
TBCCD1	-0.318
ZBTB7C	-0.079
AP2S1	-0.578125
P15RS	0.2358
VAT1	-0.9044
SHANK3	-0.2575
TUFM	-1.0715
THEG	-0.0925
KRT34	-1.672
SGSM3	-0.955375
TOMM22	-1.06625
SOCS3	0.6425
CPO	2.088
POP4	0.237
BHLHB3	2.00875
MALL	0.5395
OR1B1	0.073
PARK2	0.395833333333333
GPR124	0.3235
LCE1E	0.032
RUVBL2	-1.77275
CGRRF1	0.7618
ACPL2	1.32275
WNT10B	-2.3405
BAIAP2L2	-1.9895
ISCA1	0.7925
C1orf125	0.210875
RPAP1	-0.4035
RAI16	-0.680166666666667
RPL27	0.129375
NLRP9	-0.199
EPN1	0.458
LOC388610	-0.840375
SLC35A1	2.2075
GAL	-3.59325
SLC14A2	0.409
RDH11	0.370166666666667
FAM138F	0.015
AUH	1.6615
FLJ40243	0.303
C14orf129	0.172666666666667
MBD2	0.231333333333333
ABHD14B	-0.43175
PIGT	-0.20275
ALS2CR4	-0.377375
ALAS1	-0.5369
FOXO1	1.759
CRLF3	-0.135875
C20orf107	-0.313
FARS2	0.40525
CCDC28A	0.959
NPHP3	0.1015
OR13F1	0.4345
TSEN54	-1.4135
DEFB106B	0.5484
OR8B4	-0.03
STH	2.25125
ZC3H14	-0.5
CBX2	-0.111
TMEM49	-1.22875
C6orf21	0.4585
FLJ20920	0.45075
CRTAP	-0.414357142857143
DDX50	0.14175
STYXL1	0.26775
BLVRB	0.276666666666667
LOC147650	-0.107166666666667
MMP24	0.1955
GRID1	2.5585
BANF1	-0.785166666666667
CTAGEP	0.045
HMBS	-2.1695
SLC25A24	0.906
C14orf50	2.01075
MRO	0.345333333333333
SLC25A15	0.22825
FAM84B	1.1339
TDP1	-0.4805
C16orf78	-0.267166666666667
C11orf57	0.70875
RFK	-0.180125
ZFYVE9	-0.657625
STCH	-0.582
WIBG	0.24625
LOC283871	-0.7035
GBA2	-1.2434
NDUFB3	0.754
HSD17B13	-0.56625
GRIN3A	0.838166666666667
FMNL1	-1.92683333333333
SEPT7	0.2068
GNLY	1.433
GRAMD1C	1.86666666666667
ZNF165	0.25525
USP38	1.4755
FAM83A	-2.76566666666667
C14orf24	1.09508333333333
ARMCX3	1.350125
ARHGDIB	0.443333333333333
AK1	-0.22925
KIAA1045	-0.74675
DNAJB13	-0.386
NEU2	0.106
HIST1H4B	-0.0603333333333333
FAM20B	-0.4709
HES2	1.05192857142857
FAM73B	-1.1219
LOC388381	1.045
INTS7	-0.664454545454546
AMPH	1.656
ZNF775	-1.230875
UCKL1	-1.729
C10orf97	0.60575
C1orf161	-0.02925
ALDH1L1	-1.3925
FLJ39378	-0.093125
SLC23A1	-0.3635
RBM4B	0.53175
THAP4	0.0241666666666667
OGFRL1	1.85725
KIAA0831	1.245625
PPP1R15A	-1.20183333333333
C1orf96	-0.500214285714286
C12orf11	-0.70075
BMF	-0.219
MAN1A1	0.6635
KIAA1600	0.989333333333333
NLGN4X	1.294
ALOX12	-0.914166666666667
RB1CC1	1.7247
NEIL2	-0.1361
EIF4E	0.120818181818182
ABHD5	-0.06075
EXOC4	-0.606
CIP29	-0.237833333333333
BATF2	-0.6605
SLC29A4	-1.021625
HTR4	0.33875
EMB	-0.9615
TRAF6	1.2465
LMNB1	-2.05575
FAM19A5	-0.692125
SHE	1.8305
PIK3C2B	1.1275
C15orf15	0.0242
USP15	-0.1974
TCEAL2	1.3855
C5orf39	-0.700166666666667
PTGER2	-0.2835
SLC31A1	-0.1926875
IFT172	0.78725
ADAM29	0.55
GFOD1	0.1885
ST7L	1.20416666666667
C15orf26	-1.41575
PKN3	-2.3645
CNTD1	2.40216666666667
COMMD1	0.339125
NTRK2	2.19191666666667
FOXN3	0.545125
MFGE8	-1.6795
PFKFB2	1.55766666666667
TAS2R4	-0.3975
ENTHD1	0.364666666666667
PRMT5	-1.823375
MGC16384	-0.805125
LOC442229	-0.11725
TSKU	-0.44425
KRTCAP3	2.153875
PDLIM1	-0.0958
KCNS2	0.5045
RNF126	-1.04633333333333
CEP63	0.863
CLIC4	0.232875
hCG_1990170	-0.508
ACR	0.8539
KLK7	2.0925
ALOX5AP	3.072
RIPK3	3.944
TAS2R9	0.292
C19orf18	2.8335
BIRC6	0.591857142857143
ZNF16	1.1325
RFT1	-0.5165
SLC8A2	-0.86875
TACC1	-0.476
ITGAD	1.137
SAMHD1	0.7635
SH3PXD2B	0.8488
EPC2	1.39325
C20orf85	5.128375
ATP13A2	-0.809333333333333
KRT4	0.43825
CAPNS1	-1.33725
MDM2	-0.429666666666667
PCDH20	3.656
KCNK9	1.0955
OR2C1	0.2685
KLHDC3	-2.0315
IPPK	0.215
EFHD2	-1.4025
GALR3	-2.3305
NBEA	1.7415
ABCA6	3.9646
CLDN3	1.22966666666667
AKT2	-1.44164285714286
EGFR	-1.5908
RBM16	1.33775
ZDHHC3	-0.0894
SLC25A4	-0.786666666666667
CYB5B	-1.66683333333333
CPXM1	-1.074
NDRG1	-1.39007692307692
FLJ43826	0.387
OR5L2	0.578
FARP2	-0.4987
MRPL46	-0.636416666666667
LDHAL6B	-0.0671666666666667
MAPKAPK3	-0.502833333333333
NCAM2	1.9015
PRKD2	-1.45266666666667
ZFP36L1	1.9297
CYSLTR1	-0.34975
OR4C3	0.39325
HIST1H2AJ	0.801
CCNB2	-2.65311111111111
ZNF10	0.591375
TMEM175	-0.4615
FAM134A	0.114833333333333
TIGD4	0.84
PCNP	-0.32875
MGC39715	0.0185
LQK1	-0.83275
CREB1	1.1057
TMPRSS3	1.41925
C4orf32	2.491625
LAT	-1.69916666666667
KCNA3	-0.5735
SKIV2L2	-0.32975
ROPN1B	-2.1875
tcag7.23	-0.3375
CDT1	-3.611625
ZHX2	1.7315
CD28	-1.72475
ZNF624	2.50775
SEPT2	0.432
SOHLH2	-1.620125
MCOLN3	-0.31
UNQ1945	-0.3705
MASP2	-1.072
ZNRF3	-0.3251
GPATCH3	-1.21775
AGL	1.490375
QRICH2	-0.171
PSD4	0.0446666666666667
CCNB1IP1	-1.69675
ENPP7	0.03125
OBFC1	0.0905
KCNG3	-2.055
C14orf79	-0.970666666666667
ENPEP	2.36116666666667
SCT	1.791
SKI	0.0351250000000001
SEC61G	-1.2335
CAPN11	-0.609
ATXN7L3	-1.41825
DBNDD1	-1.2145
FAIM	1.155
ANKRD36	0.0935
GABRP	1.6675
TACSTD2	2.1285
EIF3J	-0.2555
PPP2R2A	-1.00575
TEKT4	0.313833333333333
PVALB	-2.57433333333333
F10	-2.42833333333333
FAM134C	-0.2305
COMP	4.14325
EFCBP1	-2.720625
SCLT1	1.29075
TAL1	-0.6942
ACSL1	-0.0655
ABCC5	-0.435333333333333
ABL1	-1.13333333333333
RBBP7	0.172416666666667
PTPRG	1.77075
NCOR1	0.2436
SPINK4	-0.303833333333333
TXNRD1	-1.9805
TNRC15	1.717875
C9orf138	1.43775
UBE2H	1.5
BRDT	1.71516666666667
C8orf31	0.6755
CCNE2	-0.178818181818182
SLC6A8	-2.078875
CALCR	-2.06375
PPP1CB	0.496083333333333
ABHD8	-1.3645
ARF5	-0.5887
SLC24A4	0.585
CCT3	-0.72325
ZNF121	0.502
SLC3A2	-2.1616
OR13A1	0.0605
SLC5A10	0.56025
RAD50	1.0365
IER5	-2.192625
MTHFD1L	-1.64175
MBTPS2	-0.101
MVK	-1.386625
NCL	0.3147
PSMD10	0.134
MOBP	0.081875
FLJ32894	0.776
HRH1	0.342833333333333
C5orf30	3.407
NUDT16L1	0.295
RASGRP3	4.043
PRKRIP1	-0.9194
CCDC75	1.29425
LOC253970	0.47525
KIAA1239	0.0355
MED21	0.183
SYT11	0.136416666666667
NTSR2	-0.1915
EGFL11	-0.4675
CXorf59	0.4025
OR2A25	0.34
SPTBN2	-1.32675
LRMP	-0.677833333333333
RNF111	0.6155
PTH	-0.45
LOC619208	0.988166666666667
KIAA0895	1.949
RANBP5	-0.547
P2RY10	1.3025
NME5	4.899
DDX21	-0.6745
LRSAM1	-0.7355
HDAC11	0.375
VMO1	2.11475
NOLA2	-0.297
ADAR	-0.917583333333333
MTO1	-0.285333333333333
SF4	-1.124
P2RX1	0.140833333333333
HBM	-0.34875
EN2	-1.8025
C14orf172	-0.58425
TM9SF2	0.6089
INHBE	-1.00116666666667
TCTE3	0.0986666666666667
TOX2	-3.039
CTAGE3	0.798125
HBB	2.9929
MED15	-1.881
CASR	0.27075
C6orf66	-0.566
MTPN	-0.087875
UNC50	0.455
C21orf33	0.365
IRF2	1.473125
PGR	4.56866666666667
GPR84	2.1795
CROCCL1	-1.81475
SRPX	-0.8095
BRE	0.340666666666667
FGF10	2.2305
SDC3	-0.0831666666666667
ZRSR1	-0.659166666666667
DKFZP434P211	-0.730875
SOX6	0.0665
RPUSD2	0.1575
C14orf173	-0.62
MAPK11	-0.634833333333333
TBC1D22A	-0.684
FAM123A	-1.0515
COL4A6	-2.454
TOMM70A	0.35875
NAB1	-0.166125
MGC16385	-0.443
TSPAN18	0.217833333333333
MED31	1.267
PLG	-0.436
CAPSL	4.626
ZNF532	1.5193
ASB14	0.3015
CA8	3.4085
NUDT16P	2.08033333333333
SLFN11	-0.007
LRRIQ2	0.386875
NOL7	-0.438166666666667
BRMS1L	-0.331
JARID1A	0.524666666666667
PANK2	-0.26975
ICAM3	-1.05325
MDS1	-0.8135
TAF8	-0.517
RNF139	2.2495
ZNF594	1.21416666666667
ADAM8	0.036875
SFTPC	-0.411875
MAN2B2	0.403625
RGS12	-0.312625
EIF1AY	-4.18016666666667
LRRIQ1	0.845333333333333
GPR150	-3.7245
CCDC21	-1.83066666666667
PRRG3	0.21325
SAA4	-3.62925
RAPGEF5	0.3535
ZCCHC2	0.538416666666667
MGC39372	0.4475
PPP4R2	0.326166666666667
CDCA2	-2.20816666666667
OR4D5	0.262
PTGFRN	0.5845
SIGLEC5	1.98083333333333
C19orf61	-1.2775
NMUR2	-0.1095
KIAA1586	-0.167
DAGLA	0.4115
CHCHD6	-0.62025
GPR32	0.9245
NEUROD6	-0.266333333333333
SLC2A4RG	-0.750625
CA5B	0.90975
FBXL3	2.227
MPHOSPH9	-1.54775
HMG2L1	0.7995
HCN4	-2.86183333333333
CEACAM19	0.70125
SH2D4B	0.388666666666667
HFE2	-0.6935
TGM4	-0.2535
LYPD2	-0.1735
TBC1D15	0.2995
MRPS21	0.0709
NONO	-0.56
CLEC5A	3.021625
ITCH	0.1312
MGAT3	-1.187
MBP	-0.236875
RPP25	-2.2835
SOSTDC1	-0.30225
HRC	-1.59475
TRIM48	0.618
TMEM133	1.0265
ECEL1P2	-1.3545
HOXC11	-0.8125
DOK5	0.72525
HELZ	0.179333333333333
LOC348180	-1.97925
MGC33894	0.101
ADRB3	0.1065
DMD	-0.29025
PTRH2	-0.1995
MPEG1	2.57883333333333
NDUFA12	0.248833333333333
KRTAP2-4	-0.398416666666667
STAMBPL1	-1.17133333333333
ADCY2	1.10183333333333
UNQ6125	0.4415
KLHL20	0.518
SRM	-1.9035
OTC	-0.075
TMIE	-0.0606666666666667
SNX8	-0.8795
LIPK	-0.2655
CHURC1	0.283083333333333
KLC2	0.0676666666666667
HDAC1	-0.548
FAM128A	-0.202
FNDC3B	-0.3311
MTCP1	-0.287666666666667
WFDC10B	-0.1465
PCDHGB3	0.241
ATRNL1	-0.1514
CAV2	-0.399125
MED26	-0.1425
DUS1L	-1.222
CHRM3	-1.935125
NEK9	-0.7155
WARS2	0.45725
TBX22	1.0085
TOMM40	-1.73025
RP6-213H19.1	-1.93233333333333
TUBGCP5	-0.4395
IGSF6	4.95575
TPPP	0.650166666666667
UNQ6190	-0.2425
GSTM5	2.796625
BTD	0.218833333333333
PDCD1LG2	0.567666666666667
SNRPB2	0.232333333333333
ERICH1	0.02525
APOA4	-1.045125
HOXA11	-1.66666666666667
NARG1	0.3
MKX	4.552
RAB28	0.0923571428571428
PKP3	0.868
SH3GL2	-1.9445
CTSO	3.74425
RPN2	-0.1281875
IL28RA	0.548833333333333
SFMBT1	0.92475
WDR57	-1.721375
FER1L3	1.39875
HSF5	0.181666666666667
TTC9B	-0.00749999999999998
C4BPA	-3.621
ALB	-3.7775
SORBS3	-0.204625
UPF2	0.8975
JPH1	0.435
AGBL2	1.9205
DOPEY1	2.148
TERF1	1.36675
KIF22	-0.710333333333333
NINJ1	0.93875
SEC61A2	-0.178166666666667
HIST1H1D	-0.638833333333333
SFXN4	-0.330625
UCP3	-0.1723
ZNF703	0.656666666666667
MYL6B	-0.33
TREM1	2.4795
OR52E6	0.416
CKMT2	2.00225
HLA-C	1.12125
SLC13A3	-1.75066666666667
TIMP4	-2.508
SLIT2	2.644
RSF1	0.681055555555556
LONRF1	-0.838
MON1A	-0.311
CACNG6	-2.30966666666667
DPPA4	-4.805
ZSWIM3	-0.0315
ZNF804A	-0.0245
CCIN	2.39575
SLC25A31	0.39525
KCNMB4	1.004
RABL5	0.919375
GALNS	-0.8644
STX6	0.343375
HIST1H1C	-2.16183333333333
CIDEB	-0.160625
CASP4	0.242
PDK3	0.2624
KCNJ11	0.0685
TPR	-0.43075
ZSCAN20	-0.0085
MTX2	0.4765
HIST1H2BH	-0.108
LOC283767	3.21325
LYRM7	-0.724444444444444
BRD3	-0.9295
HIST1H2BO	-0.484
MAGEB10	-0.5575
SLC45A1	-1.06775
SERPINA3	0.7004
KIAA0143	2.22575
KCNJ16	0.745666666666667
KRT79	-0.395
FABP2	-0.834
NUT	-0.5765
ZNF57	-0.087
FBXL4	0.99375
CLEC9A	1.249
UGT8	-0.912
BMP2K	0.7975
MAPK4	-3.3605
SLC25A23	-0.9837
HINT1	-0.1091
KRTAP13-1	0.4835
SFXN5	-0.5869
CHCHD2	0.0215833333333333
FAM3D	1.115
NDP	1.410875
RHOBTB1	1.01633333333333
SLC4A4	-0.68575
RPL38	0.545
HTF9C	-1.39616666666667
AP2A2	-0.15475
ZBTB46	-1.365
MAP7D1	-0.99375
AOX1	-0.3795
CYR61	1.84375
DTNA	-0.962538461538462
JRKL	1.158
TMOD3	0.0625
EEA1	0.7494
ADCK5	-0.24575
IL1R1	4.00316666666667
KLK3	-0.327142857142857
HRSP12	1.71
KTN1	1.1795
LOH11CR2A	1.5933
RELL2	-1.5145
MAB21L1	1.41075
C20orf59	-1.026
PHKB	0.85575
ADAM2	-2.64666666666667
TBC1D8B	2.067
FAM13A1	-1.18275
LAPTM4B	-0.725416666666666
LCN8	0.243
TMEM147	0.1395
SYT4	0.358333333333333
XPO7	-1.4625
C9orf62	-3.88425
GPR75	-0.476
TRIM5	0.380375
APOC1	-0.880166666666667
RNASE4	1.2885
PARD6B	-0.739
ARID1A	-0.084
TPD52L3	0.3262
RRAGB	0.8325
RCN2	-0.643166666666667
HIST2H2BE	0.020375
STARD7	-0.90625
SHMT2	-2.02725
KIAA1751	0.00249999999999999
MLYCD	-0.795375
LOC162632	-0.4178
UQCRH	-1.31925
RP11-217H1.1	0.7638125
SDHA	-2.03
NCLN	-1.3845
ZNF17	1.201
RCBTB2	-0.674
VEGFB	-0.9125
RP4-747L4.3	-1.0635
COLQ	-0.0246
MPN2	-0.155666666666667
DRG2	-1.034
KLRB1	4.8445
ALPK2	-0.7795
DNASE2B	1.49325
FLJ23834	1.3395
AXUD1	-0.497
SAFB	-0.7758
NSUN4	-0.3855
RFX2	0.936666666666667
MAPK8IP1	-1.097
FANCD2	-0.3535
ANKZF1	-1.95183333333333
C19orf50	-1.1545
DUSP8	-0.870875
SENP5	0.317875
NFKBIL2	-0.98225
LBR	-1.7745
IGFL1	1.4275
LZTS2	-0.559
IL2RG	-0.973125
CCDC51	0.2175
KLF3	0.340625
ANKRD37	-0.1185
KCTD14	0.1475
FZR1	-0.959666666666667
SLC44A4	2.1969
ESPL1	-1.42875
GMPR2	-0.2181
TBC1D19	0.0856666666666667
ERGIC1	0.14262962962963
ERBB4	3.8712
TSPAN32	0.0549166666666667
MAP4	-1.209125
GPHN	0.62025
SLC6A2	0.118625
HIVEP1	1.37825
DFFB	-0.2918
EIF4EBP2	0.357125
DMRT1	-0.375
HSPB6	0.08575
IER2	0.405166666666667
AIFM1	0.31425
WWC2	0.619583333333333
MRPL4	-1.6815
FLJ21062	2.10783333333333
EPB41L4A	1.7805
SH2D6	0.51425
TAF4B	-0.897
GAL3ST3	-0.2595
MALT1	-0.26
RTDR1	0.72975
ARVCF	-0.153125
MEX3B	-0.192333333333333
FBXO16	1.24925
KIF7	-1.9515
C1QC	3.70116666666667
ZNF783	-0.637833333333333
ZNF85	0.867
MMP13	5.3065
KIAA0329	0.369875
RTP3	-0.688
ZBED3	-0.1955
CLGN	-0.47825
SLC25A37	-2.05641666666667
hCG_18290	0.44425
OR5AS1	0.155
SMARCC2	-0.660916666666667
FAM109A	-0.8625
CCDC12	-0.1585
USF2	-0.6051
DEPDC7	0.206
C20orf24	-1.07433333333333
JMJD3	-0.3495
DSP	1.60907142857143
SLIC1	-0.2945
FAM20A	1.042375
IRF2BP2	-0.073625
ZNF230	-0.093
MSN	-1.01792857142857
SLC9A5	-1.957
EPDR1	-1.9128
