Hybridization REF	TCGA-AV-A03E-20A-01R-A089-07
BTK	-3.3215
KRCC1	0.0475
C6orf27	0.4715
SYTL5	-0.4045
PRND	0.0515
LOC653319	0.564
PIGL	0.52775
HUS1	0.3155
SFRS6	0.232083333333333
C17orf77	0.187
UIMC1	0.262666666666667
FXYD2	-1.7184
LOC283152	-0.287
ZNF667	-2.3915
ZCCHC12	-0.57125
TFEC	-0.3161
ATP7B	-2.05283333333333
POLD2	-1.06366666666667
RG9MTD1	-1.55175
ACOT2	-0.1305
HIST1H4I	-1.10075
PPARGC1A	1.3025
ETFA	-2.2968
POLRMT	0.2585
ZNF146	-0.476125
MIA2	-1.0185
KLHL6	-4.38483333333333
HOXB5	-1.104125
NENF	0.7415
CUGBP1	-0.504
PRSS22	-0.7785
CASC4	1.1399
CUL4B	0.2847
CENPJ	-0.6264
PITX1	0.015
FLJ31033	0.793333333333333
CELSR3	1.066
ZNF568	-1.8905
ITSN1	0.0304166666666667
EHBP1L1	-0.492833333333333
C19orf2	-0.82575
DCTN1	0.10475
LIN28B	-2.8615
TNKS2	0.031
C1QBP	-0.60575
CADPS2	1.4515
SRMS	0.3775
GJA9	0.217166666666667
MGC24975	-1.28016666666667
TRIM45	0.156833333333333
TSP50	-0.151
TCP1	-1.022
TMED7	-0.8098
CMA1	-0.238
CENPL	-1.01633333333333
PTCRA	-0.3235
FST	-2.866
VWCE	-1.29325
PAWR	-1.7805
ABCC12	0.4465
LDLR	-0.7403
ASTN2	0.8432
LOC441212	0.324875
GPATCH8	0.169
TANC2	-0.548916666666667
KIF4A	-1.285
C18orf18	-0.45
PGM1	-1.69725
KIAA0258	-0.5075
CPD	-1.396
SNCAIP	-2.01775
DCT	-3.86916666666667
HLA-DOA	1.16381818181818
OR11L1	0.584
UPK1B	-0.318666666666667
DNAJB4	-1.981875
UGT1A8	0.20025
HIST1H4L	-1.7965
PECR	-0.603666666666667
HSPA2	0.667
WFIKKN1	-3.02
SERP1	-1.70675
SYDE2	-0.822
TACR2	1.302
NUP85	-0.54975
CD177	-0.0491666666666667
LGR5	-1.6635
PIGG	-0.409083333333333
PTHR1	-2.576
RAB5A	-0.0259
FLJ13224	-0.3525
USP9Y	-0.900666666666667
C7orf53	1.24
LRP1B	1.10375
XAF1	0.7084
ABCG8	-0.3925
ANKDD1A	1.004
DAND5	-1.0845
SPAG6	0.194333333333333
LINCR	-0.58025
ZDHHC22	-1.2915
CCDC60	-0.1985
THOC7	-0.416333333333333
TCTA	1.2249
OR8K3	0.15
NY-REN-7	0.0955
B2M	0.608
C6orf141	0.18175
LPPR4	4.421
SQLE	-1.705875
SEPHS1	-0.71275
BTBD14B	0.779642857142857
PLRG1	0.52075
SPG7	-0.078125
ZNF614	-0.348166666666667
PARD6G	-0.782333333333333
INPP5B	0.0628
GRPEL2	-0.317
PPID	-0.2813
TRIM56	-0.04125
UBE2J1	0.084125
IL20RA	-0.9055
LOC387856	0.7055
C1orf107	0.7035
UTS2R	0.836
C19orf22	0.40275
SAFB2	0.408125
KIAA0652	-0.437375
KLRG1	-0.231333333333333
MS4A8B	0.161666666666667
FRAG1	0.6455
KIAA1546	-0.50575
E2F4	-0.1111
CLEC4M	0.5195
BTBD14A	-0.48375
KIAA0999	-0.4494
GYPA	-2.81383333333333
TAC1	-0.3487
TRAIP	-0.830833333333333
KIAA0232	0.677
ERCC8	-0.515375
GPX4	0.767625
KIAA0368	1.527875
GPR157	-0.181333333333333
CTAGE4	-1.391
C9orf30	1.52833333333333
OR52A1	-0.2695
HSP90B3P	-0.2645
ALG9	-0.5759
BTBD10	0.3805
SDK2	0.24675
BAIAP3	-2.16825
RABGGTB	-0.0995
ANKRD40	-1.05066666666667
KRT74	0.067
CALCOCO2	-0.095
SNCA	-2.21
TMSL8	-4.60875
C2orf53	0.3825
ESRRB	-0.32475
ARHGAP26	1.116125
TDRD9	-3.178
HRAS	1.07533333333333
KLRC4	-1.705
JAGN1	-0.2995
BSDC1	0.74375
RNF43	-2.8505
NDUFAF1	0.019
PHF12	0.25225
OR1L3	0.19175
FOLR2	0.0505
LYZL6	0.153666666666667
tcag7.1260	2.56
WSB1	-0.2355
PROS1	1.3579
OSTN	0.238
PSMB8	0.10875
SOCS4	-0.4925
DDIT4L	3.893
MAS1	0.401
MGC34796	0.4125
CSHL1	0.285
TBCCD1	-0.766
ZBTB7C	0.0625
AP2S1	0.001125
P15RS	-1.2915
VAT1	1.0965
SHANK3	-0.898333333333333
TUFM	-0.434833333333333
THEG	0.22925
KRT34	3.7715
SGSM3	-0.2665
TOMM22	-0.3805
SOCS3	2.16433333333333
CPO	-0.1575
POP4	0.56
BHLHB3	2.74925
MALL	-1.8485
OR1B1	0.223
PARK2	0.500833333333333
GPR124	-0.914625
LCE1E	-0.1535
RUVBL2	-0.86475
CGRRF1	-0.0558
ACPL2	-1.24025
WNT10B	0.467125
BAIAP2L2	-1.933
ISCA1	-0.735
C1orf125	0.02725
RPAP1	0.379
RAI16	0.5395
RPL27	-0.957
NLRP9	-0.133
EPN1	0.7355
LOC388610	-0.024125
SLC35A1	0.0285
GAL	-4.4765
SLC14A2	0.5285
RDH11	1.17616666666667
FAM138F	-0.4395
AUH	-0.33325
FLJ40243	0.0785
C14orf129	-1.09583333333333
MBD2	0.0598333333333333
ABHD14B	0.06725
PIGT	0.327
ALS2CR4	0.222875
ALAS1	-0.1429
FOXO1	-0.7975
CRLF3	-0.77375
C20orf107	0.309
FARS2	-0.63225
CCDC28A	-0.64175
NPHP3	1.23575
OR13F1	0.2415
TSEN54	-0.8665
DEFB106B	0.0644
OR8B4	0.34
STH	-0.44475
ZC3H14	0.255625
CBX2	0.014
TMEM49	0.42675
C6orf21	0.2765
FLJ20920	-0.241625
CRTAP	1.05021428571429
DDX50	-0.508
STYXL1	-0.22925
BLVRB	1.01983333333333
LOC147650	2.40833333333333
MMP24	0.64325
GRID1	-0.545666666666667
BANF1	0.6685
CTAGEP	-1.176
HMBS	-1.65975
SLC25A24	-3.0185
C14orf50	0.30825
MRO	-0.226166666666667
SLC25A15	-0.29875
FAM84B	-2.4029
TDP1	-0.796
C16orf78	0.349666666666667
C11orf57	-0.49975
RFK	-0.339125
ZFYVE9	0.04675
STCH	-1.2584
WIBG	0.256
LOC283871	-0.524
GBA2	-0.1301
NDUFB3	0.04425
HSD17B13	-0.1385
GRIN3A	0.0771666666666667
FMNL1	-1.87983333333333
SEPT7	-0.7069
GNLY	0.3085
GRAMD1C	-0.176666666666667
ZNF165	-1.733
USP38	0.6375
FAM83A	-2.80433333333333
C14orf24	-0.317
ARMCX3	-0.06825
ARHGDIB	-4.37816666666667
AK1	0.71275
KIAA1045	0.00399999999999998
DNAJB13	-0.153333333333333
NEU2	0.6915
HIST1H4B	-0.159
FAM20B	-0.6124
HES2	-0.285928571428571
FAM73B	0.1895
LOC388381	0.3995
INTS7	0.016
AMPH	3.009
ZNF775	0.1765
UCKL1	-0.8715
C10orf97	-0.27075
C1orf161	0.14775
ALDH1L1	-1.7485
FLJ39378	0.8475
SLC23A1	-2.1455
RBM4B	0.42525
THAP4	0.277833333333333
OGFRL1	1.0825
KIAA0831	0.936875
PPP1R15A	1.4395
C1orf96	-0.227714285714286
C12orf11	-0.219
BMF	-0.8885
MAN1A1	-0.936125
KIAA1600	-0.171
NLGN4X	-2.99
ALOX12	-1.08183333333333
RB1CC1	0.5706
NEIL2	0.1297
EIF4E	-0.822272727272727
ABHD5	-0.16375
EXOC4	0.684
CIP29	-0.562
BATF2	0.088
SLC29A4	-0.494875
HTR4	0.396
EMB	-4.0525
TRAF6	-0.082
LMNB1	-2.12375
FAM19A5	-2.139
SHE	-0.649
PIK3C2B	-1.65875
C15orf15	-0.1798
USP15	0.0369
TCEAL2	-0.65525
C5orf39	0.456666666666667
PTGER2	0.053
SLC31A1	-0.984125
IFT172	1.2585
ADAM29	0.236
GFOD1	-0.68325
ST7L	0.459333333333333
C15orf26	-1.00275
PKN3	-1.472
CNTD1	0.350166666666667
COMMD1	0.031375
NTRK2	0.572916666666667
FOXN3	-0.34125
MFGE8	-1.2696
PFKFB2	1.20383333333333
TAS2R4	0.35375
ENTHD1	-0.0125
PRMT5	-2.378125
MGC16384	-0.15225
LOC442229	0.01375
TSKU	-1.022625
KRTCAP3	-1.766125
PDLIM1	0.0504
KCNS2	0.32275
RNF126	-0.0506666666666667
CEP63	0.9365
CLIC4	0.126125
hCG_1990170	-0.7975
ACR	0.1608
KLK7	-0.81675
ALOX5AP	-2.811625
RIPK3	-0.70425
TAS2R9	0.247
C19orf18	-2.549
BIRC6	0.1575
ZNF16	0.154
RFT1	-0.227
SLC8A2	0.2925
TACC1	1.235375
ITGAD	1.0655
SAMHD1	-0.10125
SH3PXD2B	1.9472
EPC2	0.489
C20orf85	0.433
ATP13A2	-0.225166666666667
KRT4	0.89175
CAPNS1	0.41925
MDM2	0.720916666666667
PCDH20	-0.03575
KCNK9	0.4195
OR2C1	0.409
KLHDC3	-1.35483333333333
IPPK	0.186
EFHD2	0.24625
GALR3	0.79575
NBEA	1.31516666666667
ABCA6	0.2716
CLDN3	-2.8405
AKT2	0.195642857142857
EGFR	0.4421
RBM16	1.008625
ZDHHC3	0.496
SLC25A4	-1.26816666666667
CYB5B	-0.699666666666667
CPXM1	-2.51025
NDRG1	0.329384615384615
FLJ43826	0.24275
OR5L2	0.5875
FARP2	0.2005
MRPL46	-0.28925
LDHAL6B	0.517333333333333
MAPKAPK3	1.3345
NCAM2	-2.72475
PRKD2	-1.16666666666667
ZFP36L1	1.1727
CYSLTR1	-2.5575
OR4C3	-0.09525
HIST1H2AJ	-1.861
CCNB2	-2.02
ZNF10	-0.72525
TMEM175	0.7125
FAM134A	0.298
TIGD4	0.2665
PCNP	-1.89725
MGC39715	0.18575
LQK1	0.447
CREB1	-0.3641
TMPRSS3	-3.0275
C4orf32	-0.22325
LAT	1.41633333333333
KCNA3	0.211
SKIV2L2	-0.1915
ROPN1B	-4.043
tcag7.23	-1.1405
CDT1	-2.2325
ZHX2	-0.632625
CD28	-5.801
ZNF624	0.47275
SEPT2	-0.754
SOHLH2	0.519
MCOLN3	-1.2735
UNQ1945	0.626
MASP2	-0.3545
ZNRF3	-0.5775
GPATCH3	-0.47075
AGL	0.05
QRICH2	0.069
PSD4	-1.66616666666667
CCNB1IP1	-1.4935
ENPP7	0.25975
OBFC1	0.24125
KCNG3	-2.75425
C14orf79	0.619916666666667
ENPEP	-1.54983333333333
SCT	0.2365
SKI	0.47375
SEC61G	-0.93
CAPN11	-0.50175
ATXN7L3	0.11525
DBNDD1	-1.26333333333333
FAIM	0.56375
ANKRD36	0.714
GABRP	-0.797166666666667
TACSTD2	-4.928
EIF3J	-0.90975
PPP2R2A	-1.43025
TEKT4	1.00716666666667
PVALB	-3.64066666666667
F10	-3.03866666666667
FAM134C	-0.2952
COMP	-0.306875
EFCBP1	-1.121125
SCLT1	0.97875
TAL1	-1.3635
ACSL1	1.33625
ABCC5	-0.3485
ABL1	0.151388888888889
RBBP7	-1.21508333333333
PTPRG	0.652875
NCOR1	-0.2583
SPINK4	-1.71283333333333
TXNRD1	-1.3473
TNRC15	1.150125
C9orf138	0.09825
UBE2H	0.6325
BRDT	0.4215
C8orf31	0.84725
CCNE2	-1.30572727272727
SLC6A8	-0.5385
CALCR	-4.04025
PPP1CB	-0.229666666666667
ABHD8	0.3085
ARF5	0.5683
SLC24A4	0.0465
CCT3	-0.797
ZNF121	-0.605625
SLC3A2	-0.3372
OR13A1	0.478
SLC5A10	0.12425
RAD50	-1.222875
IER5	-0.025125
MTHFD1L	-0.108625
MBTPS2	-0.61075
MVK	0.07975
NCL	-0.6822
PSMD10	-0.98875
MOBP	0.288375
FLJ32894	-0.066
HRH1	1.40466666666667
C5orf30	-0.9905
NUDT16L1	-1.2464
RASGRP3	-0.507
PRKRIP1	0.3302
CCDC75	1.99925
LOC253970	0.59725
KIAA1239	0.4285
MED21	-0.456
SYT11	3.02558333333333
NTSR2	0.241
EGFL11	0.034
CXorf59	1.0985
OR2A25	0.22125
SPTBN2	-2.222
LRMP	-2.849
RNF111	-1.00325
PTH	-0.267
LOC619208	0.9855
KIAA0895	-0.60975
RANBP5	0.3615
P2RY10	-0.671333333333333
NME5	3.52883333333333
DDX21	-1.63975
LRSAM1	-0.0365
HDAC11	-0.996166666666667
VMO1	0.5785
NOLA2	0.214
ADAR	-0.981916666666667
MTO1	-1.64766666666667
SF4	0.345
P2RX1	0.617666666666667
HBM	-0.026
EN2	0.9555
C14orf172	0.327
TM9SF2	-0.8716
INHBE	0.0688333333333333
TCTE3	0.382333333333333
TOX2	0.246
CTAGE3	-0.8595
HBB	-0.2971
MED15	0.4125
CASR	0.5895
C6orf66	-0.222666666666667
MTPN	1.5695
UNC50	-1.85875
C21orf33	-0.472375
IRF2	1.3255
PGR	-2.82533333333333
GPR84	2.942
CROCCL1	-1.36575
SRPX	1.383
BRE	0.824166666666667
FGF10	0.035
SDC3	-1.76566666666667
ZRSR1	0.146666666666667
DKFZP434P211	-0.17725
SOX6	-0.1475
RPUSD2	0.164
C14orf173	0.862833333333333
MAPK11	1.03366666666667
TBC1D22A	0.483
FAM123A	-0.5875
COL4A6	-1.65533333333333
TOMM70A	-1.99625
NAB1	0.90525
MGC16385	-0.9495
TSPAN18	-1.96666666666667
MED31	0.3
PLG	0.3585
CAPSL	0.3045
ZNF532	0.9338
ASB14	0.78075
CA8	-4.34175
NUDT16P	-1.12033333333333
SLFN11	-2.22
LRRIQ2	-0.432
NOL7	-0.492833333333333
BRMS1L	-2.253875
JARID1A	0.419166666666667
PANK2	-1.64825
ICAM3	-1.2385
MDS1	0.48125
TAF8	-0.54525
RNF139	-0.35
ZNF594	-1.8835
ADAM8	2.096125
SFTPC	-0.3645
MAN2B2	1.0345
RGS12	0.304
EIF1AY	-4.88391666666667
LRRIQ1	1.469
GPR150	0.93225
CCDC21	-1.70716666666667
PRRG3	0.13675
SAA4	-4.08325
RAPGEF5	-1.429
ZCCHC2	0.201833333333333
MGC39372	-0.0015
PPP4R2	-0.244833333333333
CDCA2	-0.507166666666667
OR4D5	0.243666666666667
PTGFRN	0.5174
SIGLEC5	-0.601333333333333
C19orf61	-0.1895
NMUR2	0.2535
KIAA1586	-0.153666666666667
DAGLA	1.82033333333333
CHCHD6	-0.23225
GPR32	-0.1055
NEUROD6	0.3845
SLC2A4RG	-0.3075625
CA5B	-0.302
FBXL3	-0.9115
MPHOSPH9	-1.16025
HMG2L1	0.245
HCN4	0.545833333333333
CEACAM19	0.22175
SH2D4B	0.143833333333333
HFE2	-0.5255
TGM4	0.139333333333333
LYPD2	-0.35175
TBC1D15	-0.58975
MRPS21	-0.3189
NONO	-2.1138
CLEC5A	0.018
ITCH	0.2007
MGAT3	-3.945
MBP	-2.21325
RPP25	-2.34375
SOSTDC1	-2.8115
HRC	-2.1565
TRIM48	0.77
TMEM133	-0.3215
ECEL1P2	-0.869
HOXC11	-0.416
DOK5	-0.63925
HELZ	-0.6085
LOC348180	-0.124
MGC33894	0.211
ADRB3	0.2595
DMD	-0.764583333333333
PTRH2	-0.0715
MPEG1	0.4025
NDUFA12	-0.8695
KRTAP2-4	0.06
STAMBPL1	-0.5055
ADCY2	-1.39083333333333
UNQ6125	0.502
KLHL20	0.0636666666666666
SRM	-0.48475
OTC	-0.2285
TMIE	0.523
SNX8	0.8175
LIPK	0.551
CHURC1	-0.45675
KLC2	0.467333333333333
HDAC1	-1.02533333333333
FAM128A	-0.117
FNDC3B	-0.8905
MTCP1	0.595666666666667
WFDC10B	1.805
PCDHGB3	0.5875
ATRNL1	-2.2465
CAV2	-2.241125
MED26	0.277166666666667
DUS1L	0.045
CHRM3	-0.046625
NEK9	0.41325
WARS2	0.5
TBX22	-0.5665
TOMM40	0.48225
RP6-213H19.1	-2.3285
TUBGCP5	0.08975
IGSF6	-0.28025
TPPP	0.2245
UNQ6190	0.3785
GSTM5	0.6665
BTD	-1.08783333333333
PDCD1LG2	0.674333333333333
SNRPB2	-1.041
ERICH1	0.38725
APOA4	-1.159625
HOXA11	-1.53275
NARG1	-0.642125
MKX	-0.62425
RAB28	-1.07792857142857
PKP3	-2.83975
SH3GL2	-0.15
CTSO	1.297
RPN2	0.2133125
IL28RA	-1.26283333333333
SFMBT1	0.164
WDR57	-1.30925
FER1L3	1.99583333333333
HSF5	0.310833333333333
TTC9B	1.2415
C4BPA	-3.63316666666667
ALB	-4.00942857142857
SORBS3	1.104375
UPF2	0.3905
JPH1	0.679
AGBL2	0.18475
DOPEY1	0.477
TERF1	-0.598083333333333
KIF22	-0.5435
NINJ1	0.336
SEC61A2	0.707083333333333
HIST1H1D	-0.088
SFXN4	-0.237625
UCP3	0.7764
ZNF703	0.582
MYL6B	1.058
TREM1	2.99725
OR52E6	0.101
CKMT2	1.75075
HLA-C	1.067375
SLC13A3	-1.99283333333333
TIMP4	1.4405
SLIT2	1.106
RSF1	-0.772222222222222
LONRF1	-0.165285714285714
MON1A	0.638833333333333
CACNG6	-1.427
DPPA4	-5.01633333333333
ZSWIM3	0.04375
ZNF804A	0.9795
CCIN	0.491
SLC25A31	-0.39525
KCNMB4	-0.78025
RABL5	0.333125
GALNS	0.6796
STX6	-0.44725
HIST1H1C	-2.87533333333333
CIDEB	-1.52875
CASP4	0.5705
PDK3	-1.3351
KCNJ11	-0.1545
TPR	-0.654125
ZSCAN20	0.6135
MTX2	-0.155
HIST1H2BH	-0.98325
LOC283767	0.38
LYRM7	-0.870888888888889
BRD3	-0.0538333333333333
HIST1H2BO	-1.54725
MAGEB10	0.414
SLC45A1	1.06325
SERPINA3	-3.36945
KIAA0143	-0.145
KCNJ16	-0.1275
KRT79	0.83125
FABP2	-0.30875
NUT	-0.20725
ZNF57	-0.65025
FBXL4	-1.00675
CLEC9A	-0.157
UGT8	1.79266666666667
BMP2K	0.504
MAPK4	-3.06225
SLC25A23	-1.5017
HINT1	-0.6646
KRTAP13-1	0.7735
SFXN5	0.5231
CHCHD2	-0.45925
FAM3D	-0.006
NDP	0.730625
RHOBTB1	-0.9535
SLC4A4	0.58775
RPL38	-0.1985
HTF9C	0.389833333333333
AP2A2	0.10175
ZBTB46	-0.7505
MAP7D1	0.424125
AOX1	0.8715
CYR61	-0.7795
DTNA	1.84428571428571
JRKL	0.69675
TMOD3	-0.45925
EEA1	-0.4393
ADCK5	0.323
IL1R1	0.0111666666666667
KLK3	0.456642857142857
HRSP12	0.332
KTN1	0.09875
LOH11CR2A	0.1609
RELL2	0.19125
MAB21L1	3.1895
C20orf59	-0.815833333333333
PHKB	-0.82725
ADAM2	-1.42366666666667
TBC1D8B	1.37466666666667
FAM13A1	0.1964375
LAPTM4B	-3.19575
LCN8	0.281
TMEM147	0.679
SYT4	-0.201333333333333
XPO7	0.328
C9orf62	1.097
GPR75	0.6495
TRIM5	0.599625
APOC1	-4.7705
RNASE4	-3.26466666666667
PARD6B	-3.89775
ARID1A	-0.691666666666667
TPD52L3	0.0842
RRAGB	0.196
RCN2	-1.0225
HIST2H2BE	-1.2825
STARD7	-1.51275
SHMT2	-0.316
KIAA1751	2.0615
MLYCD	-1.052375
LOC162632	-0.4056
UQCRH	-0.8715
RP11-217H1.1	-1.156375
SDHA	-1.81033333333333
NCLN	-0.2904
ZNF17	0.0301666666666667
RCBTB2	-3.60075
VEGFB	1.1905
RP4-747L4.3	-3.04375
COLQ	-0.1297
MPN2	-0.341833333333333
DRG2	-0.2615
KLRB1	0.13025
ALPK2	0.96775
DNASE2B	-0.00725000000000001
FLJ23834	-0.298333333333333
AXUD1	-1.211
SAFB	0.6185
NSUN4	-0.5615
RFX2	0.858666666666667
MAPK8IP1	-0.0925
FANCD2	-0.998142857142857
ANKZF1	-1.083
C19orf50	0.136625
DUSP8	-0.03725
SENP5	0.02275
NFKBIL2	-0.211
LBR	-2.503
IGFL1	-0.103
LZTS2	1.419875
IL2RG	-1.62025
CCDC51	-0.45825
KLF3	-0.714375
ANKRD37	-0.51275
KCTD14	-3.07566666666667
FZR1	0.243083333333333
SLC44A4	-2.4299
ESPL1	-0.268
GMPR2	-1.3609
TBC1D19	0.185833333333333
ERGIC1	0.62637037037037
ERBB4	-1.7322
TSPAN32	1.70916666666667
MAP4	0.701
GPHN	-0.94025
SLC6A2	0.089625
HIVEP1	-0.8805
DFFB	-0.6656
EIF4EBP2	-0.6685
DMRT1	0.998
HSPB6	0.70375
IER2	-0.2865
AIFM1	-0.1115
WWC2	0.647416666666667
MRPL4	-0.307
FLJ21062	1.54216666666667
EPB41L4A	-0.539083333333333
SH2D6	0.575
TAF4B	1.13875
GAL3ST3	-0.1095
MALT1	-0.886166666666667
RTDR1	-0.0325
ARVCF	-1.200375
MEX3B	-1.86666666666667
FBXO16	1.1045
KIF7	1.2595
C1QC	0.293666666666667
ZNF783	0.54
ZNF85	-1.83875
MMP13	-0.894
KIAA0329	0.91575
RTP3	-0.4375
ZBED3	0.42425
CLGN	1.5735
SLC25A37	0.902583333333333
hCG_18290	-0.22975
OR5AS1	0.2765
SMARCC2	0.836833333333333
FAM109A	-0.018
CCDC12	-0.08875
USF2	1.0172
DEPDC7	-1.05775
C20orf24	-0.416833333333333
JMJD3	0.26
DSP	-4.45657142857143
SLIC1	-0.117625
FAM20A	-2.575125
IRF2BP2	-0.578375
ZNF230	0.4715
MSN	0.372142857142857
SLC9A5	1.6615
EPDR1	1.388
MUSK	0.154333333333333
