Hybridization REF	TCGA-A8-A086-01A-11R-A00Z-07
PROS1	-0.7442
OSTN	0.621
PSMB8	-0.1965
SOCS4	-0.24325
DDIT4L	1.2685
MAS1	0.4555
MGC34796	1.0835
CSHL1	0.2215
TBCCD1	0.109333333333333
ZBTB7C	0.281
AP2S1	-0.360375
P15RS	0.7729
VAT1	0.0316
SHANK3	0.831333333333333
TUFM	0.5435
THEG	-0.179
KRT34	0.01825
SGSM3	0.229625
TOMM22	-0.1115
SOCS3	0.57
CPO	0.795
POP4	0.02525
BHLHB3	1.21675
MALL	0.3235
OR1B1	0.017
PARK2	0.6365
GPR124	0.560125
LCE1E	0.3925
RUVBL2	-0.14075
CGRRF1	0.8691
ACPL2	0.309
WNT10B	-2.25375
BAIAP2L2	-1.97775
ISCA1	0.396
C1orf125	0.0285
RPAP1	-0.856
RAI16	-0.191833333333333
RPL27	-0.064625
NLRP9	0.113
EPN1	0.0675
LOC388610	-0.031
SLC35A1	0.2816
GAL	-3.357
SLC14A2	0.2745
RDH11	-0.601333333333333
FAM138F	-0.004
AUH	0.1825
FLJ40243	0.39925
C14orf129	0.185166666666667
MBD2	-0.214333333333333
ABHD14B	0.023
PIGT	0.1505
ALS2CR4	-0.651875
ALAS1	0.007
FOXO1	0.716333333333333
CRLF3	-0.513125
C20orf107	0.2655
FARS2	0.669
CCDC28A	-0.06075
NPHP3	-1.2005
OR13F1	0.4465
TSEN54	0.012
DEFB106B	-0.1058
OR8B4	0.502
STH	2.1495
ZC3H14	-0.269
CBX2	0.0475
TMEM49	-1.0895
C6orf21	0.433
FLJ20920	1.214875
CRTAP	-0.341214285714286
DDX50	-0.18775
STYXL1	-0.253
BLVRB	0.346666666666667
LOC147650	0.7335
MMP24	0.59775
GRID1	1.52266666666667
BANF1	-0.409
CTAGEP	-0.2755
HMBS	-2.181
SLC25A24	-0.1275
C14orf50	2.06825
MRO	1.11583333333333
SLC25A15	-1.3735
FAM84B	1.9982
TDP1	-1.015
C16orf78	-0.227333333333333
C11orf57	-0.421375
RFK	-0.30125
ZFYVE9	-1.02425
STCH	-0.8409
WIBG	0.2255
LOC283871	0.584
GBA2	-0.6841
NDUFB3	-0.3915
HSD17B13	-0.45375
GRIN3A	0.420333333333333
FMNL1	-1.07516666666667
SEPT7	-0.6714
GNLY	0.9625
GRAMD1C	1.39116666666667
ZNF165	0.097
USP38	0.1525
FAM83A	-1.26733333333333
C14orf24	0.421416666666667
ARMCX3	0.326375
ARHGDIB	-0.2285
AK1	0.089125
KIAA1045	0.014
DNAJB13	-0.029
NEU2	-0.468
HIST1H4B	-0.492833333333333
FAM20B	-0.4128
HES2	0.403428571428571
FAM73B	-0.3717
LOC388381	0.8175
INTS7	-0.897909090909091
AMPH	2.0245
ZNF775	0.592125
UCKL1	-0.377166666666667
C10orf97	-0.3735
C1orf161	-0.207
ALDH1L1	-1.21325
FLJ39378	-0.302375
SLC23A1	-1.3465
RBM4B	0.38875
THAP4	0.207
OGFRL1	-0.289
KIAA0831	0.19125
PPP1R15A	-0.773666666666667
C1orf96	-0.533214285714286
C12orf11	-2.31525
BMF	1.31975
MAN1A1	0.112875
KIAA1600	0.341833333333333
NLGN4X	-1.15275
ALOX12	-0.833166666666667
RB1CC1	1.1819
NEIL2	1.0779
EIF4E	-0.0256818181818182
ABHD5	-0.5315
EXOC4	-0.886666666666667
CIP29	-0.407
BATF2	0.49975
SLC29A4	-0.459875
HTR4	0.24475
EMB	0.10475
TRAF6	0.493
LMNB1	-3.03275
FAM19A5	-0.6145
SHE	0.5215
PIK3C2B	0.61175
C15orf15	-0.5394
USP15	-0.3578
TCEAL2	0.78325
C5orf39	-1.76133333333333
PTGER2	-0.73075
SLC31A1	-0.54575
IFT172	0.0125
ADAM29	0.5975
GFOD1	-0.25275
ST7L	0.717333333333333
C15orf26	-2.3345
PKN3	-1.254
CNTD1	1.88916666666667
COMMD1	-0.04075
NTRK2	1.62975
FOXN3	0.845625
MFGE8	0.2091
PFKFB2	0.118666666666667
TAS2R4	-0.22525
ENTHD1	0.98
PRMT5	-0.536875
MGC16384	-1.440375
LOC442229	-0.8815
TSKU	2.01575
KRTCAP3	2.383875
PDLIM1	-0.4176
KCNS2	0.523
RNF126	-0.667166666666667
CEP63	-0.1055
CLIC4	0.385125
hCG_1990170	-0.2115
ACR	0.5148
KLK7	0.937
ALOX5AP	3.522125
RIPK3	3.3285
TAS2R9	0.227
C19orf18	1.643
BIRC6	-0.102071428571429
ZNF16	2.674
RFT1	-0.52225
SLC8A2	-0.6475
TACC1	1.980375
ITGAD	0.33025
SAMHD1	0.5455
SH3PXD2B	1.4885
EPC2	0.873
C20orf85	0.248375
ATP13A2	0.584166666666667
KRT4	0.384
CAPNS1	-0.11025
MDM2	0.08925
PCDH20	3.80575
KCNK9	1.4555
OR2C1	0.464
KLHDC3	-0.8875
IPPK	-0.01
EFHD2	-0.538375
GALR3	0.9285
NBEA	0.453333333333333
ABCA6	1.1992
CLDN3	1.37833333333333
AKT2	-0.890928571428571
EGFR	-2.2474
RBM16	0.1405
ZDHHC3	-0.3863
SLC25A4	-2.45783333333333
CYB5B	-1.64416666666667
CPXM1	0.84325
NDRG1	2.13269230769231
FLJ43826	0.33725
OR5L2	0.0736666666666667
FARP2	0.5586
MRPL46	-0.462416666666667
LDHAL6B	0.1208
MAPKAPK3	0.027
NCAM2	-1.0685
PRKD2	0.119333333333333
ZFP36L1	0.7617
CYSLTR1	-0.94125
OR4C3	0.202
HIST1H2AJ	2.9925
CCNB2	-2.19022222222222
ZNF10	-0.302125
TMEM175	0.545
FAM134A	1.33433333333333
TIGD4	-0.18
PCNP	-0.61375
MGC39715	0.4235
LQK1	-2.59675
CREB1	0.7468
TMPRSS3	-1.81675
C4orf32	1.23075
LAT	-2.42983333333333
KCNA3	0.183
SKIV2L2	-0.67175
ROPN1B	-1.84925
tcag7.23	-0.3235
CDT1	-2.152875
ZHX2	1.31025
CD28	-3.2045
ZNF624	0.45725
SEPT2	0.289
SOHLH2	-0.797375
MCOLN3	1.51425
UNQ1945	0.732
MASP2	-0.7655
ZNRF3	1.1617
GPATCH3	0.0475
AGL	0.36925
QRICH2	0.062
PSD4	0.739833333333333
CCNB1IP1	-1.295
ENPP7	0.07
OBFC1	0.37375
KCNG3	-0.06925
C14orf79	0.6715
ENPEP	2.08933333333333
SCT	2.163
SKI	1.222
SEC61G	-1.0915
CAPN11	-0.4305
ATXN7L3	-0.0545
DBNDD1	-0.612333333333333
FAIM	0.41025
ANKRD36	-0.659
GABRP	3.069
TACSTD2	0.2215
EIF3J	-0.41075
PPP2R2A	-1.13075
TEKT4	0.2845
PVALB	-3.3795
F10	-1.84683333333333
FAM134C	1.0894
COMP	4.701125
EFCBP1	-2.045125
SCLT1	-0.11225
TAL1	-1.4851
ACSL1	-0.5225
ABCC5	0.479
ABL1	-0.364833333333334
RBBP7	-0.0434166666666666
PTPRG	0.51175
NCOR1	-0.5714
SPINK4	1.47283333333333
TXNRD1	-0.9681
TNRC15	0.52675
C9orf138	0.2275
UBE2H	0.7775
BRDT	2.4855
C8orf31	-0.0055
CCNE2	-0.575181818181818
SLC6A8	-1.139125
CALCR	-3.88725
PPP1CB	0.247
ABHD8	0.285
ARF5	-0.1622
SLC24A4	0.3115
CCT3	0.012
ZNF121	-0.137125
SLC3A2	-0.7949
OR13A1	0.3965
SLC5A10	0.752
RAD50	-0.055375
IER5	0.360625
MTHFD1L	-1.730125
MBTPS2	-0.30675
MVK	-0.617
NCL	-0.028
PSMD10	-0.36775
MOBP	0.4135
FLJ32894	0.0875
HRH1	-0.688666666666667
C5orf30	1.7955
NUDT16L1	1.3107
RASGRP3	2.637
PRKRIP1	-0.7704
CCDC75	-0.2315
LOC253970	0.3865
KIAA1239	-0.04375
MED21	-0.6855
SYT11	0.76175
NTSR2	-0.4425
EGFL11	0.164
CXorf59	-0.1035
OR2A25	0.2905
SPTBN2	-0.7665
LRMP	-1.714
RNF111	0.088
PTH	4.8795
LOC619208	1.11166666666667
KIAA0895	0.12925
RANBP5	-1.172375
P2RY10	-0.567666666666667
NME5	3.00516666666667
DDX21	-1.20975
LRSAM1	0.4315
HDAC11	1.8905
VMO1	2.0565
NOLA2	0.456166666666667
ADAR	0.376583333333333
MTO1	-1.562
SF4	0.277
P2RX1	-0.299333333333333
HBM	0.13575
EN2	0.968
C14orf172	0.182
TM9SF2	-0.2463
INHBE	-0.615333333333333
TCTE3	0.0765
TOX2	-3.289
CTAGE3	-0.114875
HBB	3.2696
MED15	-0.776
CASR	0.00375
C6orf66	-1.01566666666667
MTPN	-0.32575
UNC50	-0.02575
C21orf33	0.146375
IRF2	0.683
PGR	3.91083333333333
GPR84	2.03575
CROCCL1	-2.78375
SRPX	-1.04525
BRE	0.492166666666667
FGF10	3.729
SDC3	0.428
ZRSR1	0.0206666666666667
DKFZP434P211	0.000124999999999993
SOX6	-0.0115
RPUSD2	-0.125
C14orf173	0.0311666666666667
MAPK11	-0.489333333333333
TBC1D22A	0.573
FAM123A	-0.0195
COL4A6	-2.5845
TOMM70A	-0.37
NAB1	-1.554875
MGC16385	-0.690375
TSPAN18	-0.139
MED31	-0.7605
PLG	0.11625
CAPSL	2.2155
ZNF532	0.7889
ASB14	0.11875
CA8	3.214
NUDT16P	1.7865
SLFN11	-1.1155
LRRIQ2	-0.218875
NOL7	-0.236833333333333
BRMS1L	-0.919125
JARID1A	0.209333333333333
PANK2	0.1465
ICAM3	-0.28475
MDS1	-0.301
TAF8	-0.718
RNF139	1.86475
ZNF594	-0.511166666666667
ADAM8	2.32425
SFTPC	-0.47275
MAN2B2	0.900125
RGS12	0.927
EIF1AY	-4.50558333333333
LRRIQ1	-1.14833333333333
GPR150	1.11125
CCDC21	-0.9905
PRRG3	0.3865
SAA4	-2.8795
RAPGEF5	1.78225
ZCCHC2	0.356
MGC39372	0.255
PPP4R2	0.0683333333333333
CDCA2	-2.45283333333333
OR4D5	0.422666666666667
PTGFRN	0.6741
SIGLEC5	2.21116666666667
C19orf61	-0.2935
NMUR2	0.401
KIAA1586	-1.2715
DAGLA	0.261666666666667
CHCHD6	0.44925
GPR32	0.731
NEUROD6	-0.1445
SLC2A4RG	0.5398125
CA5B	-0.3505
FBXL3	0.62
MPHOSPH9	-1.57575
HMG2L1	0.12575
HCN4	0.610833333333333
CEACAM19	-0.71475
SH2D4B	0.015
HFE2	-0.1365
TGM4	0.256666666666667
LYPD2	-0.061
TBC1D15	0.174
MRPS21	-1.0722
NONO	-0.8631
CLEC5A	1.936
ITCH	0.00409999999999999
MGAT3	-1.20933333333333
MBP	0.0775000000000001
RPP25	-0.91075
SOSTDC1	-0.45275
HRC	-0.77675
TRIM48	-0.028
TMEM133	-0.05375
ECEL1P2	-1.0495
HOXC11	-0.279
DOK5	-0.29025
HELZ	0.2225
LOC348180	-0.8305
MGC33894	0.5525
ADRB3	0.185
DMD	-0.104833333333333
PTRH2	-0.394
MPEG1	2.0215
NDUFA12	-0.430333333333333
KRTAP2-4	0.16575
STAMBPL1	-1.08383333333333
ADCY2	-0.062
UNQ6125	0.4625
KLHL20	-0.147833333333333
SRM	-1.4515
OTC	-0.20325
TMIE	-0.02
SNX8	0.4615
LIPK	-0.2675
CHURC1	-0.44375
KLC2	0.203166666666667
HDAC1	-0.351166666666667
FAM128A	0.123166666666667
FNDC3B	-0.2686
MTCP1	-0.401166666666667
WFDC10B	0.3822
PCDHGB3	0.2705
ATRNL1	-0.885222222222222
CAV2	-0.6165
MED26	0.157666666666667
DUS1L	-0.07975
CHRM3	-1.522
NEK9	0.0415
WARS2	-0.38975
TBX22	1.655
TOMM40	-0.6555
RP6-213H19.1	-1.078
TUBGCP5	-0.86475
IGSF6	4.09925
TPPP	0.905
UNQ6190	0.293
GSTM5	0.976375
BTD	0.695
PDCD1LG2	0.318166666666667
SNRPB2	-0.0918333333333333
ERICH1	-0.92325
APOA4	-1.672375
HOXA11	-1.67375
NARG1	-0.213375
MKX	-0.04275
RAB28	-0.219928571428571
PKP3	0.05775
SH3GL2	-1.76325
CTSO	2.33025
RPN2	0.5378125
IL28RA	0.5285
SFMBT1	0.0845
WDR57	-0.277875
FER1L3	1.32941666666667
HSF5	0.306166666666667
TTC9B	0.41325
C4BPA	-3.11083333333333
ALB	-3.42371428571429
SORBS3	0.185625
UPF2	0.0125
JPH1	-0.0155
AGBL2	0.291
DOPEY1	0.4245
TERF1	0.6395
KIF22	0.0231666666666667
NINJ1	0.95425
SEC61A2	-0.421166666666667
HIST1H1D	-0.5825
SFXN4	0.0485
UCP3	0.902
ZNF703	1.99216666666667
MYL6B	-0.3395
TREM1	2.86325
OR52E6	0.4475
CKMT2	1.05725
HLA-C	1.821
SLC13A3	-1.146
TIMP4	-2.18525
SLIT2	1.874
RSF1	1.07172222222222
LONRF1	-1.48114285714286
MON1A	-0.456666666666667
CACNG6	-1.34616666666667
DPPA4	-4.8695
ZSWIM3	0.25225
ZNF804A	0.2605
CCIN	1.0375
SLC25A31	0.288333333333333
KCNMB4	-0.249
RABL5	0.343
GALNS	-0.2062
STX6	0.051875
HIST1H1C	-3.57
CIDEB	-1.1815
CASP4	-0.9855
PDK3	-0.0241
KCNJ11	1.778
TPR	-0.54875
ZSCAN20	-0.5385
MTX2	-0.34825
HIST1H2BH	-1.3275
LOC283767	0.70925
LYRM7	-0.777444444444445
BRD3	-0.429833333333333
HIST1H2BO	-1.7755
MAGEB10	0.2765
SLC45A1	1.86325
SERPINA3	3.42235
KIAA0143	2.064
KCNJ16	0.7345
KRT79	-0.272
FABP2	-0.21775
NUT	0.2635
ZNF57	-0.1725
FBXL4	0.951875
CLEC9A	-0.3085
UGT8	-0.947
BMP2K	-0.35775
MAPK4	-2.9945
SLC25A23	-0.2087
HINT1	0.2378
KRTAP13-1	0.651
SFXN5	1.3852
CHCHD2	-0.216916666666667
FAM3D	2.203
NDP	-2.1105
RHOBTB1	0.662333333333333
SLC4A4	-1.154375
RPL38	0.26325
HTF9C	-0.392
AP2A2	0.012375
ZBTB46	-0.0715
MAP7D1	0.238375
AOX1	-2.05533333333333
CYR61	-0.252833333333333
DTNA	0.328571428571429
JRKL	-0.44975
TMOD3	-0.1495
EEA1	-0.8171
ADCK5	1.07675
IL1R1	1.10783333333333
KLK3	0.577928571428571
HRSP12	0.57975
KTN1	0.44725
LOH11CR2A	0.1433
RELL2	-0.47675
MAB21L1	0.35
C20orf59	-0.446333333333333
PHKB	-0.934
ADAM2	0.997333333333333
TBC1D8B	0.615333333333333
FAM13A1	-0.83525
LAPTM4B	0.998333333333333
LCN8	0.073
TMEM147	0.448
SYT4	-0.0152
XPO7	-1.0215
C9orf62	1.07675
GPR75	-0.042
TRIM5	0.488125
APOC1	-0.582666666666667
RNASE4	0.07
PARD6B	0.473875
ARID1A	0.165583333333333
TPD52L3	0.3372
RRAGB	0.935333333333333
RCN2	-0.824833333333333
HIST2H2BE	-0.6658125
STARD7	0.2095
SHMT2	-1.34575
KIAA1751	0.417333333333333
MLYCD	-0.556
LOC162632	-0.7994
UQCRH	-1.37525
RP11-217H1.1	-0.1438125
SDHA	-0.687
NCLN	-0.1079
ZNF17	0.289333333333333
RCBTB2	-1.917
VEGFB	-0.5649
RP4-747L4.3	0.1675
COLQ	-0.0573
MPN2	-0.674
DRG2	-0.4315
KLRB1	1.20725
ALPK2	-2.23075
DNASE2B	0.117
FLJ23834	0.3975
AXUD1	0.146
SAFB	-0.085
NSUN4	-0.54675
RFX2	0.604833333333333
MAPK8IP1	-0.233666666666667
FANCD2	-1.06092857142857
ANKZF1	-1.77316666666667
C19orf50	-0.592125
DUSP8	-0.511375
SENP5	-0.35625
NFKBIL2	0.09425
LBR	-1.679625
IGFL1	0.2475
LZTS2	0.438625
IL2RG	-1.2045
CCDC51	0.37975
KLF3	0.10775
ANKRD37	-1.40975
KCTD14	1.41
FZR1	0.22225
SLC44A4	2.1686
ESPL1	-0.783875
GMPR2	-0.1736
TBC1D19	-0.483333333333333
ERGIC1	0.0488888888888889
ERBB4	2.0987
TSPAN32	-0.05325
MAP4	0.039125
GPHN	0.7725
SLC6A2	0.161125
HIVEP1	-0.01825
DFFB	-0.5046
EIF4EBP2	0.16
DMRT1	-0.0613333333333334
HSPB6	-0.16
IER2	-0.559333333333333
AIFM1	-0.67175
WWC2	-0.728916666666667
MRPL4	-0.74575
FLJ21062	-0.549833333333333
EPB41L4A	0.322
SH2D6	0.276
TAF4B	-1.25475
GAL3ST3	0.2905
MALT1	-0.855166666666667
RTDR1	0.829
ARVCF	0.062375
MEX3B	-1.01233333333333
FBXO16	-0.325
KIF7	-0.2875
C1QC	3.893
ZNF783	-0.0735
ZNF85	-0.62
MMP13	3.802
KIAA0329	0.437375
RTP3	-0.5445
ZBED3	-0.05175
CLGN	-5.787
SLC25A37	-1.23758333333333
hCG_18290	-0.08575
OR5AS1	-0.0955
SMARCC2	0.4785
FAM109A	0.170333333333333
CCDC12	-0.32125
USF2	0.4619
DEPDC7	-1.3765
C20orf24	-0.228166666666667
JMJD3	0.125
DSP	1.767
SLIC1	0.075875
FAM20A	1.18325
IRF2BP2	0.21975
ZNF230	-0.0215
MSN	-0.368571428571429
SLC9A5	-1.582
EPDR1	-1.7616
MUSK	0.331166666666667
ZNF434	0.146833333333333
SMARCD1	-0.581833333333333
ZFP106	-0.399
ZNF347	-0.0649
GTF2E1	-0.18125
