Hybridization REF	TCGA-A2-A0T6-01A-11R-A084-07
ISCA1	0.908
C1orf125	-0.254125
RPAP1	-0.552
RAI16	-0.0308333333333333
RPL27	-0.12575
NLRP9	0.226
EPN1	0.24
LOC388610	-0.498
SLC35A1	1.2
GAL	-3.0205
SLC14A2	0.2405
RDH11	-0.804333333333333
FAM138F	-0.538
AUH	1.034
FLJ40243	-0.147
C14orf129	0.456333333333333
MBD2	-0.253166666666667
ABHD14B	0.177375
PIGT	0.049125
ALS2CR4	0.14975
ALAS1	0.2238
FOXO1	1.85583333333333
CRLF3	0.50675
C20orf107	-0.101
FARS2	0.93825
CCDC28A	0.537
NPHP3	-0.495
OR13F1	0.4
TSEN54	-0.848
DEFB106B	0.160222222222222
OR8B4	0.5265
STH	0.66625
ZC3H14	-0.211125
CBX2	-0.634
TMEM49	-0.19575
C6orf21	0.372
FLJ20920	0.585875
CRTAP	0.514785714285714
DDX50	0.25475
STYXL1	0.06325
BLVRB	-0.325833333333333
LOC147650	0.958
MMP24	0.0575
GRID1	2.2635
BANF1	-1.07616666666667
CTAGEP	-0.31825
HMBS	-2.508
SLC25A24	1.01733333333333
C14orf50	0.784
MRO	0.641833333333333
SLC25A15	-1.007
FAM84B	1.3579
TDP1	-0.912
C16orf78	-0.0825
C11orf57	-0.0835
RFK	-0.35575
ZFYVE9	0.0045
STCH	-0.6136
WIBG	0.33025
LOC283871	-0.6205
GBA2	-0.8309
NDUFB3	-0.128
HSD17B13	0.193
GRIN3A	1.02
FMNL1	0.0145
SEPT7	0.1828
GNLY	3.1195
GRAMD1C	-0.035
ZNF165	0.02125
USP38	1.0945
FAM83A	-3.6335
C14orf24	1.06266666666667
ARMCX3	1.204875
ARHGDIB	1.13083333333333
AK1	-0.1375
KIAA1045	0.599
DNAJB13	-0.433166666666667
NEU2	0.535
HIST1H4B	-2.3745
FAM20B	-0.333
HES2	-0.418714285714286
FAM73B	-0.6813
LOC388381	0.4365
INTS7	-0.0653636363636364
AMPH	2.72025
ZNF775	-0.8185
UCKL1	-1.1915
C10orf97	0.68625
C1orf161	-0.329
ALDH1L1	0.69975
FLJ39378	0.089375
SLC23A1	-0.908
RBM4B	0.18125
THAP4	0.00566666666666666
OGFRL1	0.43175
KIAA0831	0.623125
PPP1R15A	0.3685
C1orf96	-0.646642857142857
C12orf11	-1.61525
BMF	1.08
MAN1A1	0.1915
KIAA1600	1.12383333333333
NLGN4X	0.88875
ALOX12	-1.4
RB1CC1	-0.331
NEIL2	0.5453
EIF4E	0.463954545454546
ABHD5	0.09525
EXOC4	-0.335
CIP29	0.375
BATF2	-0.4055
SLC29A4	-0.901375
HTR4	0.7155
EMB	-0.27125
TRAF6	0.836
LMNB1	-2.58325
FAM19A5	-0.22425
SHE	2.71
PIK3C2B	1.65425
C15orf15	-0.1127
USP15	0.3327
TCEAL2	1.236
C5orf39	-0.357333333333333
PTGER2	0.49275
SLC31A1	-0.4523125
IFT172	0.6245
ADAM29	0.17
GFOD1	0.04825
ST7L	1.05166666666667
C15orf26	-3.088
PKN3	-1.7605
CNTD1	1.88816666666667
COMMD1	0.442375
NTRK2	3.11483333333333
FOXN3	0.798
MFGE8	-0.9239
PFKFB2	0.569166666666667
TAS2R4	-0.41425
ENTHD1	1.6585
PRMT5	-0.787
MGC16384	-1.9835
LOC442229	-0.31875
TSKU	0.079375
KRTCAP3	1.412625
PDLIM1	-0.0048
KCNS2	1.0495
RNF126	-0.405
CEP63	-0.008125
CLIC4	0.573375
hCG_1990170	-0.20875
ACR	0.4626
KLK7	-0.39775
ALOX5AP	4.05525
RIPK3	3.82775
TAS2R9	0.3075
C19orf18	1.969
BIRC6	0.1875
ZNF16	1.12
RFT1	-0.54675
SLC8A2	-0.5255
TACC1	-0.044
ITGAD	0.69975
SAMHD1	1.85575
SH3PXD2B	1.4644
EPC2	1.08375
C20orf85	0.32325
ATP13A2	-0.586833333333333
KRT4	0.277125
CAPNS1	0.10575
MDM2	-1.15925
PCDH20	0.8715
KCNK9	0.535
OR2C1	0.079
KLHDC3	-1.08866666666667
IPPK	0.593
EFHD2	-0.098125
GALR3	-0.5985
NBEA	2.68
ABCA6	4.1318
CLDN3	1.17766666666667
AKT2	-0.117142857142857
EGFR	-1.0797
RBM16	0.444625
ZDHHC3	0.4986
SLC25A4	0.141
CYB5B	-0.143666666666667
CPXM1	0.30075
NDRG1	-1.30307692307692
FLJ43826	0.361
OR5L2	-0.00999999999999999
FARP2	0.3344
MRPL46	-0.497666666666667
LDHAL6B	0.400666666666667
MAPKAPK3	-0.231666666666667
NCAM2	1.31675
PRKD2	0.280166666666667
ZFP36L1	1.4789
CYSLTR1	0.5695
OR4C3	0.018
HIST1H2AJ	0.2875
CCNB2	-3.70366666666667
ZNF10	0.30825
TMEM175	-0.1795
FAM134A	0.760833333333333
TIGD4	0.8115
PCNP	0.0205
MGC39715	0.09425
LQK1	-0.66575
CREB1	1.1167
TMPRSS3	1.74825
C4orf32	1.180375
LAT	0.0219166666666667
KCNA3	0.225
SKIV2L2	-0.136
ROPN1B	-3.84075
tcag7.23	0.439
CDT1	-3.964875
ZHX2	1.056875
CD28	-1.24425
ZNF624	1.56325
SEPT2	0.79625
SOHLH2	-1.538
MCOLN3	-0.555571428571429
UNQ1945	0.043
MASP2	-1.194
ZNRF3	-0.9344
GPATCH3	-0.17475
AGL	1.1775
QRICH2	-0.6075
PSD4	1.17833333333333
CCNB1IP1	-1.7
ENPP7	0.1645
OBFC1	0.37775
KCNG3	-2.2595
C14orf79	0.826416666666667
ENPEP	2.157
SCT	2.655
SKI	0.215875
SEC61G	-1.5775
CAPN11	0.65975
ATXN7L3	-0.54725
DBNDD1	-0.902666666666667
FAIM	0.43925
ANKRD36	-1.5345
GABRP	0.4055
TACSTD2	1.94666666666667
EIF3J	-0.60475
PPP2R2A	0.0225
TEKT4	0.385833333333333
PVALB	-4.05583333333333
F10	-2.40166666666667
FAM134C	0.6441
COMP	4.50125
EFCBP1	-2.1553125
SCLT1	0.501125
TAL1	-0.2318
ACSL1	2.153
ABCC5	-0.482916666666667
ABL1	-0.563777777777778
RBBP7	-0.0750833333333333
PTPRG	0.0345
NCOR1	0.1333
SPINK4	-2.26316666666667
TXNRD1	-1.9826
TNRC15	0.3665
C9orf138	0.632
UBE2H	0.848
BRDT	3.7075
C8orf31	-0.05025
CCNE2	-2.23309090909091
SLC6A8	-2.55175
CALCR	-2.90725
PPP1CB	1.16341666666667
ABHD8	0.362
ARF5	0.0123
SLC24A4	1.1845
CCT3	-0.49375
ZNF121	0.378875
SLC3A2	-1.1685
OR13A1	-0.0045
SLC5A10	-0.58625
RAD50	0.320375
IER5	-0.64625
MTHFD1L	-1.857
MBTPS2	0.46475
MVK	-0.5275
NCL	-0.2999
PSMD10	0.06775
MOBP	-0.248375
FLJ32894	0.5325
HRH1	-0.419
C5orf30	2.55475
NUDT16L1	0.8928
RASGRP3	3.8365
PRKRIP1	-0.4657
CCDC75	-0.57425
LOC253970	-0.0645
KIAA1239	2.67475
MED21	-0.09125
SYT11	0.997166666666667
NTSR2	0.043
EGFL11	-0.033
CXorf59	0.882
OR2A25	-0.10575
SPTBN2	-1.17325
LRMP	-0.306833333333333
RNF111	0.43775
PTH	0.4835
LOC619208	0.9975
KIAA0895	0.77275
RANBP5	-0.77575
P2RY10	2.45566666666667
NME5	4.62416666666667
DDX21	-0.9555
LRSAM1	-0.516
HDAC11	0.515833333333333
VMO1	1.9945
NOLA2	-0.019
ADAR	0.34975
MTO1	-0.602666666666667
SF4	0.065
P2RX1	1.39566666666667
HBM	0.018
EN2	-0.6705
C14orf172	-0.511
TM9SF2	0.8048
INHBE	-1.13483333333333
TCTE3	-0.139083333333333
TOX2	-2.39825
CTAGE3	-0.147125
HBB	3.9595
MED15	-1.12533333333333
CASR	0.13425
C6orf66	-1.175
MTPN	-1.039125
UNC50	0.53
C21orf33	0.181625
IRF2	1.328875
PGR	1.97983333333333
GPR84	2.9785
CROCCL1	-1.7395
SRPX	-0.105
BRE	0.144833333333333
FGF10	2.82125
SDC3	0.355166666666667
ZRSR1	0.354166666666667
DKFZP434P211	-0.832625
SOX6	0.335
RPUSD2	-0.2015
C14orf173	-0.587916666666667
MAPK11	-0.615833333333333
TBC1D22A	0.088
FAM123A	-0.366
COL4A6	-0.312
TOMM70A	0.07525
NAB1	-0.211375
MGC16385	-0.476375
TSPAN18	-0.864333333333333
MED31	-0.137
PLG	-0.188
CAPSL	3.9725
ZNF532	1.5609
ASB14	0.17025
CA8	-1.50125
NUDT16P	1.9395
SLFN11	0.513
LRRIQ2	-0.449875
NOL7	-0.552833333333333
BRMS1L	0.12325
JARID1A	0.0608333333333333
PANK2	-0.38625
ICAM3	-0.04275
MDS1	-0.45475
TAF8	-0.51625
RNF139	1.21
ZNF594	0.5655
ADAM8	1.590125
SFTPC	0.071875
MAN2B2	1.512
RGS12	-0.060875
EIF1AY	-5.01566666666667
LRRIQ1	1.29883333333333
GPR150	-0.672
CCDC21	-1.832
PRRG3	0.49075
SAA4	-3.45325
RAPGEF5	0.713625
ZCCHC2	-0.00325000000000004
MGC39372	1.287
PPP4R2	0.536166666666667
CDCA2	-2.86133333333333
OR4D5	0.432166666666667
PTGFRN	1.2386
SIGLEC5	1.8505
C19orf61	-0.502
NMUR2	0.384
KIAA1586	-0.0676666666666667
DAGLA	0.931666666666667
CHCHD6	-0.30525
GPR32	1.122
NEUROD6	0.0358333333333333
SLC2A4RG	-0.0950625
CA5B	1.01425
FBXL3	2.43825
MPHOSPH9	-1.5015
HMG2L1	-0.24
HCN4	-0.486666666666667
CEACAM19	0.0735
SH2D4B	0.397833333333333
HFE2	-0.576
TGM4	0.00680000000000001
LYPD2	0.2125
TBC1D15	0.02225
MRPS21	0.0439
NONO	-0.7438
CLEC5A	3.17325
ITCH	-0.1722
MGAT3	0.1685
MBP	0.191875
RPP25	-1.77475
SOSTDC1	-2.6575
HRC	-1.4915
TRIM48	0.7365
TMEM133	0.43525
ECEL1P2	-1.0135
HOXC11	1.58
DOK5	0.69825
HELZ	0.585666666666667
LOC348180	-1.382
MGC33894	0.2635
ADRB3	0.375
DMD	0.16
PTRH2	-0.97575
MPEG1	3.65283333333333
NDUFA12	-0.0103333333333333
KRTAP2-4	-0.135333333333333
STAMBPL1	-0.502666666666667
ADCY2	1.58466666666667
UNQ6125	-0.182
KLHL20	0.0566666666666666
SRM	-1.3495
OTC	0.1925
TMIE	-0.342
SNX8	-0.4365
LIPK	-0.0995
CHURC1	-0.269583333333333
KLC2	-0.0715
HDAC1	-0.739833333333333
FAM128A	-0.495833333333333
FNDC3B	-0.2328
MTCP1	-0.395833333333333
WFDC10B	0.214
PCDHGB3	0.576
ATRNL1	0.0411
CAV2	0.909
MED26	0.326666666666667
DUS1L	-0.6455
CHRM3	-1.961875
NEK9	0.64125
WARS2	-0.05375
TBX22	0.158
TOMM40	-1.14275
RP6-213H19.1	-1.13633333333333
TUBGCP5	-0.35125
IGSF6	5.5695
TPPP	0.615833333333333
UNQ6190	-0.248
GSTM5	0.352625
BTD	1.0975
PDCD1LG2	1.43516666666667
SNRPB2	-0.384333333333333
ERICH1	-0.154125
APOA4	-1.923375
HOXA11	-0.774
NARG1	-0.11775
MKX	1.109
RAB28	0.470285714285714
PKP3	0.79525
SH3GL2	-0.5525
CTSO	4.1945
RPN2	-0.650125
IL28RA	-0.539666666666667
SFMBT1	0.4005
WDR57	0.461125
FER1L3	1.2325
HSF5	0.323666666666667
TTC9B	0.42075
C4BPA	-3.93316666666667
ALB	-4.29285714285714
SORBS3	0.577375
UPF2	0.301
JPH1	0.2095
AGBL2	0.56575
DOPEY1	1.761
TERF1	0.436583333333333
KIF22	-1.65033333333333
NINJ1	1.5565
SEC61A2	-0.768166666666667
HIST1H1D	-1.60266666666667
SFXN4	-0.53175
UCP3	-0.234
ZNF703	0.460333333333333
MYL6B	-0.43825
TREM1	2.50075
OR52E6	0.308
CKMT2	2.98775
HLA-C	1.98175
SLC13A3	-1.51116666666667
TIMP4	0.73725
SLIT2	2.85375
RSF1	0.0186666666666667
LONRF1	-0.346142857142857
MON1A	-0.2775
CACNG6	-2.47883333333333
DPPA4	-5.4505
ZSWIM3	0.13875
ZNF804A	1.1105
CCIN	2.27125
SLC25A31	0.85875
KCNMB4	0.756
RABL5	0.7475
GALNS	-0.5741
STX6	0.227
HIST1H1C	-0.837666666666667
CIDEB	0.21975
CASP4	0.773666666666667
PDK3	0.2005
KCNJ11	1.708
TPR	-0.285375
ZSCAN20	0.327
MTX2	-0.369
HIST1H2BH	-0.000249999999999995
LOC283767	3.25225
LYRM7	-0.963444444444444
BRD3	0.1455
HIST1H2BO	-0.41575
MAGEB10	0.5855
SLC45A1	0.42975
SERPINA3	-1.19445
KIAA0143	1.21375
KCNJ16	0.967166666666667
KRT79	0.2395
FABP2	-0.69075
NUT	-0.74525
ZNF57	-0.06525
FBXL4	0.412125
CLEC9A	3.1895
UGT8	-0.774166666666667
BMP2K	0.854
MAPK4	-3.75
SLC25A23	-0.1185
HINT1	-0.134
KRTAP13-1	0.638
SFXN5	-0.151
CHCHD2	-0.01925
FAM3D	1.1045
NDP	0.565625
RHOBTB1	0.0381666666666667
SLC4A4	-0.548375
RPL38	-0.10025
HTF9C	-1.19416666666667
AP2A2	0.424875
ZBTB46	-0.635
MAP7D1	0.269375
AOX1	0.4315
CYR61	3.14183333333333
DTNA	-0.839428571428571
JRKL	0.7975
TMOD3	0.2095
EEA1	0.4151
ADCK5	-1.037
IL1R1	3.294
KLK3	0.0357857142857143
HRSP12	-0.223
KTN1	0.13425
LOH11CR2A	2.0025
RELL2	-1.70875
MAB21L1	2.75525
C20orf59	-1.44316666666667
PHKB	-0.265
ADAM2	-1.92966666666667
TBC1D8B	1.85066666666667
FAM13A1	-0.78125
LAPTM4B	-0.804166666666667
LCN8	-0.165
TMEM147	0.6145
SYT4	0.560333333333333
XPO7	-0.6585
C9orf62	-0.8915
GPR75	1.079
TRIM5	0.3165
APOC1	0.288
RNASE4	1.54633333333333
PARD6B	-2.3415
ARID1A	0.466916666666667
TPD52L3	0.3496
RRAGB	1.279
RCN2	-0.463166666666667
HIST2H2BE	-0.12575
STARD7	-0.4265
SHMT2	-1.6855
KIAA1751	-0.2875
MLYCD	0.165375
LOC162632	-0.7541
UQCRH	-1.35975
RP11-217H1.1	0.116125
SDHA	-1.12016666666667
NCLN	-0.4631
ZNF17	1.50166666666667
RCBTB2	-0.672
VEGFB	-0.1582
RP4-747L4.3	0.89025
COLQ	0.5374
MPN2	-1.21916666666667
DRG2	-0.47225
KLRB1	6.21875
ALPK2	-0.32625
DNASE2B	1.31875
FLJ23834	0.322
AXUD1	2.15333333333333
SAFB	-0.6623
NSUN4	0.0185
RFX2	0.478666666666667
MAPK8IP1	-0.5035
FANCD2	-0.995285714285714
ANKZF1	-1.54466666666667
C19orf50	-0.17575
DUSP8	0.783
SENP5	-0.285375
NFKBIL2	-1.37325
LBR	-1.41725
IGFL1	1.1505
LZTS2	-0.39725
IL2RG	-0.008375
CCDC51	-0.231
KLF3	1.015875
ANKRD37	-0.816
KCTD14	-0.789833333333333
FZR1	0.408
SLC44A4	3.5454
ESPL1	-1.8655
GMPR2	0.2844
TBC1D19	0.199333333333333
ERGIC1	0.445814814814815
ERBB4	3.6561
TSPAN32	1.00625
MAP4	0.051
GPHN	-0.69175
SLC6A2	-0.382375
HIVEP1	1.115
DFFB	-0.3133
EIF4EBP2	0.730375
DMRT1	-0.3585
HSPB6	0.3785
IER2	1.58233333333333
AIFM1	-0.42275
WWC2	0.36625
MRPL4	-0.59225
FLJ21062	1.3
EPB41L4A	1.30366666666667
SH2D6	0.05475
TAF4B	-0.9965
GAL3ST3	-0.165
MALT1	-0.271833333333333
RTDR1	-0.2985
ARVCF	-0.32475
MEX3B	-0.137833333333333
FBXO16	1.51075
KIF7	-1.11925
C1QC	3.91916666666667
ZNF783	-1.01433333333333
ZNF85	1.01725
MMP13	6.1235
KIAA0329	0.73775
RTP3	-0.8175
ZBED3	0.36675
CLGN	-3.07625
SLC25A37	-1.59216666666667
hCG_18290	0.12325
OR5AS1	-0.3085
SMARCC2	-0.13825
FAM109A	-0.136833333333333
CCDC12	0.035
USF2	0.2872
DEPDC7	-0.323
C20orf24	-0.9165
JMJD3	0.512
DSP	1.30092857142857
SLIC1	0.961625
FAM20A	2.459375
IRF2BP2	0.659625
ZNF230	0.872
MSN	-0.272214285714286
SLC9A5	-2.055
EPDR1	-0.3809
MUSK	0.0483333333333333
ZNF434	0.356166666666667
SMARCD1	-0.392166666666667
