Hybridization REF	TCGA-E2-A105-01A-11R-A10J-07
SLC25A24	0.1265
C14orf50	0.20225
MRO	1.089
SLC25A15	0.35775
FAM84B	1.2144
TDP1	-0.8005
C16orf78	0.0908333333333333
C11orf57	-0.475375
RFK	-0.0725
ZFYVE9	0.353875
STCH	-1.6535
WIBG	0.16475
LOC283871	-0.1175
GBA2	-0.3038
NDUFB3	-0.603
HSD17B13	-0.39625
GRIN3A	0.818
FMNL1	-0.843666666666667
SEPT7	-1.3551
GNLY	1.641
GRAMD1C	0.078
ZNF165	0.116
USP38	0.7685
FAM83A	-3.61633333333333
C14orf24	0.70225
ARMCX3	0.57575
ARHGDIB	-1.36566666666667
AK1	0.725875
KIAA1045	0.21025
DNAJB13	-0.466833333333333
NEU2	0.5425
HIST1H4B	-0.0973333333333333
FAM20B	-0.6854
HES2	0.987285714285714
FAM73B	-0.1097
LOC388381	0.13625
INTS7	-1.08636363636364
AMPH	3.1845
ZNF775	0.4685
UCKL1	0.404
C10orf97	-0.9815
C1orf161	-0.6645
ALDH1L1	-1.61575
FLJ39378	0.149625
SLC23A1	-1.1695
RBM4B	0.378
THAP4	0.632666666666667
OGFRL1	-1.00375
KIAA0831	0.557125
PPP1R15A	0.0465
C1orf96	-0.0427857142857143
C12orf11	-1.27425
BMF	1.85725
MAN1A1	-0.734875
KIAA1600	0.617
NLGN4X	-1.4395
ALOX12	-1.10033333333333
RB1CC1	0.3433
NEIL2	0.296
EIF4E	0.2085
ABHD5	-0.8305
EXOC4	0.0035
CIP29	0.106833333333333
BATF2	-0.175
SLC29A4	-0.709875
HTR4	0.26575
EMB	-3.07575
TRAF6	0.09025
LMNB1	-1.4635
FAM19A5	0.47225
SHE	0.85625
PIK3C2B	1.2965
C15orf15	-0.441
USP15	-0.3023
TCEAL2	1.086
C5orf39	-1.94116666666667
PTGER2	-2.215
SLC31A1	-0.8814375
IFT172	0.843
ADAM29	0.237
GFOD1	-0.18575
ST7L	0.551666666666667
C15orf26	-3.46975
PKN3	-1.46
CNTD1	1.5805
COMMD1	-0.25775
NTRK2	1.66816666666667
FOXN3	-0.02475
MFGE8	-0.9647
PFKFB2	0.272666666666667
TAS2R4	-0.06225
ENTHD1	0.111833333333333
PRMT5	-0.383875
MGC16384	-0.557375
LOC442229	-1.25775
TSKU	-0.38075
KRTCAP3	2.812375
PDLIM1	-0.7518
KCNS2	-0.163
RNF126	-0.316
CEP63	-0.00187499999999998
CLIC4	-1.197
hCG_1990170	-0.88625
ACR	0.6765
KLK7	0.58925
ALOX5AP	1.244
RIPK3	1.5395
TAS2R9	0.443
C19orf18	2.8485
BIRC6	0.386285714285714
ZNF16	1.1745
RFT1	-0.59675
SLC8A2	1.618
TACC1	-0.84875
ITGAD	1.0915
SAMHD1	0.5
SH3PXD2B	1.0115
EPC2	1.27625
C20orf85	3.1875
ATP13A2	0.568
KRT4	0.281875
CAPNS1	-0.086
MDM2	-0.206416666666667
PCDH20	0.15225
KCNK9	0.6495
OR2C1	0.2475
KLHDC3	-0.678
IPPK	0.854
EFHD2	-0.471375
GALR3	0.45
NBEA	2.21083333333333
ABCA6	2.4025
CLDN3	2.36116666666667
AKT2	-0.2625
EGFR	-3.053
RBM16	0.639
ZDHHC3	-0.2057
SLC25A4	0.138166666666667
CYB5B	-0.868166666666667
CPXM1	-0.48325
NDRG1	-1.77153846153846
FLJ43826	0.7315
OR5L2	-0.0113333333333333
FARP2	0.6438
MRPL46	-0.487083333333333
LDHAL6B	-0.0295
MAPKAPK3	-0.223666666666667
NCAM2	-0.99975
PRKD2	0.0598333333333333
ZFP36L1	0.0335
CYSLTR1	-2.08325
OR4C3	-0.14325
HIST1H2AJ	1.8745
CCNB2	-1.68977777777778
ZNF10	0.12825
TMEM175	0.614
FAM134A	1.294
TIGD4	0.4395
PCNP	-0.16975
MGC39715	0.67075
LQK1	-2.8395
CREB1	0.7033
TMPRSS3	-1.5945
C4orf32	-0.62625
LAT	-2.21466666666667
KCNA3	0.058
SKIV2L2	-0.77925
ROPN1B	-2.76075
tcag7.23	-0.0795
CDT1	-2.440875
ZHX2	0.148625
CD28	-3.38875
ZNF624	0.645
SEPT2	-0.199166666666667
SOHLH2	-1.6145
MCOLN3	0.579285714285714
UNQ1945	0.253
MASP2	-0.9825
ZNRF3	0.3562
GPATCH3	0.05625
AGL	0.956
QRICH2	0.5075
PSD4	0.707833333333333
CCNB1IP1	-0.967
ENPP7	0.1845
OBFC1	-0.26025
KCNG3	-1.35175
C14orf79	1.57433333333333
ENPEP	1.4955
SCT	0.5315
SKI	0.63
SEC61G	-1.49175
CAPN11	0.418
ATXN7L3	0.411
DBNDD1	1.21283333333333
FAIM	-0.1315
ANKRD36	0.6855
GABRP	3.49866666666667
TACSTD2	1.76833333333333
EIF3J	-0.4285
PPP2R2A	-0.92475
TEKT4	0.789333333333333
PVALB	-1.24883333333333
F10	-2.87083333333333
FAM134C	1.4426
COMP	4.278
EFCBP1	-1.610625
SCLT1	0.3055
TAL1	-1.5589
ACSL1	0.4325
ABCC5	0.612833333333333
ABL1	-0.315444444444444
RBBP7	2.79325
PTPRG	-0.8955
NCOR1	-1.3148
SPINK4	-1.28933333333333
TXNRD1	-1.9707
TNRC15	0.85
C9orf138	0.955625
UBE2H	0.941
BRDT	0.666
C8orf31	-0.3255
CCNE2	-0.876363636363636
SLC6A8	-0.83
CALCR	-3.46875
PPP1CB	0.473
ABHD8	0.6285
ARF5	0.5509
SLC24A4	0.47
CCT3	0.119
ZNF121	0.247625
SLC3A2	-1.2555
OR13A1	0.1935
SLC5A10	0.24175
RAD50	0.123625
IER5	0.20425
MTHFD1L	-2.506375
MBTPS2	-0.107
MVK	-0.44575
NCL	-0.031
PSMD10	-0.388
MOBP	0.2065
FLJ32894	0.1785
HRH1	-2.136
C5orf30	0.5425
NUDT16L1	0.7811
RASGRP3	2.80066666666667
PRKRIP1	-0.3326
CCDC75	0.121
LOC253970	-0.124
KIAA1239	0.78175
MED21	-0.81
SYT11	-0.3385
NTSR2	0.169
EGFL11	-0.144
CXorf59	2.355
OR2A25	0.316
SPTBN2	0.247
LRMP	-2.1395
RNF111	0.01025
PTH	0.324
LOC619208	0.776
KIAA0895	-0.02325
RANBP5	-1.077625
P2RY10	-0.429333333333333
NME5	4.26416666666667
DDX21	-0.17925
LRSAM1	0.86
HDAC11	1.36183333333333
VMO1	1.8195
NOLA2	0.054
ADAR	0.0791666666666667
MTO1	-1.17416666666667
SF4	0.718166666666667
P2RX1	-0.0788333333333334
HBM	-0.0235
EN2	0.61
C14orf172	0.28875
TM9SF2	0.3046
INHBE	-1.04716666666667
TCTE3	0.0470833333333333
TOX2	-4.06775
CTAGE3	0.088125
HBB	3.4917
MED15	-1.03583333333333
CASR	-0.049
C6orf66	-1.28066666666667
MTPN	-0.453375
UNC50	0.013
C21orf33	0.150625
IRF2	0.89375
PGR	-0.261166666666667
GPR84	1.25475
CROCCL1	-1.0785
SRPX	-2.498
BRE	0.206
FGF10	0.3705
SDC3	0.896166666666667
ZRSR1	0.616666666666667
DKFZP434P211	-0.012375
SOX6	-0.107
RPUSD2	0.225
C14orf173	0.497
MAPK11	-0.478333333333333
TBC1D22A	-0.39
FAM123A	-0.6835
COL4A6	-2.47633333333333
TOMM70A	0.00975
NAB1	-1.269125
MGC16385	1.171125
TSPAN18	-0.683666666666667
MED31	-0.76175
PLG	-0.198
CAPSL	1.569
ZNF532	0.2101
ASB14	0.2625
CA8	0.522
NUDT16P	0.421666666666667
SLFN11	-2.268
LRRIQ2	0.30825
NOL7	-0.470333333333333
BRMS1L	-1.217125
JARID1A	0.591833333333333
PANK2	-0.7245
ICAM3	-0.68575
MDS1	0.0485
TAF8	-0.12375
RNF139	1.299
ZNF594	0.225833333333333
ADAM8	0.965875
SFTPC	-0.304875
MAN2B2	0.83125
RGS12	0.962375
EIF1AY	-5.06091666666667
LRRIQ1	1.51166666666667
GPR150	0.73925
CCDC21	-0.248666666666667
PRRG3	0.37425
SAA4	-4.6075
RAPGEF5	0.32225
ZCCHC2	0.140833333333333
MGC39372	-0.4085
PPP4R2	0.1525
CDCA2	-2.40416666666667
OR4D5	0.512333333333333
PTGFRN	-0.3624
SIGLEC5	0.724
C19orf61	-0.173
NMUR2	0.0105
KIAA1586	-0.8955
DAGLA	-0.0223333333333333
CHCHD6	0.7515
GPR32	0.4725
NEUROD6	-0.0738333333333333
SLC2A4RG	0.9874375
CA5B	-0.244
FBXL3	0.21425
MPHOSPH9	-0.87725
HMG2L1	-0.2455
HCN4	0.6265
CEACAM19	0.557
SH2D4B	0.763333333333333
HFE2	-1.0895
TGM4	0.523
LYPD2	-0.116
TBC1D15	-0.76025
MRPS21	-0.5404
NONO	-0.3424
CLEC5A	0.996
ITCH	-0.275
MGAT3	-0.9155
MBP	-0.149
RPP25	-2.85975
SOSTDC1	-1.3685
HRC	-1.9415
TRIM48	-0.1475
TMEM133	-1.41875
ECEL1P2	-1.4975
HOXC11	0.9935
DOK5	-1.875
HELZ	1.09966666666667
LOC348180	-0.45575
MGC33894	0.08925
ADRB3	0.353
DMD	-0.536166666666667
PTRH2	0.28575
MPEG1	1.65666666666667
NDUFA12	-0.185833333333333
KRTAP2-4	-0.326083333333333
STAMBPL1	-2.01083333333333
ADCY2	-0.730166666666667
UNQ6125	-0.419
KLHL20	0.336333333333333
SRM	-1.37475
OTC	0.44275
TMIE	-0.000833333333333316
SNX8	-0.7015
LIPK	-0.439
CHURC1	-0.126416666666667
KLC2	0.383666666666667
HDAC1	0.119666666666667
FAM128A	0.711833333333333
FNDC3B	-1.3314
MTCP1	0.541333333333333
WFDC10B	0.6807
PCDHGB3	0.654
ATRNL1	1.5449
CAV2	-1.661375
MED26	0.392
DUS1L	1.31
CHRM3	-1.361875
NEK9	0.7005
WARS2	-1.2045
TBX22	0.0245
TOMM40	-0.8445
RP6-213H19.1	-2.00666666666667
TUBGCP5	0.12575
IGSF6	2.90025
TPPP	0.585166666666667
UNQ6190	-0.499
GSTM5	1.349125
BTD	-0.140333333333333
PDCD1LG2	-0.1445
SNRPB2	-0.4365
ERICH1	-0.9165
APOA4	-1.7055
HOXA11	-1.9405
NARG1	-0.212875
MKX	-0.493666666666667
RAB28	-0.275857142857143
PKP3	0.859
SH3GL2	-2.80025
CTSO	1.81375
RPN2	0.5465625
IL28RA	0.339333333333333
SFMBT1	0.03875
WDR57	-0.2125
FER1L3	-0.781333333333333
HSF5	0.19
TTC9B	1.37725
C4BPA	-3.7045
ALB	-4.81846153846154
SORBS3	0.137
UPF2	-0.0755
JPH1	0.0865
AGBL2	1.82525
DOPEY1	1.302
TERF1	1.43341666666667
KIF22	-0.3545
NINJ1	1.0975
SEC61A2	0.169090909090909
HIST1H1D	-0.610666666666667
SFXN4	0.029375
UCP3	0.0791
ZNF703	2.2115
MYL6B	-0.20325
TREM1	0.88925
OR52E6	0.2485
CKMT2	0.84875
HLA-C	1.14575
SLC13A3	-1.66683333333333
TIMP4	-1.84
SLIT2	1.5775
RSF1	-0.239555555555556
LONRF1	-1.21107142857143
MON1A	-0.221666666666667
CACNG6	-1.493
DPPA4	-6.29433333333333
ZSWIM3	1.08625
ZNF804A	0.7375
CCIN	1.1775
SLC25A31	0.742
KCNMB4	-1.4295
RABL5	0.868125
GALNS	0.4929
STX6	0.484625
HIST1H1C	-3.64766666666667
CIDEB	-0.242
CASP4	-1.36833333333333
PDK3	-0.5899
KCNJ11	0.994
TPR	-0.157875
ZSCAN20	0.129
MTX2	-0.23075
HIST1H2BH	-0.25175
LOC283767	1.161
LYRM7	-0.615666666666667
BRD3	1.345
HIST1H2BO	-2.0475
MAGEB10	-0.164
SLC45A1	2.08625
SERPINA3	1.239
KIAA0143	0.66125
KCNJ16	0.546
KRT79	-0.51875
FABP2	-0.678
NUT	-0.28825
ZNF57	-0.064
FBXL4	-0.5735
CLEC9A	0.554
UGT8	-1.66666666666667
BMP2K	-0.501
MAPK4	-3.6485
SLC25A23	-0.7901
HINT1	-0.6902
KRTAP13-1	0.289
SFXN5	0.9042
CHCHD2	-0.0455
FAM3D	0.5815
NDP	-3.85625
RHOBTB1	-0.0161666666666667
SLC4A4	-1.01925
RPL38	1.503
HTF9C	-0.811833333333333
AP2A2	0.692625
ZBTB46	0.075
MAP7D1	0.612125
AOX1	-0.735666666666667
CYR61	-0.670916666666667
DTNA	0.726928571428571
JRKL	-2.0855
TMOD3	-0.59075
EEA1	-0.6213
ADCK5	0.3225
IL1R1	-0.357333333333333
KLK3	0.4395
HRSP12	-0.884
KTN1	0.18825
LOH11CR2A	-1.3851
RELL2	-0.25775
MAB21L1	0.9645
C20orf59	0.321666666666667
PHKB	-0.8245
ADAM2	-0.690333333333333
TBC1D8B	0.325333333333333
FAM13A1	-0.855125
LAPTM4B	0.624916666666667
LCN8	0.1785
TMEM147	0.1955
SYT4	1.928
XPO7	-1.116
C9orf62	0.73875
GPR75	0.019
TRIM5	-0.640625
APOC1	-0.658833333333333
RNASE4	-1.006
PARD6B	1.912375
ARID1A	0.67175
TPD52L3	0.067
RRAGB	0.924666666666667
RCN2	-0.0148333333333333
HIST2H2BE	-1.8798125
STARD7	-0.4475
SHMT2	-1.34175
KIAA1751	0.5205
MLYCD	0.76875
LOC162632	0.494
UQCRH	-1.174
RP11-217H1.1	-0.037375
SDHA	-1.42033333333333
NCLN	-0.3142
ZNF17	0.374
RCBTB2	-2.686
VEGFB	-0.7018
RP4-747L4.3	-0.18225
COLQ	1.0818
MPN2	-0.416833333333333
DRG2	0.04725
KLRB1	2.6855
ALPK2	-4.132
DNASE2B	1.382
FLJ23834	-0.314833333333333
AXUD1	0.0235
SAFB	0.1208
NSUN4	-0.3425
RFX2	0.823166666666667
MAPK8IP1	0.911166666666667
FANCD2	-1.11707142857143
ANKZF1	-0.7995
C19orf50	-0.488
DUSP8	1.66675
SENP5	-0.6645
NFKBIL2	-0.818
LBR	-1.388375
IGFL1	0.072
LZTS2	1.0975
IL2RG	-1.5935
CCDC51	0.1295
KLF3	-0.031875
ANKRD37	-1.542
KCTD14	-1.965
FZR1	0.464916666666667
SLC44A4	3.3017
ESPL1	-0.7855
GMPR2	-0.85
TBC1D19	-0.527333333333333
ERGIC1	-0.285111111111111
ERBB4	1.8524
TSPAN32	-0.10475
MAP4	-0.359
GPHN	0.6095
SLC6A2	-0.27225
HIVEP1	0.14
DFFB	0.219
EIF4EBP2	-0.119125
DMRT1	-0.43
HSPB6	-0.28825
IER2	0.3145
AIFM1	-0.263
WWC2	-0.260083333333333
MRPL4	-0.327
FLJ21062	0.613333333333333
EPB41L4A	0.0211666666666667
SH2D6	0.55025
TAF4B	-0.31425
GAL3ST3	-0.292
MALT1	-1.2805
RTDR1	1.07925
ARVCF	0.12375
MEX3B	0.741666666666667
FBXO16	0.61625
KIF7	-1.71575
C1QC	3.5645
ZNF783	0.567
ZNF85	0.4845
MMP13	1.263
KIAA0329	0.772625
RTP3	-0.5885
ZBED3	-1.237
CLGN	-0.33925
SLC25A37	-1.66775
hCG_18290	0.007
OR5AS1	0.1605
SMARCC2	0.623333333333333
FAM109A	0.325333333333333
CCDC12	0.23675
USF2	0.6815
DEPDC7	-3.2875
C20orf24	-0.0308333333333333
JMJD3	0.559
DSP	1.25957142857143
SLIC1	0.281625
FAM20A	0.89175
IRF2BP2	0.925375
ZNF230	0.0875
MSN	-1.62057142857143
SLC9A5	-1.8425
EPDR1	-3.2676
MUSK	-0.0506666666666667
ZNF434	0.6935
SMARCD1	-0.101833333333333
ZFP106	0.07625
ZNF347	0.5242
GTF2E1	0.20475
