Hybridization REF	TCGA-D8-A143-01A-11R-A115-07
LPIN3	-0.263
RPL4	-0.8308
RBPMS	-1.3556
PRPF3	0.3305
EMR1	-2.4945
SPATA19	0.50525
XCR1	0.247
IRX3	1.548
RBM6	-1.56525
KLF4	-0.9701
UNC5CL	-0.38725
SEBOX	0.3365
BTK	-1.416
KRCC1	1.15825
C6orf27	0.832
SYTL5	-0.57
PRND	2.083625
LOC653319	-0.3625
PIGL	-0.620125
HUS1	0.574666666666667
SFRS6	0.221166666666667
C17orf77	0.5825
UIMC1	-0.8875
FXYD2	-2.1334
LOC283152	-0.23175
ZNF667	1.06725
ZCCHC12	-0.5985
TFEC	3.052
ATP7B	-1.48416666666667
POLD2	-0.343333333333333
RG9MTD1	0.5355
ACOT2	-0.385166666666667
HIST1H4I	-0.724125
PPARGC1A	1.3551
ETFA	-0.5587
POLRMT	-0.5885
ZNF146	0.212875
MIA2	-1.293
KLHL6	-0.459166666666667
HOXB5	1.770875
NENF	1.235
CUGBP1	-0.29925
PRSS22	1.32583333333333
CASC4	0.9891
CUL4B	-0.1861
CENPJ	-1.6008
PITX1	-1.54966666666667
FLJ31033	-0.224
CELSR3	0.126833333333333
ZNF568	0.401
ITSN1	-0.711
EHBP1L1	-0.894
C19orf2	0.30225
DCTN1	0.55625
LIN28B	-2.516
TNKS2	-1.182
C1QBP	-0.522125
CADPS2	1.40025
SRMS	0.24425
GJA9	0.2785
MGC24975	-0.769166666666667
TRIM45	0.4825
TSP50	-0.19175
TCP1	0.4075
TMED7	0.239
CMA1	0.809
CENPL	0.7955
PTCRA	-0.249
FST	-4.81025
VWCE	-4.618
PAWR	-0.12175
ABCC12	0.121
LDLR	0.0679
ASTN2	0.5862
LOC441212	-1.04
GPATCH8	0.0915
TANC2	-0.0628333333333334
KIF4A	-0.316
C18orf18	-0.252
PGM1	0.0655
KIAA0258	1.40475
CPD	1.955375
SNCAIP	-2.047
DCT	-4.66283333333333
HLA-DOA	2.29636363636364
OR11L1	0.6855
UPK1B	2.59933333333333
DNAJB4	0.47375
UGT1A8	-0.33825
HIST1H4L	1.415
PECR	-1.4045
HSPA2	-1.26725
WFIKKN1	-3.517
SERP1	0.814875
SYDE2	-1.14575
TACR2	-0.446
NUP85	-0.038
CD177	-0.310833333333333
LGR5	-2.28866666666667
PIGG	-0.466916666666667
PTHR1	-2.153
RAB5A	0.222
FLJ13224	0.6735
USP9Y	-1.6665
C7orf53	-1.7855
LRP1B	-0.83425
XAF1	0.2736
ABCG8	1.256
ANKDD1A	-0.885333333333333
DAND5	-0.091
SPAG6	0.198
LINCR	2.16775
ZDHHC22	-1.67025
CCDC60	0.5945
THOC7	-0.407
TCTA	0.343
OR8K3	0.29925
NY-REN-7	-0.41
B2M	0.832333333333333
C6orf141	-1.0715
LPPR4	2.933
SQLE	-1.551375
SEPHS1	0.8375
BTBD14B	0.1905
PLRG1	0.71025
SPG7	-0.5259375
ZNF614	0.0421666666666667
PARD6G	0.642166666666667
INPP5B	-0.2347
GRPEL2	0.653
PPID	-0.2196
TRIM56	-1.044
UBE2J1	0.924375
IL20RA	1.63775
LOC387856	0.04975
C1orf107	0.58075
UTS2R	0.14075
C19orf22	-0.11675
SAFB2	-0.161625
KIAA0652	-0.359875
KLRG1	0.150666666666667
MS4A8B	-0.00799999999999999
FRAG1	-0.27225
KIAA1546	0.093
E2F4	-1.1819
CLEC4M	-0.254333333333333
BTBD14A	-0.386
KIAA0999	-0.5598
GYPA	-4.14766666666667
TAC1	-0.1392
TRAIP	-0.371666666666667
KIAA0232	0.1785
ERCC8	-1.07475
GPX4	0.342125
KIAA0368	-1.527625
GPR157	-1.8265
CTAGE4	-0.7475
C9orf30	-0.279166666666667
OR52A1	0.488
HSP90B3P	-0.3005
ALG9	-0.4291
BTBD10	0.22125
SDK2	-0.30525
BAIAP3	-0.97025
RABGGTB	-1.464875
ANKRD40	0.541333333333333
KRT74	0.5205
CALCOCO2	0.0114285714285714
SNCA	-3.81675
TMSL8	1.920625
C2orf53	0.134
ESRRB	0.092
ARHGAP26	0.07225
TDRD9	-2.5445
HRAS	0.402333333333333
KLRC4	-1.718
JAGN1	-0.704666666666667
BSDC1	-0.01475
RNF43	-0.2715
NDUFAF1	0.011
PHF12	0.3385
OR1L3	0.28475
FOLR2	1.98291666666667
LYZL6	-0.0585
tcag7.1260	-0.242
WSB1	-0.9875
PROS1	-1.3614
OSTN	0.26
PSMB8	-0.45475
SOCS4	0.415125
DDIT4L	1.39475
MAS1	0.181
MGC34796	0.0855
CSHL1	0.397166666666667
TBCCD1	1.07783333333333
ZBTB7C	0.06
AP2S1	0.474875
P15RS	0.727
VAT1	-1.4314
SHANK3	0.9675
TUFM	-0.428166666666667
THEG	-0.50275
KRT34	-0.55275
SGSM3	-0.214125
TOMM22	-0.136375
SOCS3	0.991333333333333
CPO	0.1545
POP4	0.18125
BHLHB3	-0.223
MALL	2.5355
OR1B1	0.178
PARK2	1.02616666666667
GPR124	-0.845375
LCE1E	-1.193
RUVBL2	-0.56425
CGRRF1	0.5273
ACPL2	0.608
WNT10B	-2.240875
BAIAP2L2	-2.55125
ISCA1	-0.8625
C1orf125	0.1945
RPAP1	-0.64025
RAI16	-1.10683333333333
RPL27	-0.389875
NLRP9	-0.436
EPN1	-0.1495
LOC388610	-1.061875
SLC35A1	0.3193
GAL	-4.103
SLC14A2	0.4005
RDH11	-0.352833333333333
FAM138F	-0.1585
AUH	-0.97075
FLJ40243	0.44175
C14orf129	0.883333333333333
MBD2	-0.473
ABHD14B	-0.15875
PIGT	0.509125
ALS2CR4	0.31475
ALAS1	0.5575
FOXO1	0.124
CRLF3	-0.07125
C20orf107	-0.1905
FARS2	0.9675
CCDC28A	0.763
NPHP3	-0.85575
OR13F1	0.4695
TSEN54	-0.10225
DEFB106B	0.2862
OR8B4	-0.3055
STH	-0.30825
ZC3H14	0.054625
CBX2	-0.1925
TMEM49	-1.4545
C6orf21	0.4795
FLJ20920	0.175375
CRTAP	-0.973785714285714
DDX50	0.02
STYXL1	-0.4105
BLVRB	-0.258166666666667
LOC147650	-1.4175
MMP24	0.0265
GRID1	0.984833333333333
BANF1	-0.618333333333333
CTAGEP	-0.10025
HMBS	-2.19025
SLC25A24	0.864333333333334
C14orf50	0.11025
MRO	0.6
SLC25A15	-1.25825
FAM84B	1.2211
TDP1	0.7175
C16orf78	0.2335
C11orf57	-0.601625
RFK	-0.952125
ZFYVE9	-1.326375
STCH	-0.2923
WIBG	-0.63025
LOC283871	-0.347166666666667
GBA2	-0.4563
NDUFB3	-0.20075
HSD17B13	-1.14025
GRIN3A	1.01083333333333
FMNL1	-0.622833333333333
SEPT7	-0.3986
GNLY	3.721
GRAMD1C	0.1855
ZNF165	0.625
USP38	1.4855
FAM83A	-3.67333333333333
C14orf24	0.148
ARMCX3	1.117375
ARHGDIB	0.0126666666666667
AK1	0.002
KIAA1045	0.5345
DNAJB13	-0.383833333333333
NEU2	-0.236
HIST1H4B	0.604833333333333
FAM20B	1.2588
HES2	0.112538461538462
FAM73B	-1.2424
LOC388381	0.12375
INTS7	1.02509090909091
AMPH	2.4195
ZNF775	-0.520875
UCKL1	-0.854166666666667
C10orf97	-0.30975
C1orf161	0.967
ALDH1L1	-0.66325
FLJ39378	-0.4
SLC23A1	0.659
RBM4B	0.49325
THAP4	0.0856666666666667
OGFRL1	1.49175
KIAA0831	-0.217
PPP1R15A	-0.0921666666666667
C1orf96	1.49835714285714
C12orf11	-0.109
BMF	-0.218125
MAN1A1	-1.271625
KIAA1600	0.222833333333333
NLGN4X	2.0315
ALOX12	-1.16516666666667
RB1CC1	0.053
NEIL2	-0.9619
EIF4E	-0.782454545454546
ABHD5	0.185
EXOC4	-0.2095
CIP29	-1.51366666666667
BATF2	0.63825
SLC29A4	0.48875
HTR4	0.48975
EMB	-1.22025
TRAF6	0.6325
LMNB1	-2.19925
FAM19A5	0.22625
SHE	1.551
PIK3C2B	0.2505
C15orf15	-1.1376
USP15	-1.0331
TCEAL2	4.99675
C5orf39	-1.61533333333333
PTGER2	-1.69475
SLC31A1	0.14
IFT172	1.1765
ADAM29	0.1645
GFOD1	-1.19825
ST7L	-0.0303333333333333
C15orf26	-3.26425
PKN3	-1.2035
CNTD1	0.706166666666667
COMMD1	1.4605
NTRK2	1.09283333333333
FOXN3	0.43625
MFGE8	-0.379
PFKFB2	1.14833333333333
TAS2R4	-0.11825
ENTHD1	0.488833333333333
PRMT5	-0.3755
MGC16384	-2.318375
LOC442229	0.479
TSKU	1.026375
KRTCAP3	3.366875
PDLIM1	-0.0322
KCNS2	0.297
RNF126	-0.452666666666667
CEP63	0.6205
CLIC4	0.6435
hCG_1990170	0.88475
ACR	0.4389
KLK7	3.15675
ALOX5AP	2.8105
RIPK3	2.336
TAS2R9	0.196
C19orf18	1.3
BIRC6	0.0642142857142857
ZNF16	0.5005
RFT1	-0.21475
SLC8A2	-0.2195
TACC1	-0.858125
ITGAD	1.25025
SAMHD1	1.28625
SH3PXD2B	1.4103
EPC2	0.49825
C20orf85	0.434375
ATP13A2	0.409833333333333
KRT4	0.61975
CAPNS1	0.40175
MDM2	-0.436916666666667
PCDH20	0.82375
KCNK9	0.191
OR2C1	0.2675
KLHDC3	0.340333333333333
IPPK	-0.6875
EFHD2	-0.411875
GALR3	0.11975
NBEA	0.753166666666667
ABCA6	1.8974
CLDN3	0.216166666666667
AKT2	-0.960571428571429
EGFR	6.0686
RBM16	0.830375
ZDHHC3	-0.1523
SLC25A4	0.323666666666667
CYB5B	-0.134166666666667
CPXM1	-1.188
NDRG1	1.24538461538462
FLJ43826	0.51775
OR5L2	-0.0476666666666667
FARP2	-0.25
MRPL46	-0.73475
LDHAL6B	0.0623333333333333
MAPKAPK3	-0.5265
NCAM2	-3.98475
PRKD2	0.4225
ZFP36L1	1.3679
CYSLTR1	-0.24675
OR4C3	0.33925
HIST1H2AJ	-0.8325
CCNB2	0.183888888888889
ZNF10	-1.020625
TMEM175	-0.077
FAM134A	0.1165
TIGD4	-0.132
PCNP	-0.0785
MGC39715	1.16275
LQK1	0.68225
CREB1	1.507
TMPRSS3	-0.18575
C4orf32	-0.972125
LAT	-1.725
KCNA3	0.793
SKIV2L2	-1.78
ROPN1B	2.5915
tcag7.23	-0.726
CDT1	-0.607625
ZHX2	0.562
CD28	-2.65775
ZNF624	1.15725
SEPT2	0.0544166666666667
SOHLH2	-2.23175
MCOLN3	1.310875
UNQ1945	0.2565
MASP2	-1.321
ZNRF3	-0.1865
GPATCH3	-0.14375
AGL	1.059
QRICH2	0.059
PSD4	0.355833333333333
CCNB1IP1	-1.83375
ENPP7	0.30825
OBFC1	-0.38925
KCNG3	-1.486
C14orf79	-0.0703333333333333
ENPEP	2.66233333333333
SCT	0.606
SKI	0.906
SEC61G	0.80475
CAPN11	0.60025
ATXN7L3	-0.5735
DBNDD1	0.098
FAIM	1.84475
ANKRD36	-1.22
GABRP	-0.3435
TACSTD2	2.24316666666667
EIF3J	-0.348
PPP2R2A	-0.75625
TEKT4	0.361666666666667
PVALB	-3.83566666666667
F10	-3.53516666666667
FAM134C	0.3513
COMP	3.99825
EFCBP1	-3.6795625
SCLT1	0.352625
TAL1	-1.7471
ACSL1	-0.284
ABCC5	-0.338166666666667
ABL1	-0.521055555555555
RBBP7	0.568333333333333
PTPRG	-0.798125
NCOR1	0.1673
SPINK4	-2.438
TXNRD1	-1.2921
TNRC15	0.632875
C9orf138	0.33425
UBE2H	0.4465
BRDT	-0.172333333333333
C8orf31	-0.114
CCNE2	1.52327272727273
SLC6A8	-0.443
CALCR	-4.16075
PPP1CB	1.45791666666667
ABHD8	1.44425
ARF5	-0.3827
SLC24A4	1.061
CCT3	0.191
ZNF121	0.828
SLC3A2	-2.0785
OR13A1	0.2155
SLC5A10	-0.61025
RAD50	-0.907125
IER5	0.223125
MTHFD1L	-0.881625
MBTPS2	0.44025
MVK	-0.793375
NCL	-0.9788
PSMD10	0.7615
MOBP	0.37075
FLJ32894	0.338
HRH1	-0.371833333333333
C5orf30	-1.0525
NUDT16L1	0.8553
RASGRP3	3.58583333333333
PRKRIP1	-0.5983
CCDC75	1.627
LOC253970	0.12975
KIAA1239	-0.282
MED21	1.364
SYT11	0.399583333333333
NTSR2	0.2565
EGFL11	0.0705
CXorf59	0.0015
OR2A25	0.38525
SPTBN2	-0.72225
LRMP	-1.098
RNF111	0.3345
PTH	-0.478
LOC619208	1.63983333333333
KIAA0895	1.34025
RANBP5	-0.515875
P2RY10	1.569
NME5	3.342
DDX21	-1.1125
LRSAM1	-0.3505
HDAC11	0.123166666666667
VMO1	3.48175
NOLA2	-0.634333333333333
ADAR	1.25191666666667
MTO1	0.251166666666667
SF4	0.298333333333333
P2RX1	-0.1555
HBM	1.12325
EN2	-0.2205
C14orf172	0.16425
TM9SF2	1.1213
INHBE	-0.611333333333333
TCTE3	0.746166666666667
TOX2	-2.45075
CTAGE3	0.581375
HBB	4.6126
MED15	-1.09583333333333
CASR	0.18475
C6orf66	0.544166666666667
MTPN	-0.329625
UNC50	-0.54025
C21orf33	-0.136125
IRF2	0.692125
PGR	-2.87183333333333
GPR84	2.85975
CROCCL1	-3.28375
SRPX	-1.247
BRE	0.770666666666667
FGF10	0.71275
SDC3	-0.464166666666667
ZRSR1	-0.219666666666667
DKFZP434P211	-0.776875
SOX6	0.3885
RPUSD2	-0.13925
C14orf173	-0.0690833333333333
MAPK11	-0.577
TBC1D22A	-0.3055
FAM123A	-0.5515
COL4A6	-2.64766666666667
TOMM70A	0.39625
NAB1	0.063625
MGC16385	0.42575
TSPAN18	-0.378166666666667
MED31	0.2675
PLG	-0.44025
CAPSL	1.9685
ZNF532	0.7594
ASB14	0.4545
CA8	0.4825
NUDT16P	-0.251833333333333
SLFN11	0.9785
LRRIQ2	1.595375
NOL7	-0.079
BRMS1L	0.068625
JARID1A	1.00933333333333
PANK2	0.07675
ICAM3	-0.806
MDS1	0.01625
TAF8	0.343
RNF139	0.20475
ZNF594	0.962833333333333
ADAM8	1.28175
SFTPC	-0.253375
MAN2B2	0.335375
RGS12	0.2955625
EIF1AY	-4.83281818181818
LRRIQ1	0.0813333333333333
GPR150	0.12
CCDC21	-0.428333333333333
PRRG3	0.396
SAA4	-3.41575
RAPGEF5	3.05625
ZCCHC2	0.478416666666667
MGC39372	0.7735
PPP4R2	0.680166666666667
CDCA2	-1.18833333333333
OR4D5	1.10866666666667
PTGFRN	1.7706
SIGLEC5	1.818
C19orf61	-0.008
NMUR2	0.333
KIAA1586	0.7215
DAGLA	-0.120666666666667
CHCHD6	0.658
GPR32	0.1725
NEUROD6	-0.107833333333333
SLC2A4RG	0.264125
CA5B	-0.01175
FBXL3	0.28225
MPHOSPH9	-0.49475
HMG2L1	0.44975
HCN4	-0.255333333333333
CEACAM19	-0.3255
SH2D4B	0.275166666666667
HFE2	-0.9285
TGM4	0.0856
LYPD2	0.355
TBC1D15	-0.50325
MRPS21	-0.5935
NONO	-0.2789
CLEC5A	2.14975
ITCH	-0.0677
MGAT3	-0.937833333333333
MBP	-0.419875
RPP25	-0.45125
SOSTDC1	3.31125
HRC	-1.922
TRIM48	-0.045
TMEM133	-0.41675
ECEL1P2	-1.58325
HOXC11	1.2605
DOK5	-0.7155
HELZ	-0.149166666666667
LOC348180	-0.3745
MGC33894	0.347
ADRB3	0.242
DMD	-0.156833333333333
PTRH2	-0.528
MPEG1	2.85966666666667
NDUFA12	-0.0258333333333333
KRTAP2-4	-0.1315
STAMBPL1	-0.5345
ADCY2	-0.627833333333333
UNQ6125	-0.022
KLHL20	0.455666666666667
SRM	-1.256
OTC	0.01175
TMIE	-0.0888333333333333
SNX8	-0.052
LIPK	0.359
CHURC1	0.17175
KLC2	0.122333333333333
HDAC1	-0.491
FAM128A	0.197166666666667
FNDC3B	1.8649
MTCP1	0.899666666666667
WFDC10B	0.8702
PCDHGB3	0.341
ATRNL1	-1.6917
CAV2	-0.28575
MED26	0.703833333333333
DUS1L	0.36525
CHRM3	-1.15975
NEK9	0.23725
WARS2	0.32175
TBX22	0.2865
TOMM40	-0.4915
RP6-213H19.1	-0.502166666666667
TUBGCP5	-0.09
IGSF6	4.78325
TPPP	0.0055
UNQ6190	0.301
GSTM5	-0.00162500000000004
BTD	0.0553333333333333
PDCD1LG2	0.634333333333333
SNRPB2	-0.198166666666667
ERICH1	-1.5695
APOA4	-1.7175
HOXA11	0.73775
NARG1	-0.030625
MKX	-1.34625
RAB28	-0.222857142857143
PKP3	0.20975
SH3GL2	1.3135
CTSO	2.46575
RPN2	1.111875
IL28RA	-0.181833333333333
SFMBT1	1.132
WDR57	-0.47575
FER1L3	-0.678416666666667
HSF5	-0.0508333333333333
TTC9B	0.18
C4BPA	-1.63383333333333
ALB	-5.43892857142857
SORBS3	-0.03225
UPF2	-0.0055
JPH1	-0.19
AGBL2	-3.539
DOPEY1	2.0065
TERF1	-0.0123333333333333
KIF22	-0.258666666666667
NINJ1	-0.53725
SEC61A2	-0.216333333333333
HIST1H1D	0.538833333333333
SFXN4	-0.251
UCP3	-0.4913
ZNF703	-0.0796666666666667
MYL6B	-0.14475
TREM1	2.645
OR52E6	1.0825
CKMT2	4.49275
HLA-C	1.909
SLC13A3	-2.04916666666667
TIMP4	-3.62725
SLIT2	1.15525
RSF1	0.317444444444444
LONRF1	-0.877928571428572
MON1A	0.117
CACNG6	-1.871
DPPA4	-6.1305
ZSWIM3	0.49075
ZNF804A	0.0266666666666667
CCIN	1.651
SLC25A31	0.701
KCNMB4	-2.2835
RABL5	0.477625
GALNS	0.8488
STX6	1.7755
HIST1H1C	-2.2055
CIDEB	-0.512
CASP4	-0.440166666666667
PDK3	1.4882
KCNJ11	0.552
TPR	0.145375
ZSCAN20	0.3125
MTX2	-0.2035
HIST1H2BH	0.688
LOC283767	0.95025
LYRM7	-1.48177777777778
BRD3	-0.6205
HIST1H2BO	-0.689
MAGEB10	0.102
SLC45A1	0.04175
SERPINA3	-0.5399
KIAA0143	-0.111
KCNJ16	0.8645
KRT79	0.04025
FABP2	-0.817
NUT	-0.199
ZNF57	-0.4355
FBXL4	0.801875
CLEC9A	1.276
UGT8	0.877166666666667
BMP2K	0.487
MAPK4	0.155
SLC25A23	-0.4351
HINT1	0.0321
KRTAP13-1	0.3695
SFXN5	0.3226
CHCHD2	2.53825
FAM3D	3.9335
NDP	-2.05225
RHOBTB1	0.492666666666667
SLC4A4	0.547375
RPL38	0.11375
HTF9C	-0.55
AP2A2	0.00725
ZBTB46	-0.597
MAP7D1	-0.067375
AOX1	-1.57266666666667
CYR61	0.275416666666667
DTNA	1.05414285714286
JRKL	-0.28325
TMOD3	0.3895
EEA1	-0.2711
ADCK5	-0.962
IL1R1	0.453
KLK3	0.0912142857142857
HRSP12	0.1205
KTN1	0.09725
LOH11CR2A	-0.8988
RELL2	-0.99675
MAB21L1	-0.20725
C20orf59	-0.903333333333333
PHKB	0.15125
ADAM2	-2.83266666666667
TBC1D8B	0.8045
FAM13A1	-0.5074375
LAPTM4B	0.2055
LCN8	0.18
TMEM147	0.2905
SYT4	-0.147333333333333
XPO7	-0.8845
C9orf62	0.15325
GPR75	0.1305
TRIM5	0.00187499999999997
APOC1	-1.72133333333333
RNASE4	-0.7135
PARD6B	-3.798875
ARID1A	0.541333333333333
TPD52L3	0.330888888888889
RRAGB	0.799333333333334
RCN2	0.363
HIST2H2BE	-0.8613125
STARD7	-0.783
SHMT2	-1.3785
KIAA1751	-0.0395
MLYCD	0.929125
LOC162632	-0.3813
UQCRH	0.067
RP11-217H1.1	1.0169375
SDHA	-1.2945
NCLN	-0.5505
ZNF17	0.5465
RCBTB2	-2.16925
VEGFB	-1.3811
RP4-747L4.3	1.14275
COLQ	-0.141
MPN2	-1.088
DRG2	-0.05425
KLRB1	5.48675
ALPK2	-2.74425
DNASE2B	1.11725
FLJ23834	-0.844166666666667
AXUD1	-0.0281666666666667
SAFB	0.00809999999999997
NSUN4	0.4475
RFX2	0.656166666666667
MAPK8IP1	0.560666666666667
FANCD2	-0.157928571428571
ANKZF1	-1.2875
C19orf50	0.47475
DUSP8	0.771375
SENP5	0.99525
NFKBIL2	-0.49875
LBR	0.202625
IGFL1	0.3
LZTS2	0.591125
IL2RG	0.021
CCDC51	-0.3205
KLF3	1.050375
ANKRD37	0.29025
KCTD14	-2.539
FZR1	-0.141583333333333
SLC44A4	0.5788
ESPL1	-0.546375
GMPR2	-0.6599
TBC1D19	0.112
ERGIC1	0.237074074074074
ERBB4	-1.5533
TSPAN32	0.370583333333333
MAP4	-0.830875
GPHN	-0.342
SLC6A2	4.071125
HIVEP1	1.00275
DFFB	-0.4667
EIF4EBP2	1.09575
DMRT1	0.48075
HSPB6	-0.6645
IER2	0.0578333333333333
AIFM1	0.19125
WWC2	-0.7645
MRPL4	-0.36375
FLJ21062	-0.66
EPB41L4A	1.00216666666667
SH2D6	0.194
TAF4B	-1.1265
GAL3ST3	-0.089
MALT1	-0.360333333333333
RTDR1	1.509
ARVCF	0.419875
MEX3B	0.888666666666667
FBXO16	0.84325
KIF7	-1.554
C1QC	3.98066666666667
ZNF783	-0.628
ZNF85	0.6835
MMP13	1.9855
KIAA0329	-0.345875
RTP3	-0.849
ZBED3	-0.2845
CLGN	0.7605
SLC25A37	-2.266875
hCG_18290	-0.75075
OR5AS1	0.746
SMARCC2	-0.374
FAM109A	-0.161333333333333
CCDC12	-0.70025
USF2	0.2306
DEPDC7	-0.007
C20orf24	0.5435
JMJD3	0.8945
DSP	1.81935714285714
SLIC1	0.63625
FAM20A	0.38775
IRF2BP2	1.689625
ZNF230	0.213
MSN	-0.247714285714286
SLC9A5	-2.0075
EPDR1	0.3275
MUSK	0.233666666666667
ZNF434	-0.0468333333333333
