Hybridization REF	TCGA-B6-A0X5-01A-21R-A109-07
ZNF667	-0.3315
ZCCHC12	-0.444
TFEC	0.8387
ATP7B	1.041
POLD2	-0.5445
RG9MTD1	-0.7015
ACOT2	0.833166666666667
HIST1H4I	-1.19875
PPARGC1A	0.8059
ETFA	-1.5167
POLRMT	-0.04925
ZNF146	-0.07925
MIA2	-0.36
KLHL6	-1.66683333333333
HOXB5	-1.328
NENF	1.15666666666667
CUGBP1	0.4035
PRSS22	1.17483333333333
CASC4	1.3853
CUL4B	-0.2239
CENPJ	-1.9027
PITX1	0.4265
FLJ31033	1.71433333333333
CELSR3	0.672666666666667
ZNF568	1.01175
ITSN1	-2.15341666666667
EHBP1L1	-0.0746666666666667
C19orf2	-0.589
DCTN1	-0.01125
LIN28B	-2.80683333333333
TNKS2	-0.592
C1QBP	-0.66375
CADPS2	2.9695
SRMS	0.51775
GJA9	0.219833333333333
MGC24975	-1.5605
TRIM45	-0.552833333333333
TSP50	0.63575
TCP1	-0.93075
TMED7	0.5911
CMA1	0.207
CENPL	-0.3595
PTCRA	0.124
FST	-4.311
VWCE	-4.608
PAWR	-0.55475
ABCC12	0.531666666666667
LDLR	-1.3107
ASTN2	1.9133
LOC441212	-0.052875
GPATCH8	-0.128
TANC2	-0.0116666666666667
KIF4A	-0.42525
C18orf18	-0.6525
PGM1	-0.10775
KIAA0258	-0.0295
CPD	-2.38175
SNCAIP	-1.35675
DCT	-4.52883333333333
HLA-DOA	1.60786363636364
OR11L1	0.3645
UPK1B	-0.195666666666667
DNAJB4	-0.26475
UGT1A8	0.13025
HIST1H4L	0.474
PECR	-3.04566666666667
HSPA2	2.45375
WFIKKN1	-0.8385
SERP1	0.924375
SYDE2	1.45975
TACR2	0.2815
NUP85	0.12075
CD177	1.97216666666667
LGR5	-1.07
PIGG	0.5455
PTHR1	-0.0336666666666667
RAB5A	-0.0532
FLJ13224	0.115
USP9Y	-1.10166666666667
C7orf53	-2.0685
LRP1B	4.2705
XAF1	-0.1026
ABCG8	-0.6365
ANKDD1A	-0.417833333333333
DAND5	-0.422
SPAG6	4.27833333333333
LINCR	2.5525
ZDHHC22	1.81525
CCDC60	-0.4235
THOC7	-0.9185
TCTA	1.2161
OR8K3	-0.104
NY-REN-7	0.09775
B2M	1.90333333333333
C6orf141	1.17825
LPPR4	1.009
SQLE	-0.939125
SEPHS1	-1.21725
BTBD14B	0.221428571428571
PLRG1	-0.509
SPG7	-0.0229375
ZNF614	0.129666666666667
PARD6G	1.372
INPP5B	-1.0997
GRPEL2	-0.168125
PPID	-0.39
TRIM56	-0.378
UBE2J1	0.03225
IL20RA	4.13225
LOC387856	-0.1005
C1orf107	-0.29675
UTS2R	0.43675
C19orf22	-0.14925
SAFB2	0.03875
KIAA0652	0.24175
KLRG1	-1.1345
MS4A8B	1.64783333333333
FRAG1	1.3105
KIAA1546	0.9535
E2F4	-0.9807
CLEC4M	0.160166666666667
BTBD14A	-1.08875
KIAA0999	1.0046
GYPA	-3.09766666666667
TAC1	-0.138
TRAIP	-0.2425
KIAA0232	0.7224
ERCC8	0.181875
GPX4	1.189
KIAA0368	-0.077625
GPR157	-0.116
CTAGE4	1.1095
C9orf30	-2.11616666666667
OR52A1	0.2785
HSP90B3P	0.158
ALG9	0.6727
BTBD10	0.86625
SDK2	0.692
BAIAP3	1.84875
RABGGTB	-0.745
ANKRD40	-0.0885
KRT74	0.2535
CALCOCO2	0.622785714285714
SNCA	-3.77725
TMSL8	-6.49325
C2orf53	0.157
ESRRB	-0.00699999999999999
ARHGAP26	-2.14175
TDRD9	-2.981
HRAS	0.266333333333333
KLRC4	-2.126
JAGN1	0.346
BSDC1	0.58525
RNF43	0.117
NDUFAF1	0.26875
PHF12	0.12
OR1L3	0.087
FOLR2	0.970083333333333
LYZL6	0.146833333333333
tcag7.1260	-2.4
WSB1	-1.75566666666667
PROS1	-2.1727
OSTN	0.3625
PSMB8	1.67175
SOCS4	-0.021875
DDIT4L	0.0675
MAS1	0.133
MGC34796	1.95425
CSHL1	0.417166666666667
TBCCD1	0.746833333333333
ZBTB7C	0.449
AP2S1	-0.502375
P15RS	0.3281
VAT1	-0.2074
SHANK3	0.796833333333333
TUFM	0.330166666666667
THEG	-0.48825
KRT34	-1.06675
SGSM3	1.157125
TOMM22	-0.613625
SOCS3	-0.478333333333333
CPO	0.042
POP4	0.07925
BHLHB3	0.63275
MALL	1.4355
OR1B1	0.0195
PARK2	0.09
GPR124	-0.13675
LCE1E	0.085
RUVBL2	-0.36725
CGRRF1	0.3164
ACPL2	0.76725
WNT10B	-2.58475
BAIAP2L2	-2.23525
ISCA1	0.303
C1orf125	0.288625
RPAP1	-0.241
RAI16	-0.678166666666667
RPL27	-1.36625
NLRP9	0.57
EPN1	-0.013
LOC388610	-2.426875
SLC35A1	1.4489
GAL	-4.374
SLC14A2	0.462
RDH11	-0.1125
FAM138F	-0.524
AUH	0.80775
FLJ40243	0.28725
C14orf129	0.0325
MBD2	-0.3935
ABHD14B	0.85025
PIGT	1.419125
ALS2CR4	-2.889375
ALAS1	0.5388
FOXO1	-1.1935
CRLF3	-0.592875
C20orf107	-0.367
FARS2	0.637
CCDC28A	-0.2385
NPHP3	-1.063
OR13F1	0.223
TSEN54	0.20675
DEFB106B	0.0886
OR8B4	0.845
STH	1.42925
ZC3H14	-0.2755
CBX2	-0.3855
TMEM49	-1.364
C6orf21	0.319
FLJ20920	0.5435
CRTAP	-0.0422857142857143
DDX50	-0.38725
STYXL1	-0.35725
BLVRB	0.947
LOC147650	-1.02583333333333
MMP24	0.38575
GRID1	0.275666666666667
BANF1	-0.2595
CTAGEP	0.65725
HMBS	-0.85225
SLC25A24	-0.343333333333333
C14orf50	0.10325
MRO	0.562333333333333
SLC25A15	-0.636
FAM84B	1.6686
TDP1	-0.8975
C16orf78	-0.161166666666667
C11orf57	-0.132625
RFK	-0.185
ZFYVE9	-0.116875
STCH	-1.1382
WIBG	0.76975
LOC283871	0.231
GBA2	0.4948
NDUFB3	0.02375
HSD17B13	0.24725
GRIN3A	0.266333333333333
FMNL1	-1.42216666666667
SEPT7	-0.7916
GNLY	0.6105
GRAMD1C	1.49416666666667
ZNF165	1.13675
USP38	0.4285
FAM83A	-0.2385
C14orf24	0.244333333333333
ARMCX3	0.3355
ARHGDIB	1.13316666666667
AK1	0.925
KIAA1045	-0.2645
DNAJB13	-0.0465
NEU2	0.3125
HIST1H4B	0.0905
FAM20B	0.2229
HES2	1.89578571428571
FAM73B	0.0139
LOC388381	-0.154
INTS7	0.181363636363636
AMPH	0.4395
ZNF775	-0.23675
UCKL1	-0.4705
C10orf97	-2.742
C1orf161	0.266
ALDH1L1	-1.1975
FLJ39378	-0.647875
SLC23A1	-0.7815
RBM4B	0.833
THAP4	0.129166666666667
OGFRL1	0.52625
KIAA0831	-0.0855
PPP1R15A	-1.0475
C1orf96	0.0367857142857143
C12orf11	-1.79525
BMF	0.71775
MAN1A1	-2.27875
KIAA1600	0.033
NLGN4X	1.215
ALOX12	-0.423833333333333
RB1CC1	0.1306
NEIL2	-0.0662
EIF4E	-0.0282272727272727
ABHD5	0.337
EXOC4	-0.222666666666667
CIP29	-0.397666666666667
BATF2	-2.17
SLC29A4	-0.541375
HTR4	0.33025
EMB	-1.6215
TRAF6	0.68475
LMNB1	-0.63475
FAM19A5	-1.936625
SHE	0.70725
PIK3C2B	1.25075
C15orf15	-0.7332
USP15	-0.2266
TCEAL2	-0.7095
C5orf39	-0.190166666666667
PTGER2	-1.69025
SLC31A1	-0.582
IFT172	-2.76425
ADAM29	0.35
GFOD1	-2.20725
ST7L	0.960666666666667
C15orf26	-1.75975
PKN3	-0.156
CNTD1	1.37833333333333
COMMD1	0.268
NTRK2	0.7095
FOXN3	0.326
MFGE8	-1.1386
PFKFB2	-0.821833333333333
TAS2R4	0.23575
ENTHD1	0.0636666666666666
PRMT5	-0.78525
MGC16384	-0.972
LOC442229	-0.6695
TSKU	0.8995
KRTCAP3	2.87725
PDLIM1	1.023
KCNS2	0.12925
RNF126	-0.632166666666667
CEP63	-0.293
CLIC4	-2.713375
hCG_1990170	-0.35625
ACR	0.4388
KLK7	-0.19325
ALOX5AP	1.834875
RIPK3	1.63275
TAS2R9	-0.0115
C19orf18	0.4705
BIRC6	0.228214285714286
ZNF16	1.4195
RFT1	-0.07025
SLC8A2	-0.50075
TACC1	-0.724875
ITGAD	0.98275
SAMHD1	0.52175
SH3PXD2B	0.5876
EPC2	0.098
C20orf85	-0.00300000000000001
ATP13A2	0.572833333333333
KRT4	0.4695
CAPNS1	0.38825
MDM2	-0.556416666666667
PCDH20	0.273
KCNK9	0.607
OR2C1	-0.075
KLHDC3	-0.665166666666667
IPPK	0.239
EFHD2	0.489
GALR3	0.31975
NBEA	1.50733333333333
ABCA6	0.8907
CLDN3	0.69
AKT2	-0.7245
EGFR	-2.9804
RBM16	-0.153375
ZDHHC3	-0.0098
SLC25A4	-4.41966666666667
CYB5B	-0.7665
CPXM1	-1.386
NDRG1	0.0393846153846154
FLJ43826	0.8075
OR5L2	0.177333333333333
FARP2	0.9195
MRPL46	-0.339333333333333
LDHAL6B	0.1765
MAPKAPK3	0.046
NCAM2	1.484
PRKD2	0.0288333333333333
ZFP36L1	0.3376
CYSLTR1	-1.383
OR4C3	0.61525
HIST1H2AJ	2.613
CCNB2	-0.853111111111111
ZNF10	0.44225
TMEM175	0.423
FAM134A	1.16933333333333
TIGD4	0.127
PCNP	-0.5065
MGC39715	-0.36575
LQK1	-0.21225
CREB1	0.3497
TMPRSS3	-2.26275
C4orf32	1.699375
LAT	-2.64116666666667
KCNA3	0.346
SKIV2L2	-0.5885
ROPN1B	-3.474
tcag7.23	-0.2435
CDT1	-1.0155
ZHX2	1.265
CD28	-3.5835
ZNF624	1.05525
SEPT2	0.112083333333333
SOHLH2	-1.08425
MCOLN3	-0.610125
UNQ1945	0.4535
MASP2	-0.6255
ZNRF3	0.6333
GPATCH3	-0.07525
AGL	-3.64825
QRICH2	-0.22
PSD4	0.731
CCNB1IP1	-1.14
ENPP7	0.44075
OBFC1	0.47225
KCNG3	0.08875
C14orf79	0.460666666666667
ENPEP	2.64816666666667
SCT	0.511
SKI	0.159125
SEC61G	-1.72475
CAPN11	-0.1495
ATXN7L3	-0.258
DBNDD1	0.245
FAIM	0.04875
ANKRD36	-0.8245
GABRP	-0.1405
TACSTD2	1.95116666666667
EIF3J	-0.47275
PPP2R2A	-1.26175
TEKT4	-0.593666666666667
PVALB	-3.619
F10	-2.7765
FAM134C	0.7787
COMP	4.06275
EFCBP1	-2.8984375
SCLT1	-0.792625
TAL1	-1.6263
ACSL1	2.0285
ABCC5	0.40625
ABL1	-0.285888888888889
RBBP7	1.06775
PTPRG	1.1155
NCOR1	0.348
SPINK4	-0.0791666666666667
TXNRD1	-0.0704
TNRC15	0.3325
C9orf138	-0.201125
UBE2H	0.239
BRDT	0.312333333333333
C8orf31	-0.18125
CCNE2	0.358181818181818
SLC6A8	-1.50675
CALCR	-3.26175
PPP1CB	0.207166666666667
ABHD8	0.56725
ARF5	0.6935
SLC24A4	0.314
CCT3	-0.072
ZNF121	-0.038
SLC3A2	1.9109
OR13A1	0.062
SLC5A10	-0.142
RAD50	-0.041375
IER5	-0.67275
MTHFD1L	-3.203375
MBTPS2	0.29425
MVK	0.138375
NCL	0.342
PSMD10	-0.37825
MOBP	0.26325
FLJ32894	-0.1865
HRH1	-2.17516666666667
C5orf30	1.5615
NUDT16L1	0.7124
RASGRP3	1.68233333333333
PRKRIP1	-0.6163
CCDC75	-0.31075
LOC253970	0.12375
KIAA1239	0.21425
MED21	-0.028
SYT11	-0.478416666666667
NTSR2	-0.318
EGFL11	-0.4595
CXorf59	0.743
OR2A25	0.0775
SPTBN2	0.4635
LRMP	-1.937
RNF111	-0.10125
PTH	-0.479
LOC619208	-0.203333333333333
KIAA0895	1.32475
RANBP5	-1.22225
P2RY10	2.1865
NME5	-0.710666666666667
DDX21	-1.57275
LRSAM1	0.5235
HDAC11	1.93583333333333
VMO1	0.51625
NOLA2	-0.131333333333333
ADAR	0.492916666666667
MTO1	-0.337166666666667
SF4	-0.0996666666666667
P2RX1	-0.191166666666667
HBM	0.129
EN2	0.6595
C14orf172	0.1595
TM9SF2	0.217
INHBE	-0.876333333333333
TCTE3	-0.0778333333333333
TOX2	-4.25775
CTAGE3	0.240875
HBB	2.1091
MED15	-0.859
CASR	0.12925
C6orf66	-0.926333333333333
MTPN	-1.00675
UNC50	-0.147
C21orf33	0.28375
IRF2	0.54925
PGR	2.51383333333333
GPR84	0.65075
CROCCL1	-1.52575
SRPX	-2.26175
BRE	0.3475
FGF10	3.19575
SDC3	1.1395
ZRSR1	0.242833333333333
DKFZP434P211	-0.3015
SOX6	0.2105
RPUSD2	-1.05075
C14orf173	0.2705
MAPK11	0.0895
TBC1D22A	0.387
FAM123A	-0.046
COL4A6	-2.3155
TOMM70A	0.45125
NAB1	0.463125
MGC16385	0.18575
TSPAN18	-1.11666666666667
MED31	0.0925
PLG	-0.00824999999999999
CAPSL	0.4205
ZNF532	-0.5513
ASB14	0.28925
CA8	-2.6865
NUDT16P	1.84533333333333
SLFN11	-2.383
LRRIQ2	0.038875
NOL7	-0.489333333333333
BRMS1L	-1.034125
JARID1A	0.0393333333333333
PANK2	-0.1325
ICAM3	-0.14875
MDS1	-0.58875
TAF8	-0.57475
RNF139	0.18325
ZNF594	0.481833333333333
ADAM8	1.48825
SFTPC	0.101875
MAN2B2	1.383875
RGS12	1.128625
EIF1AY	-4.04008333333333
LRRIQ1	-1.10433333333333
GPR150	0.5605
CCDC21	-0.443666666666667
PRRG3	0.43175
SAA4	-3.906
RAPGEF5	1.474625
ZCCHC2	-0.16325
MGC39372	-0.2295
PPP4R2	-0.221166666666667
CDCA2	-1.66933333333333
OR4D5	0.365333333333333
PTGFRN	0.6994
SIGLEC5	0.0321666666666667
C19orf61	0.124
NMUR2	0.6885
KIAA1586	-2.966
DAGLA	0.662666666666667
CHCHD6	-0.71975
GPR32	0.528
NEUROD6	0.855666666666667
SLC2A4RG	0.135625
CA5B	0.65325
FBXL3	0.2275
MPHOSPH9	-0.3
HMG2L1	0.77125
HCN4	0.324333333333333
CEACAM19	-0.9085
SH2D4B	0.519166666666667
HFE2	0.039
TGM4	0.0706666666666667
LYPD2	-0.25575
TBC1D15	0.332
MRPS21	-0.9372
NONO	-0.7155
CLEC5A	0.86
ITCH	-0.4304
MGAT3	-2.14566666666667
MBP	0.0446250000000001
RPP25	1.1045
SOSTDC1	3.863
HRC	-1.64275
TRIM48	0
TMEM133	1.84875
ECEL1P2	-0.878
HOXC11	-0.742
DOK5	-1.76025
HELZ	-0.464
LOC348180	-0.32925
MGC33894	0.19275
ADRB3	-0.027
DMD	-0.198583333333333
PTRH2	-1.31275
MPEG1	1.8655
NDUFA12	0.084
KRTAP2-4	0.240166666666667
STAMBPL1	-0.8155
ADCY2	-0.962
UNQ6125	0.2705
KLHL20	-0.175333333333333
SRM	-1.5895
OTC	0.14775
TMIE	1.11916666666667
SNX8	-0.019
LIPK	0.1375
CHURC1	0.143833333333333
KLC2	0.0985
HDAC1	0.4685
FAM128A	0.713166666666667
FNDC3B	-0.5393
MTCP1	0.567166666666667
WFDC10B	0.0957777777777778
PCDHGB3	0.323
ATRNL1	-1.2687
CAV2	-2.0395
MED26	-0.052
DUS1L	0.0915
CHRM3	0.330125
NEK9	0.94675
WARS2	0.24775
TBX22	3.614
TOMM40	-0.55475
RP6-213H19.1	0.539166666666667
TUBGCP5	0.3775
IGSF6	3.659
TPPP	2.33533333333333
UNQ6190	0.48
GSTM5	0.9535
BTD	1.362
PDCD1LG2	-0.1005
SNRPB2	-0.888833333333333
ERICH1	-1.290125
APOA4	-1.31925
HOXA11	-1.13825
NARG1	-0.2
MKX	-0.30125
RAB28	-0.0694285714285714
PKP3	1.50275
SH3GL2	-2.02825
CTSO	1.85975
RPN2	0.7039375
IL28RA	-0.667833333333333
SFMBT1	0.9895
WDR57	-0.09575
FER1L3	0.291416666666667
HSF5	0.2395
TTC9B	1.34575
C4BPA	-3.32283333333333
ALB	-3.59992857142857
SORBS3	-1.09
UPF2	0.0765
JPH1	-0.314
AGBL2	1.318
DOPEY1	0.801
TERF1	-0.15725
KIF22	-0.00766666666666666
NINJ1	0.8485
SEC61A2	-0.08575
HIST1H1D	-2.96083333333333
SFXN4	0.80825
UCP3	0.7797
ZNF703	1.09483333333333
MYL6B	-0.0475
TREM1	0.7335
OR52E6	0.6695
CKMT2	0.378
HLA-C	2.4975
SLC13A3	-2.81416666666667
TIMP4	1.3725
SLIT2	1.37575
RSF1	-0.433833333333333
LONRF1	-1.30678571428571
MON1A	0.558166666666667
CACNG6	-1.51483333333333
DPPA4	-5.399
ZSWIM3	-0.204
ZNF804A	1.894
CCIN	0.6415
SLC25A31	0.17475
KCNMB4	-1.9715
RABL5	0.08
GALNS	0.8162
STX6	-0.10025
HIST1H1C	-2.24766666666667
CIDEB	0.59675
CASP4	1.105
PDK3	0.5574
KCNJ11	2.217
TPR	-0.7315
ZSCAN20	-2.989
MTX2	-0.521
HIST1H2BH	-0.6115
LOC283767	-0.57925
LYRM7	-0.694777777777778
BRD3	-0.5715
HIST1H2BO	-0.9345
MAGEB10	0.443
SLC45A1	0.6245
SERPINA3	-1.67345
KIAA0143	2.14825
KCNJ16	-0.153666666666667
KRT79	-0.06525
FABP2	-0.17175
NUT	-0.4675
ZNF57	-0.552
FBXL4	0.55125
CLEC9A	0.1525
UGT8	-0.811
BMP2K	-1.356
MAPK4	-3.469
SLC25A23	0.231
HINT1	0.4977
KRTAP13-1	-0.298
SFXN5	0.8349
CHCHD2	0.0135833333333333
FAM3D	-0.107
NDP	-3.7295
RHOBTB1	0.119166666666667
SLC4A4	-1.18925
RPL38	-1.328
HTF9C	-0.123333333333333
AP2A2	0.509875
ZBTB46	-0.435
MAP7D1	-0.56825
AOX1	-0.0095
CYR61	-0.892166666666667
DTNA	0.770571428571429
JRKL	0.53225
TMOD3	-0.38175
EEA1	-0.8281
ADCK5	0.646
IL1R1	-0.972
KLK3	0.3715
HRSP12	0.11425
KTN1	0.2735
LOH11CR2A	2.1264
RELL2	-0.78675
MAB21L1	0.5635
C20orf59	-0.479833333333333
PHKB	0.33425
ADAM2	-1.09066666666667
TBC1D8B	-1.15833333333333
FAM13A1	0.56575
LAPTM4B	0.796916666666667
LCN8	0.2
TMEM147	0.219
SYT4	-0.0438333333333333
XPO7	-0.778
C9orf62	0.179
GPR75	0.0315
TRIM5	0.621
APOC1	0.357666666666667
RNASE4	1.17966666666667
PARD6B	-1.597
ARID1A	0.2465
TPD52L3	-0.0329
RRAGB	1.2945
RCN2	-1.0425
HIST2H2BE	0.4663125
STARD7	0.0335
SHMT2	-0.5855
KIAA1751	-0.1875
MLYCD	0.4415
LOC162632	-0.5106
UQCRH	-0.91175
RP11-217H1.1	0.0074375
SDHA	-0.351833333333333
NCLN	0.0148
ZNF17	0.5955
RCBTB2	-3.537
VEGFB	0.3522
RP4-747L4.3	-0.3455
COLQ	0.0354
MPN2	-0.151
DRG2	0.19
KLRB1	1.276
ALPK2	-1.57375
DNASE2B	0.40425
FLJ23834	1.55166666666667
AXUD1	-0.444666666666667
SAFB	-0.0877
NSUN4	-0.33525
RFX2	0.976833333333333
MAPK8IP1	0.51
FANCD2	-0.243142857142857
ANKZF1	-1.54916666666667
C19orf50	-0.224125
DUSP8	-0.000625000000000002
SENP5	-0.60975
NFKBIL2	0.38875
LBR	-3.0095
IGFL1	-0.387
LZTS2	0.223375
IL2RG	-1.25075
CCDC51	0.4195
KLF3	0.4725
ANKRD37	-3.58525
KCTD14	0.699
FZR1	0.247333333333333
SLC44A4	3.0749
ESPL1	-0.404
GMPR2	-0.2097
TBC1D19	-0.563833333333333
ERGIC1	0.667814814814815
ERBB4	2.8176
TSPAN32	0.0555833333333333
MAP4	-0.15975
GPHN	-1.5555
SLC6A2	0.342125
HIVEP1	-0.67225
DFFB	-0.0576
EIF4EBP2	0.351875
DMRT1	0.1515
HSPB6	-0.05025
IER2	-0.399166666666667
AIFM1	0.0125
WWC2	0.4675
MRPL4	-0.2325
FLJ21062	0.580166666666667
EPB41L4A	1.09908333333333
SH2D6	0.3365
TAF4B	-1.58225
GAL3ST3	-0.2595
MALT1	-2.84933333333333
RTDR1	0.3565
ARVCF	0.72425
MEX3B	-1.31483333333333
FBXO16	-3.01175
KIF7	-2.169
C1QC	2.92316666666667
ZNF783	-0.105833333333333
ZNF85	0.2025
MMP13	2.454
KIAA0329	0.322875
RTP3	-0.152
ZBED3	0.71575
CLGN	0.44075
SLC25A37	-1.82325
hCG_18290	-0.6895
OR5AS1	0.81
SMARCC2	0.621333333333333
FAM109A	-0.045
CCDC12	0.27125
USF2	0.3514
DEPDC7	-3.27625
C20orf24	-0.802666666666667
JMJD3	0.8565
DSP	1.38342857142857
SLIC1	-0.374857142857143
FAM20A	-0.17825
IRF2BP2	0.374
ZNF230	0.774
MSN	-1.52942857142857
SLC9A5	-0.4455
EPDR1	-2.371
MUSK	0.831333333333333
ZNF434	-0.232
SMARCD1	-0.281833333333333
ZFP106	0.253
ZNF347	0.8468
GTF2E1	-0.34
