Hybridization REF	TCGA-A8-A06R-01A-11R-A00Z-07
CHFR	0.660125
EMILIN1	1.3535
NDUFS4	-0.93725
COL18A1	0.7395
PDZD3	-0.1312
C9orf16	-0.187
ERBB2IP	-0.110333333333333
EMX2	4.3375
FUS	-0.8495
TF	-3.5602
CLCN4	-0.8105
CXorf56	0.514
C11orf72	0.44875
ELAC2	-0.526833333333333
NPR1	-0.40225
ASS1	1.19416666666667
USP42	0.170375
POLR2J	-0.3575
SEC23IP	0.7015
UQCRC1	0.18875
LOC729603	-0.32225
C1orf71	-0.7595
POLG	-2.067
ADAM23	-3.39425
TFR2	-0.524
RICTOR	-1.2533
MGC39606	1.30275
C19orf55	-0.22
SNAPC1	-0.0851666666666666
GNA11	0.855375
CCDC52	-0.643833333333333
FSIP1	2.857
UPF3A	-0.771
IGSF11	-2.8715
LAGE3	-0.4585
CHST6	-2.389
UNC13B	-0.227125
TTLL4	-0.894375
ZNF687	-0.394625
SDC2	-0.0495
COX7A2	-0.54675
LAMB4	-0.0715
FAM24A	0.368
LRRTM3	-0.9488
GPHB5	0.17425
OR4C13	-0.1675
EIF3EIP	0.0415
HABP4	-0.288
TMEM125	4.59
CNTN2	0.0335
ASNSD1	-0.65325
FUT4	-0.311875
ACF	-3.40375
LOC158381	-0.5635
CDH8	0.44225
AGPS	-0.154166666666667
C4orf18	2.1545
PECI	-0.65
UNG	-0.656
GSTP1	-1.577
DCUN1D5	-1.4005
DKFZP564J0863	0.728
SLC9A3R1	3.735375
BCDO2	0.206125
CHMP7	-0.86925
REM2	1.814
DNHD1	-0.57575
FKBP4	-0.272875
ZNF350	2.57575
MGC11102	0.68225
BST1	1.11525
KISS1R	1.1515
NCR2	-0.5285
DEFB125	0.281
UBE2W	0.893375
KRT15	-0.692
C10orf99	0.401
SCN11A	-0.305285714285714
GFI1	-1.71675
RDHE2	1.20166666666667
FHL1	-0.996833333333333
OSGEP	-0.0403333333333333
GATA1	-3.21583333333333
SMC6	-0.254
TTTY14	-0.8885
LPIN3	0.17175
RPL4	-0.8091
RBPMS	0.1686
PRPF3	-0.824166666666667
EMR1	-1.889
SPATA19	0.1955
XCR1	0.536
IRX3	1.7137
RBM6	-0.13475
KLF4	-1.5144
UNC5CL	-1.02625
SEBOX	0.4315
BTK	-0.71275
KRCC1	1.3925
C6orf27	0.7265
SYTL5	0.192
PRND	1.82785714285714
LOC653319	-0.595
PIGL	-1.2455
HUS1	-0.031
SFRS6	0.770666666666667
C17orf77	0.3365
UIMC1	-0.575333333333333
FXYD2	-1.8389
LOC283152	-0.41025
ZNF667	-0.60375
ZCCHC12	-0.3745
TFEC	3.0604
ATP7B	0.824666666666667
POLD2	0.520166666666667
RG9MTD1	0.3275
ACOT2	-0.0541666666666666
HIST1H4I	-0.68175
PPARGC1A	-1.7583
ETFA	-0.8717
POLRMT	-0.55275
ZNF146	-0.263
MIA2	-2.1395
KLHL6	0.303666666666667
HOXB5	3.251875
NENF	0.162333333333333
CUGBP1	0.15425
PRSS22	1.45216666666667
CASC4	1.4241
CUL4B	-0.0687
CENPJ	-1.6513
PITX1	-1.44033333333333
FLJ31033	-0.0933333333333333
CELSR3	-0.000166666666666667
ZNF568	0.71575
ITSN1	1.16525
EHBP1L1	-0.281166666666667
C19orf2	-1.21925
DCTN1	0.266
LIN28B	-3.84916666666667
TNKS2	-0.86425
C1QBP	-1.11275
CADPS2	0.98375
SRMS	0.485
GJA9	0.418833333333333
MGC24975	-0.400833333333333
TRIM45	-0.740333333333333
TSP50	-0.16475
TCP1	0.3155
TMED7	0.059
CMA1	0.226
CENPL	-1.33216666666667
PTCRA	0.079
FST	-2.73625
VWCE	-1.82275
PAWR	0.70375
ABCC12	1.09066666666667
LDLR	-2.065
ASTN2	0.4784
LOC441212	-1.499625
GPATCH8	-0.21325
TANC2	0.02425
KIF4A	-1.15825
C18orf18	-1.4385
PGM1	-0.25625
KIAA0258	0.245
CPD	-0.38975
SNCAIP	-1.34475
DCT	-3.77583333333333
HLA-DOA	2.77845454545455
OR11L1	0.754
UPK1B	0.631833333333333
DNAJB4	-0.79525
UGT1A8	-0.1045
HIST1H4L	-0.2895
PECR	-0.854
HSPA2	2.32525
WFIKKN1	1.123
SERP1	0.151375
SYDE2	1.49275
TACR2	0.6885
NUP85	0.56
CD177	-0.470166666666667
LGR5	-1.24783333333333
PIGG	0.210416666666667
PTHR1	-1.67366666666667
RAB5A	-0.1102
FLJ13224	0.1975
USP9Y	-1.89433333333333
C7orf53	0.1675
LRP1B	-0.15225
XAF1	2.9484
ABCG8	-0.369
ANKDD1A	0.100166666666667
DAND5	-2.2965
SPAG6	0.606833333333333
LINCR	0.91375
ZDHHC22	-1.37357142857143
CCDC60	-0.425
THOC7	-2.46616666666667
TCTA	0.9984
OR8K3	0.3625
NY-REN-7	-0.92575
B2M	1.80383333333333
C6orf141	0.260125
LPPR4	1.7385
SQLE	-1.613125
SEPHS1	-0.3695
BTBD14B	0.556714285714286
PLRG1	-0.3075
SPG7	-0.4640625
ZNF614	-0.069
PARD6G	0.922666666666667
INPP5B	-0.7022
GRPEL2	0.196625
PPID	-1.2038
TRIM56	1.058
UBE2J1	0.330375
IL20RA	3.902
LOC387856	0.4425
C1orf107	-0.131416666666667
UTS2R	1.06525
C19orf22	0.1565
SAFB2	0.347875
KIAA0652	0.00875
KLRG1	-1.5235
MS4A8B	0.107166666666667
FRAG1	0.43125
KIAA1546	0.22875
E2F4	-0.885
CLEC4M	0.4816
BTBD14A	-0.3815
KIAA0999	0.662
GYPA	-4.1715
TAC1	-0.4335
TRAIP	-0.513333333333333
KIAA0232	1.4772
ERCC8	-0.97375
GPX4	0.185375
KIAA0368	0.06575
GPR157	0.2005
CTAGE4	-0.3125
C9orf30	-1.07666666666667
OR52A1	-0.6025
HSP90B3P	0.087
ALG9	-0.298
BTBD10	0.2345
SDK2	0.79725
BAIAP3	0.22175
RABGGTB	-1.589
ANKRD40	-0.102
KRT74	0.872
CALCOCO2	-0.0287857142857143
SNCA	-3.282
TMSL8	-4.42275
C2orf53	0.5405
ESRRB	0.169
ARHGAP26	-1.1475
TDRD9	2.65725
HRAS	-0.0806666666666667
KLRC4	-2.489
JAGN1	0.0143333333333333
BSDC1	0.56175
RNF43	-0.9067
NDUFAF1	-0.291
PHF12	0.41675
OR1L3	0.115
FOLR2	1.58258333333333
LYZL6	0.428166666666667
tcag7.1260	-1.4585
WSB1	-1.4235
PROS1	-0.8189
OSTN	0.7465
PSMB8	0.921
SOCS4	-0.423375
DDIT4L	0.47475
MAS1	-0.1335
MGC34796	1.716
CSHL1	0.261
TBCCD1	0.0791666666666667
ZBTB7C	0.0725
AP2S1	-0.7505
P15RS	-1.5471
VAT1	-0.1188
SHANK3	1.34333333333333
TUFM	-0.201666666666667
THEG	-0.0645
KRT34	-1.63575
SGSM3	0.20825
TOMM22	-0.304125
SOCS3	0.800333333333333
CPO	0.2175
POP4	-0.545
BHLHB3	0.8495
MALL	0.92125
OR1B1	0.2595
PARK2	0.776833333333333
GPR124	1.29475
LCE1E	-0.18
RUVBL2	-0.76725
CGRRF1	0.1281
ACPL2	-0.11875
WNT10B	-2.169625
BAIAP2L2	-1.946
ISCA1	-0.489
C1orf125	-0.294125
RPAP1	-0.93675
RAI16	-0.161
RPL27	-1.354375
NLRP9	0.5625
EPN1	0.7055
LOC388610	-1.9895
SLC35A1	-0.00339999999999999
GAL	-4.22275
SLC14A2	0.4425
RDH11	-0.609666666666667
FAM138F	0.085
AUH	-0.8165
FLJ40243	-0.0425
C14orf129	-0.163
MBD2	0.0333333333333333
ABHD14B	0.0695
PIGT	0.14275
ALS2CR4	-0.335375
ALAS1	0.4251
FOXO1	0.875833333333333
CRLF3	-0.631875
C20orf107	0.961
FARS2	-0.26975
CCDC28A	-0.06325
NPHP3	-1.2795
OR13F1	0.214
TSEN54	0.15025
DEFB106B	0.0577
OR8B4	0.7335
STH	0.4825
ZC3H14	-0.025625
CBX2	0.8255
TMEM49	-0.792
C6orf21	0.5535
FLJ20920	-0.058875
CRTAP	-0.115071428571429
DDX50	-0.17725
STYXL1	-0.39175
BLVRB	-0.6465
LOC147650	0.366
MMP24	0.23825
GRID1	1.82666666666667
BANF1	0.116333333333333
CTAGEP	-0.19175
HMBS	-1.78075
SLC25A24	-0.0875
C14orf50	0.428
MRO	1.15766666666667
SLC25A15	-1.43875
FAM84B	1.5086
TDP1	-0.499
C16orf78	0.0498
C11orf57	-0.235125
RFK	-0.87275
ZFYVE9	-1.269
STCH	-0.7855
WIBG	0.389
LOC283871	-0.232
GBA2	-0.8752
NDUFB3	-0.182
HSD17B13	-0.77875
GRIN3A	1.64583333333333
FMNL1	-0.298166666666667
SEPT7	-0.295
GNLY	3.352
GRAMD1C	0.911333333333333
ZNF165	-0.39325
USP38	0.4005
FAM83A	0.678666666666667
C14orf24	0.557583333333333
ARMCX3	0.129125
ARHGDIB	0.0105
AK1	0.137375
KIAA1045	-0.42575
DNAJB13	0.117
NEU2	0.3255
HIST1H4B	-0.482666666666667
FAM20B	-0.6948
HES2	0.941928571428572
FAM73B	-0.2096
LOC388381	-0.10325
INTS7	-0.918545454545454
AMPH	1.06675
ZNF775	0.20225
UCKL1	-0.000500000000000005
C10orf97	-0.6555
C1orf161	-0.1025
ALDH1L1	-1.737
FLJ39378	-0.0105
SLC23A1	-3.3855
RBM4B	0.633
THAP4	0.1045
OGFRL1	0.661
KIAA0831	0.026375
PPP1R15A	-0.103166666666667
C1orf96	-0.446928571428571
C12orf11	-0.38475
BMF	0.990875
MAN1A1	-0.73275
KIAA1600	1.4085
NLGN4X	-0.71925
ALOX12	-1.30266666666667
RB1CC1	0.7128
NEIL2	-0.6914
EIF4E	-0.503136363636364
ABHD5	-0.077
EXOC4	-0.230666666666667
CIP29	0.335166666666667
BATF2	1.15875
SLC29A4	0.20025
HTR4	0.48775
EMB	-1.07725
TRAF6	0.2415
LMNB1	-0.7875
FAM19A5	-0.23075
SHE	1.64625
PIK3C2B	1.32425
C15orf15	-0.7253
USP15	-0.0742
TCEAL2	0.50225
C5orf39	-0.867666666666667
PTGER2	-0.11575
SLC31A1	-0.032
IFT172	0.23925
ADAM29	0.3225
GFOD1	0.909
ST7L	0.052
C15orf26	-1.78125
PKN3	-1.4635
CNTD1	1.15
COMMD1	0.501
NTRK2	2.03883333333333
FOXN3	0.42325
MFGE8	0.8299
PFKFB2	1.17833333333333
TAS2R4	0.19675
ENTHD1	2.8
PRMT5	-0.484125
MGC16384	-0.589
LOC442229	-1.16
TSKU	1.022875
KRTCAP3	2.877375
PDLIM1	0.911
KCNS2	0.87625
RNF126	-0.278
CEP63	-0.3985
CLIC4	0.48775
hCG_1990170	-1.4785
ACR	1.5816
KLK7	1.3775
ALOX5AP	3.09725
RIPK3	2.58175
TAS2R9	-0.1945
C19orf18	1.309
BIRC6	0.211571428571429
ZNF16	-0.239
RFT1	-0.58375
SLC8A2	-0.93075
TACC1	1.243125
ITGAD	1.0515
SAMHD1	1.5295
SH3PXD2B	1.8039
EPC2	0.724
C20orf85	0.439125
ATP13A2	-0.0806666666666667
KRT4	0.433625
CAPNS1	-0.16575
MDM2	0.478
PCDH20	1.8305
KCNK9	0.8375
OR2C1	0.2615
KLHDC3	-0.847833333333333
IPPK	-0.244
EFHD2	-0.231875
GALR3	0.88075
NBEA	3.209
ABCA6	2.4557
CLDN3	2.51666666666667
AKT2	-1.14514285714286
EGFR	-1.0516
RBM16	1.206875
ZDHHC3	0.4863
SLC25A4	-1.4635
CYB5B	-1.3415
CPXM1	-0.34675
NDRG1	0.837230769230769
FLJ43826	0.3655
OR5L2	0.8195
FARP2	0.6319
MRPL46	-1.06
LDHAL6B	0.263
MAPKAPK3	-0.877
NCAM2	-0.5385
PRKD2	0.688166666666667
ZFP36L1	1.1422
CYSLTR1	-0.6885
OR4C3	0.485
HIST1H2AJ	0.738
CCNB2	-1.91544444444444
ZNF10	0.53225
TMEM175	0.843
FAM134A	0.699833333333333
TIGD4	-0.5185
PCNP	-0.1725
MGC39715	0.01625
LQK1	-0.522
CREB1	0.9572
TMPRSS3	-0.71
C4orf32	1.649
LAT	-1.1575
KCNA3	0.606
SKIV2L2	-0.984
ROPN1B	-3.2565
tcag7.23	-1.067
CDT1	-1.421625
ZHX2	0.853125
CD28	-3.27175
ZNF624	0.99175
SEPT2	0.5095
SOHLH2	4.197
MCOLN3	-1.272875
UNQ1945	0.8
MASP2	-0.9185
ZNRF3	-0.5945
GPATCH3	-0.3675
AGL	1.45125
QRICH2	0.2245
PSD4	0.571666666666667
CCNB1IP1	-1.5245
ENPP7	0.28375
OBFC1	-0.2185
KCNG3	-0.121
C14orf79	1.264
ENPEP	2.48933333333333
SCT	2.5355
SKI	1.175125
SEC61G	-2.1695
CAPN11	-0.3275
ATXN7L3	-0.0385
DBNDD1	0.688166666666667
FAIM	-1.02925
ANKRD36	-0.0235
GABRP	0.690166666666667
TACSTD2	0.633333333333333
EIF3J	-0.571
PPP2R2A	-1.33925
TEKT4	-0.145166666666667
PVALB	-3.74783333333333
F10	-2.55683333333333
FAM134C	0.7349
COMP	4.98625
EFCBP1	-2.6309375
SCLT1	-0.09775
TAL1	-1.2353
ACSL1	-0.02175
ABCC5	1.28825
ABL1	0.000833333333333322
RBBP7	-0.619416666666667
PTPRG	-0.773375
NCOR1	-0.1539
SPINK4	-1.42966666666667
TXNRD1	-0.3933
TNRC15	1.19175
C9orf138	1.458125
UBE2H	1.00633333333333
BRDT	0.0536666666666667
C8orf31	-0.02375
CCNE2	-1.69072727272727
SLC6A8	-1.010875
CALCR	-3.7035
PPP1CB	0.569583333333333
ABHD8	1.28575
ARF5	0.8503
SLC24A4	0.71175
CCT3	-0.31825
ZNF121	0.034875
SLC3A2	-0.5972
OR13A1	0.6265
SLC5A10	-0.352
RAD50	-0.431625
IER5	0.17475
MTHFD1L	-0.513875
MBTPS2	0.153
MVK	-0.238875
NCL	-0.00950000000000001
PSMD10	-0.25775
MOBP	0.3015
FLJ32894	0.075
HRH1	0.4305
C5orf30	0.88
NUDT16L1	1.9687
RASGRP3	4.03816666666667
PRKRIP1	-0.4892
CCDC75	0.7605
LOC253970	0.014
KIAA1239	-0.32425
MED21	2.6025
SYT11	0.773333333333333
NTSR2	-0.219
EGFL11	-0.5525
CXorf59	1.252
OR2A25	0.50425
SPTBN2	-0.6085
LRMP	-1.271
RNF111	-0.30925
PTH	-0.248
LOC619208	0.5225
KIAA0895	-0.052
RANBP5	-1.846875
P2RY10	1.311
NME5	2.44716666666667
DDX21	-0.9895
LRSAM1	0.371
HDAC11	1.22716666666667
VMO1	1.97925
NOLA2	-0.449166666666667
ADAR	0.25725
MTO1	-0.795333333333333
SF4	0.591833333333333
P2RX1	0.118666666666667
HBM	0.13525
EN2	1.2235
C14orf172	0.95675
TM9SF2	-0.6955
INHBE	-1.28366666666667
TCTE3	0.22725
TOX2	-2.6655
CTAGE3	0.463125
HBB	2.8597
MED15	-0.532166666666667
CASR	-0.41125
C6orf66	-1.28983333333333
MTPN	-0.427625
UNC50	-0.4945
C21orf33	-0.094
IRF2	0.22825
PGR	-2.03783333333333
GPR84	2.914
CROCCL1	-2.02725
SRPX	-0.903
BRE	0.374333333333333
FGF10	0.839
SDC3	-0.0295
ZRSR1	-0.0648333333333333
DKFZP434P211	-0.081
SOX6	0.1395
RPUSD2	-0.49925
C14orf173	0.452916666666667
MAPK11	-0.666833333333333
TBC1D22A	0.7505
FAM123A	-0.517
COL4A6	-2.657
TOMM70A	0.2615
NAB1	-0.073625
MGC16385	-0.130125
TSPAN18	0.6115
MED31	-0.52125
PLG	-0.05525
CAPSL	0.153
ZNF532	1.1778
ASB14	0.22575
CA8	-0.55525
NUDT16P	-0.4395
SLFN11	-0.641
LRRIQ2	0.83825
NOL7	-0.0265
BRMS1L	-0.29775
JARID1A	0.0433333333333333
PANK2	-0.7245
ICAM3	-0.41375
MDS1	-0.25375
TAF8	-0.4295
RNF139	0.209
ZNF594	0.162166666666667
ADAM8	3.35275
SFTPC	0.02275
MAN2B2	1.22275
RGS12	0.59875
EIF1AY	-5.36141666666667
LRRIQ1	-1.70316666666667
GPR150	1.15025
CCDC21	-0.770333333333333
PRRG3	0.4535
SAA4	-4.1245
RAPGEF5	1.265375
ZCCHC2	0.84925
MGC39372	0.643
PPP4R2	-0.485666666666667
CDCA2	-2.63833333333333
OR4D5	0.515833333333333
PTGFRN	0.4821
SIGLEC5	2.187
C19orf61	-0.0203333333333333
NMUR2	0.1335
KIAA1586	-1.51166666666667
DAGLA	-0.208833333333333
CHCHD6	-1.0185
GPR32	0.922
NEUROD6	0.0155
SLC2A4RG	1.2124375
CA5B	0.051
FBXL3	0.01275
MPHOSPH9	-0.8025
HMG2L1	0.55375
HCN4	0.582666666666667
CEACAM19	-0.39175
SH2D4B	0.979333333333333
HFE2	-0.927
TGM4	0.283
LYPD2	0.337
TBC1D15	-0.28475
MRPS21	-0.424
NONO	-0.7527
CLEC5A	2.741625
ITCH	0.2164
MGAT3	0.0361666666666667
MBP	-0.3095
RPP25	-0.43525
SOSTDC1	-0.433
HRC	-2.0665
TRIM48	0.1835
TMEM133	0.10425
ECEL1P2	-0.9745
HOXC11	0.651
DOK5	-0.6615
HELZ	-0.3945
LOC348180	-0.51525
MGC33894	0.21925
ADRB3	0.5075
DMD	-0.634666666666667
PTRH2	0.036
MPEG1	3.274
NDUFA12	-0.0241666666666667
KRTAP2-4	0.256416666666667
STAMBPL1	-1.44783333333333
ADCY2	-0.422833333333333
UNQ6125	0.254
KLHL20	0.305
SRM	-1.1735
OTC	-0.5
TMIE	2.537
SNX8	0.40225
LIPK	0.42
CHURC1	-0.37575
KLC2	0.719
HDAC1	-0.406333333333333
FAM128A	0.707166666666667
FNDC3B	0.0306
MTCP1	-0.617333333333333
WFDC10B	0.6175
PCDHGB3	0.194
ATRNL1	-2.3017
CAV2	-0.352875
MED26	1.32083333333333
DUS1L	1.90775
CHRM3	-0.86225
NEK9	0.309
WARS2	0.16025
TBX22	-0.201
TOMM40	-0.66125
RP6-213H19.1	-1.73033333333333
TUBGCP5	-0.182
IGSF6	5.36425
TPPP	1.17483333333333
UNQ6190	0.3795
GSTM5	0.358125
BTD	-0.3985
PDCD1LG2	0.8685
SNRPB2	-0.024
ERICH1	-0.474375
APOA4	-1.647875
HOXA11	-1.35275
NARG1	-0.511125
MKX	-0.83
RAB28	-0.0847857142857143
PKP3	0.61325
SH3GL2	-3.052
CTSO	2.087
RPN2	0.11025
IL28RA	-0.2585
SFMBT1	0.99675
WDR57	-0.067625
FER1L3	0.319083333333333
HSF5	0.406833333333333
TTC9B	-0.153
C4BPA	-4.08783333333333
ALB	-4.391
SORBS3	0.089375
UPF2	0.3105
JPH1	-1.2395
AGBL2	-1.17325
DOPEY1	1.323
TERF1	-0.380833333333333
KIF22	-0.24
NINJ1	0.52575
SEC61A2	-0.0736666666666667
HIST1H1D	1.709
SFXN4	0.223625
UCP3	1.3325
ZNF703	2.0515
MYL6B	-1.05825
TREM1	3.4525
OR52E6	0.279
CKMT2	0.653
HLA-C	2.289625
SLC13A3	-2.101
TIMP4	-3.00325
SLIT2	2.04425
RSF1	-0.0001111111111111
LONRF1	-2.01571428571429
MON1A	-0.5485
CACNG6	-1.58766666666667
DPPA4	-4.979
ZSWIM3	-0.0635
ZNF804A	0.4175
CCIN	1.34825
SLC25A31	0.16775
KCNMB4	-0.29025
RABL5	1.225125
GALNS	-0.2239
STX6	0.92625
HIST1H1C	-1.76183333333333
CIDEB	-0.893875
CASP4	0.938333333333333
PDK3	0.9439
KCNJ11	1.071
TPR	-0.49675
ZSCAN20	-0.048
MTX2	-0.14625
HIST1H2BH	-0.3615
LOC283767	1.538
LYRM7	-1.73077777777778
BRD3	1.057
HIST1H2BO	-0.64975
MAGEB10	0.4105
SLC45A1	1.783
SERPINA3	-1.9862
KIAA0143	1.36425
KCNJ16	0.0295
KRT79	0.0925
FABP2	-1.26966666666667
NUT	-0.231
ZNF57	-0.77975
FBXL4	-0.5515
CLEC9A	-0.6175
UGT8	-0.0616666666666667
BMP2K	-0.048
MAPK4	-3.68275
SLC25A23	-0.8149
HINT1	-0.5229
KRTAP13-1	-0.189
SFXN5	0.4105
CHCHD2	-0.818583333333333
FAM3D	0.7985
NDP	-3.563375
RHOBTB1	0.41
SLC4A4	-1.775125
RPL38	0.17925
HTF9C	-0.464666666666667
AP2A2	0.051125
ZBTB46	1.176
MAP7D1	0.148375
AOX1	-1.5065
CYR61	0.54825
DTNA	-0.895571428571428
JRKL	-0.4865
TMOD3	-0.4195
EEA1	-0.6096
ADCK5	1.18175
IL1R1	1.15166666666667
KLK3	0.605142857142857
HRSP12	-0.77175
KTN1	-0.25225
LOH11CR2A	0.1053
RELL2	-1.41175
MAB21L1	1.39275
C20orf59	-1.21783333333333
PHKB	-0.88975
ADAM2	-0.7905
TBC1D8B	0.9655
FAM13A1	-0.75125
LAPTM4B	0.370083333333333
LCN8	0.346
TMEM147	-0.0565
SYT4	0.514166666666667
XPO7	-1.3955
C9orf62	1.14975
GPR75	0.608
TRIM5	0.272375
APOC1	-0.11
RNASE4	-0.830166666666667
PARD6B	-2.484125
ARID1A	0.162833333333333
TPD52L3	0.187666666666667
RRAGB	0.655333333333333
RCN2	-1.01
HIST2H2BE	-0.9811875
STARD7	-0.74625
SHMT2	-0.839
KIAA1751	0.2445
MLYCD	-0.154125
LOC162632	0.0263
UQCRH	-1.74325
RP11-217H1.1	0.191625
SDHA	-1.58533333333333
NCLN	-0.4116
ZNF17	0.611333333333333
RCBTB2	-1.89475
VEGFB	-0.1924
RP4-747L4.3	-0.3815
COLQ	0.455
MPN2	-0.98
DRG2	-0.18825
KLRB1	4.347
ALPK2	-1.5375
DNASE2B	0.554
FLJ23834	1.755
AXUD1	0.468666666666667
SAFB	0.2586
NSUN4	-0.39225
RFX2	0.460166666666667
MAPK8IP1	-0.517166666666667
FANCD2	-1.20685714285714
ANKZF1	-1.16
C19orf50	0.21625
DUSP8	2.265375
SENP5	0.356625
NFKBIL2	0.1605
LBR	-1.615125
IGFL1	0.4535
LZTS2	0.628375
IL2RG	0.149625
CCDC51	-0.38825
KLF3	0.655375
ANKRD37	-1.02725
KCTD14	-1.70266666666667
FZR1	0.009
SLC44A4	2.9573
ESPL1	-1.057
GMPR2	-0.7177
TBC1D19	-0.391666666666667
ERGIC1	0.684407407407407
ERBB4	2.7819
TSPAN32	0.347416666666667
MAP4	-0.00837500000000002
GPHN	-1.059
SLC6A2	-0.23525
HIVEP1	1.00725
DFFB	-0.676
EIF4EBP2	1.053375
DMRT1	-1.03075
HSPB6	-0.055
IER2	-0.396
AIFM1	0.184
WWC2	0.0420833333333333
MRPL4	-0.84975
FLJ21062	0.8125
EPB41L4A	1.29216666666667
SH2D6	0.6085
TAF4B	-1.4865
GAL3ST3	-0.311
MALT1	-0.934
RTDR1	1.26775
ARVCF	0.587625
MEX3B	0.3925
FBXO16	1.13925
KIF7	-1.157
C1QC	4.377
ZNF783	-0.0758333333333333
ZNF85	0.0435
MMP13	2.417
KIAA0329	1.01125
RTP3	-1.0605
ZBED3	-0.96275
CLGN	1.8085
SLC25A37	-1.88908333333333
hCG_18290	-0.25175
OR5AS1	-0.67
SMARCC2	0.310166666666667
FAM109A	0.443833333333333
CCDC12	-0.0205
USF2	0.5013
DEPDC7	-1.17325
C20orf24	-0.0025
JMJD3	1.392
DSP	1.87714285714286
SLIC1	0.882125
FAM20A	1.475
IRF2BP2	1.41325
ZNF230	-0.357
MSN	-0.0929285714285714
SLC9A5	-1.1475
EPDR1	-1.2233
MUSK	0.424333333333333
ZNF434	0.411666666666667
SMARCD1	-0.7925
ZFP106	-0.61725
