Hybridization REF	TCGA-AO-A0J6-01A-11R-A034-07
ZDHHC6	0.0373333333333333
NEFH	-3.05325
CTDSP2	0.611166666666667
PGBD5	1.47116666666667
CCNY	-0.046
RMND5B	0.857083333333333
ZNF257	-0.8785
FLJ22167	0.74
EXOSC7	-0.759166666666667
ROR2	-0.34175
MAOA	-0.110875
TNNT3	-0.595166666666667
GYPC	-1.7265
C7orf33	0.2835
PLIN	0.357666666666667
LOC90826	0.788
RNF4	-0.7984
F8A1	1.60283333333333
PLEKHG4	0.2545
GRB2	0.38
HIST1H2AD	-0.20175
DUS3L	-0.554
EIF1	-0.0168333333333333
RP5-1077B9.4	-0.107833333333333
FPGT	2.72025
GDF10	-2.30283333333333
COQ9	0.386
GCC2	-1.20092857142857
RARRES3	2.7635
PLXNA1	0.3726
KIAA0100	0.0522
PMF1	0.153
FNDC1	5.633
HS2ST1	0.37775
CRELD2	1.315
C8G	-1.3925
CD82	2.67525
LIM2	-1.3815
UNQ6490	-0.3685
MMP16	-1.358
DRD3	0.3
C5orf26	-2.00525
C11orf73	0.5185
PTP4A2	-0.707
OR4M2	-1.3835
HPCA	-0.658666666666667
SEC14L1	0.203333333333333
CHFR	0.651125
EMILIN1	0.53175
NDUFS4	0.02775
COL18A1	-0.739875
PDZD3	-0.4402
C9orf16	-0.0771666666666667
ERBB2IP	-0.868
EMX2	1.04075
FUS	-1.15325
TF	1.6648
CLCN4	3.65816666666667
CXorf56	-0.24175
C11orf72	0.89775
ELAC2	0.261
NPR1	-0.62675
ASS1	0.471166666666667
USP42	0.911
POLR2J	-0.4465
SEC23IP	0.4235
UQCRC1	-0.4225
LOC729603	-1.02425
C1orf71	-0.185875
POLG	-2.3645
ADAM23	-2.43625
TFR2	-0.91875
RICTOR	-1.0195
MGC39606	2.01975
C19orf55	-0.324875
SNAPC1	-0.602
GNA11	0.826875
CCDC52	0.250666666666667
FSIP1	-0.7375
UPF3A	-2.243125
IGSF11	-2.481
LAGE3	0.91625
CHST6	-0.538
UNC13B	1.215625
TTLL4	0.379125
ZNF687	0.346125
SDC2	-0.7395
COX7A2	-0.226
LAMB4	-0.80225
FAM24A	0.0555
LRRTM3	-0.0024
GPHB5	0.3615
OR4C13	0.7245
EIF3EIP	0.480714285714286
HABP4	0.7055
TMEM125	3.32775
CNTN2	0.306875
ASNSD1	0.54575
FUT4	2.158375
ACF	-3.97775
LOC158381	-0.3345
CDH8	-0.702666666666667
AGPS	-0.4315
C4orf18	0.979
PECI	-1.43991666666667
UNG	0.302625
GSTP1	-0.89925
DCUN1D5	0.531
DKFZP564J0863	-0.22675
SLC9A3R1	0.934125
BCDO2	-0.353375
CHMP7	-0.559875
REM2	0.392
DNHD1	-0.488125
FKBP4	-0.463
ZNF350	0.63575
MGC11102	0.233875
BST1	2.79575
KISS1R	1.0815
NCR2	-0.073
DEFB125	0.899
UBE2W	1.466375
KRT15	3.498875
C10orf99	0.4135
SCN11A	-0.288142857142857
GFI1	-0.7475
RDHE2	-1.2055
FHL1	-1.317
OSGEP	-0.851666666666667
GATA1	-3.83
SMC6	0.24125
TTTY14	-1.555
LPIN3	-0.04125
RPL4	-0.7376
RBPMS	0.3633
PRPF3	0.1795
EMR1	1.648
SPATA19	-0.386
XCR1	0.363
IRX3	1.5867
RBM6	-1.4465
KLF4	0.2821
UNC5CL	-0.89475
SEBOX	-1.0595
BTK	-0.461
KRCC1	0.78625
C6orf27	0.154
SYTL5	-2.298
PRND	-0.233285714285714
LOC653319	-1.311
PIGL	-0.3005
HUS1	0.537666666666667
SFRS6	-2.011
C17orf77	1.2185
UIMC1	-0.8675
FXYD2	-1.47366666666667
LOC283152	-1.53925
ZNF667	0.82975
ZCCHC12	-1.2935
TFEC	2.9924
ATP7B	-1.41366666666667
POLD2	-0.5405
RG9MTD1	0.38575
ACOT2	-1.4435
HIST1H4I	-0.863125
PPARGC1A	-3.2291
ETFA	-2.0741
POLRMT	0.50475
ZNF146	0.5005
MIA2	-2.2975
KLHL6	-1.35966666666667
HOXB5	-0.909875
NENF	0.6455
CUGBP1	0.62475
PRSS22	2.562
CASC4	0.2588
CUL4B	0.1886
CENPJ	-1.4543
PITX1	-0.272666666666667
FLJ31033	0.596833333333333
CELSR3	-2.22533333333333
ZNF568	0.2335
ITSN1	-0.423333333333333
EHBP1L1	-0.1095
C19orf2	-0.000750000000000001
DCTN1	0.05225
LIN28B	-4.1435
TNKS2	0.29575
C1QBP	0.3635
CADPS2	1.91325
SRMS	-0.05425
GJA9	0.304166666666667
MGC24975	-0.557666666666667
TRIM45	-0.225
TSP50	0.33175
TCP1	-1.3525
TMED7	-0.4966
CMA1	0.4375
CENPL	-0.242
PTCRA	-0.652
FST	-4.89375
VWCE	-4.69625
PAWR	-0.58
ABCC12	0.4584
LDLR	-2.2001
ASTN2	0.1416
LOC441212	0.03025
GPATCH8	-0.1455
TANC2	-1.01758333333333
KIF4A	-0.7325
C18orf18	-0.285
PGM1	0.3935
KIAA0258	1.72275
CPD	0.759625
SNCAIP	0.39825
DCT	-4.18516666666667
HLA-DOA	3.68431818181818
OR11L1	0.685
UPK1B	-0.273166666666667
DNAJB4	-0.329875
UGT1A8	-0.16425
HIST1H4L	-1.7835
PECR	-0.935833333333333
HSPA2	0.82625
WFIKKN1	-1.5655
SERP1	0.13825
SYDE2	0.1155
TACR2	0.1515
NUP85	0.33825
CD177	-1.2226
LGR5	-2.01616666666667
PIGG	-0.0909166666666666
PTHR1	-2.80983333333333
RAB5A	0.5909
FLJ13224	-0.227
USP9Y	-1.30283333333333
C7orf53	-1.4925
LRP1B	-1.15725
XAF1	3.3264
ABCG8	-1.2795
ANKDD1A	-0.897333333333333
DAND5	-0.629
SPAG6	0.715833333333333
LINCR	2.14425
ZDHHC22	-1.945125
CCDC60	0.498
THOC7	-1.05833333333333
TCTA	1.1694
OR8K3	-1.262
NY-REN-7	-0.902
B2M	1.91233333333333
C6orf141	-3.503125
LPPR4	0.445
SQLE	-1.2395
SEPHS1	0.768
BTBD14B	0.784
PLRG1	2.153
SPG7	-0.566125
ZNF614	-0.2785
PARD6G	0.699
INPP5B	0.5987
GRPEL2	0.761875
PPID	0.865
TRIM56	0.642
UBE2J1	-0.8285
IL20RA	4.00225
LOC387856	1.247
C1orf107	1.08116666666667
UTS2R	1.078
C19orf22	0.34275
SAFB2	-0.697
KIAA0652	0.366
KLRG1	-1.42183333333333
MS4A8B	-0.0575000000000001
FRAG1	0.57075
KIAA1546	0.59825
E2F4	-0.4872
CLEC4M	0.182666666666667
BTBD14A	-0.30925
KIAA0999	0.466
GYPA	-3.021
TAC1	-0.4899
TRAIP	-1.41116666666667
KIAA0232	0.1732
ERCC8	-0.73
GPX4	0.492875
KIAA0368	-0.26875
GPR157	-0.751166666666667
CTAGE4	1.4945
C9orf30	-0.00216666666666667
OR52A1	0.1315
HSP90B3P	0.4955
ALG9	-0.7528
BTBD10	1.41925
SDK2	0.53125
BAIAP3	-2.09275
RABGGTB	0.521125
ANKRD40	0.0351666666666667
KRT74	1.9285
CALCOCO2	0.949
SNCA	-4.4675
TMSL8	-1.6155
C2orf53	0.323
ESRRB	-0.45525
ARHGAP26	1.83475
TDRD9	-3.5195
HRAS	0.4115
KLRC4	-1.8095
JAGN1	0.334166666666667
BSDC1	-0.14675
RNF43	-1.4627
NDUFAF1	-0.40925
PHF12	0.738
OR1L3	0.528
FOLR2	1.31208333333333
LYZL6	0.598
tcag7.1260	0.332
WSB1	-1.50116666666667
PROS1	-0.8346
OSTN	0.749
PSMB8	1.7365
SOCS4	-0.72725
DDIT4L	1.34875
MAS1	0.179
MGC34796	1.12475
CSHL1	0.1635
TBCCD1	1.54516666666667
ZBTB7C	-0.1875
AP2S1	-0.3845
P15RS	0.2545
VAT1	-0.3519
SHANK3	1.522
TUFM	0.073
THEG	0.6395
KRT34	-0.132
SGSM3	0.461125
TOMM22	-0.244125
SOCS3	1.70366666666667
CPO	0.054
POP4	0.41
BHLHB3	-0.03425
MALL	3.34125
OR1B1	-0.3365
PARK2	0.559833333333333
GPR124	0.352125
LCE1E	0.7285
RUVBL2	-0.12075
CGRRF1	0.14
ACPL2	0.697
WNT10B	-1.876875
BAIAP2L2	-1.2915
ISCA1	0.3245
C1orf125	-0.324
RPAP1	-0.694
RAI16	-0.8775
RPL27	-0.50625
NLRP9	1.037
EPN1	0.294
LOC388610	-0.315625
SLC35A1	0.228
GAL	-3.43275
SLC14A2	0.613
RDH11	-1.11083333333333
FAM138F	-0.2415
AUH	0.36775
FLJ40243	0.32425
C14orf129	-0.789166666666667
MBD2	-0.141166666666667
ABHD14B	-0.295125
PIGT	-0.637
ALS2CR4	-0.6935
ALAS1	0.4147
FOXO1	0.506333333333333
CRLF3	0.18825
C20orf107	-1.475
FARS2	0.22225
CCDC28A	0.1515
NPHP3	-1.2175
OR13F1	0.6295
TSEN54	0.5035
DEFB106B	0.333222222222222
OR8B4	0.3025
STH	-1.27825
ZC3H14	-0.6625
CBX2	-0.6765
TMEM49	-1.29925
C6orf21	0.742
FLJ20920	0.50625
CRTAP	0.276214285714286
DDX50	0.09
STYXL1	-0.25825
BLVRB	-0.162
LOC147650	0.147666666666667
MMP24	0.6785
GRID1	0.127666666666667
BANF1	-0.3355
CTAGEP	0.29375
HMBS	-1.8655
SLC25A24	0.0256666666666667
C14orf50	-0.65225
MRO	2.29566666666667
SLC25A15	-1.14075
FAM84B	0.5519
TDP1	-1.112
C16orf78	0.045
C11orf57	-0.540875
RFK	-0.2085
ZFYVE9	1.3035
STCH	0.2097
WIBG	0.127
LOC283871	-0.412666666666667
GBA2	-0.4164
NDUFB3	-0.6685
HSD17B13	-0.941
GRIN3A	1.7355
FMNL1	0.353333333333333
SEPT7	-0.7786
GNLY	5.3475
GRAMD1C	0.295
ZNF165	1.1955
USP38	1.6105
FAM83A	-2.21433333333333
C14orf24	-0.745083333333333
ARMCX3	0.786375
ARHGDIB	1.88133333333333
AK1	0.566625
KIAA1045	1.8505
DNAJB13	0.2295
NEU2	-1.08
HIST1H4B	-0.0913333333333333
FAM20B	-0.4807
HES2	-0.427428571428571
FAM73B	-0.6421
LOC388381	0.352333333333333
INTS7	0.00790909090909091
AMPH	-0.31125
ZNF775	-0.375625
UCKL1	-0.543
C10orf97	-0.18825
C1orf161	-0.1205
ALDH1L1	-2.62125
FLJ39378	0.2445
SLC23A1	-3.749
RBM4B	-0.07075
THAP4	0.1575
OGFRL1	2.50975
KIAA0831	-0.4545
PPP1R15A	0.1015
C1orf96	0.218642857142857
C12orf11	-1.80375
BMF	0.03275
MAN1A1	-1.671
KIAA1600	0.4175
NLGN4X	-1.67275
ALOX12	-0.0825
RB1CC1	0.231
NEIL2	0.2881
EIF4E	0.487454545454545
ABHD5	-0.29325
EXOC4	0.00816666666666669
CIP29	0.677166666666667
BATF2	3.7925
SLC29A4	0.96775
HTR4	0.1645
EMB	-1.16875
TRAF6	0.47675
LMNB1	-1.71375
FAM19A5	-0.4765
SHE	0.0913333333333333
PIK3C2B	0.6865
C15orf15	-0.9542
USP15	0.00169999999999996
TCEAL2	-1.3905
C5orf39	0.568833333333333
PTGER2	-1.195
SLC31A1	-0.3543125
IFT172	1.0225
ADAM29	0.01975
GFOD1	1.70275
ST7L	0.360666666666667
C15orf26	-3.70775
PKN3	-0.88725
CNTD1	0.374666666666667
COMMD1	0.177125
NTRK2	2.60781818181818
FOXN3	-0.892375
MFGE8	0.6733
PFKFB2	0.273833333333333
TAS2R4	-0.659
ENTHD1	0.0816666666666667
PRMT5	-1.175625
MGC16384	-2.12625
LOC442229	1.28275
TSKU	0.937375
KRTCAP3	4.063625
PDLIM1	0.3723
KCNS2	0.187
RNF126	-0.221166666666667
CEP63	-0.283375
CLIC4	-1.187
hCG_1990170	5.01475
ACR	1.8623
KLK7	5.426
ALOX5AP	3.202375
RIPK3	2.70825
TAS2R9	0.4695
C19orf18	1.864
BIRC6	0.353928571428571
ZNF16	1.0705
RFT1	-1.0235
SLC8A2	-0.598
TACC1	-0.306875
ITGAD	0.5475
SAMHD1	2.18475
SH3PXD2B	2.098
EPC2	-0.46375
C20orf85	0.34075
ATP13A2	-0.0588333333333333
KRT4	0.30325
CAPNS1	0.0325
MDM2	-0.23875
PCDH20	0.44975
KCNK9	0.23
OR2C1	0.0295
KLHDC3	-0.988
IPPK	1.14
EFHD2	-0.399625
GALR3	1.118
NBEA	-1.985
ABCA6	0.4832
CLDN3	2.43316666666667
AKT2	-0.00871428571428571
EGFR	-0.1038
RBM16	-0.724875
ZDHHC3	-0.4614
SLC25A4	-1.0975
CYB5B	-1.20266666666667
CPXM1	-1.43525
NDRG1	1.867
FLJ43826	-0.1155
OR5L2	-0.137
FARP2	0.5448
MRPL46	-0.878666666666667
LDHAL6B	-0.382166666666667
MAPKAPK3	-0.0561666666666667
NCAM2	-1.5955
PRKD2	0.277
ZFP36L1	1.4228
CYSLTR1	-1.537
OR4C3	0.6375
HIST1H2AJ	2.1555
CCNB2	-1.173
ZNF10	-0.0605
TMEM175	0.377
FAM134A	0.372666666666667
TIGD4	0.603
PCNP	-0.06425
MGC39715	-0.3635
LQK1	-1.74275
CREB1	-0.7697
TMPRSS3	2.29
C4orf32	2.00625
LAT	-1.327
KCNA3	0.3975
SKIV2L2	-1.12925
ROPN1B	2.73525
tcag7.23	-0.7345
CDT1	-1.577875
ZHX2	0.8025
CD28	-3.059
ZNF624	0.43975
SEPT2	-0.533083333333333
SOHLH2	-1.7835
MCOLN3	1.92925
UNQ1945	0.576
MASP2	-1.3175
ZNRF3	-0.3252
GPATCH3	-0.71575
AGL	0.309625
QRICH2	-1.1195
PSD4	-0.0835
CCNB1IP1	-1.74125
ENPP7	-0.57575
OBFC1	0.51425
KCNG3	-1.49825
C14orf79	-0.307333333333333
ENPEP	-0.259833333333333
SCT	-0.1855
SKI	0.38975
SEC61G	0.3665
CAPN11	-0.76375
ATXN7L3	0.2365
DBNDD1	0.328333333333333
FAIM	-0.00449999999999999
ANKRD36	-1.211
GABRP	5.6405
TACSTD2	2.6575
EIF3J	-0.63275
PPP2R2A	-1.0725
TEKT4	-0.564
PVALB	-3.96883333333333
F10	-2.91833333333333
FAM134C	0.5943
COMP	-0.55275
EFCBP1	-3.207
SCLT1	0.222
TAL1	-1.6225
ACSL1	1.14025
ABCC5	0.9885
ABL1	-0.637111111111111
RBBP7	1.19041666666667
PTPRG	-3.452625
NCOR1	0.0233
SPINK4	-2.33
TXNRD1	-0.2827
TNRC15	0.166
C9orf138	1.1565
UBE2H	0.81
BRDT	0.790666666666667
C8orf31	-0.29975
CCNE2	-2.064
SLC6A8	-0.895875
CALCR	-3.9795
PPP1CB	1.18416666666667
ABHD8	0.00900000000000002
ARF5	0.4778
SLC24A4	0.67225
CCT3	0.6905
ZNF121	-0.14525
SLC3A2	0.424
OR13A1	0.129
SLC5A10	0.00275
RAD50	0.1745
IER5	0.766625
MTHFD1L	-1.234625
MBTPS2	0.70325
MVK	-0.075375
NCL	0.3123
PSMD10	-0.589
MOBP	-0.247571428571429
FLJ32894	-0.4785
HRH1	-1.47166666666667
C5orf30	-0.953
NUDT16L1	0.3882
RASGRP3	3.3355
PRKRIP1	-0.4596
CCDC75	0.0965
LOC253970	0.16525
KIAA1239	-0.862666666666667
MED21	-1.3875
SYT11	-0.0525833333333333
NTSR2	0.1515
EGFL11	0.544
CXorf59	0.8535
OR2A25	0.13825
SPTBN2	0.74025
LRMP	-1.209
RNF111	-0.3475
PTH	0.0465
LOC619208	0.890166666666667
KIAA0895	1.324
RANBP5	-1.445625
P2RY10	0.891
NME5	4.27566666666667
DDX21	-0.069
LRSAM1	-0.379
HDAC11	0.6325
VMO1	2.1145
NOLA2	0.403833333333333
ADAR	1.39866666666667
MTO1	-0.6285
SF4	0.132166666666667
P2RX1	-0.745
HBM	0.36675
EN2	1.8365
C14orf172	0.041
TM9SF2	-0.3577
INHBE	-0.9565
TCTE3	-0.358333333333333
TOX2	-2.3485
CTAGE3	-0.411125
HBB	3.971
MED15	-1.05933333333333
CASR	0.23025
C6orf66	-0.235333333333333
MTPN	-0.755
UNC50	0.268
C21orf33	0.609375
IRF2	0.5945
PGR	-2.76883333333333
GPR84	3.8605
CROCCL1	-2.90725
SRPX	-2.5095
BRE	1.02133333333333
FGF10	0.6835
SDC3	-1.10183333333333
ZRSR1	1.2385
DKFZP434P211	-1.187
SOX6	0.0605
RPUSD2	-0.61225
C14orf173	0.281
MAPK11	0.138666666666667
TBC1D22A	0.7875
FAM123A	-2.538
COL4A6	-2.98583333333333
TOMM70A	0.1455
NAB1	0.376
MGC16385	0.72225
TSPAN18	-1.00383333333333
MED31	-0.09225
PLG	-0.91625
CAPSL	1.5885
ZNF532	1.1848
ASB14	-0.304333333333333
CA8	-0.788
NUDT16P	2.30916666666667
SLFN11	1.0145
LRRIQ2	0.222375
NOL7	-0.596333333333333
BRMS1L	-0.906625
JARID1A	-0.0856666666666667
PANK2	-0.38375
ICAM3	0.20725
MDS1	-0.593
TAF8	-0.4345
RNF139	0.14325
ZNF594	0.0283333333333334
ADAM8	2.44925
SFTPC	-0.284875
MAN2B2	0.079125
RGS12	-0.355125
EIF1AY	-4.32090909090909
LRRIQ1	-0.814666666666667
GPR150	1.35975
CCDC21	-1.5785
PRRG3	0.086
SAA4	-1.88975
RAPGEF5	2.83375
ZCCHC2	1.01058333333333
MGC39372	0.0435
PPP4R2	-0.280833333333333
CDCA2	0.3925
OR4D5	0.670333333333333
PTGFRN	1.0036
SIGLEC5	2.04183333333333
C19orf61	-0.474
NMUR2	-0.202
KIAA1586	-1.047
DAGLA	1.86416666666667
CHCHD6	0.888
GPR32	0.243
NEUROD6	0.086
SLC2A4RG	0.0015
CA5B	0.0665
FBXL3	0.05225
MPHOSPH9	-1.14325
HMG2L1	0.2635
HCN4	0.647666666666667
CEACAM19	1.88025
SH2D4B	0.98
HFE2	-2.512
TGM4	0.3284
LYPD2	-0.2085
TBC1D15	-0.16
MRPS21	0.4184
NONO	-1.1339
CLEC5A	3.00425
ITCH	-0.0077
MGAT3	1.097
MBP	-0.138
RPP25	-0.5165
SOSTDC1	2.062
HRC	-2.367
TRIM48	-0.013
TMEM133	1.5655
ECEL1P2	-0.6665
HOXC11	-0.682
DOK5	-0.49825
HELZ	-0.251666666666667
LOC348180	0.42425
MGC33894	0.66825
ADRB3	0.1375
DMD	-0.29125
PTRH2	-0.277
MPEG1	3.61566666666667
NDUFA12	0.665666666666667
KRTAP2-4	-0.164416666666667
STAMBPL1	-1.16266666666667
ADCY2	1.1265
UNQ6125	0.731
KLHL20	-0.5255
SRM	-1.03025
OTC	-0.363
TMIE	1.22
SNX8	1.83675
LIPK	0.5705
CHURC1	-0.218833333333333
KLC2	0.581333333333333
HDAC1	-0.866333333333333
FAM128A	-0.8375
FNDC3B	0.9626
MTCP1	0.707166666666667
WFDC10B	0.2697
PCDHGB3	0.838
ATRNL1	-1.4163
CAV2	0.17325
MED26	0.200333333333333
DUS1L	1.04775
CHRM3	-1.90475
NEK9	-0.75975
WARS2	-0.163
TBX22	0.8985
TOMM40	-0.56625
RP6-213H19.1	0.428333333333333
TUBGCP5	-0.698
IGSF6	4.0935
TPPP	-0.320666666666667
UNQ6190	0.2085
GSTM5	-0.76525
BTD	0.0475
PDCD1LG2	0.618166666666667
SNRPB2	-0.225333333333333
ERICH1	-0.64725
APOA4	-1.49914285714286
HOXA11	-1.92733333333333
NARG1	1.42325
MKX	-1.4305
RAB28	0.2095
PKP3	2.5485
SH3GL2	-2.559
CTSO	3.94225
RPN2	0.4313125
IL28RA	-0.540833333333333
SFMBT1	-0.09125
WDR57	-0.842375
FER1L3	0.82925
HSF5	1.22716666666667
TTC9B	-0.3655
C4BPA	-4.011
ALB	-4.71535714285714
SORBS3	-0.584625
UPF2	0.307
JPH1	1.578
AGBL2	-0.71725
DOPEY1	0.9625
TERF1	0.278083333333333
KIF22	-0.769833333333333
NINJ1	1.41825
SEC61A2	0.334833333333333
HIST1H1D	-0.8825
SFXN4	0.444875
UCP3	0.2823
ZNF703	0.118666666666667
MYL6B	-0.64925
TREM1	2.91275
OR52E6	0.238
CKMT2	-1.45375
HLA-C	2.858125
SLC13A3	-1.36183333333333
TIMP4	-2.51425
SLIT2	-0.32125
RSF1	0.0975555555555556
LONRF1	-0.760071428571429
MON1A	-0.0466666666666667
CACNG6	-1.68616666666667
DPPA4	-5.443
ZSWIM3	0.247
ZNF804A	0.304
CCIN	1.87075
SLC25A31	0.123
KCNMB4	-1.46775
RABL5	0.516625
GALNS	-0.8806
STX6	0.217625
HIST1H1C	-1.43266666666667
CIDEB	-0.7995
CASP4	1.286
PDK3	1.5799
KCNJ11	0.1065
TPR	-1.39925
ZSCAN20	-0.5265
MTX2	-0.17325
HIST1H2BH	-0.439
LOC283767	0.41475
LYRM7	-1.68022222222222
BRD3	-0.574166666666667
HIST1H2BO	-0.5935
MAGEB10	0.068
SLC45A1	0.27325
SERPINA3	3.64535
KIAA0143	1.27275
KCNJ16	3.36766666666667
KRT79	0.67875
FABP2	-0.485
NUT	0.11975
ZNF57	-0.2795
FBXL4	-0.572
CLEC9A	0.29
UGT8	3.018
BMP2K	-0.0985
MAPK4	-1.57475
SLC25A23	0.1472
HINT1	-0.8562
KRTAP13-1	0.36
SFXN5	-0.7738
CHCHD2	0.169166666666667
FAM3D	1.1955
NDP	-3.388125
RHOBTB1	-0.129333333333333
SLC4A4	-1.89357142857143
RPL38	0.376
HTF9C	-0.849833333333333
AP2A2	0.50525
ZBTB46	0.544
MAP7D1	1.341125
AOX1	-3.1505
CYR61	1.97083333333333
DTNA	-0.712
JRKL	1.957
TMOD3	-1.02025
EEA1	0.9618
ADCK5	-0.65425
IL1R1	0.4305
KLK3	0.608928571428571
HRSP12	0.3735
KTN1	-0.7605
LOH11CR2A	0.4495
RELL2	0.3525
MAB21L1	0.2975
C20orf59	-1.31883333333333
PHKB	-0.04825
ADAM2	-2.35716666666667
TBC1D8B	1.93416666666667
FAM13A1	0.6798125
LAPTM4B	-0.481416666666667
LCN8	-0.067
TMEM147	0.691
SYT4	-0.6318
XPO7	-0.71
C9orf62	1.81175
GPR75	0.201
TRIM5	0.907625
APOC1	-0.139333333333333
RNASE4	-0.8525
PARD6B	-2.492625
ARID1A	-0.722583333333333
TPD52L3	0.24475
RRAGB	0.422833333333333
RCN2	-1.28883333333333
HIST2H2BE	-0.47825
STARD7	0.39675
SHMT2	-0.12425
KIAA1751	0.374833333333333
MLYCD	0.276375
LOC162632	-0.8199
UQCRH	-0.6065
RP11-217H1.1	0.27175
SDHA	-0.88
NCLN	0.1376
ZNF17	0.4165
RCBTB2	-2.51925
VEGFB	-0.7033
RP4-747L4.3	1.496
COLQ	0.225777777777778
MPN2	-0.7836
DRG2	-0.204
KLRB1	5.60375
ALPK2	-2.8405
DNASE2B	0.6105
FLJ23834	0.443666666666667
AXUD1	0.8435
SAFB	-0.4414
NSUN4	0.136
RFX2	-0.384
MAPK8IP1	-0.959166666666667
FANCD2	-0.142142857142857
ANKZF1	-2.28366666666667
C19orf50	-0.081125
DUSP8	0.624
SENP5	1.504125
NFKBIL2	-0.178
LBR	-0.863375
IGFL1	2.894
LZTS2	0.01625
IL2RG	0.251
CCDC51	-0.649
KLF3	-0.625
ANKRD37	-1.34475
KCTD14	-1.1915
FZR1	0.886916666666667
SLC44A4	-2.3617
ESPL1	-0.92775
GMPR2	-1.0934
TBC1D19	0.8725
ERGIC1	-0.0292222222222222
ERBB4	-1.98144444444444
TSPAN32	0.145333333333333
MAP4	0.061
GPHN	-0.65475
SLC6A2	2.175375
HIVEP1	0.19725
DFFB	0.0596
EIF4EBP2	-0.2165
DMRT1	0.58
HSPB6	-0.45
IER2	0.261333333333333
AIFM1	0.93975
WWC2	-0.645666666666667
MRPL4	0.39125
FLJ21062	-0.594166666666667
EPB41L4A	-0.778727272727273
SH2D6	0.2585
TAF4B	0.316
GAL3ST3	-0.991
MALT1	0.400166666666667
RTDR1	0.77975
ARVCF	-1.02575
MEX3B	-2.82683333333333
FBXO16	1.5465
KIF7	-1.43375
C1QC	3.8245
ZNF783	-0.00699999999999999
ZNF85	-1.4655
MMP13	4.7445
KIAA0329	0.02825
RTP3	1.654
ZBED3	-1.82625
CLGN	0.9275
SLC25A37	-0.089625
hCG_18290	0.124
OR5AS1	0.281
SMARCC2	0.406166666666667
FAM109A	0.537166666666667
CCDC12	-1.1665
USF2	0.5772
DEPDC7	-0.84975
C20orf24	0.217833333333333
JMJD3	1.056
DSP	1.444
SLIC1	0.766875
FAM20A	3.7015
IRF2BP2	0.53625
ZNF230	-0.006
MSN	0.983571428571428
SLC9A5	-2.1505
EPDR1	0.1748
MUSK	0.4445
ZNF434	0.173833333333333
SMARCD1	-0.7255
ZFP106	-0.47225
