Hybridization REF	TCGA-A8-A06Z-01A-11R-A00Z-07
TBCCD1	0.370666666666667
ZBTB7C	0.4505
AP2S1	-0.081625
P15RS	0.1544
VAT1	-0.3072
SHANK3	0.458333333333333
TUFM	0.293333333333333
THEG	-0.36375
KRT34	-1.847
SGSM3	0.355875
TOMM22	-0.21725
SOCS3	-0.287166666666667
CPO	0.8595
POP4	0.85825
BHLHB3	-0.31925
MALL	-0.35725
OR1B1	1.63
PARK2	0.833833333333333
GPR124	-0.494625
LCE1E	0.5725
RUVBL2	-0.43725
CGRRF1	0.3329
ACPL2	0.19225
WNT10B	-0.220125
BAIAP2L2	-2.09675
ISCA1	-0.0995
C1orf125	-0.235875
RPAP1	-0.94525
RAI16	-1.33
RPL27	-0.0405
NLRP9	-0.069
EPN1	0.671
LOC388610	-2.015375
SLC35A1	0.3379
GAL	-4.0165
SLC14A2	0.557
RDH11	-0.833166666666667
FAM138F	-0.0765
AUH	1.29
FLJ40243	0.398
C14orf129	0.054
MBD2	-0.5055
ABHD14B	1.330875
PIGT	1.6295
ALS2CR4	-1.541125
ALAS1	0.6477
FOXO1	-0.730333333333333
CRLF3	-0.54925
C20orf107	-0.6695
FARS2	0.29275
CCDC28A	0.332
NPHP3	-0.89375
OR13F1	0.4135
TSEN54	-0.21625
DEFB106B	0.0067
OR8B4	0.527
STH	1.99075
ZC3H14	-0.471
CBX2	-0.7065
TMEM49	-1.152
C6orf21	0.4865
FLJ20920	1.148
CRTAP	-0.561357142857143
DDX50	-0.57475
STYXL1	-0.564
BLVRB	1.87466666666667
LOC147650	0.307
MMP24	0.4135
GRID1	0.667333333333333
BANF1	-0.7835
CTAGEP	0.3325
HMBS	-1.8305
SLC25A24	0.500166666666667
C14orf50	0.9445
MRO	1.09466666666667
SLC25A15	-0.9305
FAM84B	2.3446
TDP1	-1.113
C16orf78	-0.0171666666666667
C11orf57	-0.747125
RFK	-0.07025
ZFYVE9	0.297
STCH	0.5704
WIBG	0.3145
LOC283871	0.477166666666667
GBA2	-0.4225
NDUFB3	0.25
HSD17B13	-0.76675
GRIN3A	0.200833333333333
FMNL1	-1.731
SEPT7	-0.4936
GNLY	2.3545
GRAMD1C	1.79966666666667
ZNF165	0.55625
USP38	0.554
FAM83A	-0.5575
C14orf24	0.0896666666666667
ARMCX3	0.986875
ARHGDIB	1.07133333333333
AK1	1.09775
KIAA1045	-0.445
DNAJB13	0.0653333333333333
NEU2	-0.072
HIST1H4B	-0.117333333333333
FAM20B	0.1388
HES2	-0.375928571428571
FAM73B	0.2626
LOC388381	1.19425
INTS7	-0.504
AMPH	-0.3965
ZNF775	-0.420375
UCKL1	-0.410833333333333
C10orf97	-0.136
C1orf161	0.34375
ALDH1L1	-1.72975
FLJ39378	-1.20075
SLC23A1	-1.7655
RBM4B	-0.58225
THAP4	0.209833333333333
OGFRL1	-0.18525
KIAA0831	-0.036125
PPP1R15A	-1.18733333333333
C1orf96	-0.222214285714286
C12orf11	-2.32875
BMF	0.667625
MAN1A1	0.332125
KIAA1600	0.770833333333333
NLGN4X	-1.0385
ALOX12	-0.972166666666667
RB1CC1	1.7641
NEIL2	-0.677
EIF4E	-0.34052380952381
ABHD5	-0.26075
EXOC4	-0.0675
CIP29	-0.553333333333333
BATF2	-0.4935
SLC29A4	-1.07275
HTR4	0.557
EMB	1.81025
TRAF6	0.32725
LMNB1	-1.35625
FAM19A5	-1.419375
SHE	1.14975
PIK3C2B	1.02125
C15orf15	-0.9821
USP15	-0.166
TCEAL2	-0.68775
C5orf39	-2.22266666666667
PTGER2	3.59625
SLC31A1	-0.5099375
IFT172	0.403
ADAM29	0.49125
GFOD1	-0.87325
ST7L	1.121
C15orf26	-3.057
PKN3	-1.26725
CNTD1	3.26616666666667
COMMD1	-0.28375
NTRK2	1.16166666666667
FOXN3	-1.776875
MFGE8	-1.425
PFKFB2	1.3385
TAS2R4	0.453
ENTHD1	-0.364333333333333
PRMT5	-1.184625
MGC16384	-1.6945
LOC442229	-0.477
TSKU	2.7185
KRTCAP3	3.367125
PDLIM1	0.2722
KCNS2	0.35425
RNF126	-0.356666666666667
CEP63	0.845125
CLIC4	-2.6685
hCG_1990170	-0.793
ACR	0.5158
KLK7	-0.13875
ALOX5AP	2.588625
RIPK3	3.946
TAS2R9	-0.0055
C19orf18	0.884
BIRC6	0.322214285714286
ZNF16	1.535
RFT1	-0.518
SLC8A2	0.26325
TACC1	-1.284125
ITGAD	0.425
SAMHD1	0.96925
SH3PXD2B	0.2936
EPC2	-0.1245
C20orf85	0.465625
ATP13A2	1.142
KRT4	0.533875
CAPNS1	-0.0665
MDM2	0.09425
PCDH20	6.619
KCNK9	1.4315
OR2C1	0.1015
KLHDC3	-0.711333333333333
IPPK	1.473
EFHD2	-0.0725
GALR3	0.7825
NBEA	1.25683333333333
ABCA6	0.3448
CLDN3	1.86033333333333
AKT2	-0.448785714285714
EGFR	-3.7164
RBM16	-0.415875
ZDHHC3	-0.4761
SLC25A4	-3.9255
CYB5B	-1.4665
CPXM1	-1.3885
NDRG1	0.915769230769231
FLJ43826	0.3455
OR5L2	0.3195
FARP2	0.7369
MRPL46	-0.943916666666667
LDHAL6B	0.2765
MAPKAPK3	-0.572
NCAM2	-4.07725
PRKD2	0.0798333333333333
ZFP36L1	0.0337
CYSLTR1	1.46625
OR4C3	0.217
HIST1H2AJ	2.9535
CCNB2	-2.408
ZNF10	-0.456
TMEM175	0.4295
FAM134A	0.735666666666667
TIGD4	0.538
PCNP	-0.1235
MGC39715	0.27775
LQK1	-0.166
CREB1	0.0815
TMPRSS3	-2.31275
C4orf32	2.297625
LAT	-2.55316666666667
KCNA3	-0.809
SKIV2L2	-0.536
ROPN1B	-3.52275
tcag7.23	-0.4695
CDT1	-3.2275
ZHX2	1.027125
CD28	-2.76575
ZNF624	-0.27975
SEPT2	-0.277916666666667
SOHLH2	-2.193125
MCOLN3	-1.12725
UNQ1945	0.5665
MASP2	-1.2565
ZNRF3	1.043
GPATCH3	0.20575
AGL	1.402875
QRICH2	-0.012
PSD4	0.64
CCNB1IP1	-2.3465
ENPP7	0.05575
OBFC1	0.24625
KCNG3	-1.47175
C14orf79	0.7155
ENPEP	1.88183333333333
SCT	0.3055
SKI	0.6245
SEC61G	0.1275
CAPN11	-0.13
ATXN7L3	0.29975
DBNDD1	-0.209
FAIM	-0.3735
ANKRD36	-0.613
GABRP	-0.506
TACSTD2	2.15683333333333
EIF3J	-0.36275
PPP2R2A	-1.65425
TEKT4	-0.0401666666666667
PVALB	-4.18183333333333
F10	-3.24633333333333
FAM134C	1.5411
COMP	3.49975
EFCBP1	-2.5091875
SCLT1	-0.014125
TAL1	-1.4045
ACSL1	-1.09625
ABCC5	0.417333333333333
ABL1	-0.9335
RBBP7	0.7325
PTPRG	-1.656125
NCOR1	-2.8396
SPINK4	2.4095
TXNRD1	0.1068
TNRC15	1.21075
C9orf138	0.439125
UBE2H	1.32283333333333
BRDT	0.6455
C8orf31	-0.1865
CCNE2	-0.374181818181818
SLC6A8	-1.00675
CALCR	-3.07925
PPP1CB	-0.38925
ABHD8	0.4185
ARF5	0.115
SLC24A4	0.1585
CCT3	-0.11625
ZNF121	0.271
SLC3A2	0.038
OR13A1	0.299
SLC5A10	0.12525
RAD50	1.0005
IER5	0.36475
MTHFD1L	-3.19325
MBTPS2	0.44975
MVK	-0.468625
NCL	-0.461
PSMD10	0.43925
MOBP	0.300625
FLJ32894	-0.166
HRH1	-1.41966666666667
C5orf30	1.69925
NUDT16L1	1.2468
RASGRP3	3.3045
PRKRIP1	-0.4897
CCDC75	0.2735
LOC253970	0.234
KIAA1239	0.1905
MED21	0.18025
SYT11	-0.356916666666667
NTSR2	1.8895
EGFL11	-0.1465
CXorf59	-0.2985
OR2A25	0.4045
SPTBN2	-1.8265
LRMP	-1.58716666666667
RNF111	-0.024
PTH	0.564
LOC619208	-0.251166666666667
KIAA0895	1.59825
RANBP5	-1.25275
P2RY10	-0.196833333333333
NME5	4.93783333333333
DDX21	-0.791
LRSAM1	0.942
HDAC11	1.57216666666667
VMO1	1.79075
NOLA2	0.400166666666667
ADAR	0.710416666666667
MTO1	-1.08916666666667
SF4	0.0998333333333333
P2RX1	-0.507333333333333
HBM	-0.1105
EN2	1.0065
C14orf172	0.314
TM9SF2	0.5847
INHBE	-1.275
TCTE3	-0.225083333333333
TOX2	-3.8345
CTAGE3	0.488125
HBB	3.3613
MED15	-0.9775
CASR	0.64325
C6orf66	-0.6145
MTPN	0.4775
UNC50	0.558
C21orf33	0.18925
IRF2	0.58825
PGR	1.67533333333333
GPR84	2.958
CROCCL1	-2.18475
SRPX	-3.957
BRE	0.2205
FGF10	0.30025
SDC3	0.299666666666667
ZRSR1	0.794
DKFZP434P211	-0.474375
SOX6	0.475
RPUSD2	-0.467
C14orf173	-0.28425
MAPK11	-0.148833333333333
TBC1D22A	0.213
FAM123A	-0.6595
COL4A6	-2.88766666666667
TOMM70A	0.41075
NAB1	-2.130375
MGC16385	0.01725
TSPAN18	0.093
MED31	0.999
PLG	-0.372
CAPSL	2.885
ZNF532	-0.2986
ASB14	-0.2485
CA8	1.89375
NUDT16P	2.88116666666667
SLFN11	-2.7055
LRRIQ2	1.50925
NOL7	-0.6425
BRMS1L	-1.762375
JARID1A	0.221666666666667
PANK2	-0.84125
ICAM3	-0.88275
MDS1	-0.8485
TAF8	-0.27825
RNF139	2.1995
ZNF594	-0.830166666666667
ADAM8	3.131625
SFTPC	-0.402625
MAN2B2	1.6985
RGS12	0.4955
EIF1AY	-4.48775
LRRIQ1	0.043
GPR150	0.866
CCDC21	-0.463166666666667
PRRG3	0.77275
SAA4	-4.50025
RAPGEF5	1.98025
ZCCHC2	-0.270083333333333
MGC39372	-1.0505
PPP4R2	0.342
CDCA2	-2.13833333333333
OR4D5	0.391333333333333
PTGFRN	1.0978
SIGLEC5	1.341
C19orf61	0.0203333333333333
NMUR2	0.318
KIAA1586	-1.13166666666667
DAGLA	0.79
CHCHD6	0.207
GPR32	0.645
NEUROD6	0.0143333333333333
SLC2A4RG	-0.1999375
CA5B	-0.10675
FBXL3	0.4805
MPHOSPH9	-1.4935
HMG2L1	0.38375
HCN4	0.4115
CEACAM19	0.8845
SH2D4B	0.194166666666667
HFE2	-1.1855
TGM4	0.263166666666667
LYPD2	0.35875
TBC1D15	1.36225
MRPS21	-1.4642
NONO	-0.4233
CLEC5A	2.38875
ITCH	-0.0375
MGAT3	-1.674
MBP	-1.633375
RPP25	0.5235
SOSTDC1	-3.54875
HRC	-1.631
TRIM48	0.635
TMEM133	-0.0265
ECEL1P2	-1.3935
HOXC11	0.6185
DOK5	-1.97675
HELZ	0.00116666666666666
LOC348180	-0.491
MGC33894	0.4495
ADRB3	0.3645
DMD	-0.123
PTRH2	-0.11525
MPEG1	2.71166666666667
NDUFA12	0.666
KRTAP2-4	-0.153333333333333
STAMBPL1	-1.46216666666667
ADCY2	-1.54883333333333
UNQ6125	0.041
KLHL20	0.3185
SRM	-0.79525
OTC	0.14075
TMIE	0.00150000000000001
SNX8	0.03525
LIPK	0.5275
CHURC1	-0.1315
KLC2	0.0878333333333333
HDAC1	0.7695
FAM128A	1.51666666666667
FNDC3B	0.4611
MTCP1	0.3375
WFDC10B	1.614
PCDHGB3	0.1
ATRNL1	-2.6725
CAV2	-1.92875
MED26	0.194833333333333
DUS1L	0.70825
CHRM3	-0.806
NEK9	0.000249999999999997
WARS2	0.9625
TBX22	0.089
TOMM40	-0.44625
RP6-213H19.1	-0.354833333333333
TUBGCP5	-1.11925
IGSF6	4.57675
TPPP	2.59083333333333
UNQ6190	0.152
GSTM5	0.954375
BTD	0.5455
PDCD1LG2	-0.480833333333333
SNRPB2	-0.2615
ERICH1	-1.073875
APOA4	-1.644625
HOXA11	-2.411
NARG1	-0.698
MKX	-0.92675
RAB28	-0.442428571428571
PKP3	0.8005
SH3GL2	-1.35075
CTSO	1.30525
RPN2	1.16125
IL28RA	-0.629166666666667
SFMBT1	0.4505
WDR57	-0.561375
FER1L3	0.800916666666667
HSF5	0.0256666666666667
TTC9B	1.1895
C4BPA	-3.9645
ALB	-4.32242857142857
SORBS3	-0.528875
UPF2	0.057
JPH1	0.856
AGBL2	-0.43725
DOPEY1	0.9945
TERF1	0.918916666666667
KIF22	-0.675166666666667
NINJ1	1.866
SEC61A2	0.336166666666667
HIST1H1D	-0.831
SFXN4	0.682
UCP3	0.7371
ZNF703	0.451833333333333
MYL6B	-1.256
TREM1	2.019
OR52E6	1.1365
CKMT2	-0.70775
HLA-C	1.30275
SLC13A3	-2.4195
TIMP4	-3.56275
SLIT2	1.11775
RSF1	0.927055555555556
LONRF1	-2.20521428571429
MON1A	-0.329
CACNG6	-1.84883333333333
DPPA4	-5.07616666666667
ZSWIM3	-0.35425
ZNF804A	-0.084
CCIN	0.41575
SLC25A31	-0.542
KCNMB4	-2.30325
RABL5	0.44175
GALNS	-0.5072
STX6	1.068625
HIST1H1C	0.548666666666667
CIDEB	-0.512125
CASP4	0.469666666666667
PDK3	0.3572
KCNJ11	1.769
TPR	-0.153125
ZSCAN20	-0.2425
MTX2	-0.3585
HIST1H2BH	0.3555
LOC283767	-0.4695
LYRM7	-0.589
BRD3	-0.408
HIST1H2BO	0.33225
MAGEB10	0.5185
SLC45A1	2.4265
SERPINA3	3.2069
KIAA0143	2.04525
KCNJ16	-0.744166666666667
KRT79	-0.03225
FABP2	-0.78125
NUT	-0.38175
ZNF57	-0.6315
FBXL4	0.447375
CLEC9A	-0.565
UGT8	-1.61433333333333
BMP2K	-0.003
MAPK4	-3.76025
SLC25A23	-1.294
HINT1	0.5951
KRTAP13-1	0.351
SFXN5	0.0286
CHCHD2	0.705416666666667
FAM3D	1.4755
NDP	-3.598125
RHOBTB1	0.0221666666666667
SLC4A4	4.079
RPL38	0.22225
HTF9C	-0.380833333333333
AP2A2	0.113125
ZBTB46	-0.0115
MAP7D1	1.127125
AOX1	-2.95916666666667
CYR61	-1.68416666666667
DTNA	-1.40921428571429
JRKL	-2.3315
TMOD3	-0.3765
EEA1	0.2513
ADCK5	-0.135
IL1R1	1.646
KLK3	0.636142857142857
HRSP12	1.10975
KTN1	0.65625
LOH11CR2A	1.8142
RELL2	0.7555
MAB21L1	0.16175
C20orf59	-1.23483333333333
PHKB	-0.1765
ADAM2	-1.42383333333333
TBC1D8B	1.18116666666667
FAM13A1	-0.7391875
LAPTM4B	2.589
LCN8	0.1125
TMEM147	0.9585
SYT4	0.711666666666667
XPO7	-1.4605
C9orf62	1.0515
GPR75	0.3015
TRIM5	0.878125
APOC1	-0.963333333333333
RNASE4	-0.943666666666667
PARD6B	-0.693875
ARID1A	0.564833333333333
TPD52L3	-0.0259
RRAGB	2.19933333333333
RCN2	-1.03883333333333
HIST2H2BE	0.84425
STARD7	-0.29675
SHMT2	-1.0625
KIAA1751	0.855666666666667
MLYCD	0.457875
LOC162632	-0.2849
UQCRH	-0.44375
RP11-217H1.1	1.7684375
SDHA	-0.473166666666667
NCLN	-0.1259
ZNF17	0.6095
RCBTB2	-2.2135
VEGFB	-0.1147
RP4-747L4.3	-0.18725
COLQ	-0.5279
MPN2	-0.566833333333333
DRG2	0.3565
KLRB1	1.78425
ALPK2	-4.002
DNASE2B	1.273
FLJ23834	2.91683333333333
AXUD1	0.346166666666667
SAFB	-0.103
NSUN4	0.29875
RFX2	0.196166666666667
MAPK8IP1	-0.144
FANCD2	-1.54328571428571
ANKZF1	-1.86066666666667
C19orf50	-0.073625
DUSP8	-0.1425
SENP5	0.734375
NFKBIL2	-0.14875
LBR	-0.948375
IGFL1	0.794
LZTS2	0.15625
IL2RG	-1.42525
CCDC51	-0.1385
KLF3	-0.422375
ANKRD37	-1.11325
KCTD14	-2.68916666666667
FZR1	0.43975
SLC44A4	3.6209
ESPL1	-0.4945
GMPR2	-0.0904
TBC1D19	-0.242166666666667
ERGIC1	0.793740740740741
ERBB4	3.6678
TSPAN32	-0.3435
MAP4	-0.849
GPHN	-0.36825
SLC6A2	0.12675
HIVEP1	-0.36675
DFFB	-0.1355
EIF4EBP2	-0.011
DMRT1	-0.16025
HSPB6	-0.203
IER2	-0.838333333333333
AIFM1	1.2555
WWC2	-0.177666666666667
MRPL4	-0.71275
FLJ21062	1.38516666666667
EPB41L4A	1.76716666666667
SH2D6	0.31875
TAF4B	-2.0855
GAL3ST3	0.0035
MALT1	-1.158
RTDR1	0.841
ARVCF	-0.228375
MEX3B	-1.48783333333333
FBXO16	0.723
KIF7	-2.904
C1QC	3.874
ZNF783	-0.371166666666667
ZNF85	-0.00025
MMP13	2.7475
KIAA0329	0.251625
RTP3	-1.062
ZBED3	-1.638
CLGN	1.27325
SLC25A37	-2.53216666666667
hCG_18290	-0.878
OR5AS1	-0.00800000000000001
SMARCC2	0.62325
FAM109A	-0.3455
CCDC12	-0.206
USF2	0.827
DEPDC7	-3.5565
C20orf24	-0.195166666666667
JMJD3	0.9795
DSP	-1.64421428571429
SLIC1	0.31875
FAM20A	-1.0325
IRF2BP2	0.50025
ZNF230	0.429
MSN	-0.633071428571428
SLC9A5	-1
EPDR1	-2.4146
MUSK	0.517
ZNF434	1.119
