Hybridization REF	TCGA-BH-A0W7-01A-11R-A115-07
PDZD3	-0.00410000000000001
C9orf16	-0.61
ERBB2IP	0.434833333333333
EMX2	3.29625
FUS	-0.27825
TF	-3.6952
CLCN4	0.0685
CXorf56	0.454
C11orf72	0.21825
ELAC2	-0.663333333333333
NPR1	-1.0895
ASS1	-1.73516666666667
USP42	0.707375
POLR2J	-1.922
SEC23IP	1.03166666666667
UQCRC1	-0.706
LOC729603	-0.65625
C1orf71	-0.128
POLG	-1.5175
ADAM23	-2.9535
TFR2	-0.98025
RICTOR	-0.8887
MGC39606	1.44475
C19orf55	-0.275
SNAPC1	-0.1325
GNA11	0.1965
CCDC52	0.309
FSIP1	3.591
UPF3A	-0.39975
IGSF11	-1.984
LAGE3	-0.14325
CHST6	-0.573
UNC13B	-0.043375
TTLL4	-1.206125
ZNF687	0.384875
SDC2	0.329
COX7A2	-0.871
LAMB4	0.44425
FAM24A	0.6955
LRRTM3	-0.614166666666667
GPHB5	0.16925
OR4C13	0.531
EIF3EIP	-0.801928571428571
HABP4	-0.6615
TMEM125	3.5745
CNTN2	0.167375
ASNSD1	-0.05
FUT4	0.251875
ACF	-3.63825
LOC158381	0.58
CDH8	0.424
AGPS	0.223333333333333
C4orf18	3.649
PECI	-0.910666666666667
UNG	-0.998625
GSTP1	-1.5785
DCUN1D5	-0.838
DKFZP564J0863	-0.4325
SLC9A3R1	1.150625
BCDO2	-0.041375
CHMP7	0.00725
REM2	0.7305
DNHD1	-0.465875
FKBP4	-0.340125
ZNF350	2.65575
MGC11102	-0.44575
BST1	2.02025
KISS1R	-0.875
NCR2	0.098
DEFB125	-0.492
UBE2W	1.06025
KRT15	0.515125
C10orf99	-0.029
SCN11A	0.072375
GFI1	-0.7735
RDHE2	4.06166666666667
FHL1	-0.4575
OSGEP	0.0651666666666667
GATA1	-3.40533333333333
SMC6	-0.699
TTTY14	-1.18275
LPIN3	0.03975
RPL4	-0.5235
RBPMS	0.2826
PRPF3	-0.306166666666667
EMR1	-1.671
SPATA19	0.05425
XCR1	-0.0195
IRX3	0.2892
RBM6	-1.01675
KLF4	-0.1344
UNC5CL	-1.35425
SEBOX	0.0905
BTK	-0.1555
KRCC1	0.7425
C6orf27	-0.148
SYTL5	-0.2405
PRND	3.49425
LOC653319	-1.2205
PIGL	-0.429625
HUS1	-0.0216666666666667
SFRS6	0.258833333333333
C17orf77	0.6235
UIMC1	-0.245833333333333
FXYD2	-1.7311
LOC283152	0.98625
ZNF667	1.047
ZCCHC12	-0.15175
TFEC	4.8402
ATP7B	1.41366666666667
POLD2	-1.1455
RG9MTD1	-0.0855
ACOT2	0.507666666666667
HIST1H4I	-0.526
PPARGC1A	-1.32
ETFA	-0.6913
POLRMT	-0.9915
ZNF146	0.1425
MIA2	-1.3635
KLHL6	0.851333333333333
HOXB5	-0.624125
NENF	0.307666666666667
CUGBP1	-0.6635
PRSS22	1.601
CASC4	1.6943
CUL4B	-0.117
CENPJ	-1.0359
PITX1	0.5695
FLJ31033	2.12916666666667
CELSR3	-0.745333333333333
ZNF568	1.641
ITSN1	-0.0024166666666667
EHBP1L1	-1.1665
C19orf2	-0.76
DCTN1	-0.604
LIN28B	-3.98016666666667
TNKS2	0.52475
C1QBP	-1.53625
CADPS2	0.944
SRMS	0.2025
GJA9	0.242333333333333
MGC24975	-0.756166666666667
TRIM45	-0.6665
TSP50	0.08175
TCP1	-0.73825
TMED7	0.9299
CMA1	2.066
CENPL	-0.880666666666667
PTCRA	0.638
FST	-2.70925
VWCE	-3.58725
PAWR	0.67275
ABCC12	1.28466666666667
LDLR	-0.7268
ASTN2	0.8098
LOC441212	-0.59975
GPATCH8	-0.04025
TANC2	-0.0864166666666667
KIF4A	-2.026
C18orf18	-0.189
PGM1	-0.927
KIAA0258	0.2525
CPD	0.056125
SNCAIP	-0.318
DCT	-4.319
HLA-DOA	3.30504545454546
OR11L1	0.207
UPK1B	0.115666666666667
DNAJB4	0.344125
UGT1A8	-0.4295
HIST1H4L	-1.233
PECR	-1.2645
HSPA2	2.62675
WFIKKN1	-0.218
SERP1	0.90275
SYDE2	1.51275
TACR2	0.063
NUP85	-0.716
CD177	-0.177
LGR5	-1.8585
PIGG	0.30175
PTHR1	-0.951833333333333
RAB5A	0.5752
FLJ13224	0.1855
USP9Y	-1.72533333333333
C7orf53	-1.3115
LRP1B	5.44475
XAF1	3.1177
ABCG8	-0.969
ANKDD1A	-0.1865
DAND5	-1.791
SPAG6	0.3095
LINCR	2.8685
ZDHHC22	0.01325
CCDC60	0.2115
THOC7	-0.883833333333333
TCTA	1.0688
OR8K3	0.34675
NY-REN-7	-0.34125
B2M	1.7615
C6orf141	-0.5265
LPPR4	2.34425
SQLE	-0.13675
SEPHS1	-0.4235
BTBD14B	-0.221
PLRG1	-0.07025
SPG7	-1.7445625
ZNF614	0.680333333333333
PARD6G	0.512833333333333
INPP5B	-0.6147
GRPEL2	-0.144375
PPID	-0.867
TRIM56	0.8265
UBE2J1	-0.189
IL20RA	5.15125
LOC387856	0.43625
C1orf107	0.291
UTS2R	-1.338
C19orf22	-0.29725
SAFB2	-0.232
KIAA0652	-0.578125
KLRG1	1.15216666666667
MS4A8B	3.505
FRAG1	0.38525
KIAA1546	0.72025
E2F4	-1.5611
CLEC4M	-0.166833333333333
BTBD14A	-1.32975
KIAA0999	0.7866
GYPA	-3.70216666666667
TAC1	2.0815
TRAIP	-1.17266666666667
KIAA0232	1.3342
ERCC8	0.161375
GPX4	0.056
KIAA0368	0.340375
GPR157	-1.74883333333333
CTAGE4	1.654
C9orf30	-1.3375
OR52A1	0.0555
HSP90B3P	-0.158
ALG9	-0.353
BTBD10	0.60925
SDK2	-0.14825
BAIAP3	1.41225
RABGGTB	-0.496625
ANKRD40	-0.440166666666667
KRT74	0.647
CALCOCO2	0.433357142857143
SNCA	-3.05725
TMSL8	-2.560875
C2orf53	-0.1905
ESRRB	-0.389
ARHGAP26	-0.682125
TDRD9	-2.7575
HRAS	0.0176666666666667
KLRC4	-0.9155
JAGN1	-0.2335
BSDC1	-0.19875
RNF43	0.3477
NDUFAF1	0.1765
PHF12	0.57025
OR1L3	0.27275
FOLR2	1.8085
LYZL6	0.2305
tcag7.1260	-1.5735
WSB1	-1.06133333333333
PROS1	0.0838
OSTN	0.4465
PSMB8	1.54
SOCS4	0.09925
DDIT4L	2.804
MAS1	-0.674
MGC34796	0.34725
CSHL1	0.2345
TBCCD1	-0.288333333333333
ZBTB7C	-0.4635
AP2S1	0.117
P15RS	-0.1671
VAT1	-1.1655
SHANK3	0.299833333333333
TUFM	-0.826
THEG	-0.419
KRT34	-1.33275
SGSM3	-0.699375
TOMM22	-0.991125
SOCS3	1.19933333333333
CPO	0.0725
POP4	0.34525
BHLHB3	1.7755
MALL	1.1625
OR1B1	0.5465
PARK2	0.2555
GPR124	0.716125
LCE1E	0.8805
RUVBL2	-0.67125
CGRRF1	1.4005
ACPL2	0.0915
WNT10B	-1.1825
BAIAP2L2	-2.43025
ISCA1	0.0635
C1orf125	1.379125
RPAP1	-0.8505
RAI16	-0.0478333333333333
RPL27	-0.895875
NLRP9	0.406
EPN1	0.4135
LOC388610	-2.060375
SLC35A1	0.3248
GAL	-4.14675
SLC14A2	0.14275
RDH11	-0.0536666666666667
FAM138F	-0.203
AUH	-0.08675
FLJ40243	0.54875
C14orf129	1.1825
MBD2	-0.2385
ABHD14B	-0.062125
PIGT	0.9555
ALS2CR4	0.241
ALAS1	-0.0264
FOXO1	1.5865
CRLF3	-0.264375
C20orf107	0.073
FARS2	0.0435
CCDC28A	0.40975
NPHP3	-0.56925
OR13F1	0.165
TSEN54	-1.097
DEFB106B	0.0387
OR8B4	1.1765
STH	0.4345
ZC3H14	-0.135875
CBX2	-0.1035
TMEM49	-0.99375
C6orf21	0.435
FLJ20920	0.37325
CRTAP	0.163857142857143
DDX50	-0.14725
STYXL1	0.0025
BLVRB	0.356833333333333
LOC147650	-1.1765
MMP24	0.38025
GRID1	2.26133333333333
BANF1	-0.739333333333333
CTAGEP	0.548
HMBS	-1.7295
SLC25A24	0.605166666666667
C14orf50	1.99525
MRO	1.37683333333333
SLC25A15	-1.198
FAM84B	1.4237
TDP1	0.1465
C16orf78	-0.137
C11orf57	0.51875
RFK	-0.54875
ZFYVE9	-1.049125
STCH	0.1047
WIBG	0.155
LOC283871	-0.803166666666667
GBA2	-0.9153
NDUFB3	-0.117
HSD17B13	-0.371
GRIN3A	1.48766666666667
FMNL1	-0.3525
SEPT7	0.1076
GNLY	3.6595
GRAMD1C	0.968166666666667
ZNF165	0.90225
USP38	1.0065
FAM83A	-2.46933333333333
C14orf24	0.959166666666667
ARMCX3	1.549625
ARHGDIB	1.1075
AK1	-0.231
KIAA1045	0.25925
DNAJB13	0.460833333333333
NEU2	0.7465
HIST1H4B	-0.732166666666667
FAM20B	-0.3226
HES2	1.39214285714286
FAM73B	-0.7258
LOC388381	0.0525
INTS7	-0.522818181818182
AMPH	1.49025
ZNF775	-1.311
UCKL1	-0.535
C10orf97	0.45275
C1orf161	0.15675
ALDH1L1	-0.664
FLJ39378	-0.203125
SLC23A1	-0.7595
RBM4B	0.156
THAP4	-0.0938333333333333
OGFRL1	-0.2085
KIAA0831	0.504625
PPP1R15A	0.2695
C1orf96	-0.504571428571429
C12orf11	-1.30275
BMF	0.27475
MAN1A1	0.11475
KIAA1600	1.03683333333333
NLGN4X	-0.5695
ALOX12	-0.987166666666667
RB1CC1	-0.1111
NEIL2	0.1435
EIF4E	-0.0721363636363637
ABHD5	-0.51
EXOC4	-1.06766666666667
CIP29	-0.406333333333333
BATF2	1.92325
SLC29A4	-0.528125
HTR4	0.778
EMB	-0.08
TRAF6	1.04325
LMNB1	-2.255
FAM19A5	0.0945
SHE	2.227
PIK3C2B	1.0205
C15orf15	-0.6344
USP15	0.2525
TCEAL2	1.644
C5orf39	0.0546666666666667
PTGER2	1.04125
SLC31A1	0.1948125
IFT172	1.1045
ADAM29	0.09125
GFOD1	1.065
ST7L	0.916333333333333
C15orf26	-2.93725
PKN3	-1.79775
CNTD1	2.118
COMMD1	0.69425
NTRK2	2.44558333333333
FOXN3	0.574
MFGE8	-0.307
PFKFB2	0.2905
TAS2R4	-0.41125
ENTHD1	2.45633333333333
PRMT5	-0.648875
MGC16384	-1.532625
LOC442229	-0.35075
TSKU	-0.0545
KRTCAP3	1.410125
PDLIM1	0.4731
KCNS2	0.493
RNF126	-0.609166666666667
CEP63	0.6055
CLIC4	0.351375
hCG_1990170	0.75725
ACR	0.472
KLK7	1.965
ALOX5AP	3.449375
RIPK3	3.778
TAS2R9	0.398
C19orf18	3.0825
BIRC6	-0.0102142857142857
ZNF16	1.2955
RFT1	-0.304
SLC8A2	-0.30075
TACC1	0.732625
ITGAD	1.848
SAMHD1	1.66
SH3PXD2B	1.0424
EPC2	0.9275
C20orf85	5.270625
ATP13A2	0.436833333333333
KRT4	1.79325
CAPNS1	-0.21
MDM2	-0.1645
PCDH20	0.628
KCNK9	0.472
OR2C1	0.459
KLHDC3	-1.4945
IPPK	0.2675
EFHD2	0.0285
GALR3	-1.4555
NBEA	1.71433333333333
ABCA6	3.6303
CLDN3	2.30466666666667
AKT2	-0.632857142857143
EGFR	-1.0379
RBM16	0.95375
ZDHHC3	0.3094
SLC25A4	-0.0588333333333333
CYB5B	-0.984833333333333
CPXM1	0.4495
NDRG1	-1.97184615384615
FLJ43826	1.03675
OR5L2	0.087
FARP2	-0.1234
MRPL46	-0.694416666666667
LDHAL6B	0.0403333333333334
MAPKAPK3	-0.830333333333333
NCAM2	2.20075
PRKD2	-0.123
ZFP36L1	1.7264
CYSLTR1	-0.00275
OR4C3	0.3585
HIST1H2AJ	0.9515
CCNB2	-2.11533333333333
ZNF10	0.586125
TMEM175	-0.2935
FAM134A	0.221333333333333
TIGD4	0.316
PCNP	-0.193
MGC39715	0.13425
LQK1	-2.537
CREB1	1.4359
TMPRSS3	0.89
C4orf32	1.744375
LAT	-0.417916666666667
KCNA3	0.75
SKIV2L2	-0.13
ROPN1B	0.30675
tcag7.23	0.388
CDT1	-2.748625
ZHX2	1.143125
CD28	-1.05825
ZNF624	2.245
SEPT2	0.346083333333333
SOHLH2	-1.78125
MCOLN3	0.4145
UNQ1945	-0.2445
MASP2	-1.039
ZNRF3	-0.4527
GPATCH3	-0.62375
AGL	1.778375
QRICH2	-0.072
PSD4	0.927833333333333
CCNB1IP1	-1.5695
ENPP7	0.0885
OBFC1	0.28025
KCNG3	-1.6455
C14orf79	0.82725
ENPEP	1.82466666666667
SCT	1.9155
SKI	0.138
SEC61G	0.01625
CAPN11	-0.1975
ATXN7L3	-0.99025
DBNDD1	-0.758833333333333
FAIM	0.7
ANKRD36	-0.665
GABRP	2.19483333333333
TACSTD2	2.34233333333333
EIF3J	-0.685
PPP2R2A	0.09525
TEKT4	0.71
PVALB	-2.44033333333333
F10	-2.302
FAM134C	0.1712
COMP	4.668875
EFCBP1	-2.48675
SCLT1	1.175
TAL1	-1.1326
ACSL1	1.272
ABCC5	0.494166666666667
ABL1	-0.680388888888889
RBBP7	0.136916666666667
PTPRG	-0.119125
NCOR1	0.5614
SPINK4	-0.691333333333333
TXNRD1	-0.6285
TNRC15	0.738875
C9orf138	1.3395
UBE2H	0.302166666666667
BRDT	0.1975
C8orf31	-0.00925
CCNE2	-0.753
SLC6A8	-2.29675
CALCR	-3.36
PPP1CB	-0.014
ABHD8	-0.7415
ARF5	-0.9366
SLC24A4	0.96325
CCT3	-0.778
ZNF121	0.988375
SLC3A2	-1.6516
OR13A1	0.1335
SLC5A10	-0.591
RAD50	-0.10675
IER5	-0.831125
MTHFD1L	-1.686
MBTPS2	0.34875
MVK	-0.715875
NCL	-0.3062
PSMD10	0.378
MOBP	0.1755
FLJ32894	1.312
HRH1	-0.631666666666667
C5orf30	1.75275
NUDT16L1	0.8201
RASGRP3	4.186
PRKRIP1	-0.8467
CCDC75	0.14875
LOC253970	0.51375
KIAA1239	0.7705
MED21	-0.10725
SYT11	0.7825
NTSR2	-0.1605
EGFL11	-0.317
CXorf59	1.8995
OR2A25	0.27175
SPTBN2	-0.98
LRMP	-0.206833333333333
RNF111	0.22425
PTH	0.573
LOC619208	0.940333333333333
KIAA0895	1.2455
RANBP5	-1.759125
P2RY10	2.9975
NME5	5.22633333333333
DDX21	-1.07575
LRSAM1	-0.194
HDAC11	0.7325
VMO1	1.8305
NOLA2	-0.0951666666666667
ADAR	0.9465
MTO1	-0.667666666666667
SF4	-0.153
P2RX1	0.175166666666667
HBM	0.22875
EN2	-1.458
C14orf172	-0.13425
TM9SF2	0.0669
INHBE	-0.687166666666667
TCTE3	-0.01675
TOX2	-1.8265
CTAGE3	0.720375
HBB	3.7004
MED15	-1.17033333333333
CASR	0.97325
C6orf66	-1.433
MTPN	-0.644625
UNC50	0.37825
C21orf33	-0.483
IRF2	1.031125
PGR	0.834
GPR84	2.66525
CROCCL1	-1.493
SRPX	-1.271
BRE	0.0988333333333333
FGF10	2.37625
SDC3	-0.827666666666667
ZRSR1	0.486666666666667
DKFZP434P211	-0.71975
SOX6	-0.912
RPUSD2	-0.268
C14orf173	0.23475
MAPK11	-0.16
TBC1D22A	-0.308
FAM123A	0.0505
COL4A6	-1.75533333333333
TOMM70A	-0.13
NAB1	-0.100625
MGC16385	-0.332875
TSPAN18	0.219
MED31	0.42275
PLG	-0.046
CAPSL	5.8725
ZNF532	1.3492
ASB14	0.07225
CA8	-0.8105
NUDT16P	1.3495
SLFN11	0.004
LRRIQ2	0.267
NOL7	0.0801666666666667
BRMS1L	0.039625
JARID1A	0.276333333333333
PANK2	0.59425
ICAM3	-0.14475
MDS1	-0.668
TAF8	-0.451
RNF139	1.29225
ZNF594	-0.011
ADAM8	2.758625
SFTPC	-0.158125
MAN2B2	0.852375
RGS12	0.4370625
EIF1AY	-4.86441666666667
LRRIQ1	1.188
GPR150	-1.586
CCDC21	-1.3465
PRRG3	0.52175
SAA4	-2.84675
RAPGEF5	0.39775
ZCCHC2	0.845333333333333
MGC39372	1.1725
PPP4R2	0.465
CDCA2	-1.47283333333333
OR4D5	0.443833333333333
PTGFRN	0.9532
SIGLEC5	2.6065
C19orf61	-0.794
NMUR2	0.2035
KIAA1586	0.0538333333333333
DAGLA	0.4375
CHCHD6	-0.65025
GPR32	1.308
NEUROD6	0.0443333333333333
SLC2A4RG	0.7873125
CA5B	0.504
FBXL3	1.64475
MPHOSPH9	-1.17875
HMG2L1	0.2225
HCN4	-1.25383333333333
CEACAM19	-0.33025
SH2D4B	0.3895
HFE2	-0.629
TGM4	-0.051
LYPD2	-0.20125
TBC1D15	-0.0535
MRPS21	-0.3149
NONO	-0.7528
CLEC5A	2.457125
ITCH	0.2351
MGAT3	-0.657333333333333
MBP	-0.10075
RPP25	-1.6675
SOSTDC1	-0.39225
HRC	-1.64425
TRIM48	0.1045
TMEM133	0.85
ECEL1P2	-1.68275
HOXC11	0.1905
DOK5	0.50675
HELZ	0.2145
LOC348180	-1.582
MGC33894	0.392
ADRB3	0.1835
DMD	-0.2305
PTRH2	-0.34025
MPEG1	3.109
NDUFA12	0.106833333333333
KRTAP2-4	0.00991666666666667
STAMBPL1	-0.615166666666667
ADCY2	1.3905
UNQ6125	0.3685
KLHL20	0.215166666666667
SRM	-1.52
OTC	0.053
TMIE	0.173166666666667
SNX8	-0.17625
LIPK	-0.5455
CHURC1	0.623833333333333
KLC2	-0.0861666666666667
HDAC1	-1.1505
FAM128A	0.0603333333333333
FNDC3B	0.0194
MTCP1	-0.167333333333333
WFDC10B	0.0161
PCDHGB3	0.8365
ATRNL1	-0.2498
CAV2	0.2275
MED26	0.403833333333333
DUS1L	-0.779
CHRM3	-1.9275
NEK9	0.54825
WARS2	0.1585
TBX22	0.8795
TOMM40	-1.2105
RP6-213H19.1	-1.18066666666667
TUBGCP5	-0.30025
IGSF6	5.13425
TPPP	0.933333333333333
UNQ6190	0.055
GSTM5	2.412375
BTD	0.667833333333333
PDCD1LG2	1.29033333333333
SNRPB2	0.111833333333333
ERICH1	0.343125
APOA4	-1.4615
HOXA11	-1.413
NARG1	-0.458125
MKX	1.97125
RAB28	-0.358571428571429
PKP3	0.65425
SH3GL2	-0.9755
CTSO	4.11475
RPN2	0.2190625
IL28RA	0.177166666666667
SFMBT1	0.722
WDR57	-1.01875
FER1L3	1.51316666666667
HSF5	0.3905
TTC9B	0.076
C4BPA	-3.62
ALB	-5.25971428571429
SORBS3	0.99325
UPF2	0.4845
JPH1	-0.2055
AGBL2	1.89675
DOPEY1	1.149
TERF1	0.562833333333333
KIF22	-0.618666666666667
NINJ1	0.74975
SEC61A2	-0.121416666666667
HIST1H1D	0.530333333333333
SFXN4	-0.613875
UCP3	-0.0554
ZNF703	0.3435
MYL6B	-0.611
TREM1	2.58475
OR52E6	0.472
CKMT2	1.91275
HLA-C	2.47575
SLC13A3	-1.67166666666667
TIMP4	-1.34325
SLIT2	2.73225
RSF1	0.340888888888889
LONRF1	-0.348071428571429
MON1A	-0.205166666666667
CACNG6	0.832833333333333
DPPA4	-5.66133333333333
ZSWIM3	0.53975
ZNF804A	0.535166666666667
CCIN	2.2245
SLC25A31	0.5825
KCNMB4	0.15525
RABL5	0.59775
GALNS	-0.6637
STX6	0.33375
HIST1H1C	2.058
CIDEB	0.753875
CASP4	0.6255
PDK3	-0.5005
KCNJ11	0.767
TPR	-0.299125
ZSCAN20	0.002
MTX2	-0.33675
HIST1H2BH	1.8195
LOC283767	2.15775
LYRM7	-0.68
BRD3	-0.1645
HIST1H2BO	1.515
MAGEB10	0.706
SLC45A1	-0.04825
SERPINA3	1.9979
KIAA0143	1.65375
KCNJ16	1.02333333333333
KRT79	0.1525
FABP2	-0.676333333333333
NUT	-0.2005
ZNF57	0.30575
FBXL4	-0.284875
CLEC9A	1.704
UGT8	-1.06016666666667
BMP2K	1.04475
MAPK4	-3.5805
SLC25A23	-0.528
HINT1	0.1023
KRTAP13-1	0.457
SFXN5	-0.1523
CHCHD2	0.0751666666666667
FAM3D	0.744
NDP	-3.101
RHOBTB1	0.2645
SLC4A4	1.945125
RPL38	0.18
HTF9C	-1.04883333333333
AP2A2	0.135125
ZBTB46	-0.664
MAP7D1	-0.461
AOX1	0.071
CYR61	1.40825
DTNA	-0.594428571428571
JRKL	-0.1
TMOD3	0.089
EEA1	0.1859
ADCK5	-0.19025
IL1R1	1.71033333333333
KLK3	-0.0790714285714286
HRSP12	-0.34025
KTN1	0.83075
LOH11CR2A	2.0256
RELL2	-1.62225
MAB21L1	1.64725
C20orf59	-0.883666666666667
PHKB	-0.683
ADAM2	-1.12916666666667
TBC1D8B	2.08766666666667
FAM13A1	-0.997625
LAPTM4B	-0.0600833333333333
LCN8	0.128
TMEM147	0.189
SYT4	0.366833333333333
XPO7	-0.5395
C9orf62	-1.8875
GPR75	-0.028
TRIM5	1.043625
APOC1	0.0553333333333333
RNASE4	0.580666666666667
PARD6B	-1.868
ARID1A	-0.0239166666666667
TPD52L3	0.1801
RRAGB	0.555666666666667
RCN2	-0.329833333333333
HIST2H2BE	1.0859375
STARD7	-0.7065
SHMT2	-1.7905
KIAA1751	-0.321833333333333
MLYCD	-0.42375
LOC162632	-0.9164
UQCRH	-1.401
RP11-217H1.1	0.600375
SDHA	-1.33316666666667
NCLN	-0.6653
ZNF17	0.922
RCBTB2	-1.04725
VEGFB	-0.2012
RP4-747L4.3	0.255
COLQ	0.3039
MPN2	-0.822833333333333
DRG2	-1.02225
KLRB1	6.0355
ALPK2	-1.3895
DNASE2B	1.70925
FLJ23834	2.6805
AXUD1	0.629
SAFB	-0.5763
NSUN4	-0.54825
RFX2	1.45866666666667
MAPK8IP1	-0.303666666666667
FANCD2	-0.961
ANKZF1	-1.85733333333333
C19orf50	-0.4875
DUSP8	0.68475
SENP5	-0.154625
NFKBIL2	-0.84325
LBR	-1.605375
IGFL1	2.279
LZTS2	0.152875
IL2RG	0.803
CCDC51	-0.07725
KLF3	0.83925
ANKRD37	-0.4135
KCTD14	-0.0393333333333333
FZR1	-0.2905
SLC44A4	3.554
ESPL1	-1.108375
GMPR2	0.0605
TBC1D19	-0.0313333333333333
ERGIC1	0.840814814814815
ERBB4	3.5768
TSPAN32	0.522
MAP4	-0.334
GPHN	-0.11475
SLC6A2	0.0905
HIVEP1	1.47725
DFFB	-0.6771
EIF4EBP2	0.3865
DMRT1	-0.53275
HSPB6	0.01025
IER2	0.485
AIFM1	-0.46475
WWC2	0.757833333333333
MRPL4	-1.28525
FLJ21062	1.641
EPB41L4A	2.19641666666667
SH2D6	0.28925
TAF4B	-0.83525
GAL3ST3	-0.086
MALT1	-0.201
RTDR1	1.36675
ARVCF	-0.273875
MEX3B	0.363666666666667
FBXO16	2.6615
KIF7	-1.226
C1QC	4.02933333333333
ZNF783	-0.443166666666667
ZNF85	0.944
MMP13	4.832
KIAA0329	0.5385
RTP3	-0.0315
ZBED3	0.52775
CLGN	0.84025
SLC25A37	-1.48125
hCG_18290	-0.0605
OR5AS1	0.2255
SMARCC2	-0.616166666666667
FAM109A	-0.463666666666667
CCDC12	-0.01725
USF2	-0.2604
DEPDC7	-0.46575
C20orf24	-0.55
JMJD3	0.4375
DSP	1.69064285714286
SLIC1	0.638625
FAM20A	1.59275
IRF2BP2	-0.13475
ZNF230	0.7395
MSN	-0.563571428571429
SLC9A5	-1.9225
EPDR1	-1.3757
MUSK	-0.099
ZNF434	1.004
SMARCD1	-0.556
ZFP106	-0.26875
ZNF347	0.8578
GTF2E1	0.3505
RY1	-0.419666666666667
ATAD2B	0.095
ARHGAP17	0.2263
