Hybridization REF	TCGA-AV-A03E-20A-01R-A115-07
PLIN	-0.156333333333333
LOC90826	0.54775
RNF4	-0.7616
F8A1	-0.823666666666667
PLEKHG4	-0.2135
GRB2	-0.2296
HIST1H2AD	-1.63525
DUS3L	-0.443166666666667
EIF1	-0.592333333333333
RP5-1077B9.4	0.189333333333333
FPGT	1.48825
GDF10	-2.7865
COQ9	0.87475
GCC2	-0.0776428571428571
RARRES3	1.014375
PLXNA1	0.6461
KIAA0100	0.6585
PMF1	-0.18825
FNDC1	0.067
HS2ST1	-1.88475
CRELD2	1.13825
C8G	-1.45
CD82	0.93025
LIM2	-1.014
UNQ6490	-0.114
MMP16	0.84225
DRD3	0.44875
C5orf26	-1.77925
C11orf73	-1.426375
PTP4A2	-0.701125
OR4M2	0.4625
HPCA	0.658666666666667
SEC14L1	-0.8885
CHFR	-3.747375
EMILIN1	-0.72225
NDUFS4	-0.4655
COL18A1	-2.691375
PDZD3	0.473
C9orf16	1.17166666666667
ERBB2IP	-0.671333333333333
EMX2	0.45425
FUS	-0.287
TF	-4.049
CLCN4	1.66533333333333
CXorf56	-1.059
C11orf72	0.5275
ELAC2	-0.0351666666666667
NPR1	-2.23275
ASS1	-0.0565
USP42	-0.507
POLR2J	0.444
SEC23IP	0.1195
UQCRC1	1.3355
LOC729603	-0.4365
C1orf71	-1.641875
POLG	-1.661
ADAM23	-0.13625
TFR2	-0.01075
RICTOR	-0.2785
MGC39606	-0.27525
C19orf55	0.18375
SNAPC1	0.592833333333333
GNA11	0.51825
CCDC52	-0.0916666666666667
FSIP1	1.508
UPF3A	1.24475
IGSF11	-1.70066666666667
LAGE3	-0.72325
CHST6	-1.487
UNC13B	-0.09075
TTLL4	-0.79325
ZNF687	0.1905
SDC2	-1.8093
COX7A2	-0.5315
LAMB4	-0.4815
FAM24A	-1.1875
LRRTM3	-0.9648
GPHB5	0.453
OR4C13	0.304
EIF3EIP	0.739142857142857
HABP4	1.6935
TMEM125	-3.6135
CNTN2	-0.248
ASNSD1	-0.15675
FUT4	-0.92725
ACF	-2.41525
LOC158381	-0.908
CDH8	0.249333333333333
AGPS	-0.342166666666667
C4orf18	-3.1915
PECI	-0.847083333333333
UNG	-0.340375
GSTP1	-0.20875
DCUN1D5	-2.379
DKFZP564J0863	-0.06525
SLC9A3R1	-1.834375
BCDO2	0.630625
CHMP7	0.326875
REM2	0.904
DNHD1	0.833625
FKBP4	-1.114125
ZNF350	-1.6115
MGC11102	0.546375
BST1	-0.15925
KISS1R	0.282
NCR2	-1.311
DEFB125	-0.246
UBE2W	-0.309
KRT15	-1.89275
C10orf99	1.0675
SCN11A	0.4945
GFI1	-3.265
RDHE2	-1.3452
FHL1	-0.7295
OSGEP	-0.308333333333333
GATA1	-3.086
SMC6	0.056
TTTY14	-0.59925
LPIN3	0.30575
RPL4	0.7495
RBPMS	0.309
PRPF3	0.28
EMR1	0.063
SPATA19	0.3865
XCR1	1.0895
IRX3	0.6492
RBM6	0.555
KLF4	-0.7391
UNC5CL	-2.1115
SEBOX	0.3985
BTK	-3.21275
KRCC1	1.07525
C6orf27	0.746
SYTL5	-1.2425
PRND	0.28
LOC653319	0.6085
PIGL	0.387
HUS1	0.173333333333333
SFRS6	1.32633333333333
C17orf77	0.589
UIMC1	0.980833333333333
FXYD2	-1.2064
LOC283152	0.41775
ZNF667	-2.88875
ZCCHC12	-0.6735
TFEC	-0.286111111111111
ATP7B	-2.12783333333333
POLD2	-1.03133333333333
RG9MTD1	-0.97625
ACOT2	0.158166666666667
HIST1H4I	-1.413125
PPARGC1A	1.0365
ETFA	-2.2111
POLRMT	0.556
ZNF146	-0.31975
MIA2	-2.984
KLHL6	-4.42
HOXB5	-0.78825
NENF	0.754
CUGBP1	-1.4325
PRSS22	-0.973333333333333
CASC4	-0.860777777777778
CUL4B	0.2931
CENPJ	-0.6271
PITX1	-0.789
FLJ31033	0.396166666666667
CELSR3	2.111
ZNF568	-2.66075
ITSN1	-0.336583333333333
EHBP1L1	0.232166666666667
C19orf2	-0.87275
DCTN1	0.35475
LIN28B	-3.75716666666667
TNKS2	0.066
C1QBP	1.4565
CADPS2	1.9715
SRMS	0.614
GJA9	0.190833333333333
MGC24975	-0.927833333333333
TRIM45	0.739166666666667
TSP50	-0.25925
TCP1	-1.092
TMED7	-2.2664
CMA1	0.83
CENPL	-1.36766666666667
PTCRA	-0.059
FST	-2.5465
VWCE	-1.079
PAWR	-2.9235
ABCC12	0.738833333333333
LDLR	-1.0403
ASTN2	1.301
LOC441212	0.531625
GPATCH8	0.5565
TANC2	-1.08166666666667
KIF4A	-1.00625
C18orf18	-0.40325
PGM1	-1.37925
KIAA0258	-0.68625
CPD	-1.43225
SNCAIP	-2.421
DCT	-3.72316666666667
HLA-DOA	1.46327272727273
OR11L1	0.977
UPK1B	-0.3245
DNAJB4	-1.783
UGT1A8	0.2245
HIST1H4L	-3.0315
PECR	-0.633666666666667
HSPA2	1.71275
WFIKKN1	-2.951
SERP1	-1.688875
SYDE2	-3.142
TACR2	1.411
NUP85	-0.4295
CD177	-0.390333333333333
LGR5	-2.5265
PIGG	-0.25375
PTHR1	-2.21616666666667
RAB5A	0.0081000000000001
FLJ13224	0.4735
USP9Y	-2.7666
C7orf53	1.2865
LRP1B	1.27625
XAF1	0.5211
ABCG8	0.2255
ANKDD1A	0.757833333333333
DAND5	-1.2705
SPAG6	-0.749
LINCR	-0.40775
ZDHHC22	-0.85075
CCDC60	1.712
THOC7	-0.268666666666667
TCTA	1.0054
OR8K3	0.67025
NY-REN-7	0.562
B2M	1.53566666666667
C6orf141	0.07325
LPPR4	4.897
SQLE	-1.948
SEPHS1	-0.45375
BTBD14B	0.776642857142857
PLRG1	0.77225
SPG7	0.43275
ZNF614	-0.381333333333333
PARD6G	-1.11933333333333
INPP5B	0.0554
GRPEL2	0.14725
PPID	-0.1734
TRIM56	0.07625
UBE2J1	0.3525
IL20RA	-1.15275
LOC387856	0.6075
C1orf107	1.04183333333333
UTS2R	-1.089
C19orf22	0.27875
SAFB2	0.145625
KIAA0652	-0.062125
KLRG1	-0.949833333333333
MS4A8B	-0.259166666666667
FRAG1	0.77675
KIAA1546	-0.604
E2F4	-0.1092
CLEC4M	0.947833333333333
BTBD14A	-0.54025
KIAA0999	-0.3922
GYPA	-2.54716666666667
TAC1	-1.08844444444444
TRAIP	-0.422833333333333
KIAA0232	0.6622
ERCC8	-0.0255
GPX4	0.866625
KIAA0368	1.82675
GPR157	-0.0816666666666667
CTAGE4	-1.5625
C9orf30	2.031
OR52A1	-0.4425
HSP90B3P	0.14
ALG9	-0.3467
BTBD10	0.58575
SDK2	0.15425
BAIAP3	-1.74
RABGGTB	0.236125
ANKRD40	-0.741166666666667
KRT74	0.367
CALCOCO2	0.067
SNCA	-1.70775
TMSL8	-4.578375
C2orf53	-0.1785
ESRRB	0.3175
ARHGAP26	0.68725
TDRD9	-2.927
HRAS	1.32616666666667
KLRC4	-1.6155
JAGN1	-0.0251666666666667
BSDC1	0.78225
RNF43	-2.3339
NDUFAF1	0.84375
PHF12	0.17425
OR1L3	0.055
FOLR2	0.43225
LYZL6	0.787666666666667
tcag7.1260	2.678
WSB1	-0.304333333333333
PROS1	0.8221
OSTN	0.9005
PSMB8	0.7575
SOCS4	-0.662625
DDIT4L	3.759
MAS1	-0.4835
MGC34796	0.76575
CSHL1	0.601333333333333
TBCCD1	-0.1355
ZBTB7C	0.1515
AP2S1	0.044125
P15RS	-1.321
VAT1	1.1175
SHANK3	-1.4145
TUFM	0.342
THEG	0.491
KRT34	4.5565
SGSM3	0.418125
TOMM22	-0.4955
SOCS3	2.24566666666667
CPO	0.248
POP4	0.653
BHLHB3	3.60675
MALL	-1.4585
OR1B1	0.213
PARK2	0.431166666666667
GPR124	-0.2935
LCE1E	-1.052
RUVBL2	-0.34275
CGRRF1	0.2839
ACPL2	-0.61625
WNT10B	0.24475
BAIAP2L2	-1.372625
ISCA1	0.138
C1orf125	0.441142857142857
RPAP1	0.67875
RAI16	1.061
RPL27	-0.912625
NLRP9	0.4375
EPN1	1.234
LOC388610	-0.02625
SLC35A1	0.3324
GAL	-4.374
SLC14A2	0.6155
RDH11	1.00483333333333
FAM138F	0.542
AUH	0.05
FLJ40243	0.20125
C14orf129	-1.04316666666667
MBD2	0.167666666666667
ABHD14B	-0.06525
PIGT	0.06275
ALS2CR4	0.326375
ALAS1	0.07
FOXO1	-1.17366666666667
CRLF3	-1.114125
C20orf107	0.2665
FARS2	-0.544
CCDC28A	-0.9595
NPHP3	1.30075
OR13F1	0.9505
TSEN54	-0.56875
DEFB106B	0.4943
OR8B4	0.377
STH	-0.47875
ZC3H14	0.56
CBX2	0.2345
TMEM49	0.58225
C6orf21	0.559
FLJ20920	0.24975
CRTAP	1.38364285714286
DDX50	-0.51025
STYXL1	0.172
BLVRB	1.3435
LOC147650	2.71416666666667
MMP24	0.63775
GRID1	-0.0195
BANF1	1.11866666666667
CTAGEP	-1.01125
HMBS	-1.37125
SLC25A24	-2.89433333333333
C14orf50	0.58
MRO	-0.779
SLC25A15	-0.4365
FAM84B	-2.4848
TDP1	-1.2235
C16orf78	0.789166666666667
C11orf57	-1.012
RFK	-0.484375
ZFYVE9	-0.9755
STCH	-1.1155
WIBG	0.513
LOC283871	-0.833666666666667
GBA2	0.1744
NDUFB3	-0.44175
HSD17B13	-1.45833333333333
GRIN3A	0.423166666666667
FMNL1	-1.68716666666667
SEPT7	-1.4395
GNLY	-0.3685
GRAMD1C	-0.227
ZNF165	-1.3235
USP38	-0.00649999999999999
FAM83A	-2.9145
C14orf24	-0.759833333333333
ARMCX3	-0.144875
ARHGDIB	-3.78783333333333
AK1	1.394625
KIAA1045	0.14525
DNAJB13	0.349833333333333
NEU2	0.5795
HIST1H4B	-0.144833333333333
FAM20B	-1.1011
HES2	-0.213153846153846
FAM73B	0.6325
LOC388381	0.317
INTS7	-0.00481818181818183
AMPH	3.64075
ZNF775	0.021625
UCKL1	-0.501833333333333
C10orf97	-0.3345
C1orf161	0.24925
ALDH1L1	-1.3785
FLJ39378	0.915125
SLC23A1	-1.6665
RBM4B	0.27575
THAP4	0.523666666666667
OGFRL1	1.47625
KIAA0831	1.2085
PPP1R15A	1.90716666666667
C1orf96	-0.577428571428571
C12orf11	0.814
BMF	-0.666625
MAN1A1	-1.417625
KIAA1600	-0.661166666666667
NLGN4X	-2.91475
ALOX12	-1.505
RB1CC1	0.7469
NEIL2	0.8315
EIF4E	-0.295909090909091
ABHD5	0.0855
EXOC4	0.1145
CIP29	1.16633333333333
BATF2	0.12025
SLC29A4	-0.236375
HTR4	0.534
EMB	-4.41875
TRAF6	0.17275
LMNB1	-3.326
FAM19A5	-2.09375
SHE	-0.28625
PIK3C2B	-1.08075
C15orf15	0.8846
USP15	-0.2925
TCEAL2	-0.217
C5orf39	0.6345
PTGER2	0.32825
SLC31A1	-1.391125
IFT172	1.329
ADAM29	0.493
GFOD1	-0.44
ST7L	0.839166666666667
C15orf26	-1.0405
PKN3	-1.0825
CNTD1	0.963833333333333
COMMD1	-0.302125
NTRK2	-0.0722727272727273
FOXN3	-0.25575
MFGE8	-1.304
PFKFB2	1.87116666666667
TAS2R4	-0.633666666666667
ENTHD1	-0.052
PRMT5	-2.09925
MGC16384	-0.843625
LOC442229	0.166
TSKU	-1.090375
KRTCAP3	-1.4525
PDLIM1	0.5842
KCNS2	0.473
RNF126	0.219166666666667
CEP63	0.586625
CLIC4	-0.1235
hCG_1990170	-0.8485
ACR	0.1607
KLK7	-0.0753333333333333
ALOX5AP	-3.207375
RIPK3	-0.92925
TAS2R9	0.156
C19orf18	-1.6685
BIRC6	0.839
ZNF16	0.769
RFT1	-0.324
SLC8A2	0.56025
TACC1	0.22325
ITGAD	1.29575
SAMHD1	0.443
SH3PXD2B	2.1339
EPC2	-0.129
C20orf85	0.92375
ATP13A2	-0.114833333333333
KRT4	0.775125
CAPNS1	0.2965
MDM2	-0.649416666666667
PCDH20	0.689
KCNK9	0.9665
OR2C1	0.961
KLHDC3	-1.0515
IPPK	0.97
EFHD2	0.465375
GALR3	-1.17225
NBEA	0.780333333333333
ABCA6	0.3972
CLDN3	-2.97783333333333
AKT2	-0.1595
EGFR	-0.0432
RBM16	1.043375
ZDHHC3	0.536
SLC25A4	-1.0985
CYB5B	-0.553833333333333
CPXM1	-2.01025
NDRG1	0.316230769230769
FLJ43826	0.54775
OR5L2	0.511166666666667
FARP2	0.3528
MRPL46	-0.138333333333333
LDHAL6B	0.6784
MAPKAPK3	1.628
NCAM2	-2.693
PRKD2	-0.770166666666667
ZFP36L1	0.9126
CYSLTR1	-3.2325
OR4C3	0.07275
HIST1H2AJ	-2.054
CCNB2	-1.72722222222222
ZNF10	-0.229
TMEM175	0.9355
FAM134A	0.502333333333333
TIGD4	0.289
PCNP	-1.3565
MGC39715	-1.05975
LQK1	0.5515
CREB1	-0.9835
TMPRSS3	-2.6425
C4orf32	0.104875
LAT	1.74016666666667
KCNA3	-2.1205
SKIV2L2	0.053
ROPN1B	-3.58425
tcag7.23	-0.818
CDT1	-1.925625
ZHX2	-1.125375
CD28	-5.41275
ZNF624	1.21625
SEPT2	-0.603416666666667
SOHLH2	0.863125
MCOLN3	-1.58175
UNQ1945	0.653
MASP2	0.284
ZNRF3	-1.0767
GPATCH3	-0.0355
AGL	0.45475
QRICH2	0.188
PSD4	-1.42233333333333
CCNB1IP1	-1.223
ENPP7	0.4965
OBFC1	0.65075
KCNG3	-2.1485
C14orf79	0.916583333333333
ENPEP	-2.17733333333333
SCT	-0.081
SKI	-0.5575
SEC61G	-0.957
CAPN11	-0.226
ATXN7L3	0.891
DBNDD1	-1.10033333333333
FAIM	0.5085
ANKRD36	-0.976
GABRP	-0.6084
TACSTD2	-3.785
EIF3J	-1.02025
PPP2R2A	-1.4975
TEKT4	1.39466666666667
PVALB	-3.08716666666667
F10	-2.65083333333333
FAM134C	0.0946
COMP	-0.067875
EFCBP1	-1.582375
SCLT1	-0.82825
TAL1	-1.469
ACSL1	1.66675
ABCC5	-0.596416666666667
ABL1	0.226388888888889
RBBP7	-0.515416666666667
PTPRG	0.081
NCOR1	-0.1263
SPINK4	-1.63516666666667
TXNRD1	-1.4594
TNRC15	-0.192625
C9orf138	0.277
UBE2H	0.327666666666667
BRDT	0.387
C8orf31	1.31675
CCNE2	-1.02918181818182
SLC6A8	-0.423
CALCR	-3.43075
PPP1CB	-0.0268333333333334
ABHD8	0.953
ARF5	0.902
SLC24A4	0.40575
CCT3	0.00749999999999999
ZNF121	-1.1915
SLC3A2	0.2136
OR13A1	0.5465
SLC5A10	0.37525
RAD50	-0.55825
IER5	-1.229875
MTHFD1L	-0.24775
MBTPS2	-0.905
MVK	0.37875
NCL	0.7964
PSMD10	-0.874
MOBP	0.924
FLJ32894	1.811
HRH1	0.901833333333333
C5orf30	-1.2575
NUDT16L1	-1.0785
RASGRP3	-0.598
PRKRIP1	0.5065
CCDC75	1.02275
LOC253970	0.6965
KIAA1239	1.03866666666667
MED21	-0.64925
SYT11	2.4555
NTSR2	0.7145
EGFL11	2.521
CXorf59	0.34
OR2A25	0.325
SPTBN2	-1.88675
LRMP	-2.00383333333333
RNF111	-0.499
PTH	0.8995
LOC619208	1.28183333333333
KIAA0895	-0.0595
RANBP5	0.7465
P2RY10	-1.50783333333333
NME5	3.74983333333333
DDX21	-1.54975
LRSAM1	0.615
HDAC11	-0.625
VMO1	1.2925
NOLA2	0.195166666666667
ADAR	-1.20633333333333
MTO1	-1.75416666666667
SF4	1.32533333333333
P2RX1	0.951333333333333
HBM	0.35025
EN2	0.25
C14orf172	1.1225
TM9SF2	-0.5963
INHBE	0.0466666666666667
TCTE3	0.425166666666667
TOX2	0.2295
CTAGE3	-1.302125
HBB	-0.1304
MED15	0.474666666666667
CASR	0.429
C6orf66	-0.253333333333333
MTPN	0.344625
UNC50	-1.45775
C21orf33	0.38575
IRF2	1.043
PGR	-3.6838
GPR84	3.27475
CROCCL1	-1.28725
SRPX	1.37875
BRE	1.10833333333333
FGF10	1.08725
SDC3	-1.419
ZRSR1	0.498333333333333
DKFZP434P211	0.356875
SOX6	null
RPUSD2	0.30725
C14orf173	1.04191666666667
MAPK11	0.928833333333333
TBC1D22A	0.486
FAM123A	-0.56
COL4A6	-1.39233333333333
TOMM70A	-1.19375
NAB1	0.949375
MGC16385	-0.520375
TSPAN18	-1.73833333333333
MED31	0.302
PLG	0.55425
CAPSL	0.3665
ZNF532	1.7171
ASB14	1.23875
CA8	-4.35575
NUDT16P	-1.1095
SLFN11	-2.0965
LRRIQ2	-1.2695
NOL7	0.049
BRMS1L	-1.830875
JARID1A	-0.693833333333333
PANK2	-1.94
ICAM3	-0.65
MDS1	0.274
TAF8	-1.301
RNF139	-0.35075
ZNF594	-2.0295
ADAM8	2.078375
SFTPC	0.136125
MAN2B2	1.434625
RGS12	0.2441875
EIF1AY	-4.37425
LRRIQ1	1.66066666666667
GPR150	-1.3435
CCDC21	-1.27866666666667
PRRG3	-0.2855
SAA4	-3.897
RAPGEF5	-1.660125
ZCCHC2	-0.756083333333333
MGC39372	-0.3775
PPP4R2	-0.8995
CDCA2	-0.950666666666666
OR4D5	0.181666666666667
PTGFRN	0.0570999999999999
SIGLEC5	-0.827333333333333
C19orf61	0.450166666666667
NMUR2	0.6225
KIAA1586	-1.29633333333333
DAGLA	1.70033333333333
CHCHD6	0.4545
GPR32	0.271
NEUROD6	0.512333333333333
SLC2A4RG	0.4005625
CA5B	-0.117
FBXL3	-0.33575
MPHOSPH9	-1.14925
HMG2L1	0.1485
HCN4	-0.7895
CEACAM19	0.69975
SH2D4B	-0.6428
HFE2	-0.407
TGM4	0.7094
LYPD2	-0.06175
TBC1D15	-0.25625
MRPS21	0.1068
NONO	-2.1657
CLEC5A	0.440625
ITCH	0.3723
MGAT3	-2.707
MBP	-2.180625
RPP25	-1.90925
SOSTDC1	-3.5495
HRC	-2.29925
TRIM48	0.7185
TMEM133	-0.255
ECEL1P2	-1.38966666666667
HOXC11	-1.4575
DOK5	-0.7345
HELZ	-1.03933333333333
LOC348180	0.0865
MGC33894	0.6105
ADRB3	-0.127
DMD	-0.702666666666667
PTRH2	0.393
MPEG1	0.6495
NDUFA12	-0.655666666666667
KRTAP2-4	0.163833333333333
STAMBPL1	0.0203333333333333
ADCY2	-1.759
UNQ6125	0.4625
KLHL20	-0.491166666666667
SRM	-0.63175
OTC	0.1325
TMIE	0.671833333333333
SNX8	1.584
LIPK	0.559
CHURC1	-1.13408333333333
KLC2	0.9365
HDAC1	-0.813666666666667
FAM128A	-0.0456666666666667
FNDC3B	-1.1189
MTCP1	0.904166666666667
WFDC10B	2.5996
PCDHGB3	0.6775
ATRNL1	-2.48688888888889
CAV2	-2.09425
MED26	0.0451666666666667
DUS1L	0.6495
CHRM3	-0.191625
NEK9	0.188
WARS2	0.198
TBX22	-0.07
TOMM40	0.4535
RP6-213H19.1	-2.30033333333333
TUBGCP5	0.22525
IGSF6	0.5565
TPPP	0.2532
UNQ6190	0.0385
GSTM5	0.689125
BTD	-0.716333333333333
PDCD1LG2	0.895
SNRPB2	-0.780166666666667
ERICH1	-0.205375
APOA4	-0.484125
HOXA11	-1.44475
NARG1	-0.852625
MKX	-0.783
RAB28	-0.795714285714286
PKP3	-2.54025
SH3GL2	0.12475
CTSO	0.5805
RPN2	-0.2195
IL28RA	-1.44266666666667
SFMBT1	0.29725
WDR57	-0.767375
FER1L3	1.3435
HSF5	0.7936
TTC9B	1.75675
C4BPA	-3.024
ALB	-5.12692857142857
SORBS3	1.109375
UPF2	0.829
JPH1	0.392
AGBL2	0.64775
DOPEY1	0.8665
TERF1	-0.7995
KIF22	0.0435
NINJ1	-0.03975
SEC61A2	0.8285
HIST1H1D	-1.16916666666667
SFXN4	0.138875
UCP3	0.9004
ZNF703	0.392833333333333
MYL6B	1.55925
TREM1	3.9605
OR52E6	-0.831
CKMT2	1.937
HLA-C	1.411625
SLC13A3	-1.93133333333333
TIMP4	1.45625
SLIT2	0.82075
RSF1	-0.967888888888889
LONRF1	-0.188071428571429
MON1A	0.739166666666667
CACNG6	-1.84983333333333
DPPA4	-5.05316666666667
ZSWIM3	0.41525
ZNF804A	1.44516666666667
CCIN	1.21125
SLC25A31	-0.222666666666667
KCNMB4	-0.7795
RABL5	0.491125
GALNS	1.3816
STX6	-1.011125
HIST1H1C	-2.96516666666667
CIDEB	-1.358
CASP4	1.07566666666667
PDK3	-1.0639
KCNJ11	-0.424
TPR	-0.943375
ZSCAN20	0.9305
MTX2	0.467
HIST1H2BH	-1.14475
LOC283767	-0.374
LYRM7	-0.571333333333333
BRD3	-1.08666666666667
HIST1H2BO	-1.93825
MAGEB10	0.2895
SLC45A1	1.1555
SERPINA3	-2.8759
KIAA0143	0.16325
KCNJ16	0.202833333333333
KRT79	0.89175
FABP2	-1.30333333333333
NUT	-1.60775
ZNF57	-0.397
FBXL4	-1.14775
CLEC9A	0.1095
UGT8	2.0885
BMP2K	0.229
MAPK4	-2.88675
SLC25A23	-1.3981
HINT1	-0.4154
KRTAP13-1	0.2435
SFXN5	0.931
CHCHD2	0.3405
FAM3D	0.447
NDP	0.96025
RHOBTB1	-1.7925
SLC4A4	-0.26725
RPL38	0.21025
HTF9C	1.06383333333333
AP2A2	0.192875
ZBTB46	-1.323
MAP7D1	0.881625
AOX1	0.975166666666667
CYR61	-0.268416666666667
DTNA	1.32221428571429
JRKL	1.66125
TMOD3	-0.8595
EEA1	-0.0501000000000001
ADCK5	0.97325
IL1R1	0.495666666666667
KLK3	0.429714285714286
HRSP12	0.27575
KTN1	0.0205
LOH11CR2A	0.4633
RELL2	0.7345
MAB21L1	1.90525
C20orf59	-0.5955
PHKB	-0.6445
ADAM2	-1.8015
TBC1D8B	1.12633333333333
FAM13A1	0.1763125
LAPTM4B	-3.20758333333333
LCN8	0.601
TMEM147	0.6095
SYT4	0.715
XPO7	-0.156
C9orf62	-1.91825
GPR75	0.6855
TRIM5	0.26825
APOC1	-4.4095
RNASE4	-3.03166666666667
PARD6B	-3.483375
ARID1A	-0.276083333333333
TPD52L3	0.2173
RRAGB	0.6915
RCN2	-1.6215
HIST2H2BE	-1.555625
STARD7	-0.892
SHMT2	0.09525
KIAA1751	0.680166666666667
MLYCD	-0.99675
LOC162632	-0.279
UQCRH	-0.551
RP11-217H1.1	-1.68825
SDHA	-1.5555
NCLN	0.2063
ZNF17	0.1945
RCBTB2	-3.5805
VEGFB	1.3366
RP4-747L4.3	-6.17866666666667
COLQ	-0.1352
MPN2	-0.1985
DRG2	-0.0115
KLRB1	-0.13925
ALPK2	1.347
DNASE2B	-0.34175
FLJ23834	-0.3515
AXUD1	-0.844
SAFB	0.4087
NSUN4	-0.25
RFX2	0.978333333333333
MAPK8IP1	-0.0751666666666667
FANCD2	-0.962857142857143
ANKZF1	-0.387333333333333
C19orf50	0.191625
DUSP8	-0.311125
SENP5	-0.293125
NFKBIL2	-0.0585
LBR	-1.8425
IGFL1	0.1905
LZTS2	1.575
IL2RG	-1.359125
CCDC51	0.03225
KLF3	-0.945
ANKRD37	-0.523
KCTD14	-2.9635
FZR1	0.827333333333333
SLC44A4	-1.85322222222222
ESPL1	-0.412625
GMPR2	-1.2655
TBC1D19	0.411666666666667
ERGIC1	0.589333333333333
ERBB4	-1.6464
TSPAN32	1.4855
MAP4	0.48
GPHN	-0.84025
SLC6A2	-0.33225
HIVEP1	-0.76025
DFFB	-0.752
EIF4EBP2	-1.008875
DMRT1	1.14525
HSPB6	0.6425
IER2	0.428
AIFM1	0.1345
WWC2	0.441818181818182
MRPL4	-0.30725
FLJ21062	2.45483333333333
EPB41L4A	-0.487
SH2D6	0.695
TAF4B	0.81675
GAL3ST3	0.35
MALT1	-0.416666666666667
RTDR1	-0.054
ARVCF	-0.401875
MEX3B	-1.73583333333333
FBXO16	1.11875
KIF7	1.8985
C1QC	0.234
ZNF783	0.341833333333333
ZNF85	-2.789
MMP13	-1.593
KIAA0329	1.03275
RTP3	-1.91
ZBED3	0.35425
CLGN	2.33475
SLC25A37	0.853125
hCG_18290	-0.17525
OR5AS1	0.3915
SMARCC2	0.676583333333333
FAM109A	0.0658333333333333
CCDC12	0.70875
USF2	1.6912
DEPDC7	-1.11125
C20orf24	-0.694166666666667
JMJD3	0.6245
DSP	-4.13376923076923
SLIC1	0.112714285714286
FAM20A	-1.9005
IRF2BP2	-1.025625
ZNF230	0.899
MSN	0.337642857142857
