Hybridization REF	TCGA-AR-A0U3-01A-11R-A109-07
ZNF212	-0.04125
NUDT1	0.284166666666667
RFPL2	-0.46925
ZNF83	-0.0826666666666667
GDPD5	-1.07325
PDCD4	1.30175
CEP350	0.7735
OR10A2	-0.03575
CST7	0.58325
CIAO1	-0.10575
SELL	1.457625
OR8J3	0.598
LTBP4	-0.465166666666667
SIRT6	0.09675
CCL19	4.0425
PPIL1	-0.456333333333333
GBP7	0.99
STK17A	-0.8195
ABR	-0.317
OR9G1	-0.091
FOXE1	-0.745375
CNGA3	-0.4865
GML	0.267
CD38	-2.17025
ZDHHC6	0.470833333333333
NEFH	-3.22475
CTDSP2	1.19975
PGBD5	-1.92
CCNY	0.379428571428571
RMND5B	1.23583333333333
ZNF257	0.52575
FLJ22167	0.055375
EXOSC7	-0.1035
ROR2	0.486625
MAOA	1.0895
TNNT3	0.4725
GYPC	-1.9665
C7orf33	-0.068
PLIN	2.56983333333333
LOC90826	-0.40025
RNF4	-0.287
F8A1	0.472333333333333
PLEKHG4	-0.94075
GRB2	-0.129
HIST1H2AD	0.575
DUS3L	1.01966666666667
EIF1	-0.583333333333333
RP5-1077B9.4	-1.10966666666667
FPGT	0.986
GDF10	-0.593166666666667
COQ9	-0.27025
GCC2	-0.235785714285714
RARRES3	2.7925
PLXNA1	0.0463
KIAA0100	-0.4381
PMF1	-0.19475
FNDC1	4.30425
HS2ST1	-0.315083333333333
CRELD2	0.6185
C8G	-1.356
CD82	1.463
LIM2	-0.67
UNQ6490	0.1575
MMP16	-0.332
DRD3	-0.33175
C5orf26	-0.66775
C11orf73	-0.389875
PTP4A2	0.817125
OR4M2	0.185
HPCA	-0.0141666666666667
SEC14L1	-0.0728333333333334
CHFR	0.626375
EMILIN1	0.67775
NDUFS4	-0.0075
COL18A1	-0.509
PDZD3	0.6511
C9orf16	-0.0733333333333333
ERBB2IP	0.145833333333333
EMX2	0.6535
FUS	-0.5715
TF	-4.1301
CLCN4	0.164833333333333
CXorf56	1.37925
C11orf72	0.24925
ELAC2	-1.22216666666667
NPR1	-0.74125
ASS1	-0.740333333333333
USP42	0.962875
POLR2J	0.184
SEC23IP	1.7645
UQCRC1	0.47925
LOC729603	-0.363
C1orf71	0.513375
POLG	-0.4375
ADAM23	-4.2435
TFR2	-0.653
RICTOR	-0.7271
MGC39606	0.157
C19orf55	0.658
SNAPC1	-1.77183333333333
GNA11	0.123875
CCDC52	0.736333333333333
FSIP1	5.8415
UPF3A	0.248625
IGSF11	-2.58216666666667
LAGE3	1.75475
CHST6	-2.8255
UNC13B	-0.253625
TTLL4	-0.618
ZNF687	0.574375
SDC2	-1.0998
COX7A2	-0.57625
LAMB4	0.41125
FAM24A	0.6175
LRRTM3	-1.05
GPHB5	0.019
OR4C13	-0.5605
EIF3EIP	0.0825
HABP4	-1.304
TMEM125	3.01
CNTN2	0.353
ASNSD1	-0.8935
FUT4	-0.634875
ACF	-4.14725
LOC158381	0.553
CDH8	-0.37125
AGPS	-0.095
C4orf18	2.8965
PECI	0.779666666666667
UNG	-0.120875
GSTP1	-2.13275
DCUN1D5	-1.67633333333333
DKFZP564J0863	-0.81175
SLC9A3R1	3.077875
BCDO2	-0.693125
CHMP7	0.031625
REM2	0.1635
DNHD1	-0.7165
FKBP4	1.302875
ZNF350	4.111
MGC11102	-0.440875
BST1	0.4075
KISS1R	0.311
NCR2	-0.044
DEFB125	-0.399
UBE2W	1.109375
KRT15	-0.478125
C10orf99	0.309
SCN11A	0.342
GFI1	-2.72725
RDHE2	3.86166666666667
FHL1	-1.3455
OSGEP	-0.0551666666666667
GATA1	-3.85766666666667
SMC6	-1.02375
TTTY14	-1.4015
LPIN3	0.18275
RPL4	0.1658
RBPMS	0.00709999999999999
PRPF3	-1.026
EMR1	-2.3465
SPATA19	0.276
XCR1	0.6455
IRX3	1.7311
RBM6	-0.76325
KLF4	-0.1136
UNC5CL	-0.79875
SEBOX	0.294
BTK	-0.96175
KRCC1	1.24275
C6orf27	0.151
SYTL5	0.194
PRND	2.104125
LOC653319	-0.9275
PIGL	-1.73675
HUS1	1.20766666666667
SFRS6	-1.16141666666667
C17orf77	0.4705
UIMC1	-0.637833333333333
FXYD2	-1.6341
LOC283152	-0.115
ZNF667	-0.422
ZCCHC12	-0.2445
TFEC	2.9362
ATP7B	2.3175
POLD2	0.348666666666667
RG9MTD1	0.08475
ACOT2	0.545166666666667
HIST1H4I	0.195625
PPARGC1A	-0.793
ETFA	-1.738
POLRMT	-0.6945
ZNF146	1.719875
MIA2	-0.579
KLHL6	-0.834666666666667
HOXB5	1.59325
NENF	0.291166666666667
CUGBP1	-1.02
PRSS22	1.5735
CASC4	1.073
CUL4B	0.0852
CENPJ	-0.9004
PITX1	0.830833333333334
FLJ31033	1.02316666666667
CELSR3	1.18483333333333
ZNF568	0.05525
ITSN1	-0.5595
EHBP1L1	-1.25416666666667
C19orf2	-0.888
DCTN1	0.423
LIN28B	-2.60333333333333
TNKS2	0.46925
C1QBP	-1.0395
CADPS2	2.2585
SRMS	0.9715
GJA9	0.346666666666667
MGC24975	1.31966666666667
TRIM45	0.6935
TSP50	0.49025
TCP1	-1.56
TMED7	0.9366
CMA1	1.1905
CENPL	-0.360166666666667
PTCRA	-0.1295
FST	-4.554
VWCE	-4.28125
PAWR	-0.0655
ABCC12	2.47083333333333
LDLR	-2.443
ASTN2	1.3869
LOC441212	-0.33875
GPATCH8	-0.1595
TANC2	-0.587083333333333
KIF4A	-0.59375
C18orf18	-2.3215
PGM1	-1.833
KIAA0258	1.0345
CPD	0.982125
SNCAIP	-1.4765
DCT	-4.76333333333333
HLA-DOA	2.68977272727273
OR11L1	0.3515
UPK1B	-0.613166666666667
DNAJB4	-1.004625
UGT1A8	0.1235
HIST1H4L	-0.987
PECR	-1.34283333333333
HSPA2	1.19925
WFIKKN1	-0.017
SERP1	2.124125
SYDE2	0.845
TACR2	1.1165
NUP85	-0.39225
CD177	-0.569833333333333
LGR5	-1.90433333333333
PIGG	0.176083333333333
PTHR1	-2.40533333333333
RAB5A	0.6696
FLJ13224	0.065
USP9Y	-1.9465
C7orf53	-1.088
LRP1B	0.0765
XAF1	0.7191
ABCG8	-0.2005
ANKDD1A	-0.848
DAND5	-1.285
SPAG6	5.60216666666667
LINCR	0.7865
ZDHHC22	-1.546125
CCDC60	1.053
THOC7	-0.902833333333333
TCTA	1.1342
OR8K3	0.53525
NY-REN-7	-0.843
B2M	1.076
C6orf141	-0.29675
LPPR4	-0.0975
SQLE	-2.15125
SEPHS1	0.159
BTBD14B	0.285285714285714
PLRG1	-0.468
SPG7	-0.8381875
ZNF614	2.184
PARD6G	1.08466666666667
INPP5B	-0.2269
GRPEL2	0.315625
PPID	-0.501
TRIM56	0.244
UBE2J1	-0.519
IL20RA	4.7145
LOC387856	0.2165
C1orf107	0.828583333333334
UTS2R	0.2025
C19orf22	-0.277
SAFB2	-0.1225
KIAA0652	0.0795
KLRG1	0.0258333333333333
MS4A8B	2.08016666666667
FRAG1	0.93725
KIAA1546	-0.0995
E2F4	-0.9821
CLEC4M	0.138833333333333
BTBD14A	-1.921
KIAA0999	0.9071
GYPA	-2.8885
TAC1	0.6736
TRAIP	0.125666666666667
KIAA0232	0.1566
ERCC8	0.37525
GPX4	0.116
KIAA0368	-1.020875
GPR157	-1.2805
CTAGE4	1.4775
C9orf30	-1.51966666666667
OR52A1	0.4825
HSP90B3P	-0.004
ALG9	-0.4686
BTBD10	1.05275
SDK2	0.18825
BAIAP3	1.2155
RABGGTB	-1.2535
ANKRD40	-0.179666666666667
KRT74	0.964
CALCOCO2	0.344071428571429
SNCA	-3.167
TMSL8	-1.7365
C2orf53	0.718
ESRRB	-0.35325
ARHGAP26	-0.418875
TDRD9	2.35775
HRAS	0.7445
KLRC4	-2.016
JAGN1	0.441833333333333
BSDC1	-0.39675
RNF43	0.0145
NDUFAF1	0.76975
PHF12	0.445
OR1L3	0.225
FOLR2	1.182
LYZL6	0.2515
tcag7.1260	-1.4165
WSB1	-2.57483333333333
PROS1	-1.3883
OSTN	0.235
PSMB8	1.78075
SOCS4	0.811625
DDIT4L	0.68975
MAS1	0.373
MGC34796	2.157
CSHL1	0.210166666666667
TBCCD1	0.248
ZBTB7C	0.6925
AP2S1	0.41675
P15RS	0.8194
VAT1	-0.5673
SHANK3	0.775166666666667
TUFM	0.190833333333333
THEG	0.9285
KRT34	-1.91825
SGSM3	0.537875
TOMM22	-0.97075
SOCS3	-0.5345
CPO	0.3755
POP4	0.08375
BHLHB3	2.9525
MALL	0.9975
OR1B1	0.472
PARK2	0.420666666666667
GPR124	-0.745
LCE1E	0.1175
RUVBL2	-0.57775
CGRRF1	0.7153
ACPL2	1.105
WNT10B	-2.178375
BAIAP2L2	-2.4545
ISCA1	-0.342
C1orf125	0.836125
RPAP1	-0.493
RAI16	-0.6245
RPL27	-1.878375
NLRP9	-0.3015
EPN1	0.083
LOC388610	-1.93375
SLC35A1	0.3538
GAL	-4.479
SLC14A2	0.179
RDH11	-0.356833333333333
FAM138F	-0.1395
AUH	-1.23025
FLJ40243	-0.21375
C14orf129	0.525666666666667
MBD2	-7.40148683083438e-17
ABHD14B	0.2295
PIGT	2.2425
ALS2CR4	-0.67075
ALAS1	0.7147
FOXO1	0.860666666666667
CRLF3	-1.038125
C20orf107	0.036
FARS2	1.1175
CCDC28A	-0.29275
NPHP3	-0.39925
OR13F1	0.2845
TSEN54	-0.18875
DEFB106B	0.049
OR8B4	1.3075
STH	1.70525
ZC3H14	0.017625
CBX2	0.3215
TMEM49	-1.1615
C6orf21	0.5725
FLJ20920	0.015
CRTAP	0.0535
DDX50	-0.1835
STYXL1	0.969
BLVRB	-0.309
LOC147650	1.98966666666667
MMP24	-0.00450000000000001
GRID1	0.674166666666667
BANF1	-0.366
CTAGEP	1.05325
HMBS	-2.1135
SLC25A24	-0.082
C14orf50	1.44775
MRO	1.039
SLC25A15	-0.27375
FAM84B	1.6451
TDP1	-0.2305
C16orf78	-0.197666666666667
C11orf57	-0.708625
RFK	-0.9705
ZFYVE9	-0.604625
STCH	0.4948
WIBG	0.5225
LOC283871	-0.00933333333333334
GBA2	0.3629
NDUFB3	-0.53325
HSD17B13	-0.6015
GRIN3A	1.2374
FMNL1	-0.549
SEPT7	-0.0826
GNLY	1.418
GRAMD1C	1.33833333333333
ZNF165	0.38225
USP38	0.74075
FAM83A	-1.62983333333333
C14orf24	0.97825
ARMCX3	1.375875
ARHGDIB	1.175
AK1	-0.111625
KIAA1045	0.425
DNAJB13	-0.360166666666667
NEU2	0.58
HIST1H4B	-0.629333333333333
FAM20B	0.3974
HES2	0.0992857142857143
FAM73B	-0.00550000000000003
LOC388381	0.44475
INTS7	0.0656363636363636
AMPH	2.298
ZNF775	-0.14
UCKL1	-0.5045
C10orf97	1.0535
C1orf161	0.19925
ALDH1L1	-1.82525
FLJ39378	-0.138875
SLC23A1	0.7365
RBM4B	-0.12675
THAP4	-0.2915
OGFRL1	-0.3935
KIAA0831	0.15525
PPP1R15A	-0.977666666666667
C1orf96	-0.597571428571429
C12orf11	-1.9525
BMF	0.90375
MAN1A1	-0.7255
KIAA1600	1.059
NLGN4X	-1.48025
ALOX12	-1.21283333333333
RB1CC1	0.4023
NEIL2	-0.132
EIF4E	-0.381727272727273
ABHD5	0.49175
EXOC4	0.514833333333333
CIP29	-0.0856666666666667
BATF2	0.7665
SLC29A4	-0.911625
HTR4	0.305
EMB	-1.60125
TRAF6	0.87125
LMNB1	-0.61125
FAM19A5	-1.865
SHE	1.31275
PIK3C2B	1.6675
C15orf15	-0.1901
USP15	0.0206
TCEAL2	1.3675
C5orf39	-1.9725
PTGER2	-1.62275
SLC31A1	0.0448125
IFT172	1.04825
ADAM29	0.5705
GFOD1	-0.342
ST7L	1.03133333333333
C15orf26	-1.4265
PKN3	-1.29425
CNTD1	2.48983333333333
COMMD1	0.55475
NTRK2	1.82058333333333
FOXN3	-1.047
MFGE8	-1.3603
PFKFB2	0.306833333333333
TAS2R4	-0.109
ENTHD1	0.6465
PRMT5	-0.134625
MGC16384	-1.27
LOC442229	-0.05725
TSKU	0.895
KRTCAP3	2.872125
PDLIM1	1.3854
KCNS2	0.5555
RNF126	-0.545333333333333
CEP63	-0.4255
CLIC4	-1.353
hCG_1990170	-1.12875
ACR	0.7239
KLK7	0.646
ALOX5AP	2.66825
RIPK3	2.7315
TAS2R9	0.048
C19orf18	0.983
BIRC6	0.0672857142857143
ZNF16	1.021
RFT1	0.1405
SLC8A2	-0.27975
TACC1	2.5815
ITGAD	0.89675
SAMHD1	1.518
SH3PXD2B	0.5141
EPC2	-0.2255
C20orf85	0.511625
ATP13A2	0.145666666666667
KRT4	0.407875
CAPNS1	1.7305
MDM2	-0.76825
PCDH20	2.88275
KCNK9	0.882
OR2C1	0.227
KLHDC3	-0.056
IPPK	0.375
EFHD2	0.8145
GALR3	0.253
NBEA	0.6215
ABCA6	1.3755
CLDN3	1.21283333333333
AKT2	0.468142857142857
EGFR	-2.8506
RBM16	-0.666875
ZDHHC3	0.8758
SLC25A4	-0.602333333333333
CYB5B	-0.7525
CPXM1	-0.609
NDRG1	-2.07346153846154
FLJ43826	1.808
OR5L2	-0.064
FARP2	0.3665
MRPL46	-0.11525
LDHAL6B	0.222833333333333
MAPKAPK3	-0.0655
NCAM2	-0.24925
PRKD2	-0.104166666666667
ZFP36L1	0.7256
CYSLTR1	0.657
OR4C3	-0.06975
HIST1H2AJ	1.1625
CCNB2	-0.762888888888889
ZNF10	0.534
TMEM175	0.2685
FAM134A	0.436666666666667
TIGD4	0.7415
PCNP	-0.25275
MGC39715	0.72375
LQK1	-2.48925
CREB1	0.3041
TMPRSS3	0.0865
C4orf32	0.794125
LAT	-1.8355
KCNA3	1.387
SKIV2L2	0.01575
ROPN1B	-2.1105
tcag7.23	-0.8125
CDT1	-1.603125
ZHX2	1.31525
CD28	-3.5225
ZNF624	0.32525
SEPT2	0.0555
SOHLH2	-0.6305
MCOLN3	1.83625
UNQ1945	0.405
MASP2	-1.25
ZNRF3	-0.3729
GPATCH3	-0.17775
AGL	1.13475
QRICH2	-0.3215
PSD4	1.62516666666667
CCNB1IP1	-0.775
ENPP7	0.44825
OBFC1	0.171
KCNG3	-1.92625
C14orf79	1.256
ENPEP	1.5075
SCT	0.9535
SKI	0.237875
SEC61G	-0.35825
CAPN11	0.8805
ATXN7L3	-0.24325
DBNDD1	0.406166666666667
FAIM	0.40825
ANKRD36	-1.4825
GABRP	0.479333333333333
TACSTD2	1.21033333333333
EIF3J	-0.362
PPP2R2A	-0.7245
TEKT4	-0.2635
PVALB	-3.283
F10	-2.701
FAM134C	0.6429
COMP	3.5885
EFCBP1	-3.3051875
SCLT1	-0.89725
TAL1	-1.4911
ACSL1	0.50125
ABCC5	1.52275
ABL1	-0.771833333333333
RBBP7	1.54925
PTPRG	-1.05075
NCOR1	-0.1632
SPINK4	3.77
TXNRD1	-0.3056
TNRC15	-0.05825
C9orf138	0.309625
UBE2H	0.903833333333333
BRDT	1.4835
C8orf31	-0.17125
CCNE2	0.330363636363636
SLC6A8	-1.035875
CALCR	-4.79275
PPP1CB	0.4655
ABHD8	-0.191
ARF5	0.9063
SLC24A4	0.47825
CCT3	0.077
ZNF121	-0.146375
SLC3A2	-0.3981
OR13A1	0.2635
SLC5A10	-0.00674999999999999
RAD50	0.670875
IER5	-0.00149999999999999
MTHFD1L	-1.813625
MBTPS2	0.012
MVK	-0.026
NCL	-0.5493
PSMD10	-0.03675
MOBP	0.09075
FLJ32894	-0.0455
HRH1	-1.69816666666667
C5orf30	1.79375
NUDT16L1	1.1369
RASGRP3	3.10166666666667
PRKRIP1	0.025
CCDC75	-0.71925
LOC253970	0.22525
KIAA1239	0.0705
MED21	0.27725
SYT11	-0.06875
NTSR2	0.83
EGFL11	-1.347
CXorf59	0.484
OR2A25	0.08525
SPTBN2	-0.9925
LRMP	-1.51966666666667
RNF111	0.535
PTH	0.679
LOC619208	1.1525
KIAA0895	1.70425
RANBP5	-0.899875
P2RY10	2.343
NME5	3.35916666666667
DDX21	-0.66075
LRSAM1	0.0185
HDAC11	2.235
VMO1	0.99575
NOLA2	0.562
ADAR	1.12316666666667
MTO1	-1.1155
SF4	-0.06
P2RX1	-0.528166666666667
HBM	-0.073
EN2	0.519
C14orf172	0.857
TM9SF2	1.7983
INHBE	-1.308
TCTE3	-0.20425
TOX2	-3.10225
CTAGE3	0.857
HBB	2.2754
MED15	-0.947666666666667
CASR	0.308
C6orf66	-2.10966666666667
MTPN	-0.6155
UNC50	-0.02625
C21orf33	-0.02375
IRF2	0.35325
PGR	1.151
GPR84	1.87175
CROCCL1	-2.46775
SRPX	-2.1005
BRE	0.747833333333333
FGF10	3.05525
SDC3	-0.804666666666667
ZRSR1	0.528666666666667
DKFZP434P211	-0.29925
SOX6	0.688
RPUSD2	0.191
C14orf173	0.366416666666667
MAPK11	-0.512333333333333
TBC1D22A	0.428
FAM123A	-0.747
COL4A6	-2.09883333333333
TOMM70A	0.1495
NAB1	-0.155375
MGC16385	-0.847875
TSPAN18	-0.865833333333333
MED31	-0.5415
PLG	-0.49875
CAPSL	3.5565
ZNF532	-0.4955
ASB14	0.09925
CA8	0.8895
NUDT16P	0.388
SLFN11	-1.484
LRRIQ2	0.549125
NOL7	-0.193833333333333
BRMS1L	-0.924375
JARID1A	0.44
PANK2	-0.81025
ICAM3	-0.34025
MDS1	0.49175
TAF8	-0.369
RNF139	0.03625
ZNF594	-0.557166666666667
ADAM8	1.788375
SFTPC	-0.10275
MAN2B2	0.983375
RGS12	0.4708125
EIF1AY	-4.99958333333333
LRRIQ1	-0.514833333333333
GPR150	0.402
CCDC21	-0.997166666666667
PRRG3	0.07625
SAA4	-2.0825
RAPGEF5	2.10675
ZCCHC2	0.496833333333333
MGC39372	0.284
PPP4R2	0.542166666666667
CDCA2	-1.30233333333333
OR4D5	0.98
PTGFRN	0.5263
SIGLEC5	1.3295
C19orf61	-0.472166666666667
NMUR2	1.516
KIAA1586	-0.6005
DAGLA	-0.235
CHCHD6	0.102
GPR32	0.653
NEUROD6	0.240333333333333
SLC2A4RG	0.749
CA5B	0.954
FBXL3	1.48525
MPHOSPH9	-0.05575
HMG2L1	0.434
HCN4	0.336166666666667
CEACAM19	-0.5525
SH2D4B	0.419
HFE2	-0.789
TGM4	-0.186
LYPD2	0.54025
TBC1D15	0.555
MRPS21	-0.0604
NONO	-0.3654
CLEC5A	1.3175
ITCH	-0.2616
MGAT3	-1.42983333333333
MBP	0.2715
RPP25	-2.31725
SOSTDC1	-0.603
HRC	-1.9405
TRIM48	0.1095
TMEM133	-0.151
ECEL1P2	-1.06225
HOXC11	1.5955
DOK5	-1.49175
HELZ	-0.8115
LOC348180	-1.071
MGC33894	0.36125
ADRB3	0.2585
DMD	0.09775
PTRH2	-1.21325
MPEG1	2.80816666666667
NDUFA12	0.407833333333333
KRTAP2-4	0.08025
STAMBPL1	-1.74083333333333
ADCY2	-0.242666666666667
UNQ6125	0.5085
KLHL20	-0.146333333333333
SRM	-1.14375
OTC	0.09925
TMIE	0.408666666666667
SNX8	1.202
LIPK	-0.1755
CHURC1	0.206833333333333
KLC2	0.0441666666666667
HDAC1	-0.295166666666667
FAM128A	0.542833333333333
FNDC3B	-0.8095
MTCP1	0.343166666666667
WFDC10B	0.305
PCDHGB3	0.0355
ATRNL1	2.3215
CAV2	-1.410625
MED26	-0.456166666666667
DUS1L	0.32275
CHRM3	-2.108125
NEK9	1.2195
WARS2	-0.2105
TBX22	0.5125
TOMM40	-1.178
RP6-213H19.1	-0.0401666666666667
TUBGCP5	-0.038
IGSF6	4.8155
TPPP	0.2645
UNQ6190	0.5725
GSTM5	0.1805
BTD	1.03683333333333
PDCD1LG2	0.764666666666667
SNRPB2	-1.16216666666667
ERICH1	-1.464125
APOA4	-1.309125
HOXA11	-1.47025
NARG1	-0.58825
MKX	-0.189
RAB28	-0.284142857142857
PKP3	1.88675
SH3GL2	-2.494
CTSO	3.20125
RPN2	0.446625
IL28RA	1.35566666666667
SFMBT1	0.72775
WDR57	-0.262625
FER1L3	1.10216666666667
HSF5	-0.215166666666667
TTC9B	1.2015
C4BPA	-3.442
ALB	-3.87742857142857
SORBS3	0.00399999999999999
UPF2	0.166
JPH1	0.6875
AGBL2	-0.09625
DOPEY1	0.743
TERF1	-0.367083333333333
KIF22	0.217833333333333
NINJ1	1.59625
SEC61A2	-0.241416666666667
HIST1H1D	0.162166666666667
SFXN4	0.704875
UCP3	0.0806
ZNF703	2.49866666666667
MYL6B	-0.248
TREM1	0.446
OR52E6	0.9145
CKMT2	0.1315
HLA-C	1.94825
SLC13A3	-0.818166666666666
TIMP4	-2.044
SLIT2	0.8265
RSF1	-0.497833333333333
LONRF1	-0.7395
MON1A	0.2825
CACNG6	-1.95116666666667
DPPA4	-5.70783333333333
ZSWIM3	0.21075
ZNF804A	0.335666666666667
CCIN	0.2
SLC25A31	0.14175
KCNMB4	0.482
RABL5	1.031625
GALNS	-0.3016
STX6	1.0065
HIST1H1C	0.645333333333333
CIDEB	0.66
CASP4	-0.684166666666667
PDK3	0.5382
KCNJ11	3.174
TPR	-0.749
ZSCAN20	-0.832
MTX2	-1.05575
HIST1H2BH	1.34375
LOC283767	-0.73175
LYRM7	-1.47677777777778
BRD3	-0.707166666666667
HIST1H2BO	1.0795
MAGEB10	-0.5855
SLC45A1	1.2845
SERPINA3	2.11485
KIAA0143	1.46325
KCNJ16	-0.715166666666667
KRT79	0.5495
FABP2	-0.35525
NUT	0.0225
ZNF57	-0.49525
FBXL4	-0.068625
CLEC9A	1.4805
UGT8	-0.921666666666667
BMP2K	0.5525
MAPK4	-2.40925
SLC25A23	-0.3429
HINT1	0.0762
KRTAP13-1	0.933
SFXN5	1.1896
CHCHD2	1.34408333333333
FAM3D	0.628
NDP	-3.121875
RHOBTB1	-0.164
SLC4A4	-1.541625
RPL38	-1.328
HTF9C	-0.630166666666667
AP2A2	0.9835
ZBTB46	0.337
MAP7D1	-0.81075
AOX1	0.773166666666667
CYR61	-1.06316666666667
DTNA	0.514857142857143
JRKL	-1.6965
TMOD3	-0.38275
EEA1	-0.2451
ADCK5	-0.12075
IL1R1	1.6685
KLK3	0.441642857142857
HRSP12	-1.18475
KTN1	0.572
LOH11CR2A	-0.2194
RELL2	-0.34525
MAB21L1	0.83875
C20orf59	-0.238166666666667
PHKB	-0.06325
ADAM2	-1.67783333333333
TBC1D8B	1.0985
FAM13A1	-1.4720625
LAPTM4B	0.368
LCN8	0.5115
TMEM147	2.297
SYT4	-0.394166666666667
XPO7	-0.7825
C9orf62	0.3195
GPR75	0.454
TRIM5	0.77625
APOC1	-0.4555
RNASE4	1.61333333333333
PARD6B	0.26275
ARID1A	0.142833333333333
TPD52L3	0.0156666666666667
RRAGB	1.375
RCN2	-0.264333333333333
HIST2H2BE	0.748625
STARD7	0.06325
SHMT2	0.222
KIAA1751	-0.301
MLYCD	0.14675
LOC162632	-1.0608
UQCRH	-1.98475
RP11-217H1.1	0.5164375
SDHA	-0.563833333333333
NCLN	-0.3901
ZNF17	0.0361666666666667
RCBTB2	-1.9305
VEGFB	0.0232
RP4-747L4.3	0.266
COLQ	0.8458
MPN2	-0.628166666666667
DRG2	0.3005
KLRB1	3.8145
ALPK2	-3.1865
DNASE2B	1.55
FLJ23834	1.02133333333333
AXUD1	0.536666666666667
SAFB	0.081
NSUN4	-0.391
RFX2	0.988833333333333
MAPK8IP1	-0.294666666666667
FANCD2	-0.237571428571429
ANKZF1	-1.61883333333333
C19orf50	-0.536125
DUSP8	0.120375
SENP5	0.88
NFKBIL2	-0.1055
LBR	-1.135625
IGFL1	0.2975
LZTS2	0.85475
IL2RG	-0.25125
CCDC51	0.40625
KLF3	0.16425
ANKRD37	-2.84225
KCTD14	-1.659
FZR1	-0.17475
SLC44A4	3.8789
ESPL1	-0.613875
GMPR2	0.352
TBC1D19	0.0765
ERGIC1	1.1527037037037
ERBB4	1.9456
TSPAN32	-0.0735
MAP4	0.023
GPHN	0.3215
SLC6A2	0.115875
HIVEP1	1.04925
DFFB	-0.5117
EIF4EBP2	1.077125
DMRT1	0.1175
HSPB6	0.1205
IER2	-0.911666666666667
AIFM1	-0.18225
WWC2	-0.156
MRPL4	-0.34025
FLJ21062	0.956833333333333
EPB41L4A	0.909416666666666
SH2D6	0.37225
TAF4B	-0.63625
GAL3ST3	-0.3765
MALT1	0.234833333333333
RTDR1	1.10175
ARVCF	0.398375
MEX3B	-0.511666666666667
FBXO16	1.31575
KIF7	-1.36375
C1QC	3.36466666666667
ZNF783	0.333833333333333
ZNF85	0.49
MMP13	4.7
KIAA0329	0.14925
RTP3	0.2645
ZBED3	0.33875
CLGN	-0.38375
SLC25A37	-1.86716666666667
hCG_18290	-0.55775
OR5AS1	0.5365
SMARCC2	0.460166666666667
FAM109A	0.644166666666667
CCDC12	-0.04875
USF2	1.7473
DEPDC7	-3.4385
C20orf24	0.310166666666667
JMJD3	0.3825
DSP	2.16442857142857
SLIC1	0.679
FAM20A	0.407125
IRF2BP2	0.527125
ZNF230	-0.127
MSN	-1.367
SLC9A5	-1.8235
EPDR1	-0.8993
MUSK	0.3525
ZNF434	0.633666666666667
SMARCD1	0.185666666666667
ZFP106	0.3855
ZNF347	0.061
GTF2E1	-0.12275
RY1	-0.0593333333333333
