Hybridization REF	TCGA-B6-A0I9-01A-11R-A034-07
DIMT1L	-0.590666666666667
TEK	0.918625
SLC25A46	0.198
LARP7	-1.0854
CD160	0.511166666666667
MT1JP	-0.2295
PHF20	1.1501875
CPNE4	-1.5685
GTPBP1	-0.376142857142857
RAB33B	1.83366666666667
ALDOC	-1.227375
ZNF212	-0.2535
NUDT1	-1.61183333333333
RFPL2	-0.7055
ZNF83	0.470333333333333
GDPD5	-0.5155
PDCD4	1.61775
CEP350	0.75625
OR10A2	0.314
CST7	-0.4655
CIAO1	0.035
SELL	0.967
OR8J3	0.441
LTBP4	-1.2955
SIRT6	0.50875
CCL19	4.9865
PPIL1	-0.100333333333333
GBP7	0.0933333333333333
STK17A	-1.2493
ABR	0.15975
OR9G1	-0.9705
FOXE1	-0.592428571428571
CNGA3	2.239
GML	0.874
CD38	-0.65325
ZDHHC6	0.266833333333333
NEFH	-2.52075
CTDSP2	0.756
PGBD5	-2.56033333333333
CCNY	0.000999999999999991
RMND5B	0.316583333333333
ZNF257	-1.326
FLJ22167	-0.492125
EXOSC7	-0.9365
ROR2	-0.450875
MAOA	-1.57975
TNNT3	0.0891666666666667
GYPC	-1.72825
C7orf33	0.4415
PLIN	0.568833333333333
LOC90826	0.65
RNF4	0.4735
F8A1	0.1445
PLEKHG4	-0.7765
GRB2	0.21095
HIST1H2AD	-1.17875
DUS3L	-1.707
EIF1	-0.174666666666667
RP5-1077B9.4	-1.7155
FPGT	1.43675
GDF10	-0.443666666666667
COQ9	0.14725
GCC2	0.0832857142857143
RARRES3	3.4635
PLXNA1	-0.4269
KIAA0100	0.3926
PMF1	0.358
FNDC1	4.9115
HS2ST1	-0.568
CRELD2	-0.04125
C8G	-1.2865
CD82	-0.31275
LIM2	-0.8785
UNQ6490	-1.149
MMP16	-0.74075
DRD3	-0.173
C5orf26	-0.31175
C11orf73	1.3585
PTP4A2	1.1415
OR4M2	0.62
HPCA	-1.6635
SEC14L1	-0.891666666666667
CHFR	-0.254125
EMILIN1	0.3015
NDUFS4	0.4325
COL18A1	-0.95375
PDZD3	0.5947
C9orf16	-0.781833333333333
ERBB2IP	0.498833333333333
EMX2	2.67675
FUS	-2.48825
TF	-4.0796
CLCN4	-1.4765
CXorf56	1.4285
C11orf72	0.4585
ELAC2	-0.664583333333333
NPR1	-1.3205
ASS1	-3.69416666666667
USP42	-0.35125
POLR2J	-0.9615
SEC23IP	1.209
UQCRC1	-0.68775
LOC729603	-0.976
C1orf71	0.87
POLG	-0.86
ADAM23	-3.54525
TFR2	-1.17825
RICTOR	-0.7406
MGC39606	0.03475
C19orf55	-0.577
SNAPC1	-1.40616666666667
GNA11	0.8635
CCDC52	0.197666666666667
FSIP1	0.4685
UPF3A	-0.979125
IGSF11	-2.36
LAGE3	0.61425
CHST6	-2.021
UNC13B	0.18075
TTLL4	-1.7685
ZNF687	0.473125
SDC2	-1.9389
COX7A2	0.94425
LAMB4	-0.33225
FAM24A	-0.519
LRRTM3	-0.9234
GPHB5	-0.01275
OR4C13	-0.9185
EIF3EIP	0.0432142857142857
HABP4	-2.5025
TMEM125	2.51025
CNTN2	0.323125
ASNSD1	-0.63075
FUT4	-0.10825
ACF	-3.2735
LOC158381	2.4505
CDH8	-1.213
AGPS	-0.449666666666667
C4orf18	3.17625
PECI	0.278916666666667
UNG	-0.513875
GSTP1	-1.85025
DCUN1D5	-0.999833333333333
DKFZP564J0863	-0.7915
SLC9A3R1	2.16025
BCDO2	-0.898625
CHMP7	-0.63575
REM2	1.0225
DNHD1	-0.183
FKBP4	-0.247625
ZNF350	2.69025
MGC11102	0.26725
BST1	2.5105
KISS1R	-0.6755
NCR2	-0.456
DEFB125	-2.1025
UBE2W	1.613625
KRT15	1.15975
C10orf99	-0.036
SCN11A	-0.258625
GFI1	-1.547
RDHE2	4.97333333333333
FHL1	-2.1585
OSGEP	-0.0165
GATA1	-3.48633333333333
SMC6	-1.15925
TTTY14	-0.63025
LPIN3	-0.264
RPL4	-0.8453
RBPMS	-0.5673
PRPF3	-0.0788333333333333
EMR1	-2.2655
SPATA19	0.21425
XCR1	0.5465
IRX3	1.0718
RBM6	-0.52725
KLF4	-0.2188
UNC5CL	1.7315
SEBOX	-1.047
BTK	-0.53175
KRCC1	2.8045
C6orf27	0.5105
SYTL5	-0.68
PRND	0.520571428571429
LOC653319	0.0165
PIGL	-1.982375
HUS1	-0.732333333333333
SFRS6	1.54175
C17orf77	0.183
UIMC1	-0.509833333333333
FXYD2	-2.0506
LOC283152	-0.16525
ZNF667	-2.839
ZCCHC12	-0.87525
TFEC	3.2162
ATP7B	-1.83183333333333
POLD2	-1.70333333333333
RG9MTD1	0.4285
ACOT2	-1.11116666666667
HIST1H4I	-0.97675
PPARGC1A	-2.3762
ETFA	0.5165
POLRMT	0.03425
ZNF146	0.67525
MIA2	2.5585
KLHL6	0.103666666666667
HOXB5	-0.578375
NENF	1.44933333333333
CUGBP1	0.55125
PRSS22	2.20233333333333
CASC4	1.1344
CUL4B	0.592
CENPJ	-1.1163
PITX1	0.0406666666666667
FLJ31033	0.561666666666667
CELSR3	-1.6735
ZNF568	0.67925
ITSN1	-0.203916666666667
EHBP1L1	-1.418
C19orf2	0.0335
DCTN1	-1.67625
LIN28B	-3.461
TNKS2	0.864
C1QBP	-0.138625
CADPS2	0.36725
SRMS	-0.2615
GJA9	0.219833333333333
MGC24975	-0.9065
TRIM45	-0.852166666666667
TSP50	1.51875
TCP1	0.61425
TMED7	0.7724
CMA1	1.219
CENPL	-0.300166666666667
PTCRA	0.3055
FST	-4.0725
VWCE	-3.863
PAWR	-0.171
ABCC12	3.67633333333333
LDLR	-1.3779
ASTN2	-0.0505
LOC441212	-0.439625
GPATCH8	-0.3795
TANC2	0.403416666666667
KIF4A	-0.8005
C18orf18	-0.8215
PGM1	-1.2995
KIAA0258	2.2835
CPD	2.241375
SNCAIP	-0.81275
DCT	-4.26983333333333
HLA-DOA	2.47909090909091
OR11L1	0.63
UPK1B	-1.0595
DNAJB4	0.399375
UGT1A8	-0.58575
HIST1H4L	-2.0165
PECR	-0.580333333333333
HSPA2	-0.35625
WFIKKN1	-1.7705
SERP1	0.792625
SYDE2	1.50475
TACR2	0.362
NUP85	-0.4285
CD177	-0.594666666666667
LGR5	-2.886
PIGG	-0.0823333333333333
PTHR1	-1.71366666666667
RAB5A	0.00760000000000001
FLJ13224	-0.172
USP9Y	-1.8198
C7orf53	2.416
LRP1B	-0.7045
XAF1	2.0063
ABCG8	-0.291
ANKDD1A	-0.314833333333333
DAND5	-1.6445
SPAG6	0.4325
LINCR	0.48375
ZDHHC22	-1.65275
CCDC60	0.4535
THOC7	-0.3255
TCTA	0.9372
OR8K3	-1.0565
NY-REN-7	-0.539333333333333
B2M	1.97316666666667
C6orf141	-1.5475
LPPR4	0.83825
SQLE	0.264875
SEPHS1	-0.31075
BTBD14B	0.181928571428571
PLRG1	-0.04175
SPG7	-0.839
ZNF614	-0.186833333333333
PARD6G	0.0758333333333333
INPP5B	-0.0069
GRPEL2	0.583875
PPID	0.136
TRIM56	-0.779
UBE2J1	-0.085125
IL20RA	5.85325
LOC387856	-0.26625
C1orf107	1.44025
UTS2R	-1.66325
C19orf22	-0.6745
SAFB2	-0.967375
KIAA0652	-0.61525
KLRG1	-0.445
MS4A8B	-0.545166666666667
FRAG1	0.0855
KIAA1546	0.459
E2F4	-1.3495
CLEC4M	0.472833333333333
BTBD14A	0.6955
KIAA0999	1.2705
GYPA	-3.61666666666667
TAC1	0.5102
TRAIP	-1.53616666666667
KIAA0232	1.7193
ERCC8	-0.98475
GPX4	2.117125
KIAA0368	0.627625
GPR157	-0.0873333333333334
CTAGE4	1.603
C9orf30	-1.497
OR52A1	0.126
HSP90B3P	-0.561
ALG9	-0.5463
BTBD10	1.4275
SDK2	-0.2665
BAIAP3	-0.26125
RABGGTB	-0.00262499999999999
ANKRD40	0.0975
KRT74	0.385
CALCOCO2	0.4325
SNCA	-2.689
TMSL8	-2.732
C2orf53	0.2095
ESRRB	-0.5705
ARHGAP26	-0.77975
TDRD9	-1.163
HRAS	-1.33583333333333
KLRC4	-2.3125
JAGN1	-0.7155
BSDC1	1.03025
RNF43	0.4062
NDUFAF1	0.7165
PHF12	1.273
OR1L3	-0.022
FOLR2	1.37033333333333
LYZL6	0.181833333333333
tcag7.1260	-2.3935
WSB1	-1.2535
PROS1	-1.2231
OSTN	0.9805
PSMB8	1.92525
SOCS4	0.671375
DDIT4L	-0.07025
MAS1	0.353
MGC34796	0.854
CSHL1	-0.349666666666667
TBCCD1	-0.668
ZBTB7C	-0.1775
AP2S1	-0.120125
P15RS	1.2841
VAT1	-1.3094
SHANK3	0.306833333333333
TUFM	-0.486
THEG	-0.67525
KRT34	-2.051
SGSM3	-0.02975
TOMM22	0.0305
SOCS3	0.184666666666667
CPO	2.584
POP4	0.4005
BHLHB3	1.2545
MALL	0.44575
OR1B1	0.1005
PARK2	0.321
GPR124	0.025
LCE1E	0.49
RUVBL2	-1.27125
CGRRF1	1.0819
ACPL2	-0.469
WNT10B	-1.996125
BAIAP2L2	-1.434625
ISCA1	-0.6855
C1orf125	0.590875
RPAP1	-0.16175
RAI16	-0.184
RPL27	-1.010625
NLRP9	0.2745
EPN1	-0.7055
LOC388610	-2.630625
SLC35A1	2.2457
GAL	-4.38275
SLC14A2	0.18925
RDH11	-0.942833333333333
FAM138F	-0.441
AUH	-0.00775
FLJ40243	0.11525
C14orf129	1.06433333333333
MBD2	-0.421833333333333
ABHD14B	-0.3755
PIGT	-0.176375
ALS2CR4	-0.059375
ALAS1	-0.2082
FOXO1	1.10766666666667
CRLF3	-0.1505
C20orf107	0.346
FARS2	0.57175
CCDC28A	1.38275
NPHP3	-1.07575
OR13F1	1.17
TSEN54	-1.025
DEFB106B	0.5592
OR8B4	-0.2845
STH	-1.11375
ZC3H14	-1.267
CBX2	0.0275
TMEM49	0.11375
C6orf21	0.357
FLJ20920	-1.2645
CRTAP	-0.678
DDX50	0.307
STYXL1	-0.04875
BLVRB	0.926
LOC147650	-1.118
MMP24	1.5475
GRID1	1.32016666666667
BANF1	-1.089
CTAGEP	0.9305
HMBS	-2.21375
SLC25A24	0.6735
C14orf50	-1.0945
MRO	0.3955
SLC25A15	-0.284
FAM84B	1.7011
TDP1	-1.7465
C16orf78	-0.0726
C11orf57	0.18475
RFK	-0.850375
ZFYVE9	0.257125
STCH	-0.9008
WIBG	0.137
LOC283871	-0.4085
GBA2	-0.9705
NDUFB3	0.47375
HSD17B13	0.3095
GRIN3A	1.4275
FMNL1	-2.314
SEPT7	0.6627
GNLY	3.2075
GRAMD1C	0.8405
ZNF165	0.99975
USP38	1.3685
FAM83A	-3.66916666666667
C14orf24	1.06516666666667
ARMCX3	1.53675
ARHGDIB	0.157833333333333
AK1	0.045125
KIAA1045	0.098
DNAJB13	-0.340333333333333
NEU2	-0.813
HIST1H4B	-1.51116666666667
FAM20B	0.7832
HES2	0.374
FAM73B	-0.9784
LOC388381	0.11625
INTS7	0.248545454545455
AMPH	-0.75025
ZNF775	-1.159625
UCKL1	-0.8165
C10orf97	0.14875
C1orf161	-0.1455
ALDH1L1	-1.126
FLJ39378	-0.33625
SLC23A1	-1.4305
RBM4B	1.4525
THAP4	-0.685
OGFRL1	1.62325
KIAA0831	0.718375
PPP1R15A	-1.33233333333333
C1orf96	1.16785714285714
C12orf11	-0.6495
BMF	0.3125
MAN1A1	1.195
KIAA1600	1.33166666666667
NLGN4X	-0.55975
ALOX12	-2.03216666666667
RB1CC1	0.8597
NEIL2	-0.6473
EIF4E	1.01004545454545
ABHD5	0.71225
EXOC4	-1.23016666666667
CIP29	-0.278
BATF2	2.32
SLC29A4	-1.41025
HTR4	0.48275
EMB	0.067
TRAF6	0.2675
LMNB1	-1.2015
FAM19A5	-1.50525
SHE	0.782
PIK3C2B	1.72075
C15orf15	-0.587
USP15	0.3948
TCEAL2	1.49025
C5orf39	0.0838333333333334
PTGER2	-0.34775
SLC31A1	-1.29575
IFT172	0.12525
ADAM29	0.526
GFOD1	-0.10175
ST7L	0.5225
C15orf26	-2.24925
PKN3	-1.95125
CNTD1	2.807
COMMD1	0.672125
NTRK2	2.23525
FOXN3	-0.459
MFGE8	-1.5126
PFKFB2	1.347
TAS2R4	0.1555
ENTHD1	0.389166666666667
PRMT5	-1.48075
MGC16384	-1.003
LOC442229	0.129
TSKU	2.234
KRTCAP3	3.761125
PDLIM1	0.3551
KCNS2	0.73225
RNF126	0.172333333333333
CEP63	0.04625
CLIC4	-0.973
hCG_1990170	-1.1375
ACR	1.0928
KLK7	1.41175
ALOX5AP	3.669375
RIPK3	2.7505
TAS2R9	0.3735
C19orf18	-0.099
BIRC6	0.773928571428572
ZNF16	0.3715
RFT1	-1.57725
SLC8A2	-0.0885
TACC1	-1.0595
ITGAD	2.38
SAMHD1	0.90225
SH3PXD2B	0.6309
EPC2	0.67325
C20orf85	0.4005
ATP13A2	0.118833333333333
KRT4	0.509625
CAPNS1	-0.957
MDM2	-0.538333333333333
PCDH20	0.9355
KCNK9	1.4085
OR2C1	0.204
KLHDC3	-1.00933333333333
IPPK	-0.577
EFHD2	-0.863875
GALR3	-1.5315
NBEA	1.08616666666667
ABCA6	2.1365
CLDN3	0.3305
AKT2	-0.643428571428571
EGFR	-1.3985
RBM16	0.7005
ZDHHC3	0.3049
SLC25A4	0.364333333333333
CYB5B	0.101833333333333
CPXM1	-1.82575
NDRG1	0.120538461538462
FLJ43826	0.3095
OR5L2	-0.1425
FARP2	0.00690000000000002
MRPL46	-0.34775
LDHAL6B	0.1315
MAPKAPK3	-1.332
NCAM2	1.35525
PRKD2	-0.366166666666667
ZFP36L1	0.5311
CYSLTR1	-1.451
OR4C3	0.62375
HIST1H2AJ	1.879
CCNB2	-0.994222222222222
ZNF10	0.928125
TMEM175	-0.3045
FAM134A	0.1165
TIGD4	0.5455
PCNP	-0.16775
MGC39715	0.635
LQK1	0.685
CREB1	0.424
TMPRSS3	-0.997
C4orf32	1.244
LAT	-1.81658333333333
KCNA3	0.197
SKIV2L2	-0.3435
ROPN1B	-2.58875
tcag7.23	-0.4
CDT1	-2.205125
ZHX2	0.81225
CD28	-3.47625
ZNF624	1.45025
SEPT2	-0.666083333333333
SOHLH2	-2.85042857142857
MCOLN3	-1.244
UNQ1945	0.3555
MASP2	-1.094
ZNRF3	0.4333
GPATCH3	-1.13425
AGL	-0.400125
QRICH2	-0.221
PSD4	0.0643333333333333
CCNB1IP1	-2.62425
ENPP7	-0.01775
OBFC1	-0.39275
KCNG3	-2.952
C14orf79	-1.11891666666667
ENPEP	1.76733333333333
SCT	2.222
SKI	-0.14725
SEC61G	-1.30875
CAPN11	0.55975
ATXN7L3	-1.30025
DBNDD1	-0.309166666666667
FAIM	0.47475
ANKRD36	-0.373
GABRP	2.3835
TACSTD2	2.129
EIF3J	-0.22325
PPP2R2A	-0.50875
TEKT4	-0.314833333333333
PVALB	-0.0773333333333333
F10	-2.69083333333333
FAM134C	0.1603
COMP	4.10125
EFCBP1	-2.5285
SCLT1	0.651375
TAL1	-0.926
ACSL1	2.1155
ABCC5	1.64816666666667
ABL1	-1.05283333333333
RBBP7	0.568666666666667
PTPRG	-0.92425
NCOR1	-0.4288
SPINK4	-2.03583333333333
TXNRD1	0.1587
TNRC15	-0.20825
C9orf138	1.049125
UBE2H	0.319
BRDT	2.22233333333333
C8orf31	-0.10825
CCNE2	0.439090909090909
SLC6A8	-1.06475
CALCR	-3.98625
PPP1CB	1.95208333333333
ABHD8	-0.9255
ARF5	-0.9163
SLC24A4	0.341
CCT3	0.73475
ZNF121	0.234625
SLC3A2	-2.0324
OR13A1	0.375
SLC5A10	1.427
RAD50	-0.18075
IER5	-0.590125
MTHFD1L	-2.69925
MBTPS2	0.55975
MVK	-0.307875
NCL	0.2561
PSMD10	1.3195
MOBP	0.093875
FLJ32894	-1.0875
HRH1	-0.438333333333333
C5orf30	1.3535
NUDT16L1	0.1183
RASGRP3	3.67366666666667
PRKRIP1	-1.1351
CCDC75	0.0805
LOC253970	0.665
KIAA1239	0.49475
MED21	-0.02075
SYT11	-0.150833333333333
NTSR2	-0.384
EGFL11	0.308
CXorf59	0.9375
OR2A25	0.011
SPTBN2	-1.72
LRMP	-1.7215
RNF111	0.4435
PTH	-0.6015
LOC619208	0.9015
KIAA0895	1.8595
RANBP5	-0.9295
P2RY10	0.500333333333333
NME5	0.861166666666667
DDX21	-0.58575
LRSAM1	-1.06
HDAC11	-1.03566666666667
VMO1	1.615
NOLA2	-0.1855
ADAR	1.00941666666667
MTO1	-0.462166666666667
SF4	-0.00783333333333333
P2RX1	-0.2655
HBM	-0.01475
EN2	-1.293
C14orf172	-0.14675
TM9SF2	1.4459
INHBE	-1.78283333333333
TCTE3	0.176416666666667
TOX2	-3.13675
CTAGE3	0.37575
HBB	3.8688
MED15	-1.3625
CASR	0.64675
C6orf66	0.0963333333333333
MTPN	-0.78575
UNC50	0.7935
C21orf33	0.5365
IRF2	1.665625
PGR	-1.361
GPR84	1.83475
CROCCL1	-1.57325
SRPX	-1.33475
BRE	-0.130166666666667
FGF10	-0.237
SDC3	0.310666666666667
ZRSR1	0.246
DKFZP434P211	-0.60725
SOX6	0.994
RPUSD2	-0.5075
C14orf173	-0.3845
MAPK11	-0.800333333333333
TBC1D22A	-0.1195
FAM123A	-0.6905
COL4A6	-1.93366666666667
TOMM70A	0.581
NAB1	-0.371375
MGC16385	-0.51175
TSPAN18	-1.71616666666667
MED31	0.193
PLG	-0.18575
CAPSL	0.442
ZNF532	1.6647
ASB14	0.38275
CA8	-0.31475
NUDT16P	1.70983333333333
SLFN11	-0.7855
LRRIQ2	0.05875
NOL7	-0.0296666666666666
BRMS1L	0.1985
JARID1A	0.980333333333333
PANK2	-0.94375
ICAM3	-0.89575
MDS1	-0.79025
TAF8	0.011
RNF139	0.14825
ZNF594	0.657166666666667
ADAM8	2.306875
SFTPC	-0.460375
MAN2B2	1.1715
RGS12	-0.265
EIF1AY	-3.9769
LRRIQ1	0.0886666666666667
GPR150	-1.5995
CCDC21	-1.9085
PRRG3	-1.59175
SAA4	-2.76375
RAPGEF5	4.10025
ZCCHC2	1.68183333333333
MGC39372	-0.0675
PPP4R2	0.2925
CDCA2	-2.04583333333333
OR4D5	0.356166666666667
PTGFRN	0.6621
SIGLEC5	0.4855
C19orf61	-0.739666666666667
NMUR2	0.524
KIAA1586	-0.444833333333333
DAGLA	1.53016666666667
CHCHD6	0.192
GPR32	1.018
NEUROD6	-0.1155
SLC2A4RG	-0.276625
CA5B	1.09725
FBXL3	1.48725
MPHOSPH9	-1.316
HMG2L1	0.51525
HCN4	-1.2645
CEACAM19	1.03725
SH2D4B	0.0131666666666667
HFE2	-1.513
TGM4	0.587166666666667
LYPD2	-0.51775
TBC1D15	0.30275
MRPS21	-0.1169
NONO	-0.079
CLEC5A	2.04925
ITCH	-0.2596
MGAT3	-0.5995
MBP	-0.0211250000000001
RPP25	-1.1525
SOSTDC1	-0.174
HRC	-1.86375
TRIM48	0.263
TMEM133	-0.0245
ECEL1P2	-1.58625
HOXC11	-0.9565
DOK5	-1.27375
HELZ	1.242
LOC348180	-1.53625
MGC33894	0.403
ADRB3	0.3515
DMD	-0.264416666666667
PTRH2	0.1595
MPEG1	2.89083333333333
NDUFA12	-0.086
KRTAP2-4	-0.109666666666667
STAMBPL1	-0.5895
ADCY2	-0.585666666666667
UNQ6125	0.2105
KLHL20	0.708833333333333
SRM	-1.7895
OTC	-1.042
TMIE	-1.00133333333333
SNX8	-1.43
LIPK	-0.372
CHURC1	-1.13416666666667
KLC2	0.193666666666667
HDAC1	-0.756333333333333
FAM128A	-0.760833333333333
FNDC3B	-0.3603
MTCP1	-0.196166666666667
WFDC10B	0.0967
PCDHGB3	-0.0995
ATRNL1	2.3022
CAV2	-1.290625
MED26	-0.349333333333333
DUS1L	-0.04175
CHRM3	-1.741375
NEK9	-1.515
WARS2	1.148
TBX22	-0.597
TOMM40	-1.14925
RP6-213H19.1	0.0676666666666667
TUBGCP5	0.07075
IGSF6	5.53025
TPPP	0.363333333333333
UNQ6190	-0.616
GSTM5	-0.109625
BTD	-0.845666666666667
PDCD1LG2	0.510166666666667
SNRPB2	-0.231166666666667
ERICH1	-0.264375
APOA4	-1.809125
HOXA11	-2.455
NARG1	0.744125
MKX	-1.566
RAB28	0.0724285714285714
PKP3	1.195
SH3GL2	-2.77375
CTSO	3.2465
RPN2	0.206375
IL28RA	-0.144333333333333
SFMBT1	0.51225
WDR57	-0.60775
FER1L3	0.255583333333333
HSF5	0.355
TTC9B	-0.04075
C4BPA	-3.67166666666667
ALB	-3.67291666666667
SORBS3	0.428375
UPF2	1.27
JPH1	-0.6685
AGBL2	-0.17625
DOPEY1	1.813
TERF1	0.441666666666667
KIF22	-1.19766666666667
NINJ1	0.58325
SEC61A2	-0.0365833333333333
HIST1H1D	-2.71466666666667
SFXN4	-0.2855
UCP3	-0.3135
ZNF703	-0.127833333333333
MYL6B	-1.0285
TREM1	3.0885
OR52E6	1.08
CKMT2	0.703
HLA-C	2.75
SLC13A3	-2.70416666666667
TIMP4	-3.0735
SLIT2	1.66725
RSF1	1.00077777777778
LONRF1	-1.11028571428571
MON1A	-0.417333333333333
CACNG6	-2.60283333333333
DPPA4	-5.24883333333333
ZSWIM3	0.59125
ZNF804A	0.342833333333333
CCIN	0.826
SLC25A31	0.15075
KCNMB4	-1.688
RABL5	0.09675
GALNS	-0.804
STX6	1.416625
HIST1H1C	-2.953
CIDEB	-0.8545
CASP4	0.918833333333333
PDK3	0.6908
KCNJ11	-0.092
TPR	0.1205
ZSCAN20	-0.9605
MTX2	0.12575
HIST1H2BH	-0.38175
LOC283767	0.24575
LYRM7	-0.824944444444444
BRD3	0.304833333333333
HIST1H2BO	-1.2375
MAGEB10	-0.967
SLC45A1	-0.81175
SERPINA3	1.558
KIAA0143	1.3055
KCNJ16	0.471
KRT79	-0.926
FABP2	-0.995
NUT	-0.259
ZNF57	1.23425
FBXL4	1.192125
CLEC9A	0.2525
UGT8	-1.40916666666667
BMP2K	-0.0945
MAPK4	-3.4015
SLC25A23	-0.8669
HINT1	-1.3795
KRTAP13-1	0.033
SFXN5	-0.3838
CHCHD2	-0.712
FAM3D	0.8
NDP	-1.7695
RHOBTB1	-1.83516666666667
SLC4A4	-1.2515
RPL38	-0.17625
HTF9C	-1.22266666666667
AP2A2	-0.41025
ZBTB46	-1.6145
MAP7D1	-0.609
AOX1	-2.20466666666667
CYR61	-0.828583333333333
DTNA	0.597285714285714
JRKL	1.5585
TMOD3	1.76275
EEA1	0.4914
ADCK5	-0.493
IL1R1	1.94983333333333
KLK3	-0.0290714285714285
HRSP12	0.16875
KTN1	1.56225
LOH11CR2A	0.7449
RELL2	-0.7455
MAB21L1	2.245
C20orf59	-1.29283333333333
PHKB	1.37225
ADAM2	3.11966666666667
TBC1D8B	1.11316666666667
FAM13A1	-0.58825
LAPTM4B	-1.40358333333333
LCN8	0.0995
TMEM147	0.782
SYT4	-0.045
XPO7	-1.1065
C9orf62	-1.194
GPR75	0.2825
TRIM5	-0.87425
APOC1	1.01166666666667
RNASE4	1.681
PARD6B	-0.722625
ARID1A	-0.316833333333333
TPD52L3	0.119888888888889
RRAGB	0.178333333333333
RCN2	0.435333333333333
HIST2H2BE	-1.6046875
STARD7	0.6345
SHMT2	-1.20875
KIAA1751	0.739833333333333
MLYCD	-0.0535
LOC162632	-0.2526
UQCRH	-1.39825
RP11-217H1.1	1.026625
SDHA	-1.9055
NCLN	-0.0545
ZNF17	0.0788333333333333
RCBTB2	-0.2915
VEGFB	-0.799
RP4-747L4.3	1.17425
COLQ	0.2121
MPN2	-0.5235
DRG2	0.124
KLRB1	4.62275
ALPK2	-2.65575
DNASE2B	0.09825
FLJ23834	-1.65725
AXUD1	-0.445333333333333
SAFB	-0.5785
NSUN4	-0.54975
RFX2	0.44
MAPK8IP1	-1.25316666666667
FANCD2	-0.576071428571429
ANKZF1	-1.48583333333333
C19orf50	-0.3315
DUSP8	2.077125
SENP5	0.66275
NFKBIL2	-0.68775
LBR	0.5365
IGFL1	-0.9475
LZTS2	-0.61625
IL2RG	-0.766
CCDC51	-0.76425
KLF3	0.488875
ANKRD37	0.063
KCTD14	-1.433
FZR1	-0.0179166666666667
SLC44A4	-1.9346
ESPL1	-1.2975
GMPR2	-0.5286
TBC1D19	-0.9855
ERGIC1	0.912222222222222
ERBB4	3.4331
TSPAN32	-0.0743333333333333
MAP4	-1.314625
GPHN	-1.082
SLC6A2	0.28325
HIVEP1	0.942
DFFB	-0.3952
EIF4EBP2	1.00375
DMRT1	-0.447
HSPB6	-0.42175
IER2	-0.208
AIFM1	0.53175
WWC2	-0.831916666666667
MRPL4	-1.15225
FLJ21062	-0.149
EPB41L4A	1.58258333333333
SH2D6	0.1075
TAF4B	-1.07
GAL3ST3	-0.319
MALT1	-0.770666666666667
RTDR1	-0.48075
ARVCF	-0.83575
MEX3B	-0.811333333333333
FBXO16	1.2555
KIF7	-2.543
C1QC	4.6225
ZNF783	-0.781166666666667
ZNF85	1.47025
MMP13	2.5585
KIAA0329	0.304
RTP3	-1.275
ZBED3	-1.25
CLGN	0.639
SLC25A37	-1.52379166666667
hCG_18290	-0.6685
OR5AS1	0.0555
SMARCC2	-0.683083333333333
FAM109A	-0.426833333333333
CCDC12	-0.43425
USF2	-0.3635
DEPDC7	-2.37075
C20orf24	-0.0511666666666667
JMJD3	-0.176
DSP	1.10028571428571
SLIC1	-0.13675
FAM20A	0.97575
