Hybridization REF	TCGA-AR-A0U0-01A-11R-A109-07
TFR2	0.0405
RICTOR	-1.1127
MGC39606	-0.0635
C19orf55	-0.27175
SNAPC1	-1.75833333333333
GNA11	0.718375
CCDC52	-1.2395
FSIP1	0.16
UPF3A	-0.543125
IGSF11	-2.5285
LAGE3	0.63325
CHST6	-3.8565
UNC13B	0.812625
TTLL4	0.33225
ZNF687	-0.15875
SDC2	1.4402
COX7A2	0.834
LAMB4	0.097
FAM24A	0.0645
LRRTM3	-0.964
GPHB5	0.0155
OR4C13	0.2465
EIF3EIP	-0.0727857142857143
HABP4	-0.8995
TMEM125	3.42975
CNTN2	0.089125
ASNSD1	-0.27725
FUT4	-0.00487500000000001
ACF	-4.16875
LOC158381	0.058
CDH8	-0.30325
AGPS	-0.519666666666667
C4orf18	-0.069375
PECI	-2.62316666666667
UNG	-1.054875
GSTP1	-1.00375
DCUN1D5	-0.840833333333333
DKFZP564J0863	0.2725
SLC9A3R1	1.0845
BCDO2	-0.598625
CHMP7	0.157
REM2	0.016
DNHD1	-0.257
FKBP4	-0.25
ZNF350	0.834
MGC11102	0.307375
BST1	1.139
KISS1R	-0.0815
NCR2	0.357
DEFB125	0.257
UBE2W	1.37975
KRT15	4.86775
C10orf99	1.0215
SCN11A	0.1905
GFI1	-0.94525
RDHE2	1.3905
FHL1	-2.83033333333333
OSGEP	-0.191
GATA1	-3.83083333333333
SMC6	-0.1485
TTTY14	-0.87075
LPIN3	-0.15775
RPL4	-0.3617
RBPMS	-1.8178
PRPF3	-0.192166666666667
EMR1	-1.502
SPATA19	0.43325
XCR1	0.845
IRX3	1.4432
RBM6	-0.9685
KLF4	0.3794
UNC5CL	-0.251
SEBOX	0.0835
BTK	0.18975
KRCC1	0.306
C6orf27	1.3075
SYTL5	-1.1835
PRND	-0.105
LOC653319	-0.1525
PIGL	-0.222625
HUS1	0.2415
SFRS6	0.725166666666667
C17orf77	3.109
UIMC1	-0.0865
FXYD2	-1.6363
LOC283152	0.30825
ZNF667	0.25775
ZCCHC12	-0.29625
TFEC	4.2239
ATP7B	-1.37216666666667
POLD2	-0.4295
RG9MTD1	-0.754
ACOT2	-0.494
HIST1H4I	0.797625
PPARGC1A	1.9371
ETFA	-3.8036
POLRMT	0.83825
ZNF146	1.14575
MIA2	-1.968
KLHL6	0.122166666666667
HOXB5	-1.075375
NENF	0.520833333333333
CUGBP1	-0.246
PRSS22	2.00883333333333
CASC4	1.4417
CUL4B	-0.4284
CENPJ	-1.5029
PITX1	0.00166666666666666
FLJ31033	2.22266666666667
CELSR3	0.145333333333333
ZNF568	1.02025
ITSN1	-1.20966666666667
EHBP1L1	-0.387166666666667
C19orf2	0.10175
DCTN1	0.3575
LIN28B	-2.71966666666667
TNKS2	0.13575
C1QBP	0.3695
CADPS2	-1.18
SRMS	0.24075
GJA9	0.292166666666667
MGC24975	0.7065
TRIM45	-0.845
TSP50	-0.25675
TCP1	0.305
TMED7	-0.0324
CMA1	0.511
CENPL	0.0965
PTCRA	0.694
FST	-4.83075
VWCE	-3.78075
PAWR	-1.09775
ABCC12	-0.1475
LDLR	-0.612
ASTN2	-0.877
LOC441212	-0.589375
GPATCH8	0.0515
TANC2	-2.12766666666667
KIF4A	-1.2685
C18orf18	-1.846
PGM1	0.155
KIAA0258	0.13475
CPD	0.121375
SNCAIP	-1.786
DCT	-4.68783333333333
HLA-DOA	2.90677272727273
OR11L1	0.768
UPK1B	-0.192166666666667
DNAJB4	0.5985
UGT1A8	-0.087
HIST1H4L	-2.92
PECR	-2.63416666666667
HSPA2	1.14525
WFIKKN1	-1.368
SERP1	0.29975
SYDE2	0.18525
TACR2	-0.115
NUP85	-0.2355
CD177	-0.475666666666667
LGR5	-1.82433333333333
PIGG	-0.0169166666666667
PTHR1	-2.4815
RAB5A	0.5661
FLJ13224	0.2815
USP9Y	-1.97566666666667
C7orf53	-0.5195
LRP1B	0.09875
XAF1	4.5287
ABCG8	-0.5865
ANKDD1A	-0.856833333333333
DAND5	-0.661
SPAG6	1.16233333333333
LINCR	1.54925
ZDHHC22	-1.81375
CCDC60	0.223
THOC7	-0.732666666666667
TCTA	1.216
OR8K3	0.177
NY-REN-7	-0.59125
B2M	2.21616666666667
C6orf141	-3.622625
LPPR4	3.27875
SQLE	-1.368625
SEPHS1	0.183
BTBD14B	0.109071428571429
PLRG1	-0.30475
SPG7	-0.723125
ZNF614	-0.372666666666667
PARD6G	-0.266833333333333
INPP5B	-0.4101
GRPEL2	0.899
PPID	-0.6669
TRIM56	0.91875
UBE2J1	1.249625
IL20RA	2.404
LOC387856	-0.089
C1orf107	1.38441666666667
UTS2R	-0.2865
C19orf22	0.86825
SAFB2	-0.351875
KIAA0652	0.24
KLRG1	0.0246666666666667
MS4A8B	0.1835
FRAG1	1.2525
KIAA1546	0.301
E2F4	-0.7594
CLEC4M	0.202833333333333
BTBD14A	-0.65475
KIAA0999	0.5869
GYPA	-3.404
TAC1	-0.437
TRAIP	-0.262666666666667
KIAA0232	-0.5863
ERCC8	-1.493
GPX4	1.20325
KIAA0368	-0.8905
GPR157	-0.951333333333333
CTAGE4	0.682
C9orf30	-0.553
OR52A1	0.2765
HSP90B3P	-0.5565
ALG9	0.1549
BTBD10	0.5895
SDK2	0.59675
BAIAP3	-1.4795
RABGGTB	-1.207125
ANKRD40	-0.0791666666666667
KRT74	0.6155
CALCOCO2	0.815142857142857
SNCA	-4.2255
TMSL8	-4.498125
C2orf53	0.179
ESRRB	-0.16625
ARHGAP26	0.536375
TDRD9	-3.209
HRAS	0.780666666666667
KLRC4	-1.1895
JAGN1	0.205
BSDC1	0.28
RNF43	-0.786
NDUFAF1	1.1235
PHF12	0.39975
OR1L3	0.253
FOLR2	1.71441666666667
LYZL6	0.169666666666667
tcag7.1260	-0.416
WSB1	-1.99933333333333
PROS1	-1.2063
OSTN	0.4515
PSMB8	3.531
SOCS4	0.3985
DDIT4L	1.52075
MAS1	-0.286
MGC34796	1.40875
CSHL1	0.5395
TBCCD1	0.817
ZBTB7C	0.2155
AP2S1	0.0115
P15RS	1.2606
VAT1	-0.8112
SHANK3	1.21583333333333
TUFM	0.166166666666667
THEG	0.02425
KRT34	1.51125
SGSM3	0.216625
TOMM22	-0.80525
SOCS3	0.917333333333333
CPO	0.1335
POP4	0.746
BHLHB3	-0.6185
MALL	2.9645
OR1B1	0.2715
PARK2	1.78966666666667
GPR124	-0.52325
LCE1E	0.4255
RUVBL2	-0.0235
CGRRF1	-1.1393
ACPL2	-1.0755
WNT10B	-0.0625
BAIAP2L2	-0.201625
ISCA1	-0.2125
C1orf125	0.412625
RPAP1	0.09375
RAI16	-0.423333333333333
RPL27	-1.390625
NLRP9	0.2265
EPN1	-0.0835
LOC388610	-0.5355
SLC35A1	1.1557
GAL	-4.24325
SLC14A2	0.83225
RDH11	-0.797666666666667
FAM138F	0.103
AUH	0.19175
FLJ40243	-0.1005
C14orf129	-0.0863333333333333
MBD2	0.351833333333333
ABHD14B	0.5065
PIGT	-0.24475
ALS2CR4	0.187
ALAS1	1.3636
FOXO1	-0.157166666666667
CRLF3	0.87325
C20orf107	-0.243
FARS2	1.1645
CCDC28A	0.05775
NPHP3	-1.712
OR13F1	0.3895
TSEN54	0.27075
DEFB106B	0.1545
OR8B4	1.311
STH	0.237
ZC3H14	-0.294625
CBX2	0.164
TMEM49	-0.51775
C6orf21	0.6275
FLJ20920	-0.408125
CRTAP	-0.0756428571428572
DDX50	-0.01325
STYXL1	0.17925
BLVRB	1.101
LOC147650	-0.173666666666667
MMP24	0.1095
GRID1	0.660166666666667
BANF1	-0.313
CTAGEP	0.694
HMBS	-0.62675
SLC25A24	-0.702
C14orf50	0.7775
MRO	1.33966666666667
SLC25A15	-0.86975
FAM84B	1.3147
TDP1	-0.9975
C16orf78	0.339833333333333
C11orf57	-0.654
RFK	-0.49625
ZFYVE9	-0.316375
STCH	-0.618
WIBG	0.05825
LOC283871	0.061
GBA2	0.4711
NDUFB3	0.74175
HSD17B13	-0.838
GRIN3A	2.3425
FMNL1	0.342833333333333
SEPT7	-0.4934
GNLY	4.955
GRAMD1C	0.776
ZNF165	2.03725
USP38	0.67075
FAM83A	-2.7795
C14orf24	0.491916666666667
ARMCX3	-1.18475
ARHGDIB	0.119333333333333
AK1	1.558625
KIAA1045	0.7065
DNAJB13	-0.200333333333333
NEU2	0.675
HIST1H4B	-1.42566666666667
FAM20B	-0.0436
HES2	0.957571428571429
FAM73B	-0.3939
LOC388381	-0.0295
INTS7	0.907818181818182
AMPH	0.586
ZNF775	-0.6235
UCKL1	-0.438333333333333
C10orf97	0.41675
C1orf161	0.12625
ALDH1L1	-1.671
FLJ39378	-0.499875
SLC23A1	1.039
RBM4B	-0.078
THAP4	0.216166666666667
OGFRL1	2.83625
KIAA0831	-0.385
PPP1R15A	-0.670166666666667
C1orf96	-0.0884285714285714
C12orf11	-0.93225
BMF	-0.14275
MAN1A1	-0.249125
KIAA1600	0.410166666666667
NLGN4X	-1.0395
ALOX12	-1.15966666666667
RB1CC1	0.4943
NEIL2	0.1727
EIF4E	-0.0225
ABHD5	-0.34125
EXOC4	-0.0893333333333333
CIP29	-0.347333333333333
BATF2	3.92325
SLC29A4	-0.93775
HTR4	0.991
EMB	-0.56775
TRAF6	0.528
LMNB1	-1.43625
FAM19A5	-1.662625
SHE	1.1
PIK3C2B	-0.08875
C15orf15	-0.3519
USP15	0.2477
TCEAL2	-1.389
C5orf39	1.105
PTGER2	1.09175
SLC31A1	-0.4823125
IFT172	0.66475
ADAM29	0.292
GFOD1	0.27525
ST7L	1.157
C15orf26	-2.95625
PKN3	-0.95825
CNTD1	0.241
COMMD1	0.768875
NTRK2	0.977166666666667
FOXN3	-0.48075
MFGE8	0.2531
PFKFB2	1.85533333333333
TAS2R4	-0.421
ENTHD1	0.535666666666667
PRMT5	-0.031375
MGC16384	-1.71625
LOC442229	0.774
TSKU	-0.09475
KRTCAP3	2.989875
PDLIM1	-0.3169
KCNS2	0.456
RNF126	0.4985
CEP63	-0.824625
CLIC4	-0.515875
hCG_1990170	4.75575
ACR	0.8809
KLK7	4.142
ALOX5AP	3.227125
RIPK3	3.29025
TAS2R9	0.286
C19orf18	2.162
BIRC6	0.364071428571429
ZNF16	0.9905
RFT1	0.17325
SLC8A2	-0.4125
TACC1	-0.954375
ITGAD	1.372
SAMHD1	2.92375
SH3PXD2B	2.082
EPC2	-0.1945
C20orf85	0.210375
ATP13A2	1.3015
KRT4	3.813125
CAPNS1	0.77275
MDM2	-1.09983333333333
PCDH20	0.17825
KCNK9	0.2935
OR2C1	0.0415
KLHDC3	-0.2475
IPPK	0.938
EFHD2	0.064875
GALR3	-0.336
NBEA	-2.116
ABCA6	1.0293
CLDN3	0.6285
AKT2	0.165357142857143
EGFR	0.6481
RBM16	0.1535
ZDHHC3	-0.3386
SLC25A4	-0.247333333333333
CYB5B	-0.396166666666667
CPXM1	-1.34575
NDRG1	2.36707692307692
FLJ43826	0.3255
OR5L2	0.0735
FARP2	-0.0671
MRPL46	-0.196666666666667
LDHAL6B	0.211
MAPKAPK3	0.895666666666667
NCAM2	-2.95025
PRKD2	0.672
ZFP36L1	1.2695
CYSLTR1	-0.366
OR4C3	0.5815
HIST1H2AJ	0.3705
CCNB2	-1.40555555555556
ZNF10	0.31475
TMEM175	0.3675
FAM134A	0.403666666666667
TIGD4	-0.4705
PCNP	-0.90075
MGC39715	1.15925
LQK1	-1.43475
CREB1	0.7134
TMPRSS3	2.94325
C4orf32	-0.03125
LAT	-0.804333333333333
KCNA3	0.8395
SKIV2L2	-1.26525
ROPN1B	-0.14725
tcag7.23	-0.923
CDT1	-2.137375
ZHX2	0.625625
CD28	-2.76025
ZNF624	0.93725
SEPT2	0.344916666666667
SOHLH2	-1.155875
MCOLN3	-0.737375
UNQ1945	0.5005
MASP2	-0.7115
ZNRF3	-0.2179
GPATCH3	0.2465
AGL	0.4965
QRICH2	0.77
PSD4	0.911166666666667
CCNB1IP1	-1.7075
ENPP7	0.62675
OBFC1	1.40075
KCNG3	-1.2295
C14orf79	0.0734166666666667
ENPEP	2.717
SCT	0.758
SKI	0.018875
SEC61G	-0.78575
CAPN11	-0.01625
ATXN7L3	-0.00375
DBNDD1	0.659666666666667
FAIM	-0.3695
ANKRD36	-1.7025
GABRP	4.71733333333333
TACSTD2	-0.268333333333333
EIF3J	0.463
PPP2R2A	-0.11325
TEKT4	-0.4275
PVALB	-3.82633333333333
F10	-3.56
FAM134C	0.5622
COMP	3.2115
EFCBP1	-3.37925
SCLT1	0.176
TAL1	-1.7136
ACSL1	2.54975
ABCC5	-0.25925
ABL1	-1.05366666666667
RBBP7	-0.47275
PTPRG	-1.021875
NCOR1	0.1866
SPINK4	-1.8605
TXNRD1	-0.7714
TNRC15	-0.05675
C9orf138	0.82325
UBE2H	0.3805
BRDT	0.175333333333333
C8orf31	0.1
CCNE2	-0.329909090909091
SLC6A8	-1.932875
CALCR	-4.14875
PPP1CB	2.50866666666667
ABHD8	0.70425
ARF5	0.0789
SLC24A4	0.68725
CCT3	0.969
ZNF121	0.6335
SLC3A2	0.3002
OR13A1	0.604
SLC5A10	-0.18725
RAD50	0.653
IER5	-0.499875
MTHFD1L	-0.1885
MBTPS2	0.17525
MVK	-0.307125
NCL	0.6805
PSMD10	-0.763
MOBP	0.1665
FLJ32894	0.0985
HRH1	-0.278
C5orf30	-1.2155
NUDT16L1	0.6042
RASGRP3	4.74633333333333
PRKRIP1	0.8697
CCDC75	-0.3105
LOC253970	0.197
KIAA1239	0.48175
MED21	-1.02
SYT11	0.28075
NTSR2	4.063
EGFL11	0.2255
CXorf59	0.485
OR2A25	0.00400000000000003
SPTBN2	-0.203
LRMP	-0.919666666666667
RNF111	-0.36425
PTH	0.244
LOC619208	0.8945
KIAA0895	0.509
RANBP5	-1.29775
P2RY10	1.74166666666667
NME5	-1.69533333333333
DDX21	0.3155
LRSAM1	0.517
HDAC11	1.08283333333333
VMO1	2.94025
NOLA2	0.763
ADAR	1.25025
MTO1	0.860833333333333
SF4	-0.00583333333333333
P2RX1	1.17966666666667
HBM	0.16125
EN2	0.1305
C14orf172	0.7095
TM9SF2	0.1106
INHBE	-1.35516666666667
TCTE3	0.727
TOX2	-2.57375
CTAGE3	0.17525
HBB	3.5726
MED15	-0.67
CASR	0.15
C6orf66	1.0005
MTPN	-0.753375
UNC50	-0.2825
C21orf33	1.01925
IRF2	1.085875
PGR	-2.5575
GPR84	3.9505
CROCCL1	-2.04925
SRPX	-2.2065
BRE	1.17533333333333
FGF10	0.27125
SDC3	-0.3365
ZRSR1	-0.122333333333333
DKFZP434P211	-0.41275
SOX6	0.3065
RPUSD2	-2.55
C14orf173	-0.395
MAPK11	0.371833333333333
TBC1D22A	-0.016
FAM123A	-0.897
COL4A6	-3.19366666666667
TOMM70A	0.3725
NAB1	0.60275
MGC16385	0.215125
TSPAN18	-1.19066666666667
MED31	-0.306
PLG	-0.1445
CAPSL	1.5585
ZNF532	0.8918
ASB14	-0.06025
CA8	-2.31225
NUDT16P	0.3615
SLFN11	-0.5345
LRRIQ2	-0.29925
NOL7	0.409
BRMS1L	-0.014
JARID1A	-0.430166666666667
PANK2	0.249
ICAM3	0.25425
MDS1	-0.4145
TAF8	-0.32275
RNF139	0.5305
ZNF594	-0.776333333333333
ADAM8	2.627375
SFTPC	-0.03225
MAN2B2	0.526125
RGS12	-0.37775
EIF1AY	-5.33808333333333
LRRIQ1	-1.68283333333333
GPR150	-0.04375
CCDC21	-0.671166666666667
PRRG3	0.1545
SAA4	0.7805
RAPGEF5	1.750875
ZCCHC2	0.0423333333333333
MGC39372	0.7205
PPP4R2	0.632333333333333
CDCA2	-1.38066666666667
OR4D5	0.465333333333333
PTGFRN	0.4956
SIGLEC5	2.37616666666667
C19orf61	0.8535
NMUR2	0.103
KIAA1586	-0.961666666666667
DAGLA	-0.520666666666667
CHCHD6	-0.161
GPR32	0.57
NEUROD6	0.199
SLC2A4RG	-0.3053125
CA5B	-0.5465
FBXL3	-0.03175
MPHOSPH9	-1.0705
HMG2L1	-0.399
HCN4	0.0308333333333333
CEACAM19	1.25475
SH2D4B	1.55583333333333
HFE2	-0.4215
TGM4	0.264833333333333
LYPD2	0.0795
TBC1D15	-0.45125
MRPS21	-1.5773
NONO	-1.2426
CLEC5A	2.51325
ITCH	-0.9061
MGAT3	-1.03783333333333
MBP	0.501375
RPP25	0.3425
SOSTDC1	-1.81825
HRC	-1.88175
TRIM48	0.1945
TMEM133	-0.348
ECEL1P2	-1.494
HOXC11	0.7075
DOK5	-0.52825
HELZ	-0.229166666666667
LOC348180	-0.34275
MGC33894	0.38025
ADRB3	0.081
DMD	-0.05225
PTRH2	-0.52375
MPEG1	3.5585
NDUFA12	-0.0363333333333333
KRTAP2-4	0.278083333333333
STAMBPL1	-0.481166666666667
ADCY2	-0.235166666666667
UNQ6125	-0.233
KLHL20	-0.182
SRM	0.04325
OTC	-0.0625
TMIE	1.618
SNX8	1.0975
LIPK	1.3825
CHURC1	-0.767333333333333
KLC2	0.266666666666667
HDAC1	-0.0685
FAM128A	0.1245
FNDC3B	0.0141
MTCP1	0.0435
WFDC10B	1.4873
PCDHGB3	0.226
ATRNL1	-2.6115
CAV2	-1.327625
MED26	0.00716666666666666
DUS1L	0.97025
CHRM3	-1.59275
NEK9	0.24575
WARS2	-0.71975
TBX22	0.1475
TOMM40	-0.56
RP6-213H19.1	-0.943333333333333
TUBGCP5	0.852
IGSF6	4.80375
TPPP	0.267833333333333
UNQ6190	-0.111
GSTM5	-0.302125
BTD	0.499166666666667
PDCD1LG2	2.75033333333333
SNRPB2	-0.799666666666667
ERICH1	-1.076625
APOA4	-1.500875
HOXA11	-0.58225
NARG1	0.12675
MKX	0.66425
RAB28	0.0253571428571428
PKP3	2.59875
SH3GL2	0.39875
CTSO	3.00525
RPN2	0.357875
IL28RA	-0.309
SFMBT1	0.5945
WDR57	0.873625
FER1L3	0.915083333333333
HSF5	0.283333333333333
TTC9B	0.8405
C4BPA	-4.105
ALB	-4.12864285714286
SORBS3	-0.235875
UPF2	0.7385
JPH1	0.8505
AGBL2	0.0075
DOPEY1	1.0805
TERF1	0.622916666666667
KIF22	-0.8255
NINJ1	1.48525
SEC61A2	-0.285
HIST1H1D	0.331166666666667
SFXN4	0.9055
UCP3	0.2644
ZNF703	0.169
MYL6B	0.35975
TREM1	2.28375
OR52E6	0.5665
CKMT2	0.456
HLA-C	3.0705
SLC13A3	-2.86016666666667
TIMP4	-3.856
SLIT2	0.62
RSF1	-0.772388888888889
LONRF1	-1.70607142857143
MON1A	1.39183333333333
CACNG6	-1.8735
DPPA4	-5.99266666666667
ZSWIM3	-0.03275
ZNF804A	0.955166666666667
CCIN	0.7395
SLC25A31	0.29625
KCNMB4	-2.54175
RABL5	0.640125
GALNS	-0.3132
STX6	0.846625
HIST1H1C	2.31833333333333
CIDEB	0.601
CASP4	1.221
PDK3	-0.3915
KCNJ11	0.536
TPR	-0.913125
ZSCAN20	-1.749
MTX2	0.21625
HIST1H2BH	1.7595
LOC283767	0.17
LYRM7	-0.0546111111111111
BRD3	-1.74316666666667
HIST1H2BO	1.58825
MAGEB10	0.354
SLC45A1	-0.13125
SERPINA3	1.45065
KIAA0143	1.8485
KCNJ16	-0.2215
KRT79	1.3455
FABP2	-0.4515
NUT	-0.2295
ZNF57	0.427
FBXL4	0.79225
CLEC9A	0.67
UGT8	-1.4275
BMP2K	0.6785
MAPK4	-2.697
SLC25A23	0.4866
HINT1	-0.1887
KRTAP13-1	0.4525
SFXN5	-0.4246
CHCHD2	0.342833333333333
FAM3D	0.329
NDP	-1.794625
RHOBTB1	-1.85433333333333
SLC4A4	-1.636375
RPL38	-1.28625
HTF9C	-0.0328333333333333
AP2A2	0.565625
ZBTB46	-0.0225
MAP7D1	0.55925
AOX1	-2.70533333333333
CYR61	-0.204583333333333
DTNA	-0.376285714285714
JRKL	-0.12175
TMOD3	1.097
EEA1	-0.719
ADCK5	0.958
IL1R1	0.412333333333333
KLK3	0.145714285714286
HRSP12	0.9755
KTN1	-0.70625
LOH11CR2A	-0.441
RELL2	0.449
MAB21L1	0.141
C20orf59	-1.187
PHKB	0.197
ADAM2	-1.80266666666667
TBC1D8B	0.345833333333333
FAM13A1	0.4069375
LAPTM4B	1.37808333333333
LCN8	0.2425
TMEM147	2.077
SYT4	0.277166666666667
XPO7	-0.3455
C9orf62	0.054
GPR75	0.727
TRIM5	1.798875
APOC1	0.4
RNASE4	-1.1
PARD6B	-3.415875
ARID1A	0.183666666666667
TPD52L3	0.136
RRAGB	0.3735
RCN2	-1.21033333333333
HIST2H2BE	0.9728125
STARD7	0.122
SHMT2	-1.20575
KIAA1751	-0.122666666666667
MLYCD	0.32725
LOC162632	-0.3245
UQCRH	-0.50575
RP11-217H1.1	-0.3465
SDHA	-0.843166666666667
NCLN	0.4486
ZNF17	0.401166666666667
RCBTB2	-2.08
VEGFB	-0.2362
RP4-747L4.3	1.49275
COLQ	0.3389
MPN2	-0.7025
DRG2	0.3135
KLRB1	4.63425
ALPK2	-1.139
DNASE2B	0.5675
FLJ23834	-0.1365
AXUD1	0.749833333333333
SAFB	0.0796
NSUN4	0.85925
RFX2	-0.703833333333333
MAPK8IP1	0.363
FANCD2	-0.643142857142857
ANKZF1	-1.02483333333333
C19orf50	0.123375
DUSP8	0.5445
SENP5	0.093375
NFKBIL2	0.0595
LBR	-0.5815
IGFL1	1.157
LZTS2	0.147875
IL2RG	1.201625
CCDC51	0.872
KLF3	0.746
ANKRD37	-1.83675
KCTD14	-0.597166666666667
FZR1	0.804333333333333
SLC44A4	0.3858
ESPL1	-0.960375
GMPR2	-0.451
TBC1D19	-0.779833333333333
ERGIC1	0.160259259259259
ERBB4	-0.971
TSPAN32	0.950583333333333
MAP4	-0.117875
GPHN	-0.53625
SLC6A2	2.874125
HIVEP1	1.4845
DFFB	0.7396
EIF4EBP2	0.29025
DMRT1	2.94375
HSPB6	-0.22275
IER2	0.297333333333333
AIFM1	0.194
WWC2	-0.272916666666667
MRPL4	0.797
FLJ21062	-0.079
EPB41L4A	-0.325666666666667
SH2D6	0.3175
TAF4B	0.8095
GAL3ST3	-0.1425
MALT1	0.710833333333333
RTDR1	0.289
ARVCF	-0.062125
MEX3B	-2.08366666666667
FBXO16	1.84525
KIF7	-2.5865
C1QC	3.591
ZNF783	-0.592833333333333
ZNF85	-0.24025
MMP13	2.2025
KIAA0329	-0.481
RTP3	3.5825
ZBED3	-0.6555
CLGN	-0.40725
SLC25A37	-0.857166666666667
hCG_18290	-0.8765
OR5AS1	0.9385
SMARCC2	-0.395083333333333
FAM109A	-0.419333333333333
CCDC12	0.2675
USF2	1.0486
DEPDC7	-1.2895
C20orf24	0.665
JMJD3	0.2425
DSP	2.15114285714286
SLIC1	1.0655
FAM20A	2.243875
IRF2BP2	1.627125
ZNF230	0.5885
MSN	0.133071428571429
SLC9A5	-2.1825
EPDR1	-1.0625
MUSK	0.720666666666667
ZNF434	-0.333833333333333
SMARCD1	-0.28
ZFP106	-0.14975
ZNF347	-0.0227
GTF2E1	-0.7655
RY1	0.7135
ATAD2B	0.485
