Hybridization REF	TCGA-A8-A09T-01A-11R-A00Z-07
CALCOCO2	0.0888571428571429
SNCA	-3.38025
TMSL8	-4.04225
C2orf53	0.52
ESRRB	-0.38575
ARHGAP26	-1.696
TDRD9	2.387
HRAS	0.378833333333333
KLRC4	-2.1115
JAGN1	-0.346666666666667
BSDC1	0.4185
RNF43	-0.3179
NDUFAF1	0.7845
PHF12	0.4435
OR1L3	0.20825
FOLR2	1.171
LYZL6	0.159666666666667
tcag7.1260	-1.8605
WSB1	-1.6015
PROS1	-1.5541
OSTN	0.584
PSMB8	0.276
SOCS4	-0.266375
DDIT4L	3.0535
MAS1	0.4315
MGC34796	1.0725
CSHL1	0.2335
TBCCD1	-0.0226666666666667
ZBTB7C	0.1565
AP2S1	0.209625
P15RS	0.0602
VAT1	-0.1905
SHANK3	0.428
TUFM	0.693333333333333
THEG	-0.653
KRT34	-1.6565
SGSM3	0.042875
TOMM22	-0.962375
SOCS3	0.335833333333333
CPO	0.811
POP4	0.19175
BHLHB3	0.86875
MALL	0.30925
OR1B1	0.2105
PARK2	0.1775
GPR124	0.30575
LCE1E	0.2295
RUVBL2	-0.24025
CGRRF1	0.8232
ACPL2	0.2835
WNT10B	-1.891125
BAIAP2L2	-2.36125
ISCA1	0.3145
C1orf125	0.091625
RPAP1	-0.307
RAI16	-0.987
RPL27	-0.4325
NLRP9	0.081
EPN1	0.671
LOC388610	0.010125
SLC35A1	0.9404
GAL	-4.45325
SLC14A2	0.40325
RDH11	-0.162333333333333
FAM138F	-0.026
AUH	0.03225
FLJ40243	0.37575
C14orf129	0.309
MBD2	-0.304333333333333
ABHD14B	0.729625
PIGT	-0.29275
ALS2CR4	-0.77325
ALAS1	0.3035
FOXO1	0.0861666666666667
CRLF3	-0.48425
C20orf107	0.286
FARS2	0.6825
CCDC28A	0.31075
NPHP3	-0.88775
OR13F1	0.3585
TSEN54	-1.17775
DEFB106B	0.0706
OR8B4	0.502
STH	1.478
ZC3H14	-0.178875
CBX2	0.6335
TMEM49	-1.37
C6orf21	0.5015
FLJ20920	2.254375
CRTAP	-0.0503571428571429
DDX50	-0.05475
STYXL1	0.03925
BLVRB	0.118333333333333
LOC147650	0.363666666666667
MMP24	0.244
GRID1	1.11116666666667
BANF1	-0.313
CTAGEP	0.0605
HMBS	-1.7925
SLC25A24	0.7685
C14orf50	2.04675
MRO	0.415833333333333
SLC25A15	-0.47425
FAM84B	1.9541
TDP1	-0.6345
C16orf78	-0.2235
C11orf57	0.055375
RFK	-0.73625
ZFYVE9	-0.21225
STCH	-0.8966
WIBG	1.042
LOC283871	0.4315
GBA2	-0.4768
NDUFB3	-0.682
HSD17B13	-0.6245
GRIN3A	0.239
FMNL1	-0.434333333333333
SEPT7	-0.6334
GNLY	3.1655
GRAMD1C	1.18183333333333
ZNF165	0.01675
USP38	0.5465
FAM83A	-2.28416666666667
C14orf24	0.674916666666667
ARMCX3	0.50725
ARHGDIB	-0.0941666666666667
AK1	0.630125
KIAA1045	-0.0675
DNAJB13	0.088
NEU2	-0.9635
HIST1H4B	-0.753166666666667
FAM20B	-0.6932
HES2	1.39578571428571
FAM73B	-0.2724
LOC388381	0.8455
INTS7	-0.823545454545454
AMPH	1.64275
ZNF775	0.00775000000000003
UCKL1	-0.717
C10orf97	0.2615
C1orf161	0.36175
ALDH1L1	-1.707
FLJ39378	0.098875
SLC23A1	-1.8075
RBM4B	-0.21475
THAP4	0.379166666666667
OGFRL1	0.65275
KIAA0831	0.267125
PPP1R15A	-0.284166666666667
C1orf96	-0.555214285714286
C12orf11	-1.9405
BMF	0.50725
MAN1A1	-0.19825
KIAA1600	0.2905
NLGN4X	0.23825
ALOX12	-1.21033333333333
RB1CC1	0.5777
NEIL2	-0.1202
EIF4E	-0.214636363636364
ABHD5	-0.252
EXOC4	0.126666666666667
CIP29	0.154666666666667
BATF2	-0.01025
SLC29A4	-0.8835
HTR4	0.04475
EMB	-0.674
TRAF6	0.14525
LMNB1	-1.3125
FAM19A5	-1.0635
SHE	0.40125
PIK3C2B	1.235
C15orf15	-0.5411
USP15	-0.3275
TCEAL2	1.08675
C5orf39	-1.41516666666667
PTGER2	-1.79575
SLC31A1	-0.406125
IFT172	0.262
ADAM29	0.017
GFOD1	-0.693
ST7L	0.211666666666667
C15orf26	-2.8775
PKN3	-1.696
CNTD1	1.52683333333333
COMMD1	0.260125
NTRK2	3.285
FOXN3	-0.437125
MFGE8	-0.4389
PFKFB2	0.821666666666667
TAS2R4	-0.043
ENTHD1	0.506833333333333
PRMT5	-0.23225
MGC16384	-1.72775
LOC442229	-1.1105
TSKU	0.095375
KRTCAP3	1.67925
PDLIM1	-0.0793
KCNS2	0.20675
RNF126	-0.325166666666667
CEP63	0.34375
CLIC4	0.00875
hCG_1990170	-1.0925
ACR	0.3855
KLK7	0.84025
ALOX5AP	3.87625
RIPK3	3.8825
TAS2R9	0.261
C19orf18	2.2085
BIRC6	-0.410928571428571
ZNF16	1.615
RFT1	-0.133
SLC8A2	-0.72
TACC1	-0.46475
ITGAD	0.70325
SAMHD1	0.45975
SH3PXD2B	1.1094
EPC2	0.6485
C20orf85	2.31425
ATP13A2	0.822666666666667
KRT4	0.485375
CAPNS1	0.35625
MDM2	0.400333333333333
PCDH20	0.8915
KCNK9	0.686
OR2C1	0.1335
KLHDC3	-0.541833333333333
IPPK	0.7175
EFHD2	0.00512500000000001
GALR3	0.9475
NBEA	1.5905
ABCA6	1.1829
CLDN3	2.65816666666667
AKT2	-0.0553571428571429
EGFR	-2.7246
RBM16	0.10775
ZDHHC3	0.2075
SLC25A4	-0.246333333333333
CYB5B	-1.40933333333333
CPXM1	-0.185
NDRG1	-1.28561538461538
FLJ43826	0.346
OR5L2	0.369666666666667
FARP2	0.1679
MRPL46	-0.432083333333333
LDHAL6B	0.3375
MAPKAPK3	0.209166666666667
NCAM2	0.84475
PRKD2	0.4805
ZFP36L1	1.2217
CYSLTR1	-1.3115
OR4C3	-0.00625000000000001
HIST1H2AJ	0.474
CCNB2	-2.06366666666667
ZNF10	-0.322
TMEM175	0.4445
FAM134A	0.8665
TIGD4	0.7755
PCNP	-0.42225
MGC39715	-0.18075
LQK1	-2.50475
CREB1	0.2852
TMPRSS3	2.7815
C4orf32	2.50575
LAT	-2.55533333333333
KCNA3	0.1205
SKIV2L2	-0.85275
ROPN1B	-1.1695
tcag7.23	-0.142
CDT1	-3.035625
ZHX2	1.101
CD28	-1.2855
ZNF624	0.87
SEPT2	-0.10025
SOHLH2	-1.434125
MCOLN3	0.0685
UNQ1945	0.6955
MASP2	-1.309
ZNRF3	-0.6793
GPATCH3	0.3345
AGL	0.70425
QRICH2	0.0785
PSD4	1.21983333333333
CCNB1IP1	-1.97575
ENPP7	0.1315
OBFC1	0.319
KCNG3	-2.09375
C14orf79	1.56833333333333
ENPEP	0.944166666666667
SCT	1.1475
SKI	1.00775
SEC61G	-1.251
CAPN11	0.51825
ATXN7L3	0.035
DBNDD1	0.0915
FAIM	0.5155
ANKRD36	-1.261
GABRP	1.9405
TACSTD2	1.64916666666667
EIF3J	-0.54975
PPP2R2A	-1.39675
TEKT4	-0.8925
PVALB	-3.83733333333333
F10	-3.06833333333333
FAM134C	1.2349
COMP	4.784375
EFCBP1	-2.7834375
SCLT1	0.269625
TAL1	-1.5692
ACSL1	0.59
ABCC5	-0.54825
ABL1	-0.568111111111111
RBBP7	0.354666666666667
PTPRG	1.535875
NCOR1	0.431
SPINK4	-1.46316666666667
TXNRD1	-1.7448
TNRC15	1.06
C9orf138	0.66875
UBE2H	1.1505
BRDT	1.1725
C8orf31	0.831
CCNE2	-1.45590909090909
SLC6A8	-1.19225
CALCR	-3.25125
PPP1CB	0.175166666666667
ABHD8	0.5295
ARF5	0.4351
SLC24A4	0.56625
CCT3	-0.21475
ZNF121	-0.155125
SLC3A2	-0.4229
OR13A1	0.519
SLC5A10	0.61375
RAD50	0.476625
IER5	0.532125
MTHFD1L	-2.360125
MBTPS2	-0.3015
MVK	-0.218625
NCL	-0.4278
PSMD10	-0.08375
MOBP	0.41825
FLJ32894	-0.1625
HRH1	-1.35566666666667
C5orf30	1.75
NUDT16L1	2.0156
RASGRP3	2.63766666666667
PRKRIP1	-0.2224
CCDC75	0.1755
LOC253970	0.68225
KIAA1239	0.12675
MED21	-0.12325
SYT11	0.624
NTSR2	-0.628
EGFL11	0.2685
CXorf59	0.0865
OR2A25	0.40175
SPTBN2	-1.20525
LRMP	-1.82666666666667
RNF111	0.08725
PTH	0.00749999999999998
LOC619208	1.11083333333333
KIAA0895	0.66025
RANBP5	-0.89475
P2RY10	-1.26766666666667
NME5	4.60983333333333
DDX21	-1.1445
LRSAM1	0.5435
HDAC11	2.247
VMO1	3.45225
NOLA2	0.0171666666666667
ADAR	0.448083333333333
MTO1	-1.219
SF4	0.457666666666667
P2RX1	-0.574
HBM	0.28775
EN2	1.243
C14orf172	0.2865
TM9SF2	0.3552
INHBE	-1.28466666666667
TCTE3	-0.148083333333333
TOX2	-3.56475
CTAGE3	0.0325
HBB	2.8456
MED15	-0.939666666666667
CASR	0.1825
C6orf66	-1.5305
MTPN	-0.1335
UNC50	-0.3995
C21orf33	0.201125
IRF2	0.820625
PGR	4.0585
GPR84	3.2375
CROCCL1	-1.79875
SRPX	-1.12925
BRE	0.461333333333333
FGF10	2.1725
SDC3	0.289333333333333
ZRSR1	0.294333333333333
DKFZP434P211	-0.532875
SOX6	-0.5445
RPUSD2	0.26075
C14orf173	-0.00458333333333333
MAPK11	-0.652166666666667
TBC1D22A	0.458
FAM123A	-0.437
COL4A6	-2.18566666666667
TOMM70A	-0.3515
NAB1	-0.806875
MGC16385	-0.368
TSPAN18	0.278833333333333
MED31	0.07675
PLG	-0.37475
CAPSL	3.4565
ZNF532	0.7088
ASB14	-0.01
CA8	-3.6255
NUDT16P	2.51216666666667
SLFN11	-1.2455
LRRIQ2	0.847625
NOL7	-0.470666666666667
BRMS1L	-0.685625
JARID1A	0.6215
PANK2	-0.525
ICAM3	-0.4905
MDS1	-0.336
TAF8	-0.581
RNF139	1.00475
ZNF594	0.262833333333333
ADAM8	2.925625
SFTPC	-0.2505
MAN2B2	1.05025
RGS12	0.6580625
EIF1AY	-4.48241666666667
LRRIQ1	1.243
GPR150	1.1745
CCDC21	-0.656333333333333
PRRG3	0.458
SAA4	-3.73125
RAPGEF5	0.472875
ZCCHC2	-0.200333333333333
MGC39372	-0.6075
PPP4R2	0.195333333333333
CDCA2	-2.7925
OR4D5	0.6025
PTGFRN	0.6358
SIGLEC5	1.9315
C19orf61	0.128333333333333
NMUR2	-0.0365
KIAA1586	-1.8645
DAGLA	0.201666666666667
CHCHD6	-0.579
GPR32	0.3555
NEUROD6	0.5425
SLC2A4RG	0.4089375
CA5B	0.493
FBXL3	1.48
MPHOSPH9	-1.4405
HMG2L1	-0.2325
HCN4	0.781166666666667
CEACAM19	0.11325
SH2D4B	0.751666666666667
HFE2	-0.2865
TGM4	0.1085
LYPD2	-0.022
TBC1D15	0.58225
MRPS21	-0.2072
NONO	-0.7843
CLEC5A	3.584375
ITCH	-0.1687
MGAT3	-1.784
MBP	-0.487875
RPP25	-0.7255
SOSTDC1	-0.42525
HRC	-1.6935
TRIM48	0.776
TMEM133	-0.2915
ECEL1P2	-1.7025
HOXC11	1.335
DOK5	0.761
HELZ	0.168666666666667
LOC348180	-0.86525
MGC33894	0.1565
ADRB3	0.341
DMD	-0.2155
PTRH2	-0.79
MPEG1	2.516
NDUFA12	-0.208833333333333
KRTAP2-4	0.131363636363636
STAMBPL1	-1.44616666666667
ADCY2	1.36983333333333
UNQ6125	0.4725
KLHL20	0.0966666666666667
SRM	-1.03225
OTC	-0.068
TMIE	0.0903333333333333
SNX8	-0.1835
LIPK	0.3065
CHURC1	-0.20025
KLC2	0.237166666666667
HDAC1	-0.186
FAM128A	0.6495
FNDC3B	-0.727
MTCP1	-0.160666666666667
WFDC10B	-0.1506
PCDHGB3	-0.1925
ATRNL1	-1.1147
CAV2	-1.128125
MED26	0.427333333333333
DUS1L	0.46375
CHRM3	-1.799125
NEK9	0.8625
WARS2	0.0825
TBX22	0.5075
TOMM40	-0.533
RP6-213H19.1	-1.2665
TUBGCP5	-0.0475
IGSF6	4.9195
TPPP	0.688166666666667
UNQ6190	0.4785
GSTM5	1.941375
BTD	0.852333333333333
PDCD1LG2	0.0106666666666667
SNRPB2	-0.4035
ERICH1	-1.578625
APOA4	-1.385
HOXA11	-1.12525
NARG1	-0.449625
MKX	4.7905
RAB28	-0.274428571428571
PKP3	1.17025
SH3GL2	-3.7515
CTSO	2.54275
RPN2	0.1015
IL28RA	-0.0886666666666667
SFMBT1	0.67725
WDR57	-0.255375
FER1L3	1.12033333333333
HSF5	0.1645
TTC9B	0.5175
C4BPA	-3.60366666666667
ALB	-3.72107142857143
SORBS3	0.082
UPF2	-0.0955
JPH1	0.9445
AGBL2	0.099
DOPEY1	1.0925
TERF1	-0.159916666666667
KIF22	0.791333333333333
NINJ1	1.7925
SEC61A2	-0.418916666666667
HIST1H1D	0.494666666666667
SFXN4	-0.654125
UCP3	0.5578
ZNF703	0.8515
MYL6B	-0.18725
TREM1	3.1195
OR52E6	0.1275
CKMT2	1.0845
HLA-C	1.76475
SLC13A3	-0.9065
TIMP4	-2.7265
SLIT2	1.31725
RSF1	0.0832777777777778
LONRF1	-1.91907142857143
MON1A	0.029
CACNG6	-1.773
DPPA4	-4.894
ZSWIM3	-0.52375
ZNF804A	0.222166666666667
CCIN	0.72575
SLC25A31	0.04975
KCNMB4	-0.33825
RABL5	0.802875
GALNS	-0.5873
STX6	0.834125
HIST1H1C	-0.788666666666667
CIDEB	0.708625
CASP4	-0.0871666666666667
PDK3	0.2798
KCNJ11	1.464
TPR	-0.380875
ZSCAN20	-0.219
MTX2	-0.0925
HIST1H2BH	-0.21025
LOC283767	1.30275
LYRM7	-1.40755555555556
BRD3	0.444333333333333
HIST1H2BO	-0.38875
MAGEB10	0.129
SLC45A1	1.25425
SERPINA3	1.8034
KIAA0143	1.34125
KCNJ16	0.0406666666666667
KRT79	0.88125
FABP2	-0.847
NUT	-0.19475
ZNF57	-0.10725
FBXL4	-0.20775
CLEC9A	-0.094
UGT8	-1.0075
BMP2K	0.25075
MAPK4	-3.608
SLC25A23	-0.0173
HINT1	-0.3923
KRTAP13-1	0.131
SFXN5	0.7539
CHCHD2	0.24
FAM3D	1.5595
NDP	0.845
RHOBTB1	0.441333333333333
SLC4A4	-1.131875
RPL38	-0.275
HTF9C	-0.824333333333333
AP2A2	0.605625
ZBTB46	-0.334
MAP7D1	0.61275
AOX1	-0.395
CYR61	0.469333333333333
DTNA	-1.007
JRKL	-0.1375
TMOD3	-0.05825
EEA1	-0.1675
ADCK5	0.25275
IL1R1	0.6805
KLK3	0.54
HRSP12	-0.39675
KTN1	0.94175
LOH11CR2A	0.9454
RELL2	-1.077
MAB21L1	0.59925
C20orf59	-1.04533333333333
PHKB	-1.1325
ADAM2	-1.4312
TBC1D8B	1.0785
FAM13A1	-1.33375
LAPTM4B	-0.497333333333333
LCN8	-0.2215
TMEM147	0.6115
SYT4	0.101166666666667
XPO7	-1.263
C9orf62	1.306
GPR75	0.5435
TRIM5	0.445
APOC1	-0.840166666666667
RNASE4	0.474166666666667
PARD6B	-0.37975
ARID1A	0.456083333333333
TPD52L3	0.265888888888889
RRAGB	1.6795
RCN2	-0.758333333333333
HIST2H2BE	0.362125
STARD7	-0.06325
SHMT2	-0.73475
KIAA1751	-0.1445
MLYCD	0.23975
LOC162632	-0.1139
UQCRH	-1.78175
RP11-217H1.1	0.284875
SDHA	-0.818833333333333
NCLN	-0.2464
ZNF17	0.809166666666667
RCBTB2	-1.90675
VEGFB	-0.0036
RP4-747L4.3	-0.4325
COLQ	0.5906
MPN2	-0.417666666666667
DRG2	0.21275
KLRB1	1.58
ALPK2	-2.13175
DNASE2B	-0.17025
FLJ23834	0.322666666666667
AXUD1	0.359333333333333
SAFB	0.049
NSUN4	0.3155
RFX2	1.07133333333333
MAPK8IP1	-0.291166666666667
FANCD2	-0.681571428571429
ANKZF1	-1.38866666666667
C19orf50	-0.16125
DUSP8	0.2075
SENP5	-0.22075
NFKBIL2	-0.3135
LBR	-2.469125
IGFL1	2.079
LZTS2	0.391375
IL2RG	-0.915625
CCDC51	0.68475
KLF3	-0.081125
ANKRD37	-1.07875
KCTD14	-0.9905
FZR1	0.504916666666667
SLC44A4	3.6367
ESPL1	-0.803625
GMPR2	0.1614
TBC1D19	-0.243166666666667
ERGIC1	0.587925925925926
ERBB4	4.0318
TSPAN32	-0.0914166666666667
MAP4	0.273125
GPHN	-0.0905
SLC6A2	-0.237125
HIVEP1	0.177
DFFB	-0.4221
EIF4EBP2	0.354125
DMRT1	-0.40425
HSPB6	-0.0995
IER2	-0.0466666666666667
AIFM1	0.392
WWC2	-0.193583333333333
MRPL4	-0.1205
FLJ21062	1.642
EPB41L4A	1.28133333333333
SH2D6	0.12675
TAF4B	-1.93125
GAL3ST3	0.4575
MALT1	-0.799833333333333
RTDR1	0.20575
ARVCF	-0.0105
MEX3B	-1.99733333333333
FBXO16	0.13575
KIF7	0.67825
C1QC	3.95083333333333
ZNF783	-0.2165
ZNF85	-0.22475
MMP13	4.1725
KIAA0329	0.740625
RTP3	-0.5555
ZBED3	-0.364
CLGN	-1.81325
SLC25A37	-1.86708333333333
hCG_18290	-0.396
OR5AS1	0.279
SMARCC2	0.568333333333333
FAM109A	0.468666666666667
CCDC12	-0.669
USF2	0.9949
DEPDC7	-1.29475
C20orf24	-0.3955
JMJD3	0.273
DSP	1.55385714285714
SLIC1	0.241
FAM20A	1.068875
IRF2BP2	0.459
ZNF230	-0.895
MSN	-0.439071428571429
SLC9A5	-1.8485
EPDR1	-2.0541
MUSK	0.237333333333333
ZNF434	1.21
SMARCD1	-0.166666666666667
