Hybridization REF	TCGA-AO-A0J8-01A-21R-A034-07
ZNF257	-0.96425
FLJ22167	-0.46625
EXOSC7	-0.363333333333333
ROR2	2.3375
MAOA	-1.219375
TNNT3	0.191333333333333
GYPC	-1.106
C7orf33	0.349
PLIN	3.40183333333333
LOC90826	0.28625
RNF4	-0.0737
F8A1	0.511166666666667
PLEKHG4	-1.23325
GRB2	-0.30965
HIST1H2AD	2.68925
DUS3L	-0.766166666666667
EIF1	-0.438
RP5-1077B9.4	-0.882333333333333
FPGT	2.329
GDF10	-0.8445
COQ9	-0.45325
GCC2	-0.276714285714286
RARRES3	3.359375
PLXNA1	-1.2886
KIAA0100	-0.9021
PMF1	0.8895
FNDC1	5.633
HS2ST1	0.233833333333333
CRELD2	-0.04825
C8G	-1.2965
CD82	1.35475
LIM2	-0.5875
UNQ6490	0.613
MMP16	-0.56825
DRD3	-0.5275
C5orf26	-0.33
C11orf73	0.1195
PTP4A2	1.388375
OR4M2	0.3665
HPCA	-1.357
SEC14L1	-0.888833333333333
CHFR	-0.376875
EMILIN1	0.947375
NDUFS4	-0.2375
COL18A1	0.00375
PDZD3	-0.1068
C9orf16	0.0173333333333333
ERBB2IP	0.5785
EMX2	3.28
FUS	-0.59025
TF	-3.2539
CLCN4	-1.18366666666667
CXorf56	-0.17125
C11orf72	0.17225
ELAC2	-0.186166666666667
NPR1	-0.93075
ASS1	-1.31633333333333
USP42	-0.225625
POLR2J	-0.828
SEC23IP	0.897
UQCRC1	0.0075
LOC729603	-1.0375
C1orf71	0.807
POLG	-2.3385
ADAM23	-3.23475
TFR2	-1.363
RICTOR	-1.7537
MGC39606	-0.06225
C19orf55	-0.360375
SNAPC1	-1.55683333333333
GNA11	0.661875
CCDC52	1.42083333333333
FSIP1	4.243
UPF3A	-0.350125
IGSF11	-2.04533333333333
LAGE3	0.76025
CHST6	-1.3045
UNC13B	-0.412
TTLL4	-0.281625
ZNF687	1.10575
SDC2	-0.342
COX7A2	-0.912
LAMB4	1.059
FAM24A	0.4395
LRRTM3	-1.12216666666667
GPHB5	0.38075
OR4C13	-2.1575
EIF3EIP	0.0282142857142858
HABP4	-0.8295
TMEM125	4.134
CNTN2	2.06025
ASNSD1	-0.42025
FUT4	-0.1795
ACF	-3.7435
LOC158381	1.017
CDH8	-0.14075
AGPS	-2.15966666666667
C4orf18	3.643125
PECI	-0.206166666666667
UNG	-0.705875
GSTP1	-2.22375
DCUN1D5	-0.923666666666667
DKFZP564J0863	-0.80525
SLC9A3R1	0.8835
BCDO2	0.111125
CHMP7	-0.119875
REM2	0.996
DNHD1	-0.38275
FKBP4	-0.934375
ZNF350	1.72275
MGC11102	0.288375
BST1	1.807
KISS1R	1.4155
NCR2	0.6
DEFB125	-0.102
UBE2W	0.933
KRT15	0.26025
C10orf99	0.163
SCN11A	-0.304125
GFI1	-2.23325
RDHE2	-0.962833333333333
FHL1	-1.68433333333333
OSGEP	0.128833333333333
GATA1	-3.1735
SMC6	-0.86275
TTTY14	-0.996
LPIN3	-0.21475
RPL4	-0.5433
RBPMS	0.6837
PRPF3	-0.0535
EMR1	-1.513
SPATA19	-0.014
XCR1	0.471
IRX3	1.9961
RBM6	-0.90675
KLF4	0.412
UNC5CL	-1.29775
SEBOX	0.1355
BTK	0.07925
KRCC1	1.78025
C6orf27	0.654
SYTL5	-1.655
PRND	1.94975
LOC653319	-1.5185
PIGL	-1.40125
HUS1	0.0946666666666667
SFRS6	0.423583333333333
C17orf77	0.5725
UIMC1	-0.773333333333333
FXYD2	-1.4932
LOC283152	3.1645
ZNF667	0.0595
ZCCHC12	-0.40775
TFEC	3.158
ATP7B	1.69966666666667
POLD2	-1.04516666666667
RG9MTD1	0.093
ACOT2	0.383333333333333
HIST1H4I	-0.5335
PPARGC1A	-2.4776
ETFA	-1.2077
POLRMT	-0.13775
ZNF146	0.00837500000000001
MIA2	-1.557
KLHL6	-0.7575
HOXB5	-0.617
NENF	0.9675
CUGBP1	0.816
PRSS22	2.23683333333333
CASC4	1.1505
CUL4B	0.2451
CENPJ	-2.0781
PITX1	1.25033333333333
FLJ31033	1.33233333333333
CELSR3	-1.54816666666667
ZNF568	0.7265
ITSN1	-0.722166666666667
EHBP1L1	-1.0025
C19orf2	-1.01225
DCTN1	0.256
LIN28B	-3.6925
TNKS2	-0.031
C1QBP	-0.081875
CADPS2	2.0445
SRMS	0.51975
GJA9	0.3525
MGC24975	-0.398
TRIM45	1.27516666666667
TSP50	0.69
TCP1	-2.215
TMED7	0.3038
CMA1	-0.421
CENPL	-0.9705
PTCRA	0.942
FST	-2.7495
VWCE	-3.85675
PAWR	-0.07875
ABCC12	0.850166666666667
LDLR	-2.947
ASTN2	2.5454
LOC441212	-1.227
GPATCH8	-0.18075
TANC2	-0.711666666666667
KIF4A	-2.568
C18orf18	-2.04425
PGM1	-0.637
KIAA0258	0.58175
CPD	0.692875
SNCAIP	-0.5375
DCT	-4.43166666666667
HLA-DOA	3.005
OR11L1	0.562
UPK1B	-0.139
DNAJB4	-0.869625
UGT1A8	0.00849999999999999
HIST1H4L	-2.461
PECR	-0.655333333333333
HSPA2	2.0755
WFIKKN1	-0.471
SERP1	0.936875
SYDE2	0.8115
TACR2	0.6625
NUP85	-0.655
CD177	2.60716666666667
LGR5	-1.70033333333333
PIGG	0.256416666666667
PTHR1	-1.459
RAB5A	0.2304
FLJ13224	-0.0385
USP9Y	-2.23083333333333
C7orf53	-2.139
LRP1B	-1.99625
XAF1	2.756
ABCG8	-0.5485
ANKDD1A	-0.889833333333333
DAND5	-1.0045
SPAG6	5.59033333333333
LINCR	1.52575
ZDHHC22	-1.663125
CCDC60	-0.6415
THOC7	-1.435
TCTA	0.9171
OR8K3	0.3285
NY-REN-7	-1.04075
B2M	2.7675
C6orf141	-3.31
LPPR4	1.20075
SQLE	-1.3225
SEPHS1	-0.734
BTBD14B	0.790285714285714
PLRG1	-0.336
SPG7	-0.759125
ZNF614	0.0263333333333333
PARD6G	0.951333333333333
INPP5B	-0.0948
GRPEL2	-0.0075
PPID	-0.819
TRIM56	-0.12125
UBE2J1	-0.87225
IL20RA	3.28075
LOC387856	0.07675
C1orf107	1.08641666666667
UTS2R	1.6055
C19orf22	-0.38275
SAFB2	-0.07225
KIAA0652	-0.03075
KLRG1	0.0411666666666667
MS4A8B	0.945666666666667
FRAG1	0.1845
KIAA1546	0.3005
E2F4	-1.384
CLEC4M	0.982333333333333
BTBD14A	-0.53425
KIAA0999	0.6705
GYPA	-3.4258
TAC1	2.4417
TRAIP	-1.1515
KIAA0232	0.9015
ERCC8	-1.15225
GPX4	0.53775
KIAA0368	-0.73025
GPR157	-1.0895
CTAGE4	1.4165
C9orf30	-1.45133333333333
OR52A1	0.3225
HSP90B3P	-1.0135
ALG9	-0.4127
BTBD10	0.96275
SDK2	0.576
BAIAP3	0.26225
RABGGTB	-0.662625
ANKRD40	0.0511666666666667
KRT74	0.643
CALCOCO2	0.487571428571429
SNCA	-2.87825
TMSL8	-4.285375
C2orf53	0.858
ESRRB	-0.65825
ARHGAP26	-0.823125
TDRD9	-2.74975
HRAS	-0.0193333333333333
KLRC4	-2.5995
JAGN1	0.00566666666666667
BSDC1	0.4305
RNF43	-0.4075
NDUFAF1	0.74525
PHF12	0.55275
OR1L3	0.45825
FOLR2	1.613
LYZL6	0.00900000000000001
tcag7.1260	-1.935
WSB1	-1.79533333333333
PROS1	-1.035
OSTN	0.795
PSMB8	0.94025
SOCS4	-0.230375
DDIT4L	0.551
MAS1	-0.2735
MGC34796	1.64875
CSHL1	0.311
TBCCD1	0.347666666666667
ZBTB7C	0.693
AP2S1	-0.234875
P15RS	-0.2137
VAT1	-0.838
SHANK3	0.6985
TUFM	0.277666666666667
THEG	0.3955
KRT34	-2.06075
SGSM3	-0.399625
TOMM22	-0.938875
SOCS3	1.31416666666667
CPO	2.1425
POP4	0.4065
BHLHB3	1.68
MALL	0.72025
OR1B1	0.577
PARK2	0.268333333333333
GPR124	-0.087375
LCE1E	0.2255
RUVBL2	-0.691
CGRRF1	1.0966
ACPL2	0.8825
WNT10B	-2.53925
BAIAP2L2	-2.010125
ISCA1	-0.1085
C1orf125	1.08925
RPAP1	-0.473
RAI16	0.331166666666667
RPL27	-0.21325
NLRP9	-0.128
EPN1	0.238
LOC388610	-1.328875
SLC35A1	0.2715
GAL	-3.92525
SLC14A2	0.44075
RDH11	-0.213833333333333
FAM138F	-0.0965
AUH	0.41875
FLJ40243	0.145
C14orf129	0.162833333333333
MBD2	-0.647666666666667
ABHD14B	0.375375
PIGT	-0.04725
ALS2CR4	-0.549125
ALAS1	0.5363
FOXO1	0.915
CRLF3	-0.720875
C20orf107	0.0535
FARS2	0.5135
CCDC28A	0.49075
NPHP3	-1.147
OR13F1	1.005
TSEN54	-0.3345
DEFB106B	-0.159
OR8B4	0.0675
STH	1.28975
ZC3H14	-0.31925
CBX2	0.27
TMEM49	-1.53075
C6orf21	0.2155
FLJ20920	-0.021125
CRTAP	-0.165357142857143
DDX50	0.05025
STYXL1	0.382
BLVRB	0.027
LOC147650	0.0893333333333333
MMP24	0.1015
GRID1	1.64966666666667
BANF1	-0.6095
CTAGEP	0.598
HMBS	-1.9615
SLC25A24	0.459333333333333
C14orf50	2.00225
MRO	1.44533333333333
SLC25A15	-1.33675
FAM84B	1.2317
TDP1	-0.5885
C16orf78	0.55
C11orf57	0.26525
RFK	-1.13075
ZFYVE9	-2.2305
STCH	-1.5046
WIBG	0.76775
LOC283871	-0.225833333333333
GBA2	-0.7372
NDUFB3	0.1105
HSD17B13	-1.02775
GRIN3A	1.06116666666667
FMNL1	-0.570833333333333
SEPT7	-0.9493
GNLY	3.049
GRAMD1C	1.33683333333333
ZNF165	-1.1275
USP38	0.5585
FAM83A	-3.12333333333333
C14orf24	0.447916666666667
ARMCX3	1.53975
ARHGDIB	0.786166666666667
AK1	0.040125
KIAA1045	-0.0645
DNAJB13	-0.193333333333333
NEU2	0.474
HIST1H4B	-1.29833333333333
FAM20B	0.2824
HES2	0.0510714285714286
FAM73B	-0.4389
LOC388381	-0.5485
INTS7	0.352636363636364
AMPH	2.82975
ZNF775	0.28325
UCKL1	-0.910833333333333
C10orf97	-0.17825
C1orf161	-0.15375
ALDH1L1	-1.558
FLJ39378	-0.314
SLC23A1	-0.3355
RBM4B	0.4055
THAP4	0.531166666666667
OGFRL1	1.10375
KIAA0831	0.316625
PPP1R15A	-0.476166666666667
C1orf96	0.315928571428572
C12orf11	-1.35725
BMF	0.397375
MAN1A1	-1.666875
KIAA1600	0.8035
NLGN4X	-0.39425
ALOX12	-1.298
RB1CC1	-0.2375
NEIL2	0.7775
EIF4E	0.00499999999999998
ABHD5	-0.0435
EXOC4	0.0906666666666667
CIP29	0.59
BATF2	1.90225
SLC29A4	-1.21025
HTR4	0.12075
EMB	0.2425
TRAF6	1.05375
LMNB1	-1.96575
FAM19A5	-0.83625
SHE	1.8125
PIK3C2B	1.70125
C15orf15	-0.4644
USP15	-0.1532
TCEAL2	0.7835
C5orf39	0.134166666666667
PTGER2	-0.8805
SLC31A1	-0.9103125
IFT172	0.7615
ADAM29	0.51825
GFOD1	-0.7295
ST7L	0.5715
C15orf26	-2.72025
PKN3	-1.55675
CNTD1	3.69466666666667
COMMD1	0.57175
NTRK2	2.10783333333333
FOXN3	-0.654375
MFGE8	-0.7248
PFKFB2	1.6195
TAS2R4	-0.23225
ENTHD1	2.14016666666667
PRMT5	-0.464625
MGC16384	-2.27225
LOC442229	0.41675
TSKU	-0.00124999999999999
KRTCAP3	2.616625
PDLIM1	1.5141
KCNS2	0.314
RNF126	-0.524666666666667
CEP63	0.173375
CLIC4	-0.696125
hCG_1990170	-1.49925
ACR	0.5132
KLK7	-0.882
ALOX5AP	3.72125
RIPK3	4.29075
TAS2R9	0.18
C19orf18	2.2445
BIRC6	-0.0258571428571428
ZNF16	1.065
RFT1	-0.2625
SLC8A2	-0.35075
TACC1	-0.073375
ITGAD	1.264
SAMHD1	1.2845
SH3PXD2B	0.7657
EPC2	1.03575
C20orf85	1.2525
ATP13A2	0.0348333333333333
KRT4	0.509
CAPNS1	-0.34075
MDM2	-0.32875
PCDH20	1.84975
KCNK9	0.936
OR2C1	0.333
KLHDC3	-1.29116666666667
IPPK	0.595
EFHD2	0.482571428571428
GALR3	1.492
NBEA	2.249
ABCA6	2.7488
CLDN3	0.871166666666667
AKT2	-0.559928571428572
EGFR	-2.3988
RBM16	0.089625
ZDHHC3	0.2114
SLC25A4	0.200333333333333
CYB5B	-1.57933333333333
CPXM1	-0.0145
NDRG1	-1.32361538461538
FLJ43826	0.2765
OR5L2	0.0816666666666667
FARP2	1.1493
MRPL46	-0.042
LDHAL6B	-0.0451666666666667
MAPKAPK3	0.4495
NCAM2	0.1305
PRKD2	0.630833333333333
ZFP36L1	1.8804
CYSLTR1	-1.1
OR4C3	0.1585
HIST1H2AJ	1.384
CCNB2	-2.78277777777778
ZNF10	0.223375
TMEM175	0.5805
FAM134A	0.907333333333333
TIGD4	0.5975
PCNP	-0.3805
MGC39715	0.0415
LQK1	0.78575
CREB1	0.4607
TMPRSS3	2.03075
C4orf32	2.476375
LAT	-1.14425
KCNA3	-0.162
SKIV2L2	-0.69125
ROPN1B	-3.94675
tcag7.23	-0.4425
CDT1	-3.548125
ZHX2	1.210125
CD28	-2.61775
ZNF624	1.08725
SEPT2	0.272083333333333
SOHLH2	-1.319375
MCOLN3	-0.239375
UNQ1945	0.9735
MASP2	-0.7395
ZNRF3	-0.7003
GPATCH3	-0.1445
AGL	1.38425
QRICH2	-0.815
PSD4	1.42933333333333
CCNB1IP1	-1.889
ENPP7	0.2035
OBFC1	0.23575
KCNG3	-1.70025
C14orf79	1.3955
ENPEP	1.52416666666667
SCT	2.309
SKI	0.769125
SEC61G	-1.1995
CAPN11	0.169
ATXN7L3	-0.1875
DBNDD1	-0.280333333333333
FAIM	-0.51125
ANKRD36	-1.7905
GABRP	0.0836666666666667
TACSTD2	2.4316
EIF3J	-0.50625
PPP2R2A	-0.098
TEKT4	1.00233333333333
PVALB	-3.23833333333333
F10	-2.25316666666667
FAM134C	0.9256
COMP	4.851875
EFCBP1	-2.6579375
SCLT1	0.05625
TAL1	-1.3061
ACSL1	1.963
ABCC5	0.579083333333333
ABL1	-0.405
RBBP7	0.491666666666667
PTPRG	-1.183
NCOR1	0.1244
SPINK4	-1.599
TXNRD1	-1.9064
TNRC15	0.548
C9orf138	1.49125
UBE2H	1.251
BRDT	1.38016666666667
C8orf31	0.1255
CCNE2	-2.02890909090909
SLC6A8	-2.0865
CALCR	-3.75375
PPP1CB	1.28225
ABHD8	0.73375
ARF5	0.0835
SLC24A4	1.1435
CCT3	0.26275
ZNF121	-0.274125
SLC3A2	-1.4152
OR13A1	0.73
SLC5A10	0.20475
RAD50	0.824875
IER5	0.7395
MTHFD1L	-2.29225
MBTPS2	0.28075
MVK	-0.55175
NCL	-0.3399
PSMD10	-0.70875
MOBP	0.57475
FLJ32894	-0.237
HRH1	-0.870666666666667
C5orf30	2.03175
NUDT16L1	1.4204
RASGRP3	3.73883333333333
PRKRIP1	-0.2126
CCDC75	-0.083
LOC253970	0.15025
KIAA1239	0.51375
MED21	0.149
SYT11	0.768166666666667
NTSR2	-0.314
EGFL11	0.148
CXorf59	0.9315
OR2A25	-0.02625
SPTBN2	-0.77925
LRMP	-1.44316666666667
RNF111	0.596
PTH	0.9645
LOC619208	1.33
KIAA0895	0.4885
RANBP5	-1.170625
P2RY10	0.754333333333333
NME5	4.88483333333333
DDX21	-1.409
LRSAM1	0.224
HDAC11	1.60083333333333
VMO1	2.2375
NOLA2	-0.331
ADAR	1.447
MTO1	-1.468
SF4	0.4445
P2RX1	0.0861666666666667
HBM	0.31825
EN2	1.9895
C14orf172	0.283
TM9SF2	0.4571
INHBE	-1.57266666666667
TCTE3	0.0440833333333333
TOX2	-2.871
CTAGE3	0.307125
HBB	3.6676
MED15	-1.0705
CASR	0.543
C6orf66	-1.84116666666667
MTPN	-0.75725
UNC50	0.21525
C21orf33	0.687375
IRF2	1.260625
PGR	2.88616666666667
GPR84	3.34675
CROCCL1	-2.2795
SRPX	-1.11725
BRE	0.551
FGF10	1.224
SDC3	0.731333333333333
ZRSR1	0.982833333333333
DKFZP434P211	-0.704
SOX6	0.9225
RPUSD2	0.3005
C14orf173	-0.19275
MAPK11	-0.2585
TBC1D22A	0.0505
FAM123A	-0.6995
COL4A6	-1.72166666666667
TOMM70A	-0.1015
NAB1	0.282125
MGC16385	-0.139875
TSPAN18	-0.631833333333333
MED31	0.1455
PLG	-0.67825
CAPSL	4.8775
ZNF532	0.8966
ASB14	-0.117
CA8	-3.3115
NUDT16P	1.09533333333333
SLFN11	-1.04
LRRIQ2	0.194
NOL7	-0.7815
BRMS1L	-0.878875
JARID1A	0.426166666666667
PANK2	-0.3685
ICAM3	-0.13325
MDS1	-0.98
TAF8	-0.89925
RNF139	0.87425
ZNF594	0.6295
ADAM8	2.955
SFTPC	-0.17625
MAN2B2	1.710375
RGS12	0.294625
EIF1AY	-4.87083333333333
LRRIQ1	-1.77266666666667
GPR150	1.9115
CCDC21	-1.589
PRRG3	-0.184
SAA4	-3.619
RAPGEF5	1.040375
ZCCHC2	0.560833333333333
MGC39372	-2.494
PPP4R2	0.153
CDCA2	-2.20466666666667
OR4D5	0.719833333333333
PTGFRN	1.5944
SIGLEC5	3.22666666666667
C19orf61	0.0635
NMUR2	0.5285
KIAA1586	-1.678
DAGLA	0.893
CHCHD6	-0.483
GPR32	0.609
NEUROD6	0.2795
SLC2A4RG	-0.014
CA5B	-0.28625
FBXL3	1.76075
MPHOSPH9	-1.41975
HMG2L1	-0.217
HCN4	1.18783333333333
CEACAM19	0.11725
SH2D4B	0.187666666666667
HFE2	-1.022
TGM4	-0.474
LYPD2	-0.05175
TBC1D15	0.45675
MRPS21	0.826
NONO	-1.1953
CLEC5A	3.33725
ITCH	-0.0754
MGAT3	-1.63016666666667
MBP	-0.78675
RPP25	-0.93475
SOSTDC1	-4.16925
HRC	-1.81475
TRIM48	0.8305
TMEM133	-0.34525
ECEL1P2	-1.1355
HOXC11	1.06
DOK5	-0.32875
HELZ	0.166166666666667
LOC348180	-1.312
MGC33894	0.4645
ADRB3	0.1725
DMD	-0.613083333333333
PTRH2	-0.65525
MPEG1	3.2455
NDUFA12	0.0418333333333333
KRTAP2-4	0.06125
STAMBPL1	-1.268
ADCY2	1.71116666666667
UNQ6125	0.492
KLHL20	0.0451666666666667
SRM	-1.328
OTC	-0.4475
TMIE	0.0936666666666667
SNX8	0.0875
LIPK	-0.4495
CHURC1	-0.266333333333333
KLC2	0.218333333333333
HDAC1	-0.453666666666667
FAM128A	0.485
FNDC3B	0.1468
MTCP1	-0.593833333333333
WFDC10B	0.1315
PCDHGB3	-0.332
ATRNL1	-0.4676
CAV2	-1.356125
MED26	0.274166666666667
DUS1L	0.016
CHRM3	-2.369875
NEK9	0.744
WARS2	0.5605
TBX22	-0.2355
TOMM40	-1.06475
RP6-213H19.1	-1.52616666666667
TUBGCP5	-0.26675
IGSF6	5.6875
TPPP	-0.129
UNQ6190	0.28
GSTM5	1.85125
BTD	1.19116666666667
PDCD1LG2	-0.155833333333333
SNRPB2	-0.3735
ERICH1	-0.681875
APOA4	-1.461
HOXA11	-1.26375
NARG1	-0.15725
MKX	-0.568
RAB28	-0.177928571428571
PKP3	1.20275
SH3GL2	-0.8255
CTSO	3.4415
RPN2	0.2954375
IL28RA	0.375833333333333
SFMBT1	1.041
WDR57	0.010125
FER1L3	1.23191666666667
HSF5	0.444333333333333
TTC9B	0.625
C4BPA	-3.41
ALB	-4.66692857142857
SORBS3	-0.021625
UPF2	-0.08
JPH1	0.161
AGBL2	1.842
DOPEY1	1.177
TERF1	-0.105083333333333
KIF22	-0.602
NINJ1	2.127
SEC61A2	-0.9445
HIST1H1D	-0.0546666666666667
SFXN4	0.00475
UCP3	0.3256
ZNF703	1.32883333333333
MYL6B	-0.739
TREM1	3.049
OR52E6	0.466
CKMT2	1.43825
HLA-C	2.541375
SLC13A3	-1.12683333333333
TIMP4	1.588
SLIT2	1.377
RSF1	0.0565555555555555
LONRF1	-0.954642857142857
MON1A	-0.0286666666666667
CACNG6	-1.06433333333333
DPPA4	-5.0275
ZSWIM3	0.723
ZNF804A	0.884833333333333
CCIN	1.39125
SLC25A31	0.51675
KCNMB4	-0.70975
RABL5	0.782
GALNS	-0.729
STX6	1.12875
HIST1H1C	0.5295
CIDEB	-0.05875
CASP4	0.637166666666667
PDK3	0.6576
KCNJ11	2.781
TPR	-0.233625
ZSCAN20	-0.4285
MTX2	0.1745
HIST1H2BH	1.74275
LOC283767	0.88825
LYRM7	-0.959944444444444
BRD3	0.0946666666666667
HIST1H2BO	1.35025
MAGEB10	1.247
SLC45A1	2.1305
SERPINA3	3.12995
KIAA0143	1.8825
KCNJ16	-0.164166666666667
KRT79	0.05525
FABP2	-1.38925
NUT	0.09875
ZNF57	-0.062
FBXL4	0.187625
CLEC9A	2.423
UGT8	-1.19283333333333
BMP2K	-0.003
MAPK4	-3.5195
SLC25A23	-0.1657
HINT1	-0.1723
KRTAP13-1	0.471
SFXN5	1.5718
CHCHD2	0.0795
FAM3D	1.4765
NDP	3.275
RHOBTB1	-0.819166666666667
SLC4A4	3.538125
RPL38	-0.05925
HTF9C	-0.654833333333333
AP2A2	0.4855
ZBTB46	-0.424
MAP7D1	-0.0965
AOX1	1.44866666666667
CYR61	0.966083333333334
DTNA	-1.32923076923077
JRKL	0.411
TMOD3	-0.39275
EEA1	0.1348
ADCK5	-0.327
IL1R1	0.9465
KLK3	0.953357142857143
HRSP12	-0.2405
KTN1	0.419
LOH11CR2A	0.8789
RELL2	-0.93275
MAB21L1	0.64525
C20orf59	-1.51833333333333
PHKB	-0.5685
ADAM2	-1.867
TBC1D8B	2.0095
FAM13A1	-1.28575
LAPTM4B	-1.815
LCN8	-0.105
TMEM147	0.0665
SYT4	0.864166666666666
XPO7	-0.44
C9orf62	2.219
GPR75	-0.1145
TRIM5	0.696125
APOC1	1.15333333333333
RNASE4	0.805166666666667
PARD6B	-0.42275
ARID1A	0.607666666666667
TPD52L3	0.412
RRAGB	1.15833333333333
RCN2	-1.07116666666667
HIST2H2BE	2.35625
STARD7	0.09125
SHMT2	-1.17025
KIAA1751	0.304166666666667
MLYCD	0.408125
LOC162632	-0.57
UQCRH	-1.265
RP11-217H1.1	-0.0696875
SDHA	-1.04633333333333
NCLN	-0.4094
ZNF17	1.18733333333333
RCBTB2	-1.52975
VEGFB	-0.0426
RP4-747L4.3	0.07525
COLQ	0.6152
MPN2	-0.664
DRG2	-0.11875
KLRB1	6.1785
ALPK2	-2.1135
DNASE2B	1.72125
FLJ23834	-0.0238333333333333
AXUD1	0.829333333333333
SAFB	-0.2302
NSUN4	0.39625
RFX2	0.526
MAPK8IP1	-0.473666666666667
FANCD2	-1.09335714285714
ANKZF1	-1.27466666666667
C19orf50	-0.561125
DUSP8	0.404375
SENP5	-0.376625
NFKBIL2	-0.7195
LBR	-1.1035
IGFL1	1.1945
LZTS2	0.41325
IL2RG	-0.306125
CCDC51	0.78175
KLF3	0.758875
ANKRD37	-1.53775
KCTD14	-1.891
FZR1	0.256333333333333
SLC44A4	4.005
ESPL1	-1.342875
GMPR2	0.3043
TBC1D19	0.466
ERGIC1	0.362333333333333
ERBB4	5.0238
TSPAN32	0.68925
MAP4	0.152
GPHN	-0.503
SLC6A2	-0.254625
HIVEP1	0.1745
DFFB	-0.4938
EIF4EBP2	0.414375
DMRT1	-0.41825
HSPB6	0.07475
IER2	0.697166666666667
AIFM1	-0.01425
WWC2	0.12025
MRPL4	-0.251
FLJ21062	1.72533333333333
EPB41L4A	-0.253416666666667
SH2D6	0.053
TAF4B	-1.27125
GAL3ST3	-0.5035
MALT1	-0.45
RTDR1	0.73175
ARVCF	-0.026625
MEX3B	-1.01383333333333
FBXO16	2.764
KIF7	-1.40175
C1QC	4.017
ZNF783	-0.990166666666667
ZNF85	-0.415
MMP13	6.114
KIAA0329	0.60875
RTP3	3.2935
ZBED3	0.13775
CLGN	-1.276
SLC25A37	-1.234
hCG_18290	-0.0795
OR5AS1	0.3665
SMARCC2	0.752
FAM109A	0.0668333333333333
CCDC12	-0.1515
USF2	0.5449
DEPDC7	-1.77325
C20orf24	-0.6565
JMJD3	0.78
DSP	-0.0567142857142857
SLIC1	0.6935
FAM20A	1.442875
IRF2BP2	0.652125
ZNF230	0.535
MSN	-0.784142857142857
SLC9A5	-1.654
EPDR1	-2.0505
MUSK	0.00766666666666669
ZNF434	1.33983333333333
SMARCD1	-0.614
