Hybridization REF	TCGA-A8-A085-01A-11R-A00Z-07
RP5-1077B9.4	-0.463
FPGT	1.47425
GDF10	-1.525
COQ9	0.28075
GCC2	-0.4615
RARRES3	2.575
PLXNA1	-0.0503
KIAA0100	0.1486
PMF1	-0.23625
FNDC1	5.23175
HS2ST1	-0.163916666666667
CRELD2	-0.2085
C8G	-2.0895
CD82	-0.55925
LIM2	-1.122
UNQ6490	0.606
MMP16	1.8715
DRD3	0.126
C5orf26	-0.97675
C11orf73	-1.268125
PTP4A2	0.3045
OR4M2	0.2595
HPCA	-0.8045
SEC14L1	-0.581333333333333
CHFR	0.3265
EMILIN1	0.44475
NDUFS4	0.42875
COL18A1	0.972625
PDZD3	-0.1605
C9orf16	0.392833333333333
ERBB2IP	0.4735
EMX2	3.6585
FUS	-0.64325
TF	-3.568
CLCN4	-0.837166666666667
CXorf56	1.54
C11orf72	0.274
ELAC2	-0.737416666666666
NPR1	-0.18475
ASS1	-3.6495
USP42	0.063125
POLR2J	0.2955
SEC23IP	0.7605
UQCRC1	0.148
LOC729603	0.1685
C1orf71	0.145875
POLG	-1.269
ADAM23	-3.04675
TFR2	-1.52625
RICTOR	-0.9699
MGC39606	-0.1975
C19orf55	-0.394375
SNAPC1	-1.71616666666667
GNA11	0.594
CCDC52	1.4995
FSIP1	3.6075
UPF3A	-0.968125
IGSF11	-2.28666666666667
LAGE3	0.8175
CHST6	-1.1825
UNC13B	1.332375
TTLL4	-1.57825
ZNF687	0.316375
SDC2	-0.1101
COX7A2	0.8605
LAMB4	-0.524
FAM24A	0.066
LRRTM3	-0.5195
GPHB5	0.30525
OR4C13	-0.0215
EIF3EIP	-0.357857142857143
HABP4	-0.9955
TMEM125	3.3015
CNTN2	0.539
ASNSD1	-0.1035
FUT4	-0.589
ACF	-3.10775
LOC158381	0.961
CDH8	0.69175
AGPS	-2.84783333333333
C4orf18	2.67575
PECI	-0.569333333333333
UNG	-0.1425
GSTP1	-2.596125
DCUN1D5	-2.73316666666667
DKFZP564J0863	-0.6815
SLC9A3R1	2.590125
BCDO2	-1.29375
CHMP7	-0.269625
REM2	0.344
DNHD1	-0.778714285714286
FKBP4	-1.027625
ZNF350	1.32025
MGC11102	0.46725
BST1	1.59375
KISS1R	0.5925
NCR2	-0.132
DEFB125	0.2205
UBE2W	0.797625
KRT15	-2.9555
C10orf99	0.263
SCN11A	-0.041625
GFI1	-3.3515
RDHE2	5.08516666666667
FHL1	-1.27716666666667
OSGEP	-1.72066666666667
GATA1	-3.246
SMC6	-0.8725
TTTY14	0.35225
LPIN3	-0.0215
RPL4	-0.4929
RBPMS	-0.3294
PRPF3	-0.825833333333333
EMR1	-2.226
SPATA19	-0.33825
XCR1	0.7095
IRX3	1.9712
RBM6	-0.5505
KLF4	-0.7813
UNC5CL	0.3275
SEBOX	0.444
BTK	-1.78125
KRCC1	0.0535
C6orf27	0.4415
SYTL5	-0.142
PRND	3.05114285714286
LOC653319	-1.178
PIGL	-1.109375
HUS1	-0.4905
SFRS6	0.05825
C17orf77	0.253
UIMC1	-0.716666666666667
FXYD2	-1.6359
LOC283152	1.4145
ZNF667	-1.48
ZCCHC12	-0.8805
TFEC	0.7439
ATP7B	0.0466666666666667
POLD2	-0.512333333333333
RG9MTD1	0.21875
ACOT2	-0.661
HIST1H4I	0.555125
PPARGC1A	-3.3252
ETFA	-0.5302
POLRMT	0.4065
ZNF146	0.016
MIA2	-1.882
KLHL6	-2.00166666666667
HOXB5	-0.661375
NENF	0.753833333333333
CUGBP1	0.50625
PRSS22	1.67366666666667
CASC4	1.5692
CUL4B	0.34
CENPJ	-2.0241
PITX1	-0.0478333333333333
FLJ31033	0.543
CELSR3	0.359
ZNF568	-0.4235
ITSN1	-0.534833333333333
EHBP1L1	-0.283333333333333
C19orf2	-0.77425
DCTN1	0.09225
LIN28B	-3.37066666666667
TNKS2	-1.339
C1QBP	-0.91
CADPS2	1.0075
SRMS	0.62125
GJA9	0.401333333333333
MGC24975	0.0843333333333333
TRIM45	-0.6945
TSP50	-0.0285
TCP1	-0.878
TMED7	0.5428
CMA1	0.268
CENPL	-0.8355
PTCRA	-0.1905
FST	-3.4005
VWCE	-3.93325
PAWR	-0.248
ABCC12	0.317666666666667
LDLR	1.1986
ASTN2	0.7754
LOC441212	-1.104
GPATCH8	0.25525
TANC2	-0.0868333333333333
KIF4A	-1.3255
C18orf18	-0.29225
PGM1	-1.352
KIAA0258	1.578
CPD	1.173
SNCAIP	-3.23475
DCT	-3.9625
HLA-DOA	1.75231818181818
OR11L1	0.844
UPK1B	-0.423666666666667
DNAJB4	-0.936875
UGT1A8	-0.257
HIST1H4L	-0.483
PECR	-0.250666666666667
HSPA2	0.4355
WFIKKN1	-2.056
SERP1	0.921
SYDE2	1.8345
TACR2	0.3785
NUP85	0.45425
CD177	-0.851
LGR5	-2.68833333333333
PIGG	-0.570416666666667
PTHR1	-1.80333333333333
RAB5A	0.0222
FLJ13224	-0.022
USP9Y	0.3765
C7orf53	-1.03
LRP1B	-1.34775
XAF1	0.1959
ABCG8	-1.084
ANKDD1A	-0.584
DAND5	-0.4865
SPAG6	0.3776
LINCR	-2.45275
ZDHHC22	-1.523
CCDC60	-0.375
THOC7	-1.06916666666667
TCTA	1.5919
OR8K3	0.33575
NY-REN-7	-1.02775
B2M	0.432833333333333
C6orf141	-0.479125
LPPR4	2.03775
SQLE	-0.767625
SEPHS1	-0.29375
BTBD14B	0.527071428571429
PLRG1	-0.53575
SPG7	-0.697125
ZNF614	-0.238333333333333
PARD6G	1.08833333333333
INPP5B	-0.7926
GRPEL2	0.007875
PPID	-0.4458
TRIM56	-0.63275
UBE2J1	-0.38625
IL20RA	1.16125
LOC387856	0.43025
C1orf107	0.841833333333334
UTS2R	0.754
C19orf22	-0.62925
SAFB2	0.79775
KIAA0652	0.395625
KLRG1	-1.86133333333333
MS4A8B	2.07066666666667
FRAG1	-0.1115
KIAA1546	-0.1175
E2F4	-0.8796
CLEC4M	0.0511666666666667
BTBD14A	-1.645
KIAA0999	0.1852
GYPA	-3.4015
TAC1	-0.4219
TRAIP	-0.619833333333333
KIAA0232	0.2615
ERCC8	-0.134875
GPX4	0.1045
KIAA0368	-0.216875
GPR157	-0.815666666666667
CTAGE4	0.8875
C9orf30	-1.11583333333333
OR52A1	0.3665
HSP90B3P	-0.5375
ALG9	-0.7257
BTBD10	0.968
SDK2	0.90975
BAIAP3	-1.58975
RABGGTB	-0.7645
ANKRD40	0.5785
KRT74	0.5005
CALCOCO2	0.122857142857143
SNCA	-3.01525
TMSL8	-5.148875
C2orf53	0.1215
ESRRB	-0.05875
ARHGAP26	-1.6185
TDRD9	-2.994
HRAS	0.184666666666667
KLRC4	-2.448
JAGN1	-0.293666666666667
BSDC1	0.8965
RNF43	0.8979
NDUFAF1	0.4705
PHF12	0.191
OR1L3	-0.00774999999999999
FOLR2	1.29441666666667
LYZL6	0.219
tcag7.1260	-2.1935
WSB1	-1.31666666666667
PROS1	-1.4004
OSTN	0.7025
PSMB8	-0.8445
SOCS4	0.376125
DDIT4L	1.68325
MAS1	0.3365
MGC34796	1.1485
CSHL1	0.510666666666667
TBCCD1	0.288666666666667
ZBTB7C	0.4275
AP2S1	-0.21425
P15RS	0.3555
VAT1	0.6403
SHANK3	0.897833333333333
TUFM	-0.138666666666667
THEG	-0.4235
KRT34	-1.761
SGSM3	-0.288875
TOMM22	-0.769125
SOCS3	0.102
CPO	1.25
POP4	0.48175
BHLHB3	0.306
MALL	0.52025
OR1B1	0.766
PARK2	0.314833333333333
GPR124	0.545375
LCE1E	-0.2925
RUVBL2	-0.227
CGRRF1	0.6366
ACPL2	-0.4695
WNT10B	-2.89225
BAIAP2L2	-2.271125
ISCA1	0.4635
C1orf125	2.112125
RPAP1	-0.81075
RAI16	-0.409
RPL27	0.257875
NLRP9	-1.166
EPN1	0.0365
LOC388610	-2.732125
SLC35A1	0.1587
GAL	-4.44875
SLC14A2	0.14225
RDH11	-0.967666666666667
FAM138F	0.2165
AUH	1.00675
FLJ40243	0.203
C14orf129	0.8055
MBD2	-0.104166666666667
ABHD14B	0.159
PIGT	0.210625
ALS2CR4	-0.649
ALAS1	0.8924
FOXO1	0.8465
CRLF3	-0.917125
C20orf107	0.8985
FARS2	0.89175
CCDC28A	0.86
NPHP3	-1.553
OR13F1	0.638
TSEN54	0.8995
DEFB106B	0.1894
OR8B4	0.574
STH	3.45925
ZC3H14	-0.625875
CBX2	-0.2905
TMEM49	0.0335
C6orf21	0.6895
FLJ20920	2.407125
CRTAP	0.115642857142857
DDX50	-0.46625
STYXL1	-0.201
BLVRB	0.377333333333333
LOC147650	-0.6805
MMP24	0.58025
GRID1	0.9996
BANF1	0.0145
CTAGEP	0.1575
HMBS	-2.1145
SLC25A24	0.534333333333333
C14orf50	-0.87675
MRO	0.933833333333333
SLC25A15	-0.70975
FAM84B	2.0179
TDP1	-0.4375
C16orf78	0.0581666666666667
C11orf57	-0.812375
RFK	-0.17575
ZFYVE9	-1.25675
STCH	-0.5909
WIBG	-0.02575
LOC283871	0.2265
GBA2	0.716
NDUFB3	0.3075
HSD17B13	-1.178
GRIN3A	-0.00833333333333335
FMNL1	-2.24866666666667
SEPT7	-0.722
GNLY	0.5585
GRAMD1C	1.4225
ZNF165	1.6755
USP38	0.77375
FAM83A	-2.95183333333333
C14orf24	0.821333333333333
ARMCX3	-0.99525
ARHGDIB	0.522833333333333
AK1	0.537375
KIAA1045	-0.44275
DNAJB13	-0.055
NEU2	0.252
HIST1H4B	-0.201666666666667
FAM20B	-0.3017
HES2	-0.241153846153846
FAM73B	-0.1855
LOC388381	0.08925
INTS7	0.232636363636364
AMPH	1.05025
ZNF775	0.012125
UCKL1	0.0941666666666667
C10orf97	0.37275
C1orf161	-0.043
ALDH1L1	-1.24425
FLJ39378	0.110875
SLC23A1	-2.836
RBM4B	0.6585
THAP4	0.351166666666667
OGFRL1	1.758
KIAA0831	0.377875
PPP1R15A	-0.691666666666667
C1orf96	-0.253714285714286
C12orf11	-2.09925
BMF	0.7845
MAN1A1	-1.282
KIAA1600	0.531333333333333
NLGN4X	-1.68875
ALOX12	-1.427
RB1CC1	0.4072
NEIL2	0.1519
EIF4E	0.237090909090909
ABHD5	-0.14025
EXOC4	-0.145833333333333
CIP29	-0.0996666666666667
BATF2	-1.79675
SLC29A4	-0.722
HTR4	0.39275
EMB	-0.656
TRAF6	0.639
LMNB1	-3.42225
FAM19A5	-0.014875
SHE	1.186
PIK3C2B	0.8425
C15orf15	-0.4649
USP15	-0.2018
TCEAL2	-1.26525
C5orf39	-1.21216666666667
PTGER2	-0.8985
SLC31A1	-0.4689375
IFT172	0.17325
ADAM29	0.64375
GFOD1	0.86875
ST7L	0.00333333333333334
C15orf26	-2.786
PKN3	-1.109
CNTD1	2.60616666666667
COMMD1	-0.007875
NTRK2	3.72441666666667
FOXN3	0.2805
MFGE8	0.2485
PFKFB2	1.5545
TAS2R4	0.34525
ENTHD1	-0.4402
PRMT5	-0.475375
MGC16384	-0.587875
LOC442229	-0.68875
TSKU	3.28825
KRTCAP3	3.111875
PDLIM1	1.4313
KCNS2	0.45025
RNF126	0.894666666666667
CEP63	0.267
CLIC4	0.19125
hCG_1990170	-1.58175
ACR	0.2547
KLK7	-0.1485
ALOX5AP	2.07075
RIPK3	4.2785
TAS2R9	0.5565
C19orf18	1.3585
BIRC6	-0.0291428571428572
ZNF16	0.769
RFT1	-0.5365
SLC8A2	-0.40625
TACC1	-0.908
ITGAD	1.7975
SAMHD1	0.065
SH3PXD2B	1.5937
EPC2	-0.227
C20orf85	-0.03175
ATP13A2	0.6335
KRT4	0.308125
CAPNS1	0.35325
MDM2	0.042
PCDH20	3.64525
KCNK9	0.8495
OR2C1	-0.315
KLHDC3	-0.407666666666667
IPPK	0.5225
EFHD2	0.287375
GALR3	0.7115
NBEA	-1.666
ABCA6	1.4311
CLDN3	1.24133333333333
AKT2	-1.10728571428571
EGFR	-2.9714
RBM16	0.17875
ZDHHC3	0.5048
SLC25A4	0.628
CYB5B	-0.653333333333333
CPXM1	-0.4555
NDRG1	-0.715384615384615
FLJ43826	0.44175
OR5L2	0.2936
FARP2	0.6315
MRPL46	-0.404833333333333
LDHAL6B	0.9645
MAPKAPK3	0.254666666666667
NCAM2	-3.03525
PRKD2	0.3585
ZFP36L1	-0.1516
CYSLTR1	0.74
OR4C3	0.218
HIST1H2AJ	2.386
CCNB2	-1.96855555555556
ZNF10	-0.558125
TMEM175	0.43
FAM134A	1.29066666666667
TIGD4	-0.1265
PCNP	-0.58075
MGC39715	0.201
LQK1	0.82925
CREB1	0.7633
TMPRSS3	-1.23025
C4orf32	2.420125
LAT	-2.472
KCNA3	-0.089
SKIV2L2	-0.936
ROPN1B	-4.52575
tcag7.23	-0.212
CDT1	-2.11575
ZHX2	1.492
CD28	-2.914
ZNF624	0.54975
SEPT2	0.0404166666666667
SOHLH2	-1.89814285714286
MCOLN3	-1.18475
UNQ1945	0.54
MASP2	-0.9635
ZNRF3	0.2443
GPATCH3	0.214
AGL	0.623625
QRICH2	0.238
PSD4	0.637333333333333
CCNB1IP1	-1.3955
ENPP7	-0.00674999999999999
OBFC1	0.3485
KCNG3	0.30325
C14orf79	0.04
ENPEP	2.919
SCT	1.904
SKI	0.316125
SEC61G	-1.01425
CAPN11	0.063
ATXN7L3	0.1805
DBNDD1	-0.424
FAIM	0.38275
ANKRD36	0.4475
GABRP	-0.735833333333333
TACSTD2	2.1315
EIF3J	-0.1455
PPP2R2A	-1.17175
TEKT4	-1.187
PVALB	-0.762833333333333
F10	-3.20383333333333
FAM134C	1.3572
COMP	4.42975
EFCBP1	-3.369125
SCLT1	-0.391375
TAL1	-1.1454
ACSL1	-1.45575
ABCC5	1.28425
ABL1	-0.603944444444445
RBBP7	0.323333333333333
PTPRG	0.269
NCOR1	-0.5526
SPINK4	-2.509
TXNRD1	-0.5892
TNRC15	0.527375
C9orf138	0.469
UBE2H	1.14616666666667
BRDT	1.3985
C8orf31	0.062
CCNE2	-0.994818181818182
SLC6A8	-0.6
CALCR	-4.59
PPP1CB	0.487333333333333
ABHD8	1.4405
ARF5	0.3837
SLC24A4	0.1165
CCT3	-0.5165
ZNF121	0.716375
SLC3A2	-0.0568
OR13A1	0.046
SLC5A10	1.10125
RAD50	0.05725
IER5	-0.09275
MTHFD1L	-2.5305
MBTPS2	-0.0995
MVK	-0.048625
NCL	-0.504
PSMD10	-2.47825
MOBP	0.239
FLJ32894	-0.094
HRH1	-0.381333333333333
C5orf30	1.151
NUDT16L1	1.0561
RASGRP3	4.10133333333333
PRKRIP1	-0.7295
CCDC75	0.392
LOC253970	0.362
KIAA1239	-0.3755
MED21	-0.10225
SYT11	0.0455833333333333
NTSR2	0.013
EGFL11	0.2755
CXorf59	0.014
OR2A25	0.53425
SPTBN2	-1.46525
LRMP	-2.00266666666667
RNF111	0.39575
PTH	-1.2435
LOC619208	0.000499999999999991
KIAA0895	1.5535
RANBP5	-1.311875
P2RY10	-1.237
NME5	3.2675
DDX21	-0.284
LRSAM1	1.015
HDAC11	0.0668333333333333
VMO1	0.41175
NOLA2	0.492666666666667
ADAR	0.517666666666667
MTO1	-0.7075
SF4	0.896
P2RX1	-0.174833333333333
HBM	0.2335
EN2	0.6735
C14orf172	0.50675
TM9SF2	0.1073
INHBE	-1.35733333333333
TCTE3	-0.194
TOX2	-3.5495
CTAGE3	0.03025
HBB	3.0977
MED15	-1.09983333333333
CASR	0.4535
C6orf66	-0.342333333333333
MTPN	-0.473625
UNC50	0.22275
C21orf33	0.251375
IRF2	0.53475
PGR	-3.14083333333333
GPR84	0.6075
CROCCL1	-2.0965
SRPX	-1.62475
BRE	-0.272666666666667
FGF10	0.60775
SDC3	-0.126
ZRSR1	-0.3945
DKFZP434P211	0.044125
SOX6	1.02
RPUSD2	0.03775
C14orf173	0.036
MAPK11	-0.510166666666667
TBC1D22A	0.2295
FAM123A	0.366
COL4A6	-4.1455
TOMM70A	-0.31525
NAB1	-0.6225
MGC16385	-0.958375
TSPAN18	0.302166666666667
MED31	-0.43075
PLG	-0.475
CAPSL	0.2505
ZNF532	0.7784
ASB14	-0.4255
CA8	0.9975
NUDT16P	2.42333333333333
SLFN11	-1.842
LRRIQ2	-0.030375
NOL7	-0.239333333333333
BRMS1L	-0.885625
JARID1A	-0.578166666666667
PANK2	-0.84
ICAM3	0.5335
MDS1	-0.55875
TAF8	-0.42925
RNF139	0.896
ZNF594	-1.18433333333333
ADAM8	0.067375
SFTPC	-0.382125
MAN2B2	0.972625
RGS12	0.142875
EIF1AY	1.55183333333333
LRRIQ1	-0.475833333333333
GPR150	0.787
CCDC21	-0.017
PRRG3	0.4145
SAA4	-3.80925
RAPGEF5	2.273
ZCCHC2	0.513166666666667
MGC39372	-0.6085
PPP4R2	0.135166666666667
CDCA2	-2.12583333333333
OR4D5	0.536166666666667
PTGFRN	0.3478
SIGLEC5	0.993666666666667
C19orf61	-0.0191666666666667
NMUR2	-0.232
KIAA1586	-2.53033333333333
DAGLA	-0.327666666666667
CHCHD6	0.56575
GPR32	1.147
NEUROD6	0.1455
SLC2A4RG	-0.2349375
CA5B	-0.5855
FBXL3	0.52925
MPHOSPH9	-1.20775
HMG2L1	-0.1675
HCN4	0.312666666666667
CEACAM19	-0.4575
SH2D4B	0.549166666666667
HFE2	-0.2995
TGM4	0.004
LYPD2	0.188
TBC1D15	0.287
MRPS21	-0.1623
NONO	-0.8165
CLEC5A	1.082125
ITCH	-0.4868
MGAT3	-1.40266666666667
MBP	-1.24725
RPP25	0.40225
SOSTDC1	4.68175
HRC	-1.8155
TRIM48	0.783
TMEM133	-0.5885
ECEL1P2	-1.449
HOXC11	-2.1725
DOK5	-0.78675
HELZ	1.11783333333333
LOC348180	-0.30675
MGC33894	0.20775
ADRB3	0.323
DMD	-0.598083333333333
PTRH2	0.4595
MPEG1	1.81833333333333
NDUFA12	0.296833333333333
KRTAP2-4	0.231166666666667
STAMBPL1	-2.12083333333333
ADCY2	-1.262
UNQ6125	0.45
KLHL20	0.0645
SRM	-0.8435
OTC	-0.096
TMIE	-0.0993333333333334
SNX8	0.2435
LIPK	-0.696
CHURC1	-0.506916666666667
KLC2	0.655166666666667
HDAC1	-0.213
FAM128A	0.506166666666667
FNDC3B	-0.3506
MTCP1	0.106166666666667
WFDC10B	0.3578
PCDHGB3	0.21
ATRNL1	-1.9465
CAV2	-0.716625
MED26	1.129
DUS1L	1.4585
CHRM3	-1.10025
NEK9	-0.02975
WARS2	0.28925
TBX22	0.277
TOMM40	-0.652
RP6-213H19.1	0.0775
TUBGCP5	0.17475
IGSF6	3.9475
TPPP	0.417166666666667
UNQ6190	-0.067
GSTM5	2.842625
BTD	1.04666666666667
PDCD1LG2	-0.566166666666667
SNRPB2	-0.603
ERICH1	-0.579125
APOA4	-1.795375
HOXA11	-1.3185
NARG1	0.029375
MKX	-0.6555
RAB28	-0.861928571428571
PKP3	0.231
SH3GL2	-2.85075
CTSO	2.555
RPN2	0.3713125
IL28RA	0.278
SFMBT1	-0.08475
WDR57	-0.677
FER1L3	0.639666666666667
HSF5	0.561666666666667
TTC9B	0.85225
C4BPA	-3.95866666666667
ALB	-3.78214285714286
SORBS3	-0.1235
UPF2	-0.5405
JPH1	-0.449
AGBL2	1.77825
DOPEY1	0.6515
TERF1	-0.14575
KIF22	0.0395
NINJ1	-0.175
SEC61A2	-0.76075
HIST1H1D	0.485166666666667
SFXN4	0.494125
UCP3	0.2756
ZNF703	1.8005
MYL6B	-0.746
TREM1	1.81975
OR52E6	1.0435
CKMT2	0.3195
HLA-C	0.470125
SLC13A3	-0.624833333333333
TIMP4	-0.32475
SLIT2	2.3735
RSF1	0.1565
LONRF1	-2.60171428571429
MON1A	0.114666666666667
CACNG6	-1.74766666666667
DPPA4	-5.15433333333333
ZSWIM3	-0.082
ZNF804A	-0.337666666666667
CCIN	1.17925
SLC25A31	-0.01175
KCNMB4	-0.4155
RABL5	0.17175
GALNS	0.00439999999999999
STX6	0.16875
HIST1H1C	1.3415
CIDEB	-0.150875
CASP4	-0.920166666666667
PDK3	-0.0706
KCNJ11	1.207
TPR	-0.58275
ZSCAN20	-0.31
MTX2	-0.1525
HIST1H2BH	1.26275
LOC283767	0.827
LYRM7	-1.51661111111111
BRD3	0.632166666666667
HIST1H2BO	1.14475
MAGEB10	0.771
SLC45A1	0.4365
SERPINA3	-1.35735
KIAA0143	0.88675
KCNJ16	0.0483333333333333
KRT79	0.1085
FABP2	-0.51625
NUT	0.2135
ZNF57	-0.47675
FBXL4	0.095875
CLEC9A	-0.333
UGT8	-1.9145
BMP2K	1.90425
MAPK4	-3.59975
SLC25A23	-0.0385
HINT1	-0.00180000000000001
KRTAP13-1	-0.045
SFXN5	-0.048
CHCHD2	0.112916666666667
FAM3D	0.1085
NDP	-3.89275
RHOBTB1	-0.186666666666667
SLC4A4	-1.384625
RPL38	0.92025
HTF9C	-0.254833333333333
AP2A2	0.033875
ZBTB46	0.2395
MAP7D1	0.71
AOX1	-2.75966666666667
CYR61	-1.05966666666667
DTNA	1.05842857142857
JRKL	-0.589
TMOD3	0.0945
EEA1	-0.4069
ADCK5	0.085
IL1R1	0.509166666666667
KLK3	0.395785714285714
HRSP12	-0.426
KTN1	0.80525
LOH11CR2A	0.0286
RELL2	-0.74975
MAB21L1	0.74275
C20orf59	-0.938666666666667
PHKB	0.13825
ADAM2	-1.3246
TBC1D8B	0.0226666666666667
FAM13A1	-2.028375
LAPTM4B	-1.10041666666667
LCN8	-0.0685
TMEM147	0.6405
SYT4	0.0298333333333333
XPO7	-1.135
C9orf62	0.83125
GPR75	0.2805
TRIM5	-0.274125
APOC1	-0.799333333333333
RNASE4	-1.11183333333333
PARD6B	1.334625
ARID1A	0.51425
TPD52L3	0.398
RRAGB	1.31066666666667
RCN2	-0.460166666666667
HIST2H2BE	1.6270625
STARD7	-0.13675
SHMT2	-1.14175
KIAA1751	-0.193
MLYCD	0.154375
LOC162632	1.2826
UQCRH	-0.864
RP11-217H1.1	0.1073125
SDHA	-0.635666666666667
NCLN	-0.6332
ZNF17	0.481833333333333
RCBTB2	-2.0445
VEGFB	-0.6834
RP4-747L4.3	0.59925
COLQ	1.6803
MPN2	-1.15016666666667
DRG2	-0.29725
KLRB1	0.376
ALPK2	-1.774
DNASE2B	0.7015
FLJ23834	-0.225166666666667
AXUD1	0.161
SAFB	0.134
NSUN4	-0.20675
RFX2	-0.862833333333333
MAPK8IP1	-0.977333333333333
FANCD2	-0.6375
ANKZF1	-1.177
C19orf50	0.950375
DUSP8	1.01275
SENP5	-0.31925
NFKBIL2	-0.1085
LBR	-1.9565
IGFL1	0.0395
LZTS2	0.354625
IL2RG	-1.829
CCDC51	0.08275
KLF3	-1.433875
ANKRD37	-1.594
KCTD14	-0.8425
FZR1	-0.20125
SLC44A4	3.7297
ESPL1	-0.649375
GMPR2	-0.1854
TBC1D19	-1.4925
ERGIC1	0.356
ERBB4	3.8676
TSPAN32	-0.12475
MAP4	-0.06975
GPHN	-1.3025
SLC6A2	-0.033125
HIVEP1	-1.3825
DFFB	-0.2598
EIF4EBP2	0.50325
DMRT1	-0.66725
HSPB6	-0.0555
IER2	-0.234666666666667
AIFM1	0.33825
WWC2	-1.18808333333333
MRPL4	0.59475
FLJ21062	-0.11
EPB41L4A	1.61566666666667
SH2D6	0.345
TAF4B	-1.5385
GAL3ST3	-0.27
MALT1	-2.182
RTDR1	-0.26225
ARVCF	-0.05575
MEX3B	-0.953666666666667
FBXO16	-3.52925
KIF7	0.23925
C1QC	3.7145
ZNF783	-0.377833333333333
ZNF85	1.05025
MMP13	3.7335
KIAA0329	0.64675
RTP3	-1.316
ZBED3	-1.1325
CLGN	-5.2485
SLC25A37	-1.8345
hCG_18290	-0.00725
OR5AS1	0.18
SMARCC2	0.244666666666667
FAM109A	0.184333333333333
CCDC12	-0.164
USF2	0.2128
DEPDC7	-2.94
C20orf24	-0.0595
JMJD3	0.1785
DSP	-2.683
SLIC1	-0.771
FAM20A	-0.86075
IRF2BP2	0.52875
ZNF230	0.5695
MSN	-0.313928571428571
SLC9A5	-1.7585
EPDR1	-1.3385
MUSK	0.0943333333333333
ZNF434	-0.456333333333333
SMARCD1	-0.452166666666667
ZFP106	-0.057
ZNF347	0.7496
