Hybridization REF	TCGA-A8-A09A-01A-11R-A00Z-07
CELSR3	-0.896166666666667
ZNF568	0.357
ITSN1	-0.438833333333333
EHBP1L1	-0.793666666666667
C19orf2	-0.068
DCTN1	0.912
LIN28B	-2.9718
TNKS2	0.2725
C1QBP	-0.829625
CADPS2	0.9085
SRMS	0.32
GJA9	0.491166666666667
MGC24975	-1.79916666666667
TRIM45	0.646
TSP50	-0.172
TCP1	-1.1555
TMED7	-0.2755
CMA1	1.475
CENPL	-0.428833333333333
PTCRA	-0.576
FST	-2.9725
VWCE	-4.0535
PAWR	0.7075
ABCC12	0.268666666666667
LDLR	-0.4356
ASTN2	0.6092
LOC441212	-0.949875
GPATCH8	-0.00575000000000001
TANC2	0.550333333333333
KIF4A	-2.4305
C18orf18	-1.09
PGM1	-0.72375
KIAA0258	1.11475
CPD	1.1465
SNCAIP	-0.492
DCT	-4.3025
HLA-DOA	3.00227272727273
OR11L1	0.425
UPK1B	-1.242
DNAJB4	-0.18175
UGT1A8	-0.785
HIST1H4L	-2.2535
PECR	-0.729166666666667
HSPA2	1.2225
WFIKKN1	-4.1355
SERP1	1.364875
SYDE2	3.06425
TACR2	0.3945
NUP85	0.12825
CD177	-0.6105
LGR5	-1.6438
PIGG	0.0764166666666667
PTHR1	-1.37133333333333
RAB5A	1.1192
FLJ13224	0.2145
USP9Y	-1.7975
C7orf53	-0.8425
LRP1B	-1.7105
XAF1	1.1129
ABCG8	0.346
ANKDD1A	-0.425166666666667
DAND5	-2.3985
SPAG6	1.411
LINCR	0.43225
ZDHHC22	-1.822125
CCDC60	-0.381
THOC7	-1.92733333333333
TCTA	1.1552
OR8K3	0.2325
NY-REN-7	-0.2395
B2M	1.3075
C6orf141	-2.289
LPPR4	2.03625
SQLE	1.861375
SEPHS1	-0.42
BTBD14B	0.159285714285714
PLRG1	-0.68775
SPG7	0.134875
ZNF614	-0.4255
PARD6G	0.617
INPP5B	-0.3365
GRPEL2	-0.543375
PPID	-0.5724
TRIM56	-0.17575
UBE2J1	-0.376125
IL20RA	3.92325
LOC387856	0.836
C1orf107	0.53275
UTS2R	0.51
C19orf22	0.312
SAFB2	0.00575
KIAA0652	0.882875
KLRG1	-0.4515
MS4A8B	2.862
FRAG1	0.33525
KIAA1546	0.122
E2F4	-0.8719
CLEC4M	0.2355
BTBD14A	-0.72075
KIAA0999	-0.1375
GYPA	-3.4946
TAC1	2.0765
TRAIP	-2.21133333333333
KIAA0232	1.5796
ERCC8	-1.876875
GPX4	0.827875
KIAA0368	-0.557125
GPR157	-0.155166666666667
CTAGE4	1.8835
C9orf30	-1.12
OR52A1	0.112
HSP90B3P	-0.006
ALG9	-1.4664
BTBD10	0.788
SDK2	0.73075
BAIAP3	-0.021
RABGGTB	-1.014125
ANKRD40	0.920666666666667
KRT74	0.4435
CALCOCO2	1.05
SNCA	-2.70325
TMSL8	-4.071125
C2orf53	0.7885
ESRRB	-0.7075
ARHGAP26	-1.722125
TDRD9	-2.7645
HRAS	0.239833333333333
KLRC4	-3.687
JAGN1	-0.3545
BSDC1	0.31375
RNF43	1.3368
NDUFAF1	-0.40075
PHF12	0.75425
OR1L3	0.3735
FOLR2	1.51991666666667
LYZL6	0.089
tcag7.1260	-1.7925
WSB1	-1.5315
PROS1	-0.1905
OSTN	0.653
PSMB8	-0.522
SOCS4	0.219571428571429
DDIT4L	0.816
MAS1	0.514
MGC34796	1.3325
CSHL1	0.152
TBCCD1	0.359333333333333
ZBTB7C	0.1925
AP2S1	-0.7035
P15RS	0.6882
VAT1	0.7908
SHANK3	0.901
TUFM	-0.0188333333333333
THEG	-0.823
KRT34	-2.6005
SGSM3	0.27425
TOMM22	-0.18075
SOCS3	1.51016666666667
CPO	-0.194
POP4	0.512
BHLHB3	2.213
MALL	1.40025
OR1B1	0.246
PARK2	0.415666666666667
GPR124	1.39475
LCE1E	-0.232
RUVBL2	-0.413
CGRRF1	0.4036
ACPL2	0.6295
WNT10B	-2.743125
BAIAP2L2	-2.605375
ISCA1	0.75
C1orf125	-0.189125
RPAP1	-0.67925
RAI16	0.015
RPL27	-0.742875
NLRP9	1.2465
EPN1	0.685
LOC388610	-1.537625
SLC35A1	1.2039
GAL	-3.67775
SLC14A2	0.08875
RDH11	-0.574666666666667
FAM138F	-0.658
AUH	-0.13175
FLJ40243	0.476
C14orf129	-0.0881666666666667
MBD2	0.593166666666667
ABHD14B	-0.1285
PIGT	-0.2135
ALS2CR4	-0.441375
ALAS1	0.2175
FOXO1	1.58516666666667
CRLF3	-0.549625
C20orf107	0.875
FARS2	1.4165
CCDC28A	0.2915
NPHP3	-1.23575
OR13F1	0.3475
TSEN54	0.18375
DEFB106B	0.0581111111111111
OR8B4	0.7535
STH	-0.354
ZC3H14	-0.349
CBX2	0.132
TMEM49	-0.21
C6orf21	0.3855
FLJ20920	2.062625
CRTAP	-0.116714285714286
DDX50	-0.3345
STYXL1	0.4265
BLVRB	1.1845
LOC147650	-0.161333333333333
MMP24	-0.0512499999999999
GRID1	1.79733333333333
BANF1	0.303666666666667
CTAGEP	1.38825
HMBS	-2.70725
SLC25A24	0.517166666666667
C14orf50	0.1665
MRO	1.40466666666667
SLC25A15	-1.24475
FAM84B	2.2968
TDP1	-1.482
C16orf78	-0.0138333333333333
C11orf57	-0.6895
RFK	-0.033875
ZFYVE9	-0.26825
STCH	-0.8892
WIBG	0.324
LOC283871	-0.276
GBA2	-0.3763
NDUFB3	-0.9305
HSD17B13	-0.64225
GRIN3A	0.876166666666667
FMNL1	-0.357
SEPT7	-0.2128
GNLY	2.821
GRAMD1C	0.883666666666667
ZNF165	-0.33625
USP38	0.92025
FAM83A	-2.12366666666667
C14orf24	1.23766666666667
ARMCX3	0.83875
ARHGDIB	0.792333333333333
AK1	-0.029
KIAA1045	0.2205
DNAJB13	0.0104
NEU2	-0.1105
HIST1H4B	-0.925
FAM20B	0.0517
HES2	0.369461538461538
FAM73B	-0.1446
LOC388381	-0.388
INTS7	-0.0746363636363637
AMPH	1.67275
ZNF775	-0.245625
UCKL1	-0.369833333333333
C10orf97	0.3875
C1orf161	-0.353
ALDH1L1	-0.4835
FLJ39378	0.181125
SLC23A1	-2.2375
RBM4B	0.53625
THAP4	-0.175333333333333
OGFRL1	0.16425
KIAA0831	0.5255
PPP1R15A	-0.260666666666667
C1orf96	-0.944857142857143
C12orf11	-1.7125
BMF	1.018125
MAN1A1	-0.635625
KIAA1600	1.42133333333333
NLGN4X	-0.54475
ALOX12	-1.078
RB1CC1	0.5243
NEIL2	0.0231
EIF4E	0.611809523809524
ABHD5	-0.3215
EXOC4	0.237
CIP29	-0.450333333333333
BATF2	0.4845
SLC29A4	-0.87175
HTR4	0.5075
EMB	-0.3355
TRAF6	0.9145
LMNB1	-4.923
FAM19A5	-1.313375
SHE	2.12825
PIK3C2B	0.5845
C15orf15	-0.6975
USP15	-0.0142
TCEAL2	1.6225
C5orf39	-0.0401666666666667
PTGER2	-0.522
SLC31A1	0.3645
IFT172	-0.152
ADAM29	0.12625
GFOD1	-0.0895
ST7L	0.6915
C15orf26	-3.00575
PKN3	-1.48725
CNTD1	3.67133333333333
COMMD1	-0.28375
NTRK2	3.01483333333333
FOXN3	0.63225
MFGE8	0.5029
PFKFB2	0.509333333333333
TAS2R4	-0.081
ENTHD1	1.45633333333333
PRMT5	0.117125
MGC16384	-0.86
LOC442229	-0.82825
TSKU	2.08525
KRTCAP3	1.62975
PDLIM1	0.5535
KCNS2	0.611333333333333
RNF126	-0.859333333333333
CEP63	-0.32825
CLIC4	-0.068375
hCG_1990170	-0.04075
ACR	-0.2137
KLK7	2.143
ALOX5AP	3.333125
RIPK3	1.756
TAS2R9	-0.0825
C19orf18	1.4045
BIRC6	0.0993571428571429
ZNF16	1.463
RFT1	-0.776
SLC8A2	-1.06775
TACC1	1.284625
ITGAD	1.43625
SAMHD1	1.108
SH3PXD2B	1.5388
EPC2	1.01375
C20orf85	0.03975
ATP13A2	-0.067
KRT4	1.01975
CAPNS1	0.41525
MDM2	-0.54475
PCDH20	1.66725
KCNK9	0.706
OR2C1	-1.222
KLHDC3	-0.648333333333333
IPPK	1.651
EFHD2	-0.356625
GALR3	0.454
NBEA	1.47133333333333
ABCA6	3.5259
CLDN3	1.81783333333333
AKT2	0.165642857142857
EGFR	-1.4864
RBM16	-0.275625
ZDHHC3	0.8029
SLC25A4	0.544833333333333
CYB5B	-0.476333333333333
CPXM1	0.10875
NDRG1	0.381923076923077
FLJ43826	0.523
OR5L2	0.417833333333333
FARP2	-0.0091
MRPL46	-0.807416666666667
LDHAL6B	0.3366
MAPKAPK3	-0.458166666666667
NCAM2	-1.5865
PRKD2	0.933666666666667
ZFP36L1	0.6681
CYSLTR1	-0.90225
OR4C3	0.323666666666667
HIST1H2AJ	3.997
CCNB2	-2.99088888888889
ZNF10	-0.380625
TMEM175	0.3195
FAM134A	1.22166666666667
TIGD4	-0.5605
PCNP	-0.366
MGC39715	0.33575
LQK1	-0.073
CREB1	0.8146
TMPRSS3	2.50275
C4orf32	1.08275
LAT	-1.43308333333333
KCNA3	0.154
SKIV2L2	-1.4665
ROPN1B	-0.8125
tcag7.23	-1.212
CDT1	-2.899125
ZHX2	1.720125
CD28	-2.85025
ZNF624	0.60575
SEPT2	0.199916666666667
SOHLH2	-2.39871428571429
MCOLN3	0.0522857142857143
UNQ1945	-0.059
MASP2	-1.7055
ZNRF3	0.7239
GPATCH3	0.0535
AGL	0.57775
QRICH2	-0.0455
PSD4	1.45066666666667
CCNB1IP1	-1.53525
ENPP7	-0.26
OBFC1	0.22425
KCNG3	-1.59166666666667
C14orf79	0.207416666666667
ENPEP	2.304
SCT	1.2825
SKI	0.9495
SEC61G	-0.51025
CAPN11	-0.161
ATXN7L3	0.82025
DBNDD1	0.481833333333333
FAIM	0.22525
ANKRD36	-1.145
GABRP	4.1425
TACSTD2	2.48833333333333
EIF3J	-0.577
PPP2R2A	-0.52825
TEKT4	-0.622666666666667
PVALB	-4.27166666666667
F10	-2.59966666666667
FAM134C	1.8405
COMP	4.6585
EFCBP1	-1.88853333333333
SCLT1	-0.317875
TAL1	-0.8934
ACSL1	0.41675
ABCC5	1.42958333333333
ABL1	-0.233111111111111
RBBP7	-0.64
PTPRG	-0.2625
NCOR1	0.1665
SPINK4	1.5745
TXNRD1	-0.3254
TNRC15	0.299625
C9orf138	0.060125
UBE2H	0.6205
BRDT	1.9445
C8orf31	-0.347
CCNE2	-1.68054545454545
SLC6A8	-1.775875
CALCR	-4.49775
PPP1CB	0.986083333333333
ABHD8	-0.02125
ARF5	0.2144
SLC24A4	0.6965
CCT3	0.16025
ZNF121	-0.024125
SLC3A2	0.3103
OR13A1	0.4075
SLC5A10	-0.319
RAD50	-0.445
IER5	0.4365
MTHFD1L	-2.350125
MBTPS2	0.996
MVK	-0.082875
NCL	-0.2743
PSMD10	-0.61225
MOBP	0.44625
FLJ32894	0.2045
HRH1	-0.343833333333333
C5orf30	-2.662
NUDT16L1	0.8756
RASGRP3	3.37916666666667
PRKRIP1	-0.4514
CCDC75	-0.10075
LOC253970	-0.124
KIAA1239	0.266
MED21	-0.23675
SYT11	0.643166666666667
NTSR2	-0.4125
EGFL11	-1.305
CXorf59	0.0865
OR2A25	0.16425
SPTBN2	0.26
LRMP	-0.994333333333333
RNF111	0.02
PTH	-0.853
LOC619208	-0.131833333333333
KIAA0895	0.7415
RANBP5	-0.2595
P2RY10	1.63766666666667
NME5	1.40816666666667
DDX21	-0.67825
LRSAM1	0.1345
HDAC11	2.17033333333333
VMO1	0.7425
NOLA2	-0.984666666666667
ADAR	1.049
MTO1	-0.676166666666667
SF4	-0.00200000000000001
P2RX1	-0.694
HBM	-0.27375
EN2	0.7265
C14orf172	-0.03875
TM9SF2	1.5442
INHBE	-1.47183333333333
TCTE3	-0.867916666666667
TOX2	-2.83975
CTAGE3	0.70675
HBB	3.4096
MED15	-0.788333333333333
CASR	0.3185
C6orf66	-1.89883333333333
MTPN	-0.328125
UNC50	0.02175
C21orf33	-0.3155
IRF2	0.619375
PGR	-0.351333333333333
GPR84	2.01975
CROCCL1	-2.81
SRPX	-0.7025
BRE	0.31
FGF10	1.3305
SDC3	0.300166666666667
ZRSR1	0.215
DKFZP434P211	-0.005625
SOX6	0.627
RPUSD2	-0.7425
C14orf173	-0.397833333333333
MAPK11	-0.817333333333333
TBC1D22A	0.9155
FAM123A	0.8865
COL4A6	-1.75083333333333
TOMM70A	-0.15625
NAB1	-0.24125
MGC16385	-0.155125
TSPAN18	-0.2805
MED31	-0.9255
PLG	-1.1365
CAPSL	2.8175
ZNF532	1.1658
ASB14	-0.1905
CA8	0.219
NUDT16P	-0.290333333333333
SLFN11	-1.1045
LRRIQ2	-0.654
NOL7	0.0025
BRMS1L	-0.182625
JARID1A	0.213166666666667
PANK2	-0.49925
ICAM3	-0.335
MDS1	0.549
TAF8	-0.737
RNF139	0.90675
ZNF594	-0.446333333333333
ADAM8	1.21775
SFTPC	-1.133375
MAN2B2	1.693
RGS12	0.445875
EIF1AY	-5.09008333333333
LRRIQ1	-1.05666666666667
GPR150	0.72975
CCDC21	-1.13433333333333
PRRG3	0.11575
SAA4	-3.6575
RAPGEF5	0.65025
ZCCHC2	-0.52375
MGC39372	-0.688
PPP4R2	0.1225
CDCA2	-2.06566666666667
OR4D5	0.733833333333333
PTGFRN	1.1243
SIGLEC5	1.80633333333333
C19orf61	0.0835
NMUR2	-0.1125
KIAA1586	-1.02833333333333
DAGLA	0.669
CHCHD6	-0.602
GPR32	0.7625
NEUROD6	0.7058
SLC2A4RG	0.663375
CA5B	1.0105
FBXL3	1.32
MPHOSPH9	-0.1185
HMG2L1	0.208
HCN4	0.5065
CEACAM19	-0.33075
SH2D4B	1.0254
HFE2	-0.8905
TGM4	0.232
LYPD2	0.448666666666667
TBC1D15	0.165
MRPS21	-0.2914
NONO	-0.8774
CLEC5A	1.268
ITCH	0.0897
MGAT3	-0.665166666666667
MBP	-1.102125
RPP25	-1.99925
SOSTDC1	1.892
HRC	-1.68675
TRIM48	0.453
TMEM133	-0.222
ECEL1P2	-1.482
HOXC11	1.8795
DOK5	-0.477
HELZ	0.995166666666667
LOC348180	-0.6045
MGC33894	0.1825
ADRB3	0.076
DMD	0.3245
PTRH2	-0.24075
MPEG1	2.97716666666667
NDUFA12	-0.2575
KRTAP2-4	0.0543333333333333
STAMBPL1	-1.33566666666667
ADCY2	0.2416
UNQ6125	2.077
KLHL20	0.438666666666667
SRM	-1.389
OTC	-0.54
TMIE	0.123833333333333
SNX8	0.80275
LIPK	0.724
CHURC1	0.03275
KLC2	0.396333333333333
HDAC1	0.353833333333333
FAM128A	-0.49
FNDC3B	-0.5092
MTCP1	-0.136666666666667
WFDC10B	-0.1329
PCDHGB3	-0.0755
ATRNL1	-1.0548
CAV2	-0.040125
MED26	-0.139166666666667
DUS1L	1.00125
CHRM3	-0.822
NEK9	0.8735
WARS2	-0.39375
TBX22	-1.1155
TOMM40	-0.45475
RP6-213H19.1	-1.18666666666667
TUBGCP5	-0.4125
IGSF6	5.049
TPPP	0.0594
UNQ6190	0.4595
GSTM5	2.215375
BTD	0.915166666666667
PDCD1LG2	0.596166666666667
SNRPB2	-0.295833333333333
ERICH1	-0.799125
APOA4	-1.78075
HOXA11	-1.26
NARG1	-0.53575
MKX	-1.90133333333333
RAB28	-0.143142857142857
PKP3	0.1705
SH3GL2	-2.7845
CTSO	3.3325
RPN2	0.5844375
IL28RA	0.288833333333333
SFMBT1	-0.525
WDR57	-0.757625
FER1L3	1.00033333333333
HSF5	0.441333333333333
TTC9B	0.15125
C4BPA	-4.05766666666667
ALB	2.90664285714286
SORBS3	-0.359375
UPF2	0.1325
JPH1	0.6045
AGBL2	-0.151
DOPEY1	1.2685
TERF1	-0.581833333333333
KIF22	-0.940666666666667
NINJ1	0.90775
SEC61A2	0.709
HIST1H1D	0.000166666666666713
SFXN4	-0.23925
UCP3	-0.4452
ZNF703	2.25483333333333
MYL6B	-0.5225
TREM1	2.241
OR52E6	0.1165
CKMT2	1.36575
HLA-C	1.512375
SLC13A3	-2.21516666666667
TIMP4	-1.5025
SLIT2	2.9055
RSF1	0.405777777777778
LONRF1	-1.0925
MON1A	-0.754333333333333
CACNG6	-1.8035
DPPA4	-5.172
ZSWIM3	0.00125
ZNF804A	0.409833333333333
CCIN	1.43225
SLC25A31	-0.758666666666667
KCNMB4	-0.28
RABL5	0.167875
GALNS	-0.0719
STX6	0.753375
HIST1H1C	1.0115
CIDEB	-0.240375
CASP4	0.151166666666667
PDK3	-0.8862
KCNJ11	2.1765
TPR	-0.1025
ZSCAN20	-0.9235
MTX2	-0.16625
HIST1H2BH	1.10375
LOC283767	0.85825
LYRM7	-1.33477777777778
BRD3	1.1225
HIST1H2BO	0.7105
MAGEB10	0.8515
SLC45A1	0.516
SERPINA3	-0.1587
KIAA0143	1.844
KCNJ16	1.70966666666667
KRT79	1.039
FABP2	-1.33225
NUT	-0.432666666666667
ZNF57	-0.086
FBXL4	0.456
CLEC9A	1.836
UGT8	-0.985
BMP2K	0.0395
MAPK4	-3.30125
SLC25A23	-0.2427
HINT1	-1.5322
KRTAP13-1	0.5035
SFXN5	0.0613
CHCHD2	0.481
FAM3D	2.4745
NDP	0.9075
RHOBTB1	0.245333333333333
SLC4A4	-0.840625
RPL38	0.26025
HTF9C	-0.858
AP2A2	0.50425
ZBTB46	-0.118
MAP7D1	0.413125
AOX1	0.0283333333333333
CYR61	0.0991666666666667
DTNA	-0.124076923076923
JRKL	0.1345
TMOD3	-0.639
EEA1	0.4656
ADCK5	-0.58025
IL1R1	3.53033333333333
KLK3	0.921714285714285
HRSP12	0.088
KTN1	0.21325
LOH11CR2A	0.1624
RELL2	-1.147
MAB21L1	1.886
C20orf59	-0.310166666666667
PHKB	0.92625
ADAM2	-0.5395
TBC1D8B	0.605666666666667
FAM13A1	-1.15773333333333
LAPTM4B	0.760083333333333
LCN8	-0.894
TMEM147	0.3185
SYT4	0.48
XPO7	-0.11
C9orf62	0.39725
GPR75	0.4015
TRIM5	0.7155
APOC1	0.486
RNASE4	0.421
PARD6B	-1.107125
ARID1A	0.44825
TPD52L3	0.331555555555556
RRAGB	0.765666666666667
RCN2	-0.793166666666667
HIST2H2BE	2.0340625
STARD7	0.789
SHMT2	-0.524
KIAA1751	-0.187666666666667
MLYCD	0.799125
LOC162632	0.3141
UQCRH	-1.57375
RP11-217H1.1	-0.08175
SDHA	0.648333333333333
NCLN	0.2288
ZNF17	1.03733333333333
RCBTB2	-1.582
VEGFB	0.1676
RP4-747L4.3	0.229
COLQ	0.2618
MPN2	-0.634
DRG2	-0.60675
KLRB1	5.171
ALPK2	-2.5835
DNASE2B	0.9515
FLJ23834	-0.480666666666667
AXUD1	0.422
SAFB	-0.112333333333333
NSUN4	0.1655
RFX2	0.811166666666667
MAPK8IP1	-0.289833333333333
FANCD2	-1.26971428571429
ANKZF1	-1.37166666666667
C19orf50	-0.501875
DUSP8	0.875625
SENP5	0.08725
NFKBIL2	-0.59775
LBR	-1.8075
IGFL1	2.8055
LZTS2	0.36675
IL2RG	-0.552625
CCDC51	-0.58725
KLF3	0.406625
ANKRD37	-2.018
KCTD14	-0.587166666666667
FZR1	0.281333333333333
SLC44A4	1.1248
ESPL1	-1.04025
GMPR2	-0.2486
TBC1D19	-0.243333333333333
ERGIC1	0.283777777777778
ERBB4	3.9577
TSPAN32	-0.0428333333333333
MAP4	0.5315
GPHN	-0.34625
SLC6A2	-0.225625
HIVEP1	0.67825
DFFB	-0.7343
EIF4EBP2	0.574625
DMRT1	-0.517666666666667
HSPB6	-0.578
IER2	-0.437166666666667
AIFM1	0.201
WWC2	-0.0215
MRPL4	-0.77575
FLJ21062	-0.0831666666666667
EPB41L4A	0.0904166666666667
SH2D6	0.168
TAF4B	-0.35225
GAL3ST3	0.0695
MALT1	-1.86466666666667
RTDR1	-1.5705
ARVCF	-0.14525
MEX3B	-0.218833333333333
FBXO16	1.36625
KIF7	-0.69775
C1QC	3.91283333333333
ZNF783	-0.0896666666666666
ZNF85	-0.64725
MMP13	4.4905
KIAA0329	0.648857142857143
RTP3	-0.31
ZBED3	-1.672
CLGN	0.68
SLC25A37	-1.38320833333333
hCG_18290	-0.6425
OR5AS1	-0.014
SMARCC2	0.488083333333333
FAM109A	0.561833333333333
CCDC12	-0.7545
USF2	0.3073
DEPDC7	-2.468
C20orf24	-0.138333333333333
JMJD3	1.1395
DSP	2.31471428571429
SLIC1	0.5545
FAM20A	1.1015
IRF2BP2	0.62575
ZNF230	0.297
MSN	-0.225714285714286
SLC9A5	-2.36
EPDR1	-1.5421
MUSK	0.0345
ZNF434	-0.312
