Hybridization REF	TCGA-BH-A0E7-01A-11R-A034-07
KLHL6	-2.04766666666667
HOXB5	-0.726125
NENF	0.306
CUGBP1	0.6835
PRSS22	2.25716666666667
CASC4	1.499
CUL4B	0.2654
CENPJ	-2.1378
PITX1	-1.7265
FLJ31033	0.138333333333333
CELSR3	-2.03033333333333
ZNF568	1.3105
ITSN1	-0.812583333333333
EHBP1L1	-1.3
C19orf2	-1.107
DCTN1	0.547
LIN28B	-3.75383333333333
TNKS2	0.24575
C1QBP	-0.123625
CADPS2	2.233
SRMS	1.002
GJA9	0.617166666666667
MGC24975	0.225
TRIM45	0.0635
TSP50	-0.249
TCP1	-1.09675
TMED7	0.8327
CMA1	-0.3135
CENPL	-1.94866666666667
PTCRA	-0.478
FST	-3.177
VWCE	-3.84975
PAWR	0.48325
ABCC12	2.06066666666667
LDLR	-1.9017
ASTN2	1.9185
LOC441212	-1.147875
GPATCH8	-0.60125
TANC2	-1.25575
KIF4A	-2.5125
C18orf18	-0.78525
PGM1	-0.8355
KIAA0258	1.42925
CPD	0.69
SNCAIP	-2.23775
DCT	-4.394
HLA-DOA	2.37272727272727
OR11L1	0.1245
UPK1B	-0.486666666666667
DNAJB4	-0.832625
UGT1A8	-0.70925
HIST1H4L	-1.5065
PECR	-1.13816666666667
HSPA2	2.1125
WFIKKN1	-1.5175
SERP1	1.70625
SYDE2	3.31425
TACR2	0.5855
NUP85	-0.93425
CD177	0.024
LGR5	-2.64066666666667
PIGG	-0.34275
PTHR1	-2.34966666666667
RAB5A	-0.0535
FLJ13224	0.0755
USP9Y	-2.3075
C7orf53	-0.4115
LRP1B	-1.84225
XAF1	0.2239
ABCG8	-0.891
ANKDD1A	-0.665333333333333
DAND5	-2.275
SPAG6	0.206833333333333
LINCR	-1.02775
ZDHHC22	-1.1985
CCDC60	-0.169
THOC7	-1.56
TCTA	1.5371
OR8K3	-0.07575
NY-REN-7	-1.581
B2M	0.878
C6orf141	0.53475
LPPR4	1.9135
SQLE	-2.403125
SEPHS1	-0.4065
BTBD14B	0.396428571428571
PLRG1	-0.53225
SPG7	-0.5185
ZNF614	0.0193333333333334
PARD6G	0.928166666666667
INPP5B	-1.085
GRPEL2	-0.615125
PPID	-0.6638
TRIM56	-0.3535
UBE2J1	-0.687625
IL20RA	5.3135
LOC387856	0.40675
C1orf107	0.289916666666667
UTS2R	0.88575
C19orf22	0.117
SAFB2	0.001125
KIAA0652	0.440125
KLRG1	-0.348333333333333
MS4A8B	3.2765
FRAG1	0.76575
KIAA1546	0.42325
E2F4	-1.5417
CLEC4M	0.6755
BTBD14A	-0.692
KIAA0999	1.5468
GYPA	-3.85166666666667
TAC1	0.4276
TRAIP	-1.97583333333333
KIAA0232	1.4759
ERCC8	-1.353375
GPX4	0.979375
KIAA0368	-0.62725
GPR157	-0.217
CTAGE4	0.367
C9orf30	-2.12216666666667
OR52A1	-0.0455
HSP90B3P	-0.0585
ALG9	-0.3604
BTBD10	0.6275
SDK2	-1.012
BAIAP3	2.86925
RABGGTB	-0.39175
ANKRD40	-0.00566666666666667
KRT74	0.091
CALCOCO2	0.413357142857143
SNCA	-3.56325
TMSL8	-4.324875
C2orf53	0.4155
ESRRB	-0.831
ARHGAP26	-1.71475
TDRD9	-2.2515
HRAS	-0.003
KLRC4	-2.73
JAGN1	-0.133166666666667
BSDC1	0.63975
RNF43	0.4508
NDUFAF1	0.53325
PHF12	0.3705
OR1L3	0.493
FOLR2	2.2515
LYZL6	0.4685
tcag7.1260	-2.7865
WSB1	-1.34133333333333
PROS1	-1.4605
OSTN	0.731
PSMB8	0.04375
SOCS4	-0.39575
DDIT4L	2.0295
MAS1	-0.385
MGC34796	1.9765
CSHL1	-0.154
TBCCD1	-0.0348333333333333
ZBTB7C	0.4255
AP2S1	-0.644
P15RS	-0.0485
VAT1	-0.4318
SHANK3	1.17616666666667
TUFM	0.776666666666667
THEG	-0.6425
KRT34	-2.04325
SGSM3	0.854375
TOMM22	-0.452875
SOCS3	0.14
CPO	1.2475
POP4	0.1835
BHLHB3	-0.32425
MALL	0.942
OR1B1	0.1655
PARK2	0.356
GPR124	0.333125
LCE1E	1.031
RUVBL2	-0.74625
CGRRF1	0.6415
ACPL2	0.702
WNT10B	-3.380625
BAIAP2L2	-2.276
ISCA1	0.2295
C1orf125	1.028375
RPAP1	-0.54925
RAI16	-0.029
RPL27	-0.93375
NLRP9	-1.581
EPN1	0.1285
LOC388610	-0.793
SLC35A1	1.1155
GAL	-4.66375
SLC14A2	0.00274999999999999
RDH11	-0.255166666666667
FAM138F	-0.144
AUH	0.541
FLJ40243	-0.3545
C14orf129	0.671333333333333
MBD2	-0.014
ABHD14B	0.52075
PIGT	0.837
ALS2CR4	-0.684125
ALAS1	-0.0285
FOXO1	0.828666666666667
CRLF3	-0.955
C20orf107	-0.309
FARS2	1.0755
CCDC28A	0.8375
NPHP3	-0.71675
OR13F1	0.6245
TSEN54	-0.8035
DEFB106B	0.2895
OR8B4	0.0495
STH	2.3015
ZC3H14	-0.24575
CBX2	0.094
TMEM49	-1.36
C6orf21	0.5675
FLJ20920	1.800625
CRTAP	-0.258071428571429
DDX50	-0.27025
STYXL1	0.2425
BLVRB	0.636166666666667
LOC147650	0.111833333333333
MMP24	0.56975
GRID1	2.12866666666667
BANF1	-0.754
CTAGEP	0.306
HMBS	-1.6235
SLC25A24	0.5515
C14orf50	2.9295
MRO	1.147
SLC25A15	-0.31625
FAM84B	2.7978
TDP1	-0.9675
C16orf78	-0.083
C11orf57	-0.00375
RFK	0.051
ZFYVE9	0.051375
STCH	-0.1483
WIBG	0.7525
LOC283871	0.955
GBA2	-0.3255
NDUFB3	-0.059
HSD17B13	-0.867
GRIN3A	0.842833333333333
FMNL1	-1.8225
SEPT7	-0.8649
GNLY	0.738
GRAMD1C	2.31066666666667
ZNF165	0.53875
USP38	0.5315
FAM83A	-3.38
C14orf24	0.704833333333333
ARMCX3	1.2395
ARHGDIB	0.63
AK1	0.42025
KIAA1045	-0.492333333333333
DNAJB13	-0.616166666666667
NEU2	0.581
HIST1H4B	-0.996833333333333
FAM20B	-0.6419
HES2	1.16346153846154
FAM73B	0.1826
LOC388381	-0.10125
INTS7	-0.858454545454545
AMPH	0.52425
ZNF775	-0.102125
UCKL1	-0.7665
C10orf97	0.30625
C1orf161	-0.12225
ALDH1L1	-1.7615
FLJ39378	0.14475
SLC23A1	-1.3695
RBM4B	0.04025
THAP4	0.17
OGFRL1	0.887
KIAA0831	0.586
PPP1R15A	-0.773666666666667
C1orf96	-0.841857142857143
C12orf11	-1.714
BMF	0.102
MAN1A1	1.987375
KIAA1600	1.14416666666667
NLGN4X	-0.78875
ALOX12	-1.53883333333333
RB1CC1	1.0257
NEIL2	0.1977
EIF4E	0.0855909090909091
ABHD5	0.1645
EXOC4	0.128666666666667
CIP29	-0.274166666666667
BATF2	-1.59
SLC29A4	-1.5585
HTR4	0.14175
EMB	-2.1295
TRAF6	0.70825
LMNB1	-3.081
FAM19A5	-1.171125
SHE	1.9375
PIK3C2B	1.1615
C15orf15	-0.5982
USP15	-0.18
TCEAL2	-0.3955
C5orf39	-1.52366666666667
PTGER2	-1.54925
SLC31A1	-0.3476875
IFT172	0.34
ADAM29	0.90975
GFOD1	0.2245
ST7L	1.5505
C15orf26	-3.63975
PKN3	-1.82075
CNTD1	2.902
COMMD1	0.05425
NTRK2	4.564
FOXN3	-0.149875
MFGE8	-0.3247
PFKFB2	0.508666666666667
TAS2R4	-0.31525
ENTHD1	-0.839833333333333
PRMT5	-0.6525
MGC16384	-0.986875
LOC442229	-1.007
TSKU	0.716
KRTCAP3	2.41
PDLIM1	-0.1445
KCNS2	0.443
RNF126	-0.6165
CEP63	0.28175
CLIC4	-0.227
hCG_1990170	-1.7205
ACR	1.1037
KLK7	0.44925
ALOX5AP	2.71
RIPK3	4.66875
TAS2R9	0.037
C19orf18	2.959
BIRC6	-0.137928571428571
ZNF16	1.9045
RFT1	-0.74225
SLC8A2	-1.16325
TACC1	0.507875
ITGAD	0.53875
SAMHD1	-0.055
SH3PXD2B	0.6652
EPC2	1.08375
C20orf85	0.173125
ATP13A2	0.929833333333333
KRT4	1.944625
CAPNS1	-0.02
MDM2	-0.153
PCDH20	-0.05125
KCNK9	1.3685
OR2C1	0.779
KLHDC3	-0.771666666666667
IPPK	1.286
EFHD2	-0.58275
GALR3	0.719
NBEA	0.538
ABCA6	1.8369
CLDN3	2.46466666666667
AKT2	0.154571428571429
EGFR	-3.5308
RBM16	0.122875
ZDHHC3	0.0689
SLC25A4	0.038
CYB5B	-1.73883333333333
CPXM1	-0.586
NDRG1	-1.64453846153846
FLJ43826	0.6915
OR5L2	0.08
FARP2	0.834
MRPL46	-0.294666666666667
LDHAL6B	0.310333333333333
MAPKAPK3	-0.0173333333333333
NCAM2	0.5185
PRKD2	0.181166666666667
ZFP36L1	2.0307
CYSLTR1	-0.90125
OR4C3	-0.12225
HIST1H2AJ	2.55
CCNB2	-2.91933333333333
ZNF10	0.432
TMEM175	0.351
FAM134A	1.0585
TIGD4	-0.8085
PCNP	-0.12575
MGC39715	-0.42225
LQK1	-0.373
CREB1	0.4727
TMPRSS3	2.1855
C4orf32	2.559
LAT	-1.53658333333333
KCNA3	0.83
SKIV2L2	-1.125
ROPN1B	-2.90425
tcag7.23	-1.0125
CDT1	-3.94075
ZHX2	2.138
CD28	-3.88525
ZNF624	0.951
SEPT2	0.541916666666667
SOHLH2	-3.731625
MCOLN3	-0.32425
UNQ1945	0.84
MASP2	-1.25
ZNRF3	0.2078
GPATCH3	-0.05125
AGL	0.288
QRICH2	0.2765
PSD4	1.49983333333333
CCNB1IP1	-2.30725
ENPP7	0.96975
OBFC1	0.90825
KCNG3	-2.772
C14orf79	0.820416666666667
ENPEP	1.30933333333333
SCT	0.564
SKI	0.78375
SEC61G	-0.75475
CAPN11	-0.1605
ATXN7L3	-0.16825
DBNDD1	-0.652666666666667
FAIM	0.1165
ANKRD36	-1.1555
GABRP	-0.3215
TACSTD2	2.21566666666667
EIF3J	-0.40725
PPP2R2A	-1.16375
TEKT4	-0.532333333333333
PVALB	-3.6305
F10	-3.14683333333333
FAM134C	1.0766
COMP	4.491
EFCBP1	-3.00326666666667
SCLT1	-0.130875
TAL1	-1.349
ACSL1	-0.70975
ABCC5	1.16616666666667
ABL1	-0.533388888888889
RBBP7	0.347916666666667
PTPRG	1.350125
NCOR1	0.4115
SPINK4	-0.859166666666667
TXNRD1	-1.3874
TNRC15	0.999125
C9orf138	0.900875
UBE2H	1.02666666666667
BRDT	3.68466666666667
C8orf31	0.03575
CCNE2	-2.45172727272727
SLC6A8	-1.676875
CALCR	0.32725
PPP1CB	0.60825
ABHD8	0.322
ARF5	-0.018
SLC24A4	0.767
CCT3	-0.60525
ZNF121	0.056375
SLC3A2	-0.4284
OR13A1	0.6025
SLC5A10	1.13325
RAD50	0.067625
IER5	-0.072625
MTHFD1L	-2.908
MBTPS2	1.516
MVK	-0.77575
NCL	-0.0988
PSMD10	-0.284
MOBP	-0.054
FLJ32894	-0.9485
HRH1	-1.1545
C5orf30	1.9635
NUDT16L1	2.0186
RASGRP3	3.99083333333333
PRKRIP1	-0.0733
CCDC75	-0.65875
LOC253970	0.45125
KIAA1239	-0.15625
MED21	-0.398
SYT11	0.00166666666666668
NTSR2	-0.651
EGFL11	0.854
CXorf59	0.262
OR2A25	0.139333333333333
SPTBN2	-1.58375
LRMP	-2.1625
RNF111	0.27
PTH	-0.212
LOC619208	0.460333333333333
KIAA0895	1.101
RANBP5	-0.983375
P2RY10	-1.28366666666667
NME5	3.79933333333333
DDX21	-1.286
LRSAM1	-0.223
HDAC11	2.20816666666667
VMO1	1.396
NOLA2	-0.235333333333333
ADAR	0.47275
MTO1	-0.781333333333333
SF4	0.1585
P2RX1	-0.0533333333333333
HBM	0.02775
EN2	1.161
C14orf172	0.27375
TM9SF2	0.8288
INHBE	-1.498
TCTE3	-0.3305
TOX2	-3.299
CTAGE3	0.35625
HBB	3.738
MED15	-0.722166666666667
CASR	0.574333333333333
C6orf66	-1.31433333333333
MTPN	0.101125
UNC50	0.3015
C21orf33	0.271375
IRF2	0.902
PGR	5.01983333333333
GPR84	2.046
CROCCL1	-1.64925
SRPX	-1.356
BRE	0.599
FGF10	0.4165
SDC3	-1.99666666666667
ZRSR1	0.3175
DKFZP434P211	-0.545375
SOX6	-2.2855
RPUSD2	-0.112
C14orf173	-0.116666666666667
MAPK11	-0.517333333333333
TBC1D22A	0.8115
FAM123A	-1.1665
COL4A6	-3.40733333333333
TOMM70A	-0.53125
NAB1	-1.212375
MGC16385	-0.733375
TSPAN18	-0.326833333333333
MED31	0.17425
PLG	-1.35
CAPSL	2.65
ZNF532	1.02
ASB14	0.00800000000000003
CA8	1.35475
NUDT16P	2.7555
SLFN11	-1.9125
LRRIQ2	-0.120375
NOL7	-0.4675
BRMS1L	-1.096875
JARID1A	0.426166666666667
PANK2	-0.576
ICAM3	-0.6545
MDS1	-0.2635
TAF8	-0.43875
RNF139	1.42125
ZNF594	0.422333333333333
ADAM8	1.36525
SFTPC	-0.409625
MAN2B2	1.614625
RGS12	0.260375
EIF1AY	-5.27458333333333
LRRIQ1	-2.09
GPR150	1.3
CCDC21	-0.7775
PRRG3	0.01975
SAA4	-4.68275
RAPGEF5	1.018625
ZCCHC2	-0.103833333333333
MGC39372	0.289
PPP4R2	-0.0325
CDCA2	-2.92833333333333
OR4D5	0.925
PTGFRN	0.8268
SIGLEC5	1.28116666666667
C19orf61	0.138
NMUR2	0.6715
KIAA1586	-1.30733333333333
DAGLA	1.18033333333333
CHCHD6	-0.7485
GPR32	0.365
NEUROD6	0.230166666666667
SLC2A4RG	-0.0093125
CA5B	0.10875
FBXL3	1.67325
MPHOSPH9	-1.77475
HMG2L1	0.22075
HCN4	0.772
CEACAM19	-0.3415
SH2D4B	0.575833333333333
HFE2	-1.3075
TGM4	-0.158833333333333
LYPD2	0.2475
TBC1D15	0.312
MRPS21	0.0215999999999999
NONO	-0.9683
CLEC5A	2.5115
ITCH	-0.1523
MGAT3	-0.745
MBP	-1.241125
RPP25	0.75525
SOSTDC1	-1.51225
HRC	-1.3865
TRIM48	-0.376
TMEM133	-0.27525
ECEL1P2	-1.84775
HOXC11	-1.3155
DOK5	-0.1945
HELZ	0.0193333333333333
LOC348180	-1.45825
MGC33894	0.43625
ADRB3	-0.001
DMD	-0.431083333333333
PTRH2	-0.78175
MPEG1	3.26016666666667
NDUFA12	-0.328
KRTAP2-4	-0.209
STAMBPL1	-2.1915
ADCY2	0.870166666666667
UNQ6125	0.459
KLHL20	-0.44
SRM	-1.44675
OTC	-0.361
TMIE	0.00399999999999997
SNX8	-0.14425
LIPK	1.187
CHURC1	0.643
KLC2	0.156
HDAC1	-0.2955
FAM128A	-0.334666666666667
FNDC3B	-0.2221
MTCP1	-0.609333333333333
WFDC10B	-0.4483
PCDHGB3	-0.418
ATRNL1	1.5783
CAV2	-1.45025
MED26	0.0438333333333333
DUS1L	0.36575
CHRM3	-1.399625
NEK9	0.72975
WARS2	-0.1435
TBX22	-0.028
TOMM40	-1.307
RP6-213H19.1	1.39483333333333
TUBGCP5	-0.402
IGSF6	4.638
TPPP	2.4705
UNQ6190	0.174
GSTM5	-0.506875
BTD	1.20583333333333
PDCD1LG2	-0.579
SNRPB2	-0.048
ERICH1	-1.350125
APOA4	-1.719125
HOXA11	-2.1705
NARG1	-0.287125
MKX	5.956
RAB28	-0.287928571428571
PKP3	1.287
SH3GL2	-4.62475
CTSO	3.23
RPN2	0.4126875
IL28RA	0.5155
SFMBT1	0.57925
WDR57	-1.00125
FER1L3	1.86808333333333
HSF5	0.7648
TTC9B	0.09375
C4BPA	-3.94183333333333
ALB	-4.43564285714286
SORBS3	-0.10475
UPF2	-0.412
JPH1	1.519
AGBL2	1.10375
DOPEY1	1.65
TERF1	0.219916666666667
KIF22	0.0711666666666667
NINJ1	2.12975
SEC61A2	-0.1075
HIST1H1D	-0.128
SFXN4	-0.19875
UCP3	0.4672
ZNF703	0.829833333333333
MYL6B	-0.14575
TREM1	1.439
OR52E6	0.404
CKMT2	0.81375
HLA-C	1.38125
SLC13A3	-2.18483333333333
TIMP4	-1.74325
SLIT2	1.50625
RSF1	-0.0947777777777778
LONRF1	-1.76992857142857
MON1A	-0.1765
CACNG6	0.779833333333333
DPPA4	-5.43916666666667
ZSWIM3	-0.478
ZNF804A	0.0301666666666667
CCIN	1.448
SLC25A31	0.374666666666667
KCNMB4	-0.8925
RABL5	0.48325
GALNS	-0.419
STX6	0.0545
HIST1H1C	0.049
CIDEB	0.435625
CASP4	0.0123333333333333
PDK3	0.5261
KCNJ11	2.834
TPR	-0.663875
ZSCAN20	-0.81
MTX2	0.0085
HIST1H2BH	0.5265
LOC283767	0.72625
LYRM7	-1.19016666666667
BRD3	0.232
HIST1H2BO	0.36975
MAGEB10	0.3205
SLC45A1	0.802
SERPINA3	1.92195
KIAA0143	1.83625
KCNJ16	-0.4485
KRT79	0.843
FABP2	-1.18525
NUT	-0.450666666666667
ZNF57	-0.0975
FBXL4	0.189375
CLEC9A	-0.011
UGT8	-2.55516666666667
BMP2K	-0.20325
MAPK4	-3.846
SLC25A23	-0.5816
HINT1	-0.297
KRTAP13-1	0.5255
SFXN5	0.8286
CHCHD2	0.53925
FAM3D	0.8135
NDP	1.79675
RHOBTB1	0.2115
SLC4A4	-1.77375
RPL38	-0.67175
HTF9C	-0.123666666666667
AP2A2	0.46125
ZBTB46	-0.8915
MAP7D1	0.45125
AOX1	-2.17683333333333
CYR61	0.261083333333333
DTNA	-1.68621428571429
JRKL	0.14325
TMOD3	-0.36225
EEA1	-0.066
ADCK5	0.5135
IL1R1	2.43016666666667
KLK3	0.770857142857143
HRSP12	-0.11425
KTN1	1.11375
LOH11CR2A	1.8807
RELL2	-1.135
MAB21L1	1.168
C20orf59	-1.36333333333333
PHKB	-0.37975
ADAM2	-3.575
TBC1D8B	1.76766666666667
FAM13A1	-1.5626875
LAPTM4B	-0.848166666666667
LCN8	-0.067
TMEM147	0.215
SYT4	0.5014
XPO7	-1.305
C9orf62	1.51575
GPR75	1.3285
TRIM5	0.5025
APOC1	-1.923
RNASE4	0.557666666666667
PARD6B	0.00800000000000005
ARID1A	-0.113916666666667
TPD52L3	-0.303222222222222
RRAGB	1.55516666666667
RCN2	-0.696
HIST2H2BE	0.575875
STARD7	0.27675
SHMT2	-0.8345
KIAA1751	0.570333333333333
MLYCD	0.3525
LOC162632	-0.5072
UQCRH	-1.813
RP11-217H1.1	0.9815
SDHA	0.108333333333333
NCLN	-0.3391
ZNF17	0.757666666666667
RCBTB2	-1.6925
VEGFB	0.1023
RP4-747L4.3	-0.69
COLQ	0.7428
MPN2	-0.792666666666667
DRG2	0.07025
KLRB1	2.94275
ALPK2	-2.73975
DNASE2B	0.859
FLJ23834	2.59166666666667
AXUD1	0.229
SAFB	-0.4807
NSUN4	-0.14575
RFX2	0.172666666666667
MAPK8IP1	-1.3125
FANCD2	-0.929857142857143
ANKZF1	-1.29
C19orf50	-0.273375
DUSP8	0.595
SENP5	-0.327125
NFKBIL2	-0.44275
LBR	-2.415
IGFL1	1.4765
LZTS2	0.755875
IL2RG	-1.974625
CCDC51	0.7675
KLF3	-0.359625
ANKRD37	-1.568
KCTD14	-1.25683333333333
FZR1	0.145583333333333
SLC44A4	3.7872
ESPL1	-1.40525
GMPR2	0.2547
TBC1D19	-0.639666666666667
ERGIC1	0.87862962962963
ERBB4	4.3932
TSPAN32	-0.4085
MAP4	-0.2525
GPHN	-0.26225
SLC6A2	-0.08425
HIVEP1	-0.267
DFFB	-0.5827
EIF4EBP2	0.37475
DMRT1	-0.96225
HSPB6	-0.22025
IER2	-0.217833333333333
AIFM1	0.7395
WWC2	0.511666666666667
MRPL4	-0.742
FLJ21062	0.546
EPB41L4A	1.75033333333333
SH2D6	0.40125
TAF4B	-2.38525
GAL3ST3	-0.432
MALT1	-1.33366666666667
RTDR1	-0.412
ARVCF	0.797875
MEX3B	-1.90416666666667
FBXO16	0.52175
KIF7	-0.17
C1QC	3.97283333333333
ZNF783	-0.4875
ZNF85	-0.29
MMP13	5.0745
KIAA0329	0.489125
RTP3	-1.9305
ZBED3	-0.3415
CLGN	-1.71875
SLC25A37	-2.8105
hCG_18290	-0.5745
OR5AS1	0.5065
SMARCC2	0.51175
FAM109A	0.405166666666667
CCDC12	-0.25025
USF2	0.8623
DEPDC7	-2.45975
C20orf24	-0.798166666666667
JMJD3	0.249
DSP	1.38192857142857
SLIC1	-0.06225
FAM20A	0.46375
IRF2BP2	-0.20575
ZNF230	-0.6515
MSN	-1.01064285714286
SLC9A5	-1.683
EPDR1	-2.3166
MUSK	0.0718333333333333
ZNF434	0.824833333333333
SMARCD1	-0.2255
ZFP106	-0.08075
ZNF347	0.2816
GTF2E1	0.5995
