Hybridization REF	TCGA-E2-A106-01A-11R-A10J-07
CCDC95	0.0695
HIGD1B	3.79225
USP6NL	-0.26525
ABCD4	-0.747333333333333
DIMT1L	-0.465416666666667
TEK	1.172125
SLC25A46	-0.36825
LARP7	-2.2131
CD160	0.0376666666666667
MT1JP	-1.251
PHF20	0.2089375
CPNE4	-0.96675
GTPBP1	-0.196071428571429
RAB33B	0.612
ALDOC	-0.83075
ZNF212	-0.28375
NUDT1	-1.50333333333333
RFPL2	-0.58525
ZNF83	-0.0115
GDPD5	-1.34575
PDCD4	0.47875
CEP350	-0.132
OR10A2	0.153
CST7	-0.42825
CIAO1	-0.93125
SELL	0.9135
OR8J3	0.172
LTBP4	-0.398
SIRT6	0.1825
CCL19	3.48625
PPIL1	-0.535
GBP7	0.2115
STK17A	-1.5722
ABR	0.92475
OR9G1	0.705
FOXE1	-0.6335
CNGA3	-0.286
GML	0.2995
CD38	-3.55025
ZDHHC6	-0.461
NEFH	-1.2045
CTDSP2	1.6175
PGBD5	1.378
CCNY	0.684357142857143
RMND5B	0.49025
ZNF257	0.20525
FLJ22167	0.131875
EXOSC7	-0.267666666666667
ROR2	-0.132375
MAOA	0.367125
TNNT3	0.168166666666667
GYPC	-1.58825
C7orf33	0.1285
PLIN	1.28183333333333
LOC90826	-0.72575
RNF4	0.1143
F8A1	0.636333333333333
PLEKHG4	-3.523
GRB2	0.4345
HIST1H2AD	2.0545
DUS3L	-1.08783333333333
EIF1	0.216166666666667
RP5-1077B9.4	-1.25683333333333
FPGT	0.88575
GDF10	-0.2415
COQ9	0.3325
GCC2	0.183285714285714
RARRES3	2.521625
PLXNA1	-0.6942
KIAA0100	0.2086
PMF1	0.273
FNDC1	3.94
HS2ST1	-0.240333333333333
CRELD2	0.75925
C8G	-1.8935
CD82	-0.3975
LIM2	-1.184
UNQ6490	-0.247
MMP16	-0.082
DRD3	-0.09075
C5orf26	-1.38875
C11orf73	-0.80625
PTP4A2	0.7945
OR4M2	0.308
HPCA	-1.35466666666667
SEC14L1	0.2145
CHFR	-0.828125
EMILIN1	0.2165
NDUFS4	-0.6855
COL18A1	0.079625
PDZD3	0.0111
C9orf16	-0.0848333333333333
ERBB2IP	0.645666666666667
EMX2	0.42575
FUS	-0.998
TF	-4.0459
CLCN4	-0.5805
CXorf56	0.30625
C11orf72	0.503
ELAC2	-0.746333333333333
NPR1	-0.3065
ASS1	-2.88116666666667
USP42	-0.5135
POLR2J	-1.4235
SEC23IP	1.19383333333333
UQCRC1	0.08
LOC729603	-0.1695
C1orf71	0.129
POLG	-1.6725
ADAM23	-3.845
TFR2	-1.55425
RICTOR	-0.2878
MGC39606	0.5455
C19orf55	-0.196875
SNAPC1	-1.60766666666667
GNA11	1.565
CCDC52	0.435166666666667
FSIP1	4.4745
UPF3A	-0.42125
IGSF11	-2.18833333333333
LAGE3	-0.44675
CHST6	-3.5265
UNC13B	-0.04375
TTLL4	-0.656625
ZNF687	0.35925
SDC2	1.9502
COX7A2	0.7275
LAMB4	0.0475
FAM24A	0.1015
LRRTM3	-0.5975
GPHB5	-0.21225
OR4C13	0.363
EIF3EIP	-0.344571428571429
HABP4	-1.6385
TMEM125	3.747
CNTN2	1.00525
ASNSD1	-0.30375
FUT4	-0.997375
ACF	-3.7955
LOC158381	0.7195
CDH8	0.219
AGPS	0.455333333333333
C4orf18	5.205875
PECI	-0.512333333333333
UNG	-0.801125
GSTP1	-3.359375
DCUN1D5	-2.01833333333333
DKFZP564J0863	-1.364
SLC9A3R1	1.917
BCDO2	-0.879875
CHMP7	-0.93825
REM2	0.46
DNHD1	-0.663625
FKBP4	0.312875
ZNF350	2.291
MGC11102	0.206625
BST1	0.45525
KISS1R	0.8885
NCR2	0.393
DEFB125	-0.1615
UBE2W	1.313625
KRT15	-0.722625
C10orf99	0.968
SCN11A	0.15525
GFI1	-3.44975
RDHE2	4.94633333333333
FHL1	-2.379
OSGEP	-0.168666666666667
GATA1	-3.954
SMC6	-2.2395
TTTY14	-0.716
LPIN3	0.07475
RPL4	-0.5892
RBPMS	-0.4987
PRPF3	-0.885666666666667
EMR1	-2.3785
SPATA19	0.025
XCR1	0.7555
IRX3	0.8194
RBM6	-0.472
KLF4	-0.2709
UNC5CL	-0.88925
SEBOX	0.1875
BTK	-1.9355
KRCC1	1.42975
C6orf27	0.442
SYTL5	1.3475
PRND	0.885625
LOC653319	-0.892
PIGL	-1.99625
HUS1	-1.01483333333333
SFRS6	1.12708333333333
C17orf77	0.4505
UIMC1	-0.3785
FXYD2	-2.1309
LOC283152	1.48525
ZNF667	-1.4655
ZCCHC12	-0.47825
TFEC	0.56
ATP7B	1.17866666666667
POLD2	-0.779166666666667
RG9MTD1	-0.4165
ACOT2	0.251
HIST1H4I	-0.22575
PPARGC1A	-1.3332
ETFA	-0.6262
POLRMT	-0.7655
ZNF146	0.118
MIA2	-0.6445
KLHL6	-1.68966666666667
HOXB5	-1.23725
NENF	0.373333333333333
CUGBP1	-0.2265
PRSS22	1.907
CASC4	1.4928
CUL4B	-0.4453
CENPJ	-2.0819
PITX1	-0.348666666666667
FLJ31033	-0.0678333333333333
CELSR3	-0.965833333333333
ZNF568	0.7125
ITSN1	-0.435833333333333
EHBP1L1	-1.01616666666667
C19orf2	-0.3055
DCTN1	0.761
LIN28B	-2.834
TNKS2	-0.5825
C1QBP	-1.24025
CADPS2	0.8825
SRMS	0.29325
GJA9	0.413666666666667
MGC24975	-0.679
TRIM45	-1.76266666666667
TSP50	0.8665
TCP1	-1.24325
TMED7	0.8022
CMA1	0.6435
CENPL	-1.326
PTCRA	0.064
FST	-3.6435
VWCE	-4.49875
PAWR	0.34675
ABCC12	-0.176
LDLR	0.3185
ASTN2	1.5501
LOC441212	-1.62175
GPATCH8	-0.00625
TANC2	0.713666666666667
KIF4A	-2.6695
C18orf18	-0.719
PGM1	-1.36625
KIAA0258	0.971
CPD	2.9265
SNCAIP	-1.59
DCT	-4.76116666666667
HLA-DOA	1.551
OR11L1	0.782
UPK1B	-0.209666666666667
DNAJB4	-0.47025
UGT1A8	-0.0035
HIST1H4L	-3.2375
PECR	-1.09166666666667
HSPA2	1.666
WFIKKN1	-0.719
SERP1	1.703875
SYDE2	2.035
TACR2	1.0435
NUP85	-0.4795
CD177	-0.109333333333333
LGR5	-1.23416666666667
PIGG	-0.04525
PTHR1	-2.17016666666667
RAB5A	0.4146
FLJ13224	-0.4355
USP9Y	-0.819333333333333
C7orf53	-0.8545
LRP1B	5.88975
XAF1	0.00129999999999998
ABCG8	0.0655
ANKDD1A	-0.459833333333333
DAND5	-1.634
SPAG6	2.56516666666667
LINCR	-1.39425
ZDHHC22	-0.9365
CCDC60	0.1825
THOC7	-1.3285
TCTA	1.1167
OR8K3	0.1825
NY-REN-7	0.151
B2M	1.08533333333333
C6orf141	0.342625
LPPR4	1.15025
SQLE	-0.656625
SEPHS1	-0.912
BTBD14B	0.560714285714286
PLRG1	-0.71125
SPG7	0.09225
ZNF614	0.914333333333333
PARD6G	0.317833333333333
INPP5B	-0.4598
GRPEL2	-0.25775
PPID	-0.3749
TRIM56	-0.05775
UBE2J1	-0.649125
IL20RA	3.98225
LOC387856	0.18025
C1orf107	0.764666666666667
UTS2R	1.124
C19orf22	-0.25725
SAFB2	0.106625
KIAA0652	0.91075
KLRG1	-0.744666666666667
MS4A8B	3.03366666666667
FRAG1	0.70125
KIAA1546	-0.0155
E2F4	-1.0642
CLEC4M	0.111
BTBD14A	-1.959
KIAA0999	1.4576
GYPA	-3.0495
TAC1	1.0656
TRAIP	-1.53333333333333
KIAA0232	1.2798
ERCC8	-1.549625
GPX4	0.292875
KIAA0368	-0.39825
GPR157	-0.464
CTAGE4	1.6175
C9orf30	-1.62066666666667
OR52A1	0.3425
HSP90B3P	0.2915
ALG9	-1.2587
BTBD10	0.52025
SDK2	0.492
BAIAP3	-0.22775
RABGGTB	-1.65225
ANKRD40	0.7745
KRT74	0.65
CALCOCO2	1.01228571428571
SNCA	-3.7525
TMSL8	-5.496875
C2orf53	-0.1285
ESRRB	-0.171
ARHGAP26	-1.725
TDRD9	-3.2285
HRAS	0.934833333333333
KLRC4	-2.5215
JAGN1	0.0411666666666667
BSDC1	0.87475
RNF43	-0.0348
NDUFAF1	0.6695
PHF12	0.3505
OR1L3	0.32225
FOLR2	1.0575
LYZL6	0.237166666666667
tcag7.1260	-3.068
WSB1	-1.9305
PROS1	-0.7056
OSTN	0.571
PSMB8	1.344
SOCS4	0.053
DDIT4L	3.152
MAS1	0.305
MGC34796	2.27225
CSHL1	0.303833333333333
TBCCD1	0.485333333333333
ZBTB7C	0.164
AP2S1	-0.277
P15RS	0.12
VAT1	-0.4152
SHANK3	0.964333333333333
TUFM	0.424333333333333
THEG	-0.17275
KRT34	-1.53875
SGSM3	0.185375
TOMM22	-0.91125
SOCS3	1.0515
CPO	-0.2435
POP4	0.33175
BHLHB3	2.44525
MALL	0.57
OR1B1	0.5035
PARK2	-0.0528333333333333
GPR124	0.436125
LCE1E	-0.1145
RUVBL2	-0.48425
CGRRF1	0.6191
ACPL2	-0.5545
WNT10B	-2.91375
BAIAP2L2	-2.66025
ISCA1	-0.236
C1orf125	0.242625
RPAP1	0.03675
RAI16	-0.544666666666667
RPL27	-0.68525
NLRP9	-0.0485
EPN1	0.386
LOC388610	-2.329
SLC35A1	-0.1227
GAL	-5.2465
SLC14A2	0.5345
RDH11	-0.885666666666667
FAM138F	-0.5685
AUH	0.0335
FLJ40243	0.081
C14orf129	0.0673333333333333
MBD2	-0.586333333333333
ABHD14B	0.824125
PIGT	2.262875
ALS2CR4	-0.459875
ALAS1	0.3601
FOXO1	0.350333333333333
CRLF3	-0.853375
C20orf107	0.271
FARS2	1.17925
CCDC28A	-0.4885
NPHP3	-1.4295
OR13F1	0.6865
TSEN54	0.42125
DEFB106B	0.2065
OR8B4	0.437
STH	1.2555
ZC3H14	-0.560625
CBX2	0
TMEM49	-0.60675
C6orf21	0.8915
FLJ20920	1.223125
CRTAP	0.0464285714285714
DDX50	-0.595
STYXL1	-0.0865
BLVRB	0.899666666666667
LOC147650	-0.860833333333333
MMP24	0.1665
GRID1	0.924833333333333
BANF1	-0.396333333333333
CTAGEP	0.496
HMBS	-2.122
SLC25A24	2.47183333333333
C14orf50	2.2325
MRO	0.174333333333333
SLC25A15	-0.11275
FAM84B	1.7257
TDP1	-1.254
C16orf78	-0.00333333333333334
C11orf57	-0.61525
RFK	-0.031375
ZFYVE9	-0.5885
STCH	-3.3073
WIBG	1.2345
LOC283871	0.1405
GBA2	-0.5858
NDUFB3	-0.32325
HSD17B13	0.0555
GRIN3A	0.196
FMNL1	-2.17866666666667
SEPT7	-0.9801
GNLY	0.8005
GRAMD1C	1.29166666666667
ZNF165	1.2705
USP38	0.54575
FAM83A	0.596166666666667
C14orf24	0.656416666666667
ARMCX3	1.10775
ARHGDIB	0.596333333333333
AK1	0.393625
KIAA1045	-0.19275
DNAJB13	-0.201666666666667
NEU2	0.4385
HIST1H4B	-1.4105
FAM20B	0.3495
HES2	0.293571428571429
FAM73B	-0.0591
LOC388381	-0.34075
INTS7	0.0503636363636364
AMPH	2.41075
ZNF775	-0.126125
UCKL1	0.586833333333333
C10orf97	0.49225
C1orf161	0.02225
ALDH1L1	-1.40875
FLJ39378	-0.709
SLC23A1	-1.533
RBM4B	-0.005
THAP4	0.582166666666667
OGFRL1	-0.1155
KIAA0831	0.03825
PPP1R15A	0.369833333333333
C1orf96	-0.619642857142857
C12orf11	-1.96
BMF	1.647625
MAN1A1	-1.067375
KIAA1600	-0.292
NLGN4X	0.4075
ALOX12	-0.905
RB1CC1	0.6114
NEIL2	-0.3636
EIF4E	-0.0153181818181818
ABHD5	-0.69
EXOC4	-0.0313333333333333
CIP29	0.5105
BATF2	-0.50775
SLC29A4	-1.131375
HTR4	0.00225
EMB	-1.764
TRAF6	0.972
LMNB1	-2.3135
FAM19A5	-0.439875
SHE	0.82075
PIK3C2B	2.5025
C15orf15	-0.22
USP15	-0.151
TCEAL2	0.593
C5orf39	-2.13766666666667
PTGER2	-2.3135
SLC31A1	-0.70225
IFT172	0.6305
ADAM29	0.3635
GFOD1	0.22725
ST7L	1.0845
C15orf26	-2.761
PKN3	-1.344
CNTD1	2.7235
COMMD1	0.18575
NTRK2	1.65075
FOXN3	-0.808
MFGE8	-0.643
PFKFB2	0.215
TAS2R4	-0.2475
ENTHD1	-0.380666666666667
PRMT5	-0.479375
MGC16384	-1.44425
LOC442229	-0.4425
TSKU	1.093625
KRTCAP3	2.89825
PDLIM1	0.0198
KCNS2	0.30725
RNF126	-0.5845
CEP63	0.05225
CLIC4	-1.86375
hCG_1990170	-0.52475
ACR	0.6369
KLK7	1.2975
ALOX5AP	1.613625
RIPK3	3.7835
TAS2R9	0.1845
C19orf18	2.291
BIRC6	-0.222642857142857
ZNF16	1.66
RFT1	-0.4215
SLC8A2	-0.41
TACC1	0.9765
ITGAD	0.7755
SAMHD1	-0.22175
SH3PXD2B	0.6356
EPC2	0.8995
C20orf85	1.147
ATP13A2	0.583333333333333
KRT4	0.531
CAPNS1	0.8535
MDM2	-0.572083333333333
PCDH20	3.89
KCNK9	0.6195
OR2C1	1.2455
KLHDC3	-0.0391666666666667
IPPK	0.8265
EFHD2	0.578625
GALR3	0.941
NBEA	1.04333333333333
ABCA6	1.0492
CLDN3	1.97966666666667
AKT2	0.758214285714286
EGFR	-2.3023
RBM16	0.41125
ZDHHC3	0.4978
SLC25A4	0.163833333333333
CYB5B	-0.166333333333333
CPXM1	-1.118
NDRG1	-1.13369230769231
FLJ43826	0.34
OR5L2	0.00333333333333334
FARP2	0.6446
MRPL46	-0.161416666666667
LDHAL6B	0.1155
MAPKAPK3	0.334666666666667
NCAM2	-3.24025
PRKD2	0.737333333333333
ZFP36L1	-0.2535
CYSLTR1	-1.53975
OR4C3	0.0345
HIST1H2AJ	3.6415
CCNB2	-2.77633333333333
ZNF10	-0.7395
TMEM175	0.6475
FAM134A	1.44683333333333
TIGD4	0.025
PCNP	-0.4415
MGC39715	0.10275
LQK1	0.47525
CREB1	0.2529
TMPRSS3	-2.42475
C4orf32	0.60275
LAT	-2.39641666666667
KCNA3	-0.308
SKIV2L2	-0.59325
ROPN1B	-3.3695
tcag7.23	-0.833
CDT1	-3.079625
ZHX2	0.820375
CD28	-4.08925
ZNF624	0.4895
SEPT2	0.120666666666667
SOHLH2	-2.01625
MCOLN3	-0.80675
UNQ1945	0.635
MASP2	-0.6265
ZNRF3	0.6782
GPATCH3	-0.496
AGL	-0.266875
QRICH2	-0.3935
PSD4	1.24083333333333
CCNB1IP1	-2.53375
ENPP7	0.35475
OBFC1	-0.01075
KCNG3	-0.5995
C14orf79	1.16291666666667
ENPEP	1.41616666666667
SCT	0.9155
SKI	0.385625
SEC61G	-1.22
CAPN11	1.679
ATXN7L3	0.7055
DBNDD1	0.551
FAIM	-0.53025
ANKRD36	-1.149
GABRP	0.353
TACSTD2	1.38616666666667
EIF3J	-0.02425
PPP2R2A	-2.287
TEKT4	-1.53616666666667
PVALB	1.87166666666667
F10	-3.49533333333333
FAM134C	1.4417
COMP	4.2335
EFCBP1	1.0624375
SCLT1	-0.85825
TAL1	-1.1059
ACSL1	0.35625
ABCC5	-0.342166666666667
ABL1	-0.502333333333333
RBBP7	0.680416666666667
PTPRG	-1.121875
NCOR1	-0.1546
SPINK4	0.0861666666666667
TXNRD1	-1.7762
TNRC15	0.974375
C9orf138	0.50175
UBE2H	1.24183333333333
BRDT	0.247833333333333
C8orf31	0.23
CCNE2	-1.36990909090909
SLC6A8	-1.557375
CALCR	-0.83225
PPP1CB	1.04975
ABHD8	-0.02275
ARF5	0.6691
SLC24A4	0.47725
CCT3	0.5235
ZNF121	0.24075
SLC3A2	-1.4698
OR13A1	0.2615
SLC5A10	0.303
RAD50	0.660125
IER5	0.368875
MTHFD1L	-3.389125
MBTPS2	0.403
MVK	-0.060875
NCL	0.0866
PSMD10	-0.07975
MOBP	0.3845
FLJ32894	0.1585
HRH1	-0.594333333333333
C5orf30	1.97175
NUDT16L1	1.3968
RASGRP3	4.39283333333333
PRKRIP1	-0.9724
CCDC75	-1.08925
LOC253970	0.026
KIAA1239	0.2215
MED21	-0.7685
SYT11	-0.219166666666667
NTSR2	0.3605
EGFL11	-0.102
CXorf59	0.8635
OR2A25	0.20775
SPTBN2	-0.00449999999999999
LRMP	-2.20416666666667
RNF111	0.59875
PTH	-0.3445
LOC619208	-0.154666666666667
KIAA0895	-0.07425
RANBP5	-1.5695
P2RY10	-0.189833333333333
NME5	3.40866666666667
DDX21	-0.5305
LRSAM1	-0.072
HDAC11	2.13283333333333
VMO1	0.5895
NOLA2	0.285666666666667
ADAR	1.07991666666667
MTO1	-1.55233333333333
SF4	0.452833333333333
P2RX1	-0.142666666666667
HBM	0.539
EN2	0.947
C14orf172	0.0605
TM9SF2	0.5949
INHBE	-1.05383333333333
TCTE3	-0.28775
TOX2	-3.0905
CTAGE3	0.256
HBB	3.0299
MED15	-0.357166666666667
CASR	0.000250000000000003
C6orf66	-2.07616666666667
MTPN	-0.17
UNC50	-0.000750000000000001
C21orf33	0.365
IRF2	0.889875
PGR	1.2445
GPR84	1.0165
CROCCL1	-2.091
SRPX	-2.4125
BRE	0.533333333333333
FGF10	0.124
SDC3	0.974
ZRSR1	0.645666666666667
DKFZP434P211	0.323625
SOX6	0.243
RPUSD2	0.38175
C14orf173	0.0494166666666667
MAPK11	-0.603333333333333
TBC1D22A	0.501
FAM123A	0.1295
COL4A6	-2.33033333333333
TOMM70A	-0.097
NAB1	-2.30725
MGC16385	0.36325
TSPAN18	-0.116666666666667
MED31	-1.25025
PLG	-0.2115
CAPSL	0.345
ZNF532	-0.0961
ASB14	0.674
CA8	-2.63925
NUDT16P	2.43333333333333
SLFN11	-2.2445
LRRIQ2	0.2535
NOL7	-0.0918333333333333
BRMS1L	-1.27275
JARID1A	-0.0651666666666667
PANK2	-0.723
ICAM3	-0.3385
MDS1	-0.1605
TAF8	-0.106
RNF139	1.96775
ZNF594	-0.118333333333333
ADAM8	2.997125
SFTPC	-0.109125
MAN2B2	2.167875
RGS12	0.3330625
EIF1AY	-4.79808333333333
LRRIQ1	0.0108333333333333
GPR150	1.22625
CCDC21	-0.872333333333333
PRRG3	0.358
SAA4	-4.2035
RAPGEF5	1.215125
ZCCHC2	0.101833333333333
MGC39372	1.0635
PPP4R2	0.378
CDCA2	-3.34533333333333
OR4D5	0.407166666666667
PTGFRN	0.9839
SIGLEC5	0.828
C19orf61	-0.0765
NMUR2	0.084
KIAA1586	-0.601
DAGLA	-0.55
CHCHD6	-0.16525
GPR32	0.8115
NEUROD6	0.306
SLC2A4RG	1.0664375
CA5B	0.02975
FBXL3	0.472
MPHOSPH9	-2.37925
HMG2L1	-0.29475
HCN4	0.8395
CEACAM19	0.3375
SH2D4B	0.298666666666667
HFE2	-0.75
TGM4	0.172833333333333
LYPD2	0.03
TBC1D15	0.13
MRPS21	-0.0273
NONO	-0.8142
CLEC5A	0.59625
ITCH	-0.3029
MGAT3	-1.13683333333333
MBP	0.20575
RPP25	0.99025
SOSTDC1	0.272
HRC	-0.224
TRIM48	0.2225
TMEM133	-0.772
ECEL1P2	-0.63375
HOXC11	-0.772
DOK5	-2.183
HELZ	0.6965
LOC348180	-1.20275
MGC33894	0.238
ADRB3	0.091
DMD	0.0235833333333333
PTRH2	-0.28825
MPEG1	1.62216666666667
NDUFA12	0.494
KRTAP2-4	0.0674166666666667
STAMBPL1	-0.4225
ADCY2	-0.755166666666667
UNQ6125	0.2325
KLHL20	0.703666666666667
SRM	-1.8275
OTC	-0.2
TMIE	0.0108333333333333
SNX8	-0.5775
LIPK	0.193
CHURC1	-0.293916666666667
KLC2	0.526833333333333
HDAC1	0.379
FAM128A	1.422
FNDC3B	-0.5441
MTCP1	-0.1285
WFDC10B	0.1053
PCDHGB3	0.0515
ATRNL1	0.00799999999999998
CAV2	-1.174875
MED26	-0.141666666666667
DUS1L	0.73975
CHRM3	-0.793375
NEK9	0.436
WARS2	-1.4885
TBX22	-0.2605
TOMM40	-0.55825
RP6-213H19.1	0.269333333333333
TUBGCP5	-0.1265
IGSF6	2.68825
TPPP	0.92
UNQ6190	0.5135
GSTM5	0.189125
BTD	0.527833333333333
PDCD1LG2	-0.1195
SNRPB2	-0.880833333333333
ERICH1	-1.437875
APOA4	-1.68675
HOXA11	-1.3265
NARG1	-1.14425
MKX	-0.3875
RAB28	-0.208285714285714
PKP3	1.857
SH3GL2	-1.11225
CTSO	3.1835
RPN2	0.270625
IL28RA	-0.472666666666667
SFMBT1	0.14875
WDR57	-0.59925
FER1L3	0.726916666666667
HSF5	0.105833333333333
TTC9B	1.6905
C4BPA	-3.63533333333333
ALB	-4.04521428571429
SORBS3	0.182125
UPF2	0.3385
JPH1	0.2725
AGBL2	0.7445
DOPEY1	1.187
TERF1	0.271833333333333
KIF22	-0.585833333333333
NINJ1	0.902
SEC61A2	0.11475
HIST1H1D	-0.461333333333333
SFXN4	-0.2485
UCP3	0.0477
ZNF703	1.5895
MYL6B	-1.8485
TREM1	0.5155
OR52E6	0.5025
CKMT2	-0.156
HLA-C	2.081875
SLC13A3	-0.910166666666667
TIMP4	-2.5735
SLIT2	2.02825
RSF1	-0.264111111111111
LONRF1	-1.97342857142857
MON1A	-0.7105
CACNG6	1.662
DPPA4	-6.1215
ZSWIM3	0.67525
ZNF804A	-0.251833333333333
CCIN	0.55575
SLC25A31	0.16325
KCNMB4	-1.8125
RABL5	0.15
GALNS	0.5874
STX6	0.70225
HIST1H1C	2.39883333333333
CIDEB	-0.893
CASP4	-1.11066666666667
PDK3	-0.8567
KCNJ11	1.771
TPR	-0.013
ZSCAN20	-0.704
MTX2	-0.28425
HIST1H2BH	1.18075
LOC283767	0.76725
LYRM7	-0.966611111111111
BRD3	0.984833333333333
HIST1H2BO	0.92425
MAGEB10	0.4025
SLC45A1	1.32675
SERPINA3	3.0864
KIAA0143	2.0755
KCNJ16	0.289
KRT79	-0.0575
FABP2	-0.306
NUT	-0.16925
ZNF57	0.51725
FBXL4	-0.457625
CLEC9A	0.5275
UGT8	-1.1905
BMP2K	-1.0785
MAPK4	-3.9285
SLC25A23	0.4382
HINT1	-0.2791
KRTAP13-1	-0.3775
SFXN5	0.6168
CHCHD2	0.441166666666667
FAM3D	-0.081
NDP	-3.75625
RHOBTB1	0.0261666666666667
SLC4A4	-0.860125
RPL38	-0.0495
HTF9C	-0.232166666666667
AP2A2	0.59125
ZBTB46	-0.11
MAP7D1	-0.423125
AOX1	-2.40133333333333
CYR61	0.364166666666667
DTNA	2.43314285714286
JRKL	-1.13125
TMOD3	-0.5265
EEA1	-0.2765
ADCK5	0.5405
IL1R1	-0.639166666666667
KLK3	0.361142857142857
HRSP12	-0.16375
KTN1	-0.021
LOH11CR2A	0.2618
RELL2	0.438
MAB21L1	0.5975
C20orf59	-0.5535
PHKB	0.24175
ADAM2	1.54066666666667
TBC1D8B	1.39683333333333
FAM13A1	-1.724125
LAPTM4B	0.529333333333333
LCN8	0.188
TMEM147	0.5065
SYT4	-2.31296463463574e-18
XPO7	-1.8665
C9orf62	1.28725
GPR75	0.456
TRIM5	0.25025
APOC1	-1.19016666666667
RNASE4	1.0265
PARD6B	0.701
ARID1A	-0.0225
TPD52L3	0.2592
RRAGB	1.23716666666667
RCN2	-0.519333333333333
HIST2H2BE	2.2986875
STARD7	-0.184
SHMT2	-1.133
KIAA1751	0.1065
MLYCD	0.782
LOC162632	0.0975
UQCRH	-1.95925
RP11-217H1.1	0.8205625
SDHA	-0.848166666666667
NCLN	-0.0433
ZNF17	0.7285
RCBTB2	-2.10475
VEGFB	0.6896
RP4-747L4.3	1.0265
COLQ	0.7722
MPN2	-0.7295
DRG2	-0.3285
KLRB1	2.2805
ALPK2	-3.75825
DNASE2B	0.42125
FLJ23834	0.457333333333333
AXUD1	2.02616666666667
SAFB	-0.1444
NSUN4	-0.578
RFX2	0.203166666666667
MAPK8IP1	-0.268
FANCD2	-1.69128571428571
ANKZF1	-1.0835
C19orf50	-0.718
DUSP8	2.061
SENP5	-0.47125
NFKBIL2	-0.0855
LBR	-1.438625
IGFL1	0.357
LZTS2	0.034375
IL2RG	-1.78375
CCDC51	0.3925
KLF3	-0.009125
ANKRD37	-0.9595
KCTD14	-1.9695
FZR1	0.474416666666667
SLC44A4	3.9646
ESPL1	-1.173625
GMPR2	-0.6557
TBC1D19	-0.923666666666667
ERGIC1	1.2627037037037
ERBB4	3.1428
TSPAN32	-0.249833333333333
MAP4	-0.064875
GPHN	-0.783
SLC6A2	0.229375
HIVEP1	0.13375
DFFB	-0.5423
EIF4EBP2	0.491625
DMRT1	0.065
HSPB6	-0.219
IER2	0.793666666666667
AIFM1	0.1515
WWC2	0.0286666666666667
MRPL4	-0.91975
FLJ21062	0.4765
EPB41L4A	0.925416666666666
SH2D6	0.373
TAF4B	-0.73475
GAL3ST3	-0.098
MALT1	-0.913166666666667
RTDR1	-0.07075
ARVCF	0.430375
MEX3B	-0.1475
FBXO16	-0.33775
KIF7	-1.59675
C1QC	3.1775
ZNF783	-0.518666666666667
ZNF85	0.2105
MMP13	0.7445
KIAA0329	0.503625
RTP3	-1.05
ZBED3	-1.869
CLGN	-0.88625
SLC25A37	-2.36283333333333
hCG_18290	-0.7335
OR5AS1	0.195
SMARCC2	1.08575
FAM109A	-0.538833333333333
CCDC12	0.24375
USF2	1.0284
DEPDC7	-3.45825
C20orf24	-1.19733333333333
JMJD3	0.4075
DSP	0.892142857142857
SLIC1	-0.10475
FAM20A	-0.603625
IRF2BP2	0.597625
ZNF230	0.3135
MSN	-1.17178571428571
SLC9A5	-1.875
