Hybridization REF	TCGA-BH-A0H7-11A-13R-A089-07
UPF3A	0.219125
IGSF11	-2.30116666666667
LAGE3	-0.456
CHST6	-3.9625
UNC13B	0.11875
TTLL4	-1.101875
ZNF687	0.253875
SDC2	-0.4292
COX7A2	-0.67875
LAMB4	0.2985
FAM24A	0.045
LRRTM3	-1.12616666666667
GPHB5	0.2975
OR4C13	0.4195
EIF3EIP	0.804714285714286
HABP4	-0.191
TMEM125	3.17775
CNTN2	0.066125
ASNSD1	0.5045
FUT4	-0.022625
ACF	-4.584
LOC158381	0.257
CDH8	0.318
AGPS	-1.26066666666667
C4orf18	3.634875
PECI	-0.221416666666667
UNG	-0.286875
GSTP1	-0.4655
DCUN1D5	-1.569
DKFZP564J0863	-1.126
SLC9A3R1	0.924
BCDO2	-0.278125
CHMP7	-0.319875
REM2	-0.159
DNHD1	-0.633375
FKBP4	-0.780875
ZNF350	2.059
MGC11102	-0.459875
BST1	1.86125
KISS1R	0.011
NCR2	0.482
DEFB125	0.2195
UBE2W	1.5365
KRT15	4.663875
C10orf99	-0.203
SCN11A	1.2395
GFI1	-2.74775
RDHE2	3.37133333333333
FHL1	1.063
OSGEP	-0.329333333333333
GATA1	-4.08883333333333
SMC6	-2.10475
TTTY14	-1.196
LPIN3	-0.2215
RPL4	0.5232
RBPMS	0.3775
PRPF3	-1.1865
EMR1	-2.7695
SPATA19	-0.3415
XCR1	-0.198
IRX3	1.9602
RBM6	-0.83375
KLF4	0.1744
UNC5CL	-0.733
SEBOX	-0.429
BTK	-2.17625
KRCC1	1.4495
C6orf27	0.4405
SYTL5	-1.4865
PRND	2.67425
LOC653319	-1.6235
PIGL	-1.04625
HUS1	-1.03266666666667
SFRS6	-0.756
C17orf77	0.528
UIMC1	-0.313333333333333
FXYD2	-1.8132
LOC283152	0.0365
ZNF667	1.0845
ZCCHC12	-0.599
TFEC	1.342
ATP7B	0.485166666666667
POLD2	-1.326
RG9MTD1	0.18125
ACOT2	0.728166666666667
HIST1H4I	-1.02575
PPARGC1A	0.7283
ETFA	-1.3014
POLRMT	-0.9495
ZNF146	-0.03275
MIA2	-1.252
KLHL6	-2.2245
HOXB5	-0.052625
NENF	0.544666666666667
CUGBP1	-1.0695
PRSS22	1.50233333333333
CASC4	1.1067
CUL4B	0.3445
CENPJ	-1.7265
PITX1	-1.22633333333333
FLJ31033	0.6275
CELSR3	-1.545
ZNF568	1.62425
ITSN1	-0.204666666666667
EHBP1L1	-1.11116666666667
C19orf2	-0.4355
DCTN1	-0.13175
LIN28B	-3.23766666666667
TNKS2	-0.4175
C1QBP	-0.49375
CADPS2	1.46
SRMS	0.1915
GJA9	0.146
MGC24975	-1.32066666666667
TRIM45	-0.664833333333333
TSP50	0.7025
TCP1	-1.106
TMED7	0.725
CMA1	2.8945
CENPL	-1.51416666666667
PTCRA	-0.698
FST	-3.4595
VWCE	-2.891
PAWR	-0.71925
ABCC12	0.3944
LDLR	-0.2005
ASTN2	0.7799
LOC441212	-0.640375
GPATCH8	-0.4985
TANC2	-0.94825
KIF4A	-3.18525
C18orf18	0.4445
PGM1	-0.539
KIAA0258	-0.08
CPD	0.729875
SNCAIP	0.0175
DCT	-4.88883333333333
HLA-DOA	1.92890909090909
OR11L1	0.3225
UPK1B	-0.2
DNAJB4	0.731125
UGT1A8	-0.4345
HIST1H4L	-0.6325
PECR	-0.562833333333333
HSPA2	1.96225
WFIKKN1	-3.0315
SERP1	1.1985
SYDE2	1.97175
TACR2	0.364
NUP85	-1.09125
CD177	-1.26733333333333
LGR5	-2.52116666666667
PIGG	-0.509
PTHR1	-0.6105
RAB5A	0.2298
FLJ13224	0.0625
USP9Y	-2.81733333333333
C7orf53	-1.028
LRP1B	0.9705
XAF1	1.0046
ABCG8	-1.553
ANKDD1A	-0.262666666666667
DAND5	-2.387
SPAG6	1.146
LINCR	3.02975
ZDHHC22	-0.7225
CCDC60	1.334
THOC7	-1.02033333333333
TCTA	1.0899
OR8K3	0.30375
NY-REN-7	-1.04975
B2M	1.2125
C6orf141	0.00312500000000001
LPPR4	3.0315
SQLE	-0.276125
SEPHS1	-0.58375
BTBD14B	0.0317857142857143
PLRG1	-0.11125
SPG7	-0.3921875
ZNF614	0.296333333333333
PARD6G	1.3495
INPP5B	-0.9036
GRPEL2	-0.3485
PPID	-0.9835
TRIM56	-0.3545
UBE2J1	-0.3535
IL20RA	6.21525
LOC387856	0.4625
C1orf107	0.644666666666667
UTS2R	0.604
C19orf22	-0.732
SAFB2	-0.082625
KIAA0652	0.329125
KLRG1	-1.04633333333333
MS4A8B	1.7135
FRAG1	0.9935
KIAA1546	0.7775
E2F4	-1.2805
CLEC4M	0.0581666666666667
BTBD14A	-2.16375
KIAA0999	0.6579
GYPA	-4.57566666666667
TAC1	3.0366
TRAIP	-1.95566666666667
KIAA0232	0.6098
ERCC8	-0.709125
GPX4	0.494625
KIAA0368	0.37
GPR157	-0.743333333333334
CTAGE4	0.8235
C9orf30	-1.68116666666667
OR52A1	0.1025
HSP90B3P	-0.6275
ALG9	-0.453
BTBD10	0.78875
SDK2	0.265
BAIAP3	1.047
RABGGTB	-0.984
ANKRD40	-0.287833333333333
KRT74	0.5655
CALCOCO2	0.7635
SNCA	-2.23825
TMSL8	-2.76025
C2orf53	-0.093
ESRRB	-0.7065
ARHGAP26	-0.8565
TDRD9	1.1665
HRAS	0.385833333333333
KLRC4	-2.325
JAGN1	-0.169666666666667
BSDC1	0.23825
RNF43	0.4136
NDUFAF1	0.2045
PHF12	0.4925
OR1L3	0.15525
FOLR2	2.13116666666667
LYZL6	-0.340333333333333
tcag7.1260	-1.7255
WSB1	-1.195
PROS1	0.9788
OSTN	0.0355
PSMB8	0.7465
SOCS4	0.02725
DDIT4L	2.84675
MAS1	-2.014
MGC34796	1.0775
CSHL1	-0.107
TBCCD1	-0.014
ZBTB7C	-0.0525
AP2S1	-0.913375
P15RS	-0.3356
VAT1	-0.686
SHANK3	1.11166666666667
TUFM	-0.517166666666667
THEG	-0.17875
KRT34	-2.75075
SGSM3	0.255875
TOMM22	0.040375
SOCS3	-0.2335
CPO	0.1785
POP4	0.3095
BHLHB3	2.798
MALL	1.87625
OR1B1	0.2155
PARK2	1.77366666666667
GPR124	1.29
LCE1E	0.0345
RUVBL2	-0.8535
CGRRF1	1.09
ACPL2	0.6605
WNT10B	-1.848875
BAIAP2L2	-2.48575
ISCA1	0.6935
C1orf125	-0.443714285714286
RPAP1	-0.77425
RAI16	0.2725
RPL27	0.219
NLRP9	0.7835
EPN1	-0.244
LOC388610	0.349875
SLC35A1	0.7207
GAL	-4.64625
SLC14A2	0.0755
RDH11	-1.0685
FAM138F	-0.312
AUH	0.57725
FLJ40243	0.3205
C14orf129	0.412666666666667
MBD2	-0.745666666666667
ABHD14B	0.544125
PIGT	-0.0285
ALS2CR4	0.705
ALAS1	-0.2303
FOXO1	2.444
CRLF3	-0.47475
C20orf107	0.0275
FARS2	0.87575
CCDC28A	0.881
NPHP3	-0.045
OR13F1	-0.0605
TSEN54	-0.91725
DEFB106B	0.0912
OR8B4	0.314
STH	0.53075
ZC3H14	-0.4565
CBX2	0.0225
TMEM49	-1.3975
C6orf21	0.6555
FLJ20920	0.172
CRTAP	0.338857142857143
DDX50	0.04325
STYXL1	-0.02225
BLVRB	-0.101333333333333
LOC147650	-0.441666666666667
MMP24	0.5435
GRID1	2.71366666666667
BANF1	-0.709833333333333
CTAGEP	0.0935
HMBS	-2.53625
SLC25A24	0.107
C14orf50	0.92225
MRO	0.399666666666667
SLC25A15	-1.17925
FAM84B	2.1139
TDP1	-1.4855
C16orf78	-0.376833333333333
C11orf57	0.131375
RFK	-0.552875
ZFYVE9	-0.62575
STCH	-0.8054
WIBG	0.32575
LOC283871	-0.789833333333333
GBA2	-0.6599
NDUFB3	-0.2115
HSD17B13	0.69425
GRIN3A	1.75216666666667
FMNL1	-1.6555
SEPT7	-0.367
GNLY	2.755
GRAMD1C	1.86966666666667
ZNF165	-0.16025
USP38	0.404
FAM83A	-2.573
C14orf24	0.2955
ARMCX3	1.333875
ARHGDIB	0.609833333333333
AK1	-0.189625
KIAA1045	1.79325
DNAJB13	-0.845833333333333
NEU2	-0.1275
HIST1H4B	-0.806666666666667
FAM20B	-0.7238
HES2	0.577142857142857
FAM73B	-0.5823
LOC388381	-0.1345
INTS7	-1.33627272727273
AMPH	1.969
ZNF775	-0.310125
UCKL1	-0.645666666666667
C10orf97	-0.04675
C1orf161	-0.567
ALDH1L1	2.361
FLJ39378	-0.029875
SLC23A1	-2.8575
RBM4B	0.07275
THAP4	-0.00616666666666667
OGFRL1	1.31825
KIAA0831	0.698125
PPP1R15A	0.128166666666667
C1orf96	-0.569928571428571
C12orf11	-2.255
BMF	0.06325
MAN1A1	-0.76925
KIAA1600	0.993333333333333
NLGN4X	2.144
ALOX12	-1.177
RB1CC1	0.4771
NEIL2	0.5282
EIF4E	0.100227272727273
ABHD5	-0.0655
EXOC4	-0.226333333333333
CIP29	-0.485833333333333
BATF2	1.25325
SLC29A4	-0.63125
HTR4	0.56175
EMB	-1.1415
TRAF6	0.87225
LMNB1	-2.33075
FAM19A5	-0.843125
SHE	2.89675
PIK3C2B	1.11075
C15orf15	0.4664
USP15	0.3024
TCEAL2	2.892
C5orf39	-0.365666666666667
PTGER2	-0.462
SLC31A1	-0.5860625
IFT172	0.22475
ADAM29	2.1765
GFOD1	0.6485
ST7L	0.57
C15orf26	-2.746
PKN3	-0.86425
CNTD1	2.87633333333333
COMMD1	0.343625
NTRK2	4.85966666666667
FOXN3	1.13475
MFGE8	1.0846
PFKFB2	0.441
TAS2R4	0.1425
ENTHD1	0.2295
PRMT5	-0.46
MGC16384	-1.16825
LOC442229	-1.151
TSKU	0.180375
KRTCAP3	2.197
PDLIM1	1.2134
KCNS2	0.36875
RNF126	-0.384333333333333
CEP63	0.059875
CLIC4	0.148375
hCG_1990170	4.95425
ACR	1.3303
KLK7	4.087
ALOX5AP	2.06375
RIPK3	3.6595
TAS2R9	0.5205
C19orf18	1.461
BIRC6	-0.502642857142857
ZNF16	1.404
RFT1	-0.96125
SLC8A2	-1.28125
TACC1	1.816125
ITGAD	0.4495
SAMHD1	0.566
SH3PXD2B	0.8174
EPC2	1.12225
C20orf85	0.132875
ATP13A2	-0.233333333333333
KRT4	1.4375
CAPNS1	-0.355
MDM2	-1.039
PCDH20	3.824
KCNK9	0.576
OR2C1	-0.0815
KLHDC3	-0.614166666666667
IPPK	0.185
EFHD2	-0.727
GALR3	0.6875
NBEA	1.41866666666667
ABCA6	5.0083
CLDN3	2.76466666666667
AKT2	-0.483785714285714
EGFR	0.7038
RBM16	0.3795
ZDHHC3	-0.0865
SLC25A4	0.418166666666667
CYB5B	-0.561833333333333
CPXM1	0.72675
NDRG1	-1.11946153846154
FLJ43826	1.01
OR5L2	-0.3096
FARP2	0.628
MRPL46	-0.297
LDHAL6B	-0.0641666666666667
MAPKAPK3	-0.865833333333333
NCAM2	-0.808
PRKD2	-0.00366666666666667
ZFP36L1	1.128
CYSLTR1	-0.66625
OR4C3	0.43975
HIST1H2AJ	1.6805
CCNB2	-3.40677777777778
ZNF10	0.382875
TMEM175	-0.03
FAM134A	0.960333333333333
TIGD4	-0.516
PCNP	0.3575
MGC39715	1.85425
LQK1	-1.4725
CREB1	0.8279
TMPRSS3	0.5435
C4orf32	1.244
LAT	-2.09916666666667
KCNA3	-0.6325
SKIV2L2	-0.7285
ROPN1B	4.49375
tcag7.23	0.212
CDT1	-3.370875
ZHX2	1.52325
CD28	-3.718
ZNF624	1.20875
SEPT2	0.145166666666667
SOHLH2	-0.853375
MCOLN3	0.575
UNQ1945	-0.109
MASP2	-1.5255
ZNRF3	0.2684
GPATCH3	-0.01875
AGL	0.734875
QRICH2	-0.3765
PSD4	0.9215
CCNB1IP1	-0.29275
ENPP7	-0.20175
OBFC1	0.19625
KCNG3	-2.63225
C14orf79	0.0125
ENPEP	2.095
SCT	0.608
SKI	0.556875
SEC61G	-1.82025
CAPN11	2.028
ATXN7L3	-0.659
DBNDD1	-0.474333333333333
FAIM	0.48575
ANKRD36	-0.5155
GABRP	4.94266666666667
TACSTD2	2.461
EIF3J	-0.6265
PPP2R2A	-0.7155
TEKT4	-0.0756666666666667
PVALB	-3.75116666666667
F10	-0.855666666666667
FAM134C	0.7778
COMP	3.341125
EFCBP1	-0.2526875
SCLT1	0.219125
TAL1	-0.927
ACSL1	2.8
ABCC5	0.772416666666667
ABL1	-0.682111111111111
RBBP7	0.0511666666666666
PTPRG	0.122375
NCOR1	-0.2766
SPINK4	-1.61333333333333
TXNRD1	-1.0642
TNRC15	0.554
C9orf138	1.115875
UBE2H	0.285666666666667
BRDT	0.526666666666667
C8orf31	-0.3915
CCNE2	-1.53245454545455
SLC6A8	-2.332
CALCR	-2.503
PPP1CB	1.8225
ABHD8	-0.21625
ARF5	-0.2334
SLC24A4	0.1315
CCT3	-0.93025
ZNF121	1.119375
SLC3A2	-1.0771
OR13A1	0.067
SLC5A10	-0.628
RAD50	0.038875
IER5	0.094
MTHFD1L	-2.677125
MBTPS2	0.383
MVK	0.324875
NCL	-0.4677
PSMD10	-0.199
MOBP	-0.142571428571429
FLJ32894	-0.7925
HRH1	-0.7515
C5orf30	1.35
NUDT16L1	0.46
RASGRP3	3.74766666666667
PRKRIP1	-0.7633
CCDC75	0.372
LOC253970	0.23425
KIAA1239	2.1255
MED21	-0.60475
SYT11	-0.445083333333333
NTSR2	-0.00750000000000001
EGFL11	-1.2265
CXorf59	0.011
OR2A25	0.16225
SPTBN2	-0.0775
LRMP	-0.994333333333333
RNF111	0.48975
PTH	-0.014
LOC619208	0.328833333333333
KIAA0895	0.13475
RANBP5	-0.5955
P2RY10	0.1235
NME5	3.46916666666667
DDX21	-0.9025
LRSAM1	-0.3695
HDAC11	1.23916666666667
VMO1	0.7625
NOLA2	-0.422333333333333
ADAR	0.192583333333333
MTO1	-0.785
SF4	-0.113166666666667
P2RX1	-0.6315
HBM	-0.18375
EN2	0.3115
C14orf172	-0.30725
TM9SF2	0.6445
INHBE	-2.265
TCTE3	-0.290833333333333
TOX2	-2.6225
CTAGE3	0.15225
HBB	3.8551
MED15	-1.10166666666667
CASR	-0.77025
C6orf66	-1.0655
MTPN	-0.161875
UNC50	0.31625
C21orf33	0.543375
IRF2	0.905375
PGR	0.434
GPR84	0.59675
CROCCL1	-2.23125
SRPX	0.85025
BRE	0.1405
FGF10	3.29375
SDC3	1.25833333333333
ZRSR1	0.118166666666667
DKFZP434P211	-0.317625
SOX6	-0.82
RPUSD2	0.02775
C14orf173	-0.6275
MAPK11	-0.0948333333333333
TBC1D22A	0.256
FAM123A	-1.014
COL4A6	-0.494666666666667
TOMM70A	0.0925
NAB1	0.400625
MGC16385	0.357375
TSPAN18	-0.142166666666667
MED31	-0.08825
PLG	-0.60975
CAPSL	0.651
ZNF532	0.6217
ASB14	-0.1865
CA8	0.729
NUDT16P	1.18283333333333
SLFN11	-0.925
LRRIQ2	-0.538125
NOL7	-0.499666666666667
BRMS1L	-0.37475
JARID1A	0.571333333333333
PANK2	0.05175
ICAM3	-0.707
MDS1	0.54475
TAF8	-1.07875
RNF139	1.53675
ZNF594	0.00283333333333334
ADAM8	-0.150875
SFTPC	-0.070875
MAN2B2	0.9755
RGS12	0.19
EIF1AY	-5.00591666666667
LRRIQ1	0.122666666666667
GPR150	0.6635
CCDC21	-1.816
PRRG3	2.1385
SAA4	-2.141
RAPGEF5	1.415125
ZCCHC2	-0.3625
MGC39372	0.3895
PPP4R2	0.00249999999999997
CDCA2	-2.92916666666667
OR4D5	0.375833333333333
PTGFRN	0.0786
SIGLEC5	0.194166666666667
C19orf61	-0.726
NMUR2	0.0375
KIAA1586	-0.4015
DAGLA	0.9305
CHCHD6	0.33725
GPR32	0.133
NEUROD6	0.0168333333333334
SLC2A4RG	0.249125
CA5B	0.32475
FBXL3	1.974
MPHOSPH9	-2.28425
HMG2L1	0.362
HCN4	-0.198833333333333
CEACAM19	0.2565
SH2D4B	0.137333333333333
HFE2	-1.2215
TGM4	0.184833333333333
LYPD2	0.4005
TBC1D15	0.529
MRPS21	-0.5391
NONO	-0.4968
CLEC5A	0.2265
ITCH	0.0368
MGAT3	0.598833333333333
MBP	-0.211
RPP25	-0.343
SOSTDC1	4.774
HRC	-0.505
TRIM48	-0.107
TMEM133	1.037
ECEL1P2	-2.0565
HOXC11	-0.0865
DOK5	0.49075
HELZ	0.679833333333333
LOC348180	-0.9555
MGC33894	-0.01325
ADRB3	0.02
DMD	1.78341666666667
PTRH2	-0.74125
MPEG1	2.98716666666667
NDUFA12	0.018
KRTAP2-4	-0.164416666666667
STAMBPL1	-1.09583333333333
ADCY2	1.2262
UNQ6125	0.667
KLHL20	0.306833333333333
SRM	-1.442
OTC	-0.50575
TMIE	0.927333333333333
SNX8	0.49225
LIPK	0.2425
CHURC1	-0.00449999999999999
KLC2	-0.141
HDAC1	-0.450666666666667
FAM128A	-0.504666666666667
FNDC3B	-0.00640000000000002
MTCP1	-0.212833333333333
WFDC10B	-0.6458
PCDHGB3	0.56
ATRNL1	1.8776
CAV2	1.631375
MED26	-0.1485
DUS1L	-0.35075
CHRM3	-0.08275
NEK9	0.3045
WARS2	-0.2605
TBX22	2.354
TOMM40	-1.7595
RP6-213H19.1	-0.674166666666667
TUBGCP5	-0.15075
IGSF6	4.0915
TPPP	1.65616666666667
UNQ6190	0.465
GSTM5	2.15075
BTD	0.6525
PDCD1LG2	1.1085
SNRPB2	0.109666666666667
ERICH1	0.435625
APOA4	-2.03025
HOXA11	-2.72525
NARG1	-0.497875
MKX	1.8255
RAB28	0.0875
PKP3	1.1985
SH3GL2	-1.668
CTSO	3.76175
RPN2	-0.14775
IL28RA	0.844666666666667
SFMBT1	-0.2755
WDR57	-0.4885
FER1L3	1.21383333333333
HSF5	0.215833333333333
TTC9B	-0.285
C4BPA	-0.674333333333333
ALB	-4.02207142857143
SORBS3	0.084
UPF2	-0.2745
JPH1	-0.959
AGBL2	0.53975
DOPEY1	2.0085
TERF1	0.323583333333333
KIF22	-1.251
NINJ1	1.044
SEC61A2	-0.752833333333333
HIST1H1D	-1.16466666666667
SFXN4	0.039625
UCP3	-0.2633
ZNF703	0.752833333333333
MYL6B	-0.54825
TREM1	-0.1925
OR52E6	0.4835
CKMT2	3.3385
HLA-C	1.547625
SLC13A3	-1.6905
TIMP4	1.7945
SLIT2	3.3825
RSF1	-0.0683333333333333
LONRF1	-0.8995
MON1A	-0.832333333333333
CACNG6	2.73483333333333
DPPA4	-5.98633333333333
ZSWIM3	-0.1795
ZNF804A	-0.191333333333333
CCIN	1.57425
SLC25A31	0.1205
KCNMB4	-0.29725
RABL5	0.057
GALNS	-0.6605
STX6	0.134125
HIST1H1C	-2.27283333333333
CIDEB	-0.35925
CASP4	0.284833333333333
PDK3	-0.1338
KCNJ11	1.8905
TPR	-0.63175
ZSCAN20	-0.389
MTX2	-0.16425
HIST1H2BH	-0.5625
LOC283767	1.51775
LYRM7	-0.626944444444445
BRD3	-0.674333333333333
HIST1H2BO	-0.84475
MAGEB10	0.609
SLC45A1	0.699
SERPINA3	1.23615
KIAA0143	1.702
KCNJ16	4.84933333333333
KRT79	-0.0145
FABP2	-0.42475
NUT	-0.0525
ZNF57	0.1225
FBXL4	0.28325
CLEC9A	1.6025
UGT8	1.26016666666667
BMP2K	0.46675
MAPK4	-0.63575
SLC25A23	-0.6602
HINT1	-0.0845
KRTAP13-1	0.414
SFXN5	-0.1739
CHCHD2	-0.0743333333333333
FAM3D	4.27
NDP	-1.498375
RHOBTB1	-0.578
SLC4A4	0.0305
RPL38	0.28375
HTF9C	-0.510333333333333
AP2A2	0.390375
ZBTB46	-0.7025
MAP7D1	-0.433625
AOX1	0.000833333333333353
CYR61	1.33075
DTNA	-0.0701428571428572
JRKL	1.03975
TMOD3	-0.59475
EEA1	-0.1272
ADCK5	0.14675
IL1R1	2.2915
KLK3	0.937357142857143
HRSP12	0.038
KTN1	-0.175
LOH11CR2A	0.9359
RELL2	-1.08075
MAB21L1	4.47975
C20orf59	-1.48133333333333
PHKB	0.238
ADAM2	-0.998333333333333
TBC1D8B	0.888166666666667
FAM13A1	0.8259375
LAPTM4B	-0.0889166666666667
LCN8	-0.028
TMEM147	0.0645
SYT4	0.262
XPO7	-1.4785
C9orf62	0.33775
GPR75	0.739
TRIM5	0.41925
APOC1	-1.12616666666667
RNASE4	1.26366666666667
PARD6B	-1.408125
ARID1A	-0.17925
TPD52L3	-0.0827777777777778
RRAGB	1.34483333333333
RCN2	-0.690333333333333
HIST2H2BE	-0.416875
STARD7	-0.057
SHMT2	-1.32125
KIAA1751	-0.425833333333333
MLYCD	0.685125
LOC162632	-0.7664
UQCRH	-1.43575
RP11-217H1.1	0.277625
SDHA	-0.667833333333333
NCLN	-0.9862
ZNF17	0.903
RCBTB2	-0.577
VEGFB	-0.0445
RP4-747L4.3	0.58825
COLQ	-0.0486
MPN2	-0.343666666666667
DRG2	-0.184
KLRB1	5.424
ALPK2	-3.264
DNASE2B	1.10825
FLJ23834	0.2475
AXUD1	1.70116666666667
SAFB	-0.6292
NSUN4	-0.58725
RFX2	0.693333333333333
MAPK8IP1	-0.355666666666667
FANCD2	-1.37785714285714
ANKZF1	-1.66416666666667
C19orf50	-0.630875
DUSP8	0.92225
SENP5	-0.4415
NFKBIL2	-0.8815
LBR	-1.228
IGFL1	0.1615
LZTS2	0.238875
IL2RG	-1.345375
CCDC51	-0.02425
KLF3	0.492625
ANKRD37	-0.664
KCTD14	2.05616666666667
FZR1	-0.314333333333333
SLC44A4	2.9825
ESPL1	-1.56225
GMPR2	-0.1363
TBC1D19	-1.17833333333333
ERGIC1	0.329851851851852
ERBB4	3.1179
TSPAN32	0.414166666666667
MAP4	-0.772625
GPHN	-0.309
SLC6A2	1.887
HIVEP1	0.04975
DFFB	-0.5317
EIF4EBP2	0.567125
DMRT1	-0.60725
HSPB6	0.58225
IER2	0.355333333333333
AIFM1	-0.494
WWC2	0.583
MRPL4	-0.87875
FLJ21062	0.982833333333333
EPB41L4A	1.63091666666667
SH2D6	0.097
TAF4B	-0.17075
GAL3ST3	-0.219
MALT1	-0.809
RTDR1	0.4285
ARVCF	0.228125
MEX3B	-0.834833333333333
FBXO16	0.3505
KIF7	-1.09075
C1QC	3.86766666666667
ZNF783	-0.594333333333333
ZNF85	0.28875
MMP13	0.165
KIAA0329	0.740125
RTP3	-1.005
ZBED3	-0.048
CLGN	-0.6755
SLC25A37	-0.596291666666667
hCG_18290	0.515
OR5AS1	0.0895
SMARCC2	0.369916666666667
FAM109A	-0.634666666666667
CCDC12	-0.17425
USF2	-0.1447
DEPDC7	-2.8355
C20orf24	-1.071
JMJD3	0.043
DSP	1.24335714285714
SLIC1	0.218
FAM20A	1.575125
IRF2BP2	0.961875
ZNF230	0.0615
MSN	-1.00964285714286
SLC9A5	-1.744
EPDR1	-0.869
MUSK	0.3325
