Hybridization REF	TCGA-B6-A0X0-01A-21R-A115-07
MMP16	-0.11675
DRD3	0.023
C5orf26	0.0935
C11orf73	-0.299625
PTP4A2	0.583125
OR4M2	-0.3335
HPCA	-0.1765
SEC14L1	-1.0645
CHFR	-0.334
EMILIN1	0.50725
NDUFS4	-0.3135
COL18A1	-0.25025
PDZD3	-0.0799
C9orf16	0.761
ERBB2IP	-0.1095
EMX2	2.0255
FUS	-0.50125
TF	-3.8234
CLCN4	-1.13766666666667
CXorf56	-0.05375
C11orf72	0.13125
ELAC2	-0.138916666666667
NPR1	-0.734
ASS1	-0.454
USP42	-0.11925
POLR2J	-0.294
SEC23IP	0.803166666666667
UQCRC1	0.11775
LOC729603	-0.443
C1orf71	-0.136625
POLG	-1.994
ADAM23	-3.75425
TFR2	-0.44725
RICTOR	-1.27477777777778
MGC39606	-0.12575
C19orf55	-0.11975
SNAPC1	-1.636
GNA11	0.862
CCDC52	-0.229166666666667
FSIP1	5.634
UPF3A	-0.217875
IGSF11	-2.854
LAGE3	-0.22075
CHST6	-2.843
UNC13B	0.58475
TTLL4	-0.580375
ZNF687	0.3925
SDC2	-1.2191
COX7A2	-0.42125
LAMB4	0.2535
FAM24A	-0.363
LRRTM3	-0.6025
GPHB5	0.70175
OR4C13	-0.4835
EIF3EIP	0.809928571428571
HABP4	-1.0955
TMEM125	3.81
CNTN2	0.497875
ASNSD1	-0.17125
FUT4	-0.295125
ACF	-3.38575
LOC158381	0.2
CDH8	0.54125
AGPS	0.956666666666667
C4orf18	3.612
PECI	-0.0571666666666667
UNG	-0.67675
GSTP1	-0.147
DCUN1D5	-0.9205
DKFZP564J0863	-0.87075
SLC9A3R1	0.427125
BCDO2	-0.18875
CHMP7	-0.5365
REM2	0.5095
DNHD1	-0.880375
FKBP4	-0.348
ZNF350	1.43325
MGC11102	-0.00775000000000001
BST1	0.62125
KISS1R	2.397
NCR2	0.6225
DEFB125	1.454
UBE2W	0.440375
KRT15	-0.540625
C10orf99	0.2455
SCN11A	0.228428571428571
GFI1	-3.0205
RDHE2	3.39116666666667
FHL1	-2.58116666666667
OSGEP	-0.524666666666667
GATA1	-3.404
SMC6	-0.8525
TTTY14	-1.3425
LPIN3	-0.111
RPL4	0.4173
RBPMS	-0.59
PRPF3	0.224833333333333
EMR1	-2.813
SPATA19	-0.013
XCR1	0.2
IRX3	2.5267
RBM6	-0.804
KLF4	1.135
UNC5CL	0.1155
SEBOX	0.0795
BTK	-2.02925
KRCC1	1.18125
C6orf27	0.777
SYTL5	-0.6115
PRND	2.18385714285714
LOC653319	-1.897
PIGL	-1.843
HUS1	-0.268333333333333
SFRS6	0.115
C17orf77	0.999
UIMC1	-0.828
FXYD2	-1.9698
LOC283152	2.82475
ZNF667	0.144
ZCCHC12	-1.19833333333333
TFEC	1.2335
ATP7B	2.31033333333333
POLD2	-0.340333333333333
RG9MTD1	-0.057
ACOT2	0.245166666666667
HIST1H4I	-1.177
PPARGC1A	-2.0249
ETFA	-1.8406
POLRMT	0.278
ZNF146	0.060625
MIA2	-1.0015
KLHL6	-2.05633333333333
HOXB5	3.097625
NENF	0.8915
CUGBP1	0.352
PRSS22	1.25066666666667
CASC4	0.977
CUL4B	-0.1505
CENPJ	-1.5516
PITX1	0.610666666666667
FLJ31033	-0.330833333333333
CELSR3	-1.05233333333333
ZNF568	1.06775
ITSN1	-0.342583333333333
EHBP1L1	-0.279666666666667
C19orf2	-0.486
DCTN1	0.84175
LIN28B	-5.4624
TNKS2	0.38575
C1QBP	-0.209875
CADPS2	2.219
SRMS	-0.10575
GJA9	0.462666666666667
MGC24975	-0.2895
TRIM45	0.504833333333333
TSP50	0.531
TCP1	-1.28725
TMED7	0.00659999999999999
CMA1	-0.469
CENPL	-0.758166666666667
PTCRA	0.101
FST	-3.6705
VWCE	-4.0955
PAWR	-0.013
ABCC12	0.855666666666667
LDLR	-0.4749
ASTN2	0.8035
LOC441212	-0.873
GPATCH8	0.19425
TANC2	0.0795833333333333
KIF4A	-2.37725
C18orf18	-1.76425
PGM1	-1.421
KIAA0258	0.2025
CPD	1.01525
SNCAIP	-1.5025
DCT	-4.51783333333333
HLA-DOA	2.35245454545454
OR11L1	0.702
UPK1B	-0.367666666666667
DNAJB4	-1.566625
UGT1A8	-0.3165
HIST1H4L	-0.8085
PECR	-2.51233333333333
HSPA2	3.438
WFIKKN1	-1.6115
SERP1	0.45975
SYDE2	1.09425
TACR2	1.6615
NUP85	-0.799
CD177	-0.806833333333333
LGR5	-2.239
PIGG	0.146833333333333
PTHR1	-2.30783333333333
RAB5A	-0.2314
FLJ13224	0.0455
USP9Y	-1.68583333333333
C7orf53	-1.782
LRP1B	-0.78075
XAF1	0.2814
ABCG8	0.9045
ANKDD1A	-0.952833333333333
DAND5	-1.517
SPAG6	5.30233333333333
LINCR	-0.60275
ZDHHC22	-1.211125
CCDC60	-0.042
THOC7	-0.830166666666667
TCTA	1.2818
OR8K3	0.57725
NY-REN-7	-0.834666666666667
B2M	0.0803333333333333
C6orf141	-0.875125
LPPR4	0.67175
SQLE	-1.149375
SEPHS1	-0.57025
BTBD14B	0.761571428571428
PLRG1	-0.50475
SPG7	-0.8120625
ZNF614	-0.44
PARD6G	1.019
INPP5B	-0.0751
GRPEL2	-0.285125
PPID	-0.8167
TRIM56	-0.13475
UBE2J1	-0.606625
IL20RA	6.69075
LOC387856	-0.62075
C1orf107	1.5925
UTS2R	2.455
C19orf22	0.9805
SAFB2	0.1025
KIAA0652	0.91775
KLRG1	-0.9945
MS4A8B	1.33316666666667
FRAG1	1.02425
KIAA1546	0.418
E2F4	-1.5021
CLEC4M	-0.124833333333333
BTBD14A	-1.77975
KIAA0999	2.4431
GYPA	-3.79625
TAC1	1.333
TRAIP	-1.47966666666667
KIAA0232	0.4859
ERCC8	-0.967875
GPX4	0.705875
KIAA0368	-0.20725
GPR157	0.11
CTAGE4	2.3
C9orf30	-1.3965
OR52A1	0.1075
HSP90B3P	-0.7425
ALG9	0.0595
BTBD10	0.59975
SDK2	0.137
BAIAP3	1.11225
RABGGTB	-0.683
ANKRD40	-0.501
KRT74	0.248
CALCOCO2	-0.234142857142857
SNCA	-4.13425
TMSL8	-3.309625
C2orf53	0.322
ESRRB	-0.7435
ARHGAP26	-0.39725
TDRD9	-3.62
HRAS	0.5155
KLRC4	-1.511
JAGN1	-0.525166666666667
BSDC1	0.2585
RNF43	-0.5006
NDUFAF1	0.2675
PHF12	0.54
OR1L3	0.31325
FOLR2	0.742916666666667
LYZL6	0.357
tcag7.1260	-2.7645
WSB1	-1.93666666666667
PROS1	-1.1863
OSTN	0.15
PSMB8	0.5975
SOCS4	-0.390125
DDIT4L	0.15075
MAS1	-0.2695
MGC34796	1.5565
CSHL1	0.4965
TBCCD1	0.393166666666667
ZBTB7C	0.566
AP2S1	-0.82425
P15RS	-0.0755
VAT1	-0.831
SHANK3	1.14883333333333
TUFM	0.358166666666667
THEG	-0.0205
KRT34	-2.341
SGSM3	0.486
TOMM22	-0.50225
SOCS3	0.263333333333333
CPO	1.378
POP4	-0.01
BHLHB3	1.21325
MALL	0.3245
OR1B1	1.2795
PARK2	0.706
GPR124	-0.17275
LCE1E	0.791
RUVBL2	0.0495
CGRRF1	0.3057
ACPL2	1.59575
WNT10B	-2.17
BAIAP2L2	-1.362375
ISCA1	-0.0075
C1orf125	-0.22575
RPAP1	-0.8285
RAI16	0.321166666666667
RPL27	0.0215
NLRP9	0.427
EPN1	0.6825
LOC388610	-0.789875
SLC35A1	0.3326
GAL	-3.44425
SLC14A2	0.11025
RDH11	-0.270666666666667
FAM138F	0.8235
AUH	0.35075
FLJ40243	-0.665
C14orf129	0.492666666666667
MBD2	-0.501166666666667
ABHD14B	0.722
PIGT	-0.26975
ALS2CR4	-0.74425
ALAS1	-0.2131
FOXO1	0.504166666666667
CRLF3	-1.144375
C20orf107	-1.914
FARS2	0.96425
CCDC28A	0.951
NPHP3	-1.1845
OR13F1	0.4175
TSEN54	-0.258
DEFB106B	-0.535625
OR8B4	0.656
STH	2.10975
ZC3H14	-0.502125
CBX2	-1.2905
TMEM49	-1.99575
C6orf21	0.5935
FLJ20920	2.218125
CRTAP	-0.3665
DDX50	-0.0695
STYXL1	-0.214
BLVRB	-1.38983333333333
LOC147650	-0.640666666666667
MMP24	-0.32925
GRID1	0.992333333333333
BANF1	0.273333333333333
CTAGEP	0.6215
HMBS	-1.1355
SLC25A24	-0.167166666666667
C14orf50	2.281
MRO	-1.48516666666667
SLC25A15	0.24025
FAM84B	1.2083
TDP1	-0.355
C16orf78	0.0821666666666667
C11orf57	0.5785
RFK	-0.9205
ZFYVE9	0.241
STCH	-1.3445
WIBG	0.52475
LOC283871	-0.454
GBA2	0.1381
NDUFB3	-0.52075
HSD17B13	-0.1175
GRIN3A	1.13566666666667
FMNL1	-0.931666666666667
SEPT7	-1.3112
GNLY	1.25
GRAMD1C	1.06616666666667
ZNF165	0.14325
USP38	0.33375
FAM83A	-2.45933333333333
C14orf24	0.274333333333333
ARMCX3	1.166
ARHGDIB	0.380666666666667
AK1	-0.220125
KIAA1045	-0.0226666666666667
DNAJB13	-0.00349999999999997
NEU2	1.1755
HIST1H4B	-0.957666666666667
FAM20B	-0.0079
HES2	1.20657142857143
FAM73B	-0.2568
LOC388381	-0.58275
INTS7	0.226818181818182
AMPH	3.32025
ZNF775	0.581375
UCKL1	-0.405333333333333
C10orf97	-0.631
C1orf161	0.33625
ALDH1L1	-1.20625
FLJ39378	0.08425
SLC23A1	-1.425
RBM4B	0.8105
THAP4	0.737
OGFRL1	0.828
KIAA0831	0.687125
PPP1R15A	-0.416166666666667
C1orf96	0.453428571428571
C12orf11	-0.99375
BMF	0.147625
MAN1A1	-0.54175
KIAA1600	0.364666666666667
NLGN4X	-1.3825
ALOX12	-0.355333333333333
RB1CC1	0.0899
NEIL2	0.5053
EIF4E	-0.394136363636364
ABHD5	0.1465
EXOC4	0.197
CIP29	-0.506
BATF2	-0.9795
SLC29A4	-0.545875
HTR4	0.121
EMB	0.51925
TRAF6	1.21075
LMNB1	-3.094
FAM19A5	-1.382375
SHE	1.475
PIK3C2B	0.723
C15orf15	-0.0265
USP15	-0.8138
TCEAL2	0.1395
C5orf39	-2.24
PTGER2	-2.4125
SLC31A1	-0.6719375
IFT172	0.5535
ADAM29	0.2975
GFOD1	-0.67225
ST7L	0.960833333333333
C15orf26	-3.01875
PKN3	-1.115
CNTD1	3.1745
COMMD1	0.298375
NTRK2	3.08566666666667
FOXN3	-1.20775
MFGE8	0.4614
PFKFB2	0.631333333333333
TAS2R4	-0.78775
ENTHD1	-0.809
PRMT5	-0.353875
MGC16384	-1.45975
LOC442229	-0.64525
TSKU	0.534
KRTCAP3	3.10725
PDLIM1	2.5553
KCNS2	-0.04875
RNF126	-0.293
CEP63	0.05675
CLIC4	-0.069125
hCG_1990170	-0.9285
ACR	1.0873
KLK7	2.9575
ALOX5AP	2.00875
RIPK3	4.272
TAS2R9	0.81
C19orf18	0.332
BIRC6	-0.0697857142857143
ZNF16	1.052
RFT1	-0.38675
SLC8A2	-0.0725
TACC1	0.462375
ITGAD	0.77
SAMHD1	-0.04275
SH3PXD2B	0.6573
EPC2	1.1825
C20orf85	0.66225
ATP13A2	1.19366666666667
KRT4	0.392875
CAPNS1	0.93925
MDM2	-0.620833333333333
PCDH20	4.51575
KCNK9	0.617
OR2C1	-0.5035
KLHDC3	0.199333333333333
IPPK	-0.052
EFHD2	-0.468125
GALR3	2.49075
NBEA	1.32016666666667
ABCA6	1.606
CLDN3	1.33583333333333
AKT2	0.398142857142857
EGFR	-2.7068
RBM16	0.369
ZDHHC3	0.436
SLC25A4	-1.05933333333333
CYB5B	-2.27066666666667
CPXM1	-0.62425
NDRG1	-2.38992307692308
FLJ43826	-0.03925
OR5L2	0.0788333333333333
FARP2	0.5069
MRPL46	-0.589083333333333
LDHAL6B	0.247
MAPKAPK3	0.192
NCAM2	2.07275
PRKD2	0.780333333333333
ZFP36L1	0.5494
CYSLTR1	1.6725
OR4C3	0.17525
HIST1H2AJ	0.725
CCNB2	-2.79211111111111
ZNF10	-0.183625
TMEM175	1.6285
FAM134A	0.984
TIGD4	-0.008
PCNP	-0.59925
MGC39715	-0.062
LQK1	-2.75625
CREB1	0.0416
TMPRSS3	1.2565
C4orf32	1.38425
LAT	-2.25358333333333
KCNA3	-1.622
SKIV2L2	-0.46725
ROPN1B	-2.3985
tcag7.23	0.694
CDT1	-2.9515
ZHX2	0.9715
CD28	-4.5455
ZNF624	1.07575
SEPT2	-0.353916666666667
SOHLH2	-1.356125
MCOLN3	-1.216875
UNQ1945	0.6475
MASP2	-1.5925
ZNRF3	-0.3306
GPATCH3	0.11425
AGL	1.46175
QRICH2	-0.0555
PSD4	1.51366666666667
CCNB1IP1	-1.033
ENPP7	0.02675
OBFC1	0.09825
KCNG3	-2.08566666666667
C14orf79	1.39958333333333
ENPEP	1.15366666666667
SCT	0.6955
SKI	1.10075
SEC61G	-0.85975
CAPN11	0.68525
ATXN7L3	0.3925
DBNDD1	0.234166666666667
FAIM	0.5845
ANKRD36	-1.193
GABRP	2.16833333333333
TACSTD2	1.775
EIF3J	0.0325
PPP2R2A	-1.42075
TEKT4	0.138
PVALB	-3.48533333333333
F10	-3.11683333333333
FAM134C	1.0977
COMP	4.292
EFCBP1	-3.05806666666667
SCLT1	0.385
TAL1	-1.63
ACSL1	-1.99925
ABCC5	-0.400166666666667
ABL1	-0.109277777777778
RBBP7	-0.226083333333333
PTPRG	-1.2315
NCOR1	0.2445
SPINK4	-0.4255
TXNRD1	-2.9721
TNRC15	0.652125
C9orf138	0.371375
UBE2H	0.458666666666667
BRDT	-0.163666666666667
C8orf31	-0.13725
CCNE2	-2.204
SLC6A8	-1.251875
CALCR	-4.9075
PPP1CB	0.0598333333333333
ABHD8	0.42625
ARF5	0.2364
SLC24A4	0.26975
CCT3	0.43125
ZNF121	0.312625
SLC3A2	-1.4321
OR13A1	0.721
SLC5A10	0.3915
RAD50	0.129875
IER5	1.116375
MTHFD1L	-3.03375
MBTPS2	-0.05075
MVK	-0.190375
NCL	-0.5502
PSMD10	-0.8085
MOBP	0.57975
FLJ32894	1.3585
HRH1	-0.390166666666667
C5orf30	1.126
NUDT16L1	1.0974
RASGRP3	2.59666666666667
PRKRIP1	-0.5424
CCDC75	-0.01325
LOC253970	0.29175
KIAA1239	0.115
MED21	-0.416
SYT11	-0.416916666666667
NTSR2	-0.376
EGFL11	-0.3465
CXorf59	-0.156
OR2A25	0.41675
SPTBN2	-0.51975
LRMP	-1.85483333333333
RNF111	0.23925
PTH	0.2785
LOC619208	0.171666666666667
KIAA0895	0.65025
RANBP5	-0.063375
P2RY10	-0.387
NME5	4.82016666666667
DDX21	-0.82275
LRSAM1	0.6405
HDAC11	1.83633333333333
VMO1	0.63875
NOLA2	-0.087
ADAR	1.09325
MTO1	-0.8695
SF4	0.772833333333333
P2RX1	-0.112333333333333
HBM	0.10225
EN2	2.4385
C14orf172	0.52
TM9SF2	-0.0283
INHBE	-0.565
TCTE3	-0.0635
TOX2	-2.769
CTAGE3	0.64175
HBB	3.0897
MED15	-0.213666666666667
CASR	-0.49675
C6orf66	-0.829666666666667
MTPN	-0.455875
UNC50	-0.42475
C21orf33	0.10325
IRF2	0.5745
PGR	3.16966666666667
GPR84	0.95925
CROCCL1	-2.002
SRPX	-3.12175
BRE	0.338166666666667
FGF10	5.36975
SDC3	-1.074
ZRSR1	0.607666666666667
DKFZP434P211	-0.174625
SOX6	0.9715
RPUSD2	-0.18025
C14orf173	-0.00183333333333329
MAPK11	-0.0343333333333333
TBC1D22A	0.867
FAM123A	-1.086
COL4A6	-0.366
TOMM70A	-0.1755
NAB1	-0.163375
MGC16385	-0.802625
TSPAN18	-0.429166666666667
MED31	-0.4115
PLG	-0.2245
CAPSL	1.2085
ZNF532	0.2246
ASB14	-0.61925
CA8	1.82325
NUDT16P	2.46033333333333
SLFN11	-0.956
LRRIQ2	-0.160375
NOL7	-0.624
BRMS1L	-1.229875
JARID1A	0.270166666666667
PANK2	-0.95925
ICAM3	-0.53925
MDS1	-1.24033333333333
TAF8	-0.2525
RNF139	0.63725
ZNF594	-0.0231666666666667
ADAM8	2.68575
SFTPC	-0.045375
MAN2B2	1.507375
RGS12	0.8488125
EIF1AY	-4.49636363636364
LRRIQ1	0.863166666666667
GPR150	2.5955
CCDC21	-0.881166666666667
PRRG3	-0.244
SAA4	-4.05375
RAPGEF5	1.6435
ZCCHC2	-0.0622499999999999
MGC39372	0.9865
PPP4R2	-0.321
CDCA2	-2.82383333333333
OR4D5	0.0811666666666667
PTGFRN	0.5048
SIGLEC5	0.838
C19orf61	0.330333333333333
NMUR2	1.257
KIAA1586	-1.0485
DAGLA	0.7185
CHCHD6	-0.43975
GPR32	0.099
NEUROD6	0.2178
SLC2A4RG	0.1915625
CA5B	-0.5875
FBXL3	1.7375
MPHOSPH9	-1.88525
HMG2L1	0.26125
HCN4	1.317
CEACAM19	-0.04425
SH2D4B	0.4395
HFE2	-0.2215
TGM4	-0.1555
LYPD2	0.19425
TBC1D15	-0.0795
MRPS21	0.6808
NONO	-0.4187
CLEC5A	0.976875
ITCH	-0.5003
MGAT3	-1.73466666666667
MBP	-0.276125
RPP25	-0.28775
SOSTDC1	0.33775
HRC	-1.39425
TRIM48	0.393
TMEM133	0.88975
ECEL1P2	-1.62325
HOXC11	-0.174
DOK5	-1.39275
HELZ	-0.265166666666667
LOC348180	-1.018
MGC33894	0.1255
ADRB3	0.327
DMD	-0.484
PTRH2	-0.227
MPEG1	2.2895
NDUFA12	-0.33
KRTAP2-4	0.416916666666667
STAMBPL1	-1.53666666666667
ADCY2	-0.168333333333333
UNQ6125	0.476
KLHL20	-0.00599999999999999
SRM	0.013
OTC	-0.10825
TMIE	-0.0955
SNX8	-0.2225
LIPK	0.4225
CHURC1	-0.0961666666666667
KLC2	0.595
HDAC1	-0.5105
FAM128A	0.794166666666667
FNDC3B	-0.2659
MTCP1	-0.499833333333333
WFDC10B	-0.0547777777777777
PCDHGB3	0.135
ATRNL1	-2.80088888888889
CAV2	-1.383625
MED26	0.166
DUS1L	0.721
CHRM3	-1.986125
NEK9	0.3945
WARS2	0.56475
TBX22	0.906
TOMM40	-0.47325
RP6-213H19.1	-1.63983333333333
TUBGCP5	-0.4575
IGSF6	3.788
TPPP	-0.196333333333333
UNQ6190	0.8295
GSTM5	1.595
BTD	1.23083333333333
PDCD1LG2	-0.6405
SNRPB2	-0.7655
ERICH1	-0.716
APOA4	-1.4035
HOXA11	-1.7655
NARG1	-0.9865
MKX	1.76
RAB28	-0.930214285714286
PKP3	1.80575
SH3GL2	-1.25025
CTSO	3.1695
RPN2	-0.098375
IL28RA	-1.11266666666667
SFMBT1	0.02825
WDR57	-1.253625
FER1L3	0.579083333333333
HSF5	0.0903333333333333
TTC9B	-0.14225
C4BPA	-3.3505
ALB	-4.91715384615385
SORBS3	-0.000625000000000014
UPF2	-0.36
JPH1	-1.1485
AGBL2	-0.45025
DOPEY1	0.726
TERF1	-0.119833333333333
KIF22	-0.422833333333333
NINJ1	1.73025
SEC61A2	-1.11825
HIST1H1D	-1.082
SFXN4	0.175625
UCP3	0.5213
ZNF703	1.465
MYL6B	-0.82525
TREM1	0.1595
OR52E6	-0.0525
CKMT2	0.8325
HLA-C	0.922875
SLC13A3	-2.08366666666667
TIMP4	-0.84575
SLIT2	1.602
RSF1	0.526055555555555
LONRF1	-0.800857142857143
MON1A	0.199833333333333
CACNG6	-1.16683333333333
DPPA4	-5.92533333333333
ZSWIM3	-0.17325
ZNF804A	0.0715
CCIN	0.25375
SLC25A31	0.44975
KCNMB4	-1.8255
RABL5	0.786875
GALNS	-0.6145
STX6	1.270125
HIST1H1C	-3.20916666666667
CIDEB	1.132625
CASP4	0.522166666666667
PDK3	0.3656
KCNJ11	2.9955
TPR	0.0565
ZSCAN20	-0.8975
MTX2	-0.3545
HIST1H2BH	-0.61025
LOC283767	-0.9625
LYRM7	-1.17655555555556
BRD3	0.656166666666667
HIST1H2BO	-0.4485
MAGEB10	0.511
SLC45A1	2.311
SERPINA3	2.8978
KIAA0143	0.898
KCNJ16	0.6382
KRT79	0.54
FABP2	-0.9985
NUT	-0.341333333333333
ZNF57	0.36175
FBXL4	0.047
CLEC9A	1.108
UGT8	-1.7735
BMP2K	-0.10625
MAPK4	-3.15575
SLC25A23	-0.2516
HINT1	-0.5149
KRTAP13-1	-0.0435
SFXN5	0.2106
CHCHD2	-0.516833333333333
FAM3D	0.6655
NDP	-1.840625
RHOBTB1	0.00800000000000001
SLC4A4	-1.64875
RPL38	0.4895
HTF9C	0.0315
AP2A2	1.161875
ZBTB46	0.01
MAP7D1	-0.13975
AOX1	-1.651
CYR61	-0.762833333333333
DTNA	0.4205
JRKL	-1.57525
TMOD3	-0.576
EEA1	-0.3376
ADCK5	-0.1805
IL1R1	-0.401166666666667
KLK3	0.599714285714286
HRSP12	-0.79475
KTN1	0.17
LOH11CR2A	1.8153
RELL2	-1.644
MAB21L1	0.83575
C20orf59	-0.374833333333333
PHKB	-0.408
ADAM2	-2.22633333333333
TBC1D8B	1.21616666666667
FAM13A1	-0.402375
LAPTM4B	-1.10575
LCN8	0.08
TMEM147	0.4835
SYT4	0.00816666666666668
XPO7	-1.3365
C9orf62	2.72925
GPR75	0.1515
TRIM5	0.78275
APOC1	-1.51916666666667
RNASE4	-0.557666666666667
PARD6B	-1.237625
ARID1A	0.803916666666667
TPD52L3	0.558
RRAGB	0.4245
RCN2	-0.748666666666667
HIST2H2BE	-0.5173125
STARD7	-0.40525
SHMT2	-0.918
KIAA1751	-0.3718
MLYCD	0.17425
LOC162632	-0.3621
UQCRH	-1.13875
RP11-217H1.1	0.0621875
SDHA	-1.01583333333333
NCLN	-0.3647
ZNF17	0.472
RCBTB2	-2.1935
VEGFB	-0.0629
RP4-747L4.3	0.139
COLQ	0.3215
MPN2	-0.838833333333333
DRG2	0.22025
KLRB1	4.44775
ALPK2	-3.727
DNASE2B	-0.09175
FLJ23834	-1.213
AXUD1	1.223
SAFB	0.1708
NSUN4	0.59925
RFX2	-0.163333333333333
MAPK8IP1	0.683333333333333
FANCD2	-1.46578571428571
ANKZF1	-1.05466666666667
C19orf50	-0.54125
DUSP8	2.546875
SENP5	-0.958125
NFKBIL2	-0.34375
LBR	-2.473875
IGFL1	1.1135
LZTS2	0.30625
IL2RG	-1.05175
CCDC51	-0.09775
KLF3	0.239375
ANKRD37	-1.99625
KCTD14	1.932
FZR1	0.587666666666667
SLC44A4	4.0975
ESPL1	-0.986
GMPR2	-0.2278
TBC1D19	-0.2795
ERGIC1	0.546
ERBB4	3.9349
TSPAN32	-0.0367499999999999
MAP4	0.694875
GPHN	-0.2015
SLC6A2	-0.20925
HIVEP1	0.61475
DFFB	-0.3629
EIF4EBP2	0.459
DMRT1	-0.64775
HSPB6	0.05875
IER2	-0.276666666666667
AIFM1	-0.49525
WWC2	-1.4092
MRPL4	-0.07175
FLJ21062	2.52133333333333
EPB41L4A	1.50541666666667
SH2D6	0.1435
TAF4B	-0.7995
GAL3ST3	0.3135
MALT1	-1.367
RTDR1	-0.27625
ARVCF	0.767375
MEX3B	-1.11533333333333
FBXO16	0.651
KIF7	-1.11075
C1QC	3.73266666666667
ZNF783	0.0925
ZNF85	0.305
MMP13	1.685
KIAA0329	0.065375
RTP3	-0.8935
ZBED3	-0.12975
CLGN	2.4265
SLC25A37	-1.555625
hCG_18290	0.31975
OR5AS1	-0.0715
SMARCC2	0.97075
FAM109A	0.526833333333333
CCDC12	-0.1155
USF2	1.0199
DEPDC7	-3.29375
C20orf24	-1.36866666666667
JMJD3	1.3925
DSP	2.35171428571429
SLIC1	0.305142857142857
FAM20A	-0.68575
IRF2BP2	0.4875
ZNF230	-0.2835
