Hybridization REF	TCGA-A8-A09X-01A-11R-A00Z-07
FUT4	0.498625
ACF	-3.25675
LOC158381	0.635
CDH8	0.2745
AGPS	-1.43433333333333
C4orf18	2.321375
PECI	0.783333333333333
UNG	0.36275
GSTP1	-1.692625
DCUN1D5	-1.25583333333333
DKFZP564J0863	-0.09275
SLC9A3R1	2.0685
BCDO2	-0.574125
CHMP7	0.3015
REM2	0.255
DNHD1	-0.53575
FKBP4	1.006625
ZNF350	1.18625
MGC11102	-0.0115
BST1	1.41125
KISS1R	0.795
NCR2	0.104
DEFB125	0.6975
UBE2W	1.101125
KRT15	0.170375
C10orf99	0.6015
SCN11A	-0.276285714285714
GFI1	-1.162
RDHE2	4.94283333333333
FHL1	-1.1085
OSGEP	0.187666666666667
GATA1	-3.01416666666667
SMC6	0.448
TTTY14	-1.35025
LPIN3	-1.11
RPL4	0.1418
RBPMS	-0.6457
PRPF3	-0.6925
EMR1	-1.722
SPATA19	0.17025
XCR1	-0.119
IRX3	1.4997
RBM6	-0.74275
KLF4	-0.8307
UNC5CL	-2.3705
SEBOX	0.087
BTK	0.6215
KRCC1	0.721
C6orf27	0.6035
SYTL5	-1.7695
PRND	2.364875
LOC653319	-1.49
PIGL	-0.675625
HUS1	0.275166666666667
SFRS6	-0.56375
C17orf77	2.8295
UIMC1	-0.564
FXYD2	-1.8474
LOC283152	-0.659
ZNF667	0.23675
ZCCHC12	-1.28633333333333
TFEC	4.1879
ATP7B	-0.190333333333333
POLD2	-0.766333333333333
RG9MTD1	0.02325
ACOT2	-0.2385
HIST1H4I	-0.601
PPARGC1A	-2.7773
ETFA	0.4156
POLRMT	-0.471
ZNF146	-0.287375
MIA2	-0.2945
KLHL6	0.948666666666667
HOXB5	1.334
NENF	0.089
CUGBP1	0.19275
PRSS22	1.95916666666667
CASC4	0.7662
CUL4B	0.2927
CENPJ	-1.287
PITX1	1.8755
FLJ31033	-0.221833333333333
CELSR3	-0.734833333333333
ZNF568	-1.0045
ITSN1	-0.32525
EHBP1L1	-0.409833333333333
C19orf2	-0.26775
DCTN1	0.04175
LIN28B	-3.23766666666667
TNKS2	-0.24525
C1QBP	-0.073125
CADPS2	1.53325
SRMS	1.26925
GJA9	0.308
MGC24975	0.0946666666666667
TRIM45	-2.61566666666667
TSP50	-0.6905
TCP1	-0.21075
TMED7	0.4553
CMA1	-1.054
CENPL	-0.132333333333333
PTCRA	0.646
FST	-3.35325
VWCE	-3.31125
PAWR	0.056
ABCC12	3.03416666666667
LDLR	-1.276
ASTN2	0.1542
LOC441212	-1.26475
GPATCH8	-0.1305
TANC2	-0.62525
KIF4A	-0.7385
C18orf18	-1.675
PGM1	-1.07525
KIAA0258	-0.606
CPD	-0.089375
SNCAIP	-0.89
DCT	-4.3585
HLA-DOA	3.59363636363636
OR11L1	0.6715
UPK1B	-0.7855
DNAJB4	-1.07475
UGT1A8	0.036
HIST1H4L	0.54
PECR	-2.3355
HSPA2	-0.368
WFIKKN1	0.0465
SERP1	0.264625
SYDE2	1.054
TACR2	0.1075
NUP85	-0.10525
CD177	3.00066666666667
LGR5	-2.0775
PIGG	0.333916666666667
PTHR1	-1.709
RAB5A	0.0961
FLJ13224	0.3495
USP9Y	-2.1355
C7orf53	-0.231
LRP1B	-1.86125
XAF1	2.6427
ABCG8	-0.3255
ANKDD1A	-0.323166666666667
DAND5	-2.596
SPAG6	-0.1148
LINCR	1.63525
ZDHHC22	-1.790125
CCDC60	0.01
THOC7	-1.54916666666667
TCTA	1.0188
OR8K3	-0.1435
NY-REN-7	-1.319
B2M	1.43416666666667
C6orf141	-2.384375
LPPR4	1.76225
SQLE	-1.882
SEPHS1	0.38325
BTBD14B	0.756785714285714
PLRG1	-0.588
SPG7	-0.64925
ZNF614	-0.836833333333333
PARD6G	0.155166666666667
INPP5B	-0.9615
GRPEL2	0.247125
PPID	-0.7864
TRIM56	-0.051
UBE2J1	-0.320625
IL20RA	2.5585
LOC387856	0.457666666666667
C1orf107	0.299583333333333
UTS2R	1.103
C19orf22	0.1065
SAFB2	0.205875
KIAA0652	0.19275
KLRG1	0.690833333333333
MS4A8B	-0.37
FRAG1	0.3385
KIAA1546	0.1855
E2F4	-0.6633
CLEC4M	0.2815
BTBD14A	-0.3695
KIAA0999	-0.5588
GYPA	-3.22333333333333
TAC1	-0.463222222222222
TRAIP	-1.44166666666667
KIAA0232	0.6008
ERCC8	-0.303875
GPX4	0.6375
KIAA0368	0.260875
GPR157	-0.585833333333333
CTAGE4	0.655
C9orf30	-0.716166666666667
OR52A1	-0.3905
HSP90B3P	0.0255
ALG9	-0.1288
BTBD10	-0.043
SDK2	-0.57725
BAIAP3	-1.34475
RABGGTB	-0.958625
ANKRD40	-0.777333333333333
KRT74	0.37
CALCOCO2	-0.386285714285714
SNCA	-2.96875
TMSL8	-1.494125
C2orf53	0.164
ESRRB	-0.38075
ARHGAP26	-0.110875
TDRD9	-2.69325
HRAS	0.054
KLRC4	-2.4455
JAGN1	-0.121833333333333
BSDC1	-0.38675
RNF43	-0.1099
NDUFAF1	0.1415
PHF12	-0.10675
OR1L3	0.13675
FOLR2	2.62075
LYZL6	0.277
tcag7.1260	-1.5935
WSB1	-1.64983333333333
PROS1	-0.749444444444444
OSTN	0.607
PSMB8	-0.0285
SOCS4	0.044375
DDIT4L	1.4335
MAS1	1.395
MGC34796	1.76925
CSHL1	0.412166666666667
TBCCD1	-0.176
ZBTB7C	0.3095
AP2S1	0.2015
P15RS	-0.6585
VAT1	-1.5194
SHANK3	1.2315
TUFM	0.168166666666667
THEG	-0.2805
KRT34	-2.135
SGSM3	1.324125
TOMM22	0.5425
SOCS3	0.0548333333333333
CPO	1.0395
POP4	0.45975
BHLHB3	0.34475
MALL	0.8575
OR1B1	1.132
PARK2	-0.00916666666666666
GPR124	0.498125
LCE1E	0.106
RUVBL2	-0.7285
CGRRF1	-0.3364
ACPL2	0.6855
WNT10B	0.015375
BAIAP2L2	-1.188875
ISCA1	0.209
C1orf125	1.642
RPAP1	-1.0865
RAI16	0.797833333333333
RPL27	-0.583375
NLRP9	1.1715
EPN1	0.12
LOC388610	-1.40775
SLC35A1	1.0456
GAL	-0.591
SLC14A2	0.24325
RDH11	-1.1375
FAM138F	0.5975
AUH	-0.32125
FLJ40243	-0.131
C14orf129	0.759
MBD2	0.7165
ABHD14B	0.899625
PIGT	-0.623375
ALS2CR4	-0.672625
ALAS1	-0.0441
FOXO1	1.1355
CRLF3	-0.811375
C20orf107	-0.3495
FARS2	0.84025
CCDC28A	-0.3865
NPHP3	-0.4765
OR13F1	-0.1685
TSEN54	0.196
DEFB106B	0.00833333333333333
OR8B4	-0.095
STH	-0.1555
ZC3H14	-0.41175
CBX2	-0.6545
TMEM49	-1.58125
C6orf21	0.427
FLJ20920	-0.49225
CRTAP	-0.224857142857143
DDX50	-0.12075
STYXL1	-0.18
BLVRB	0.759
LOC147650	-1.2405
MMP24	0.31875
GRID1	0.9694
BANF1	0.168333333333333
CTAGEP	0.8205
HMBS	-1.53875
SLC25A24	-0.712833333333333
C14orf50	-0.488
MRO	2.51633333333333
SLC25A15	-0.919
FAM84B	0.7705
TDP1	0.345
C16orf78	0.278833333333333
C11orf57	0.32825
RFK	-0.624125
ZFYVE9	0.605428571428571
STCH	-1.5216
WIBG	1.3965
LOC283871	-0.5065
GBA2	0.0137
NDUFB3	0.4875
HSD17B13	-0.74525
GRIN3A	2.4722
FMNL1	-0.143
SEPT7	-0.3491
GNLY	4.2715
GRAMD1C	-0.095
ZNF165	0.05925
USP38	0.74075
FAM83A	-2.99233333333333
C14orf24	0.86925
ARMCX3	-0.541125
ARHGDIB	1.2995
AK1	0.219
KIAA1045	0.041
DNAJB13	-0.7505
NEU2	0.0685
HIST1H4B	-0.2825
FAM20B	-0.2684
HES2	1.49592307692308
FAM73B	-0.2853
LOC388381	-0.64125
INTS7	-0.248636363636364
AMPH	0.764
ZNF775	-0.49025
UCKL1	-0.754833333333333
C10orf97	0.38225
C1orf161	-0.00324999999999998
ALDH1L1	-1.90675
FLJ39378	-0.053625
SLC23A1	-3.228
RBM4B	-0.11
THAP4	0.554
OGFRL1	0.5855
KIAA0831	-0.043875
PPP1R15A	-0.871166666666667
C1orf96	0.116642857142857
C12orf11	-1.47925
BMF	1.01175
MAN1A1	-1.24825
KIAA1600	0.497333333333333
NLGN4X	-0.83475
ALOX12	-1.4575
RB1CC1	-0.2217
NEIL2	0.8654
EIF4E	-0.174681818181818
ABHD5	0.247
EXOC4	0.285666666666667
CIP29	0.171666666666667
BATF2	1.3315
SLC29A4	-1.0645
HTR4	-0.07525
EMB	-0.52
TRAF6	0.82525
LMNB1	-0.4725
FAM19A5	-1.0315
SHE	2.00575
PIK3C2B	0.74725
C15orf15	-0.2641
USP15	0.8917
TCEAL2	-2.12925
C5orf39	-0.595
PTGER2	-0.65125
SLC31A1	0.991125
IFT172	-0.3635
ADAM29	-0.31175
GFOD1	2.096
ST7L	0.242333333333333
C15orf26	-1.91675
PKN3	-0.9125
CNTD1	2.85983333333333
COMMD1	0.4345
NTRK2	2.04758333333333
FOXN3	0.168375
MFGE8	-0.7167
PFKFB2	0.473666666666667
TAS2R4	0.0115
ENTHD1	0.801
PRMT5	-0.517
MGC16384	0.195875
LOC442229	0.19975
TSKU	1.33075
KRTCAP3	0.55975
PDLIM1	1.3109
KCNS2	0.556
RNF126	-0.0416666666666667
CEP63	0.522375
CLIC4	0.158875
hCG_1990170	-0.626
ACR	0.121555555555556
KLK7	-0.173666666666667
ALOX5AP	3.21425
RIPK3	4.23275
TAS2R9	0.0635
C19orf18	0.494
BIRC6	-0.186214285714286
ZNF16	0.584
RFT1	-0.499
SLC8A2	-1.134
TACC1	1.5715
ITGAD	2.08825
SAMHD1	1.758
SH3PXD2B	0.5683
EPC2	0.5075
C20orf85	2.506875
ATP13A2	0.265666666666667
KRT4	3.31175
CAPNS1	0.4675
MDM2	-0.00583333333333334
PCDH20	1.73675
KCNK9	0.572
OR2C1	-0.4885
KLHDC3	-0.559833333333333
IPPK	1.1655
EFHD2	0.194875
GALR3	1.289
NBEA	-0.1325
ABCA6	2.1858
CLDN3	2.3915
AKT2	-1.15942857142857
EGFR	-1.3575
RBM16	-0.0505
ZDHHC3	0.3637
SLC25A4	0.598333333333333
CYB5B	-1.27383333333333
CPXM1	-0.234
NDRG1	-0.266384615384615
FLJ43826	0.52
OR5L2	0.925166666666667
FARP2	0.2534
MRPL46	-0.0613333333333333
LDHAL6B	0.0845
MAPKAPK3	0.0863333333333333
NCAM2	-0.56925
PRKD2	0.163833333333333
ZFP36L1	0.5201
CYSLTR1	0.26075
OR4C3	0.1865
HIST1H2AJ	1.8705
CCNB2	-1.32266666666667
ZNF10	-0.045875
TMEM175	0.368
FAM134A	0.597333333333333
TIGD4	-2.457
PCNP	-0.6815
MGC39715	0.179
LQK1	-1.274
CREB1	0.1303
TMPRSS3	-3.00075
C4orf32	0.441375
LAT	-0.531083333333333
KCNA3	0.2905
SKIV2L2	-0.614
ROPN1B	-3.79633333333333
tcag7.23	-0.103
CDT1	-2.633625
ZHX2	0.439875
CD28	-1.67525
ZNF624	0.12825
SEPT2	0.174
SOHLH2	-2.137375
MCOLN3	-0.879625
UNQ1945	0.5165
MASP2	-1.976
ZNRF3	-0.0712
GPATCH3	-0.30325
AGL	-0.99475
QRICH2	-1.3725
PSD4	0.948
CCNB1IP1	-0.42
ENPP7	-0.55025
OBFC1	-0.0895
KCNG3	-1.37833333333333
C14orf79	0.533
ENPEP	1.91583333333333
SCT	2.0155
SKI	1.33625
SEC61G	-0.429
CAPN11	-0.266
ATXN7L3	-0.28475
DBNDD1	-0.540333333333333
FAIM	-0.371
ANKRD36	-0.1385
GABRP	-0.5002
TACSTD2	1.25233333333333
EIF3J	-0.06825
PPP2R2A	0.0835
TEKT4	-0.0738333333333333
PVALB	-3.22116666666667
F10	-2.518
FAM134C	0.5091
COMP	4.27375
EFCBP1	-2.765
SCLT1	0.4425
TAL1	-1.0735
ACSL1	1.00625
ABCC5	-0.442416666666667
ABL1	-0.480611111111111
RBBP7	-0.2705
PTPRG	-0.479125
NCOR1	-0.1283
SPINK4	-2.29216666666667
TXNRD1	-0.1301
TNRC15	1.059125
C9orf138	1.472875
UBE2H	0.125833333333333
BRDT	1.3442
C8orf31	0.00699999999999999
CCNE2	-0.829272727272727
SLC6A8	-1.607875
CALCR	-3.14125
PPP1CB	-0.0878333333333333
ABHD8	-1.3375
ARF5	0.8119
SLC24A4	0.85025
CCT3	-0.38225
ZNF121	0.27675
SLC3A2	-0.4667
OR13A1	0.34
SLC5A10	-0.62625
RAD50	0.30625
IER5	0.540875
MTHFD1L	-0.751875
MBTPS2	0.61225
MVK	1.292125
NCL	0.042
PSMD10	-0.339
MOBP	0.473875
FLJ32894	0.141
HRH1	0.570166666666667
C5orf30	1.157
NUDT16L1	0.4577
RASGRP3	4.96466666666667
PRKRIP1	-0.4087
CCDC75	0.407
LOC253970	1.3245
KIAA1239	0.43325
MED21	0.474
SYT11	0.78825
NTSR2	-0.3965
EGFL11	-0.4175
CXorf59	0.207
OR2A25	0.04625
SPTBN2	0.87475
LRMP	-0.78
RNF111	0.1205
PTH	-1.396
LOC619208	-0.537
KIAA0895	-0.39175
RANBP5	-0.699
P2RY10	2.23016666666667
NME5	-0.518166666666667
DDX21	-0.482
LRSAM1	0.314
HDAC11	-0.381333333333333
VMO1	2.0265
NOLA2	0.2105
ADAR	0.6935
MTO1	-0.605166666666667
SF4	0.182666666666667
P2RX1	0.104
HBM	-0.1875
EN2	1.118
C14orf172	0.24
TM9SF2	0.8208
INHBE	-1.36816666666667
TCTE3	0.501916666666667
TOX2	-1.94775
CTAGE3	0.59375
HBB	3.2419
MED15	-0.4605
CASR	0.82975
C6orf66	0.101833333333333
MTPN	0.53875
UNC50	-0.72075
C21orf33	0.455375
IRF2	0.37075
PGR	-2.36483333333333
GPR84	2.51025
CROCCL1	-2.5455
SRPX	-1.985
BRE	0.322166666666667
FGF10	0.43875
SDC3	-1.1345
ZRSR1	0.6905
DKFZP434P211	-0.03775
SOX6	0.405
RPUSD2	-0.01325
C14orf173	0.15225
MAPK11	0.366333333333333
TBC1D22A	0.9685
FAM123A	-1.593
COL4A6	-4.40216666666667
TOMM70A	0.23675
NAB1	-0.59675
MGC16385	-0.59675
TSPAN18	0.757166666666667
MED31	-0.288
PLG	-0.21375
CAPSL	2.3315
ZNF532	-0.3549
ASB14	1.19766666666667
CA8	-0.72775
NUDT16P	-0.170333333333333
SLFN11	-0.5615
LRRIQ2	-0.081125
NOL7	-0.641333333333333
BRMS1L	-0.634625
JARID1A	0.468666666666667
PANK2	-0.43
ICAM3	0.165
MDS1	-0.22425
TAF8	-1.1665
RNF139	0.06375
ZNF594	-1.0015
ADAM8	1.58025
SFTPC	0.240625
MAN2B2	0.77825
RGS12	0.2300625
EIF1AY	-4.3435
LRRIQ1	-1.12866666666667
GPR150	1.00175
CCDC21	-1.10983333333333
PRRG3	0.36025
SAA4	-3.79775
RAPGEF5	1.940625
ZCCHC2	0.37175
MGC39372	-0.7755
PPP4R2	-0.6015
CDCA2	-0.765333333333333
OR4D5	0.382
PTGFRN	1.4082
SIGLEC5	3.1
C19orf61	-0.135833333333333
NMUR2	-0.153
KIAA1586	-1.354
DAGLA	0.0136
CHCHD6	0.6785
GPR32	-0.847
NEUROD6	0.412
SLC2A4RG	0.2611875
CA5B	1.15025
FBXL3	1.23325
MPHOSPH9	-0.186
HMG2L1	0.429
HCN4	0.483666666666667
CEACAM19	0.814
SH2D4B	0.1765
HFE2	-0.4345
TGM4	0.123
LYPD2	0.03525
TBC1D15	0.46925
MRPS21	-0.0791
NONO	-0.5071
CLEC5A	0.744875
ITCH	-0.1832
MGAT3	-0.786666666666667
MBP	-0.42525
RPP25	1.0635
SOSTDC1	-4.0215
HRC	-1.63775
TRIM48	-0.086
TMEM133	-0.199
ECEL1P2	-1.63566666666667
HOXC11	-0.229
DOK5	0.2685
HELZ	0.0323333333333333
LOC348180	-0.7765
MGC33894	0.077
ADRB3	0.4375
DMD	-0.223916666666667
PTRH2	0.319
MPEG1	3.97166666666667
NDUFA12	0.9235
KRTAP2-4	0.0910833333333333
STAMBPL1	-0.978833333333333
ADCY2	2.95933333333333
UNQ6125	0.7875
KLHL20	0.0946666666666667
SRM	-1.07875
OTC	-0.46975
TMIE	-0.0695
SNX8	-0.0485
LIPK	1.2005
CHURC1	1.51225
KLC2	0.1685
HDAC1	-1.04
FAM128A	-0.6605
FNDC3B	0.406
MTCP1	-0.413
WFDC10B	-0.2223
PCDHGB3	-0.642
ATRNL1	-2.268
CAV2	-0.765625
MED26	0.207833333333333
DUS1L	1.46525
CHRM3	-1.782625
NEK9	0.2365
WARS2	0.34025
TBX22	-0.603
TOMM40	-0.20475
RP6-213H19.1	-1.54133333333333
TUBGCP5	-0.00125
IGSF6	5.613
TPPP	0.8395
UNQ6190	-0.193
GSTM5	-0.52475
BTD	0.389
PDCD1LG2	1.61616666666667
SNRPB2	-0.381166666666667
ERICH1	-0.01475
APOA4	-2.004
HOXA11	-0.9555
NARG1	-0.338125
MKX	-0.1975
RAB28	-0.589857142857143
PKP3	1.50825
SH3GL2	-1.4055
CTSO	2.6535
RPN2	0.14625
IL28RA	-0.238
SFMBT1	-0.67
WDR57	-1.491875
FER1L3	1.31858333333333
HSF5	-0.1535
TTC9B	-0.042
C4BPA	-4.78683333333333
ALB	-4.43475
SORBS3	-0.338375
UPF2	0.0185
JPH1	0.4975
AGBL2	-1.83775
DOPEY1	1.08
TERF1	-1.14716666666667
KIF22	-0.856666666666667
NINJ1	1.2095
SEC61A2	-0.592083333333333
HIST1H1D	-1.5675
SFXN4	-0.07775
UCP3	0.2714
ZNF703	0.0895
MYL6B	-2.089
TREM1	1.129
OR52E6	0.6655
CKMT2	0.83525
HLA-C	1.755
SLC13A3	-2.0905
TIMP4	-2.79425
SLIT2	2.358
RSF1	-0.293111111111111
LONRF1	-0.317571428571429
MON1A	0.0696666666666667
CACNG6	-2.30683333333333
DPPA4	-4.61283333333333
ZSWIM3	-0.28575
ZNF804A	0.405
CCIN	0.62675
SLC25A31	-0.2185
KCNMB4	0.26725
RABL5	-0.07575
GALNS	-0.8905
STX6	1.281625
HIST1H1C	-1.86716666666667
CIDEB	-0.80275
CASP4	0.21
PDK3	-0.6844
KCNJ11	1.208
TPR	-0.319125
ZSCAN20	-1.1655
MTX2	-0.364
HIST1H2BH	0.30925
LOC283767	2.29175
LYRM7	-0.508722222222222
BRD3	1.421
HIST1H2BO	0.31
MAGEB10	1.4825
SLC45A1	-0.096
SERPINA3	-2.48084210526316
KIAA0143	1.3405
KCNJ16	0.0255
KRT79	0.45525
FABP2	-1.215
NUT	0.326
ZNF57	-0.23
FBXL4	-0.5795
CLEC9A	0.951
UGT8	-2.13066666666667
BMP2K	1.09625
MAPK4	-3.4885
SLC25A23	-0.502
HINT1	0.4906
KRTAP13-1	0.393
SFXN5	-0.696
CHCHD2	0.36575
FAM3D	3.932
NDP	-4.26725
RHOBTB1	-0.488666666666667
SLC4A4	-1.10742857142857
RPL38	0.6395
HTF9C	-0.819
AP2A2	0.421625
ZBTB46	-0.514
MAP7D1	-0.2495
AOX1	-1.68066666666667
CYR61	-0.62675
DTNA	-0.0709285714285714
JRKL	-0.44575
TMOD3	-0.3255
EEA1	1.1271
ADCK5	-0.2405
IL1R1	2.1545
KLK3	0.782642857142857
HRSP12	-0.487
KTN1	1.08425
LOH11CR2A	1.0246
RELL2	-1.7335
MAB21L1	-0.0935
C20orf59	-1.326
PHKB	0.229
ADAM2	-1.41733333333333
TBC1D8B	0.848666666666667
FAM13A1	-0.535875
LAPTM4B	-1.12375
LCN8	0.2715
TMEM147	0.4365
SYT4	0.3965
XPO7	-0.102
C9orf62	1.194
GPR75	-0.974
TRIM5	0.22775
APOC1	1.97483333333333
RNASE4	1.13783333333333
PARD6B	-3.052875
ARID1A	-0.132833333333333
TPD52L3	0.522333333333333
RRAGB	0.0781666666666667
RCN2	-1.16516666666667
HIST2H2BE	-0.3573125
STARD7	0.42825
SHMT2	0.5035
KIAA1751	0.118
MLYCD	-0.028125
LOC162632	-1.0665
UQCRH	-1.13925
RP11-217H1.1	1.2946875
SDHA	0.317333333333333
NCLN	0.0494
ZNF17	0.604
RCBTB2	-1.531
VEGFB	-0.4295
RP4-747L4.3	0.426
COLQ	0.0112
MPN2	-0.396333333333333
DRG2	0.06775
KLRB1	6.18475
ALPK2	-1.22425
DNASE2B	3.17275
FLJ23834	-0.912166666666667
AXUD1	0.673666666666667
SAFB	-0.224
NSUN4	-0.459
RFX2	-0.6845
MAPK8IP1	-0.190666666666667
FANCD2	-0.0964285714285714
ANKZF1	-1.55883333333333
C19orf50	-0.571
DUSP8	1.356875
SENP5	0.069375
NFKBIL2	-0.141
LBR	-1.406625
IGFL1	2.67
LZTS2	-0.008375
IL2RG	0.8705
CCDC51	-0.66575
KLF3	-0.091625
ANKRD37	-1.75825
KCTD14	-2.10466666666667
FZR1	0.365
SLC44A4	4.1299
ESPL1	-0.4585
GMPR2	-0.0919
TBC1D19	-0.701666666666667
ERGIC1	0.789555555555556
ERBB4	-0.3965
TSPAN32	0.859916666666667
MAP4	0.23225
GPHN	0.0815
SLC6A2	-0.54725
HIVEP1	0.89275
DFFB	-0.2037
EIF4EBP2	1.217625
DMRT1	-0.161
HSPB6	-0.329
IER2	-0.931
AIFM1	0.26025
WWC2	0.412083333333333
MRPL4	0.198
FLJ21062	-0.0768333333333333
EPB41L4A	0.102454545454545
SH2D6	0.21075
TAF4B	-0.59975
GAL3ST3	-1
MALT1	-0.112833333333333
RTDR1	-0.4185
ARVCF	0.536
MEX3B	-1.394
FBXO16	0.79475
KIF7	-1.71125
C1QC	3.91516666666667
ZNF783	-0.259833333333333
ZNF85	-0.803
MMP13	3.059
KIAA0329	0.217125
RTP3	-1.664
ZBED3	0.057
CLGN	-2.012
SLC25A37	-0.860375
hCG_18290	0.232
OR5AS1	-0.133
SMARCC2	0.54975
FAM109A	-0.134333333333333
CCDC12	-0.79025
USF2	0.3339
DEPDC7	-2.33025
C20orf24	-0.210333333333333
JMJD3	0.1615
DSP	0.783785714285714
SLIC1	1.15675
FAM20A	1.603625
IRF2BP2	-0.631625
ZNF230	-1.2455
MSN	-0.490857142857143
SLC9A5	-1.718
EPDR1	-1.5182
MUSK	0.344333333333333
ZNF434	-0.242
SMARCD1	0.0125
ZFP106	0.0365
