Hybridization REF	TCGA-D8-A142-01A-11R-A115-07
SYDE2	0.53225
TACR2	0.555
NUP85	-0.41925
CD177	-0.0468333333333333
LGR5	-1.843
PIGG	-0.576416666666667
PTHR1	-1.46233333333333
RAB5A	0.1583
FLJ13224	-0.347
USP9Y	-2.4895
C7orf53	0.706
LRP1B	-0.769
XAF1	1.4437
ABCG8	-0.739
ANKDD1A	-0.278666666666667
DAND5	-1.331
SPAG6	2.9955
LINCR	2.207
ZDHHC22	-1.27
CCDC60	-0.1805
THOC7	-0.689166666666667
TCTA	1.3828
OR8K3	0.2715
NY-REN-7	-0.6245
B2M	1.15133333333333
C6orf141	-0.535
LPPR4	1.745
SQLE	0.3375
SEPHS1	0.19225
BTBD14B	0.0691428571428572
PLRG1	-0.36925
SPG7	-0.3733125
ZNF614	-0.249666666666667
PARD6G	0.652166666666667
INPP5B	0.1991
GRPEL2	-0.910625
PPID	-0.3201
TRIM56	-0.9795
UBE2J1	0.813125
IL20RA	1.7085
LOC387856	0.88225
C1orf107	1.04783333333333
UTS2R	0.1525
C19orf22	0.82975
SAFB2	-0.59675
KIAA0652	0.80475
KLRG1	-0.585333333333333
MS4A8B	-0.0955
FRAG1	0.055
KIAA1546	0.9
E2F4	-1.2353
CLEC4M	-0.0873333333333333
BTBD14A	0.23075
KIAA0999	0.8738
GYPA	-3.52816666666667
TAC1	0.9609
TRAIP	-1.16583333333333
KIAA0232	0.1488
ERCC8	-1.058875
GPX4	0.4755
KIAA0368	-0.001375
GPR157	-1.42716666666667
CTAGE4	0.6685
C9orf30	-0.96
OR52A1	-0.0755
HSP90B3P	0.2005
ALG9	-0.0343
BTBD10	0.46025
SDK2	0.34675
BAIAP3	0.19275
RABGGTB	-1.4585
ANKRD40	0.392666666666667
KRT74	0.198
CALCOCO2	0.459285714285714
SNCA	-3.113
TMSL8	-1.480375
C2orf53	0.3335
ESRRB	-0.218
ARHGAP26	-0.697125
TDRD9	-2.8385
HRAS	-0.3015
KLRC4	-1.7715
JAGN1	-0.753666666666667
BSDC1	-0.124
RNF43	-0.7357
NDUFAF1	-0.66075
PHF12	0.30025
OR1L3	0.03725
FOLR2	1.89991666666667
LYZL6	0.211833333333333
tcag7.1260	0.383
WSB1	-1.13
PROS1	-0.5827
OSTN	0.6425
PSMB8	-0.80675
SOCS4	-0.48475
DDIT4L	2.5375
MAS1	-0.5435
MGC34796	-0.732
CSHL1	0.237666666666667
TBCCD1	0.6065
ZBTB7C	-0.0705
AP2S1	-0.163125
P15RS	-0.2161
VAT1	0.8306
SHANK3	1.23583333333333
TUFM	-0.4165
THEG	-0.3145
KRT34	1.9025
SGSM3	1.075375
TOMM22	0.384625
SOCS3	1.13433333333333
CPO	0.013
POP4	0.404
BHLHB3	1.279
MALL	4.05925
OR1B1	0.305
PARK2	0.790166666666667
GPR124	1.28325
LCE1E	0.2295
RUVBL2	-0.76425
CGRRF1	0.2041
ACPL2	0.60575
WNT10B	-1.83025
BAIAP2L2	-2.551625
ISCA1	-0.0835
C1orf125	0.026875
RPAP1	-1.27775
RAI16	-0.329
RPL27	-0.479375
NLRP9	0.346
EPN1	0.671
LOC388610	0.023625
SLC35A1	1.3889
GAL	-4.406
SLC14A2	0.086
RDH11	-1.35866666666667
FAM138F	-0.2885
AUH	-0.48275
FLJ40243	0.3625
C14orf129	0.105666666666667
MBD2	-0.0534999999999999
ABHD14B	0.629125
PIGT	1.074875
ALS2CR4	-0.252375
ALAS1	0.8855
FOXO1	1.59816666666667
CRLF3	-0.015625
C20orf107	-0.396
FARS2	0.32
CCDC28A	0.114
NPHP3	-0.529
OR13F1	0.484
TSEN54	-0.23325
DEFB106B	0.2456
OR8B4	0.196
STH	0.6735
ZC3H14	-0.714125
CBX2	-0.333
TMEM49	-0.8205
C6orf21	0.318
FLJ20920	0.096625
CRTAP	0.0786428571428571
DDX50	-0.46725
STYXL1	-0.09925
BLVRB	-0.805666666666667
LOC147650	-0.7545
MMP24	0.581
GRID1	2.31216666666667
BANF1	0.181833333333333
CTAGEP	-0.322
HMBS	-1.6095
SLC25A24	0.0901666666666667
C14orf50	0.057
MRO	1.18916666666667
SLC25A15	-0.071
FAM84B	1.3806
TDP1	-0.3905
C16orf78	0.197
C11orf57	0.445125
RFK	-0.056875
ZFYVE9	-0.630875
STCH	-0.2822
WIBG	-0.40175
LOC283871	0.0238333333333333
GBA2	0.0778
NDUFB3	-0.49625
HSD17B13	-0.6355
GRIN3A	1.52316666666667
FMNL1	-0.178166666666667
SEPT7	-0.2413
GNLY	2.119
GRAMD1C	0.285833333333333
ZNF165	-0.48975
USP38	0.3345
FAM83A	-3.43983333333333
C14orf24	0.4355
ARMCX3	1.70325
ARHGDIB	0.765666666666667
AK1	-0.0515
KIAA1045	0.000500000000000028
DNAJB13	-0.168833333333333
NEU2	-0.0295
HIST1H4B	-1.11216666666667
FAM20B	0.2273
HES2	-0.0417857142857143
FAM73B	-0.5292
LOC388381	0.10275
INTS7	-0.203272727272727
AMPH	1.159
ZNF775	-0.338125
UCKL1	-0.0183333333333333
C10orf97	0.8375
C1orf161	-0.25825
ALDH1L1	-1.73675
FLJ39378	0.391625
SLC23A1	-1.916
RBM4B	0.01125
THAP4	-0.338
OGFRL1	1.905
KIAA0831	-0.34925
PPP1R15A	0.3975
C1orf96	0.747285714285714
C12orf11	-1.3025
BMF	1.6675
MAN1A1	-0.459375
KIAA1600	0.456833333333333
NLGN4X	-0.1125
ALOX12	-1.41416666666667
RB1CC1	0.941
NEIL2	0.1788
EIF4E	-0.121272727272727
ABHD5	0.291
EXOC4	0.488
CIP29	0.175833333333333
BATF2	0.061
SLC29A4	0.727625
HTR4	0.8925
EMB	-1.154
TRAF6	1.08
LMNB1	-3.425
FAM19A5	-0.5945
SHE	1.91925
PIK3C2B	0.729
C15orf15	-0.7035
USP15	-0.0892
TCEAL2	0.31875
C5orf39	0.2715
PTGER2	-0.089
SLC31A1	-0.0060625
IFT172	0.54575
ADAM29	0.277
GFOD1	1.92375
ST7L	0.101
C15orf26	-3.73675
PKN3	-0.9335
CNTD1	0.827666666666667
COMMD1	1.242875
NTRK2	1.97841666666667
FOXN3	0.48475
MFGE8	1.7825
PFKFB2	0.3275
TAS2R4	-0.159
ENTHD1	2.12
PRMT5	-1.028875
MGC16384	-0.95275
LOC442229	-0.03825
TSKU	0.681875
KRTCAP3	1.428125
PDLIM1	-0.9588
KCNS2	0.10975
RNF126	-0.633833333333333
CEP63	0.083875
CLIC4	1.715125
hCG_1990170	1.71825
ACR	0.1887
KLK7	3.58825
ALOX5AP	3.23525
RIPK3	3.26275
TAS2R9	0.0635
C19orf18	0.2825
BIRC6	0.112
ZNF16	0.98
RFT1	-0.42525
SLC8A2	-0.3915
TACC1	0.126875
ITGAD	1.56625
SAMHD1	1.07425
SH3PXD2B	1.5643
EPC2	0.59125
C20orf85	0.430375
ATP13A2	0.2285
KRT4	1.946625
CAPNS1	0.7615
MDM2	-0.949166666666667
PCDH20	0.8135
KCNK9	0.364
OR2C1	-0.1545
KLHDC3	1.82833333333333
IPPK	0.225
EFHD2	-0.811875
GALR3	0.08025
NBEA	0.937
ABCA6	3.5017
CLDN3	1.83333333333333
AKT2	-0.323142857142857
EGFR	0.6591
RBM16	0.56925
ZDHHC3	0.2363
SLC25A4	0.677166666666667
CYB5B	-0.703
CPXM1	0.3195
NDRG1	0.756615384615384
FLJ43826	0.31625
OR5L2	0.220166666666667
FARP2	0.0925
MRPL46	-1.40141666666667
LDHAL6B	0.238333333333333
MAPKAPK3	0.0455
NCAM2	-2.0375
PRKD2	0.324666666666667
ZFP36L1	1.2324
CYSLTR1	-0.59
OR4C3	0.34425
HIST1H2AJ	-0.071
CCNB2	-2.22166666666667
ZNF10	-0.091875
TMEM175	0.442
FAM134A	0.450833333333333
TIGD4	-0.377
PCNP	-0.03775
MGC39715	0.087
LQK1	-1.4265
CREB1	0.5838
TMPRSS3	-2.55525
C4orf32	1.033375
LAT	-1.57591666666667
KCNA3	0.17
SKIV2L2	-1.4735
ROPN1B	2.52925
tcag7.23	-0.633
CDT1	-2.733375
ZHX2	0.7435
CD28	-2.59775
ZNF624	0.57875
SEPT2	0.429
SOHLH2	-1.70475
MCOLN3	-0.851714285714286
UNQ1945	0.3965
MASP2	-0.979
ZNRF3	-0.3177
GPATCH3	-0.58675
AGL	-0.0975
QRICH2	0.046
PSD4	1.14433333333333
CCNB1IP1	-0.7455
ENPP7	0.27575
OBFC1	0.18875
KCNG3	-2.6455
C14orf79	-0.19125
ENPEP	2.82783333333333
SCT	1.799
SKI	0.666625
SEC61G	-0.59725
CAPN11	0.69075
ATXN7L3	0.8305
DBNDD1	1.10816666666667
FAIM	1.2025
ANKRD36	0.056
GABRP	4.76883333333333
TACSTD2	1.52116666666667
EIF3J	-0.36925
PPP2R2A	-0.14975
TEKT4	-0.694
PVALB	-3.71516666666667
F10	-2.59683333333333
FAM134C	0.9599
COMP	4.57475
EFCBP1	-1.5985
SCLT1	0.343625
TAL1	-1.1381
ACSL1	1.87725
ABCC5	-0.180583333333333
ABL1	-0.315111111111111
RBBP7	-0.127583333333333
PTPRG	-0.564875
NCOR1	-0.0851
SPINK4	-2.39333333333333
TXNRD1	-1.0622
TNRC15	-0.024125
C9orf138	0.878125
UBE2H	1.411
BRDT	-0.0231666666666667
C8orf31	-0.14275
CCNE2	-0.469545454545455
SLC6A8	-0.84275
CALCR	-4.2015
PPP1CB	0.991833333333333
ABHD8	-0.433
ARF5	0.5545
SLC24A4	0.9515
CCT3	0.2
ZNF121	0.597125
SLC3A2	-0.8606
OR13A1	0.4285
SLC5A10	-0.47025
RAD50	-1.19
IER5	-0.025375
MTHFD1L	-0.86775
MBTPS2	0.445
MVK	0.122625
NCL	-0.5434
PSMD10	-0.137
MOBP	0.049375
FLJ32894	0.3495
HRH1	-0.222333333333333
C5orf30	-0.81475
NUDT16L1	0.4266
RASGRP3	4.6355
PRKRIP1	-0.4952
CCDC75	0.27475
LOC253970	0.3125
KIAA1239	-0.21725
MED21	-0.61075
SYT11	1.0105
NTSR2	-0.304
EGFL11	0.3285
CXorf59	0.2145
OR2A25	-0.10275
SPTBN2	0.9155
LRMP	-0.703166666666667
RNF111	-0.08025
PTH	-0.411
LOC619208	0.184333333333333
KIAA0895	0.50825
RANBP5	-0.6815
P2RY10	1.64633333333333
NME5	1.9785
DDX21	-0.86875
LRSAM1	0.03
HDAC11	0.805666666666667
VMO1	1.66225
NOLA2	-0.793666666666667
ADAR	0.569916666666667
MTO1	-0.639333333333333
SF4	0.122166666666667
P2RX1	0.2305
HBM	0.02025
EN2	0.138
C14orf172	-0.0765
TM9SF2	0.4998
INHBE	-0.636333333333333
TCTE3	-0.016
TOX2	-2.62525
CTAGE3	-0.29875
HBB	3.1024
MED15	-0.272333333333333
CASR	0.21
C6orf66	-0.409333333333333
MTPN	0.079125
UNC50	0.047
C21orf33	-0.665125
IRF2	0.474375
PGR	-1.66216666666667
GPR84	2.45125
CROCCL1	-1.75825
SRPX	-0.7965
BRE	0.199
FGF10	1.46775
SDC3	-0.2355
ZRSR1	0.625
DKFZP434P211	-0.692125
SOX6	0.269
RPUSD2	-0.8365
C14orf173	0.135583333333333
MAPK11	-0.106
TBC1D22A	0.7535
FAM123A	-0.647
COL4A6	-3.6555
TOMM70A	0.18075
NAB1	0.67825
MGC16385	-0.59875
TSPAN18	-0.559166666666667
MED31	-0.38625
PLG	-0.06275
CAPSL	0.2605
ZNF532	1.8355
ASB14	0.10625
CA8	-2.85075
NUDT16P	0.336333333333333
SLFN11	-0.393
LRRIQ2	-0.39375
NOL7	0.0805
BRMS1L	-0.811375
JARID1A	-0.320666666666667
PANK2	-0.75575
ICAM3	-0.66125
MDS1	-0.11375
TAF8	0.322
RNF139	1.13575
ZNF594	-0.598
ADAM8	2.28375
SFTPC	-0.1045
MAN2B2	1.391
RGS12	0.4775625
EIF1AY	-4.89766666666667
LRRIQ1	0.448166666666667
GPR150	0.14925
CCDC21	-1.11033333333333
PRRG3	0.32275
SAA4	-3.91475
RAPGEF5	1.817875
ZCCHC2	0.621083333333333
MGC39372	-0.184
PPP4R2	0.399833333333333
CDCA2	-1.561
OR4D5	0.507666666666667
PTGFRN	1.3197
SIGLEC5	1.78016666666667
C19orf61	0.599166666666667
NMUR2	0.014
KIAA1586	0.766333333333333
DAGLA	-1.27283333333333
CHCHD6	-0.35625
GPR32	0.445
NEUROD6	0.2325
SLC2A4RG	0.968
CA5B	0.5905
FBXL3	1.15075
MPHOSPH9	-0.94025
HMG2L1	0.584
HCN4	0.0836666666666667
CEACAM19	0.7635
SH2D4B	0.544
HFE2	-0.681
TGM4	0.228833333333333
LYPD2	-0.0145
TBC1D15	-0.33
MRPS21	-0.3431
NONO	-0.498
CLEC5A	2.850875
ITCH	0.2827
MGAT3	-0.6325
MBP	-0.383875
RPP25	-1.757
SOSTDC1	5.40925
HRC	-1.82325
TRIM48	0.3325
TMEM133	0.2395
ECEL1P2	-2.106
HOXC11	1.046
DOK5	0.7455
HELZ	-0.116166666666667
LOC348180	-0.48125
MGC33894	0.38225
ADRB3	-0.0165
DMD	0.551166666666667
PTRH2	-0.64875
MPEG1	2.786
NDUFA12	-0.473
KRTAP2-4	0.483416666666667
STAMBPL1	-0.8785
ADCY2	2.13183333333333
UNQ6125	0.1265
KLHL20	0.364
SRM	-0.908
OTC	0.000999999999999997
TMIE	0.389333333333333
SNX8	0.67
LIPK	0.497
CHURC1	-0.73025
KLC2	0.440166666666667
HDAC1	-0.440333333333333
FAM128A	0.7905
FNDC3B	0.5926
MTCP1	-0.580833333333333
WFDC10B	0.2625
PCDHGB3	-0.1055
ATRNL1	-2.8678
CAV2	1.796125
MED26	0.0561666666666666
DUS1L	0.417
CHRM3	0.645375
NEK9	0.462
WARS2	-0.90975
TBX22	-0.479
TOMM40	-0.3475
RP6-213H19.1	-0.409833333333333
TUBGCP5	-1.3645
IGSF6	4.52125
TPPP	0.712666666666667
UNQ6190	0.298
GSTM5	0.27125
BTD	-0.084
PDCD1LG2	1.03316666666667
SNRPB2	0.0566666666666667
ERICH1	-1.740375
APOA4	-1.51775
HOXA11	-0.85325
NARG1	-0.825625
MKX	0.93375
RAB28	-0.301
PKP3	0.5875
SH3GL2	-2.66525
CTSO	2.35975
RPN2	0.5993125
IL28RA	-0.368166666666667
SFMBT1	0.16225
WDR57	-1.78875
FER1L3	0.554333333333333
HSF5	0.396166666666667
TTC9B	-0.11975
C4BPA	-3.0385
ALB	-5.272
SORBS3	0.18775
UPF2	1.347
JPH1	0.8455
AGBL2	-2.32875
DOPEY1	1.431
TERF1	-0.316666666666667
KIF22	-1.07016666666667
NINJ1	-0.87825
SEC61A2	0.820916666666667
HIST1H1D	-0.7035
SFXN4	-0.7945
UCP3	0.0183
ZNF703	0.0796666666666667
MYL6B	-1.17225
TREM1	3.32025
OR52E6	0.471
CKMT2	2.339
HLA-C	1.530375
SLC13A3	0.808
TIMP4	-3.562
SLIT2	2.30025
RSF1	0.336666666666667
LONRF1	-0.517642857142857
MON1A	0.192833333333333
CACNG6	-1.79866666666667
DPPA4	-5.74816666666667
ZSWIM3	0.78275
ZNF804A	0.211666666666667
CCIN	1.72725
SLC25A31	0.5445
KCNMB4	1.77925
RABL5	-0.097375
GALNS	0.0563999999999999
STX6	1.50525
HIST1H1C	-2.6295
CIDEB	-0.79
CASP4	-0.436333333333333
PDK3	-0.1144
KCNJ11	0.034
TPR	0.063125
ZSCAN20	0.098
MTX2	-0.31425
HIST1H2BH	-1.36225
LOC283767	0.6655
LYRM7	-1.40288888888889
BRD3	0.462666666666667
HIST1H2BO	-1.59625
MAGEB10	0.3825
SLC45A1	0.875
SERPINA3	-2.22715
KIAA0143	1.1235
KCNJ16	2.987
KRT79	0.38425
FABP2	-0.89175
NUT	-0.261
ZNF57	0.29325
FBXL4	0.256375
CLEC9A	0.676
UGT8	1.4395
BMP2K	0.857
MAPK4	-0.082
SLC25A23	0.1366
HINT1	-1.1369
KRTAP13-1	0.2565
SFXN5	-0.2072
CHCHD2	-0.60325
FAM3D	3.8345
NDP	-2.29425
RHOBTB1	0.606
SLC4A4	-0.556125
RPL38	0.095
HTF9C	-0.755833333333333
AP2A2	0.32975
ZBTB46	0.1085
MAP7D1	0.329625
AOX1	-1.73366666666667
CYR61	1.63666666666667
DTNA	0.833714285714286
JRKL	1.14725
TMOD3	-0.4425
EEA1	0.4278
ADCK5	-0.20075
IL1R1	2.30383333333333
KLK3	0.255785714285714
HRSP12	-0.417
KTN1	-0.43675
LOH11CR2A	0.1141
RELL2	-1.084
MAB21L1	1.48625
C20orf59	-0.739333333333333
PHKB	0.8055
ADAM2	-1.998
TBC1D8B	1.5065
FAM13A1	-0.277
LAPTM4B	-0.0170833333333333
LCN8	0.0265
TMEM147	0.481
SYT4	-0.1445
XPO7	-0.6
C9orf62	0.21525
GPR75	0.3845
TRIM5	0.059125
APOC1	0.317833333333333
RNASE4	-0.889666666666667
PARD6B	-2.889375
ARID1A	-0.0119166666666667
TPD52L3	0.0361
RRAGB	1.14816666666667
RCN2	-0.960666666666667
HIST2H2BE	-0.54075
STARD7	0.34625
SHMT2	-1.002
KIAA1751	0.745666666666667
MLYCD	0.113625
LOC162632	-0.3783
UQCRH	-1.1915
RP11-217H1.1	0.4519375
SDHA	-0.3265
NCLN	-0.0759
ZNF17	0.380833333333333
RCBTB2	-1.36675
VEGFB	0.7323
RP4-747L4.3	2.12125
COLQ	0.034
MPN2	-0.7175
DRG2	-0.51625
KLRB1	4.291
ALPK2	-1.3765
DNASE2B	0.97475
FLJ23834	0.579333333333333
AXUD1	1.09383333333333
SAFB	-0.3826
NSUN4	-0.5095
RFX2	-0.226333333333333
MAPK8IP1	0.0376666666666667
FANCD2	-0.0262857142857143
ANKZF1	-1.41566666666667
C19orf50	-0.319375
DUSP8	1.18675
SENP5	0.07675
NFKBIL2	-0.40225
LBR	-0.606375
IGFL1	0.7075
LZTS2	-0.052375
IL2RG	0.027375
CCDC51	-0.53075
KLF3	0.85575
ANKRD37	0.309
KCTD14	1.5565
FZR1	0.231583333333333
SLC44A4	-1.4669
ESPL1	-0.9645
GMPR2	-1.0035
TBC1D19	-0.401833333333333
ERGIC1	0.0525555555555556
ERBB4	0.6697
TSPAN32	0.5315
MAP4	1.089
GPHN	-0.824
SLC6A2	4.41825
HIVEP1	0.94025
DFFB	-0.2375
EIF4EBP2	0.2375
DMRT1	-0.417
HSPB6	-0.23875
IER2	0.553166666666667
AIFM1	-0.36875
WWC2	0.0768333333333333
MRPL4	-1.0415
FLJ21062	0.0991666666666667
EPB41L4A	0.999583333333333
SH2D6	0.359
TAF4B	-0.74225
GAL3ST3	-0.4
MALT1	-0.6125
RTDR1	-0.659
ARVCF	1.079875
MEX3B	0.0853333333333334
FBXO16	0.19725
KIF7	-0.4285
C1QC	4.0615
ZNF783	-0.111166666666667
ZNF85	-0.4275
MMP13	5.0725
KIAA0329	0.495625
RTP3	-0.5075
ZBED3	-0.8095
CLGN	-2.10275
SLC25A37	-1.595625
hCG_18290	-0.901
OR5AS1	0.236
SMARCC2	0.11225
FAM109A	0.65
CCDC12	-0.2575
USF2	0.5434
DEPDC7	-0.354
C20orf24	-0.341166666666667
JMJD3	1.4495
DSP	2.37092857142857
SLIC1	0.454125
FAM20A	1.3945
IRF2BP2	1.455
ZNF230	0.2355
MSN	0.736357142857143
SLC9A5	-2.503
EPDR1	-0.9492
MUSK	0.380833333333333
ZNF434	-0.2315
SMARCD1	-0.850666666666667
ZFP106	-0.62725
ZNF347	0.8158
