Hybridization REF	TCGA-A8-A079-01A-21R-A00Z-07
OR10A2	0.33525
CST7	-0.89575
CIAO1	-0.26625
SELL	1.113375
OR8J3	-1.289
LTBP4	-0.526833333333333
SIRT6	0.21975
CCL19	4.22975
PPIL1	-1.053
GBP7	0.0596
STK17A	-1.7488
ABR	0.51
OR9G1	0.0725
FOXE1	-0.77325
CNGA3	-0.784
GML	0.5325
CD38	-2.02575
ZDHHC6	0.1125
NEFH	-2.8445
CTDSP2	1.2105
PGBD5	-1.4535
CCNY	0.234428571428571
RMND5B	0.9365
ZNF257	-3.03975
FLJ22167	-1.11075
EXOSC7	0.106333333333333
ROR2	0.068125
MAOA	3.55025
TNNT3	1.68816666666667
GYPC	-1.27175
C7orf33	0.7065
PLIN	2.68766666666667
LOC90826	-0.0975
RNF4	-0.244
F8A1	0.506333333333333
PLEKHG4	-1.916
GRB2	0.51815
HIST1H2AD	-0.40825
DUS3L	-0.629166666666667
EIF1	-0.206333333333333
RP5-1077B9.4	-0.950833333333333
FPGT	1.171
GDF10	-0.624833333333333
COQ9	-0.30725
GCC2	-0.390857142857143
RARRES3	3.32675
PLXNA1	-0.5409
KIAA0100	0.5191
PMF1	-0.048
FNDC1	5.22925
HS2ST1	-0.48525
CRELD2	1.12725
C8G	-2.132
CD82	0.66975
LIM2	-0.748
UNQ6490	1.93
MMP16	-1.13175
DRD3	-0.96125
C5orf26	-1.21325
C11orf73	-1.02175
PTP4A2	0.889875
OR4M2	0.7575
HPCA	-1.47733333333333
SEC14L1	-0.566833333333333
CHFR	-0.29525
EMILIN1	0.218125
NDUFS4	-1.00925
COL18A1	-0.6295
PDZD3	-0.554111111111111
C9orf16	-0.174333333333333
ERBB2IP	0.227
EMX2	2.71475
FUS	-0.72625
TF	-3.96111111111111
CLCN4	-0.3835
CXorf56	1.12725
C11orf72	0.0525
ELAC2	-0.488916666666667
NPR1	-0.83
ASS1	-3.46516666666667
USP42	-0.913875
POLR2J	-0.428
SEC23IP	-0.0465
UQCRC1	0.36625
LOC729603	-0.66375
C1orf71	0.17075
POLG	-0.7955
ADAM23	-3.4275
TFR2	-1.14925
RICTOR	-1.2259
MGC39606	-0.15325
C19orf55	-0.14175
SNAPC1	-1.933
GNA11	1.27925
CCDC52	0.545333333333333
FSIP1	5.9565
UPF3A	-1.297
IGSF11	-2.30066666666667
LAGE3	-0.1445
CHST6	-2.9135
UNC13B	1.805125
TTLL4	-1.079125
ZNF687	-0.33875
SDC2	-0.1214
COX7A2	-0.98375
LAMB4	-0.4545
FAM24A	0.43
LRRTM3	-1.5354
GPHB5	0.146
OR4C13	0.621
EIF3EIP	0.407785714285714
HABP4	0.403
TMEM125	5.047
CNTN2	0.08525
ASNSD1	-0.20925
FUT4	-1.07825
ACF	-3.59375
LOC158381	0.591
CDH8	0.659666666666667
AGPS	-1.6915
C4orf18	2.5625
PECI	-1.40566666666667
UNG	0.68825
GSTP1	-2.969
DCUN1D5	-1.555
DKFZP564J0863	-0.10875
SLC9A3R1	2.74525
BCDO2	-1.195125
CHMP7	0.044875
REM2	2.319
DNHD1	-0.756875
FKBP4	0.822875
ZNF350	0.9735
MGC11102	1.0065
BST1	0.1885
KISS1R	0.808
NCR2	-0.5595
DEFB125	null
UBE2W	1.5025
KRT15	3.2455
C10orf99	0.4275
SCN11A	-0.0785
GFI1	-2.8105
RDHE2	-1.81483333333333
FHL1	-1.92516666666667
OSGEP	0.481666666666667
GATA1	-3.4025
SMC6	-1.074
TTTY14	-0.818
LPIN3	0.685
RPL4	0.0278
RBPMS	-2.181
PRPF3	-1.07666666666667
EMR1	-2.664
SPATA19	0.00174999999999997
XCR1	0.872
IRX3	1.8616
RBM6	-0.11225
KLF4	-0.6934
UNC5CL	-2.4915
SEBOX	-1.3365
BTK	-0.362
KRCC1	0.515
C6orf27	0.3925
SYTL5	-2.3075
PRND	1.378875
LOC653319	-1.302
PIGL	-0.688375
HUS1	-0.407666666666667
SFRS6	1.25416666666667
C17orf77	-0.0655
UIMC1	-0.705166666666667
FXYD2	-1.7806
LOC283152	2.73325
ZNF667	-2.41025
ZCCHC12	-2.48525
TFEC	2.7246
ATP7B	-0.5995
POLD2	-0.643166666666667
RG9MTD1	0.6545
ACOT2	1.23833333333333
HIST1H4I	-1.099125
PPARGC1A	-1.7894
ETFA	-1.8525
POLRMT	-0.78975
ZNF146	0.121125
MIA2	-2.8415
KLHL6	-0.761666666666667
HOXB5	-1.54525
NENF	0.701833333333333
CUGBP1	1.2915
PRSS22	1.19783333333333
CASC4	1.2232
CUL4B	-0.2267
CENPJ	-1.6585
PITX1	1.19533333333333
FLJ31033	0.333833333333333
CELSR3	-1.04816666666667
ZNF568	0.741
ITSN1	-0.365166666666667
EHBP1L1	-0.0745
C19orf2	-0.2995
DCTN1	0.126
LIN28B	-4.33666666666667
TNKS2	-0.41325
C1QBP	-0.2885
CADPS2	2.0195
SRMS	0.306
GJA9	-0.158333333333333
MGC24975	-0.292833333333333
TRIM45	-0.057
TSP50	0.11075
TCP1	-1.39625
TMED7	0.025
CMA1	1.3915
CENPL	-0.599666666666667
PTCRA	-0.0375
FST	-4.38475
VWCE	-3.76575
PAWR	-0.3105
ABCC12	0.9185
LDLR	-1.2313
ASTN2	1.4772
LOC441212	-0.617375
GPATCH8	-0.201
TANC2	-0.0415833333333333
KIF4A	-0.171
C18orf18	-0.44875
PGM1	-0.7055
KIAA0258	1.1335
CPD	0.734875
SNCAIP	-1.7135
DCT	-4.0495
HLA-DOA	2.96568181818182
OR11L1	0.735
UPK1B	-0.557166666666667
DNAJB4	-0.981875
UGT1A8	-0.25125
HIST1H4L	-0.649
PECR	0.181166666666667
HSPA2	2.732
WFIKKN1	-0.926
SERP1	1.324125
SYDE2	0.9515
TACR2	0.6545
NUP85	-0.0095
CD177	-0.473166666666667
LGR5	-2.7526
PIGG	-0.00925
PTHR1	-1.65916666666667
RAB5A	0.0859
FLJ13224	0.267
USP9Y	-1.88675
C7orf53	-1.0575
LRP1B	5.26975
XAF1	0.6331
ABCG8	-1.279
ANKDD1A	-0.153
DAND5	-0.741
SPAG6	0.750833333333333
LINCR	-0.03625
ZDHHC22	-1.130875
CCDC60	-0.684
THOC7	-1.36483333333333
TCTA	1.1966
OR8K3	0.096
NY-REN-7	-0.6755
B2M	0.722
C6orf141	-1.940875
LPPR4	-0.06875
SQLE	0.64525
SEPHS1	-0.08475
BTBD14B	0.439
PLRG1	-0.23
SPG7	-0.58575
ZNF614	-0.308
PARD6G	0.367
INPP5B	-0.4407
GRPEL2	0.372875
PPID	-0.2687
TRIM56	-0.30925
UBE2J1	-0.5095
IL20RA	4.78175
LOC387856	-0.98625
C1orf107	0.56375
UTS2R	0.386
C19orf22	-0.303
SAFB2	-0.026
KIAA0652	0.911125
KLRG1	-0.2185
MS4A8B	3.96116666666667
FRAG1	1.05025
KIAA1546	0.442
E2F4	-1.6438
CLEC4M	0.436
BTBD14A	-0.67675
KIAA0999	0.1301
GYPA	-3.94683333333333
TAC1	0.0138
TRAIP	-0.3375
KIAA0232	1.1497
ERCC8	-0.91175
GPX4	-0.045375
KIAA0368	0.163375
GPR157	0.0331666666666667
CTAGE4	0.4565
C9orf30	-1.36033333333333
OR52A1	-0.321
HSP90B3P	-0.0395
ALG9	-0.9892
BTBD10	0.985
SDK2	0.63175
BAIAP3	-0.23975
RABGGTB	-0.09025
ANKRD40	1.1085
KRT74	0.0785
CALCOCO2	1.41
SNCA	-3.111
TMSL8	-0.422125
C2orf53	0.8835
ESRRB	-0.296
ARHGAP26	-2.06275
TDRD9	-2.5495
HRAS	0.8035
KLRC4	-2.5055
JAGN1	-0.173833333333333
BSDC1	0.36975
RNF43	-0.3344
NDUFAF1	0.13025
PHF12	-0.608
OR1L3	-0.617333333333333
FOLR2	1.02233333333333
LYZL6	-0.3074
tcag7.1260	-2.186
WSB1	-1.30883333333333
PROS1	-1.9877
OSTN	0.6
PSMB8	0.16675
SOCS4	-0.0985
DDIT4L	4.21775
MAS1	-0.1085
MGC34796	2.8825
CSHL1	-0.241
TBCCD1	0.00883333333333333
ZBTB7C	0.411
AP2S1	-0.58
P15RS	0.6036
VAT1	-0.3078
SHANK3	0.494333333333333
TUFM	0.237166666666667
THEG	-0.3035
KRT34	-1.7295
SGSM3	1.185875
TOMM22	0.148375
SOCS3	0.466333333333333
CPO	1.1785
POP4	0.386
BHLHB3	-0.558
MALL	1.03675
OR1B1	0.288
PARK2	0.405666666666667
GPR124	-0.4015
LCE1E	0.9715
RUVBL2	0.06
CGRRF1	0.5769
ACPL2	0.528
WNT10B	-0.200875
BAIAP2L2	-1.889375
ISCA1	-0.277
C1orf125	0.238625
RPAP1	-0.057
RAI16	0.14
RPL27	-1.1965
NLRP9	0.0255
EPN1	0.3445
LOC388610	-2.331875
SLC35A1	0.4983
GAL	-3.94075
SLC14A2	0.631
RDH11	-0.579333333333333
FAM138F	-0.439
AUH	0.06675
FLJ40243	0.55675
C14orf129	0.364
MBD2	-0.399166666666667
ABHD14B	-0.03575
PIGT	1.34475
ALS2CR4	0.013
ALAS1	0.2394
FOXO1	-0.547
CRLF3	-0.007125
C20orf107	0.773
FARS2	-0.1345
CCDC28A	-0.2025
NPHP3	-0.92675
OR13F1	0.0485
TSEN54	0.1975
DEFB106B	0.233
OR8B4	-0.5715
STH	2.6365
ZC3H14	-0.1535
CBX2	-1.9295
TMEM49	-0.6685
C6orf21	1.242
FLJ20920	1.323375
CRTAP	-0.281785714285714
DDX50	-0.456
STYXL1	0.158
BLVRB	1.2605
LOC147650	1.1645
MMP24	1.473
GRID1	0.854
BANF1	-0.329666666666667
CTAGEP	0.21025
HMBS	-1.367
SLC25A24	0.511833333333333
C14orf50	-0.1355
MRO	2.2695
SLC25A15	-1.159
FAM84B	2.7599
TDP1	-0.383
C16orf78	0.1596
C11orf57	-0.630875
RFK	-1.060375
ZFYVE9	-0.879285714285714
STCH	-1.6466
WIBG	0.407
LOC283871	0.0721666666666667
GBA2	-0.3759
NDUFB3	-0.38325
HSD17B13	-0.40925
GRIN3A	0.179833333333333
FMNL1	-1.166
SEPT7	-0.8822
GNLY	2.4235
GRAMD1C	1.31316666666667
ZNF165	1.69625
USP38	0.53675
FAM83A	-2.905
C14orf24	1.03116666666667
ARMCX3	1.257375
ARHGDIB	1.08666666666667
AK1	0.322875
KIAA1045	1.275
DNAJB13	0.104
NEU2	0.5305
HIST1H4B	-0.677166666666667
FAM20B	-0.2482
HES2	-0.620285714285714
FAM73B	0.4136
LOC388381	-1.25833333333333
INTS7	-0.327727272727273
AMPH	2.48675
ZNF775	-0.145875
UCKL1	-0.5365
C10orf97	-0.0695
C1orf161	0.00549999999999999
ALDH1L1	-1.56875
FLJ39378	-0.0855
SLC23A1	-0.868
RBM4B	0.25575
THAP4	-0.1645
OGFRL1	-0.3055
KIAA0831	-0.4095
PPP1R15A	-0.543
C1orf96	-0.00185714285714284
C12orf11	-1.41225
BMF	1.27275
MAN1A1	-0.5175
KIAA1600	0.019
NLGN4X	-2.9895
ALOX12	-1.71866666666667
RB1CC1	0.8235
NEIL2	1.9322
EIF4E	0.784863636363636
ABHD5	0.04075
EXOC4	-0.538833333333333
CIP29	-0.0788333333333333
BATF2	-0.40725
SLC29A4	-0.635625
HTR4	0.320333333333333
EMB	-2.80475
TRAF6	0.20575
LMNB1	-2.15725
FAM19A5	-1.638625
SHE	0.47025
PIK3C2B	1.6795
C15orf15	-0.9666
USP15	-0.189
TCEAL2	0.8375
C5orf39	-1.0855
PTGER2	-1.73975
SLC31A1	-0.1221875
IFT172	-0.0835
ADAM29	0.521
GFOD1	0.485
ST7L	0.551166666666667
C15orf26	-2.572
PKN3	-1.7355
CNTD1	3.95166666666667
COMMD1	0.22225
NTRK2	1.43272727272727
FOXN3	0.1915
MFGE8	-0.9924
PFKFB2	0.593833333333333
TAS2R4	0.793
ENTHD1	0.521166666666667
PRMT5	0.0305
MGC16384	-0.700625
LOC442229	-0.2305
TSKU	4.21475
KRTCAP3	3.251625
PDLIM1	1.0536
KCNS2	0.38775
RNF126	-0.9745
CEP63	-0.139625
CLIC4	-0.833
hCG_1990170	-1.278
ACR	1.0898
KLK7	-1.5775
ALOX5AP	3.743375
RIPK3	2.4225
TAS2R9	-0.00649999999999999
C19orf18	1.13
BIRC6	0.129928571428571
ZNF16	2.301
RFT1	0.03075
SLC8A2	-1.489
TACC1	-0.893375
ITGAD	1.899
SAMHD1	0.531
SH3PXD2B	1.2031
EPC2	0.3035
C20orf85	-0.273428571428571
ATP13A2	0.3345
KRT4	0.764125
CAPNS1	-0.21475
MDM2	-0.543666666666667
PCDH20	2.65425
KCNK9	0.956
OR2C1	0.6745
KLHDC3	-0.7525
IPPK	1.2895
EFHD2	-0.487
GALR3	0.24875
NBEA	1.25016666666667
ABCA6	1.7752
CLDN3	2.32966666666667
AKT2	-0.0407857142857142
EGFR	-3.876
RBM16	-0.206375
ZDHHC3	0.8503
SLC25A4	-2.746
CYB5B	-1.0115
CPXM1	-1.3435
NDRG1	-0.560153846153846
FLJ43826	-0.035
OR5L2	-0.4724
FARP2	0.6392
MRPL46	-0.107416666666667
LDHAL6B	0.2914
MAPKAPK3	0.409
NCAM2	1.53775
PRKD2	0.3025
ZFP36L1	0.359
CYSLTR1	-1.3485
OR4C3	-0.12975
HIST1H2AJ	4.0245
CCNB2	-0.659666666666667
ZNF10	0.276625
TMEM175	0.4655
FAM134A	1.752
TIGD4	0.1195
PCNP	0.001
MGC39715	-0.755333333333333
LQK1	-0.142
CREB1	0.4208
TMPRSS3	-2.83625
C4orf32	2.566625
LAT	-2.01608333333333
KCNA3	-0.325
SKIV2L2	-0.7185
ROPN1B	-0.80125
tcag7.23	-0.0535
CDT1	-1.714875
ZHX2	1.68425
CD28	-2.87725
ZNF624	-0.3195
SEPT2	0.239333333333333
SOHLH2	-2.8415
MCOLN3	0.379625
UNQ1945	0.5775
MASP2	-1.399
ZNRF3	0.6908
GPATCH3	-0.3755
AGL	0.440375
QRICH2	-0.342
PSD4	1.15233333333333
CCNB1IP1	-1.89025
ENPP7	-0.0535
OBFC1	0.1505
KCNG3	-1.6175
C14orf79	0.363916666666667
ENPEP	0.181666666666667
SCT	0.771
SKI	0.508375
SEC61G	-0.188
CAPN11	0.2345
ATXN7L3	-0.106
DBNDD1	-0.0666666666666667
FAIM	0.4635
ANKRD36	-0.0325
GABRP	-0.196
TACSTD2	2.0348
EIF3J	-0.561
PPP2R2A	-1.09075
TEKT4	-0.7315
PVALB	-4.45916666666667
F10	-2.53683333333333
FAM134C	1.0924
COMP	4.658125
EFCBP1	-1.7315
SCLT1	0.4565
TAL1	-1.1979
ACSL1	0.55775
ABCC5	0.809916666666667
ABL1	-0.498277777777778
RBBP7	1.56116666666667
PTPRG	-0.453625
NCOR1	0.2449
SPINK4	3.0085
TXNRD1	-0.5112
TNRC15	0.09875
C9orf138	0.9525
UBE2H	0.963166666666667
BRDT	3.59116666666667
C8orf31	-0.0025
CCNE2	0.121272727272727
SLC6A8	-1.9395
CALCR	-3.96175
PPP1CB	0.847583333333333
ABHD8	0.6725
ARF5	0.1711
SLC24A4	0.24475
CCT3	-0.006
ZNF121	0.499625
SLC3A2	-0.1247
OR13A1	0.581
SLC5A10	0.23075
RAD50	-1.0255
IER5	-0.4285
MTHFD1L	-2.72625
MBTPS2	0.624
MVK	-0.152125
NCL	-0.5438
PSMD10	-0.10275
MOBP	0.711428571428572
FLJ32894	-1.933
HRH1	-2.2065
C5orf30	0.571
NUDT16L1	1.0067
RASGRP3	2.92466666666667
PRKRIP1	-0.2991
CCDC75	-0.20525
LOC253970	1.62733333333333
KIAA1239	-0.607333333333333
MED21	-0.08725
SYT11	-0.74325
NTSR2	0.4385
EGFL11	5.359
CXorf59	null
OR2A25	-0.135333333333333
SPTBN2	0.344
LRMP	-2.2152
RNF111	-0.37925
PTH	0.213
LOC619208	-0.522833333333333
KIAA0895	-0.12125
RANBP5	-1.199
P2RY10	-0.718166666666667
NME5	2.97516666666667
DDX21	-0.99525
LRSAM1	0.0625
HDAC11	2.11433333333333
VMO1	2.92475
NOLA2	0.291166666666667
ADAR	0.12225
MTO1	-2.27133333333333
SF4	0.4895
P2RX1	-0.4615
HBM	0.257
EN2	0.767
C14orf172	0.6125
TM9SF2	-0.3609
INHBE	-1.827
TCTE3	-0.446833333333333
TOX2	-3.52475
CTAGE3	-0.04525
HBB	2.8782
MED15	-0.799
CASR	-0.27
C6orf66	-1.35033333333333
MTPN	-1.05125
UNC50	-0.18125
C21orf33	-0.1765
IRF2	1.258125
PGR	2.53016666666667
GPR84	2.42775
CROCCL1	-1.27275
SRPX	-1.81
BRE	0.176333333333333
FGF10	1.22166666666667
SDC3	0.651166666666667
ZRSR1	0.458
DKFZP434P211	-0.473375
SOX6	0.867
RPUSD2	-0.4825
C14orf173	0.114833333333333
MAPK11	-0.946333333333333
TBC1D22A	1.338
FAM123A	-1.6595
COL4A6	-3.65783333333333
TOMM70A	0.41225
NAB1	0.236125
MGC16385	-1.828
TSPAN18	-0.816833333333333
MED31	-0.5325
PLG	-0.0193333333333333
CAPSL	3.9865
ZNF532	-0.1828
ASB14	-0.6695
CA8	-0.93175
NUDT16P	-0.59
SLFN11	-2.284
LRRIQ2	0.29025
NOL7	-0.3005
BRMS1L	-0.312125
JARID1A	0.142166666666667
PANK2	0.03775
ICAM3	0.157
MDS1	1.061
TAF8	-0.86975
RNF139	1.578
ZNF594	0.00366666666666666
ADAM8	3.18375
SFTPC	-0.461625
MAN2B2	1.273
RGS12	0.6400625
EIF1AY	-4.41175
LRRIQ1	0.768
GPR150	0.68125
CCDC21	-0.652333333333333
PRRG3	0.234
SAA4	-4.2705
RAPGEF5	0.7795
ZCCHC2	0.488333333333333
MGC39372	-0.494
PPP4R2	0.415833333333333
CDCA2	-1.01166666666667
OR4D5	1.3148
PTGFRN	1.2235
SIGLEC5	2.33533333333333
C19orf61	0.072
NMUR2	0.7225
KIAA1586	-1.4496
DAGLA	0.378833333333333
CHCHD6	0.52075
GPR32	0.3185
NEUROD6	0.2135
SLC2A4RG	0.65225
CA5B	-0.67375
FBXL3	0.284
MPHOSPH9	-0.2435
HMG2L1	0.24425
HCN4	0.3285
CEACAM19	0.072
SH2D4B	0.389166666666667
HFE2	-1.5735
TGM4	1.00133333333333
LYPD2	-0.1785
TBC1D15	0.10475
MRPS21	-1.4551
NONO	-0.4787
CLEC5A	3.186125
ITCH	-0.0739
MGAT3	-1.09083333333333
MBP	-0.170375
RPP25	-1.54125
SOSTDC1	-4.255
HRC	-1.79575
TRIM48	-1.0195
TMEM133	-1.87725
ECEL1P2	-1.45325
HOXC11	-2.067
DOK5	-0.42325
HELZ	0.349166666666667
LOC348180	-0.99525
MGC33894	-0.0675
ADRB3	0.2715
DMD	-0.798
PTRH2	-0.34625
MPEG1	2.263
NDUFA12	-0.258833333333333
KRTAP2-4	0.0639166666666666
STAMBPL1	-1.69816666666667
ADCY2	2.39766666666667
UNQ6125	0.341
KLHL20	0.229666666666667
SRM	-1.214
OTC	-0.0195
TMIE	-0.464166666666667
SNX8	0.58725
LIPK	0.0345
CHURC1	0.41975
KLC2	0.515
HDAC1	0.233166666666667
FAM128A	1.13616666666667
FNDC3B	-0.3399
MTCP1	-0.132666666666667
WFDC10B	-0.6793
PCDHGB3	0.9745
ATRNL1	-0.9441
CAV2	-2.31475
MED26	-0.0131666666666667
DUS1L	1.31
CHRM3	-1.572125
NEK9	0.48975
WARS2	1.2935
TBX22	0.055
TOMM40	-0.57925
RP6-213H19.1	-0.514833333333333
TUBGCP5	-1.97625
IGSF6	4.487
TPPP	1.95866666666667
UNQ6190	-0.4945
GSTM5	-0.232375
BTD	0.907666666666667
PDCD1LG2	-0.3262
SNRPB2	-0.666166666666667
ERICH1	-0.85325
APOA4	-1.423875
HOXA11	-3.3325
NARG1	0.406125
MKX	4.895
RAB28	-0.0705714285714286
PKP3	1.82825
SH3GL2	-0.432
CTSO	3.526
RPN2	1.8243125
IL28RA	0.0511666666666666
SFMBT1	1.0105
WDR57	0.6825
FER1L3	0.508166666666667
HSF5	0.1565
TTC9B	0.852
C4BPA	-4.8235
ALB	-4.83730769230769
SORBS3	-0.321875
UPF2	0.5695
JPH1	3.015
AGBL2	0.7025
DOPEY1	0.7165
TERF1	-0.31125
KIF22	0.456166666666667
NINJ1	1.083
SEC61A2	0.864166666666667
HIST1H1D	-2.85783333333333
SFXN4	0.225125
UCP3	1.495
ZNF703	1.57933333333333
MYL6B	0.26925
TREM1	3.3895
OR52E6	0.5385
CKMT2	-0.758
HLA-C	1.231125
SLC13A3	-2.41316666666667
TIMP4	2.4235
SLIT2	0.28575
RSF1	2.39938888888889
LONRF1	-0.901785714285714
MON1A	-0.6845
CACNG6	0.0763333333333333
DPPA4	-4.88433333333333
ZSWIM3	-0.38425
ZNF804A	0.0103333333333333
CCIN	1.285
SLC25A31	0.632
KCNMB4	1.97625
RABL5	0.464625
GALNS	-0.2838
STX6	-0.24525
HIST1H1C	-2.97183333333333
CIDEB	-0.321625
CASP4	-0.724
PDK3	0.6784
KCNJ11	2.747
TPR	-0.6695
ZSCAN20	-0.2585
MTX2	-0.14675
HIST1H2BH	-1.39175
LOC283767	0.9705
LYRM7	-1.07022222222222
BRD3	0.375
HIST1H2BO	-1.16975
MAGEB10	0.7085
SLC45A1	2.0055
SERPINA3	3.37775
KIAA0143	1.8305
KCNJ16	-0.340833333333333
KRT79	-0.05475
FABP2	-1.1545
NUT	-0.49
ZNF57	0.52875
FBXL4	0.066625
CLEC9A	-0.918
UGT8	0.0916666666666667
BMP2K	0.541
MAPK4	-3.92275
SLC25A23	0.0188
HINT1	0.5136
KRTAP13-1	0.0085
SFXN5	1.6011
CHCHD2	0.394833333333333
FAM3D	2.0285
NDP	-3.917875
RHOBTB1	0.117
SLC4A4	-2.11125
RPL38	-0.4305
HTF9C	0.292
AP2A2	0.712625
ZBTB46	-0.5735
MAP7D1	0.12075
AOX1	-0.746833333333333
CYR61	-1.07216666666667
DTNA	-1.34278571428571
JRKL	-0.63175
TMOD3	-0.411
EEA1	-0.5029
ADCK5	0.92475
IL1R1	1.7505
KLK3	0.369363636363636
HRSP12	0.87675
KTN1	-0.34675
LOH11CR2A	0.2108
RELL2	-0.59375
MAB21L1	1.13325
C20orf59	-0.8115
PHKB	-0.5685
ADAM2	-2.04383333333333
TBC1D8B	0.4795
FAM13A1	-0.76925
LAPTM4B	3.07208333333333
LCN8	-0.1065
TMEM147	0.499
SYT4	-0.3944
XPO7	-0.65
C9orf62	1.04
GPR75	0.6225
TRIM5	0.450875
APOC1	0.918166666666667
RNASE4	1.9215
PARD6B	2.02725
ARID1A	0.0965
TPD52L3	0.1918
RRAGB	0.577333333333333
RCN2	-0.765333333333333
HIST2H2BE	-1.1023125
STARD7	0.4315
SHMT2	-0.25525
KIAA1751	-0.0728333333333333
MLYCD	-0.52625
LOC162632	-1.0597
UQCRH	-1.93825
RP11-217H1.1	0.14275
SDHA	-0.625
NCLN	0.6314
ZNF17	0.548333333333333
RCBTB2	-2.5735
VEGFB	-0.4724
RP4-747L4.3	-0.543
COLQ	-0.167888888888889
MPN2	-2.03716666666667
DRG2	-0.74725
KLRB1	3.6155
ALPK2	-4.0965
DNASE2B	0.49775
FLJ23834	0.8755
AXUD1	-0.0105
SAFB	0.0936
NSUN4	-0.409
RFX2	0.7975
MAPK8IP1	-0.455833333333333
FANCD2	-0.354428571428571
ANKZF1	-0.907166666666667
C19orf50	-0.668125
DUSP8	0.821375
SENP5	0.06775
NFKBIL2	0.30075
LBR	-2.305875
IGFL1	0.159
LZTS2	-0.39
IL2RG	-1.132
CCDC51	0.03475
KLF3	0.06825
ANKRD37	-1.85575
KCTD14	1.7575
FZR1	0.686
SLC44A4	3.3272
ESPL1	-0.380875
GMPR2	-0.2714
TBC1D19	-0.220833333333333
ERGIC1	1.07974074074074
ERBB4	3.7761
TSPAN32	-0.28825
MAP4	0.25525
GPHN	0.92075
SLC6A2	0.206625
HIVEP1	-0.30025
DFFB	-0.8935
EIF4EBP2	0.64375
DMRT1	-0.133666666666667
HSPB6	-0.53275
IER2	-0.1835
AIFM1	-0.23725
WWC2	-0.873083333333333
MRPL4	-0.48225
FLJ21062	0.1715
EPB41L4A	1.5295
SH2D6	0.46775
TAF4B	-0.53825
GAL3ST3	0.206
MALT1	-0.937166666666667
RTDR1	0.4665
ARVCF	0.663375
MEX3B	-2.214
FBXO16	-0.6805
KIF7	-0.012
C1QC	4.5775
ZNF783	-0.112333333333333
ZNF85	-0.21875
MMP13	1.038
KIAA0329	0.762875
RTP3	-1.7545
ZBED3	-1.028
CLGN	-1.69075
SLC25A37	-1.37433333333333
hCG_18290	-0.37275
OR5AS1	0.9755
SMARCC2	0.250333333333333
FAM109A	-0.0448333333333333
CCDC12	0.074
USF2	0.6404
DEPDC7	-3.51275
C20orf24	1.27766666666667
JMJD3	0.682
DSP	0.0925
SLIC1	0.2385
FAM20A	0.11675
IRF2BP2	0.6135
ZNF230	-0.2335
MSN	-1.47092857142857
SLC9A5	-1.413
EPDR1	-3.0867
MUSK	0.811333333333333
