Hybridization REF	TCGA-AO-A0J9-01A-11R-A034-07
BCDO2	-1.76
CHMP7	-0.9605
REM2	-1.969
DNHD1	-1.19071428571429
FKBP4	-1.003875
ZNF350	1.4355
MGC11102	-0.5685
BST1	1.6675
KISS1R	3.1545
NCR2	0.632
DEFB125	0.912
UBE2W	-0.115125
KRT15	0.292
C10orf99	0.8075
SCN11A	0.458857142857143
GFI1	-1.828
RDHE2	-1.25633333333333
FHL1	1.84666666666667
OSGEP	0.432166666666667
GATA1	-2.7326
SMC6	-1.70625
TTTY14	-1.53266666666667
LPIN3	-0.028
RPL4	-0.8954
RBPMS	0.6151
PRPF3	-1.06616666666667
EMR1	-1.6895
SPATA19	1.3265
XCR1	-0.067
IRX3	3.2421
RBM6	-1.00575
KLF4	-1.21355555555556
UNC5CL	-1.2555
SEBOX	-1.3375
BTK	-0.88425
KRCC1	0.84675
C6orf27	1.015
SYTL5	-0.9975
PRND	2.919875
LOC653319	-1.2135
PIGL	-0.623
HUS1	-1.20066666666667
SFRS6	0.518166666666667
C17orf77	0.547
UIMC1	0.0176666666666667
FXYD2	-1.0283
LOC283152	1.3245
ZNF667	-1.787
ZCCHC12	-0.75175
TFEC	2.14011111111111
ATP7B	0.4785
POLD2	-1.60733333333333
RG9MTD1	-0.1945
ACOT2	-0.0484999999999999
HIST1H4I	-0.709875
PPARGC1A	-1.64
ETFA	-2.2732
POLRMT	-0.172
ZNF146	-0.779875
MIA2	-0.8945
KLHL6	0.331666666666667
HOXB5	-0.421125
NENF	1.06133333333333
CUGBP1	-0.01375
PRSS22	1.7515
CASC4	1.23455555555556
CUL4B	0.1574
CENPJ	-1.6304
PITX1	0.0646666666666667
FLJ31033	0.2626
CELSR3	-1.71183333333333
ZNF568	0.484
ITSN1	0.00674999999999997
EHBP1L1	-1.41966666666667
C19orf2	-1.38925
DCTN1	-0.4055
LIN28B	-1.422
TNKS2	-0.428
C1QBP	-0.708125
CADPS2	1.5885
SRMS	1.58833333333333
GJA9	0.226166666666667
MGC24975	0.178
TRIM45	1.2805
TSP50	0.32475
TCP1	-1.88025
TMED7	0.2466
CMA1	1.45
CENPL	-1.0595
PTCRA	1.527
FST	-3.64625
VWCE	-3.26525
PAWR	0.6095
ABCC12	0.2244
LDLR	-2.7059
ASTN2	1.1519
LOC441212	-0.899625
GPATCH8	0.26125
TANC2	-0.378333333333333
KIF4A	-2.975
C18orf18	-1.86675
PGM1	-1.44325
KIAA0258	-0.551
CPD	-0.3925
SNCAIP	0.021
DCT	-3.1324
HLA-DOA	2.12868181818182
OR11L1	1.761
UPK1B	0.5976
DNAJB4	-0.834875
UGT1A8	-0.0333333333333333
HIST1H4L	-0.445
PECR	-0.764833333333333
HSPA2	4.089
WFIKKN1	-0.63
SERP1	-0.688125
SYDE2	0.59475
TACR2	0.9365
NUP85	-1.386
CD177	0.267666666666667
LGR5	-0.6254
PIGG	-0.843
PTHR1	-1.14166666666667
RAB5A	-0.1042
FLJ13224	0.211
USP9Y	-1.659
C7orf53	-0.9285
LRP1B	0.83175
XAF1	2.6294
ABCG8	-0.0409999999999999
ANKDD1A	0.505
DAND5	-0.444
SPAG6	-0.272333333333333
LINCR	3.237
ZDHHC22	-0.230375
CCDC60	2.1035
THOC7	-1.02933333333333
TCTA	0.3844
OR8K3	0.757
NY-REN-7	-0.197
B2M	1.91416666666667
C6orf141	-0.751875
LPPR4	1.219
SQLE	-1.96975
SEPHS1	-0.235
BTBD14B	1.34778571428571
PLRG1	-0.8595
SPG7	-1.24426666666667
ZNF614	-1.48616666666667
PARD6G	2.02033333333333
INPP5B	-1.57155555555556
GRPEL2	-0.202571428571429
PPID	-0.8775
TRIM56	-0.363
UBE2J1	-1.03925
IL20RA	0.454
LOC387856	0.765333333333333
C1orf107	0.109083333333333
UTS2R	2.927
C19orf22	-0.289
SAFB2	-0.357625
KIAA0652	-1.629125
KLRG1	0.542333333333333
MS4A8B	0.034
FRAG1	-0.834
KIAA1546	-0.559666666666667
E2F4	-1.245
CLEC4M	1.2835
BTBD14A	0.789
KIAA0999	1.1266
GYPA	-2.3002
TAC1	-0.871
TRAIP	-1.42866666666667
KIAA0232	0.1275
ERCC8	-0.689625
GPX4	0.628375
KIAA0368	-0.0869999999999999
GPR157	0.159833333333333
CTAGE4	-1.524
C9orf30	-1.41166666666667
OR52A1	0.06
HSP90B3P	-2.0195
ALG9	-0.569
BTBD10	-0.1525
SDK2	1.08266666666667
BAIAP3	0.80275
RABGGTB	-0.73275
ANKRD40	-2.15583333333333
KRT74	-0.042
CALCOCO2	0.0533571428571428
SNCA	-2.74675
TMSL8	-3.3825
C2orf53	1.3475
ESRRB	0.126
ARHGAP26	0.4235
TDRD9	-2.73575
HRAS	-0.503833333333333
KLRC4	-3.1575
JAGN1	-0.206
BSDC1	0.7515
RNF43	-0.586
NDUFAF1	-0.084
PHF12	-0.1655
OR1L3	0.461333333333333
FOLR2	2.04454545454545
LYZL6	0.527333333333334
tcag7.1260	-1.2135
WSB1	-1.208
PROS1	-0.2062
OSTN	-0.72
PSMB8	0.469
SOCS4	-1.08857142857143
DDIT4L	1.242
MAS1	-1.448
MGC34796	0.34025
CSHL1	-1.7652
TBCCD1	-0.336
ZBTB7C	-1.61
AP2S1	-1.239
P15RS	-1.2461
VAT1	-0.3216
SHANK3	2.2245
TUFM	-0.643
THEG	-0.31875
KRT34	-2.5525
SGSM3	-0.927
TOMM22	-0.739375
SOCS3	1.55016666666667
CPO	0.0579999999999999
POP4	-0.26225
BHLHB3	1.207
MALL	2.09833333333333
OR1B1	-0.002
PARK2	0.18975
GPR124	1.48975
LCE1E	0.301
RUVBL2	-1.19725
CGRRF1	-0.0579999999999999
ACPL2	0.2305
WNT10B	-1.52928571428571
BAIAP2L2	-0.383375
ISCA1	-0.185
C1orf125	1.26275
RPAP1	-0.40175
RAI16	-0.232166666666667
RPL27	-0.275
NLRP9	-3.346
EPN1	-0.83
LOC388610	-1.61725
SLC35A1	-0.2883
GAL	-2.4795
SLC14A2	-0.28925
RDH11	-0.2255
FAM138F	0.3285
AUH	-0.6015
FLJ40243	0.315666666666667
C14orf129	-0.890333333333333
MBD2	-0.726
ABHD14B	-0.739625
PIGT	-0.00799999999999999
ALS2CR4	-0.93725
ALAS1	-0.7474
FOXO1	1.489
CRLF3	-0.479857142857143
C20orf107	-0.3245
FARS2	-0.59475
CCDC28A	0.26175
NPHP3	-0.4925
OR13F1	0.829
TSEN54	-1.139
DEFB106B	-0.570375
OR8B4	1.2745
STH	1.20975
ZC3H14	-0.76875
CBX2	0.9295
TMEM49	-1.824
C6orf21	-1.6915
FLJ20920	-0.3625
CRTAP	0.0579285714285715
DDX50	0.36075
STYXL1	-1.39325
BLVRB	-0.535166666666667
LOC147650	-0.0868333333333334
MMP24	0.981
GRID1	1.43783333333333
BANF1	-1.215
CTAGEP	-0.509
HMBS	-2.154
SLC25A24	-0.376
C14orf50	0.2375
MRO	1.35933333333333
SLC25A15	-1.37725
FAM84B	-0.4677
TDP1	-0.7585
C16orf78	-0.3566
C11orf57	1.195125
RFK	-0.724625
ZFYVE9	-1.27125
STCH	-1.8178
WIBG	1.24
LOC283871	-0.468166666666667
GBA2	-1.2392
NDUFB3	0.07975
HSD17B13	-1.168
GRIN3A	-0.04625
FMNL1	-0.837666666666667
SEPT7	-1.0749
GNLY	2.463
GRAMD1C	1.444
ZNF165	-0.3035
USP38	-0.436
FAM83A	-2.22
C14orf24	-0.3721
ARMCX3	-0.5555
ARHGDIB	0.451
AK1	0.457125
KIAA1045	0.235333333333333
DNAJB13	-0.5866
NEU2	0.00600000000000001
HIST1H4B	-0.6315
FAM20B	-0.4641
HES2	1.421
FAM73B	-0.4791
LOC388381	0.647
INTS7	-0.544090909090909
AMPH	0.0045
ZNF775	0.75275
UCKL1	-1.04916666666667
C10orf97	-0.755
C1orf161	-0.462333333333333
ALDH1L1	0.51575
FLJ39378	-0.00637499999999995
SLC23A1	-0.768
RBM4B	-0.51325
THAP4	-0.393833333333333
OGFRL1	2.4765
KIAA0831	-0.0604999999999999
PPP1R15A	0.224833333333333
C1orf96	0.388571428571429
C12orf11	-0.3915
BMF	1.342375
MAN1A1	-0.570142857142857
KIAA1600	0.2858
NLGN4X	-0.494
ALOX12	-0.344
RB1CC1	-0.855
NEIL2	0.2283
EIF4E	-0.553727272727273
ABHD5	-0.422
EXOC4	-0.861666666666667
CIP29	0.0161666666666667
BATF2	0.833
SLC29A4	-0.1775
HTR4	-0.17475
EMB	0.6665
TRAF6	-0.073
LMNB1	0.313
FAM19A5	-0.16875
SHE	0.8085
PIK3C2B	2.30425
C15orf15	-1.1362
USP15	0.4799
TCEAL2	0.887
C5orf39	0.9825
PTGER2	-0.4235
SLC31A1	-2.263875
IFT172	1.01625
ADAM29	0.91325
GFOD1	1.96725
ST7L	-0.127833333333333
C15orf26	-1.4435
PKN3	-0.65
CNTD1	1.4895
COMMD1	-0.136
NTRK2	2.76641666666667
FOXN3	1.06775
MFGE8	-0.662
PFKFB2	0.504333333333333
TAS2R4	0.24475
ENTHD1	0.815333333333333
PRMT5	-1.987625
MGC16384	-1.621875
LOC442229	-1.14566666666667
TSKU	0.06425
KRTCAP3	2.77225
PDLIM1	0.6236
KCNS2	0.0406666666666667
RNF126	-0.0306666666666666
CEP63	0.06075
CLIC4	-0.115125
hCG_1990170	0.664
ACR	0.718
KLK7	0.39225
ALOX5AP	2.221625
RIPK3	2.83075
TAS2R9	0.4605
C19orf18	-1.215
BIRC6	-0.322857142857143
ZNF16	-0.2375
RFT1	-0.748
SLC8A2	-0.051
TACC1	0.781375
ITGAD	0.661333333333333
SAMHD1	0.8535
SH3PXD2B	1.1466
EPC2	0.95625
C20orf85	5.634625
ATP13A2	0.0161666666666667
KRT4	0.79075
CAPNS1	-0.72775
MDM2	0.19275
PCDH20	1.86966666666667
KCNK9	-0.997
OR2C1	0.795
KLHDC3	-1.23166666666667
IPPK	-3.099
EFHD2	0.5975
GALR3	3.12425
NBEA	1.9185
ABCA6	3.2028
CLDN3	2.47966666666667
AKT2	-0.767285714285714
EGFR	-0.9452
RBM16	0.8215
ZDHHC3	-0.1854
SLC25A4	-0.917833333333333
CYB5B	-2.16566666666667
CPXM1	-0.96425
NDRG1	-1.70738461538462
FLJ43826	-1.677
OR5L2	-0.1752
FARP2	-1.1353
MRPL46	-1.0701
LDHAL6B	0.295
MAPKAPK3	-0.449166666666667
NCAM2	-1.7885
PRKD2	-0.544833333333333
ZFP36L1	1.9809
CYSLTR1	0.304666666666667
OR4C3	0.70675
HIST1H2AJ	1.4535
CCNB2	-2.39888888888889
ZNF10	-0.122875
TMEM175	1.255
FAM134A	-0.453
TIGD4	0.3745
PCNP	-0.8385
MGC39715	0.04125
LQK1	-2.63025
CREB1	-0.12475
TMPRSS3	0.8925
C4orf32	1.964375
LAT	-0.827333333333333
KCNA3	-1.112
SKIV2L2	-0.5905
ROPN1B	-2.058
tcag7.23	-0.6965
CDT1	-2.431625
ZHX2	1.029
CD28	-1.48975
ZNF624	1.30125
SEPT2	-0.416
SOHLH2	-0.062
MCOLN3	-1.1316
UNQ1945	1.7275
MASP2	-0.082
ZNRF3	-0.5474
GPATCH3	-1.0735
AGL	0.312
QRICH2	0.907
PSD4	0.201
CCNB1IP1	-1.7355
ENPP7	-0.146
OBFC1	-0.87825
KCNG3	-3.508
C14orf79	-1.17125
ENPEP	0.3336
SCT	1.0895
SKI	1.155875
SEC61G	-0.717
CAPN11	0.867
ATXN7L3	-0.824
DBNDD1	-0.481833333333333
FAIM	-0.18075
ANKRD36	-0.065
GABRP	1.72233333333333
TACSTD2	1.91
EIF3J	-0.83325
PPP2R2A	-2.71775
TEKT4	0.756833333333333
PVALB	-2.18716666666667
F10	-1.19816666666667
FAM134C	-0.1004
COMP	6.37525
EFCBP1	-1.85075
SCLT1	1.515875
TAL1	-0.1328
ACSL1	1.56525
ABCC5	0.611166666666667
ABL1	-0.516066666666667
RBBP7	-0.691833333333333
PTPRG	0.02325
NCOR1	-0.4126
SPINK4	-1.03583333333333
TXNRD1	-2.2823
TNRC15	0.52975
C9orf138	-0.629666666666667
UBE2H	0.791333333333333
BRDT	0.7762
C8orf31	-0.950333333333333
CCNE2	-2.0969
SLC6A8	-1.8765
CALCR	-1.65875
PPP1CB	0.545833333333333
ABHD8	-0.19
ARF5	-0.4629
SLC24A4	0.74875
CCT3	-0.49125
ZNF121	-1.66857142857143
SLC3A2	-2.1317
OR13A1	1.005
SLC5A10	-0.11425
RAD50	-0.907
IER5	1.54575
MTHFD1L	-1.365875
MBTPS2	-0.4905
MVK	-1.475625
NCL	-0.3704
PSMD10	-2.54075
MOBP	0.654875
FLJ32894	0.637
HRH1	-0.365
C5orf30	1.236
NUDT16L1	-0.2973
RASGRP3	3.01316666666667
PRKRIP1	-0.7053
CCDC75	0.4435
LOC253970	0.97075
KIAA1239	1.1135
MED21	0.6345
SYT11	0.46
NTSR2	0.149
EGFL11	null
CXorf59	8.837
OR2A25	-1.007
SPTBN2	-1.178
LRMP	-1.0245
RNF111	-1.68
PTH	-0.011
LOC619208	1.5346
KIAA0895	-2.32475
RANBP5	-0.865375
P2RY10	0.506833333333333
NME5	4.4965
DDX21	-1.49325
LRSAM1	-0.8495
HDAC11	-0.436166666666667
VMO1	3.0935
NOLA2	-0.850833333333333
ADAR	-0.361
MTO1	-1.46233333333333
SF4	-0.133833333333333
P2RX1	-0.969166666666667
HBM	0.7005
EN2	3.46
C14orf172	0.3925
TM9SF2	-1.3167
INHBE	-1.4296
TCTE3	0.0137500000000001
TOX2	-1.3575
CTAGE3	-0.707625
HBB	4.671
MED15	-0.926833333333333
CASR	-0.655666666666667
C6orf66	-0.702333333333333
MTPN	-0.955
UNC50	-1.67525
C21orf33	0.018
IRF2	1.033125
PGR	1.05633333333333
GPR84	0.74575
CROCCL1	-1.904
SRPX	0.0205
BRE	-0.4845
FGF10	0.324
SDC3	0.495
ZRSR1	-0.828833333333333
DKFZP434P211	-0.597
SOX6	1.602
RPUSD2	-0.04975
C14orf173	0.257916666666667
MAPK11	0.626666666666667
TBC1D22A	-0.4095
FAM123A	1.118
COL4A6	-2.1116
TOMM70A	-1.7665
NAB1	0.0895
MGC16385	-0.823875
TSPAN18	-0.649833333333333
MED31	-0.15
PLG	-0.49725
CAPSL	4.84
ZNF532	1.2945
ASB14	-0.670666666666667
CA8	-2.004
NUDT16P	1.86266666666667
SLFN11	-0.3365
LRRIQ2	-0.613625
NOL7	0.146666666666667
BRMS1L	-1.763625
JARID1A	0.328
PANK2	-0.72225
ICAM3	-0.789
MDS1	-1.92475
TAF8	-0.37425
RNF139	0.10475
ZNF594	0.143666666666667
ADAM8	3.060375
SFTPC	-0.589428571428572
MAN2B2	0.392
RGS12	-0.125625
EIF1AY	-3.01116666666667
LRRIQ1	0.542166666666667
GPR150	2.93525
CCDC21	-2.36583333333333
PRRG3	0.02875
SAA4	-0.83625
RAPGEF5	1.43925
ZCCHC2	0.447916666666667
MGC39372	1.5855
PPP4R2	-1.3775
CDCA2	-1.85166666666667
OR4D5	0.247
PTGFRN	0.0891
SIGLEC5	0.860666666666667
C19orf61	-0.774166666666667
NMUR2	-0.417
KIAA1586	-1.78966666666667
DAGLA	0.609666666666667
CHCHD6	-0.8025
GPR32	-1.3305
NEUROD6	-0.819666666666667
SLC2A4RG	0.6634375
CA5B	0.10625
FBXL3	0.20225
MPHOSPH9	-1.33375
HMG2L1	-0.083
HCN4	1.98783333333333
CEACAM19	0.7145
SH2D4B	-1.225
HFE2	0.161
TGM4	1.3412
LYPD2	-0.16675
TBC1D15	-0.346
MRPS21	-0.8015
NONO	-1.8676
CLEC5A	1.050375
ITCH	0.5806
MGAT3	0.340333333333333
MBP	-1.24275
RPP25	-0.3195
SOSTDC1	-1.50966666666667
HRC	-0.732
TRIM48	-0.4195
TMEM133	0.43175
ECEL1P2	-2.04925
HOXC11	-3.0985
DOK5	0.13
HELZ	0.739333333333333
LOC348180	-1.1255
MGC33894	-0.364
ADRB3	0.9805
DMD	0.4385
PTRH2	-0.56275
MPEG1	2.6838
NDUFA12	0.241
KRTAP2-4	0.619454545454545
STAMBPL1	-1.36133333333333
ADCY2	0.179
UNQ6125	0.904
KLHL20	0.203333333333333
SRM	-1.919
OTC	-0.095
TMIE	0.6274
SNX8	0.32175
LIPK	0.584
CHURC1	-0.71225
KLC2	0.687
HDAC1	-1.16016666666667
FAM128A	0.3745
FNDC3B	-0.4087
MTCP1	-0.813333333333333
WFDC10B	0.7151
PCDHGB3	1.2975
ATRNL1	-1.11744444444444
CAV2	0.227625
MED26	0.4275
DUS1L	-0.04375
CHRM3	-1.6445
NEK9	-1.1505
WARS2	0.81775
TBX22	0.837
TOMM40	-1.07075
RP6-213H19.1	-0.4485
TUBGCP5	-1.07775
IGSF6	5.1395
TPPP	-1.402
UNQ6190	-0.605
GSTM5	0.33975
BTD	-1.51766666666667
PDCD1LG2	-0.081
SNRPB2	0.079
ERICH1	0.075125
APOA4	-1.143875
HOXA11	-0.847
NARG1	-0.028375
MKX	3.2885
RAB28	-1.19953846153846
PKP3	-0.54675
SH3GL2	-1.06925
CTSO	0.472
RPN2	-0.54225
IL28RA	-0.862666666666667
SFMBT1	1.19575
WDR57	-0.8015
FER1L3	1.09075
HSF5	1.20075
TTC9B	0.7175
C4BPA	-2.47233333333333
ALB	-2.88264285714286
SORBS3	1.16275
UPF2	-1.798
JPH1	-1.891
AGBL2	-1.71975
DOPEY1	2.057
TERF1	-0.402833333333333
KIF22	-0.404333333333333
NINJ1	1.12175
SEC61A2	-1.81090909090909
HIST1H1D	0.905166666666667
SFXN4	-0.623875
UCP3	0.7552
ZNF703	1.61116666666667
MYL6B	0.1975
TREM1	-0.26525
OR52E6	-0.42
CKMT2	1.54425
HLA-C	2.532125
SLC13A3	-0.7658
TIMP4	2.72275
SLIT2	3.5895
RSF1	-0.596055555555556
LONRF1	-1.57415384615385
MON1A	-0.249333333333333
CACNG6	-1.07766666666667
DPPA4	-3.77933333333333
ZSWIM3	-0.129
ZNF804A	-0.2566
CCIN	0.85
SLC25A31	1.9095
KCNMB4	0.199
RABL5	0.52575
GALNS	-0.5347
STX6	1.27175
HIST1H1C	-2.3555
CIDEB	-0.1245
CASP4	1.18083333333333
PDK3	-1.2988
KCNJ11	-1.356
TPR	-0.121375
ZSCAN20	-0.4715
MTX2	-0.36525
HIST1H2BH	-0.7415
LOC283767	3.514
LYRM7	-0.822111111111111
BRD3	-0.121833333333333
HIST1H2BO	-1.199
MAGEB10	-0.119
SLC45A1	-0.057
SERPINA3	1.0243
KIAA0143	0.37725
KCNJ16	0.817166666666667
KRT79	-0.12925
FABP2	-1.83833333333333
NUT	0.470333333333333
ZNF57	-1.00775
FBXL4	-1.494
CLEC9A	-1.036
UGT8	-1.83533333333333
BMP2K	-0.72075
MAPK4	-1.82025
SLC25A23	-1.129
HINT1	-0.4191
KRTAP13-1	2.199
SFXN5	0.0785555555555556
CHCHD2	-0.510666666666667
FAM3D	-0.9
NDP	-2.750125
RHOBTB1	0.0548
SLC4A4	-0.687
RPL38	0.85825
HTF9C	-0.988666666666667
AP2A2	-0.142
ZBTB46	-4.6305
MAP7D1	-0.06125
AOX1	0.688
CYR61	0.881
DTNA	-0.691692307692308
JRKL	0.4535
TMOD3	-1.052
EEA1	-0.131
ADCK5	-0.6825
IL1R1	1.89083333333333
KLK3	1.42146153846154
HRSP12	-0.73975
KTN1	0.29275
LOH11CR2A	-0.1891
RELL2	-2.0985
MAB21L1	0.934
C20orf59	-0.918666666666667
PHKB	-1.1735
ADAM2	-0.6595
TBC1D8B	0.995833333333333
FAM13A1	0.110133333333333
LAPTM4B	-3.22575
LCN8	-1.3155
TMEM147	-0.289
SYT4	1.4058
XPO7	-1.7345
C9orf62	3.787
GPR75	0.9085
TRIM5	-0.811875
APOC1	3.924
RNASE4	-0.6925
PARD6B	-0.2275
ARID1A	0.03225
TPD52L3	0.7095
RRAGB	-0.655166666666667
RCN2	-1.39166666666667
HIST2H2BE	-1.1236
STARD7	-1.284
SHMT2	-1.07575
KIAA1751	-1.2156
MLYCD	-0.807125
LOC162632	0.0667
UQCRH	-1.5845
RP11-217H1.1	-1.0153125
SDHA	-2.385
NCLN	-0.3357
ZNF17	0.0408333333333333
RCBTB2	-0.65075
VEGFB	0.1015
RP4-747L4.3	-1.1885
COLQ	-0.0016
MPN2	-1.05533333333333
DRG2	-0.76375
KLRB1	6.533
ALPK2	-2.3275
DNASE2B	2.00475
FLJ23834	-0.00639999999999999
AXUD1	0.0796666666666666
SAFB	0.227
NSUN4	-0.779
RFX2	0.6225
MAPK8IP1	-0.161
FANCD2	-1.36328571428571
ANKZF1	-1.92683333333333
C19orf50	-0.9915
DUSP8	0.754625
SENP5	-0.312
NFKBIL2	-0.33175
LBR	-1.221125
IGFL1	0.3095
LZTS2	0.753625
IL2RG	0.6605
CCDC51	-0.611
KLF3	0.146125
ANKRD37	-1.595
KCTD14	-2.318
FZR1	-0.0598333333333333
SLC44A4	2.5549
ESPL1	-0.7685
GMPR2	-1.4317
TBC1D19	-0.784333333333333
ERGIC1	0.335148148148148
ERBB4	-0.340222222222222
TSPAN32	-0.1473
MAP4	-0.35325
GPHN	-2.3805
SLC6A2	-0.116857142857143
HIVEP1	0.43775
DFFB	-1.6006
EIF4EBP2	1.23175
DMRT1	0.547
HSPB6	0.40375
IER2	0.299666666666667
AIFM1	0.10225
WWC2	1.14916666666667
MRPL4	-1.086
FLJ21062	0.244
EPB41L4A	1.47833333333333
SH2D6	-1.05125
TAF4B	-0.8245
GAL3ST3	-0.6245
MALT1	-0.974
RTDR1	-0.76025
ARVCF	-0.498571428571429
MEX3B	-0.708666666666667
FBXO16	1.34
KIF7	-1.37825
C1QC	5.77316666666667
ZNF783	-0.474
ZNF85	-0.5945
MMP13	0.449
KIAA0329	1.46885714285714
RTP3	-1.3295
ZBED3	2.356
CLGN	-1.0845
SLC25A37	-1.45847826086957
hCG_18290	0.772
OR5AS1	-0.758
SMARCC2	1.35458333333333
FAM109A	-0.1066
CCDC12	0.2035
USF2	0.0382
DEPDC7	-1.009
C20orf24	-1.29
JMJD3	-0.1445
DSP	0.756785714285714
SLIC1	0.600375
