Hybridization REF	TCGA-A8-A099-01A-11R-A00Z-07
KIF4A	-2.20375
C18orf18	-1.1545
PGM1	-0.60075
KIAA0258	1.405
CPD	0.733125
SNCAIP	-1.49625
DCT	-4.27416666666667
HLA-DOA	2.53477272727273
OR11L1	0.3535
UPK1B	-0.439
DNAJB4	-1.45975
UGT1A8	-0.33925
HIST1H4L	-2.9305
PECR	-0.2305
HSPA2	1.925
WFIKKN1	-2.698
SERP1	1.8495
SYDE2	-0.228
TACR2	1.4635
NUP85	-1.11825
CD177	-0.645166666666667
LGR5	-1.29616666666667
PIGG	-0.1005
PTHR1	-1.59066666666667
RAB5A	0.7823
FLJ13224	-0.4545
USP9Y	-1.00683333333333
C7orf53	-2.721
LRP1B	-1.344
XAF1	1.887
ABCG8	0.0065
ANKDD1A	-1.00866666666667
DAND5	-1.2065
SPAG6	6.37433333333333
LINCR	0.20475
ZDHHC22	-1.660625
CCDC60	0.6825
THOC7	-0.853333333333333
TCTA	1.7678
OR8K3	0.143
NY-REN-7	-0.65
B2M	1.307
C6orf141	-3.31875
LPPR4	1.52075
SQLE	-0.525875
SEPHS1	-0.757
BTBD14B	-0.00450000000000004
PLRG1	-0.37625
SPG7	-0.5931875
ZNF614	-0.122333333333333
PARD6G	0.4575
INPP5B	0.3729
GRPEL2	-0.094875
PPID	-0.2969
TRIM56	-0.7015
UBE2J1	0.212375
IL20RA	6.47775
LOC387856	0.3635
C1orf107	1.03783333333333
UTS2R	0.32875
C19orf22	0.21625
SAFB2	-0.07825
KIAA0652	0.832625
KLRG1	-1.232
MS4A8B	0.299
FRAG1	0.97225
KIAA1546	0.48575
E2F4	-1.3362
CLEC4M	0.294333333333333
BTBD14A	-0.79075
KIAA0999	-1.0441
GYPA	-3.75183333333333
TAC1	-0.1257
TRAIP	-1.52
KIAA0232	0.9059
ERCC8	-1.3335
GPX4	0.279625
KIAA0368	-0.448875
GPR157	-0.954166666666667
CTAGE4	2.473
C9orf30	-1.46866666666667
OR52A1	0.1365
HSP90B3P	0.277
ALG9	0.3449
BTBD10	0.9965
SDK2	-0.39075
BAIAP3	-0.9015
RABGGTB	-1.080375
ANKRD40	1.02133333333333
KRT74	0.3005
CALCOCO2	1.43914285714286
SNCA	-3.59775
TMSL8	-3.379375
C2orf53	0.6585
ESRRB	-0.302
ARHGAP26	-1.7435
TDRD9	-3.20625
HRAS	-0.958666666666667
KLRC4	-3.19
JAGN1	0.302666666666667
BSDC1	-0.17725
RNF43	-0.4413
NDUFAF1	1.86175
PHF12	0.5085
OR1L3	-0.01225
FOLR2	1.75966666666667
LYZL6	0.247666666666667
tcag7.1260	-1.7115
WSB1	-2.09083333333333
PROS1	-1.6577
OSTN	0.473
PSMB8	0.63775
SOCS4	0.566625
DDIT4L	0.30975
MAS1	-0.386
MGC34796	2.07625
CSHL1	0.176166666666667
TBCCD1	0.883
ZBTB7C	0.493
AP2S1	-0.03975
P15RS	1.3519
VAT1	-0.2211
SHANK3	0.800166666666667
TUFM	0.201
THEG	-1.21525
KRT34	-2.21575
SGSM3	0.47625
TOMM22	0.084375
SOCS3	0.416
CPO	1.293
POP4	1.01275
BHLHB3	0.3485
MALL	0.99575
OR1B1	0.2995
PARK2	1.629
GPR124	0.1805
LCE1E	-0.36
RUVBL2	-0.135
CGRRF1	1.4809
ACPL2	0.847
WNT10B	-2.56925
BAIAP2L2	-2.420375
ISCA1	0.7315
C1orf125	0.14025
RPAP1	-0.476
RAI16	-0.3255
RPL27	-1.1935
NLRP9	0.564
EPN1	0.433
LOC388610	-2.74275
SLC35A1	1.7592
GAL	-4.95175
SLC14A2	0.515
RDH11	-1.31033333333333
FAM138F	-1.0605
AUH	0.035
FLJ40243	0.69875
C14orf129	0.224666666666667
MBD2	-0.156166666666667
ABHD14B	1.367625
PIGT	1.03075
ALS2CR4	-0.9485
ALAS1	1.239
FOXO1	0.141166666666667
CRLF3	-0.671625
C20orf107	0.152
FARS2	1.146
CCDC28A	1.99675
NPHP3	-1.78075
OR13F1	0.465
TSEN54	-0.933
DEFB106B	0.193
OR8B4	0.548
STH	0.8475
ZC3H14	-0.766
CBX2	-0.12
TMEM49	-0.62525
C6orf21	0.4125
FLJ20920	1.141875
CRTAP	0.636071428571429
DDX50	-0.4445
STYXL1	0.67975
BLVRB	0.736833333333333
LOC147650	-0.9635
MMP24	0.7605
GRID1	0.327166666666667
BANF1	0.189333333333333
CTAGEP	1.55075
HMBS	-1.8685
SLC25A24	-0.197
C14orf50	2.3585
MRO	0.161833333333333
SLC25A15	-0.9945
FAM84B	2.088
TDP1	-1.6395
C16orf78	0.0651666666666667
C11orf57	-0.5195
RFK	-0.665
ZFYVE9	-0.31125
STCH	-0.5753
WIBG	0.59075
LOC283871	-0.1025
GBA2	0.1527
NDUFB3	-0.0825
HSD17B13	-0.733
GRIN3A	1.07483333333333
FMNL1	-0.134666666666667
SEPT7	-0.6939
GNLY	1.5665
GRAMD1C	0.757833333333333
ZNF165	-0.102
USP38	0.66925
FAM83A	-3.629
C14orf24	1.0595
ARMCX3	1.751125
ARHGDIB	2.353
AK1	0.237
KIAA1045	-0.099
DNAJB13	-0.285833333333333
NEU2	1.0095
HIST1H4B	-1.794
FAM20B	0.5545
HES2	-1.01021428571429
FAM73B	-0.5634
LOC388381	-0.2605
INTS7	1.09809090909091
AMPH	1.217
ZNF775	-0.821375
UCKL1	-0.838333333333333
C10orf97	0.036
C1orf161	0.00750000000000001
ALDH1L1	-2.29675
FLJ39378	-0.2765
SLC23A1	0.0845
RBM4B	1.17875
THAP4	0.250666666666667
OGFRL1	0.13075
KIAA0831	0.20175
PPP1R15A	-0.974833333333333
C1orf96	0.149
C12orf11	-1.2075
BMF	0.841875
MAN1A1	-1.06175
KIAA1600	0.977
NLGN4X	-1.12075
ALOX12	-1.57766666666667
RB1CC1	-0.5416
NEIL2	0.6691
EIF4E	0.101272727272727
ABHD5	0.26075
EXOC4	-0.6515
CIP29	-0.558333333333333
BATF2	1.61525
SLC29A4	-1.1435
HTR4	0.28225
EMB	1.1195
TRAF6	0.48525
LMNB1	-4.91325
FAM19A5	0.21625
SHE	1.64375
PIK3C2B	0.82175
C15orf15	-0.155
USP15	-0.1959
TCEAL2	-0.452
C5orf39	-2.07983333333333
PTGER2	-1.17175
SLC31A1	0.1736875
IFT172	-1.2805
ADAM29	0.0205
GFOD1	0.299
ST7L	0.531
C15orf26	-2.86775
PKN3	-0.90725
CNTD1	3.88566666666667
COMMD1	0.82575
NTRK2	1.88133333333333
FOXN3	-0.767125
MFGE8	-0.7373
PFKFB2	1.127
TAS2R4	-0.332
ENTHD1	-0.567
PRMT5	0.272875
MGC16384	-1.838375
LOC442229	-0.4655
TSKU	0.00637500000000001
KRTCAP3	2.44175
PDLIM1	1.4846
KCNS2	0.32525
RNF126	-0.715833333333333
CEP63	0.14575
CLIC4	-0.560875
hCG_1990170	-1.39375
ACR	0.151222222222222
KLK7	-0.31875
ALOX5AP	3.002
RIPK3	4.09475
TAS2R9	-0.003
C19orf18	1.1775
BIRC6	0.00292857142857144
ZNF16	1.572
RFT1	0.0145
SLC8A2	-0.5925
TACC1	-0.91725
ITGAD	1.15775
SAMHD1	1.332
SH3PXD2B	0.785
EPC2	0.77775
C20orf85	0.311375
ATP13A2	-0.0948333333333333
KRT4	0.11875
CAPNS1	0.64875
MDM2	-0.325083333333333
PCDH20	3.02875
KCNK9	0.719
OR2C1	-0.279
KLHDC3	-0.232833333333333
IPPK	1.728
EFHD2	-0.18325
GALR3	0.06525
NBEA	-1.99033333333333
ABCA6	2.1186
CLDN3	0.655666666666667
AKT2	-0.206857142857143
EGFR	-3.2609
RBM16	0.15375
ZDHHC3	0.3519
SLC25A4	1.201
CYB5B	-0.473
CPXM1	-1.38625
NDRG1	-0.173769230769231
FLJ43826	0.17225
OR5L2	-0.3965
FARP2	0.9924
MRPL46	-0.118583333333333
LDHAL6B	0.0158333333333333
MAPKAPK3	0.3725
NCAM2	-3.2755
PRKD2	0.5045
ZFP36L1	0.1109
CYSLTR1	1.24475
OR4C3	0.578
HIST1H2AJ	2.189
CCNB2	-3.12155555555556
ZNF10	-0.206125
TMEM175	0.245
FAM134A	1.237
TIGD4	0.16
PCNP	-0.337
MGC39715	-0.93875
LQK1	-0.8015
CREB1	1.0477
TMPRSS3	2.489
C4orf32	2.60325
LAT	-2.38316666666667
KCNA3	-0.687
SKIV2L2	0.0635
ROPN1B	-3.04625
tcag7.23	-1.1645
CDT1	-3.865625
ZHX2	1.37925
CD28	-4.04075
ZNF624	0.8545
SEPT2	0.816416666666667
SOHLH2	-0.816125
MCOLN3	-0.611625
UNQ1945	0.448
MASP2	-1.461
ZNRF3	0.7406
GPATCH3	-0.8645
AGL	1.099
QRICH2	-0.23
PSD4	1.5785
CCNB1IP1	-1.743
ENPP7	0.404
OBFC1	0.89825
KCNG3	-1.9225
C14orf79	0.6585
ENPEP	1.3815
SCT	1.3305
SKI	0.224875
SEC61G	-0.4785
CAPN11	0.6895
ATXN7L3	0.64
DBNDD1	-0.324166666666667
FAIM	0.82475
ANKRD36	-1.653
GABRP	-0.7515
TACSTD2	1.8995
EIF3J	-0.1615
PPP2R2A	-0.37975
TEKT4	-0.744666666666667
PVALB	-0.280833333333333
F10	-3.225
FAM134C	1.7012
COMP	4.516125
EFCBP1	-3.4896875
SCLT1	-0.870625
TAL1	-1.1482
ACSL1	0.512
ABCC5	0.791833333333333
ABL1	0.152388888888889
RBBP7	-0.129666666666667
PTPRG	-1.174
NCOR1	0.68
SPINK4	-2.192
TXNRD1	-0.6662
TNRC15	0.209625
C9orf138	0.373625
UBE2H	0.3815
BRDT	1.49466666666667
C8orf31	-0.23325
CCNE2	-2.26736363636364
SLC6A8	-1.84925
CALCR	-3.32825
PPP1CB	0.460166666666667
ABHD8	0.5365
ARF5	-0.2775
SLC24A4	0.397
CCT3	0.63775
ZNF121	0.215125
SLC3A2	-0.7777
OR13A1	0.1055
SLC5A10	-0.51075
RAD50	0.091375
IER5	0.10625
MTHFD1L	-3.22175
MBTPS2	0.86375
MVK	-0.13725
NCL	0.0487
PSMD10	0.18175
MOBP	0.271125
FLJ32894	-0.397
HRH1	-0.637833333333333
C5orf30	0.64575
NUDT16L1	1.0564
RASGRP3	3.41716666666667
PRKRIP1	-1.165
CCDC75	-0.4005
LOC253970	-0.12575
KIAA1239	0.401
MED21	-0.21175
SYT11	0.10375
NTSR2	-0.185
EGFL11	0.0255
CXorf59	-0.003
OR2A25	0.52175
SPTBN2	0.036
LRMP	-1.35083333333333
RNF111	0.592
PTH	0.4665
LOC619208	0.651333333333333
KIAA0895	0.686
RANBP5	-1.215125
P2RY10	0.728666666666667
NME5	4.4195
DDX21	-0.675
LRSAM1	0.229
HDAC11	1.56366666666667
VMO1	1.71575
NOLA2	0.152
ADAR	1.61566666666667
MTO1	-0.8575
SF4	0.572666666666667
P2RX1	-0.565166666666667
HBM	-0.19175
EN2	0.7795
C14orf172	-0.835
TM9SF2	0.7441
INHBE	-1.064
TCTE3	-0.202333333333333
TOX2	-3.44175
CTAGE3	1.102
HBB	3.1484
MED15	-0.678166666666667
CASR	0.18925
C6orf66	-1.70383333333333
MTPN	-1.593125
UNC50	0.3965
C21orf33	-0.1885
IRF2	1.053
PGR	2.85816666666667
GPR84	2.1315
CROCCL1	-2.77275
SRPX	-2.416
BRE	0.797833333333333
FGF10	3.14425
SDC3	-0.083
ZRSR1	0.529
DKFZP434P211	0.00350000000000002
SOX6	0.199
RPUSD2	-0.19625
C14orf173	-0.81075
MAPK11	-1.4065
TBC1D22A	1.125
FAM123A	-0.8705
COL4A6	-3.5095
TOMM70A	0.55225
NAB1	0.334875
MGC16385	-0.72275
TSPAN18	-0.535833333333333
MED31	-0.45675
PLG	-0.22725
CAPSL	5.329
ZNF532	0.2554
ASB14	0.12775
CA8	0.73475
NUDT16P	2.95916666666667
SLFN11	-1.6585
LRRIQ2	0.31725
NOL7	-0.159666666666667
BRMS1L	-0.47725
JARID1A	-0.181333333333333
PANK2	-0.5715
ICAM3	0.01575
MDS1	-0.92425
TAF8	-0.164
RNF139	1.1785
ZNF594	1.03033333333333
ADAM8	2.320625
SFTPC	-0.070375
MAN2B2	2.098875
RGS12	0.6505
EIF1AY	-4.9
LRRIQ1	-2.4698
GPR150	0.62325
CCDC21	-0.749166666666667
PRRG3	0.35625
SAA4	-3.952
RAPGEF5	1.409875
ZCCHC2	-0.415083333333333
MGC39372	0.328
PPP4R2	0.332333333333333
CDCA2	-2.99183333333333
OR4D5	1.23216666666667
PTGFRN	1.3708
SIGLEC5	-0.269166666666667
C19orf61	0.126666666666667
NMUR2	-0.0345
KIAA1586	-1.65816666666667
DAGLA	-0.609833333333333
CHCHD6	-0.557
GPR32	0.602
NEUROD6	0.271
SLC2A4RG	-0.174
CA5B	0.44625
FBXL3	0.72625
MPHOSPH9	-0.46125
HMG2L1	0.63975
HCN4	0.4185
CEACAM19	1.328
SH2D4B	0.365
HFE2	-0.644
TGM4	0.2425
LYPD2	0.0635
TBC1D15	0.0025
MRPS21	0.8202
NONO	-0.4122
CLEC5A	1.54975
ITCH	-0.1705
MGAT3	-1.47133333333333
MBP	-0.350125
RPP25	-1.13525
SOSTDC1	-2.72875
HRC	-1.421
TRIM48	0.623
TMEM133	1.366
ECEL1P2	-0.99825
HOXC11	2.322
DOK5	-1.22025
HELZ	-0.154833333333333
LOC348180	-1.003
MGC33894	0.33075
ADRB3	0.066
DMD	-0.709666666666667
PTRH2	-0.837
MPEG1	2.86283333333333
NDUFA12	0.528333333333333
KRTAP2-4	-0.0825454545454546
STAMBPL1	-1.09533333333333
ADCY2	-1.0466
UNQ6125	0.592
KLHL20	0.659666666666667
SRM	-1.9175
OTC	-0.14725
TMIE	0.181666666666667
SNX8	-0.11125
LIPK	0.5115
CHURC1	-0.596916666666667
KLC2	0.110833333333333
HDAC1	-0.412666666666667
FAM128A	-0.258833333333333
FNDC3B	0.1938
MTCP1	-0.0443333333333333
WFDC10B	-0.0896
PCDHGB3	0.049
ATRNL1	-0.9725
CAV2	-1.259375
MED26	-0.073
DUS1L	0.00925000000000001
CHRM3	-1.479875
NEK9	1.12775
WARS2	0.4255
TBX22	1.603
TOMM40	-1.04625
RP6-213H19.1	-0.292833333333333
TUBGCP5	0.29425
IGSF6	4.6575
TPPP	1.24783333333333
UNQ6190	0.37
GSTM5	0.46225
BTD	2.1305
PDCD1LG2	0.656
SNRPB2	-0.459666666666667
ERICH1	-0.65125
APOA4	-1.875125
HOXA11	-0.92475
NARG1	-0.46175
MKX	-0.0385
RAB28	0.313071428571429
PKP3	0.57525
SH3GL2	-0.3215
CTSO	3.905
RPN2	0.685875
IL28RA	-0.0588333333333333
SFMBT1	0.0325
WDR57	-0.69125
FER1L3	1.05475
HSF5	0.507333333333333
TTC9B	0.3675
C4BPA	-3.705
ALB	-4.13607142857143
SORBS3	-0.46325
UPF2	-0.065
JPH1	1.366
AGBL2	0.227
DOPEY1	1.2345
TERF1	-0.437083333333333
KIF22	-0.684333333333333
NINJ1	0.69525
SEC61A2	-0.539166666666667
HIST1H1D	-0.609666666666667
SFXN4	0.667875
UCP3	0.1165
ZNF703	1.261
MYL6B	-0.723
TREM1	1.001
OR52E6	0.7305
CKMT2	1.39725
HLA-C	2.2785
SLC13A3	-2.83766666666667
TIMP4	2.35
SLIT2	1.61975
RSF1	0.0547222222222222
LONRF1	-0.952285714285714
MON1A	0.2135
CACNG6	-2.0185
DPPA4	-5.5215
ZSWIM3	0.71775
ZNF804A	0.598833333333333
CCIN	0.9505
SLC25A31	0.32275
KCNMB4	-1.639
RABL5	0.08025
GALNS	-0.3073
STX6	0.880875
HIST1H1C	-0.679166666666667
CIDEB	0.843
CASP4	-0.578166666666667
PDK3	1.4001
KCNJ11	2.893
TPR	0.30875
ZSCAN20	-1.115
MTX2	0.00675
HIST1H2BH	-0.07975
LOC283767	0.589
LYRM7	-1.07783333333333
BRD3	0.5
HIST1H2BO	0.02575
MAGEB10	0.451
SLC45A1	1.3635
SERPINA3	2.3664
KIAA0143	1.119
KCNJ16	-0.368166666666667
KRT79	0.1935
FABP2	-0.4885
NUT	0.09625
ZNF57	-0.00724999999999999
FBXL4	1.136
CLEC9A	0.9325
UGT8	-1.897
BMP2K	0.7585
MAPK4	-3.24575
SLC25A23	0.071
HINT1	-0.5446
KRTAP13-1	0.2215
SFXN5	0.1879
CHCHD2	0.02025
FAM3D	1.4145
NDP	-2.987375
RHOBTB1	-0.591833333333333
SLC4A4	-1.473875
RPL38	-0.84275
HTF9C	-0.362666666666667
AP2A2	0.700875
ZBTB46	-0.8775
MAP7D1	-0.59975
AOX1	-1.68983333333333
CYR61	-0.40425
DTNA	-1.6595
JRKL	-1.67475
TMOD3	-0.46
EEA1	0.4801
ADCK5	-0.63025
IL1R1	2.08066666666667
KLK3	0.260214285714286
HRSP12	-0.10575
KTN1	-0.467
LOH11CR2A	0.6328
RELL2	-1.7395
MAB21L1	0.878
C20orf59	-1.03033333333333
PHKB	0.36
ADAM2	-1.66083333333333
TBC1D8B	2.227
FAM13A1	-0.10025
LAPTM4B	-0.4395
LCN8	-0.0415
TMEM147	0.5985
SYT4	2.1765
XPO7	-0.564
C9orf62	0.49575
GPR75	2.0195
TRIM5	1.399
APOC1	-0.846333333333333
RNASE4	2.6025
PARD6B	0.0653749999999999
ARID1A	0.280416666666667
TPD52L3	0.1741
RRAGB	2.377
RCN2	-0.267
HIST2H2BE	1.5235
STARD7	0.5165
SHMT2	-1.174
KIAA1751	-0.309666666666667
MLYCD	0.78875
LOC162632	-0.2189
UQCRH	-2.18075
RP11-217H1.1	0.83025
SDHA	-0.178
NCLN	-0.0209
ZNF17	0.753666666666667
RCBTB2	-1.96825
VEGFB	0.2666
RP4-747L4.3	0.31725
COLQ	0.1805
MPN2	-0.834
DRG2	0.36475
KLRB1	3.49075
ALPK2	-1.5515
DNASE2B	0.23825
FLJ23834	-0.162333333333333
AXUD1	1.50683333333333
SAFB	-0.2935
NSUN4	-0.23675
RFX2	0.0553333333333333
MAPK8IP1	0.2365
FANCD2	-0.925285714285714
ANKZF1	-1.34566666666667
C19orf50	-0.49125
DUSP8	0.922875
SENP5	0.077625
NFKBIL2	-0.98625
LBR	-2.20675
IGFL1	-0.178
LZTS2	-0.22925
IL2RG	-0.584375
CCDC51	0.3735
KLF3	0.95425
ANKRD37	-1.1545
KCTD14	1.9185
FZR1	0.134916666666667
SLC44A4	4.0652
ESPL1	-1.6455
GMPR2	0.7103
TBC1D19	0.609166666666667
ERGIC1	1.30066666666667
ERBB4	2.2345
TSPAN32	-0.22525
MAP4	0.961625
GPHN	-1.111
SLC6A2	-0.468375
HIVEP1	-1.67125
DFFB	-0.7247
EIF4EBP2	0.166625
DMRT1	-0.384666666666667
HSPB6	-0.067
IER2	0.416
AIFM1	0.0945
WWC2	-0.132166666666667
MRPL4	-0.40175
FLJ21062	0.2195
EPB41L4A	1.64066666666667
SH2D6	0.3035
TAF4B	-1.59825
GAL3ST3	0.2095
MALT1	-1.25416666666667
RTDR1	-0.647
ARVCF	-0.659875
MEX3B	-1.35566666666667
FBXO16	2.0795
KIF7	-0.559
C1QC	3.559
ZNF783	-1.13283333333333
ZNF85	0.316
MMP13	2.797
KIAA0329	-0.2835
RTP3	-1.48
ZBED3	0.1455
CLGN	-5.92175
SLC25A37	-1.35970833333333
hCG_18290	-0.597
OR5AS1	0.455
SMARCC2	0.713083333333333
FAM109A	0.107166666666667
CCDC12	-0.373
USF2	0.8214
DEPDC7	-2.84225
C20orf24	-0.679833333333333
JMJD3	1.2625
DSP	2.35514285714286
SLIC1	0.41225
FAM20A	-0.08375
IRF2BP2	0.660625
ZNF230	0.9215
MSN	-0.690357142857143
SLC9A5	-2.4925
EPDR1	-0.7956
MUSK	0.239
ZNF434	0.388
SMARCD1	-0.210166666666667
ZFP106	-0.17725
ZNF347	0.6441
GTF2E1	0.16925
RY1	0.2825
ATAD2B	0.199125
ARHGAP17	-0.6879
