Hybridization REF	TCGA-A2-A0EQ-01A-11R-A034-07
PHF20	0.030625
CPNE4	-2.32166666666667
GTPBP1	-0.121071428571429
RAB33B	1.47883333333333
ALDOC	-2.290625
ZNF212	0.1265
NUDT1	-0.678166666666667
RFPL2	0.489
ZNF83	-0.604333333333333
GDPD5	2.10775
PDCD4	1.39715
CEP350	0.309
OR10A2	-0.65025
CST7	3.0725
CIAO1	-0.49
SELL	2.8755
OR8J3	0.031
LTBP4	-0.595666666666667
SIRT6	0.167
CCL19	5.6175
PPIL1	-0.933
GBP7	0.889666666666666
STK17A	-0.2417
ABR	-0.288
OR9G1	-1.1595
FOXE1	-0.7815
CNGA3	0.554
GML	-0.0255
CD38	1.94075
ZDHHC6	0.253833333333333
NEFH	-2.8425
CTDSP2	-0.0251666666666667
PGBD5	-2.57833333333333
CCNY	0.363857142857143
RMND5B	0.300166666666667
ZNF257	-1.50225
FLJ22167	-1.014125
EXOSC7	-0.492333333333333
ROR2	0.115625
MAOA	-2.267
TNNT3	-0.112166666666667
GYPC	-0.552
C7orf33	0.899
PLIN	1.9445
LOC90826	-0.4785
RNF4	-0.0643
F8A1	0.0765
PLEKHG4	-0.9325
GRB2	1.06125
HIST1H2AD	0.221
DUS3L	-0.275666666666667
EIF1	-0.3765
RP5-1077B9.4	-0.857333333333334
FPGT	0.2405
GDF10	-0.285166666666667
COQ9	-0.409
GCC2	0.0837142857142857
RARRES3	2.458
PLXNA1	-0.375
KIAA0100	0.7996
PMF1	-0.04975
FNDC1	4.9175
HS2ST1	0.0153333333333333
CRELD2	0.776
C8G	-1.6335
CD82	1.049
LIM2	-0.941
UNQ6490	0.8695
MMP16	-0.08125
DRD3	-0.2855
C5orf26	-0.55725
C11orf73	-1.231875
PTP4A2	0.70225
OR4M2	0.5305
HPCA	-0.9225
SEC14L1	0.0526666666666667
CHFR	0.253375
EMILIN1	0.537
NDUFS4	-0.8155
COL18A1	-0.37125
PDZD3	0.112333333333333
C9orf16	0.4665
ERBB2IP	-0.184833333333333
EMX2	1.05525
FUS	-0.658
TF	-4.0496
CLCN4	-1.09316666666667
CXorf56	-0.5895
C11orf72	-0.11
ELAC2	-0.234416666666667
NPR1	-0.92225
ASS1	-0.517333333333333
USP42	0.558
POLR2J	-0.848
SEC23IP	0.745666666666667
UQCRC1	-0.15325
LOC729603	-0.41675
C1orf71	-0.062625
POLG	-1.6475
ADAM23	-3.37725
TFR2	-1.141
RICTOR	-0.592
MGC39606	-0.36875
C19orf55	-0.05425
SNAPC1	-1.38633333333333
GNA11	0.710125
CCDC52	-0.866166666666667
FSIP1	-1.0315
UPF3A	0.275
IGSF11	-2.00183333333333
LAGE3	0.795
CHST6	-2.8515
UNC13B	0.00337500000000001
TTLL4	-0.247125
ZNF687	-0.272
SDC2	-1.2023
COX7A2	0.13525
LAMB4	0.234
FAM24A	0.653
LRRTM3	-1.1505
GPHB5	0.5175
OR4C13	1.873
EIF3EIP	0.370142857142857
HABP4	-1.3435
TMEM125	3.131
CNTN2	-0.082
ASNSD1	-0.46
FUT4	-0.3985
ACF	-4.115
LOC158381	-0.359
CDH8	-0.12575
AGPS	-0.722333333333333
C4orf18	1.4745
PECI	-0.744583333333333
UNG	-0.265
GSTP1	-1.64175
DCUN1D5	-1.82066666666667
DKFZP564J0863	-0.702
SLC9A3R1	0.457625
BCDO2	-0.820375
CHMP7	-0.21525
REM2	1.068
DNHD1	-1.313625
FKBP4	-0.79
ZNF350	1.7645
MGC11102	0.200625
BST1	0.64625
KISS1R	1.4755
NCR2	0.538
DEFB125	0.662
UBE2W	1.5375
KRT15	-1.4535
C10orf99	0.1635
SCN11A	0.482625
GFI1	-0.29675
RDHE2	1.88033333333333
FHL1	-2.0995
OSGEP	0.8245
GATA1	-3.4795
SMC6	-0.99375
TTTY14	-0.18925
LPIN3	-0.74525
RPL4	-0.4075
RBPMS	-0.3388
PRPF3	-1.362
EMR1	-0.602
SPATA19	0.158
XCR1	0.4845
IRX3	1.8305
RBM6	-0.85675
KLF4	-1.4518
UNC5CL	0.17375
SEBOX	-0.0865
BTK	0.6685
KRCC1	0.2625
C6orf27	0.822
SYTL5	-1.303
PRND	1.419375
LOC653319	-1.3635
PIGL	-0.373875
HUS1	-0.675
SFRS6	1.0535
C17orf77	0.4635
UIMC1	-0.143666666666667
FXYD2	-0.9607
LOC283152	-0.7995
ZNF667	0.6975
ZCCHC12	-1.02425
TFEC	4.3329
ATP7B	-0.981333333333333
POLD2	-1.47166666666667
RG9MTD1	-0.44125
ACOT2	-1.001
HIST1H4I	0.16525
PPARGC1A	-1.0474
ETFA	-1.4423
POLRMT	-0.21925
ZNF146	0.246875
MIA2	-1.1705
KLHL6	0.906666666666667
HOXB5	-1.053375
NENF	-0.335833333333333
CUGBP1	-0.73925
PRSS22	0.928
CASC4	1.0173
CUL4B	0.7044
CENPJ	-0.7132
PITX1	0.127333333333333
FLJ31033	0.174833333333333
CELSR3	-2.07816666666667
ZNF568	0.724
ITSN1	0.6175
EHBP1L1	-0.367833333333333
C19orf2	0.27525
DCTN1	-0.30725
LIN28B	-4.0648
TNKS2	0.5435
C1QBP	-0.46575
CADPS2	2.58675
SRMS	0.604
GJA9	-0.246
MGC24975	0.2465
TRIM45	-1.4765
TSP50	-0.157
TCP1	-0.8865
TMED7	-0.2393
CMA1	0.679
CENPL	-0.628
PTCRA	0.709
FST	-4.6815
VWCE	-3.6535
PAWR	-0.27325
ABCC12	0.325666666666667
LDLR	-0.163
ASTN2	0.8603
LOC441212	-1.443
GPATCH8	-0.475
TANC2	-0.196083333333333
KIF4A	-2.0205
C18orf18	-0.72125
PGM1	-1.11525
KIAA0258	0.88175
CPD	0.449125
SNCAIP	-1.203
DCT	-4.43816666666667
HLA-DOA	3.88090909090909
OR11L1	0.8345
UPK1B	-0.669833333333333
DNAJB4	-1.631625
UGT1A8	-0.09775
HIST1H4L	1.3995
PECR	-1.752
HSPA2	0.84775
WFIKKN1	-1.9515
SERP1	0.2615
SYDE2	0.45025
TACR2	0.5985
NUP85	0.04625
CD177	-1.7858
LGR5	-2.0765
PIGG	-0.707666666666667
PTHR1	-2.06633333333333
RAB5A	-0.1626
FLJ13224	0.0805
USP9Y	-1.604
C7orf53	-0.2025
LRP1B	-1.27275
XAF1	2.0247
ABCG8	0.0995
ANKDD1A	-0.875833333333333
DAND5	-0.777
SPAG6	-0.0486666666666667
LINCR	1.66625
ZDHHC22	-2.341375
CCDC60	0.106
THOC7	-1.77133333333333
TCTA	0.1142
OR8K3	0.342
NY-REN-7	-0.41025
B2M	1.7465
C6orf141	-2.862875
LPPR4	1.11275
SQLE	-1.0345
SEPHS1	0.714
BTBD14B	0.776785714285714
PLRG1	-0.46725
SPG7	-0.6151875
ZNF614	-0.359
PARD6G	1.76983333333333
INPP5B	-0.537
GRPEL2	0.02675
PPID	-0.6653
TRIM56	-0.462
UBE2J1	0.4995
IL20RA	0.49825
LOC387856	-0.122
C1orf107	0.33925
UTS2R	1.56575
C19orf22	-0.28025
SAFB2	0.115625
KIAA0652	-0.000624999999999997
KLRG1	0.917333333333333
MS4A8B	0.174833333333333
FRAG1	0.055
KIAA1546	0.72875
E2F4	-1.4908
CLEC4M	0.327833333333333
BTBD14A	-0.7555
KIAA0999	0.2677
GYPA	-4.14283333333333
TAC1	-0.8424
TRAIP	-1.07766666666667
KIAA0232	0.6909
ERCC8	-1.6935
GPX4	0.8965
KIAA0368	0.309875
GPR157	-0.341333333333333
CTAGE4	0.2235
C9orf30	-1.1345
OR52A1	-0.057
HSP90B3P	-0.459
ALG9	-0.6306
BTBD10	0.37275
SDK2	0.35675
BAIAP3	-1.41175
RABGGTB	-0.458625
ANKRD40	-0.7535
KRT74	-1.1405
CALCOCO2	-0.238
SNCA	-4.08425
TMSL8	-0.664875
C2orf53	-0.098
ESRRB	-0.3555
ARHGAP26	-0.661625
TDRD9	-3.16375
HRAS	-0.161166666666667
KLRC4	-2.55
JAGN1	-0.4875
BSDC1	0.846
RNF43	1.4176
NDUFAF1	-0.2505
PHF12	0.50425
OR1L3	-0.05
FOLR2	2.63016666666667
LYZL6	0.0788333333333333
tcag7.1260	-2.2825
WSB1	-1.15416666666667
PROS1	-1.4574
OSTN	0.4835
PSMB8	1.32
SOCS4	-0.5835
DDIT4L	1.44
MAS1	-1.1945
MGC34796	-0.05575
CSHL1	-0.165833333333333
TBCCD1	-0.4785
ZBTB7C	-0.471
AP2S1	0.04375
P15RS	0.2906
VAT1	-0.547
SHANK3	1.38183333333333
TUFM	-0.171833333333333
THEG	-0.05575
KRT34	-2.6855
SGSM3	1.017625
TOMM22	0.000625000000000001
SOCS3	1.58766666666667
CPO	0.5455
POP4	0.27975
BHLHB3	1.85
MALL	0.45775
OR1B1	-0.2705
PARK2	-0.159
GPR124	0.03425
LCE1E	0.246
RUVBL2	-0.2955
CGRRF1	-0.6896
ACPL2	0.08075
WNT10B	-1.5845
BAIAP2L2	-1.000125
ISCA1	0.3155
C1orf125	-0.06325
RPAP1	-1.269
RAI16	-1.21516666666667
RPL27	-0.348625
NLRP9	0.128
EPN1	-0.019
LOC388610	-1.46025
SLC35A1	0.4899
GAL	-2.26975
SLC14A2	0.738
RDH11	0.138166666666667
FAM138F	0.4195
AUH	-0.43275
FLJ40243	-0.01375
C14orf129	-0.444166666666667
MBD2	0.2845
ABHD14B	-0.25
PIGT	0.375625
ALS2CR4	-0.078875
ALAS1	0.547
FOXO1	1.34933333333333
CRLF3	0.6495
C20orf107	0.101
FARS2	0.65875
CCDC28A	0.5545
NPHP3	-1.00325
OR13F1	0.2885
TSEN54	-0.46675
DEFB106B	0.454777777777778
OR8B4	-1.048
STH	-0.5475
ZC3H14	-1.3625
CBX2	0.0835
TMEM49	-1.2745
C6orf21	0.5735
FLJ20920	-1.310125
CRTAP	-0.766142857142857
DDX50	-0.19275
STYXL1	-0.32
BLVRB	0.0411666666666667
LOC147650	0.951
MMP24	-0.12225
GRID1	1.17616666666667
BANF1	-0.375333333333333
CTAGEP	-0.215
HMBS	-2.206
SLC25A24	-0.636166666666667
C14orf50	-0.28775
MRO	-0.226
SLC25A15	-0.4225
FAM84B	1.4363
TDP1	-1.281
C16orf78	-0.2924
C11orf57	0.05125
RFK	-0.333375
ZFYVE9	-0.00624999999999999
STCH	-0.2594
WIBG	0.6765
LOC283871	-0.578833333333333
GBA2	-1.0249
NDUFB3	-0.3855
HSD17B13	-0.3745
GRIN3A	1.703
FMNL1	0.200166666666667
SEPT7	-0.0332
GNLY	5.631
GRAMD1C	0.941833333333333
ZNF165	1.23825
USP38	0.2915
FAM83A	-3.66816666666667
C14orf24	0.2335
ARMCX3	0.9
ARHGDIB	0.857666666666667
AK1	-0.263
KIAA1045	0.715
DNAJB13	-0.267
NEU2	0.1715
HIST1H4B	0.898
FAM20B	0.0345
HES2	-0.395714285714286
FAM73B	-0.3427
LOC388381	0.2785
INTS7	0.0214545454545454
AMPH	-0.55975
ZNF775	0.261375
UCKL1	-0.838666666666667
C10orf97	0.088
C1orf161	-0.51175
ALDH1L1	-1.87275
FLJ39378	-0.5175
SLC23A1	-2.0855
RBM4B	-0.37725
THAP4	-0.364166666666667
OGFRL1	-0.33425
KIAA0831	-0.459375
PPP1R15A	-0.302333333333333
C1orf96	0.482142857142857
C12orf11	-2.133
BMF	0.1785
MAN1A1	0.455875
KIAA1600	1.36216666666667
NLGN4X	1.26875
ALOX12	-1.34483333333333
RB1CC1	0.9636
NEIL2	0.0665
EIF4E	-0.0867727272727273
ABHD5	-0.26625
EXOC4	-0.264833333333333
CIP29	0.0385
BATF2	2.7515
SLC29A4	0.256625
HTR4	0.46975
EMB	0.2865
TRAF6	0.77925
LMNB1	-1.4025
FAM19A5	-0.0385
SHE	1.2905
PIK3C2B	1.4075
C15orf15	-0.8078
USP15	0.0676
TCEAL2	0.0504999999999999
C5orf39	0.265166666666667
PTGER2	-1.1635
SLC31A1	-0.091125
IFT172	-0.24475
ADAM29	0.4405
GFOD1	-0.5425
ST7L	0.521333333333333
C15orf26	-2.56325
PKN3	-1.32625
CNTD1	1.85716666666667
COMMD1	0.2305
NTRK2	1.86275
FOXN3	-0.17775
MFGE8	-1.5986
PFKFB2	0.110333333333333
TAS2R4	-0.0825
ENTHD1	1.865
PRMT5	-0.793875
MGC16384	-0.74275
LOC442229	-0.44875
TSKU	2.05575
KRTCAP3	0.806125
PDLIM1	-0.0226
KCNS2	0.80475
RNF126	-0.0771666666666666
CEP63	-0.4055
CLIC4	-0.2305
hCG_1990170	0.132
ACR	0.9568
KLK7	-1.21175
ALOX5AP	3.3385
RIPK3	3.37575
TAS2R9	0.4785
C19orf18	0.695
BIRC6	-0.05
ZNF16	1.088
RFT1	-0.42475
SLC8A2	-0.4515
TACC1	0.19175
ITGAD	1.34575
SAMHD1	1.5315
SH3PXD2B	1.3534
EPC2	0.70975
C20orf85	-0.125625
ATP13A2	0.380833333333333
KRT4	0.335125
CAPNS1	0.1255
MDM2	-0.0484166666666667
PCDH20	3.146
KCNK9	0.624
OR2C1	-0.299
KLHDC3	-0.163666666666667
IPPK	-0.399
EFHD2	0.568375
GALR3	1.4285
NBEA	0.444666666666667
ABCA6	2.6712
CLDN3	0.0246666666666667
AKT2	-0.584
EGFR	3.3569
RBM16	0.340875
ZDHHC3	0.6058
SLC25A4	-0.257666666666667
CYB5B	-1.2505
CPXM1	0.792
NDRG1	-1.75407692307692
FLJ43826	-0.01575
OR5L2	0.0635
FARP2	0.148
MRPL46	-1.13275
LDHAL6B	0.311333333333333
MAPKAPK3	-0.184333333333333
NCAM2	2.56425
PRKD2	1.18366666666667
ZFP36L1	0.8397
CYSLTR1	0.54825
OR4C3	0.37225
HIST1H2AJ	1.6815
CCNB2	-1.52233333333333
ZNF10	0.035875
TMEM175	0.771
FAM134A	0.475666666666667
TIGD4	-0.0315
PCNP	-0.97475
MGC39715	-0.4735
LQK1	-1.58425
CREB1	0.5258
TMPRSS3	-1.786
C4orf32	1.283125
LAT	0.462416666666667
KCNA3	0.873
SKIV2L2	-1.284
ROPN1B	-3.78725
tcag7.23	0.227
CDT1	-2.243875
ZHX2	1.7625
CD28	-0.486
ZNF624	0.561
SEPT2	-0.41225
SOHLH2	-2.502125
MCOLN3	-1.282375
UNQ1945	1.036
MASP2	-1.555
ZNRF3	0.7116
GPATCH3	-0.308
AGL	-0.3425
QRICH2	-1.2335
PSD4	0.8925
CCNB1IP1	0.61225
ENPP7	-0.20425
OBFC1	0.24475
KCNG3	-0.57575
C14orf79	-0.318333333333333
ENPEP	1.35016666666667
SCT	1.5325
SKI	1.30675
SEC61G	-0.92875
CAPN11	0.10425
ATXN7L3	-0.3935
DBNDD1	-0.201166666666667
FAIM	-0.42325
ANKRD36	0.124
GABRP	-0.8265
TACSTD2	0.985666666666667
EIF3J	-0.66025
PPP2R2A	-0.709
TEKT4	0.298666666666667
PVALB	0.941166666666667
F10	-1.72666666666667
FAM134C	0.3192
COMP	2.500125
EFCBP1	-2.609125
SCLT1	1.238875
TAL1	-1.4165
ACSL1	0.962
ABCC5	-0.55825
ABL1	-0.329277777777778
RBBP7	-0.535083333333333
PTPRG	-0.059
NCOR1	0.2105
SPINK4	-1.83766666666667
TXNRD1	-0.962
TNRC15	1.066375
C9orf138	0.239375
UBE2H	0.490333333333333
BRDT	4.396
C8orf31	0.046
CCNE2	0.887818181818182
SLC6A8	-1.136125
CALCR	-3.94075
PPP1CB	0.452916666666667
ABHD8	-0.18775
ARF5	0.3902
SLC24A4	0.83175
CCT3	-0.7635
ZNF121	0.926875
SLC3A2	-0.664
OR13A1	0.562
SLC5A10	0.39175
RAD50	-1.306375
IER5	0.3575
MTHFD1L	-1.884375
MBTPS2	0.50975
MVK	-0.187
NCL	0.4171
PSMD10	-0.53875
MOBP	0.351
FLJ32894	0.639
HRH1	-1.01616666666667
C5orf30	1.4115
NUDT16L1	0.9181
RASGRP3	4.36666666666667
PRKRIP1	-0.4448
CCDC75	0.5675
LOC253970	-0.0979999999999999
KIAA1239	0.64375
MED21	-0.9005
SYT11	0.914833333333333
NTSR2	-0.386
EGFL11	1.305
CXorf59	0.347
OR2A25	0.32975
SPTBN2	-1.15825
LRMP	0.0561666666666666
RNF111	-0.51825
PTH	0.279
LOC619208	0.0166666666666667
KIAA0895	-0.74875
RANBP5	-0.5945
P2RY10	3.262
NME5	3.73783333333333
DDX21	-0.715
LRSAM1	0.3475
HDAC11	0.029
VMO1	0.66825
NOLA2	0.0256666666666667
ADAR	0.35875
MTO1	-0.683166666666667
SF4	0.124333333333333
P2RX1	1.26366666666667
HBM	-0.1475
EN2	1.691
C14orf172	-0.46425
TM9SF2	0.2911
INHBE	-1.90683333333333
TCTE3	0.840166666666667
TOX2	-0.867
CTAGE3	-0.450625
HBB	3.3888
MED15	-0.718166666666667
CASR	-0.419
C6orf66	-0.279333333333333
MTPN	0.32525
UNC50	-0.655
C21orf33	1.013875
IRF2	1.131375
PGR	-2.82133333333333
GPR84	3.032
CROCCL1	-2.1125
SRPX	-2.56225
BRE	0.004
FGF10	0.7935
SDC3	0.156
ZRSR1	0.117
DKFZP434P211	-0.133
SOX6	-0.571
RPUSD2	-0.4915
C14orf173	-0.4855
MAPK11	0.0178333333333333
TBC1D22A	0.9025
FAM123A	-1.783
COL4A6	-4.484
TOMM70A	-0.142
NAB1	0.474375
MGC16385	-0.7175
TSPAN18	-0.0495
MED31	0.00025
PLG	-0.8355
CAPSL	2.2815
ZNF532	0.9217
ASB14	0.9415
CA8	1.73275
NUDT16P	2.14133333333333
SLFN11	0.1545
LRRIQ2	0.48025
NOL7	-0.182333333333333
BRMS1L	-1.066
JARID1A	0.928666666666667
PANK2	-0.01075
ICAM3	0.853
MDS1	-0.81575
TAF8	-0.83625
RNF139	0.79875
ZNF594	-0.326333333333333
ADAM8	2.072125
SFTPC	-0.375125
MAN2B2	0.45275
RGS12	0.5015625
EIF1AY	-4.57975
LRRIQ1	0.553166666666667
GPR150	1.5115
CCDC21	-1.50883333333333
PRRG3	0.053
SAA4	-4.081
RAPGEF5	2.169875
ZCCHC2	0.935083333333333
MGC39372	-1.3525
PPP4R2	-0.146166666666667
CDCA2	-1.31083333333333
OR4D5	0.498666666666667
PTGFRN	-0.4658
SIGLEC5	-0.353
C19orf61	0.0268333333333333
NMUR2	-0.2015
KIAA1586	-0.957833333333333
DAGLA	-1.23566666666667
CHCHD6	-0.491
GPR32	0.188
NEUROD6	0.159666666666667
SLC2A4RG	0.4088125
CA5B	0.61625
FBXL3	1.02925
MPHOSPH9	-0.82
HMG2L1	0.69025
HCN4	1.00466666666667
CEACAM19	-0.66675
SH2D4B	0.632
HFE2	-0.973
TGM4	-0.00316666666666669
LYPD2	-0.77125
TBC1D15	0.3885
MRPS21	-0.9134
NONO	-1.3459
CLEC5A	0.6995
ITCH	0.4712
MGAT3	-0.439666666666667
MBP	0.452625
RPP25	-0.79025
SOSTDC1	-2.97425
HRC	-2.1435
TRIM48	0.4765
TMEM133	-0.523
ECEL1P2	-1.3605
HOXC11	1.882
DOK5	-0.93425
HELZ	0.6785
LOC348180	-0.4335
MGC33894	0.324
ADRB3	0.3115
DMD	-0.590583333333333
PTRH2	-0.318
MPEG1	3.923
NDUFA12	-0.41
KRTAP2-4	0.201916666666667
STAMBPL1	-0.440333333333333
ADCY2	-1.43283333333333
UNQ6125	-0.253
KLHL20	0.0318333333333333
SRM	-0.721
OTC	-0.2455
TMIE	-0.0323333333333333
SNX8	1.01225
LIPK	0.257
CHURC1	-0.557083333333333
KLC2	0.585
HDAC1	-0.3835
FAM128A	-0.634
FNDC3B	-0.6893
MTCP1	-0.407666666666667
WFDC10B	0.2357
PCDHGB3	-0.152
ATRNL1	0.5554
CAV2	-1.83875
MED26	0.465833333333333
DUS1L	0.63775
CHRM3	-1.671125
NEK9	-0.477
WARS2	0.14775
TBX22	1.0445
TOMM40	-0.38775
RP6-213H19.1	-0.392166666666667
TUBGCP5	-0.7135
IGSF6	6.772
TPPP	0.451666666666667
UNQ6190	0.6345
GSTM5	0.37525
BTD	-0.109333333333333
PDCD1LG2	0.922333333333333
SNRPB2	0.1805
ERICH1	-0.507375
APOA4	-1.6935
HOXA11	-2.76975
NARG1	0.13675
MKX	-1.41725
RAB28	-0.762642857142857
PKP3	0.7165
SH3GL2	-2.01975
CTSO	2.3555
RPN2	0.642125
IL28RA	-0.230833333333333
SFMBT1	0.8105
WDR57	-0.69125
FER1L3	-0.66375
HSF5	0.1005
TTC9B	0.0365
C4BPA	-4.08783333333333
ALB	-3.79164285714286
SORBS3	-0.336
UPF2	0.584
JPH1	-0.522
AGBL2	-1.15825
DOPEY1	1.5185
TERF1	0.0175
KIF22	-0.678666666666667
NINJ1	0.35475
SEC61A2	-0.24175
HIST1H1D	1.31216666666667
SFXN4	0.6755
UCP3	1.376
ZNF703	0.549
MYL6B	-0.4815
TREM1	0.4565
OR52E6	-1.1975
CKMT2	0.02725
HLA-C	2.848125
SLC13A3	-2.2058
TIMP4	-2.51075
SLIT2	2.76775
RSF1	2.06572222222222
LONRF1	-1.6375
MON1A	-0.355333333333333
CACNG6	-1.06683333333333
DPPA4	-4.84966666666667
ZSWIM3	0.7235
ZNF804A	0.484833333333333
CCIN	0.50575
SLC25A31	0.588333333333333
KCNMB4	-0.86075
RABL5	0.621125
GALNS	-0.2151
STX6	1.3865
HIST1H1C	-1.64616666666667
CIDEB	-0.6635
CASP4	0.085
PDK3	0.3077
KCNJ11	0.8625
TPR	-0.212625
ZSCAN20	-0.349
MTX2	-0.51075
HIST1H2BH	0.25925
LOC283767	-0.48
LYRM7	-1.898
BRD3	1.56733333333333
HIST1H2BO	-0.074
MAGEB10	-0.018
SLC45A1	-0.26275
SERPINA3	-1.8095
KIAA0143	0.79575
KCNJ16	-0.683833333333333
KRT79	0.287
FABP2	-1.20725
NUT	-0.4345
ZNF57	-0.723
FBXL4	0.053125
CLEC9A	2.0825
UGT8	-1.23633333333333
BMP2K	2.2925
MAPK4	-3.91875
SLC25A23	-1.4684
HINT1	-0.3478
KRTAP13-1	-0.0135
SFXN5	0.0082
CHCHD2	-0.354333333333333
FAM3D	1.7
NDP	-2.670625
RHOBTB1	-0.879666666666667
SLC4A4	-1.31725
RPL38	0.77425
HTF9C	-0.6325
AP2A2	0.291125
ZBTB46	-0.013
MAP7D1	0.359875
AOX1	0.692333333333333
CYR61	-0.439
DTNA	0.440428571428571
JRKL	-0.80475
TMOD3	-0.42675
EEA1	-0.2529
ADCK5	0.417
IL1R1	1.56416666666667
KLK3	0.958
HRSP12	-0.50975
KTN1	-0.43475
LOH11CR2A	-0.3119
RELL2	-1.62225
MAB21L1	0.779
C20orf59	-1.15716666666667
PHKB	-0.12925
ADAM2	-1.9895
TBC1D8B	-0.390166666666667
FAM13A1	-1.1613125
LAPTM4B	0.0275833333333333
LCN8	0.2725
TMEM147	1.242
SYT4	2.54233333333333
XPO7	-0.5035
C9orf62	1.74
GPR75	0.179
TRIM5	0.584125
APOC1	1.14516666666667
RNASE4	-0.341166666666667
PARD6B	-3.129625
ARID1A	0.378666666666667
TPD52L3	0.0633333333333333
RRAGB	0.147
RCN2	-0.965
HIST2H2BE	-0.2005625
STARD7	0.07425
SHMT2	-0.34425
KIAA1751	0.0261666666666667
MLYCD	0.069875
LOC162632	-0.6444
UQCRH	-0.80625
RP11-217H1.1	0.5836875
SDHA	-0.780166666666667
NCLN	0.2583
ZNF17	0.2715
RCBTB2	-2.29925
VEGFB	-1.323
RP4-747L4.3	0.12525
COLQ	-0.1545
MPN2	-1.216
DRG2	-0.52775
KLRB1	7.33875
ALPK2	-2.402
DNASE2B	1.674
FLJ23834	-1.2285
AXUD1	0.140333333333333
SAFB	0.2023
NSUN4	-0.22775
RFX2	0.0623333333333333
MAPK8IP1	-1.58816666666667
FANCD2	-0.792428571428571
ANKZF1	-1.72166666666667
C19orf50	-0.88375
DUSP8	1.756375
SENP5	-0.257875
NFKBIL2	0.23725
LBR	-0.843125
IGFL1	0.527
LZTS2	0.666875
IL2RG	1.525375
CCDC51	-0.69225
KLF3	-0.267
ANKRD37	-1.29225
KCTD14	1.41883333333333
FZR1	0.715
SLC44A4	1.2337
ESPL1	-0.384
GMPR2	0.3591
TBC1D19	-1.21516666666667
ERGIC1	1.44574074074074
ERBB4	2.8107
TSPAN32	0.56725
MAP4	-0.22025
GPHN	-1.32525
SLC6A2	-0.46075
HIVEP1	1.1735
DFFB	-0.185
EIF4EBP2	0.502125
DMRT1	-0.607
HSPB6	-0.39775
IER2	0.57
AIFM1	0.162
WWC2	-1.71316666666667
MRPL4	-0.26525
FLJ21062	0.470166666666667
EPB41L4A	1.406
SH2D6	-0.4155
TAF4B	-1.005
GAL3ST3	-0.08
MALT1	-0.247666666666667
RTDR1	0.1725
ARVCF	0.1395
MEX3B	-0.677333333333333
FBXO16	0.97
KIF7	-2.53625
C1QC	4.545
ZNF783	0.0883333333333333
ZNF85	0.324
MMP13	1.096
KIAA0329	-0.302428571428571
RTP3	-1.2825
ZBED3	-0.079
CLGN	-3.3725
SLC25A37	-2.190625
hCG_18290	-0.102
OR5AS1	-0.081
SMARCC2	0.310666666666667
FAM109A	-0.255333333333333
CCDC12	-0.16075
USF2	0.3717
DEPDC7	-2.66375
C20orf24	-0.574166666666667
JMJD3	0.806
DSP	1.43092857142857
SLIC1	1.41775
FAM20A	2.613375
IRF2BP2	1.042
ZNF230	-0.391
MSN	-0.343071428571429
