Hybridization REF	TCGA-A2-A0D3-01A-11R-A115-07
ZDHHC6	0.299
NEFH	-3.12675
CTDSP2	0.275166666666667
PGBD5	-2.04633333333333
CCNY	-0.052
RMND5B	0.823166666666667
ZNF257	0.46975
FLJ22167	0.143125
EXOSC7	-0.580333333333333
ROR2	0.326
MAOA	-0.031625
TNNT3	0.5235
GYPC	-1.6635
C7orf33	1.3765
PLIN	1.42
LOC90826	0.435
RNF4	0.2355
F8A1	-1.06633333333333
PLEKHG4	-3.5125
GRB2	-0.75305
HIST1H2AD	0.3865
DUS3L	-0.871666666666667
EIF1	-0.369166666666667
RP5-1077B9.4	-0.671333333333333
FPGT	1.456
GDF10	0.517333333333333
COQ9	-0.987
GCC2	-0.171357142857143
RARRES3	2.269
PLXNA1	-0.6461
KIAA0100	0.1231
PMF1	1.103
FNDC1	5.42125
HS2ST1	-0.279583333333333
CRELD2	0.41725
C8G	-1.781
CD82	1.439
LIM2	-0.549
UNQ6490	-0.4
MMP16	0.02425
DRD3	0.173
C5orf26	-0.85475
C11orf73	-1.17775
PTP4A2	0.99
OR4M2	1.452
HPCA	-0.966
SEC14L1	-0.647333333333333
CHFR	-0.70575
EMILIN1	0.064625
NDUFS4	0.15925
COL18A1	-0.4505
PDZD3	0.027
C9orf16	0.2435
ERBB2IP	-0.0936666666666667
EMX2	1.581
FUS	-0.51925
TF	-4.3931
CLCN4	-0.772833333333333
CXorf56	-0.32675
C11orf72	0.224
ELAC2	-0.395833333333333
NPR1	-1.15
ASS1	-1.245
USP42	-0.257125
POLR2J	-0.255
SEC23IP	0.9695
UQCRC1	-0.06475
LOC729603	-0.03875
C1orf71	-0.198375
POLG	-2.247
ADAM23	-3.908
TFR2	-0.6985
RICTOR	-0.8311
MGC39606	0.04875
C19orf55	0.020375
SNAPC1	-0.903666666666667
GNA11	0.276875
CCDC52	-0.145
FSIP1	5.4105
UPF3A	-0.292
IGSF11	-2.0575
LAGE3	-0.14475
CHST6	-3.015
UNC13B	0.776875
TTLL4	-0.572875
ZNF687	1.12425
SDC2	-1.2378
COX7A2	-0.20125
LAMB4	-0.4845
FAM24A	0.341
LRRTM3	-0.9354
GPHB5	0.20725
OR4C13	-0.00499999999999999
EIF3EIP	0.0828571428571429
HABP4	-1.245
TMEM125	3.8385
CNTN2	-0.145125
ASNSD1	-0.2295
FUT4	-0.587125
ACF	-3.17775
LOC158381	0.5275
CDH8	0.1185
AGPS	-2.15666666666667
C4orf18	3.7765
PECI	0.348
UNG	-0.93275
GSTP1	-3.148875
DCUN1D5	-1.6095
DKFZP564J0863	-1.476
SLC9A3R1	0.818
BCDO2	0.48775
CHMP7	0.24375
REM2	1.2515
DNHD1	-0.193875
FKBP4	0.063125
ZNF350	1.99425
MGC11102	-0.593875
BST1	1.041
KISS1R	0.398
NCR2	-0.0595
DEFB125	0.2755
UBE2W	1.030375
KRT15	-0.67825
C10orf99	0.256
SCN11A	0.248285714285714
GFI1	-1.47475
RDHE2	4.77433333333333
FHL1	-1.88716666666667
OSGEP	0.00733333333333333
GATA1	-3.61716666666667
SMC6	-0.81875
TTTY14	-0.77475
LPIN3	-0.1725
RPL4	-0.1926
RBPMS	0.8887
PRPF3	0.7075
EMR1	-1.6905
SPATA19	0.61125
XCR1	-0.033
IRX3	1.7588
RBM6	-0.853
KLF4	0.0214
UNC5CL	1.38125
SEBOX	0.1125
BTK	-1.3235
KRCC1	1.1155
C6orf27	-0.019
SYTL5	-0.051
PRND	3.3415
LOC653319	-1.7995
PIGL	-1.352125
HUS1	-0.308666666666667
SFRS6	-0.7245
C17orf77	0.4315
UIMC1	-1.35616666666667
FXYD2	-1.645
LOC283152	2.392
ZNF667	-1.70925
ZCCHC12	-0.247
TFEC	2.8785
ATP7B	1.36866666666667
POLD2	-0.636333333333333
RG9MTD1	-0.138
ACOT2	0.139833333333333
HIST1H4I	-0.931125
PPARGC1A	-2.9128
ETFA	-1.7569
POLRMT	-0.2975
ZNF146	-0.17475
MIA2	-1.5515
KLHL6	-1.05533333333333
HOXB5	-1.024375
NENF	1.085
CUGBP1	-0.787
PRSS22	1.237
CASC4	1.1161
CUL4B	0.1147
CENPJ	-1.775
PITX1	-0.449166666666667
FLJ31033	0.638666666666667
CELSR3	-0.465666666666667
ZNF568	0.8745
ITSN1	-0.540916666666667
EHBP1L1	-1.4315
C19orf2	0.21825
DCTN1	0.8735
LIN28B	-4.039
TNKS2	0.38775
C1QBP	-0.86525
CADPS2	1.428
SRMS	0.2165
GJA9	0.603333333333333
MGC24975	0.421333333333333
TRIM45	-0.2465
TSP50	0.11775
TCP1	-1.2435
TMED7	0.0506
CMA1	0.7095
CENPL	-0.732166666666667
PTCRA	-0.249
FST	-4.0815
VWCE	-4.42675
PAWR	-0.54875
ABCC12	2.04766666666667
LDLR	-2.4551
ASTN2	-0.2238
LOC441212	-1.609625
GPATCH8	0.30375
TANC2	-0.60325
KIF4A	-3.75925
C18orf18	-2.92275
PGM1	-1.3845
KIAA0258	-0.654
CPD	1.09475
SNCAIP	-0.214
DCT	-4.62033333333333
HLA-DOA	2.659
OR11L1	0.3
UPK1B	-0.289166666666667
DNAJB4	-0.096875
UGT1A8	0.09425
HIST1H4L	-1.9225
PECR	-1.50816666666667
HSPA2	1.7325
WFIKKN1	-0.875
SERP1	0.9885
SYDE2	0.91375
TACR2	0.4955
NUP85	-0.639
CD177	-0.0353333333333333
LGR5	-2.06916666666667
PIGG	0.272833333333333
PTHR1	-1.92866666666667
RAB5A	-0.044
FLJ13224	0.018
USP9Y	-1.93083333333333
C7orf53	-1.1235
LRP1B	-1.97425
XAF1	0.8277
ABCG8	-0.688
ANKDD1A	-0.651333333333333
DAND5	-1.695
SPAG6	5.24883333333333
LINCR	-0.8535
ZDHHC22	-1.436
CCDC60	-0.5385
THOC7	-0.4195
TCTA	0.6437
OR8K3	0.36675
NY-REN-7	-0.4245
B2M	0.740833333333333
C6orf141	-0.732875
LPPR4	0.16725
SQLE	-1.399625
SEPHS1	-0.9545
BTBD14B	0.425071428571429
PLRG1	-0.15825
SPG7	-1.1204375
ZNF614	0.0498333333333333
PARD6G	-0.255166666666667
INPP5B	-0.8424
GRPEL2	-0.71975
PPID	-0.5116
TRIM56	-0.1035
UBE2J1	-0.265375
IL20RA	6.33275
LOC387856	0.2985
C1orf107	2.01058333333333
UTS2R	0.55225
C19orf22	0.34575
SAFB2	-0.5625
KIAA0652	0.17025
KLRG1	0.139666666666667
MS4A8B	0.7375
FRAG1	0.82825
KIAA1546	0.06575
E2F4	-1.4764
CLEC4M	0.403333333333333
BTBD14A	-2.147
KIAA0999	1.108
GYPA	-3.8045
TAC1	0.5937
TRAIP	-1.42816666666667
KIAA0232	1.232
ERCC8	-1.104625
GPX4	0.91625
KIAA0368	-0.2905
GPR157	-0.125666666666667
CTAGE4	1.0595
C9orf30	-1.354
OR52A1	0.443
HSP90B3P	-0.8635
ALG9	-0.2903
BTBD10	0.317
SDK2	-0.1315
BAIAP3	1.13175
RABGGTB	-0.963125
ANKRD40	-0.4845
KRT74	0.513
CALCOCO2	0.363642857142857
SNCA	-4.333
TMSL8	-4.682875
C2orf53	-0.1515
ESRRB	-0.1925
ARHGAP26	0.894125
TDRD9	0.1945
HRAS	-0.722
KLRC4	-1.183
JAGN1	-0.8855
BSDC1	0.30875
RNF43	0.091
NDUFAF1	0.27675
PHF12	0.43925
OR1L3	0.07975
FOLR2	0.949083333333333
LYZL6	0.064
tcag7.1260	-2.665
WSB1	-1.36233333333333
PROS1	-1.5228
OSTN	0.1905
PSMB8	1
SOCS4	-0.990125
DDIT4L	-0.1665
MAS1	0.407
MGC34796	1.13225
CSHL1	0.358333333333333
TBCCD1	-0.2325
ZBTB7C	0.573
AP2S1	0.013625
P15RS	0.2571
VAT1	-1.2983
SHANK3	0.672333333333333
TUFM	0.36
THEG	-0.06175
KRT34	-1.23125
SGSM3	0.239375
TOMM22	-0.384625
SOCS3	-0.218833333333333
CPO	1.25
POP4	0.24475
BHLHB3	0.02125
MALL	0.3075
OR1B1	0.406
PARK2	0.181
GPR124	-0.343375
LCE1E	-0.1365
RUVBL2	-0.2465
CGRRF1	0.6912
ACPL2	0.304
WNT10B	-2.109875
BAIAP2L2	-2.004875
ISCA1	0.2295
C1orf125	0.31225
RPAP1	-0.71075
RAI16	0.528166666666667
RPL27	-0.253375
NLRP9	0.209
EPN1	0.4485
LOC388610	-0.351
SLC35A1	1.308
GAL	-4.65925
SLC14A2	0.167
RDH11	-1.02566666666667
FAM138F	0.2485
AUH	0.45575
FLJ40243	0.22375
C14orf129	0.487
MBD2	-0.345166666666667
ABHD14B	0.794125
PIGT	0.8845
ALS2CR4	-0.38775
ALAS1	-0.4363
FOXO1	0.820166666666667
CRLF3	-0.9715
C20orf107	-0.1665
FARS2	1.17325
CCDC28A	0.7965
NPHP3	-0.6855
OR13F1	0.0765
TSEN54	-0.6195
DEFB106B	0.0348
OR8B4	0.701
STH	2.725
ZC3H14	-0.462375
CBX2	0.00600000000000001
TMEM49	-1.84375
C6orf21	0.3995
FLJ20920	2.088625
CRTAP	0.120857142857143
DDX50	-0.095
STYXL1	0.0435
BLVRB	-0.642
LOC147650	0.000999999999999992
MMP24	0.00699999999999999
GRID1	1.48716666666667
BANF1	-0.0308333333333333
CTAGEP	0.4745
HMBS	-1.647
SLC25A24	0.611333333333333
C14orf50	2.3135
MRO	-0.176166666666667
SLC25A15	-0.9615
FAM84B	1.8567
TDP1	-0.509
C16orf78	0.365833333333333
C11orf57	0.1465
RFK	-0.721875
ZFYVE9	-0.596375
STCH	-1.0321
WIBG	0.9305
LOC283871	-0.339333333333333
GBA2	-0.4551
NDUFB3	-0.12925
HSD17B13	-0.341
GRIN3A	0.0233333333333334
FMNL1	-0.0488333333333333
SEPT7	-1.062
GNLY	1.8395
GRAMD1C	0.6835
ZNF165	0.08475
USP38	0.76525
FAM83A	-3.26566666666667
C14orf24	-0.217416666666667
ARMCX3	1.559625
ARHGDIB	1.475
AK1	-0.535125
KIAA1045	-0.686
DNAJB13	-0.0473333333333333
NEU2	1.1225
HIST1H4B	-1.414
FAM20B	-0.0162999999999999
HES2	1.05342857142857
FAM73B	-0.4601
LOC388381	0.40575
INTS7	1.22054545454545
AMPH	0.96525
ZNF775	-0.0445
UCKL1	-0.954833333333333
C10orf97	0.24725
C1orf161	0.05675
ALDH1L1	-1.1375
FLJ39378	-0.351375
SLC23A1	-1.0595
RBM4B	0.00925
THAP4	0.448333333333333
OGFRL1	0.25275
KIAA0831	0.740125
PPP1R15A	-0.0458333333333333
C1orf96	-0.0909285714285714
C12orf11	-0.9805
BMF	0.10425
MAN1A1	-2.3825
KIAA1600	0.548833333333333
NLGN4X	-0.9715
ALOX12	-0.4725
RB1CC1	0.1107
NEIL2	1.1471
EIF4E	-0.603727272727273
ABHD5	-0.0195
EXOC4	0.638666666666667
CIP29	-0.633333333333333
BATF2	0.17725
SLC29A4	-0.59625
HTR4	0.5445
EMB	0.311
TRAF6	1.33825
LMNB1	-5.66575
FAM19A5	-0.269125
SHE	2.2945
PIK3C2B	0.44425
C15orf15	-0.652
USP15	-0.2987
TCEAL2	-0.70875
C5orf39	-1.739
PTGER2	-1.092
SLC31A1	-0.654875
IFT172	1.395
ADAM29	0.22475
GFOD1	-1.034
ST7L	0.785666666666667
C15orf26	-2.46375
PKN3	-1.82525
CNTD1	0.994
COMMD1	0.45575
NTRK2	2.77691666666667
FOXN3	-1.229375
MFGE8	-0.2319
PFKFB2	-0.177333333333333
TAS2R4	0.011
ENTHD1	0.0806666666666667
PRMT5	-0.382375
MGC16384	-0.94275
LOC442229	-0.42975
TSKU	-1.3925
KRTCAP3	3.532875
PDLIM1	2.379
KCNS2	0.38725
RNF126	-0.7045
CEP63	0.121375
CLIC4	-0.95625
hCG_1990170	-1.4695
ACR	1.4003
KLK7	2.117
ALOX5AP	2.6305
RIPK3	2.203
TAS2R9	0.1835
C19orf18	1.691
BIRC6	-0.128857142857143
ZNF16	1.3785
RFT1	-0.2865
SLC8A2	-0.2705
TACC1	-0.75725
ITGAD	1.43325
SAMHD1	0.51275
SH3PXD2B	0.5662
EPC2	0.904
C20orf85	1.3805
ATP13A2	0.946
KRT4	0.348375
CAPNS1	1.045
MDM2	-0.69025
PCDH20	2.63725
KCNK9	0.5565
OR2C1	0.1755
KLHDC3	-0.396
IPPK	1.1855
EFHD2	-0.955375
GALR3	0.60375
NBEA	-0.523333333333333
ABCA6	2.4931
CLDN3	0.640666666666667
AKT2	-0.329428571428571
EGFR	-3.3665
RBM16	0.87775
ZDHHC3	0.3846
SLC25A4	-0.33
CYB5B	-2.3575
CPXM1	-1.10225
NDRG1	-2.92792307692308
FLJ43826	0.032
OR5L2	0.132166666666667
FARP2	0.724
MRPL46	-0.58375
LDHAL6B	-0.0758333333333333
MAPKAPK3	0.028
NCAM2	-0.32825
PRKD2	0.629166666666667
ZFP36L1	1.518
CYSLTR1	-0.10375
OR4C3	0.28575
HIST1H2AJ	0.304
CCNB2	-4.50144444444445
ZNF10	0.257
TMEM175	0.0425
FAM134A	0.942333333333333
TIGD4	-0.222
PCNP	-0.776
MGC39715	0.143
LQK1	-2.97025
CREB1	0.799
TMPRSS3	2.91
C4orf32	1.64525
LAT	-1.616
KCNA3	-1.1615
SKIV2L2	-0.03225
ROPN1B	-3.1265
tcag7.23	-0.01
CDT1	-3.55525
ZHX2	1.459
CD28	-3.46
ZNF624	1.6285
SEPT2	0.0889166666666667
SOHLH2	-1.649125
MCOLN3	-1.380125
UNQ1945	0.086
MASP2	-0.717
ZNRF3	0.0748
GPATCH3	0.04825
AGL	1.55375
QRICH2	-0.207
PSD4	1.469
CCNB1IP1	-1.52175
ENPP7	0.252
OBFC1	0.37975
KCNG3	-2.31725
C14orf79	1.52341666666667
ENPEP	1.29966666666667
SCT	0.6465
SKI	0.264625
SEC61G	-1.07175
CAPN11	-0.0295
ATXN7L3	0.05225
DBNDD1	-0.0206666666666667
FAIM	0.66375
ANKRD36	-0.6255
GABRP	1.7915
TACSTD2	1.84533333333333
EIF3J	-0.59925
PPP2R2A	0.158
TEKT4	-0.154833333333333
PVALB	-4.07233333333333
F10	-2.917
FAM134C	0.5342
COMP	4.139125
EFCBP1	-3.615625
SCLT1	-0.126375
TAL1	-1.5916
ACSL1	-1.04
ABCC5	-1.15441666666667
ABL1	-0.404111111111111
RBBP7	-0.893
PTPRG	-0.735875
NCOR1	0.0753
SPINK4	0.814666666666667
TXNRD1	-1.7715
TNRC15	0.753375
C9orf138	1.9635
UBE2H	0.548166666666667
BRDT	0.615666666666667
C8orf31	0.09
CCNE2	-2.74818181818182
SLC6A8	-1.157125
CALCR	-3.8025
PPP1CB	0.267416666666667
ABHD8	-0.69325
ARF5	-0.0669
SLC24A4	0.366
CCT3	0.7915
ZNF121	0.691125
SLC3A2	-1.632
OR13A1	0.232
SLC5A10	-0.31975
RAD50	0.503375
IER5	-0.0465
MTHFD1L	-2.699375
MBTPS2	0.73575
MVK	-0.56
NCL	-0.9603
PSMD10	-0.328
MOBP	0.138714285714286
FLJ32894	1.9325
HRH1	-0.634666666666667
C5orf30	0.56475
NUDT16L1	1.6557
RASGRP3	3.15533333333333
PRKRIP1	-0.3163
CCDC75	-0.1785
LOC253970	0.544
KIAA1239	0.325
MED21	0.0195
SYT11	-0.35325
NTSR2	-0.418
EGFL11	-0.2915
CXorf59	0.859
OR2A25	0.7715
SPTBN2	-0.2495
LRMP	-1.18133333333333
RNF111	0.662
PTH	0.026
LOC619208	0.238833333333333
KIAA0895	1.11625
RANBP5	-0.480625
P2RY10	1.18266666666667
NME5	5.39083333333333
DDX21	-1.1595
LRSAM1	1.03
HDAC11	1.51483333333333
VMO1	1.2695
NOLA2	0.347333333333333
ADAR	1.54983333333333
MTO1	-0.153166666666667
SF4	0.204666666666667
P2RX1	-0.167833333333333
HBM	0.102
EN2	0.556
C14orf172	0.06375
TM9SF2	0.6838
INHBE	-0.522833333333333
TCTE3	-0.0453333333333333
TOX2	-1.5335
CTAGE3	0.54175
HBB	2.8576
MED15	-0.101666666666667
CASR	-0.09325
C6orf66	-1.12066666666667
MTPN	-0.515625
UNC50	-0.247
C21orf33	-0.09475
IRF2	0.793125
PGR	4.15983333333333
GPR84	0.53725
CROCCL1	-2.01225
SRPX	-2.64925
BRE	0.740333333333333
FGF10	0.997
SDC3	0.0571666666666667
ZRSR1	0.527833333333333
DKFZP434P211	0.544875
SOX6	-2.394
RPUSD2	-0.114
C14orf173	-0.47425
MAPK11	0.00883333333333334
TBC1D22A	0.585
FAM123A	-1.0115
COL4A6	-1.85716666666667
TOMM70A	-0.2135
NAB1	-0.351
MGC16385	-1.035875
TSPAN18	-0.697
MED31	0.4845
PLG	-1.001
CAPSL	0.99
ZNF532	-0.0367
ASB14	0.6065
CA8	1.607
NUDT16P	-0.190666666666667
SLFN11	-1.5235
LRRIQ2	-0.12375
NOL7	-0.7825
BRMS1L	-0.955
JARID1A	0.1305
PANK2	-0.92025
ICAM3	-0.39425
MDS1	-1.088
TAF8	0.241
RNF139	1.53775
ZNF594	-0.655166666666667
ADAM8	1.60025
SFTPC	-0.182875
MAN2B2	1.835375
RGS12	0.2621875
EIF1AY	-4.66366666666667
LRRIQ1	-0.6995
GPR150	0.8055
CCDC21	-1.2705
PRRG3	0.23025
SAA4	-4.251
RAPGEF5	1.311
ZCCHC2	0.7085
MGC39372	0.3285
PPP4R2	-0.153166666666667
CDCA2	-2.98583333333333
OR4D5	0.409833333333333
PTGFRN	0.1704
SIGLEC5	0.976333333333333
C19orf61	-0.0266666666666667
NMUR2	0.274
KIAA1586	-1.13266666666667
DAGLA	0.554833333333333
CHCHD6	-0.95225
GPR32	0.227
NEUROD6	0.3115
SLC2A4RG	0.2364375
CA5B	-0.16675
FBXL3	1.43325
MPHOSPH9	-1.55375
HMG2L1	0.868
HCN4	0.475833333333333
CEACAM19	0.2595
SH2D4B	0.678333333333333
HFE2	-0.0185
TGM4	-0.17775
LYPD2	0.1065
TBC1D15	-0.072
MRPS21	0.2186
NONO	-0.9901
CLEC5A	0.282
ITCH	-0.7294
MGAT3	-1.64666666666667
MBP	-0.758
RPP25	-3.42125
SOSTDC1	-0.9395
HRC	-1.583
TRIM48	0.1775
TMEM133	0.9665
ECEL1P2	-1.3705
HOXC11	1.537
DOK5	-0.8305
HELZ	-0.247
LOC348180	-1.43575
MGC33894	0.18575
ADRB3	0.184
DMD	-0.492833333333333
PTRH2	-0.522
MPEG1	2.43333333333333
NDUFA12	-0.167833333333333
KRTAP2-4	-0.000999999999999992
STAMBPL1	-1.62983333333333
ADCY2	-1.00016666666667
UNQ6125	0.561
KLHL20	0.32
SRM	-1.0915
OTC	0.045
TMIE	0.203
SNX8	-0.96925
LIPK	0.0895
CHURC1	0.55025
KLC2	0.0621666666666666
HDAC1	-0.5315
FAM128A	0.618833333333333
FNDC3B	-0.8696
MTCP1	-0.532666666666667
WFDC10B	-0.4797
PCDHGB3	-0.0285
ATRNL1	-2.5889
CAV2	-1.6355
MED26	0.180666666666667
DUS1L	0.6395
CHRM3	-1.8845
NEK9	0.21175
WARS2	0.397
TBX22	-0.1335
TOMM40	-0.63775
RP6-213H19.1	-2.334
TUBGCP5	0.08575
IGSF6	4.39975
TPPP	0.6325
UNQ6190	0.3285
GSTM5	0.5995
BTD	1.73216666666667
PDCD1LG2	-0.0921666666666667
SNRPB2	-0.796333333333333
ERICH1	0.058875
APOA4	-1.687375
HOXA11	-3.257
NARG1	-0.827125
MKX	3.6285
RAB28	-0.946928571428572
PKP3	1.22175
SH3GL2	-1.01375
CTSO	2.4605
RPN2	-0.336625
IL28RA	0.0411666666666667
SFMBT1	-0.029
WDR57	-1.16425
FER1L3	0.766916666666667
HSF5	0.365166666666667
TTC9B	0.68925
C4BPA	-3.15683333333333
ALB	-5.11778571428571
SORBS3	1.129
UPF2	-0.609
JPH1	0.0585
AGBL2	1.078
DOPEY1	1.1915
TERF1	0.0655833333333333
KIF22	0.00416666666666667
NINJ1	1.6695
SEC61A2	-0.906416666666667
HIST1H1D	-0.911333333333333
SFXN4	0.15225
UCP3	0.2964
ZNF703	1.43666666666667
MYL6B	-1.14525
TREM1	0.94725
OR52E6	0.351
CKMT2	0.416
HLA-C	1.456625
SLC13A3	-2.28383333333333
TIMP4	-3.33325
SLIT2	1.54575
RSF1	0.0523888888888889
LONRF1	-0.146214285714286
MON1A	0.246166666666667
CACNG6	-1.80866666666667
DPPA4	-6.12766666666667
ZSWIM3	-0.34125
ZNF804A	-0.1765
CCIN	1.3625
SLC25A31	0.32125
KCNMB4	-1.5075
RABL5	1.019125
GALNS	-0.8479
STX6	1.46375
HIST1H1C	-1.311
CIDEB	0.496125
CASP4	0.0688333333333333
PDK3	-0.5292
KCNJ11	1.5685
TPR	0.2555
ZSCAN20	-0.2145
MTX2	-0.4565
HIST1H2BH	-0.1745
LOC283767	-0.8895
LYRM7	-1.16029411764706
BRD3	-0.4345
HIST1H2BO	0.04
MAGEB10	1.603
SLC45A1	1.13975
SERPINA3	1.7836
KIAA0143	1.106
KCNJ16	0.375666666666667
KRT79	0.474
FABP2	-1.65975
NUT	-0.52675
ZNF57	0.20925
FBXL4	0.614875
CLEC9A	1.1255
UGT8	-1.24233333333333
BMP2K	0.32275
MAPK4	-2.9185
SLC25A23	-0.3812
HINT1	-0.5769
KRTAP13-1	0.4805
SFXN5	-1.0934
CHCHD2	-0.895
FAM3D	0.3535
NDP	-2.68575
RHOBTB1	-0.318
SLC4A4	-1.38957142857143
RPL38	0.3355
HTF9C	-0.631166666666667
AP2A2	0.62025
ZBTB46	-2.283
MAP7D1	-0.64925
AOX1	-1.669
CYR61	0.1825
DTNA	1.08635714285714
JRKL	-1.44975
TMOD3	-0.52275
EEA1	0.0292
ADCK5	-0.23625
IL1R1	-0.299833333333333
KLK3	0.158214285714286
HRSP12	0.51875
KTN1	0.083
LOH11CR2A	0.3534
RELL2	-1.32225
MAB21L1	0.796
C20orf59	-0.369833333333333
PHKB	-0.1495
ADAM2	-1.959
TBC1D8B	1.52083333333333
FAM13A1	-1.426875
LAPTM4B	-2.82458333333333
LCN8	0.043
TMEM147	0.675
SYT4	0.0138
XPO7	0.1025
C9orf62	0.8945
GPR75	0.153
TRIM5	-0.096625
APOC1	-0.757833333333333
RNASE4	1.2145
PARD6B	0.154
ARID1A	0.9445
TPD52L3	-0.579222222222222
RRAGB	0.900666666666667
RCN2	-0.955
HIST2H2BE	-0.000937500000000002
STARD7	-0.45025
SHMT2	-1.6875
KIAA1751	0.1365
MLYCD	-0.271625
LOC162632	-0.2717
UQCRH	-1.56975
RP11-217H1.1	0.3205
SDHA	-1.2015
NCLN	-0.6967
ZNF17	0.850833333333333
RCBTB2	-1.79625
VEGFB	-0.509
RP4-747L4.3	0.4355
COLQ	0.573
MPN2	-0.733333333333333
DRG2	0.151
KLRB1	4.8195
ALPK2	-3.46475
DNASE2B	0.664
FLJ23834	0.291666666666667
AXUD1	1.29733333333333
SAFB	-0.565
NSUN4	0.203
RFX2	-0.481
MAPK8IP1	0.0328333333333333
FANCD2	-1.49221428571429
ANKZF1	-1.38433333333333
C19orf50	-0.4945
DUSP8	1.613125
SENP5	-0.72575
NFKBIL2	-0.80475
LBR	-3.05325
IGFL1	1.333
LZTS2	0.653625
IL2RG	0.12775
CCDC51	-0.05975
KLF3	0.6015
ANKRD37	-1.09025
KCTD14	-0.999333333333333
FZR1	-0.006
SLC44A4	4.2098
ESPL1	-1.2015
GMPR2	0.3736
TBC1D19	0.4585
ERGIC1	0.471481481481482
ERBB4	4.0267
TSPAN32	0.30725
MAP4	0.129875
GPHN	0.219
SLC6A2	-0.087
HIVEP1	1.06825
DFFB	-0.1549
EIF4EBP2	0.234125
DMRT1	0.01825
HSPB6	-0.1975
IER2	0.0961666666666667
AIFM1	-0.1665
WWC2	0.08875
MRPL4	-0.23875
FLJ21062	2.87766666666667
EPB41L4A	1.32716666666667
SH2D6	0.27425
TAF4B	-0.86125
GAL3ST3	0.1805
MALT1	-1.1675
RTDR1	0
ARVCF	0.695125
MEX3B	-0.728833333333333
FBXO16	2.7755
KIF7	-2.175
C1QC	3.479
ZNF783	-0.0758333333333333
ZNF85	0.77325
MMP13	1.499
KIAA0329	-0.085875
RTP3	-0.766
ZBED3	-0.1755
CLGN	0.5705
SLC25A37	-1.19758333333333
hCG_18290	0.10825
OR5AS1	-0.1635
SMARCC2	0.325
FAM109A	-0.00849999999999999
CCDC12	-0.14975
USF2	0.1887
DEPDC7	-2.9335
C20orf24	-1.22183333333333
JMJD3	0.6475
DSP	1.78714285714286
SLIC1	0.32975
FAM20A	-0.0945
IRF2BP2	0.73525
ZNF230	0.8215
MSN	-1.09857142857143
SLC9A5	-2.0095
EPDR1	-2.3234
MUSK	0.121333333333333
