Hybridization REF	TCGA-A2-A0D0-01A-11R-A00Z-07
PTCRA	0.112
FST	-3.21575
VWCE	-4.00025
PAWR	-0.593
ABCC12	0.469333333333333
LDLR	-0.395
ASTN2	-0.5826
LOC441212	-0.505625
GPATCH8	0.44875
TANC2	-0.956833333333333
KIF4A	0.4595
C18orf18	-2.557
PGM1	0.09125
KIAA0258	0.608
CPD	-0.018875
SNCAIP	1.5075
DCT	-3.9395
HLA-DOA	3.146
OR11L1	0.4555
UPK1B	-0.744
DNAJB4	-0.477
UGT1A8	-0.34725
HIST1H4L	-1.7755
PECR	-1.093
HSPA2	0.60725
WFIKKN1	-2.1775
SERP1	1.063625
SYDE2	-0.6805
TACR2	0.113
NUP85	-0.64225
CD177	-0.3425
LGR5	-0.936833333333333
PIGG	-0.691833333333333
PTHR1	-2.509
RAB5A	-0.4019
FLJ13224	0.2355
USP9Y	-1.079
C7orf53	-0.701
LRP1B	0.1235
XAF1	2.6299
ABCG8	-0.776
ANKDD1A	-0.133833333333333
DAND5	-0.878
SPAG6	0.677333333333333
LINCR	0.2965
ZDHHC22	-1.73285714285714
CCDC60	2.504
THOC7	-1.109
TCTA	0.1443
OR8K3	0.92525
NY-REN-7	0.14825
B2M	1.19433333333333
C6orf141	-1.962
LPPR4	0.41225
SQLE	-1.333125
SEPHS1	0.93175
BTBD14B	0.5045
PLRG1	-0.43775
SPG7	-0.135875
ZNF614	-0.804333333333333
PARD6G	0.8835
INPP5B	0.3886
GRPEL2	0.037
PPID	-0.7837
TRIM56	-0.233
UBE2J1	0.81675
IL20RA	0.77225
LOC387856	0.342666666666667
C1orf107	1.28633333333333
UTS2R	0.58325
C19orf22	1.3235
SAFB2	-0.484875
KIAA0652	0.8535
KLRG1	-2.0318
MS4A8B	0.492833333333333
FRAG1	0.22725
KIAA1546	-0.04975
E2F4	1.0427
CLEC4M	-0.0961666666666666
BTBD14A	0.49425
KIAA0999	0.3151
GYPA	-4.0914
TAC1	-0.4087
TRAIP	0.115166666666667
KIAA0232	0.2648
ERCC8	-1.72475
GPX4	0.8175
KIAA0368	0.128125
GPR157	-0.45
CTAGE4	1.2865
C9orf30	-0.193333333333333
OR52A1	0.229
HSP90B3P	1.1195
ALG9	-0.3628
BTBD10	-0.05325
SDK2	0.349
BAIAP3	-1.40675
RABGGTB	-0.8285
ANKRD40	0.310666666666667
KRT74	0.567
CALCOCO2	-0.485714285714286
SNCA	-3.13675
TMSL8	-5.8985
C2orf53	0.7445
ESRRB	-0.6935
ARHGAP26	0.85125
TDRD9	-3.18725
HRAS	0.3265
KLRC4	-2.132
JAGN1	-0.644333333333333
BSDC1	1.38325
RNF43	-1.2802
NDUFAF1	-0.0645
PHF12	-0.095
OR1L3	0.502
FOLR2	1.59908333333333
LYZL6	0.344333333333333
tcag7.1260	1.096
WSB1	-2.51466666666667
PROS1	-1.7105
OSTN	0.754
PSMB8	0.95325
SOCS4	-0.930125
DDIT4L	0.25775
MAS1	-0.0505
MGC34796	0.83575
CSHL1	1.507
TBCCD1	1.4755
ZBTB7C	0.5645
AP2S1	-0.5975
P15RS	-0.1386
VAT1	-0.9232
SHANK3	1.42533333333333
TUFM	0.305166666666667
THEG	1.132
KRT34	-0.03175
SGSM3	-0.3845
TOMM22	0.486875
SOCS3	2.597
CPO	0.3615
POP4	0.294
BHLHB3	1.5285
MALL	1.74475
OR1B1	0.6105
PARK2	1.04333333333333
GPR124	0.16225
LCE1E	1.0675
RUVBL2	0.0115
CGRRF1	-0.6927
ACPL2	0.96225
WNT10B	-2.5725
BAIAP2L2	0.035875
ISCA1	0.3815
C1orf125	-0.547714285714286
RPAP1	-0.9555
RAI16	-0.0633333333333333
RPL27	-0.584
NLRP9	1.087
EPN1	1.092
LOC388610	0.742875
SLC35A1	-0.5184
GAL	0.3505
SLC14A2	0.5175
RDH11	-1.2205
FAM138F	0.2365
AUH	0.09225
FLJ40243	-0.07675
C14orf129	-0.489833333333333
MBD2	-0.377666666666667
ABHD14B	-0.143125
PIGT	-0.544875
ALS2CR4	0.350625
ALAS1	0.0431
FOXO1	0.0526666666666667
CRLF3	0.190875
C20orf107	0.5615
FARS2	0.763
CCDC28A	0.509
NPHP3	-0.48075
OR13F1	0.745
TSEN54	0.027
DEFB106B	0.4511
OR8B4	-1.0315
STH	-0.31375
ZC3H14	0.4175
CBX2	-0.147
TMEM49	-1.83375
C6orf21	0.4535
FLJ20920	0.79675
CRTAP	-0.0775714285714286
DDX50	-0.31
STYXL1	-1.51075
BLVRB	-2.777
LOC147650	0.405166666666667
MMP24	0.327
GRID1	0.823166666666667
BANF1	0.597666666666667
CTAGEP	0.0035
HMBS	-1.141
SLC25A24	-0.353666666666667
C14orf50	0.256
MRO	0.153833333333333
SLC25A15	0.02175
FAM84B	0.7621
TDP1	-0.5265
C16orf78	0.488
C11orf57	0.521875
RFK	-0.597875
ZFYVE9	0.36325
STCH	-1.4517
WIBG	0.804
LOC283871	-0.445666666666667
GBA2	-0.4588
NDUFB3	-1.04075
HSD17B13	0.123
GRIN3A	1.6728
FMNL1	0.1225
SEPT7	-1.7662
GNLY	5.131
GRAMD1C	0.151333333333333
ZNF165	0.56475
USP38	0.324
FAM83A	-2.1345
C14orf24	-0.2895
ARMCX3	-0.377
ARHGDIB	-0.399333333333333
AK1	0.1655
KIAA1045	-0.144
DNAJB13	-0.5325
NEU2	-0.249
HIST1H4B	-1.44783333333333
FAM20B	-0.3118
HES2	-0.412285714285714
FAM73B	0.4195
LOC388381	0.32
INTS7	0.215818181818182
AMPH	0.93475
ZNF775	-0.268875
UCKL1	0.1935
C10orf97	-1.272
C1orf161	0.0125
ALDH1L1	-1.754
FLJ39378	0.802125
SLC23A1	-2.948
RBM4B	0.2515
THAP4	0.5025
OGFRL1	2.716
KIAA0831	0.2835
PPP1R15A	0.313
C1orf96	0.940928571428571
C12orf11	0.537
BMF	-0.096375
MAN1A1	-1.408
KIAA1600	0.425166666666667
NLGN4X	-1.1515
ALOX12	1.56016666666667
RB1CC1	0.3902
NEIL2	0.7265
EIF4E	0.0654761904761905
ABHD5	-0.77825
EXOC4	-0.0526666666666667
CIP29	0.038
BATF2	3.30175
SLC29A4	1.4175
HTR4	-0.603
EMB	-2.359
TRAF6	-0.19975
LMNB1	-3.1385
FAM19A5	0.920125
SHE	1.79
PIK3C2B	1.09125
C15orf15	0.343
USP15	-0.4018
TCEAL2	-1.05375
C5orf39	-0.893166666666667
PTGER2	1.4725
SLC31A1	-1.472125
IFT172	0.44525
ADAM29	0.623
GFOD1	1.58
ST7L	0.285833333333333
C15orf26	-2.07125
PKN3	-0.02575
CNTD1	-0.661833333333333
COMMD1	-0.062
NTRK2	2.83058333333333
FOXN3	0.011
MFGE8	0.1512
PFKFB2	1.09016666666667
TAS2R4	0.03775
ENTHD1	-0.138333333333333
PRMT5	-0.807
MGC16384	-1.20075
LOC442229	-0.66525
TSKU	1.450125
KRTCAP3	3.0675
PDLIM1	0.3187
KCNS2	0.37425
RNF126	0.0761666666666667
CEP63	-0.251875
CLIC4	-0.027625
hCG_1990170	3.39525
ACR	1.1279
KLK7	4.5885
ALOX5AP	2.6875
RIPK3	2.038
TAS2R9	0.74
C19orf18	0.2345
BIRC6	0.912357142857143
ZNF16	1.6185
RFT1	0.224
SLC8A2	-0.118
TACC1	-0.860375
ITGAD	0.618666666666667
SAMHD1	2.6675
SH3PXD2B	1.3314
EPC2	0.97725
C20orf85	0.5535
ATP13A2	0.264333333333333
KRT4	0.503375
CAPNS1	-0.57925
MDM2	-0.9095
PCDH20	2.9025
KCNK9	0.682
OR2C1	-0.2805
KLHDC3	0.216666666666667
IPPK	1.5435
EFHD2	0.070375
GALR3	0.33925
NBEA	-2.019
ABCA6	-0.3842
CLDN3	1.15383333333333
AKT2	-0.0605714285714285
EGFR	0.3797
RBM16	1.797625
ZDHHC3	0.1216
SLC25A4	-1.71916666666667
CYB5B	-0.338
CPXM1	-1.444
NDRG1	1.06046153846154
FLJ43826	0.565
OR5L2	0.571833333333333
FARP2	0.0956
MRPL46	-1.11658333333333
LDHAL6B	0.217833333333333
MAPKAPK3	0.219
NCAM2	-4.6975
PRKD2	0.483166666666667
ZFP36L1	-1.2872
CYSLTR1	-1.47825
OR4C3	0.10175
HIST1H2AJ	-0.2025
CCNB2	0.807222222222222
ZNF10	-0.083
TMEM175	0.079
FAM134A	0.231666666666667
TIGD4	-0.782
PCNP	-0.35975
MGC39715	-0.4085
LQK1	-1.49325
CREB1	0.2367
TMPRSS3	1.92625
C4orf32	-1.17825
LAT	-1.62191666666667
KCNA3	2.113
SKIV2L2	-1.38075
ROPN1B	2.1935
tcag7.23	0.169
CDT1	-1.654875
ZHX2	-0.59275
CD28	-3.24675
ZNF624	0.872
SEPT2	-0.157
SOHLH2	-0.684625
MCOLN3	0.173142857142857
UNQ1945	0.6155
MASP2	-0.759
ZNRF3	-0.2839
GPATCH3	-0.3605
AGL	0.159375
QRICH2	0.743
PSD4	1.64783333333333
CCNB1IP1	-0.81525
ENPP7	0.36825
OBFC1	-0.18525
KCNG3	-1.3875
C14orf79	1.55833333333333
ENPEP	1.0915
SCT	0.5675
SKI	1.3865
SEC61G	0.11175
CAPN11	-0.314666666666667
ATXN7L3	1.5305
DBNDD1	1.02616666666667
FAIM	1.4395
ANKRD36	-0.871
GABRP	5.1205
TACSTD2	2.313
EIF3J	-1.021
PPP2R2A	0.0195
TEKT4	-0.9505
PVALB	-3.81333333333333
F10	-3.35566666666667
FAM134C	0.7744
COMP	-1.08925
EFCBP1	-4.30823076923077
SCLT1	-1.38642857142857
TAL1	-1.0694
ACSL1	-0.084
ABCC5	0.615
ABL1	0.0173333333333333
RBBP7	-0.237916666666667
PTPRG	-0.946625
NCOR1	-0.432
SPINK4	-2.55383333333333
TXNRD1	-1.2073
TNRC15	-0.815375
C9orf138	0.355142857142857
UBE2H	0.767166666666667
BRDT	-0.497
C8orf31	0.11225
CCNE2	-0.368
SLC6A8	0.593875
CALCR	-5.24775
PPP1CB	2.4575
ABHD8	0.71
ARF5	1.6089
SLC24A4	0.96825
CCT3	0.36375
ZNF121	0.9565
SLC3A2	-0.4802
OR13A1	0.255
SLC5A10	-0.47275
RAD50	-1.284625
IER5	0.868
MTHFD1L	-0.042625
MBTPS2	-1.584
MVK	0.43475
NCL	0.5918
PSMD10	-1.33425
MOBP	0.499375
FLJ32894	0.488
HRH1	-0.871333333333333
C5orf30	-1.41075
NUDT16L1	-0.4505
RASGRP3	3.23733333333333
PRKRIP1	-0.541
CCDC75	-0.1865
LOC253970	-0.1675
KIAA1239	0.7555
MED21	-0.92525
SYT11	-0.327916666666667
NTSR2	0.6355
EGFL11	-1.0245
CXorf59	0.969
OR2A25	0.97975
SPTBN2	-0.10125
LRMP	-1.8085
RNF111	0.5065
PTH	0.213
LOC619208	-0.5355
KIAA0895	-0.66725
RANBP5	0.718375
P2RY10	0.318333333333333
NME5	2.14166666666667
DDX21	-0.04675
LRSAM1	-0.2415
HDAC11	0.530333333333333
VMO1	1.357
NOLA2	0.0561666666666667
ADAR	0.542833333333333
MTO1	-1.30266666666667
SF4	0.352666666666667
P2RX1	-0.564166666666667
HBM	0.47175
EN2	1.1095
C14orf172	1.51875
TM9SF2	-0.297
INHBE	-1.011
TCTE3	-0.18775
TOX2	0.59
CTAGE3	-0.87
HBB	2.561
MED15	-0.736666666666667
CASR	0.33175
C6orf66	-0.385166666666667
MTPN	-0.18825
UNC50	-0.21425
C21orf33	-0.3135
IRF2	0.50975
PGR	-3.13266666666667
GPR84	4.05575
CROCCL1	-1.655
SRPX	-0.3035
BRE	0.447833333333333
FGF10	1.02375
SDC3	2.52483333333333
ZRSR1	-0.890666666666667
DKFZP434P211	-0.573625
SOX6	0.029
RPUSD2	0.04225
C14orf173	0.556083333333333
MAPK11	-0.768666666666666
TBC1D22A	0.411
FAM123A	-1.2915
COL4A6	-3.5735
TOMM70A	0.8835
NAB1	0.970125
MGC16385	0.194625
TSPAN18	-1.11333333333333
MED31	-1.4485
PLG	0.0983333333333333
CAPSL	0.779
ZNF532	2.203
ASB14	-0.57975
CA8	-4.75675
NUDT16P	2.02583333333333
SLFN11	0.9085
LRRIQ2	-0.643625
NOL7	0.335166666666667
BRMS1L	0.2865
JARID1A	-0.707333333333333
PANK2	-0.63325
ICAM3	-0.7495
MDS1	-0.84225
TAF8	-1.11233333333333
RNF139	-0.06025
ZNF594	-0.0768333333333333
ADAM8	1.74375
SFTPC	-0.346625
MAN2B2	-0.259375
RGS12	0.0574999999999999
EIF1AY	-5.1865
LRRIQ1	-0.249666666666667
GPR150	0.5245
CCDC21	-0.490833333333333
PRRG3	0.347
SAA4	-0.232
RAPGEF5	-0.540875
ZCCHC2	-0.171666666666667
MGC39372	-0.6245
PPP4R2	-0.0173333333333333
CDCA2	0.5355
OR4D5	1.10516666666667
PTGFRN	1.7176
SIGLEC5	0.492833333333333
C19orf61	0.595166666666667
NMUR2	0.92
KIAA1586	-0.974
DAGLA	-0.3985
CHCHD6	0.56975
GPR32	0.1005
NEUROD6	0.419666666666667
SLC2A4RG	0.9890625
CA5B	-0.8875
FBXL3	-0.82925
MPHOSPH9	0.3705
HMG2L1	0.61175
HCN4	0.2705
CEACAM19	0.54775
SH2D4B	1.11683333333333
HFE2	-1.4175
TGM4	0.266166666666667
LYPD2	0.5845
TBC1D15	-0.11375
MRPS21	-0.2453
NONO	-0.598
CLEC5A	2.792
ITCH	0.8515
MGAT3	0.643166666666667
MBP	-0.096
RPP25	1.52175
SOSTDC1	3.3105
HRC	-2.034
TRIM48	0.4445
TMEM133	0.21975
ECEL1P2	-1.33033333333333
HOXC11	1.6285
DOK5	-2.33
HELZ	-0.490333333333333
LOC348180	0.000999999999999994
MGC33894	0.471
ADRB3	0.574
DMD	0.364
PTRH2	-1.08925
MPEG1	2.9245
NDUFA12	-0.2565
KRTAP2-4	0.16525
STAMBPL1	-1.1402
ADCY2	-1.39833333333333
UNQ6125	1.701
KLHL20	-1.00233333333333
SRM	0.224
OTC	-0.1545
TMIE	0.747166666666667
SNX8	0.29
LIPK	1.0135
CHURC1	-0.190833333333333
KLC2	0.593166666666667
HDAC1	1.08516666666667
FAM128A	1.17216666666667
FNDC3B	0.1315
MTCP1	0.552833333333333
WFDC10B	0.9314
PCDHGB3	-0.559
ATRNL1	-2.24888888888889
CAV2	1.126625
MED26	0.688333333333333
DUS1L	0.83725
CHRM3	0.403375
NEK9	0.059
WARS2	0.19275
TBX22	0.003
TOMM40	0.84225
RP6-213H19.1	0.542666666666667
TUBGCP5	-0.436
IGSF6	4.6235
TPPP	1.41066666666667
UNQ6190	0.1725
GSTM5	1.2135
BTD	-0.824166666666667
PDCD1LG2	0.411833333333333
SNRPB2	1.1245
ERICH1	-1.064125
APOA4	-1.711625
HOXA11	-1.23975
NARG1	0.114375
MKX	-1.1305
RAB28	-0.569928571428571
PKP3	1.937
SH3GL2	-2.39175
CTSO	0.905
RPN2	0.4863125
IL28RA	0.317333333333333
SFMBT1	1.041
WDR57	0.97025
FER1L3	-0.457666666666667
HSF5	0.6935
TTC9B	0.23
C4BPA	-2.21316666666667
ALB	-4.55245454545455
SORBS3	0.156125
UPF2	1.4335
JPH1	0.3255
AGBL2	-2.6145
DOPEY1	0.311
TERF1	0.102166666666667
KIF22	0.0686666666666666
NINJ1	-0.03
SEC61A2	-0.333333333333333
HIST1H1D	0.593166666666667
SFXN4	0.159
UCP3	0.094
ZNF703	-0.0126666666666667
MYL6B	0.16125
TREM1	2.236
OR52E6	0.2225
CKMT2	0.2565
HLA-C	1.57425
SLC13A3	0.225166666666667
TIMP4	-3.6185
SLIT2	1.841
RSF1	0.328944444444444
LONRF1	-0.702928571428571
MON1A	-1.08566666666667
CACNG6	-1.28216666666667
DPPA4	-5.1855
ZSWIM3	0.41675
ZNF804A	-0.7565
CCIN	0.32625
SLC25A31	-0.877
KCNMB4	0.7585
RABL5	-0.023375
GALNS	0.394
STX6	1.153125
HIST1H1C	-4.21316666666667
CIDEB	-0.4275
CASP4	0.757
PDK3	-0.1502
KCNJ11	0.885
TPR	-0.165125
ZSCAN20	0.7165
MTX2	-0.319
HIST1H2BH	0.42775
LOC283767	0.1295
LYRM7	-1.36672222222222
BRD3	0.357166666666667
HIST1H2BO	-1.06125
MAGEB10	-0.3305
SLC45A1	2.578
SERPINA3	1.86825
KIAA0143	0.51075
KCNJ16	2.76633333333333
KRT79	0.3875
FABP2	-0.651
NUT	0.4295
ZNF57	-0.15925
FBXL4	-0.02975
CLEC9A	0.28
UGT8	2.96
BMP2K	-0.06175
MAPK4	-1.3075
SLC25A23	-0.2443
HINT1	-1.0429
KRTAP13-1	0.4515
SFXN5	0.6364
CHCHD2	0.288
FAM3D	0.5275
NDP	-2.139125
RHOBTB1	-1.65983333333333
SLC4A4	-1.651125
RPL38	-0.05
HTF9C	-0.519
AP2A2	0.216
ZBTB46	-0.622
MAP7D1	0.201375
AOX1	-0.2105
CYR61	0.0280833333333333
DTNA	-0.839214285714286
JRKL	1.47125
TMOD3	-0.494
EEA1	-0.0025
ADCK5	0.4325
IL1R1	2.4895
KLK3	0.676285714285714
HRSP12	-0.425
KTN1	-0.31
LOH11CR2A	-1.3972
RELL2	-1.15775
MAB21L1	-0.21125
C20orf59	0.742166666666667
PHKB	-1.56475
ADAM2	-1.2226
TBC1D8B	-1.3685
FAM13A1	-0.333
LAPTM4B	0.67
LCN8	0.279
TMEM147	0.3295
SYT4	0.120166666666667
XPO7	0.151
C9orf62	0.61575
GPR75	0.239
TRIM5	0.68175
APOC1	-1.57333333333333
RNASE4	-2.99583333333333
PARD6B	-2.47675
ARID1A	0.369916666666667
TPD52L3	0.0692
RRAGB	1.18433333333333
RCN2	-0.501166666666667
HIST2H2BE	-1.909375
STARD7	1.56325
SHMT2	-0.11075
KIAA1751	0.0683333333333333
MLYCD	-0.462625
LOC162632	-1.3523
UQCRH	-0.484
RP11-217H1.1	-1.0986875
SDHA	0.125333333333333
NCLN	0.8463
ZNF17	-0.536833333333333
RCBTB2	-3.0235
VEGFB	-0.7872
RP4-747L4.3	-1.162
COLQ	-0.0425
MPN2	-0.3705
DRG2	-0.56075
KLRB1	4.199
ALPK2	-2.1025
DNASE2B	-0.78125
FLJ23834	-0.666833333333333
AXUD1	0.5
SAFB	0.303
NSUN4	0.007
RFX2	0.3105
MAPK8IP1	-0.545
FANCD2	-0.727642857142857
ANKZF1	-1.02133333333333
C19orf50	-0.3195
DUSP8	-0.524625
SENP5	1.03825
NFKBIL2	0.26325
LBR	0.583375
IGFL1	0.7335
LZTS2	0.371125
IL2RG	0.00574999999999999
CCDC51	-0.2305
KLF3	0.187
ANKRD37	-2.971
KCTD14	3.02433333333333
FZR1	0.920333333333333
SLC44A4	-1.899
ESPL1	-0.061375
GMPR2	-1.084
TBC1D19	-1.185
ERGIC1	0.278777777777778
ERBB4	-1.4477
TSPAN32	-0.0416666666666667
MAP4	0.68125
GPHN	-0.33725
SLC6A2	0.775125
HIVEP1	1.54375
DFFB	0.7566
EIF4EBP2	-0.1025
DMRT1	1.42325
HSPB6	0.0375
IER2	0.1895
AIFM1	0.832
WWC2	-0.536916666666667
MRPL4	1.07125
FLJ21062	-0.152166666666667
EPB41L4A	-0.48175
SH2D6	0.5115
TAF4B	0.89325
GAL3ST3	0.2195
MALT1	0.124166666666667
RTDR1	0.196
ARVCF	0.40825
MEX3B	1.53366666666667
FBXO16	0.2835
KIF7	1.23125
C1QC	4.24983333333333
ZNF783	0.828166666666667
ZNF85	-0.82125
MMP13	5.289
KIAA0329	-0.342875
RTP3	-3.031
ZBED3	-1.69975
CLGN	-4.3365
SLC25A37	0.769916666666667
hCG_18290	-0.391
OR5AS1	0.392
SMARCC2	0.159083333333333
FAM109A	0.8125
CCDC12	-0.1455
USF2	1.4681
DEPDC7	-1.03675
C20orf24	0.4205
JMJD3	0.9275
DSP	1.64014285714286
SLIC1	0.67225
FAM20A	1.394375
IRF2BP2	1.972625
ZNF230	-0.9745
MSN	1.29442857142857
SLC9A5	-0.8825
EPDR1	-3.8031
MUSK	0.3215
ZNF434	-0.755166666666667
SMARCD1	-0.365
ZFP106	-0.65475
