Hybridization REF	TCGA-B6-A0X4-01A-11R-A109-07
ZDHHC6	-0.2725
NEFH	3.784
CTDSP2	0.59125
PGBD5	0.652166666666667
CCNY	-0.0197857142857143
RMND5B	0.373833333333333
ZNF257	-1.80025
FLJ22167	0.4385
EXOSC7	-0.414
ROR2	1.547875
MAOA	2.836875
TNNT3	-0.0496666666666667
GYPC	-1.83875
C7orf33	1.277
PLIN	0.0376666666666667
LOC90826	-0.36
RNF4	-0.1869
F8A1	0.469
PLEKHG4	-0.33425
GRB2	-0.2549
HIST1H2AD	1.71275
DUS3L	-0.587166666666667
EIF1	-0.0178333333333333
RP5-1077B9.4	-0.9855
FPGT	1.5125
GDF10	-1.60316666666667
COQ9	0.21325
GCC2	0.321285714285714
RARRES3	2.607125
PLXNA1	-0.6062
KIAA0100	0.1148
PMF1	0.09025
FNDC1	2.8985
HS2ST1	0.0409999999999999
CRELD2	1.17475
C8G	-1.0645
CD82	-0.09725
LIM2	-0.73
UNQ6490	0.844
MMP16	-0.1445
DRD3	0.17025
C5orf26	1.03025
C11orf73	-0.39025
PTP4A2	1.274375
OR4M2	0.3975
HPCA	-1.52366666666667
SEC14L1	-0.700666666666667
CHFR	-0.6585
EMILIN1	0.239
NDUFS4	-0.23825
COL18A1	-0.45975
PDZD3	-0.0691
C9orf16	-0.0365
ERBB2IP	-0.251166666666667
EMX2	0.3415
FUS	-2.0755
TF	-3.2195
CLCN4	-1.03683333333333
CXorf56	-0.2725
C11orf72	0.13925
ELAC2	-0.516
NPR1	-1.53925
ASS1	0.4055
USP42	-0.51525
POLR2J	-1.0045
SEC23IP	0.573666666666667
UQCRC1	0.0865
LOC729603	-0.32125
C1orf71	-0.4205
POLG	-2.4625
ADAM23	-3.5725
TFR2	-0.6505
RICTOR	-0.4424
MGC39606	0.44525
C19orf55	-0.027
SNAPC1	-1.479
GNA11	1.1835
CCDC52	-0.4795
FSIP1	4.99
UPF3A	0.0355
IGSF11	-2.21066666666667
LAGE3	-0.06975
CHST6	-2.1155
UNC13B	1.276625
TTLL4	-1.3695
ZNF687	0.279625
SDC2	1.002
COX7A2	0.47975
LAMB4	-0.0815
FAM24A	-0.014
LRRTM3	1.06533333333333
GPHB5	0.234
OR4C13	0.342
EIF3EIP	0.3735
HABP4	-0.341
TMEM125	4.5505
CNTN2	0.298375
ASNSD1	-0.04225
FUT4	-0.79725
ACF	-3.3045
LOC158381	-0.262
CDH8	0.25225
AGPS	-0.3705
C4orf18	4.819625
PECI	0.0866666666666667
UNG	-0.49875
GSTP1	-3.2535
DCUN1D5	-1.10416666666667
DKFZP564J0863	-1.27975
SLC9A3R1	1.180875
BCDO2	0.0425
CHMP7	-0.291375
REM2	1.554
DNHD1	-0.111375
FKBP4	0.134
ZNF350	1.56475
MGC11102	-0.24675
BST1	-0.545
KISS1R	1.368
NCR2	0.3165
DEFB125	0.6875
UBE2W	0.388375
KRT15	-0.251375
C10orf99	0.2215
SCN11A	0.145125
GFI1	-2.897
RDHE2	3.68266666666667
FHL1	-2.48666666666667
OSGEP	-0.0905
GATA1	-3.06716666666667
SMC6	-1.31525
TTTY14	-0.235
LPIN3	-0.016
RPL4	-0.0541
RBPMS	-1.6772
PRPF3	-0.401333333333333
EMR1	-1.8765
SPATA19	0.03375
XCR1	0.5375
IRX3	1.7793
RBM6	-0.56575
KLF4	-1.8985
UNC5CL	-0.66975
SEBOX	0.195
BTK	-2.2405
KRCC1	1.40725
C6orf27	0.555
SYTL5	-0.033
PRND	0.183375
LOC653319	0.747
PIGL	-1.058
HUS1	-0.4645
SFRS6	-1.3385
C17orf77	0.012
UIMC1	-0.486833333333333
FXYD2	-1.4311
LOC283152	2.09225
ZNF667	-2.08825
ZCCHC12	-0.748
TFEC	0.4568
ATP7B	0.0598333333333333
POLD2	-0.4785
RG9MTD1	-0.17025
ACOT2	0.785166666666667
HIST1H4I	-0.197
PPARGC1A	-1.2762
ETFA	-1.7864
POLRMT	-0.0135
ZNF146	-0.60225
MIA2	-1.19
KLHL6	-2.91516666666667
HOXB5	3.17475
NENF	1.22416666666667
CUGBP1	0.17575
PRSS22	1.38766666666667
CASC4	1.0324
CUL4B	0.4155
CENPJ	-2.0606
PITX1	-1.67516666666667
FLJ31033	0.287333333333333
CELSR3	0.896166666666667
ZNF568	0.792
ITSN1	-1.11183333333333
EHBP1L1	-0.7355
C19orf2	-0.32125
DCTN1	0.64875
LIN28B	-3.2155
TNKS2	-0.849
C1QBP	-0.537125
CADPS2	1.02175
SRMS	0.2665
GJA9	0.048
MGC24975	-0.650333333333333
TRIM45	-1.00483333333333
TSP50	-0.194
TCP1	-0.8285
TMED7	0.5917
CMA1	0.5755
CENPL	-1.966
PTCRA	-0.105
FST	-1.651
VWCE	-3.4145
PAWR	0.107
ABCC12	0.8325
LDLR	-0.6961
ASTN2	2.4822
LOC441212	-0.79275
GPATCH8	-0.038
TANC2	-1.12508333333333
KIF4A	-2.87575
C18orf18	-0.1955
PGM1	-0.68075
KIAA0258	0.50125
CPD	0.819625
SNCAIP	-2.00325
DCT	-3.66283333333333
HLA-DOA	1.26954545454545
OR11L1	0.32
UPK1B	-0.177666666666667
DNAJB4	-0.772
UGT1A8	-0.11275
HIST1H4L	-2.48
PECR	-0.777
HSPA2	0.239
WFIKKN1	0.064
SERP1	1.13475
SYDE2	0.761
TACR2	0.538
NUP85	-0.94025
CD177	-0.5195
LGR5	-1.48566666666667
PIGG	0.240916666666667
PTHR1	-1.8725
RAB5A	-0.2809
FLJ13224	0.0555
USP9Y	-1.60433333333333
C7orf53	-0.128
LRP1B	-0.463
XAF1	0.608
ABCG8	-0.439
ANKDD1A	-0.988666666666667
DAND5	-0.00950000000000001
SPAG6	4.26616666666667
LINCR	-0.18525
ZDHHC22	-0.296375
CCDC60	-0.0285
THOC7	-1.02616666666667
TCTA	1.9066
OR8K3	-0.0205
NY-REN-7	0.5375
B2M	1.58216666666667
C6orf141	0.324
LPPR4	0.8665
SQLE	-2.166
SEPHS1	-0.9375
BTBD14B	0.506142857142857
PLRG1	-0.30825
SPG7	-0.135625
ZNF614	-0.260833333333333
PARD6G	0.344833333333333
INPP5B	-0.5095
GRPEL2	-0.31575
PPID	-0.6461
TRIM56	0.508
UBE2J1	-0.558375
IL20RA	6.079
LOC387856	0.09825
C1orf107	0.781583333333333
UTS2R	1.15275
C19orf22	0.20925
SAFB2	-0.111375
KIAA0652	0.155625
KLRG1	-0.830666666666667
MS4A8B	1.7755
FRAG1	0.48225
KIAA1546	0.15225
E2F4	-1.0489
CLEC4M	-0.0675
BTBD14A	-1.287
KIAA0999	1.3922
GYPA	-2.86833333333333
TAC1	-0.4291
TRAIP	-1.71283333333333
KIAA0232	0.6743
ERCC8	-1.515125
GPX4	1.075875
KIAA0368	0.476125
GPR157	-0.2915
CTAGE4	0.552
C9orf30	-1.50633333333333
OR52A1	0.114
HSP90B3P	-0.249
ALG9	0.3127
BTBD10	0.13475
SDK2	0.2495
BAIAP3	-0.23775
RABGGTB	-0.04775
ANKRD40	-0.147833333333333
KRT74	0.119
CALCOCO2	0.592714285714286
SNCA	-3.055
TMSL8	-5.004
C2orf53	-0.0975
ESRRB	-0.5025
ARHGAP26	-1.417375
TDRD9	-2.52
HRAS	0.6875
KLRC4	-0.6785
JAGN1	0.132333333333333
BSDC1	0.74475
RNF43	-0.9527
NDUFAF1	0.7225
PHF12	0.241
OR1L3	-0.02725
FOLR2	0.504583333333333
LYZL6	0.1615
tcag7.1260	-2.3145
WSB1	-1.29783333333333
PROS1	-1.9196
OSTN	0.334
PSMB8	1.28225
SOCS4	-0.441
DDIT4L	0.09375
MAS1	0.113
MGC34796	2.19275
CSHL1	0.120166666666667
TBCCD1	-0.117666666666667
ZBTB7C	-0.0355
AP2S1	-0.2705
P15RS	0.1189
VAT1	-0.3044
SHANK3	1.24133333333333
TUFM	0.0195
THEG	-0.3325
KRT34	-1.0375
SGSM3	0.310375
TOMM22	-0.702875
SOCS3	0.0115
CPO	0.6215
POP4	0.01975
BHLHB3	0.564
MALL	-0.86625
OR1B1	0.33
PARK2	1.55716666666667
GPR124	-0.911125
LCE1E	0.5
RUVBL2	-0.26275
CGRRF1	0.1901
ACPL2	0.1675
WNT10B	-0.409625
BAIAP2L2	-1.625375
ISCA1	0.199
C1orf125	0.869125
RPAP1	-0.39625
RAI16	-0.512666666666667
RPL27	-0.32125
NLRP9	-0.009
EPN1	0.098
LOC388610	-0.104375
SLC35A1	0.7153
GAL	-3.65025
SLC14A2	0.35125
RDH11	-0.2785
FAM138F	-0.2045
AUH	0.66325
FLJ40243	-0.06575
C14orf129	0.0658333333333333
MBD2	-0.849166666666667
ABHD14B	0.6585
PIGT	1.584
ALS2CR4	-0.626125
ALAS1	0.1166
FOXO1	-0.622
CRLF3	-0.8855
C20orf107	-0.45
FARS2	0.499
CCDC28A	1.01625
NPHP3	-0.75325
OR13F1	0.383
TSEN54	-0.36475
DEFB106B	0.1238
OR8B4	0.86
STH	2.553
ZC3H14	-0.53425
CBX2	0.0155
TMEM49	-1.766
C6orf21	0.5145
FLJ20920	1.130375
CRTAP	-0.398
DDX50	0.12325
STYXL1	0.10475
BLVRB	-0.2295
LOC147650	0.455166666666667
MMP24	0.59125
GRID1	0.377
BANF1	-0.937666666666667
CTAGEP	0.28975
HMBS	-1.5105
SLC25A24	-1.05383333333333
C14orf50	3.28675
MRO	-0.645
SLC25A15	-0.08425
FAM84B	0.6751
TDP1	-1.449
C16orf78	-0.212333333333333
C11orf57	-0.12725
RFK	0.306
ZFYVE9	-0.355625
STCH	-0.8456
WIBG	0.396
LOC283871	-0.3575
GBA2	-0.2502
NDUFB3	0.2685
HSD17B13	-0.7435
GRIN3A	1.7755
FMNL1	-2.06633333333333
SEPT7	-0.9056
GNLY	1.4385
GRAMD1C	1.522
ZNF165	1.3225
USP38	-0.11525
FAM83A	-2.90366666666667
C14orf24	0.6245
ARMCX3	0.324375
ARHGDIB	-1.5105
AK1	1.203
KIAA1045	-0.66575
DNAJB13	-0.1335
NEU2	-0.0135
HIST1H4B	-1.57833333333333
FAM20B	0.1834
HES2	0.714714285714286
FAM73B	-0.2905
LOC388381	-0.034
INTS7	0.243272727272727
AMPH	-0.3705
ZNF775	0.18775
UCKL1	0.087
C10orf97	0.329
C1orf161	0.07975
ALDH1L1	-1.2235
FLJ39378	0.10175
SLC23A1	-1.5705
RBM4B	0.27975
THAP4	0.886333333333333
OGFRL1	-0.73275
KIAA0831	0.2575
PPP1R15A	-0.218666666666667
C1orf96	-0.887142857142857
C12orf11	-1.174
BMF	0.098
MAN1A1	-1.97625
KIAA1600	0.0781666666666667
NLGN4X	-1.642
ALOX12	-0.877166666666667
RB1CC1	0.0171
NEIL2	1.1836
EIF4E	-0.250363636363636
ABHD5	-0.4605
EXOC4	-0.415166666666667
CIP29	0.0278333333333333
BATF2	1.077
SLC29A4	-1.093875
HTR4	0.5115
EMB	-0.20975
TRAF6	0.386
LMNB1	-3.547
FAM19A5	1.34375
SHE	0.28975
PIK3C2B	0.55025
C15orf15	-0.458
USP15	-0.1169
TCEAL2	0.20925
C5orf39	-1.6045
PTGER2	-2.3985
SLC31A1	-1.8110625
IFT172	1.3215
ADAM29	0.2805
GFOD1	-0.07025
ST7L	1.276
C15orf26	-1.01575
PKN3	0.6125
CNTD1	2.27466666666667
COMMD1	0.43225
NTRK2	5.118
FOXN3	-1.523375
MFGE8	-1.4619
PFKFB2	0.995166666666667
TAS2R4	0.077
ENTHD1	-0.2255
PRMT5	-0.435875
MGC16384	-0.372875
LOC442229	-0.956
TSKU	0.326125
KRTCAP3	3.982875
PDLIM1	-0.5289
KCNS2	0.0575
RNF126	-0.0415
CEP63	0.115125
CLIC4	-1.928125
hCG_1990170	-1.0835
ACR	0.8218
KLK7	1.1
ALOX5AP	1.335875
RIPK3	3.3965
TAS2R9	0.469
C19orf18	1.6605
BIRC6	-0.183642857142857
ZNF16	0.6495
RFT1	-0.54025
SLC8A2	-0.35
TACC1	-1.97275
ITGAD	-0.00850000000000001
SAMHD1	-0.696
SH3PXD2B	0.4247
EPC2	1.0565
C20orf85	4.085
ATP13A2	0.689333333333333
KRT4	0.282375
CAPNS1	0.312
MDM2	-0.179916666666667
PCDH20	0.71625
KCNK9	0.7
OR2C1	-0.068
KLHDC3	-0.677833333333333
IPPK	0.8285
EFHD2	-0.299875
GALR3	1.14
NBEA	1.624
ABCA6	0.7193
CLDN3	1.22733333333333
AKT2	-1.05885714285714
EGFR	-1.0373
RBM16	0.02
ZDHHC3	-0.1719
SLC25A4	0.922333333333333
CYB5B	-1.09716666666667
CPXM1	-1.58325
NDRG1	0.560692307692308
FLJ43826	0.23
OR5L2	-0.0958333333333333
FARP2	0.369
MRPL46	-0.592
LDHAL6B	0.164666666666667
MAPKAPK3	-0.0581666666666667
NCAM2	-2.88775
PRKD2	0.132
ZFP36L1	0.0128
CYSLTR1	-0.744
OR4C3	0.00375
HIST1H2AJ	1.3755
CCNB2	-3.223
ZNF10	1.113
TMEM175	0.4785
FAM134A	1.35283333333333
TIGD4	0.107
PCNP	-0.12725
MGC39715	0.11625
LQK1	-0.0545
CREB1	-0.4178
TMPRSS3	-2.81925
C4orf32	1.066
LAT	-2.32183333333333
KCNA3	-0.3945
SKIV2L2	-0.43475
ROPN1B	-2.28775
tcag7.23	0.6005
CDT1	-3.102625
ZHX2	0.009
CD28	-5.2455
ZNF624	0.363
SEPT2	-0.689166666666667
SOHLH2	-0.388
MCOLN3	-0.58875
UNQ1945	0.7215
MASP2	-0.303
ZNRF3	0.8715
GPATCH3	-0.1455
AGL	-0.643
QRICH2	-0.2295
PSD4	1.34783333333333
CCNB1IP1	-1.44775
ENPP7	0.02875
OBFC1	0.7775
KCNG3	-1.62825
C14orf79	1.13083333333333
ENPEP	0.702833333333333
SCT	0.469
SKI	0.408375
SEC61G	-1.04825
CAPN11	-0.0925
ATXN7L3	-0.00375000000000001
DBNDD1	0.685333333333333
FAIM	-0.175
ANKRD36	-0.7445
GABRP	-0.0978333333333333
TACSTD2	1.17216666666667
EIF3J	-0.27825
PPP2R2A	-0.48375
TEKT4	0.190833333333333
PVALB	-1.49383333333333
F10	-2.74433333333333
FAM134C	0.7821
COMP	4.218125
EFCBP1	-1.2008125
SCLT1	-0.29775
TAL1	-0.8035
ACSL1	1.0995
ABCC5	-0.2445
ABL1	-0.603444444444444
RBBP7	-0.279416666666667
PTPRG	-0.835625
NCOR1	0.0859
SPINK4	3.6515
TXNRD1	-1.5205
TNRC15	0.725125
C9orf138	0.966875
UBE2H	0.0273333333333333
BRDT	0.324
C8orf31	0.01925
CCNE2	-2.79172727272727
SLC6A8	-0.88575
CALCR	-3.71175
PPP1CB	0.556416666666667
ABHD8	0.665
ARF5	-0.1277
SLC24A4	0.2025
CCT3	0.42175
ZNF121	0.0485
SLC3A2	-1.0036
OR13A1	0.2405
SLC5A10	0.23325
RAD50	0.517125
IER5	0.46775
MTHFD1L	-2.322
MBTPS2	-0.108
MVK	-0.6115
NCL	-0.4979
PSMD10	-0.6685
MOBP	0.252625
FLJ32894	0.0495
HRH1	-2.61733333333333
C5orf30	0.84125
NUDT16L1	0.8816
RASGRP3	1.6795
PRKRIP1	-0.3933
CCDC75	-0.222
LOC253970	0.36625
KIAA1239	0.07725
MED21	-0.87475
SYT11	-0.739416666666667
NTSR2	3.478
EGFL11	0.3485
CXorf59	0.4685
OR2A25	0.036
SPTBN2	-0.6195
LRMP	-2.01083333333333
RNF111	-0.0935
PTH	0.3485
LOC619208	0.787166666666667
KIAA0895	1.152
RANBP5	-0.715125
P2RY10	-0.765166666666667
NME5	4.51666666666667
DDX21	-0.66075
LRSAM1	0.5475
HDAC11	0.963666666666667
VMO1	1.88425
NOLA2	0.1475
ADAR	0.63525
MTO1	-0.849666666666667
SF4	0.585333333333333
P2RX1	-0.2275
HBM	0.2705
EN2	1.2175
C14orf172	0.07
TM9SF2	0.4882
INHBE	-0.936333333333333
TCTE3	0.13025
TOX2	-3.146
CTAGE3	0.243625
HBB	2.8131
MED15	-0.569833333333333
CASR	0.2635
C6orf66	-1.10666666666667
MTPN	-0.657625
UNC50	-0.19175
C21orf33	0.609125
IRF2	0.4375
PGR	2.25366666666667
GPR84	0.89375
CROCCL1	-1.78225
SRPX	-3.219
BRE	0.633
FGF10	5.8985
SDC3	0.378166666666667
ZRSR1	0.508
DKFZP434P211	-0.28375
SOX6	0.214
RPUSD2	-0.227
C14orf173	0.105
MAPK11	0.493333333333333
TBC1D22A	0.789
FAM123A	-0.278
COL4A6	-1.42083333333333
TOMM70A	0.18225
NAB1	-0.080125
MGC16385	0.55625
TSPAN18	-1.22266666666667
MED31	0.132
PLG	0.01175
CAPSL	0.6495
ZNF532	0.1095
ASB14	0.2145
CA8	-0.1945
NUDT16P	2.378
SLFN11	-3.51
LRRIQ2	-0.2545
NOL7	-0.198833333333333
BRMS1L	-0.936625
JARID1A	-0.0465
PANK2	-0.77875
ICAM3	-0.94425
MDS1	-0.56475
TAF8	-0.77875
RNF139	0.731
ZNF594	0.7245
ADAM8	2.657
SFTPC	-0.051
MAN2B2	1.79
RGS12	0.47775
EIF1AY	-4.32466666666667
LRRIQ1	0.5065
GPR150	1.432
CCDC21	-0.972333333333333
PRRG3	0.15925
SAA4	-3.48425
RAPGEF5	1.273
ZCCHC2	-0.301583333333333
MGC39372	0.141
PPP4R2	-0.6015
CDCA2	-2.97066666666667
OR4D5	0.255
PTGFRN	-0.1061
SIGLEC5	0.910333333333333
C19orf61	-0.108333333333333
NMUR2	0.1065
KIAA1586	-0.947333333333333
DAGLA	0.769333333333333
CHCHD6	0.0515
GPR32	0.502
NEUROD6	0.0846666666666667
SLC2A4RG	-0.1448125
CA5B	-0.262
FBXL3	0.7075
MPHOSPH9	-1.44525
HMG2L1	0.14125
HCN4	0.830833333333333
CEACAM19	0.65775
SH2D4B	-0.0515
HFE2	-0.263
TGM4	0.209666666666667
LYPD2	-0.356
TBC1D15	0.306
MRPS21	0.3692
NONO	-0.778
CLEC5A	1.4425
ITCH	-0.169
MGAT3	2.10283333333333
MBP	0.103125
RPP25	0.6455
SOSTDC1	-0.06825
HRC	-1.29975
TRIM48	-0.4025
TMEM133	-0.38225
ECEL1P2	-0.97925
HOXC11	-0.8915
DOK5	-1.663
HELZ	0.0628333333333333
LOC348180	-0.74075
MGC33894	0.134
ADRB3	0.147
DMD	-0.46325
PTRH2	-0.36025
MPEG1	1.54116666666667
NDUFA12	-0.451833333333333
KRTAP2-4	0.133
STAMBPL1	-1.02833333333333
ADCY2	-0.527666666666667
UNQ6125	-0.1125
KLHL20	-0.128666666666667
SRM	-0.8875
OTC	0.012
TMIE	-0.026
SNX8	-0.63575
LIPK	0.6375
CHURC1	-0.255833333333333
KLC2	0.510333333333333
HDAC1	-0.901833333333333
FAM128A	0.698833333333333
FNDC3B	-0.3452
MTCP1	-0.558333333333333
WFDC10B	0.3121
PCDHGB3	0.4795
ATRNL1	-1.8407
CAV2	-1.74525
MED26	-0.216333333333333
DUS1L	0.70275
CHRM3	-1.425375
NEK9	0.13475
WARS2	-0.09275
TBX22	0.111
TOMM40	-1.11725
RP6-213H19.1	-0.9495
TUBGCP5	-0.30725
IGSF6	2.89475
TPPP	2.09566666666667
UNQ6190	0.176
GSTM5	-0.853875
BTD	1.03066666666667
PDCD1LG2	-0.221833333333333
SNRPB2	-0.579666666666667
ERICH1	-0.883875
APOA4	-1.19225
HOXA11	-2.0685
NARG1	-0.445625
MKX	-0.59175
RAB28	-0.401642857142857
PKP3	1.66325
SH3GL2	-1.8025
CTSO	1.6845
RPN2	0.4550625
IL28RA	-0.0836666666666667
SFMBT1	0.3595
WDR57	-0.874125
FER1L3	0.540833333333333
HSF5	0.125666666666667
TTC9B	0.5495
C4BPA	-2.7535
ALB	-3.1035
SORBS3	0.510875
UPF2	-0.525
JPH1	-0.188
AGBL2	1.145
DOPEY1	1.8495
TERF1	-0.154666666666667
KIF22	-1.11233333333333
NINJ1	1.5975
SEC61A2	-0.0394166666666667
HIST1H1D	-0.193
SFXN4	0.31775
UCP3	0.4533
ZNF703	1.15433333333333
MYL6B	0.3575
TREM1	2.15875
OR52E6	0.5015
CKMT2	-0.46475
HLA-C	2.964625
SLC13A3	-2.115
TIMP4	0.11325
SLIT2	-0.04775
RSF1	-0.161833333333333
LONRF1	-0.353785714285714
MON1A	0.488
CACNG6	-1.40416666666667
DPPA4	-4.852
ZSWIM3	0.17475
ZNF804A	-0.400333333333333
CCIN	0.73575
SLC25A31	0.22
KCNMB4	-2.47875
RABL5	0.713875
GALNS	-0.1443
STX6	0.073125
HIST1H1C	0.283333333333333
CIDEB	1.0965
CASP4	-1.2085
PDK3	-0.5384
KCNJ11	1.42
TPR	-0.3315
ZSCAN20	-0.9425
MTX2	-0.15125
HIST1H2BH	0.6375
LOC283767	0.412
LYRM7	-0.643444444444444
BRD3	-0.861833333333333
HIST1H2BO	0.524
MAGEB10	0.021
SLC45A1	2.006
SERPINA3	1.43945
KIAA0143	1.004
KCNJ16	-0.255666666666667
KRT79	-0.619
FABP2	-0.4575
NUT	-0.07975
ZNF57	-0.49125
FBXL4	0.232
CLEC9A	0.2645
UGT8	-1.1065
BMP2K	-1.25925
MAPK4	1.62425
SLC25A23	0.2744
HINT1	-1.1764
KRTAP13-1	0.145
SFXN5	1.7159
CHCHD2	0.09675
FAM3D	0.2845
NDP	0.51075
RHOBTB1	-1.4825
SLC4A4	-1.418375
RPL38	-0.0165
HTF9C	0.0285
AP2A2	0.9595
ZBTB46	-0.5475
MAP7D1	-0.14225
AOX1	-3.035
CYR61	-1.08358333333333
DTNA	0.115785714285714
JRKL	0.3745
TMOD3	-1.071
EEA1	-0.3874
ADCK5	-0.2675
IL1R1	-1.74866666666667
KLK3	0.457357142857143
HRSP12	-0.802
KTN1	0.10525
LOH11CR2A	2.2538
RELL2	0.367
MAB21L1	0.41475
C20orf59	-0.628166666666667
PHKB	0.6455
ADAM2	-0.298833333333333
TBC1D8B	2.11083333333333
FAM13A1	0.0523750000000001
LAPTM4B	-1.21291666666667
LCN8	0.051
TMEM147	0.829
SYT4	7.164
XPO7	-1.005
C9orf62	1.5455
GPR75	0.322
TRIM5	-1.000875
APOC1	-2.30833333333333
RNASE4	1.13516666666667
PARD6B	-1.072875
ARID1A	0.177416666666667
TPD52L3	0.2353
RRAGB	0.941
RCN2	-0.887666666666667
HIST2H2BE	1.5099375
STARD7	-0.628
SHMT2	-1.52525
KIAA1751	0.293666666666667
MLYCD	0.621375
LOC162632	-0.027
UQCRH	-1.2155
RP11-217H1.1	0.0185
SDHA	-0.643333333333333
NCLN	-0.1667
ZNF17	0.579
RCBTB2	-2.52325
VEGFB	0.4985
RP4-747L4.3	-0.39325
COLQ	0.168
MPN2	-0.418333333333333
DRG2	0.08025
KLRB1	1.30875
ALPK2	-3.633
DNASE2B	4.63775
FLJ23834	4.262
AXUD1	0.858833333333333
SAFB	-0.3475
NSUN4	-0.13975
RFX2	0.722666666666667
MAPK8IP1	1.139
FANCD2	-2.05785714285714
ANKZF1	-0.705833333333333
C19orf50	-0.547375
DUSP8	2.2335
SENP5	-0.9025
NFKBIL2	-0.38875
LBR	-2.23425
IGFL1	0.581
LZTS2	0.400125
IL2RG	-1.326625
CCDC51	0.17725
KLF3	0.14475
ANKRD37	1.346
KCTD14	1.00133333333333
FZR1	0.248833333333333
SLC44A4	4.3309
ESPL1	-1.228875
GMPR2	-0.1132
TBC1D19	0.2985
ERGIC1	0.707
ERBB4	3.834
TSPAN32	0.0609166666666666
MAP4	-0.456125
GPHN	-0.237
SLC6A2	0.162625
HIVEP1	-0.086
DFFB	-0.1156
EIF4EBP2	-0.317
DMRT1	-0.9375
HSPB6	-0.05175
IER2	-0.349666666666667
AIFM1	0.19675
WWC2	-0.523916666666667
MRPL4	-0.51925
FLJ21062	1.29066666666667
EPB41L4A	1.0205
SH2D6	0.278
TAF4B	-0.99575
GAL3ST3	-0.2105
MALT1	-0.985833333333333
RTDR1	0.78025
ARVCF	0.34075
MEX3B	-0.344666666666667
FBXO16	1.91425
KIF7	-2.35
C1QC	2.891
ZNF783	-0.329333333333333
ZNF85	-0.197
MMP13	0.878
KIAA0329	0.54725
RTP3	-0.5735
ZBED3	-0.529
CLGN	-0.44475
SLC25A37	-0.738458333333333
hCG_18290	0.31
OR5AS1	0.06
SMARCC2	0.752333333333333
FAM109A	0.0166666666666667
CCDC12	-0.262
USF2	1.1655
DEPDC7	-3.471
C20orf24	-1.481
JMJD3	-0.0345
DSP	1.059
SLIC1	0.1145
FAM20A	-1.324
IRF2BP2	0.078625
ZNF230	-0.0545
MSN	-1.36728571428571
SLC9A5	0.012
EPDR1	-1.5664
MUSK	0.128333333333333
ZNF434	0.537666666666667
SMARCD1	-0.529
ZFP106	0.36425
