Hybridization REF	TCGA-A2-A0D1-01A-11R-A034-07
GDPD5	-0.118125
PDCD4	3.1421
CEP350	-0.29275
OR10A2	0.4965
CST7	-0.46375
CIAO1	-1.027
SELL	0.074125
OR8J3	-0.1285
LTBP4	-1.15933333333333
SIRT6	0.69325
CCL19	3.61
PPIL1	-1.1555
GBP7	0.0121666666666668
STK17A	-1.9322
ABR	-0.678
OR9G1	-0.258
FOXE1	-1.249
CNGA3	0.0425
GML	0.448
CD38	-2.8355
ZDHHC6	-0.029
NEFH	-3.3155
CTDSP2	-0.906916666666667
PGBD5	-1.4295
CCNY	0.340857142857143
RMND5B	0.226333333333333
ZNF257	0.654
FLJ22167	-1.591125
EXOSC7	-1.12883333333333
ROR2	0.40525
MAOA	-1.822625
TNNT3	-0.345333333333333
GYPC	-1.77875
C7orf33	0.9495
PLIN	1.87333333333333
LOC90826	0.527
RNF4	0.1218
F8A1	0.438333333333333
PLEKHG4	-3.1005
GRB2	-0.3956
HIST1H2AD	0.16425
DUS3L	-0.234333333333333
EIF1	-1.05416666666667
RP5-1077B9.4	-0.3995
FPGT	0.805
GDF10	-1.49816666666667
COQ9	-0.102
GCC2	1.65364285714286
RARRES3	0.992125
PLXNA1	-0.3541
KIAA0100	-0.2484
PMF1	0.0635
FNDC1	5.293
HS2ST1	0.13625
CRELD2	1.23425
C8G	-1.611
CD82	0.90675
LIM2	-0.898
UNQ6490	-0.316
MMP16	-0.38875
DRD3	-0.80625
C5orf26	-0.72825
C11orf73	-0.989875
PTP4A2	-0.690875
OR4M2	0.611
HPCA	-0.791166666666667
SEC14L1	-1.06333333333333
CHFR	-0.609
EMILIN1	0.872
NDUFS4	-1.10175
COL18A1	0.328
PDZD3	-0.1093
C9orf16	0.968333333333333
ERBB2IP	0.048
EMX2	1.537
FUS	-0.86875
TF	-3.7584
CLCN4	-2.252
CXorf56	0.168
C11orf72	0.339
ELAC2	-0.7315
NPR1	-0.865
ASS1	-0.758833333333333
USP42	-0.2
POLR2J	-0.6445
SEC23IP	0.715666666666667
UQCRC1	-0.82125
LOC729603	0.0655
C1orf71	-0.2755
POLG	-1.532
ADAM23	-3.757
TFR2	-1.2135
RICTOR	-0.9439
MGC39606	-0.42025
C19orf55	-0.384
SNAPC1	-0.745333333333333
GNA11	1.6245
CCDC52	-0.888666666666667
FSIP1	-2.0415
UPF3A	-0.866125
IGSF11	-1.3925
LAGE3	0.16025
CHST6	-2.546
UNC13B	0.446375
TTLL4	-0.243125
ZNF687	0.2825
SDC2	-1.6817
COX7A2	-0.5895
LAMB4	0.0295
FAM24A	0.5
LRRTM3	-1.01
GPHB5	1.13075
OR4C13	-1.496
EIF3EIP	1.1005
HABP4	-1.7485
TMEM125	3.72425
CNTN2	0.135
ASNSD1	-0.2175
FUT4	-0.92125
ACF	-3.69775
LOC158381	0.665
CDH8	0.85325
AGPS	-0.519166666666667
C4orf18	1.415125
PECI	-0.0664166666666667
UNG	-0.985875
GSTP1	-3.140875
DCUN1D5	-1.165
DKFZP564J0863	-0.30425
SLC9A3R1	0.343875
BCDO2	-0.396625
CHMP7	1.48425
REM2	0.9845
DNHD1	-0.3225
FKBP4	-0.246
ZNF350	1.4965
MGC11102	0.55225
BST1	0.513
KISS1R	1.271
NCR2	0.668
DEFB125	0.9315
UBE2W	1.894625
KRT15	0.4415
C10orf99	0.554
SCN11A	0.219857142857143
GFI1	-2.7555
RDHE2	1.843
FHL1	-2.5305
OSGEP	0.206666666666667
GATA1	-3.42116666666667
SMC6	-0.57575
TTTY14	-1.22625
LPIN3	-0.464
RPL4	0.3122
RBPMS	-0.1429
PRPF3	0.747
EMR1	-2.8885
SPATA19	-0.17975
XCR1	0.7095
IRX3	2.9119
RBM6	-0.665
KLF4	-1.4572
UNC5CL	-0.1235
SEBOX	0.0705
BTK	-1.718
KRCC1	-1.617
C6orf27	1.281
SYTL5	-0.974
PRND	0.660625
LOC653319	-0.5065
PIGL	-1.16
HUS1	-0.846666666666667
SFRS6	-1.42483333333333
C17orf77	0.7405
UIMC1	-0.765833333333333
FXYD2	-1.5844
LOC283152	0.046
ZNF667	0.96525
ZCCHC12	-0.76175
TFEC	1.5018
ATP7B	0.913333333333333
POLD2	-1.44316666666667
RG9MTD1	-1.1615
ACOT2	0.342333333333333
HIST1H4I	-0.317
PPARGC1A	-2.6445
ETFA	-0.4898
POLRMT	0.8275
ZNF146	0.252
MIA2	-0.952
KLHL6	-1.79116666666667
HOXB5	-0.811125
NENF	0.742166666666667
CUGBP1	1.57825
PRSS22	-0.2785
CASC4	1.3364
CUL4B	0.5651
CENPJ	-1.7541
PITX1	2.02383333333333
FLJ31033	0.626333333333333
CELSR3	0.829833333333333
ZNF568	0.5285
ITSN1	0.226833333333333
EHBP1L1	-1.5605
C19orf2	-1.399
DCTN1	-0.156
LIN28B	-3.7464
TNKS2	1.63775
C1QBP	-1.3855
CADPS2	4.497
SRMS	1.04425
GJA9	0.489
MGC24975	0.988
TRIM45	-0.813
TSP50	-0.538666666666667
TCP1	0.09975
TMED7	-0.0606
CMA1	0.7495
CENPL	-0.762333333333333
PTCRA	-0.3725
FST	-4.624
VWCE	-3.64025
PAWR	-0.616
ABCC12	1.62966666666667
LDLR	-1.6436
ASTN2	3.0724
LOC441212	-1.0415
GPATCH8	-0.338
TANC2	-0.921583333333333
KIF4A	-0.991
C18orf18	-0.572
PGM1	-1.74125
KIAA0258	-0.97425
CPD	-0.2735
SNCAIP	-1.9225
DCT	-4.18916666666667
HLA-DOA	1.94863636363636
OR11L1	0.7775
UPK1B	-1.232
DNAJB4	-1.482625
UGT1A8	0.0433333333333333
HIST1H4L	0.6525
PECR	-1.24433333333333
HSPA2	2.76475
WFIKKN1	-2.0165
SERP1	-0.1625
SYDE2	0.635
TACR2	0.828
NUP85	-0.627
CD177	-0.5235
LGR5	-2.57783333333333
PIGG	-0.152833333333333
PTHR1	-1.939
RAB5A	0.1247
FLJ13224	0.458
USP9Y	-2.4115
C7orf53	0.4155
LRP1B	-1.995
XAF1	1.2496
ABCG8	-1.215
ANKDD1A	-0.688333333333333
DAND5	-0.631
SPAG6	-0.38
LINCR	-1.25225
ZDHHC22	-1.534875
CCDC60	0.025
THOC7	-2.3265
TCTA	0.6829
OR8K3	0.4905
NY-REN-7	-1.19275
B2M	0.350833333333333
C6orf141	-0.86625
LPPR4	0.78225
SQLE	-0.1215
SEPHS1	0.2695
BTBD14B	0.9415
PLRG1	-0.60575
SPG7	-1.10375
ZNF614	-0.724333333333333
PARD6G	1.64516666666667
INPP5B	-1.4136
GRPEL2	0.3805
PPID	-0.3529
TRIM56	-0.4795
UBE2J1	0.00787499999999999
IL20RA	0.468
LOC387856	-0.72125
C1orf107	0.249916666666667
UTS2R	0.91425
C19orf22	0.92325
SAFB2	0.578875
KIAA0652	0.38225
KLRG1	-0.95
MS4A8B	3.01283333333333
FRAG1	0.0655
KIAA1546	1.3635
E2F4	-1.299
CLEC4M	0.300833333333333
BTBD14A	-0.87225
KIAA0999	0.9223
GYPA	-4.21466666666667
TAC1	-0.7022
TRAIP	-1.028
KIAA0232	1.0956
ERCC8	-1.26575
GPX4	1.139125
KIAA0368	-0.884875
GPR157	0.908666666666667
CTAGE4	0.482
C9orf30	-0.965833333333333
OR52A1	0.1615
HSP90B3P	-1.086
ALG9	0.0177
BTBD10	-0.36525
SDK2	0.50675
BAIAP3	-2.676
RABGGTB	-0.3215
ANKRD40	1.37083333333333
KRT74	0.851
CALCOCO2	0.686857142857143
SNCA	-4.1175
TMSL8	-1.560875
C2orf53	-0.314
ESRRB	-0.44625
ARHGAP26	-1.1335
TDRD9	0.24775
HRAS	0.463333333333333
KLRC4	-2.2845
JAGN1	-0.4245
BSDC1	1.212
RNF43	1.9731
NDUFAF1	0.0505
PHF12	0.176
OR1L3	0.101666666666667
FOLR2	0.577333333333333
LYZL6	0.5214
tcag7.1260	-1.4205
WSB1	-0.695333333333333
PROS1	-1.7095
OSTN	0.735
PSMB8	-1.4225
SOCS4	-0.292125
DDIT4L	-0.67675
MAS1	0.1365
MGC34796	0.7785
CSHL1	0.515666666666667
TBCCD1	0.59
ZBTB7C	0.514
AP2S1	-1.044125
P15RS	0.3256
VAT1	-1.0135
SHANK3	1.326
TUFM	-0.475
THEG	2.05075
KRT34	-2.602
SGSM3	1.441625
TOMM22	0.12975
SOCS3	0.310833333333333
CPO	2.5675
POP4	-0.77125
BHLHB3	2.52575
MALL	0.28325
OR1B1	0.0535
PARK2	0.0765
GPR124	0.255125
LCE1E	0.908
RUVBL2	-1.359
CGRRF1	-0.9546
ACPL2	0.45775
WNT10B	-2.744375
BAIAP2L2	-1.73225
ISCA1	0.539
C1orf125	-0.391875
RPAP1	-0.043
RAI16	0.149
RPL27	-0.843875
NLRP9	-0.9335
EPN1	-0.036
LOC388610	-2.579875
SLC35A1	0.2925
GAL	-3.5005
SLC14A2	0.55275
RDH11	0.207833333333333
FAM138F	0.6865
AUH	0.26775
FLJ40243	-0.21475
C14orf129	0.3645
MBD2	0.797
ABHD14B	-0.754875
PIGT	-0.575125
ALS2CR4	0.12675
ALAS1	-0.6605
FOXO1	-0.207333333333333
CRLF3	-1.14675
C20orf107	0.9315
FARS2	0.04125
CCDC28A	-0.1075
NPHP3	-1.2675
OR13F1	0.0495
TSEN54	-0.64875
DEFB106B	-0.0873
OR8B4	0.026
STH	0.69
ZC3H14	-0.638875
CBX2	0.212
TMEM49	-2.345
C6orf21	0.9845
FLJ20920	1.55075
CRTAP	-1.21914285714286
DDX50	-0.13775
STYXL1	-0.133
BLVRB	-1.018
LOC147650	-1.08416666666667
MMP24	1.096
GRID1	1.53833333333333
BANF1	-0.0645
CTAGEP	0.42325
HMBS	-1.3185
SLC25A24	0.114666666666667
C14orf50	1.25825
MRO	-0.044
SLC25A15	-0.996
FAM84B	2.8338
TDP1	-0.3605
C16orf78	0.169
C11orf57	0.974125
RFK	0.235375
ZFYVE9	0.795
STCH	-1.0695
WIBG	-0.2335
LOC283871	-0.540833333333333
GBA2	-0.4137
NDUFB3	0.14625
HSD17B13	-0.772
GRIN3A	0.3055
FMNL1	-1.71483333333333
SEPT7	-1.4324
GNLY	3.1975
GRAMD1C	-1.5465
ZNF165	-0.242
USP38	0.4035
FAM83A	-2.87483333333333
C14orf24	0.451
ARMCX3	-0.02575
ARHGDIB	-0.384833333333333
AK1	0.378875
KIAA1045	0.08675
DNAJB13	-0.6045
NEU2	0.505
HIST1H4B	0.377
FAM20B	0.0627
HES2	0.132142857142857
FAM73B	-1.0158
LOC388381	1.78425
INTS7	-0.0538181818181818
AMPH	1.48825
ZNF775	0.709125
UCKL1	-0.371666666666667
C10orf97	-0.43675
C1orf161	-0.965
ALDH1L1	-1.135
FLJ39378	0.717375
SLC23A1	-0.478
RBM4B	0.5035
THAP4	0.175166666666667
OGFRL1	-1.6325
KIAA0831	0.32725
PPP1R15A	-0.942
C1orf96	0.0859285714285715
C12orf11	-1.42825
BMF	1.8395
MAN1A1	0.725625
KIAA1600	0.874833333333333
NLGN4X	-2.26225
ALOX12	-1.61666666666667
RB1CC1	0.2117
NEIL2	0.7253
EIF4E	0.443227272727273
ABHD5	-0.8325
EXOC4	-0.228
CIP29	-0.562166666666667
BATF2	-0.39625
SLC29A4	0.180375
HTR4	1.15725
EMB	-3.3155
TRAF6	-0.3855
LMNB1	-0.93575
FAM19A5	1.24875
SHE	1.0455
PIK3C2B	1.59075
C15orf15	-0.5128
USP15	-0.7198
TCEAL2	-0.7645
C5orf39	-0.124333333333333
PTGER2	-2.44925
SLC31A1	-0.467
IFT172	-0.04475
ADAM29	0.3795
GFOD1	0.00925
ST7L	1.18366666666667
C15orf26	-4.15725
PKN3	-0.995
CNTD1	2.00116666666667
COMMD1	0.023
NTRK2	0.966333333333333
FOXN3	0.863875
MFGE8	-0.7946
PFKFB2	1.074
TAS2R4	-0.244
ENTHD1	-0.7035
PRMT5	-1.116125
MGC16384	-1.015875
LOC442229	-0.0985
TSKU	1.569875
KRTCAP3	1.0645
PDLIM1	1.0469
KCNS2	0.38925
RNF126	0.199166666666667
CEP63	-0.56875
CLIC4	-0.46475
hCG_1990170	-1.593
ACR	0.9719
KLK7	-0.55475
ALOX5AP	1.007625
RIPK3	1.54125
TAS2R9	0.4845
C19orf18	2.9575
BIRC6	0.217857142857143
ZNF16	2.737
RFT1	-1.25375
SLC8A2	-0.64725
TACC1	-0.857875
ITGAD	1.17
SAMHD1	-0.4965
SH3PXD2B	2.149
EPC2	1.23
C20orf85	0.5345
ATP13A2	0.484833333333333
KRT4	0.29375
CAPNS1	-0.821
MDM2	-1.04916666666667
PCDH20	0.262666666666667
KCNK9	0.5525
OR2C1	-0.298
KLHDC3	-0.622
IPPK	0.338
EFHD2	-0.58125
GALR3	0.92525
NBEA	-0.697833333333333
ABCA6	1.1775
CLDN3	2.386
AKT2	-1.20414285714286
EGFR	5.081
RBM16	0.742375
ZDHHC3	-0.232
SLC25A4	-3.57933333333333
CYB5B	-1.6855
CPXM1	-0.18875
NDRG1	0.819153846153846
FLJ43826	-0.14425
OR5L2	0.555666666666667
FARP2	0.9709
MRPL46	-0.464416666666667
LDHAL6B	-0.135166666666667
MAPKAPK3	-1.4485
NCAM2	2.431
PRKD2	-0.133166666666667
ZFP36L1	1.4998
CYSLTR1	-1.79275
OR4C3	0.466333333333333
HIST1H2AJ	1.113
CCNB2	-1.04877777777778
ZNF10	-0.119
TMEM175	0.384
FAM134A	1.2455
TIGD4	-1.7825
PCNP	-1.41425
MGC39715	1.43275
LQK1	-0.151
CREB1	0.7099
TMPRSS3	-2.31425
C4orf32	-0.953625
LAT	-1.88175
KCNA3	-0.1325
SKIV2L2	-0.79825
ROPN1B	-4.48475
tcag7.23	-0.637
CDT1	-2.836875
ZHX2	1.8185
CD28	-4.95325
ZNF624	0.60175
SEPT2	0.396583333333333
SOHLH2	-3.538
MCOLN3	-1.66042857142857
UNQ1945	0.9385
MASP2	-1.3745
ZNRF3	-0.1897
GPATCH3	0.21375
AGL	-2.899875
QRICH2	-0.089
PSD4	-0.917333333333333
CCNB1IP1	-1.0225
ENPP7	-0.0545
OBFC1	0.50325
KCNG3	-1.6695
C14orf79	0.658166666666667
ENPEP	1.537
SCT	2.8235
SKI	1.05725
SEC61G	-1.301
CAPN11	-0.235
ATXN7L3	-0.45175
DBNDD1	-0.362166666666667
FAIM	0.45025
ANKRD36	0.1665
GABRP	-0.194166666666667
TACSTD2	1.264
EIF3J	-0.5295
PPP2R2A	-1.45
TEKT4	-0.118166666666667
PVALB	-3.315
F10	-2.46183333333333
FAM134C	0.3229
COMP	4.823625
EFCBP1	-3.77133333333333
SCLT1	1.582
TAL1	-0.9861
ACSL1	0.92325
ABCC5	-0.914166666666667
ABL1	-0.629333333333333
RBBP7	-0.414333333333333
PTPRG	-0.91775
NCOR1	-1.0586
SPINK4	2.50033333333333
TXNRD1	-2.0848
TNRC15	1.482875
C9orf138	0.91725
UBE2H	0.884833333333333
BRDT	4.329
C8orf31	0.0225
CCNE2	0.949636363636364
SLC6A8	-1.0455
CALCR	-4.9595
PPP1CB	0.727833333333333
ABHD8	0.6455
ARF5	0.9876
SLC24A4	0.08825
CCT3	0.0375
ZNF121	1.4985
SLC3A2	-1.0229
OR13A1	0.6
SLC5A10	0.23025
RAD50	-0.525
IER5	0.093875
MTHFD1L	-2.681625
MBTPS2	0.015
MVK	-0.97175
NCL	-0.2553
PSMD10	-0.44575
MOBP	0.4485
FLJ32894	-0.524
HRH1	-0.415666666666667
C5orf30	0.785
NUDT16L1	1.0846
RASGRP3	3.594
PRKRIP1	0.1011
CCDC75	0.16575
LOC253970	0.35075
KIAA1239	0.48075
MED21	-0.58725
SYT11	-0.375916666666667
NTSR2	0.484
EGFL11	-0.3385
CXorf59	-0.211
OR2A25	0.369
SPTBN2	0.357
LRMP	-2.20466666666667
RNF111	-0.028
PTH	0.6125
LOC619208	0.216666666666667
KIAA0895	-0.6255
RANBP5	-1.09775
P2RY10	-0.801833333333333
NME5	-1.27916666666667
DDX21	-1.116
LRSAM1	0.2755
HDAC11	1.08033333333333
VMO1	0.161
NOLA2	-0.754333333333333
ADAR	0.244333333333333
MTO1	-0.808
SF4	0.833
P2RX1	-0.388
HBM	0.01225
EN2	1.3105
C14orf172	0.5255
TM9SF2	-0.2257
INHBE	-1.76433333333333
TCTE3	0.618
TOX2	-3.6015
CTAGE3	0.648
HBB	3.0687
MED15	-0.808833333333333
CASR	0.09
C6orf66	-1.05366666666667
MTPN	0.027125
UNC50	-0.76775
C21orf33	0.329125
IRF2	0.73025
PGR	-2.64266666666667
GPR84	1.01175
CROCCL1	-2.7785
SRPX	-3.03
BRE	0.3495
FGF10	0.2875
SDC3	1.04783333333333
ZRSR1	0.653
DKFZP434P211	-0.5075
SOX6	-0.134
RPUSD2	0.03275
C14orf173	-0.00666666666666669
MAPK11	0.052
TBC1D22A	0.2765
FAM123A	-0.546
COL4A6	-2.5355
TOMM70A	-0.4535
NAB1	-2.123875
MGC16385	-0.767375
TSPAN18	2.8085
MED31	-0.40525
PLG	-0.262
CAPSL	1.4585
ZNF532	1.7364
ASB14	0.1265
CA8	2.33275
NUDT16P	-1.1205
SLFN11	-2.0185
LRRIQ2	-0.578875
NOL7	-0.506333333333333
BRMS1L	-0.794125
JARID1A	0.583
PANK2	-0.56025
ICAM3	-0.9455
MDS1	-1.29266666666667
TAF8	-0.9375
RNF139	1.955
ZNF594	0.0783333333333333
ADAM8	1.318375
SFTPC	-0.465375
MAN2B2	0.858125
RGS12	1.3344375
EIF1AY	-4.6705
LRRIQ1	-2.69483333333333
GPR150	1.09825
CCDC21	-0.913166666666667
PRRG3	0.24625
SAA4	-4.66775
RAPGEF5	1.695625
ZCCHC2	0.228
MGC39372	-0.8875
PPP4R2	0.283666666666667
CDCA2	-1.71666666666667
OR4D5	0.751333333333333
PTGFRN	0.9788
SIGLEC5	-0.423166666666667
C19orf61	-0.5145
NMUR2	0.839
KIAA1586	-2.54266666666667
DAGLA	0.0313333333333333
CHCHD6	-0.31175
GPR32	0.477
NEUROD6	-0.5056
SLC2A4RG	0.6469375
CA5B	-0.82525
FBXL3	-0.79125
MPHOSPH9	-0.17775
HMG2L1	1.062
HCN4	0.273833333333333
CEACAM19	0.712
SH2D4B	1.24333333333333
HFE2	-1.7455
TGM4	1.039
LYPD2	0.42275
TBC1D15	-0.781
MRPS21	-0.146
NONO	-0.3484
CLEC5A	0.50275
ITCH	0.3232
MGAT3	-1.703
MBP	-1.272
RPP25	1.385
SOSTDC1	-3.94225
HRC	-2.25825
TRIM48	0.181
TMEM133	0.000250000000000014
ECEL1P2	-1.05475
HOXC11	2.223
DOK5	-1.2825
HELZ	-0.045
LOC348180	-1.3275
MGC33894	0.586
ADRB3	0.337
DMD	-1.14658333333333
PTRH2	-1.01475
MPEG1	2.31583333333333
NDUFA12	-1.08966666666667
KRTAP2-4	0.115166666666667
STAMBPL1	-1.2635
ADCY2	2.16366666666667
UNQ6125	1.3095
KLHL20	-0.2085
SRM	6.50521303491303e-19
OTC	-0.12875
TMIE	-0.175833333333333
SNX8	0.10125
LIPK	0.054
CHURC1	-0.8505
KLC2	0.604333333333333
HDAC1	-0.767166666666667
FAM128A	0.288666666666667
FNDC3B	0.00619999999999998
MTCP1	-0.00916666666666666
WFDC10B	-0.0869
PCDHGB3	-0.242
ATRNL1	-3.47575
CAV2	-1.139875
MED26	0.7835
DUS1L	0.3955
CHRM3	-2
NEK9	0.27025
WARS2	0.48125
TBX22	-1.617
TOMM40	-1.17375
RP6-213H19.1	-1.786
TUBGCP5	-0.76
IGSF6	3.79025
TPPP	0.883666666666667
UNQ6190	0.65
GSTM5	-0.559
BTD	-0.1835
PDCD1LG2	-0.722833333333333
SNRPB2	-0.369166666666667
ERICH1	-1.3135
APOA4	-1.783125
HOXA11	-2.917
NARG1	-0.296
MKX	-2.5755
RAB28	-0.947857142857143
PKP3	0.9015
SH3GL2	0.76
CTSO	1.349
RPN2	0.28325
IL28RA	-1.36733333333333
SFMBT1	-0.41375
WDR57	-0.1935
FER1L3	0.00691666666666668
HSF5	0.272666666666667
TTC9B	-0.03275
C4BPA	-4.03433333333333
ALB	-4.25842857142857
SORBS3	-0.39325
UPF2	0.212
JPH1	2.5805
AGBL2	-0.55425
DOPEY1	1.8405
TERF1	0.20875
KIF22	-0.151333333333333
NINJ1	0.28225
SEC61A2	0.5985
HIST1H1D	0.212
SFXN4	0.87675
UCP3	1.0514
ZNF703	1.45383333333333
MYL6B	-0.831
TREM1	2.4365
OR52E6	1.057
CKMT2	1.16975
HLA-C	0.871625
SLC13A3	-0.225666666666667
TIMP4	-3.5885
SLIT2	1.81975
RSF1	0.675166666666667
LONRF1	-1.86285714285714
MON1A	-0.0975
CACNG6	-1.8045
DPPA4	-4.90666666666667
ZSWIM3	0.7705
ZNF804A	-0.2365
CCIN	1.424
SLC25A31	0.60775
KCNMB4	-1.506
RABL5	0.454375
GALNS	-1.0489
STX6	1.405
HIST1H1C	-1.35333333333333
CIDEB	-1.1885
CASP4	-0.5175
PDK3	0.0331
KCNJ11	3.217
TPR	-0.303
ZSCAN20	-0.695
MTX2	0.2695
HIST1H2BH	-0.6995
LOC283767	1.79025
LYRM7	-0.958055555555555
BRD3	0.463333333333333
HIST1H2BO	-0.5335
MAGEB10	0.973
SLC45A1	0.2245
SERPINA3	-2.88825
KIAA0143	1.62775
KCNJ16	-0.353333333333333
KRT79	0.1555
FABP2	-0.68075
NUT	-0.167
ZNF57	0.48075
FBXL4	-0.207125
CLEC9A	0.6585
UGT8	-2.04533333333333
BMP2K	0.75925
MAPK4	-3.89025
SLC25A23	0.3247
HINT1	0.0438
KRTAP13-1	-0.077
SFXN5	0.4438
CHCHD2	3.44891666666667
FAM3D	1.549
NDP	-4.16625
RHOBTB1	-0.0631666666666667
SLC4A4	-2.143375
RPL38	0.118
HTF9C	0.408
AP2A2	0.59575
ZBTB46	-0.2775
MAP7D1	0.052125
AOX1	-3.2415
CYR61	0.0718333333333333
DTNA	-1.13657142857143
JRKL	-0.2615
TMOD3	0.78825
EEA1	-0.7139
ADCK5	1.6965
IL1R1	0.524333333333333
KLK3	0.568142857142857
HRSP12	0.46125
KTN1	0.416
LOH11CR2A	-1.1269
RELL2	-0.9765
MAB21L1	0.47775
C20orf59	-1.33283333333333
PHKB	1.6445
ADAM2	-1.7825
TBC1D8B	0.295333333333333
FAM13A1	-0.5119375
LAPTM4B	1.64616666666667
LCN8	0.005
TMEM147	0.3305
SYT4	0.0855
XPO7	-0.6545
C9orf62	1.61075
GPR75	-0.5675
TRIM5	-0.318125
APOC1	-0.383166666666667
RNASE4	0.196333333333333
PARD6B	-3.21025
ARID1A	0.694416666666667
TPD52L3	-0.4232
RRAGB	0.429666666666667
RCN2	-0.458333333333333
HIST2H2BE	-0.5649375
STARD7	-0.57025
SHMT2	-1.63325
KIAA1751	0.4855
MLYCD	-0.497125
LOC162632	-1.1099
UQCRH	-0.54075
RP11-217H1.1	0.66625
SDHA	-0.928166666666667
NCLN	0.4732
ZNF17	0.433833333333333
RCBTB2	-1.53075
VEGFB	-0.9156
RP4-747L4.3	-0.69725
COLQ	0.8309
MPN2	-0.396
DRG2	-0.9855
KLRB1	2.7765
ALPK2	-0.624
DNASE2B	-0.35725
FLJ23834	0.590166666666667
AXUD1	-0.526833333333333
SAFB	0.6216
NSUN4	-0.31725
RFX2	0.589666666666667
MAPK8IP1	0.5565
FANCD2	0.637285714285714
ANKZF1	-0.654166666666667
C19orf50	-0.154
DUSP8	1.613375
SENP5	-0.486
NFKBIL2	1.03475
LBR	-1.217125
IGFL1	-0.1065
LZTS2	0.97275
IL2RG	-1.572
CCDC51	-0.5405
KLF3	-1.60625
ANKRD37	0.2905
KCTD14	-2.40416666666667
FZR1	1.09691666666667
SLC44A4	-1.1438
ESPL1	-1.332875
GMPR2	-1.0828
TBC1D19	-0.9235
ERGIC1	1.275
ERBB4	5.5673
TSPAN32	-0.08925
MAP4	-0.83025
GPHN	-1.7195
SLC6A2	-0.04675
HIVEP1	1.082
DFFB	1.0814
EIF4EBP2	0.264875
DMRT1	-0.127
HSPB6	-0.445
IER2	0.198166666666667
AIFM1	0.124
WWC2	-0.866916666666667
MRPL4	-0.22125
FLJ21062	-1.93933333333333
EPB41L4A	2.06816666666667
SH2D6	0.561
TAF4B	-1.77625
GAL3ST3	-0.0505
MALT1	-2.0965
RTDR1	0.56025
ARVCF	1.655125
MEX3B	1.17633333333333
FBXO16	0.352
KIF7	-0.29975
C1QC	4.24933333333333
ZNF783	-0.3265
ZNF85	1.073
MMP13	1.829
KIAA0329	0.49
RTP3	-1.306
ZBED3	0.22475
CLGN	-5.659
SLC25A37	-1.59729166666667
hCG_18290	0.634
OR5AS1	0.1775
SMARCC2	-0.0547500000000001
FAM109A	-0.409333333333333
CCDC12	-0.38225
USF2	0.207
DEPDC7	-3.0075
C20orf24	-0.823
JMJD3	0.9445
DSP	1.21607142857143
SLIC1	0.112125
FAM20A	0.961875
IRF2BP2	0.639
ZNF230	-0.9295
MSN	-1.42735714285714
SLC9A5	-1.0295
EPDR1	-3.1635
MUSK	0.291833333333333
ZNF434	-0.539833333333333
SMARCD1	-0.6
ZFP106	0.424
