Hybridization REF	TCGA-BH-A0B0-01A-21R-A115-07
FAM24A	0.8945
LRRTM3	-1.28166666666667
GPHB5	-0.265
OR4C13	0.537
EIF3EIP	-0.163
HABP4	-0.008
TMEM125	3.68075
CNTN2	1.852875
ASNSD1	-0.77425
FUT4	0.2745
ACF	-3.513
LOC158381	0.391
CDH8	0.04
AGPS	-0.428166666666667
C4orf18	3.382625
PECI	-0.82375
UNG	-2.07325
GSTP1	-1.09
DCUN1D5	-1.51916666666667
DKFZP564J0863	-1.19475
SLC9A3R1	-0.259375
BCDO2	0.252625
CHMP7	0.091875
REM2	0.918
DNHD1	-0.4475
FKBP4	-0.220625
ZNF350	2.02225
MGC11102	-0.435625
BST1	2.19575
KISS1R	1.053
NCR2	0.3185
DEFB125	-0.95
UBE2W	1.032875
KRT15	0.093625
C10orf99	-0.091
SCN11A	0.306625
GFI1	-2.024
RDHE2	1.20633333333333
FHL1	1.86
OSGEP	0.1025
GATA1	-3.48783333333333
SMC6	-0.742
TTTY14	-0.5435
LPIN3	-0.60625
RPL4	-0.2032
RBPMS	1.1438
PRPF3	0.782166666666667
EMR1	-1.307
SPATA19	0.059
XCR1	-0.0905
IRX3	1.0979
RBM6	-0.848
KLF4	1.0061
UNC5CL	-2.338
SEBOX	0.6035
BTK	-0.89475
KRCC1	0.8465
C6orf27	0.361
SYTL5	-0.554
PRND	3.800125
LOC653319	-2.088
PIGL	-2.070375
HUS1	-0.240333333333333
SFRS6	-0.223166666666667
C17orf77	0.353
UIMC1	-1.05616666666667
FXYD2	-1.7678
LOC283152	0.91175
ZNF667	-0.1685
ZCCHC12	-0.895
TFEC	3.4282
ATP7B	1.76733333333333
POLD2	-0.654833333333333
RG9MTD1	-0.43325
ACOT2	-0.0118333333333333
HIST1H4I	-1.025
PPARGC1A	-1.7858
ETFA	-1.4236
POLRMT	-0.228
ZNF146	-0.43625
MIA2	-1.2695
KLHL6	-0.605166666666667
HOXB5	-0.9295
NENF	0.796333333333333
CUGBP1	-0.94125
PRSS22	1.3015
CASC4	1.8568
CUL4B	0.3534
CENPJ	-2.0031
PITX1	2.13
FLJ31033	1.2235
CELSR3	-1.94533333333333
ZNF568	0.6925
ITSN1	0.0381666666666667
EHBP1L1	-0.6625
C19orf2	-0.417
DCTN1	0.57275
LIN28B	-3.495
TNKS2	-0.2725
C1QBP	-1.8335
CADPS2	2.69625
SRMS	0.55525
GJA9	0.128333333333333
MGC24975	-0.813666666666667
TRIM45	-0.106166666666667
TSP50	-0.03225
TCP1	-1.753
TMED7	0.4508
CMA1	1.0875
CENPL	-1.0045
PTCRA	0.5135
FST	-1.009
VWCE	-3.31225
PAWR	0.35475
ABCC12	2.53083333333333
LDLR	-1.2946
ASTN2	1.5313
LOC441212	-1.3545
GPATCH8	0.18475
TANC2	-0.982333333333333
KIF4A	-2.93025
C18orf18	-1.305
PGM1	-0.766
KIAA0258	-0.4865
CPD	0.20075
SNCAIP	-1.343
DCT	-4.77983333333333
HLA-DOA	2.83427272727273
OR11L1	0.2985
UPK1B	0.559666666666667
DNAJB4	-0.270625
UGT1A8	-1.295
HIST1H4L	-0.668
PECR	-0.591
HSPA2	0.89375
WFIKKN1	-0.2015
SERP1	0.73575
SYDE2	0.86675
TACR2	0.119
NUP85	-1.21925
CD177	-0.0311666666666667
LGR5	-3.52483333333333
PIGG	-0.65925
PTHR1	0.271666666666667
RAB5A	-0.043
FLJ13224	-0.103
USP9Y	-2.715
C7orf53	-1.994
LRP1B	0.28925
XAF1	2.9984
ABCG8	-0.2
ANKDD1A	-0.419
DAND5	-1.986
SPAG6	5.49866666666667
LINCR	2.42375
ZDHHC22	-1.27975
CCDC60	-0.5275
THOC7	-1.0675
TCTA	1.4063
OR8K3	-0.0515
NY-REN-7	-0.03675
B2M	2.7005
C6orf141	-2.22575
LPPR4	2.61375
SQLE	-2.087875
SEPHS1	-0.634
BTBD14B	0.756071428571429
PLRG1	-1.109
SPG7	-0.75325
ZNF614	-0.330166666666667
PARD6G	1.079
INPP5B	-0.1943
GRPEL2	-0.857
PPID	-1.0213
TRIM56	0.23525
UBE2J1	-0.587125
IL20RA	1.83675
LOC387856	-0.1235
C1orf107	0.59725
UTS2R	1.8195
C19orf22	0.366
SAFB2	0.064125
KIAA0652	0.816875
KLRG1	-0.691333333333333
MS4A8B	3.55166666666667
FRAG1	0.5265
KIAA1546	-0.02325
E2F4	-1.1462
CLEC4M	-0.0823333333333334
BTBD14A	-2.26775
KIAA0999	1.2834
GYPA	-4.0505
TAC1	-0.0729
TRAIP	-1.29916666666667
KIAA0232	0.193
ERCC8	-1.21625
GPX4	0.993375
KIAA0368	-0.346125
GPR157	-0.232333333333333
CTAGE4	1.4245
C9orf30	-1.57666666666667
OR52A1	-0.0665
HSP90B3P	-0.9155
ALG9	-0.5526
BTBD10	0.41975
SDK2	0.4565
BAIAP3	0.02975
RABGGTB	-0.981625
ANKRD40	-1.03583333333333
KRT74	0.116
CALCOCO2	-0.393142857142857
SNCA	-3.551
TMSL8	-4.468375
C2orf53	0.088
ESRRB	-0.1045
ARHGAP26	0.296125
TDRD9	-3.354
HRAS	0.4145
KLRC4	-2.381
JAGN1	-0.398
BSDC1	-0.0485
RNF43	-0.0543
NDUFAF1	0.1575
PHF12	0.15675
OR1L3	-0.7425
FOLR2	1.95641666666667
LYZL6	-1.43783333333333
tcag7.1260	-1.7845
WSB1	-1.5835
PROS1	-0.2956
OSTN	0.691
PSMB8	1.70525
SOCS4	-0.070625
DDIT4L	1.648
MAS1	-0.681
MGC34796	0.66425
CSHL1	0.254833333333333
TBCCD1	-0.00366666666666667
ZBTB7C	0.7435
AP2S1	0.0885
P15RS	-0.5929
VAT1	-0.671
SHANK3	1.34683333333333
TUFM	-0.471
THEG	-0.51175
KRT34	-1.81225
SGSM3	0.237875
TOMM22	-0.93225
SOCS3	0.443833333333333
CPO	0.6395
POP4	0.17575
BHLHB3	2.3465
MALL	2.667
OR1B1	0.3995
PARK2	0.1105
GPR124	0.732375
LCE1E	0.3085
RUVBL2	-0.38025
CGRRF1	0.7153
ACPL2	0.57475
WNT10B	-0.953625
BAIAP2L2	-2.644
ISCA1	0.225
C1orf125	-0.030875
RPAP1	-1.58975
RAI16	0.174666666666667
RPL27	-0.908625
NLRP9	-1.953
EPN1	1.06
LOC388610	-1.041625
SLC35A1	0.0234
GAL	-4.5085
SLC14A2	0.25625
RDH11	-0.586
FAM138F	-0.4525
AUH	0.3425
FLJ40243	0.03125
C14orf129	-0.0928333333333333
MBD2	-0.181333333333333
ABHD14B	0.830625
PIGT	0.823625
ALS2CR4	-0.52075
ALAS1	0.4711
FOXO1	2.27133333333333
CRLF3	-0.99725
C20orf107	-0.1165
FARS2	-0.1445
CCDC28A	-0.22325
NPHP3	-0.56325
OR13F1	-0.086
TSEN54	-1.0235
DEFB106B	-1.0621
OR8B4	1.1565
STH	0.82925
ZC3H14	-0.682875
CBX2	0.4645
TMEM49	-2.0465
C6orf21	0.4175
FLJ20920	0.991
CRTAP	0.680357142857143
DDX50	-0.30775
STYXL1	0.132
BLVRB	-0.694
LOC147650	-1.20733333333333
MMP24	-0.123
GRID1	1.81466666666667
BANF1	0.461833333333333
CTAGEP	0.31975
HMBS	-2.17125
SLC25A24	-0.184333333333333
C14orf50	2.16875
MRO	-0.116
SLC25A15	-1.922
FAM84B	1.0462
TDP1	-1.075
C16orf78	-0.382166666666667
C11orf57	0.359
RFK	-0.82675
ZFYVE9	-1.04075
STCH	-1.5501
WIBG	0.49225
LOC283871	-1.05183333333333
GBA2	-0.3109
NDUFB3	0.27075
HSD17B13	1.20625
GRIN3A	0.770833333333333
FMNL1	0.1905
SEPT7	-0.3914
GNLY	3.8195
GRAMD1C	1.4215
ZNF165	-1.38075
USP38	0.118
FAM83A	-3.4205
C14orf24	0.43025
ARMCX3	1.75
ARHGDIB	1.818
AK1	0.312875
KIAA1045	0.08975
DNAJB13	0.226
NEU2	1.036
HIST1H4B	0.0545
FAM20B	-0.1983
HES2	0.237785714285714
FAM73B	0.1286
LOC388381	0.22775
INTS7	0.270272727272727
AMPH	1.72125
ZNF775	0.137625
UCKL1	-1.1595
C10orf97	0.749
C1orf161	0.17475
ALDH1L1	1.7235
FLJ39378	-0.546
SLC23A1	-0.984
RBM4B	0.50325
THAP4	0.618666666666667
OGFRL1	-0.41975
KIAA0831	0.313875
PPP1R15A	0.177833333333333
C1orf96	-0.000785714285714294
C12orf11	-2.16225
BMF	0.847125
MAN1A1	-0.94725
KIAA1600	0.8845
NLGN4X	1.9885
ALOX12	-1.18666666666667
RB1CC1	-0.5706
NEIL2	0.5492
EIF4E	-1.04236363636364
ABHD5	-0.8025
EXOC4	0.3795
CIP29	-0.990833333333333
BATF2	3.0035
SLC29A4	0.06125
HTR4	0.47125
EMB	0.03525
TRAF6	1.084
LMNB1	-4.5415
FAM19A5	-0.444625
SHE	3.05275
PIK3C2B	1.33425
C15orf15	-0.4697
USP15	-0.0433
TCEAL2	0.10275
C5orf39	-0.881166666666667
PTGER2	-0.9495
SLC31A1	0.014625
IFT172	1.65
ADAM29	0.60175
GFOD1	-0.0645
ST7L	0.375333333333333
C15orf26	-2.239
PKN3	-1.35975
CNTD1	1.8195
COMMD1	0.76875
NTRK2	3.20766666666667
FOXN3	0.637125
MFGE8	0.2152
PFKFB2	0.9345
TAS2R4	0.63525
ENTHD1	0.774833333333333
PRMT5	-0.870375
MGC16384	-1.228125
LOC442229	-0.6245
TSKU	0.9355
KRTCAP3	2.418125
PDLIM1	1.2784
KCNS2	0.533
RNF126	-0.677833333333333
CEP63	0.06475
CLIC4	0.477875
hCG_1990170	-0.2055
ACR	0.5429
KLK7	0.90975
ALOX5AP	3.451125
RIPK3	4.51925
TAS2R9	-0.147
C19orf18	1.7385
BIRC6	-0.102642857142857
ZNF16	1.25
RFT1	-0.1565
SLC8A2	-0.5645
TACC1	1.47225
ITGAD	2.04825
SAMHD1	1.5665
SH3PXD2B	1.6398
EPC2	1.181
C20orf85	5.831
ATP13A2	0.828
KRT4	1.240375
CAPNS1	1.179
MDM2	-0.438833333333333
PCDH20	1.60425
KCNK9	0.417
OR2C1	0.068
KLHDC3	-0.4435
IPPK	-0.2585
EFHD2	0.92175
GALR3	1.72275
NBEA	0.955666666666667
ABCA6	3.2519
CLDN3	1.4705
AKT2	-0.529214285714286
EGFR	-1.8575
RBM16	0.089125
ZDHHC3	0.9459
SLC25A4	-1.021
CYB5B	-1.8075
CPXM1	1.78925
NDRG1	-1.251
FLJ43826	0.29175
OR5L2	0.9715
FARP2	0.8079
MRPL46	-0.76825
LDHAL6B	0.2014
MAPKAPK3	0.586166666666667
NCAM2	1.09725
PRKD2	1.19316666666667
ZFP36L1	1.5272
CYSLTR1	1.7475
OR4C3	-0.0165
HIST1H2AJ	0.9235
CCNB2	-2.89455555555556
ZNF10	-0.978625
TMEM175	1.059
FAM134A	0.542
TIGD4	-0.431
PCNP	-0.444
MGC39715	0.317
LQK1	-2.9715
CREB1	0.9605
TMPRSS3	2.96425
C4orf32	1.428
LAT	-0.789
KCNA3	-1.328
SKIV2L2	-0.659
ROPN1B	-3.37675
tcag7.23	-0.142
CDT1	-2.87125
ZHX2	1.268625
CD28	-2.49875
ZNF624	0.93025
SEPT2	0.47225
SOHLH2	-2.015875
MCOLN3	-0.30475
UNQ1945	0.68
MASP2	-1.1915
ZNRF3	-0.8045
GPATCH3	0.037
AGL	-0.31475
QRICH2	0.2105
PSD4	1.04516666666667
CCNB1IP1	-1.6625
ENPP7	0.058
OBFC1	-0.10625
KCNG3	-2.215
C14orf79	0.50375
ENPEP	2.303
SCT	2.436
SKI	1.049125
SEC61G	-0.8675
CAPN11	0.794333333333333
ATXN7L3	-0.263
DBNDD1	-0.5885
FAIM	-0.08025
ANKRD36	-0.1345
GABRP	1.058
TACSTD2	2.957
EIF3J	-0.63275
PPP2R2A	-0.16375
TEKT4	0.460833333333333
PVALB	-2.21066666666667
F10	-1.70616666666667
FAM134C	0.5575
COMP	5.356375
EFCBP1	-2.7986875
SCLT1	1.027625
TAL1	-1.1082
ACSL1	2.77225
ABCC5	1.2695
ABL1	-0.318055555555556
RBBP7	-0.74475
PTPRG	0.088375
NCOR1	-0.6143
SPINK4	-2.18416666666667
TXNRD1	-1.4245
TNRC15	0.9655
C9orf138	1.353625
UBE2H	0.539
BRDT	2.0315
C8orf31	0.0335
CCNE2	-2.33736363636364
SLC6A8	-1.5855
CALCR	-4.176
PPP1CB	0.35375
ABHD8	0.30125
ARF5	0.3477
SLC24A4	0.58225
CCT3	-0.292
ZNF121	0.54225
SLC3A2	-0.8667
OR13A1	0.605
SLC5A10	-1.477
RAD50	-0.357
IER5	0.258375
MTHFD1L	-2.35575
MBTPS2	-0.382666666666667
MVK	-1.13975
NCL	-0.6335
PSMD10	-0.495
MOBP	0.657142857142857
FLJ32894	-0.955
HRH1	0.247166666666667
C5orf30	2.3065
NUDT16L1	0.6762
RASGRP3	3.96583333333333
PRKRIP1	-0.4462
CCDC75	1.14025
LOC253970	0.01225
KIAA1239	3.01825
MED21	-0.403
SYT11	1.0515
NTSR2	-0.3185
EGFL11	0.478
CXorf59	-0.141
OR2A25	0.5975
SPTBN2	-1.368
LRMP	-1.0725
RNF111	0.46625
PTH	0.0545
LOC619208	1.06066666666667
KIAA0895	0.164
RANBP5	-0.606125
P2RY10	2.361
NME5	4.27583333333333
DDX21	-1.43125
LRSAM1	0.2955
HDAC11	1.29766666666667
VMO1	0.83225
NOLA2	-0.258
ADAR	1.7155
MTO1	-1.1375
SF4	0.592166666666667
P2RX1	-0.00983333333333332
HBM	0.35575
EN2	1.5305
C14orf172	-0.072
TM9SF2	0.6845
INHBE	-0.901833333333333
TCTE3	0.00591666666666661
TOX2	-2.725
CTAGE3	0.29625
HBB	3.9696
MED15	-0.2145
CASR	-0.81975
C6orf66	-1.55016666666667
MTPN	0.513625
UNC50	-0.49775
C21orf33	-0.21325
IRF2	0.818375
PGR	-1.245
GPR84	2.2595
CROCCL1	-1.71975
SRPX	-0.53475
BRE	0.8065
FGF10	2.87233333333333
SDC3	0.396333333333333
ZRSR1	0.9015
DKFZP434P211	0.098625
SOX6	-0.612
RPUSD2	-0.16275
C14orf173	-0.464666666666667
MAPK11	0.501166666666667
TBC1D22A	0.1415
FAM123A	-0.2355
COL4A6	-0.528833333333333
TOMM70A	-0.59425
NAB1	-0.17375
MGC16385	-0.82525
TSPAN18	1.30333333333333
MED31	-0.27075
PLG	-0.638
CAPSL	4.798
ZNF532	0.7864
ASB14	-0.464
CA8	-2.234
NUDT16P	0.924166666666667
SLFN11	-0.145
LRRIQ2	0.19975
NOL7	-1.1785
BRMS1L	-1.369625
JARID1A	0.397333333333333
PANK2	-0.69625
ICAM3	-0.03
MDS1	-0.1895
TAF8	-0.38425
RNF139	0.37075
ZNF594	-0.958
ADAM8	1.611875
SFTPC	-0.234375
MAN2B2	0.80625
RGS12	0.086625
EIF1AY	-5.07927272727273
LRRIQ1	-2.43433333333333
GPR150	1.9955
CCDC21	-1.24266666666667
PRRG3	1.60675
SAA4	-2.29925
RAPGEF5	1.59375
ZCCHC2	0.784583333333333
MGC39372	0.4735
PPP4R2	-0.333333333333333
CDCA2	-2.17633333333333
OR4D5	0.2075
PTGFRN	1.4444
SIGLEC5	-0.365166666666667
C19orf61	-0.046
NMUR2	0.115
KIAA1586	-1.39783333333333
DAGLA	-0.357666666666667
CHCHD6	-0.7365
GPR32	1.1695
NEUROD6	-0.303333333333333
SLC2A4RG	0.31525
CA5B	-0.11975
FBXL3	1.97025
MPHOSPH9	-1.8385
HMG2L1	0.0065
HCN4	0.992333333333333
CEACAM19	-0.10125
SH2D4B	0.725166666666667
HFE2	-0.348
TGM4	-0.049
LYPD2	0.31475
TBC1D15	0.4855
MRPS21	-0.2317
NONO	-1.2352
CLEC5A	1.679625
ITCH	-0.2692
MGAT3	-0.299166666666667
MBP	-0.4515
RPP25	-0.05325
SOSTDC1	-1.0495
HRC	-0.89725
TRIM48	0.714
TMEM133	0.02975
ECEL1P2	-1.01375
HOXC11	0.297
DOK5	0.26225
HELZ	-0.569
LOC348180	-0.90275
MGC33894	0.118
ADRB3	-0.2315
DMD	0.413666666666667
PTRH2	-1.572
MPEG1	3.82666666666667
NDUFA12	0.499833333333333
KRTAP2-4	0.21375
STAMBPL1	-1.89333333333333
ADCY2	3.67316666666667
UNQ6125	0.343
KLHL20	0.764833333333333
SRM	-0.84725
OTC	-0.31775
TMIE	0.335166666666667
SNX8	-0.05725
LIPK	0.3745
CHURC1	0.989333333333333
KLC2	0.131
HDAC1	0.0506666666666667
FAM128A	0.2175
FNDC3B	0.2336
MTCP1	-0.613166666666667
WFDC10B	-0.1753
PCDHGB3	-1.3915
ATRNL1	-0.5148
CAV2	0.848375
MED26	0.302166666666667
DUS1L	-0.1335
CHRM3	-1.2765
NEK9	0.5035
WARS2	0.0475
TBX22	1.787
TOMM40	-0.48275
RP6-213H19.1	-0.871833333333333
TUBGCP5	-0.26
IGSF6	5.6565
TPPP	-0.273666666666667
UNQ6190	0.1155
GSTM5	3.18771428571429
BTD	1.3035
PDCD1LG2	-0.0218333333333333
SNRPB2	-0.583333333333333
ERICH1	-0.205125
APOA4	-1.919125
HOXA11	-0.828
NARG1	-1.42925
MKX	-0.39275
RAB28	-1.55735714285714
PKP3	0.645
SH3GL2	-2.75825
CTSO	2.96025
RPN2	-0.165125
IL28RA	0.565833333333333
SFMBT1	0.32375
WDR57	-1.265875
FER1L3	1.685
HSF5	0.8366
TTC9B	-0.023
C4BPA	-4.29016666666667
ALB	-6.36733333333333
SORBS3	0.934625
UPF2	-0.478
JPH1	0.7335
AGBL2	-0.414
DOPEY1	0.7665
TERF1	-0.45325
KIF22	-0.803333333333333
NINJ1	1.45875
SEC61A2	-0.944
HIST1H1D	-0.0916666666666667
SFXN4	-0.69225
UCP3	0.4763
ZNF703	0.858666666666667
MYL6B	-0.8685
TREM1	1.7175
OR52E6	0.548
CKMT2	2.6135
HLA-C	2.970125
SLC13A3	-1.039
TIMP4	2.43375
SLIT2	2.73225
RSF1	0.397833333333333
LONRF1	-1.3155
MON1A	0.169833333333333
CACNG6	-1.60383333333333
DPPA4	-5.7485
ZSWIM3	0.31875
ZNF804A	0.5496
CCIN	2.1885
SLC25A31	1.07933333333333
KCNMB4	-0.293
RABL5	0.56525
GALNS	-0.5417
STX6	0.6505
HIST1H1C	0.201666666666667
CIDEB	0.473125
CASP4	0.154833333333333
PDK3	-0.1268
KCNJ11	2.5505
TPR	-0.12425
ZSCAN20	-1.1555
MTX2	-0.44675
HIST1H2BH	0.893
LOC283767	0.90025
LYRM7	-1.31172222222222
BRD3	0.195333333333333
HIST1H2BO	0.65475
MAGEB10	-0.918
SLC45A1	1.37075
SERPINA3	0.8289
KIAA0143	1.14575
KCNJ16	0.762833333333333
KRT79	0.45325
FABP2	-0.929
NUT	-0.329
ZNF57	-0.29175
FBXL4	-0.665875
CLEC9A	1.474
UGT8	-1.38166666666667
BMP2K	0.40225
MAPK4	-3.7795
SLC25A23	0.1461
HINT1	0.1855
KRTAP13-1	0.3555
SFXN5	0.1114
CHCHD2	-0.641916666666667
FAM3D	1.196
NDP	-1.54675
RHOBTB1	0.0173333333333333
SLC4A4	3.634375
RPL38	-0.5525
HTF9C	-0.521
AP2A2	0.759
ZBTB46	0.112
MAP7D1	0.28525
AOX1	-1.24033333333333
CYR61	0.739583333333333
DTNA	0.292285714285714
JRKL	0.32775
TMOD3	0.1555
EEA1	-0.0406
ADCK5	-0.48025
IL1R1	2.48
KLK3	0.666142857142857
HRSP12	-0.70025
KTN1	0.11125
LOH11CR2A	2.0517
RELL2	-1.34975
MAB21L1	1.69825
C20orf59	-0.756666666666666
PHKB	-0.15575
ADAM2	-2.595
TBC1D8B	1.9695
FAM13A1	-1.0380625
LAPTM4B	-1.91275
LCN8	-0.427
TMEM147	0.3745
SYT4	0.13775
XPO7	-0.1175
C9orf62	1.869
GPR75	0.2495
TRIM5	0.969625
APOC1	0.5605
RNASE4	1.07866666666667
PARD6B	-2.284625
ARID1A	0.730333333333333
TPD52L3	0.0665
RRAGB	1.11316666666667
RCN2	-0.5525
HIST2H2BE	1.3850625
STARD7	-0.05875
SHMT2	-1.653
KIAA1751	-0.6608
MLYCD	-0.0555
LOC162632	-2.2656
UQCRH	-1.03175
RP11-217H1.1	0.4671875
SDHA	-0.8775
NCLN	-0.4445
ZNF17	0.773666666666667
RCBTB2	-1.3145
VEGFB	0.638
RP4-747L4.3	0.3565
COLQ	0.5392
MPN2	-1.42383333333333
DRG2	-0.3935
KLRB1	6.321
ALPK2	-0.5535
DNASE2B	2.69425
FLJ23834	-0.0373333333333333
AXUD1	1.3225
SAFB	-0.0572
NSUN4	-0.03625
RFX2	-0.225833333333333
MAPK8IP1	-0.105
FANCD2	-0.7575
ANKZF1	-1.72816666666667
C19orf50	-0.346875
DUSP8	1.215625
SENP5	-0.493875
NFKBIL2	-1.0305
LBR	-1.38625
IGFL1	0.8765
LZTS2	0.87325
IL2RG	0.9595
CCDC51	0.03025
KLF3	0.186
ANKRD37	-1.69675
KCTD14	-1.447
FZR1	-0.0901666666666667
SLC44A4	4.2829
ESPL1	-0.606375
GMPR2	-0.0693
TBC1D19	-0.9885
ERGIC1	-0.0242222222222222
ERBB4	4.0493
TSPAN32	0.218083333333333
MAP4	0.451125
GPHN	-1.0675
SLC6A2	0.227625
HIVEP1	0.65225
DFFB	-0.8394
EIF4EBP2	1.181625
DMRT1	0.252
HSPB6	0.859
IER2	0.206166666666667
AIFM1	-0.68925
WWC2	0.00590909090909093
MRPL4	0.043
FLJ21062	1.35816666666667
EPB41L4A	2.06916666666667
SH2D6	0.12825
TAF4B	-0.98375
GAL3ST3	0.0225
MALT1	0.212666666666667
RTDR1	0.19175
ARVCF	-0.253125
MEX3B	0.392333333333333
FBXO16	1.207
KIF7	-0.73525
C1QC	4.354
ZNF783	-0.126666666666667
ZNF85	1.13875
MMP13	5.221
KIAA0329	0.114875
RTP3	-0.783
ZBED3	-0.28325
CLGN	-2.8855
SLC25A37	-1.24429166666667
hCG_18290	-0.30175
OR5AS1	0.2535
SMARCC2	1.0545
FAM109A	-0.3
CCDC12	-0.41075
USF2	0.7695
DEPDC7	-1.86575
C20orf24	-0.504333333333333
JMJD3	0.7355
DSP	0.746857142857143
SLIC1	0.954
FAM20A	1.15325
IRF2BP2	0.7395
ZNF230	-0.027
MSN	-0.0426428571428571
SLC9A5	-2.541
EPDR1	-1.2755
MUSK	0.334166666666667
ZNF434	0.398
SMARCD1	-0.952833333333333
ZFP106	0.307
ZNF347	0.7107
GTF2E1	-0.084
RY1	-0.747333333333333
ATAD2B	-0.016
ARHGAP17	0.1425
KCNIP3	-1.15475
